0.0032037-0.00094214i,0.0023399-0.00090228i,0.00054467-0.0018135i,-0.0012112-0.0019436i,-0.0019845-0.0010824i,-0.0019306+0.00022226i,-0.0014415+0.00098479i,-0.00055918+0.0010631i,0.00037358+0.00076432i,0.00057413-0.00025765i,-0.00023431-0.00061836i,-0.0011987-0.00033839i,-0.0011024-0.00012494i,-0.00067938+0.00078347i,-0.00024685+0.0011922i,0.00042662+0.00061567i,0.00041383+7.6021e-05i,0.00031987-0.00071386i,0.00042093+0.00044344i,0.00063168+0.0006475i,0.00040964-0.00049522i,-0.00022852-0.00077044i,-0.00012902-0.00085537i
-0.0018967+0.00058957i,-0.0022026+0.00082325i,-0.00086803+0.00064382i,0.0011298+3.4785e-05i,0.0016608-0.00092534i,0.00090905-0.0016131i,0.00066588-0.0021335i,0.0012213-0.0011792i,0.00035017+0.00016748i,-0.00017875+9.0736e-05i,0.00040233-3.1466e-05i,0.00027331+0.00035184i,9.0953e-05+0.00015143i,-5.9926e-06-2.7153e-05i,-0.00021568-0.00067131i,0.00033862-0.0010806i,0.00039616-0.00070303i,4.5869e-05-0.00037595i,-8.8506e-05+0.00025934i,-0.0001284+0.00025628i,0.00015248+0.00019487i,-0.0001493+0.00052725i,-0.00070588+0.00055219i
-4.1783e-05-0.00064635i,-0.00085204-0.0013289i,-0.0018931-0.00058417i,-0.0021655-0.00037303i,-0.0019762-0.0010051i,-0.0015882-0.0013926i,0.00010379-0.0011114i,0.00059576-0.000356i,-0.00034303-0.00030972i,-0.00051191-0.00026279i,-0.00025461+0.00012854i,-0.00039348-0.00038322i,-0.00037767-0.00078948i,-0.00039771-0.00031897i,-0.00079858+6.3394e-05i,-0.00097403-0.00024183i,-0.00039342-0.00069873i,8.212e-05-0.00061315i,-0.0001645+0.00019997i,-0.00018107+6.1069e-05i,-0.00092377-0.00079994i,-0.00052266-0.00046099i,-0.00020474-0.00014732i
0.0013323-0.0051182i,-5.0298e-05-0.0053051i,-0.0022651-0.0040967i,-0.0029376-0.0013329i,-0.0023201-0.00038691i,-0.0018852+0.00031961i,-0.0013992+0.00084922i,-0.00081998+0.0006384i,-0.00078828+0.00025644i,-0.0010885-0.00010119i,-0.00097632-0.00026767i,-0.00078781-0.00048823i,2.117e-05-0.00046904i,0.00032659+0.00035673i,1.6089e-05+0.00043319i,-0.00041462-0.0003713i,-0.00037229-0.00046709i,0.00027506-0.00077015i,0.00017995-0.0010445i,-0.00019755-0.00040744i,-0.00073331+7.8303e-05i,-0.0013559+0.00041165i,-0.0011738+0.00016745i
-0.00037296-0.0024373i,-0.00062297-0.0024251i,-9.4018e-05-0.0011911i,-0.00013674+0.00017399i,-0.0017621+0.00063735i,-0.0022236+0.00034907i,-0.0010728+6.3002e-05i,-0.00044345+0.00016791i,0.0002017-0.00050516i,0.00039819-0.0010139i,-0.00043899+4.8763e-08i,-0.00068864+8.3052e-05i,-0.0003332-0.00010467i,-0.00038506+0.00091566i,-0.00047901+0.000906i,-0.00017166-1.9432e-07i,0.000285-0.00049199i,0.00067967-0.00034617i,0.00097242-1.2225e-05i,0.00088667-8.9493e-05i,0.00061913+3.9934e-05i,-8.9757e-05+4.3101e-05i,-0.00047657+0.0001492i
0.00068562-0.0018275i,-0.0010044-0.0030361i,-0.001969-0.0028811i,-0.0024671-0.0011283i,-0.0019554-0.00080818i,-0.0012071-0.0010754i,0.00014427-0.0012254i,0.00072425-0.00019754i,-0.00013639+0.00067069i,-0.00011597+0.00021934i,0.00049505-0.00015669i,-8.2079e-05-0.0002016i,-0.00048997+3.7342e-05i,-7.8491e-06+0.00060689i,2.0123e-05+0.00053233i,-0.00028249-0.0008466i,9.2788e-05-0.0011892i,0.00045085-0.00062197i,0.00088475-3.5908e-05i,0.00085113+0.00050424i,0.00026317+0.00057408i,0.00040081-2.6084e-05i,0.00035109-0.00014953i
0.00017371-0.0013618i,0.0013046-0.00089857i,0.0026005-0.00036524i,0.0022601-0.00029074i,0.001601-0.0011714i,0.0012944-0.001884i,0.00028377-0.0019531i,-0.00032179-0.001755i,-0.00012255-0.0012882i,0.00045738-0.00068275i,0.00060175-0.00052458i,0.00043406-0.00041416i,0.00042941-5.6147e-05i,0.00072295+0.00060159i,0.0001217+0.00062933i,-7.6623e-05+6.8155e-05i,7.2916e-05+0.00040436i,-2.6678e-05+0.0007868i,7.1869e-05+0.00068375i,-0.00013825+0.00049386i,-8.5553e-05+0.00011777i,0.00039562-0.00023369i,0.00028905-0.00072047i
-5.5352e-07-0.0013628i,-0.00055238-0.0018699i,-0.0014731-0.0015645i,-0.0015486-0.00085262i,-0.0016279-0.00036461i,-0.00098746+0.00020113i,-4.0654e-05+0.00037378i,0.00026724+0.00055941i,0.00041037+0.00035284i,0.000511+0.00028071i,0.00077969-0.00037772i,0.00061482-0.0010818i,-0.0001981-0.00046788i,-0.0013-5.8397e-05i,-0.0016001+0.00014904i,-0.0009448-1.4192e-05i,-7.5551e-05-0.00019802i,0.00051436+4.2665e-05i,0.00014721+3.9931e-05i,-0.00040735-0.00019731i,-0.00070984-0.00031511i,-0.00038074-0.00062698i,0.00024915-0.00033623i
0.001632-0.0035621i,0.0014587-0.0040064i,0.0010335-0.004846i,-0.00048315-0.0040712i,-0.0016795-0.0030137i,-0.00076552-0.0023684i,0.0001444-0.0011672i,0.00023023-6.5012e-05i,1.9455e-05+0.00012206i,-0.00072091-0.00042151i,-0.0014827-0.0012813i,-0.00084718-0.00087011i,-2.3306e-05-0.00044076i,0.00085291-0.00030561i,0.0012721+0.00020557i,0.0011828+0.00019019i,0.00084113-0.0004717i,0.00025142-0.0008446i,-3.6406e-05-0.00094254i,-0.00018635-0.00058478i,0.00013912-7.8144e-05i,0.00061176+1.0604e-05i,0.00032568+5.8386e-05i
0.0018302-0.0015429i,0.0003913-0.0020717i,-0.0006755-0.0023478i,-0.0015788-0.0023455i,-0.0021704-0.0018306i,-0.0018437-0.00052914i,-0.00049951-0.00041986i,0.0012053-0.00098085i,0.0012183-0.00077232i,-0.00016416-0.00014458i,-0.00083826+0.00010183i,-0.0008464+0.00030031i,-0.00049573-4.6134e-05i,-0.00064737-4.8173e-05i,-0.00069185+0.00078821i,-0.00021603+0.00035457i,0.00069392-0.0003753i,0.00063629-9.1883e-05i,-0.00019222+0.00010531i,-0.00090289-0.00020733i,-0.00079235-0.00031155i,-0.00038858-0.00042869i,0.00010551-0.00044198i
0.0011646-0.00028297i,-0.00024242-0.00094935i,-0.0011272-0.0012984i,-0.0010843-0.0011422i,-0.00030449-0.0016245i,0.00021478-0.0022322i,0.00012451-0.0014363i,-3.979e-05-0.00011152i,-0.00049578+0.00044321i,-0.00054755-6.2193e-05i,-0.00089921-0.00075025i,-0.0014252-1.4085e-05i,-0.00067361+0.00048572i,5.8615e-05-4.2544e-05i,0.00010242-0.00022205i,0.00044174-0.00032984i,0.00060672+6.5231e-05i,0.00032828+0.00018643i,-0.00020378-0.0003888i,-1.3179e-05-0.00020259i,-0.00023678+0.0002865i,-0.00027806-0.00018293i,0.00014819-0.00015307i
0.0014617+0.00060812i,0.00081054-0.00058817i,-3.9853e-05-0.0010506i,-0.00025937-0.0017862i,-0.00090977-0.0018177i,-0.00082696-0.00067361i,3.0738e-05+0.00018457i,0.0004255-0.00063995i,0.00082571-0.0017038i,0.0014312-0.0013577i,0.00048435-0.0010932i,-0.0017434-0.00091424i,-0.0022519-4.5758e-05i,-0.0010879+8.8235e-06i,-0.00062004-6.3808e-05i,-0.00047291-0.00030612i,1.9268e-05-0.00042679i,0.00049939+0.00023891i,0.00018756+0.00048173i,-0.0003502+0.0003439i,0.0011096+0.00036298i,0.0017942+0.00076595i,0.00068514+0.00081692i
-0.0012243-8.7162e-05i,-0.0016201-0.00084344i,-0.0012627-0.0002864i,0.0003101+3.2179e-05i,0.0016031+0.00030316i,0.0009453+0.0006284i,0.0005298+0.0003718i,0.0004833+0.00066666i,6.66e-05+0.00029868i,4.815e-05-0.000131i,-0.00011146+0.0002691i,0.00029193+9.9058e-05i,0.00040711+0.00059739i,-0.00048357+0.00040461i,-0.00091274-0.0003317i,-0.00093295+0.00023641i,0.00012727+0.00073679i,0.0006002+0.0003884i,6.8646e-05-0.00031669i,8.2953e-05-0.00083863i,0.00023568-0.00061572i,0.00029623-0.00012208i,0.00017048+0.00047321i
0.0020225-0.0017697i,0.0004062-0.002425i,-0.00040679-0.0023373i,-0.0014774-0.0019044i,-0.0024207-0.002078i,-0.001569-0.0011978i,-3.8284e-05-0.00019876i,0.00041493-0.00031381i,0.0002708-0.00088402i,-2.8846e-05-0.0004915i,-0.0012167-0.0009298i,-0.0014173-0.001236i,-0.00032103-0.00016063i,0.0006175+0.00070289i,-0.00019668+0.00056914i,-0.0007183+0.00079687i,-0.00036188+0.0010501i,-6.1474e-05+0.00044161i,0.0003134+0.00028342i,0.00055368+0.00065289i,0.00023048+0.00074747i,-0.0004175+0.00046685i,-0.0003161-0.00019976i
-0.00027814-0.0012626i,-0.00058338-0.0013712i,-0.0017724-0.00047217i,-0.0019863+0.00050752i,-0.0015818+0.00064812i,-0.0013409+0.00021974i,-0.00061777-8.421e-05i,-0.00036254-0.00028907i,-0.0003877-0.00055814i,-0.00084046-0.00022096i,-0.00098401-0.00032273i,-0.00079508-0.00027632i,-0.0010092-6.0602e-05i,-0.00045714-0.00032637i,0.00046423-0.00049711i,0.00069426-0.00058166i,0.00065416-0.00085724i,0.00031049-0.00048235i,0.00026074+0.00044821i,-0.00010868+0.00055588i,-0.00048822+3.1449e-05i,-0.00040408-0.00082455i,-0.00028489-0.0011096i
-0.00074659-0.0015821i,-0.00093122-0.0026814i,-0.00080887-0.0028824i,3.1944e-05-0.0025088i,0.00029732-0.0015104i,-0.00028555-0.0008452i,0.00032678-0.00081278i,0.00090345-8.2043e-05i,0.00026813+0.00065241i,-0.00021211+0.00057307i,0.00028764-0.00020686i,0.00041518+1.2092e-05i,2.2455e-05+9.189e-05i,-0.00035415-0.00018279i,0.00022873-0.00019464i,0.00051312+0.00043551i,-4.475e-05+0.00062051i,-4.3701e-05-7.1504e-05i,0.00060431+0.00032413i,0.00017195+0.00075804i,-0.00046788+0.00042442i,-0.00076521-0.0003689i,-0.0010157-0.00039497i
0.00049267-0.00082128i,-0.00042533-0.0012486i,-0.0012102-0.0013055i,-0.00080714-0.00060646i,-0.00068184-0.00042911i,-2.6872e-05-0.0012699i,0.00082421-0.0016111i,0.00093093-0.0011098i,0.00062336-0.00054071i,-0.00030031-0.00062645i,-0.00076788-0.00097274i,-0.00034853-0.00021365i,-0.00020048+0.00010539i,-0.00021878-0.0001923i,-0.00029033-0.00039724i,0.00022435-0.00014505i,0.00024284+0.00019212i,-0.00067825+3.4912e-05i,-0.00092931+0.00049411i,-0.00010987+0.00050392i,0.0003296+0.0005638i,9.1798e-05+0.00092488i,-1.8851e-05+0.00029571i
0.0017444-0.0015762i,0.0004338-0.0010513i,-0.0016999-0.00093769i,-0.001651-0.0010917i,-0.00094925-0.001296i,-0.00067706-0.0013479i,0.00029982-0.00097773i,0.00028637-0.0010221i,-0.0007737-0.0014089i,-0.0003348-0.0009544i,-0.00039198-2.1678e-05i,-0.0011885+0.00029115i,-0.0013173+0.00056161i,-0.00078137+0.00095082i,-0.00035706+0.0013286i,-0.00033994+0.00089302i,0.00064147-4.5047e-05i,0.00067085-0.00025409i,0.00023578+0.0001856i,0.00015093-4.6761e-05i,-8.2901e-05-2.3012e-05i,4.8837e-05+0.00027156i,-5.8499e-07-0.0001459i
-0.00035482-0.0028649i,-0.00017063-0.0028157i,-0.0012564-0.0024213i,-0.00082081-0.0013349i,-0.00040144-0.00044607i,-0.00034784-0.00050314i,-0.00018394-0.00067476i,-0.00021554-0.001266i,0.00011048-0.0015142i,3.6407e-05-0.00062619i,-0.00052087-0.00014293i,-0.00098777-0.0004463i,-0.0012648-0.00023216i,-0.0015551+0.00012426i,-0.0010506+0.00018328i,4.5338e-05+9.4643e-05i,0.00062723+8.9635e-05i,0.00063812+1.186e-05i,0.00036583-0.00036719i,0.00048594-8.0239e-06i,0.00039336+0.00037203i,0.0005241+0.00046809i,0.00041672-0.00033322i
0.0018604+0.0007278i,0.0016606+0.00063615i,0.0010568+0.00081263i,-0.00046662+1.3655e-05i,-0.0013713-0.0012496i,-0.0018157-0.0014459i,-0.00062971-0.00091752i,0.00090467-0.00088838i,0.00068837-0.00089688i,-4.3263e-05-0.00095416i,-0.00014659-0.00087595i,-1.8081e-05-0.00044131i,-4.1085e-05-0.00050161i,-0.00022765-0.00024417i,-0.00092924+3.4455e-06i,-0.0010932-0.00038309i,-0.00051947+0.00028405i,-0.00012476+0.00090056i,-0.00046768+5.888e-05i,-0.00014015-0.00031529i,-0.00055578+0.00022686i,-0.0012288-0.0003326i,-5.4453e-05-0.00055217i
0.0019605-0.00048366i,0.00079171-0.0019876i,0.0010296-0.003616i,6.1458e-05-0.0040255i,-0.0018509-0.003482i,-0.0022948-0.0026831i,-0.0010606-0.0018698i,-2.7026e-05-0.0014083i,0.00050396-0.0014151i,0.0011367-0.0010251i,0.001451-0.00062191i,0.00032482+0.00019492i,-0.00087922+0.00075702i,-0.00074867+0.00021983i,-0.00036628+3.9101e-05i,-1.1857e-05-0.00035785i,-2.7289e-05-0.00098406i,3.441e-05-0.00035738i,-0.00018865+0.00077054i,-0.00075213+0.00081513i,-7.2964e-05+0.00057472i,0.00058987+0.0011012i,-0.00025006+0.00099009i
0.0026619-0.0013019i,0.0022512-0.0018399i,0.001335-0.0015831i,0.00086291-0.0014497i,0.00068349-0.0011652i,-0.00030335-0.00051603i,-0.00048289-0.00044881i,0.00017768-0.00017647i,0.00049051-0.00039267i,0.00046633-0.00089178i,-2.7692e-05-0.0015911i,-0.00054915-0.0017302i,-0.0006974-0.0013391i,-0.00022264-0.00010509i,-0.00025741+0.00051854i,0.00026104-0.0002541i,0.0004302-0.00034209i,0.00061676+0.00015633i,0.00022999+0.00015527i,-0.00056541-0.0003325i,-0.00069128-0.00034476i,-0.00067202-9.4561e-05i,-0.0001083+2.9874e-05i
0.0004599-0.0028453i,-0.0007178-0.0028858i,-0.003362-0.0022491i,-0.0036074-0.00072194i,-0.0014583+0.0001672i,7.9503e-05-0.00019231i,0.00013943-0.00078425i,-0.00032491-0.00029472i,-0.00068645+0.0010399i,-0.0010829+0.00054307i,-0.00087302-9.9477e-05i,-0.00023485+0.00033005i,0.00013575+0.00062505i,0.00034841+0.00055097i,0.0010267-3.6842e-05i,0.00068433-0.00030022i,0.00014794-0.00024563i,-4.6763e-06-0.00015043i,9.2515e-05-0.00048931i,0.00037814-0.00035178i,-7.3774e-05+0.00062726i,4.4348e-05+0.00033232i,0.00039288-0.00070705i
-0.00022871-0.00047545i,0.00062416-0.0010009i,0.0007226-0.00079159i,0.00020339-0.00041726i,2.9939e-05-0.00076081i,-0.00024767-0.0016059i,-0.00010182-0.0014347i,0.00038832-0.00089752i,0.00076828-0.00053658i,0.00083621-1.2695e-05i,8.9262e-05+0.0006233i,-0.00047756+0.00089157i,-0.00087685-1.7021e-05i,-0.00087576-0.0012229i,-0.00070702-0.00086886i,-0.00049381-0.0001523i,-0.00011043+0.00037385i,-9.1953e-05+0.00073428i,-0.00049054+0.00050184i,-0.00069131+7.8686e-05i,-0.00011423-0.00016812i,0.00046792-0.00027137i,0.00019166-0.00066052i
-0.00025262+0.00044591i,-0.0005039-8.8136e-05i,-0.0015015+2.8226e-05i,-0.00014227+0.00015505i,0.00061839-0.00063705i,-0.0010007-0.0011193i,-0.0010918-0.001271i,-0.00035093-0.0010929i,-0.00014688-0.00065616i,-0.00024356-0.00053721i,-0.00069515-0.00025437i,-0.0011052+0.00029234i,-0.0012723+0.00036893i,-0.0019597+0.0006826i,-0.0014597+0.00060542i,4.3021e-06+0.00062852i,0.00042599+0.00094152i,0.0003126+0.00069182i,-0.00058887+0.00024866i,-0.00057758+2.2462e-05i,0.00054033+0.0002129i,0.00082353+0.00027217i,0.00095498+0.0003238i
-0.00030351+0.00077286i,-0.00040925-0.00011198i,0.00082524-0.00060166i,0.00079434-0.00063537i,-0.00050451-0.0005248i,-0.0011548-0.0010821i,-0.00036345-0.0010467i,0.0004048-0.0010705i,0.00021312-0.001326i,0.00032179-0.0007668i,0.00065313+0.00019658i,0.00032659+0.00077531i,-0.00082938+0.000673i,-0.0010023-5.1707e-06i,-0.00027626+0.00038994i,-0.00013304+0.0003779i,0.00013128-0.00059625i,0.00018336-0.00033252i,-0.00054681+0.00094849i,-0.00066404+0.0012897i,-0.00021133+0.0011162i,8.5587e-06+0.00093748i,-0.00011663+0.00074425i
0.0010513-0.00039648i,0.00092268-0.0012645i,0.00020091-0.0010177i,-0.00012081-0.00193i,-6.2503e-05-0.0031569i,-2.7944e-05-0.002471i,-0.00013494-0.0011041i,-0.00082882-0.00057584i,-0.0011572-0.00078416i,0.00020245-0.0012431i,0.00091664-0.0011279i,0.00036969-0.00057243i,0.000479-1.6123e-05i,0.00029933+0.00045133i,-0.00021059-0.0001446i,-0.0007239-0.00067954i,-0.00039303+0.00023219i,0.00030204+0.0001163i,-2.4474e-05-0.00092334i,-0.00055766-0.00064065i,0.00031491-0.00041991i,0.0010747-0.00075623i,0.00043384-0.00038477i
-0.0016918-0.0024523i,-0.001747-0.0019465i,-0.0025217-0.00016588i,-0.0014495+0.00088196i,-8.2539e-05+0.00053485i,0.0007442-0.00012684i,0.00059543+0.00021276i,0.00082966+0.00032625i,0.0011076-0.00055728i,0.0004958-0.00049844i,0.00023579-0.00042307i,0.00030519-0.00093866i,0.00017388-4.7053e-05i,-0.00032903+0.00023455i,-0.00064332-0.00051944i,-0.00029353-0.00047824i,-0.00010419+0.00029783i,-5.5169e-05+0.00096977i,0.00045735+0.0009188i,0.00061045+0.00067609i,0.00024839-0.00018246i,0.00051052-0.00093749i,0.00073698-0.0010942i
-0.0020983+0.0008568i,-0.0015069+0.0011301i,0.00062486+0.0016278i,0.0012988+0.00030853i,0.00046123-0.0013838i,3.3016e-05-0.0018934i,0.0010769-0.0017399i,0.0014847-0.0017949i,0.0011402-0.0016753i,0.0015781-0.00090556i,0.0014217-0.00015211i,-5.3701e-05+0.00027859i,-0.00043937+0.00055321i,-0.00068058+0.00015899i,-0.00077923-0.00069939i,0.00011606-0.00053835i,0.00036212+0.00059733i,-8.4731e-05+0.00078535i,-0.00019224+5.2568e-05i,0.00038139+0.00020057i,8.2528e-05+0.00067574i,-0.00063134+0.00029746i,-0.00022954-0.00059733i
-0.00021371-0.0023823i,-0.00063494-0.003141i,-0.001098-0.0027072i,-0.0014713-0.00069145i,-0.0015286-0.00046275i,-0.0013356-0.0011511i,-0.0002281-0.0010351i,0.00030697-0.00063067i,-0.00044636-0.00049781i,-0.00029099-0.00044137i,0.00055441+1.9469e-05i,0.00011385+0.00056862i,-0.00065284+8.0954e-05i,-0.00055633+9.9656e-05i,-3.1962e-05+0.00090168i,-0.00010006+0.00038076i,-0.0003047-0.00040243i,0.00061488-0.00034215i,0.00032922-9.7017e-05i,-0.00081324-9.3055e-05i,3.2961e-05+0.0002347i,0.0006578+0.00018364i,0.00026136-0.00043384i
0.00052339+0.00040096i,0.00030941+0.00027187i,-5.3528e-05+0.0002481i,-0.00012606-0.00091065i,0.00025472-0.0014061i,0.00026945-0.0010004i,8.6364e-05-0.00089827i,-9.6413e-05-0.00079544i,0.00026934-0.00066143i,0.00040877-0.00027263i,-0.00016456-0.00017732i,-0.00037731+4.3344e-05i,-0.000667+0.00031154i,-0.00073888+0.00040903i,-6.716e-05+7.16e-05i,0.00030955+0.00024675i,-0.00016519+0.00020446i,-8.1829e-05-0.00020763i,-0.0001975-9.2858e-05i,-0.0005569+7.1917e-05i,-0.00013429+0.00028074i,0.00018333+0.00024839i,-0.00044348-0.00040451i
0.00082177-1.7016e-05i,0.00049688+0.00012313i,-0.00091368+0.00031816i,-0.00070645-0.00062872i,3.1261e-05-0.0011625i,-0.00026266-0.0014044i,0.00015535-0.0013522i,-0.00017728-0.0010059i,-0.00076624-0.00097514i,-0.00032669-0.00058059i,-8.1701e-05-0.0008031i,3.8897e-05-0.0010662i,-1.8309e-05-0.0002474i,-0.00060645-0.00021257i,-0.00042092-0.00083585i,0.00026316-0.00084342i,-9.0097e-05-0.00054911i,-4.7929e-05-0.00028794i,0.00083945+0.00038793i,0.00042628+0.00047575i,-0.00042632-9.0219e-05i,-0.00044267-0.00018389i,-0.00014975-1.8585e-05i
0.0010146-5.2444e-05i,0.00036392-0.00084237i,-0.0002367+0.00030153i,-0.00065599+0.00033796i,0.00020193-0.00098359i,0.00072835-0.00093735i,0.0004408-3.7987e-05i,-0.00019153+9.7702e-05i,-0.00031826-0.00057228i,0.00059719-0.00018667i,0.0012903-0.000263i,0.0013798-0.00081293i,0.0012131-0.00046859i,0.00055615+0.00017455i,3.6448e-05+0.00081666i,-0.0003718+0.0008035i,-0.00059521+0.00067437i,-0.00027167+4.2565e-05i,0.00019605-0.00049031i,8.7411e-05-0.00020647i,0.00022754+7.5725e-05i,-0.00025595+0.00053237i,-0.00025497+0.00041243i
0.0009133-0.0015546i,-0.00024534-0.0025544i,-0.00046864-0.0026993i,0.00024611-0.00098135i,0.00096483-5.1781e-05i,0.00076975-0.0007736i,0.00041362-0.0015546i,0.00018364-0.00079258i,-0.00036158-0.00028431i,0.00028854-0.00043784i,0.00069356-0.00044108i,0.00030981+0.00019111i,0.0001346+0.00075733i,-0.00028301+0.00068795i,0.00015166+0.00032598i,0.00025532-0.0002041i,-9.5624e-05-0.00016807i,-0.00022799-0.00022495i,-0.00039403-6.233e-06i,-0.00034685-0.00037752i,-0.00023575-0.00052364i,-0.00048529+0.00015137i,-0.00078073+0.00055648i
0.00029022-0.0025905i,-0.00090144-0.0034792i,-0.0015632-0.0029379i,-0.0011606-0.0013146i,-0.0010282-0.00029572i,-0.0011056-0.00023748i,-0.00015119-0.00069787i,0.0012-0.00026155i,0.0019132+0.00043708i,0.0015211+0.00030762i,0.00050913-0.00020766i,-0.00048953-0.00016075i,-0.0013158+0.00044412i,-0.0011997+0.00081987i,-0.0002429+0.0007104i,-0.00016932+0.00054793i,-0.00091198-0.00026845i,-0.00091636-0.00055602i,-0.00063129-0.00021091i,-0.00012225+0.00036559i,0.00080248+0.00085856i,0.00077883+0.00015115i,0.00040763-0.00025391i
-0.00019229+0.00015332i,-0.00011373-6.7701e-05i,0.00032056+0.00040623i,9.9727e-05-0.00048696i,-0.00052004-0.0018723i,-4.6973e-05-0.0017996i,0.0009579-0.00083611i,0.00074956-0.00032849i,0.00071931-0.00046065i,0.00083606+0.00010887i,0.00026735+0.0006017i,-0.0008145+0.00067447i,-0.0011605+0.00049029i,-0.001129-0.00041111i,-0.00045065-0.0012026i,0.00040313-0.00093915i,0.00042179-0.00077884i,0.00047093-0.00023096i,0.00057807+0.00092646i,0.00046394+0.00094498i,0.0004405-9.0097e-05i,-0.00030457+0.0002647i,-0.0011362+0.00088305i
0.00078999-0.0013787i,0.00098862-0.0021676i,-4.8808e-05-0.0017237i,-0.00053356-0.00074983i,-0.00038296-0.00046189i,-0.00014444-0.0012252i,-0.00051405-0.001391i,-0.0008381-0.0010985i,-0.00011128-0.0011842i,0.00098702-0.0006887i,0.00096483-0.00072512i,-0.00025831-0.00090433i,-0.00053605+5.9255e-05i,-0.00072812+0.00034465i,-0.00061513+0.00046884i,-0.00049338+0.001257i,-0.0010658+0.00099268i,-0.0011625+0.00049538i,-0.00069642+7.9114e-05i,6.705e-05-0.00013413i,0.00061825-8.635e-05i,0.00086479-8.7525e-05i,0.00055305-0.00069351i
-0.00070615-0.0019965i,-0.00050121-0.0024718i,-0.0011177-0.0020622i,-0.0012316-0.0011335i,1.5391e-05-0.00010784i,0.0003439+0.00042197i,0.00015974-2.117e-05i,0.00071786-0.00095989i,0.00084107-0.00088795i,0.00078194-0.00020574i,0.00061769-0.00079178i,2.5359e-05-0.00049661i,-0.00034754+0.00083661i,-9.9347e-05+0.00048659i,-9.5458e-05+2.9259e-06i,-0.0001978+0.0004683i,6.0229e-05+0.00040993i,-0.00031496+0.00015658i,1.5919e-06-5.4764e-05i,0.00074104-0.00048828i,0.00091617-0.00068174i,0.0010799-0.0002041i,0.00022462+0.00063455i
0.00093455-0.0012969i,-0.00063743-0.00089668i,-0.0009912-0.00033295i,-0.00045583-0.0012922i,-0.0010017-0.0018595i,-0.0015821-0.0011279i,-0.0011839-0.0014082i,4.8491e-05-0.0017437i,0.00020809-0.00048983i,-0.00023846+5.1917e-05i,-0.00046894-0.000689i,-0.00039119-0.00057925i,-0.00023714+0.00019516i,-0.00013404+0.00028442i,-0.00022055+0.0004674i,-0.00010181+0.00053818i,0.0005123+0.00027038i,0.00063651+0.00033556i,0.00033148+0.00075061i,-0.00011565+0.0013329i,-0.00026756+0.0010088i,-0.00011042+0.00038278i,-0.00014428+0.0010039i
-0.001399-0.0016607i,-0.0019107-0.0022857i,-0.0020362-0.0012953i,-0.00052229+0.00044222i,0.00024199+0.00046184i,-0.00041235-0.00028717i,-0.00021324-0.00020667i,0.00013805-1.8936e-05i,-0.00017644-0.00035033i,-0.00024743-0.00044458i,5.9136e-05-2.4891e-05i,-0.00034782+4.6107e-05i,-0.00073155+4.32e-05i,-0.0011266-9.5356e-05i,-0.0011537+3.7012e-05i,-0.00028521+0.00052601i,0.0003275+0.00050372i,0.0010463+0.00027105i,0.0013419+0.00044593i,0.00061508+0.00118i,-0.00052268+0.0012009i,-0.00075612+0.00046954i,-0.00037026+0.00018951i
0.0010848-0.00020146i,0.0020469-0.0012227i,0.0011771-0.0019113i,-0.00065165-0.0018604i,-0.0017221-0.0019126i,-0.001636-0.0012567i,-0.00079338-0.00059145i,0.00060793-5.4874e-05i,0.00048707-0.00021966i,0.00020506-0.00097551i,0.00014403-0.00036796i,-0.00082255+0.00081911i,-0.0015363+0.00066947i,-0.00032794+8.7115e-05i,0.00097964+0.00016094i,0.0010871+0.00016246i,0.0008857-0.00022451i,0.00036394-0.00013857i,0.00053164-4.0337e-05i,0.0010162-0.00011817i,0.00061472+0.00033673i,-0.00040833+0.00032495i,-0.00072985-8.6404e-06i
0.00058512-0.0017757i,-3.2762e-05-0.0025406i,-0.0015712-0.0023995i,-0.0015091-0.0013525i,-0.0012718-0.00054081i,-0.0009039-0.00029612i,-0.00018931-0.00092245i,0.00040061-0.0011622i,0.00058837-0.001071i,-0.00014311-0.00093398i,-0.0011359-0.00057049i,-0.001582+0.00022008i,-0.0010765-8.555e-06i,9.6997e-05-0.00058353i,0.0011068-0.00022613i,0.00055645-6.1911e-05i,-0.00050239-0.0002168i,-0.00060094+0.00023791i,-0.00047882+0.00028441i,-0.0005551-0.00042555i,-0.0006106-0.00063921i,-0.00012358-0.00057151i,7.7785e-05-0.00068825i
0.00079628-0.0014794i,0.00048695-0.0016625i,-0.00061827-0.0024691i,-0.0010772-0.0021072i,-0.001189-0.00099852i,-0.0014552-0.00018609i,-0.0010624-0.00014126i,2.5989e-05-0.00041005i,-7.3812e-05-0.00040166i,4.4886e-05-0.00017716i,0.0002721-5.4496e-05i,-0.00084855+4.1825e-05i,-0.00044609-0.00040269i,0.00039262-0.00074537i,3.7578e-05-0.00027908i,-0.00014293-3.3265e-05i,7.067e-05-0.00064752i,0.00079856-0.001315i,0.0011517-0.0011888i,0.00078813-0.00016847i,1.113e-05+0.00044459i,-0.00013037+7.6e-05i,-0.00025958+0.00045537i
