-0.0013866+0.00019523i,0.00015527-6.8896e-05i,0.00014424+0.00061152i,-0.0002185+0.0014551i,-0.00079995+0.0020816i,-0.001293+0.0021161i,-0.00091155+0.0014795i,0.00018918+0.00069189i,0.00092623+2.5385e-05i,0.00095727+7.8203e-05i,0.00058933-7.0796e-05i,-7.4864e-05-0.00079246i,5.8668e-05-0.0010697i,-0.00032789-0.0013253i,-0.00075399-0.00087654i,-0.0003967+0.00042823i,-0.00024926+0.00081174i,7.4691e-05+0.00059533i,0.0004674+0.00021181i,0.00022664+5.3145e-08i,0.00019663+0.00011298i,0.00036028-0.00047232i,-0.00014212-0.00066899i
0.00044476-9.5969e-05i,0.00085053+0.00058719i,3.8508e-05+0.00084372i,-0.00033234+0.0010858i,-0.0010218+0.0019946i,-0.0014895+0.0024572i,-0.00017793+0.001564i,0.001102+0.00033209i,0.00061685-0.00019331i,-0.00034883+0.00016999i,-3.0078e-05+0.000231i,0.00085836-0.00071535i,0.00031013-0.0014934i,-0.00022442-0.0011903i,5.0892e-06-0.0008831i,-0.00027229-0.0010773i,-0.0006126-0.00073385i,-0.00028377+0.00022581i,0.00017181+0.0010558i,0.00084784+0.0012612i,0.0006722+0.00088998i,-0.00026799+0.00050006i,-0.00013441+0.00071495i
-4.9743e-05+0.00053797i,-0.00031995+0.00054395i,-9.8743e-05+0.00040852i,-0.0010152-6.2843e-05i,-0.0021161-0.00030121i,-0.0017848+0.00087392i,-0.0010158+0.0014769i,-0.00082515-0.000213i,-0.00028563-0.00061108i,-0.00019734+9.6459e-05i,-0.00063714+0.00025571i,-0.00056459+0.00049812i,-0.0005832+0.00047899i,-0.00049296-4.6311e-05i,-0.00017704+0.00040478i,-0.00034668+0.00097097i,5.428e-05+0.00057469i,0.00046097+0.00029259i,-8.5065e-05+0.00010383i,-0.00074552-0.00030442i,-0.00037643+0.00011678i,-0.00016534+0.00099376i,-0.00034129+0.0012831i
0.0019369+0.00012504i,0.00042539+0.00014727i,0.00029442+0.0010076i,0.00055605+0.0015936i,-6.7734e-05+0.0022282i,-0.00090835+0.0018983i,-0.00036415+0.0012666i,0.00021452+0.0006279i,0.00033437+3.1181e-05i,0.00055858-0.00036162i,0.00062956-0.00026915i,-3.3217e-05-6.9723e-05i,-0.00037011-0.0001702i,-5.3911e-05+0.00020481i,-0.00012052+0.0010484i,-0.00042094+0.0010906i,-0.00085535+0.00086347i,-0.00087994+0.00076748i,0.00023281+0.00049706i,0.00095778+0.00023347i,0.00069843+0.00054131i,0.00040237+0.00088524i,0.000106+0.00074949i
0.00037253+3.0171e-05i,0.00061598-0.00012318i,0.00040508-0.00015068i,-0.00049026-0.00063049i,-0.0014485-0.00053901i,-0.0017845+0.00037203i,-0.001337-0.00012151i,-8.2334e-05-0.0002045i,-4.0392e-05+0.00045534i,-0.00051449+0.00034578i,-0.00011904+0.00028582i,0.00026508+0.00062166i,0.00013765+0.00070018i,0.00029493+0.00055534i,0.00034597+0.0011006i,0.00011856+0.00049617i,-4.2841e-05-0.00055954i,-0.00053367+6.0762e-05i,-0.00077238+0.00069018i,-0.00016711+0.00053979i,-4.8505e-05+5.2493e-05i,-3.8161e-05-7.3794e-05i,-0.00014775-0.00036269i
0.00076297+0.0020956i,0.00081144+0.0024613i,0.0011106+0.0023703i,0.0010031+0.0013253i,0.001464+0.00053794i,0.00043965+0.00099089i,-0.00022601+0.0009299i,0.00012825+0.0012792i,0.00050086+0.0017128i,0.00038679+0.0003589i,0.00017608-0.000483i,0.00035149-0.00053255i,-4.6018e-05-0.00059654i,-0.00063225+0.00011043i,-0.00075301+0.00059061i,-0.00014776+0.00063657i,0.00014829+0.0005474i,-0.00019582+5.7317e-05i,9.7095e-05-0.00028522i,0.00071441+0.00027451i,0.00073063+0.00087448i,0.00033583+0.001355i,0.00061105+0.0010655i
-0.00017203-0.0004137i,-0.00046367-0.00036493i,-0.0011185+0.00051467i,-0.0020419+0.00056656i,-0.002326+0.00066758i,-0.0016665+0.0013695i,-0.00039851+0.00097526i,0.00036544-0.00039342i,-0.00010311-0.0005193i,-0.0004582+0.00015548i,-7.869e-05-0.00017337i,0.00042457-0.0012364i,0.0004738-0.0013295i,0.00040711-0.0010195i,0.00032257-0.00066832i,0.00046068-0.00032183i,0.00069991-0.00050663i,0.00061571-0.00067398i,-0.00064253-0.00051971i,-0.00092009+0.00054497i,-0.0003709+0.00075513i,-0.00011683+0.0001333i,-0.0003033-0.00066893i
-0.0010007+0.0002212i,-0.001409+0.00034719i,-0.00022054+0.0017408i,0.00071517+0.0024087i,0.0012898+0.0017437i,0.00027567+0.00058716i,-0.00096908+0.00010485i,-0.00056195-0.00058706i,-0.00079092-0.001394i,-0.00070171-0.00071121i,0.00023037+0.00048572i,-6.963e-05+1.3272e-05i,-0.00032321-0.00048477i,0.00047787-0.00048065i,0.00022535-9.8877e-05i,-0.00089965+0.00046419i,-0.0013257+0.00037879i,-0.00099721+0.000334i,-0.00041609+0.00040919i,-1.4324e-05+0.00064998i,0.00032041+0.00013251i,0.00091167-0.00023647i,0.0012252+0.00012774i
-5.0078e-05-0.00059315i,0.00028609+0.00011484i,2.1572e-05+0.00041731i,-0.00090782-0.00015807i,-0.0014851+0.0012561i,-0.00081864+0.0024574i,0.00025774+0.0013811i,0.00059332-0.00020578i,0.00089648-0.0012495i,-9.5803e-05-0.0008999i,-0.00073305-0.00087959i,-0.00030652-0.0004965i,0.0001232-0.00033705i,0.00055997-0.00025251i,-0.00013384-0.00068877i,3.1918e-05-0.0011926i,0.00073837-0.00044586i,0.0009239-0.00032676i,0.00071983+0.00026416i,0.00061386+0.00042945i,0.00016572-0.00053412i,-0.0004875-0.00063378i,-0.00094801-0.00081046i
0.0019664+0.0010592i,0.001001+0.0012068i,0.00094992+0.0004914i,0.00094897+0.00041524i,-7.3772e-05+0.00023036i,-0.0015241+0.00029333i,-0.0014853-2.4676e-05i,-0.00079231-0.00048903i,4.3469e-05-0.00062245i,0.00083183-0.00033181i,0.00058113-0.0004306i,0.00019503-0.00077266i,7.4921e-05+0.00051101i,-2.4492e-05+0.00066182i,0.00017361-0.00010306i,-0.00045966-0.00052733i,-0.00083049-0.00044911i,-0.00048927-0.00072053i,-0.00084516-0.0010259i,-0.00079019-0.00042469i,0.00011112-3.1443e-06i,0.00039778-6.6075e-05i,0.00018971-0.00012118i
-1.7873e-05-0.00047207i,-0.00086607-0.00085771i,-0.00092806-0.00053079i,-0.00065921+0.0010394i,-0.0011952+0.0024699i,-0.0009248+0.0026241i,-0.00036055+0.0018339i,-0.00021264+1.7865e-05i,-0.00098339-0.00054573i,-0.0012599-2.9495e-05i,-0.00024733+7.842e-05i,0.0004897-6.6304e-05i,0.00022049+0.00034617i,-0.00020269+0.00074669i,-0.00027793+0.0010664i,-8.7397e-05+0.00028366i,6.9616e-05-0.0010708i,-0.00016622-0.0011073i,-9.1847e-05+2.5967e-05i,0.00063899+0.00042674i,0.00072197+0.00023455i,0.00039327-0.00037832i,-0.00027956-0.00040805i
0.00096997+0.00042887i,0.00047474+0.000401i,5.9928e-05+0.00096259i,-0.00060759+0.0017765i,-0.00062815+0.0021075i,-0.00079903+0.0012662i,-0.001204+0.00027576i,-0.0014013+1.7101e-05i,-0.0005226-0.0007842i,-8.0384e-05-0.00060854i,-2.1525e-05+0.00045298i,0.00031825+0.00022783i,0.00014707+5.6581e-05i,0.00042965-9.6213e-06i,0.00020273-0.00026312i,0.00010039-5.8883e-05i,0.00094436+0.00010813i,0.00094028+0.00043167i,-0.00032814+0.00023799i,-0.001116+0.00023118i,-0.00042943+0.0006001i,0.00082469+0.00041386i,0.0011313-0.00012611i
8.07e-06-0.00078769i,0.00013863-0.00059678i,-0.00032127+0.0013559i,0.0002214+0.0018834i,0.00039449+0.00054458i,-0.00080496+0.00045444i,-0.00046367+0.00068432i,0.00029679+0.00044625i,-0.0008059-0.00074152i,-0.00080067-0.00088959i,0.00036722-0.00042899i,0.00023926-0.00077831i,-0.00014561-0.0013233i,0.00026807-0.00070694i,0.00043932+0.00044543i,3.0495e-05+0.00069478i,0.00023129+0.00043873i,0.00031491+3.5048e-05i,0.00012947-0.00011643i,0.00062843-0.00017889i,0.00072883-4.1014e-05i,0.00017822+0.00042898i,-0.00042874+0.00090957i
-0.00019316-0.0013259i,0.0002051-0.0010277i,-0.0009202-0.00035632i,-0.0015188-0.00020055i,-0.0014805+0.00057898i,-0.0013388+0.0015674i,-0.00074901+0.00096226i,-0.00036075-0.00033225i,0.00014634-0.000319i,0.00065468-3.9965e-05i,0.00039427+2.8134e-05i,3.436e-05-0.0005033i,0.00045805-0.0011963i,0.00058353-0.00068507i,-5.2691e-05-1.9539e-06i,-0.00022515+0.00058055i,-2.6162e-05+0.00076995i,0.00015364+0.00082784i,-9.0062e-05+0.00066004i,-0.00015403+0.00023698i,-8.638e-05-0.00053916i,-0.00042319-0.00080411i,-0.0006994-0.00066335i
0.00025164-0.0012398i,0.0011359-0.00067792i,0.00098183+0.00051532i,0.00031192+0.0014228i,-0.0001818+0.0021233i,0.00040759+0.0019345i,0.00082881+0.0011433i,0.00012094-7.0831e-05i,-0.00032677-0.0010399i,5.2673e-05+0.00011142i,0.0011166+0.00089945i,0.0011655+0.00040769i,-0.00016341-0.00019972i,-0.001155-0.0005861i,-0.0005166-0.00040884i,0.00082447-0.00042531i,0.0011054-0.00058729i,0.00067512-0.0005827i,0.00012872-0.00027984i,0.00040542-1.2642e-05i,-0.00033239-0.00050504i,-0.00096241-0.00028471i,-0.00029152-0.00010035i
-0.00069853-0.0010345i,9.2678e-05-0.00046715i,-0.00033458+0.00027018i,-0.00084728+0.0010396i,-0.0011395+0.0012163i,-0.00085464+0.00084495i,-0.00021054+0.00017794i,0.00049071-0.00013755i,0.00038849+0.00018458i,-0.00048015+0.00048743i,-0.0005355-0.00056623i,-0.00012822-0.000726i,0.00015654+0.00040678i,0.00018994+0.00068139i,0.00039035+0.00046018i,0.00019982+4.634e-05i,-0.00052589-0.00018399i,-0.00046909-0.00011625i,-8.3383e-05-4.7286e-05i,-0.00023126+0.00044679i,-0.00069363+0.00064906i,-0.00069445+0.00047957i,-0.00063744+0.00012113i
-0.00041694+0.00080945i,-0.0010161+0.00058462i,-0.00053657+0.00034802i,0.00045056+0.00053923i,0.00062495+0.0010138i,-0.00064618+0.0015304i,-0.0011123+0.00073938i,0.00025755-0.00093296i,0.00078757-0.0007023i,9.2234e-06+0.0007135i,-0.00023461+0.0010762i,0.00014564+0.00035953i,-0.00018233-0.00022213i,-0.00046272-0.00049649i,0.00017762-0.00082944i,0.00040813-0.00038902i,-0.00049616+0.00054381i,-0.00051153+0.00023701i,0.00013656-0.00024631i,-0.0002199-0.00020251i,0.00023237+0.00093865i,0.00053805+0.0011904i,-0.00050702+5.608e-05i
-0.001825+0.00050585i,-0.0021549+0.00053096i,-0.0021995+0.0008567i,-0.0026825+0.00082532i,-0.0024375+0.00066665i,-0.0014133+0.00064538i,-0.00044528+0.00046486i,6.2124e-05+0.00010993i,3.1685e-05-7.33e-05i,-0.00039303-3.8152e-05i,-0.00017962+6.0588e-05i,0.00019408+0.00019228i,-9.6378e-05-0.00038758i,-0.00059725-0.00076101i,-0.00050848-0.0007457i,0.00024016-0.00062818i,0.00075274+0.00027468i,0.0009032+0.00018296i,0.00074413-3.9196e-05i,0.00012567+0.00021369i,-0.00053755+0.00057282i,-0.0002902+0.00082109i,-0.00033405+0.00046544i
0.00011005+0.0011641i,-0.00020522+0.0010436i,-0.00064061+0.0013389i,-0.00075274+0.0010557i,-0.00072203+0.00054467i,-0.0014284+0.00047236i,-0.0015958+0.0003515i,-0.00076036-0.00029326i,-0.00013559-0.00056067i,-1.1224e-05-0.00097084i,-0.00042783-0.0013878i,6.0439e-05-0.0010099i,0.00070561-8.5592e-05i,0.00030197-0.00046021i,-0.00012056-0.0015335i,0.0004351-0.00082552i,0.00075638+0.00053268i,0.00026818+0.00038019i,-0.0003519-0.00039418i,-0.00052739-0.00052689i,-0.00015525+0.00041765i,0.00031197+0.00083124i,-6.6483e-06-4.9466e-05i
-0.0010307+0.0010946i,-0.0014626+0.0013737i,-0.001764+0.00026949i,-0.0020703+0.00015928i,-0.00245+0.0010879i,-0.0016107+0.00092092i,5.7931e-05+0.00054798i,0.00021727+0.00025284i,-0.00051789+3.5042e-05i,-0.00051948-0.00022915i,-0.00028012-0.00057067i,0.00020846-0.00073406i,-0.00013183-0.00069319i,-0.0013843-0.00056765i,-0.0012091-0.00029003i,-0.00060527-0.00017393i,-0.00021605+4.7857e-05i,6.7982e-05+0.00028209i,-9.4401e-05-0.00023869i,-0.00012942+4.4698e-05i,-6.7248e-05+0.0009142i,-0.00045999+5.0672e-05i,0.00015669-0.0011407i
-0.0007316-0.00020154i,-0.0010046-0.00063161i,-0.00067765-8.8337e-05i,0.00036056+0.0011086i,0.00070029+0.0014597i,-0.00032725+0.001645i,-0.00011473+0.0015279i,0.00047214+0.00090651i,-0.00047872-0.00010966i,-0.00084492-0.00064847i,-0.00028505-0.00062749i,-0.00026985-0.00012114i,-5.1166e-06+0.00024036i,7.7548e-05-0.00018765i,-0.00023936-0.00052672i,-0.00033852+2.3037e-05i,4.5171e-05+0.00070382i,0.00017189+0.00059346i,-0.00028534+0.00046266i,-0.00047819+0.00042351i,-0.00030754+7.2367e-05i,-0.00079685-0.00019407i,-0.0011367-0.00015744i
0.00020366-0.00048573i,0.00032384-0.00055174i,-6.6602e-06-0.000311i,-0.0013013+0.00078181i,-0.0021786+0.0022841i,-0.0019471+0.001878i,-0.00081006+0.00067553i,0.00030356+8.4308e-07i,0.0004081-0.00054875i,-0.00021444-0.00061273i,-0.00034674-0.00079018i,-0.00025483-0.00097174i,-0.00065931-0.00037362i,-0.00079803+0.00073785i,-0.00079274+0.001313i,-0.00059128+0.00094564i,-0.00041937-7.3582e-05i,-0.0001785-0.00067949i,0.0007311-0.00011381i,0.00071577+0.00024069i,-9.7542e-05+0.00054555i,-6.7646e-05+0.00045649i,5.6698e-06-2.9775e-05i
0.00032169-0.00055939i,0.00082683+2.2972e-06i,-0.00033239+0.00075097i,-0.001396+0.0012657i,-0.0015473+0.0017237i,-0.0009884+0.0018544i,-7.4657e-05+0.0012675i,-0.00017258+0.00023744i,-0.00054292-0.00025723i,-0.00051465-7.4965e-05i,-0.00043311+0.00030663i,-0.00072549-0.0001724i,-0.00060295-5.2743e-05i,-0.00033774+4.5438e-06i,-0.00027054-0.00026836i,9.2054e-06+0.00026845i,0.00030456+0.0002856i,-0.0001613-0.00027278i,-4.7882e-05-0.00064636i,5.7927e-05-0.00074173i,-9.7632e-05-0.00058214i,0.00028295-1.1197e-05i,0.00010691+0.00044329i
0.0018815-0.0012803i,0.0018643-0.00012381i,-0.00035208-0.00061624i,-0.00094319-0.0010887i,-0.00092693+0.00021953i,-0.0015413+0.0010833i,-0.0017276+0.00046489i,-0.0010617-0.0010599i,-0.00068713-0.00097242i,-0.00074595-0.00023939i,0.00020899-0.00069705i,0.00043137-0.0006417i,-0.00019651-0.0005463i,-0.00011652-0.0006981i,2.6276e-05-0.00010576i,-0.00059014+0.00062135i,-0.0010141+0.00065557i,-9.3006e-06+5.5526e-05i,0.00098445-3.266e-06i,6.1587e-05+0.00029654i,-0.00035843-0.00052406i,0.00034656-0.00095916i,0.00038712-0.00081128i
-0.00024294-0.00056111i,2.8587e-05-0.00035431i,0.00029371-0.00040133i,-0.00038185+0.00039878i,-0.0017398+0.00066592i,-0.0020468+0.00096475i,-0.00093013+0.00080731i,-0.00033189-2.7884e-05i,0.00028221-0.00066811i,0.0006831-0.00045652i,0.00082562-0.000104i,0.00051554+4.7987e-05i,0.00019309-0.00031671i,0.00019667-0.0010774i,0.00037386-0.0010917i,0.00060603-0.00044662i,0.00059714+0.00020558i,0.0003128-8.0864e-05i,-0.00064645-0.00068768i,-0.0012821-0.00063813i,-0.00096036-0.00036342i,-0.00035642-0.0003328i,-0.00024999-0.00019867i
0.00010284+0.0020143i,-0.00067533+0.0016362i,-0.00021243+0.0018152i,0.0003091+0.0022127i,0.00012641+0.0016414i,-0.00036593+0.0018174i,-0.0003046+0.0020728i,0.0006355+0.00066519i,0.00035027-0.00020699i,-0.00066797-7.485e-05i,-0.00025386+0.00010078i,-0.00028929-0.00038207i,-0.00092458-0.00087705i,-0.00073049-0.00070248i,0.0002727+0.00013457i,0.00060504+0.0011273i,0.00045866+0.00083268i,0.00045709+0.00045596i,-0.00047434+0.00073329i,-0.00056052+0.00074993i,-0.00034523+0.00045807i,-0.0010145+0.00016632i,-0.00051986+1.7227e-06i
-0.00057504-0.00033282i,-0.0011359-8.5433e-05i,-0.00058162+0.00057336i,-0.0005409+0.0010115i,-0.0012521+0.0013864i,-0.00087031+0.0015032i,-0.00018181+0.00059427i,-0.00013916-0.00059926i,0.00010085-0.00021084i,0.0005689+0.00017633i,0.00060956-0.00040413i,-5.0896e-05-0.00070938i,-0.0001504-0.00057153i,0.0001244+7.5033e-05i,0.00035937+0.00087064i,0.00083996+0.00034095i,0.00056962-0.00062206i,-0.00067913-0.00020216i,-0.00041256+0.00046431i,0.00040056+0.00025301i,4.2893e-05-0.00019762i,2.0627e-05-0.0013267i,0.00017157-0.0014999i
-0.0018374+0.00027799i,-0.00089264-0.00053177i,0.00031751+0.0007884i,0.00077044+0.0012671i,9.8248e-05+0.0008968i,-0.00071592+0.00012899i,-0.00094493-0.0003235i,-0.00017713-0.00086704i,0.00058805-0.0010823i,0.001015-0.00050026i,0.00097221+0.00025639i,7.1678e-05+0.0010882i,-0.00047244+0.00027843i,-0.0002382-0.00081815i,-0.00031178-0.00042846i,-0.00074433-0.00086289i,-0.00056916-0.0016128i,-0.00052692-0.0010836i,-0.00096363-0.00070218i,-0.00014202-0.00082414i,0.00081904-0.00029939i,0.00060012+0.00083519i,9.0219e-05+0.0011057i
-0.0011166+0.0014101i,-0.0006459+0.00078874i,-0.00074439+0.00084134i,-0.00091124+0.0010087i,-0.0014962+0.00029271i,-0.0019419-0.00093006i,-0.00083798-0.0011483i,7.3345e-05-0.0010196i,0.00056353-0.0012572i,0.0012979-0.00043554i,0.0012976+0.00040337i,0.00077213+1.6118e-05i,-0.00011585-0.00037151i,-0.00022728+0.00018296i,0.00043138+0.00049354i,0.00027529+0.00052559i,-0.00010995+0.00062531i,0.00028296+0.00022214i,0.00092466-0.0006357i,0.0010454-0.0011526i,0.00057377-0.00041014i,0.00049644+0.00013731i,0.00033828-0.00017829i
-0.00062652-0.00074126i,0.00048244-0.0010142i,-4.7824e-06-0.0019891i,-0.0011445-0.0012021i,-0.0014403+0.00010327i,-0.0013859+0.00013355i,-0.00052074-0.00039609i,-0.0001075-0.00063459i,-0.00047435-0.00067096i,-0.00045035-0.00031414i,-0.0007123-0.00016074i,-0.00047315+0.00016912i,0.00013333+0.00015432i,0.00039595-0.00046422i,0.00045386-0.00062843i,0.00033296-0.00069661i,0.00013097-0.00070924i,0.00022942-0.0011779i,0.00027973-0.00042772i,-0.00063005+0.00026705i,-0.00050245+0.00050609i,0.00074209+0.00091507i,0.00059453+0.0005024i
-0.00027073-0.0010664i,0.00017399-0.00063638i,-0.00090737-0.00017096i,-0.0014198+0.0010014i,-0.00088376+0.0024348i,-0.0004071+0.0027948i,0.00014699+0.0021603i,0.00063823+0.0015206i,-0.00012592+0.0008027i,-0.00072428+0.00039901i,0.00012156+0.00010718i,0.00049778-0.00055318i,0.00029271-0.001187i,0.00090345-0.0010309i,0.0010069+0.00013243i,0.00086234+0.00031203i,0.00032937-0.0003559i,-0.0012624-0.00059241i,-0.0014005-0.00028008i,-0.0004135+0.00020472i,-0.00015602-0.00018052i,-0.0004262-0.00065518i,-0.00055073-0.00033085i
7.2488e-05-0.0004107i,-0.00047013-0.00014118i,-0.00052342-1.2627e-05i,-0.00071957-0.00011084i,-0.0012277+0.0003987i,-0.0011893+0.00098985i,-0.00061244+0.00043071i,7.6132e-07-0.00079065i,-0.00030578-0.0015773i,-0.00084173-0.0015388i,-0.000102-0.0013314i,0.0005307-0.00064405i,0.00041895-0.000246i,0.00056799-0.0003697i,0.00033348+0.00027749i,-0.00076634+0.00046713i,-0.00083001-6.4575e-05i,0.00011436+0.00035231i,-7.4093e-05+0.00039068i,-0.00074354-5.8094e-05i,-0.00067474+6.5708e-05i,-0.00038276+0.00065328i,-0.00014441+0.00096237i
-0.00051515-0.001541i,-5.8616e-05-0.00088873i,-0.0006374-0.00060158i,-0.0015249+5.0802e-05i,-0.001566+0.00076744i,-0.00091863+0.0011108i,0.00049897+0.00053992i,0.0009411-0.00037905i,0.00045163-0.0004626i,0.00023654-0.00015903i,0.00050335-0.00042112i,0.00026644-0.0003357i,-1.0203e-05-0.00048912i,0.00057734-0.00098024i,0.00068779-0.0012938i,0.00024908-0.0007602i,-0.00063507-0.00062285i,-0.00055785-0.00040975i,0.00053722+0.00039166i,-5.0099e-05+0.00032948i,-0.00084441-0.00073136i,-0.00063392-0.00085602i,-0.00072155+0.00034853i
-0.00041709+0.00034391i,-0.0012911-0.00020835i,-0.0018015-0.00017241i,-0.0019871-0.00013232i,-0.0019057-0.00018933i,-0.0018736+0.00038824i,-0.0017432+0.0013301i,-0.00084586+0.00069553i,-0.00029032-0.00029951i,-8.6097e-05+0.00015563i,-0.00029334+0.00042533i,-0.0006657+0.00077887i,0.00017697+0.00098472i,0.00057077+0.00072636i,0.00023098+0.00028591i,-0.00021166-0.00058938i,-0.00085507-0.0005496i,-0.00087-0.00027362i,-0.00018536-0.00022113i,0.00030021-0.00081713i,0.0002952-0.0013917i,-8.7317e-05-0.00023938i,7.3482e-05+0.00035511i
-0.00047569-0.0007628i,-0.00026269-0.00055768i,-0.001026-0.00074096i,-0.00088301+0.00030224i,-0.00033254+0.0010243i,0.00024437+0.0010937i,-0.00023794+0.00041531i,-0.00088642-4.7719e-05i,-0.0011108-0.00031469i,-0.00087819-5.1455e-05i,-5.3165e-05+0.00076407i,0.00037191+0.0012099i,0.0006098+0.0009126i,0.00095272-0.00016643i,0.00082816-0.00021106i,3.5638e-05-1.9285e-05i,0.00033551-0.00023223i,0.00059419+1.9579e-05i,-0.00024322+0.00035846i,-0.00030924+7.398e-05i,0.00024108-0.00014674i,0.00030282+1.6135e-05i,0.00034544-0.00014861i
-0.00064521+7.9903e-05i,-0.00048485+0.00028704i,-0.00050089+0.00090481i,-0.00064969+0.00096274i,-0.001265+0.0014079i,-0.0010133+0.00094494i,-0.00043322+0.00033249i,0.00015389+0.00031524i,0.00098006-0.00038709i,0.0007236-0.00077619i,0.00021299-0.00044469i,-0.00025272-0.00017807i,-0.00031897+0.00019781i,-0.00015041+0.00022358i,3.0084e-05-0.00042325i,0.00039674+0.00019099i,0.00026779+0.00090317i,0.00038444+0.0012381i,-1.5834e-05+0.0014776i,-0.00095758+0.0011421i,-0.00057624+0.0006042i,0.00027968-0.0001097i,0.00035406-5.2939e-05i
-0.0011722-0.001239i,-0.0016327-0.00018827i,-0.0016678+0.0007442i,-0.0013591+0.0017635i,-0.0014448+0.0015535i,-0.0011652+0.0011222i,-0.00057666+0.00086434i,-0.00022296-0.00010148i,0.00048698-0.0003107i,0.0007592+0.00034415i,0.00026439+0.00050157i,-0.00029296-0.00012857i,-0.00019912-0.00057246i,0.00064923-0.0003554i,0.00071983+0.00016537i,0.00018447+0.00048732i,0.00012579-0.0001434i,0.00024323-0.0011832i,0.00040865-0.0011417i,0.00038298-9.2278e-05i,-0.00011552+0.0003454i,-5.344e-05-0.0004364i,0.00040146-0.00015698i
-0.00172-0.0014132i,-0.0013493-0.001077i,-0.0011145-0.00025957i,-0.00089535+0.00011069i,-0.0011558+0.0006378i,-0.0013662+0.00098511i,-0.00095118+0.00032222i,-0.00045525-0.0011615i,-0.00081713-0.0015216i,-0.0011743-0.0006766i,-0.00078686-0.00042536i,-0.00028338-0.00035666i,-9.7402e-05-0.00052074i,0.00039939-0.00063653i,0.00024514-0.00030228i,-0.00034201-0.00045812i,0.00015714-0.00039386i,0.00034811+0.00013335i,2.6765e-05+0.00017931i,-0.00025709+0.00044876i,-0.00032054+0.00093989i,0.00024883+0.0007668i,0.00023221-5.9527e-05i
0.00078266+0.00014033i,3.6805e-05+0.0005516i,-0.00017881-0.00020402i,-0.00062752-0.00029882i,-0.00068397+0.00080751i,-0.00098102+0.001176i,-0.00084308+0.0011774i,0.00051867+0.00059326i,0.0004762-0.00061146i,-0.00029363-0.0012397i,-0.00031792-0.00062144i,-0.0002055+3.7743e-05i,-0.00072395-0.00028794i,-0.00027127-0.00021186i,-0.00015062-0.00018327i,-0.00043112-0.00065821i,0.00038787-0.0009012i,3.4791e-05-0.00071458i,-0.00011873-0.0004438i,-7.2374e-05+4.4606e-05i,-0.00066564+0.00035402i,-1.9047e-05+0.0002669i,0.00048434+0.00014232i
-0.001141+0.00054805i,-0.0011174+0.0002404i,-0.00039694+9.5877e-05i,-0.00080757+8.8319e-05i,-0.0023791-0.00043775i,-0.0032629+8.0585e-05i,-0.0023286+0.00056071i,-0.00049611+0.00026311i,8.3217e-05-6.4106e-05i,0.00054518-1.8346e-05i,0.00099708+2.5762e-05i,0.0010634-0.00015231i,0.0010692-0.00047215i,0.00096785-0.00051108i,0.0010304-8.9226e-05i,0.0010191+0.00019384i,0.00072906+0.00022241i,-6.9747e-05+5.3887e-06i,-0.00061705-0.00026259i,-0.00033927-1.9383e-05i,0.00031658+0.00020382i,0.00079416+0.00027244i,0.0010594+0.00010169i
-0.00073241-0.00072213i,-0.001086-0.0002536i,-0.0012246+0.00029608i,-0.0011206+0.00052558i,-0.001751+0.00095012i,-0.001204+0.0010973i,-0.00081278+0.0010196i,-0.0012031+0.00034694i,-0.001198-0.00050756i,-0.00081522-0.00071362i,-0.00054142-0.00055176i,-0.00048172-0.00074683i,-0.0002989-0.0011354i,-4.3796e-05-0.00069888i,-0.00078313+0.00028623i,-0.00090071-0.00022738i,-0.00010488-0.00089197i,-0.000147-0.00066592i,-0.00038311-5.5922e-05i,0.00018508+0.0004587i,0.00060973+0.0009696i,0.00025071+0.0011632i,5.2824e-05+0.00093759i
0.0010432+0.00059139i,-0.00025635-0.00035565i,-0.00076643-0.0006239i,-0.0015256+0.00021522i,-0.0018232+0.00071705i,-0.0018378+0.00081271i,-0.0013289+5.7363e-05i,0.00016993-0.00093155i,0.00119-0.00066253i,0.00098414+0.00085242i,0.00066752+0.0010572i,0.00043653-0.00044588i,0.00013445-0.001378i,-0.0001389-0.0012878i,-0.00022694-0.00030582i,-0.0008075+7.0364e-05i,-0.00070931+5.7781e-05i,-0.00069249+0.00052675i,-0.0011809+0.0010835i,-0.0013589+0.00097843i,-0.0015995+3.6892e-05i,-0.0010135-0.00040638i,7.0025e-06-0.00050342i
-0.00085844+0.00012781i,-0.00077788+0.00039922i,-0.00062993+0.0010609i,-0.00083248+0.00082682i,-0.00060906+0.00047819i,-5.0292e-05+0.00096036i,0.00036011+0.00093663i,0.00065343+0.00057471i,0.00052392-0.00015926i,0.00025418-0.00063499i,5.6691e-05-0.00026978i,-0.00014068+0.00030761i,0.00016086-6.6118e-05i,0.0011454-0.00073666i,0.0013553-0.00047008i,0.00015699+0.00049676i,-0.00045016+0.00014632i,-0.00051663-0.00051981i,-0.00011096-0.00055456i,0.00033064-0.00038923i,0.00014811+0.00014209i,2.6411e-05+0.00033983i,0.00010229+0.00053126i
