0.0012707-0.00059158i,0.00076774-8.3377e-05i,-0.0002563-0.00038299i,0.00026712-0.0013648i,0.00040596-0.0011499i,-0.00037199+0.00056112i,-0.00052103+0.0019103i,-4.9464e-06+0.0026099i,0.00059897+0.0020852i,0.00056311+0.00075975i,-4.4241e-05-0.00048835i,9.0965e-05-0.00033636i,0.00071746+0.00045412i,0.00084296+0.00078561i,0.00020273+0.0005098i,-0.00060325+0.00012454i,-0.00020305+0.00015186i,-2.7395e-06+6.069e-05i,-0.00031858-0.0004261i,-4.5065e-05-0.00023152i,-0.00088929-0.00015364i,-0.0010136-0.00024695i,0.000465-8.4039e-05i
-0.00015665-0.0013348i,0.00059952-0.001739i,-7.3013e-05-0.0020989i,-9.3195e-05-0.00096041i,-1.5904e-05+0.0014117i,-0.00041116+0.0019266i,-0.00045387+0.001309i,-0.00034815+0.00062272i,0.00011454+0.00037284i,0.00078579+0.00032332i,0.00014623-0.0003389i,-0.0010258-0.00050874i,-0.0012548-6.5656e-05i,-0.00083948+0.00010216i,-0.00079437-0.00037139i,-0.00065635-0.00081423i,-0.00035618-0.0009663i,-0.00025645-0.0010903i,-0.00040773-0.0011053i,-5.0342e-05-0.00051458i,0.00090235+0.00019311i,0.0011618+6.0276e-05i,0.00048161-0.00028162i
0.00087442-0.00075989i,-4.3042e-05-0.00073618i,-0.00069369-0.00092984i,-0.00092495-0.00030941i,-0.00026008+0.00050165i,0.00076516+0.0011766i,0.00074174+0.0010639i,-0.00010511+0.00046414i,-0.00071534-0.00046007i,-0.00093096-0.0014808i,-0.00074146-0.00088883i,-0.00073533+0.00075931i,-0.0009055+0.00064656i,-0.00047622-0.00031756i,-0.00029127-0.00029182i,0.00030397-0.00024319i,0.0011847-0.00016576i,0.00097445-0.00043255i,0.00040278-0.00036858i,-0.00018179+0.00045298i,-0.00067724+0.00058947i,-3.2891e-05+0.00063747i,0.00046864+0.00073548i
6.1878e-05+0.00017817i,0.00025899+0.00053922i,-4.1864e-05-0.0010079i,-1.9581e-05-0.0017069i,-5.9186e-06-0.00054284i,-0.00010528+0.0002818i,-0.0004404+0.00067508i,-0.00036414+0.001048i,-5.1539e-05+0.0010868i,-0.00019459+0.00050602i,0.00019926+0.0006478i,-0.00015638+0.00090351i,-0.00077851+9.7168e-05i,-0.00058383+7.3455e-05i,-2.8682e-05+0.0002274i,-2.551e-06-6.1398e-05i,0.0002804+0.00033246i,0.00033179+0.00055498i,0.00049372+0.00012764i,0.00075874+0.00011706i,7.6165e-05-0.00014429i,-0.00058589-0.00042735i,5.275e-05+0.00020205i
-0.0021238+0.001796i,-0.0015233+0.0022729i,-0.00094527+0.0038445i,-0.00038866+0.0028438i,0.00071751+0.00093236i,0.0011479+0.00041518i,0.00063999+0.00049034i,0.0006701+8.8818e-05i,0.00081215+1.6732e-05i,0.00069903+0.0003621i,0.00030354+0.00044819i,-0.00039835+0.00034619i,-0.00052996+0.00034072i,0.0005033+0.00035682i,0.0005832-0.00026381i,0.00047683-0.00074778i,0.00020189-0.0009485i,0.00012558-0.0014617i,0.0005933-0.00082697i,0.00063807-5.728e-06i,0.00040512-7.887e-05i,-0.00038025+0.00011786i,-0.00026582+0.00046368i
-0.0013193-0.00068287i,-0.0016186-0.00019234i,-0.0022804+0.0015661i,-0.0025484+0.0027714i,-0.0012436+0.0020103i,0.00079439+0.00077557i,0.0010574+0.0007397i,2.0066e-05+0.00047658i,-0.00046563+0.00018785i,-0.00056459-0.00022276i,-0.0010395-0.00030201i,-0.0011145+0.00030111i,-0.00035964+0.00050763i,0.00024103-0.00033585i,0.00089515-0.00075918i,0.0012801-0.000284i,0.00081522+0.00090581i,0.00030452+0.00093014i,0.00010164+0.00011911i,-0.000237+6.1082e-05i,1.0732e-05-0.00079384i,-7.261e-07-0.0012426i,-0.00026713-0.00053023i
0.00095442+0.0023134i,0.0016977+0.0017286i,0.0018126+0.00080726i,0.0017908-0.00066662i,0.0018972-0.0011469i,0.00085136-0.00077915i,0.00017895-0.00038346i,0.00046125+3.7568e-05i,0.0007498-3.2542e-05i,0.00060393-0.00028241i,0.00020546+3.0188e-05i,6.7466e-05+0.00041128i,-1.4097e-05+0.00026763i,-0.00036439+0.00018625i,-0.00018441-0.00012441i,-0.00020753-0.00053587i,-7.1257e-06-0.00044408i,-0.00018744-0.000471i,0.00037314-0.00092701i,0.00046411-0.00045217i,-1.6086e-05-0.00017943i,0.00037522-0.00024548i,3.4977e-05+8.2122e-05i
-0.00073054-0.00080092i,-0.00047609-0.00094292i,-0.00081929-0.00054902i,-0.0010919+0.00042576i,-0.0011064+0.00072094i,-0.00084853+0.00062895i,-0.00071292+0.0011773i,-0.00055724+0.0011496i,-0.00016014+9.8065e-05i,-0.00013784-0.00034111i,-0.00055459+0.00063668i,-0.00087287+0.0012959i,-0.00070181+0.00082911i,-0.00047664+0.00039261i,-0.00065989+0.00034243i,-0.00081899+0.00046367i,-0.00063991+0.00078203i,3.8847e-05+0.00085067i,0.00031679+0.0003969i,-0.00013875+0.00020004i,-0.00080682-0.00015367i,-0.00077697-0.00019685i,-0.00028338+0.00013952i
-4.6338e-05+5.6222e-05i,-9.493e-05-0.00069282i,0.00058431+7.2076e-05i,0.0014987+0.0011501i,0.0014742+0.00092708i,0.0011174+0.00066127i,0.00096847+0.0010166i,0.00072756+0.0011638i,0.00088273+0.00095959i,0.00044518+7.5893e-05i,-0.00065359-0.00056288i,-0.00085747-0.00082167i,-0.00094817-0.00044382i,-0.0007356-0.00032446i,0.000299-0.00042287i,-5.3825e-05+7.8736e-05i,9.1774e-05+0.00044288i,0.0013652+0.00034807i,0.0012282+0.0001111i,0.00027232+0.00052643i,-0.00036277+0.00014971i,-0.00022008-6.8113e-05i,-0.00019535+0.00036595i
0.00068365-0.0013575i,0.00034726-0.0005731i,-0.0010016-0.00068826i,-0.0017018-0.00087951i,-0.0016419+0.00013794i,-0.00091487+0.0012554i,-3.1386e-05+0.0017898i,-0.00049008+0.0013853i,-0.0010446+0.00035912i,-0.00085489-0.00036968i,-0.00095522-0.00071896i,-0.0011218-0.00030455i,-0.00098176+0.00079289i,-0.0008913+0.00059246i,-0.00042508+0.00011556i,-0.00094247+9.5329e-05i,-0.0013669-0.000344i,-7.1731e-05-0.00035794i,0.00083252-6.6247e-05i,0.00038581+0.00065752i,-1.0375e-05+0.0012164i,-0.00036498+0.0010611i,-0.00027201+0.00053825i
0.00048814-0.00204i,-0.00039642-0.0016669i,-0.0023999-0.0019937i,-0.0029098-0.0004794i,-0.0011049+0.0012153i,0.00057099+0.00127i,0.0013155+0.0013475i,3.6932e-05+0.0011798i,-0.001334+0.00061872i,-0.0019387+0.00017867i,-0.0014207-5.8603e-05i,-0.0014044-8.0492e-05i,-0.0014838+0.0003762i,-0.00065749+0.00073603i,0.0005838+5.4159e-06i,0.00066305-0.00041537i,0.00066743+0.00028542i,0.00072716+0.00058256i,0.00074095+0.00028728i,0.0012335-0.00025115i,0.0010779-0.00021732i,8.7365e-06+0.00090561i,-0.00011567+0.0016727i
-0.00047677-0.00035253i,-0.00071044-8.4116e-05i,-0.0005301+0.0002988i,-0.00021517+0.0001454i,0.00025689+0.00021908i,8.3758e-05+0.00082909i,-0.00068332+0.0013534i,-0.00073533+0.0014029i,-0.00020526+0.0012355i,-0.00036701+0.0010681i,-0.001335-0.00028708i,-0.0014054-0.001255i,-0.000656-0.00026261i,0.0005055+0.00034132i,0.0010518-0.00065004i,0.00053619-0.00048979i,-0.00035014+0.00058625i,-0.00047013+0.0008619i,8.5863e-05+0.00080646i,-0.00020352+0.00053528i,-0.00028346+0.00020035i,-0.00079434+0.00025532i,-0.00076255+2.8761e-05i
0.0008409+0.00057012i,0.00036036+0.00095351i,0.00035013+0.00060907i,0.0010679+0.00071518i,0.0013251+0.00076661i,0.00020499+0.0010978i,-0.00051866+0.0013549i,-0.00043359+0.0004762i,-0.00064255-0.00038598i,-0.00039245-0.0010077i,0.00036689-0.0004151i,0.0005307+0.00067316i,5.6595e-06+0.00029726i,0.00024416+0.00029686i,0.00090582+0.00038355i,0.0012075-0.00016818i,0.0012741-0.00021825i,0.00056117-2.9642e-05i,-1.3524e-05+0.00011684i,0.00040718-0.00079039i,0.00077638-0.00061911i,0.00043509+0.00022282i,0.00028487+0.00083052i
-0.0034336+0.00066913i,-0.0025417+0.001083i,-0.0027686+0.0028699i,-0.00075085+0.0030306i,0.0012588+0.0024626i,0.0015789+0.0023365i,0.0013272+0.0013656i,0.00031677+0.00042342i,-0.00020964+0.00055084i,-0.00011155+0.00098537i,-0.00072935+0.00076933i,-0.0010706-1.0122e-05i,-0.00066834-0.0002869i,2.4858e-05+0.00013283i,0.00046975+0.00013107i,0.00059962-0.00044639i,9.1544e-05-0.00070855i,-0.00060464-0.00047297i,-0.00068412+0.0002055i,-0.00011072+0.00024582i,0.00057143-0.00030388i,0.0005804-0.00079911i,-0.00029889-0.00047524i
-0.0012658+0.00036386i,-0.0011352+0.00097601i,-0.0019172+0.001224i,-0.0016265+0.0016102i,-0.00091152+0.0016892i,6.6347e-05+0.0010623i,0.00040311+0.00044376i,0.00022993-0.00024115i,-0.00013299-0.00031703i,-0.00092216+0.00011586i,-0.00057341-5.2087e-05i,-0.0001249+8.4885e-05i,0.00026025+0.00066476i,0.00080998+0.0002588i,0.0007966-0.00031695i,-0.0001552-0.00080571i,-0.00087244-7.0368e-05i,-0.00066482+0.0010615i,-0.00029659+0.00084017i,7.2451e-05+9.8811e-05i,0.00026791+9.9608e-07i,0.00049355+0.00014217i,0.00063464-0.00050442i
0.0012181+0.001789i,0.002017+0.00086545i,0.0021762+0.00026753i,0.00065706+0.00010807i,0.00052627+0.0011896i,0.0011908+0.0014569i,0.00071664+0.00053712i,-4.5975e-05+0.00019165i,-0.00021259+0.0003669i,0.00018961+0.00023711i,0.00046822+1.3525e-05i,8.2735e-05-5.6314e-05i,1.5369e-05+0.00055014i,3.9565e-05+0.0007272i,-3.8249e-05+0.00038938i,0.00033356+0.00036121i,0.0004713-5.9708e-05i,0.00038071-2.344e-05i,0.00052705+0.00039039i,-0.0003014+0.00016087i,-0.0013683-5.6162e-06i,-0.00062056-0.00023883i,0.00013775+0.00021055i
-0.0017829-0.00064323i,-0.0012883+0.00049479i,-0.00048022+0.001225i,-0.0005635+0.001362i,-0.0001407+0.0012079i,0.00084708+0.0015247i,0.00022102+0.0018235i,-3.4406e-05+0.0017661i,0.00079185+0.0010001i,0.00063652-0.00012543i,1.6897e-06-0.00040135i,-0.00010898-1.4728e-05i,-0.00060879+0.00025044i,-0.00081972-9.0722e-05i,-2.9305e-05-5.7118e-05i,0.00066499+6.2413e-05i,0.0007126-0.00076214i,0.00037238-0.001202i,-0.00018913-0.0001768i,-0.00016704+0.00030521i,0.00026875+2.8223e-06i,0.00017767-0.00038726i,0.00051202-0.00043947i
0.0003655-0.0024579i,0.00095826-0.0019916i,-0.00035292-0.002716i,-0.0020851-0.0029133i,-0.0017642-0.0017639i,-0.00015803-0.00015277i,0.00065784+0.00061094i,0.00045529+0.00062174i,0.00043772+0.00050593i,0.00011567-0.00024723i,-0.00051497-0.00063391i,-0.0010657-0.00069161i,-0.0016145-0.00019754i,-0.0015199+0.00050342i,-0.00094608+0.00051306i,3.0619e-05+0.00012283i,0.00037297-3.2871e-05i,0.00058005+9.2259e-05i,0.00075299+0.00023802i,7.94e-05+0.00065093i,1.7314e-05+0.00033046i,8.0256e-05-0.00018118i,-0.0003529-0.00022496i
-0.00039073-0.0014288i,-0.00015749-0.0014231i,-0.0011296-0.0014162i,-0.0018175-0.00047005i,-0.001335+0.00059027i,-2.2019e-05+0.0013893i,0.00050086+0.0011159i,0.00032236+0.00064604i,0.00075436+0.00063707i,0.00053144+0.00015285i,-0.00067348-0.00082049i,-0.0012855-0.0010084i,-0.00033556-0.000363i,0.00022881+8.4968e-05i,3.6591e-05+0.00062916i,0.00061675+0.00057907i,0.00070637+0.00026791i,0.0003069-6.4272e-05i,0.00048343-0.00051584i,0.00034731+3.0137e-05i,-0.00045814+0.00054092i,-0.00024845-0.00015735i,-0.00027476-0.00033338i
0.00092173-0.00061404i,0.00033937-1.7212e-05i,-0.00036573+0.0011484i,0.0006429+0.0015539i,0.0016373+0.00097081i,0.001081+0.00083778i,0.00056713+0.00049789i,0.00054349+0.00081467i,0.00045411+0.0010913i,-0.00011952-0.00012557i,-0.00040796-0.0010084i,-2.6143e-05-0.00078498i,0.00035898-0.00016968i,-0.00039275+0.00028347i,-0.00051437+0.00069873i,0.0004731+0.0004659i,0.0012519-7.5495e-05i,0.0013003+0.00059316i,0.0011379+0.0003879i,0.00043897+3.3612e-05i,-0.00015816-5.6908e-05i,0.00031409-3.7697e-05i,0.00059818+0.00077008i
-0.00022753-0.0013112i,-0.001042-0.000244i,-0.00032905-5.074e-05i,-0.000333+4.6837e-05i,-0.0009495+0.00010099i,-0.0010148-2.7124e-05i,-3.6934e-05+0.00030084i,0.00035688+0.000837i,-1.1578e-05+0.00040428i,-0.00068325-0.00047982i,-0.001249-0.0004953i,-0.00080733-0.00011323i,-0.00024768+6.3291e-05i,-9.8831e-05+0.00045004i,4.6053e-05+0.00049674i,0.00011948+0.00038676i,-0.00035983+0.00047816i,-0.00087506+0.00057731i,-0.0002104+5.2502e-05i,0.00058911-0.00054313i,0.00011941-0.00086465i,-0.00052006-0.00062347i,-0.00047676-2.4921e-05i
-0.0010303-0.00067932i,-0.00050808+0.00080915i,-0.0010853+0.0011171i,-0.00083509+0.00085589i,0.00033042+0.00099003i,-0.00042002+0.001266i,-0.00097677+0.0013472i,-0.00022191+0.00058596i,0.00051127+0.00021737i,0.00063039-0.00012778i,0.00079599-0.00016743i,0.00038263+1.8235e-05i,0.00055134+6.1121e-05i,0.00068974+0.00091707i,0.00020867+0.00064122i,-0.00034042+1.4708e-05i,-0.00068959+0.00030363i,-0.00040136+0.00090103i,-0.00026865+0.0012248i,-0.00011979+0.00045367i,0.0001088-0.00014333i,0.00018908-0.00096391i,0.00049482-0.00099884i
-0.00054827+0.0001833i,-0.00096497+0.00051801i,-0.00015702+0.00061217i,0.00073291+0.00025347i,-0.00031228+0.00015414i,-0.00096534+0.00065837i,-0.0003039+0.0002855i,0.00044933-0.00022359i,0.00034746+0.00019926i,-0.00036941+0.00034031i,-0.00075746-0.00014684i,-0.00078018+2.0132e-05i,-0.00061536+0.00010425i,-0.00022439+0.00015723i,-0.0003175-0.00012059i,-0.00038657-0.00063305i,0.00010258-0.00025563i,6.2173e-05-0.0001139i,-0.00024766+0.00017572i,-0.000158+0.00051428i,-2.8842e-05-5.4297e-05i,3.5079e-05+7.5048e-05i,-0.00014933+1.3815e-05i
-0.00023714+0.00035288i,0.00075028+1.3079e-05i,0.00066902+0.00022999i,0.00015832+0.00090204i,0.00085707+0.0010761i,0.0007955+0.00025945i,0.00095187+0.00020023i,0.00047822+0.00041i,5.402e-05-0.00017735i,0.0005151-0.00071701i,-0.00020349-0.00099018i,-0.000565-0.0005081i,-0.00066508+0.00039057i,-0.00042607+0.00010729i,-0.00014603-0.00032792i,-9.092e-05-8.6501e-06i,0.00013487+5.6245e-05i,0.00037051-0.00029382i,-1.8077e-05-0.00020991i,-0.00063173-0.00022333i,-0.00063756-0.00024451i,-0.00070872-0.0002509i,-0.00069707-0.00033393i
-0.00025808+0.00064449i,-0.00056715+0.0013097i,-0.0011402+0.001202i,-0.00072499+0.00048333i,-0.00027852+0.001053i,0.000306+0.0010546i,0.0010833+0.0010862i,0.0011035+0.001579i,0.00055486+0.00015697i,7.8468e-05-0.00031398i,0.00014582+0.00051372i,-0.0002116+0.00098496i,-0.00061163+0.00065947i,-0.00011856+0.00014786i,0.00046615-0.000142i,0.00041032-0.00069156i,0.00060232-0.00097006i,0.00027455-0.00026606i,-0.00030192-0.00022249i,-0.00030968-0.00020779i,0.00025417-0.00035172i,0.00080817-5.9577e-05i,0.00030135+0.00026135i
-0.00030992+0.0016139i,-0.00033624+0.0023953i,-0.00066955+0.0015967i,0.0006501-9.482e-05i,0.0012487-8.1438e-05i,0.00025072+0.00011293i,-0.00054028-3.275e-05i,0.00021743+0.00035144i,0.00070625+0.00011358i,0.00078674-4.2315e-05i,0.0003745+0.00031461i,-0.00048155+0.00055563i,-0.00060772+0.00067195i,-0.00030555+0.0004346i,0.00019542-0.00019725i,0.0013133-0.00064847i,0.0011234-0.00061906i,0.00037771-1.8678e-05i,0.000311+0.00055886i,0.00054628+0.0003697i,0.00035278+0.00047153i,-0.00026678+0.00023247i,-0.00033358+0.00024227i
-0.00074642-0.0010054i,-0.00059441+0.00026651i,-0.0021151+0.0011459i,-0.0022529+0.0020013i,-0.00042297+0.002158i,0.00072848+0.0017786i,0.00071755+0.0012043i,0.00036185+0.00075523i,-2.2427e-05+0.00072017i,-0.00040339+0.0002531i,-0.0009375+0.0004664i,-0.0015016+0.00063968i,-0.001056+0.00065493i,-0.0003473+0.00093506i,0.00037659+0.00085008i,0.00090617+0.00075789i,0.0013034+0.00050831i,0.001156+0.00058452i,1.2735e-05+0.00050055i,-0.00015202+6.7872e-05i,0.00052609-1.8845e-05i,0.00063336-0.00013872i,7.841e-05-5.2299e-05i
0.0013431+0.00054401i,0.001078+0.0003914i,0.0015009-0.00050932i,0.0014705-0.00078787i,0.0010496-0.00069426i,0.00046-0.00032486i,0.00014067+0.00028546i,9.9967e-05+0.00047759i,9.8945e-05+0.00063955i,0.0001729+0.00037801i,0.00014203-0.00048892i,-0.00020534-0.0013283i,-0.0007848-0.0010491i,-0.00074396-0.00070961i,-0.00042934-0.00047039i,-0.00024592+0.00011611i,0.00022463+8.5658e-05i,0.00033929-0.00038907i,-2.7e-05+0.00019289i,-2.6571e-05+0.00080281i,0.00017066-6.8135e-06i,-0.00032371-0.00079098i,-0.00037606-0.0004365i
-0.0010042+1.7323e-05i,-0.0011249+0.00088333i,-0.0017178+0.0016905i,-0.00090605+0.0017471i,-0.00033281+0.0011189i,-8.2625e-05-4.9886e-05i,0.00052305+6.1784e-05i,0.00012166+0.0010054i,-0.00032986+0.0012498i,-0.000574+0.00054053i,-0.00047276-0.00062217i,-0.00034118-0.0010561i,-0.00060297-0.00037666i,-0.00055711+0.00043403i,-0.00028427-0.00033956i,0.00054252-0.00093518i,0.0013291-0.00053995i,0.001323-0.00016652i,0.00023202+0.00024515i,-0.0001868+0.00092338i,-0.00055131+9.9921e-05i,-0.00032429-0.00063631i,0.00022021+0.00015979i
-0.002322-5.5731e-05i,-0.001563-0.00024088i,-0.0014405-0.00091333i,-0.00097344-0.00058371i,-2.4098e-05+0.00066083i,0.001268+0.00094383i,0.0019091+4.3159e-05i,0.0011002+0.00030041i,0.00031276+0.00058293i,-0.00029392-0.00024043i,-0.0012813-0.0001334i,-0.0011213+0.0002101i,-0.00023943-0.00032894i,-0.00018827-0.00020093i,0.00038494+0.00033797i,0.00056633+0.00023762i,0.00036189+0.00023388i,-0.0001665+0.00065039i,-0.0002327+0.00076385i,0.0001397+0.0010062i,0.00013054+0.00065464i,0.00037612+0.00032868i,-0.00029017+0.00041811i
0.0016504+2.3297e-05i,0.0022709-0.0001309i,0.0029088+0.00022385i,0.0016294+0.00089759i,0.00067175+0.00031047i,0.00073147-0.00073636i,0.00045521-0.00023357i,0.00020412+0.0006041i,0.00032538+0.00026664i,7.0903e-05-0.00078549i,-0.00015843-0.00098825i,-0.00043391-0.00087221i,-0.00022558-0.0010925i,1.5032e-05-0.0006883i,0.00021056-0.000276i,0.00086936-0.00050945i,0.00051789-0.00093862i,0.00017103-0.00015636i,-6.393e-05+0.00072698i,-0.00040768-0.00025244i,-0.00070333-0.00035057i,-0.00090377+0.00028128i,-0.00081885-0.00026216i
-0.0021442+0.00042549i,-0.0017156+2.9469e-05i,-0.0022938-0.0008059i,-0.0030298-0.00052161i,-0.0021122+0.00096117i,-0.00032162+0.0019958i,0.00073853+0.0012925i,0.0016259+0.00060128i,0.0019474+0.00060527i,0.00093881+0.00041255i,-0.000324+8.8399e-05i,-0.0001354+0.00014241i,0.00036568+0.0013728i,-0.00011412+0.00071314i,0.00038405-0.00055661i,0.0011415+0.00040014i,0.0010309+0.00031843i,0.00096917-0.00019749i,0.00077631-9.7568e-05i,0.00070306-0.00020426i,0.00012395-0.0002411i,-0.00044441-0.00021627i,-0.00058901-0.00031783i
-0.0016674-0.000901i,-0.0007301+0.00020302i,-0.0010071+0.00043165i,-0.00068806+0.0012853i,-9.7123e-05+0.002483i,-7.1389e-05+0.0016498i,-0.00043378+0.00087476i,-0.00022173+0.00089972i,0.00045408+0.00031328i,0.0001869-0.00026774i,-0.00019633-2.9283e-05i,-0.00041721+0.00056775i,-0.00067377+0.00014646i,-0.00048664-0.00022769i,-0.00020985+0.00011846i,-5.0718e-05+0.00035189i,0.00033559-2.9759e-06i,0.00059704-0.00061753i,0.00044505-0.00054725i,0.00018568-5.5528e-05i,0.0003566+0.00013016i,0.00011748-6.2077e-05i,-0.00063961-0.00012971i
-2.129e-05+0.0012492i,3.9844e-05+0.0010719i,0.00094167+0.0018465i,0.0010031+0.0015975i,0.0008103+0.00044835i,0.00063799+0.00027226i,0.00057667+0.00055909i,0.00023639+0.00044523i,-0.00035926-0.00028685i,-0.00049333-0.0010103i,4.6274e-06-0.00069075i,4.741e-05-0.00021506i,0.0002062-6.7925e-05i,-7.9664e-06-8.035e-05i,-0.00034557-0.0003323i,0.0001623-1.3265e-05i,-0.00030545+0.00026837i,-0.0010722+0.00028203i,-0.0010823+0.00086015i,-0.00029955+0.00067368i,-0.00022976+0.00034434i,-0.00071454-6.8214e-06i,-0.00013049-0.00052736i
-0.00022878-0.0001547i,-0.000455+0.00064817i,-0.0011915+0.0013985i,-0.0015325+0.0025646i,-0.0005443+0.0029071i,0.00081433+0.0021369i,0.00088793+0.0016338i,0.00050404+0.0010953i,0.00024188+0.00089363i,4.7464e-05+0.001128i,-0.00073389+0.00078607i,-0.00088907+0.00068724i,-0.0003206+0.00079147i,0.00033228+0.00071022i,0.00055813+0.00068824i,0.00060949+4.2272e-05i,0.00012924-0.00028997i,-0.00030168+0.00026998i,0.0001991+0.00081582i,0.00062245+0.00074303i,0.00017834-0.00014926i,0.00074206-0.00015852i,0.0013621+0.00012099i
-0.0013745-0.00026697i,-0.0016562+3.88e-05i,-0.0021052-8.8036e-06i,-0.0010366+2.2167e-05i,-0.00010391+0.00047043i,0.00061412+0.00096899i,0.00083175+0.00098633i,-9.6849e-05+0.00080796i,-0.00017451+0.00057542i,0.00010764+0.00039125i,0.00036437+2.1796e-05i,-0.0001594+0.00061505i,-0.0010344+0.0013712i,-0.00058978+0.0016003i,-0.00029429+0.00010192i,-0.00021931-0.0011721i,0.00012502-0.00081013i,0.00011541-0.00039597i,0.00010002-0.00011115i,-0.00012184+0.00014241i,-0.00057798-0.00014645i,-0.00082495-0.00045279i,-0.00098021+0.00030465i
-0.0016557+0.00059136i,-0.0021645+0.0012814i,-0.0021568+0.0018399i,-0.0015681+0.0027043i,-0.0010894+0.0024087i,-0.00058841+0.0012325i,-2.3139e-05+0.00045991i,0.00094804+0.00017809i,0.0011959-0.00029969i,-0.0002436-0.00025114i,-0.00085864+0.00048253i,0.00025677-6.7844e-06i,0.00045957-5.7755e-06i,-0.0002954+0.00069929i,-0.00083382-0.00016811i,-0.00043534-0.00056491i,0.000344-0.00021391i,0.000559-7.1982e-05i,0.00078945+0.00023836i,0.00092102+0.00029527i,0.00096725-0.0001783i,0.00091103-0.0003676i,0.00042059-0.00029119i
0.00018861+0.00018606i,-7.5243e-05+0.00019406i,-0.0003806+0.00069761i,-0.00077137+0.0020716i,-0.00058384+0.0024886i,-0.0003787+0.0014615i,-0.00052839+0.00086761i,-0.0005696+0.00042201i,0.00015186-4.5785e-05i,-0.00017564-0.00047979i,-0.00084688-0.00061237i,-0.00095832-0.00088415i,-0.0011266-0.0012777i,-0.0012689-0.0008123i,-0.00039003-0.00037549i,0.00023944-0.00019847i,-0.0004397-0.00024982i,-0.0010085-0.00059367i,-0.00052527-0.00034674i,-0.00010099+0.00017731i,6.3891e-05+0.00012652i,1.6638e-05+7.8438e-05i,0.000137+2.1154e-05i
0.00041857-0.001128i,0.0015763-0.00064379i,0.0013292+0.00034238i,0.00013493-1.9805e-05i,-6.823e-05-0.0011333i,0.00084396-0.00045956i,0.0017197+0.00068033i,0.0016889+0.0010285i,0.0016236+0.0003093i,0.0017855-0.00082553i,0.00083041-0.00057796i,-0.00024161-7.8795e-05i,-0.00017991+0.00045402i,-0.00074516+0.00054029i,-0.000945+0.00038954i,-0.00033998-6.8953e-05i,-0.00019289-0.00060438i,0.00026307-0.00086339i,0.00029675-0.00049959i,-0.00054383-0.00044255i,-0.0010191-0.00088388i,-0.00062028-0.00071778i,-0.00034616-0.00052069i
-0.00017714-0.0013217i,0.00051582-0.0003487i,0.00050017+0.0011213i,-0.00019106+0.0015086i,-0.0007532+0.0010291i,-0.00077745+0.0010041i,-0.0012401+0.00094338i,-0.00024266+0.0012189i,0.00082939+0.0010847i,-9.8605e-05-3.6389e-05i,-0.00077881-0.0012836i,-0.00052034-0.0011382i,-0.00045308+0.00015226i,0.00017303+0.00048016i,0.00074381+0.00020099i,0.00022284+0.0002943i,-0.00039305+0.00012685i,-8.7044e-05-0.0002484i,0.00040865-0.00055709i,0.00046509-0.00050995i,0.00041929-0.00053011i,-4.208e-06-0.00052631i,-0.00018959+0.0003436i
0.0006029+0.0003234i,0.00017048+0.00027875i,0.00071751-0.00023077i,0.00068003-6.0786e-05i,0.00046625+0.00030812i,7.7668e-05+0.00066431i,-0.00093664+0.00089439i,-0.0010886+0.0011457i,-0.00068492+0.00065228i,-0.00048745-0.00040091i,-0.00031997-0.00097394i,-0.00011272-0.0010624i,0.00037426-0.00074766i,0.00081547-0.00059405i,0.00081939-0.00059447i,0.00068176-0.00032616i,0.00043511-7.5033e-05i,0.00012907+0.00022267i,7.2947e-05+0.00029328i,0.00057546+0.00044619i,0.00094358+0.00075666i,0.0002883+0.00049716i,-0.00068818-0.00019517i
-0.0012521+0.0023937i,-0.00066206+0.002526i,0.00057932+0.0025403i,0.0020103+0.0020233i,0.0028447+0.0013878i,0.0025324+0.00059368i,0.0012174+0.0003245i,-0.00017197+0.00092942i,-0.00036965+0.00058055i,0.00060623-0.00022841i,0.00084649-0.00031346i,0.00027691-0.00013435i,0.00067892-7.1075e-05i,0.0011606+3.2856e-05i,0.00056661+7.9228e-05i,-2.1168e-05+0.00042277i,0.00039143+0.0009203i,0.00013722+0.00030983i,-0.0003131-2.9448e-08i,1.3412e-05-1.9217e-05i,-0.00039922-0.00065892i,-0.00051808-0.00097675i,-9.7794e-06-0.00045442i
0.00012769-0.00056697i,-0.00014659-0.00040415i,0.00047079-0.0001881i,0.00021739+0.00040232i,-0.00025952+0.00014878i,-0.00010465+0.00025882i,0.00051417+0.00057482i,0.00070054+0.00027127i,0.00034695+1.8024e-06i,-0.00018695-0.00078412i,-0.00030186-0.0010036i,-0.00091268-0.00016884i,-0.0013374+0.00014609i,1.3272e-05+0.00037089i,0.00084573+0.00053976i,0.00057077-0.00020711i,0.00071839-0.00043256i,0.00091222-0.00019418i,0.00048178+0.00029704i,4.2114e-05+0.00062036i,-0.00011533+7.4128e-05i,-7.0513e-05-0.0003448i,-0.0003577-0.00019814i
