0.0012707-0.00059158i,0.00076774-8.3377e-05i,-0.0002563-0.00038299i,0.00026712-0.0013648i,0.00040596-0.0011499i,-0.00037199+0.00056112i,-0.00052103+0.0019103i,-4.9464e-06+0.0026099i,0.00059897+0.0020852i,0.00056311+0.00075975i,-4.4241e-05-0.00048835i,9.0965e-05-0.00033636i,0.00071746+0.00045412i,0.00084296+0.00078561i,0.00020273+0.0005098i,-0.00060325+0.00012454i,-0.00020305+0.00015186i,-2.7395e-06+6.069e-05i,-0.00031858-0.0004261i,-4.5065e-05-0.00023152i,-0.00088929-0.00015364i,-0.0010136-0.00024695i,0.000465-8.4039e-05i
-0.0049812+0.0010203i,-0.0047092+0.005375i,-0.0077463+0.0062657i,-0.026566+0.0079931i,-0.075579+0.03285i,-0.12513+0.082506i,-0.10866+0.11005i,-0.055464+0.092354i,-0.035702+0.067285i,-0.030122+0.056348i,-0.014684+0.0422i,-0.0030928+0.018213i,-0.0019963-0.00068524i,-0.0060775-0.0098292i,-0.010345-0.012863i,-0.0091167-0.010921i,0.00012841-0.0070403i,0.0076054-0.0041997i,0.00705-0.0017582i,0.0034245-0.00086616i,0.001323-0.0032553i,-5.3316e-05-0.0052921i,-0.0011652-0.0049025i
0.0053482-0.00012424i,0.0059128-0.0033987i,-0.0017503-0.0037692i,-0.016122+0.0079329i,-0.00355+0.037931i,0.058068+0.065218i,0.098887+0.045629i,0.073271+0.0016042i,0.043342-0.010112i,0.039652-0.0061754i,0.03003-0.011956i,0.0076637-0.0089758i,-0.0059614+0.0022262i,-0.0070236+0.0086592i,-0.0040218+0.012377i,-0.0011335+0.010072i,-0.00072135+0.00055266i,-0.0023069-0.0073853i,-0.0045426-0.0082096i,-0.0059218-0.0049781i,-0.0061035-0.0021586i,-0.0043896-0.0013951i,-0.0013528-0.001853i
-0.0013224+0.0010258i,-0.00026641+0.0036709i,0.015929+0.0042147i,0.058793-0.021389i,0.093659-0.096196i,0.066157-0.17813i,0.00018895-0.17264i,-0.025751-0.099155i,-0.016532-0.058448i,-0.022098-0.048948i,-0.025021-0.027723i,-0.0067185-0.0064816i,0.0103+0.0012772i,0.016159+0.0016241i,0.015593-0.0017226i,0.0091932-0.0036815i,-0.00054781+0.00019046i,-0.0054942+0.0052354i,-0.0033248+0.0049157i,0.00046906+0.0017537i,0.002256+0.0025533i,0.002142+0.0054193i,0.0006397+0.0069843i
-0.0028634+0.00030997i,-0.00033542+0.0011022i,-0.0087351+0.00042714i,-0.043825+0.0067045i,-0.095012+0.04765i,-0.11608+0.10473i,-0.076608+0.11547i,-0.025663+0.086751i,-0.012614+0.067434i,-0.010327+0.060538i,-0.0028619+0.045121i,-0.0015144+0.021389i,-0.0044031+0.0013078i,-0.0074666-0.0069774i,-0.011403-0.0068343i,-0.011106-0.0042735i,-0.0028681-0.0018626i,0.0049489-0.0016275i,0.0056953-0.00062643i,0.0039434+0.0011903i,0.003682-0.00010505i,0.0037065-0.0021427i,0.0028429-0.0026987i
-0.0022219-0.00088708i,-0.0051312+0.00050489i,-0.0122+0.009342i,-0.0095469+0.0418i,0.026036+0.087112i,0.079403+0.10492i,0.090136+0.074948i,0.055174+0.024756i,0.034109-0.0055989i,0.035086-0.019948i,0.024517-0.025869i,0.004793-0.014237i,-0.0052042+0.0031077i,-0.0036336+0.011831i,0.0028055+0.013588i,0.0067355+0.010315i,0.0049414+0.0035942i,9.4967e-05-0.0016767i,-0.0042469-0.0036784i,-0.0061135-0.0031732i,-0.0064737-0.0025664i,-0.0053768-0.0028981i,-0.0019453-0.0036518i
0.0022182+0.0037507i,0.0078883+0.0063372i,0.026977-0.005834i,0.058037-0.063886i,0.064389-0.17i,0.018379-0.24303i,-0.032206-0.20584i,-0.039012-0.11669i,-0.031125-0.062757i,-0.037078-0.036228i,-0.030942-0.013283i,-0.0074193-0.003344i,0.0094291-0.0040531i,0.013333-0.0064576i,0.01009-0.010757i,0.0036921-0.012342i,-0.0030767-0.0068612i,-0.0056125+0.00014701i,-0.0027408+0.0013538i,-0.00024877-0.001052i,-0.00056475-2.7676e-05i,-0.0015416+0.0036502i,-0.002474+0.0057981i
0.0012395-0.00028242i,-0.0012621-0.0015524i,-0.016122+0.0023895i,-0.056066+0.032086i,-0.096245+0.099794i,-0.088324+0.15561i,-0.037585+0.13774i,-0.00024402+0.089795i,0.0071368+0.069008i,0.011116+0.060164i,0.011333+0.043208i,0.0026148+0.021837i,-0.0046198+0.0058384i,-0.0081055+7.32e-05i,-0.011672+0.0013672i,-0.011244+0.0041103i,-0.0039997+0.0032328i,0.002593+0.00025101i,0.0040223+0.00093105i,0.0046518+0.0034419i,0.0060634+0.0029971i,0.006198+0.0018141i,0.0053587+0.0021155i
-0.0018851-0.0021867i,-0.0032506+0.0045019i,0.0006593+0.019683i,0.028843+0.049101i,0.080362+0.079016i,0.11518+0.084757i,0.095583+0.06365i,0.050054+0.025394i,0.02719-0.011254i,0.02211-0.032199i,0.012133-0.034027i,-0.00014618-0.015975i,-0.0028894+0.0043177i,0.00052967+0.012427i,0.0059733+0.011916i,0.010335+0.0075843i,0.0086845+0.0028419i,0.0035365-0.00043904i,-0.00038836-0.0020955i,-0.0034326-0.0019466i,-0.0053584-0.0023135i,-0.0036195-0.0042521i,-7.4037e-05-0.0058625i
0.0047139-0.0027099i,0.0094382-0.0070149i,0.017674-0.034916i,0.013908-0.11004i,-0.021579-0.21274i,-0.071225-0.26253i,-0.084719-0.21082i,-0.05975-0.11603i,-0.042064-0.050085i,-0.040347-0.014754i,-0.028754+0.0027774i,-0.0078608+0.0015424i,0.0043643-0.0068555i,0.005987-0.012182i,0.0022893-0.01594i,-0.0047788-0.015702i,-0.0090946-0.010445i,-0.0068864-0.004186i,-0.001999-0.001846i,0.00073966-0.0025145i,-0.00039335-0.00097569i,-0.0029061+0.0014877i,-0.0047427+0.0023162i
-0.0020439+0.0011473i,-0.0071629+0.0039219i,-0.02487+0.024101i,-0.046025+0.08488i,-0.043041+0.17169i,-0.013622+0.20787i,0.016387+0.16005i,0.030988+0.094114i,0.033113+0.061233i,0.032045+0.0456i,0.023171+0.030753i,0.0081377+0.018327i,-0.0014159+0.0093441i,-0.0056295+0.0059003i,-0.0082496+0.0084507i,-0.0067666+0.011615i,-0.002141+0.0089133i,0.00047847+0.0023722i,0.0026978-0.00070197i,0.0060043+0.0010829i,0.0074342+0.0023717i,0.0055656+0.0016447i,0.0031457+0.0023276i
0.0024458+0.0033319i,0.0078464+0.0063902i,0.02819+0.011165i,0.067296+0.010368i,0.10585+0.0052377i,0.11306+0.016667i,0.080643+0.029917i,0.035158+0.012077i,0.0093738-0.020721i,0.0023559-0.039801i,-0.0016999-0.036846i,-0.0037323-0.018509i,-0.0014155-0.0002628i,0.0033144+0.0075712i,0.0095596+0.0064786i,0.013809+0.0019603i,0.011023+0.00027526i,0.0046014+0.0015296i,-0.000615+0.0016923i,-0.0043603+0.00079227i,-0.006775-0.00038766i,-0.0049731-0.0019222i,-0.00079394-0.0023397i
0.0011267-0.0016805i,-0.0010778-0.010193i,-0.016631-0.039274i,-0.059044-0.097318i,-0.11768-0.16814i,-0.14493-0.20711i,-0.11704-0.17517i,-0.069666-0.096106i,-0.042331-0.029042i,-0.03382+0.0076838i,-0.022733+0.017334i,-0.0078919+0.0076295i,-0.0003801-0.0043449i,-0.00019481-0.010986i,-0.0036033-0.015289i,-0.0091141-0.016357i,-0.010302-0.012392i,-0.0057591-0.0072065i,-0.00080737-0.0049873i,-1.4263e-05-0.0041497i,-0.00188-0.00221i,-0.0033088+8.2447e-05i,-0.0028779+0.0009319i
0.0007053+0.0012931i,-0.00050487+0.010448i,0.0029451+0.044196i,0.023714+0.1104i,0.059713+0.17889i,0.079725+0.19729i,0.069824+0.14969i,0.054511+0.085785i,0.046244+0.044364i,0.039571+0.021269i,0.02644+0.011807i,0.011041+0.010181i,0.0025586+0.0088612i,0.00013506+0.0085244i,-0.00099098+0.012414i,-0.00019737+0.015042i,0.0012026+0.01036i,0.00071349+0.0036119i,0.0010393+0.0014423i,0.0033273+0.0016863i,0.005346+0.0016771i,0.0048124+0.0015793i,0.0022308+0.00069648i
-0.00066373+0.0016391i,0.007462-0.0021478i,0.023399-0.01746i,0.041539-0.046078i,0.054959-0.055729i,0.060681-0.029216i,0.045826+0.00024423i,0.011784-0.0027469i,-0.014001-0.020935i,-0.019162-0.029526i,-0.013475-0.026287i,-0.0073257-0.013009i,-0.0014424-0.0012582i,0.0045047+0.0027703i,0.0091796+0.0010724i,0.011194-0.0010299i,0.0093241+0.00066467i,0.004599+0.0025808i,-0.00031972+0.0033653i,-0.0034639+0.0034322i,-0.0050416+0.0018795i,-0.0038799+0.00071011i,-0.0012916+0.00068413i
-0.0045931-0.0024095i,-0.013108-0.004653i,-0.040698-0.0088472i,-0.090063-0.0275i,-0.13997-0.076948i,-0.15814-0.12938i,-0.1253-0.12675i,-0.068331-0.068669i,-0.030282-0.011073i,-0.017766+0.018541i,-0.012085+0.023976i,-0.0053573+0.011905i,-0.0026053-0.00065701i,-0.0043248-0.0065586i,-0.0090188-0.011507i,-0.013405-0.013656i,-0.011943-0.011863i,-0.0055517-0.0083836i,-0.00083551-0.0055475i,-0.00044428-0.0049088i,-0.0019634-0.0036318i,-0.0019103-0.0011892i,-0.001236+0.00056897i
0.000412+0.0036603i,0.00866+0.010533i,0.036941+0.030528i,0.088469+0.06814i,0.13658+0.11518i,0.14481+0.14147i,0.11282+0.11925i,0.075855+0.066736i,0.051411+0.022573i,0.035189+0.0008281i,0.02226-0.0021216i,0.011666+0.0036821i,0.0060349+0.0072686i,0.0036341+0.0092587i,0.0033925+0.013399i,0.0044564+0.014618i,0.0025549+0.0099203i,-0.00056246+0.0035109i,-0.0011484+0.00057136i,0.0013212+0.001167i,0.0042547+0.0015444i,0.0039467+0.0015429i,0.0027587+0.0012068i
-0.00072763-0.0012579i,-0.0026448-0.0086959i,-0.012413-0.02732i,-0.026172-0.049584i,-0.02422-0.053212i,-0.0050361-0.029752i,0.002072-0.0083102i,-0.015048-0.0048475i,-0.02966-0.0080457i,-0.0271-0.013938i,-0.017561-0.016833i,-0.008971-0.011158i,-0.0027308-0.004104i,0.0018155-0.0017176i,0.005738-0.0027376i,0.0084354-0.0033458i,0.0079636+6.804e-06i,0.0043156+0.0044857i,0.0003218+0.006318i,-0.0014135+0.0044384i,-0.0014445+0.0023978i,-0.001076+0.0021561i,-0.0007553+0.001449i
-0.0035828-0.00018332i,-0.0081159+0.0081814i,-0.020668+0.02395i,-0.048417+0.026186i,-0.094376-0.011688i,-0.12622-0.071475i,-0.10728-0.085166i,-0.053327-0.044728i,-0.013096-0.0042194i,-0.004018+0.018235i,-0.0046929+0.023524i,-0.0034441+0.014479i,-0.0028946+0.003945i,-0.0045578-0.0033384i,-0.0090913-0.0086787i,-0.014012-0.011057i,-0.013036-0.011477i,-0.0063092-0.010803i,-0.001236-0.0099881i,-0.00072985-0.0087614i,-0.0027707-0.0060937i,-0.0031206-0.0031903i,-0.0021295-0.00029898i
-0.001111-0.0014602i,0.0098523-0.0036706i,0.037061-0.0087742i,0.084905-0.0056545i,0.13656+0.025044i,0.14995+0.070727i,0.11892+0.077028i,0.076642+0.0389i,0.043007+0.0021076i,0.024514-0.013572i,0.015329-0.01286i,0.0092821-0.0041484i,0.0061647+0.0038141i,0.0051381+0.0075819i,0.0071143+0.011261i,0.008529+0.012453i,0.0043216+0.0085875i,-0.0013554+0.003696i,-0.0033967+0.00095653i,-0.0014266+0.0019181i,0.00085861+0.0027295i,0.0017641+0.0020172i,0.00199+0.0011864i
-0.0016002-0.0018615i,-0.010536-0.0029398i,-0.031609-0.0036867i,-0.057858-0.00023451i,-0.060633+0.0046154i,-0.032648+0.0050272i,-0.017618+0.001656i,-0.02942+0.0021254i,-0.033255+0.005349i,-0.024334+0.0014131i,-0.016768-0.0053809i,-0.011346-0.0053409i,-0.0064223-0.0019154i,-0.0012274-0.0012254i,0.0036835-0.003254i,0.0062768-0.0031625i,0.006695+0.00024186i,0.0046623+0.0047619i,0.0020238+0.0071233i,0.0013327+0.0052662i,0.0007067+0.0019166i,-0.00030609+0.00056775i,-0.00057958+0.00015028i
-0.00078841-0.0020102i,0.0038797+0.0045135i,0.0092068+0.014031i,0.00090203+0.011715i,-0.042186-0.020276i,-0.09475-0.059552i,-0.090079-0.059003i,-0.037798-0.027122i,-0.0033088-0.0032638i,0.0018038+0.012523i,0.00089225+0.020749i,0.0011529+0.014321i,0.00019919+0.0054219i,-0.0036663-0.00083685i,-0.0099319-0.0052002i,-0.014219-0.006739i,-0.012687-0.0077125i,-0.0066001-0.0093632i,-0.002966-0.0097359i,-0.0029735-0.0085888i,-0.0031656-0.0062139i,-0.0039131-0.0019387i,-0.0029945+0.0010137i
0.00097945-0.0019483i,0.0012974-0.0097925i,0.0084554-0.024874i,0.031814-0.0357i,0.077473-0.011738i,0.12016+0.035927i,0.11381+0.046432i,0.06754+0.016085i,0.030549-0.0082924i,0.016446-0.017639i,0.011331-0.017614i,0.0068373-0.0099421i,0.0037203-0.0015023i,0.0055696+0.0051764i,0.010125+0.0090933i,0.010124+0.0082284i,0.0047741+0.0071176i,0.0003819+0.0059877i,-0.00055284+0.0040485i,0.00011013+0.0041148i,0.0016532+0.0040303i,0.0023558+0.0027062i,0.0018057+0.0014965i
-0.0013623+0.0048461i,-0.004601+0.012794i,-0.013805+0.032085i,-0.022212+0.055021i,-0.019939+0.054614i,-0.017069+0.024768i,-0.026277+0.0048219i,-0.03261+0.010845i,-0.02613+0.016628i,-0.019814+0.011041i,-0.016562+0.0039726i,-0.010896+0.001328i,-0.0044228+0.00062129i,-8.2849e-05-0.001838i,0.0013162-0.0047826i,0.0037256-0.0058972i,0.0064248-0.0032391i,0.0053853+0.0013453i,0.0035774+0.0042952i,0.0032569+0.0033158i,0.0024257+0.00018138i,0.0010793-0.0011863i,3.4787e-05-0.00061495i
0.00027745-0.00075184i,0.0060822-0.0042226i,0.015319-0.013584i,0.0060529-0.033399i,-0.044526-0.053251i,-0.091617-0.053575i,-0.07135-0.035385i,-0.019449-0.018393i,0.0045106-0.0078035i,0.0068236+0.0054746i,0.0057377+0.01318i,0.0036747+0.009299i,0.0010424+0.0033561i,-0.0034936+0.00039142i,-0.0097661-0.00090969i,-0.014099-0.0023968i,-0.012087-0.005634i,-0.0073211-0.0088889i,-0.0049099-0.0088156i,-0.0048408-0.0072217i,-0.0045547-0.0048045i,-0.0045561-0.0019897i,-0.0040228-0.00030768i
-0.0010528-0.0002954i,-0.0081464-0.0010708i,-0.016415-0.0058842i,-0.0049323-0.0033948i,0.05097+0.012739i,0.10894+0.028257i,0.1008+0.022063i,0.051121+0.0025199i,0.017933-0.0097288i,0.0078794-0.017288i,0.0055535-0.01922i,0.0041958-0.011826i,0.0035529-0.0026094i,0.0064058+0.0036398i,0.010751+0.0069492i,0.010401+0.0074566i,0.0054915+0.0065885i,0.0011159+0.005793i,7.28e-05+0.0048618i,0.00087651+0.0042643i,0.0021847+0.0034828i,0.0028387+0.0025351i,0.0021537+0.001507i
0.00054711-0.00010648i,0.0054278+0.0057819i,0.016202+0.021837i,0.027342+0.037111i,0.018102+0.029962i,-0.0097362+0.0095565i,-0.030519+0.0049594i,-0.031043+0.014103i,-0.021045+0.019174i,-0.016696+0.018549i,-0.01563+0.015136i,-0.0099825+0.010093i,-0.0032466+0.0049376i,-0.00056156+3.8629e-05i,-0.00059996-0.0045191i,0.0016032-0.0057247i,0.0042682-0.0037964i,0.0048818-0.0014841i,0.004272-9.3025e-06i,0.0034248+0.00045413i,0.0030864+0.00044437i,0.0021324-0.00045247i,0.00069723-0.001322i
0.0003632-0.0023379i,-0.0017297-0.0094892i,-0.010105-0.026973i,-0.038847-0.045328i,-0.081966-0.042881i,-0.097531-0.024812i,-0.055427-0.013229i,-0.0046525-0.011722i,0.0097908-0.011029i,0.0090375-0.0032667i,0.0077135+0.0031376i,0.0047219+0.0027572i,0.00039462+0.0012437i,-0.0044455+0.00099697i,-0.0081955+0.0013915i,-0.01047+0.00070744i,-0.0094666-0.0026314i,-0.0068438-0.0057079i,-0.0056878-0.0061425i,-0.0048933-0.0040161i,-0.0047617-0.0018247i,-0.0047661-0.00038935i,-0.0033802+0.0008562i
-0.0010069-0.0019183i,-0.0046884+0.0044392i,-0.0064386+0.017339i,0.015727+0.032191i,0.071723+0.030406i,0.11559+0.016658i,0.08986+0.0027867i,0.031978-0.0049639i,0.005641-0.0084193i,0.0023432-0.016719i,0.00018974-0.019472i,-0.0014032-0.011213i,0.00075972-0.0023481i,0.0059887+0.0016657i,0.0095964+0.0018241i,0.0085615+0.0020884i,0.0048204+0.0044004i,0.0028649+0.0056711i,0.0032591+0.0044754i,0.0023468+0.0033421i,0.00089982+0.0029818i,0.00076122+0.0028355i,0.00089975+0.0024484i
0.0036961-0.0012829i,0.011022-0.0024497i,0.025686-0.0077433i,0.036063-0.015988i,0.017812-0.019892i,-0.021569-0.014356i,-0.039797+0.0031249i,-0.027321+0.018425i,-0.014975+0.021038i,-0.012911+0.022663i,-0.0099199+0.022464i,-0.0048426+0.015164i,-0.0020909+0.0067203i,-0.0025354+0.00074861i,-0.002816-0.0028216i,-0.0012605-0.0050718i,-4.6971e-05-0.0053517i,5.5427e-05-0.0027864i,0.00097648-0.00033988i,0.0025657+0.0001614i,0.0033628-0.00027386i,0.0029535-0.00092496i,0.0022284-0.0020011i
-0.0030515+0.00053484i,-0.010762-0.0012425i,-0.034792-0.0033086i,-0.074244+0.0028824i,-0.10127+0.018226i,-0.082288+0.024555i,-0.028317+0.0079994i,0.0074247-0.01228i,0.01188-0.016071i,0.0090706-0.010639i,0.006498-0.0061487i,0.0021715-0.0018796i,-0.0013383+0.0028705i,-0.0029994+0.0056327i,-0.0048021+0.0057853i,-0.0061328+0.0044528i,-0.0058628+0.00057163i,-0.0047838-0.0030255i,-0.003513-0.004049i,-0.0024795-0.0039086i,-0.0022356-0.0025613i,-0.0023999-0.0011163i,-0.0019658+0.0002294i
-0.001957+0.00022349i,0.0031261+0.0059835i,0.021728+0.017244i,0.063302+0.019335i,0.11265-0.0022675i,0.12087-0.026473i,0.069707-0.02222i,0.017866-0.0041293i,0.0013074-0.0014742i,-0.0026905-0.009972i,-0.0043208-0.013416i,-0.0031163-0.0089587i,-0.00036187-0.0034806i,0.0043195-0.0020386i,0.0076866-0.0019159i,0.0074387-0.00023833i,0.0059351+0.0023832i,0.0053865+0.0030059i,0.0037973+0.0015478i,0.0010414+0.00093687i,-0.00053518+0.0010625i,-0.00054018+0.0018486i,-0.00023558+0.0019749i
-0.00070521-0.0041924i,-0.00087245-0.0081269i,-0.0029937-0.0227i,-0.014487-0.03904i,-0.039778-0.03321i,-0.057943-0.0028886i,-0.044849+0.018924i,-0.021201+0.019581i,-0.010017+0.020366i,-0.0053034+0.026384i,-0.0006648+0.025051i,0.0017962+0.015475i,0.0013372+0.0062701i,-0.0011722+0.0019007i,-0.0033554-0.00047785i,-0.0031569-0.002698i,-0.0016205-0.0032016i,-0.0010108-0.0016166i,-0.00056788+0.00021596i,0.00044488+0.0013816i,0.0011067+0.0016043i,0.0023571+0.00036603i,0.0031867-0.00094104i
0.00053256-7.1012e-05i,-0.0049937+0.0068778i,-0.020194+0.024837i,-0.0415+0.054384i,-0.048995+0.073589i,-0.030091+0.052731i,-0.0012715+0.0068449i,0.012478-0.019846i,0.0097658-0.024217i,0.0040612-0.022029i,-0.0002145-0.015201i,-0.0024813-0.0053749i,-0.0017386+0.0024339i,-0.00055721+0.0053443i,-0.00032591+0.0050273i,-0.0012195+0.0034905i,-0.0028878+0.00047495i,-0.0033377-0.002399i,-0.0025885-0.0034695i,-0.0017757-0.0036986i,-0.001846-0.0033389i,-0.0029141-0.0017487i,-0.0029533+4.8921e-05i
0.0012375+0.0016343i,0.0096495-0.0013184i,0.033583-0.011881i,0.071608-0.040654i,0.097522-0.076399i,0.082986-0.075599i,0.037997-0.031272i,0.0051562+0.0040284i,-0.0017096+0.007526i,-0.0029353-0.0010491i,-0.0050863-0.0051704i,-0.0053504-0.0037494i,-0.0031955-0.0030358i,0.00064348-0.0046204i,0.0030725-0.0049868i,0.0034281-0.0025585i,0.0033826+0.00086008i,0.0039639+0.001815i,0.0029955+0.00083659i,5.7739e-05+0.0010511i,-0.002446+0.0021503i,-0.002959+0.0030422i,-0.0018225+0.0024422i
-0.002436-0.00018761i,-0.0075654-0.0020827i,-0.025511-0.0058315i,-0.054672-0.0021968i,-0.073803+0.019471i,-0.064184+0.039858i,-0.034796+0.03435i,-0.011931+0.019498i,-0.0043104+0.01727i,0.0010583+0.021743i,0.005867+0.018686i,0.0058677+0.010282i,0.0028947+0.0041264i,-0.00019389+0.0016715i,-0.0013256+0.00076684i,-0.0013614-0.0016458i,-0.0014195-0.0032734i,-0.001109-0.0011928i,0.00059238+0.0016144i,0.001091+0.0022117i,0.0011784+0.0013342i,0.001825+0.0005844i,0.001714-5.5476e-05i
-0.00035443+0.0017198i,0.0020779+0.0081723i,0.0080737+0.028998i,0.019084+0.058511i,0.02624+0.067882i,0.023408+0.035985i,0.017171-0.0071555i,0.010364-0.026259i,0.0030091-0.027411i,-0.004226-0.023229i,-0.0069168-0.014858i,-0.0045627-0.0057214i,-0.00085122+0.00088845i,0.0018257+0.0030559i,0.0014961+0.001728i,-0.00029323+0.001263i,-0.0013348-0.00012026i,-0.0016153-0.0022509i,-0.0017981-0.0025145i,-0.0018039-0.0023039i,-0.0020168-0.0024158i,-0.0018423-0.0012021i,-0.00056031+0.00079573i
-0.00060671-0.00033729i,0.0020113-0.0073165i,0.0073342-0.031086i,0.016631-0.07515i,0.022656-0.10913i,0.017207-0.089147i,0.0047703-0.028947i,-0.00080517+0.0099513i,0.00019972+0.013032i,-5.6059e-05+0.0066575i,-0.0017936+0.0024849i,-0.002468+0.0019383i,-0.0026653+0.0018151i,-0.0024619-0.00063564i,-0.0007862-0.0021971i,0.001005-0.0015541i,0.0018778-0.00059368i,0.0019324-0.00058376i,0.0010637-0.0009435i,-0.00063076-0.00041026i,-0.0023736+0.00091081i,-0.0022555+0.0012733i,-0.0012399+0.00068158i
-0.0013529-0.0018786i,-0.0061907+0.0046987i,-0.020151+0.020648i,-0.03921+0.050066i,-0.045289+0.079081i,-0.028518+0.079087i,-0.0068371+0.044724i,0.0007036+0.014593i,0.0023369+0.01081i,0.0066451+0.012457i,0.0080773+0.0077526i,0.0048726+0.003106i,0.0016223+0.0011824i,0.0011633+0.0013027i,0.00062884+0.0012694i,-0.0013583-0.0002819i,-0.0017965-0.00054121i,-0.0003352+0.00093579i,0.0016243+0.0020452i,0.0031693+0.0025993i,0.0040499+0.0021184i,0.0036146+0.00089411i,0.0025404-5.3299e-05i
0.00082532-2.2999e-05i,0.007254+7.7703e-05i,0.026397+0.0032318i,0.051471+0.0064178i,0.059626+0.0015293i,0.038792-0.015695i,0.011845-0.028506i,-5.8836e-05-0.026721i,-0.0046499-0.024263i,-0.0094608-0.020393i,-0.0099631-0.011028i,-0.0053065-0.0020264i,-7.5157e-05+0.002032i,0.0022156+0.00176i,0.0019274-0.00041421i,0.00098845-0.0016783i,-0.00031271-0.0013706i,-0.001428-0.0012427i,-0.0017858-0.0020329i,-0.0018033-0.0024956i,-0.0017736-0.0025869i,-0.0011647-0.0022658i,-7.2055e-06-0.00099132i
-0.0031026+0.00085315i,-0.0078233-0.0033904i,-0.022257-0.020748i,-0.044399-0.052871i,-0.057039-0.074451i,-0.041308-0.051337i,-0.013897-0.0047504i,0.00018767+0.016939i,0.0032254+0.015047i,0.0031902+0.0095933i,0.0014802+0.0064003i,-0.00084925+0.0047826i,-0.002134+0.0031767i,-0.0028802+0.0015863i,-0.002374+0.0013185i,-0.00078812+0.001017i,0.00083293+0.00079589i,0.0015043+0.00024355i,0.00029763+0.0001321i,-0.0012585+0.0010543i,-0.0016065+0.0017656i,-0.0014738+0.0015923i,-0.0014092+0.00083506i
0.0019739+0.0013434i,0.004786+0.0095638i,0.0090078+0.032034i,0.019812+0.070207i,0.033226+0.096579i,0.034566+0.07576i,0.021354+0.028234i,0.0092452+0.003651i,0.0056976+0.0034297i,0.0056452+0.0041518i,0.0046269+0.00075162i,0.0026875-0.0024615i,0.0016829-0.0030314i,0.0010875-0.0019691i,0.00030241-0.0011307i,-0.0013863-0.0012863i,-0.0025703-0.0010492i,-0.00096993+0.00039663i,0.0010716+0.00090143i,0.0020917+0.00026523i,0.0025127-0.0001569i,0.0021354+9.5701e-05i,0.0005639+0.00014677i
0.00025895-0.0026463i,0.0028866-0.0079861i,0.011853-0.021727i,0.02399-0.043195i,0.022262-0.057704i,0.0037463-0.050353i,-0.01031-0.031211i,-0.011258-0.019068i,-0.01062-0.01546i,-0.011871-0.01062i,-0.0090308-0.0043614i,-0.0032073+4.7066e-05i,0.00034492+0.0023452i,0.0010256+0.0015245i,0.00093432-0.00043721i,0.001046-0.0010976i,-3.7556e-05-0.00089655i,-0.0022412-0.00050385i,-0.0032277-0.00018198i,-0.002753-0.0014716i,-0.0031359-0.0028281i,-0.002393-0.0023135i,0.00024352-0.00075197i
-4.5935e-05+0.001405i,-0.0058769+0.0034947i,-0.025002+0.0049887i,-0.055186+0.0038275i,-0.06824+0.00085244i,-0.043249+0.0042769i,-0.007359+0.015037i,0.0086458+0.01933i,0.0097004+0.014415i,0.0075574+0.0087607i,0.0033602+0.0055248i,-7.0242e-05+0.0048221i,-0.0014964+0.0043797i,-0.0026426+0.0037327i,-0.0015824+0.0025784i,0.00026756+0.00098987i,0.00052817-6.6671e-05i,0.000772-0.00089719i,0.00038084-0.00016032i,-0.00065859+0.0013402i,-0.00053027+0.0022169i,-0.0009505+0.0019953i,-0.0020184+0.00056919i
0.00024695+0.00082724i,0.0071265+0.00277i,0.026555+0.012716i,0.059241+0.028479i,0.08108+0.03679i,0.066684+0.02552i,0.031316+0.0024338i,0.0081493-0.0075512i,0.0026606-0.0032737i,0.0016665-0.0013817i,-0.00060075-0.0031658i,-0.0018876-0.0047033i,-0.00019064-0.003887i,0.002093-0.0036005i,0.0011419-0.0039061i,-0.00024099-0.0025186i,-0.00029547-0.0010959i,0.00069526-0.00068673i,0.0020789-0.0012018i,0.0024881-0.0002684i,0.0017199+0.00069934i,0.0010787+0.0011074i,0.0012282+0.0013545i
-0.0007978-0.0013461i,-0.003714-0.0050518i,-0.012227-0.017589i,-0.026383-0.039087i,-0.038048-0.048587i,-0.039615-0.035413i,-0.02936-0.016136i,-0.01537-0.0057433i,-0.0097481-0.0051686i,-0.0077339-0.0032308i,-0.0030387+0.0020291i,0.0010824+0.0047822i,0.0019866+0.0049985i,0.0013965+0.0034115i,0.00025263+0.001063i,-0.00098103-0.00030094i,-0.0013921-0.00033496i,-0.0016106+9.9741e-05i,-0.0019695+0.00058561i,-0.0023432-7.4719e-05i,-0.0020577-0.0011979i,-0.0010045-0.00099157i,-9.8362e-05-0.00015632i
0.0016502+8.2084e-05i,0.0007634+0.0058731i,-0.0054484+0.019527i,-0.017782+0.037654i,-0.024325+0.043141i,-0.0096117+0.033714i,0.010962+0.022154i,0.014453+0.013503i,0.0097025+0.0079544i,0.0057292+0.004845i,0.0019013+0.0035256i,-0.00011833+0.002896i,-0.00083685+0.00334i,-0.0013255+0.0039196i,0.00047722+0.0036131i,0.0025976+0.0020177i,0.002653-0.00049861i,0.00092746-0.0018619i,-0.00093307-0.0010293i,-0.0012426+0.00046922i,-0.0012341+0.00093318i,-0.0016614+0.0010147i,-0.0025672+0.00087774i
