0.00068784+0.00057352i,0.001285+0.00064123i,0.0012899-0.0008579i,0.00035188-0.0021233i,-0.00049157-0.0032268i,-0.00044069-0.0026223i,-0.00080576-0.00092567i,-0.00030188+0.00023138i,0.0006767+0.0012886i,0.0013202+0.00063026i,0.0012115-0.0005157i,4.1142e-05-0.00036517i,-0.00038372+0.0003593i,-0.00059481+0.0010226i,-0.00062305+0.00031357i,-0.00014855-0.00036249i,-0.00029879-0.00027927i,-0.00013909+1.4029e-05i,0.00052078-3.1244e-06i,0.00050869-0.00016602i,-0.00011861-0.00038225i,-1.6262e-05-0.00041522i,0.00044738-0.00010244i
-0.00031336+0.00041285i,-0.00037058+0.00084662i,0.00082614+0.0013794i,0.001992+0.00048992i,0.0025672-0.0009197i,0.0015418-0.0019127i,-0.0013919-0.0019942i,-0.0037611-0.0010184i,-0.003052+0.00033375i,-0.0015303+0.001362i,-0.00066248+0.00076186i,-0.00023794+0.00027735i,0.00040216+0.0004632i,0.00021898+1.5393e-05i,0.00020335-0.00045554i,0.00099038-0.0012092i,0.00088993-0.0007573i,0.00011945+0.00046023i,6.6039e-05+0.00065061i,8.5442e-05+0.00093485i,0.00058552+0.0010919i,0.00091561+0.00059226i,0.00050497-9.4142e-05i
-0.00011629+0.00063874i,0.00038058+0.00016943i,0.0018429+0.0020541i,0.0035959+0.0033446i,0.004674+0.0021128i,0.0034937-0.00031475i,0.001429-0.0015834i,-1.4951e-05-0.0011831i,-0.0009171-0.00070244i,-0.00063949-9.9923e-05i,0.00067002-0.00011483i,0.0016581-0.00057367i,0.0010731-0.00051776i,0.00032227-0.00027394i,0.00027566+3.5715e-05i,0.00094601+0.00047958i,0.00099409+0.0010647i,0.00079751+0.0011137i,0.00093833+0.00058726i,0.00079703+0.00032057i,0.00023032+0.00078224i,0.00018746+0.00094756i,0.00034219+0.00053127i
-0.00060394-0.0022979i,0.00025865-0.0018545i,0.0004003-0.0006812i,0.0017646+0.00066341i,0.00365+0.0013416i,0.0033024+0.00080808i,0.0017133+0.0011016i,0.0005463+0.0016338i,-0.00026659+0.0012047i,-6.6271e-06+0.00054141i,0.0012048-0.0003986i,0.00055088-0.00043753i,-0.00066649-0.00059886i,-0.00020573-0.00030896i,0.00045795+0.00037223i,0.00067871-0.00016701i,0.000755-0.00014096i,0.0016675+0.00043364i,0.001351-9.174e-05i,-0.00013739-0.0009728i,-0.00031982-0.0013225i,-5.5901e-05-0.00061181i,-0.00023502+0.00048297i
0.0018105+0.00095336i,0.00073774+0.00032448i,0.00068892+0.001346i,0.0012268+0.002468i,0.0023933+0.0014172i,0.0030284+0.00041054i,0.0018554+0.00059024i,-0.00011483+0.0006413i,-0.00056867+2.1569e-05i,0.00016788-0.0001527i,0.0009914-0.0001869i,0.00071859-0.00050386i,0.00023965-0.00014281i,0.00013714+0.00012832i,0.00034333+0.00062398i,0.00016954+0.00087655i,0.00036254-8.8191e-05i,0.0012911-0.00073449i,0.0015134-0.00061211i,0.00097011-0.00060944i,0.00015419-0.00056753i,-0.00027743-0.00019636i,0.00014855+7.1715e-05i
-0.00049646+0.00090681i,-8.24e-05+0.00025621i,0.00066369+0.00074603i,0.0018966+0.0011204i,0.0032023+0.0006359i,0.0028392-0.00057442i,0.0018788-0.00054612i,0.00048001-2.8745e-06i,-0.00056644-0.00027784i,-0.00087144-0.00027232i,-0.00076178-0.00036463i,-0.00089425-0.00060361i,-0.00054388-0.00035862i,-0.00013563-0.00012149i,5.3091e-06+0.00037958i,-3.6208e-06+0.0011436i,0.00014663+0.00039198i,0.00025045-0.0010326i,9.5414e-05-0.00088717i,-0.00047469-8.2615e-05i,-0.00089788+0.00071212i,-0.0005614+0.00052605i,-0.00043059+0.00019161i
-0.0007106+0.001315i,-0.00091004+0.0015791i,-0.00025967+0.0025152i,0.0013573+0.0037899i,0.0028597+0.0028316i,0.002257+0.00031945i,0.00090004-0.0017556i,-0.0002595-0.0019534i,-0.00091376-0.00070258i,-0.00029477+3.082e-07i,0.00018106-3.1643e-05i,0.00028789-0.00030062i,0.0004529+0.00028395i,0.00031215+0.00064245i,0.00045915+0.00062469i,1.058e-05+0.00060248i,-0.00085125+0.001057i,-0.0012044+0.00076484i,-0.00062264+0.00037744i,0.00020884+0.00052371i,-5.7272e-05+0.0010208i,-0.00034536+0.0012712i,6.0497e-05+0.00042579i
0.00092691-0.00056107i,0.00062023+0.000283i,0.0006829+0.00093267i,0.0014031+0.0014648i,0.0020349+0.0010023i,0.0017455+0.00052901i,0.00070673+0.00019191i,-0.00041864-4.826e-05i,-0.0013871-0.00045294i,-0.00076508-0.00033529i,0.00039585+0.00068754i,0.00012881+0.00091319i,-9.8438e-05-0.00019735i,0.00036971-0.00063641i,0.00044566-0.00047385i,0.00015692+1.3053e-06i,0.00028298+0.00059388i,0.00047918+0.00044505i,5.6385e-05-0.00055519i,-0.00015529-0.00011912i,0.0007911+0.00049087i,0.0011636+9.1222e-05i,0.00027057-0.00015963i
-0.00076055+0.00071933i,-6.6725e-05-0.00024744i,0.0013528+0.0010567i,0.002724+0.0018084i,0.0042531+0.00080322i,0.0041625-0.00012575i,0.0014808-0.00070415i,-0.00085053-0.00018764i,-0.0013158+0.00075045i,-0.00043736+0.001955i,0.00010918+0.0019079i,-0.00039856+0.0010108i,-0.00070175+0.0010348i,-0.00033771+0.00087537i,0.00039603+0.00040658i,9.4143e-05+0.00032363i,-0.00045633+0.00053713i,0.00029114+0.00071087i,0.0004151+0.00043584i,-0.00011366+0.00011757i,0.00010417-2.1529e-05i,6.3945e-05+0.00036522i,0.00018699+0.00050778i
0.00025808+0.00043994i,-0.00032726+0.0011021i,-7.0917e-06-0.00020717i,0.0007566-0.00058969i,0.0019435-0.00058521i,0.0017643-0.0015049i,-9.4562e-06-0.0019643i,-0.0012052-0.0014657i,-0.00080277+0.00020314i,2.8208e-06+0.0018341i,0.00077227+0.0015687i,0.00058404+0.00025397i,-8.8707e-05-0.00017109i,-0.00048395+3.3413e-05i,-0.00068519+0.00048843i,-0.000131+0.0010622i,0.00040386+0.00055339i,0.00053674-0.00040115i,-7.1769e-05-3.6152e-05i,-0.00034278+1.8056e-05i,-0.00051194-0.00059708i,-0.0006696-0.00032156i,-0.00050589-0.00010978i
1.7387e-05+0.00020675i,-7.4126e-05+0.00021548i,0.00049317+0.00085527i,0.0021751+0.001878i,0.0046188+0.0014844i,0.0048366+0.00070006i,0.0024643+0.00074005i,0.0010991+0.00058078i,0.0016801+0.00019917i,0.0013149-0.00020896i,0.00061968-0.00078452i,-0.00020473-0.00084951i,-0.00071977-0.00024297i,-7.1722e-05+0.00070332i,0.00048304+0.0011826i,0.00040724+0.00085701i,0.00046315+0.00049081i,0.0014497-0.00088408i,0.0021461-0.0023874i,0.0013009-0.0020083i,2.5106e-05-0.00046541i,-0.00066344+0.00028809i,-0.00075999+0.00011172i
0.00043324+0.00031028i,0.00071389-9.7039e-05i,0.00096959-0.00048627i,0.00071359+0.00062462i,0.0014383+0.0012523i,0.0016668+0.0014246i,0.00090383+0.0015921i,-0.00029526+0.00082017i,-0.00062012+0.00045477i,-0.00018825+0.00030626i,-0.00048382-0.00076151i,-0.00044116-0.0017716i,-5.9204e-05-0.00064622i,-6.6213e-05+0.0010165i,0.00024797+0.00061527i,0.00020061-0.00042611i,-0.00010476-0.0001429i,-7.4304e-05-0.00011149i,0.0003313-0.00061703i,0.00055557-7.9304e-05i,-2.6659e-07-0.00014677i,-0.00013416-0.0003375i,-0.00046441-0.00032961i
0.0014993+0.0015391i,6.0456e-05+0.0013692i,0.00065449+0.0019359i,0.0028256+0.00163i,0.0050129-0.00040015i,0.0046182-0.0019133i,0.0021494-0.0014914i,0.0004732-0.0012677i,-3.7918e-05-0.0019306i,-0.00038843-0.0018365i,-0.00037845-0.0012058i,-0.00041511-0.00078235i,-0.001023-1.3381e-05i,-0.00089985+0.00050976i,-0.00019868+7.2896e-05i,-7.7569e-05-0.00026236i,-0.00021214+0.00032486i,0.00032537+0.00088628i,-0.00042203+0.0010428i,-0.00057005-0.0002759i,0.00064871-0.00073708i,0.0011096+0.00055213i,0.0011868+0.0013186i
-0.00018042-0.00080229i,0.00061131-0.00085659i,0.00099508-0.00086958i,0.001334+0.00091781i,0.0030955+0.0017035i,0.0047082+0.00070707i,0.0037823-0.00028908i,0.00072462-0.0015217i,-0.0012508-0.0013265i,-0.0011934+0.00032091i,-0.00059621+0.00065225i,-0.00025334+0.00057323i,0.00052364+0.0006096i,0.00086713+0.00056676i,0.0003738+0.00085774i,0.00036301+0.0007013i,0.0010045+0.00016416i,0.0015807+0.00049394i,0.00084412+0.00076563i,-0.00021894+0.00020054i,-0.00025093+0.00030059i,0.00030902+0.0004171i,0.0005094+9.1953e-05i
-0.00013767+0.001152i,-0.00013619+0.0010265i,0.0001552+0.00094389i,0.0015924+0.00068846i,0.0026501-0.00012716i,0.002148-0.0012744i,0.00027651-0.002232i,-0.00091355-0.00131i,-0.0013368+0.0010652i,-0.0013733+0.0030612i,-0.0002161+0.0025535i,0.00069051+0.0010922i,0.00026526+0.0005057i,-0.00033139+2.684e-05i,3.3562e-05-3.4821e-05i,0.00095416+0.00063438i,0.00082029+0.00062849i,0.00042717+0.0007136i,0.0010914+0.0013091i,0.0014208+0.00046118i,0.00082986-0.0011379i,0.0006753-0.0011676i,0.00084333-0.00024449i
-0.00061664+0.00089242i,-0.00012515+0.00067472i,0.00098763+0.0014019i,0.0026317+0.0018425i,0.0044651+0.00070503i,0.0030732-0.001035i,-0.00068083-0.00071513i,-0.0020844+0.00040329i,-0.0012457+0.0020248i,0.00063496+0.0025086i,0.0017413+0.0013668i,0.00159+0.0001931i,0.00068625-0.00035558i,-0.00031955+3.3355e-05i,-0.00011084+0.00044431i,-9.5569e-05+0.00043823i,-0.00021905-0.00016581i,0.00066048-0.00051539i,0.00072981-0.0007194i,0.00076769-0.0007074i,0.0013467-2.0838e-05i,0.00093911+0.00040634i,0.00049091+0.00041125i
-0.0021657+0.00085296i,-0.0015158+0.00016028i,-0.00095622+0.0022529i,0.0010218+0.0041556i,0.0038021+0.0030908i,0.0041538+0.001166i,0.0017782+0.00016008i,-0.00012415-0.00012211i,0.00011776-0.00023123i,0.0012039-3.364e-05i,0.0018177-0.0004068i,0.0012341-0.00073556i,0.00024445-9.8787e-05i,-0.00021335+3.0947e-05i,-0.00039623-1.5837e-05i,0.00016579-2.2819e-05i,-0.00022115+0.0002527i,-0.00078588-8.6822e-05i,-0.00072088-0.00043846i,-0.00073972+0.00015424i,-0.00021074+0.00032767i,0.00023939+0.0012362i,0.00014307+0.0015768i
-0.00079063-0.00071236i,9.3922e-05-0.00049982i,0.00070285+0.000346i,0.0013107+0.0018666i,0.0026838+0.0031173i,0.002554+0.002722i,0.00092016+0.00070341i,0.00026175-0.0010024i,-0.0001045-0.001129i,-0.00041067-0.0010899i,-0.00038365-0.0014077i,-0.00048387-0.0013486i,-7.4113e-05-0.0009511i,0.00023304-0.00040048i,-0.00012594+0.00029837i,-0.00050301+0.00063992i,-0.00033975+0.0001108i,-0.00081989+6.7242e-05i,-0.00043437+0.00061472i,0.00061558+0.00087195i,0.00055621+0.00062469i,-0.00033239+0.0003842i,-0.0008737+0.00013565i
-0.00053812+0.0022383i,9.4433e-05+0.0010715i,0.0012585+0.0020334i,0.0029242+0.0030883i,0.0048351+0.0019249i,0.0046717-0.00071251i,0.0025605-0.0016439i,0.00024478-0.00080756i,-0.0011821-0.0003419i,-0.0013124-0.00021734i,-0.00094068-0.00025536i,-0.0012605-0.00016679i,-0.0010847+0.00026113i,-0.00025752+0.0006712i,-0.00046407+0.0013817i,-0.0002496+0.0012502i,0.00097368+0.0007934i,0.0018865+0.00095027i,0.0015003+0.00048683i,0.00083169+5.2863e-05i,0.00071495+0.00024765i,8.6898e-05+0.00080528i,-0.00036888+0.00070578i
-0.0004507+0.00027244i,0.00083193-0.00048198i,0.0015245+9.1359e-05i,0.0019257+0.00063125i,0.0034348-0.00010442i,0.0041259-0.0011239i,0.0024091-0.0019407i,-7.5344e-05-0.0019175i,-0.0015911+6.1245e-05i,-0.001476+0.0016377i,-0.00093142+0.0013313i,-0.00085424+0.00044303i,-0.00061015+0.00017215i,0.00017719-0.00011668i,0.00050402-0.00017872i,0.00074376-2.3644e-05i,0.00087887-0.00017432i,0.00083526+7.7722e-05i,0.00040561-0.00010739i,-0.00052821-0.0006851i,-0.0010067-0.00078632i,-0.00056147-0.0005771i,0.00021709+5.1807e-05i
-0.00098488+1.3045e-05i,-0.00068754+5.385e-05i,8.7783e-05+0.0023877i,0.0022881+0.0035863i,0.0047955+0.0026471i,0.0046937-0.00039275i,0.0018081-0.0022584i,-0.00063452-0.00094357i,-0.00081723+0.0007426i,0.00086025+0.0025503i,0.0019114+0.0029591i,0.0011752+0.0012325i,0.00015625+0.00024262i,-0.00084021-8.609e-05i,-0.001475-0.00017162i,-0.0012725-0.0007433i,-0.00017371-0.0016468i,0.00078377-0.0015863i,0.00090743-0.0010199i,0.00073915-0.00036481i,2.1523e-05-8.6357e-05i,3.1087e-05-0.00026604i,0.00058773-2.2726e-05i
0.0015908-0.0002608i,0.0015998-0.00026425i,0.0016035-0.00014914i,0.0013584+0.00038881i,0.0014851+0.00031251i,0.0017302-0.00010213i,0.00028869+0.00013219i,-0.00094746-0.00033095i,-5.8455e-05-0.00034071i,0.0014865+0.00050951i,0.0017945+0.00023593i,0.00043042-0.00051419i,-1.0002e-05+0.00015614i,0.00055529+0.0005069i,0.0003932+0.00039374i,-5.6832e-05+0.00033185i,-0.00091314+0.00032209i,-0.001753+0.00043438i,-0.0015427+0.00025702i,-0.0012036-9.6103e-05i,-0.00056697-0.00018464i,0.00034534-1.7661e-05i,0.00045665+0.00022621i
1.6393e-05+0.0015531i,-0.00040795+0.0023591i,0.00068438+0.0026819i,0.0028014+0.0023635i,0.0037881+0.0014932i,0.0031642+0.00063607i,0.0012509-0.0005311i,-0.00012889-0.0015527i,0.00024325-0.0012641i,0.001368-0.0011428i,0.00098225-0.0018264i,0.00022784-0.0020538i,0.00025272-0.00038444i,0.00041493+0.00098045i,0.00034252+0.0012057i,-3.2816e-05+0.0015691i,0.00011264+0.0014082i,-7.0593e-05+0.00089343i,-0.00012732+0.00050066i,0.00029195-0.0002424i,0.0006074-0.00071836i,0.00062227-0.00076328i,-8.542e-05-0.00044461i
-0.00082487-0.00016988i,-7.4567e-05-0.00082621i,0.00010936-0.00024055i,0.0010458+0.0017997i,0.0012431+0.0023989i,0.0020365+0.00029164i,0.0018855-0.0015349i,0.00039435-0.0019348i,-0.0007559-0.0015911i,-0.0018855-0.0006376i,-0.0022087-6.9435e-05i,-0.0013264+6.5843e-05i,2.6098e-05+3.2425e-06i,0.00033302+0.0001561i,0.00011062+5.4455e-05i,0.00065045+0.00067319i,0.0013029+0.00093137i,0.001441+0.00073637i,0.0013037-5.0686e-06i,0.00058563-0.00096302i,-0.00049129-0.00045965i,-0.00066361+0.00015683i,-0.00027137-8.4721e-05i
0.0014145+0.0003258i,0.00065145+0.00088446i,0.00016466+0.0023868i,0.0017823+0.0029437i,0.0033205+0.0024832i,0.0023389+0.0014116i,0.00042582+0.00068655i,-0.00067117+0.00095021i,-0.0013838+0.0011961i,-0.0015566+0.0012462i,-0.0014394+0.00085796i,-0.00045888+0.00040537i,0.00028697+0.00075527i,-0.00018243-0.0001728i,-0.00064483-0.00074888i,-0.00054306-0.0005736i,-0.0002276-0.00037917i,0.00055498+0.00061808i,0.0011092+0.00031082i,-0.00012534-0.00030895i,-0.0011165-0.00017099i,-0.00086752+0.00040728i,-0.00039909+0.00023845i
0.0008635+0.0002997i,0.0015627+0.00046205i,0.001141-0.00060502i,0.0014906-0.0019564i,0.0039396-0.0021363i,0.0044753-0.00175i,0.0027958-0.0010708i,0.00063606-0.00041248i,-0.0014493+0.00018781i,-0.00087445+0.0018493i,0.001078+0.0025449i,0.0011403+0.001238i,0.00053366-0.0005428i,0.00057199-0.0011743i,0.00084096-0.00065337i,0.00065513-0.00043919i,0.00069363-0.00062831i,0.0012216-0.00062019i,0.0010656-0.00042153i,0.00020005+0.0001556i,0.00061154+0.001165i,0.0011903+0.0013538i,0.00083796+0.00088194i
-0.00047529-0.00024465i,0.00031474+0.00045184i,-0.00011357+0.0023961i,0.0015587+0.0047626i,0.0036875+0.0046271i,0.0045004+0.0018315i,0.0033053+0.00022829i,0.00070813-8.3751e-05i,-0.0003554+0.00048809i,0.00077184+0.0016711i,0.0018307+0.0015908i,0.0015886+0.0001634i,0.0006066-0.00053491i,0.00034312-0.00060349i,0.0005988-0.00022295i,-0.00019229+0.00043718i,-0.0014725-0.00024997i,-0.0017487-0.001456i,-0.0010956-0.0014969i,0.00037484+1.7415e-05i,0.00099109+0.00084236i,0.0010752+0.00045316i,0.00085686+0.00032491i
0.0015641+0.0012648i,0.0015874+0.0013019i,0.0023337-4.1284e-05i,0.0030051-0.0017561i,0.0039341-0.0025197i,0.0029092-0.0022694i,0.00047387-0.0012488i,-0.0010989+6.1406e-05i,-0.00073618+0.0012671i,0.00031559+0.00023882i,0.0009401-0.0016466i,0.0003076-0.0016714i,-0.00023867-0.00072898i,6.3063e-06+0.00027613i,0.00029967+0.00041955i,0.00084177+0.00079893i,0.00065596+0.0018658i,0.00020148+0.0015992i,0.0002875+0.0011837i,0.0007835+0.00071831i,0.00098279-0.00035305i,0.00052604-0.0011278i,0.00076996-0.0008196i
0.00036979+0.0014183i,-0.00076488+0.0017136i,-0.00019844+0.0022899i,0.0018527+0.0032824i,0.0026537+0.00272i,0.0021341+0.00013391i,0.00056719-0.0012903i,-0.00067754-0.0012656i,-0.0010052-0.0014144i,-0.0013729-0.00085055i,-0.00079237-0.0010325i,-0.00093847-0.0012157i,-0.001448-0.00090001i,-0.00048687+0.00017506i,-3.6225e-06+0.0011655i,2.1836e-05+0.001644i,-0.00029982+0.001914i,-0.00076044+0.0021138i,-3.482e-05+0.0014006i,-0.00013802+0.0001836i,-0.00095309-0.0010708i,-0.00061862-0.0013981i,0.00016198-0.0004468i
0.0013372-0.0007507i,0.0017935-0.0010043i,0.0013843-0.0010347i,0.0019258-0.0006123i,0.0026126+4.9733e-05i,0.0023828+0.00049569i,0.0012711+5.7586e-05i,-0.0003682-1.1277e-06i,-0.0014525+0.0002539i,-0.0022593+0.00056979i,-0.0017859+0.00075004i,-0.0003509+0.00091955i,-0.00047052+0.00052219i,-0.00030948+0.00043879i,0.00055863+0.00019637i,0.0011464-0.00070849i,0.0016725-0.00043419i,0.0021208-0.00039274i,0.0026589-0.0015956i,0.0016608-0.0017538i,-0.0002691-0.0010734i,-0.0010122-0.0010084i,-0.00072255-0.0014464i
0.0011409-0.00082393i,0.00081354-0.00041934i,0.00032646+0.0011208i,0.0017598+0.0018432i,0.0030503+0.0024809i,0.0019965+0.0016401i,0.00026624+0.00019065i,-0.00085134-0.00032982i,-0.0014366+0.0005702i,-0.0014657+0.0030064i,-0.00064498+0.003588i,-0.00010311+0.0024024i,0.00017291+0.0015022i,0.00068242+0.0010611i,0.0010145+7.6278e-05i,0.00068577-0.00064888i,0.00074635-0.00073661i,0.0011924-0.00062196i,0.00071168+1.3937e-05i,-9.1118e-05+0.0005352i,-0.00031516+0.00072654i,-0.00084716+0.00072153i,-0.00035505+1.0453e-05i
0.00060105+0.0013043i,0.00020333+0.00070832i,-3.9831e-05+0.00029996i,0.0015333+0.0015216i,0.0036014+0.00071587i,0.0037364-0.00085895i,0.0023395-0.00060712i,0.00061434-0.0003569i,-0.00037711-0.00018785i,0.00077242-2.6384e-05i,0.0018895-0.00018818i,0.00090656-0.00015353i,0.00014353+0.00050332i,-7.4866e-05+0.00079004i,-0.00059262+0.00047112i,-0.00094866-0.00026953i,-0.00099096-0.0015571i,-0.00066232-0.0017629i,-0.00074898-0.0012104i,-0.00083209+0.00012469i,-0.00090049+0.0011636i,-0.00027603+0.0012508i,4.1911e-05+0.00094694i
-0.0021176+0.0011752i,-0.0013112+0.0011721i,0.00016929+0.0027179i,0.0023038+0.0027302i,0.0039809+0.0018496i,0.0048569+0.00032732i,0.0029542-0.00047855i,-0.00019949+0.00069031i,-0.00013812+0.0011461i,0.0017459+0.00035491i,0.0021255-0.0010822i,0.001035-0.0021726i,4.5163e-05-0.00093478i,-0.00022885-0.00049712i,-4.6195e-05-0.00034251i,0.00061164+0.00083428i,0.00028137+0.0014712i,-0.00031927+0.0010949i,0.00015456+0.00046923i,0.00063224-0.00023313i,0.00097859-0.00079528i,0.000945-0.00051143i,0.0006076-0.00016451i
0.0007003+0.0012379i,1.1446e-05+0.00077134i,0.0021392+0.0015176i,0.0037427+0.0024937i,0.0040327+0.0014165i,0.0035182-0.00073848i,0.0013448-0.0011825i,-0.00053801-0.0013104i,-0.00092265-0.0012337i,-0.0004863-0.0014979i,-0.00017766-0.0018304i,-0.00060611-0.00096508i,-0.001025+0.0001298i,-0.001375+0.00042575i,-0.00061385+0.00040107i,0.00034447+0.0013769i,0.00049686+0.0016377i,0.00022921+0.00047933i,-0.00012397+0.0003586i,-0.0001722+0.00063101i,0.000588-0.00046524i,0.0013731-0.00079895i,0.00095963-0.00024978i
-0.0011854-0.0010572i,-0.00031185-0.0013352i,0.00024378-0.00053494i,0.0029843+0.00057708i,0.0057081-5.3805e-05i,0.0056189-0.0019243i,0.0027106-0.0021499i,0.00023384-0.0021868i,-0.0011681-0.0016786i,-0.0020617-4.7552e-05i,-0.0014807+8.8212e-05i,-0.0010964-0.00052844i,-0.0011835+0.00032248i,-0.00092155+0.0001623i,-0.00014372-0.00031709i,0.00077989+0.00011035i,0.0016248+0.00090242i,0.0023117+0.0014466i,0.0025747+0.00057303i,0.00083859-0.00022132i,-0.0013958-8.903e-05i,-0.0015456-8.7654e-05i,-0.00060568+1.1062e-05i
0.00042133-7.0364e-05i,2.6045e-05+0.00018507i,0.00071848+0.0017549i,0.001562+0.0037916i,0.0019566+0.003588i,0.0022706+0.0017067i,0.00089614+0.00039914i,-0.0004093+0.00013224i,-0.0008725+0.0015687i,-0.00032591+0.0031721i,-4.8342e-05+0.0027264i,-0.00014151+0.0010935i,0.00040163+0.00056107i,0.00094629+0.00049193i,0.0013497+0.00084403i,0.0012642+0.0010533i,0.00086016+0.00046233i,0.0009677+0.00018438i,0.00066538-0.00017488i,0.00047978-0.00021207i,0.00062082+0.00038436i,0.00028031+0.00045649i,-0.00047258-0.00012419i
0.0014125-0.00023715i,0.00161+0.00017269i,0.0022854-0.00061729i,0.0038417-0.00095825i,0.0038719-0.001946i,0.0020083-0.0021545i,-0.00078626-0.00015485i,-0.0024061+0.00038858i,-0.0017602+0.0012445i,0.00014791+0.0021829i,0.0021102+0.002149i,0.0016256+0.0017123i,0.00098303+0.00090274i,0.0012527+0.00049143i,0.00077573-0.0002017i,0.00049148-0.0010942i,0.00045733-0.0015058i,-0.00033144-0.0013095i,-0.00060122-0.00089173i,-0.00031717+0.00019011i,-3.4212e-05+0.00073566i,0.00069119+0.00060293i,0.00051644+0.00059224i
-0.00030096-0.00056644i,-0.00047413+0.00024359i,-0.00019176+0.001114i,0.00071101+0.0025771i,0.0031783+0.0030126i,0.004036+0.0015762i,0.0027897+0.0009329i,0.00096334+0.001116i,-0.00024236+0.00028104i,0.00059105+0.00023477i,0.0021589+0.00038071i,0.001865-0.00010992i,0.00026146-0.00030349i,-0.00095659-6.5487e-05i,-0.0015817+0.00061521i,-0.0010186+0.00071782i,-0.00055996+0.00015752i,-0.00081945+9.2478e-06i,-0.00027305-4.0414e-05i,-1.7671e-05-1.7348e-05i,0.00014455+0.00025615i,0.00052171+0.00056413i,-6.0237e-05+4.2644e-05i
-0.00073136-0.00051777i,-0.00030206-3.5313e-05i,0.0010096+0.00098423i,0.0027606+0.0012832i,0.0044261+0.00078178i,0.0038717+0.00027177i,0.00199+1.0215e-05i,0.00095794-0.00034164i,0.00040113-0.00063784i,0.00036233-0.0010534i,0.00048559-0.0015211i,0.00028578-0.0019997i,-0.00059335-0.0018975i,-0.0014403-0.00089057i,-0.0012369-0.00020318i,-0.00075889+0.00025796i,0.00010644+9.3803e-05i,0.00069431+0.00046598i,0.00098369+0.00098457i,0.00115+0.00023235i,0.00054867-0.00024804i,0.00028025-0.00035905i,0.00022747-0.00061936i
-0.00027931+0.00088648i,-0.00097036+0.0013573i,-0.0002461+0.0031183i,0.0018606+0.0038627i,0.0044539+0.0027763i,0.0049544+0.00023443i,0.0028451-0.0019772i,0.00076622-0.0014979i,-0.00066175-0.00047018i,-0.0012-8.2881e-05i,-0.0010241+2.4904e-05i,-0.0012979-0.0010294i,-0.00085599-0.0012409i,0.00028631-0.00051496i,0.0009665+0.00040931i,0.0012757+0.0010378i,0.00096577+0.00080185i,0.0010839+0.00053365i,0.0017435+0.00045679i,0.0010704-0.00047135i,-0.00027652-0.0007906i,-0.00071468-0.00022166i,-0.00066292-0.00029585i
-0.00050877-0.00052907i,-0.00067462-0.00030979i,0.0003082+0.0012175i,0.0021773+0.00046289i,0.0038515-0.0012247i,0.003663-0.0013769i,0.001426-0.0020816i,-0.00039531-0.0023481i,-0.0014529-0.00067017i,-0.0022248+0.0011282i,-0.0021231+0.0015078i,-0.0011111+0.00031964i,0.000174-0.00023497i,0.00057164+0.00042202i,0.0011775+0.0010541i,0.0015431+0.0011731i,0.00076175+0.00075624i,0.00014054-9.39e-05i,0.0010369-0.001027i,0.0017756-0.0015396i,0.00092978-0.00063411i,0.00024393+0.00032403i,0.00014369+0.00047631i
-0.0010921+0.00034977i,-0.00096027+0.00076403i,0.0013154+0.0016384i,0.0041021+0.002755i,0.0056528+0.0016831i,0.0043531-0.00052799i,0.00063677-0.0011358i,-0.0017631-0.0011124i,-0.0023917+0.00036014i,-0.0010204+0.0031662i,0.00074922+0.0027043i,0.00048298+0.0008104i,3.5169e-06+0.000755i,5.8042e-05+0.00066305i,0.00056032-7.6424e-05i,0.00040812-0.00031134i,0.00018438-0.00034326i,0.00034878-0.00020372i,-6.7714e-05-0.00071572i,-0.00032316-0.0014929i,-0.00068583-0.00082433i,-0.00084193+0.00018187i,-0.00046688-0.00010785i
-0.00023918+0.000527i,-0.00016195-0.00030266i,0.00075137+0.00087383i,0.0012894+0.0023606i,0.0023246+0.0010238i,0.0028047+0.00047469i,0.0009037+0.0011425i,-0.0013863+0.00092067i,-0.00071749+0.0013656i,0.0015328+0.0021866i,0.0027239+0.0014321i,0.0017349-0.00020623i,0.00012871-0.0005859i,-0.00054941-0.00029989i,-0.00056658-0.00070636i,-0.00081546-0.00081058i,-0.00045939+8.389e-05i,-0.00011362+0.00079857i,0.00019231+0.00098975i,0.00073751+0.00072921i,0.00098557+0.00038366i,0.00070113+0.00017055i,-0.00016187-2.6694e-05i
0.00047306+0.00014938i,-0.00036003-0.00019639i,9.4797e-06+0.00074784i,0.001721+0.0022523i,0.0038911+0.0027501i,0.0041061+0.0018453i,0.0020436+0.0013322i,-0.00053399+0.0016037i,-0.00086325+0.0011459i,0.00073532+0.00017357i,0.0022142-0.00093742i,0.0024358-0.0018485i,0.0020391-0.0016634i,0.0010877-0.0013527i,-0.00029189-0.00095738i,-0.00047672-0.00083554i,0.00017998+0.0001729i,-0.00025204+0.0017565i,-0.0010824+0.0017136i,-0.00050201+0.0013682i,0.00047894+0.000907i,0.00097484+0.00028963i,0.00030713+0.00033513i
