-0.0013048+0.00088825i,-0.00064091+0.00052809i,-0.0010839-4.057e-05i,-0.0018463+0.00034659i,-0.0031302+0.001185i,-0.0019728+0.001586i,-0.00062749+0.0015861i,-0.001358+0.0011388i,-0.0013129+0.0015636i,-0.00023635+0.0018269i,0.00025975+0.00054381i,-0.00030709-0.00017432i,-0.00093675-0.00011514i,-0.000472-0.00042636i,0.00017002+0.00013462i,6.4307e-05+0.00033934i,-0.00010138+0.00037848i,4.5184e-05+0.00037765i,0.00024781+0.0001315i,-0.00062034+0.00020201i,-0.00061026-0.00012844i,-0.00016844-0.00023325i,5.2804e-05+4.827e-05i
-0.00091744-0.0011509i,-0.0018051-4.5921e-05i,-0.0026427-0.00035383i,-0.0035375+3.2649e-05i,-0.0037437+0.0010194i,-0.002646+0.0014623i,-0.0015461+0.0011478i,-0.0008746+0.00058277i,-0.0015161+0.001283i,-0.0016593+0.0023433i,-0.0004972+0.001826i,-0.00056823+0.0010223i,-0.0011278+0.001297i,-0.0011598+0.0016043i,-0.00068141+0.0012336i,-0.00051707+0.00090953i,-0.00071697+0.00024149i,-0.00060388-0.00080116i,-0.0001841-0.0010022i,0.00056396+1.3603e-05i,0.00070702+0.0005776i,0.00021519-0.00021695i,-4.6224e-05-0.0004872i
0.00056875+0.00061478i,0.00045619+0.0004568i,-0.00017374+0.00086488i,-0.0014411+0.0010831i,-0.0026725+0.00087713i,-0.0027809+0.0013065i,-0.0013691+0.0011102i,-0.00014967+0.00011769i,-0.00043755+0.00062882i,-0.0009188+0.0015474i,-0.00082616+0.00052961i,-0.00058071-0.00044168i,-0.00052666+8.1537e-05i,-0.00094301+0.00066323i,-0.00062127+0.00078202i,-9.4714e-06+0.0011927i,-0.00044972+0.0010243i,-0.00045656+0.00041695i,0.00022904+2.377e-06i,0.0004939-0.0004145i,4.4122e-05-0.00073746i,-0.00044237-0.00082618i,-0.00061353-4.8896e-05i
-0.00049539+0.00044653i,-0.00065716-0.00049931i,-0.00073419-0.00087036i,-0.0019014-0.0010244i,-0.0033222-0.0012351i,-0.0025692-0.00049356i,-0.00050826+0.00099802i,2.4408e-05+0.0015947i,-0.00096556+0.0020335i,-0.00089054+0.0020294i,-0.00030696+0.00057422i,-0.00035127+0.00010767i,0.00011669+0.00035789i,0.00010997+0.00040882i,-0.00065905+0.00059987i,-0.00018527+0.0013918i,0.0012135+0.0013383i,0.0013256+0.00094325i,0.00038961+0.00075559i,-0.00037144-6.716e-05i,-0.00017179-0.0011616i,-8.7207e-05-0.0014006i,-0.00030794-0.00089766i
0.0015352-0.00024208i,9.1218e-05+0.00033301i,-0.0011757-0.0008586i,-0.002526-0.0020384i,-0.0027009-0.0019357i,-0.0020136+0.0009525i,-0.0011408+0.0026719i,-0.00046218+0.0016008i,-0.00078204+0.00013506i,-0.0010022-0.00025606i,-0.0009949+0.00033058i,-0.00045344+0.00069622i,0.00019021+0.00065028i,0.00059531+0.0014757i,0.00027723+0.0018131i,0.0002937+0.0012497i,0.00017893+0.00027724i,0.00043411-0.00012095i,0.0010315+0.00045852i,0.00014156+0.00054568i,-0.00039237+0.00070063i,0.00013435+0.00096291i,-0.00024642+0.00031091i
0.00090481-0.00045997i,0.00028736-0.00099109i,-0.0011231-0.0012328i,-0.0018715-0.00096124i,-0.0020024-0.00063231i,-0.0019664+0.00076206i,-0.00094283+0.0014729i,-0.00078129+0.0012586i,-0.0020741+0.00065141i,-0.0021093+0.00052649i,-0.001463+0.0007209i,-0.0013744+0.00024842i,-0.00065483+0.00033718i,8.7005e-06+0.0008665i,2.9861e-05-0.00010595i,0.0003899-0.0011146i,0.00043946-0.00091954i,0.00010891-0.0005739i,0.0009437-0.00084786i,0.0019449-0.00098838i,0.00064588-0.00024195i,-0.00044741+0.0002798i,-3.5304e-05+0.00027081i
0.00092749+0.0024292i,0.0022876+0.0016475i,0.0017247+0.0005959i,0.00067998+0.00037148i,-0.00081389-9.0391e-05i,-0.0013182-0.00024386i,-0.0010047+0.00025406i,-0.0012529-1.5205e-05i,-0.0019437+0.00061148i,-0.0019254+0.0013356i,-0.0011884+0.00097819i,-0.00081243+0.00052941i,-0.0014643+0.00031471i,-0.0018683+0.00026327i,-0.001478+0.00069192i,-0.00072773+0.00094337i,0.00059452+0.00078872i,0.00078839+0.00046014i,-0.00035146-0.0006352i,-0.00067485-0.0014296i,-0.00024625-0.00060093i,5.9016e-05-0.00040662i,0.00053511-0.00053275i
0.00042807+0.0013693i,0.00080207+0.00061217i,0.0012609+0.00023541i,0.00058936-6.4972e-05i,-0.00033918-0.00013126i,-0.00099813+0.00069853i,-0.0007544+0.0013958i,-0.0011287+0.00082575i,-0.0015957+0.00062255i,-0.0012799+0.0018778i,-0.00049275+0.0018364i,0.00032817+0.00040905i,0.00048992+0.00020968i,0.00032259+0.00049656i,-9.5362e-05+6.872e-05i,-0.00043701-0.00012946i,0.00024063+0.00028952i,0.0010456-0.00015074i,0.001279-0.00071763i,0.00022383-0.00069751i,-0.00041886-0.00096592i,-0.00025068-0.00033348i,-0.00016223+0.0005989i
-0.001454-0.00048651i,-0.001834-0.00095177i,-0.0018883-0.00041286i,-0.0014985-0.00091162i,-0.00135-0.001005i,-0.0006995+0.00066464i,0.00042621+0.0015736i,-0.00030099+0.0014123i,-0.00186+0.0013764i,-0.0017255+0.0011873i,-0.00068046+0.00096663i,6.2968e-05+0.00049991i,0.00051532+0.001119i,0.00031918+0.0016167i,9.361e-05+0.00075826i,-0.00031135+0.00055237i,-0.00028148+0.0014317i,0.00050556+0.0011424i,0.00051089-0.00037372i,1.8242e-05-0.00084835i,-0.00037232-9.978e-05i,-0.00018127+0.00010137i,2.8541e-05-0.00043316i
0.0008985-0.0011051i,1.8989e-06-0.0013089i,-0.00095772-0.0012541i,-0.0024179-0.0017182i,-0.0039838-0.0017059i,-0.0035378-0.00021359i,-0.0017692+0.00082063i,-0.0011874+0.00048744i,-0.001466+0.0002387i,-0.0021117+0.00079129i,-0.0012385+0.0010143i,-7.0858e-05+0.0012325i,-0.00020447+0.0014536i,-0.00018749+0.0013917i,9.2034e-06+0.0013963i,0.00018+0.00086388i,8.5181e-05+0.00031144i,0.0003803-0.00024601i,0.0006551+0.00013271i,0.00013723+0.00058186i,-5.4025e-05+0.00054064i,-2.6846e-05+0.00037535i,0.00026078-1.323e-05i
-0.0011418-0.00086585i,-0.0016057+0.00026775i,-0.00094475+0.0012016i,-0.0015974+0.0015706i,-0.0028601+0.0016546i,-0.0024722+0.0020996i,-0.0010197+0.0014828i,-0.00025272+0.00035963i,-0.00050897+0.00023982i,-0.00060308+0.00089371i,-0.00040801+0.00028164i,-0.00060798-0.00036711i,-0.00074477+0.00016254i,-0.00023048+0.00055987i,3.757e-05+0.00076831i,0.0005428+0.00031188i,0.0011077+8.4005e-05i,0.00051388-2.5992e-05i,-7.5685e-07-0.00075458i,-6.0187e-05-0.00064807i,-0.00034393+0.00014164i,-0.00031919+0.00054577i,-6.272e-05+0.00048703i
0.00056923+0.00065549i,0.00088681-0.0010254i,-0.00033016-0.00082924i,-0.0010947-0.00042156i,-0.00097407-0.00065478i,-0.0015652-0.00063924i,-0.0010423+0.0006916i,-0.0007422+0.0013676i,-0.0011914+0.0016936i,-0.00081534+0.0019649i,-0.00051365+0.0017346i,-0.00068102+0.0013019i,-0.0010681+0.0010852i,-0.00096496+0.0010715i,-0.00022263+0.0011877i,-0.00013977+0.00091357i,-0.00099349+0.00047721i,-0.0010178+0.00029907i,-0.00013354-0.00036423i,0.00054271-0.0009262i,0.00047088-0.00086817i,-0.00053873-0.00034144i,-0.00077506-2.3404e-05i
-0.00015776-0.0013734i,-0.00056335-0.0014605i,-0.0012493-0.0021485i,-0.0027322-0.0015415i,-0.0041696+0.0003448i,-0.0033474+0.0018354i,-0.0012663+0.0019546i,-0.00080414+0.00094743i,-0.0019959+0.00012397i,-0.0019838+5.5609e-05i,-0.00036588-0.0003437i,0.0003767-0.00037656i,-1.2246e-05+0.00029293i,-0.00044671+0.00013278i,-0.00045189+0.00024562i,0.00016155+0.00076794i,0.00022352+0.00055673i,-0.00031723-0.00056596i,-9.7439e-06-0.0006335i,0.00043484+0.00026715i,0.00035846+0.00026683i,0.00044578-0.00029191i,0.00041311-0.00063769i
0.00072577+0.0011585i,0.00073841+0.00047976i,-2.1961e-05-0.0006547i,-0.0021546-0.0015978i,-0.0029633-0.00086774i,-0.0016032+0.00043634i,-9.6295e-05+0.00088722i,0.00053785+0.00076636i,-0.00015149+0.00071072i,-0.00058236+0.0016863i,-0.00025402+0.00147i,-0.00057806+0.00030645i,-0.0010592+0.00086683i,-0.0012692+0.0013076i,-0.00094778+0.00089941i,-0.00075873+0.001426i,-0.00045059+0.00097789i,-4.5915e-05+0.00044906i,-0.00039111+3.5446e-07i,-0.00020033-0.00037422i,0.00066821+3.2523e-05i,-0.00027666+0.00078491i,-0.0013214+0.00032493i
0.00046409+0.00096361i,0.00065306+0.00045911i,8.1077e-05+0.0004982i,-0.00055422+0.0004225i,-0.0014644+0.00030365i,-0.0016876+0.00066356i,-0.0012891+0.0010733i,-0.0017017+0.0012148i,-0.0018639+0.0014113i,-0.0013225+0.0014504i,-0.00099755+0.0010292i,-0.0003887+0.00070079i,-0.00060753+0.0011411i,-0.00081214+0.0014827i,-0.00034225+0.001032i,2.8136e-05+0.00097782i,0.00023545+0.00093255i,-2.0056e-05+0.00057059i,-0.00025744+0.00019699i,-0.00034423+0.00029108i,-0.00081146-0.00013724i,-0.00036224-0.00049876i,8.5367e-05+9.8939e-05i
-0.00011129+0.0010055i,0.001141-0.00031659i,0.0012788-0.0010173i,-0.00028006-0.0013044i,-0.0014626-0.0010531i,-0.00082652+2.9014e-05i,-0.00041403+0.0012527i,-0.0016188+0.0014856i,-0.0017886+0.0018532i,-0.0012895+0.0018047i,-0.00096432+0.0011083i,-0.00084514+0.00072088i,-0.00027182+0.00083501i,-6.4181e-05+0.0012153i,-8.5784e-05+0.00086376i,0.00022031+6.8337e-05i,0.00014379-0.00032451i,5.5873e-05-0.00055924i,0.00019915-0.00023567i,-0.00038811-2.7097e-05i,-0.0004982+5.7368e-06i,-0.00044374+4.561e-06i,-0.00072058-0.00061972i
0.00064034-0.00034677i,0.00012812-0.00067213i,0.00043978-0.00071347i,-0.00099116-0.00071081i,-0.0026679-0.00045711i,-0.0020882+0.00035888i,-0.00087043+0.00061185i,-0.00084852-0.00012185i,-0.0011452+0.0002735i,-0.0012443+0.0011013i,-0.00093719+0.0015758i,-0.00084492+0.0016498i,-0.0007522+0.0011655i,0.00048102+0.00067504i,0.0010925+0.00073047i,0.00070718+0.00028262i,0.00094526-9.525e-05i,0.0014835-0.00057668i,0.0016945-0.00092829i,0.00096352-0.00090437i,-0.00025333-0.00086352i,-0.00097619-0.00051929i,-0.0012011-0.0002171i
0.0015654+0.00015443i,0.0017308-0.00043886i,0.00044029-0.0017233i,-0.0023086-0.0025641i,-0.0044358-0.00061356i,-0.0045592+0.0018008i,-0.0031485+0.0020655i,-0.0023077+0.00083402i,-0.0016464+0.000841i,-0.0012202+0.0017405i,-0.00063211+0.001572i,-0.00035076+0.00083485i,-0.00033956+0.00070676i,-0.00051909+0.0016376i,-0.00083358+0.0024007i,-0.00044537+0.0016279i,-7.7597e-05+0.00078705i,-7.4345e-05+0.00050817i,-0.00010745+1.2914e-05i,0.00016527-0.00052008i,0.00046713-0.0010256i,0.00024655-0.00011993i,0.0007149+0.00084478i
0.0010732-0.00085492i,0.00010977-8.6436e-05i,-0.0011173-0.00036836i,-0.0020402-0.0019242i,-0.0034184-0.0015967i,-0.0028334-0.00028663i,-0.0012439-6.4911e-05i,-0.00011249+0.00026375i,-0.00066014+0.00091139i,-0.00099889+0.0012373i,-0.00066689+0.0018185i,-0.0013418+0.00088789i,-0.0011995+0.00046711i,0.00035973+0.0012437i,0.00062021+0.0016898i,0.00014164+0.0010527i,0.00029251+0.00040154i,0.00012042+6.2897e-05i,-0.0002034-0.00084485i,-0.00020146-0.00086777i,-0.00046387+3.8331e-05i,-0.0011924+6.2408e-06i,-0.00050493-9.765e-05i
-0.00024605-0.001446i,-0.0011076-0.0019374i,-0.0019795-0.0011171i,-0.0023789-0.00012123i,-0.0025733+0.00074109i,-0.0019227+0.0022133i,-0.00098501+0.0023284i,-0.00075316+0.0020056i,-0.001202+0.0016583i,-0.00063786+0.0020479i,0.00026892+0.001992i,-0.00057349+0.00037827i,-0.00088133-0.0002248i,3.3674e-05+0.0002829i,0.00011983+0.00072594i,-8.3196e-05+0.00091673i,0.00063174+0.00047226i,0.0010385-0.00027605i,0.00062477-0.00024368i,0.00056063-9.7496e-05i,0.00048504-0.00052368i,0.00017422-0.00058528i,-0.00034763-0.00041208i
0.00089889+0.0013785i,0.00099802+0.00033808i,0.00024938-0.00028143i,-0.00070893-0.000321i,-0.0010898-2.4251e-06i,-0.0010043+0.00055575i,-0.00057005+0.0012682i,-0.0006114+0.00091419i,-0.0014406+0.0013088i,-0.0016971+0.0019598i,-0.00087106+0.00076537i,-0.00035296-0.00013215i,-0.0010495+0.00046908i,-0.00091896+0.0010666i,-0.00011257+0.0011058i,-0.00017598+0.0011852i,0.00021631+0.00097321i,0.00091701+0.00012845i,0.0010205-0.00070941i,0.00057881-0.0010893i,0.00034892-0.00090304i,-0.00031216-0.00075977i,-0.00024469-0.0006248i
-0.00014736+0.00084979i,-0.0001174+0.00073286i,0.00020916+0.00046714i,-0.00030636+0.00098576i,-0.0020657+0.00099141i,-0.0020081+0.001413i,-0.0010999+0.0015249i,-0.00099057+0.00092473i,-0.0014169+0.00070425i,-0.0010627+0.00059926i,-0.00022585+0.0004865i,-0.00081127+0.00014664i,-0.0013072+2.9165e-05i,-0.00055658+0.00044206i,-0.00021237+0.00036746i,-2.7821e-05-0.00027095i,0.00026954+9.5399e-05i,0.00065641+0.00066285i,0.00064168+0.00044285i,0.00027744-1.554e-05i,-0.00040855-2.531e-05i,-0.00089335-0.00049346i,-0.00029409-0.00093667i
-0.0013888-0.00072769i,-0.0014807+0.00067283i,-0.0016983+0.0020584i,-0.00188+0.0018725i,-0.0013116+0.0014208i,-0.0010339+0.0018108i,-0.00054116+0.0020887i,-0.00012316+0.001037i,-0.00054447+0.00067798i,-0.00065496+0.0011606i,-0.00035187+0.00085436i,2.2637e-05+0.0005708i,0.00014179+0.00030058i,0.00028089+0.00027631i,0.0001397+0.0011544i,0.00037592+0.001402i,0.00068677+0.0008281i,0.00053368+6.9261e-05i,0.00031368-0.00068149i,-1.9956e-05-9.4026e-05i,-0.00047895+0.00059206i,-0.00080075+9.9091e-05i,-0.00024037-0.00026356i
-0.00066971-0.0018043i,-0.00079792-0.00028072i,-0.001028-2.854e-05i,-0.00089465+0.00037936i,-0.0012975+0.00186i,-0.0010994+0.0021167i,-5.4814e-06+0.0013803i,-0.00019517+0.0011175i,-0.0015177+0.0017878i,-0.0015884+0.0014773i,-0.00073164+0.0011565i,-0.00021907+0.00068771i,-0.00049041+8.5602e-05i,-0.00048297+0.00071982i,0.00027027+0.0013428i,0.00095376+0.001305i,0.001161+0.0011374i,0.00050514+0.0013853i,-0.00011063+0.0012848i,0.00072267+0.00086852i,0.00085147+0.00027436i,-7.4647e-05-0.00044451i,-0.00088945-0.00031847i
0.0032612+0.00055256i,0.0020485-0.00015483i,0.00018875-0.0013619i,-0.0014201-0.0030088i,-0.0018532-0.0025349i,-0.0024035-0.00055973i,-0.0016185+0.00066891i,-0.0011216+0.0011937i,-0.0012512+0.00081977i,-0.00022247+0.00053209i,0.00015602+0.00070799i,-0.00036947+0.0012606i,-0.00067506+0.0012374i,-0.00030333+0.00054706i,0.00041322+0.00067807i,0.00054073+0.00028872i,0.00025785+2.2305e-05i,1.0476e-05+0.00026897i,-0.00055074+0.0001918i,-0.00095965+0.00027015i,-0.00090692-0.00017399i,-0.0004478-0.00025078i,0.00016405-4.3839e-05i
0.0016911+0.00028001i,0.0017125-0.00032306i,0.00072333-0.001001i,-0.00095608-0.0023165i,-0.0017141-0.0020675i,-0.0023156+0.00050701i,-0.0019175+0.0016928i,-0.0011438+0.0005865i,-0.001175+0.00037159i,-0.00097891+0.0019755i,-0.00034884+0.0016347i,-0.00050669+0.00058041i,-0.0010691+0.0010638i,-0.00092342+0.001482i,0.00014365+0.00045465i,0.00088217-0.00020737i,0.00081016-2.5572e-05i,0.00014572-8.3814e-05i,-0.00036032-8.1473e-05i,-0.00071432-0.00027089i,-0.0010195-0.00084942i,-0.00055003-0.00022563i,-9.5118e-05+0.00019668i
0.0019628+0.0019855i,0.0009157+0.00056259i,0.00053151-0.0011937i,-0.00024405-0.0021083i,-0.0020862-0.002481i,-0.0022423-0.0011219i,-0.0012652+0.00011236i,-0.00073705+9.4063e-06i,-0.00039535+0.00036313i,-0.0010115+0.00094024i,-0.0013212+0.00089368i,-0.0011794+0.00053391i,-0.00077567+0.0010437i,2.6506e-05+0.0010425i,0.00033952+0.00074033i,-4.9208e-05+0.00061591i,-0.00047356+0.00053597i,-2.0701e-05-0.0001227i,0.00016166-0.00073257i,-0.00058136-0.00035544i,-0.00050582-0.00047903i,0.0004908-0.0010063i,0.00050084-0.0010072i
0.00025258+0.0018168i,8.8209e-05+0.0014245i,-0.00056433+0.00078855i,-0.00054512-0.00015097i,-0.00087373-0.00074232i,-0.0010641-0.00090118i,-8.8429e-05-0.00022503i,-0.000189+0.00035936i,-0.0014562+0.00098701i,-0.00099781+0.0014999i,0.00022352+0.001929i,0.00047993+0.0018566i,0.00057729+0.0016998i,-7.2386e-05+0.0017969i,-0.00027155+0.0011168i,0.00072729+0.00040089i,0.0013889+0.00042652i,0.0015244+0.00083934i,0.00097612+0.00088301i,0.00057337+0.00033414i,0.00053347+6.8994e-05i,0.00037969+0.00011928i,0.00014162+0.00062864i
-6.7735e-05+0.00032636i,-0.00076821+0.00027417i,-0.0013691-0.0011465i,-0.0022635-0.0021213i,-0.0026129-0.00144i,-0.0011021+0.0006941i,-0.00013716+0.001607i,-0.001195+0.0010248i,-0.0018387+0.0010413i,-0.0014198+0.00099654i,-0.0009735+0.00061177i,-0.00091621+0.00060599i,-0.00066008+0.001041i,-0.00095096+0.0010832i,-0.00064105+0.00074385i,-0.00027806+0.00023735i,-7.5967e-05-0.00030566i,0.00030816-2.3077e-05i,9.5712e-05+0.00018218i,-6.3235e-05-0.00010178i,0.00056696-5.9109e-05i,-3.8623e-05-0.00013154i,-0.00084913-0.00027946i
-0.00077401-0.00077269i,-0.0011959-0.00028997i,-0.0020593-0.00018259i,-0.0032945+0.00025654i,-0.0044068+0.0021278i,-0.0029763+0.003018i,-0.00082054+0.002324i,-0.00089228+0.00090655i,-0.0013186+0.00014108i,-0.00033329+0.00085108i,0.000442+0.00067698i,-6.6771e-05+0.00016194i,-0.00054092+0.00056608i,-0.00031693+0.0007279i,0.00014501+2.9767e-05i,0.000193-2.4153e-05i,0.00011594+0.00030548i,0.00027499+8.6547e-05i,0.00051694-0.00010637i,0.00024301-0.00024119i,-0.00017445-0.00041804i,-3.6391e-05-0.00056145i,2.61e-05-0.00030553i
-0.00081855-0.00054983i,-0.00061704-0.0003869i,-0.0010893-0.00012938i,-0.0025448+0.00024395i,-0.00256+0.00040543i,-0.00087391+0.00089098i,-0.00039991+0.0010768i,-0.00032472+0.00051849i,-0.00073488+0.0012171i,-0.0011202+0.0019694i,-0.00057495+0.0013881i,1.7708e-05+0.00054783i,0.00036308+0.00012562i,-6.8803e-05-0.00060629i,0.00024329-0.00092481i,0.00056516-1.4899e-05i,0.00032295+0.00041396i,-0.00029355+0.00052373i,-0.00033005+0.00050997i,5.1285e-05+6.7374e-05i,-4.51e-05-0.00031668i,0.00021545-0.00050617i,-0.00015255-0.00047795i
-7.0009e-05-0.001777i,-0.00099902-0.000951i,-0.0016384+0.00043532i,-0.0031+0.0009882i,-0.0033086+0.00071384i,-0.0019634+0.0014421i,-0.00088629+0.0014553i,-0.0013186+0.00073197i,-0.0024328+0.00048323i,-0.0024758+0.00022886i,-0.0011754+0.00016797i,-0.00047532+0.00070692i,-0.00099595+0.00059558i,-0.0010935+0.00051954i,-0.00086732-0.0001102i,-0.00037469-0.00096679i,0.00052649-0.00092433i,0.00020387-0.0005029i,-0.00027036-0.00067924i,0.00016286-0.00037093i,-0.00012456+0.00034454i,-0.00019616-0.00046192i,0.000372-0.00091236i
-0.0012879+0.0011403i,-5.7907e-05+0.0016847i,-0.00023398+0.0016881i,-0.0012909+0.00045287i,-0.0018031+0.00048371i,-0.00067901+0.001412i,0.00038262+0.0016246i,0.00067022+0.0011881i,0.00019722+0.0012942i,-0.00051418+0.0016016i,-0.00051758+0.001373i,-0.00064111+0.00049756i,-0.00041471+0.00041972i,0.00049149+0.00087512i,0.00023743+0.00065723i,-8.242e-05+0.00077122i,-6.1411e-05+0.00074178i,-0.00036317-7.4777e-06i,-0.00021369-0.00047137i,0.0004068-0.00045664i,0.00066402-0.00022185i,0.00076452-0.00042718i,0.00058358-0.00021938i
0.0015894-0.00042939i,0.00068098-0.0009853i,-0.00049316-0.0017796i,-0.001365-0.0035578i,-0.002354-0.0036319i,-0.0024423-0.0011401i,-0.0010525+0.00099892i,-0.00077851+0.00093433i,-0.001196+0.00075599i,-0.0013465+0.0014972i,-0.00085181+0.00083762i,-0.00039051+6.7232e-05i,-0.00012698+0.00053058i,0.00044776+0.00091917i,0.00070802+0.0010793i,0.00062687+0.00069439i,0.00031348+0.0002537i,0.00053836+0.00015238i,0.00098631-0.00015395i,0.00051098-0.00039651i,-0.00063099-0.00095185i,-0.00090666-0.00037287i,3.0505e-05+0.00069639i
0.00049612-0.00084446i,0.00014223-0.0018845i,-0.00024097-0.0017282i,-0.00070524-0.0014784i,-0.0016058-0.0013294i,-0.0018631-0.00015588i,-0.00099331+0.0013425i,-0.00010671+0.0011315i,-0.00066229+0.00063779i,-0.0016577+0.00083191i,-0.00095179+0.00075288i,7.3149e-05+0.00010899i,0.00017192+0.00032525i,0.00015227+0.00078998i,0.00036498+0.00049376i,-0.00025105+0.00028401i,-0.0010437+0.0003348i,-0.00072042+0.00036174i,-0.00077199+0.00023168i,-0.0012615-0.00019423i,-0.0007501-0.00033918i,-0.00042998+0.00016714i,-0.00034239+0.00040946i
0.00052691-0.00064742i,-0.00019933-0.00046819i,-0.001855-0.00023018i,-0.001896-0.00128i,-0.0010899-0.0014155i,-0.00075036+5.3407e-05i,-0.00095544+0.00072142i,-0.0016772+0.00067206i,-0.0022109+0.00091306i,-0.0018393+0.0008914i,-0.00093838+0.00069618i,-0.00071085+0.00042918i,-0.0011677+0.00042317i,-0.0011904+0.00074915i,-0.00037664+0.0010114i,0.00071654+0.00067616i,0.0013925+0.00086532i,0.00079874+0.0011231i,0.00052845+0.00026354i,0.00048667-0.00074177i,0.00029969-0.0011507i,-3.2493e-05-0.00087096i,-0.00015893-0.00054118i
0.0013879+0.00078589i,0.00070328+6.3731e-05i,0.00030044-7.8498e-05i,-0.00078432-0.0009057i,-0.0016921-0.00083509i,-0.0019725+5.7721e-05i,-0.0012415+0.00055584i,-0.0007985+0.00070726i,-0.0013113+0.00011919i,-0.0016812+9.9177e-05i,-0.0010603+0.00013318i,-0.00067126-0.00035447i,-0.00091053+6.5355e-05i,-0.00098123+0.00052646i,-0.00041349+5.0875e-05i,0.00073861-0.00011649i,0.001093+0.00046167i,0.00071816+0.00053259i,0.00058544-7.929e-05i,0.00025368-0.00017662i,0.00013184-0.00076308i,-0.0001267-0.0010966i,-0.00068155-0.00092393i
0.00053866-0.00036532i,0.00044613-0.00038826i,-0.00048909-0.0018877i,-0.0026358-0.0028574i,-0.0038928-0.0016001i,-0.0027836+0.00070444i,-0.00048099+0.0016151i,-5.3107e-05+0.00054139i,-0.001052+0.0004578i,-0.0013902+0.0015501i,-0.00077114+0.0017124i,-0.00046963+0.00095601i,-0.00025197+0.00069532i,4.4703e-05+0.0016672i,0.00052936+0.0015678i,0.0013509+0.00062948i,0.0015849+0.00041748i,0.0014729+0.0007401i,0.00094507+0.00045971i,0.0002961-0.00025701i,0.0005214+0.00020263i,0.00074508+0.00016643i,0.00034024-0.00036157i
-0.00090669+0.0012862i,-0.00042011+0.00067709i,-0.00075756+0.00060963i,-0.0017678+0.00031186i,-0.002514+0.00031978i,-0.0020497+0.0013129i,-0.0007596+0.00078949i,-0.0006878-0.00029986i,-0.0013639-3.7468e-05i,-0.0010587+0.00093201i,-0.00023778+0.00075282i,0.00014934+0.00029498i,-9.5024e-05+0.00058167i,-8.4377e-05+0.00067648i,-0.00048086+0.00043787i,-0.0010288+0.00086153i,-0.00091431+0.0013585i,-0.00010405+0.0011395i,0.00017495+0.0010042i,0.00020137+0.0007829i,0.0005093+6.9108e-05i,0.00040914-0.00013031i,0.0004285-0.00024909i
-0.00096731-0.00099254i,-0.0011824-0.00021815i,-0.0013755+0.00016198i,-0.0024837+0.00012287i,-0.0023432+0.00087121i,-0.00028846+0.001584i,0.00072122+0.0016023i,-0.00027157+0.0014499i,-0.0012993+0.0017852i,-0.0010717+0.0016798i,-8.8034e-05+0.00095613i,0.00012882+0.00047002i,-0.00031173+0.00043346i,-0.00060731+0.00072417i,-0.00072499+0.00076647i,-0.00037258-8.8663e-05i,-9.1861e-05-1.0805e-05i,-4.9296e-05+0.0005079i,-0.00021369-0.00012033i,0.00014246-0.00044443i,0.00064542-0.00052702i,3.4815e-05-0.00016462i,-0.00019167+6.5386e-05i
-0.00021295-0.0010219i,-0.0013551-0.00053612i,-0.0024251-0.0005967i,-0.0034868-0.001142i,-0.0034173-0.00054045i,-0.0026264+0.00095285i,-0.0013844+0.0017168i,-0.0004713+0.0016083i,-0.0010542+0.0010328i,-0.0013421+0.00096207i,-0.00082763+0.0010731i,-0.00033055+0.00072206i,-0.00018282+0.00081861i,2.7436e-05+0.0010377i,0.00027145+0.00024634i,8.6151e-05-4.0597e-06i,0.00059547+0.00036356i,0.00067048+0.00015385i,-0.00014021+0.00019542i,-0.00052639+3.8546e-05i,-0.0013954-0.00041214i,-0.001238+0.00040946i,-0.00029848+0.0010789i
0.0013054+0.00081785i,0.00026645+0.00079812i,-0.00044153-5.3174e-05i,-0.0011103-0.00061082i,-0.0016584-0.00058937i,-0.0016183+0.00084212i,-0.00067553+0.0013855i,0.00034576+0.00093015i,0.00052093+0.00094111i,-0.00042989+0.00098542i,-0.00052211+0.00063282i,-0.00069079+0.00034901i,-0.00055324+0.001187i,-0.00057583+0.0019849i,-0.00031379+0.0012711i,-8.5134e-05+0.00046508i,0.00035305+0.0005253i,0.00080189+0.00032905i,-0.00027744-0.0005103i,-0.00073108-0.00089803i,-0.00041039-0.0009045i,6.248e-05-0.00033114i,0.00027585+0.00044346i
0.00074323-0.00043956i,-0.00013292+0.00017295i,-0.0013666-0.00024215i,-0.0021064-0.00078028i,-0.002716-0.00077671i,-0.0024235-0.00018418i,-0.0016094+0.00030862i,-0.0012669+0.00020734i,-0.00099334+0.00048478i,-0.00040892+0.00058206i,-0.0003826+0.00064472i,-0.00078584+0.0008219i,-0.00095253+0.001185i,-0.000558+0.0013589i,-0.00034256+0.00078604i,0.00017188+0.00057119i,0.00059072+0.0010144i,0.00057243-0.00027104i,0.00025413-0.0011558i,1.8392e-05-0.0004787i,-6.2148e-05-0.00010393i,-3.9103e-05+0.00030074i,-0.00040189+0.00060072i
