-0.0029436+0.0017555i,-0.00038904+0.0020536i,5.6158e-05+0.0024358i,0.00039803+0.0031578i,0.00039893+0.0043641i,0.0010346+0.0031694i,0.0017119+0.0007524i,0.0017098-5.0251e-05i,0.0011485+0.00028014i,0.00067645+0.00078218i,0.00058315+0.00066252i,0.00081955+1.424e-06i,0.0011854-0.00086134i,0.00071341-0.00078577i,4.9862e-05+0.00011961i,-0.00019257+0.0010935i,-0.00030042+0.00091055i,0.00045327-0.00025394i,0.0013008-0.0003569i,0.0010592+0.00059724i,0.00018578+0.00071487i,-8.2019e-05+0.00015909i,-9.0409e-05-0.00033252i
0.00028366+0.008468i,0.025846-0.00021268i,0.066815-0.053153i,0.069287-0.14938i,0.019216-0.22165i,-0.024954-0.19916i,-0.031264-0.122i,-0.01671-0.070343i,-0.0017966-0.041564i,0.0052087-0.018673i,0.0051845-0.0072118i,0.0019331-0.0010221i,-0.00068549+0.0042287i,-0.0002518+0.0068169i,0.002311+0.0080905i,0.0051768+0.0086698i,0.0053111+0.007038i,0.0031722+0.0050771i,0.0011596+0.0053761i,0.0016925+0.005258i,0.0033645+0.0015782i,0.0039058-0.00070319i,0.0047209-0.00075097i
0.0011761-0.0079704i,-0.027609-0.015245i,-0.095069+0.0034249i,-0.15774+0.07517i,-0.16124+0.15678i,-0.10332+0.16665i,-0.034398+0.11418i,0.0022155+0.06261i,0.015507+0.031358i,0.024091+0.011991i,0.023626-0.00080855i,0.014371-0.0072875i,0.0056339-0.0064538i,0.0039597-0.003004i,0.0073231-0.003327i,0.0084562-0.0064103i,0.0076952-0.0073994i,0.0078885-0.005843i,0.007827-0.0036227i,0.0060677-0.0025617i,0.0023316-0.0021882i,-0.00070386-0.0031382i,-0.0020177-0.0053621i
-0.0032717+0.0090735i,0.017157+0.031875i,0.084998+0.060431i,0.17633+0.059678i,0.22574+0.028034i,0.18622+0.0065984i,0.10461+0.0024972i,0.047676+0.0046378i,0.017744+0.011245i,-0.0015685+0.015757i,-0.0091164+0.014162i,-0.0089622+0.0079761i,-0.0091307+0.0014871i,-0.0095046-0.0006541i,-0.010398+0.0018205i,-0.011197+0.0052476i,-0.0094456+0.0062542i,-0.0064546+0.0039402i,-0.0058485+0.0012943i,-0.0067105+0.0010869i,-0.0046277+0.0030895i,-0.0033551+0.0046495i,-0.003317+0.0057082i
0.014367-0.0070249i,0.0087697-0.041694i,-0.027855-0.10817i,-0.096723-0.16896i,-0.15662-0.1829i,-0.15644-0.14181i,-0.11618-0.075974i,-0.077749-0.030973i,-0.047887-0.010926i,-0.026041-0.0004059i,-0.012255+0.0033448i,-0.0020874+0.0033419i,0.0034242+0.0020307i,0.0023392+0.00075258i,0.0014775+0.0019605i,0.003313+0.002436i,0.0032023+0.0020804i,0.0018586+0.0029301i,0.0011952+0.0047414i,0.0018535+0.0035567i,0.0034152-0.00026343i,0.0056159-0.0012299i,0.0069725-0.00027348i
-0.012348+0.0019755i,-0.029212+0.032639i,-0.042076+0.10596i,-0.037114+0.19029i,-0.016196+0.22418i,0.0042163+0.1719i,0.01927+0.07958i,0.020212+0.020927i,0.011476-0.0031733i,0.0059932-0.016142i,0.0029638-0.018394i,0.0018341-0.013588i,0.0034301-0.0091089i,0.0044698-0.0073098i,0.0025826-0.0088453i,-0.00089615-0.011074i,-0.0025071-0.011322i,-0.0019727-0.009673i,0.0003229-0.0068368i,0.00082858-0.005871i,-0.0014194-0.0060134i,-0.003478-0.0057629i,-0.0041627-0.0054681i
0.016221+0.0083259i,0.049849-0.0075761i,0.10501-0.054949i,0.1585-0.11563i,0.18279-0.14342i,0.15957-0.11822i,0.1033-0.072856i,0.058213-0.04051i,0.03411-0.020729i,0.01848-0.0076582i,0.0087576+0.0011005i,0.0036407+0.0063287i,-0.00065386+0.0086746i,-0.0027517+0.0078406i,-0.003582+0.0059692i,-0.002453+0.0059551i,0.00026595+0.0054401i,0.0016569+0.0025719i,-2.8566e-05-0.00010218i,-0.0013512+0.00021661i,-4.1432e-05+0.0021768i,-0.00065995+0.0039127i,-0.0031147+0.0054889i
-0.01742-0.0088079i,-0.051051-0.01348i,-0.11511-0.0079682i,-0.18176-0.0021023i,-0.20547-0.0052541i,-0.17069+0.0033719i,-0.10381+0.032114i,-0.04834+0.044107i,-0.019289+0.03175i,-0.0050512+0.02038i,0.0018427+0.014673i,0.0039812+0.00861i,0.0030097+0.0044016i,0.0016279+0.004631i,0.0035714+0.0045908i,0.006873+0.0028765i,0.0076741+0.0025901i,0.0060139+0.003879i,0.0040571+0.0048536i,0.0038517+0.0034629i,0.004427+0.00019575i,0.0061973-0.002102i,0.0066529-0.0027044i
0.0091481+0.017503i,0.036595+0.042688i,0.085955+0.07741i,0.12748+0.12067i,0.12711+0.15404i,0.089331+0.13495i,0.041892+0.069536i,0.0077362+0.021484i,-0.0054729+0.0072114i,-0.0080367+0.0010788i,-0.0097557-0.0047784i,-0.010329-0.0069445i,-0.0082674-0.007009i,-0.0058145-0.0075173i,-0.0045051-0.0065481i,-0.0056462-0.0045656i,-0.0071807-0.0021962i,-0.0053099+1.4893e-05i,-0.0024553-0.00080421i,-0.002267-0.0013731i,-0.0036521-0.00074734i,-0.0052081-0.0021708i,-0.005365-0.0035161i
0.0039291-0.019785i,-0.0062279-0.055418i,-0.01956-0.10759i,-0.014319-0.16278i,0.012396-0.19738i,0.01827-0.17818i,-0.00073633-0.11984i,-0.0080852-0.07197i,-0.0036735-0.042038i,-0.001515-0.022705i,-0.0015992-0.012052i,-0.00090925-0.0050263i,0.00062884-0.0021491i,-0.00050572-0.00078996i,-0.0022249+0.0026847i,-0.0015644+0.0049237i,-0.00099954+0.0035137i,-0.0016562+0.0005962i,-0.0028489-0.00025929i,-0.0027236+0.00075143i,-0.0010409+0.0024645i,0.0010372+0.0054376i,0.0017997+0.0072177i
-0.013895+0.02139i,-0.020849+0.055289i,-0.038273+0.095653i,-0.081664+0.118i,-0.1236+0.11488i,-0.099898+0.087974i,-0.028773+0.05272i,0.011419+0.029997i,0.013611+0.017306i,0.013156+0.0084154i,0.015439+0.0020797i,0.015169-0.0027924i,0.011395-0.003413i,0.0071173-0.00052675i,0.0065508-0.00018364i,0.0074861-0.0027874i,0.0078984-0.0045072i,0.0056645-0.0047741i,0.0034928-0.0020823i,0.0041899+0.0002305i,0.0044837-0.0019533i,0.0045033-0.003995i,0.0047425-0.0028632i
0.012939-0.012041i,0.036524-0.033434i,0.071574-0.044181i,0.12387-0.01797i,0.16584+0.028207i,0.14935+0.047542i,0.088108+0.037047i,0.040474+0.027152i,0.018836+0.020535i,0.0060134+0.01302i,-0.0010376+0.010026i,-0.0031563+0.0077706i,-0.0035841+0.0037039i,-0.0037446-0.00036809i,-0.0044417-0.0028772i,-0.0042393-0.0028391i,-0.0021479-0.00056497i,0.00086699+0.0022575i,0.0030119+0.001904i,0.0035539-0.00094122i,0.0010643-0.0023768i,-0.0027972-0.0033926i,-0.0051313-0.0039461i
-0.019195+0.0047686i,-0.045766+0.013123i,-0.071091+0.00089493i,-0.087233-0.053005i,-0.090899-0.11086i,-0.086785-0.106i,-0.077596-0.052312i,-0.058621-0.018403i,-0.038562-0.011586i,-0.025774-0.0055572i,-0.015067+0.0031814i,-0.005335+0.0084383i,-0.0016009+0.0079206i,-0.0022976+0.0059408i,-0.0016925+0.0051995i,-0.00042981+0.0058783i,0.00035336+0.0056884i,4.93e-05+0.0031086i,-0.0015878+0.00029118i,-0.0022358-0.00018896i,-0.001015+0.0015326i,0.00047133+0.003725i,0.0010234+0.0050324i
0.021497+0.0016371i,0.043003+0.0064894i,0.047867+0.02652i,0.013805+0.077707i,-0.031916+0.12462i,-0.035653+0.11155i,-0.010183+0.050741i,0.00021567+0.005512i,0.00033584-0.0065354i,0.0014521-0.0095099i,0.00043216-0.012588i,-0.001535-0.011698i,-0.0011708-0.0078838i,0.0018637-0.0051283i,0.0033943-0.0051065i,0.0022059-0.0066548i,-0.0016879-0.0064453i,-0.0051035-0.0039228i,-0.0053475+0.00033654i,-0.0036694+0.0024678i,-0.00069537+0.00025454i,0.0020584-0.0030662i,0.0040407-0.0042383i
-0.018374-0.013415i,-0.034057-0.02288i,-0.021747-0.03351i,0.043467-0.048261i,0.11599-0.063595i,0.12003-0.065696i,0.079542-0.0508i,0.053723-0.034298i,0.038074-0.022993i,0.022482-0.01381i,0.01017-0.0069452i,0.0028122-0.0020587i,0.00051151-0.00087644i,-0.0012078-0.0026098i,-0.0033206-0.002112i,-0.0035503-0.00068164i,-0.0016118-0.0004487i,0.0013959+0.00043239i,0.0034789+0.00040192i,0.0030457-0.0019699i,-0.0003206-0.0029883i,-0.0034414-0.0024965i,-0.0042145-0.0016849i
0.011262+0.01428i,0.020286+0.027907i,0.0057007+0.021534i,-0.053984-0.01179i,-0.11383-0.035652i,-0.10318-0.016042i,-0.051941+0.016874i,-0.022262+0.029466i,-0.0098253+0.027011i,-8.6564e-05+0.020493i,0.0060096+0.012711i,0.0090367+0.0059044i,0.0071033+0.0025524i,0.0033403+0.0035201i,0.0025949+0.0054113i,0.0042124+0.0055804i,0.005635+0.0030105i,0.0039986-0.0011229i,0.00049046-0.0030315i,-0.0016454-0.002143i,-0.00079162+0.00039248i,0.00028074+0.0028533i,0.00044024+0.0034653i
-0.0032891-0.018359i,-0.0093304-0.031091i,-0.0086017-0.010226i,0.014717+0.058983i,0.044857+0.11875i,0.044314+0.10561i,0.019459+0.057883i,0.0012029+0.032453i,-0.0039258+0.022349i,-0.0055467+0.012406i,-0.0066856+0.0054909i,-0.0059418+0.0017247i,-0.0032833-0.00048893i,-0.00077363-0.0023739i,0.00057332-0.002458i,0.00065214-0.0010157i,-0.0002236+0.00051822i,-0.0013024+0.0037399i,-0.0010155+0.0060477i,0.0017479+0.0055576i,0.0038388+0.0026174i,0.0034639-0.00094813i,0.0024931-0.0032151i
-0.0042493+0.023071i,0.00076081+0.036687i,0.021102+0.019973i,0.047327-0.050073i,0.051248-0.11583i,0.022995-0.11507i,-0.0094294-0.079297i,-0.019861-0.052358i,-0.019464-0.034057i,-0.015339-0.018823i,-0.0078476-0.0072056i,-0.0033507-0.0013749i,-0.0036895-0.0016828i,-0.0059825-0.0016128i,-0.0064513+0.00034424i,-0.005562+0.0020298i,-0.0031745+0.0029265i,0.00079943+0.0013916i,0.0036188-0.001448i,0.0034205-0.0027741i,3.8808e-05-0.0025583i,-0.0028182-0.0014551i,-0.0037285+2.0988e-05i
0.011208-0.016097i,0.011573-0.032983i,-0.019185-0.034313i,-0.079568+0.0011112i,-0.11161+0.042626i,-0.074506+0.050568i,-0.018294+0.033073i,0.0050518+0.014193i,0.0069766+0.001447i,0.0051543-0.0051071i,0.0030181-0.0057148i,0.0013303-0.0041329i,0.00083709-0.0017197i,0.0028203+0.0010302i,0.0044311+0.0016682i,0.0034815+0.00013578i,0.00040819-0.0028877i,-0.002652-0.0046325i,-0.0037833-0.0033467i,-0.0037007-0.0014881i,-0.0019197+0.00055449i,0.00060783+0.0016047i,0.0018591+0.001851i
-0.016879+0.011158i,-0.025595+0.030172i,0.00087855+0.054606i,0.072023+0.065306i,0.12398+0.052797i,0.10605+0.026733i,0.064786+0.010011i,0.043366+0.0032461i,0.030787-0.0028254i,0.019106-0.0034535i,0.0085252-0.0003429i,0.0026666+0.0022184i,0.0025342+0.0016844i,0.0028028-0.0019945i,0.0020566-0.0051646i,0.0023285-0.0062061i,0.0031418-0.0041509i,0.0034966+0.00077354i,0.0040798+0.0038408i,0.0040908+0.0026013i,0.003384-0.00090582i,0.0026659-0.0037872i,0.0022036-0.0048814i
0.018097-0.0043994i,0.035853-0.020544i,0.031679-0.058207i,-0.013328-0.10216i,-0.057905-0.10784i,-0.062695-0.061739i,-0.049139-0.016713i,-0.035829+0.00044989i,-0.018719+0.0080282i,-0.0051927+0.0098656i,0.00024842+0.0055068i,0.0011988+0.002945i,-0.00019923+0.0025723i,-0.0026467+0.0032182i,-0.0029814+0.0046243i,-0.00052803+0.0043432i,0.0018669+0.0022934i,0.0024385-0.00020213i,0.0018765-0.0021412i,0.0011241-0.0030036i,-0.00041132-0.0023145i,-0.0024077-0.00014805i,-0.0030369+0.0018789i
-0.020909-0.0038439i,-0.047323+0.0042691i,-0.070139+0.039588i,-0.063897+0.09837i,-0.033837+0.12253i,-0.0071925+0.082427i,0.0029691+0.034575i,0.0029237+0.016754i,0.0016248+0.0133i,0.00010884+0.0088265i,-0.00086881+0.0037719i,-0.00095293+0.0010503i,0.00031678+0.00091781i,0.0028396+0.00091186i,0.0042884+0.00034288i,0.0033418+0.0011637i,0.00062686+0.0019313i,-0.0022106+0.0020865i,-0.0034547+0.0021417i,-0.0029313+0.002283i,-0.00123+0.0027111i,0.00038535+0.0026576i,0.0014375+0.0017538i
0.016368+0.0074123i,0.043543+0.015217i,0.084395+0.001817i,0.11325-0.040967i,0.10088-0.072044i,0.057326-0.06505i,0.025221-0.046942i,0.012128-0.032059i,0.00051134-0.019915i,-0.0045682-0.010721i,-0.0016775-0.003495i,0.00057485-0.0016825i,-0.00022396-0.0050164i,-0.0027239-0.0074585i,-0.0045874-0.0064346i,-0.0048539-0.0039705i,-0.002928-0.001688i,0.00073916-0.00033892i,0.0024934+0.0010317i,0.0018796+0.0014971i,0.0013151+3.4163e-05i,0.00053948-0.0015373i,-0.00095403-0.002103i
-0.0097484-0.019339i,-0.032539-0.040802i,-0.076555-0.054944i,-0.12168-0.038256i,-0.11905-0.00395i,-0.066569+0.022298i,-0.023602+0.030526i,-0.011321+0.022325i,-0.0074348+0.0095424i,-0.003805+0.00074097i,-0.002038-0.0017409i,-0.0014809-0.00078672i,-0.00098611+0.0017133i,0.00043358+0.003554i,0.00056411+0.0028885i,-0.0013932+0.00099986i,-0.0025388-0.00075983i,-0.0022043-0.0022563i,-0.0012286-0.0026205i,-0.00057126-0.0021969i,-0.0010577-0.00037967i,-0.0014911+0.0015708i,-0.0011441+0.0019321i
0.0054705+0.019969i,0.012058+0.050884i,0.038027+0.09037i,0.078853+0.10567i,0.091339+0.07783i,0.06113+0.033007i,0.030544+0.0082877i,0.020222-0.001473i,0.016746-0.0086478i,0.010749-0.0077645i,0.0044529-0.0027539i,0.0026734-0.00032433i,0.0040737-0.0010766i,0.005132-0.0025588i,0.0050286-0.0033489i,0.0046184-0.0030162i,0.0045855-0.0017828i,0.0029361+0.0003425i,0.0014811+0.0024172i,0.0013428+0.0020928i,0.0012383+0.00074452i,0.0019656+0.00035206i,0.0027593+0.00018449i
0.0091643-0.019835i,0.017849-0.053324i,0.018276-0.1035i,-0.0033632-0.13451i,-0.028932-0.11091i,-0.036676-0.055536i,-0.030607-0.025582i,-0.018871-0.017563i,-0.0069559-0.008083i,-4.3996e-05-0.0025411i,0.00050706-0.001633i,-0.00097348-0.0010285i,-0.0027097-0.00071044i,-0.0043472+0.00017278i,-0.003246+0.0017634i,-5.4709e-05+0.0023541i,0.0015821+0.00040208i,0.0013696-0.0015859i,0.00065194-0.00084795i,0.00091701-8.0286e-05i,0.0015882-0.00068894i,0.00047538-0.0015894i,-0.00069546-0.0012999i
-0.012481+0.012533i,-0.040657+0.035777i,-0.070975+0.073563i,-0.073985+0.10649i,-0.042478+0.095877i,-0.0039736+0.054003i,0.013738+0.027729i,0.014991+0.020552i,0.011683+0.015677i,0.0061115+0.0098763i,0.001324+0.0057744i,-0.0010755+0.0043914i,-0.00013688+0.0043297i,0.0019418+0.004016i,0.0024899+0.0039728i,0.001456+0.0038809i,-0.00080541+0.003054i,-0.0018544+0.0022541i,-0.00068895+0.0013377i,-0.00017976-7.732e-06i,-0.00094529-0.00042999i,-0.0020313+0.00034i,-0.002001+0.0011556i
0.020732-0.0047387i,0.055974-0.012543i,0.10108-0.028884i,0.11846-0.051608i,0.08582-0.056506i,0.03582-0.04088i,0.01107-0.022597i,0.0019528-0.0086283i,-0.0055294-0.0015158i,-0.0057616+0.00049272i,-0.0015136-0.0005426i,0.0017646-0.0026634i,0.0020809-0.0042495i,-0.00032142-0.0045262i,-0.0021966-0.0036269i,-0.0018385-0.0026124i,-0.00017579-0.0011601i,0.0018278+0.00015955i,0.0022954+0.00048304i,0.0010092+0.00090249i,0.0014077+0.0018012i,0.0021668+0.0017334i,0.0010619+0.0010114i
-0.020435-0.0025741i,-0.052707-0.014503i,-0.096873-0.02631i,-0.11855-0.02038i,-0.092203+0.0011681i,-0.047828+0.019831i,-0.027012+0.021262i,-0.022483+0.01024i,-0.016565+0.0018981i,-0.010008-0.0012869i,-0.0052353-0.0017701i,-0.0021341-0.0013904i,-0.0015281+8.08e-05i,-0.0017186+0.0014283i,-0.00071532-2.1037e-06i,-0.00022045-0.0020401i,-0.00072257-0.0023278i,-0.0010624-0.001433i,-0.00049399-0.00091618i,0.00017426-0.00075155i,0.00030263-0.00073261i,3.5957e-05-0.00098147i,-0.00024141-0.0010683i
0.016068+0.011625i,0.037956+0.037468i,0.066289+0.07308i,0.085402+0.084398i,0.076554+0.053129i,0.047797+0.0081705i,0.026099-0.013374i,0.017187-0.01669i,0.011186-0.016645i,0.0070025-0.010952i,0.0060872-0.0035671i,0.0055319+0.00055136i,0.0043042+0.0013957i,0.0033751+0.00025537i,0.0032161-0.00089865i,0.0021946-0.0013418i,0.0011235-0.00072203i,0.00038704-0.00023114i,-0.00015913-0.00031449i,-0.00048777-0.0004119i,-0.00084479-0.00065385i,-0.00076464-0.0003229i,-0.00086823-0.0008423i
-0.0086623-0.016198i,-0.012061-0.050129i,-0.016188-0.093361i,-0.023062-0.10782i,-0.031227-0.074361i,-0.02829-0.029765i,-0.012099-0.011791i,0.0023145-0.0075068i,0.0078727-0.0024331i,0.0076436-0.0013467i,0.0034604-0.002309i,-0.00093164-0.0017833i,-0.0033012-0.0012994i,-0.004341-0.0008604i,-0.0032938-0.00010683i,-0.00022497+0.00081529i,0.0020842+0.00062152i,0.0025259-0.00050081i,0.0017272-0.00083993i,0.0016014+0.00042414i,0.0024837+0.0014603i,0.0026256+0.00040793i,0.0015122-0.00024867i
-0.0010898+0.018527i,-0.014093+0.04846i,-0.033511+0.086145i,-0.035366+0.10173i,-0.0091557+0.078107i,0.015492+0.044554i,0.016357+0.029122i,0.01+0.024456i,0.0080447+0.018046i,0.0054315+0.010884i,0.0016697+0.0061037i,-0.00055906+0.0040172i,-0.00016948+0.0027385i,0.0013858+0.0010064i,0.00084259+4.65e-05i,-0.000313-0.0001289i,-0.00089106-0.00097962i,-0.00086653-0.0017358i,6.9042e-05-0.0014761i,0.00091861-0.0019057i,0.0011404-0.0029275i,0.00053425-0.0025512i,0.00048089-0.0014697i
0.0080824-0.016626i,0.032438-0.033541i,0.068589-0.053294i,0.080217-0.062091i,0.047471-0.052136i,0.010481-0.033851i,-0.0048813-0.017612i,-0.010465-0.0082523i,-0.011508-0.0031182i,-0.0071773+0.0011661i,-0.00089505+0.00058936i,0.0026585-0.0031741i,0.0028629-0.0048972i,0.0013998-0.0041223i,-0.00045449-0.003475i,-0.0012723-0.0017621i,-0.00034827+0.00040082i,0.00054726+0.0017289i,-0.00047622+0.0018924i,-0.0020476+0.0024503i,-0.0026429+0.0033872i,-0.0027054+0.0031801i,-0.0036842+0.0020204i
-0.013371+0.0073478i,-0.042434+0.0090116i,-0.081546+0.0078017i,-0.095106+0.010088i,-0.065161+0.019943i,-0.032123+0.023397i,-0.01902+0.010726i,-0.013442-0.0025749i,-0.010426-0.0044956i,-0.0087792-0.0019464i,-0.004847-6.6588e-06i,-0.0014623+0.00085641i,-0.00093709+0.00049215i,-6.4994e-05+0.00075533i,0.0019647+0.0012352i,0.0028047+6.2245e-05i,0.001352-0.0010526i,0.00043956-0.00029472i,0.00053869+0.001246i,0.00077336+0.0018972i,0.0025254+0.0017163i,0.0031264+0.0014819i,0.0012945+0.00085195i
0.015186-0.00088916i,0.039548+0.011196i,0.069881+0.032691i,0.081415+0.040668i,0.064629+0.019375i,0.043008-0.0063606i,0.03024-0.01456i,0.021433-0.014256i,0.013583-0.014243i,0.0060936-0.0099993i,0.0016751-0.0025254i,0.0016043+0.0014526i,0.0025169+0.00051187i,0.0025716-0.0010338i,0.0022443-0.0018154i,0.0016093-0.0019469i,0.00017655-0.00090814i,-0.00066435-0.00099323i,-0.00045874-0.0026629i,-1.1707e-05-0.0042783i,5.4353e-06-0.0046401i,-0.00035454-0.0045679i,0.0002561-0.004318i
-0.010989-0.0081942i,-0.026961-0.030317i,-0.041302-0.062313i,-0.045864-0.073517i,-0.042333-0.047276i,-0.031473-0.012405i,-0.013416+0.0045491i,-0.00044026+0.0078805i,0.0040214+0.0054811i,0.0043745+8.7204e-05i,0.0011638-0.0033235i,-0.0023591-0.0028821i,-0.0023202-0.00047342i,-0.0011549+0.0014333i,-0.0011586+0.0026785i,-0.00070017+0.0029551i,0.00039562+0.0013342i,0.0009242-3.1363e-05i,-1.5657e-05+0.00011084i,-0.0010895+0.0012543i,-0.0014135+0.0023134i,-0.0014619+0.0016258i,-0.0010976+0.0004544i
0.0064719+0.0087022i,0.0065685+0.034766i,0.00078322+0.069371i,-0.002262+0.082673i,0.009524+0.064059i,0.018249+0.038153i,0.0094079+0.022689i,0.0018633+0.016434i,0.0040966+0.013399i,0.0065702+0.0094403i,0.0052278+0.0056537i,0.0023542+0.0028148i,0.00066511+0.001739i,0.00025365+0.0014933i,0.00077275-8.6958e-05i,0.00065379-0.00163i,0.00015693-0.0021966i,0.00035637-0.0011862i,0.0014513+0.00018728i,0.0034242+0.0007459i,0.0048769+0.0010413i,0.004422+0.00086846i,0.0030901+0.00092526i
0.0022763-0.010109i,0.013671-0.031021i,0.037002-0.055581i,0.047026-0.064517i,0.026531-0.056852i,0.0012811-0.041286i,-0.0078054-0.02462i,-0.0096517-0.012887i,-0.0084789-0.0036361i,-0.00355+0.001807i,0.00025429+0.0015673i,0.0013691-0.0005829i,0.00071521-0.001748i,-0.00060292-0.0022063i,-0.0022427-0.0025269i,-0.0025546-0.0020009i,-0.0015455-0.00074739i,-0.00023923-0.00032168i,5.5966e-05-0.0012574i,-0.00078202-0.0030702i,-0.001115-0.0049899i,-0.0013528-0.0052378i,-0.0015615-0.003368i
-0.0066648+0.0093141i,-0.024414+0.019797i,-0.053803+0.027986i,-0.067092+0.029607i,-0.047386+0.032237i,-0.02177+0.026882i,-0.0070099+0.011697i,-0.0012915+0.0012702i,-0.0037952-0.00091092i,-0.0067051-0.0010055i,-0.0057454+0.00043923i,-0.0030576+0.0020244i,-0.002361+0.0010163i,-0.0025486+0.00037263i,4.9516e-05+0.00067721i,0.0021687-0.00038823i,0.0013236-0.00086097i,-0.00078966+0.00029618i,-0.0019117+0.0016022i,-0.0028368+0.0028407i,-0.0034617+0.0037489i,-0.0033976+0.0040094i,-0.0034886+0.0027137i
0.0058463-0.003367i,0.026638-0.0030591i,0.055812+0.0063593i,0.069993+0.014089i,0.059128+0.005416i,0.040832-0.0052786i,0.026274-0.0059416i,0.015408-0.0060975i,0.0085486-0.0090312i,0.004546-0.0080296i,0.0017443-0.0044297i,0.00038845-0.0014757i,0.0013427+2.2696e-05i,0.002028-0.00045319i,0.0014428-0.00095107i,0.00049939-0.00086439i,-0.00020546-0.00038803i,-0.00032744-0.00010699i,0.00050261-0.00028046i,0.0022509-0.00055628i,0.0049857-0.00063921i,0.0064365-0.00082272i,0.0047638-0.00090949i
-0.0092862-0.0017214i,-0.025215-0.011035i,-0.043825-0.031982i,-0.050214-0.044312i,-0.043334-0.029963i,-0.031383-0.0078416i,-0.016737+0.0030169i,-0.0058901+0.0047782i,0.00078606+0.0022131i,0.0047463-0.00097943i,0.0042354-0.0031689i,0.001319-0.0034455i,-0.00053115-0.0020177i,-0.0006344-0.00044025i,-0.00077051+0.001321i,-0.0010342+0.0026614i,-0.00094595+0.0027211i,-0.00081526+0.00077253i,-0.00042092-0.0016095i,-0.00085935-0.0035193i,-0.0022688-0.0049087i,-0.0028197-0.0049087i,-0.0020872-0.0031765i
0.0070822+0.002696i,0.014058+0.018436i,0.016522+0.04534i,0.014317+0.060858i,0.015877+0.050099i,0.016006+0.029457i,0.0095211+0.012868i,0.0047878+0.0049519i,0.0044704+0.0049675i,0.0045125+0.006832i,0.0037465+0.0061759i,0.0026808+0.0047278i,0.0013794+0.0037421i,0.00022296+0.0031541i,-0.00019687+0.0022181i,8.7344e-05+0.00055317i,0.00027292-0.000393i,0.0001565+0.00029312i,-0.00079805+0.0010863i,-0.0011501+0.0020903i,-0.0014288+0.0031571i,-0.0018928+0.0035345i,-0.001067+0.0037365i
-0.0039162-0.0036945i,-0.00048935-0.019693i,0.011966-0.042731i,0.023629-0.05538i,0.019054-0.048885i,0.0059752-0.033118i,-0.0029625-0.018055i,-0.0066895-0.0074824i,-0.0070301-0.00090258i,-0.0051116+0.0027171i,-0.0023724+0.0033117i,-4.9493e-05+0.00049476i,0.00092097-0.0030973i,0.00013466-0.0050156i,-0.00021688-0.0044343i,0.00033499-0.0029888i,0.00059395-0.0017326i,0.00085049+0.00030969i,0.0027196+0.0017387i,0.0054885+0.00088846i,0.0071157-0.00083279i,0.0064392-0.0019993i,0.0041083-0.0020734i
0.00023486+0.0072664i,-0.011044+0.01827i,-0.032008+0.032801i,-0.045486+0.038486i,-0.035343+0.035015i,-0.016098+0.026103i,-0.003697+0.014495i,9.9542e-05+0.0047751i,-0.0022793-0.00223i,-0.0056196-0.0047162i,-0.0065016-0.0034062i,-0.0056265-0.0018601i,-0.00399-0.0014305i,-0.0018644-0.0013244i,-0.00037896-0.00083638i,0.00053557-0.00070663i,0.0011322-0.00078164i,0.00066667-0.00063404i,-0.00045259-0.0010835i,-0.0013465-0.0023544i,-0.0026429-0.0028263i,-0.0033737-0.0033957i,-0.0024177-0.0034366i
0.0025994-0.0048139i,0.016069-0.0090327i,0.039551-0.0074899i,0.053877-0.0010532i,0.046797-7.8366e-05i,0.029289-0.0027397i,0.015227-0.0037162i,0.0086355-0.0061042i,0.0073278-0.0080798i,0.0062513-0.0070905i,0.0052469-0.0043925i,0.0047699-0.0016172i,0.0047631+0.00014463i,0.004383+0.00039579i,0.0037255+0.00042135i,0.0030415+0.00032023i,0.001904-0.00029965i,0.00074256-0.00027121i,-0.0011712+0.00066455i,-0.0029156+0.0028057i,-0.001921+0.0054596i,-0.00077794+0.0062257i,-0.00046436+0.0039086i
-0.0044812+0.0015895i,-0.018037-0.0028964i,-0.035757-0.015726i,-0.043447-0.026776i,-0.03521-0.022769i,-0.02163-0.011267i,-0.011342-0.0032275i,-0.0039227+0.00036039i,0.0014031+0.0017219i,0.0042981+0.0019599i,0.0048861+0.00059099i,0.002663-0.00056788i,0.00026748-0.00035291i,-0.00061196-9.4871e-05i,-0.0012474+0.00048935i,-0.0012436+0.00027468i,-0.00092145+0.00042193i,-0.0011202+0.00050094i,0.00039599-0.00021017i,0.0034991-0.0012672i,0.0046601-0.0025288i,0.0040483-0.0027868i,0.0023521-0.0018244i
0.0054357+0.00053695i,0.015023+0.0084868i,0.024069+0.027378i,0.022792+0.04261i,0.015577+0.036773i,0.010405+0.021826i,0.0072171+0.010195i,0.0036776+0.004605i,0.0011559+0.0049065i,-0.00052717+0.0066606i,-0.002049+0.0067957i,-0.0017794+0.0055985i,-0.0016923+0.0040076i,-0.0024258+0.0028143i,-0.0021429+0.0020685i,-0.0016358+0.001803i,-0.000618+0.00098507i,0.0017526-0.00056679i,0.0021447-0.001457i,-0.00047429-0.0019293i,-0.0034736-0.0019159i,-0.004446-0.0015294i,-0.0028245-0.00092721i
