-0.0025418+0.00043044i,-0.00073883+0.00072947i,-0.00066999-0.00010761i,-0.0013417+0.00043769i,-0.0022011+0.0017926i,-0.0026838+0.0016154i,-0.0021642+0.0021396i,-0.00071689+0.0021856i,0.0001417+0.001215i,0.00013541+0.00051614i,0.00027265+0.00042178i,0.00034346-0.00013992i,0.00013591-0.00073927i,-0.00013156-0.00078356i,-0.00045357-0.00013222i,-0.00057108+0.00064955i,-0.00016054+0.00032584i,0.00038701-0.00041019i,0.00067508-0.00060031i,0.00064991+0.00027163i,0.00045198+0.00038997i,-3.1954e-05+4.7565e-05i,0.00051111+0.00069561i
0.015412-0.0081673i,0.021892-0.022006i,0.036922-0.028475i,0.098886+0.013767i,0.1993+0.077411i,0.2308+0.071129i,0.15573+0.024139i,0.064601+0.0064175i,0.0084516-0.0013767i,-0.021718-0.0093293i,-0.03081-0.0025776i,-0.025666+0.0068854i,-0.016857+0.010297i,-0.0061842+0.0072222i,0.0023013+0.0020801i,0.0061298+0.0015397i,0.004125+0.0038753i,-0.0021772+0.0044633i,-0.0059747+0.0036304i,-0.0054706+0.0035743i,-0.0041382+0.0037884i,-0.002401+0.0018012i,-0.0011649-0.00068887i
-0.016786+0.0051843i,-0.027278+0.016634i,-0.036385+0.015941i,-0.075203-0.052017i,-0.16796-0.16048i,-0.23522-0.17921i,-0.1896-0.10964i,-0.089546-0.049562i,-0.025315-0.01549i,0.00021672+0.0072705i,0.012915+0.01277i,0.016357+0.0093354i,0.013337+0.007709i,0.0083697+0.005678i,0.0024859+0.0030216i,-0.001829+0.00058775i,-0.0012586-4.8403e-05i,0.0035641+0.0014547i,0.005655+0.0020153i,0.0027971+0.0021408i,0.00079762+0.0016491i,-0.00070783+0.0028195i,-0.0016789+0.0049189i
0.020227-0.0027934i,0.030767-0.011471i,0.021816-0.0058202i,-0.0019688+0.070736i,0.0043705+0.18985i,0.048546+0.22121i,0.069483+0.14957i,0.05064+0.070208i,0.033811+0.020973i,0.023965-0.0089443i,0.0062586-0.019355i,-0.0090825-0.014702i,-0.012254-0.0075081i,-0.0072212-1.9622e-05i,-0.0013801+0.0047227i,0.00015015+0.0063331i,-0.001495+0.0065017i,-0.0033615+0.0035001i,-0.0029089-0.00062746i,-0.0012835-0.0034644i,-0.00053585-0.0046822i,0.0017464-0.0054142i,0.0034882-0.0050838i
-0.017427-0.0043879i,-0.030626+0.0020665i,-0.011433+0.0020923i,0.060465-0.059783i,0.13403-0.17092i,0.14317-0.22249i,0.092961-0.16127i,0.040592-0.059033i,0.011647+0.0014775i,-0.0015437+0.019673i,-0.0056255+0.020791i,-0.0033971+0.017688i,-0.00046982+0.011835i,-0.0010415+0.0034791i,-0.0011399-0.0030392i,0.00034841-0.0063156i,0.0013156-0.0044958i,0.0022244+0.00029197i,0.0017801+0.0032694i,0.00037075+0.0044978i,-0.00030182+0.0041295i,-0.0020363+0.0010304i,-0.0037897-0.0017325i
0.018351+0.0080037i,0.032921-0.00025344i,0.01278-0.016212i,-0.07946+0.00044353i,-0.18714+0.067807i,-0.21673+0.13202i,-0.16181+0.12644i,-0.092078+0.067i,-0.042054+0.028927i,-0.0057954+0.014926i,0.0081915-0.0018051i,0.0044454-0.011838i,0.00043068-0.010957i,-0.00038742-0.0056743i,-0.0017626-0.00075387i,-0.0031811-0.00035296i,-0.0031426-0.0024696i,-0.0016995-0.0036563i,0.0016226-0.0038001i,0.0039351-0.0031063i,0.0054258-0.0015957i,0.0065184+0.0020578i,0.0052806+0.005068i
-0.01641-0.0078217i,-0.031558-0.0030781i,-0.015799+0.030044i,0.073683+0.076724i,0.1897+0.098518i,0.22141+0.070061i,0.15026+0.021699i,0.060905-0.0024499i,0.0086867-0.010808i,-0.0094642-0.012736i,-0.010355-0.005798i,-0.0066809+0.00095429i,-0.0028225+0.0029927i,0.0017569+0.0015792i,0.0055447-0.00033144i,0.0075014+2.6954e-05i,0.0061561+0.0011232i,0.0021407+0.0019867i,-0.0014297+0.0027019i,-0.0035456+0.0021112i,-0.0047948-0.00077542i,-0.0036788-0.0049122i,-0.00044589-0.0056488i
0.015452+0.014686i,0.035338+0.010977i,0.037458-0.028985i,-0.022959-0.11079i,-0.12464-0.19117i,-0.17293-0.19685i,-0.12348-0.13796i,-0.042139-0.080517i,0.00058045-0.03826i,0.0090014-0.0051564i,0.01481+0.0088552i,0.017712+0.0065307i,0.01344+0.0025563i,0.0079763+0.0011431i,0.0032127-0.00022191i,0.00042872-0.00079286i,0.0017454-5.4952e-05i,0.0033767+0.00067902i,0.0027402+0.0013698i,0.0012356+0.0026784i,-0.0010107+0.0052476i,-0.004405+0.0073853i,-0.0068252+0.0058002i
-0.013821-0.012027i,-0.034969-0.013195i,-0.056552+0.024007i,-0.051313+0.11667i,-0.014173+0.21491i,0.027131+0.22816i,0.044118+0.16225i,0.037153+0.092058i,0.024771+0.04177i,0.014118+0.011086i,0.0017551+0.0014538i,-0.0051881+0.0034894i,-0.0053596+0.0045063i,-0.0035615+0.0040116i,-0.0016847+0.0051575i,-0.0019145+0.0055218i,-0.0021655+0.0047801i,-0.0026754+0.0027113i,-0.0033987-0.0011469i,-0.0028299-0.0040926i,-0.0004566-0.0052131i,0.0040593-0.0035625i,0.0057569+0.00048482i
0.01045+0.012762i,0.030752+0.019263i,0.069442-0.0049943i,0.11158-0.080312i,0.13827-0.1656i,0.13223-0.17978i,0.09197-0.11424i,0.045786-0.03747i,0.019216+0.0031367i,0.0041185+0.010926i,-0.0057465+0.0084751i,-0.0073208+0.0087534i,-0.0043549+0.0085735i,-0.0015622+0.0050699i,0.0006298+0.0010717i,0.0012785+0.00011075i,0.00035558+0.0028151i,0.00061393+0.0051988i,0.00088443+0.0048004i,-0.0012177+0.0032383i,-0.0043754+0.00076685i,-0.0061165-0.0034042i,-0.0036224-0.0075181i
-0.001141-0.015696i,-0.02344-0.031985i,-0.072012-0.03195i,-0.14242+0.0054954i,-0.20324+0.061643i,-0.21096+0.093601i,-0.15994+0.082744i,-0.093091+0.044061i,-0.042967+0.016049i,-0.010249+0.0037588i,0.0010844-0.0074833i,-0.0035114-0.012369i,-0.0063835-0.0090985i,-0.0048411-0.0051052i,-0.003494-0.0029084i,-0.0019437-0.0030356i,-2.2761e-05-0.0035621i,0.0026552-0.002884i,0.0044601-0.002493i,0.005814-0.00089449i,0.0072496+0.0034796i,0.0061491+0.0076513i,0.0015824+0.0081975i
-0.0015087+0.018297i,0.016518+0.040109i,0.058971+0.062666i,0.12771+0.075482i,0.1893+0.079091i,0.19056+0.064261i,0.12789+0.026914i,0.056514+0.0070033i,0.018901+0.0078291i,0.0086198+0.0056164i,0.005435+0.0017718i,0.0021612-3.647e-05i,0.00018734+0.00016467i,0.00086719+0.00036428i,0.0018286+0.00019857i,0.00048792+0.00040682i,-0.0014496+0.00050548i,-0.0031788+0.00087082i,-0.0034224+0.0016635i,-0.0018329+0.00012433i,0.00025707-0.0043685i,0.0027248-0.0077428i,0.0044449-0.006448i
0.0023141-0.013663i,-0.0070227-0.040483i,-0.033191-0.077167i,-0.078323-0.12016i,-0.12093-0.16201i,-0.12791-0.16447i,-0.089516-0.11605i,-0.037722-0.064546i,-0.010412-0.028533i,-0.0019273-0.0024032i,0.0062541+0.0082564i,0.010092+0.0053191i,0.0093396+0.0011979i,0.007127-0.0011145i,0.0051104-0.0025876i,0.0054383-0.0018404i,0.0057132+0.00060987i,0.0037722+0.002295i,0.0020324+0.0030095i,0.00060255+0.0030683i,-0.0028619+0.0042682i,-0.0065561+0.0037462i,-0.0075116+0.0009815i
-0.0058579+0.014039i,-0.0054964+0.04236i,0.001196+0.085345i,0.010357+0.13978i,0.012203+0.18849i,0.014545+0.18692i,0.021111+0.1282i,0.012946+0.066956i,-0.0030656+0.031834i,-0.0083922+0.014832i,-0.0088941+0.008478i,-0.006688+0.0082013i,-0.003633+0.0068993i,-0.0026588+0.0051736i,-0.0026801+0.0037225i,-0.002647+0.00083598i,-0.0020118-0.0019494i,-0.0019925-0.0032149i,-0.002686-0.0037694i,-0.0019161-0.0041436i,0.0022567-0.0022781i,0.006241+0.0011039i,0.0062659+0.0034372i
0.0091909-0.015848i,0.014225-0.040622i,0.023543-0.077545i,0.046553-0.11527i,0.083774-0.13996i,0.099834-0.12919i,0.074653-0.080905i,0.045423-0.036162i,0.029476-0.019112i,0.013937-0.013534i,0.0031885-0.0059166i,-0.00026173+0.0025908i,0.00042847+0.0074443i,0.0029617+0.0063458i,0.0036606+0.0040944i,0.0020563+0.0046435i,0.00012463+0.0061438i,-0.00054221+0.0050921i,-0.0010049+0.0020229i,-0.0020767-1.1517e-05i,-0.0032555-0.0020041i,-0.0030615-0.0046877i,-0.0010185-0.0055359i
-0.011351+0.013553i,-0.023551+0.034478i,-0.04244+0.058374i,-0.078199+0.068509i,-0.12874+0.06318i,-0.14544+0.05897i,-0.10271+0.050474i,-0.049635+0.027051i,-0.018427+0.0087163i,-0.0016016+0.00036037i,0.0014676-0.0065619i,-0.0015337-0.0091838i,-0.003087-0.0084183i,-0.0048527-0.005775i,-0.0051749-0.0030042i,-0.0028976-0.0017612i,-0.00043291-0.0011472i,0.0014032-0.00045837i,0.0023597+0.00023209i,0.0026027+0.0011198i,0.00035542+0.0033503i,-0.0030923+0.0058774i,-0.0036428+0.0058058i
0.012361-0.010717i,0.027746-0.026096i,0.048586-0.037877i,0.07764-0.016856i,0.1128+0.031586i,0.11783+0.050976i,0.076324+0.034502i,0.03681+0.032296i,0.026569+0.037134i,0.022708+0.026658i,0.013705+0.013044i,0.0045877+0.0055742i,-0.00045649+0.0039633i,-0.00056484+0.0040044i,0.00011994+0.0029353i,-0.0011385+0.0016009i,-0.0025136+0.0021785i,-0.0024465+0.0040152i,-0.00105+0.0041617i,5.4846e-05+0.0021618i,0.0018171+0.00010522i,0.0044161-0.0007974i,0.0042021-0.00090306i
-0.012007+0.0070602i,-0.030737+0.017116i,-0.047054+0.019262i,-0.055264-0.018605i,-0.064968-0.087073i,-0.06815-0.11064i,-0.050831-0.075718i,-0.032009-0.041541i,-0.026471-0.019984i,-0.019607-0.0031383i,-0.0081953+0.0020072i,-0.0010779-0.00041019i,0.0026611-0.0022566i,0.0025324-0.0036918i,0.00094923-0.0050696i,0.0019085-0.0046126i,0.0025897-0.0028162i,0.0028236+0.00013913i,0.0030115+0.003191i,0.0017708+0.0024185i,-0.00046627-0.0011578i,-0.0024514-0.0039816i,-0.0025317-0.0051658i
0.013961-0.0020132i,0.034245-0.0080336i,0.042608-0.008363i,0.018503+0.029203i,-0.011489+0.096246i,-0.015131+0.11342i,-0.0079729+0.070029i,-0.013656+0.033289i,-0.019958+0.019859i,-0.014996+0.013144i,-0.0091744+0.0077202i,-0.0075331+0.0046473i,-0.0065998+0.0044991i,-0.0034476+0.0050991i,-3.4038e-06+0.0040751i,0.0010495+0.002026i,9.9068e-06-0.00021615i,-0.0013526-0.00091436i,-0.0006897-0.0015359i,0.00081559-0.0024672i,0.00037763-0.0011158i,-0.0011417+0.0013926i,-0.0020556+0.0029148i
-0.019748+0.00038654i,-0.039823+0.0055166i,-0.040951+0.011979i,0.0075931-0.0031076i,0.071317-0.042702i,0.088335-0.056088i,0.067632-0.034757i,0.050709-0.023224i,0.035596-0.02722i,0.017953-0.023217i,0.0092432-0.013299i,0.0060769-0.0048497i,0.0046874+0.0012845i,0.0047372+0.0018755i,0.0032427+0.00098277i,0.0024465+0.0017659i,0.0017281+0.0021012i,0.0011021+0.0012719i,0.00028101-0.00030719i,-0.00060332-0.00042052i,0.0025019-7.2351e-05i,0.0066576-0.00045981i,0.0074347-0.0008762i
0.016291+0.00066086i,0.036572+0.00083767i,0.037019-0.010706i,-0.016677-0.021163i,-0.090669-0.010462i,-0.10769+0.0083981i,-0.070754+0.014034i,-0.035921+0.011167i,-0.014625+0.013521i,-0.00094834+0.013225i,0.0012029+0.0071733i,0.001217+0.0025612i,0.00093426+9.7248e-05i,-0.002244-0.00011657i,-0.004373+0.0011558i,-0.0052191+0.0017311i,-0.0049514+0.0010734i,-0.0032284-0.00019311i,-0.001511-0.00078121i,0.00017386-0.00064149i,-0.00011375-0.0013887i,-0.0028872-0.0031646i,-0.0041512-0.0044783i
-0.015872-0.00075207i,-0.036349-0.0050413i,-0.044147+0.011899i,-0.0059301+0.051495i,0.054275+0.079891i,0.068911+0.071051i,0.03751+0.049416i,0.018372+0.042915i,0.018507+0.034241i,0.01432+0.019279i,0.0088427+0.010689i,0.0047369+0.0073177i,0.001348+0.0039885i,0.0010897+6.0517e-05i,0.00087261-0.001003i,-0.00094614+0.00064687i,-0.0016316+0.0030223i,-0.00030265+0.004779i,0.0002804+0.0031985i,-0.0018921+0.001764i,-0.0023409+0.0038311i,-0.0011441+0.006445i,-0.0016272+0.0063006i
0.011973+0.0088392i,0.035767+0.0171i,0.056683+0.001353i,0.045329-0.054236i,0.0058021-0.10703i,-0.018701-0.10475i,-0.015002-0.071211i,-0.01619-0.047674i,-0.023532-0.025817i,-0.019295-0.0078277i,-0.012177-0.0023986i,-0.0073264-0.00095234i,-0.0027323-0.00056744i,-0.0010222-0.0011177i,-0.0006763-0.0019884i,2.8378e-05-0.0035759i,0.00022638-0.0032979i,-0.00039719-0.001967i,-0.00090918+0.00022393i,0.00030664+0.001683i,0.0025419+6.0413e-05i,0.0037032-0.0032654i,0.0044372-0.0047334i
-0.010579-0.0099477i,-0.033249-0.025246i,-0.066193-0.01826i,-0.084103+0.036092i,-0.07064+0.096909i,-0.042462+0.093972i,-0.02376+0.051157i,-0.012807+0.0268i,-0.0016105+0.014653i,0.004305+0.0034668i,0.0022199-0.0023381i,-0.0021998-0.003233i,-0.0042081-0.00039706i,0.00013601+0.0025073i,0.0048773+0.0024546i,0.0052212+0.0015468i,0.0017151+0.0010737i,-0.00051372+0.00097637i,0.0012711+0.00017544i,0.0013192-0.0024671i,-0.0019499-0.0036717i,-0.0052402-0.0028882i,-0.0067814-0.0026308i
0.0077573+0.013986i,0.028556+0.036055i,0.067627+0.046481i,0.11102+0.013036i,0.12533-0.038369i,0.098588-0.041403i,0.068654-0.012177i,0.052079-0.0036957i,0.03415-0.0068089i,0.018938-0.0054709i,0.011925-0.004247i,0.0054486-0.0027314i,0.00086416-0.00019195i,-0.00061892+0.00029015i,-0.00015292+0.0009578i,0.0026488+0.0028596i,0.0050871+0.0029452i,0.0051154+0.00043522i,0.0028414-0.0019524i,0.0015557-0.0010853i,0.0022937+0.0020486i,0.0033465+0.0044929i,0.0039366+0.0054462i
-0.0069401-0.015112i,-0.021053-0.04292i,-0.055291-0.069929i,-0.10703-0.062923i,-0.13503-0.023876i,-0.10874+0.00099341i,-0.068855+0.0035174i,-0.045771+0.011028i,-0.023568+0.022052i,-0.0040219+0.021101i,0.0022578+0.012904i,0.0031429+0.0056608i,0.0026852+0.002372i,0.0012977+0.0026329i,-0.00012394+0.0034619i,-0.0013273+0.0034108i,-0.0028443+0.0026825i,-0.0026831+0.0016642i,-0.00012864+0.0019398i,0.0027474+0.0011075i,0.0041031-0.0021413i,0.0036237-0.004348i,0.0032526-0.0055463i
0.00026288+0.01765i,0.0050419+0.050051i,0.025687+0.095494i,0.06958+0.11893i,0.097707+0.10191i,0.072896+0.06983i,0.032007+0.046563i,0.01037+0.030137i,-0.0006666+0.015578i,-0.0069669+0.0097174i,-0.004855+0.0090007i,-0.0017825+0.0076813i,-0.00063796+0.0050248i,-2.581e-05-6.914e-05i,-0.00090706-0.0033328i,-0.0030383-0.0015495i,-0.0032307+0.002165i,-0.001239+0.0042504i,8.5287e-06+0.0032067i,-0.00063681+0.001377i,-0.0020848+0.0020894i,-0.00381+0.0031864i,-0.004676+0.0029813i
0.0051853-0.012283i,0.013864-0.048618i,0.015926-0.10342i,-0.0099929-0.14633i,-0.039845-0.14306i,-0.034444-0.1033i,-0.013626-0.070608i,-0.0082147-0.051883i,-0.010323-0.031181i,-0.0083631-0.015095i,-0.0070579-0.0070006i,-0.0051647-0.0020419i,-0.0023917+7.4941e-05i,-0.001839+0.00018214i,-0.0017972-0.00090996i,-0.0010627-0.0027397i,-0.00090623-0.0030674i,-0.0022694-0.0024624i,-0.0035219-0.00096511i,-0.0025563+0.00067609i,-0.00024965+0.0029196i,0.0017636+0.0041212i,0.0027249+0.0032746i
-0.0075993+0.014633i,-0.028527+0.045167i,-0.053832+0.09744i,-0.052885+0.14717i,-0.029178+0.15098i,-0.015041+0.1046i,-0.0095881+0.058578i,0.0018443+0.032882i,0.012423+0.011042i,0.010865-0.0043725i,0.0042258-0.007649i,-0.00066909-0.005242i,-0.0026888-0.0022971i,0.00063852-0.00065744i,0.0033186-0.0011214i,0.0028391-0.0019072i,0.00063971-0.0021392i,-0.0018337-0.00077805i,-0.0014326+0.00022577i,-0.00096358-0.0014178i,-0.0016773-0.0042701i,-0.0022391-0.0046387i,-0.0026492-0.0041412i
0.011012-0.0093972i,0.042613-0.031715i,0.089104-0.070215i,0.11422-0.11017i,0.098077-0.1141i,0.065295-0.068331i,0.045689-0.020928i,0.037071-0.0010161i,0.026393+0.0087669i,0.019439+0.011321i,0.014007+0.0047022i,0.0053937+0.00039679i,7.4156e-05-0.00020092i,-0.0018799-0.00053217i,-0.0013334+0.00071822i,0.0023455+0.0024181i,0.0060046+0.0030553i,0.0063451+0.0012634i,0.0036591-0.0008166i,0.00066242-0.00043785i,-0.001472+0.00036762i,-0.0026308+0.0007845i,-0.0028791+0.0011266i
-0.017857+0.0090371i,-0.051506+0.019343i,-0.10707+0.037485i,-0.14631+0.061185i,-0.13249+0.066447i,-0.086068+0.040624i,-0.055627+0.015979i,-0.042485+0.013468i,-0.022949+0.018219i,-0.0055535+0.015259i,-0.00050607+0.0081576i,-0.00062085+0.0030863i,8.7441e-06+0.001589i,0.0017869+0.0032566i,0.0013075+0.0041477i,-0.00073643+0.0041572i,-0.00056092+0.0037344i,0.0013974+0.0024537i,0.0039341+0.0014915i,0.0053015+0.00076107i,0.0051283-0.00012666i,0.0044513-0.0011031i,0.0029011-0.00093236i
0.017623-0.0031502i,0.052062+0.00060262i,0.11133+0.0080961i,0.15311+0.010237i,0.13522+0.010142i,0.078676+0.015104i,0.036875+0.017313i,0.015214+0.011766i,-0.0036402+0.0080721i,-0.011266+0.0098801i,-0.0065692+0.009647i,-0.003789+0.0070781i,-0.0026927+0.0044666i,-0.0011598+0.0011587i,-0.0012383-0.00063902i,-0.0021354+0.0014842i,-0.0030756+0.0052287i,-0.0020314+0.006572i,-0.00038382+0.004444i,-0.00091969+0.00101i,-0.0012094-0.00079477i,-0.00019254-0.0009305i,0.00084978-0.00073462i
-0.014-0.001551i,-0.046595-0.020112i,-0.097259-0.051891i,-0.13307-0.072429i,-0.11678-0.064199i,-0.063151-0.043746i,-0.022389-0.033931i,-0.0073677-0.027623i,-0.0012684-0.017689i,0.00014754-0.011907i,-0.0012557-0.0081369i,-0.001324-0.0042251i,-0.0018111-0.001406i,-0.0025751+0.0011563i,-0.0020189+0.0013887i,-0.0027909-0.0010155i,-0.0037171-0.0029326i,-0.0033218-0.0018502i,-0.0015987+0.001291i,0.00020085+0.0030042i,5.5362e-05+0.0042426i,0.00012194+0.0040461i,0.00037713+0.0014958i
0.012037+0.0071828i,0.036564+0.033844i,0.066856+0.080409i,0.083544+0.11721i,0.067967+0.10962i,0.030923+0.072864i,0.0067498+0.047699i,0.003747+0.03108i,0.0046068+0.011931i,0.001505+0.0016528i,-5.9445e-05+0.00089095i,0.00021245+0.00118i,0.0012077+0.00054183i,0.0038101-0.0020832i,0.004794-0.0040528i,0.0022025-0.0037168i,-0.0010175-0.0031213i,-0.0031524-0.0021141i,-0.0027196-0.0030621i,-0.0012775-0.0041597i,-0.00068995-0.0041299i,-0.00027749-0.0025223i,-0.00014148+0.00030564i
-0.0096123-0.0051202i,-0.019907-0.038641i,-0.026644-0.09288i,-0.024343-0.13282i,-0.013725-0.11822i,-0.0021332-0.066777i,0.006047-0.028381i,0.0099698-0.010208i,0.01066+0.0025284i,0.012029+0.0050816i,0.010156-0.00012882i,0.0049449-0.0018677i,0.00091546-0.00082392i,-0.0017658+9.218e-05i,-0.0012429+0.00079406i,0.0024987+0.00015487i,0.0052694-0.0011115i,0.0051425-0.0014166i,0.0023008-0.00052048i,-0.0012446+0.00026282i,-0.0028153+0.0011702i,-0.0014626+0.0017582i,0.001048+0.0010532i
0.0045832+0.010486i,0.0054287+0.04462i,-0.0071138+0.095951i,-0.025924+0.13008i,-0.031746+0.11154i,-0.025666+0.057834i,-0.024231+0.017949i,-0.022958+0.0030973i,-0.011502+0.00040876i,-0.0019958+0.0021365i,-0.001151+0.0027969i,-0.0021067+0.0028906i,-0.00066795+0.0044958i,0.0024503+0.0052368i,0.0037514+0.0050482i,0.0024197+0.0045817i,0.0016282+0.0030312i,0.0022317+0.0014741i,0.0029959+0.00068274i,0.0045665-0.00041842i,0.0058709-0.0018236i,0.0037884-0.0031173i,0.0004708-0.0034456i
-0.0017343-0.010783i,0.0087634-0.040217i,0.03977-0.080106i,0.07103-0.099504i,0.066788-0.075411i,0.041627-0.031067i,0.029582-0.0041867i,0.023526+0.004246i,0.011267+0.0091061i,0.0049119+0.011869i,0.0045582+0.0081547i,0.0011323+0.0020849i,-0.0021628-0.0012609i,-0.0033036-0.0013147i,-0.0035351+0.00039075i,-0.0035079+0.0030703i,-0.0028266+0.0056548i,-0.0015768+0.0053835i,-0.0018937+0.0028165i,-0.0035123+0.00034338i,-0.0045083-0.00069966i,-0.0036767+0.000782i,-0.0015188+0.0023253i
-0.00062643+0.0092568i,-0.01942+0.029485i,-0.061841+0.052034i,-0.097368+0.058952i,-0.084674+0.042285i,-0.042704+0.01678i,-0.014967+0.00084162i,-0.004055+0.00069515i,0.0013322+0.0032471i,0.0013478+0.00093713i,-0.00060443-0.00086738i,-0.0012752-3.7516e-05i,-0.0013693+0.0022517i,-0.00035256+0.0031732i,-1.2368e-05+0.0017513i,-0.0028563+2.9391e-05i,-0.0048957-0.00034007i,-0.0039489+0.0018774i,-0.0013554+0.0045716i,0.0010987+0.0054783i,0.002352+0.0053995i,0.0034035+0.0044993i,0.0033443+0.001826i
0.0058789-0.0085808i,0.02809-0.019834i,0.070215-0.024788i,0.10052-0.013608i,0.080348+0.0041269i,0.03281+0.017427i,0.0031878+0.027177i,-0.007203+0.025817i,-0.0098765+0.015972i,-0.0067747+0.0094566i,-0.0025677+0.0062053i,-0.0004023+0.0033865i,0.0017086-0.00031251i,0.0030172-0.0038508i,0.0020885-0.005263i,0.00085459-0.00441i,-0.00082581-0.0037378i,-0.0017275-0.0033061i,-0.0011286-0.0032141i,-0.00032007-0.0036448i,-0.00070723-0.0050205i,-0.002006-0.0052385i,-0.0030325-0.0033125i
-0.0045754+0.0034123i,-0.027165+0.0057072i,-0.066612-0.0054736i,-0.091056-0.026108i,-0.071769-0.032941i,-0.036464-0.022468i,-0.01539-0.014622i,-0.0073126-0.011941i,-0.0046609-0.0062966i,-0.0016037-0.0028214i,-0.00044805-0.0029396i,-0.0011368-0.0014666i,-0.00059675+0.0017296i,2.1548e-05+0.0037706i,0.00090276+0.00264i,0.002877+0.00041058i,0.004116-0.0011467i,0.0027443-0.001243i,-0.00054865+0.00052636i,-0.0032015+0.0023632i,-0.0045823+0.0042024i,-0.0035717+0.0059901i,-0.00017072+0.0055172i
0.0087063+0.00073623i,0.028707+0.0043555i,0.057469+0.025608i,0.067542+0.052843i,0.044977+0.053326i,0.01572+0.027903i,0.00037975+0.0049696i,-0.0037342-0.0076399i,8.4985e-05-0.010805i,0.0023735-0.0072075i,0.00044989-0.0034197i,-0.0012055-0.00085664i,0.00013364+0.001716i,0.0028583+0.0023227i,0.004404+0.0017609i,0.0048768+0.0028503i,0.0046877+0.0036316i,0.0045179+0.0024194i,0.003889+0.0012976i,0.0051514+0.0012717i,0.0074874-5.7386e-05i,0.0071372-0.0026203i,0.0045258-0.0036614i
-0.0060071+0.00056763i,-0.020039-0.010208i,-0.035061-0.038478i,-0.034773-0.066i,-0.018902-0.058228i,-0.00096392-0.025992i,0.015447-0.0033267i,0.023085+0.00666i,0.018321+0.010181i,0.013236+0.0083579i,0.009516+0.0037877i,0.0031406+0.00014654i,-0.0022035-0.00068763i,-0.0035823+0.0011852i,-0.0033659+0.0032918i,-0.0029444+0.0029984i,-0.0015048+0.0025171i,-4.214e-05+0.002355i,-0.00064374+7.845e-05i,-0.0029069-0.0021674i,-0.0051396-0.002106i,-0.0062574-0.0011772i,-0.0055468+0.00038712i
0.0041432+0.0018307i,0.011812+0.017873i,0.013529+0.049216i,0.002368+0.073415i,-0.0072036+0.065368i,-0.0052995+0.035896i,-0.0033955+0.015597i,-0.00092908+0.013293i,0.0041635+0.014158i,0.0045019+0.010525i,0.0018807+0.005907i,0.0011226+0.0031945i,0.0010992+0.0021617i,0.0012539+0.001466i,0.00092612+0.00084657i,-0.0016753+0.0011939i,-0.0031029+0.0019616i,-0.0024755+0.0018268i,-0.00055836+0.0020808i,0.0013193+0.0043328i,0.0029447+0.0059607i,0.004342+0.0058378i,0.0036235+0.0035049i
-0.0033335-0.0034365i,-0.0061439-0.016222i,0.0014847-0.04183i,0.019248-0.058176i,0.022403-0.043869i,0.0075295-0.012356i,-0.0055385+0.012325i,-0.012426+0.018295i,-0.013763+0.015291i,-0.0090127+0.012504i,-0.0044095+0.0089164i,-0.0024827+0.0051261i,-0.0017815+0.0014478i,-0.0017847-0.0016866i,-0.0022325-0.0023412i,-0.0026289-0.0023749i,-0.0023694-0.0027867i,-0.0019467-0.0010122i,-0.00093547+0.00011344i,0.00037986-0.0020999i,0.0012886-0.0054799i,0.0010113-0.0066848i,0.00045573-0.0049194i
0.0019987+0.0008552i,-0.0012793+0.013056i,-0.018167+0.032017i,-0.039745+0.04132i,-0.040094+0.02937i,-0.023827+0.0093018i,-0.011301-0.0071417i,-0.0058591-0.012175i,-0.0044851-0.0076814i,-0.0047093-0.0047474i,-0.0039304-0.0039166i,-0.0025526-0.0012292i,-0.00062397+0.0014819i,0.0024701+0.0023726i,0.0032+0.0012812i,0.0022087-0.001178i,0.0016873-0.0020147i,0.00099938-0.0014097i,-0.0011271-0.00054995i,-0.0038743+0.00032803i,-0.0048354+0.0017579i,-0.0041407+0.0032038i,-0.0024537+0.0026774i
-0.0003797-0.003737i,0.0056333-0.012468i,0.025458-0.021805i,0.044751-0.020545i,0.038489-0.0092629i,0.019201-0.00031299i,0.0062252+9.7586e-05i,0.0010663-0.0062598i,0.00037656-0.010006i,-0.00039473-0.0075855i,-0.00034865-0.0047982i,2.0007e-05-0.0040262i,0.00087624-0.003759i,0.0011615-0.0027034i,0.00088368-0.0012712i,0.002283+0.00030281i,0.0037133+0.0015256i,0.0024133+0.00097484i,0.00028786+0.00094508i,0.001336+0.0011923i,0.003936+0.00046786i,0.0045014-0.00015369i,0.0024503+6.263e-05i
-0.00061662+0.0016654i,-0.0094051+0.0068946i,-0.029453+0.010415i,-0.045023+0.0038421i,-0.035568-0.0037423i,-0.011287-0.00015029i,0.0081405+0.0066258i,0.016663+0.010339i,0.015095+0.0090136i,0.011227+0.0041665i,0.0086114+0.0010369i,0.0049263+0.00014266i,0.0015908+0.00062941i,0.0008827+0.0022977i,0.00078838+0.0031326i,0.0003309+0.0028326i,-0.00037344+0.0029404i,-0.00025272+0.0027909i,0.00027653+0.0019571i,-0.00090547-0.00061838i,-0.0022364-0.0031185i,-0.0023932-0.002794i,-0.0015924-0.0017304i
