-0.001337-0.0019096i,-0.0012319-0.00057087i,-0.001094+0.00038475i,-0.0013812+0.00053484i,-0.0025332+0.0010035i,-0.002221+0.0016309i,-0.00046425+0.0015453i,0.00054853+0.0010068i,0.00081118+0.00056065i,0.00064293-0.00010077i,0.00037745-0.0010331i,-0.00033689-0.00063607i,-0.00071268+1.2579e-05i,-0.00079734-0.00028992i,-0.00017901-0.0002564i,0.00037474-0.00017268i,-7.8096e-05-0.00027278i,-0.00039725-0.0004406i,1.2925e-05-0.00025297i,0.00021396+0.0003929i,0.00044365+0.0010665i,0.00025196+0.00042677i,-0.00023257-0.00051387i
-0.26999-0.22514i,-0.25352-0.28871i,-0.1623-0.21479i,-0.088227-0.14016i,-0.081295-0.13005i,-0.086575-0.10669i,-0.062251-0.067846i,-0.04314-0.048862i,-0.047253-0.032384i,-0.045552-0.0018299i,-0.02174+0.025786i,0.0076709+0.035121i,0.023913+0.039963i,0.040698+0.054594i,0.068409+0.054665i,0.083998+0.026153i,0.07003-0.0042263i,0.036046-0.013006i,0.0077502-0.0010677i,0.0051591+0.011906i,0.016658+0.0034654i,0.017323-0.018906i,0.0059875-0.026535i
-0.17769+0.55457i,-0.089867+0.54468i,0.010953+0.30503i,0.038506+0.0998i,0.042969+0.070446i,0.065379+0.074599i,0.055633+0.04129i,0.019438+0.029456i,0.001633+0.03488i,-0.0049212+0.022105i,-0.013047+0.0053643i,-0.016213+0.0022172i,-0.0089403+0.0059309i,0.0027967-0.0025947i,-0.0018582-0.025425i,-0.021861-0.039508i,-0.037971-0.033544i,-0.038562-0.015492i,-0.023149-0.00074356i,-0.005023+0.00064517i,0.0013178+0.00051415i,0.0015529+0.0097267i,0.004939+0.019031i
0.4055+0.0091379i,0.37305-0.18354i,0.12202-0.22031i,-0.084163-0.096106i,-0.10222-0.023731i,-0.068724-0.044681i,-0.055782-0.05382i,-0.029029-0.039688i,-0.007406-0.023417i,-0.0011731+0.0043645i,0.011508+0.028758i,0.029656+0.031569i,0.038959+0.022559i,0.040327+0.017984i,0.041354+0.017443i,0.042615+0.0089386i,0.038483+0.002902i,0.025513+0.01161i,0.013088+0.021567i,0.010024+0.015864i,0.0094945-0.0058599i,0.0045933-0.029859i,-0.00062142-0.03785i
-0.03421+0.022255i,-0.14317+0.083835i,-0.10781+0.14673i,0.030751+0.15015i,0.10736+0.10709i,0.095837+0.072915i,0.060909+0.052233i,0.030457+0.037569i,0.026326+0.024401i,0.042581-0.0013881i,0.043539-0.033584i,0.023512-0.048185i,0.0079449-0.045577i,0.00092591-0.04991i,-0.015282-0.060758i,-0.041829-0.057395i,-0.052467-0.038331i,-0.030818-0.01641i,-0.0012772-0.0067521i,0.0029445-0.0098669i,-0.013149-0.0050493i,-0.02394+0.012507i,-0.020767+0.02234i
0.28872-0.21864i,0.29793-0.24323i,0.16802-0.22146i,0.016014-0.15862i,-0.039551-0.10514i,-0.032661-0.078992i,-0.019534-0.050567i,0.00060026-0.034062i,0.0047798-0.04414i,-0.021476-0.047281i,-0.041292-0.027857i,-0.035287-0.0091152i,-0.027912-0.0037328i,-0.035418+0.0075782i,-0.036178+0.035951i,-0.011189+0.06029i,0.019967+0.060289i,0.030526+0.035373i,0.015754+0.010144i,-0.0026128+0.0060401i,-0.0033293+0.0047952i,0.0026276-0.0098076i,0.0016056-0.021751i
-0.46997-0.23978i,-0.51339-0.098807i,-0.31517+0.03994i,-0.069339+0.054434i,0.030203+0.017266i,0.035293+0.017829i,0.03226+0.01632i,0.013286+0.0040228i,-0.0084067+0.0041007i,-0.00831+0.0054982i,-0.0033126-0.0013365i,-0.0086568-0.012366i,-0.015695-0.013695i,-0.009632-0.0037149i,0.0033959-0.0063862i,0.0064106-0.022259i,0.0027469-0.034172i,0.00041326-0.032191i,0.002091-0.014175i,0.0058341+0.0050952i,0.00097543+0.017526i,-0.011148+0.031788i,-0.016611+0.040109i
-0.058196+0.37797i,0.19867+0.37163i,0.22083+0.12237i,-0.013658-0.058662i,-0.15503-0.049502i,-0.099376-0.031249i,-0.031641-0.046876i,-0.0087736-0.037669i,-0.0017053-0.022401i,-0.013248-0.012795i,-0.021789+0.0035485i,-0.019489+0.019652i,-0.016527+0.02545i,-0.01421+0.022445i,-0.0073289+0.025972i,0.0097679+0.035522i,0.021383+0.035045i,0.014457+0.021973i,0.0031118+0.0087037i,0.0055615+0.0040328i,0.021257-0.0020756i,0.035599-0.015096i,0.035195-0.023227i
-0.071237-0.01916i,-0.10136-0.17077i,-0.17388-0.11453i,-0.11788+0.098223i,0.0089475+0.18698i,0.033532+0.12177i,0.0015096+0.051985i,-0.011192+0.022375i,-0.016712+0.018552i,-0.010267+0.024124i,0.0012014+0.016426i,0.0015815+0.0019671i,-0.003546-0.0015532i,-0.0016475+0.0008041i,0.00773-0.014239i,0.0090982-0.04552i,-0.0008442-0.060311i,-0.010274-0.04298i,-0.0070446-0.014707i,0.0042175-0.0068613i,0.0025841-0.011595i,-0.01023-0.005821i,-0.015138+0.0039491i
0.081344+0.40264i,0.18981+0.36957i,0.2409+0.2162i,0.1758+0.048303i,0.065782-0.025432i,0.0039795-0.0147i,-0.016495+0.004613i,-0.012169+0.012406i,0.011953+0.0082795i,0.022837-0.0092182i,0.013088-0.018896i,0.0029185-0.0096565i,0.00088587+0.00092014i,-0.0031059+0.0016713i,-0.01902+0.0068225i,-0.033827+0.026004i,-0.031433+0.045696i,-0.013622+0.048825i,0.0045423+0.030052i,0.0084958+0.0081842i,0.0078762-0.0032795i,0.013989-0.015704i,0.014969-0.025992i
0.3095-0.18992i,0.16432-0.38391i,0.0026558-0.34754i,0.016178-0.14682i,0.10404-0.014757i,0.11286+0.019364i,0.07659+0.032268i,0.048897+0.028094i,0.026841+0.013847i,0.010753+0.0056053i,0.00017126+0.00057504i,-0.0019108-0.0053284i,-0.0012421-0.011756i,-0.0047317-0.012235i,-0.0035037-0.007033i,0.0030337-0.0064691i,0.0091655-0.011341i,0.014017-0.014397i,0.011251-0.014719i,0.0042536-0.015852i,-0.0057318-0.018828i,-0.024291-0.015447i,-0.037444-0.0047232i
-0.12831-0.0025782i,-0.20842+0.2078i,-0.12479+0.24273i,-0.049583+0.029115i,-0.068642-0.12151i,-0.052378-0.098093i,-0.001862-0.057611i,0.015425-0.044303i,0.01843-0.042291i,0.0075453-0.039825i,-0.008815-0.01604i,-0.013683+0.0044019i,-0.018515+0.011954i,-0.02109+0.022464i,-0.016639+0.036095i,-0.0091498+0.050222i,0.0025721+0.055658i,0.013687+0.041461i,0.014328+0.019528i,0.0049317+0.010028i,0.0010002+0.013349i,0.0094292+0.015034i,0.013636+0.012161i
0.13504-0.15581i,0.23067-0.23637i,0.13467-0.29096i,-0.068672-0.18565i,-0.1179-0.033207i,-0.040328-0.00016847i,0.0046943-0.015966i,0.0096618-0.011708i,-0.0041787-0.011697i,-0.013818-0.011582i,-0.0026967-0.012584i,0.0053528-0.017075i,0.0058943-0.013271i,0.013625-0.0073952i,0.034359-0.0082025i,0.061216-0.018722i,0.072669-0.036925i,0.053228-0.051071i,0.023079-0.044191i,0.013097-0.026263i,0.010692-0.020892i,-0.0042712-0.01532i,-0.013241+0.0022324i
-0.41321-0.083354i,-0.46227+0.076213i,-0.34513+0.22878i,-0.15586+0.21666i,-0.068077+0.092123i,-0.076162+0.0018197i,-0.069881-0.029963i,-0.040433-0.044429i,-0.023218-0.044108i,-0.017782-0.030269i,-0.014984-0.015535i,-0.015207-0.0061585i,-0.019247+0.00093256i,-0.021069+0.0066151i,-0.019199+0.0034619i,-0.01686-0.0076665i,-0.023433-0.015347i,-0.036005-0.0070137i,-0.034965+0.0055151i,-0.027613+0.0035255i,-0.023352-0.00092626i,-0.0055505+0.0010816i,0.016766-0.0044479i
-0.060728+0.33523i,0.20906+0.26693i,0.33189+0.062945i,0.20345-0.042518i,0.055872+0.0065622i,0.0037862+0.062098i,-0.012248+0.07107i,-0.02587+0.062471i,-0.03745+0.056545i,-0.028762+0.052953i,-0.0087331+0.032933i,0.00079277+0.018561i,0.015421+0.022192i,0.034326+0.018389i,0.041053-0.00036173i,0.034114-0.026328i,0.01976-0.039509i,0.0091591-0.032341i,0.0035996-0.019385i,0.0016403-0.0064012i,0.0041431+0.002631i,0.0013555-0.00021953i,-0.0066032-0.0077598i
-0.0018254+0.12673i,-0.14531+0.0056524i,-0.26703-0.024675i,-0.2106+0.022848i,-0.087837+0.032818i,-0.020277+0.027172i,0.017046+0.025044i,0.038233+0.0063607i,0.048806-0.0074364i,0.044582-0.017671i,0.01876-0.016438i,0.0070883-0.010035i,0.0064287-0.02043i,-0.007685-0.028969i,-0.026629-0.024237i,-0.047452-0.014919i,-0.066114-0.00062598i,-0.066585+0.021069i,-0.05086+0.036542i,-0.037802+0.035003i,-0.027386+0.027785i,-0.0094987+0.019831i,-0.00065964+0.0059174i
0.18875+0.19141i,0.28397+0.20814i,0.30052+0.10297i,0.17816-0.044571i,0.047438-0.059113i,0.033244+0.013802i,0.057637+0.031061i,0.037725+0.014137i,0.010849+0.0060777i,0.0044351+0.0031796i,0.0099556+0.0030429i,0.015689-6.159e-05i,0.01419-0.001889i,0.016251+0.0028436i,0.019144+0.010674i,0.016815+0.026802i,0.023094+0.04709i,0.038892+0.050005i,0.044153+0.039576i,0.040581+0.037979i,0.040851+0.031332i,0.025677+0.0063546i,-0.0046737-0.006227i
0.17099-0.20564i,0.026604-0.29811i,-0.16313-0.22248i,-0.21216-0.032278i,-0.10954+0.050224i,-0.0020055-0.0053364i,0.035482-0.055495i,0.044463-0.060621i,0.053232-0.054251i,0.049209-0.053857i,0.032439-0.049259i,0.019099-0.039741i,0.0057584-0.038908i,-0.012116-0.042323i,-0.020773-0.033635i,-0.014996-0.016406i,-0.0059338-0.011683i,-0.0019036-0.015563i,0.004193-0.010101i,0.021013-0.0050139i,0.0307-0.0090256i,0.023901-0.0052153i,0.017035+0.0087411i
-0.16727-0.16625i,-0.16457+0.03367i,-0.00044027+0.17585i,0.15043+0.10792i,0.14196-0.01898i,0.051023-0.067646i,-0.015998-0.066586i,-0.050354-0.047129i,-0.066187-0.034652i,-0.070533-0.021597i,-0.054439-0.0033352i,-0.034009+0.0015662i,-0.033003+0.007682i,-0.035891+0.021819i,-0.024289+0.029631i,-0.0011053+0.031343i,0.020477+0.030208i,0.033689+0.02363i,0.043034+0.0091922i,0.046576-0.010968i,0.035658-0.027111i,0.014608-0.032612i,-0.0001106-0.027015i
-0.20017+0.071805i,-0.10081+0.058828i,-0.054384-0.062974i,-0.10968-0.10954i,-0.12599-0.052787i,-0.076958-0.0068471i,-0.046983+0.013969i,-0.02507+0.027385i,0.0029792+0.022613i,0.014127+0.0048539i,0.0075492-0.009164i,-0.0015346-0.0093231i,-0.001877-0.0018054i,-0.00051261+0.0066903i,-0.0045156+0.0092678i,-0.00473-0.0035661i,-0.0035267-0.02824i,-0.012401-0.047104i,-0.021269-0.050871i,-0.023491-0.050098i,-0.023421-0.041836i,-0.016736-0.015493i,-0.0054423+0.0063183i
-0.010885+0.0924i,0.066837+0.090781i,0.098308+0.050483i,0.10209-0.019178i,0.054399-0.082852i,-0.031109-0.0778i,-0.055555-0.016545i,-0.024245+0.018563i,-0.017121+0.014358i,-0.025838+0.013054i,-0.016867+0.018028i,-0.0039075+0.017814i,-0.0012645+0.016533i,0.00039728+0.018557i,0.0038403+0.021713i,-0.00415+0.021243i,-0.023321+0.021237i,-0.033897+0.02414i,-0.032086+0.018354i,-0.034064+0.0087393i,-0.03411+0.0050071i,-0.020147-0.0034998i,-0.0071217-0.014522i
-0.072397+0.0717i,-0.013781-0.012609i,-0.040097-0.090984i,-0.11741-0.074725i,-0.12622+0.011438i,-0.050053+0.086974i,0.03544+0.096477i,0.07168+0.054898i,0.067+0.021052i,0.052225+0.012367i,0.035641+0.0059032i,0.022754-0.002172i,0.020905-0.0054589i,0.021874-0.0045567i,0.018278-0.0011329i,0.013283+0.0051846i,0.010781+0.013384i,0.0060698+0.017065i,-0.0052945+0.020654i,-0.011435+0.028558i,-0.0036371+0.029324i,0.0049564+0.023138i,0.0034908+0.0179i
0.13307+0.088245i,0.11911-0.0032058i,0.072345-0.028986i,0.081788-0.018749i,0.098268-0.054007i,0.062363-0.092622i,0.02584-0.086888i,0.017008-0.058969i,0.0081367-0.032696i,0.0012571-0.017252i,-0.0028767-0.010674i,-0.010266-0.0056433i,-0.013673-0.0061006i,-0.013069-0.014265i,-0.014567-0.016138i,-0.015212-0.0037577i,-0.010339+0.014867i,0.00063391+0.027691i,0.01654+0.032819i,0.029184+0.032827i,0.027783+0.020921i,0.014269-0.0024781i,0.0017507-0.018146i
-0.064908-0.17203i,-0.21642-0.18284i,-0.25855-0.14306i,-0.20688-0.10791i,-0.14851-0.042977i,-0.078664+0.040716i,-0.017012+0.051788i,0.010436+0.011593i,0.033801-0.0099721i,0.050164-0.018893i,0.039668-0.020642i,0.022525-0.013097i,0.0069059-0.0056041i,-0.01141+0.00016917i,-0.019663+0.0036318i,-0.007349+0.0070455i,0.016441+0.0065936i,0.030864+0.0029694i,0.037689+0.00081368i,0.046778-0.0085519i,0.040233-0.020895i,0.015441-0.01615i,-0.0041907-0.0048688i
-0.00051022+0.13461i,0.073215+0.23036i,0.12928+0.17058i,0.0977+0.0020814i,0.054286-0.11698i,0.045282-0.14109i,0.022201-0.099085i,-0.008254-0.038073i,-0.012167-0.01521i,-0.015433-0.026648i,-0.027569-0.021837i,-0.029245-0.00070648i,-0.021516+0.0095391i,-0.015836+0.012624i,-0.010723+0.015073i,-0.0022393+0.0085722i,0.0069963-0.0073224i,0.017931-0.024072i,0.02452-0.042792i,0.01206-0.057558i,-0.0094688-0.050358i,-0.017344-0.029787i,-0.015853-0.014264i
0.058415-0.2088i,-0.0012892-0.2796i,-0.12524-0.22203i,-0.20102-0.038684i,-0.17854+0.10123i,-0.12003+0.12691i,-0.056794+0.1168i,0.020607+0.079992i,0.059087+0.0074286i,0.039273-0.032201i,0.018743-0.022264i,0.019894-0.0078454i,0.019173-0.001303i,0.011436+0.0089618i,0.0071811+0.014158i,0.0056319+0.0031043i,-0.0018905-0.018255i,-0.019805-0.038609i,-0.043731-0.045036i,-0.058827-0.030166i,-0.052994-5.4151e-05i,-0.032679+0.027406i,-0.01343+0.034427i
-0.28026+0.022388i,-0.22111+0.1914i,-0.021639+0.25614i,0.15123+0.1256i,0.1854-0.046408i,0.13256-0.11554i,0.091787-0.10132i,0.059905-0.076614i,0.0081091-0.056832i,-0.027339-0.023722i,-0.01951+0.0034539i,-0.0027838+0.0039632i,0.0047497-0.000349i,0.015843-0.0020541i,0.020265-0.0076219i,0.0051405-0.0094828i,-0.02144-0.0010095i,-0.039742+0.018892i,-0.038869+0.037719i,-0.025205+0.04379i,-0.0037198+0.031819i,0.016886-0.00032817i,0.01926-0.025465i
0.0094673+0.11361i,0.083743-0.038911i,0.08291-0.19816i,0.026472-0.17486i,0.0063029-0.048141i,0.0086695+0.025116i,0.00041087+0.027636i,-0.0024606-0.0026339i,-0.00456-0.018098i,0.00098091-0.0095562i,0.0087977-0.010136i,0.0030997-0.018035i,-0.0063155-0.022794i,-0.013462-0.029443i,-0.020414-0.031024i,-0.021036-0.024074i,-0.013829-0.014023i,-0.0080821-0.0054572i,-0.007955+0.008258i,-0.0007138+0.029597i,0.012674+0.03924i,0.011182+0.033623i,0.0035521+0.02646i
0.0066647+0.079818i,-0.024691+0.13882i,-0.0041384+0.1129i,0.076036-0.052648i,0.098046-0.19988i,0.036859-0.21115i,-0.015877-0.16131i,-0.051702-0.10867i,-0.070689-0.052442i,-0.052442-0.015358i,-0.027866-0.0095171i,-0.024213-0.012618i,-0.031593-0.0074318i,-0.034703+0.0022398i,-0.030881+0.0078857i,-0.029985+0.018349i,-0.030218+0.038973i,-0.014125+0.057955i,0.018725+0.057037i,0.043412+0.02574i,0.039772-0.016452i,0.020037-0.043271i,0.0047971-0.049966i
0.0866+0.043905i,0.16518-0.075147i,0.11802-0.213i,-0.048547-0.21596i,-0.13679-0.097943i,-0.11644+0.013317i,-0.10611+0.075565i,-0.087577+0.10429i,-0.031803+0.091688i,0.0054177+0.047964i,-0.0025709+0.016193i,-0.02066+0.014799i,-0.022331+0.023782i,-0.017766+0.02654i,-0.011987+0.028583i,0.0075243+0.032078i,0.040641+0.024381i,0.062025-0.0061713i,0.051735-0.047456i,0.021113-0.065701i,-0.009916-0.048508i,-0.029745-0.0084096i,-0.032347+0.024451i
0.065495-0.092455i,-0.042893-0.087141i,-0.078701-0.012503i,0.056133+0.021148i,0.18024-0.031375i,0.15475-0.065152i,0.084412-0.021078i,0.05411+0.034593i,0.037926+0.050399i,0.013709+0.047549i,0.0013147+0.05358i,0.0028851+0.054295i,0.00031645+0.044206i,-0.00018797+0.037536i,0.0088469+0.029849i,0.016308+0.009826i,0.0089602-0.019435i,-0.016972-0.039901i,-0.045599-0.035767i,-0.058298-0.015266i,-0.050129+0.0050106i,-0.020865+0.0082704i,0.0059336-0.008626i
-0.15537-0.11718i,-0.11844-0.084825i,-0.016829-0.12184i,0.00081919-0.19468i,-0.046711-0.15812i,-0.05816-0.037025i,-0.02844+0.038686i,0.018574+0.048823i,0.066178+0.030487i,0.087633+0.011088i,0.079121+0.0048586i,0.064023+0.0073448i,0.05492+0.0091239i,0.048551+0.0029656i,0.044037-0.01469i,0.03549-0.035818i,0.014357-0.041952i,-0.013792-0.022279i,-0.032619+0.010234i,-0.027985+0.036403i,-0.0051443+0.043412i,0.011167+0.032602i,0.0075709+0.022928i
-0.00053821+0.21333i,0.082245+0.19159i,0.11978+0.049179i,0.12151-0.095009i,0.13184-0.16978i,0.1184-0.16253i,0.084437-0.084172i,0.082498-0.010487i,0.07844-0.0044217i,0.040762-0.023218i,0.010409-0.022453i,0.00068349-0.020192i,-0.0061361-0.029819i,-0.014531-0.043617i,-0.029904-0.05493i,-0.054002-0.055897i,-0.069238-0.039871i,-0.057942-0.0076216i,-0.019718+0.02522i,0.017863+0.03736i,0.031236+0.027288i,0.026594+0.0078961i,0.018707-0.0095333i
0.091227-0.14556i,0.058364-0.20376i,-0.052788-0.21094i,-0.1579-0.12332i,-0.18431+0.022987i,-0.12062+0.09616i,-0.041628+0.074533i,0.014959+0.028635i,0.069832-0.015555i,0.085368-0.049494i,0.054852-0.048586i,0.027673-0.031426i,0.006398-0.020293i,-0.019642-0.005157i,-0.040988+0.01283i,-0.053462+0.035263i,-0.048414+0.061842i,-0.018827+0.070341i,0.019531+0.04946i,0.044977+0.014454i,0.043605-0.01498i,0.016564-0.023189i,-0.008341-0.0094756i
-0.19084+0.0021709i,-0.1332+0.013549i,-0.050977+0.051613i,0.014398+0.069399i,0.059858+0.044442i,0.041249+0.02094i,0.017295+0.039284i,0.043617+0.061003i,0.04261+0.031341i,-0.012326+0.0018546i,-0.043483+0.011122i,-0.038271+0.021168i,-0.038039+0.023944i,-0.036923+0.035035i,-0.023243+0.044849i,-0.004213+0.043584i,0.011042+0.027782i,0.017935+0.0025639i,0.016324-0.021585i,0.008492-0.037979i,0.0032757-0.037082i,0.0086758-0.024138i,0.01445-0.017186i
0.053894+0.068428i,-0.0017964-0.053649i,-0.058795-0.0819i,-0.020433+0.1135i,0.095055+0.34485i,0.19015+0.36436i,0.1976+0.20118i,0.15233+0.041562i,0.11085-0.02829i,0.084865-0.029202i,0.068181-0.010902i,0.060614-0.0034015i,0.057712+5.8148e-05i,0.048623+0.011785i,0.035804+0.031386i,0.035928+0.045755i,0.041599+0.040629i,0.027562+0.017951i,-0.0015641-0.0017292i,-0.021902-0.0046012i,-0.027911-0.00013795i,-0.025206+0.0054848i,-0.019072+0.010632i
-0.023127-0.0006401i,-0.03613+0.17646i,0.032923+0.3071i,0.16822+0.24754i,0.26289+0.10162i,0.21797-0.011829i,0.084203-0.021844i,0.010233+0.051662i,0.008065+0.069494i,-0.014997+0.022558i,-0.032386-0.0043459i,-0.012801-0.026169i,0.00068398-0.050099i,0.018664-0.056827i,0.048427-0.072861i,0.054506-0.10239i,0.027609-0.10847i,-0.0067822-0.065445i,-0.018232+0.0034181i,0.00063484+0.04482i,0.029781+0.03818i,0.044397+0.008493i,0.038244-0.00729i
-0.015635+0.080381i,0.05348+0.022118i,0.071201+0.06251i,0.087455+0.2751i,0.19708+0.37877i,0.25711+0.21196i,0.16445+0.030424i,0.078377+0.0060366i,0.083682+0.027932i,0.08572+0.0059258i,0.031487-0.032502i,-0.027263-0.044514i,-0.035085-0.041771i,-0.031316-0.048647i,-0.052868-0.054198i,-0.070535-0.049247i,-0.062107-0.038302i,-0.026936-0.025772i,0.01743-0.023891i,0.036115-0.036368i,0.017829-0.043994i,-0.013896-0.034554i,-0.024928-0.018952i
0.048849-0.068807i,-0.052164+0.046887i,-0.040288+0.27984i,0.16171+0.40108i,0.27085+0.28071i,0.12483+0.11515i,-0.03424+0.11247i,-0.025079+0.17232i,0.01608+0.12542i,-0.038285+0.035687i,-0.097676+0.0052694i,-0.094051-0.011528i,-0.08629-0.038383i,-0.086052-0.032885i,-0.071424-0.0051679i,-0.056218+0.021451i,-0.039961+0.043568i,-0.0051684+0.045732i,0.032122+0.02282i,0.049091-0.003631i,0.048905-0.016382i,0.038966-0.011096i,0.031297+0.0076088i
-0.21114-0.11734i,-0.13552-0.03552i,0.057316+0.075758i,0.21567+0.14963i,0.25513+0.15324i,0.19847+0.093997i,0.1481+0.04054i,0.15787+0.017012i,0.17592-0.0062711i,0.146-0.019111i,0.07137-0.0096304i,-0.00072325+0.018393i,-0.023925+0.052706i,-0.018625+0.072367i,-0.0098646+0.072485i,0.016172+0.053997i,0.046229+0.012172i,0.042598-0.039116i,0.0038169-0.062552i,-0.027592-0.048983i,-0.026273-0.025654i,-0.013464-0.011418i,-0.0071448-0.010573i
0.069592+0.41919i,0.2053+0.42608i,0.29341+0.27018i,0.27118+0.12059i,0.14768+0.065905i,-0.018491+0.065494i,-0.13443+0.080032i,-0.14224+0.091557i,-0.10908+0.060343i,-0.11243+0.0099044i,-0.11359-0.0036056i,-0.066712-0.014979i,-0.022882-0.051078i,-0.0016129-0.061581i,0.022755-0.046105i,0.035916-0.034041i,0.027672-0.019907i,0.0097515+0.00016031i,-0.0080217+0.024499i,-0.013889+0.043732i,-0.0064272+0.040556i,0.010533+0.0211i,0.025499-0.0023949i
0.17935-0.29587i,0.10362-0.3251i,-0.054821-0.12856i,-0.091379+0.18332i,0.036127+0.36165i,0.19246+0.31449i,0.23602+0.18414i,0.15761+0.10524i,0.099426+0.10341i,0.11224+0.10184i,0.10773+0.061147i,0.058194+0.019533i,0.019874-0.0061235i,0.0096051-0.014762i,0.013033-0.017585i,0.024336-0.041593i,0.024514-0.077256i,0.0056511-0.085642i,-0.0064548-0.061476i,0.0021844-0.040186i,0.011641-0.0389i,-0.00080978-0.040058i,-0.02369-0.021758i
-0.27427-0.039025i,-0.2535-0.00031176i,-0.19342+0.11716i,-0.17658+0.17506i,-0.20081+0.053569i,-0.28026-0.085182i,-0.31923-0.054585i,-0.21334+0.069988i,-0.052418+0.10693i,0.01593+0.029262i,-0.031986-0.052196i,-0.086234-0.050387i,-0.069162-0.0052537i,-0.019894+0.0040253i,0.0021528-0.031055i,-0.022308-0.062615i,-0.058465-0.052755i,-0.057519-0.018161i,-0.016113+0.0043532i,0.024761+8.9211e-05i,0.026314-0.0082919i,0.012349+0.0059458i,0.019434+0.017536i
0.056312+0.25404i,-0.093086+0.27079i,-0.27511+0.20522i,-0.3842+0.24737i,-0.31484+0.37707i,-0.036038+0.361i,0.16409+0.11091i,0.067151-0.13441i,-0.11276-0.17865i,-0.15632-0.10833i,-0.097782-0.042893i,-0.02681-0.0036084i,0.013396+0.016587i,5.2343e-05+0.021322i,-0.049841+0.042463i,-0.067115+0.090685i,-0.02847+0.11361i,0.025166+0.081721i,0.056629+0.02114i,0.054377-0.02597i,0.04027-0.031255i,0.03999-0.0075705i,0.046291+0.0089798i
0.075495-0.33778i,0.071462-0.33641i,-0.051243-0.32504i,-0.24125-0.39957i,-0.32336-0.42639i,-0.28347-0.32337i,-0.22065-0.16446i,-0.14058-0.019973i,-0.04459+0.081557i,0.047065+0.12024i,0.1182+0.085818i,0.13515+0.026228i,0.11395+0.0046733i,0.10752+0.015227i,0.13072+0.02869i,0.15672+0.032543i,0.15207+0.024148i,0.092474+0.0056699i,-0.0030328-0.002522i,-0.066524+0.02597i,-0.053645+0.0654i,0.0077908+0.059681i,0.043482+0.018133i
-0.37614-0.015836i,-0.46674-0.073444i,-0.3899-0.089536i,-0.21812-0.049968i,-0.10803-0.031406i,-0.086959-0.03414i,-0.08795-0.052257i,-0.075163-0.065085i,-0.034777-0.058388i,0.010036-0.081346i,0.018374-0.12548i,-0.010613-0.13862i,-0.034509-0.12056i,-0.017002-0.097852i,0.013875-0.086871i,0.022035-0.074572i,0.017663-0.045084i,0.0095576-0.0013879i,0.0030855+0.033952i,-0.0013571+0.032787i,-0.014965-0.0092822i,-0.044329-0.069095i,-0.067751-0.10444i
0.13284+7.7414i,2.8174+6.9964i,6.1418+6.3327i,6.9877+3.6348i,5.5822+0.73804i,2.774-0.9015i,0.12196-0.3084i,-0.64886+0.85645i,-0.07552+0.92288i,0.6405+0.25908i,0.9046-0.51941i,0.62723-1.0453i,0.26991-1.014i,0.19297-0.61788i,0.31463-0.36223i,0.27775-0.24532i,-0.019461-0.037469i,-0.30984+0.28187i,-0.36116+0.60379i,-0.20923+0.80529i,-0.015014+0.89267i,0.1331+0.92458i,0.23626+0.86025i
-0.29686-0.22017i,-0.24157-0.17987i,-0.095524-0.041564i,0.076031+0.086129i,0.2133+0.055977i,0.19554-0.18025i,0.0062622-0.3627i,-0.14658-0.26223i,-0.13674-0.077925i,-0.064366-0.017354i,-0.019742-0.031187i,-0.012409-0.047479i,-0.031137-0.036656i,-0.043939+0.010035i,-0.042152+0.056695i,-0.046965+0.072705i,-0.052765+0.06391i,-0.040659+0.046616i,-0.0015165+0.02472i,0.04311-0.010193i,0.046505-0.038392i,0.01978-0.037365i,0.016826-0.024486i
0.1342+0.33273i,0.17161+0.28654i,0.10101+0.17639i,-0.035473+0.19246i,-0.13343+0.25128i,-0.19414+0.28679i,-0.21325+0.33904i,-0.14117+0.33876i,-0.046731+0.22785i,-0.027038+0.084407i,-0.039284+0.013168i,-0.011878-0.0066681i,0.020279-0.023836i,0.020358-0.018328i,0.016917+0.0065072i,0.011941+0.026356i,-0.0084499+0.042276i,-0.029891+0.039624i,-0.049493+0.018112i,-0.06074+0.012547i,-0.030287+0.021778i,0.030149+0.007884i,0.058899-0.032199i
0.3118-0.29124i,0.25303-0.36503i,0.038633-0.2615i,-0.039497-0.11577i,0.083065-0.14981i,0.10464-0.33539i,-0.0492-0.35256i,-0.14086-0.15614i,-0.076656+0.01272i,0.017346+0.048682i,0.030654+0.018978i,-0.014721+0.0078644i,-0.042102+0.0075689i,-0.035937-0.016115i,-0.017379-0.051459i,0.0067999-0.077864i,0.030172-0.087665i,0.04158-0.081835i,0.042929-0.07092i,0.025068-0.068437i,-0.01956-0.057945i,-0.062312-0.017778i,-0.073455+0.032268i
-0.55938-0.12273i,-0.63235-0.081067i,-0.4922-0.0028346i,-0.4503+0.092107i,-0.50008+0.31726i,-0.32799+0.60393i,0.010798+0.61054i,0.17842+0.34564i,0.14858+0.10644i,0.070103-0.021186i,-0.0037002-0.048822i,-0.017099-0.0055913i,0.022688+0.024851i,0.053131+0.021282i,0.062133+0.015236i,0.051621+0.018472i,0.029447+0.033873i,0.0056947+0.058338i,-0.0055176+0.085258i,0.011722+0.1012i,0.043386+0.083476i,0.06478+0.035361i,0.065568-0.019282i
