-0.0020612-0.00042952i,-0.00043913-0.0023477i,0.00045843-0.0041478i,-0.001757-0.005415i,-0.0041151-0.00456i,-0.0034009-0.0015497i,-0.0010742-0.00024126i,7.1555e-06-0.00059279i,1.3145e-06-0.00018033i,0.00076705+0.00051017i,0.00074743+0.00029931i,-1.573e-05-0.00010528i,-0.00029287-0.00053113i,-0.0010565-0.00018527i,-0.00091788+0.00049873i,-0.00048706+0.001067i,-0.0013367+0.00098405i,-0.0014009+0.00029613i,-0.00023163-2.4016e-05i,3.1954e-05-0.00011395i,-0.0004713-0.0001495i,-0.00028925-0.00013251i,0.00057723+0.00066975i
0.0015168+0.0056497i,-0.0027736+0.028567i,-0.01652+0.071978i,-0.035618+0.12078i,-0.041441+0.13927i,-0.023399+0.10446i,-0.00038118+0.048419i,0.0084652+0.013048i,0.0083978+0.00012192i,0.0073911-0.0013567i,0.0067502+0.00017756i,0.0055289+0.00067594i,0.0034108+2.9765e-05i,0.00066777-0.0012775i,-0.0023962-0.00036639i,-0.0037275+0.0014632i,-0.0029253+0.00069228i,-0.0022632-0.00092482i,-0.00077584-0.00081473i,0.0021911-0.00038161i,0.0042929-0.0024248i,0.0035632-0.0047931i,0.000249-0.0047979i
0.00235-0.0050765i,0.013527-0.023008i,0.041238-0.05257i,0.076588-0.072036i,0.10023-0.062295i,0.085187-0.030483i,0.048957-0.0039041i,0.023142+0.0042549i,0.0087094+0.0038948i,0.00059581+0.0010816i,-0.0048321-0.00047852i,-0.006683-0.00079574i,-0.0044259-0.0018805i,-0.0022435-0.0023919i,-0.0016298-0.0014733i,-0.00080183+0.00051088i,0.0015545+0.0032842i,0.0037787+0.0046017i,0.0019632+0.00273i,-0.0021396-0.00076998i,-0.0047707-0.0017611i,-0.005138+0.0013841i,-0.0037399+0.004457i
-0.0063381+0.0050863i,-0.027742+0.0065156i,-0.074195+0.0042202i,-0.12767-0.0095177i,-0.14787-0.033946i,-0.12388-0.047544i,-0.088874-0.039281i,-0.061037-0.017199i,-0.03216+0.0023189i,-0.010555+0.0067191i,-0.0029781+0.0011676i,-0.0026204-0.0028496i,-0.002806-0.0020429i,-0.0034558+1.5166e-05i,-0.0044721+2.0556e-05i,-0.0052816-0.00045468i,-0.0046745+0.00038574i,-0.0025292+0.0026221i,0.0011888+0.0041807i,0.0040702+0.0044335i,0.0055739+0.0044496i,0.0059352+0.0034861i,0.0052916+0.00094799i
0.002542+0.0013826i,0.016492+0.0078212i,0.042514+0.032483i,0.0642+0.070185i,0.062138+0.090323i,0.042334+0.075384i,0.024303+0.03931i,0.012365+0.0097587i,0.0058231-0.0016798i,0.006064-0.0020429i,0.0062146-0.0016134i,0.0042854-0.0029329i,0.001128-0.0029743i,-0.0011933-0.000847i,-0.0012816+0.0031329i,-0.0011197+0.0049751i,-0.0019226+0.0015773i,-0.0018934-0.0011474i,0.00073178-0.0020735i,0.0045621-0.004933i,0.0054739-0.0077978i,0.0028036-0.0086905i,0.00012403-0.0066364i
-0.0041858-0.0028538i,-0.014923-0.018633i,-0.023462-0.054132i,-0.017025-0.093565i,0.0072287-0.095497i,0.03434-0.061535i,0.04075-0.029183i,0.028678-0.0098721i,0.014304-0.0019254i,0.0015438+0.00044747i,-0.0057123+0.0038199i,-0.0058437+0.0055561i,-0.0031904+0.0032183i,-0.00040021+0.0008341i,0.0011867+0.0011998i,0.0028116+0.002821i,0.0044002+0.0035737i,0.0043487+0.0021067i,0.001527-0.00040623i,-0.0041635-0.0013887i,-0.0075689+0.00051375i,-0.0059621+0.0035327i,-0.0025452+0.0055968i
-0.00023152+0.005404i,-0.0072175+0.020791i,-0.030699+0.046235i,-0.069581+0.068243i,-0.09404+0.065404i,-0.087524+0.043117i,-0.063843+0.029272i,-0.037608+0.023476i,-0.015986+0.016748i,-0.0047941+0.0079235i,-0.0025627+0.00050376i,-0.0020992-0.0010291i,-0.00079201-3.5318e-07i,-0.00068756-0.00050928i,-0.0021333-0.0011275i,-0.0035049-0.00061433i,-0.0039633+0.00085467i,-0.0029515+0.002308i,-0.00073298+0.0028265i,0.0018918+0.0037656i,0.0047341+0.0040598i,0.0065178+0.0017796i,0.005968-0.0015203i
0.001326-0.0036916i,0.0089363-0.014021i,0.030674-0.024171i,0.06009-0.020032i,0.075558-0.00032396i,0.066292+0.0095305i,0.042124-0.00065355i,0.016485-0.0085372i,0.003159-0.0062443i,0.0031321-0.0037899i,0.0037139-0.0045886i,0.00073358-0.005286i,-0.00071808-0.0042455i,2.0745e-05-0.0011819i,0.00065951+0.0011105i,-9.0555e-05+0.00085009i,-0.0022548+0.00063052i,-0.0036548+0.0010282i,-0.0028011+0.00022273i,-0.0020237-0.0030323i,-0.0022589-0.00724i,-0.0023895-0.0081303i,-0.0026299-0.0055006i
-0.0036126+0.0014952i,-0.018173+0.0011873i,-0.048732-0.0071418i,-0.072149-0.029129i,-0.055069-0.055335i,-0.018469-0.061162i,0.0030744-0.050226i,0.0086052-0.03407i,0.0055545-0.014849i,0.00099233-0.00016953i,0.00067748+0.005929i,0.0023051+0.00534i,0.0023362+0.003023i,0.0016798+0.00088117i,0.0016054-0.00045976i,0.0024021-0.00059808i,0.0038997-0.00028902i,0.0036516+0.0013247i,0.0014397+0.0038656i,-0.0008723+0.0052604i,-0.0032299+0.0060833i,-0.0037847+0.0072382i,-0.0013986+0.0063643i
0.0021577+0.0005563i,0.0064587+0.0066265i,0.013017+0.027752i,0.0068736+0.057773i,-0.018819+0.075332i,-0.03258+0.06883i,-0.025642+0.049575i,-0.015128+0.031892i,-0.0060641+0.018004i,-0.0009538+0.0075076i,-0.0015161+0.00087155i,-0.0029266-0.00068604i,-0.0030679-0.00060988i,-0.0031944-0.001296i,-0.0039228+1.5548e-05i,-0.0041753+0.0031424i,-0.0023574+0.0058313i,-0.00019048+0.0063982i,0.0032969+0.0053792i,0.0077543+0.0045524i,0.0096125+0.0027897i,0.0082832+0.00061184i,0.0053959-0.00030515i
-0.0017415-0.0041315i,-0.0090195-0.01343i,-0.013737-0.035189i,-0.0053124-0.053219i,0.014617-0.047445i,0.024484-0.029701i,0.014796-0.017863i,0.0013361-0.0093626i,-0.0018465-0.0032097i,0.00049626-0.0041156i,-0.0011748-0.0064255i,-0.0036292-0.0052087i,-0.0037489-0.0032869i,-0.0022435-0.0021135i,-0.0011014-0.0013392i,-0.0015137-0.00080247i,-0.0014065+0.00046712i,-0.00040793+0.00066328i,0.00031268-0.0016801i,-0.00040662-0.0050083i,-0.0022686-0.0068394i,-0.0034711-0.0063137i,-0.0028269-0.0043255i
-0.00046603+0.00099685i,-0.0053129+0.0093483i,-0.02222+0.020807i,-0.044939+0.022022i,-0.052609+0.007918i,-0.040437-0.011484i,-0.027628-0.022039i,-0.018207-0.019183i,-0.0084858-0.0092759i,-0.0019662-0.00099605i,0.00097742+0.0019395i,0.0019895+0.0015816i,0.0016544+0.00069185i,0.00063086-0.0004763i,-0.00030114-0.0018625i,0.00061754-0.0031656i,0.0031217-0.0035605i,0.0034092-0.0024971i,0.0016773-0.001318i,-0.00057729+0.00044567i,-0.0014912+0.0041684i,-0.0010614+0.0060749i,5.4593e-05+0.0050511i
-0.0014859-0.004072i,0.0024091-0.0079672i,0.0096199-0.010197i,0.016565+0.0025689i,0.02039+0.029065i,0.020747+0.045716i,0.020276+0.040047i,0.012884+0.023784i,0.0032098+0.011521i,-0.0015992+0.0042373i,-0.003794+0.00069857i,-0.0035572+0.0007794i,-0.0032051+0.0014255i,-0.0038014+0.0013i,-0.0035622+0.0024854i,-0.0018061+0.0041082i,0.00015466+0.0043527i,-1.8778e-05+0.0037677i,0.00061824+0.0022604i,0.0039343+0.0003428i,0.0071284-0.0017393i,0.0072456-0.0032449i,0.005038-0.0016336i
-0.0036533+0.0009582i,-0.012756-0.00022835i,-0.027617-0.0052298i,-0.034045-0.016902i,-0.022436-0.028536i,-0.0060561-0.029089i,0.0017386-0.019869i,0.0029141-0.0073707i,0.0012794-0.0018487i,-0.0017621-0.0028857i,-0.0038601-0.0020438i,-0.0036868-0.00078404i,-0.0025702-0.000437i,-0.0028076+5.5358e-05i,-0.0037991-0.00047835i,-0.0036605-0.00053404i,-0.0028701+0.00090736i,-0.0023737+2.851e-05i,-0.0025949-0.002564i,-0.0042219-0.0040759i,-0.0062065-0.0045008i,-0.0052619-0.0041011i,-0.0025031-0.0030405i
-0.00061826-8.6728e-05i,0.0012034+0.0022328i,0.0004051+0.009668i,-0.007495+0.016142i,-0.020586+0.013669i,-0.024608+0.0058499i,-0.022561+0.00014092i,-0.01959-0.002554i,-0.012062+0.0011258i,-0.0031443+0.0056008i,0.0017757+0.0050763i,0.0021748+0.0025055i,0.0020549+0.0010026i,0.0021579+0.0013937i,0.0013079+0.0015956i,8.7241e-05+0.0012073i,-0.00085423+0.00083194i,-0.0015013+0.001514i,-0.0026026+0.0035702i,-0.0027202+0.0059959i,-0.0011655+0.0080721i,0.0002122+0.0077182i,0.00054675+0.0050436i
-0.0019528-0.0023795i,-0.0076793-0.0062378i,-0.012968-0.011564i,-0.0085778-0.011725i,0.0086955-0.00014821i,0.028053+0.0075301i,0.0298+0.001943i,0.01465-0.0012386i,0.003632+0.0021402i,0.0010803+0.0041173i,0.00033381+0.003309i,0.00022685+0.0022395i,0.00028793+0.0022252i,0.001341+0.0020003i,0.0034073+0.0015056i,0.0035607+0.0013362i,0.001687+0.0023553i,0.00051524+0.0048792i,0.0021002+0.0055168i,0.0054404+0.0022398i,0.0065538-0.0011545i,0.004765-0.001795i,0.0033437-0.00049869i
-5.5243e-05+0.0013875i,-0.0026727+0.0043101i,-0.011037+0.0067791i,-0.022797+0.0059697i,-0.028817+0.00012037i,-0.02593-0.0083679i,-0.015569-0.013652i,-0.0033555-0.012095i,0.0029255-0.007568i,0.0030838-0.0040856i,0.0016821-0.0024347i,0.000979-0.0020104i,0.00025832-0.0020155i,-0.0011868-0.0019896i,-0.0025057-0.0005532i,-0.0023856+0.0021171i,-0.0011573+0.0040152i,-5.8144e-05+0.0033976i,0.00020428+0.0003341i,-0.0013832-0.0020219i,-0.0034973-0.0022042i,-0.0033411-0.0021792i,-0.0020284-0.0025596i
-0.0029564-0.0026916i,-0.0046671-0.0053205i,-0.0061414-0.0073381i,-0.0069688-0.0045931i,-0.0074031+0.0033732i,-0.0071813+0.01081i,-0.0092675+0.014224i,-0.009371+0.012489i,-0.0021058+0.008211i,0.004279+0.0040917i,0.0037613+0.0014289i,0.0018699+0.00011628i,0.0010539-0.0013096i,0.00087413-0.0023996i,0.00059019-0.002382i,0.00029072-0.0013586i,0.0002092+0.0004503i,0.0014181+0.0013674i,0.0020949+0.0020205i,0.0017222+0.004074i,0.0021201+0.0057286i,0.0023752+0.0051236i,0.0017929+0.0030117i
-0.0025703+0.0015074i,-0.0069121+0.0011202i,-0.015007+0.00024851i,-0.018733-0.00026819i,-0.0074203-0.004001i,0.0087451-0.0093986i,0.010961-0.012522i,0.00046042-0.008747i,-0.0045957-0.0017334i,-0.0033662-0.00013764i,-0.0039235-0.0014833i,-0.0045602-0.0011076i,-0.0045073-0.00031086i,-0.0033899-0.0010828i,-0.0013151-0.0024205i,-0.00012024-0.0024642i,0.00098684-0.0015253i,0.0023811-0.0002852i,0.003707+0.0001223i,0.0053124-0.0021418i,0.0055836-0.0048285i,0.0048489-0.0039999i,0.0039069-0.0011471i
-0.00053949-2.3127e-05i,-0.0012963-0.00066246i,-0.0037275+0.00047046i,-0.0079498+0.0036924i,-0.013362+0.0093921i,-0.015988+0.012676i,-0.012906+0.0043837i,-0.008413-0.00638i,-0.0077771-0.0079365i,-0.0074653-0.0047907i,-0.0052985-0.0032004i,-0.0035446-0.0029028i,-0.0031197-0.0019834i,-0.0043406-0.00036002i,-0.0046983+0.0016715i,-0.0033213+0.0030182i,-0.0020059+0.0023115i,-0.0016974+2.9627e-05i,-0.001769-0.0019357i,-0.002835-0.0026678i,-0.0047898-0.0026764i,-0.0056849-0.0018508i,-0.0038679-0.0014986i
-0.0021676-0.00062235i,-0.0071833-0.0032638i,-0.014676-0.007166i,-0.01981-0.0091907i,-0.015424-0.005436i,-0.0015204+0.0023373i,0.0070411+0.0095448i,0.005514+0.012243i,0.0041688+0.0094246i,0.0042761+0.0038614i,0.0017917+0.0019193i,0.00039756+0.0019218i,0.00038631+0.0005122i,-0.00072669-0.00089994i,-0.0022151-0.00031622i,-0.0029737+0.00041752i,-0.0025194+0.00080199i,-0.0020718-9.0393e-06i,-0.0021446+0.00024556i,-0.0014279+0.0030308i,0.0011281+0.0049866i,0.003124+0.0050257i,0.0023574+0.0029042i
0.00015874+0.0016429i,-0.0013249+0.002154i,-0.0052863+0.0017534i,-0.0082556+0.001299i,-0.0063172-0.0034143i,-0.0029754-0.014637i,-0.0033021-0.018102i,-0.0052571-0.0077729i,-0.004354+0.0042643i,-0.0023192+0.0070909i,-0.00266+0.004293i,-0.0032726+0.0028581i,-0.0021719+0.0030667i,-0.0011133+0.0037613i,-0.0013554+0.0021666i,-0.0021295+0.00075935i,-0.0013524+0.0026921i,0.00034839+0.0045878i,0.0017983+0.0035804i,0.0022565+0.00034218i,0.0022665-0.0025041i,0.0024199-0.0028785i,0.0019926-0.0017648i
-0.00075323-0.0010068i,-0.0020776-0.0031251i,-0.0062119-0.0071577i,-0.010148-0.0056364i,-0.0067838+0.0047716i,-0.0012565+0.014529i,-0.0011864+0.0091045i,-0.0044751-0.0016119i,-0.0061278-0.00041524i,-0.0034333+0.0032194i,-0.00068777+0.00060508i,-0.0015714-0.0020274i,-0.0016366-0.00044815i,0.00091197+0.0026066i,0.003+0.0047658i,0.0035701+0.0052983i,0.0018262+0.0041788i,-0.00034498+0.0031601i,-0.0015221+0.002329i,-0.0029987+0.0015127i,-0.0044331+0.00065077i,-0.0045025-0.00010169i,-0.0030018-0.0006099i
-0.00059314-0.00070458i,-0.0047-0.00063835i,-0.01435+0.00084536i,-0.023792+0.001613i,-0.023591-0.0014845i,-0.010302-0.0036913i,0.0048283-0.0025935i,0.010957-0.0010857i,0.010688-0.0024546i,0.0079258-0.003898i,0.0056845-0.0021479i,0.0054363-0.0010449i,0.0042978-0.0030651i,0.0025861-0.0048902i,0.001595-0.0039359i,0.00096568-0.0017553i,0.00065999-0.00037017i,0.00021911+0.00040895i,0.00050153+0.0017568i,0.0017856+0.0032135i,0.0034739+0.0038372i,0.0040074+0.0026845i,0.0027088+0.0011634i
-0.0010773-0.0025563i,-0.0033225-0.0032038i,-0.0072815-0.0019091i,-0.0091681-0.000247i,-0.01066+0.0004623i,-0.01297-0.0038468i,-0.014878-0.0088367i,-0.011697-0.0046388i,-0.0039278+0.0013953i,0.00040947+0.0010018i,-0.00098951-0.00015821i,-0.0028079+0.0016402i,-0.0016234+0.0016238i,-0.0010179-0.00067475i,-0.0024751-0.0017776i,-0.0028404-0.00050257i,-0.00038874+0.0015433i,0.0024898+0.002132i,0.0039066+6.8102e-05i,0.0047083-0.0037644i,0.003884-0.0053293i,0.0019663-0.0042459i,0.0021767-0.0020852i
-0.00011301+4.5236e-06i,-0.0058021-0.0020428i,-0.012198-0.0064417i,-0.014693-0.0076896i,-0.0070722-0.0011295i,0.0063538+0.0075019i,0.0078972+0.00692i,-0.0023573+0.00057339i,-0.0065971+1.8352e-05i,-0.0037229+0.00031467i,-0.0036176-0.0033136i,-0.0057213-0.0037942i,-0.0048772-0.0021199i,-0.0014781-0.0021367i,0.00026055-0.0023839i,9.0354e-05-0.0014608i,0.00022332-0.00037984i,0.0014688+0.00046656i,0.0019692+2.2827e-05i,-0.00046576-0.0007335i,-0.0028483-0.00033333i,-0.0028768+0.0007052i,-0.0016701+8.1008e-05i
-0.00017316-0.00062499i,-0.003048+0.00052051i,-0.01007+0.0039556i,-0.019492+0.010672i,-0.023953+0.013685i,-0.015413+0.0076982i,-0.0022242-0.0011438i,0.0024674-0.004429i,-0.00057375-0.0030902i,-0.0029133-0.0017621i,-0.0017828-0.0006937i,-0.00081118-0.00093645i,-0.0028837-0.0022318i,-0.0052442-0.0019262i,-0.0054201-0.0008257i,-0.004183-0.00049795i,-0.0031254-0.00060901i,-0.0036203-0.00078227i,-0.0033304+0.00088887i,-0.0012023+0.002928i,0.0013016+0.0023986i,0.0019854+0.0011778i,0.0012163+0.0011752i
-0.0012341-0.0031472i,-0.0034237-0.0053661i,-0.0054344-0.0090601i,-0.0052587-0.011601i,-0.00471-0.0075865i,-0.0080694+0.00031612i,-0.01223+0.004773i,-0.010645+0.0068729i,-0.0063233+0.0067912i,-0.0036835+0.005742i,-0.0028348+0.0064485i,-0.00092145+0.006139i,9.1884e-05+0.0037573i,-0.0018554+0.0023263i,-0.004135+0.0042684i,-0.0048306+0.0056341i,-0.003169+0.0038308i,-0.00010905+0.0014706i,0.0016728+0.00026748i,0.00076735-0.001177i,-0.00039153-0.00308i,-0.00061876-0.0023463i,-0.00063486-0.0008441i
-0.00069777-0.0017125i,-0.0050519-0.00080327i,-0.015353-0.0011078i,-0.021659-0.002707i,-0.011876-0.0055129i,0.0078756-0.0072983i,0.014243-0.0075927i,0.0054086-0.005515i,0.00098822+0.0002343i,0.0028121+0.0023189i,0.00045302+0.00060063i,-0.0030218+0.0015894i,-0.0015948+0.0021603i,0.00020429+0.00056254i,0.00027738-0.00080062i,-0.00024597-0.00053413i,3.3293e-05+0.00042084i,0.00030658+0.0006265i,0.00025262+0.00094737i,-0.00010969+0.0011965i,-0.00051138+0.0017198i,-0.00043476+0.0027768i,-6.1843e-05+0.0022331i
-0.00069895-0.0022613i,-0.0025174-0.0024531i,-0.0047287+0.0015825i,-0.0069748+0.0097186i,-0.0081944+0.015465i,-0.0065904+0.012435i,-0.001192+0.0030623i,0.0049079-0.0018757i,0.0053898-0.00076086i,0.0036653+0.00058632i,0.0046615-0.00052746i,0.0028129-0.0026909i,-0.001249-0.0020505i,-0.00085126+0.00094899i,0.001136+0.0029116i,0.00022806+0.003249i,-0.0012584+0.0024712i,-0.0018322+0.0024119i,-0.00066694+0.0034659i,0.0015816+0.0036971i,0.0030882+0.0029243i,0.0029089+0.0015168i,0.0010139+0.0004247i
-0.0019506-0.00039377i,-0.0066966-0.0020489i,-0.014524-0.0087155i,-0.020621-0.015189i,-0.018608-0.012291i,-0.013532-0.0018657i,-0.011722+0.0050853i,-0.0099201+0.0061255i,-0.0048889+0.005583i,0.0002811+0.0054788i,0.0026215+0.0051811i,0.0039807+0.0024667i,0.0041497-0.00048311i,0.0030497-0.00046738i,0.0023362+0.0011275i,0.0024188+0.0014023i,0.0022592+0.001691i,0.0025352+0.0019822i,0.0027651+0.0012642i,0.0016373-0.00080922i,2.4819e-06-0.0028051i,-0.00037834-0.0020777i,0.00068337-0.00071025i
6.6016e-05+0.00066625i,-0.0024946+0.00057691i,-0.0072549+0.0016845i,-0.012093+0.0034799i,-0.010526-0.00071394i,-0.0013499-0.012029i,0.0030247-0.018993i,-0.0018213-0.016469i,-0.0044148-0.010518i,-0.0038857-0.0075244i,-0.005019-0.0054466i,-0.0048007-0.00096382i,-0.0025307+0.0002087i,-0.0022019-0.0027964i,-0.0030962-0.0038381i,-0.0029246-0.003089i,-0.0016409-0.0023776i,-1.0128e-05-0.0020123i,0.00037664-0.0023362i,-0.00037098-0.0027702i,-0.00084311-0.0021562i,-5.267e-05-0.00092804i,0.0009674-0.00027532i
-0.0012948-0.0010195i,-0.0028585-0.0026709i,-0.0067747-0.0055187i,-0.0080728-0.0055187i,-0.0067935+0.0028804i,-0.0038918+0.011396i,0.00042866+0.0073656i,0.003036-0.00078986i,0.0023952-0.0034056i,0.0012163-0.0043283i,-0.00084374-0.0057381i,-0.0043164-0.0048902i,-0.0045177-0.0011443i,-0.0018915+0.0008031i,-0.00065367-0.00064591i,-0.00090032-0.00074684i,-0.0013283+0.0014161i,-0.00056936+0.0024853i,0.00078917+0.0027262i,0.00087222+0.0026535i,0.0010744+0.0023454i,0.0015704+0.0018394i,0.0008027+0.00096205i
0.00010657-0.0021898i,-0.0040867-0.0027566i,-0.013145-0.0033714i,-0.019746-0.0037577i,-0.016913-0.00094891i,-0.0090235+0.0058136i,-0.0055448+0.011724i,-0.0059522+0.013927i,-0.0043575+0.011873i,-0.0011181+0.0086563i,0.0011592+0.0054334i,0.0019535+0.0016964i,0.00043471-0.00022701i,-0.00098894-0.00060997i,-0.0011208-3.1852e-05i,-0.0014319+0.001314i,-0.00034089+0.0025741i,0.0010863+0.0029375i,0.0015499+0.0018575i,0.0008192+0.00053843i,-0.00047899-0.00075546i,-0.00088631-0.0014846i,4.1732e-05-0.0011022i
-0.0011313-0.0034765i,-0.0055099-0.0028324i,-0.012265-0.00035883i,-0.017044+0.0054616i,-0.017032+0.0073263i,-0.0098933-0.0027823i,-0.0052565-0.013747i,-0.0079881-0.010452i,-0.0091523-0.0018874i,-0.0076193+0.002399i,-0.0071027+0.005211i,-0.005222+0.0068546i,-0.003022+0.0052524i,-0.0039563+0.0025206i,-0.005642+0.0018215i,-0.0043045+0.0022671i,-0.0016047+0.0021663i,-0.00065171+0.0016966i,-0.00073103-0.0002973i,-0.00098575-0.0017735i,-0.0015301-0.0010112i,-0.00077371+0.00036787i,1.5832e-05+0.00012378i
0.008206-0.010603i,-0.00083532-0.014715i,-0.020388-0.020619i,-0.026507-0.01762i,-0.018994-0.0037879i,-0.0007601+0.012677i,0.012244+0.011201i,0.010928+0.00032209i,0.006554-0.0039901i,0.0017741-0.0048555i,-0.0040068-0.004447i,-0.007816-0.00092389i,-0.0062087+0.0019606i,-0.0022882+0.001848i,-0.0021029+0.00079978i,-0.0023765+0.00040659i,-0.0013385+0.0011377i,9.8468e-05+0.0015072i,0.0010295+0.0014665i,0.0013867+0.0019709i,0.0012043+0.0019935i,0.00010369+0.0017527i,-0.001348+0.0015951i
-0.00068982+0.0035381i,-0.0022887+0.0029443i,-0.0029146+0.0029355i,-0.0084753+0.0027042i,-0.011586+0.0036073i,-0.0080669+0.0049147i,-0.0028186+0.0075224i,0.00063052+0.010167i,0.0039232+0.010122i,0.0081802+0.0063509i,0.0095458+0.00019312i,0.0067698-0.0043619i,0.0034393-0.0044085i,0.0018972-0.0021979i,0.0020678-0.00022027i,0.0014923+0.0001693i,0.00057355+0.0005477i,0.0016139+0.0018649i,0.0027292+0.001503i,0.002466-0.00023249i,0.001978-0.0012382i,0.0013833-0.00079339i,0.0011087-0.00072231i
-0.0030471+0.0014961i,-0.0032623-0.0011654i,-0.0042097-0.0063929i,-0.0076618-0.010369i,-0.011512-0.011608i,-0.014922-0.01267i,-0.017059-0.01361i,-0.016712-0.0097323i,-0.013334-0.0016567i,-0.0075017+0.003196i,-0.0023752+0.0033512i,5.2072e-05+0.0022866i,0.0002489+0.0010763i,-0.0004776+0.00087934i,-0.00021913+0.0016899i,-7.8566e-05+0.0022298i,-0.0011378+0.0015875i,-0.0018484+0.00095205i,-0.0023691+0.00063633i,-0.0029301+0.00076631i,-0.0022336+3.3438e-05i,-0.00063053-0.00050024i,-0.00035391-0.00029605i
-0.001558+0.00035933i,-0.0033643+0.00034021i,-0.0070792-0.0023192i,-0.0093777-0.0064925i,-0.0052462-0.0078811i,0.0035122-0.0049118i,0.0076221-0.0050388i,0.0033017-0.011006i,-0.0026776-0.012667i,-0.0059381-0.0082631i,-0.0070293-0.004797i,-0.0050965-0.0029459i,-0.0017825-0.0031929i,-0.00082654-0.0050527i,-0.0017219-0.0049262i,-0.0021994-0.0035106i,-0.0020148-0.0020039i,-0.0017993-0.0010345i,-0.0013104+0.00066431i,0.00035829+0.0015703i,0.0019482+0.0012672i,0.0024453+0.00093307i,0.0018702+0.0012635i
-9.6234e-05+0.00071758i,-0.00020274-0.0009254i,5.6427e-05-0.0026835i,-0.00065197-0.0030512i,-0.0026528+0.00013139i,-0.0022577+0.0048435i,0.0023772+0.0080519i,0.0061794+0.0068717i,0.0061571+0.0033451i,0.0051503-0.00036077i,0.0029386-0.0035763i,0.00031489-0.0045922i,6.4412e-05-0.0021967i,0.0004026-0.00024531i,0.00072881+6.9821e-05i,0.00042514+0.0010837i,-0.00018328+0.0022018i,0.00062038+0.0021411i,0.0016113+0.0011821i,0.0011178-0.00097158i,0.0002527-0.0012602i,0.00021913+0.0010533i,0.00065073+0.0011745i
-0.0017176+0.00060077i,-0.0036069-0.0008606i,-0.0073937-0.0026264i,-0.011348-0.0026979i,-0.012701-0.0022299i,-0.014241-0.0033975i,-0.01648-0.0038634i,-0.015643+0.00090255i,-0.0097339+0.0079299i,-0.0027537+0.010491i,0.0013558+0.0078556i,0.0023786+0.0043273i,0.00185+0.0018999i,0.0016932+0.00044259i,0.0010649+0.00038981i,-0.00024663+0.0019694i,-0.0012318+0.0028598i,-0.0010272+0.0025938i,7.1522e-05+0.0023241i,-0.00011369+0.001323i,-0.0010379+0.0010128i,-0.0010255+0.0010603i,-0.0010536+1.2566e-05i
0.00032713-0.0012253i,-0.00061531-0.0015026i,-0.0019602-0.0012472i,-0.0038825-0.0012369i,-0.0013186-0.0027784i,0.0065961-0.0058998i,0.0092656-0.0091669i,0.0023165-0.010077i,-0.0048444-0.0057786i,-0.0070166+0.00020002i,-0.0061391+0.0031134i,-0.0045979+0.0030726i,-0.0041702+0.0016468i,-0.0037451+0.00031515i,-0.0039947+0.00060694i,-0.0032717+0.0009166i,-0.0011932+0.00047267i,-0.00098911+0.00038537i,-0.00076748+0.0012931i,0.00079022+0.0016147i,0.0020648+0.00035229i,0.0032972-0.00059296i,0.0028369-0.00078496i
-0.0016207-0.0016337i,-0.0042431-0.0027823i,-0.0081479-0.0038393i,-0.0095099-0.0031097i,-0.0054302+0.0027404i,0.0022176+0.0079403i,0.0083444+0.00702i,0.010351+0.0035877i,0.0079391-0.00055773i,0.0041835-0.0039053i,0.0007025-0.0039138i,-0.0012605-0.0023707i,-0.00058763-0.0010058i,0.00032505-0.00024495i,0.00043817+0.00053857i,0.00034674+0.00099258i,0.00053018+0.0011259i,0.0011055+0.00076644i,0.00097938-8.4688e-05i,0.00065093-0.00088635i,0.00032067-0.00064524i,-7.7768e-05+0.00091402i,-0.000293+0.0011271i
-0.0032687-0.0002469i,-0.0059265-0.00064686i,-0.012431+0.00058891i,-0.018338+0.0027668i,-0.017376+0.0051085i,-0.013302+0.0051445i,-0.012923+0.0029977i,-0.010664+0.0034189i,-0.0014102+0.0061833i,0.0073906+0.0049664i,0.008529+0.00097978i,0.0061346-0.00031571i,0.0041062+0.00020276i,0.0027721-0.00054477i,0.0014052-0.0010922i,-0.00020505-1.8987e-05i,-0.00080696+0.0012831i,-0.00034611+0.00061481i,0.0003075-0.00066757i,-0.00028003+0.0001723i,-0.00093559+0.00092055i,-0.00035802+0.00067422i,-0.00096856+0.00042743i
-0.0011487-0.000893i,-0.0020073-0.0012953i,-0.004064-0.0016284i,-0.0077535-0.002438i,-0.0075446-0.0041131i,-0.0012513-0.0084411i,0.0024126-0.012676i,-0.001883-0.010562i,-0.0059318-0.0026569i,-0.0049718+0.0031611i,-0.0028927+0.004355i,-0.0018382+0.0034279i,-0.0021285+0.0020192i,-0.0034854+0.0021072i,-0.0034446+0.0026922i,-0.0024266+0.0023137i,-0.0024451+0.0015035i,-0.0023445+0.0012248i,-0.0014818+0.0018413i,0.00015121+0.0010974i,0.0013111-0.00031633i,0.0015943+7.3424e-05i,0.0010431+0.00040232i
