-0.0013405+6.9791e-06i,-0.00037941-0.00029583i,-0.00095888+0.00012246i,-0.0010357-0.00052632i,-0.0013523-0.0024807i,-0.0012789-0.0021311i,-0.00065943-0.00068221i,-0.00015002-7.2418e-05i,0.0006508-0.0002376i,0.00080149-0.00025758i,0.00074654-0.00021158i,0.00085202-0.000356i,0.00055932-0.00062071i,0.00019977-0.00066127i,-0.00069104-0.00026901i,-0.0011586+0.00050141i,-0.00066059+0.00049031i,0.00029532-0.00018692i,0.0010407-0.00079015i,0.0010068-0.00033166i,0.00020499+0.00035971i,-9.7031e-05+0.00025703i,0.00029811-1.2779e-05i
-0.0014982-0.0013207i,-0.0015391-0.00089213i,-0.001428-0.0004778i,-0.00069044-0.00057264i,0.001103-0.00076409i,0.0015831-0.0012808i,0.0012861-0.0012946i,0.0019579-0.00090413i,0.0025645-0.00059929i,0.0026254+0.0013808i,0.0022193+0.0026348i,0.0020444+0.0022552i,0.0016484+0.0011131i,0.00053602-0.00021856i,-0.00096327-0.00044089i,-0.0020506-0.00030172i,-0.0012212-1.9274e-05i,-0.00044498+0.0007418i,-0.00036318+0.0009702i,0.00063569-0.0003354i,0.0010176-0.0014747i,0.00056165-0.0012366i,7.4011e-05-0.00039051i
6.8331e-05-0.00079398i,0.00098574-0.0010871i,0.00022063-9.1061e-05i,-0.0004967+0.0003768i,0.00013529-0.00086811i,0.00099374-0.0011921i,0.0015323-0.0018354i,0.0017604-0.0022008i,0.0023725-0.0012043i,0.003613-0.0008329i,0.003628-0.00042611i,0.0025857-0.00063425i,0.0020086-0.0011545i,0.0012381-0.001134i,0.00026083-0.0011946i,0.00020643-0.00030327i,0.00049637+0.00057042i,0.00095992+0.00052048i,0.0011725-0.00040201i,0.00015711-0.00081195i,-0.00027346-0.00035121i,0.00039919+0.0002453i,0.00071233+0.0006253i
-0.00033349+7.3506e-05i,9.831e-05-0.00057795i,-0.00038123-0.00080071i,0.000174-0.00087369i,0.00077015-0.00099143i,0.0011011-0.0012458i,0.00026318-0.0016206i,-0.0010289-0.0015839i,-0.00064608-0.0023086i,0.0010342-0.0035892i,0.0011817-0.0037758i,0.00011786-0.0025301i,-0.00070708-0.0012046i,-0.00050216-0.0012198i,-2.2396e-05-0.0012211i,0.00078079-0.00076507i,0.0012525-0.0011011i,0.00030955-0.0018185i,0.00019217-0.0015992i,0.00058536-0.0010135i,0.00095462-5.9423e-06i,0.00094902+0.00075586i,0.00041299+0.0012567i
0.00060041-0.00044632i,0.00028891+0.00043005i,0.0008135+0.00034774i,0.0017189-0.00061407i,0.0017139-0.0018087i,0.0005166-0.0020183i,-0.0010805-0.00097886i,-0.0017803-0.00045752i,-0.0024577-0.0013946i,-0.0027763-0.0022995i,-0.0019694-0.002042i,-0.0019676-0.0013714i,-0.0020416-0.00075234i,-0.0015019-0.00058605i,-0.00065855-0.00032372i,-9.2036e-05-0.00088675i,-0.00043141-0.0017321i,-0.00097201-0.0015562i,-0.0017239-0.0014834i,-0.0012786-0.001167i,-0.00090142-0.00068862i,-0.00022056-0.00065054i,0.00029071-0.00038797i
-0.0011303+0.00011062i,-0.00073258-0.00042803i,-0.0015538+0.00026681i,-0.002698+0.00066587i,-0.0016738-0.00018981i,0.0010707-0.00050135i,0.0016857+0.00014643i,0.00078822+0.0010666i,-0.00016336+0.0017088i,-0.0022747+0.0017661i,-0.0031274+0.0025718i,-0.0019658+0.0027882i,-0.00081235+0.0012106i,-0.0004954+0.00030304i,-0.00043991+0.00028772i,-0.0012041-0.00011298i,-0.0024719-8.1177e-05i,-0.0027312+0.00096349i,-0.0015685+0.001356i,-0.0013436+0.00051242i,-0.0016719-0.0003486i,-0.00093269-0.00051815i,-5.3694e-05-0.00015318i
-0.0007441+0.0017317i,-0.0011284+7.2289e-05i,-0.00024653-0.00059764i,0.0010833-0.0010657i,0.0013545-0.0017478i,0.0003355-0.0025418i,-0.00085161-0.0022396i,-0.00053265+2.0709e-05i,0.00036535+0.0024965i,0.00058897+0.0036377i,0.00037373+0.0036542i,0.00076135+0.0022556i,0.0011066+0.00083832i,0.0010401+0.00083166i,0.00063417+0.001494i,-0.0001916+0.001922i,-0.00079613+0.0015701i,-0.00072255+0.0013458i,3.4964e-05+0.0016858i,-0.00069305+0.0016209i,-0.0013405+0.0011535i,-0.00099527+0.00086112i,-0.00088458+0.00059799i
-0.0015197-0.00025862i,-0.00051002-0.00052315i,-0.00041532-0.00021114i,7.6276e-05-0.00045081i,0.001758-0.0012747i,0.0025541-0.0015822i,0.0013927-0.00082025i,0.00033363-0.00095517i,0.00061941-0.0015398i,0.0023279-0.0013946i,0.0030287-0.00046671i,0.0022513+0.00034493i,0.0015718+0.00025993i,-6.9577e-05-1.829e-05i,-0.00083925-0.00049434i,-7.6258e-05+2.3336e-05i,0.0016236+0.0014462i,0.0025765+0.0020062i,0.0025322+0.0012197i,0.001088+0.00048493i,-0.00011045+0.0004765i,0.00039401+0.00092046i,0.00092434+0.0007032i
-0.0010979+0.00095237i,-0.0010973+0.00026288i,-0.00077692+6.4344e-05i,0.0002433-0.00026635i,0.00096829-0.00069063i,0.0012034-0.00089463i,0.00088538-0.0012064i,0.00045511-0.0020036i,0.0011052-0.0030941i,0.0018854-0.0038507i,0.0019323-0.0039345i,0.0014684-0.0026877i,0.00073335-0.0019294i,-0.00027883-0.0016034i,-0.0010838-0.00066676i,-0.00072573+7.2901e-05i,0.00048787-0.00013769i,0.0015172-0.0012193i,0.00096373-0.0014986i,0.00035379-0.00045347i,0.0012571+0.0001701i,0.001883+6.8306e-05i,0.0012648+2.8364e-05i
-0.00053126-0.00019966i,-0.00078768-0.00043149i,-0.00073442-0.0001733i,-0.00033539-0.00012741i,-0.00025169-0.00045587i,-0.00076176-0.0020946i,-0.0016166-0.0028549i,-0.0015475-0.0019411i,-0.0015629-0.0010978i,-0.0020542-0.0016766i,-0.0022681-0.002323i,-0.0020007-0.0018155i,-0.0013622-0.00080549i,-0.0013506-0.00017595i,-0.00030985-3.8561e-05i,-2.407e-05-0.00069325i,-0.00043268-0.0017085i,-0.00068862-0.0015878i,-0.00069557-0.0010761i,-0.00046105-0.00088504i,-0.00083613-0.00089424i,-0.00076154-0.0010861i,-0.00051482-0.00063369i
0.00026731+0.00057813i,0.00019145+0.0010899i,2.4569e-05-0.00089225i,0.00073352-0.0025285i,0.00095138-0.0021392i,0.00080653-0.0014559i,0.00055969-0.0011261i,-0.00050267-0.00044338i,-0.0019238-6.4032e-05i,-0.0031854-0.00014651i,-0.0034366+0.00082939i,-0.0025007+0.0015195i,-0.0010348+0.0009314i,0.00030289-0.00026386i,0.00060064-0.0011878i,-0.00036551-0.0014833i,-0.0020822-0.0010232i,-0.0030744+0.0011299i,-0.0025035+0.00234i,-0.0011271+0.00067147i,-0.00098355-0.00041938i,-0.0013189-0.00023491i,-0.00090962+0.00044261i
0.00032789+0.00074769i,0.00030978+0.0005509i,-0.0002365-0.00036011i,-6.8374e-05-0.0014783i,0.0016958-0.0020608i,0.0023149-0.002235i,0.00055836-0.0010254i,-0.00035015+0.00036513i,-4.9237e-07+0.00054599i,-0.00018401+0.0013754i,3.136e-06+0.001864i,0.0010732+0.0012463i,0.00056395+0.0003791i,-0.00033162+7.6416e-05i,-0.00057235+0.0005111i,-0.0020683+0.0011764i,-0.0025122+0.0024666i,-0.0010932+0.0035149i,-0.00013461+0.0024925i,0.00013412+0.0012209i,-0.00020291+0.0013765i,-0.00052474+0.0014207i,-0.00048296+0.0015473i
-3.1856e-05+0.0013096i,1.553e-05+0.0018465i,0.00048234+0.0014551i,0.00067156-0.00033446i,0.0010008-0.0022629i,0.00075509-0.0025198i,-0.00018349-0.0013627i,0.0005141-0.00064528i,0.0017792-0.00055059i,0.0023375-0.00020323i,0.0023457+0.00015463i,0.0017796+0.00013994i,0.00092453+1.1138e-05i,0.00078728+0.00014682i,0.0010481+0.0002805i,0.0011165+0.001007i,0.0016195+0.0026668i,0.0019946+0.0026683i,0.0020639+0.001343i,0.0014673+0.00075137i,0.0013009+0.0011529i,0.0013927+0.0013355i,0.00076764+0.00099877i
-0.0010443+0.00075552i,-0.0005965+0.00068229i,0.00010792+0.00086744i,0.00088588+0.00082565i,0.0015489-0.00025692i,0.0018558-0.0012203i,0.0014506-0.00086393i,0.00045048-0.00034925i,0.00089778-0.00079967i,0.0015747-0.0016111i,0.0012393-0.0018145i,0.00076903-0.0014842i,0.0009083-0.0014318i,0.0009004-0.0010479i,5.8172e-05-0.00051328i,-0.00019565-0.00084127i,0.0012957-0.00093154i,0.0018085-0.0014229i,0.0015706-0.0018693i,0.0015131-0.00081602i,0.0012007+7.5291e-05i,0.00083644-0.00026504i,-0.0003027-0.00028778i
-0.0010028-0.0013197i,-0.00080767-0.0018456i,1.436e-05-0.00048715i,0.0014053-0.00023796i,0.0024749-0.0019219i,0.0013046-0.0029821i,-0.0011372-0.0022506i,-0.0020954-0.001683i,-0.0008316-0.0016337i,-0.00072305-0.0018278i,-0.0014604-0.0019508i,-0.0014636-0.00089805i,-0.0012503-0.0005528i,-0.0011296-0.001172i,-0.00079145-0.0011893i,-0.00035614-0.0017406i,-0.0004511-0.0029302i,-0.00076329-0.00281i,-0.0010887-0.0016699i,-0.00088701-0.0013489i,-0.00078488-0.0013114i,-0.0006053-0.00077819i,-0.00067542-0.00051837i
0.001771+0.00070836i,0.0012835-1.6332e-05i,0.00082457-0.001916i,0.00023124-0.0022796i,-3.3788e-05-0.001534i,-3.0284e-05-0.0011764i,-1.4916e-05-0.00086879i,-0.00095321-0.00040034i,-0.0012483-0.00061046i,-0.0012917-0.000732i,-0.0010809-0.00073683i,-0.00069484-1.3193e-05i,-0.00028425+0.0012349i,0.00052326+0.00094872i,0.0012815-0.00077626i,0.00015882-0.00038369i,-0.0023928+0.0001333i,-0.0036982+0.00035596i,-0.002629+0.00087391i,-0.0017545+0.00059723i,-0.0022423+0.00037221i,-0.0018244+0.00055339i,-0.00088712+0.00092141i
0.0016409-0.0011444i,0.0015845-0.00045735i,0.00072887-0.00030849i,0.00047423-0.00041045i,0.00088936-0.0005438i,0.00087092-0.00021441i,0.00013661+0.00080101i,9.416e-05+0.00093203i,0.00019549-0.00021652i,-0.00057356+2.4216e-06i,-0.00039201+0.0014164i,0.00086143+0.0015412i,0.0011021+0.0012813i,0.0013122+0.00065816i,0.00109-0.00043051i,-0.00033804+6.9442e-05i,-0.0014548+0.0017156i,-0.00084004+0.0033807i,0.00031891+0.0039622i,-0.00012397+0.0025296i,-0.00079784+0.0010223i,-8.3663e-05+0.00069852i,0.00056571+0.00089283i
-0.0018228-0.00066298i,-0.0010374-0.00062626i,-0.00045958-0.0004639i,-1.0141e-05-0.0011613i,0.00044169-0.00095484i,1.6617e-05-0.0010634i,-0.00065934-0.0017056i,-0.00055502-6.8698e-06i,0.000472+0.0010522i,0.00030856+0.00086648i,-0.00045074+0.0009324i,0.0010493+0.00024309i,0.0022979-0.00098332i,0.0017294-0.0015067i,0.0010419-0.00042433i,0.00035823+0.0012536i,0.00024725+0.0019725i,0.001246+0.0021812i,0.0017753+0.0019628i,0.00069895+0.00081016i,0.00023391+0.00028003i,0.0011944+0.00040719i,0.0013951+0.00059089i
-0.0021087-0.00044163i,-0.000927-0.00063621i,-0.00033433+0.00067037i,8.4775e-05+0.00074516i,0.0008206-0.0011056i,0.001814-0.0030137i,0.00098033-0.0026033i,-5.897e-05-0.0013759i,-0.00012183-0.00084912i,-0.00027325+3.5359e-06i,-0.00025627+0.00015586i,3.7804e-05-0.0006914i,-0.00020974-0.00161i,-0.00017079-0.0018162i,-9.2497e-05-0.0011069i,0.0004338-0.00079081i,0.0014746-0.00043766i,0.0011268-0.00082411i,0.00071931-0.0014351i,0.0011945-0.00080315i,0.001677-0.00036102i,0.0011942-0.00080721i,0.00044423-0.0007522i
-0.00021337+0.0016525i,0.00016472+0.0010627i,0.0011675+0.00073193i,0.0019075+0.00053503i,0.0020862+0.00043712i,0.0015517-0.0017139i,0.00046938-0.0019709i,-6.9998e-05-0.00041941i,0.0002804-0.0006411i,0.0006352-0.001008i,5.6349e-05-0.00084127i,-0.00085078-0.00030136i,-0.0011062+0.00020393i,-0.0012183-0.00039976i,-0.00088194-0.0013523i,-9.0274e-05-0.0017358i,-0.00057812-0.0022582i,-0.0018046-0.0025839i,-0.0016605-0.0020821i,-0.00062521-0.00083277i,3.1385e-05+0.00030271i,-0.00039613+0.00038288i,-0.001013-0.0004532i
-0.0017424+0.00031817i,-0.0015367-0.00052552i,-0.0017427+0.00013936i,-0.00080025-0.00020332i,0.0010659-0.0011187i,0.0025054-0.0013039i,0.0019796-0.0015132i,0.00054101-0.0015596i,0.00061382-0.0017425i,0.0007729-0.0020124i,0.0011952-0.00133i,0.00075069+0.00037564i,-0.00037396+0.0010408i,-0.0007449+0.00046908i,-0.00017711-0.00039838i,-0.00072926-0.00059394i,-0.0025667-0.00064373i,-0.003153-0.00043161i,-0.0020198+0.00028009i,-0.0002796+0.00014047i,6.5886e-05-3.5729e-05i,-0.0002286+0.000617i,-0.00062247+0.0013827i
4.9538e-05-0.00039177i,0.00065854+0.00012058i,0.0011456+0.0010726i,0.001544+0.00048535i,0.0024236-0.00016086i,0.0023479-0.00029761i,0.00033892-0.00039177i,-0.0010233-0.00018509i,-0.0010568-0.00014023i,-0.001241-0.00093004i,-0.00093693-0.0014587i,0.00037134-5.365e-07i,0.00094991+0.0012498i,0.000771+0.00067715i,-0.00025548-0.00034783i,-0.0020457-0.00059541i,-0.0025523+0.00080455i,-0.0013143+0.0021476i,0.00074857+0.001646i,0.0010044+0.00084815i,-2.1431e-05+0.00081491i,0.00058179+0.0017124i,0.0015176+0.0017518i
-0.00045064-0.00038015i,-0.00057562-0.00069584i,-0.0011032-0.00011463i,-0.001404-0.0011127i,-0.00081353-0.0018252i,-0.00055387-0.0015482i,-0.00073513-0.00085738i,-0.00085813+0.00025094i,-0.001543+0.00092157i,-0.0023299+0.0013763i,-0.0018513+0.0012542i,-0.00083575+0.00038257i,-0.00024901+0.00020578i,0.0002021+0.00065173i,0.00020943+0.00021126i,0.00042864+0.00033545i,0.0012342+0.0019217i,0.0023956+0.0025984i,0.0023207+0.0015306i,0.001352+0.00099545i,0.00057469+0.0008161i,0.00048613+0.0003248i,0.0010054+0.00018299i
-0.0006999+0.0015598i,-0.00045489+0.00023167i,0.0012294-0.0005295i,0.0034006-0.00064937i,0.0037988-0.0011256i,0.0028263-0.0019613i,0.0017691-0.0014286i,0.0007576-0.00032735i,0.00050552+0.00066693i,0.00042477+0.0014239i,-0.00031357+0.0015469i,-0.00072836+0.0010236i,-0.00076632-3.6609e-05i,-0.00069459-0.0011749i,-0.00076434-0.0011736i,4.2187e-05-0.00052681i,0.0011405-0.00025624i,0.001769+9.7192e-05i,0.001411+0.00024244i,0.00031428+0.00024314i,-0.00028465+0.00081713i,-0.00014864+0.00076304i,-0.00038084-0.00041667i
-0.00051281-0.00046271i,-0.0014659-0.00082297i,-0.001765-0.00034319i,-0.002034-0.0006857i,-0.00089742-0.002202i,0.00036367-0.0034684i,0.00055856-0.0028055i,0.00077335-0.0013253i,0.0013097-0.00096484i,0.0018106-0.000865i,0.0020057+0.00031886i,0.0010115+0.00056386i,-0.00042782-4.125e-05i,-0.0008374-0.00018614i,-0.001198-0.00077606i,-0.0011537-0.0017816i,-0.00062763-0.0031235i,-0.00016866-0.0031026i,-0.00046082-0.00086105i,-0.00069224+0.0010516i,-0.00025448+0.00080044i,-0.00024497+0.00017169i,-0.00063762+0.00010997i
0.0018365+0.00090979i,0.0013634+7.6691e-05i,0.0029947-0.0023649i,0.0037387-0.0033973i,0.0039062-0.0032313i,0.0029791-0.0021212i,0.0010361-0.00083996i,0.00074313-0.00074003i,0.00087117-0.001772i,0.0013336-0.0030096i,0.0020423-0.0032513i,0.0011419-0.0014342i,0.00038582+0.0002543i,0.00046235+0.0003965i,7.7115e-05-0.00040897i,-0.00049295-0.00056313i,-0.0019524+0.00016018i,-0.0031197+0.00045124i,-0.0022338+0.00061118i,-0.00055877+0.0010546i,0.00078286+0.00069869i,0.00052978+0.00073304i,3.1645e-05+0.00077713i
0.0007335-0.00070702i,0.00041629+0.00021682i,-0.0016046+0.00021793i,-0.003207-4.5083e-06i,-0.0020742-0.00054984i,-0.00076175-0.00053585i,-0.00075635-0.0001779i,-0.0018729-0.00042551i,-0.0026604-0.0013896i,-0.0026086-0.0024205i,-0.0017983-0.0021978i,-0.00087461-0.00079553i,0.00013491+0.00029482i,0.00066442+0.00047278i,-0.00010777-2.2714e-05i,-0.001036-0.00043808i,-0.0011007+0.0002577i,-0.0010289+0.0016278i,-0.00022852+0.0016535i,0.00041129+0.00015109i,0.00016762-0.00077628i,0.00060217-0.00021219i,0.00097527+0.00068393i
0.00071807+0.00085656i,0.00099391-0.00015161i,0.0016804-0.00050127i,0.0013514-0.0016447i,0.00086903-0.0031179i,-0.00020055-0.0030613i,-0.00090878-0.0012281i,-0.0012689+0.00033971i,-0.0019731+0.00065394i,-0.0031017+6.3705e-06i,-0.0032632-7.412e-05i,-0.0016043+0.00027872i,0.00011805-0.00011439i,0.00016715-0.00045468i,0.00022955+0.00030159i,0.00039768+0.0010677i,0.00056172+0.0015084i,0.0012382+0.0018873i,0.00077432+0.0010436i,0.00016315-0.00012273i,0.00068613-0.00022119i,0.00038654+0.00046944i,-0.00035436+0.00021406i
-0.0010268-0.00081717i,-0.00082318-4.7504e-05i,-0.0016424+0.00046901i,-0.0017314+0.0011962i,-0.00077424+0.00094078i,0.00079636-0.00013188i,0.00096837-6.0423e-05i,0.00039924+0.00036869i,0.00072014+0.00056068i,-0.00037319+0.0024831i,-0.001406+0.0034445i,-0.00073191+0.0018253i,0.0001172-0.00033128i,0.00038583-0.0014299i,0.00018899-0.0020108i,0.001418-0.0015397i,0.0025033-0.00051219i,0.0014962+2.0825e-06i,1.8907e-05+0.00041612i,-0.00063105-0.0005853i,-0.00032274-0.0013352i,0.00043413+0.00027835i,0.00056185+0.00073325i
-0.00034118-0.00098566i,-0.00094052-0.0006247i,0.0010051-0.00079492i,0.001907-0.0010491i,0.002258-0.0015836i,0.0021252-0.0029315i,0.0011748-0.002999i,0.0010677-0.0016534i,0.0024109-0.00072392i,0.0035472+0.0011973i,0.0027206+0.0029717i,0.0016234+0.0023031i,0.00095249+0.00037641i,-1.6799e-05-0.00059882i,-3.1479e-05-0.0010622i,0.00038862-0.0014932i,7.9927e-05-0.0016624i,-4.1636e-05-0.0014183i,0.00014594-0.0006429i,-0.0001206+0.00015171i,-0.00029821+0.00043223i,-0.00027242+6.5023e-06i,-0.0011278-0.00018932i
-0.0012086-4.9582e-05i,-0.00017041+0.00023747i,-0.0012863+0.00086834i,-0.0014516+0.00074366i,0.00069294+0.00047561i,0.0024967-9.8869e-05i,0.00087283-0.0014516i,-0.00068169-0.0022917i,-0.00022145-0.0027803i,0.0012516-0.0032016i,0.0027418-0.002519i,0.002383-0.00071396i,0.00097922+0.00060544i,-0.00019844+0.00045362i,-0.0010126-0.00039691i,-0.0021248-0.0011088i,-0.0029286-0.0010548i,-0.0021518-0.00039618i,-0.000531+0.00041789i,0.00076467+0.001223i,0.0010761+0.0010051i,0.00063434+0.00033005i,0.00034959+0.00049357i
-0.0012022+0.0014099i,-0.00085213+0.0011151i,0.00028103+0.00068847i,0.002292-0.00092395i,0.0039436-0.0019658i,0.0036334-0.0021479i,0.0011592-0.0013351i,-0.0011305-0.00064814i,-0.0019717-0.0023598i,-0.0024251-0.0052818i,-0.0016489-0.0056112i,-0.00011452-0.003096i,0.00068044-0.00074727i,0.00052615+0.00034943i,-0.00030984+0.0008309i,-0.0011529+0.0016817i,-0.0021238+0.0024402i,-0.0022307+0.0021671i,-0.00072938+0.00091185i,0.00016403-0.00032226i,0.00029447-0.0012029i,0.00059831-0.0016119i,0.00034258-0.0012618i
0.000146-0.00077388i,-0.00066528-0.00050047i,-0.00093679-0.00090398i,-0.00055835-0.0017203i,8.7194e-05-0.0020695i,0.0011294-0.0021207i,0.0017036-0.0011018i,0.0014762+0.00088881i,0.00017513+0.0014373i,-0.0028331+0.00061887i,-0.0046031-0.00067614i,-0.0026969-0.0010452i,2.0668e-05-0.0005268i,0.0015589+2.9406e-06i,0.0016532+0.00063251i,0.0010142+0.00065638i,0.0013135+0.0012503i,0.0022834+0.0021527i,0.0018232+0.0012951i,0.00050757-0.00048864i,0.00012253-0.0011188i,0.00016986-0.00057403i,-0.00049758-0.00034334i
0.00032339+0.00074108i,0.00025804+0.0002648i,-0.00091711-0.00040998i,-0.0016979-0.00038677i,-0.0019245-0.00053206i,-0.0013018-0.0020484i,-0.00072924-0.0021242i,-0.00016619-0.00020977i,-0.00039744+0.0016025i,-0.001609+0.0027652i,-0.0014468+0.0036606i,-0.00032347+0.0033277i,-9.748e-06+0.0012494i,0.00027992-0.00016555i,0.0013249-0.00072622i,0.0014081-0.00075876i,0.0014695-0.00048517i,0.00072279-8.7065e-05i,-0.0010802-0.00016268i,-0.0011799-0.00033122i,-0.00085998-0.00030053i,-0.00087387-0.00016914i,-0.00056947+0.0004517i
-0.0018775-0.00052441i,-0.0019618-0.0013583i,-0.00080313-0.00064606i,0.00075386-0.00028472i,0.0021342-0.0010031i,0.001698-0.0024299i,0.00010475-0.0037508i,0.00044371-0.0036114i,0.0027636-0.002096i,0.004521+0.00027895i,0.0043717+0.0027762i,0.0023202+0.0026025i,0.00028384+0.00050217i,-0.00070456-0.0010536i,-0.00084359-0.0018138i,-0.0011179-0.0029563i,-0.00094212-0.0033037i,0.00061823-0.0020109i,0.001093-0.00014811i,0.0003671+0.0010904i,-0.00021402+0.00089456i,0.00014884+0.0004994i,0.00039146-2.3799e-05i
0.00051575+0.00027433i,0.00056048+0.000465i,0.00083831-0.0004971i,0.0018589-0.0017261i,0.0026631-0.0016846i,0.0029479+1.4531e-05i,0.0016066+0.0012501i,0.00018533-0.00061871i,0.0012334-0.0032856i,0.0032596-0.0031288i,0.0041289-0.0018805i,0.0022368-0.00089679i,0.00032145+0.00048479i,-0.00017575+0.00044022i,-0.00091747-0.00069718i,-0.0024953-0.00064768i,-0.0034728-9.1065e-06i,-0.0027051+0.00041624i,-0.0010603+0.00133i,0.0007811+0.0014751i,0.00099734+0.0012591i,0.00040557+0.00078378i,0.00078509+6.1728e-06i
-0.00033589+9.2903e-05i,-0.0010444+0.00077182i,-0.0019423+0.00076299i,-0.0014236-0.001165i,0.0014324-0.003007i,0.0033784-0.0023787i,0.0026721-0.0011636i,0.00070111-0.00076623i,-0.0012736-0.0022365i,-0.0021908-0.004668i,-0.0014703-0.0059784i,-0.00075087-0.0046178i,-0.00042093-0.0011137i,-0.00030659+0.00082643i,-0.0011639+0.0011666i,-0.0019606+0.001458i,-0.0015257+0.0016684i,-0.0010081+0.0011967i,-0.00027839+0.00051622i,0.00047533-0.00043966i,0.0008761-0.0008202i,0.00013032+9.3285e-05i,-3.9919e-05+3.7898e-05i
0.00067822-0.0013286i,0.00099691-0.0010021i,0.0013732-0.0010639i,0.0011762-0.0017104i,0.0013939-0.0024552i,0.0013127-0.0032749i,0.0008468-0.0032452i,-0.0012085-0.0016421i,-0.0035514+2.416e-05i,-0.0054619-0.00025355i,-0.0055912-0.00044725i,-0.0037646-0.00037625i,-0.0021067-0.00046201i,-0.00028406-0.00044476i,0.0010191-7.0833e-05i,0.001677+0.0010755i,0.0017611+0.0024752i,0.0012517+0.0027518i,0.0014844+0.0013254i,0.0016789-0.00048747i,0.0011331-0.00042988i,0.00063068+0.00017741i,0.00041195-0.00024414i
0.00019966-0.0010199i,0.00054111-0.00023583i,-0.0013201-0.00022575i,-0.0018572-0.0003448i,-0.0012974-0.0005406i,-0.0012452-0.0015823i,-0.00046719-0.0025169i,0.0005229-0.0015778i,0.00068869+0.0011221i,-0.0007977+0.0037898i,-0.0023187+0.0049211i,-0.0012398+0.0044217i,0.00043083+0.002262i,0.0010054+0.00049526i,0.0012049+8.5731e-06i,0.0012075-0.00068831i,0.00079168-0.00098807i,0.0003019-0.0011151i,1.7087e-05-0.0011867i,-0.0003176-0.0001122i,-0.00069197+0.000608i,-0.00089728+0.00091594i,-0.00077351+0.00071222i
0.0022293+0.0018215i,0.0017604+0.0014329i,0.0021972+0.0001102i,0.0027283-0.0010404i,0.0032316-0.00084777i,0.00047544-0.00054121i,-0.002743+4.3282e-05i,-0.0010486+0.0007052i,0.0024075+0.0011065i,0.0035324+0.0024549i,0.0030763+0.0033697i,0.0027702+0.0027914i,0.0016505+0.0017528i,0.00048731+0.00019675i,0.00027676-0.0011247i,0.0011472-0.0025908i,0.0012867-0.003192i,0.00015455-0.0027592i,-4.8625e-05-0.0014206i,0.00016499-0.00012923i,0.00021012-0.00022993i,0.00018621-0.00069341i,0.00043667-0.00049439i
-0.00037887-0.0011814i,-0.00050974-0.00011973i,-0.0020294+5.8236e-06i,-0.001609-0.00060515i,0.00094568-0.0010259i,0.0022108-0.0010698i,0.0014444-0.0010876i,0.00042304-0.0021023i,0.001245-0.0030134i,0.0032559-0.002408i,0.0045046-0.0014422i,0.0038987-0.0012993i,0.0020428-0.001392i,0.00084189-0.0011881i,0.00010198-0.0015422i,-0.0016534-0.00099212i,-0.0032484-5.8898e-06i,-0.0027861+0.00090828i,-0.0013815+0.0018319i,-8.139e-05+0.0013268i,0.00086062+0.00035875i,0.00071467+0.00014402i,0.00057143+0.0003175i
-0.0014151-0.00057147i,-0.00064573-0.00053413i,-0.00057673-9.3279e-06i,0.00074632+8.5522e-05i,0.0029388-0.0013421i,0.0055124-0.0021356i,0.0048909-0.0013185i,0.0018826-0.00083156i,0.00017765-0.0024946i,-0.0010879-0.003684i,-0.00099159-0.0035504i,-0.00074779-0.0034171i,-0.0005739-0.0020369i,-0.00080179-0.00056917i,-0.0019907-0.00038277i,-0.0032292-0.00013635i,-0.0029757+0.00079034i,-0.001716+0.0012039i,-0.00028221+0.00061059i,0.00088386+0.00092039i,0.00077353+0.0012904i,0.00027567+0.00069928i,0.00050407-1.8467e-05i
-0.00013674-0.00029876i,-8.169e-05+0.00018662i,-0.00055514+0.00071365i,-0.0017337+0.00065625i,-0.0013039-0.00084671i,2.3019e-05-0.0026935i,-0.00063059-0.0033193i,-0.0021134-0.0024744i,-0.0025328-0.00086775i,-0.0029815-0.00022845i,-0.003823-0.00021638i,-0.0041309+2.6712e-05i,-0.0030079+0.00027374i,-0.0013415+0.00048118i,-0.00043914+0.00015592i,0.0003483+0.00095773i,0.0014771+0.0026858i,0.0023389+0.0034056i,0.0021141+0.0025821i,0.00097686+0.0014346i,0.00016522+0.00066305i,0.00035248-0.000148i,-0.00012962-0.00049475i
0.00093647-0.0011117i,0.00096649-0.00056721i,-0.00018231-0.0013349i,-0.0011954-0.0022607i,-0.0012248-0.0021606i,-0.0016474-0.0023804i,-0.0016289-0.0029223i,-0.0012562-0.0019247i,-0.0014079+3.4356e-05i,-0.0017046+0.0018375i,-0.0024708+0.0028517i,-0.0025203+0.0033453i,-0.00089814+0.0024478i,0.00023931+0.0010068i,0.00066117+0.00060249i,0.0017165+0.00046879i,0.0028873+6.1761e-05i,0.0022795-0.00042332i,0.00055486-0.00034543i,0.00051713-5.4297e-05i,0.00047173-0.00014546i,0.00024545-0.00018736i,0.00032984+0.00049428i
