-0.0016426-0.00074604i,-0.0016167-0.0016925i,-0.0024275-0.00080325i,-0.0018942+0.00026613i,-0.0011548+0.00073877i,-0.00042815+0.00010073i,0.00031866-4.996e-05i,0.00078374+0.00089914i,0.00092128+0.0010945i,0.00039453+0.00050067i,5.8668e-05-6.5237e-05i,0.00035228+0.00039024i,0.00055785-4.1249e-05i,0.00014787-0.0012785i,-0.00063616-0.0012954i,-0.00050921-0.00091543i,-0.00016545-0.00017908i,9.5063e-05-0.00018983i,0.00017437-0.00095812i,0.0001653-0.00082544i,0.00022638-0.00013896i,-0.00012732+0.0001915i,0.00011514-7.5516e-05i
0.006445+0.012287i,0.042111+0.037487i,0.14543+0.053605i,0.29436+0.0047532i,0.3549-0.10351i,0.26499-0.17541i,0.16101-0.16576i,0.10531-0.10683i,0.067493-0.031428i,0.071773+0.0078622i,0.083944-0.0030666i,0.065513-0.01451i,0.044479-0.018618i,0.023415-0.030615i,-0.00030673-0.03828i,-0.013546-0.03672i,-0.012401-0.029945i,-0.00067792-0.018982i,0.0086516-0.0068276i,0.0093686+0.00072813i,0.0062267+0.00057766i,0.0053327+0.0011791i,0.009785+0.0057551i
-0.0072433-0.0050686i,-0.048749-0.019826i,-0.14145-0.02355i,-0.25632+0.0093212i,-0.29577+0.052531i,-0.2432+0.072197i,-0.19573+0.092242i,-0.14603+0.11856i,-0.063164+0.12802i,-0.016037+0.11668i,-0.012508+0.099526i,-0.0068982+0.080988i,0.0012138+0.059759i,0.0075064+0.04353i,0.018482+0.030825i,0.030734+0.022017i,0.036188+0.020794i,0.030387+0.01843i,0.015081+0.0086152i,-0.00097725-0.0015377i,-0.010324-0.0047867i,-0.015618-0.0042895i,-0.020337-0.0026788i
0.010457+0.0039981i,0.046548-0.0071526i,0.10325-0.072106i,0.12615-0.1792i,0.083137-0.19939i,0.048374-0.08733i,0.096-0.0059425i,0.13026-0.037772i,0.077801-0.081699i,0.014609-0.080337i,-0.01442-0.07442i,-0.02466-0.066023i,-0.026581-0.040231i,-0.025361-0.011398i,-0.022571+0.012216i,-0.02096+0.024102i,-0.025669+0.017733i,-0.030338+0.0057426i,-0.023182-0.00012933i,-0.008899-0.0020588i,0.0015333-0.0021889i,0.0072282-0.002949i,0.0095932-0.0056928i
-0.012952-0.00043438i,-0.046374+0.032319i,-0.092249+0.14588i,-0.099011+0.32198i,-0.037204+0.39061i,0.050617+0.24784i,0.067681+0.059286i,0.0065393-0.028653i,-0.049251-0.053279i,-0.040326-0.050097i,0.0062271-0.028127i,0.029599-0.014231i,0.028522-0.0068242i,0.027891-0.0076422i,0.022441-0.02348i,0.011047-0.041514i,0.0058586-0.050152i,0.0048973-0.045001i,-0.0002449-0.028291i,-0.003286-0.010582i,-4.438e-05-0.00066837i,0.0004841+0.0054164i,-0.0018334+0.0081574i
0.0091225-0.0035178i,0.025235-0.041012i,0.029337-0.13634i,0.0010078-0.25785i,-0.029665-0.29921i,-0.073661-0.24701i,-0.16311-0.18079i,-0.2087-0.077184i,-0.12576+0.03755i,-0.033377+0.061072i,-0.029785+0.043088i,-0.033339+0.044334i,-0.0096737+0.029261i,0.00071374+0.0068375i,0.0041227+0.0036318i,0.009481+0.013678i,0.015626+0.031065i,0.023038+0.038457i,0.025321+0.023621i,0.018687+0.0013105i,0.0081583-0.01108i,0.0023185-0.013807i,0.0029087-0.011757i
-0.0066498+0.0069631i,0.0050253+0.047457i,0.086907+0.13364i,0.23883+0.21247i,0.30094+0.21514i,0.20509+0.18545i,0.12751+0.21333i,0.15753+0.22429i,0.15815+0.15649i,0.0885+0.086165i,0.039808+0.033897i,0.018665-0.0061591i,0.0020198-0.019285i,-0.010452-0.017467i,-0.02608-0.0070234i,-0.03747+0.0075283i,-0.042097+0.012805i,-0.039429+0.010369i,-0.024812+0.010722i,-0.010404+0.01351i,-0.0023231+0.01448i,0.0035711+0.013476i,0.0057447+0.010653i
-0.0040004-0.010518i,-0.030853-0.049195i,-0.15016-0.11874i,-0.34655-0.18118i,-0.4248-0.17097i,-0.27088-0.067916i,-0.04465+0.0046945i,0.06463-0.048164i,0.035131-0.13108i,-0.02392-0.11361i,-0.019978-0.037241i,0.0023471-0.0090399i,-0.01218-0.0066231i,-0.01872+0.009206i,0.00095187+0.012746i,0.020304+0.00060703i,0.034542-0.012645i,0.033664-0.02229i,0.016486-0.017603i,0.0051747-0.0023275i,0.0020582+0.0078458i,-0.0017821+0.0091426i,-0.0055635+0.0072566i
-0.0054201+0.0087171i,0.033528+0.021071i,0.15089+0.018756i,0.30693-0.029795i,0.34447-0.087698i,0.23397-0.15042i,0.087002-0.24338i,-0.048455-0.28013i,-0.10405-0.19137i,-0.052542-0.091735i,-0.014335-0.055198i,-0.0174-0.02389i,-0.0044722+0.00070428i,0.00705+0.0016231i,0.0073622+0.0048825i,0.0074809+0.0113i,0.0048757+0.020239i,0.0077437+0.033615i,0.015595+0.034445i,0.019862+0.019923i,0.019216+0.0018908i,0.013724-0.011933i,0.0067105-0.015174i
-0.0057636-0.0073532i,-0.049075+0.0046479i,-0.1807+0.098875i,-0.34027+0.29359i,-0.36909+0.41778i,-0.25617+0.35745i,-0.16855+0.26237i,-0.13224+0.26352i,-0.0607+0.27312i,0.010543+0.19986i,0.029589+0.097755i,0.019424+0.042491i,0.017953+0.027299i,0.02404+0.0094643i,0.014954-0.012304i,-0.0086062-0.022513i,-0.03289-0.023805i,-0.043333-0.019957i,-0.035826-0.014705i,-0.024698-0.012205i,-0.017746-0.0069578i,-0.0097386+0.0035881i,-0.0010064+0.0086646i
0.0081502+0.0032652i,0.044409-0.024638i,0.13851-0.15155i,0.24618-0.3627i,0.26495-0.43789i,0.16287-0.25694i,0.07654-0.0075267i,0.08588+0.10319i,0.088558+0.066548i,0.025196+0.0021439i,-0.022387-0.0096044i,-0.010377-0.0091782i,0.0012499-0.022579i,-0.0057456-0.017211i,-0.0080738-0.0026082i,-0.0029342+0.0023993i,0.0055961-0.0012946i,0.010639-0.013928i,0.0039549-0.022676i,-0.0075729-0.019534i,-0.016341-0.012765i,-0.021488-0.0094294i,-0.020487-0.0091194i
-0.0025533-0.0023965i,-0.01336+0.040127i,-0.0047438+0.18716i,0.069002+0.3952i,0.16912+0.42797i,0.21788+0.19914i,0.2177-0.079928i,0.18448-0.25148i,0.10463-0.29292i,0.032916-0.21288i,0.017485-0.10425i,0.01656-0.04244i,0.0056744-0.014267i,-0.0042413+0.00030272i,-0.0063428+0.010197i,0.0012699+0.019328i,0.010358+0.028021i,0.013323+0.037028i,0.010026+0.037071i,0.0051627+0.028405i,0.0064208+0.022061i,0.014308+0.016756i,0.019077+0.011878i
0.0066299-0.0024624i,-0.0071925-0.050391i,-0.095683-0.2202i,-0.29228-0.45927i,-0.43425-0.52758i,-0.37279-0.33896i,-0.24196-0.11912i,-0.18205-0.0070772i,-0.13537+0.059331i,-0.061393+0.08746i,-0.020717+0.065127i,-0.023328+0.033276i,-0.026827+0.014092i,-0.018097+0.0038318i,-0.0084659-0.0029634i,-0.0070358-0.010319i,-0.011817-0.015665i,-0.013236-0.0135i,-0.0072641-0.0049591i,0.00040982+7.326e-05i,0.002685+0.00025078i,0.0016712+0.00059404i,-0.00019131+0.00046843i
-0.00308+0.0032937i,0.027107+0.038224i,0.15642+0.14263i,0.37268+0.27252i,0.44188+0.30717i,0.2344+0.23003i,-0.029732+0.18871i,-0.14737+0.22384i,-0.12944+0.23247i,-0.064465+0.16862i,-0.020007+0.072738i,-0.0046302+0.015526i,0.013469+0.0047178i,0.027662-0.0020241i,0.02201-0.014024i,0.0104-0.023631i,0.0048757-0.03252i,0.0022209-0.036498i,0.0028363-0.028263i,0.0086122-0.017735i,0.011722-0.015717i,0.0080499-0.012559i,0.0031135-0.0031829i
0.00053111-0.00035344i,-0.048632-0.0063654i,-0.22542+0.0015372i,-0.4982+0.077822i,-0.57189+0.18682i,-0.28768+0.19008i,0.063097+0.061967i,0.21433-0.067394i,0.18331-0.12501i,0.083671-0.11336i,0.02577-0.052063i,0.018044-0.0055712i,0.0010729+0.01153i,-0.016378+0.025214i,-0.0135+0.030661i,-0.0068891+0.030344i,-0.0061868+0.033767i,-0.0073152+0.030213i,-0.0099375+0.015204i,-0.014115+0.0045961i,-0.014392+0.0015838i,-0.010528-0.0053044i,-0.0083809-0.014039i
-0.00066134+0.0053939i,0.050019-0.012327i,0.23861-0.091456i,0.52924-0.26337i,0.64547-0.38486i,0.44088-0.30355i,0.17888-0.13506i,0.072992-0.055988i,0.064424-0.063442i,0.054846-0.079168i,0.020383-0.063349i,0.0010303-0.033486i,0.0046659-0.034322i,-0.0044773-0.047736i,-0.019907-0.033193i,-0.019931-0.0060139i,-0.010342+0.012027i,1.7488e-05+0.019109i,0.008656+0.013403i,0.010041-0.00030257i,0.0043393-0.0062977i,0.0033258+0.0029527i,0.0093643+0.011912i
0.004729-0.00092227i,-0.027064+0.035938i,-0.12816+0.17444i,-0.25446+0.4057i,-0.2789+0.4966i,-0.20426+0.31601i,-0.19502+0.092082i,-0.23536+0.020392i,-0.19358+0.054262i,-0.089658+0.086332i,-0.013725+0.062724i,0.0067792+0.023732i,0.016184+0.023726i,0.03961+0.028038i,0.04969+0.010126i,0.046163-0.0079965i,0.042163-0.021915i,0.034612-0.028985i,0.021755-0.018732i,0.012968-0.0023602i,0.0086015+0.0038791i,-0.0051239-0.0015813i,-0.018746-0.0079056i
-0.0010019-1.1447e-05i,0.00079462-0.054015i,-0.0047756-0.25878i,-0.066927-0.587i,-0.15809-0.71677i,-0.13785-0.45356i,0.030614-0.13331i,0.14012-0.0404i,0.072104-0.053539i,-0.031817-0.034488i,-0.058322+0.0032623i,-0.044655+0.015237i,-0.051765+0.0086701i,-0.06136+0.01684i,-0.037319+0.027599i,-0.0076909+0.02018i,0.0022234+0.0068334i,0.0055452-0.0026841i,0.005587-0.0097721i,-0.0022614-0.012719i,-0.0045431-0.0050459i,0.0087565+0.0059169i,0.023189+0.010714i
8.2281e-05-0.0051404i,0.022799+0.046507i,0.094996+0.24089i,0.23828+0.54074i,0.33344+0.65793i,0.25553+0.43392i,0.086328+0.15113i,-0.0039429+0.03455i,0.0071415-0.0080205i,0.029689-0.051052i,0.02077-0.0585i,0.012136-0.035765i,0.021851-0.033588i,0.022001-0.047564i,-0.00056111-0.04382i,-0.028037-0.022983i,-0.045801+0.0060819i,-0.047923+0.034118i,-0.030775+0.045211i,-0.0049928+0.036894i,0.0094391+0.019017i,0.0037172+0.0070303i,-0.011648+0.0059002i
-0.0097262+0.0050738i,-0.052096-0.023724i,-0.20525-0.11979i,-0.4466-0.2275i,-0.53867-0.20959i,-0.36058-0.097754i,-0.14939-0.053705i,-0.074192-0.033369i,-0.032341+0.039598i,0.021116+0.077118i,0.038625+0.050382i,0.029216+0.023557i,0.025484+0.026609i,0.032819+0.032188i,0.028448+0.016144i,0.009917+0.00051496i,0.00085249-0.0030551i,-0.0013428-0.0060688i,-0.0090678-0.004829i,-0.013501+0.0037737i,-0.0075624+0.0091168i,0.0026501+0.0025948i,0.0076422-0.010656i
0.00073262-0.0059503i,0.065177-0.0052584i,0.28734+0.0088384i,0.64022-0.01734i,0.79432-0.091084i,0.54399-0.087109i,0.22637+0.06129i,0.13106+0.16643i,0.10359+0.1243i,0.037421+0.063198i,-0.0022292+0.029931i,-0.015816+0.0015075i,-0.025505-0.0059173i,-0.028726+0.0048981i,-0.019833+0.021651i,0.0027671+0.031195i,0.02583+0.022661i,0.038708+0.0050724i,0.039021-0.014501i,0.024874-0.029281i,0.006211-0.030268i,-0.0046197-0.021807i,-0.0062648-0.0103i
-2.553e-05+0.013515i,-0.058656+0.0326i,-0.25461+0.085081i,-0.53611+0.18501i,-0.61621+0.24628i,-0.38949+0.15757i,-0.15485-0.039374i,-0.08628-0.17421i,-0.071622-0.18445i,-0.045888-0.14083i,-0.023008-0.086285i,-0.006532-0.041446i,-0.002529-0.025084i,-0.010928-0.021537i,-0.016851-0.012301i,-0.013792-0.0056926i,-0.016748-0.0034302i,-0.023632-0.0010777i,-0.015787+0.0020976i,-0.0040494+0.0057856i,-0.0020631+0.010157i,-0.0018068+0.016243i,0.00035107+0.016107i
-0.0023763-0.0099499i,0.035623-0.056994i,0.14926-0.20077i,0.25028-0.42219i,0.17669-0.50087i,0.021621-0.30975i,-0.0013582-0.062527i,0.027766+0.031348i,0.014303+0.03116i,0.021425+0.021538i,0.03403+0.016025i,0.030741+0.02277i,0.032721+0.015741i,0.029063-0.0034706i,0.019431-0.012911i,0.010751-0.014912i,0.0050447-0.0086768i,0.00077037+0.0033925i,-0.0068172+0.011461i,-0.012334+0.011268i,-0.017115+0.0026409i,-0.019611-0.0066336i,-0.012917-0.012735i
0.0064454+0.0090343i,-0.014918+0.074111i,-0.08701+0.27219i,-0.13834+0.56995i,-0.066492+0.69671i,0.036491+0.51183i,-0.01127+0.29413i,-0.097955+0.25719i,-0.074701+0.25541i,-0.02925+0.19128i,-0.015107+0.11416i,-0.018483+0.053402i,-0.032398+0.033214i,-0.029566+0.032025i,-0.01458+0.019057i,-0.005526+0.0077777i,0.00052819+0.0035612i,0.0093064+0.0074535i,0.018578+0.013624i,0.024896+0.011466i,0.033332+0.0043787i,0.03679-0.0011171i,0.027466+0.0046535i
-0.0086513-0.010933i,-0.0012245-0.073098i,0.026482-0.24903i,0.048534-0.45667i,0.042074-0.45686i,0.054734-0.27555i,0.11908-0.20397i,0.13103-0.24109i,0.055562-0.19912i,-0.0071489-0.10077i,-0.01773-0.045677i,-0.0077448-0.039825i,-0.004756-0.051639i,-0.0071928-0.048496i,-0.010707-0.026544i,-0.018145-0.0015861i,-0.025754+0.01781i,-0.031665+0.02236i,-0.033777+0.017548i,-0.026784+0.018316i,-0.014223+0.020891i,-0.0055598+0.019207i,-0.006451+0.012735i
0.0087163+0.0057605i,0.030138+0.060549i,0.085429+0.20889i,0.1797+0.32831i,0.21825+0.19787i,0.13422-0.05443i,0.0068289-0.14564i,-0.047106-0.14602i,-0.058362-0.16768i,-0.067183-0.13917i,-0.042387-0.060218i,-0.0016837+0.0069083i,0.036917+0.043323i,0.058395+0.039379i,0.038216+0.0077251i,-0.0065344-0.019814i,-0.047625-0.031956i,-0.067127-0.035644i,-0.056563-0.035748i,-0.03313-0.031225i,-0.015853-0.025892i,-0.008473-0.020105i,-0.0051395-0.014862i
-0.013191-0.0012409i,-0.052956-0.061434i,-0.14803-0.24247i,-0.26757-0.44836i,-0.27978-0.41679i,-0.17741-0.13526i,-0.092752+0.092366i,-0.066112+0.1512i,-0.02416+0.12197i,0.017819+0.048251i,0.00011262-0.0040938i,-0.03622-0.017772i,-0.059687-0.021302i,-0.059941-0.010491i,-0.024753+0.0047335i,0.025385+0.0018121i,0.062968-0.014724i,0.070579-0.018803i,0.04719-0.0068083i,0.015712+0.0086497i,0.0024827+0.025028i,0.011193+0.025272i,0.017609+0.0064889i
0.018763+0.0017371i,0.067358+0.057367i,0.17057+0.23782i,0.24479+0.48531i,0.13978+0.57403i,-0.039065+0.44046i,-0.084467+0.26753i,-0.052115+0.16231i,-0.034773+0.13098i,-0.0068501+0.12865i,0.021854+0.081739i,0.031273+0.022461i,0.041378-0.0042655i,0.036746-0.014176i,0.011814-0.012342i,-0.0044957+0.0021907i,-0.005126+0.01695i,0.0057337+0.015472i,0.017608-0.0030339i,0.0099344-0.022981i,-0.01687-0.02451i,-0.035396-0.0020429i,-0.030475+0.022644i
-0.013656+0.0035752i,-0.083513-0.029039i,-0.26653-0.1495i,-0.45634-0.30129i,-0.37511-0.35084i,-0.074426-0.29645i,0.15318-0.27911i,0.22862-0.30308i,0.17076-0.28267i,0.043069-0.20518i,-0.028048-0.1017i,-0.034816-0.029158i,-0.045961+0.0054196i,-0.042229+0.027958i,-0.0102+0.02693i,0.0097147+0.0019634i,0.0063201-0.02187i,-0.000776-0.029067i,0.0072766-0.014868i,0.026627+0.0011101i,0.032886-0.0012328i,0.020543-0.010916i,0.0059216-0.016484i
0.021466-0.010729i,0.12397+0.011734i,0.41723+0.1062i,0.82074+0.24786i,0.94082+0.32939i,0.62336+0.30329i,0.23753+0.28106i,0.084766+0.29376i,0.10317+0.21672i,0.11944+0.061994i,0.082532-0.027422i,0.062193-0.03213i,0.068643-0.041671i,0.047086-0.055426i,0.013119-0.03267i,0.001425+0.0066228i,0.0038219+0.029584i,0.00079032+0.033596i,-0.013538+0.026594i,-0.024664+0.014235i,-0.026969-0.00026412i,-0.024095-0.0070767i,-0.010209-0.0063413i
-0.014621+0.012911i,-0.12755+0.01233i,-0.45182-0.032926i,-0.91137-0.10934i,-1.0881-0.15605i,-0.79732-0.16007i,-0.42091-0.14751i,-0.24855-0.11417i,-0.17297-0.030598i,-0.074728+0.04839i,-0.012455+0.043256i,-0.026306+0.014904i,-0.043743+0.02606i,-0.023893+0.035979i,-0.0021524+0.02904i,0.0060843+0.02444i,0.011997+0.026191i,0.012765+0.027205i,0.0016481+0.019252i,-0.00219+0.0078077i,0.016434-0.001701i,0.033058-0.010917i,0.027319-0.010697i
0.010587-0.010641i,0.11768-0.057041i,0.42404-0.18193i,0.80705-0.39951i,0.87392-0.52639i,0.54871-0.38159i,0.24972-0.085153i,0.16172+0.096758i,0.11293+0.10397i,0.047619+0.062718i,0.029508+0.038037i,0.047164+0.015514i,0.05588-0.0067776i,0.03589-0.018507i,-0.00080261-0.02618i,-0.037952-0.036389i,-0.067238-0.039207i,-0.069249-0.040201i,-0.041079-0.038598i,-0.016247-0.023661i,-0.014757-0.00099866i,-0.024529+0.01887i,-0.025612+0.029878i
-0.016081+0.024705i,-0.12212+0.1042i,-0.41546+0.351i,-0.76327+0.75423i,-0.7913+0.98299i,-0.46656+0.74963i,-0.2546+0.30772i,-0.27694+0.093349i,-0.25749+0.084571i,-0.15395+0.060717i,-0.081636+0.035314i,-0.053407+0.055502i,-0.036344+0.079314i,-0.016728+0.077702i,0.015509+0.051686i,0.049101+0.0043818i,0.063183-0.042808i,0.057576-0.054751i,0.044173-0.031242i,0.035387-0.0052837i,0.036662-0.0020808i,0.032891-0.020648i,0.011999-0.032579i
0.0061937-0.016589i,0.097801-0.1091i,0.34023-0.36759i,0.58871-0.74739i,0.52894-0.88876i,0.25735-0.58891i,0.16017-0.20575i,0.18404-0.089304i,0.12848-0.10229i,0.061476-0.054504i,0.056468-0.021263i,0.051941-0.060814i,0.022521-0.09553i,-0.0073213-0.089363i,-0.04133-0.049191i,-0.044657+0.024808i,0.0029459+0.081556i,0.042241+0.079053i,0.032123+0.033986i,-0.0067784-0.0051816i,-0.031018-0.0042363i,-0.018578+0.013894i,0.0043751+0.01416i
-0.0042773+0.019999i,-0.05664+0.13929i,-0.15694+0.45132i,-0.14159+0.82734i,0.085922+0.81476i,0.21015+0.32603i,-0.017215-0.088258i,-0.24125-0.12364i,-0.20389-0.025702i,-0.091927+0.024646i,-0.04262+0.047606i,-0.031883+0.069295i,-0.014951+0.091078i,0.019464+0.08045i,0.047553+0.034729i,0.048888-0.0095521i,0.031178-0.022602i,0.028946-0.0091772i,0.04927-0.0022779i,0.0586-0.01399i,0.039209-0.025459i,0.008976-0.020308i,-0.012116-0.0082276i
0.0051334-0.027709i,0.041427-0.15742i,0.083144-0.49841i,0.018487-0.88324i,-0.15312-0.86277i,-0.22192-0.41253i,-0.087494-0.12243i,-0.022173-0.18454i,-0.10766-0.21841i,-0.13356-0.12962i,-0.091501-0.065338i,-0.064829-0.053231i,-0.077592-0.061806i,-0.10176-0.046068i,-0.089486-0.00079651i,-0.050808+0.032584i,-0.027854+0.035791i,-0.028059+0.031698i,-0.02571+0.043898i,-0.010231+0.056473i,0.0062247+0.050292i,0.018362+0.027815i,0.028501-0.0016647i
-0.0067999+0.025887i,-0.034742+0.15295i,-0.07903+0.48639i,-0.082659+0.84851i,-0.048382+0.82003i,-0.0097196+0.45416i,0.035118+0.2326i,0.12995+0.19333i,0.18826+0.072183i,0.10966-0.062477i,0.022383-0.060941i,0.027019-0.014254i,0.063011-0.01519i,0.074404-0.03558i,0.055654-0.049225i,0.01584-0.039525i,-0.0085646+0.0028797i,-0.0059343+0.038927i,-0.0089682+0.033829i,-0.019735+0.0087926i,-0.019245-0.0020555i,-0.012341+0.0094013i,-0.00021112+0.031497i
-0.0075122-0.022859i,-0.016636-0.14552i,-0.088045-0.44635i,-0.22265-0.71347i,-0.222-0.56558i,0.020365-0.17669i,0.26952-0.031337i,0.31435-0.07961i,0.2471-0.053619i,0.19316+0.020818i,0.1387+0.041274i,0.072479+0.019744i,0.0233+0.0084454i,0.010345+0.013003i,0.0081784+0.0076991i,-0.0060446+0.0053605i,-0.01886+0.015963i,-0.02283+0.023151i,-0.010415+0.015543i,0.0079597-0.0073589i,0.0072575-0.027885i,-0.0090154-0.035395i,-0.031384-0.026648i
0.0036256+0.020839i,0.032104+0.14955i,0.14172+0.45307i,0.34225+0.74945i,0.44372+0.66806i,0.29391+0.28708i,0.077999+0.063616i,0.030565+0.066824i,0.06506+0.080765i,0.017845+0.06028i,-0.049186+0.048705i,-0.035193+0.039763i,0.017358+0.010251i,0.040936-0.015987i,0.047639-0.02386i,0.052066-0.037747i,0.038846-0.063872i,0.01224-0.074328i,-0.0045788-0.043301i,-0.0018423+0.0048107i,0.0048154+0.024178i,-0.00044698+0.016231i,-0.012908+0.0048874i
0.0045025-0.021285i,-0.038241-0.1412i,-0.19103-0.47798i,-0.45978-0.88952i,-0.61473-0.98456i,-0.50353-0.66373i,-0.31527-0.30106i,-0.24682-0.11939i,-0.2349-0.040464i,-0.17041-0.034263i,-0.095941-0.060864i,-0.056215-0.037664i,-0.025304+0.020396i,-0.0058151+0.057037i,0.0066478+0.080533i,0.027712+0.097224i,0.042884+0.10224i,0.046539+0.093282i,0.033597+0.058919i,0.0074427+0.022984i,0.00028536+0.010938i,0.015472-0.0011976i,0.020216-0.023335i
0.01577+0.022868i,0.067645+0.11015i,0.29032+0.26946i,0.64483+0.3308i,0.80303+0.13444i,0.58023-0.085859i,0.2805-0.064812i,0.18324+0.027306i,0.16893+0.00064596i,0.10497-0.054573i,0.042082-0.044044i,0.019737-0.0083477i,0.01662+0.0010654i,-0.0058051-0.0038339i,-0.048175+0.0026463i,-0.087307+0.025383i,-0.11289+0.06684i,-0.11125+0.09865i,-0.076127+0.082739i,-0.035519+0.037111i,-0.016968+0.012116i,-0.0030584+0.019693i,0.022352+0.021157i
-0.004518-0.0094952i,-0.05951-0.079992i,-0.20879-0.18595i,-0.38059-0.13904i,-0.3213+0.16805i,-0.064585+0.43055i,0.043066+0.43503i,-0.028318+0.40597i,-0.010877+0.38013i,0.073079+0.23602i,0.063406+0.096065i,0.0046444+0.047461i,-0.028279+0.039832i,-0.030294+0.025395i,-0.024424-0.00036225i,-0.025619-0.024641i,-0.021735-0.058891i,-0.0090306-0.090986i,0.0069333-0.0893i,0.018986-0.067435i,0.018242-0.054176i,0.004508-0.047152i,-0.0087912-0.030698i
-0.0071218+0.0038992i,0.034625+0.047171i,0.19084+0.17004i,0.44511+0.27352i,0.59916+0.23916i,0.48699+0.092456i,0.15614-0.032499i,-0.14999-0.035406i,-0.22946+0.059354i,-0.12675+0.11495i,-0.029096+0.052549i,-0.0073912-0.038593i,-0.01193-0.077462i,-0.016711-0.071786i,-0.029826-0.032384i,-0.031811+0.015707i,-0.022467+0.035227i,-0.024839+0.035964i,-0.024801+0.044203i,-0.0061231+0.04958i,0.014283+0.033975i,0.014954+0.012817i,0.00036777+0.0032111i
0.0088768-0.0019799i,0.0060629-0.052327i,-0.036507-0.12995i,-0.024222-0.15867i,0.1602-0.078995i,0.36156-0.052532i,0.38865-0.23245i,0.24995-0.45812i,0.020309-0.45902i,-0.1258-0.24505i,-0.088215-0.054135i,-0.0053543+0.027882i,0.038064+0.084138i,0.090266+0.09639i,0.11052+0.023807i,0.067397-0.04443i,0.022467-0.050822i,0.0062461-0.033845i,0.0051955-0.034253i,0.0075266-0.042433i,0.0078953-0.031164i,0.007724-0.017388i,-0.0010202-0.01307i
0.0015939+0.0018354i,0.01315+0.043168i,0.053001+0.21282i,0.10975+0.49195i,0.13791+0.70441i,0.18642+0.69236i,0.22609+0.51254i,0.21142+0.38782i,0.22947+0.26659i,0.19258+0.032681i,0.035758-0.081519i,-0.048927-0.023847i,-0.05082+0.0046975i,-0.071395+0.013176i,-0.064925+0.040399i,-0.045945+0.054051i,-0.047258+0.075051i,-0.034964+0.089798i,-0.0051806+0.077314i,0.016798+0.060216i,0.023685+0.044917i,0.030758+0.022456i,0.039766-0.01324i
-0.017764+0.016265i,-0.036862+0.0072173i,-0.13212-0.082216i,-0.35736-0.15724i,-0.58625-0.014814i,-0.57944+0.25218i,-0.37817+0.32007i,-0.27944+0.19569i,-0.24393+0.1327i,-0.089501+0.10178i,0.010432+0.0056275i,-0.01858-0.040946i,-0.027513-0.032118i,-0.020341-0.05243i,-0.047366-0.074687i,-0.083519-0.083269i,-0.10249-0.085627i,-0.091109-0.071315i,-0.067077-0.041398i,-0.054898-0.0059265i,-0.045869+0.024683i,-0.025051+0.042852i,0.0065907+0.045554i
0.023717-0.039798i,0.064503-0.07393i,0.12549-0.043978i,0.20927+0.11063i,0.30232+0.30578i,0.34366+0.38284i,0.307+0.28024i,0.22658+0.15974i,0.15279+0.13021i,0.095862+0.13103i,0.067827+0.088092i,0.043791+0.0067898i,-0.0077445-0.031496i,-0.040486-0.0090791i,-0.014969+0.0095988i,0.025172+0.0010481i,0.020208-0.0036165i,-0.017293+0.017284i,-0.027939+0.036575i,-0.0054623+0.02133i,0.010469-0.0078824i,0.012506-0.018058i,0.011751-0.011388i
0.020194+0.048403i,0.038708+0.09417i,0.013553+0.05248i,-0.17752-0.10147i,-0.49592-0.15493i,-0.62688+0.012125i,-0.47494+0.17863i,-0.35481+0.17645i,-0.3383+0.16319i,-0.21581+0.15215i,-0.06992+0.067616i,-0.022254+0.019592i,0.013274+0.013078i,0.052036-0.012335i,0.067679-0.0326i,0.0576-0.061766i,0.01147-0.090911i,-0.029795-0.087382i,-0.021521-0.059818i,0.013384-0.022823i,0.032279+0.0097278i,0.023498+0.024447i,0.0028065+0.016742i
0.052939+0.024478i,0.1105-0.023946i,0.14362-0.19762i,0.13888-0.47206i,0.087956-0.63834i,-0.10634-0.53541i,-0.36412-0.3889i,-0.55357-0.44013i,-0.64779-0.47689i,-0.50606-0.29173i,-0.21281-0.099263i,-0.064573-0.027759i,-0.03677+0.028256i,-0.010723+0.053586i,-0.025532+0.050083i,-0.050858+0.07804i,-0.020695+0.088529i,0.044677+0.035428i,0.072399-0.025673i,0.0367-0.027407i,0.0033165+0.0063374i,0.0050675+0.0010856i,0.0010934-0.029306i
-0.092149+0.10395i,-0.10386+0.30287i,0.089649+0.62372i,0.55401+0.90445i,0.87306+0.87818i,0.73643+0.45494i,0.50292-0.052764i,0.49722-0.42446i,0.44967-0.63394i,0.21172-0.51625i,0.033069-0.23796i,-0.047169-0.10741i,-0.12315-0.046679i,-0.1149+0.031575i,-0.043616+0.0401i,-0.010088-0.0056737i,-0.0071973-0.01635i,0.0058551+0.034333i,0.032706+0.070244i,0.018378+0.033177i,-0.029298-0.0039319i,-0.031116-0.0014232i,-0.0030292-0.012633i
-0.13823+0.038223i,-0.25946+0.0039953i,-0.60592-0.02133i,-1.1679+0.3004i,-1.3378+1.0249i,-0.74058+1.4137i,-0.051109+1.0707i,0.18632+0.59489i,0.21563+0.36125i,0.19505+0.20164i,0.13119+0.065946i,0.11459-0.025708i,0.091026-0.089509i,0.01334-0.082148i,-0.039104-0.019759i,-0.036959+0.024743i,-0.041037+0.01904i,-0.076212+0.012121i,-0.073913+0.023545i,-0.02208+0.0096616i,0.019327-0.0012587i,0.052521+0.028338i,0.10953+0.056264i
