-0.0045251+0.001886i,-0.0033684+0.0025169i,-0.002802+0.0018699i,-0.0017672+0.0016724i,-0.0007156+0.002228i,-0.00010165+0.001477i,0.00012513-0.00016384i,0.00053128-0.000436i,0.00091118-0.00018429i,0.0014426-5.9731e-05i,0.0020935+0.00038411i,0.0011794+0.0004961i,-0.0001917-0.00012023i,-0.00026135-0.0005843i,4.6913e-05-0.00079882i,0.00041384-0.00031006i,0.00088933-0.00027113i,0.00065968-0.0011217i,0.00026282-0.00031463i,-0.00019672+0.00049831i,-0.00065947+6.7605e-05i,-5.8309e-05+0.0002704i,0.0011117+0.00059918i
0.18434-0.10976i,0.18795-0.14954i,0.1085-0.12626i,0.035179-0.073567i,-0.0038875-0.032424i,-0.023832-0.015478i,-0.026802-0.0028661i,-0.022605+0.007966i,-0.02125+0.0081083i,-0.023562-0.0012691i,-0.022916-0.0079982i,-0.015436-0.0038752i,-0.0071436+0.0091192i,0.0004769+0.025369i,0.0040304+0.033175i,-0.0034301+0.025328i,-0.015373+0.010527i,-0.020041+0.0039188i,-0.010614+0.0090738i,0.0052162+0.013773i,0.011633+0.010488i,0.010446+0.0062372i,0.011387+0.0036571i
-0.36117+0.16145i,-0.3058+0.22632i,-0.17495+0.18958i,-0.10579+0.11344i,-0.069099+0.064865i,-0.025591+0.042493i,-0.0028782+0.027621i,0.0023616+0.012645i,-0.0010361-0.0044103i,-0.010872-0.010099i,-0.015797-0.0024625i,-0.015162+0.0055679i,-0.011869+0.0012887i,-0.0086945-0.016249i,-0.0061202-0.027956i,0.0010129-0.020873i,0.009918-0.0076245i,0.01902-0.0073567i,0.026534-0.024379i,0.029369-0.041453i,0.028928-0.041958i,0.023231-0.028603i,0.012416-0.014669i
0.32948-0.22361i,0.25412-0.25336i,0.14241-0.18873i,0.11136-0.12321i,0.092264-0.095518i,0.041613-0.063912i,0.014761-0.034031i,0.012769-0.021366i,0.019153-0.0045481i,0.032815+0.011254i,0.037149+0.010457i,0.02883-0.0033429i,0.01355-0.011385i,-0.00082118-0.0033135i,-0.0030617+0.0053067i,0.0036373+0.0039333i,0.0090961+0.00028215i,0.0037977+0.0033991i,-0.016319+0.019118i,-0.038578+0.039739i,-0.045188+0.043667i,-0.038046+0.028783i,-0.02898+0.015989i
-0.1621+0.14824i,-0.11764+0.12414i,-0.074106+0.07292i,-0.083561+0.065979i,-0.078781+0.083578i,-0.036911+0.071199i,-0.011517+0.047551i,-0.0084875+0.036532i,-0.01631+0.017765i,-0.029853-0.0053249i,-0.032283-0.013781i,-0.018444-0.006054i,0.0034728+0.0049215i,0.019943+0.0084175i,0.017926+0.0074323i,-0.00092844+0.0046934i,-0.021695+0.001744i,-0.027128+0.0040334i,-0.0095588+0.008707i,0.016618+0.0073202i,0.030638+0.002802i,0.031384+0.00012927i,0.027832-0.0057366i
0.042469+0.086379i,0.042891+0.12525i,0.048218+0.11221i,0.062735+0.05481i,0.062033-0.003028i,0.039604-0.025023i,0.019928-0.020749i,0.012894-0.017737i,0.012091-0.0097144i,0.017017+0.0021467i,0.017907+0.0084502i,0.0066597+0.010207i,-0.010655+0.0088929i,-0.023812+0.0026902i,-0.02432-0.0036455i,-0.010112-0.0030933i,0.0072234-0.0013165i,0.016011-0.0092711i,0.014535-0.028049i,0.0064506-0.046217i,-6.8047e-05-0.047406i,-0.0043029-0.031084i,-0.0080063-0.012788i
-0.058882-0.31115i,-0.10177-0.31548i,-0.093993-0.22571i,-0.055851-0.14386i,-0.037379-0.082729i,-0.029479-0.034426i,-0.01874-0.019029i,-0.015887-0.016683i,-0.010522-0.0072274i,-0.0036185+0.0020145i,0.00041186+0.0040653i,0.0053479-0.0046086i,0.0061719-0.011192i,0.0067456-0.0045716i,0.012481+0.001196i,0.014765-0.0010891i,0.012472-0.0038679i,0.0086594+0.0021311i,-0.0028725+0.022222i,-0.019403+0.045714i,-0.025541+0.051217i,-0.019853+0.036716i,-0.012588+0.022921i
0.14249+0.36696i,0.186+0.32742i,0.12822+0.20682i,0.051617+0.15306i,0.031434+0.12035i,0.027937+0.065634i,0.020164+0.038773i,0.018477+0.028611i,0.0052523+0.006931i,-0.014061-0.012975i,-0.02135-0.020825i,-0.015318-0.014615i,0.00086167-0.0081515i,0.011114-0.013156i,0.0032136-0.012613i,-0.014176-0.00063738i,-0.026128+0.011608i,-0.023376+0.01538i,-0.0038115+0.0072735i,0.019011-0.0064836i,0.027614-0.01391i,0.022251-0.01434i,0.014132-0.01774i
-0.16007-0.25613i,-0.17316-0.19379i,-0.09314-0.098895i,-0.020963-0.096104i,-0.015487-0.11084i,-0.022443-0.070878i,-0.015967-0.033308i,-0.0075246-0.016724i,0.010584-0.00042011i,0.028413+0.013813i,0.029332+0.021145i,0.01721+0.021794i,0.001399+0.022911i,-0.01095+0.025581i,-0.011572+0.020263i,0.00010957+0.0069076i,0.010368-0.0062157i,0.01083-0.014084i,0.001781-0.02132i,-0.0095579-0.030015i,-0.01294-0.027983i,-0.0092702-0.013801i,-0.0061551+5.7421e-05i
0.05349+0.078738i,0.025092+0.033423i,-0.017235-0.0083474i,-0.031297+0.011444i,-0.011499+0.051286i,0.004572+0.045846i,-0.0019806+0.02268i,-0.013214+0.011678i,-0.022025+0.0053336i,-0.025464+0.0026323i,-0.017682-0.0014144i,-0.0066994-0.011646i,-0.0025127-0.018686i,-0.00024998-0.016802i,0.0038706-0.011726i,0.0062978-0.0076247i,0.0086028-0.0061844i,0.0074235-0.0044438i,-0.0019326+0.012325i,-0.012045+0.039331i,-0.015272+0.047464i,-0.011551+0.033294i,-0.0042481+0.017417i
0.15135+0.016607i,0.17634+0.0083022i,0.12929+0.01725i,0.077568+0.02473i,0.039613+0.0041666i,0.013318-0.0038321i,0.016119+0.0054132i,0.023438-0.0019828i,0.012546-0.01429i,-0.0023525-0.019731i,-0.013982-0.016482i,-0.015676-0.0043955i,-0.0063681-0.00093533i,-0.0021561-0.0066619i,-0.0051489-0.0049454i,-0.010011+0.005305i,-0.014294+0.015169i,-0.0098819+0.017797i,0.0059399+0.0050789i,0.023314-0.015894i,0.027441-0.025091i,0.017606-0.021625i,0.0049637-0.018705i
-0.34417+0.013061i,-0.32759+0.073019i,-0.19614+0.056765i,-0.10949-0.00325i,-0.070677-0.021655i,-0.033843-0.016488i,-0.018837-0.014769i,-0.0083608-0.0042096i,0.016311+0.0058679i,0.033733+0.013883i,0.038564+0.018857i,0.032145+0.01495i,0.019999+0.015432i,0.014605+0.021533i,0.011839+0.01695i,0.007494+0.0021523i,0.0027419-0.0068758i,-0.001797-0.0085168i,-0.0077871-0.010066i,-0.015706-0.013822i,-0.014337-0.014206i,-0.0052017-0.008726i,0.0012037+0.001043i
0.3765-0.12306i,0.3042-0.18218i,0.1514-0.13596i,0.090646-0.042294i,0.080356+0.0033472i,0.048271+0.012027i,0.019529+0.016655i,-0.0017839+0.015867i,-0.025188+0.012465i,-0.039193+0.004938i,-0.038379-0.0068835i,-0.030287-0.015062i,-0.023807-0.016043i,-0.018956-0.012932i,-0.010927-0.0083421i,-0.0013423-0.0052827i,0.0050516-0.0092399i,0.0027212-0.012123i,-0.0037952+0.0024442i,-0.0066667+0.02846i,-0.0084239+0.039244i,-0.0079531+0.029188i,-0.0038604+0.013375i
-0.20297+0.15323i,-0.13862+0.16163i,-0.053936+0.10745i,-0.043909+0.04443i,-0.056648+0.019753i,-0.036725+0.013054i,-0.0084379+0.0005687i,0.0069985-0.011232i,0.012759-0.016238i,0.013295-0.012828i,0.010587-0.00028346i,0.0090315+0.011234i,0.0075837+0.008064i,0.0016593-0.0032032i,-0.0051513-0.0061604i,-0.0085303+0.0016681i,-0.0081589+0.014388i,-0.00072229+0.019739i,0.012109+0.005065i,0.021427-0.018329i,0.022054-0.028555i,0.013572-0.024655i,0.00092076-0.017033i
-0.014516+0.0096497i,-0.01265+0.046576i,-0.0046424+0.041875i,0.013788+0.014313i,0.026647-0.017756i,0.013998-0.030739i,-0.005184-0.014906i,-0.0025579-0.00095119i,0.011137+0.0010171i,0.017945+0.0027112i,0.018217-0.00096334i,0.015531-0.0090735i,0.014812-0.0072184i,0.016264+0.0023451i,0.013386+0.006354i,0.005719+0.0036426i,0.001407+0.0013758i,-9.2611e-05+0.00016855i,-0.0072954-0.0011908i,-0.017652-0.0019527i,-0.020385-0.0012664i,-0.012631+0.001329i,-0.0011234+0.0057095i
0.079103-0.28716i,0.0084765-0.29971i,-0.028593-0.19502i,-0.012633-0.096817i,-0.0011717-0.033656i,0.0029792+0.0075612i,0.010732+0.015165i,0.0027068+0.01345i,-0.014583+0.017216i,-0.026316+0.01291i,-0.029657+0.0064749i,-0.025354+0.0071705i,-0.020671+0.0076713i,-0.015977+0.0054282i,-0.0071505+0.0022993i,0.0010266-0.0033074i,0.00089236-0.010766i,-0.0066225-0.012185i,-0.007672+0.0010668i,0.0016317+0.020598i,0.0083201+0.027574i,0.0075096+0.018705i,0.0031424+0.0067121i
0.029161+0.44554i,0.097879+0.39632i,0.086275+0.24114i,0.02454+0.14633i,-0.0053869+0.096011i,-0.0030913+0.042321i,-0.0032457+0.0079347i,-0.002405-0.0071649i,0.0063135-0.016089i,0.018036-0.014588i,0.024802-0.0070595i,0.021047-0.0017355i,0.011793-0.0014622i,0.0020503-0.0045583i,-0.0064419-0.0040867i,-0.0095242+0.0010553i,-0.0033751+0.0074618i,0.0071272+0.0087211i,0.012972-0.0022989i,0.011898-0.019068i,0.0063824-0.023152i,-0.0012516-0.013636i,-0.005141-0.0064033i
-0.14484-0.31776i,-0.14289-0.2561i,-0.076165-0.15299i,-0.0090021-0.11893i,0.0097645-0.10487i,-0.003115-0.062154i,-0.0059503-0.020222i,-0.00023524-0.0048616i,-0.0030566-0.0021265i,-0.010846+0.0041384i,-0.01473+0.0051886i,-0.012049-0.0019879i,-0.0043568-0.0069427i,0.004814-0.0046629i,0.0098417+0.0025781i,0.009007+0.0074277i,0.0063176+0.00492i,0.0016647-0.00028253i,-0.0077353-0.0022796i,-0.019151+5.4845e-05i,-0.018983+0.0018329i,-0.0065368+0.0012845i,0.0026293+0.0005304i
0.056309+0.044307i,-0.0023807+0.04252i,-0.037574+0.032074i,-0.042411+0.041205i,-0.020847+0.060124i,0.010462+0.049146i,0.016542+0.020126i,0.0043784+0.01254i,0.00070537+0.01583i,0.00079308+0.0076087i,0.001183+0.00076411i,0.0023553+0.0045711i,0.00089101+0.0086706i,-0.0014283+0.0058034i,-0.00039943-0.0017355i,-0.0014394-0.009377i,-0.0093323-0.010873i,-0.015719-0.0029214i,-0.0088753+0.0094584i,0.0070915+0.017878i,0.015152+0.016348i,0.010609+0.0080972i,0.0043804+0.0021343i
0.21582+0.11809i,0.23293+0.062751i,0.16244+0.041226i,0.10489+0.041555i,0.065838+0.0080121i,0.016909-0.019115i,-0.0066294-0.0097269i,0.00060078-0.0056979i,0.0078126-0.015007i,0.011728-0.014711i,0.011667-0.0076227i,0.0077516-0.0048018i,0.004114-0.0039304i,-0.0019883-4.7699e-05i,-0.0086594+0.0049165i,-0.0095895+0.0081322i,-0.0024342+0.0078134i,0.0071647+0.0021386i,0.010252-0.007477i,0.0069144-0.014141i,0.001698-0.0099652i,-0.0019312-0.0006359i,-0.0034074+0.0027557i
-0.4149-0.053753i,-0.35696-0.014093i,-0.20468-0.036724i,-0.1181-0.082731i,-0.087961-0.06957i,-0.047093-0.027509i,-0.016107-0.011904i,-0.01436-0.0065891i,-0.019468+0.0059625i,-0.018545+0.018237i,-0.012325+0.018506i,-0.0087637+0.0074581i,-0.0080699-0.0015293i,-0.0009797-0.0028378i,0.0097991-0.0014726i,0.016027+0.001471i,0.015674+0.0029115i,0.0084231+0.00085988i,-0.0040791+0.001515i,-0.014464+0.0036795i,-0.016919-0.00083783i,-0.01161-0.0072945i,-0.0054678-0.0075782i
0.33816-0.070751i,0.27276-0.041721i,0.13562+0.023544i,0.068233+0.0886i,0.069738+0.094715i,0.05527+0.05385i,0.023858+0.028734i,0.014902+0.022188i,0.016956+0.0092295i,0.012486-0.009598i,0.0066909-0.018622i,0.0058561-0.012673i,0.0066221-0.0049147i,0.0019608-0.0052388i,-0.0072673-0.0089677i,-0.015203-0.0094152i,-0.016893-0.0038074i,-0.011201+0.0036417i,0.0011382+0.0078475i,0.014465+0.0093014i,0.018658+0.0088026i,0.0147+0.0071869i,0.010555+0.003716i
-0.097738+0.043951i,-0.093296+0.004984i,-0.026568-0.014155i,0.016652-0.048902i,-0.010387-0.068628i,-0.032903-0.040156i,-0.013062-0.016899i,-0.0001129-0.020495i,-0.004352-0.020631i,-0.0035397-0.0058744i,0.00023061+0.0082253i,0.0013857+0.0082124i,0.0016925+0.0041509i,0.0026994+0.0076878i,0.0037266+0.014389i,0.0043136+0.014578i,0.003243+0.00573i,0.0015492-0.0043932i,-0.0017988-0.010974i,-0.0057082-0.013129i,-0.0054467-0.0079414i,-0.0037537-0.0010677i,-0.0040543+0.0024302i
-0.077832+0.14572i,-0.040013+0.11567i,-0.062519+0.025545i,-0.096369-0.0050403i,-0.06719+0.016938i,-0.018015+0.015728i,-0.011031+0.0054947i,-0.016937+0.016466i,-0.0099816+0.027418i,-0.0033384+0.02251i,-0.0020062+0.0096545i,-0.0038376+0.0011358i,-0.0070938-0.00026575i,-0.0068407-0.0021062i,-0.0018854-0.0068419i,0.0061681-0.010016i,0.010068-0.010004i,0.0055737-0.0059476i,-0.003727+0.0025603i,-0.011998+0.0086763i,-0.016418+0.0062642i,-0.015292+0.00097326i,-0.0097716-0.00032339i
0.091544-0.30315i,0.07336-0.22543i,0.085274-0.063364i,0.12487+0.025958i,0.12304+0.019065i,0.074503+0.0049254i,0.045725+0.0078861i,0.041654-0.00054473i,0.031748-0.019006i,0.013256-0.027948i,-0.00046902-0.021581i,-0.0010876-0.012303i,0.0021589-0.0095899i,-0.0019746-0.0068035i,-0.0095222-0.0017905i,-0.014411+0.0028981i,-0.012707+0.007919i,-0.004953+0.0095247i,0.005816+0.0051271i,0.016644-0.0012816i,0.021871-0.0044423i,0.020157-0.0048718i,0.013956-0.0060487i
-0.023194+0.2865i,-0.040671+0.246i,-0.031506+0.096303i,-0.060378-0.020981i,-0.088723-0.035963i,-0.068234-0.014543i,-0.045407-0.012686i,-0.043922-0.013769i,-0.040526-0.00024903i,-0.02125+0.015741i,0.00022673+0.019765i,0.0077372+0.012099i,0.006166+0.0063839i,0.0092058+0.00575i,0.013539+0.0045126i,0.010621+0.0024977i,0.0021379+0.0014209i,-0.004107+0.00096663i,-0.0063561+0.00027241i,-0.0090795+0.0014718i,-0.0099985+0.0049972i,-0.0081976+0.0070278i,-0.0049285+0.0074154i
0.030079-0.14884i,0.015055-0.17809i,-0.055801-0.091063i,-0.062919+0.016907i,-0.011837+0.044486i,0.0087469+0.020705i,0.0069079+0.017628i,0.017864+0.027504i,0.028055+0.019866i,0.018031+0.0029314i,0.00099493-0.0052484i,-0.0075655-0.0020622i,-0.0074568+0.0040666i,-0.0069583+0.0054487i,-0.0074737+0.001608i,-0.0042414-0.0026849i,0.00065361-0.0058174i,0.0012841-0.0045169i,-0.0012472+0.0007711i,-0.0039965+0.0059217i,-0.0053836+0.0077553i,-0.0024745+0.0062423i,-8.3483e-05+0.0032791i
-0.1285+0.0012352i,-0.065962+0.056636i,0.066858+0.040448i,0.13393-0.03001i,0.095338-0.065437i,0.050071-0.043797i,0.035832-0.032067i,0.019196-0.04246i,-0.0015824-0.04328i,-0.0094992-0.029543i,-0.0065742-0.012342i,-0.0025118-0.0055164i,-0.0016497-0.0089687i,-0.0032218-0.0088811i,-0.0043328-0.002702i,-0.0043977+0.0027274i,-0.0014116+0.0036306i,0.0031182-2.3784e-05i,0.0060889-0.0069044i,0.0077812-0.01356i,0.0059258-0.018791i,0.000478-0.021076i,-0.0032-0.017708i
0.21039+0.075687i,0.1644+0.051211i,0.019383+0.0051272i,-0.10079+0.016765i,-0.10752+0.052123i,-0.069315+0.048131i,-0.051584+0.038711i,-0.038941+0.048724i,-0.017949+0.055561i,0.0028595+0.046663i,0.012293+0.025347i,0.010519+0.0087911i,0.0076043+0.0043016i,0.0073424+0.0011786i,0.00847-0.003708i,0.0063528-0.0039562i,0.00015091+0.0023439i,-0.0035087+0.0078637i,-0.0028282+0.0089968i,0.00087491+0.011063i,0.0052102+0.014727i,0.0061666+0.015499i,0.0049433+0.011265i
-0.21112-0.11463i,-0.24137-0.1008i,-0.14044+0.0017526i,-0.00069886+0.05033i,0.058779+0.022893i,0.047583+0.0022625i,0.038577-0.0011491i,0.042331-0.015403i,0.0323-0.033658i,0.008671-0.035982i,-0.0064623-0.021109i,-0.0058776-0.0064206i,-0.0023616-8.7477e-05i,-0.00039379+0.0044442i,-0.00088714+0.0066839i,-0.0018164+0.0021255i,-6.4124e-05-0.0034041i,0.00050686-0.0036116i,-0.00041971-0.0011405i,-0.0029104+0.00051893i,-0.0035908+0.0013343i,0.00048391-0.00010742i,0.0030227-0.0014401i
0.15527+0.14507i,0.22814+0.10793i,0.18584-0.024291i,0.07558-0.11439i,-0.0023442-0.1015i,-0.012833-0.060183i,-0.01475-0.042238i,-0.033496-0.027428i,-0.040041-0.0072664i,-0.027289+0.0031548i,-0.010621+0.0043898i,-0.0031019+0.00074102i,-0.0045371-0.0033743i,-0.0074499-0.0043054i,-0.0078146-0.0015712i,-0.0062149+0.0012152i,-0.0047656+0.00033788i,-0.0051361-0.003085i,-0.006624-0.0066821i,-0.0085124-0.009123i,-0.012318-0.0093421i,-0.016386-0.0063702i,-0.014806-0.0020095i
-0.063314-0.16004i,-0.11709-0.1276i,-0.13765-0.0075747i,-0.090924+0.10411i,-0.02915+0.11956i,-0.0072414+0.084665i,0.0064485+0.065587i,0.030506+0.05366i,0.045018+0.037955i,0.041875+0.02423i,0.026174+0.010468i,0.010712+0.0025914i,0.0057082+0.001961i,0.0055665+6.7092e-05i,0.0045674-0.0032566i,0.0048916-0.0017412i,0.0070132+0.0044706i,0.0088097+0.009664i,0.0095748+0.0092729i,0.011328+0.0062547i,0.015333+0.0042788i,0.016986+0.0024677i,0.012671+0.00018415i
-0.075657+0.14004i,-0.05888+0.17226i,0.02839+0.10187i,0.075777-0.011445i,0.063619-0.061762i,0.039553-0.056109i,0.016748-0.050189i,-0.0063863-0.052055i,-0.027717-0.049475i,-0.036392-0.034728i,-0.026158-0.015256i,-0.010558-0.0046974i,-0.0027078-0.0027851i,-0.00059516-0.0014942i,0.0022476-0.0002362i,0.0026419-0.0023249i,-0.0013345-0.0057959i,-0.0035506-0.0072732i,-0.0048219-0.0048703i,-0.0058901+8.8336e-05i,-0.0052118+0.0022312i,-0.0037064-7.8873e-05i,-0.0013851-0.0030171i
0.20036-0.13233i,0.18443-0.20982i,0.050238-0.18417i,-0.069918-0.092563i,-0.098675-0.021204i,-0.071367+0.0015163i,-0.04563+0.012541i,-0.030173+0.032114i,-0.010143+0.042443i,0.0065089+0.03252i,0.0095525+0.016359i,0.0063292+0.0070195i,0.0031699+0.0042468i,-0.00016919+0.0050625i,-0.002607+0.0066539i,-0.0031978+0.0068508i,-0.003967+0.006454i,-0.005893+0.0058059i,-0.0070117+0.0039427i,-0.0076447+0.0022193i,-0.0099566+0.0037145i,-0.0097209+0.0076682i,-0.0060103+0.0085489i
-0.23998+0.12978i,-0.2291+0.1844i,-0.10484+0.19209i,0.040243+0.14513i,0.097123+0.080344i,0.077653+0.044694i,0.058291+0.021009i,0.051567-0.0081011i,0.040863-0.026285i,0.027889-0.023911i,0.014263-0.01266i,0.0057299-0.0041391i,0.0039077-0.0021431i,0.0031021-0.0033124i,0.00011222-0.0050598i,-0.00043963-0.0062353i,0.0040103-0.0059443i,0.0095548-0.0048978i,0.011878-0.0044869i,0.0114-0.006025i,0.01198-0.0086438i,0.010844-0.010251i,0.0053672-0.0083136i
0.16994-0.045534i,0.20403-0.048895i,0.14133-0.092308i,0.027628-0.11709i,-0.035672-0.098469i,-0.040695-0.067633i,-0.041056-0.035876i,-0.04688-0.0081981i,-0.049223+0.0083878i,-0.043212+0.013075i,-0.027875+0.0077777i,-0.01503-0.00015803i,-0.0095373-0.0037274i,-0.0056033-0.0048891i,-0.0026983-0.0049044i,-0.0030899-0.0028039i,-0.0064185-0.00077385i,-0.0099859+3.3606e-05i,-0.0084714+0.0020715i,-0.0035335+0.0048555i,-0.0012524+0.0035213i,-0.0021468-8.6013e-05i,-0.003011-0.0020223i
-0.080148-0.12049i,-0.15775-0.12889i,-0.15478-0.03691i,-0.092489+0.062667i,-0.036087+0.09625i,-0.0098207+0.075754i,0.0065794+0.047807i,0.026762+0.032036i,0.040887+0.018926i,0.039092+0.0074875i,0.026984+0.003005i,0.017002+0.00086815i,0.011657-0.00010536i,0.0081924+0.0030327i,0.0064178+0.0069728i,0.0051212+0.0084108i,0.0040869+0.0084311i,0.0041731+0.0083969i,0.0021487+0.0073292i,-0.0026404+0.005826i,-0.006356+0.0076838i,-0.0048296+0.010339i,0.0007908+0.0092975i
0.056166+0.25296i,0.10834+0.25249i,0.13091+0.13932i,0.12498-0.0031517i,0.093921-0.070616i,0.059936-0.061264i,0.030559-0.043765i,0.00076007-0.042299i,-0.019308-0.038229i,-0.021045-0.026361i,-0.013557-0.012925i,-0.007063-0.0031721i,-0.0044851+0.00068527i,-0.0049019+0.0012608i,-0.0073795+0.0015126i,-0.0083178+0.00075528i,-0.0057843-0.0021538i,-0.0021909-0.0069926i,-0.00094718-0.0098727i,-0.00017597-0.0084337i,0.0019189-0.0070432i,0.0020273-0.0068878i,-0.0011589-0.0055404i
-0.055396-0.23805i,-0.039766-0.26183i,-0.067436-0.1817i,-0.10472-0.052203i,-0.10193+0.018893i,-0.073319+0.02379i,-0.043099+0.024521i,-0.019175+0.034725i,-0.0062096+0.038095i,-0.0039999+0.031229i,-0.0058747+0.018324i,-0.0066765+0.007315i,-0.0059455+0.002526i,-0.0052714+0.00013008i,-0.0030626-0.0020705i,-0.00021743-0.0022402i,0.0005882+0.0010906i,-0.00019405+0.0058601i,-0.000942+0.0073065i,-0.00030224+0.0035668i,-0.0020765-0.0009634i,-0.0038264-0.00073384i,-0.0032509+0.0010571i
-0.031165+0.12076i,-0.072979+0.18865i,-0.027548+0.1671i,0.047448+0.095653i,0.076072+0.046933i,0.061442+0.025756i,0.041341+0.0046379i,0.030953-0.015182i,0.025877-0.025893i,0.021869-0.024562i,0.017218-0.016231i,0.012666-0.011255i,0.0098163-0.0088873i,0.010074-0.0051395i,0.010608-0.0021243i,0.008378-0.0019286i,0.0058139-0.0033603i,0.0045885-0.0040888i,0.0031972-0.0014689i,0.0017609+0.0057054i,0.0022375+0.011524i,0.0038716+0.010287i,0.0048365+0.0044889i
0.16224-0.027632i,0.17155-0.085412i,0.095448-0.10433i,-0.0028756-0.106i,-0.045285-0.094127i,-0.040428-0.063313i,-0.031903-0.028455i,-0.030908-0.0039808i,-0.032564+0.0075559i,-0.029976+0.0090083i,-0.020154+0.0087404i,-0.008871+0.0091856i,-0.0029568+0.008126i,-0.0027717+0.0068791i,-0.0038345+0.0060384i,-0.0032984+0.0049693i,-0.0039914+0.0030746i,-0.0058919+0.00041593i,-0.0049126-0.0014516i,-0.0012283-0.0040384i,0.00070096-0.0076819i,0.00017879-0.0077233i,-0.0018106-0.0037427i
-0.21128+0.0048889i,-0.21326-0.0089639i,-0.13444+0.024636i,-0.029798+0.083432i,0.017563+0.099633i,0.01683+0.073051i,0.015418+0.043716i,0.021917+0.024349i,0.026548+0.013246i,0.022226+0.0076641i,0.011871+0.003018i,0.0034712-0.00039605i,-0.00035429-0.0024333i,-0.0025749-0.0029902i,-0.0048093-0.0025313i,-0.0045583-0.0023887i,-0.0013676-0.00089873i,0.0022169+0.0015326i,0.0025658+0.00057364i,-0.0018082-0.0025665i,-0.0056068-0.0014615i,-0.0041866+0.0026322i,-0.00039769+0.0033358i
0.14884+0.032509i,0.18535+0.094767i,0.14362+0.057607i,0.072558-0.028508i,0.034319-0.065009i,0.020951-0.052052i,0.0059324-0.034952i,-0.0082334-0.028087i,-0.012445-0.024076i,-0.0067549-0.019039i,5.4405e-05-0.013849i,0.0013997-0.0096788i,0.00054421-0.0073894i,0.001417-0.0081926i,0.0020729-0.007138i,0.0010024-0.0030845i,-0.0010778+3.3864e-05i,-0.0018272+0.00019549i,-0.00019946+0.00057821i,0.0034563+0.0035941i,0.0068413+0.0040225i,0.0047986+0.0014193i,0.00063073-0.00087428i
-0.05606-0.10719i,-0.10958-0.1401i,-0.10525-0.092866i,-0.088053-0.018236i,-0.075647+0.017747i,-0.052242+0.020322i,-0.022547+0.019692i,-0.0038366+0.022521i,-0.00033095+0.023988i,-0.0050826+0.02203i,-0.0058331+0.016661i,-0.0013014+0.0096508i,0.0015303+0.0057545i,0.0013678+0.0061136i,0.0021022+0.0054024i,0.0026584+0.0018389i,0.0019102+0.00024267i,-0.00043294+0.0014373i,-0.002404+0.0026359i,-0.0023274+0.00099684i,-0.0022005-0.0022579i,-0.0023736-0.0030875i,-0.0012902-0.0012331i
0.0053453+0.14993i,0.012883+0.13972i,0.034784+0.085447i,0.077997+0.028858i,0.095746+0.0051955i,0.068264+4.9854e-05i,0.034444-0.0040768i,0.01993-0.0084132i,0.017398-0.013212i,0.015023-0.015064i,0.0077482-0.011721i,0.00077164-0.0074183i,-0.0021881-0.0047853i,-0.002934-0.0016655i,-0.0021286+0.0018735i,-0.00034303+0.0031724i,0.001508+0.00097724i,0.0019998-0.0024655i,-0.00037329-0.0032911i,-0.0039917-0.00062322i,-0.0035037+0.002731i,-0.00013925+0.0025397i,0.00058602-0.00051181i
0.039539-0.11348i,0.087328-0.11669i,0.046228-0.075075i,-0.034361-0.033645i,-0.067262-0.023211i,-0.052308-0.015754i,-0.03491-0.0040277i,-0.028681+0.0022151i,-0.024211+0.0042627i,-0.016461+0.0028782i,-0.0068778+0.00097269i,-0.00083489+0.0014036i,0.00079029+0.0027139i,-0.00046423+0.0014509i,-0.0027173-0.0014094i,-0.0034328-0.0015639i,-0.0027922+0.00051587i,-0.0012628+0.0015198i,0.0014236+0.0011792i,0.0041058+0.0011649i,0.0042041+0.0013446i,0.0012372+0.0018679i,0.00080477+0.0034604i
-0.097552+0.051044i,-0.14547+0.082495i,-0.097101+0.067313i,-0.016882+0.050451i,0.014923+0.044473i,0.014476+0.030973i,0.016672+0.013962i,0.020619+0.0034068i,0.017136+0.0029857i,0.0084298+0.0081846i,0.0024058+0.0077023i,-0.00016568+0.0015597i,0.00033386-0.0019317i,0.0029942-0.0023485i,0.0031563-0.002231i,0.00082894-0.0021345i,-0.0014783-0.0019693i,-0.0013805+0.00027255i,0.00010201+0.0015452i,0.00031963+3.8148e-05i,-0.00028012-0.00015508i,-0.00010354-0.00022177i,-8.9307e-05-0.0027059i
0.12237-0.028201i,0.12409-0.043817i,0.081691-0.048924i,0.036372-0.067476i,0.018574-0.069309i,0.012101-0.045178i,0.003948-0.020456i,-0.00036069-0.010477i,-0.00072952-0.01372i,-0.0014162-0.016044i,-0.0018825-0.010763i,-0.0019459-0.0042005i,-0.0023616-0.00081004i,-0.002278+0.00092177i,0.00014447+0.0020914i,0.0030895+0.0015151i,0.0029495+0.00045385i,-0.00021443-0.0011378i,-0.0037012-0.00058198i,-0.0054904+0.0017521i,-0.0045036+0.00064118i,-0.0033403-0.0017342i,-0.0035888-0.00091101i
