-0.0045251+0.001886i,-0.0033684+0.0025169i,-0.002802+0.0018699i,-0.0017672+0.0016724i,-0.0007156+0.002228i,-0.00010165+0.001477i,0.00012513-0.00016384i,0.00053128-0.000436i,0.00091118-0.00018429i,0.0014426-5.9731e-05i,0.0020935+0.00038411i,0.0011794+0.0004961i,-0.0001917-0.00012023i,-0.00026135-0.0005843i,4.6913e-05-0.00079882i,0.00041384-0.00031006i,0.00088933-0.00027113i,0.00065968-0.0011217i,0.00026282-0.00031463i,-0.00019672+0.00049831i,-0.00065947+6.7605e-05i,-5.8309e-05+0.0002704i,0.0011117+0.00059918i
0.016708+0.01958i,0.02549+0.011609i,0.020629+0.0043055i,0.010954+0.0020531i,0.0056398+0.0015919i,0.0021364+0.00041955i,-0.0008413+0.00018625i,-0.001531+0.001143i,-0.00074785+0.0010506i,-1.8097e-05+0.00016572i,3.5226e-05-7.3201e-05i,-0.00078632+0.00087442i,-0.00087291+0.0014524i,-0.00043251+0.00075237i,0.00027923+0.00023968i,0.0008434-0.0003737i,0.00082164-0.0011723i,0.00073733-0.0010854i,0.00021343-0.00081665i,0.00033425-0.00085737i,0.00022273-0.0008815i,-0.00026912-0.00095687i,0.00042709-0.00064111i
0.021051-0.0039788i,0.017522-0.015621i,0.0096082-0.014992i,0.0036615-0.0078134i,0.0010605-0.003578i,0.00011991-0.0016761i,-0.00071821-8.8618e-05i,-0.00089601+0.00086271i,-0.00023466+0.0012755i,0.00048298+0.0007859i,-6.6558e-05+0.00017665i,-0.00049687-0.00032275i,0.0009678-7.3791e-05i,0.0017212+0.00021252i,0.00090643-0.00011394i,-0.00036527-0.0004743i,-0.00043355-0.0013675i,-2.5373e-05-0.00092755i,-0.00033993-0.00046939i,-0.0002315-0.00069995i,0.00043878-0.00034079i,0.00066004+0.00021537i,0.00034947+5.0029e-05i
0.00025841-0.02425i,-0.012313-0.024179i,-0.015692-0.015779i,-0.010197-0.0079147i,-0.0041548-0.0027671i,-0.0012656+0.00024838i,0.00058889+0.00094817i,0.0013375+0.00049129i,0.00095846-0.00070102i,0.00073716-0.00058477i,0.00024837-3.6007e-05i,-0.00016282-0.00037145i,-2.8125e-05-0.00087199i,0.00031692-0.00082087i,-0.00015869-0.00098829i,-0.00090344-0.00076511i,-0.00075938-0.00027088i,-0.00039925-0.00025886i,0.00037282-0.00018265i,0.00066649+7.1374e-05i,-0.00028647+8.7027e-05i,-0.00068835-0.00052297i,-0.00096527-4.659e-05i
-0.019591-0.0088197i,-0.024543+0.0034188i,-0.01898+0.007839i,-0.011081+0.0057394i,-0.0061438+0.0034554i,-0.0021322+0.0018457i,0.00038476-0.00063303i,0.0011019-0.0026025i,0.0010098-0.0019111i,0.00083324-0.00030402i,0.00037938+0.00029403i,-0.00024344-4.8697e-05i,-0.00026217-0.00027415i,-0.00072953-0.00030433i,-0.0010004+7.2747e-05i,-0.00097709+0.00055773i,-0.0013049+0.00092363i,-0.0010691+0.0010664i,-0.00070686+0.00016517i,-0.0001694-0.00066251i,-0.00014296-0.00040692i,-0.0010146+7.1567e-05i,-0.0011315+0.00029407i
-0.013308+0.013261i,-0.003258+0.023129i,0.0030428+0.019619i,0.0018987+0.011132i,0.00058393+0.0063592i,0.0011188+0.0030544i,2.5196e-05-0.00039714i,-0.0011899-0.002561i,-0.00098887-0.0017745i,-0.0005951-0.00071232i,-0.00033846-0.00012789i,-0.00035277+0.0006489i,-0.00072132+0.00067934i,-0.001658+0.00012785i,-0.0016322+4.5203e-05i,-0.00038985+7.6753e-05i,0.00042603-0.00040133i,0.00046978-0.00083231i,-8.2023e-05-0.00097184i,-3.0037e-05-0.00090436i,0.00012036-0.000758i,3.0769e-05-0.00038757i,0.00026715-0.0003478i
0.0095019+0.016721i,0.021321+0.0086273i,0.020753+0.0013456i,0.011946-0.00023048i,0.0056489-0.00011755i,0.0017781-0.00084512i,-0.0014881-0.00067493i,-0.0031283+0.00049532i,-0.0023976+0.00061673i,-0.0014115+0.0004207i,-0.0010862+0.00068405i,-0.00072767+0.00083366i,-0.00031984+0.0012555i,-0.00015517+0.0013294i,-0.00016792+0.0003261i,0.00019445-0.00023112i,0.00022923-0.0003503i,0.00021149-0.0006326i,4.6428e-06-0.00065552i,-0.00070094-0.00035871i,-0.00035225+0.00064018i,-0.00030058+0.00045596i,-3.7768e-05-0.00023948i
0.016212-0.00041179i,0.01312-0.016473i,0.0061656-0.018213i,0.0036337-0.0089914i,0.0037858-0.003166i,0.0017753-0.0015235i,-0.00092422+0.00022172i,-0.0012119+0.0017094i,-0.00034735+0.0015634i,0.00019336+0.00044607i,0.00061309+2.6017e-05i,0.00083566+0.00090973i,0.00084134+0.00090977i,0.00074253+0.00039011i,0.00037172-3.5137e-05i,0.0006077-0.00036128i,0.00034923-0.00054053i,-0.00029107-0.00024229i,-0.0007688+4.2874e-05i,-0.00044832-0.00011018i,0.00014782-0.00043933i,8.9692e-05-0.00082847i,3.9147e-05-0.00074956i
0.0011728-0.013658i,-0.011578-0.015308i,-0.014369-0.0099495i,-0.0082295-0.004613i,-0.0036714-0.002311i,-0.0017753-0.00085681i,0.000246+0.00032228i,0.002152+0.00066157i,0.0025176+0.00021565i,0.0018882-0.0002774i,0.0015121-0.00043981i,0.00039783-0.0002784i,-0.00044319-0.00040714i,0.00029515-0.0010857i,0.00034894-0.0016707i,-0.00072689-0.0011006i,-0.0010882+0.00010555i,-0.001336+0.00029623i,-0.00072997-3.054e-05i,0.00015181-0.00013155i,0.00023428+8.8895e-07i,-0.00013427-0.00011044i,-0.00057918-0.00073601i
-0.0071727-0.0080252i,-0.014706+0.0048477i,-0.0098233+0.0097319i,-0.0047046+0.0051283i,-0.0034269+0.0010729i,-0.001498+0.00048764i,-0.0008343+1.2056e-06i,1.0757e-05-0.00094267i,0.0018671-0.0014056i,0.0022184-0.0019404i,0.00091583-0.001796i,-0.00066802-0.00095445i,-0.0011896-0.00083357i,-0.0010726-0.0014657i,-0.001421-0.0015191i,-0.0013484-0.0010622i,-0.00057625-0.0002364i,-0.00045662+0.00071615i,-0.00034629+0.00084641i,-0.00020418+0.00019909i,0.00019631+0.00014799i,3.7985e-05+0.00058241i,-0.00045588+0.00023052i
-0.0076855+0.0061762i,0.0013752+0.015342i,0.006197+0.013856i,0.0033677+0.0074889i,0.00032996+0.0041251i,0.00055783+0.0020187i,0.00013626-0.00052294i,-0.001096-0.0015416i,-0.0010948-0.0017692i,1.8865e-05-0.0014753i,8.8401e-05-0.00041699i,-0.00081233+0.00030345i,-0.0010327+0.00072786i,-0.00074683+0.00065153i,-0.00056401+0.00050189i,9.9115e-05+8.8282e-05i,0.00098608-0.00041074i,0.00095626-0.00025681i,0.00028947+0.00029124i,-9.723e-06-1.5498e-05i,0.00049677-0.00067196i,0.0010293-0.00038888i,0.00088302+0.0006515i
0.004143+0.010894i,0.017978+0.0033768i,0.019351-0.0041994i,0.011207-0.0041584i,0.0052413-0.0011555i,0.0017585-0.00083682i,-0.0010401-0.00052189i,-0.0015966+0.00092989i,-0.0013003+0.00083673i,-0.001255+2.0644e-05i,-0.00056805-0.00023973i,0.00024241+0.00013591i,0.00097052+0.00087285i,0.00052091+0.00097505i,-0.0010198+0.001317i,-0.0012138+0.00089052i,-0.000428-0.00061074i,0.00013322-0.0015413i,0.00052896-0.00050098i,0.00031962-0.00012064i,0.00018103-0.001055i,0.0001273-0.00060065i,0.00046712-0.00063415i
0.0062666+0.0011367i,0.0062826-0.014099i,0.0025782-0.018021i,0.001583-0.0098801i,0.0015209-0.0036203i,-0.00023352-0.0022494i,-0.00061807+9.586e-05i,0.00053473+0.0021161i,0.0005264+0.0023294i,-2.5411e-05+0.0014317i,-0.00012035+0.00041203i,-0.00018643+4.4805e-05i,5.2886e-05-5.3769e-05i,0.00048599-2.1762e-05i,0.0006262-9.3065e-05i,0.00028264+0.00012469i,0.00013453-2.6264e-05i,0.00025994-0.00026446i,0.00021537+0.0001914i,-9.1794e-05-3.7123e-05i,-0.0003945+1.9175e-06i,-0.00066707+0.00038252i,-0.0002567-0.00025802i
0.0029912-0.0058748i,-0.012104-0.0093328i,-0.016768-0.0062928i,-0.010834-0.0027633i,-0.0065596-0.0019062i,-0.0045663-0.00067599i,-0.0012071+0.00039943i,0.0015504-0.00036145i,0.0021531-0.00055727i,0.00167+7.7504e-06i,0.00053802-0.00012719i,-0.0003056-0.00069774i,-0.00072807-0.0010422i,-0.00039416-0.00072175i,0.00032437-0.0010354i,-0.00013199-0.0016693i,-0.0005028-0.00078007i,-0.00067736+6.1961e-05i,-0.00066103-0.00042312i,-0.00048741-0.00085067i,-0.00032786-0.00038929i,0.00059498+0.00023745i,0.00098019-0.00011148i
-0.0010774-0.0035283i,-0.0096038+0.0090625i,-0.0087948+0.016081i,-0.0048514+0.010347i,-0.0028498+0.0040916i,-0.0014201+0.0017557i,-0.00029594-0.00018519i,-0.00069353-0.0014363i,-0.00067254-0.0014663i,0.00049435-0.00077528i,0.00076075-7.1699e-05i,-0.00012042-7.0208e-05i,-0.00055947-0.00031601i,-0.00067076-0.0012953i,-0.000786-0.0015628i,-0.00068512-0.00048449i,-0.00080931-0.0003577i,-0.0011781-0.00094862i,-0.0011403-0.00075883i,-0.00067841-3.715e-05i,-0.00011525+0.00042489i,0.00011551+0.0011736i,-0.00046329+0.0010226i
0.00061466+0.00080983i,0.009663+0.01048i,0.015005+0.010599i,0.0095189+0.0060841i,0.0034239+0.0034472i,0.0018447+0.0013457i,0.00011861-0.00051009i,-0.0017457-0.00046112i,-0.0015141-0.00044196i,-0.00084003-0.00078875i,-0.0011739-0.00047894i,-0.00088308+0.00041027i,-0.00016731+0.00080409i,-0.00020593+0.00034374i,-9.6793e-05-0.00010391i,0.00010361-0.00045594i,-0.00011538-0.0008432i,-0.00014836-0.0013065i,5.5395e-05-0.0013069i,9.0897e-05-0.001359i,0.00047088-0.0014308i,0.00088181-0.00073981i,0.0011817-0.00028918i
-0.0029078-0.00034545i,0.011151-0.0069602i,0.014571-0.012219i,0.0080741-0.0081025i,0.0028695-0.0020773i,0.00089493-0.00098197i,-0.0007906-0.00022948i,-0.0016608+0.0011505i,-0.0014923+0.0009549i,-0.0013053+0.0004977i,-0.0012989+0.00064674i,-0.00066781+0.00050506i,0.0010544+0.0005819i,0.0017668+0.00088544i,0.00090171+0.0012699i,0.00020708+0.0011555i,-0.00012471+0.00032383i,0.00014675+5.979e-05i,0.00076611-0.00023778i,0.00072734-0.00099947i,0.00050239-0.001039i,0.00034622-0.00082769i,0.000264-0.00077778i
-0.0024566+0.00078823i,-0.0033163-0.012618i,-0.0062387-0.016955i,-0.0041819-0.0098217i,-0.00065175-0.0038109i,-0.00063094-0.0016603i,-0.0012921+0.0003525i,-0.000507+0.0011833i,0.000318+0.00093509i,0.0002732+0.00038032i,-0.00064262-0.00055637i,-0.00053694-0.00075758i,0.0004294-0.00069673i,0.00027294-0.0015425i,0.00018625-0.0013927i,0.0002149-0.00059197i,0.00069095-0.00023837i,0.0006942-0.00037755i,-7.3756e-05-0.0006874i,-0.00029649-0.00045045i,0.00020666-0.00040612i,0.00082268-0.0002533i,0.00063492-0.00032878i
0.0017485+0.0030354i,-0.012261-0.00017029i,-0.017433+0.0018062i,-0.010623+0.0019483i,-0.0053545-0.0007372i,-0.0029727-0.0012099i,-0.00080561-0.00092044i,0.0011269-0.00020905i,0.0022222-6.5984e-05i,0.0013445+0.00055649i,0.00013575+0.0010381i,-0.00058463+0.00050431i,-0.0010308-5.1476e-05i,-0.00067395-0.0007288i,-0.00015437-0.0013964i,-0.00067301-0.0015994i,-0.00079097-0.0010814i,-0.00086895-0.00023186i,-0.001125-4.219e-06i,-0.00090341+0.00034105i,-0.0011361+0.00090086i,-0.0011545+0.00049692i,-0.00063352+2.7197e-05i
0.0056624+0.004969i,-0.00052198+0.014683i,-0.00068305+0.019093i,0.00043651+0.012097i,-0.00080142+0.0042646i,-0.0004959+0.0011966i,0.00070566-0.00046986i,0.00032153-0.00068543i,-0.00044318-1.9818e-05i,-0.0002147-0.00011616i,0.00083105-4.5063e-05i,0.0010877+0.00015588i,0.00023426+0.00030098i,-0.00087175+0.00020691i,-0.001537+0.00029366i,-0.0010309-0.00075648i,-0.00032702-0.0016868i,-0.00011348-0.0016569i,0.00010541-0.00073079i,-9.3221e-05+0.00076844i,-0.00059528+0.00032322i,-0.00052176-0.00013219i,0.00010502+0.00049257i
0.0045783-0.0067952i,0.013428+0.0026535i,0.017415+0.0058207i,0.0095889+0.003829i,0.0016591+0.0023961i,0.00012859+0.0012034i,-0.00063532-0.0002382i,-0.0017571-0.00082115i,-0.0014755-0.00072009i,-0.00045285-0.000453i,0.00014161+0.00034221i,0.00069365+0.00059461i,0.0012337+0.00082439i,0.00060456+0.0011766i,3.9449e-05+0.00072237i,-0.00032789+0.00067549i,-0.00063869+0.00082542i,-0.00037151+0.00097206i,-0.00036454+0.001121i,-0.00055946+0.00044402i,-0.00017188+0.00024568i,0.00021538+0.00052513i,0.00041083+3.7445e-06i
-0.0066786-0.0096796i,0.0034626-0.012697i,0.0073309-0.014361i,0.002825-0.0074303i,-0.00033283+0.00047973i,-0.0008101+0.0014735i,-0.0018497+0.00056895i,-0.0019899+0.00033853i,-0.0012897-0.00027979i,-0.00055282-0.00094554i,-0.0012012-0.0013083i,-0.0012533-0.00066171i,-0.00016959+4.9888e-05i,0.0006913+0.00030878i,0.00056719+0.00062597i,0.00045581+0.00038713i,0.00084153+0.0010299i,0.0013352+0.0010533i,0.0017323-0.00025557i,0.001086-0.00095222i,0.0002476-0.0010965i,0.00031022-0.00044283i,0.00037664-0.00053354i
-0.012089+0.0027765i,-0.011178-0.0088015i,-0.0099212-0.012382i,-0.0045552-0.0064604i,0.0010711-0.0017986i,0.00061024-0.00076122i,-0.0011383+0.00039565i,-0.00028243+0.0012072i,0.0005451+0.0014794i,8.6944e-05+0.001347i,-0.00019341+0.00066212i,-0.00031938+0.00085286i,-0.00058606+0.00083397i,-0.00051082-6.4096e-05i,-2.6892e-05-0.00079302i,0.00099835-0.0018303i,0.0013019-0.001677i,0.00054051-0.00043871i,-0.00032471+3.3087e-05i,-0.0013047+0.00036508i,-0.0010897+0.00012256i,-0.00032881-5.1902e-05i,0.00026462+0.00010801i
0.0012794+0.015539i,-0.0062332+0.012397i,-0.01015+0.01015i,-0.0047029+0.0053331i,0.00056988-0.00035473i,0.00090109-0.00083327i,0.00021312+0.00048354i,0.00082915+0.0012809i,0.0013459+0.0020951i,0.00094156+0.0011635i,0.00047337+0.00011723i,4.7786e-05+9.9192e-05i,-0.00021135-0.00012952i,-0.00014934-0.00072487i,0.00035556-0.0010288i,0.00039968-0.0017287i,-0.00025889-0.0016772i,-0.00080092-0.0013812i,-0.00038772-0.0010498i,-0.00013012-8.4035e-05i,-0.00088993+0.00072618i,-0.00031014+0.00087456i,0.00088455+0.00023113i
0.010818+0.0048246i,0.0070749+0.011702i,0.0032821+0.015084i,0.0014594+0.0086917i,-6.0953e-06+0.0016873i,2.8444e-05-0.00013701i,0.0010258-0.0018478i,0.00034361-0.0027954i,-0.00040858-0.0016969i,-0.00034396-0.00039813i,0.00029935+0.0010203i,0.00052133+0.001362i,-0.00038664+0.0010677i,-0.00082399+0.00051601i,-0.00015229-0.00046032i,-0.00031629+0.00010499i,-0.00068886+0.00083283i,-0.00051654+0.00074868i,-0.0001222+0.00031823i,-0.0002129+9.6934e-05i,-0.00026903+0.00050303i,0.00012433+0.00025789i,0.00073941+2.0154e-05i
0.011438-0.0094235i,0.016326-0.0044153i,0.017077-0.0026746i,0.0079506-0.002959i,-0.0014499-0.00071578i,-0.0036507+0.00053944i,-0.0038315-0.00071326i,-0.0029318-0.0014272i,-0.00030566-0.0010375i,2.5588e-05-0.00076007i,-0.00048003-0.00049569i,0.00047905-0.00016662i,0.0013644-0.00012524i,0.00085961-0.00059406i,-0.00051255-0.00034858i,-0.00049841-6.4969e-05i,0.0009332-0.00085357i,0.0022341-0.0011451i,0.0025683-0.0009612i,0.001399-0.0013999i,0.0004489-0.0007989i,0.00071359+0.00036723i,0.00077063-0.00037983i
-0.0080635-0.016873i,-0.0023889-0.019169i,0.00076251-0.01907i,-0.00095558-0.011239i,-0.0018613-0.0019713i,-0.0025899+0.00027705i,-0.0040416+0.00018736i,-0.0032352+0.00078051i,-0.0019046+0.00090969i,-0.0011363+5.8672e-05i,-0.0004532-0.00071169i,-0.00030714-0.00053108i,0.00010669-0.00059416i,0.00012003-0.00094738i,-0.00030857-0.00060592i,2.4755e-05+0.00025475i,6.3311e-05+0.0011711i,-0.0010756+0.00080942i,-0.001174+0.00011097i,-7.8752e-05-0.00067773i,0.0001353-0.0017336i,-0.00068357-0.002011i,-0.00059505-0.00064171i
-0.016167+0.0032957i,-0.016994-0.0013595i,-0.014361-0.0034262i,-0.0065873-0.00052248i,0.0010043+0.0017111i,0.0026224+0.0024828i,0.001318+0.0037316i,0.00049349+0.004517i,-0.00048367+0.0035713i,-0.00065734+0.0016387i,-0.00062665+0.00061186i,-0.00073467-3.1696e-05i,-0.00040688-0.0011189i,0.00043435-0.0014726i,0.00094644-0.001027i,0.00084416-0.001182i,0.00056786-0.0015912i,0.00040409-0.0012992i,-9.9965e-05-0.00054422i,-0.00097355-0.00037065i,-0.0011161-0.00054136i,-0.00044153-5.1578e-05i,-2.6122e-05+0.00063774i
-0.00084356+0.013572i,-0.006126+0.014926i,-0.0085584+0.012881i,-0.0042952+0.0066515i,0.00057551+0.0013746i,0.0021861+0.00080408i,0.0030973+0.0016274i,0.0038155+0.0011567i,0.0032494+0.0011181i,0.001252+0.0010081i,-0.00037968+0.00074449i,-0.00092587+0.0013085i,-0.00077032+0.0011895i,-0.00053273-1.811e-05i,-0.0001694-0.0008848i,-8.0225e-05-0.0010545i,-0.00052688-0.00085195i,-0.00081216-0.00025572i,-0.0010445+0.00057473i,-0.00079257+0.0013216i,-0.00070495+0.0006692i,-0.00062308-0.00030714i,0.00061372-0.00013586i
0.012471+0.015216i,0.015699+0.017995i,0.015321+0.016104i,0.010404+0.0078755i,0.0043574+0.00037313i,0.0020083-0.0033789i,0.00099099-0.0049593i,-9.7974e-05-0.0034657i,4.271e-05-0.0011583i,0.00082726-0.0011717i,0.00094266-0.001107i,0.0012274-0.0002796i,0.0013657-0.00030043i,0.00062625-0.0004077i,0.00029817-0.00073253i,6.3256e-05-0.0010659i,7.8705e-05-0.0013064i,0.00044356-0.00099641i,0.00061323-0.00034501i,0.00065374-0.00029175i,0.00096446+3.3941e-05i,0.00092789+0.00048205i,-0.00025868+0.00067845i
0.016195-0.014272i,0.019391-0.016563i,0.017808-0.014734i,0.0087482-0.0093875i,-0.00038225-0.0037885i,-0.003209-0.0024209i,-0.0041506-0.0031552i,-0.0039395-0.0026705i,-0.001912-0.0018716i,-0.00082351-0.0015676i,-0.0008609-0.00055324i,-0.00023747+0.00044505i,0.00081859+0.00043045i,0.00084021+0.00054275i,-0.00067507+0.00086356i,-0.0011871+5.051e-05i,-0.00060343+2.5589e-05i,-5.2662e-06+0.00039495i,5.5187e-05+0.00015464i,0.00016095-0.00025384i,0.0011848-0.00066512i,0.0015062-0.0012351i,0.00072449-0.0015301i
-0.0094636-0.017481i,-0.010608-0.020063i,-0.0093049-0.01886i,-0.0075778-0.0094577i,-0.0046588-8.0923e-05i,-0.0030829+0.0021787i,-0.0035972+0.0020864i,-0.0033395+0.001893i,-0.0019872+0.0011216i,-0.0013872+0.00065111i,-0.00080106+0.00012529i,0.0005395+0.00028198i,0.00095524+0.00016413i,0.00049332-0.00064576i,-0.00021823+8.9264e-06i,-0.00091023+0.0010012i,-0.00075109+0.00045306i,-4.7692e-05-0.00043006i,0.00019566-0.0008646i,0.00070098-0.0008749i,0.00064455-0.0010476i,0.00011342-0.00091116i,-0.00035096-0.00033975i
-0.017148-0.0014589i,-0.022177+0.00089022i,-0.019764+0.0008079i,-0.010509+0.0015198i,-0.0028813+0.0027323i,-0.00040107+0.0032138i,0.00015109+0.0036645i,0.00078587+0.0030096i,0.0011513+0.0018748i,0.0012013+0.0007487i,0.0001204-0.00041552i,-0.0013739-0.00072481i,-0.001508-0.00070716i,-0.00077234-0.00087861i,-0.0004376-0.0005084i,-0.00018236-0.00042288i,6.0621e-06-0.00054828i,-0.00025317-0.00036925i,-0.00063067-0.00056391i,-0.0011534-9.0113e-05i,-0.0022102+0.00012955i,-0.0025014-0.00032398i,-0.0010912-0.00041244i
-0.0021328+0.019867i,-0.001323+0.023514i,-0.00081539+0.02021i,0.0010924+0.01095i,0.0026286+0.0029652i,0.0043832+0.00034844i,0.0046544+0.0001675i,0.0031158+0.00063734i,0.0027477-0.00012604i,0.0018431-0.0010025i,-0.00019169-0.00044126i,-0.00077662+0.00080365i,-0.0013069+0.0012795i,-0.00075053+0.00030527i,0.001032-0.00010079i,0.0010715+2.7573e-07i,0.00057069-0.00082228i,0.00022226-0.0013522i,-0.00014883-0.0008878i,-0.00040722+0.00020423i,-0.00040008+0.00014868i,-0.00061801-0.00036478i,-0.00095328+0.00019051i
0.015939+0.0062362i,0.022042+0.005317i,0.019223+0.0045422i,0.0097895+0.0014581i,0.0023921-0.0025094i,0.0013727-0.0041247i,0.0015219-0.0051961i,0.00056251-0.0048891i,0.00024854-0.0033038i,0.00015135-0.0014759i,-0.00018801+0.00046171i,-0.00058826+0.00083447i,-0.00069539+6.0691e-05i,-0.00036666+1.178e-05i,-0.0001764+0.00021533i,0.00055758-3.4926e-05i,0.00099852-6.3879e-05i,0.00050467+0.00038654i,8.8358e-05+0.0010045i,-0.00028243+0.001035i,-0.00059132+0.00047822i,-0.00013825-4.1442e-05i,0.00071849-0.00096354i
0.0085397-0.01217i,0.010987-0.018601i,0.011097-0.018453i,0.0045948-0.011319i,-0.0015451-0.0043314i,-0.0036067-0.0028798i,-0.0046273-0.0031128i,-0.0036401-0.0024459i,-0.0015616-0.001097i,-0.00037384+0.00067458i,0.00038475+0.00098885i,0.00083278+0.00015403i,0.0013411+2.4848e-05i,0.00084503-0.00011388i,-0.00045483-0.00048084i,-0.00059227+2.1633e-05i,0.00019367+0.00040713i,0.00037991+0.0007547i,0.0015198+0.00052952i,0.0023966-0.0004898i,0.0012031-0.0014318i,0.00027112-0.00064016i,0.0003718+0.00080399i
-0.0075411-0.017789i,-0.016299-0.019698i,-0.017414-0.017129i,-0.011265-0.0085812i,-0.0057837-0.0006135i,-0.004312+0.0019205i,-0.0037612+0.0013081i,-0.001854+0.00090757i,0.00011792+0.00093982i,0.0009848+0.00062496i,0.00055358+0.00022691i,-0.00058054-0.0001297i,-0.001519-0.00095422i,-0.0021099-0.0016125i,-0.0008506-0.00030259i,0.00032464+0.00037765i,0.00069541+0.00033865i,0.0011165+0.0013043i,0.00066988+0.00074489i,3.2983e-05-0.00011365i,-0.00040447+5.1714e-05i,-0.00020027-0.00021107i,0.00025306-0.0002576i
-0.015381+0.0073263i,-0.02051+0.01244i,-0.019013+0.01237i,-0.010223+0.0090036i,-0.001955+0.005643i,-0.00040535+0.0052842i,-0.00077714+0.0052932i,6.2255e-05+0.0040009i,0.00065162+0.0017928i,0.0010473-0.00038352i,0.00097949-0.0014105i,0.00086503-0.00084954i,0.00082637+0.00047269i,0.00065008+0.00060598i,0.0003179-0.00032134i,0.00020334-0.0010451i,0.00082947-0.0017304i,0.00097032-0.0025703i,0.00049967-0.0021963i,3.6012e-05-0.0013731i,0.00017681-0.0011046i,0.00027812-0.0003647i,0.00029335+0.00069155i
0.0021924+0.015076i,0.0081231+0.020186i,0.0095393+0.019038i,0.00725+0.0095396i,0.0054425+0.0017549i,0.005471+1.5756e-05i,0.0048983+0.00039929i,0.0023706+0.00046399i,4.7944e-05-0.00019766i,-0.0013837-0.00047799i,-0.0027348-0.00055377i,-0.0029121+0.00014697i,-0.0017597+0.00088186i,-0.0016357+0.00086464i,-0.0014342+0.00066467i,-0.00041395+4.5225e-05i,-0.00037719-0.00024421i,-0.00063184-0.00046719i,-0.0010339-0.00067644i,-0.0015789+8.1189e-05i,-0.0015167-0.00032005i,-0.00060047-0.00056603i,0.00031246-0.00037488i
0.010503+0.00070827i,0.019467-0.0040444i,0.019449-0.0060065i,0.009914-0.0046556i,0.0016292-0.0036499i,0.0012286-0.0047011i,0.0020377-0.0055456i,0.0012731-0.0036841i,0.0001484-0.00057013i,-0.00060606+0.00067004i,-0.00021264+0.0012542i,2.837e-05+0.0011139i,0.00070587+0.00080319i,0.001403+0.00016473i,0.00019341-0.00058993i,-0.00088604-0.0011037i,-0.00092713-0.00090317i,-0.00087572+0.00021763i,-0.00012807-0.00012809i,0.0011347-0.0013114i,0.0013023-0.00084372i,6.2676e-05+0.00034169i,-0.0013461+0.00010334i
0.0083745-0.014005i,0.0044101-0.024006i,0.0009349-0.023068i,-0.0010525-0.012481i,-0.0029326-0.0048342i,-0.0050166-0.0047319i,-0.0050433-0.0049856i,-0.0022485-0.0024285i,0.00091221-0.00044555i,0.0016573+0.0002758i,0.00094319-0.00027597i,0.00027849-0.00097576i,1.9503e-05-0.0010301i,0.00016026-0.00085504i,-0.00027835-0.00083307i,-0.00077873-0.0012126i,-9.2541e-05-0.00036782i,0.00044733+0.0017323i,7.4284e-06+0.0027372i,-0.0011913+0.0018984i,-0.0016229+0.0011496i,-0.00050928+0.00071995i,0.00082394+0.00077233i
-0.012598-0.0055631i,-0.022345-0.0044837i,-0.022672-0.0001984i,-0.012505+0.0049705i,-0.0039825+0.0066634i,-0.0028691+0.0054666i,-0.003775+0.0034162i,-0.0027487+0.00067007i,-0.00038748-0.0015242i,0.0010032-0.001354i,0.0010633-0.0013313i,0.0016063-0.0016125i,0.0019472-0.00060734i,0.0010497-0.00040263i,0.00032546-0.0012463i,0.00011666-0.0016548i,0.00023866-0.0010336i,0.00083111-0.00067756i,0.00098417-0.0018492i,0.00083311-0.0027389i,0.00069339-0.0012434i,0.0010344+0.0003675i,0.00093253+0.0014971i
-0.0056617+0.0099365i,-0.0071069+0.019103i,-0.0058265+0.019888i,-0.0011451+0.012319i,0.0026767+0.0064619i,0.0025188+0.0064786i,0.00092645+0.006687i,-0.00062223+0.004178i,-0.002149+0.0016834i,-0.0023106+0.00073981i,-0.0023824+0.00022972i,-0.0026716+1.6419e-05i,-0.0015138-6.6538e-05i,-0.00026982-0.00025402i,-0.00032522-0.00047809i,-0.00019328-0.00069587i,-0.00071333-0.00099734i,-0.00061541-0.0013165i,-7.9701e-05-0.00099611i,-0.00095153+0.00020927i,-0.0017932+0.00091552i,-0.00099083+0.00093346i,0.0010193-5.3919e-05i
0.008571+0.009336i,0.020011+0.013778i,0.021753+0.010405i,0.014813+0.00042316i,0.0073119-0.0044836i,0.004498-0.0033146i,0.0030863-0.0017926i,0.00071784-0.00047937i,-0.00044043+0.0018501i,-0.001745+0.0029584i,-0.001645+0.0023826i,-0.00029796+0.0020182i,2.1937e-05+0.0013672i,-8.4535e-05+0.00090875i,3.1016e-05+0.00062594i,-0.00032422-0.0004081i,-0.00089672-0.0013352i,-0.0010699-0.0016309i,-0.00068293-0.0019204i,0.00030356-0.0018422i,0.001155-0.0013408i,0.00061823-0.0019327i,-0.00085942-0.0028391i
