0.0013781-0.00099654i,0.0010647-0.0023011i,-5.2899e-05-0.0031196i,0.00023321-0.0016759i,0.00083001-0.0014459i,0.00023906-0.0010202i,-0.0010437+0.00053763i,-0.0010393+0.002585i,2.6116e-05+0.0033194i,0.0012293+0.001695i,0.0015697-0.00041915i,0.00097067-0.00081695i,0.00083694-0.00025232i,-2.5744e-05-0.00026815i,-0.00056253-0.0001426i,-0.0001848-6.4265e-05i,-0.0003844+0.00011954i,-0.00044049+0.00062248i,-0.0005422+0.00063483i,0.00011428-0.00022681i,0.00083742-0.00049263i,0.00065449-8.3162e-05i,-8.1074e-05+8.3229e-05i
0.0039426+0.0046996i,0.019716+0.0097532i,0.046728+0.020781i,0.044893+0.015951i,-0.032625-0.016234i,-0.12959-0.044209i,-0.1364-0.038301i,-0.063004-0.023584i,0.0034022-0.0052522i,0.031237+0.01361i,0.029644+0.0067117i,0.013149-0.010035i,0.0032263-0.012951i,0.00425-0.008762i,0.0093868-0.0066959i,0.018313-0.012296i,0.025022-0.019931i,0.02302-0.020161i,0.015003-0.012765i,0.0090485-0.0012759i,0.012289+0.0066935i,0.024471+0.006267i,0.034533+0.0027201i
-0.010714-0.0079441i,-0.022367-0.015543i,-0.035136-0.017949i,-0.0067609+0.030777i,0.088251+0.1614i,0.18305+0.29261i,0.18627+0.28798i,0.10512+0.17693i,0.02991+0.075858i,0.0027428+0.014049i,-0.003902-0.014455i,-0.0071291-0.016101i,-0.0066741-0.011513i,-0.0032821-0.0090805i,0.0028193-0.0061125i,0.0049639-0.0042863i,0.0010442-0.0025754i,-0.00043635+0.00022754i,0.0029689+0.0028553i,0.0079282+0.003753i,0.010718-0.0025826i,0.0073527-0.01619i,0.0024305-0.02644i
0.0045403+0.0025604i,0.0128+0.018859i,0.028361+0.042987i,0.040287+0.033011i,0.032133-0.05898i,0.013104-0.18303i,0.0022456-0.2043i,0.0065043-0.11695i,0.0091529-0.037319i,0.00015822-0.0024423i,-0.0023402+0.0097729i,0.0005236+0.0073775i,-0.00084146+0.0022365i,-0.0056447+0.00079163i,-0.012747+0.0045935i,-0.014147+0.016393i,-0.0075747+0.027412i,-0.0011309+0.025444i,0.0015426+0.013184i,-0.0020011-7.5862e-05i,-0.012628-0.0059032i,-0.024692-0.0044032i,-0.030955-0.0038687i
-0.0069522-0.0058579i,-0.011518-0.022215i,-0.030235-0.047586i,-0.083564-0.051942i,-0.18149-0.0027164i,-0.27296+0.062729i,-0.26475+0.077257i,-0.16373+0.040321i,-0.064221-0.0030161i,-0.0093608-0.021816i,0.0028475-0.020509i,-0.003209-0.011561i,-0.0039053-0.0050238i,-0.0032028-0.0026482i,-0.004306-0.0014717i,-0.0046298-0.0039925i,-0.0088132-0.008812i,-0.014584-0.0089312i,-0.017163-0.0055589i,-0.015948-0.0007748i,-0.010196+0.0090978i,-0.0051424+0.022483i,-0.0050413+0.030782i
0.0038599+0.0018626i,0.0013551+0.016056i,0.0064229+0.034682i,0.046855+0.035989i,0.14621+0.0089944i,0.24652-0.0067132i,0.24138+0.0069042i,0.14146+0.017195i,0.05021+0.016347i,0.0073678+0.0085092i,-0.0097875+0.00092142i,-0.014284+0.0020683i,-0.013282+0.0038339i,-0.012755-0.00033205i,-0.013257-0.0078629i,-0.017925-0.013653i,-0.020963-0.012276i,-0.015331-0.0062183i,-0.0064851-0.00038772i,-2.2247e-05-0.00019317i,0.0077706-0.0072518i,0.019647-0.011099i,0.02824-0.0064979i
0.0017361-0.004094i,0.0085453-0.023481i,0.020285-0.066065i,0.013975-0.13397i,-0.039633-0.2041i,-0.097823-0.22754i,-0.096692-0.18355i,-0.048268-0.10778i,-0.0032804-0.040596i,0.014266-0.0025799i,0.017131+0.006365i,0.015791+0.0033335i,0.010986+0.0022175i,0.0057545+0.0072905i,0.0043271+0.014081i,0.0079981+0.01825i,0.014546+0.015639i,0.018412+0.0058715i,0.015554-0.0040132i,0.005336-0.0047748i,-0.0066748-0.0029249i,-0.013306-0.012156i,-0.011392-0.025249i
-0.0021654+0.006231i,-0.012441+0.019594i,-0.029726+0.0515i,-0.040879+0.10971i,-0.041312+0.19454i,-0.05189+0.26153i,-0.054175+0.24409i,-0.031061+0.15183i,-0.014802+0.057931i,-0.013155+0.012028i,-0.006694+0.0032511i,0.0016904+0.0014903i,0.0035282-0.0037912i,0.0059272-0.0072671i,0.012439-0.0054509i,0.017047-0.0027452i,0.014725+0.0019106i,0.0076168+0.0078959i,0.0029212+0.010682i,0.0061348+0.012052i,0.0097572+0.013341i,0.00093651+0.014859i,-0.015105+0.013213i
0.005046-0.004043i,0.018711-0.012788i,0.050156-0.028635i,0.090635-0.053042i,0.12624-0.087448i,0.15642-0.11933i,0.15108-0.10865i,0.10053-0.049817i,0.049953-0.0019962i,0.020237+0.010046i,0.0043979+0.010895i,0.00094188+0.009375i,0.00026726+0.0054574i,-0.0034963+0.0013334i,-0.008104-0.0019482i,-0.012503-0.00033628i,-0.013481+0.0060734i,-0.0067141+0.012205i,0.0026436+0.0121i,0.0048676+0.0023323i,0.0023559-0.0062116i,0.0059129-0.00032466i,0.011872+0.012204i
-0.0062596-0.00060208i,-0.024619+0.0036187i,-0.068618+0.012268i,-0.12649+0.02117i,-0.17374+0.007915i,-0.20009-0.033133i,-0.17514-0.053133i,-0.097755-0.038468i,-0.029222-0.025957i,-0.00052835-0.023091i,0.0036602-0.021322i,0.0022825-0.018336i,0.004674-0.012224i,0.0075747-0.007875i,0.0066224-0.0049954i,0.0031613-0.0024272i,-0.00068224-0.0048199i,-0.0047603-0.0094215i,-0.0087228-0.0073846i,-0.011846+0.0027311i,-0.011438+0.010232i,-0.0038147+0.0047541i,0.0079039-0.0030924i
0.0032319-0.0016145i,0.019829-0.00044148i,0.05312+0.0034199i,0.086029+0.015568i,0.10078+0.056414i,0.11036+0.12305i,0.10236+0.13542i,0.053601+0.072905i,0.0039966+0.026577i,-0.0073456+0.016124i,-0.0044302+0.0021343i,-0.0083808-0.0075446i,-0.010269-0.0062279i,-0.007051-0.005666i,-0.0012769-0.0091848i,0.0037396-0.013237i,0.0052263-0.01194i,0.0039726-0.0057334i,0.0026649-0.00024589i,0.0076669+0.002225i,0.014217-9.0943e-05i,0.0091426-0.0065359i,-0.00032859-0.012481i
-0.0070094-0.0039841i,-0.020911-0.012132i,-0.046842-0.036471i,-0.058033-0.075965i,-0.03046-0.12389i,0.010832-0.15167i,0.028523-0.12921i,0.027792-0.074015i,0.027025-0.028833i,0.023046-0.0081687i,0.017496-0.00072196i,0.010692+0.001506i,0.0033089+0.0030915i,-0.0020262+0.0053808i,-0.0067967+0.0059074i,-0.009493+0.0048857i,-0.0058938+0.003198i,0.0021941-0.00047901i,0.006943-0.0079786i,0.0011384-0.017506i,-0.010727-0.021462i,-0.016597-0.015269i,-0.017439-0.007982i
0.0035463+0.0055299i,0.017856+0.016275i,0.045784+0.036859i,0.054615+0.045806i,-0.0068904+0.040636i,-0.10542+0.039985i,-0.13493+0.043738i,-0.080835+0.033615i,-0.030824+0.009341i,-0.01621-0.0022584i,-0.0099089+0.00031449i,-0.0058642+0.00046102i,-0.0067384-0.0040366i,-0.0092766-0.0028402i,-0.0086193+0.0052809i,-0.006779+0.011754i,-0.0085899+0.012468i,-0.010876+0.0081652i,-0.011336+0.0030361i,-0.012066+0.0054102i,-0.011712+0.014678i,-0.0070395+0.019378i,-0.0029725+0.018009i
-0.0020121-0.0013636i,-0.0088922-0.016751i,-0.01789-0.041532i,-0.0074871-0.046352i,0.047385-0.014056i,0.10468+0.018943i,0.097895+0.030801i,0.051919+0.043749i,0.027231+0.047197i,0.018828+0.028134i,0.0050131+0.012728i,-0.0020159+0.0093786i,-0.0021646+0.0061529i,-0.0025195+0.0018719i,-0.0016395-0.0019454i,-0.0010812-0.0041742i,-0.00051002-0.0027018i,0.0006767+0.0031023i,0.0030392+0.010048i,0.010469+0.010191i,0.01881+0.0045159i,0.021718+0.0010427i,0.021923+0.0012989i
0.0021077+0.0040793i,0.0044605+0.021309i,0.0079272+0.049753i,0.012403+0.057041i,0.01026+0.005204i,-0.00041959-0.072055i,-0.0073659-0.089648i,-0.001812-0.054209i,0.0059578-0.027867i,0.0066842-0.021279i,0.0050493-0.015776i,0.0058481-0.010007i,0.0086834-0.0090922i,0.0081618-0.010651i,0.0038341-0.010156i,-0.00090681-0.0058341i,-0.0019912-0.0026795i,0.0025969-0.0019266i,0.0052942-0.0026072i,9.8553e-05-0.0047452i,-0.0079918-0.0078331i,-0.010395-0.011389i,-0.0080244-0.014506i
-0.0023149-0.0055745i,-0.00060215-0.022716i,-0.0047255-0.051749i,-0.031117-0.061787i,-0.074953-0.0093267i,-0.088737+0.078613i,-0.054374+0.099047i,-0.026485+0.046748i,-0.02549+0.013238i,-0.018855+0.01188i,-0.0074706+0.0066773i,-0.0028063+0.0010157i,-0.0010894+0.0015992i,0.0012233+0.0033975i,0.0055139+0.0048088i,0.0096991+0.0074934i,0.0096491+0.011812i,0.0041644+0.01222i,-0.0032606+0.0082441i,-0.0065731+0.0090224i,-0.007204+0.013706i,-0.011289+0.01424i,-0.016931+0.010931i
-0.0025542+0.0017916i,-0.011926+0.015179i,-0.023068+0.038686i,-0.015458+0.054013i,0.026778+0.035449i,0.074989+0.00030225i,0.085988-0.012999i,0.068827-0.012016i,0.046815-0.01517i,0.02552-0.011622i,0.013596-0.0024801i,0.0074924+0.0018939i,0.004062+0.0046473i,0.0053444+0.0048497i,0.005109+0.00074475i,0.001453-0.0023367i,-0.00073941-0.0012391i,-0.0018927+0.002246i,-0.00063249+0.0025764i,0.004366-0.0027974i,0.0081827-0.0070278i,0.010282-0.0014371i,0.0099397+0.0074165i
0.0042048-0.0019871i,0.017907-0.014427i,0.045831-0.045611i,0.056219-0.10193i,0.0054375-0.15299i,-0.072019-0.1521i,-0.08889-0.10094i,-0.049214-0.053081i,-0.021755-0.03064i,-0.014762-0.015473i,-0.0090321-0.0089077i,-0.0078145-0.010663i,-0.011345-0.011211i,-0.014387-0.0081701i,-0.0138-0.0038941i,-0.011051-0.0020981i,-0.010159-0.0051705i,-0.0075449-0.0070395i,-0.0024885-0.0062629i,-0.0019669-0.0055426i,-0.0037125-0.0056699i,0.0005856-0.0088149i,0.0066781-0.011152i
-0.0069574+0.0027237i,-0.020848+0.0089253i,-0.050835+0.030351i,-0.065712+0.074748i,-0.029266+0.12417i,0.017832+0.12747i,0.017654+0.090031i,0.0015497+0.06521i,0.0071371+0.050322i,0.013682+0.027741i,0.0066132+0.010707i,-0.00041498+0.0042698i,-0.0042685+0.0015912i,-0.0049974+0.0017618i,-0.0026514+0.0015328i,0.001178-0.0029662i,0.0046309-0.0066426i,0.0064002-0.0057562i,0.0070706-0.0012162i,0.0090986+0.0053322i,0.008959+0.0079912i,0.00084633+0.0037242i,-0.0066493-0.0016282i
0.0058666-0.00048798i,0.022576-0.00056257i,0.065137+0.00048797i,0.11842-0.0121i,0.13892-0.047002i,0.11492-0.068715i,0.071609-0.05043i,0.034821-0.022002i,0.016516-0.0055877i,0.011935-0.0025356i,0.0087902-0.0048496i,0.0073713-0.0065033i,0.010782-0.0090099i,0.0118-0.010245i,0.0081148-0.0068861i,0.0052413-0.0015735i,0.0054666+0.0023038i,0.0054697+0.0034953i,0.0033904+0.00056487i,0.00046095-0.0048324i,-0.0017343-0.0048776i,-0.0027772+0.0021506i,-0.0037406+0.0058559i
-0.0051151-0.0025945i,-0.021782-0.0087477i,-0.069182-0.0241i,-0.14457-0.026978i,-0.19918+0.0062489i,-0.18736+0.045159i,-0.12562+0.048287i,-0.068708+0.032662i,-0.03458+0.025043i,-0.013706+0.017179i,-0.0069171+0.0080197i,-0.0070028+0.005576i,-0.0056513+0.0046598i,-0.0045269+0.0021052i,-0.0040644-0.00030031i,-0.0046455+0.00091385i,-0.0062982+0.0073169i,-0.0072084+0.010301i,-0.007822+0.0080938i,-0.0099826+0.0070735i,-0.0091979+0.0071368i,-0.0023917+0.0058656i,0.0034182+0.0047236i
0.0028972-0.00040985i,0.013273+0.011008i,0.041608+0.035586i,0.081851+0.058985i,0.10021+0.057851i,0.085245+0.044383i,0.060268+0.03566i,0.043175+0.021481i,0.028742+0.0031788i,0.014106-0.0027057i,0.0071338-0.00099242i,0.0051137+0.0021247i,0.0046149+0.0074687i,0.0037971+0.0091044i,-0.001394+0.0074536i,-0.0084276+0.005778i,-0.010889+0.0043619i,-0.0077764+0.0017673i,-0.0017199-0.0012289i,0.0037102-0.0033589i,0.0037075-0.0053423i,0.00017926-0.006766i,0.0009688-0.0061021i
-0.0025585-0.0062399i,-0.0076918-0.023732i,-0.01928-0.070661i,-0.032979-0.14479i,-0.038774-0.19982i,-0.03411-0.19153i,-0.018867-0.13167i,-0.0016152-0.0743i,0.0025008-0.044154i,-0.0016404-0.026551i,-0.0027922-0.016325i,-0.0040729-0.013475i,-0.0063069-0.013198i,-0.0056405-0.012318i,-0.0013957-0.0099463i,0.0018686-0.0076715i,0.00075207-0.0067695i,-0.0023345-0.0062255i,-0.0052734-0.0051186i,-0.0051493-0.0039763i,-0.0036414-0.0028002i,-0.0042421-0.00030249i,-0.0056842+0.0013114i
-0.00037788+0.0050065i,-0.00091922+0.020872i,-0.0012525+0.061738i,0.0069939+0.1197i,0.020846+0.14994i,0.027379+0.11985i,0.021644+0.066426i,0.018452+0.03296i,0.018364+0.013232i,0.0095513+0.0030921i,0.0018376+0.00378i,4.5627e-05+0.0043669i,-0.0048748+0.0024006i,-0.010358+0.0014116i,-0.010304-0.00033928i,-0.0053226-0.0018513i,0.0018975+5.1505e-05i,0.0078203+0.0051683i,0.0093501+0.0094593i,0.0080835+0.010636i,0.0081291+0.0082155i,0.0070823+0.0047543i,0.0024982+0.0042147i
-0.0028897-0.0026092i,0.0056611-0.016605i,0.028725-0.043788i,0.069171-0.074425i,0.10558-0.078908i,0.10307-0.043887i,0.07066-0.0093666i,0.038064-0.0011065i,0.017719+0.0020161i,0.010562+0.0036909i,0.008025+0.0008043i,0.0079717-0.0025744i,0.010526-0.0043117i,0.010987-0.00028129i,0.0098912+0.0073763i,0.0081253+0.012577i,0.0057882+0.013284i,0.0041297+0.0086468i,0.0023388+0.0012302i,6.3712e-05-0.0030056i,-0.0017806-0.0027995i,-0.0012542-0.0013235i,-3.3672e-05-0.0026705i
-0.0019607+0.0048098i,-0.014022+0.013493i,-0.05265+0.032594i,-0.11964+0.055249i,-0.17323+0.063053i,-0.16478+0.045364i,-0.11611+0.024131i,-0.074558+0.022955i,-0.041807+0.026299i,-0.018291+0.017087i,-0.01036+0.0059115i,-0.010548+0.0014749i,-0.0093061-0.0017598i,-0.0063304-0.006396i,-0.0027507-0.0089456i,-0.00054254-0.008588i,-0.0030511-0.0042607i,-0.0076833+0.0016613i,-0.0083618+0.004857i,-0.0063473+0.005514i,-0.004359+0.0055733i,-0.002045+0.0057168i,-0.00026732+0.0021141i
0.0019944-0.0026204i,0.014357-0.0069561i,0.045652-0.013703i,0.08188-0.020261i,0.077161-0.017805i,0.028223+0.00031127i,-0.0057281+0.017037i,-0.010918+0.016326i,-0.011775+0.011966i,-0.0053358+0.012407i,0.0041806+0.0063141i,0.0052664+0.0012763i,0.0030531+0.0057933i,0.00088849+0.0080997i,-0.0038398+0.005214i,-0.0090204+0.0013926i,-0.0078423-0.0023776i,-0.001486-0.0038892i,0.0050351-0.0033588i,0.0066803-0.0046338i,0.0049415-0.0058445i,0.0025049-0.0041852i,0.0013084-0.00070564i
-0.0031439+0.0014506i,-0.015965-0.00070862i,-0.04334-0.019353i,-0.07118-0.060042i,-0.063935-0.10294i,-0.023424-0.11514i,0.0032152-0.086982i,0.0086107-0.04849i,0.010664-0.027211i,0.010098-0.018543i,0.0059287-0.012067i,0.0022327-0.0085225i,0.0022116-0.0081251i,0.0059703-0.0081547i,0.010319-0.0068664i,0.011365-0.0049619i,0.009452-0.00379i,0.0063043-0.0048805i,0.0028501-0.0060772i,-0.00073237-0.005814i,-0.0039339-0.0044747i,-0.0048118-0.0014629i,-0.0042291+0.00081853i
0.0035015-0.001233i,0.014872+0.0046044i,0.041904+0.027233i,0.076279+0.060464i,0.087462+0.072784i,0.066075+0.055897i,0.044213+0.037894i,0.041131+0.025931i,0.036539+0.0078431i,0.017594-0.0019201i,0.0038561+0.0039412i,0.0013802+0.0071442i,-0.0016861+0.0035375i,-0.0063919-0.00085945i,-0.0090262-0.0045357i,-0.0081657-0.0043913i,-0.0047142+0.0018017i,-0.0018037+0.0090563i,-0.0003117+0.010386i,0.000877+0.0083011i,0.001725+0.0061521i,0.0020679+0.0035988i,0.0015651+0.0015461i
-0.0043436-0.00056689i,-0.009257-0.0091833i,-0.015285-0.030419i,-0.01034-0.049545i,0.018089-0.03413i,0.043625+0.0068405i,0.046074+0.026211i,0.039782+0.020752i,0.032795+0.015031i,0.02363+0.0067283i,0.011365-0.0014335i,0.0037949-0.0028082i,0.0041956-0.001286i,0.0037743+0.002191i,-0.00040517+0.0075813i,-0.0049212+0.011363i,-0.0070804+0.010885i,-0.0056601+0.0067938i,-0.0024049+0.0021221i,-0.00065929-0.00011665i,-0.00079239-0.00059636i,-0.00081192-0.0010116i,-0.0003261-0.0029509i
-0.00064223+0.0043572i,0.0018228+0.01266i,-0.0014302+0.038444i,-0.020391+0.068331i,-0.052306+0.069724i,-0.065781+0.041093i,-0.054349+0.018053i,-0.041183+0.013665i,-0.026474+0.011381i,-0.014057+0.0048974i,-0.0096464-0.00098609i,-0.0090653-0.0040134i,-0.0079771-0.0063337i,-0.0056794-0.0085378i,-0.0026392-0.0083616i,-0.00050704-0.0061934i,-0.0022598-0.0048223i,-0.0064126-0.0035279i,-0.0070473-0.00077563i,-0.0049122+0.0025583i,-0.0036198+0.0041161i,-0.0039445+0.0028502i,-0.0034266+0.0016564i
-0.002405-0.0027399i,-0.0011638-0.011294i,0.0033077-0.035169i,0.0074137-0.06705i,-0.0053708-0.077415i,-0.03239-0.054473i,-0.03903-0.025316i,-0.030109-0.01382i,-0.027088-0.0057933i,-0.016042+0.006392i,0.00080204+0.0061645i,0.006152-0.0015665i,0.0020043-0.0022722i,-0.0023286-0.00027574i,-0.0044436-0.00080242i,-0.0031407-0.0036365i,0.00064343-0.0045223i,0.0030813-0.002115i,0.0038232+0.00019755i,0.0042637+0.0010183i,0.0036512+0.001398i,0.0015217+0.0021293i,0.00028808+0.0028048i
0.0019488+0.00050443i,-0.0037776+0.0049533i,-0.016518+0.010689i,-0.032631+0.006668i,-0.031569-0.019537i,-0.010164-0.047241i,-0.0014651-0.050447i,-0.0052541-0.036901i,-0.0027686-0.024285i,-0.00037533-0.015733i,-0.0010684-0.0089505i,-0.00050139-0.004714i,0.0015879-0.0027246i,0.0043198-0.0015695i,0.0077612-0.00052664i,0.010103+0.0016474i,0.010091+0.0029307i,0.0077564+0.0021805i,0.0044043+0.00021328i,0.0010839-0.0014226i,-0.00023894-0.0024934i,0.00017881-0.0030369i,0.00047499-0.0018301i
0.0022697-0.0019236i,0.0080697-0.0052658i,0.028957-0.011694i,0.06233-0.018816i,0.080208-0.02271i,0.060536-0.017223i,0.031889+0.00029833i,0.021335+0.011991i,0.016767+0.0072305i,0.0072106+0.0019252i,0.00031751+0.0058317i,-0.00083044+0.0076839i,-0.00095681+0.0046039i,0.00055697+0.0019677i,0.0028649-0.00072902i,0.0029159-0.0009588i,0.00057634+0.0027158i,-0.0010373+0.0060848i,-0.00050184+0.0055243i,0.0004526+0.0032042i,0.0008587+0.0019198i,0.00121-2.5168e-05i,0.0006912-0.0013234i
0.00072127+0.0020081i,-0.0054088+0.0025811i,-0.019417+0.0053442i,-0.034009+0.014249i,-0.029897+0.034606i,-0.0077148+0.05101i,0.013025+0.043828i,0.023554+0.031003i,0.026063+0.02362i,0.022899+0.011197i,0.012016-0.0009995i,0.00015954-0.0035389i,-0.0032753-0.0004296i,-0.0019019+0.0023625i,-0.002683+0.0030738i,-0.0059418+0.0019005i,-0.0078664+0.00055838i,-0.00497-0.00029533i,-0.00070523-0.00054844i,0.0011541-0.0012398i,0.0015133-0.0016077i,0.0012749-0.00069346i,0.00072623-0.00033426i
0.0014999+0.0032666i,0.0088007+0.0025259i,0.022532+0.010511i,0.034946+0.026483i,0.026583+0.035937i,0.0036187+0.033621i,-0.0081458+0.029859i,-0.0062645+0.024014i,-0.00033675+0.014288i,0.0017135+0.0058772i,0.0005355-0.000484i,-0.0012724-0.0044285i,-0.001697-0.0048687i,-0.001662-0.0033316i,-0.0026665-0.0020419i,-0.0033022-0.0016275i,-0.0033935-0.001867i,-0.0034789-0.0026709i,-0.002838-0.0023781i,-0.002512-0.0014711i,-0.0023518-0.00062942i,-0.0023121+0.00044217i,-0.0023002+0.0017122i
0.0011126+0.00099029i,-0.0036819-0.0029818i,-0.016353-0.018301i,-0.03889-0.046345i,-0.060038-0.064328i,-0.06079-0.051488i,-0.036658-0.022547i,-0.010939-0.0041051i,-0.0039367+0.0026701i,-0.0012238+0.0060906i,0.005377+0.0026984i,0.0072297-0.0041631i,0.00353-0.0076606i,-0.0012661-0.0086104i,-0.0033609-0.0077889i,-0.0017077-0.0049209i,0.0011963-0.0011717i,0.0029054+0.00089119i,0.002251+0.0020247i,0.00034157+0.0033133i,-0.0015244+0.0038292i,-0.0019672+0.0030816i,6.6104e-05+0.0019082i
0.002732+0.00034936i,0.0048901+0.0022761i,0.011168+0.0095795i,0.020302+0.016745i,0.025323+0.0076734i,0.021258-0.013322i,0.0053764-0.024549i,-0.0045612-0.021908i,0.00010119-0.016253i,0.0010471-0.01225i,-0.0026178-0.0050879i,-0.00085967+0.00049873i,0.0013764-0.00032609i,5.5773e-05-0.0022267i,-0.0013684-0.0013209i,-0.0014934+0.0020305i,-0.0013845+0.0049102i,-0.0013049+0.0052733i,-0.00058358+0.0028302i,0.00016031+0.00088278i,0.0011306+0.00022444i,0.0017358-4.2771e-05i,0.00068765-0.0013661i
0.00017758-0.00022788i,-0.00015434-0.0063571i,0.0040192-0.024323i,0.018748-0.05212i,0.038507-0.069696i,0.039718-0.059364i,0.020099-0.032508i,0.0029191-0.013617i,-0.0038308-0.0065204i,-0.0053123-0.0025443i,-0.0051848+0.00089851i,-0.0029816+0.0018192i,-0.00041137+0.00011272i,0.0019475-0.00063152i,0.0038613+0.00021597i,0.0030907+0.0022122i,-8.1345e-05+0.0036089i,-0.0022785+0.0040007i,-0.0018564+0.0034293i,-0.0014885+0.0016478i,-0.0016305+0.00022668i,-0.0017404+0.00035645i,-0.0022658+0.00083749i
-3.3482e-06+0.0013011i,0.00064843+0.0049871i,-0.0031845+0.018773i,-0.013208+0.042316i,-0.021499+0.059986i,-0.015567+0.051844i,0.00023437+0.023843i,0.0089383+0.0056718i,0.0093704+0.0042397i,0.0085842+0.0028335i,0.0047834-0.0034138i,-0.0029134-0.005552i,-0.0066032-0.0015229i,-0.0051049+0.001512i,-0.0029199+3.5046e-05i,-0.0022211-0.0026001i,-0.0020766-0.0036777i,-0.00034122-0.0022851i,0.0020099+0.00025537i,0.0020119+0.0022375i,0.00057778+0.00306i,0.0001636+0.0029465i,0.0009737+0.0022202i
0.0014784-0.004676i,0.0025437-0.007432i,0.008923-0.013524i,0.020284-0.016114i,0.022934-0.0084504i,0.0097263+0.0087448i,-0.00070169+0.022339i,0.0010716+0.020367i,0.0043163+0.010417i,0.0035066+0.0045179i,0.0030868+0.00056504i,0.0014942-0.0031696i,-0.0014917-0.0026768i,-0.0015576+0.00057643i,-1.0979e-05+0.0030609i,-0.00015041+0.0036479i,-0.00071373+0.0032215i,-0.00048519+0.002463i,-3.1213e-05+0.00042172i,0.00061057-0.0011068i,0.0018267-0.0017349i,0.0015238-0.0023408i,-0.00084841-0.0027133i
0.00077523+0.0013916i,-0.0030562+0.0024209i,-0.016901+0.0014855i,-0.045896-0.0070326i,-0.073983-0.021871i,-0.069344-0.023659i,-0.035968-0.0029409i,-0.0076415+0.016592i,0.0027225+0.017974i,0.0049535+0.012215i,0.0066766+0.0061272i,0.0062282-0.00019976i,0.0029492-0.004422i,-8.9874e-06-0.0048404i,0.00013325-0.0036541i,0.00097089-0.0029204i,0.0015833-0.00037895i,0.0020601+0.0031487i,0.00077622+0.003218i,-0.00032644+0.0012633i,-0.0016463-0.00062056i,-0.0032641-0.00089261i,-0.0031833+3.4657e-05i
0.0021277-0.00087995i,0.0054863-0.0014631i,0.015665-0.0010864i,0.032925+0.00066534i,0.041915+0.0015284i,0.026563-0.0036218i,-0.00038039-0.0081665i,-0.010207-0.0053078i,-0.0024234-0.0021664i,0.0013166-0.0019924i,-0.0017362-0.00012099i,-0.00059007+0.0023415i,0.0019649+0.001536i,0.0011053-0.00029839i,-0.0027418-0.0013464i,-0.0063675-0.0010478i,-0.0062868-1.4878e-05i,-0.0036622-0.00078196i,-6.0776e-05-0.0021277i,0.0023171-0.00081376i,0.002021+0.0027374i,0.0018858+0.005077i,0.0018037+0.0029778i
0.00079771-0.0028901i,-0.0023709-0.0049864i,-0.0057562-0.015339i,-0.0038864-0.036506i,0.0093314-0.054408i,0.021224-0.048232i,0.017401-0.027445i,0.0071601-0.015536i,0.00049373-0.011221i,-0.0023424-0.0068899i,-0.0029369-0.0031045i,-0.0013163-0.00096082i,0.0010207-0.002008i,0.0025399-0.0039746i,0.0028217-0.0028882i,0.0012619-0.0010834i,-0.0014813-0.0003311i,-0.0028416+0.00035728i,-0.0027044+0.0015285i,-0.0023036+0.0011938i,-0.00071467-0.00031046i,0.0012886-0.00043701i,0.0019088+0.0011825i
0.0041931+0.00041146i,0.0062923+0.001077i,0.01065+0.0097131i,0.012377+0.030427i,0.0081881+0.048988i,0.0054874+0.042955i,0.013968+0.017352i,0.021011-0.00056276i,0.016397-0.0036989i,0.0089048-0.0039024i,0.0028844-0.0050669i,-0.0036402-0.0045272i,-0.0067312-0.0025922i,-0.0050745-0.0018228i,-0.0029544-0.002813i,-0.0011907-0.0039319i,0.00016721-0.0037737i,0.0019888-0.0016037i,0.0028025+9.0034e-05i,-0.00098603-4.7076e-05i,-0.005501-0.00016801i,-0.0058269+0.00073384i,-0.0032596+0.0017053i
0.0022964-0.00014011i,0.0011891-0.0039843i,0.0025042-0.014101i,0.0057011-0.028371i,0.0076319-0.031261i,0.0023564-0.012351i,-0.0017618+0.0092408i,0.0018575+0.013344i,0.0050174+0.0069289i,0.0043884+0.0025574i,0.0033473+0.00080373i,0.0010987-0.001136i,-0.0012215-0.002661i,-0.0016355-0.0005626i,-0.00070321+0.0031033i,0.00063535+0.0038185i,0.00039043+0.0032275i,-0.0018352+0.0027698i,-0.0029431+0.0014577i,-0.0015932+0.00020457i,0.00021831+0.00082043i,0.00091501+0.0015973i,5.2861e-05+0.00043206i
0.0016725-0.0018943i,-0.0010174+5.2352e-05i,-0.0091505+0.0034459i,-0.028864+0.0055199i,-0.052304-0.002497i,-0.053052-0.01191i,-0.033056-0.003208i,-0.017318+0.011717i,-0.0081368+0.013625i,-0.0015055+0.009035i,0.00078964+0.0038099i,-2.4404e-05-0.0013996i,-0.0016237-0.0037635i,-0.0031603-0.0029073i,-0.0022391-0.00049647i,-0.00060681+0.0013565i,-0.0008814+0.0030668i,-0.00072773+0.0042745i,0.001067+0.0031799i,0.0026828+0.00020591i,0.002518-0.0025223i,0.0019482-0.0036841i,0.0012715-0.0032863i
