-0.0022829+0.0002026i,-0.0020124-0.00011079i,-0.00249+0.00028862i,-0.0019724+0.00027793i,-0.0026888+0.00041768i,-0.0034904+0.0013503i,-0.0038847+0.0027023i,-0.0022916+0.003178i,2.2152e-05+0.0017839i,0.0011304+0.00053378i,0.0019237+1.5425e-05i,0.0011726+3.1542e-05i,0.00023047-0.00057747i,-8.7975e-05-0.0016584i,-0.0010317-0.0015143i,-0.0010802-0.00047897i,-0.00026967+0.00045771i,-0.00018725+4.6848e-05i,0.00026144-0.00017179i,0.00095537+0.00043971i,0.0009357+0.00075944i,0.00029175+0.00070732i,7.7138e-05+5.1993e-05i
-0.00079435+0.00077132i,0.00087596+0.0010969i,0.0016671-0.00027402i,0.0013912-0.0015378i,0.00046107-0.0023328i,-0.0014878-0.0027919i,-0.0023506-0.0011262i,-0.00078136+0.00058002i,0.00069068+0.00085231i,0.0010037+0.00042227i,0.00083516+0.00038046i,0.00015599+0.00070324i,-0.00012666+0.00022875i,-0.00020058-0.00049174i,-0.00082482-0.00021311i,-0.0010327+0.00037758i,-0.00027719+0.00017617i,0.00013735+0.00076385i,-0.0003295+0.0010747i,-0.00023707+0.00014484i,-6.407e-05+0.00020645i,-0.00054308+0.00030065i,1.1853e-06-0.00072181i
-0.0001613-0.00070658i,-0.00029252-0.0011812i,-0.00057335-0.0010288i,-0.00061279-0.0019988i,-0.0017459-0.0036884i,-0.0026884-0.0032615i,-0.0023363-0.00053106i,-0.00025416+0.0014293i,0.0014582+0.0008877i,0.0018976+0.00012906i,0.0015833-0.00010522i,0.0011679-0.00035931i,0.00091965+0.0001424i,-0.00025975+0.0010649i,-0.00087898+0.00080401i,-0.0010511+0.00031637i,-0.00077693+0.00049077i,-0.00096616+0.00036444i,-0.0011687+0.00037397i,-0.00030228+0.00086628i,-0.00057278+0.0004281i,-0.0012799-0.00074028i,-0.00083256-0.0014045i
-0.0013362+0.0011684i,-0.00017574+0.00064223i,0.00057702-0.00040484i,-0.00011778-0.0015303i,-0.00065122-0.0028651i,-0.0018897-0.0031157i,-0.0028478-0.001629i,-0.0012077-0.00052479i,0.00081648-0.00025236i,0.0012673-0.00049126i,0.0010047-0.00029674i,0.00048546-0.00060432i,0.00032264-0.00023997i,0.00047177+0.0012156i,0.00032198+0.0017515i,0.00029656+0.0011177i,0.00036161-4.238e-05i,0.00063236-0.00016713i,0.00037717-0.00017128i,0.00010309-0.00067997i,0.00043092-0.00029155i,-0.00042776+0.00051103i,-0.00054322+0.00058244i
0.00014934-0.0015064i,0.00071782-0.0011064i,0.00055399-0.0013804i,-0.00070075-0.002396i,-0.0022332-0.0032497i,-0.0033354-0.0038059i,-0.0031239-0.0031224i,-0.00094912-0.0025343i,0.00098369-0.0020393i,0.001337-0.00044106i,0.00038498+0.00055849i,-0.00074568-0.00012289i,-0.00048155-0.00070354i,0.00039577-0.00047437i,0.00040666-0.00013244i,9.153e-05+0.00016659i,3.4731e-05+0.00068906i,4.438e-05+0.0010763i,0.00035157+0.0010003i,0.0013391-0.00021232i,0.0012829-0.0012965i,0.00071235-0.00076281i,0.0010808-0.00013314i
0.00073535+0.00037389i,0.0012276-4.9223e-05i,0.0014524-0.0008262i,0.00070199-0.0019567i,-0.00050996-0.0025315i,-0.0018398-0.002298i,-0.0028659-0.00070509i,-0.0016681+0.00039463i,0.00050159-0.00070758i,0.00072898-0.0013176i,-0.00017862-0.00043459i,-0.00042442-0.00026181i,-8.6874e-05+0.00023255i,-0.00043074+0.00015419i,-0.00036166-0.00018269i,7.78e-05-0.00026996i,0.0002473+0.00017379i,4.2178e-06+0.00072257i,-0.00056827+0.00037243i,-0.00047366+0.00014202i,2.5552e-05-0.00019875i,0.000379-0.000617i,0.00099678-0.00030078i
-0.00010885-0.00057131i,0.00029833-8.7211e-05i,0.00020915-0.00099347i,0.00012369-0.001136i,-0.00099303-0.001113i,-0.0022801-0.0020038i,-0.0023877-0.0010195i,-0.0018845+0.00033803i,-0.00083496+0.00034734i,0.00091789-0.00013854i,0.0016937-0.0003184i,0.00070954-0.00014281i,-0.00020653+0.00027815i,-0.00043884+0.00039899i,-0.00031756+0.00012753i,-0.00030114-0.00035723i,-0.00030185-0.00018733i,0.00044198+0.00040587i,0.001246+0.00052291i,0.00097485+0.00072478i,5.724e-05+0.00059241i,-7.522e-05+0.00043869i,0.00024971-0.00066113i
0.00021558-0.0001812i,0.00071321-0.00088935i,0.0020073-0.0013219i,0.0011054-0.0023457i,-0.00019637-0.0048456i,-0.0017774-0.0044265i,-0.0029605-0.0011476i,-0.001758+0.0003677i,0.00031062+0.00038047i,0.0015039+0.00012209i,0.0011025-0.00016192i,-0.00049513+7.8899e-05i,-0.0013981+0.00052294i,-0.00112+0.00093741i,-0.00040495+0.00074875i,-0.00037249+0.00064364i,-0.0011954+0.001239i,-0.00096782+0.0014017i,-0.00029092+0.00053997i,0.00010514+0.00011542i,-1.1553e-05+0.0002641i,-0.00019931+0.00016087i,3.3238e-05-0.00042046i
0.00033478-0.00080107i,0.00031642-0.0014058i,-0.00011336-0.00060454i,-0.0013273-0.0014097i,-0.0025528-0.0038549i,-0.0027334-0.0042122i,-0.0026814-0.0016616i,-0.001127+0.00077848i,0.0018041+0.001112i,0.0024149+8.9911e-05i,0.0014936-0.00059051i,0.00021355-0.00063374i,-0.00041749+0.00011986i,-3.3549e-05+0.00020846i,-0.00024138-0.00043576i,-0.0010332-0.00039827i,-0.00053083+0.00038718i,0.00038495+0.0011474i,0.00022121+0.001134i,0.00023697+0.0003483i,0.00067978+6.5061e-05i,0.00028415+0.00085211i,0.00013967+0.0006763i
-0.0014629+0.00020715i,-0.00051724+0.00061046i,0.00017804-0.00073706i,-6.4971e-05-0.0025098i,-0.00090324-0.0030033i,-0.0020979-0.0028197i,-0.0018908-0.0012437i,-0.00039035+0.001034i,0.0015356+0.0014619i,0.0022413+0.00054354i,0.0012047+0.00014868i,0.00080867-0.00048465i,0.00097897-0.00055247i,0.0011013-9.8108e-06i,0.0009435+0.00060063i,-0.00015555+0.00086063i,-0.00039921+0.00065834i,-0.00026512+0.00037412i,-2.6454e-05-7.9337e-05i,7.0442e-05-0.00078972i,-0.00013044-0.00047306i,0.00061762+0.00035726i,0.00074461-0.00043091i
-0.00026714-0.0023594i,-0.0010964-0.0017032i,-0.00043214-0.0016375i,0.00046454-0.0013657i,0.00013412-0.0013843i,-0.0016091-0.001384i,-0.0025326-0.00067948i,-0.001331-0.00057127i,9.7681e-05-0.0011618i,0.00020035-0.0016918i,-0.0002704-0.00072803i,-0.00039876+0.00016358i,-0.00019434+0.00017743i,-4.7625e-05-1.662e-05i,-0.00022177-9.5626e-05i,-9.1613e-05+6.7361e-05i,0.0006783+0.0001607i,0.00043097-1.4328e-05i,-0.00023805-2.5526e-05i,7.2209e-05+4.5873e-05i,0.00044079-0.00056257i,0.00053247-0.00023224i,0.00072955+0.00086327i
-0.0017295+0.0017821i,0.0002948+0.0016435i,0.0010133+8.911e-05i,-9.1731e-05-0.0013437i,-0.0013746-0.0021537i,-0.0025373-0.0035142i,-0.0021341-0.0024337i,-0.00078305+0.00024842i,5.6917e-05+0.00053591i,0.00045667-0.00028969i,0.00070418+1.8135e-05i,0.00023091+0.00063271i,-4.7634e-05+0.00058026i,-0.00011526+0.00020724i,-0.0010022+5.0146e-06i,-0.001077+0.0003987i,-0.00079917+0.00059205i,-0.00076374-1.8166e-05i,-0.00057422-0.00047631i,-0.0001634-0.00057935i,0.0001808-9.1912e-05i,-0.0002213-0.00053697i,-0.00067936-0.00096738i
-0.0010685-0.00097803i,-0.0010562-0.0003044i,-0.00036132-0.00037936i,0.00037755-0.00098282i,-0.00043655-0.0021904i,-0.0025596-0.0031532i,-0.0036315-0.0016762i,-0.0017977+0.00018283i,5.4768e-05-5.6679e-05i,0.00015664-0.0008178i,0.00014984-0.00081163i,0.00028294+0.00026311i,0.00083042+0.001207i,0.00079418+0.00095623i,0.0003319-0.000118i,-0.00021292-0.00064912i,-0.00095696+0.00032735i,-0.00079375+0.0014393i,-0.00072552+0.0011204i,-0.00029891+0.00015128i,-9.9309e-05-0.00049397i,-0.00067179-0.00059748i,-0.00062435-0.00066017i
-0.0001023-0.00052003i,-0.00016329-0.0010254i,-0.001025-0.0015796i,-0.001993-0.0022471i,-0.0029717-0.0028028i,-0.0040675-0.0026228i,-0.0040483-0.00074682i,-0.0020442+0.00086046i,0.0010321+0.00076699i,0.0014949+0.00035653i,0.00084858-0.0001285i,0.00091796-0.00012843i,0.00027362-1.1099e-05i,5.1607e-05-0.00076283i,0.00026421-0.0010971i,4.0643e-05+0.00053984i,-0.0006233+0.0013584i,-0.00081835+0.0013512i,-0.00026889+0.0012471i,-0.00028422+0.00044654i,-0.00043612-0.00020257i,0.00032323-0.00058342i,0.00040204-0.0002055i
-0.0013271-0.00011665i,-0.00061555-0.00058136i,0.00031135-0.00017185i,0.0001589-0.00087443i,-0.0014775-0.0024637i,-0.0036236-0.0028997i,-0.003224-0.0016908i,-0.00066032-0.0005212i,0.0011117-0.00069019i,0.0012554-0.00079843i,0.0005594-0.00045117i,-0.00051011+0.00014936i,-0.00041725+0.00058908i,0.00025206+0.00011686i,0.00019202-0.00028671i,-0.00048525+0.00031923i,-0.00037593+0.00085562i,0.0003142+0.00078879i,0.00092261+0.00029754i,0.0010024+0.00022523i,0.00066446+1.3089e-05i,0.0011613-0.00045852i,0.00069295+7.8305e-05i
0.00055872-0.00082966i,-0.00031799-0.0012355i,-0.0014472-0.0014447i,-0.0026125-0.0025826i,-0.0041597-0.0032992i,-0.0053542-0.0025202i,-0.0043705-0.0013521i,-0.0017417-0.00013465i,0.00054818-0.0011629i,0.00080184-0.0024274i,0.00051158-0.0020631i,-2.9909e-05-0.00097168i,-0.00024839+0.00019663i,0.00026993+0.00049523i,0.00062069+0.00040793i,0.0010094+0.00067659i,0.00043254+0.00048172i,-0.00015422+0.00055887i,-0.00025043+0.00075971i,-0.0004145+0.0006098i,-0.0008967-0.00017296i,-0.0004373-0.00042029i,-0.00010342+6.7336e-05i
-0.0011112-0.0013049i,-0.0010722-0.0012135i,-0.0013099-0.00072922i,-0.0018012-0.00050304i,-0.0021811-0.0016226i,-0.0029039-0.0029548i,-0.0029417-0.0021381i,-0.0015389-0.00086529i,-0.00020357-0.00064245i,0.0010945-4.0597e-05i,0.0014835-8.6467e-05i,0.00064496-0.00041704i,0.00020069-0.00068575i,-0.00032544-0.00098221i,-0.00056184-0.00078595i,-0.00091988-0.00094939i,-0.0010028-0.0012736i,0.00010087-0.00069888i,0.00045107+0.00053616i,0.00045157+0.00065472i,0.00055271-1.2824e-05i,0.00055255-0.00051199i,0.00074935-0.00048233i
-0.00048455-0.0019314i,-0.0013897-0.00087583i,-0.0019621-0.00047248i,-0.001158-0.0018307i,-0.001085-0.0033122i,-0.00191-0.0034264i,-0.0024244-0.0015381i,-0.0019129+0.00030367i,-0.00093587+0.00031256i,-0.00015178+0.00015479i,0.00039679+0.00037094i,0.00073157+0.0002059i,0.00052479+3.3456e-05i,0.00065331+0.00015586i,0.0010093+0.00026701i,0.00063837+0.0007059i,1.3911e-05+0.0011319i,-0.00056224+0.0011945i,-0.00026042+0.0010659i,0.00035535+0.00089515i,7.9232e-05+0.00042396i,0.00022149+1.9353e-05i,-6.1238e-05+7.5754e-05i
0.00029926+0.00045444i,0.00034338+0.00063684i,0.00066324-0.0013339i,0.00049469-0.0032435i,0.00012094-0.0054676i,-0.0013799-0.005626i,-0.0025548-0.00225i,-0.00066089+0.00043736i,0.0017459+9.8044e-05i,0.0024102-0.00033498i,0.0013701-9.8725e-05i,-0.00018963-5.6311e-06i,-0.001009-0.00015928i,-0.00097719-0.0003307i,-0.00089301-0.00043886i,-9.6697e-05-0.0003201i,2.9337e-06+0.00060337i,-0.00077347+0.001264i,-0.00057535+0.00074826i,-0.00020417+0.00018103i,0.00031679-9.3957e-05i,0.00059127-0.0003933i,0.00048115-0.00059179i
-0.00080744+0.00032402i,0.0001085-0.00073423i,0.00033732-0.00059655i,-1.1366e-05-0.0010302i,-0.0017378-0.0028984i,-0.0031186-0.003452i,-0.0028294-0.0018387i,-0.0011456-0.00025439i,0.00094722+0.00010079i,0.0016525-0.00056718i,0.00069166-0.00059946i,0.000266-0.00014031i,0.00052964-0.0004239i,-0.00055545-0.00012503i,-0.0010611+0.00018894i,-0.00085734+9.6744e-05i,-0.00080898+0.00043141i,-0.00080516+0.00030643i,-0.00021796+0.00013838i,0.00077417-1.5765e-05i,0.00048596-0.00048453i,0.00017299-0.00035098i,0.0001343+8.1693e-05i
-0.001528-0.00013122i,-0.00071488-0.0004338i,-0.00029714-0.0013322i,-0.0010455-0.0026477i,-0.00097045-0.0041524i,-0.0017105-0.0043345i,-0.0027143-0.0023754i,-0.0017277-0.00076125i,0.00052294-0.00048632i,0.00069904-0.00021954i,-0.00028075-0.00072925i,-0.00078263-0.00071419i,-0.00067635+5.642e-05i,-9.3577e-06+5.5729e-05i,0.00039701-0.00011334i,0.00056057+0.00016065i,0.00027452+0.00061058i,-0.00040188+0.00063375i,-0.00052999-0.00020571i,-4.3856e-05-0.00051424i,0.00028054-0.00069385i,0.00026607-0.00096752i,-0.00011402-0.00022046i
-0.00061861-0.00026909i,-0.00013607+0.00047261i,0.0008449+0.00030607i,0.00097379-0.00077813i,0.00031702-0.0024166i,-0.0016194-0.0028521i,-0.0018829-0.00084332i,-0.0006399+0.00024348i,0.00089052+0.00020721i,0.0010293-0.00031492i,7.4433e-05-0.00096304i,-5.1116e-05-0.00059901i,5.4415e-05-0.00044776i,-0.0002658-0.00023917i,-0.00091338+0.00048373i,-0.00096597+0.00024821i,-0.00044168-5.8784e-06i,-0.00055015+2.7352e-05i,-0.00066688+0.00024406i,-0.00092402+0.00065183i,-0.00066222+0.00071882i,-0.0004866+0.00013992i,-0.00089235-0.00028654i
-0.0017433+0.0013067i,-0.00075237+0.0015099i,6.0231e-05+0.0011543i,0.00032426-0.00059506i,-0.00039436-0.0026264i,-0.0017869-0.0032296i,-0.0022985-0.0018281i,-0.0012573+4.0728e-05i,-0.00022247+2.9206e-05i,6.1857e-05-0.00065257i,-0.00070525-0.000945i,-0.00076419-0.00053868i,-0.00030735-0.00023725i,-5.6543e-05-0.00038637i,-0.00083718-0.00082373i,-0.001028-0.0010912i,-0.00025272-0.00050622i,-0.00034921-3.1495e-05i,-0.00041899+0.00019105i,-0.00035251+0.00052929i,-0.00075698+0.00094136i,-0.0012248+0.00068791i,-0.00095508-4.1562e-07i
-0.0020068+0.00090636i,-0.00025368+0.0024541i,7.7568e-05+0.002278i,0.00061013+0.00080324i,0.0012543-0.0010261i,9.1624e-05-0.0025992i,-0.0018649-0.0020686i,-0.001888-0.00039213i,0.00018422+0.00049245i,0.0011841+0.0010484i,0.0010111+0.00071893i,0.00025296-7.3017e-05i,-0.00046838-0.00045021i,-0.00025211+0.00025029i,-0.00064388+0.00075775i,-0.0014159+0.00089782i,-0.001359+0.00083919i,-0.00055922+0.00076512i,9.3364e-05+0.0008624i,-0.00049128+0.00030181i,-0.00015606+7.4353e-05i,0.00062536+0.00036198i,0.00059271+0.00037827i
-0.00071497-0.00037302i,-0.0001334+0.00031513i,-0.0006825+0.0015599i,-0.00086844+0.0008421i,-0.00045721-0.0017769i,-0.0011101-0.0034627i,-0.0014231-0.0020829i,-0.00063169-5.457e-05i,0.00019186+0.00078036i,0.0004359+0.00081199i,6.5069e-05+0.00035717i,-0.00010657-0.0004479i,-0.00025769-0.00010746i,-0.00077676+0.00080577i,-0.00077482+0.00052043i,0.0001092-0.00013714i,0.00015019-0.00013417i,-0.00012669+0.00025389i,0.0001277+0.00091261i,0.00027904+0.00057646i,0.00024063+0.00016733i,0.00044382-0.00014826i,0.00089266-0.00033037i
-0.00046544-0.00099548i,-1.0399e-05-0.00090992i,0.00042751-0.00073298i,0.00048026-0.0015502i,-0.00098355-0.0027862i,-0.0025218-0.0038065i,-0.0027714-0.0024319i,-0.00088137-0.00060161i,0.00093469-0.00046728i,0.0010385-0.00062226i,0.0015267-0.00086077i,0.00096887-0.00077845i,0.00042855-0.00019125i,0.00050708+0.0003365i,-0.00010447+0.00063665i,-0.00027236+0.00025964i,4.3513e-05+0.00038242i,-0.00029601+0.000545i,-0.00071348-3.202e-05i,-0.00021262-2.2824e-05i,0.00076209+0.00028223i,0.00047222+0.0004303i,-7.7944e-05+0.00017481i
-0.00066366+0.00077623i,-0.0004633+0.00056113i,-0.00051232+0.0012024i,-0.00053567+0.00042181i,-0.00071956-0.0015145i,-0.0018608-0.0032123i,-0.002444-0.0021162i,-0.0014479-0.00012153i,-8.8578e-05-8.7321e-06i,0.0012929+0.00048334i,0.0012146+0.00055367i,4.1427e-05-0.00014929i,-0.00015993-0.00040896i,7.7852e-05-6.0974e-05i,-4.6167e-05+5.2517e-05i,0.00014613+0.00023527i,0.00032537+0.0013397i,-0.00023444+0.0010642i,-0.00043582+0.0003298i,-0.00025885+0.00063939i,-8.3113e-05+0.0010552i,3.6688e-05+0.00049057i,-0.00016643+5.0829e-05i
-0.0007742-0.00030505i,0.00050834-0.0007672i,0.00099148-0.0011106i,0.0003065-0.0019858i,-0.00089733-0.0027797i,-0.0026978-0.0031374i,-0.0031698-0.001659i,-0.001917+0.00019022i,0.00014309-0.00042851i,0.001351-0.00028569i,0.0010259+0.00079748i,-0.00018083+0.00048314i,-0.00038856-6.3365e-05i,-0.00045648+7.6772e-05i,-0.00045699-0.00011728i,0.00011823+0.00010745i,6.8202e-05+0.00047566i,-0.00054987+0.00060383i,-0.00075508+0.00078441i,-0.00017051+0.00020779i,0.00088229-0.00024103i,0.00059735+0.00059724i,-0.00052362+0.00064042i
0.0011106-0.00041691i,0.0013048-0.00021464i,0.00093114-0.0010666i,4.0686e-05-0.0018499i,-0.0011033-0.0029031i,-0.0021411-0.003433i,-0.0030426-0.0019639i,-0.0016472-0.00019235i,0.00052422-0.00012068i,0.0012331-0.00096683i,0.00065369-0.00052465i,-0.00078868-0.00021599i,-0.0015823-0.00075042i,-0.00069277-0.00055875i,-8.9761e-05+0.00031556i,-0.00073972+0.00037215i,-0.0011509+0.00012843i,-0.0010832+0.00072241i,-0.0001975+0.001066i,0.00077979+0.00011621i,0.0007228-0.00045813i,0.00066525-1.7491e-05i,0.00068096+5.3353e-05i
0.0032677-0.00072821i,0.0030646-0.0014948i,0.0019047-0.0025322i,0.00010704-0.0047034i,-0.0010583-0.0071389i,-0.002472-0.0068068i,-0.0034085-0.0031585i,-0.0019395-0.00085635i,0.00066919-0.00029236i,0.0017077-0.0002447i,0.0010663+9.7089e-05i,-0.00023272+0.00048033i,-0.0011116+0.00021836i,-0.0010686+0.00046175i,-0.00073476+0.0010494i,-0.00079313+0.00070051i,-0.00095538+0.00046387i,-0.00081421+0.0011157i,-0.00083122+0.0012493i,-0.00056395+0.00064043i,-0.0003349+7.7983e-05i,-0.00028188-0.00031597i,-3.3429e-05-0.00033448i
-0.00022962+0.00058575i,0.00023603+0.00076307i,0.00014595+0.00012055i,-1.2305e-05-0.0014407i,-2.4441e-05-0.0044921i,-0.001365-0.0047784i,-0.0022207-0.0017975i,-0.0013196+0.00019038i,0.00041518+0.00069094i,0.0015222+6.3093e-05i,0.00016227-0.00052368i,-0.0013193+0.00031859i,-0.0011053+0.0010688i,-8.5213e-05+0.00079659i,0.00064209+0.00047745i,0.00040858+0.00036705i,0.00065513+0.00028057i,0.00090834+0.00037456i,0.00023412+0.00044338i,-0.00044297+0.00036484i,-0.0003199+4.4101e-05i,0.000362+8.5912e-05i,0.00054076+0.00073318i
0.00070427-0.0013977i,0.00020198-0.0019587i,-0.00038004-0.0020154i,-0.0011414-0.0025719i,-0.0023164-0.0039538i,-0.0037861-0.0038727i,-0.0040093-0.0016447i,-0.0018126+0.00024373i,0.00094628+0.00075208i,0.0018146+0.00084055i,0.0012459+0.00095043i,0.00022313+0.0010697i,-0.00045541+0.00049633i,-4.5693e-05+0.0002884i,0.00013935+0.00062246i,8.6979e-05+0.0006897i,0.00049151+0.00055624i,0.00052865+0.00061134i,0.00015286+0.0002491i,0.00037436-0.00010071i,0.00028845-0.00059957i,1.7652e-05-0.00084568i,-0.0002614-0.00026795i
-0.00014837-0.00020375i,0.00010539-0.00026752i,0.00027336+0.00014192i,0.0002932-0.0003702i,0.00043998-0.0025358i,-0.0008985-0.0038009i,-0.0023449-0.0016154i,-0.0016593-0.00033524i,0.00027352-0.0012218i,0.0017189-0.001251i,0.0021613-0.00054224i,0.0016586-0.00051276i,0.0002429-0.00037944i,-0.0010802+3.6118e-05i,-0.00089807+0.00041948i,-0.00054046+0.00099359i,-4.7517e-05+0.0010699i,0.0012034+0.0010964i,0.00088902+0.0014948i,0.0001872+0.0012591i,0.00081502+0.00067356i,0.0012567-5.2221e-05i,0.00094048-0.00035343i
-0.00041247-0.00066052i,0.00039313-0.00025553i,-0.00020501+0.00044264i,-0.0017971-8.4691e-05i,-0.0029641-0.0018315i,-0.0032604-0.0025264i,-0.002737-0.0014208i,-0.00064783-0.00052163i,0.00079733-0.0011104i,0.00060158-0.0018117i,0.00046927-0.0015225i,0.00024188-0.0018415i,-0.00031213-0.0018311i,-0.00038266-0.00026453i,-0.00011204+0.00015216i,0.00033415-0.00048821i,0.00027178-0.00067929i,0.00010904-0.00017498i,-0.00015821+0.00088654i,-0.00032514+0.00024038i,-0.0002901-0.0010854i,-0.0001014-0.00086242i,0.00045381-0.00023839i
-0.00067281+0.00016662i,0.00011729-0.00025354i,0.0010569+0.00011806i,0.00086224-0.00088584i,-0.00090764-0.0039508i,-0.0021438-0.004952i,-0.0026602-0.0022606i,-0.0015004-3.5179e-06i,0.00029072+0.00055673i,0.00072917+0.00040751i,0.00041974-0.0002261i,5.6225e-05-0.00050378i,-0.00010799-0.00057926i,2.8689e-05-0.00060747i,-0.00017421-0.00022804i,-0.00077899+0.00016494i,-0.00074547+0.00044709i,-0.00016727+0.00058016i,-0.00016002+0.001117i,-0.00041495+0.00048108i,0.00024894-0.0004961i,0.001295-0.00016764i,0.0011841+0.000174i
-0.0016229-0.0015934i,-0.0018103-0.0011499i,-0.0015232-0.0011534i,-0.0012226-0.001739i,-0.0018922-0.0021535i,-0.0027573-0.0022951i,-0.00221-0.0013937i,-0.00035315+0.00052956i,0.0003418+0.00076962i,-0.00069777-0.00021383i,-0.0011429-0.00017196i,-0.00072074-0.0001673i,-0.00073992+0.00022224i,-0.0011407+0.00050063i,-0.00064208-0.00066491i,-0.00051096-0.0007299i,-0.00039537+0.00022644i,0.00039106+0.0007768i,0.00034939+0.00065652i,-2.4369e-06+0.00013099i,0.00053691-0.00015753i,0.00072733+0.0002035i,0.00025947+0.00062638i
0.00043013+0.00091012i,0.0014104+0.00072951i,0.0012458-0.00015063i,0.00049049-0.0016335i,-0.00051223-0.0036328i,-0.0021765-0.0039181i,-0.0027478-0.0015436i,-0.0013423+0.00050911i,0.00039665+0.00076657i,0.00064042+0.00010012i,0.00041363-0.00026837i,0.00064346+0.00044248i,0.00059268+0.0010826i,-0.00012831+0.00127i,-0.00031504+0.00084215i,-0.00028638+0.0012553i,-0.00054645+0.0010433i,-0.00052542-5.5666e-05i,-0.00064388+0.00042753i,-0.00071068+0.0010996i,-0.00088476+0.00078449i,-0.00054124+7.9023e-05i,-0.00029558-0.00056787i
-0.00035477-0.00029726i,-0.00055965-0.00029676i,-0.00026789-0.0018387i,-0.00049489-0.0029125i,-0.0013579-0.0037592i,-0.0014967-0.0041083i,-0.0018922-0.0020388i,-0.0012903-9.911e-05i,0.00099047+0.00029782i,0.0028295+0.00032164i,0.0023362+8.3517e-05i,0.0012782-0.00037227i,0.00075453-0.0008287i,0.00040297-0.001234i,-0.00039516-0.00041306i,-0.001284+8.4729e-05i,-0.00073901+9.2517e-05i,-0.00016415+0.00048823i,-0.00045956+0.0010862i,-0.00032244+0.00052864i,-0.00035557-0.00058013i,-0.0010287-0.00087239i,-0.0012863-0.00030127i
-0.00050019+0.0013727i,0.00074929+0.0017099i,0.0010678+0.0010235i,4.886e-05+4.5753e-05i,-0.00092217-0.0014957i,-0.0022301-0.0033854i,-0.0023772-0.0021206i,-0.00074561-0.00010707i,0.0014645-0.00031027i,0.0023717-0.00116i,0.0023949-0.0014641i,0.001879-0.0012188i,0.00084239-0.0007732i,-0.0004814-0.00019765i,-0.001385+0.00024735i,-0.00099511+0.00037066i,-0.0004428-2.5603e-05i,-0.0004269+0.00033914i,-0.00048043+0.00049271i,0.00013856+0.00060965i,0.00026511+0.00026739i,-0.00013401-0.00044909i,-5.8037e-05-4.7253e-05i
0.00010918-0.00057404i,0.00032697-0.001013i,0.00031212-0.0025031i,0.00041484-0.0039406i,-0.00020747-0.0053725i,-0.0025639-0.0059614i,-0.0038123-0.003353i,-0.0019842-0.00028968i,0.0010567-0.00064517i,0.0016497-0.0014277i,0.00070398-0.0013182i,-7.6141e-05-0.0013202i,-0.00054743-0.0012137i,-0.0011144-0.00074571i,-0.00074925-0.00030228i,0.00029545-0.00011822i,9.3277e-05+9.3278e-05i,0.00024321+0.00087473i,0.00035483+0.00078277i,0.00017214+0.00056783i,0.00040457+0.0012975i,0.00036668+0.0012699i,0.0004389+0.0010588i
-0.00011639+0.001212i,0.00033806+0.0001328i,0.0014479-0.00012306i,0.00073223-0.00047027i,-0.0009272-0.0017434i,-0.0025839-0.002263i,-0.0030246-0.001031i,-0.0017859+0.00018271i,-0.00024673-1.2604e-05i,-0.00020716-0.0011647i,-0.000784-0.0012103i,-0.0020078-0.00047204i,-0.0023471-4.8769e-05i,-0.0016784+0.00027144i,-0.0010237+0.00030049i,-0.00057918+0.00030102i,-0.0013549+4.2927e-05i,-0.0016374-0.00050256i,-0.00069341-0.00056542i,-0.0003602-0.00053491i,0.00011153-0.00033165i,0.00065665+0.00010897i,0.00062665-0.00012027i
-0.00066529-0.00040226i,-0.00096018-0.001209i,-0.0016233-0.0010181i,-0.0018148-0.0013045i,-0.0024706-0.0027065i,-0.0033316-0.0027657i,-0.0028056-0.0011236i,-0.0017133+0.0010043i,-0.0019859+0.0015249i,-0.0013848+0.0011372i,3.3718e-05+0.00076396i,0.00033622+0.0003427i,-2.4014e-05-3.388e-05i,-0.00042276+0.00036609i,-0.00025072+0.0013136i,-0.00019583+0.00091991i,-0.00060512+0.00032263i,-0.00053616+0.00051648i,-0.00029506+0.0011297i,-3.5669e-05+0.00087918i,0.00022735+0.0003735i,0.00026564+0.00083442i,-1.1512e-05+0.00077199i
0.00017665+0.0019i,0.00041964+0.0020823i,0.00081488+0.0011972i,0.00033447-6.146e-06i,-0.00044823-0.0026167i,-0.0014868-0.0042468i,-0.0023643-0.0017723i,-0.0010772+0.0013561i,0.00078036+0.0021577i,0.0011901+0.0018076i,0.00078879+0.0014873i,0.00021853+0.0011197i,0.00017136+0.00080542i,5.7368e-05+0.00012819i,0.00027054-0.00028968i,0.00053952+7.6309e-05i,0.00027187+0.00034145i,-0.00040544+0.00067442i,-0.0010316+0.00086129i,-0.00060127+0.00051013i,-3.9079e-05+5.5943e-05i,0.00018535-0.00012512i,0.00026195+0.00030384i
0.00022653+6.0144e-05i,-0.00021074-0.00010933i,-0.0011719-0.00031764i,-0.0018938-0.0015234i,-0.0020108-0.0027855i,-0.0026554-0.003196i,-0.002404-0.0015632i,0.00017083+0.000838i,0.0026958+0.00070119i,0.0036262-0.00035958i,0.0025079-0.00069887i,0.00077644-0.00088958i,0.00036725-0.00036691i,0.00050873+0.00010359i,-0.00027619-0.00016911i,-0.0011142-5.0007e-05i,-0.00080713+0.00046421i,9.4189e-05+0.0010205i,0.00016286+0.00089974i,-0.00014848+0.00078489i,-0.00034041+0.00070821i,-0.00099908+0.0007297i,-0.00093606+0.00074065i
