-0.00028205+0.00054198i,0.00022211-0.00062176i,-0.00054753-0.0018182i,-0.00086205-0.0014671i,-0.00047434-0.0010507i,-0.001023-0.0010224i,-0.0017443+0.00046993i,-0.00041104+0.0019787i,0.0015303+0.0011668i,0.001333+0.00026515i,0.00055801-0.00014747i,0.00085102-0.00052323i,0.0011317-0.00010728i,0.00021885-6.0623e-05i,-0.00090791-0.00020942i,-0.00071788-3.7698e-05i,1.0798e-05+0.0001445i,0.00089131-0.0002085i,0.0014769-0.0003416i,0.0011224-0.00030871i,0.00041227-1.0226e-05i,0.00072205+0.00057756i,0.00084194+0.00061724i
-0.00054936+0.00069275i,-0.00071924-0.00046067i,-0.0012091+0.00032179i,-0.0012367+0.00028692i,-0.00063483-0.00060207i,-0.0012011-0.00095405i,-0.0011139+0.00027994i,0.00022007+0.00028311i,0.0011394-0.0012422i,0.00080242-0.0010168i,0.00031398-0.00022223i,0.00034533-6.1279e-05i,0.00017123-0.00071032i,0.00025755-0.00062977i,-0.00017404-0.00036287i,-0.00089165-0.00085873i,-0.00020861-0.00070992i,-9.526e-05-0.00026883i,-0.00083738-0.00050657i,-0.00084101-0.00040966i,-0.00069562-0.00026166i,-0.00021729-0.00075414i,5.5473e-05-0.00035903i
0.00027832+0.0020168i,0.00070254+0.0021123i,0.0013871+0.0023999i,0.0029898+0.0021788i,0.0035981+0.00048796i,0.0017875-0.0016074i,0.00042681-0.0014457i,0.0010547-0.00011384i,0.0012261+0.00039267i,0.0002192+0.00028372i,0.0003033-0.00045837i,0.00072402-0.00089824i,-0.00019628-0.0013485i,-0.00108-0.0015124i,-0.0011701-0.00068775i,-0.00044084-1.8212e-05i,-0.00026477+0.00029221i,4.4095e-05+0.00025506i,0.00080392-0.00044421i,0.00054307-0.00021433i,-0.0002798+0.000352i,-0.00087068+0.00069905i,-0.0010071+0.00093102i
-0.00061701+9.4952e-05i,-0.0005787-1.9087e-05i,-0.0011176+0.0015258i,-0.0011192+0.002096i,-0.0010104+0.00042154i,-0.00075838-0.0010811i,-0.00044561-0.00065988i,0.0009044-1.3626e-05i,0.0019323-0.0014204i,0.0012699-0.0019885i,-0.00031302-0.0010581i,-0.0013803-0.00053567i,-0.00044963-0.00066095i,5.1788e-05-0.0014765i,-0.00045693-0.0012986i,-0.00019977-0.00069367i,0.00026206-0.00034687i,0.00018709-0.0002743i,0.00022695+0.00056874i,0.00026717+0.00016929i,0.00046817-0.00087509i,0.00018538-0.0011149i,-0.0010161-0.00074312i
0.00071578-0.0023035i,-1.5644e-05-0.002677i,-0.00057396-0.0029198i,-0.00069817-0.002976i,-0.0014844-0.0030577i,-0.0021698-0.0017783i,-0.0020058+2.6331e-05i,-0.00047132+0.00074278i,0.0015987+0.00019194i,0.00060886+0.00064219i,-0.00024249+0.00082487i,0.00044605+0.00029823i,0.00046287-5.9041e-05i,0.00032329+7.9652e-05i,9.0348e-05+0.00029439i,-0.00018022-0.00017942i,5.79e-05-0.00098741i,-0.00063957-0.0016868i,-0.0010449-0.001446i,-0.00031596-0.00089235i,0.00017222-0.0006948i,-0.00015626-0.00040566i,-0.00075902-0.00040331i
-0.00030659-0.00059459i,0.00033761-0.00090088i,0.00057337+0.00047919i,-0.00021426+0.0015457i,0.00047969+0.00081484i,0.00016331-0.00067526i,-0.00075526-0.0010471i,0.00068425-0.0010779i,0.0021369-0.0015353i,0.00061678-0.0015762i,-0.00043935-0.0009352i,-0.00015527-0.00032994i,7.0755e-05-0.00031421i,-0.00027036-7.052e-05i,-0.0010139+9.6374e-05i,-0.0011408-0.00029343i,-0.00036502-0.00028804i,0.00031452+0.00013801i,0.00032854-0.00027356i,0.0010072-7.9008e-05i,0.0008184+0.00071091i,-0.00037508+0.00059389i,-0.00041536+2.2766e-05i
-0.0013662-0.00090483i,-0.0013429+0.00039377i,-0.0015349+0.0021945i,5.6213e-06+0.0025855i,0.00063659+0.001074i,-0.00035599+0.00037766i,-0.00065338+0.00026956i,0.00047887-0.00056979i,0.0010691-0.001614i,-0.00013394-0.001624i,4.7947e-05-0.0010661i,0.00092648-0.00039542i,0.00036145-0.00036729i,4.2416e-05-0.0011148i,-8.7528e-05-0.0011426i,-0.0011262-0.0014i,-0.0010633-0.0011202i,-0.0003924-0.00015787i,-0.00026577-0.0002247i,-0.00054669-0.00074349i,-0.00053054-0.00047103i,-0.00037811+0.00020211i,-0.00055955+0.00013537i
0.00069925-0.0013431i,-7.8716e-05-0.00045462i,-0.001177-0.00058545i,-0.0012392-0.0013719i,-0.00066592-0.0012545i,-0.00051672-0.00048075i,-0.00081416+0.0001439i,-4.4984e-05+0.00054248i,0.00092458-0.00046326i,-0.00010961-0.0014123i,-0.00046952-0.0013492i,0.0011493-0.0010188i,0.0018531-0.00032735i,0.0011681-0.00032041i,0.00060707-0.00086742i,0.00029708-0.0013925i,-9.6451e-05-0.00084757i,-0.00074093-0.00042721i,-0.00062165-0.00060091i,6.0228e-05-0.00029072i,-0.00027292-0.00011967i,-0.00087756-0.00019181i,-0.00063522-0.00019964i
-0.00086101-0.00024462i,-0.0012688+0.00050408i,-0.0015596+0.00095624i,-0.0013337+0.00067167i,-0.00037478-0.00013474i,-0.0012194-0.0003565i,-0.0011674+0.00010448i,0.00080584+0.00062386i,0.0011461-0.00074775i,4.2896e-05-0.0012131i,-6.3897e-05-0.00056227i,-0.00014887-5.6664e-05i,-0.00041413-0.00025309i,-0.00041627-0.0012925i,-0.00057417-0.00089031i,-0.00055722+0.00050532i,-0.00042791+0.00024802i,-0.00049081+3.8079e-06i,0.0001771+0.0002567i,0.00039775-1.3393e-05i,-0.0003737-0.00056273i,-0.0008739-0.00050995i,-0.00062135-0.00019605i
-0.00074258-0.0013695i,-0.00053961-0.00025325i,-0.00040198+0.00057979i,0.00013328+0.001042i,0.0010352-7.7826e-05i,0.00088017-0.0010667i,-0.00064907-0.001008i,2.0294e-05-0.0002122i,0.0011509-0.00097031i,0.00067195-0.0020254i,-8.4301e-05-0.0011365i,0.00027744-0.00061887i,0.00092569-0.00096509i,0.0010214-0.00050011i,0.00046057-0.0001442i,-0.00049532-0.00017812i,-0.00049067-0.00017011i,6.5732e-05+0.00014783i,0.00016371+9.9635e-05i,-0.00038523-0.00021194i,-0.00050423-0.00016078i,-0.00041668+0.00013344i,8.8862e-05+0.00051497i
-0.00072473-0.0012535i,-0.00064629-0.00098725i,-0.00064106+0.00063214i,-0.00060459+0.0015035i,-0.00034373+0.0011073i,0.00046727-0.00010739i,6.4606e-06-0.00081972i,-0.00051758-0.00038876i,0.00025055-0.00080928i,0.00038495-0.0012191i,-0.00040296-8.0689e-05i,-0.00083355+0.00061292i,-0.00033022-0.00028178i,0.00058071-0.0016236i,-7.619e-05-0.0016532i,-0.00064225-0.00045825i,-0.00067896+0.00028377i,-0.00059472+0.00041377i,-6.9947e-05+0.00032338i,-0.00019121-0.00025941i,-0.00047315-0.00042501i,0.00027838-7.1175e-05i,0.00029465+0.00014986i
-0.00031496+0.00033236i,0.00040885+0.00099473i,0.001409+0.0013622i,0.0018469+0.00018837i,0.0017853-0.0017137i,0.00072677-0.0023674i,-0.00042581-0.00017932i,0.00021818+0.0017848i,0.0010451+0.0015729i,0.00061632+0.00011742i,-6.5002e-05-0.00083247i,-3.7106e-05-0.00070986i,0.00063094-0.00064046i,-4.6285e-05-0.00068684i,-0.00075443-0.00070052i,-0.00077655-0.00092019i,-6.073e-05-0.0013285i,0.00036725-0.00064994i,0.00025714-0.00012757i,0.00022432-0.00031948i,-0.00028918-0.00028505i,-0.00020196+9.4153e-07i,0.00029934+3.6234e-05i
-0.00066635+0.0019685i,0.0001125+0.0018778i,0.0013318+0.0016574i,0.0011525+0.0012754i,0.00025442-0.00014891i,-0.00054786-0.0017931i,-0.0015338-0.0012668i,-0.0014316-0.00053136i,-0.0004467-0.00068784i,0.00083768-0.00092257i,0.0010745-0.0007383i,0.00034431-0.00047033i,-0.00080217-0.00045064i,-0.0013317+8.3425e-05i,-0.00078778+0.00045176i,-0.00051131+0.00014664i,6.2192e-05+0.00025453i,0.0011138+0.00064122i,0.00047559+0.00050811i,-0.00073335+0.00086719i,-0.00010018+0.00071288i,0.00074599+2.5105e-05i,0.0010022-1.3865e-05i
-0.0016871-0.00019616i,-0.001364-0.00036107i,-0.0016524+7.0608e-05i,0.00051192+0.00021249i,0.0028274+0.00069426i,0.0013846+0.00014118i,-0.00035367-0.00049072i,0.00049686-0.00042785i,0.0017153-0.00084407i,0.00077442-0.0011099i,-0.00056248-0.00051005i,0.00015616+0.00020407i,0.00050275-1.1495e-05i,2.0677e-05-0.00047948i,-0.00010814-0.00033967i,0.00013172-0.0003563i,0.00029404-0.0001405i,0.00058943+0.00026487i,0.00064967+3.261e-05i,0.00058574-0.00048685i,0.00059327-0.00022081i,0.00044524-0.00037273i,0.00037693-0.001117i
-2.1163e-05+0.00016645i,0.00090765+0.00050991i,0.0015968+0.0016974i,5.8675e-05+0.0014325i,-0.00081772-0.00082343i,0.00015765-0.0020648i,-9.1201e-05-0.0009062i,0.00049062+0.00046701i,0.0019405-0.00036734i,0.0013347-0.00083758i,0.00036786-7.1862e-05i,2.5292e-05-6.1124e-05i,-0.00053911-0.00042906i,-0.00047227-0.00030608i,-4.8515e-06-0.00039175i,8.5012e-05-0.00078209i,0.00011538-0.0010856i,0.00042679-0.00031526i,0.00052111+0.00039638i,0.00076742+0.00017053i,0.0012484-0.0004317i,0.00073164-0.00041488i,0.00025955-0.00014275i
0.00014407+4.3788e-05i,0.00068593+0.00073696i,0.00024771+0.001222i,0.0010099+0.00033563i,0.0017596-0.00071196i,-3.993e-05-0.001199i,-0.0010074-0.00049013i,-0.00030342+0.00029742i,0.00020881-0.00010382i,0.00016694-0.00065884i,-0.00011419-0.00087499i,0.00028326-0.00023852i,0.00043243+1.9115e-05i,-0.00011653-0.00035374i,-0.00073303-0.00044497i,-0.00070371-0.0001545i,-0.0001479-1.2216e-05i,0.00021888-0.00016187i,0.00092308-0.00017404i,0.0013807+0.00046076i,0.0006032+0.00089391i,-4.0628e-05-4.4131e-05i,0.00018666-0.00082393i
0.00076949+5.3854e-05i,0.0006127-0.00079214i,0.00039483-0.00087256i,-0.00011356-0.0010589i,-0.0014567-0.0017303i,-0.0025824-0.0016646i,-0.0015111-0.00045172i,0.00037837+0.00078868i,0.00067848+6.0576e-05i,0.00060423-0.00093114i,0.0001784-9.8648e-05i,-0.00035276+0.00018085i,-0.0003363-0.00041587i,6.3789e-05-0.00053662i,0.00069119-0.00028559i,0.00090574-0.00042846i,0.00072661-0.00049468i,0.00053734-5.7068e-05i,0.00053043+0.00092465i,0.0006107+0.0012332i,0.00022696+0.00039659i,0.00020939+0.00016582i,-0.00027692+9.1503e-05i
-0.00095921+0.00044949i,-0.00075493+0.0012495i,-0.00023164+0.0024106i,0.00087726+0.0023947i,0.0015963+0.00048806i,0.00076454-0.0014946i,-0.00044173-0.0005057i,-0.00078953+0.0010886i,0.00042826+0.00046427i,0.00016561+0.00014274i,-0.00079658+0.00035163i,-0.00034415-0.00021563i,0.00061851-0.0016695i,0.0002876-0.0021732i,-0.00043063-0.0010492i,-0.00023101+0.00015717i,0.00020196+0.00016186i,0.00028839+0.00015061i,-0.00016555+0.00019339i,-3.1807e-05+5.1658e-05i,0.0007178+0.00035971i,0.00088394+0.0007563i,0.00050823+0.0008367i
-0.0007123-0.00059945i,-0.00036922-4.1773e-05i,-0.00019683+0.00042641i,0.00070627+0.00045716i,0.0012036+0.00073033i,0.0015284-2.4037e-05i,0.0013585-2.2737e-05i,0.0013254+0.00086337i,0.0012521+0.00075681i,0.00051391-0.00047299i,0.00073357-0.00065729i,0.0011665-0.00058756i,0.00057789-0.0011521i,-0.00012548-0.0011375i,-0.00059423-0.00082255i,-0.00058175-0.0006886i,-0.0001759-0.00064905i,0.00032792-0.00029636i,0.00070906-6.7367e-05i,0.00067066-0.00010964i,0.00083002-3.8518e-05i,0.00049216-0.00072185i,-9.9865e-05-0.0013313i
0.00076759-0.00027534i,-0.0001627-0.00073256i,0.0004504-0.00020239i,0.0012303-1.7149e-05i,0.00181-0.001047i,0.00062988-0.0022387i,-0.00096584-0.0018422i,-0.00033457-0.00086726i,0.00092866-0.00063512i,0.00092686-0.00038262i,0.00058133-0.00049477i,0.00077105-0.00038363i,0.0005636+0.00016017i,0.00064451-0.00017195i,0.00067842-0.00057605i,-0.00030059-0.00022714i,-5.3658e-05+0.00038667i,0.00082668+0.00018171i,0.00012237-0.00030224i,-0.00053178+0.00014248i,-0.00039624+0.00024716i,-0.00012053-0.0007974i,0.00052886-0.0011632i
-0.0012311-0.0020516i,-0.00093852-0.00048839i,-0.00094453-0.00023801i,-0.00063339+0.00053565i,-0.0013261+0.00093662i,-0.0029584-5.8931e-05i,-0.0029795+0.00034792i,-0.00053295+0.00058773i,0.001085+4.4381e-05i,0.0001906-0.00039042i,0.00018033-6.9679e-05i,0.0011436+0.0005379i,0.0012636+0.00055662i,0.00063079-0.00025317i,0.00030458-0.00032896i,-8.7126e-05+1.7086e-05i,-0.00014374-0.0002383i,0.0008131-0.00030222i,0.0010371+0.00028191i,0.00010534+0.00062743i,-9.2186e-06+0.00029998i,5.5666e-05+0.00059382i,-5.5867e-05+0.00038437i
-0.0010795+9.308e-05i,-0.0011771-0.00015512i,-0.00050763-0.00038294i,0.00065755-0.00078121i,0.00074136-0.00039187i,0.00036624-0.00043285i,5.4292e-05-0.00047226i,0.0004078-7.602e-05i,0.0013452-0.00028695i,0.0012347-0.00056494i,-6.3288e-05-3.495e-05i,-0.00043207-0.00024639i,0.00014841-0.00026539i,-0.00042044-0.00019438i,-0.00099015-0.0011105i,-0.00037181-0.0013407i,0.00046054-0.0010376i,0.0008689-0.0006867i,0.00044448-0.00061301i,0.00031388-5.9327e-05i,0.00052892+0.00062179i,0.00028795+0.00018676i,0.00020398+6.4792e-05i
-0.00012668+0.00026604i,-0.00050822-0.00010315i,-0.00035115-0.00093224i,-6.8979e-05-0.00024089i,-0.00052826-0.00040679i,-0.00094336-0.0011713i,-0.00043644-0.00039745i,0.00076224+0.00085055i,0.0019429+0.0011837i,0.00096055+0.000508i,0.00022274-0.00026756i,0.00018405-4.2344e-05i,-0.00017677-0.00020344i,-0.00023214-0.00023487i,0.00045109+0.00017647i,0.0006893-5.276e-06i,0.00048376-3.3311e-05i,0.00049236-0.00025032i,-5.0036e-05-0.00041455i,4.4572e-05-0.00034346i,0.00073467-0.00016239i,0.0007394-0.0005641i,-3.4276e-05-0.0010747i
-0.00072969-0.00060977i,-0.0014549+0.00046394i,-0.0010454+0.0016061i,0.0003181-7.3869e-05i,0.0013546-0.0012617i,0.0013992-0.00051652i,0.00052938+0.00026557i,0.00094372+0.00040429i,0.001746-0.00070142i,0.0015823-0.0015977i,0.001105-0.00080829i,0.00062151+0.00050095i,-5.6791e-05-0.00039882i,-0.00042488-0.0017288i,-0.00057018-0.00081144i,-0.00066757+0.0001735i,-0.00058465+0.00041517i,-0.00035329+0.00084802i,0.00023505+0.0010834i,0.00018603+0.00099257i,0.00047509+0.00070274i,0.00015564+0.00057124i,-0.0009201+0.00034457i
-2.6131e-05-0.00093445i,-0.0004526-0.0012553i,-0.00067342-0.0008691i,0.00090509+0.0003266i,0.0018141+0.00069936i,0.00086822-0.00058747i,-0.00057345-0.00065116i,-0.00028668+0.0002041i,0.0012163-2.4635e-05i,0.00082576-0.00079197i,-0.0004591-0.0007937i,0.00015334-0.00017673i,0.0011504-0.00026768i,0.00069069-0.00049365i,4.9348e-05-0.00061101i,-0.00011045-0.00061862i,-0.00057383-0.00021298i,-0.00079747-0.00024689i,-7.4125e-06-0.00024969i,0.00066825-0.00047526i,0.00047891-0.00024303i,-3.3776e-05+3.9017e-05i,0.00025651+0.00018615i
0.0012135-0.00089439i,0.00047517-0.00090868i,0.0012101-0.00062876i,0.0014831-0.00037503i,0.00066143-0.00093051i,-0.00052906-0.0019339i,-0.00039873-0.0015475i,-4.4773e-05-0.00045759i,0.00041991-0.0011537i,0.00026653-0.0016152i,-0.00059363-0.00091292i,-0.00016654-6.6668e-05i,0.00031853+5.3837e-05i,0.0007766+0.00042394i,0.00071914+0.00017195i,-4.1719e-05-0.00069312i,-0.00014439-0.00058697i,-2.6291e-05-0.00056955i,6.5872e-05-0.00055131i,0.00017818+0.0007849i,0.0001746+0.0014417i,0.00038972+0.0010118i,0.00048658+0.0009109i
-0.00086301-0.0011733i,-0.00058436-0.00082829i,0.00015173-0.00010023i,-0.00012346+0.0010561i,-0.00050853+0.0009273i,-0.00086913-0.00013204i,-0.0010933+0.00062452i,-0.00052559+0.0011751i,-0.00030785+0.00032951i,-0.0004962-0.00069252i,-0.00033254-0.0010917i,2.1687e-05-0.00082566i,0.00025287-1.9204e-05i,-0.00015374+5.055e-05i,-0.00075121-0.00090361i,-0.00048549-0.0013587i,0.00016592-0.0010674i,0.00013042-6.1674e-05i,0.00027389+0.00045997i,0.0012681+0.0002044i,0.0010428-0.00066351i,0.00080561-0.0012416i,0.0010751-0.00033743i
-0.0024059-0.0001451i,-0.0018543+0.00097209i,-0.00034018+0.00098877i,0.0014167-0.00019346i,0.0019198-0.0016181i,0.0010447-0.0028877i,-0.00011451-0.0021073i,7.1913e-05-0.00049172i,0.00055191-0.00015759i,0.00030004-0.00060395i,0.00042671-0.00089684i,0.00054334-0.001191i,0.00017825-0.0012207i,-0.00024881-0.0011992i,-0.00094806-0.0013056i,-0.00072343-0.0006948i,0.00062337-2.143e-05i,0.00097006+6.5862e-05i,0.00085878+0.00028893i,0.00075451+6.0879e-05i,-6.6025e-05-5.7547e-06i,0.00020596-0.00011259i,0.00046045-0.00034931i
-0.00091631+0.001508i,-0.0013067+0.00061977i,-0.00096187+0.00073052i,-0.00029306+0.00015166i,-0.0001382-0.00043605i,-0.0004146-0.00061935i,-0.0009723-0.00043423i,-0.001089+0.00023315i,-0.00074749-0.00038269i,-0.00020771-0.00071498i,0.00010138-7.7978e-05i,0.00020788+0.00015837i,-5.4566e-05+3.2159e-05i,7.4255e-05-0.00070198i,0.00026221-0.0011161i,0.00034014-0.00098002i,0.00032258-0.00050117i,0.00042863-0.00075811i,0.00026327-0.00088292i,-0.0005798-0.00014625i,-0.00075566-0.00021876i,0.00026348+0.00028454i,0.00032748+0.0012903i
-0.0010818-0.0034323i,-0.0014346-0.0020659i,-0.0025368-0.0011915i,-0.0016469+0.00028899i,-0.0019451+0.00061569i,-0.0018768-0.00030068i,-0.0016872-5.8567e-05i,-0.00018535-0.00031248i,0.0013461-0.001151i,0.0013404-0.00077616i,0.0012978-5.4704e-06i,0.001261+0.00011311i,0.00083943-0.00023643i,0.00059474-0.00051092i,0.00021826-0.00080963i,0.00026661-0.0013004i,0.00016203-0.0012272i,-0.00058317-0.00061491i,-0.0011088-0.00026717i,-0.0013048-0.00029568i,-0.00053484-0.00015622i,-0.00020028-0.00026238i,0.00017702-0.00029423i
0.0010192-0.0010421i,0.00062821-0.00079849i,-1.6831e-05-0.00073048i,0.00031226-0.00064014i,0.0010864-0.00095227i,0.00041467-0.0012846i,-0.00043765-0.00029026i,8.0707e-06+0.00051839i,0.001458-0.00055529i,0.0012088-0.0010617i,-7.8071e-05-0.00069173i,-0.00055843-0.00022784i,-0.00067908-1.3758e-05i,-0.00030677-0.00059227i,-0.00039008-0.00062684i,-0.00064775+0.00014738i,-0.00031234+0.00065941i,-0.00041415-0.00032933i,-0.0009353-0.00073928i,-0.00058933-0.0001184i,-7.9789e-05-0.00015487i,0.00015181-0.00067323i,0.00023906-0.00099787i
-0.00047631-0.0010416i,-0.00081184-0.00065929i,-0.0015842-0.00082304i,-0.0016087-0.00045337i,-0.001085-0.00028195i,-0.00088056+0.00024409i,-0.0009319+0.00094777i,-0.00080302+0.00089581i,0.00067265-8.0403e-05i,0.0017025-0.00061138i,0.00086746-0.00054217i,0.00072947-0.00061767i,0.00099215-0.00069423i,0.00077969-0.00017067i,7.1966e-05-0.00099226i,0.000339-0.0016721i,0.00036974-0.001206i,0.00028373-0.0005304i,0.00065896-0.0004519i,0.0004339-0.00025221i,7.1127e-05+0.00039445i,-8.6217e-05+0.00011046i,-0.00043043+0.00014751i
-0.0012719-4.4445e-06i,0.00056757-0.00031891i,0.0018837+1.5602e-05i,0.0024733+0.0011953i,0.0023536+0.00023235i,0.0016658-0.0022624i,0.00070855-0.0020734i,0.00079986-0.00027159i,0.0009176+0.00011765i,0.00071876-0.0004834i,0.00061282-0.00042251i,0.0006466-3.8385e-05i,0.00067785+0.00019112i,0.00017697-0.00054326i,0.00020136-0.00031321i,0.00055309+0.00038824i,0.00070264-0.00019344i,0.00085253-0.00040369i,0.00075627-0.00012767i,0.0006936-0.00021061i,0.00020562+0.00011944i,-0.00017693+5.7966e-05i,0.00013951-0.00030318i
0.00021473-8.1018e-05i,0.0002113-0.0004585i,-0.00023926-0.00065099i,-0.0001715-0.0011253i,-0.00021204-0.0019333i,-0.0012558-0.0015191i,-0.002076-9.9583e-05i,-0.0013751+0.00040344i,0.00020063+0.00036947i,0.00041994+9.2359e-05i,-0.00042431-0.00030532i,-0.00067524-0.00063629i,-0.00041349-0.00066132i,-0.00034317-0.00034381i,-0.00011214-0.00061583i,-2.452e-05-0.00074017i,7.8792e-06-0.0011432i,0.0001088-0.0010904i,-0.00029223+4.2559e-05i,-0.00039885+0.00039081i,-2.1335e-05-0.00011354i,2.2905e-05-0.00030391i,9.8885e-05-0.00039631i
-0.00040205+0.0018465i,-0.00095776+0.002481i,0.00029939+0.0025833i,0.0019267+0.0030939i,0.0025259+0.0014366i,0.001619-0.00037548i,-0.00016566-0.00013568i,7.0696e-05+0.00071855i,0.00094802+0.0012552i,0.00021302+0.0011046i,-0.00020995+0.00013758i,0.00019934-0.00050984i,0.0004594-0.001198i,-0.00011217-0.0015468i,-0.0011519-0.00061259i,-0.0017382+7.8824e-05i,-0.0011662+8.0501e-05i,-0.0010639-0.00029761i,-0.00089968-0.00065893i,1.6525e-05-0.00068124i,0.0006529-0.00073905i,0.00061484-0.00067227i,6.1666e-05-0.00064135i
0.0010157+0.0012463i,0.00099283-4.6942e-05i,0.001056+9.4647e-05i,0.00026475-1.6888e-05i,-0.0010548-0.0010651i,-0.0022509-0.0011889i,-0.0019427-9.7245e-05i,-3.213e-05-3.2998e-05i,0.0010732-0.00028391i,0.00066135-0.00022024i,-0.00048466+0.00029804i,-0.00059672+0.0004064i,-0.00059181+0.00023476i,-0.00030136-0.00031215i,0.00035894-0.00092297i,0.00012542-0.00048275i,-0.00055652-0.00024539i,-0.00052395-9.7074e-05i,-0.00024982+0.00084477i,0.0003306+0.00099375i,0.0007865+0.00095247i,0.00079656+0.00079219i,0.00035526+0.00028464i
-0.00078503-0.00052125i,-0.0010461-0.00047395i,-0.00041794-0.00031988i,0.0010377+1.8231e-05i,0.00060996-0.00013084i,-0.0011905-0.00093714i,-0.0013957+0.0002296i,-0.00051484+0.0013079i,0.00030671-7.6367e-05i,7.585e-05-0.00095628i,-0.00033413-0.001362i,-0.00038731-0.0012331i,-0.00063075-0.00082761i,4.7852e-05-0.0003776i,0.00074749+0.00013384i,0.00099631+5.8563e-05i,0.00032784-0.0003267i,0.00032688-0.0005319i,0.00021717-0.00026337i,-0.00070486-0.00037786i,-0.00054251-0.00067348i,-7.1457e-05-0.00090146i,-1.9591e-06-0.00086062i
-0.00049231-2.3652e-05i,-0.00012841+0.00081819i,-3.8832e-05+0.00049975i,0.00039681-0.0003677i,0.0010097-0.00084306i,0.00039256-0.0007433i,-0.00088551-0.00059955i,-0.0005515-2.6322e-06i,0.00055378-0.00048805i,0.00040712-0.00092275i,-0.00049437-0.00057493i,-0.00031715-0.00051587i,0.00051402-0.00048898i,-7.3859e-05-0.00056146i,-0.0012515-0.00088191i,-0.0011544-0.00073898i,-0.00030135-0.00042064i,0.00012756-0.00050744i,0.0004157-0.00027491i,0.0013746+0.00015329i,0.0012041-0.00010335i,0.00030005-5.6022e-05i,-0.00031572-0.00023785i
-0.0022285-0.0033737i,-0.002498-0.0021i,-0.0022129+0.00012811i,-0.0013266+0.0010291i,-7.6544e-05+0.00071725i,0.0001842+0.00037482i,-0.00034163-0.00016265i,0.00021165-0.00024333i,0.0005531-0.00027932i,-0.00053896-0.0011921i,-0.001018-0.00058797i,-0.00052028+0.00018574i,0.00014037-0.00072085i,0.0010647-0.0016349i,0.0010664-0.0014352i,0.00043205-0.00079254i,0.00030744-0.00046671i,-0.00014653-0.0005731i,-0.00028772-0.00054803i,0.00019393-0.00026925i,-1.6513e-05-3.9996e-05i,-0.00034329-0.00032679i,-0.00014294-0.00076982i
0.0001228+2.6643e-05i,0.0013558-0.0010435i,0.00087442-0.0021467i,-0.0003899-0.00138i,-0.00097943-0.00072322i,-0.0012515-0.0010411i,-0.0017482-0.00083306i,-0.00041637-0.00019398i,0.0013236-0.00032427i,0.00060214-0.00089069i,-6.2642e-05-0.00030138i,-9.9007e-05+0.00079147i,-0.00075443+0.00039936i,-0.00099585-0.00057482i,-0.00076826-0.00053565i,-0.00043587+0.00040392i,0.00047574+0.00080374i,0.00049717+0.0005301i,-0.00034122+0.00023008i,-0.00049134-5.2189e-05i,8.603e-05-0.0003113i,-5.9664e-05+0.00042449i,-0.00025463+0.00043845i
-0.00012679-0.00093337i,-0.00060692-0.0011454i,-0.00021352-0.0013167i,-0.0001155-0.00026887i,-0.00031877+6.5057e-05i,-0.00078716-0.00071715i,-0.0017047-0.00054271i,-0.000574+0.00067078i,0.0013016+0.00072638i,0.00092252-0.0005287i,0.00016742-0.00074265i,0.0006157-0.0002385i,0.0002501-0.00021164i,-0.00016237-0.00011383i,-0.00019361-0.00041235i,-6.6282e-05-0.00062549i,-0.00019694-6.9491e-05i,-0.00045907+0.00045679i,0.0005642+0.00014745i,0.001088-6.4487e-05i,3.576e-05+0.00018726i,-0.00025239+0.00034145i,0.00067874+0.00056504i
2.0057e-05+0.0013702i,0.001301+0.0010352i,0.0020068+0.0016452i,0.0022881+0.0020003i,0.0019302+0.0012769i,0.00036939-0.00059825i,-0.0010015-0.00043226i,-0.00041924+0.00065477i,0.00051233-4.9231e-05i,0.00041807-0.0015163i,-0.00035859-0.0012998i,-3.9271e-05-0.00084056i,0.00088808-0.00093162i,0.00093047-0.00079567i,1.8082e-05-0.00059987i,-0.00065125-0.0010008i,-0.00017187-0.00098176i,0.00016616-0.00068729i,0.00054691-0.00070379i,0.00034567-0.00096678i,-0.0002725-0.0011528i,-0.00048272-0.00085492i,0.0002404-0.00087274i
-0.0015856+0.00028417i,-0.00035344+0.00017893i,0.00014636+0.00033534i,0.00013057+0.0013472i,0.0003075+0.00071277i,-8.7814e-05-0.0011162i,-0.00050074-0.00028314i,-0.00044853+0.0006412i,0.00022625-0.00024218i,0.00078891-0.00096064i,0.00082508-0.00041173i,0.00072927-0.00011715i,-1.241e-05-0.00061397i,3.716e-05-0.00058774i,6.209e-05+0.00036296i,-0.00075292+0.00055063i,-0.0010373-1.5644e-05i,-0.00056603-9.5507e-05i,0.00038781+0.00021632i,0.00058589+0.00024607i,-9.1869e-05-0.00067809i,0.00070767-0.00075357i,0.001566+0.000148i
