0.00079959-0.00061647i,0.00083525-0.0016232i,-0.00063895-0.002672i,-0.0017827-0.0016318i,-0.0022169-0.00026431i,-0.0023592+0.00073116i,-0.00074828+0.0011207i,0.00063844+0.00090968i,0.00078988+0.00051082i,0.0010696-0.00089482i,0.0013471-0.0012313i,0.0011057+6.6646e-05i,2.8869e-05+1.1077e-05i,-0.00040918-0.00050546i,4.424e-05-0.00047286i,0.00037035-0.00047388i,-3.6854e-06-0.00068483i,-0.00030141-0.0010338i,0.00032869-0.00099486i,0.00015087-0.00066326i,-0.00014763-0.00095695i,7.1287e-05-0.0010113i,-0.00025395-0.00013304i
0.001982-0.0010874i,0.0013481-0.0015666i,0.00094885-0.001786i,0.0003869-0.0020413i,0.00021651-0.0015929i,0.00049944-0.0011304i,0.0011887-0.0014922i,0.0012533-0.0013278i,0.00026692-0.00054263i,-0.00075005-0.00071062i,-0.00075418-0.0014265i,-0.00040312-0.0003009i,-0.0005859-1.6101e-05i,-0.00064178+0.00012867i,-0.00082516+0.00053964i,-0.0011465+7.3185e-05i,-0.00058392-9.4617e-05i,0.00027678-0.00020521i,0.00037599-0.00021839i,6.6738e-05-0.00065553i,0.00055058-0.00057422i,0.0007482+0.00060593i,0.00016751+0.0010967i
0.0025193+0.00060209i,0.0028221-0.001113i,0.002895-0.001957i,0.0025017-0.0016172i,0.0015884-0.00097538i,0.00066019-0.00061052i,0.00078326-0.0005763i,0.00073904-0.00049442i,0.00042858-0.00024969i,0.00023915-0.00015231i,5.2344e-05+0.00027215i,0.00063853+0.00087878i,0.0011312+0.00067923i,0.00099113+0.00023027i,0.00066787+0.00049636i,0.00054267+0.00088064i,0.00024972+0.00034796i,5.3608e-05-7.3938e-05i,0.00036888-0.00020672i,1.0813e-05-0.00061435i,-0.00012466-0.0003543i,0.00041377+0.00020528i,-1.7317e-05+0.0004283i
0.00087205+0.0027833i,0.0011902+0.0014533i,0.0017554+0.0016317i,0.0018628+0.0017i,0.0019991+0.0014932i,0.0012057+0.00061506i,-0.0001186-0.00043179i,-0.00095743-0.00026197i,-0.00098119+0.00039946i,-0.00063697+0.00045484i,-0.00027189-0.0001488i,0.00013747-0.00053123i,-0.00036739-0.00041561i,-0.00058697+1.7941e-05i,0.0001512+0.00036705i,0.00034835+0.00037614i,0.00043407-0.00032894i,0.00054575-0.00095424i,0.00026438-0.00046755i,-0.00018426-0.00031832i,-0.00029635-8.3328e-05i,0.00011111+0.00050651i,0.00020027+0.00059108i
0.00048421-0.00032809i,0.00048319-0.00094112i,0.00044239-0.0018999i,-0.00043107-0.0018161i,-0.00059399-0.00096933i,4.3785e-05-0.0011347i,0.00092115-0.0014885i,0.001788-0.0014342i,0.0012305-0.001478i,0.00030924-0.001193i,0.00018498-0.00044289i,0.00065109-0.0003148i,0.0010146-9.5022e-05i,0.00076301-8.7367e-05i,0.00070287-0.00017897i,0.0004787+8.6275e-05i,0.00027142+0.00066948i,-0.00011433+0.00085861i,-0.00054936+0.00034367i,0.00012722+9.7098e-05i,0.00026365+9.8563e-05i,-0.00044317-0.00038154i,-0.00069688-0.00058157i
-0.00065214-0.00034889i,0.00023111+0.00010966i,0.0016655-0.00028304i,0.0013195+0.00039772i,0.00011426+0.00088412i,0.00012916-0.0001824i,0.00087429-0.0004001i,0.00078766-0.00054737i,0.00073123-0.00082402i,0.0012789-0.00045826i,0.0014211-0.00017469i,0.00069138+3.366e-05i,-0.00035804+0.00012732i,-0.00022264+0.00034744i,0.00013889+0.00064251i,0.00041456+0.00057234i,0.00074582+6.2108e-05i,0.00024574-0.00086004i,-0.0004271-0.0010311i,-0.00066158-0.00051644i,0.00033085-0.0004433i,0.0014471-0.00040838i,0.00082891-0.00029805i
-0.00021068-0.0016241i,-0.00073657-0.0023233i,-0.00078669-0.0016452i,-0.00011281-0.0002338i,0.0007857+0.00070975i,0.00064301+0.00046202i,0.00019557-0.00012597i,0.0003178+2.4421e-05i,0.00032796+0.00022892i,-7.0312e-05+0.00040794i,-0.00069694-0.00017417i,-0.00011327-0.00039969i,0.00056627+0.00036007i,-0.00011948+0.0010327i,-0.00044016+0.00085096i,-0.00029352+0.0002039i,-0.00050215-2.9667e-05i,-0.00033267-0.00041712i,-7.5251e-05-0.00040539i,0.00014387+0.00016975i,2.1602e-05-0.00041105i,-9.215e-05-0.0013903i,0.00023317-0.00096644i
0.00044422+0.0021191i,0.00027612+0.0025319i,-0.0006006+0.001767i,-0.0010115+0.00028856i,-0.00049636+0.00013362i,-0.00018951+0.00072502i,-0.00023091-4.094e-05i,-0.00034954-0.001103i,-0.00015048-0.0010537i,-0.00012292-0.00070082i,-0.00061069-0.00038052i,-0.00010678-0.00037479i,0.00055259-3.9607e-05i,0.00075279+0.00032442i,0.00054813+0.00035565i,5.6036e-05+0.0002519i,-0.00015303-0.00010146i,0.00060524-0.00045058i,0.0010948-0.00037994i,0.00087327-7.5239e-05i,0.00069935+0.00088816i,0.00056369+0.00053234i,0.00070841-0.00039812i
0.00022397+1.3858e-05i,0.00066797-0.0010909i,0.0014343-0.0017393i,0.001467-0.001296i,0.001171-0.0002118i,0.0012737+7.244e-05i,0.00049159-0.00035708i,0.00030075-0.00076152i,0.001426-0.00042956i,0.0021766-0.00025124i,0.00091023+0.00017734i,-0.00059234+0.00035968i,-0.00030431+6.0655e-05i,-0.0001866-8.1255e-06i,-0.00078481+0.00016763i,-0.00091937-5.0044e-05i,-0.00040806-0.00010758i,0.00014883+0.00022277i,0.00060089+0.00015705i,0.000494-9.9919e-05i,0.00023239+0.00016193i,1.51e-05+0.0003223i,3.5046e-05-0.00045599i
-0.0018378+0.002047i,-0.00024849+0.0025561i,0.0012119+0.0022747i,0.0013832+0.001259i,0.0022327+0.00079879i,0.0021586+0.00038796i,0.0014949-0.00028508i,0.0010333-7.6993e-05i,8.8516e-05+0.00070474i,0.00012677+0.0003917i,0.00049657-0.00021987i,4.0708e-05-1.5182e-05i,0.00029649+0.00058249i,0.00093198+0.00075367i,0.00031183+0.00022789i,-0.00022115-0.00011722i,-0.00025984+0.00050123i,-4.6762e-05+0.00084093i,0.00066871+0.00021691i,-5.2681e-05+4.121e-05i,-0.00066087-0.00036655i,0.00022894-0.00041231i,0.00047498+0.00046212i
0.00044722+0.0012165i,0.00092899+0.00080751i,0.00063942-0.00015826i,-0.00013083-0.00022059i,-0.00078722+0.00037873i,-0.00081531+0.00028503i,-0.00088792-0.00064654i,-0.0012677-0.00083566i,-0.00095929-0.00077613i,0.00011467-0.00097045i,0.0001175-0.00048461i,-0.0002333+0.00023026i,3.1923e-05+0.00073552i,0.00016459+0.0012842i,0.00016405+0.00072856i,-0.000783-0.00067198i,-0.0013009-0.0010537i,-0.00079109-0.00050718i,-0.00047149-4.877e-05i,-4.2497e-05-6.9413e-05i,-0.00021677-0.00090341i,-0.00051801-0.0013092i,-0.0002008-0.00042013i
-0.0011843-0.00093784i,3.5444e-05-0.00035904i,0.0016171-0.00050729i,0.0005922-0.00023873i,-0.00024106+6.5588e-05i,0.0010493-0.00017688i,0.0013956-0.0010424i,0.00076242-0.0011472i,0.00027111-0.0013463i,0.00034216-0.0014494i,0.00038816-0.00092049i,0.00034339-0.00071183i,-0.00081514-0.0008504i,-0.0014115-0.00084934i,-0.00048673-0.00080775i,0.00017777-8.8763e-05i,5.8982e-05+0.00040176i,0.00010144+0.00035692i,0.00011373-0.00015426i,0.00027463-0.00024375i,0.00031474+0.00015976i,4.0132e-05+0.00015937i,8.8233e-05+2.0513e-05i
-0.00044377-0.0023475i,-0.00057385-0.0017696i,-0.00034799-0.001463i,-0.0011609-8.8111e-05i,-0.0011213+0.0012297i,-0.00039313+0.00034754i,-0.00011497-0.0016229i,-2.4058e-05-0.0022018i,0.00039071-0.0015937i,0.00052959-0.00094252i,-0.00066779-0.00076813i,-0.0010543-6.0905e-05i,9.4625e-05+0.00070409i,0.00032874+0.00056943i,-0.00047852+0.00026919i,-0.00062606+0.00012717i,0.00018533+0.00067846i,0.00012106+0.0015865i,-0.0010918+0.0013167i,-0.00095161+0.00025419i,0.00023906-0.00044305i,0.00039001-0.00090038i,-0.00012544-0.00029264i
0.00090844+0.00027916i,0.0019255+0.0012898i,0.0018341+0.0011341i,0.0007737+0.00036795i,3.3648e-05-0.00061644i,8.1532e-05-0.0014759i,-0.00020199-0.0014686i,-0.00058401-0.0013112i,-0.00037443-0.0010394i,-0.00021748-0.00018678i,0.00045397+0.000406i,0.0012058+0.00077516i,0.00085366+0.0012986i,-0.00017428+0.0012998i,-0.00021563+0.00062468i,0.00021335+0.00011078i,7.1884e-05+7.7513e-05i,5.2688e-05-0.00037917i,-0.00025424-0.00019342i,-0.00023926+0.00069297i,-6.2174e-05+0.00043686i,-0.00027608+4.0849e-05i,-0.00042309-2.899e-05i
0.00026294-0.0011745i,-0.00017928-0.0012478i,-0.0011449-0.0011702i,-0.00051506-0.00046956i,0.00011761+0.0012212i,0.00036483+0.0017675i,0.00064958+0.00048009i,0.00040447-0.00055799i,-0.00058818-0.0012989i,-0.00099079-0.0010415i,-0.00016097-0.00044253i,0.00026498-4.5675e-05i,8.2714e-05+0.00050524i,-0.00028958+0.001158i,-0.0002849+0.00041144i,-0.00061334-0.00026243i,-0.00062872+0.00069682i,-0.00018751+0.00065021i,0.00037522-0.00016351i,0.00056157-0.0003858i,0.00037292-0.00052599i,-0.00039821-0.00027961i,-0.00071582-0.00026212i
-0.00086164-0.0008569i,-0.00078307+3.682e-05i,3.0526e-05+0.00044836i,5.9066e-05+0.0004526i,0.00056183+0.001003i,0.0020599+0.0010067i,0.0026932-0.00037167i,0.0019505-0.0010028i,0.00066103-0.00084725i,-0.00018131-0.00082476i,-0.0010182-0.00074701i,-0.00044589-0.00059774i,-0.00010088-0.0003836i,0.00010315-0.00044925i,0.0011367-0.00059023i,0.0012541-0.0005362i,0.00037755-0.00013223i,-0.00029553+0.00015524i,-0.00071707-0.00069978i,-0.00067517-0.00094829i,7.0138e-05-8.4087e-05i,0.0010511+0.00049771i,0.00060781+0.00031528i
8.9041e-05+0.0015943i,0.00054615+0.0032662i,0.0009277+0.0041005i,2.0313e-05+0.002636i,-0.00032136+0.00098919i,0.00045599+0.00034502i,0.0012375-0.00052125i,0.0017961-0.0010819i,0.0016654-0.0015899i,0.001327-0.0013042i,0.0012247-5.0725e-05i,0.0008098+0.00039738i,6.568e-06+0.00020801i,-0.00014107+5.1367e-05i,-0.00078713+0.00053472i,-0.0010388+0.00025024i,-0.00069305-0.0002028i,-0.00050985+0.00033474i,-0.00022965+0.00048588i,0.00092302-0.00028275i,0.0013995-8.9383e-05i,0.00098429+0.00046109i,-8.4809e-05+0.00066641i
-0.0013265-0.00020875i,-0.0013035-0.00038814i,-0.00070561-0.00057354i,6.0112e-05-0.00018666i,0.00079452+0.0012098i,0.0014264+0.0016127i,0.0014635+0.00052297i,0.00087452-0.00037979i,8.7751e-05-0.00074162i,-0.00019238-0.00098636i,-0.00040157-0.0013022i,-0.00029536-0.0013224i,0.00033785-0.0013894i,0.0010007-0.00086359i,0.00066815-0.00032058i,-2.2287e-05-0.00042789i,0.00042043+5.1414e-05i,0.00078322+0.00047203i,0.00030893+0.00010127i,0.00025727-0.00035334i,-6.0567e-05+0.00035793i,0.00039801+0.00034098i,0.00068893-0.00022651i
-0.0014103-0.00073818i,-0.001356+7.6838e-05i,-0.0017024+0.0017841i,-0.0013288+0.0032434i,-0.00067102+0.0028639i,0.00069744+0.0011014i,0.0020918-0.00031934i,0.0015162-0.0010133i,0.00035588-0.0011398i,0.00016803-0.0011541i,0.00020405-0.001268i,-0.00042085-0.00094427i,-0.00075062-0.00036254i,-0.00082422+0.00068047i,-0.00089352+0.0010803i,-0.00060085+0.00032164i,-7.6346e-05-0.00055256i,0.0004701-0.00039529i,0.00042286+0.00036442i,0.00022521+0.00051232i,-0.00068734+6.2087e-05i,-0.00082506-0.0005413i,-7.9788e-05-0.00020056i
-0.00044383-0.00057939i,-5.9326e-05+0.0017239i,0.0015023+0.0020267i,0.002057+0.00011792i,0.0015007-0.0008879i,0.0014181-0.00036246i,0.0013628-0.00031183i,-5.2521e-05-0.0011042i,-0.00040081-0.0011843i,0.00018513-7.4467e-05i,-0.00023178+0.00081966i,-0.00049981+0.00093898i,-0.00052995+0.0001299i,7.7971e-05+5.8577e-05i,0.00070522-0.00045476i,0.00049496-0.00070526i,-9.5246e-07+0.00022806i,-0.00045836+3.6184e-05i,-0.00026276-0.00015748i,9.872e-05+0.00020183i,0.00016059+0.00051559i,0.00060213+0.00051155i,0.00076995+0.00025542i
0.0033926-0.00016257i,0.0034372-0.0014593i,0.0017432-0.0015345i,0.00032313-0.0008115i,0.00056516-0.00092786i,0.00072954-0.00090856i,0.0006071+0.00025965i,0.00048661+0.000788i,0.00048985+0.00022015i,0.00065465-0.00039626i,0.00076225-0.00012412i,0.00059844+0.00063789i,7.2813e-05+0.00092726i,-0.00010542+0.000754i,0.00048382+0.00043826i,-0.00010215-6.5822e-06i,-0.00086234+0.00017417i,-0.00057704+0.0009268i,-0.00029731+0.00057508i,-0.00025941-0.00031676i,-0.00083791-0.00046296i,-0.00085655+4.9882e-05i,0.00018746+0.00032098i
-0.0019875-0.00083469i,-0.0028693-0.001665i,-0.0021999-0.00071157i,-0.001797+0.0016044i,-0.00088861+0.0026731i,0.00028622+0.001362i,0.0010707-0.00031616i,0.001339-0.0005984i,0.00024122-0.00060125i,0.00055578-0.0010203i,0.0016446-0.00040694i,0.0011507+0.0004064i,0.00097974+0.00038336i,4.2069e-05+0.00051532i,-0.0010135-0.00036346i,0.00014429-0.0005405i,0.0010395-0.0001651i,0.00057197-0.00027909i,0.00035936+0.0001815i,-0.00013979+0.00051628i,-0.00070759+0.00022224i,-0.00040487-0.00029249i,-8.3374e-05-0.00016322i
0.0014502+0.0014115i,0.0029174+0.00051997i,0.0032949-0.00033411i,0.0017433-0.0010822i,0.00058656-0.00063738i,0.00053014+0.00051945i,0.0005004+0.00063159i,0.00033318-0.00021925i,0.00054325-0.00037263i,0.00085485-2.712e-05i,0.00050596-0.00035371i,0.00053646-0.00033502i,0.0003368+4.8095e-05i,-0.00016433+0.00065294i,-0.00052659+0.00065045i,-0.00061974-2.3288e-05i,0.0001148+4.8422e-05i,0.00026749+0.00036826i,-0.00031253+0.00036534i,-0.00048831-4.7169e-05i,0.00012437-0.00071267i,-5.7617e-05-0.0008323i,-0.00028455-0.00041784i
0.00064642-0.0010459i,-2.2254e-05-0.0017228i,-0.0011972-0.00071316i,-0.0012232+2.774e-05i,-0.00098584+0.0002981i,-0.00036849+0.00099006i,0.00042141+0.00070101i,0.0011027-0.00010505i,0.00085786-3.695e-05i,0.00056927+0.00011396i,0.00054125+5.979e-05i,-0.00033166-5.0864e-05i,-0.00063061-0.00060431i,7.026e-05-0.00084842i,0.00045545+0.00010936i,0.00031923+0.00058455i,0.00062002+0.00030779i,0.00030533+0.00095619i,-0.00043216+0.0008541i,-0.00063943+0.00058149i,-8.42e-06+0.00062577i,0.00089812+0.00022733i,0.00041945-0.00030635i
0.0020336+0.0025561i,0.0019672+0.002193i,0.0014282+0.00082032i,0.0006583-0.00030995i,0.00025656-0.00023033i,4.8671e-05-0.00014035i,0.00078196-0.00027238i,0.00068282-0.00019193i,-0.00061594-0.00041064i,-0.00077766-0.00085418i,0.00035608-0.0008844i,0.00064781+0.00018379i,-0.00035292+0.00055017i,-0.00096265+0.00019684i,-0.00061601+0.00078251i,-0.00032457+0.00075903i,0.00012028-0.00012049i,0.00094706-0.00031238i,0.00081109+0.0003536i,0.00031405+0.00045885i,0.00037407+0.0002044i,0.00060894+0.00097058i,0.0004652+0.0014373i
0.00070231-0.0005442i,0.0010705-0.00034304i,0.0016464-0.00029239i,0.0012436+0.00047216i,2.1245e-05+0.00093623i,-0.00037998+0.00011547i,0.00058826-0.0010053i,0.00091637-0.00080747i,0.00028157-0.00056867i,0.00036853-0.00088638i,0.00015032-0.00056151i,-0.00015018-7.7419e-05i,-0.00025101-0.00012637i,-0.0012201+4.6464e-05i,-0.00091301-5.7496e-05i,0.00032904-0.00032968i,0.00037271-0.0006079i,0.00026841-0.00013821i,-0.00029977+0.00050451i,-0.0014653+0.00055185i,-0.0013569+0.00023082i,-0.00072857-0.00023944i,-0.00018073-0.00080212i
0.0002037+0.00047226i,0.00011979-0.00033105i,-0.00015303+2.7321e-05i,-0.00077078+0.00017861i,-0.00066538+0.00051303i,0.00067171+0.0011492i,0.00096381+0.00087906i,0.00035496-0.00064373i,-0.00015763-0.00097686i,-0.00021076-0.00019613i,-0.00026363+0.00021478i,-1.9774e-05+6.634e-05i,0.00058378-0.00015665i,0.00048756+0.00026752i,0.00053937+0.00046718i,0.00064638+9.6046e-05i,0.00036264+0.00014524i,0.00064075+0.00061255i,0.0005704+0.00071113i,0.00034954+0.00046181i,0.0008826-0.00029032i,0.00022275-0.00094038i,-0.00067525-0.00078537i
0.0022172-0.0020831i,0.0019037-0.0016616i,0.00055148-0.00081145i,-0.00051946-0.00022123i,-0.00027385+0.00021056i,5.898e-05+0.00043436i,0.00054327+0.0003206i,0.0010003-9.7824e-05i,0.00065188-0.00086539i,0.00075444-0.00040048i,0.00055492+0.00039054i,1.8876e-05-0.0002614i,0.00057983-0.001045i,0.0011195-0.00063372i,0.000297-0.00012387i,-0.00026396-0.0003638i,-0.00013565-0.00092147i,0.00045415-0.00058488i,0.0010574+0.00027019i,0.0013177+0.0005033i,0.0009419+0.00016775i,4.6153e-05-0.00034083i,0.00013027-0.0011458i
0.00056019+0.00031081i,0.00039129-3.2352e-05i,0.00044702-0.00053297i,0.00084821+4.2815e-05i,0.0011624+0.0005026i,0.0018073-0.0002766i,0.0013726-0.00031176i,0.00086271+0.00026517i,0.00069206+0.0006585i,0.00063592-6.9261e-05i,0.0010385-0.0007931i,0.00073436-0.00033624i,0.00018509+0.00024219i,0.00031173+0.00079403i,0.00040363+0.00075727i,-0.00029979+0.00037484i,-0.0007704+0.00046108i,-0.00081795+0.00029173i,-0.00093731+0.00089607i,-0.00035994+0.00096013i,0.00038783+3.8093e-05i,0.00046113+3.1502e-06i,-0.00051593+7.1035e-05i
0.0013304-0.00056i,0.00096457-0.00043746i,0.0007575-0.00036826i,-0.00017299+0.00032946i,-0.00148+0.0016212i,-0.00026308+0.0019954i,0.0010733+0.00016544i,0.00059325-0.0013747i,0.00031543-0.0013561i,0.0010305-0.0012359i,0.0008239-0.00085968i,-1.4445e-05-0.0010924i,-0.00046115-0.0011204i,-0.00054573-6.0635e-05i,-0.00036271+0.00073586i,0.00014289+0.00042823i,-0.00020236-0.00013123i,-0.00046102-0.00037742i,-0.00013137-0.00045865i,-0.00045149-0.00032385i,-0.00023857+5.8025e-05i,0.00022229+0.00033204i,3.7982e-05-0.00010627i
0.00025024+0.0015057i,0.0011153+0.0005748i,0.0015773+0.00037528i,0.0010929+0.00043994i,0.00026206+0.00088814i,0.00046443+0.00040902i,0.00045988-0.00070501i,-0.00026126-0.0016074i,0.00033649-0.0014523i,0.00069773-0.00080474i,0.00018138-0.0009956i,-0.00016878-0.00078097i,-0.0012106+0.00024798i,-0.0016653+0.00078391i,-0.0008469+0.00057025i,-0.00048812+0.0003874i,-0.00070835-0.00020498i,-0.00026992-0.00012804i,0.00085878+0.00073087i,0.00074135-0.00010048i,-0.00035664-0.00049722i,-0.000798-3.7582e-05i,-0.00046153+0.00040704i
0.0023366-0.0007268i,0.0031909+0.00044279i,0.0025559+0.0012337i,0.00054033+0.0010715i,-0.0014463+0.00078647i,-0.0010713+0.00083486i,-0.00020013+9.3382e-05i,-0.00019114-0.00037686i,0.00039165+0.00017819i,0.0009807+0.0002348i,0.00072424+3.5928e-05i,0.00025086-1.1618e-05i,2.4347e-05+0.00055434i,0.00022569+0.00068438i,5.937e-05+0.00073309i,-0.00040146+0.00080793i,1.4566e-05+0.0012208i,0.00056593+0.00087821i,0.00010152-0.00022426i,0.00042264-0.00044044i,0.00078184+0.00029849i,0.0006209+4.5599e-05i,0.0010658-0.00022629i
0.00078331+0.00090258i,0.00024697+0.0012446i,-0.00028469+0.00056726i,-0.00013606-0.00051852i,0.00028794-0.0009631i,0.00050059-0.00092519i,0.0013198-0.00065981i,0.0010419-0.00015496i,0.0003076-0.00045046i,6.3838e-05-0.00037263i,-0.0004483-0.00065411i,-0.00072075-0.0010275i,-0.0006989+6.9628e-05i,-0.00071337+0.0010563i,-0.00020556+0.00079599i,-6.7395e-05-0.00025056i,-6.3939e-05-0.0013346i,0.00015986-0.001356i,0.00012444-0.00040787i,8.9551e-05+0.0001512i,-0.00040094+0.00019217i,-0.00066203+0.00014899i,-0.00026478+0.00012047i
0.0013697+0.00012272i,0.0011046-0.00023544i,0.0016701-0.0010461i,0.0014803-0.0015364i,0.00092004-0.00045531i,0.00028415+0.00080998i,-0.00040199+0.00059275i,5.1407e-05+7.0098e-05i,0.00043508-2.7271e-05i,-9.4204e-07+2.5575e-05i,-0.0002135+0.00066425i,-0.00017919+0.0012498i,-0.00021099+0.0011719i,-9.5512e-05+0.00096746i,9.6457e-05+0.00065591i,-0.00014974+0.00051573i,-0.00035426+0.00046815i,-0.00061438+0.00057025i,-0.00098793+0.00075207i,-0.00066408+0.0009508i,-0.0006009+0.00079135i,-0.0011+7.812e-05i,-0.00078463-0.00030896i
-0.00022823-0.0020489i,-0.00025534-0.0019309i,-0.0011427+0.00052765i,-0.0024316+0.0024326i,-0.0024028+0.0020088i,-0.00030978+0.0011162i,0.0007988+0.00040117i,0.00034995-0.00076888i,-0.00039092-0.00047464i,-0.00037926+0.00057102i,-3.3754e-05+0.00065029i,-8.7914e-05+0.00014324i,0.00015537-2.6252e-05i,0.00027377-0.00052781i,0.00098139-0.00076311i,0.00070405+1.6306e-05i,-0.00026245-0.00025986i,0.00016998-0.00076042i,-0.00018608-7.0215e-06i,-0.0014284+0.00037278i,-0.0010622-0.0007495i,-0.00025599-0.001446i,-0.00027457-0.0011344i
9.0864e-06+0.0017246i,-2.9256e-05+0.00089337i,-0.00050688+0.0003446i,-0.00045831-0.00071377i,0.00047531-0.0010942i,0.00095265-0.00061573i,0.00052738-0.00043465i,0.00050742-0.00032772i,0.00078511-3.2451e-05i,0.0010147+0.00016939i,0.0014188-0.00048322i,0.00095554-0.0013387i,-5.7608e-05-0.00024478i,-0.00081585+0.0016606i,-0.00060139+0.0012892i,-0.00035776+0.00049027i,-9.0492e-05-0.00014401i,0.00013248-0.00017215i,-0.00024428+0.00039484i,-0.00015682-0.00014173i,0.00068669-0.0007999i,0.00084785-0.0006048i,0.00052273-5.8447e-05i
-0.0027626+0.0018048i,-0.0024394+0.0017816i,-0.00056534+0.00331i,0.001558+0.0036223i,0.0027994+0.0016834i,0.0026549-0.00075068i,0.0018655-0.0014101i,0.00051418-0.00081983i,-0.00037354-0.00025012i,-0.00044327+0.00013069i,-0.00069214+0.00023634i,-0.0011895+0.00026045i,-0.0015719+0.00018045i,-0.0016684-7.1801e-05i,-0.001078+0.00091231i,-0.00018402+0.00043342i,0.00061337-0.00017004i,0.00070309+0.0006727i,3.0729e-05+0.00098655i,-0.00010317+0.00037589i,0.00027252-0.00046356i,9.1544e-05-0.00042294i,-0.00071001-0.00037494i
-0.0026269-0.00062346i,-0.0022076+1.3394e-05i,-0.0017803+0.00097362i,-0.0011358+0.0014335i,-0.00078468+0.0015138i,-0.00022408+0.00089605i,8.2768e-05+0.00014149i,0.00043419+0.00046021i,0.00056597+0.00032289i,0.00061265-0.00053946i,0.00027148-0.0005211i,-0.00068116-0.00043329i,-0.0010502-0.00012809i,-0.00091633-0.00083754i,-0.0012925-0.0013926i,-0.00081421-0.0011257i,-0.00017159-0.00074213i,-0.00095633-0.00021664i,-0.0010554+0.0007089i,-0.00051756+0.000975i,0.00018399+5.4204e-05i,0.00087207+0.00028622i,0.00019787+0.0013876i
0.00097052-0.00049448i,0.0014655+3.2902e-05i,0.0010437-0.00013281i,0.00017405+0.00035163i,-0.00060596+0.0009099i,-0.00010323+0.00058103i,0.00087447-0.00028031i,0.00076362-0.0010378i,0.00010404-0.00089807i,-0.00025709-0.0011494i,-0.00075016-0.00093236i,-0.00093931-3.3921e-05i,0.00028696-0.00010665i,0.00070602-0.00070479i,-0.00040466-0.00027692i,-0.0010899+0.0002642i,-0.00066671+0.00010269i,-0.00012881-0.00040731i,-0.00063421-0.00084534i,0.00010061-0.0010364i,0.00058878-0.0007956i,-2.1498e-05-0.00035165i,-0.00055568-0.00010434i
0.0004806-0.0024045i,-0.00086457-0.0015246i,-0.0034164-0.00041058i,-0.0031995+0.00075879i,-0.0010548+0.0020602i,0.00095747+0.0011559i,0.0020883-0.00072508i,0.0016617-0.0012069i,0.0008655-0.00098542i,0.00077481-0.00064254i,0.0012344-5.0426e-05i,0.0010038+0.00031314i,0.00041708+5.5785e-05i,1.4058e-06-0.00069696i,-0.00052484-0.00072264i,-0.00028813+2.0667e-05i,-0.00035395+0.00049016i,-0.00036335+0.00036023i,-1.3747e-05-0.0004933i,-0.0001733-0.00095922i,-0.00021138-0.00064871i,0.00044277-0.00066217i,0.00061352-0.00052711i
0.00066227+4.2547e-06i,0.0011755-0.00049261i,0.0017133-0.0014183i,0.0011533-0.0012367i,0.00031453-0.00046789i,0.00076005+0.00045541i,0.000244+6.9812e-08i,7.1695e-06-0.00028327i,0.00059855+0.00012287i,0.00059941+0.00014487i,0.00023241-0.00022116i,3.6457e-05-0.00077528i,-8.2166e-05-0.00086602i,0.00011149-0.00091617i,0.00030136-0.00096151i,0.00015382-0.00089074i,-0.00050511-0.00031095i,-0.0011562+0.00043423i,-0.00039688+0.00026152i,8.0849e-06-8.1118e-06i,-0.00029723+0.00017337i,-0.00074607+0.00019997i,-0.00081899+0.00047162i
-0.00011007+0.00061209i,5.0585e-05+0.00030277i,-0.0010268+0.0018348i,-0.0013757+0.0020186i,-0.0012689+0.00098903i,-0.00062223+0.00055614i,0.00098348+0.00031099i,0.0014065-0.00021059i,0.0011858-0.00038958i,0.0010924-0.00032036i,0.0012017+0.00016854i,0.0006536+0.00014549i,-0.0002607-0.00014154i,-0.00050703+7.9989e-05i,-0.00025423+0.00034797i,0.00042781+0.000844i,0.00041773+0.00061896i,-0.00053856+0.0003044i,-0.00047797+0.00018093i,-0.0004422+0.00014973i,-0.00074496+3.0082e-06i,-0.00060089+9.7372e-05i,-0.00031293+0.00046126i
-0.0010127-0.0006328i,-0.00016767+0.0010644i,0.00029251+0.0025547i,0.00013894+0.0020822i,-0.00041578+0.00091683i,0.0003019+0.00045039i,0.0006814-0.00050586i,-1.3243e-05-0.0017998i,2.4679e-05-0.0017093i,0.00043889-0.00099704i,0.00030146-0.00028975i,0.00073936+4.099e-05i,0.0007881-0.00018418i,0.00016959-0.00060216i,-0.00040412-0.00080594i,-0.00053384-0.00031436i,-0.00047446+0.00019804i,-0.00025585+0.00025257i,-0.00041591-0.00015003i,-0.0001749-0.00033671i,0.00044146-0.0004569i,0.00055671-0.00064899i,0.0007521-0.0004366i
0.00063466+0.00090841i,0.00089507+0.0018875i,0.00020306+0.0026894i,-0.00047509+0.0021657i,-0.00063039+0.00098206i,-0.00017385+0.00030766i,-0.0004316+0.00023682i,-0.0013711+7.1919e-05i,-0.00092097-0.0005641i,0.00077425-0.0012981i,0.00086781-0.001319i,-0.00038083-0.0012405i,-0.0012037-0.0013755i,-0.0011905-0.00095707i,-0.0004745-0.00047299i,0.00023915+5.0751e-06i,0.00025609-0.00010725i,-0.00017139-0.00093147i,0.00039147-0.00059428i,0.0011212-0.00012969i,0.00083616-0.00070722i,0.00039547-0.00052688i,-2.2287e-06-0.00029835i
