0.00079959-0.00061647i,0.00083525-0.0016232i,-0.00063895-0.002672i,-0.0017827-0.0016318i,-0.0022169-0.00026431i,-0.0023592+0.00073116i,-0.00074828+0.0011207i,0.00063844+0.00090968i,0.00078988+0.00051082i,0.0010696-0.00089482i,0.0013471-0.0012313i,0.0011057+6.6646e-05i,2.8869e-05+1.1077e-05i,-0.00040918-0.00050546i,4.424e-05-0.00047286i,0.00037035-0.00047388i,-3.6854e-06-0.00068483i,-0.00030141-0.0010338i,0.00032869-0.00099486i,0.00015087-0.00066326i,-0.00014763-0.00095695i,7.1287e-05-0.0010113i,-0.00025395-0.00013304i
0.065567+0.084247i,0.04938+0.11748i,0.0085069+0.097356i,0.02386-0.0092397i,0.065049-0.14609i,0.05442-0.1945i,0.020263-0.14737i,0.009363-0.094236i,0.0051603-0.07014i,-0.013909-0.059879i,-0.040033-0.039319i,-0.04833-0.010073i,-0.035834+0.0026144i,-0.022365+0.00051366i,-0.013471-0.0017998i,-0.010322-0.0057207i,-0.013113-0.0097681i,-0.014252-0.010412i,-0.01068-0.0095827i,-0.0063937-0.0069159i,-0.00066707-0.0017953i,0.0089104-0.0015227i,0.015718-0.0044807i
-0.14115-0.056916i,-0.18435-0.090281i,-0.14699-0.14965i,-0.074128-0.20132i,-0.031558-0.19456i,-0.028475-0.15041i,-0.04255-0.1071i,-0.048895-0.072324i,-0.043956-0.038152i,-0.019665-0.010225i,0.013727-0.0032518i,0.025266-0.0049183i,0.017046+0.001208i,0.0076469+0.0066651i,0.0048205+0.00419i,0.0064875-0.00013508i,0.0069251+0.0037553i,0.0069718+0.012021i,0.0061809+0.012022i,0.002655+0.0058057i,-0.0034307+0.0016454i,-0.012345+0.0051531i,-0.018274+0.012152i
0.044585-0.050639i,0.09594-0.11825i,0.11316-0.114i,0.08899+0.012876i,0.058067+0.14391i,0.020503+0.16811i,-0.0036531+0.13008i,0.0024061+0.094413i,0.016606+0.054249i,0.012271+0.018776i,-0.0093037+0.0050681i,-0.023662+0.0067951i,-0.017775+0.011912i,-0.0046595+0.010947i,8.4336e-06+0.0083558i,0.001443+0.0073597i,0.0054827+0.0016038i,0.0028697-0.0014944i,-0.0026124+0.0063433i,-0.00313+0.011845i,-0.0020592+0.0095562i,0.0023175+0.0079105i,0.0087804+0.0052788i
-0.14548-0.018633i,-0.19274+0.082603i,-0.11433+0.18019i,-0.019572+0.15546i,-0.023129+0.078278i,-0.038442+0.049746i,-0.0036164+0.054247i,0.036194+0.046891i,0.033328+0.016045i,-0.0020242+0.0035378i,-0.0054784+0.02357i,0.016356+0.025869i,0.013354+0.0076909i,-0.0018618-0.00086075i,-0.011163+0.0034862i,-0.015323+0.01428i,-0.015105+0.019828i,-0.010457+0.015073i,-0.0035353+0.0059312i,0.00084686-0.001557i,0.0012909-0.0091662i,-0.0038987-0.018478i,-0.010127-0.02062i
0.15806+0.14575i,0.17524+0.15746i,0.052378+0.10791i,-0.057789+0.016921i,-0.067594-0.089443i,-0.063818-0.1284i,-0.074034-0.098211i,-0.083105-0.074483i,-0.078463-0.043799i,-0.042735-0.015672i,-0.017725-0.026281i,-0.01919-0.036403i,-0.013873-0.019495i,-0.00094843+0.00018974i,0.0091386+0.0029307i,0.01199-0.0090459i,0.010262-0.0181i,0.0085247-0.019568i,0.0032016-0.017337i,-0.0034921-0.009732i,-0.0054718+0.0022988i,0.00065138+0.012389i,0.011627+0.013841i
-0.095166-0.18196i,-0.17314-0.25789i,-0.17867-0.24235i,-0.10747-0.13539i,-0.014022-0.013185i,0.041804+0.041519i,0.021037+0.037183i,-0.026198+0.037866i,-0.032858+0.045099i,-0.0097168+0.032926i,0.0061868+0.029144i,0.022438+0.036516i,0.039667+0.02225i,0.041085-0.0016926i,0.028662-0.011017i,0.011796-0.0085775i,-0.0036309-0.0015143i,-0.0081593+0.004978i,-0.0014733+0.0054261i,0.0058863+0.001714i,0.008603-0.002316i,0.0069195-0.0092689i,-0.0010428-0.014703i
0.074363+0.29271i,0.22532+0.34817i,0.30887+0.2374i,0.26234+0.14378i,0.19928+0.15196i,0.17911+0.12833i,0.15916+0.052638i,0.13611+0.0058615i,0.10051-0.012351i,0.052704-0.0083399i,0.029363-0.0078213i,0.017339-0.029643i,-0.0043476-0.038624i,-0.017628-0.024209i,-0.010287-0.0043881i,0.010976+0.010442i,0.02796+0.013631i,0.02636+0.0087002i,0.013194+0.0043235i,0.0032812+0.0022603i,-0.0034346+0.00064296i,-0.011223+0.0055526i,-0.013332+0.01412i
0.040131-0.27324i,0.02765-0.28483i,0.02802-0.15298i,0.0067791-0.084324i,-0.068661-0.11537i,-0.11238-0.10578i,-0.085401-0.07262i,-0.06586-0.063673i,-0.053383-0.040995i,-0.031275-0.020085i,-0.033363-0.0049396i,-0.041312+0.022719i,-0.025184+0.039414i,-0.0031556+0.030323i,-0.00056283+0.010295i,-0.01415-0.0048534i,-0.024573-0.01068i,-0.0223-0.008695i,-0.012033-0.0046666i,-0.0028066-0.001152i,0.0049622+0.0001681i,0.012595-0.0039308i,0.013426-0.010464i
-0.23197+0.15547i,-0.34684+0.21202i,-0.36449+0.18649i,-0.28355+0.11338i,-0.18534+0.033184i,-0.12534-0.014336i,-0.099541+0.008927i,-0.065667+0.065387i,-0.021898+0.074916i,0.003039+0.035054i,0.019345-0.0026494i,0.03378-0.024979i,0.0318-0.037324i,0.017944-0.037433i,0.0052443-0.026303i,0.00014568-0.0063673i,0.0050161+0.0085248i,0.010664+0.0070118i,0.0072803+0.00014192i,-0.00032478-0.00099337i,-0.0055082+0.0014609i,-0.010209+0.0044124i,-0.011596+0.0099345i
0.31744-0.23073i,0.34053-0.38699i,0.21393-0.38961i,0.14349-0.24049i,0.17538-0.1066i,0.16518-0.061724i,0.12002-0.041042i,0.10183-0.038567i,0.075059-0.053533i,0.033636-0.043916i,-4.6476e-05-0.021826i,-0.031689-0.0082438i,-0.050618+0.0048622i,-0.042882+0.015024i,-0.019473+0.011518i,-0.0015096-0.0078136i,7.454e-05-0.026075i,-0.006113-0.024234i,-0.0054879-0.01017i,0.00063578-0.0020609i,0.0028395+0.001187i,0.0044814+0.00281i,0.0085541+0.00066286i
-0.24724+0.10103i,-0.2047+0.13157i,-0.042026+0.070233i,0.038551-0.00092029i,0.022648+0.0015576i,0.0085161+0.01725i,-0.0097493-0.014117i,-0.03599-0.047125i,-0.051715-0.043448i,-0.045947-0.0085542i,-0.012411+0.024958i,0.025091+0.035483i,0.039356+0.029833i,0.032851+0.019761i,0.017474+0.014609i,0.0035344+0.019401i,-0.0055414+0.028428i,-0.0077572+0.026788i,-0.0063+0.012319i,-0.0076356-0.0013226i,-0.0094015-0.007333i,-0.01131-0.0090013i,-0.013574-0.0068405i
0.24361+0.18285i,0.31376+0.28944i,0.235+0.30095i,0.06539+0.21859i,-0.081082+0.14193i,-0.14511+0.10602i,-0.1363+0.096043i,-0.096091+0.094379i,-0.043819+0.07299i,-0.012829+0.027211i,-0.020548-0.010743i,-0.028825-0.025902i,-0.02063-0.030322i,-0.013396-0.025453i,-0.0073955-0.014379i,0.0036227-0.0087839i,0.014308-0.011134i,0.012968-0.012311i,0.0042305-0.0047133i,0.0037338+0.0045289i,0.0093882+0.0063872i,0.013875+0.0046154i,0.016287+0.0025013i
-0.37298-0.20169i,-0.54252-0.17663i,-0.46755-0.029569i,-0.22961+0.057157i,-0.063715+0.023871i,0.0024426+0.0058666i,0.044433+0.0088828i,0.054481-0.0047351i,0.034842-0.01043i,0.013133-0.0057425i,0.0060096+0.0081032i,0.0068139+0.0249i,0.00389+0.034799i,0.0053925+0.032991i,0.006936+0.019525i,-0.0024046+0.0066982i,-0.012963+0.0022222i,-0.0093491+0.0048149i,0.0035207+0.0049992i,0.0083682-0.00091945i,0.0047781-0.00454i,7.3896e-05-0.0052458i,-0.0051325-0.004019i
0.22836+0.12845i,0.28123+0.037386i,0.19617-0.12272i,0.11101-0.18678i,0.12217-0.17678i,0.12027-0.18429i,0.055982-0.17435i,-0.003122-0.13229i,-0.029549-0.070934i,-0.0082674-0.018962i,0.026095-0.01831i,0.030756-0.035502i,0.026796-0.0323i,0.024293-0.021888i,0.017389-0.013908i,0.014173-0.0062921i,0.01707-0.0011885i,0.017292-0.002967i,0.008-0.0048202i,-0.0021689-0.00020681i,-0.0067807+0.0056378i,-0.0067414+0.0097986i,-0.0022526+0.012034i
0.049428-0.2997i,0.090186-0.39113i,0.094468-0.314i,0.023203-0.14207i,-0.050683+0.015254i,-0.0455+0.10529i,-0.014154+0.12811i,-0.0056634+0.12184i,0.0026909+0.089499i,-0.00045502+0.045435i,-0.016623+0.031365i,-0.015721+0.02886i,-0.0076965+0.008854i,-0.0085516-0.0049189i,-0.011527-0.0014494i,-0.015647+0.0014435i,-0.019527-0.001871i,-0.019803-0.0021787i,-0.016042+0.0027888i,-0.0089488+0.0043045i,-0.0051219-0.0013684i,-0.0045849-0.0088274i,-0.0040357-0.012354i
0.00060204+0.45552i,0.093075+0.61926i,0.17477+0.52325i,0.16941+0.3111i,0.12878+0.18449i,0.10589+0.1242i,0.09928+0.08355i,0.1059+0.052372i,0.09089+0.013559i,0.045226-0.0059977i,0.02111-0.0050142i,0.016051-0.0069292i,0.0076191-0.0017798i,0.0084472+0.0028537i,0.01155-0.0022655i,0.0099126-0.0014525i,0.0071897+0.0056443i,0.0070149+0.005965i,0.0086641-0.00084172i,0.0065279-0.0047064i,0.0030802-0.0014311i,0.00030731+0.0043629i,0.00014058+0.0078376i
-0.020347-0.28863i,-0.13697-0.33198i,-0.21511-0.22584i,-0.17049-0.14505i,-0.1197-0.16259i,-0.13477-0.16209i,-0.14665-0.13014i,-0.13446-0.10414i,-0.10105-0.062606i,-0.055317-0.036765i,-0.042957-0.032942i,-0.045464-0.014589i,-0.028895+0.0014457i,-0.015518+0.0023965i,-0.010341+0.00092998i,-0.0058751-0.0034804i,-0.0029803-0.0091001i,-0.0034898-0.007573i,-0.0062594-0.0031088i,-0.0049009-0.0017711i,0.0011723-0.0014308i,0.0064011-0.0029027i,0.0056791-0.0052934i
-0.27249+0.11207i,-0.3554+0.11016i,-0.30043+0.059912i,-0.18046+0.03513i,-0.093329+0.031063i,-0.055624+0.010787i,-0.055586+0.00433i,-0.05274+0.029442i,-0.027154+0.037976i,-0.0056785+0.026388i,0.013182+0.020581i,0.021826+0.0070068i,0.0042072-0.0061225i,-0.0094187+0.0004096i,-0.0026944+0.01159i,0.008748+0.016215i,0.014288+0.01535i,0.014741+0.012204i,0.013732+0.01283i,0.0099634+0.012911i,0.0025+0.0096556i,-0.0061478+0.0080994i,-0.010539+0.0093386i
0.41333-0.20097i,0.54485-0.31447i,0.44961-0.29219i,0.26243-0.15487i,0.16366-0.043918i,0.13314-0.017433i,0.13328-0.030318i,0.1324-0.057951i,0.082215-0.068149i,0.029972-0.040882i,0.010657-0.020788i,0.00099322-0.0142i,6.3263e-05-0.0045733i,0.0012163-0.004898i,-0.0052071-0.011273i,-0.0078284-0.014608i,-0.0038409-0.017238i,-0.0022514-0.019313i,-0.0024497-0.020299i,-0.00031406-0.017127i,0.0053531-0.010595i,0.011306-0.006077i,0.010962-0.0060855i
-0.25471+0.14127i,-0.26474+0.24438i,-0.14519+0.24956i,-0.039705+0.15266i,-0.0060145+0.074897i,0.008961+0.041773i,-0.0047394+0.005375i,-0.03903-0.010452i,-0.037663+0.00050731i,-0.019001+0.0083485i,-0.010599+0.021858i,0.007306+0.03066i,0.023914+0.016647i,0.021716+0.0043122i,0.0098697+0.0042745i,-0.0039635+0.0066292i,-0.013521+0.010161i,-0.013204+0.011042i,-0.010805+0.0085226i,-0.010658+0.0041473i,-0.012021-0.0032259i,-0.015608-0.0072391i,-0.015744-0.0020381i
0.20173+0.17441i,0.22109+0.24384i,0.13837+0.2004i,0.038649+0.075948i,-0.043516-0.01019i,-0.092982+0.0081985i,-0.093851+0.08875i,-0.057311+0.13045i,-0.01531+0.10021i,0.0043506+0.045199i,0.007267+0.003053i,-0.0031149-0.013419i,-0.011527-0.0018744i,-0.0003799+0.0091508i,0.013833+0.0044421i,0.017047-0.0031415i,0.013648-0.006192i,0.010323-0.0053389i,0.009915-0.0046598i,0.0091062-0.002673i,0.007228+0.0061351i,0.008894+0.01492i,0.013571+0.013192i
-0.31403-0.26235i,-0.42845-0.36688i,-0.37601-0.29781i,-0.21406-0.11173i,-0.067232+0.021453i,0.013626+0.047614i,0.051327+0.0095016i,0.050838-0.026319i,0.023133-0.021823i,0.0064644-0.005899i,-0.0019326-0.0025661i,-0.0076266+6.6236e-05i,-0.0058076+0.0017686i,-0.008741+0.0026947i,-0.0144+0.0070582i,-0.015548+0.0078417i,-0.015457+0.0046411i,-0.015987+0.0053481i,-0.014579+0.0067218i,-0.0095668+0.0019358i,-0.0032493-0.0079757i,-0.00135-0.018233i,-0.0069544-0.019656i
0.19278+0.14981i,0.26374+0.15804i,0.25957+0.077451i,0.21508-0.021181i,0.16903-0.086909i,0.1022-0.13702i,0.0053325-0.15032i,-0.053515-0.10754i,-0.050917-0.058794i,-0.029604-0.02694i,-0.0047144-0.0092048i,0.011601-0.013091i,0.0056835-0.023619i,-0.0044049-0.021296i,-0.0064325-0.0099043i,-0.0011818+0.0022148i,0.0093541+0.0096659i,0.014689+0.0099614i,0.012492+0.010256i,0.0060849+0.01077i,-0.0047242+0.010831i,-0.011574+0.015408i,-0.0057399+0.017268i
0.071373-0.20881i,0.14024-0.25948i,0.10465-0.19761i,-0.032014-0.091019i,-0.12557-0.0032586i,-0.12228+0.07594i,-0.052212+0.12659i,0.012339+0.10781i,0.023338+0.055575i,0.0075047+0.02111i,-0.0028135+0.008326i,-0.0025697+0.0082776i,0.007188+0.0092382i,0.014722-0.00093936i,0.01075-0.012866i,0.0033912-0.016853i,0.0010562-0.017636i,0.0018404-0.017651i,0.0026105-0.015063i,0.0045903-0.0095602i,0.011007-0.0041931i,0.018581-0.0057705i,0.016279-0.01214i
-0.114+0.29978i,-0.2029+0.42916i,-0.1847+0.4057i,-0.0528+0.28906i,0.061889+0.18476i,0.12027+0.080706i,0.12561-0.017581i,0.089125-0.05331i,0.055071-0.040655i,0.027683-0.026638i,0.0011415-0.01086i,-0.0085073+0.0049894i,-0.005094+0.0079576i,0.00025596+0.0059378i,0.0065288+0.0052917i,0.0076364+0.003543i,0.0012229+0.0036637i,-0.0035261+0.0044261i,-0.0037895+0.0036168i,-0.0034619+0.0013287i,-0.0081838-0.0032781i,-0.019294-0.0043593i,-0.024174+0.0042193i
0.061895-0.15715i,0.095808-0.20922i,0.089811-0.2139i,0.040134-0.21539i,-0.036966-0.22306i,-0.12454-0.18421i,-0.17117-0.10119i,-0.14459-0.036747i,-0.085932-0.0089113i,-0.035205+0.0048045i,-0.0029308+0.0071536i,0.00093348+0.0026499i,-0.0099423+0.0091729i,-0.012002+0.018245i,-0.0069+0.018129i,-0.0018481+0.0093768i,0.0021604-0.00057305i,0.003733-0.0042216i,0.0045845-0.0050948i,0.0050806-0.003115i,0.005852+0.004739i,0.010125+0.012593i,0.015396+0.009848i
-0.16299-0.025787i,-0.23697-0.092261i,-0.22902-0.094252i,-0.15572+0.0054382i,-0.059623+0.097067i,0.021067+0.12361i,0.05666+0.11096i,0.046304+0.080197i,0.020903+0.049428i,0.01044+0.021205i,0.0054637-0.001602i,0.004048-0.012068i,0.0065184-0.019487i,0.0021002-0.023293i,-0.0048051-0.015756i,-0.0058504-0.0034804i,-0.0060442+0.0027757i,-0.0086392+0.0021056i,-0.0099448+7.5059e-05i,-0.0061332-0.0029101i,-0.00070433-0.0087659i,-0.0011592-0.016404i,-0.0085779-0.018096i
0.20629+0.01381i,0.3158+0.091971i,0.32505+0.13152i,0.25773+0.068138i,0.18815-0.0203i,0.13646-0.083245i,0.088069-0.11551i,0.047269-0.097829i,0.021161-0.057118i,-0.0031147-0.019178i,-0.013279+0.012791i,-0.0051734+0.02292i,0.00035971+0.014126i,-0.0004286+0.0036596i,-0.0016825-0.0048126i,-0.0014759-0.0065139i,0.0028624-5.3646e-05i,0.0073178+0.0068867i,0.0073621+0.0098089i,0.0041023+0.0084471i,-0.00069158+0.0082228i,-0.0027252+0.014235i,0.0041368+0.019746i
-0.076834-0.0067176i,-0.085648-0.058653i,-0.086624-0.10179i,-0.10487-0.070813i,-0.1241+0.011382i,-0.12944+0.082206i,-0.11631+0.1029i,-0.082864+0.071335i,-0.047767+0.029983i,-0.016249+0.004367i,0.0065659-0.014135i,0.0119-0.018804i,0.016028-0.0056815i,0.023256+0.0050811i,0.020544+0.0064333i,0.0090148+0.0032815i,-0.00015894-0.0020176i,-0.0011189-0.0062048i,0.00087547-0.0073941i,0.00090698-0.0057584i,0.0027298-0.0045316i,0.0075168-0.0079948i,0.0074858-0.013585i
-0.025603+0.085987i,-0.11713+0.1587i,-0.15566+0.18075i,-0.075792+0.13007i,0.012933+0.058114i,0.057836+0.017253i,0.077128+0.015363i,0.061639+0.026345i,0.033279+0.025323i,0.0064034+0.0063616i,-0.020412-0.0052877i,-0.031259-0.0031488i,-0.028415-0.0024715i,-0.022007-0.0011548i,-0.012485+0.0022136i,-0.002935+0.0041282i,0.00062593+0.0046902i,-0.0030471+0.0040986i,-0.0068905+0.0045917i,-0.0080821+0.0050812i,-0.0099237+0.0033768i,-0.014384+0.0024348i,-0.01719+0.0062065i
-0.0061536-0.085114i,0.079658-0.14197i,0.14598-0.17078i,0.079513-0.15498i,-0.034535-0.11997i,-0.084302-0.10965i,-0.080929-0.11048i,-0.044969-0.085463i,-0.0083834-0.048902i,0.011291-0.010208i,0.031177+0.013111i,0.037515+0.010471i,0.023607+0.0051954i,0.0093772+0.0072547i,0.0019523+0.0071388i,0.0010744+0.0018323i,0.0044287-0.0050155i,0.0074888-0.0089443i,0.0086959-0.0081032i,0.0079662-0.0056374i,0.007601-0.0027628i,0.011381-0.0011266i,0.015248-0.0023278i
0.020692-0.028015i,-0.045849-0.080941i,-0.12378-0.070652i,-0.084997+0.011666i,0.04129+0.055792i,0.08658+0.05674i,0.045247+0.056212i,0.00037487+0.038423i,-0.018957+0.017331i,-0.016108+0.00088993i,-0.016741-0.01403i,-0.017527-0.016602i,-0.0061223-0.015986i,0.0045044-0.019122i,0.0056166-0.016163i,0.00072038-0.0059411i,-0.0045607+0.0028076i,-0.0077524+0.0033695i,-0.0082682+5.4597e-05i,-0.0067566-0.0018445i,-0.0064159-0.0030889i,-0.0082542-0.0042512i,-0.0096896-0.0056326i
0.013702+0.054809i,0.067485+0.18548i,0.13407+0.23394i,0.13183+0.10903i,0.054755-0.022991i,0.018947-0.053117i,0.036391-0.041476i,0.039797-0.019591i,0.024352+0.0010156i,0.0015726+0.013091i,-0.011536+0.028391i,-0.0077266+0.034053i,-0.0023312+0.025317i,0.00014324+0.017584i,0.0041804+0.012533i,0.008735+0.0086918i,0.011319+0.008275i,0.011514+0.011167i,0.0099259+0.013171i,0.00723+0.011125i,0.0061812+0.0092187i,0.0058123+0.011028i,0.0038759+0.013717i
0.03559-0.014891i,0.041286-0.12648i,-0.010041-0.20626i,-0.078071-0.10906i,-0.093854+0.051682i,-0.075586+0.09897i,-0.06116+0.055981i,-0.04155+0.0099959i,-0.019697-0.016182i,-0.0023318-0.025444i,0.0095112-0.032606i,0.008489-0.034121i,0.0040217-0.020938i,0.0060203-0.0078056i,0.0069457-0.0051852i,0.0015847-0.0084247i,-0.004429-0.010871i,-0.0049503-0.011236i,-0.0015427-0.0101i,0.0010929-0.0082438i,0.0019026-0.0084102i,0.0013452-0.010239i,0.0022477-0.010377i
-0.12248-0.0096061i,-0.22565+0.065811i,-0.21187+0.14668i,-0.062319+0.11349i,0.056888+0.00060781i,0.065163-0.057487i,0.031586-0.029583i,0.0069431+0.0061755i,-0.0039434+0.012686i,-0.0068958+0.0030186i,-0.012295+0.0002461i,-0.011138+0.0065402i,-0.006433+0.0041322i,-0.01108-0.002265i,-0.017146-0.0013801i,-0.013661+0.0033816i,-0.0058896+0.0066737i,-0.0030788+0.0075541i,-0.0046805+0.0061743i,-0.0062127+0.0036015i,-0.0062763+0.0032333i,-0.0069755+0.0046432i,-0.0094573+0.0042367i
0.11523+0.029243i,0.26651-0.0041258i,0.31772-0.070016i,0.16558-0.10796i,-0.014011-0.079296i,-0.060418-0.026516i,-0.029961-0.010216i,-0.0042206-0.0065871i,0.0095912+0.0016443i,0.016548+0.0075975i,0.021636+0.0079581i,0.022805+0.001544i,0.016628-0.0026374i,0.011338-0.00022475i,0.011126+0.0013311i,0.012078-0.0013846i,0.012195-0.0063961i,0.011516-0.0098528i,0.007935-0.0094352i,0.004524-0.0064689i,0.0050524-0.004371i,0.0077757-0.0029771i,0.0094766+0.00054491i
-0.055746-0.11335i,-0.17426-0.17752i,-0.26475-0.15149i,-0.19237-0.027634i,-0.022291+0.067153i,0.061714+0.06734i,0.043546+0.035971i,0.01132+0.0085444i,-0.0070424-0.0013168i,-0.01222+0.0015301i,-0.015631-3.836e-05i,-0.020194+0.0022498i,-0.013282+0.0075826i,-0.0014871+0.0031821i,-0.00089452-0.003649i,-0.0082701-0.0030955i,-0.014111+0.0018915i,-0.015438+0.0032197i,-0.011437-0.00011629i,-0.0072069-0.0038275i,-0.0068173-0.0049159i,-0.0079767-0.0039957i,-0.0060974-0.0050991i
0.013723+0.17138i,0.059177+0.3125i,0.12894+0.34623i,0.14906+0.18967i,0.065557+0.0023538i,-0.026338-0.053761i,-0.041677-0.031317i,-0.021569-0.011817i,-0.012504-0.0049194i,-0.01214+0.00063336i,-0.0034167+0.0052589i,0.007837-0.00041764i,0.0058528-0.0056517i,-0.0024356+0.0030895i,-0.0035541+0.014369i,0.0013457+0.017227i,0.0057686+0.013517i,0.006709+0.0099132i,0.0045447+0.0079177i,0.00064547+0.006494i,-0.00064644+0.0068918i,0.0014641+0.0081138i,0.00085158+0.0077279i
0.046675-0.13495i,0.086159-0.27283i,0.074868-0.35804i,-0.010671-0.26682i,-0.066601-0.078784i,-0.041102+0.016222i,-0.010225+0.015362i,-0.0013312+0.0030261i,0.0041433-0.0040208i,0.002266-0.0085131i,-0.0038294-0.009462i,-0.0098096-0.0093838i,-0.013578-0.0050926i,-0.0061587-0.00092317i,0.004729-0.0051955i,0.0068513-0.011733i,0.0029912-0.012679i,-0.00031996-0.0093197i,-0.00066017-0.0029219i,0.0012625+0.0023488i,0.0023503+0.0010256i,0.0010729-0.0036331i,0.0012054-0.0039025i
-0.12407+0.067483i,-0.25017+0.13886i,-0.30192+0.2097i,-0.18386+0.19799i,-0.013432+0.076857i,0.050351-0.038356i,0.032833-0.058493i,0.016956-0.02843i,0.01515-0.0095117i,0.012383-0.0054333i,0.0068601+0.0025098i,0.010976+0.014443i,0.01927+0.011373i,0.013661-0.001082i,0.001219-0.0040668i,-0.0044565+0.0019474i,-0.0030065+0.0068821i,-0.00022848+0.0075703i,0.0018392+0.0049136i,0.002127+0.0019981i,3.7426e-05+0.0017613i,-0.0020231+0.0036423i,-0.0025186+0.0027634i
0.14951-0.023756i,0.30801-0.0025918i,0.3946+0.0069973i,0.29909-0.021387i,0.12006-0.019327i,0.0094918+0.028647i,-0.014962+0.043769i,-0.015855+0.026399i,-0.011429+0.016316i,-0.0018733+0.0048832i,0.00015004-0.0098136i,-0.0033849-0.0171i,-0.005866-0.015155i,-0.0018471-0.00599i,0.0070244+0.0024456i,0.011138+0.0036027i,0.0099415+0.000937i,0.0088795-0.002495i,0.007061-0.0039412i,0.0030555-0.0014893i,0.001554-0.0011181i,0.0029048-0.0039175i,0.0023367-0.0026368i
-0.10252-0.045607i,-0.20697-0.15399i,-0.26913-0.23194i,-0.21858-0.17235i,-0.092128-0.052638i,0.016342+0.0045187i,0.041609+0.0070799i,0.018372+0.0039256i,-0.0011399+0.0062631i,-0.0072922+0.011004i,-0.010108+0.013757i,-0.014191+0.018584i,-0.0079437+0.023631i,0.0035223+0.014782i,0.002933+0.00031288i,-0.0039051-0.004919i,-0.0072359-0.0042874i,-0.0067113-0.0025258i,-0.0026193-0.0011314i,0.0011214-0.0017063i,0.00010346-0.00086859i,-0.0031406+0.0020367i,-0.0017108+0.0033715i
0.053534+0.089344i,0.058791+0.232i,0.036961+0.33876i,0.018438+0.28803i,-0.0116+0.13377i,-0.060169+0.015418i,-0.061362-0.019174i,-0.025265-0.022506i,-0.0065062-0.022724i,-0.0013655-0.014671i,0.0097382-0.0097315i,0.019587-0.013863i,0.015161-0.017998i,0.0018413-0.012547i,-0.0064387-0.0011169i,-0.0062371+0.0056761i,-0.0025175+0.0060206i,-0.00049511+0.0033923i,-0.00088351-0.0001618i,-0.0019942-0.0020995i,-0.0017032-0.0020049i,0.0011072-0.0007706i,0.0030643-0.0014172i
-0.018188-0.076546i,0.057434-0.17718i,0.17072-0.25606i,0.17987-0.23392i,0.095533-0.11706i,0.048466+0.00012724i,0.0322+0.038106i,0.012772+0.025295i,0.002371+0.0076251i,-0.0055263-0.0018054i,-0.014617-0.002809i,-0.020562-0.003868i,-0.023703-0.001236i,-0.016857+0.0041411i,-0.0043571+0.0021303i,0.0018635-0.0026919i,0.0026458-0.0026831i,0.0018642-0.0013003i,-0.00093012-0.00061008i,-0.003522-0.00062943i,-0.0043348-0.0013318i,-0.0053231-0.0015019i,-0.0062896-0.00042572i
-0.012578+0.03693i,-0.12+0.039264i,-0.27183+0.017328i,-0.29083-0.00098542i,-0.15037-0.034263i,-0.037255-0.077678i,-0.0093096-0.066245i,0.00015797-0.020741i,0.0070429+0.0054392i,0.0071174+0.011367i,0.0089763+0.013695i,0.015537+0.017168i,0.021456+0.013257i,0.015633+0.0027047i,0.0050709-0.0012467i,0.0008229+0.00064344i,-0.00062693+0.0021739i,-0.0022839+0.0034307i,-0.0026265+0.0031424i,-0.0013177+0.0022633i,0.0014282+0.0030654i,0.0036106+0.0033097i,0.0034291+0.0022607i
0.0070469-0.021879i,0.076128+0.057437i,0.18057+0.18185i,0.20667+0.2097i,0.10342+0.14591i,-0.01199+0.09416i,-0.049383+0.053223i,-0.038169+0.017546i,-0.016765+0.00044419i,-0.00064244-0.0076212i,0.0055103-0.015602i,0.0047931-0.023724i,-0.0019328-0.025718i,-0.0046674-0.017751i,-0.00071999-0.0075401i,0.0021149-0.0020584i,0.0031611+0.00047673i,0.0053485+0.0016175i,0.0067031+0.0018067i,0.003592+0.00052688i,0.0011333-0.0015107i,0.00031024-0.003678i,-0.00094331-0.0058243i
0.024806+0.019883i,0.041636-0.084135i,0.041316-0.24377i,0.032597-0.27785i,0.050612-0.17203i,0.080462-0.074937i,0.066913-0.03564i,0.024299-0.018552i,-0.0034285-0.0078262i,-0.010959+0.00088855i,-0.011894+0.0091542i,-0.013265+0.018539i,-0.0067435+0.026903i,0.005087+0.022995i,0.0075789+0.01041i,0.0031834+0.0026664i,0.00084304-0.0015269i,-0.00086738-0.0047753i,-0.0021382-0.003975i,-0.0020145-0.00072667i,-0.0017327+0.0026435i,-0.0018607+0.0058762i,-0.00104+0.0079506i
-0.038168-0.047788i,-0.13595+0.015981i,-0.24028+0.13807i,-0.25019+0.1831i,-0.17616+0.11142i,-0.10495+0.016679i,-0.050437-0.01855i,-0.0068992-0.011153i,0.012424+0.001736i,0.014252+0.0072035i,0.013289+0.0051753i,0.017683+0.0011463i,0.021049-0.0057041i,0.01515-0.0091445i,0.0080609-0.0059204i,0.0042647-0.0023353i,0.0015062+0.00060652i,0.001138+0.0036004i,0.0020327+0.005328i,0.002606+0.0044325i,0.0032827+0.0008517i,0.003834-0.0020538i,0.0048214-0.0023157i
