-0.0025594+0.0011529i,-0.0015497+0.00074462i,-0.0008674+0.00076592i,-6.5782e-05+0.00063404i,0.00023502+9.6154e-05i,0.00075553-0.00040857i,0.00051731-0.00013691i,0.00034379+0.00043408i,0.00064809+0.000739i,0.00060284+0.00044961i,0.00049158-0.00051103i,-8.1035e-05-0.00080315i,5.0318e-05-2.7991e-05i,0.00042011-0.00033408i,-0.00011251-0.00074036i,4.726e-05-0.00028427i,0.00030026+0.00014735i,0.00021614-0.00014208i,0.00064703-0.00018099i,0.0010013+0.00067794i,0.0010518+0.00074024i,0.000391-0.00017566i,0.00010052-0.00074322i
-0.00098934-0.00094372i,-0.00075409-0.00018102i,-0.0020263-0.00023508i,-0.0020812-9.0326e-05i,-0.0014088-0.00017662i,-0.0017667-0.00049481i,-0.0011983-0.00036784i,-0.00029577-0.00067646i,0.00023245-0.00093334i,0.00020591-0.00077753i,0.0001433+9.1433e-06i,0.00021142+0.00053189i,-7.8526e-05+0.00018729i,-0.00027722-0.00038802i,-0.0001762-0.00077399i,-0.0010333-0.0010183i,-0.0015617-0.00016911i,-0.00054347+0.00082703i,8.5434e-05+0.00073449i,-0.00018863+0.00032172i,-0.00035312+0.00012852i,0.00015669+5.0647e-05i,0.00074654+0.0004425i
0.00018958+0.00026439i,0.000123-0.0005029i,0.0016046-0.00093045i,0.001143-0.0011709i,-0.0011127-0.0020902i,-0.0013923-0.0019898i,-0.00079801-0.00051888i,-0.000308+0.00034023i,1.9329e-05-8.8196e-05i,6.248e-05-0.00031238i,0.00021422+0.00022632i,-0.00026998+0.00080659i,-0.00062749+0.0013198i,-0.00050116+0.0007367i,-0.00029519-0.00031196i,-0.00058283-0.00021211i,-0.00071913-3.9993e-05i,-0.00026915+0.00021183i,4.9905e-05+0.00067836i,-7.285e-05+4.5404e-06i,0.00022011-8.432e-05i,0.0004877+2.7369e-05i,-0.00018817+0.00032747i
0.0023424-3.0196e-05i,0.0011765-0.00052632i,0.00044439-0.00032884i,-0.00044374-0.00087458i,-0.0018535-0.0017485i,-0.0023355-0.00085109i,-0.0017472+0.00010242i,-0.0012465-0.00024807i,-0.0010223-0.00021354i,-0.00068277+0.0002214i,-0.00029382+0.00039033i,-0.0010062-0.0004285i,-0.0015431-0.00099936i,-0.0012585-0.00049207i,-0.00080557+0.00036111i,-0.00089425+0.00054551i,-0.0010228-0.00040033i,-0.00014203-0.00065761i,0.00069831-0.00064109i,-3.859e-06-0.00056307i,-0.0006003+8.5762e-05i,-0.00063496+0.00027688i,8.7986e-05-0.00066675i
-0.0013363-0.00035689i,-0.00075015+0.00052229i,-0.0001+0.0011967i,-0.00020069+0.00015728i,-0.00083642-0.00093794i,4.0767e-05-6.2287e-05i,0.00025329+0.00049222i,-0.00024486+0.00029734i,-0.00056813-0.00014487i,1.8496e-05-0.0001212i,0.00057264+0.00031109i,4.3017e-05+0.00035653i,-0.00024216+4.9083e-05i,-0.00011298-0.00046166i,-0.00032341-0.00068213i,-0.00069759-0.00041818i,-0.00039562+0.00028355i,0.0003557+0.00078183i,-0.00034845+0.00013511i,-0.00067396-0.00052572i,-0.00030801-0.00010643i,-0.00028381-0.00012158i,1.8777e-05-0.0005067i
-0.00086189-0.00050335i,-8.7677e-05-0.00053976i,0.00032584-0.0005685i,0.00034214-0.00066314i,0.0009575-0.00084613i,0.00086277-0.00045601i,0.00055379-0.001126i,0.0012372-0.0011183i,0.0012815-0.00075216i,0.0008476-0.0009308i,0.0004251+2.714e-05i,0.0010085+0.00072835i,0.0012062+0.00035997i,0.00019438-2.372e-05i,-4.4325e-05+8.4089e-05i,-4.1005e-05-0.00010427i,-0.00067237-0.00048767i,-0.0012835-0.00033739i,-0.0012852-0.0002351i,-0.0005844+0.00015094i,0.00035603+0.00090388i,0.00036001+0.00074404i,1.4938e-05+0.00063896i
-6.5464e-05+0.00024665i,0.00016243-0.00032503i,0.00033979-0.000283i,-0.00023075-0.0010268i,-0.0010437-0.0025081i,-0.0011833-0.0021401i,-0.0013215-0.00058264i,-0.00088847-0.00011791i,-0.00038843-0.00043105i,-9.385e-05+0.0002082i,-0.00029991+0.00044521i,-1.1096e-05+0.00016592i,0.00049421+0.00048066i,0.00042324+2.4753e-05i,0.00010207-0.00014329i,0.00029886+0.00022836i,0.00046915+0.00055994i,0.00046382+0.00082061i,0.00038069+0.00039313i,-0.00013631-0.00010605i,0.00027576-0.00075897i,0.00063878-0.00049267i,0.00011572-0.00052783i
0.00056155-0.00068071i,3.9616e-05-0.001252i,-0.0001384-0.0012395i,-0.00091785-0.0014748i,-0.0016481-0.0015345i,-0.0015994-0.00085663i,-0.00023853-0.00035261i,0.0011768+0.00039927i,0.00073243+0.0013778i,0.00045688+0.0010037i,0.0009243+0.00050341i,0.00086144+0.00068092i,0.00065151+0.00054295i,0.0010342-3.4311e-05i,0.00081403-0.00024297i,-3.6098e-05+0.0002184i,0.00024887+0.00061647i,0.00044905+0.00062902i,0.00045293+0.00053468i,0.00031002+0.00065834i,5.7954e-05+0.00052213i,-0.0003352+7.7089e-05i,-0.00046787-0.0001586i
-0.0013798+3.5141e-05i,-0.002045+0.00059413i,-0.0014978+0.0011199i,-0.0017536+0.00049848i,-0.0020269-0.00046234i,-0.0011146-0.00067479i,-0.00022354+0.00078235i,-0.0002029+0.0013392i,-1.3989e-06+0.00057273i,0.00018855+0.00048857i,0.00020702+0.00047014i,0.00093264+0.00020702i,0.0013427+6.2115e-05i,0.0012124-0.00021892i,0.00058619-0.00021962i,0.00048641-0.00066213i,0.00062255-0.00044889i,-6.7988e-05+0.00016934i,-0.00035593+0.00044364i,-7.2862e-05+0.00096061i,0.00033383+0.00032236i,0.00031947-0.00045999i,0.00029939-0.00030544i
0.001375-0.00084028i,0.00051928-0.0010538i,0.00010329-0.0018109i,-0.0010708-0.001487i,-0.0017918-0.0011952i,-0.001352-0.0014509i,-0.0011138-0.0013948i,-0.00081899-0.00098035i,-0.0003103-0.00028186i,-6.9211e-05-1.7736e-05i,0.00024558+0.00013321i,0.00073992+0.00047016i,0.00067566+0.000524i,0.00032825+0.00078418i,0.00025489+0.00052047i,0.00019652+8.0937e-05i,0.00011828+0.00066021i,-9.5805e-05+0.001648i,-0.00054848+0.0018752i,-0.0011993+0.0015377i,-0.0010003+0.00036475i,-0.00066069-0.00020664i,-0.0003544-8.6058e-05i
-0.0014843-0.00057228i,-0.0017244-0.00025465i,-0.0020847-6.2871e-05i,-0.00099981+0.00029203i,5.1211e-05-0.00013914i,0.00020588-0.00073829i,2.8369e-05-0.00035709i,-0.00073336+1.7631e-05i,-0.00032067+0.00016716i,0.00062785+0.00039716i,0.00043308+0.00053093i,9.1913e-05+0.00056088i,-8.9395e-05+0.00056389i,7.9277e-05+8.9404e-05i,0.00061324-0.00064574i,0.00056819-0.00036351i,0.00037875+0.00041592i,0.00070617+0.0005059i,4.7186e-05+0.00044338i,-0.00082131-7.2281e-05i,-0.00030231-0.0002564i,0.00014919+0.0001608i,-0.00022982+0.00012959i
0.0013438+0.0015671i,0.0021276+0.0011739i,0.0018023+0.0007067i,0.0010333+0.00027218i,0.00078281-0.0010488i,0.00054192-0.0013883i,-0.00017835-0.00020377i,-0.00031845+0.0006365i,9.738e-05+0.00051262i,6.4761e-05-0.00011138i,-0.00037649-0.00014466i,-0.00032683+0.00031784i,-0.00035755+0.00035259i,-0.00085904+0.00016148i,-0.00088165-0.00018601i,6.3548e-05+0.00032081i,0.00056245+0.00090611i,-4.2487e-06+0.00056423i,-0.00045212-8.8077e-05i,0.00051687+0.00030498i,0.00055016+0.00051768i,-0.00060505-0.00038552i,-0.0004789-0.0003432i
-0.0019427+0.0013708i,-0.0011301+0.00032789i,0.00037407+3.3193e-05i,0.00057517-0.0012818i,-0.00010457-0.0018186i,-0.00061228-0.00063694i,-0.00063585-0.00020906i,-0.0006681-0.00055755i,-1.8393e-05-0.0001528i,0.00049368+0.00055389i,-4.7907e-05+0.00064395i,0.00019324+0.00014788i,0.0002363+0.00033504i,-0.0005345+0.00046449i,-0.00024408+0.00014225i,0.00042829+0.00063526i,0.00048723+0.00039624i,0.00028435-4.8443e-05i,2.5776e-05+0.00011653i,-0.00010564+0.00056264i,-0.00030453+0.00099814i,-0.00062786+0.00086169i,-0.00077091+1.0841e-05i
-0.0019859+0.00092725i,-0.00073207+0.00018412i,0.00017337-0.00018805i,0.00030031-0.00081062i,-0.00095772-0.0014204i,-0.0014479-0.0013302i,-0.00050843-0.00043903i,-2.3073e-05+0.00039199i,0.0003491+0.00074881i,0.0010164+0.00021864i,0.00020526+0.00015102i,-0.00039587-6.9618e-05i,0.00017948-0.00084451i,0.0008659-0.00074821i,0.00090921-0.00058105i,0.00021241-2.8538e-05i,-0.00047239+0.00052159i,-0.00027036-9.7198e-05i,0.00040998-0.00042037i,0.00014382-5.3515e-05i,-0.00056948+0.00025001i,-0.00034538+0.00040943i,-0.00020394+0.00067284i
-0.000246-0.00047987i,-0.00029451-0.00028312i,0.00029139+0.00044698i,-0.00055043-0.00033318i,-0.0011028-0.0016301i,-0.001119-0.0014539i,-0.0011769-0.00034121i,-0.00082117+2.8323e-05i,-0.00013587-0.0003536i,0.00060259-0.00060432i,0.00068624-0.0006772i,-9.3397e-05-0.0006807i,-5.478e-05-0.00025875i,7.3369e-05+8.9447e-05i,0.00059759-0.00047028i,0.0014572-0.00090889i,0.0013439-0.00071788i,0.00087032+0.00016218i,0.00065843+0.00049555i,0.0009319-0.0003778i,0.00059495-0.00091872i,-0.00042954-0.00092482i,-0.00063524+7.4511e-05i
-0.00111-0.00052438i,-0.0018527-0.00043483i,-0.00084817-0.0015118i,-0.00017302-0.0024943i,-0.00060958-0.001467i,-0.0009151-0.00055064i,-0.00065374-0.00071611i,-0.00092183-0.0014842i,-0.0018634-0.0011896i,-0.0014362-0.00073745i,-0.00022488-0.0013294i,-3.0544e-05-0.00070819i,-0.00047318+0.00062594i,-0.00014925+0.00066221i,0.00065832+0.00022709i,0.0015031+0.0005125i,0.00076519+0.00094934i,-0.00025428+0.00041262i,0.00044005-0.00042992i,0.00048743-0.0003076i,1.3654e-05+0.00031716i,0.00042941+0.00021263i,3.7714e-05-7.8375e-05i
-0.00047752-0.0015336i,-0.00042108-0.0013719i,-0.00086095-0.0012697i,-0.0018904-0.0019497i,-0.0018082-0.0018222i,-0.0008248+0.00010674i,-0.00066439+0.0010093i,-0.00046994+0.00057934i,-0.00017385+0.0003109i,1.5332e-05+0.00032806i,0.00034392+0.00012262i,0.0004791+0.00023092i,-0.00042035+0.00038669i,-0.00038404-0.00021583i,0.00055772-0.00054677i,0.0007453-0.00021545i,0.00031448+0.00022599i,-0.0005274+0.00041679i,-0.00049391+0.00017708i,0.00016814-0.00028802i,0.00037492-0.00030786i,7.0849e-05-0.00040339i,-0.00029224-0.0011235i
-0.0017232-0.00016489i,-0.0018378-0.00042811i,-0.00027204-0.0013797i,0.0002283-0.0010407i,0.00039785-0.00062099i,4.0061e-05-0.00075006i,-0.00026562-0.00062476i,-0.00016811-0.0007541i,-0.00022688-0.00034591i,-0.00034793+0.00055718i,-0.00059055+0.00061378i,-0.0007685+0.00010048i,-0.0003772-0.00037613i,0.0003362-0.00075913i,0.00063729-0.00061282i,0.0004709-0.00068757i,0.00016628-0.00026746i,-0.00024668+4.1118e-05i,-0.00028744-0.00015088i,0.00023188-0.00013685i,0.00021387+0.00028825i,-0.00030182+0.00066493i,-0.00071041+0.0007203i
-0.00093233-0.00062021i,-0.0005701-0.0013224i,-0.0010469-0.0027061i,-0.0022827-0.0032367i,-0.0028063-0.0025302i,-0.0025239-0.00041944i,-0.0013551+0.00056648i,-0.00041698-0.00015294i,-0.00027456-0.00031029i,7.6883e-05+0.00014666i,0.00089254+0.00035796i,0.0011654+0.00014426i,0.00085825+0.00015348i,0.0011608+4.1636e-05i,0.0016452-6.8041e-05i,0.0007451+0.00037509i,0.00010766+0.0005408i,0.00019754+0.00097891i,-0.00049545+0.001342i,-0.00098847+0.00041621i,5.7354e-05-0.00047585i,0.00047693-0.00069261i,9.7053e-06-0.00052507i
-0.00019769-0.0011709i,-0.00034459-0.0013734i,4.2751e-05-0.001231i,-0.0015536-0.0015022i,-0.0035306-0.00060202i,-0.0024197+0.00043286i,-0.00014675+3.997e-05i,8.5322e-05-0.0007752i,-0.00050448-0.00042926i,0.00055813+0.00033824i,0.0012529-4.3066e-05i,0.0010993-3.832e-06i,8.5498e-05+0.0010234i,-0.00010278+0.00071999i,-0.00011153-7.0634e-05i,-7.4596e-05+0.00040223i,0.00047045+0.00087138i,-0.00016102+0.00033234i,-0.00040738-0.00030599i,3.9059e-05-0.00040007i,0.00030696-0.00057224i,0.00027914-0.00061678i,0.00050311-0.00023647i
-0.00089793+0.00033298i,0.00022017+0.00034827i,0.00095581+0.00066765i,0.0012023+0.00050027i,-0.00020268-0.00081322i,-0.00051831-0.00093496i,-0.00024175-0.00055861i,-0.0011341-0.00086581i,-0.0013357-0.00016395i,-0.00072254+0.00043076i,3.3927e-05+0.00013504i,0.00089585+0.0001997i,0.00053543-0.00060743i,-0.00084929-0.00041224i,-0.0011075+0.00042799i,-7.6336e-05-0.00022606i,-0.00010211-0.00069005i,-0.00028234-0.00082157i,0.00010202-3.3809e-05i,-0.00020881+0.00061277i,-0.00066032+0.00043016i,-0.00058525+0.00084233i,-0.0004685+0.00096461i
-0.0028462+6.8577e-05i,-0.0021436+0.00034397i,-0.00074615+0.0011943i,-0.00045301-0.00057573i,-0.00025782-0.0014634i,0.00075341-0.00040909i,0.00088303-0.00011968i,0.00054816-0.000409i,0.00037313-5.4842e-05i,-1.9777e-05+0.0002982i,0.0003452+0.00015133i,0.00050204+0.00042193i,0.00065007+0.0010649i,0.00028325+0.0010022i,-0.0010147+0.00010034i,-0.0012716-0.00044476i,-0.00071335-0.00028904i,0.00020792-0.00027453i,0.00054137-0.00021767i,0.00042076-0.00022606i,0.00082801-0.00063884i,0.00017278-0.00040739i,-0.00025153-0.00019606i
-0.00092304+0.0001443i,-0.0011715-0.00015533i,-0.00052339-0.0010671i,-0.0007143-0.00084928i,-0.0012289-0.00029973i,-0.0014961-0.00046282i,-0.0011563+0.00010201i,-0.00012816+0.001007i,0.00035178+0.001709i,8.698e-05+0.001388i,-0.00025434+0.00060021i,-0.00049305+0.00028407i,-0.00039597-0.00053888i,-1.057e-05-0.0014012i,0.00016003-0.00077698i,0.00019769-2.7295e-05i,-0.00020209+4.653e-05i,-0.00024963+0.00011946i,6.3518e-05-1.7456e-05i,0.00028783+0.00012942i,-0.00026285-0.00028976i,-0.00074312-0.00054492i,-0.0007566-0.00021048i
-3.9851e-05+0.00068343i,0.0005115+0.00056158i,0.000683-0.00031823i,0.00047489-0.0013829i,-0.00017703-0.0018667i,-0.0010461-0.0016796i,-0.00088675-0.00073391i,0.00019762-0.00042918i,0.00093822-0.00046904i,0.0002267+0.0003385i,-0.00027556+0.00070843i,-0.00010732+0.00034646i,-0.00047393-0.00016814i,-0.00044336-0.00078372i,0.00029376-0.00071934i,0.00058756-0.00011756i,0.00040433+0.00067443i,-3.0022e-05+0.00029659i,0.00028307+0.00012232i,0.00053893+0.00019455i,0.00018015-0.00036148i,3.1361e-05-0.00066848i,0.00021193-0.00042551i
-0.00075898+0.00035469i,-0.00051431+0.001207i,-0.0005441+0.0011456i,-0.0011817+0.00029268i,-0.0012427-0.00068666i,-0.00031684-0.0007284i,0.00072835-0.00060024i,0.0011273-0.00017587i,0.00097021-0.00013567i,0.0006806-0.00010346i,0.00097789+0.00012097i,0.0011121+0.00032893i,-0.00023857+9.4296e-05i,-0.00088147-0.00011789i,-0.00047645-0.00024271i,-8.0236e-05-0.00083598i,0.00027127-0.00081429i,0.00023566+2.9549e-05i,-0.00047346+0.00020287i,-0.00076327-0.0002723i,-0.00016378-0.0003612i,9.2177e-05-0.00037381i,-0.00051113-0.00073731i
0.00073034+0.00097399i,0.00070773+0.00026998i,0.00048245-0.00051506i,4.3965e-05-0.0016413i,-5.8698e-05-0.0021523i,8.5662e-05-0.0015769i,0.00025994-0.0016238i,-0.00014116-0.0017539i,-0.00074194-0.00095667i,-0.00090024+0.00011974i,-0.00047804+0.00069293i,3.7093e-05+0.00066735i,0.00055944+0.00044963i,0.0016064-0.00034244i,0.0020951-0.00025374i,0.0013717+0.00030751i,0.00082019+2.8589e-05i,0.00056312-0.00064967i,0.0001103-0.00069839i,-0.00046579-1.3581e-05i,-0.00072482-9.648e-05i,0.0002109-0.00047072i,0.00054178-0.00080337i
-0.0004324+0.00036346i,-0.00014658+0.00025381i,-0.00039294+0.00041385i,0.00052298-0.0008202i,0.00040803-0.0020819i,0.00058176-0.0014567i,0.001444-0.00016556i,0.00060048+0.00082871i,0.00031728+0.0010021i,0.00016334+0.0012288i,-8.3295e-05+0.0015655i,-0.00018413+0.00088809i,-0.00022117+0.0001377i,1.0341e-05-0.00029246i,0.00010075-0.00017335i,0.00034342+1.0618e-05i,0.00055187-0.0001277i,0.00053099-0.00031172i,8.1384e-06-0.00068733i,0.0002869-0.00045345i,0.0010297-0.00012999i,0.00024024-6.7579e-05i,-0.0010744+0.00041123i
0.0016535-0.00073637i,0.0015288-0.00039921i,0.00059622-0.00041194i,-0.00081672-0.0019138i,-0.001073-0.0019713i,-0.00010265-0.0006299i,0.00056462+0.00016464i,-4.0799e-05+0.00058577i,-0.00079886+0.001241i,-0.00077758+0.0012636i,-0.00035464+0.00038492i,0.00066592-0.00016089i,0.0015861+0.00040235i,0.0012711+0.00034043i,0.00046738-0.00026918i,0.00016513-0.00040206i,0.00032456+0.0001945i,0.00021739+0.00079242i,-9.9556e-05+0.00090174i,-0.00043002+0.00039059i,-0.00020124-6.9473e-05i,0.00037002+0.00022888i,0.00016456+0.00010268i
0.00020752-0.00026359i,0.00016245-0.00096714i,-0.00068975-0.0021125i,-0.0012772-0.0017788i,-0.0020745-0.00056208i,-0.0033466-0.00025553i,-0.0030009-0.00037871i,-0.0022208-0.00019035i,-0.001434+5.0075e-05i,-0.00010912+0.00020301i,1.9037e-06+0.00057132i,-0.00038684+0.00067085i,-0.00058789+0.00099233i,-0.00026203+0.0012904i,0.00033159+0.0012638i,0.0004684+0.001155i,7.0874e-05+0.00049687i,6.2364e-05+0.00014512i,-0.00027333-8.4499e-05i,-0.00077998-0.00071344i,-0.00041852-0.00011335i,-0.00036845+0.00065177i,-0.00015521-0.00011699i
0.00016322+0.0016695i,0.00034365+0.0013705i,0.0010049+0.00098767i,0.00025701-0.00023378i,-0.0010396-0.0011755i,-0.0018902-0.0011813i,-0.001157-0.00061156i,-8.614e-05-0.0006385i,0.00031273-0.0010952i,0.00042691-0.00044845i,-9.745e-05+0.00020827i,-0.00030112-0.00019249i,-0.00032615-0.00093224i,-0.0004131-0.00080216i,0.00029461-0.00023017i,0.00030125+0.00010285i,-0.00027023+0.0012957i,-0.0003555+0.0017584i,-0.00028862+0.0010873i,-0.00044897+0.00043079i,0.00029858+0.00038927i,0.00082382+0.00056639i,-0.00047063+0.0005382i
-0.0021006+0.0017271i,-0.0013149+0.00098205i,-0.00052592-0.00072215i,1.2633e-05-0.0020932i,0.00070379-0.0023982i,0.00077491-0.00296i,-0.00030288-0.0031572i,-0.00035155-0.002107i,0.00022341-0.00073725i,9.5448e-05+0.00023761i,-1.4345e-05+0.00047891i,-0.00035927+0.00043388i,1.3072e-05-0.00013947i,0.00066808-0.00028075i,0.00063002+0.00022743i,0.00034412+0.0006778i,-0.00028191+0.0011221i,-0.00063562+0.00086484i,-0.00022842+0.00028739i,-1.8577e-05+0.00011564i,0.00049011-3.2142e-05i,0.00013108-3.2731e-05i,-0.00042475+0.00061369i
0.0024376-0.0008722i,0.0013342-0.00032625i,0.00059426-0.0010214i,0.00044078-0.0016862i,-0.00019674-0.0016111i,-0.00059115-0.00061645i,-0.00044736+4.5631e-05i,-0.0009193-0.00032014i,-0.0011065-0.00056501i,-0.00036664-0.0002493i,-2.3691e-06+0.00030763i,0.00011187+0.00105i,-0.00015685+0.0017552i,-0.00010472+0.0016633i,-0.00014857+0.00042907i,-0.00051575-0.00022303i,-0.00061839+2.8255e-05i,-0.00041312+3.6703e-05i,0.00048285-0.00038725i,0.00052664-0.00074908i,-3.2449e-05-0.00058331i,-0.00038126-0.00062618i,-0.00017398-0.00055271i
-0.0013257-0.00021564i,-0.0009623-0.0010338i,-0.00069024-0.00052552i,-0.0011581+0.00020748i,-0.0013616+2.339e-06i,-0.0004798-9.183e-06i,0.00035616+0.0003166i,0.0002669+0.00074312i,-0.00019692+0.0017i,1.4269e-05+0.0011732i,5.5704e-05-6.51e-05i,-0.00022654+3.8009e-05i,0.00069288-0.00053926i,0.0014562-0.0013143i,0.00038441-0.0013746i,-0.00059573-0.0013879i,-0.00018037-0.00089987i,5.8824e-05+0.00020002i,-0.00036961+0.00060793i,-0.00068784+0.00042171i,9.6296e-05+0.0004392i,0.00078842+0.00064581i,0.00026797+0.00023205i
0.00023508-0.00068464i,0.001085-0.0010996i,0.0012041-0.0006854i,-0.00058218-0.0003793i,-0.0016013-0.00041058i,-0.0011786-0.00077418i,-0.00081067-0.00071244i,-0.00051597-0.00014114i,-0.00017628+0.00045157i,0.00027114+0.0011874i,0.00034761+0.0013654i,-0.00046505+0.0013561i,-0.00067257+0.0011061i,-4.4118e-05+0.00041689i,0.00086618+0.00039964i,0.0017114+0.00018777i,0.0015287+5.8643e-05i,0.00072313+0.0006721i,6.5365e-05-4.8153e-05i,-0.00077154-0.00047515i,-0.0012138+0.0005331i,-0.0011315+0.0011553i,-0.00051165+0.00078766i
0.00080486+0.00033147i,-5.9941e-05+0.00060561i,-0.00059062+0.00040965i,-0.00072218+0.00021909i,-0.0011059+0.00026274i,-0.0017929+0.00018219i,-0.0016221+0.0001833i,-0.00068979+0.00035552i,-0.00018412-0.00056111i,0.00014516-0.0010231i,-0.00016873-0.0005184i,-0.00013114-0.0004727i,0.00031967-0.00024464i,0.00047015-0.00046634i,0.00065322-0.0011765i,0.00047928-0.0010697i,0.00021235-0.00069167i,0.00034736-0.00015136i,0.00030278+0.00058816i,0.00032954+0.00035323i,0.00048497+0.00018963i,0.00027465+5.0972e-05i,6.1726e-06-6.3415e-05i
0.00024094-0.00073725i,0.00018432-0.00071305i,-0.00048902-0.0014298i,-0.00084018-0.0026732i,-0.0010876-0.0027593i,-0.0011543-0.0010001i,-0.00053081+0.00048669i,-2.311e-06+3.5664e-05i,0.00070858-0.00045011i,0.00039614-0.00020384i,6.507e-05+0.00027633i,-1.7745e-06+0.0007115i,-0.00083564+0.00028836i,-0.00013341-0.0004634i,0.00083006-0.00057844i,0.00044404-0.00025647i,-0.00011183-6.3321e-05i,-3.6943e-05+8.2782e-06i,0.00029005+0.00044683i,-0.00021446+0.00080209i,0.00031092+0.00068516i,0.00034616+0.00035058i,-0.00056581-0.00045844i
0.00078059+0.0012735i,0.001211+0.00048153i,0.0025217+7.2202e-05i,0.0024479-0.0011123i,0.0012149-0.0019042i,0.00022146-0.0017499i,-0.00085887-0.0010508i,-0.00043757-7.8682e-07i,0.00031299+0.00019108i,-0.00012199-0.00096932i,-0.00032567-0.00069817i,-0.00029698+0.0007115i,-0.0001636+0.001555i,0.00053863+0.0011318i,0.00032667-7.6541e-05i,3.6289e-06-0.00031761i,7.9074e-05-0.00037126i,0.0004314-0.00063557i,0.00036321+0.00010933i,0.00025622+0.00047512i,0.0001184+0.00035111i,-0.0003835-3.5278e-05i,-0.00010164-0.0003713i
-0.00032582-0.0016077i,3.2026e-05-0.0016227i,-0.00059904-0.00034355i,-0.001531-0.00037469i,-0.0017708-0.0010405i,-0.00095836-0.0013257i,-0.00011154-0.0012683i,0.0010017-0.0010196i,0.0014369-0.00088257i,0.0010084-0.00067604i,0.00012026-0.000101i,-0.00036709+0.00074298i,0.00038074+0.0010331i,0.001373+0.00055483i,0.001077-0.00026537i,0.00024624-0.00046976i,4.2604e-05+0.00024984i,-0.00046327+0.00066246i,-0.00033056+0.00016842i,0.00083867-0.00030606i,0.0013033-0.00046858i,0.00065407-0.00036226i,-0.00017917+4.0022e-05i
-0.0017461-2.1254e-05i,-0.0021804-3.3747e-05i,-0.0018094+0.00010711i,-0.0014388+5.2989e-05i,-0.00065809-0.00045428i,-0.00030323-0.00017648i,-0.00045619-4.6719e-06i,-0.0010979+0.00014099i,-0.0012031+0.00063064i,3.8861e-05+0.00047451i,0.00050822+0.00016429i,-0.00019414+0.00071972i,-0.00029828+0.0010594i,-0.00017984+7.4557e-05i,-7.7831e-05-3.5018e-05i,-0.00013984+0.00028485i,-0.00037663-0.00018449i,-0.00024114-0.00026716i,-1.1838e-05-4.5549e-05i,-0.00065807-0.0005521i,-0.0013111-0.00062638i,-0.00040651-0.00042899i,-0.00033392-7.8771e-05i
-0.00091244+0.0008719i,-0.00049778+0.0010626i,-0.00047695+0.00057512i,-0.00067997-0.00035586i,-0.00051634-0.0012714i,-0.00016167-0.0021317i,-0.00022514-0.001747i,-1.8728e-05-0.00093479i,-3.7915e-05-0.00071357i,-9.1157e-05-0.00070724i,-0.00011119-0.0002895i,-0.00037003+9.2073e-05i,-0.00061034-0.00036745i,-2.8809e-06-0.00070504i,0.0004053+0.00016316i,-0.00024059+0.00058654i,-0.00025208+0.00026402i,0.00071508+0.00057577i,0.001149+0.0007328i,0.0007836+0.0007656i,0.00052963+0.00036163i,0.00039774-7.1598e-05i,5.3117e-05+0.0002182i
-0.0012387-0.0011727i,-0.0003822-0.0011389i,-0.0010521-0.00076838i,-0.0014953-0.0010227i,-0.0001387-0.0011516i,-0.00052158-0.00039309i,-0.0019371+0.00018388i,-0.0014621+0.00027966i,-0.00031637+0.0001448i,4.0965e-05+0.00017739i,-0.0011049+4.714e-05i,-0.0015077-0.00054714i,5.532e-05-0.00075549i,0.0011713+0.00011705i,0.001129+0.00068214i,0.00071921+0.00023229i,0.00071416+0.00037166i,0.00097538+0.00066158i,0.00063021+0.00054132i,0.00017205+0.00021222i,-0.00010732-0.00017315i,-0.000319+4.9788e-05i,-0.0006731+0.00025349i
0.00089144+0.00025373i,0.00054834+0.00016179i,0.00028114-0.00077744i,-0.00032812-0.0023139i,-0.00045566-0.0018218i,-0.0010528-0.0003435i,-0.0017282-0.00012461i,-0.00080595-0.0003038i,0.00059496-0.00014386i,0.00050167+0.00037275i,2.111e-05+0.00046397i,0.00015967+0.00026003i,-0.00022665+0.00062688i,-0.00030669+0.00083362i,0.00041121+0.00046413i,0.00052813+0.000184i,-0.00014498+6.3361e-05i,-0.00016033-3.9479e-05i,8.383e-05-6.485e-05i,-0.0003476-3.4856e-06i,-0.00027206-9.6335e-05i,8.3774e-05+0.00022044i,-1.8486e-05+0.00065853i
-0.00024676+0.0011993i,-0.00046291+0.00087864i,-0.00011848+0.00076247i,-0.00020624-0.00032479i,-0.0014864-0.0016697i,-0.0019686-0.00097081i,-0.0011381+5.834e-05i,3.7799e-05+0.0004175i,0.00047155+0.00080101i,-7.7288e-05+0.00066691i,-0.00031383+5.6308e-06i,-0.00082616+0.00029616i,-0.00090118+0.00040773i,9.6519e-05-0.00047874i,-0.00040606-0.00030689i,-0.0013506+0.00048024i,-0.0011206-2.9753e-05i,-0.00062671-0.00063032i,-0.00013128-0.00030446i,0.00036838+0.00031556i,0.00053786+0.00016385i,0.00015068-0.0004527i,0.00031724-0.00029288i
