-0.0020799+7.9908e-05i,-0.0016772+0.00070958i,-0.0012408+0.00073462i,-0.0011148+0.00054118i,-0.0012913+0.00027627i,-0.0013361+0.00012988i,-0.00075336+0.00029363i,0.00030034+0.00082641i,0.00087501+0.00098085i,0.00024251+0.00020225i,-0.00046328-0.00030225i,-0.00042536-7.9227e-05i,-0.00039668-0.00035882i,-0.00021662-0.0010082i,-3.9214e-05-0.0010623i,0.00028893-0.0009709i,0.00051481-0.00048985i,0.00048791+3.6607e-05i,0.00071853+0.00041773i,0.00038282+0.00057078i,-0.00052118+0.00033555i,-0.0010154+7.6633e-05i,0.0001907+4.5583e-05i
-0.00041611+0.00040111i,-0.00040721-0.00010245i,-0.00042839-0.00068458i,-0.00080635+0.00018312i,-0.00089655+0.00084373i,-0.00033094-0.00015717i,0.00066115-0.00060561i,0.00074896-0.00061074i,0.0005594-0.00061524i,0.00067375-8.5554e-05i,7.1506e-05+2.4116e-05i,-0.00065644+5.4001e-05i,-0.00033654-0.0003008i,0.00065764-0.0010819i,0.00073158-0.0010877i,0.00019481-0.00066261i,0.00030654-0.00086291i,-7.7e-07-0.00094647i,-0.00061807-0.00058217i,-0.00065178-0.00050782i,-0.00035703-0.00060039i,2.4182e-05+0.0001829i,-0.0004618+0.0009298i
2.3575e-05-0.0007019i,0.00074106-0.001018i,0.0011446-0.00016095i,0.00085181+0.00035753i,0.00055334-0.00021307i,0.00056463-0.00067084i,0.00036511-0.00070842i,4.4835e-05-0.00062235i,0.00022126-0.00025928i,8.3441e-05-0.00027559i,-0.00013144-0.0005677i,0.00036261+7.6389e-06i,0.0010088+0.00042399i,0.00093709+0.0010064i,0.0003673+0.00096728i,0.00018075+0.00060849i,-0.00029908+0.00094438i,-0.00072738+0.00063901i,-0.00089155+0.00012616i,-0.00072205+0.00029916i,-0.00019259-0.00026588i,-0.00013609-0.00083053i,-0.00017816-0.00024352i
0.00016782-0.0019581i,-0.0011182-0.0015693i,-0.0021267-0.00096i,-0.0024305+0.0002936i,-0.0026127+0.0015814i,-0.0020064+0.0018444i,-0.00076566+0.0010689i,0.00035827-0.00024715i,0.00054498-0.00068812i,0.00014701-0.00087981i,-0.00029551-0.0017371i,1.6731e-05-0.0012755i,0.00082062-0.00016008i,0.00085733-0.00032462i,0.0015727-0.0011636i,0.0019002-0.0015714i,0.0011547-0.001303i,0.00018712-0.00079041i,-0.00026072-0.0001281i,0.00064939+0.00022314i,0.0013084+0.00016373i,0.00085086+0.00021213i,-5.9919e-05-0.00023065i
-0.00030827+0.00086357i,3.6165e-05+0.00055831i,2.456e-05+0.00023882i,0.00025704-0.00033643i,0.0011012+0.00039923i,0.001185+0.0012907i,0.001226+0.00074216i,0.00097914+7.3375e-05i,0.0010682+0.00036997i,0.00075651+0.00034237i,0.00021941-9.2775e-05i,0.00075192+0.00030664i,0.001148+7.3695e-05i,0.00073396-0.00062773i,9.3019e-05-0.0011872i,0.00028147-0.001765i,0.00042286-0.0012278i,-0.00011132+9.9242e-05i,-0.00044529+0.00066718i,-0.00052332+0.00093435i,-0.00050366+0.0013239i,-0.00041747+0.00092447i,-0.00031371+0.00056026i
0.00024996-0.0019611i,-0.00025578-0.0019246i,-0.00069023-0.0018996i,-0.0018322-0.0015918i,-0.001787-0.00083202i,-0.00013347+0.00013446i,0.0009225+0.00046942i,0.00098172+1.0628e-05i,0.00012083-0.00043963i,-0.00047499-0.00089033i,-0.00033683-0.00068191i,8.4319e-05-0.00076668i,0.00068941-0.0015942i,0.0013441-0.0012237i,0.0014157-0.00045286i,0.00096004-0.00077307i,0.00051947-0.001075i,-5.6998e-05-0.00028366i,-0.00054538+0.00058749i,-0.00058642+0.00067144i,-0.00034415+0.00053644i,0.00029546-0.00020107i,-4.429e-05-0.0001552i
-0.0015689-0.00087891i,-0.0011163-0.00089482i,-0.00080677-0.00014448i,-0.0012504+0.00094867i,-0.00092932+0.001754i,0.00023702+0.0010666i,0.0010037-0.00046617i,0.00036896-0.0015157i,-7.9283e-05-0.001796i,0.00011825-0.00077372i,6.5601e-05+0.00044113i,-0.00029753+7.4921e-05i,0.00013557-0.00063396i,0.0010276-0.00076631i,0.0015079-0.0011249i,0.00077945-0.00086553i,-0.0003986+5.8656e-06i,-0.00046384+2.8571e-05i,0.0001726-0.00030605i,0.00023329-0.0001215i,6.7573e-05-0.00030721i,9.3185e-05-4.9117e-05i,4.4405e-05+0.0001149i
0.00023985-0.00048489i,-0.00062668-0.00086978i,-0.0013509-0.00092817i,-0.0016454-0.0010351i,-0.0012632-2.4596e-05i,-0.00069061+0.0011043i,0.00013342+0.00090794i,0.00058939-4.1921e-05i,0.00075154-0.0011666i,0.00040228-0.0012827i,-0.00024736-0.00014653i,-0.00056324-0.00012648i,-0.00017771-0.0010554i,-0.00015104-0.00037335i,-0.00043681-0.00036776i,9.1622e-05-0.0009815i,0.00065231-0.00046052i,0.00088234-0.00025809i,0.00065518-0.00017562i,1.0597e-06+0.00022122i,-0.00016253+0.00028815i,-6.3526e-05+0.00067119i,0.00016649+0.00094095i
-0.00057537+0.0007663i,-0.0011777-3.2708e-05i,-0.00013376+0.0005862i,0.00079091+0.0012743i,0.0010153+0.00084754i,0.0017744+0.0013142i,0.0018137+0.0011733i,0.00084424-0.00045336i,-0.00028329-0.00088691i,-0.00071941-0.00064186i,0.00034811-0.00091437i,0.00061647-0.00059505i,-0.0003985-1.7202e-05i,-0.00032566-3.2077e-05i,8.1558e-05-0.00056333i,-8.3267e-05-0.00082353i,-0.00053307-0.00076815i,-0.0011507-0.00050362i,-0.00051106-0.00054807i,0.00033301-0.0005161i,-8.7065e-05-0.00067952i,-0.00074844-0.0012528i,-0.00037294-0.0011103i
0.00082274-0.00021979i,0.00055431-0.00012419i,0.00059514-0.0018215i,0.0002573-0.0013392i,-0.00087003-2.8225e-05i,-0.00080372+0.00034095i,0.00025442+0.00044112i,0.00055324-7.3473e-05i,0.0010766-0.00073687i,0.000702-0.0010509i,0.00011611-0.00067301i,0.00057101-0.00020751i,0.00066615-0.00018111i,0.00072434-0.0006009i,0.0008354-0.0011844i,0.0011568-0.00085812i,0.0010209+8.0743e-05i,0.00024753-4.5629e-05i,2.4993e-05-0.00031605i,-6.5349e-05-0.00012499i,-0.00050478-0.00032051i,-0.00033165-8.359e-05i,-0.00012873-5.4039e-05i
8.5445e-05+0.00081646i,-0.00034796+0.0014858i,-5.7615e-05+0.0021784i,-0.00042451+0.0022797i,-0.0011345+0.001571i,-0.0014001+0.00032676i,-0.00091934-0.0004506i,0.0003641-0.0007063i,0.00066318-0.00094204i,0.00052533-0.0010957i,-5.8082e-06-0.0009565i,0.00024997-0.00031131i,0.00056955+0.00051195i,0.00017759+0.00026467i,0.0005087+7.6284e-05i,0.0013233+0.00044908i,0.0012309+0.0001351i,4.4509e-05-4.4606e-05i,-0.00025591-0.00016821i,0.00018749-0.00034776i,-0.00041376-6.6548e-05i,-0.00078091+0.00062576i,-0.00027944+0.00047811i
0.0009737+9.4967e-05i,0.00082647-0.00029449i,0.00012626-0.0010134i,0.00072951-0.0016377i,0.0012522-0.0016165i,0.00039299-0.0009332i,0.00047137-0.00018338i,0.0010001-0.00047913i,0.00073035-0.0010009i,0.00067329-0.0011539i,0.00050552-0.00088845i,0.00050203-0.00037803i,0.00011741+0.00032035i,-0.00053136+0.00043622i,0.00010964-0.00031818i,0.00094123-0.0010617i,0.00041801-0.0010301i,0.00028372-0.00036731i,0.00055075+0.00038433i,0.00031797+0.00071805i,2.1549e-05+0.00046646i,-2.7628e-05+0.00022413i,0.00013107+0.00013519i
-0.0011915-0.00091439i,-0.0015202-0.0009371i,-0.0012934-0.00060971i,-0.0016745-0.00059247i,-0.0024597-0.00034321i,-0.0019812+0.0006567i,-5.5359e-06+0.0008581i,0.00093542-0.00017605i,0.00089971-0.0010087i,0.00087824-0.0013462i,-1.7628e-05-0.00088953i,-0.00045068-0.00019023i,-0.0005259-0.00029011i,0.00024342-0.0011648i,0.00074622-0.001505i,0.00020064-0.0011052i,-0.00011571-0.00055932i,-0.00037708-0.00037114i,-0.00057218+0.00021307i,-0.00049567+0.00093244i,-0.00024643+0.00059119i,-0.00029454+7.6702e-05i,-0.00046161-0.00010814i
-0.00070402+0.00035607i,-0.00060044+0.0001308i,-0.00010175+0.00060149i,0.00019369+0.00049067i,0.00063085+8.1826e-05i,0.0015041+0.00029804i,0.001613-5.4655e-05i,0.00071761-0.00095417i,0.00084018-0.0010314i,0.00083457-0.0011832i,-7.0662e-05-0.00045219i,-0.00037586+6.5412e-05i,-0.00051918-0.00022818i,-0.00086869+2.2102e-05i,-0.00033988-7.3946e-05i,0.00038677-0.00056333i,-0.00010711-0.00092442i,-0.0004275-0.00077732i,0.000193-9.7782e-05i,0.00017439+0.00041607i,-0.00026176+0.00035281i,5.5575e-05+0.00054884i,5.8744e-05+0.00030572i
-0.0012565-0.0017568i,-0.0014138-0.0014352i,-0.0021511-0.0011702i,-0.0024419+0.00032057i,-0.0017165+0.0019287i,-9.5271e-05+0.0021331i,0.00055033+0.0011272i,0.00040924+7.5647e-05i,-0.00034961-0.00083219i,-0.00081852-0.0011284i,-0.00016232-0.00034285i,0.00069677+0.00011876i,0.00091274+0.00030834i,0.0002482+0.00061075i,-0.00021194+0.00064869i,0.00022217+0.00052193i,0.00011094-0.00071466i,2.2238e-05-0.0011781i,0.00030732-0.00044291i,0.00022235-0.00034517i,-0.00027335+9.7687e-05i,-0.0006747+0.00034344i,-0.0006734+0.00028421i
-3.7733e-05-0.00037309i,-0.00037898+0.00032123i,-0.0010161+0.00024003i,-0.00064087-0.0004261i,-0.00036856+0.00050257i,1.1284e-05+0.0018324i,0.0011187+0.0010771i,0.00097032-6.9496e-05i,0.00050774-0.00044856i,0.00025687+0.00025237i,0.0008134+0.00072615i,0.0015731+0.00055643i,0.0015683+0.00065367i,0.00083206+0.00054517i,0.00032648+4.2529e-05i,-0.0001424+0.00020778i,-0.00014632+0.00051988i,0.00015131-2.398e-05i,-0.0002557-0.00039749i,0.00010227-0.00028724i,-0.00012718-8.6923e-05i,-0.0013087+0.00013503i,-0.0013665+0.00025313i
-0.00037166-0.00076902i,-3.8201e-05+0.00046418i,-0.00083331-0.00028175i,-0.0020861-0.0004305i,-0.0022131+0.001384i,-0.0012702+0.0017198i,1.7613e-05+0.00078974i,0.00068696-0.00048747i,0.00076488-0.0014192i,0.00070559-0.00078437i,-0.00010763+5.8799e-06i,8.7318e-08+3.9233e-06i,0.0005015-9.5886e-05i,0.00042132-0.0003263i,0.0002705-0.0012362i,-9.2001e-05-0.0017702i,-8.6985e-05-0.0011174i,-0.00012104-1.1771e-07i,-7.0083e-07+0.00038441i,8.8498e-05+0.00038887i,-4.2114e-05+0.00064892i,0.00025972+0.00032792i,0.00026088+6.4633e-05i
-0.00146+0.0002264i,-0.0008631+0.00048851i,-0.0008551+0.00085996i,-0.00085482+0.0015737i,-0.00047262+0.0010883i,-0.00041988+0.00096896i,-0.00046005+0.0013398i,0.00030595+0.0002405i,0.00041892-0.00012666i,0.00012893+8.9309e-05i,-0.00020844-0.0004174i,-0.00031763-0.00086715i,0.00024631-0.0015207i,0.00067076-0.0013615i,0.00079599+0.0001338i,0.00077511+0.00049793i,0.00010118-0.00040271i,-0.00029859-0.00032774i,-0.0006202+0.00078335i,-0.00071047+0.00047509i,0.00013821-0.00049514i,0.00086531+2.927e-05i,0.00095251+0.00068792i
-0.0010451-0.00031979i,-0.0010615-0.00022062i,-0.00083462-0.0001682i,-0.00053405-0.00011489i,-0.00057282+0.0005407i,0.00041136+0.0011859i,0.0014987+0.00046957i,0.0014403-0.00047573i,0.00052007-0.00043906i,9.375e-05-0.00037615i,-0.00042413-0.00036995i,-0.0010378-0.00027549i,-0.00070624+0.00024797i,0.0003667-9.0575e-05i,0.0009149-0.0004431i,0.00040944-0.00040067i,0.00063602-0.00099355i,0.00069375-0.00045147i,-0.00035894+0.0003459i,-0.0010006+0.00042173i,-0.00053818-0.00035281i,6.1404e-05-0.0010269i,0.00064509-0.00086251i
-0.00031921+0.0014529i,0.00018082+0.0023174i,2.8213e-05+0.0019307i,0.00070362+0.00095498i,0.0012747+0.00050736i,0.0011416-0.00058042i,0.001308-0.0010739i,0.0014801-0.00092981i,0.0017705-0.0011578i,0.0014939-0.00018827i,0.00039865+0.00053195i,0.00027424-0.00048517i,0.00048776-0.0014398i,0.00042848-0.00097451i,0.000543-9.2459e-05i,0.00065484-0.00028981i,0.00041795+0.00013072i,-0.00016675+0.00018014i,-0.00052098-0.0001823i,-8.284e-05-0.00031152i,-0.00015326-0.0004515i,-0.00050533-0.00076978i,-0.00062941-0.00069949i
0.00043188+0.0019977i,0.00035772+0.00054443i,0.00081661-0.00026976i,0.00023108+0.00066906i,-0.00055324+0.00073967i,-0.00045653-0.00023017i,-0.00019157-0.00036359i,-0.00019618-0.00029189i,-0.00016456-0.0006197i,0.00054676-0.00070597i,0.00044249-0.00035723i,-0.00028843-6.2316e-05i,-0.00010707+0.0003618i,0.0002197+0.00056747i,0.00065327-4.5831e-06i,0.00081408+7.932e-05i,0.00033345+0.00081136i,0.00034796+0.0008857i,-0.00028079+0.00014487i,-0.00043156+0.0001682i,0.00036567+0.00043069i,0.00010214+0.00043212i,-0.00021859+0.00037853i
-0.0024201-0.0011827i,-0.0020445-0.00020422i,-0.0023997+0.00086636i,-0.0016266+0.0010867i,-0.00012069+0.0012911i,-7.8845e-05+0.0010445i,0.00070235-7.9927e-05i,0.0010624-0.0014462i,0.00053654-0.0015762i,0.00020322-0.00094903i,0.00022675-6.231e-06i,-8.9135e-05+0.0011884i,0.00039041+0.0015532i,0.00116+0.0012569i,0.00079781+0.00042953i,0.00026148-4.7945e-05i,-0.00022367-0.00054229i,-0.0003471-0.00042391i,-0.00013221-0.00026555i,-0.00042238-0.00058486i,-0.00060693-0.00030445i,-0.00037293+3.8935e-05i,6.8654e-05+0.00016261i
-9.9487e-05-0.0010022i,-0.00061841-0.00080559i,-0.0013749+2.6568e-05i,-0.001514+0.00039216i,-0.001526+0.00062633i,-0.00044811+0.00098191i,0.0017763+0.001334i,0.0017553+0.0012186i,0.00065962-6.9936e-05i,0.00064322-0.00070686i,0.00066809-0.00060415i,0.00035208-0.00047581i,0.00036603-6.4212e-05i,0.00084638-3.0931e-05i,0.0016428-0.00088493i,0.0010211-0.0013346i,6.1507e-05-0.00068203i,-0.00026852+0.00030763i,-0.00077727+0.00076689i,-0.0005024+0.00086394i,-0.00039174+0.00030444i,0.00031284-0.00020164i,0.0010373-0.00053389i
-0.00060752-0.00070352i,-0.0012303-0.00084289i,-0.0010302-0.0016153i,-0.00035321-0.0022022i,-0.00018423-0.0011299i,-0.00078333-0.00031025i,-0.00048941-0.0010019i,9.5586e-05-0.0012124i,0.00074213-0.0018137i,0.000387-0.0024829i,0.00018933-0.0016263i,0.00053052-0.00017554i,0.0004705+0.00057825i,0.00061277+0.00052717i,0.00077998-0.0006368i,0.00066771-0.0021891i,0.0006761-0.0018099i,0.00069212-7.8501e-05i,0.00070905+0.00016941i,5.3389e-05-0.00024705i,-0.00047857-6.254e-05i,-0.00056139+0.00019361i,-0.00022031+0.00060689i
0.001352+0.00064521i,0.0011608-1.9493e-06i,-0.00027479-0.00057433i,-0.0015982+0.00052586i,-0.0017617+0.0025371i,-0.0012441+0.0025361i,0.00043974+0.0012721i,0.0016519+0.00028395i,0.001205-0.00069975i,0.001071-0.0019338i,0.00084279-0.0018834i,0.00022157-0.0010103i,0.00017585-0.00091639i,0.00063485-0.00064136i,0.0010005+0.00013507i,0.0012097-0.00034686i,0.00099431-0.00070081i,0.00022696-0.00039446i,-0.00025432-0.0004836i,0.00038446-2.5839e-05i,0.00061753+0.00042117i,0.00042549-0.00032516i,3.8083e-05-0.0015363i
0.00356+0.0010913i,0.0024552+0.00052311i,0.0023872+0.00061029i,0.0026064-0.00063599i,0.0012424-0.0024104i,-0.0009371-0.0020012i,-0.0011413+6.8326e-05i,-0.0005924-0.00010206i,0.00030669-0.0012886i,0.0013129-0.00105i,0.00044148-0.00049995i,-0.00047093+9.8617e-05i,-0.00024643+0.00049827i,0.0002743-0.00014639i,0.00030189-0.00042637i,-0.00051435+0.00031231i,-0.00049784+0.00065734i,0.00015616-0.00020538i,0.00047116-0.0014811i,0.00057196-0.0011092i,0.00029618-0.00021464i,-0.00039631-0.00034351i,-0.0008595-0.0005016i
-0.00024838-0.0019962i,-0.0010329-0.0011188i,-0.0027182-0.0006335i,-0.0020592-6.6685e-05i,-0.00093111+0.0018749i,-0.00052217+0.0019954i,6.5597e-05-5.1712e-05i,-0.0002002-0.00094642i,-0.00038074-0.0013413i,-0.00050198-0.0014354i,-0.0004806-0.00060876i,0.00015623+0.00035231i,0.00050202+0.00067935i,0.00029019+6.9632e-05i,0.00049282-0.00052622i,0.00067363-0.00077717i,-0.00039635-0.00080354i,-0.0014158-0.0010407i,-0.0010046-0.00080501i,3.089e-05-0.00010778i,0.00010643+0.0006631i,3.3417e-05+0.00076473i,0.00010145+0.00026236i
0.00094701-0.00026025i,-5.0006e-05+0.00017484i,-0.00086647-7.0692e-05i,-0.00056606-0.00027091i,8.1659e-05+0.00041458i,0.00048209+0.0014635i,0.00078209+0.0016337i,0.001386+0.00054638i,0.0011766-0.00087998i,0.00048043-0.0013012i,-0.00030379-0.00035368i,-4.1174e-05+0.00087387i,0.00080429+0.00091718i,0.00068215+0.00063385i,-0.00010216-0.00034324i,3.8318e-06-0.0010266i,0.00035704-0.00014549i,-0.00051244-0.00011177i,-0.0013038-0.00019386i,-0.0010995+0.00025744i,-5.4561e-06-8.1051e-06i,0.00063245-0.00024856i,0.00034894+0.00020055i
-0.00073357-0.0013966i,-0.0014041-0.00040592i,-0.002119+0.00027103i,-0.002555+0.0012291i,-0.0021831+0.0020129i,-0.00084392+0.0022352i,0.00054804+0.00051396i,0.00080615-0.0010546i,6.0364e-06-0.0013384i,1.9537e-05-0.0011298i,0.00061565-0.00072073i,0.00075476-0.00018761i,0.00088883-4.153e-05i,0.0011455-0.00045244i,0.0010887-0.00029121i,0.00093313-8.2735e-05i,0.00041792+1.3732e-05i,-0.00046842+3.1132e-05i,-0.0010821+0.00025784i,-0.00078253+0.00022392i,0.0003932-0.00076381i,0.0012117-0.0012664i,0.0009477-0.00099777i
-0.00042563+0.0011822i,3.6815e-05+0.0018935i,0.00013496+0.00096491i,0.00055399+0.00013751i,0.00031601+0.00065462i,0.00050232+0.00064531i,0.0011852+0.00049886i,0.0011014+6.1871e-05i,0.0011965-0.0005688i,0.001099-0.00086611i,0.00039134-0.00067794i,0.00040369-0.00032473i,0.00072052-9.7075e-05i,0.00047234-0.00025464i,0.00023514-0.00051956i,0.00050817-0.0002151i,0.00085543-0.00017637i,-0.00020384-0.00091615i,-0.0013099-0.00083388i,-0.00070288-0.0006637i,0.00036556-0.0012383i,5.9916e-05-0.0012432i,-0.00052036-0.00063214i
0.0012914+0.0016951i,0.0019396+0.0011676i,0.0020907+0.00020668i,0.0012866-0.00034287i,0.00096495-0.0001682i,0.0003811-0.00026453i,-0.00052347-0.00011915i,-0.00079699-0.00033213i,2.2427e-05-0.0012503i,0.0015105-0.0013474i,0.0016014-0.0015756i,0.0004022-0.0013303i,-0.0003555-0.00032145i,-0.00026607+0.00010807i,-0.0002671-0.00013754i,-0.00054116+0.00029868i,-0.00063116+0.00019748i,-0.00070673-8.7345e-05i,-0.00039356+0.00035896i,-0.0002068+0.00058231i,-0.00031464+9.4259e-05i,-0.00044905-0.00050015i,-0.00025198-0.00058339i
-0.00011642+0.00049738i,0.00015533+0.0008701i,-0.00052997+0.00076709i,-0.0011111+0.00089631i,-0.00066643+0.0010034i,3.8179e-05+0.00042904i,0.0007024+2.2113e-05i,0.0005933-0.00071891i,0.00023971-0.0010823i,0.00039665-0.0013392i,0.00015568-0.0018797i,0.00080443-0.0014858i,0.0012613-0.0005408i,0.0011223-0.0009255i,0.00089187-0.00064025i,0.00015771+0.00038271i,-0.00017808+0.00037669i,-2.0969e-05-0.00027567i,0.00015834-0.0007923i,3.6136e-05-0.0007932i,5.4742e-06-0.0005027i,-8.926e-05+0.00013995i,-0.00016468+0.00061395i
0.00069475+0.00036869i,0.001204-0.00052426i,0.0016488-0.0015491i,0.0012228-0.00088923i,0.00077102+0.00016887i,-0.00045813-0.00018802i,-0.00050918-0.00016049i,0.00021971+0.00038511i,-0.00016155+7.4408e-05i,-0.00092229-0.0006415i,-0.0013396-0.00089134i,-0.0012427-0.00024407i,-0.00074027+0.0002937i,-0.00013667-0.000101i,0.00042951-0.00073376i,0.00084954-0.00049904i,0.00068172-0.00025542i,0.00036531-0.00058666i,-0.00030916-0.00020364i,0.00012939+0.00019996i,0.00059064+0.00037536i,0.00045722+0.0003436i,0.00054226+0.00044148i
-0.00018886-0.00013043i,-0.0004951+0.00040083i,-0.0015039+0.00063854i,-0.0016626+0.00026807i,-0.00046676-0.00023803i,0.00051766+0.00031861i,0.00085999+0.00091709i,0.0008513+0.00034569i,0.00066229+7.698e-05i,0.00017911+0.00050688i,8.5229e-05+0.00050871i,0.00021198+0.0006623i,0.00064812+0.00062252i,0.00076637+0.00036002i,0.00044275+0.00014458i,0.00015982-0.00082472i,-0.00037876-0.001252i,-0.00035909-0.00056426i,-0.00055469-0.0001076i,-0.00066333-0.00039293i,-0.00064836-0.00050936i,-0.00040803+5.3217e-05i,2.351e-05+0.00045163i
0.00086702+0.00095069i,0.00092428+0.00068555i,0.0014918+0.00058802i,0.001914+0.00072924i,0.0017273+0.00038844i,0.00095622+1.053e-05i,0.0008595-0.0004457i,0.0015162-0.00035096i,0.0017604-0.00026807i,0.00089247-4.9973e-06i,0.00018944+0.00054818i,0.00048585+0.0017562i,0.00057877+0.001785i,0.00068204+0.00072455i,0.00041046-0.00037145i,-0.00043095-0.00023914i,-2.3043e-05+0.00083721i,0.00042855+0.00061148i,0.00069133+5.2547e-05i,0.00049839+0.00015442i,-0.00017146-1.491e-05i,3.4537e-05-0.00053028i,0.00097551-0.00025849i
0.0014188+0.0011694i,0.00066249+0.00057112i,-0.00081945+0.00049237i,-0.0016216-0.00058981i,-0.0016338-0.00077392i,-0.00092068-0.00025967i,2.044e-05-0.00013829i,0.00066712-0.00016556i,0.00097096-0.00051915i,0.00093055-0.00067843i,0.00069413-0.00046606i,0.0005163-0.00066484i,0.00027984-0.00034435i,0.00044423+0.00074797i,0.00087858+0.00025758i,0.00079586-0.00044214i,-0.00018444-7.6544e-05i,-0.00082764+0.00021189i,-0.00089326-2.3357e-05i,0.00025895-0.00043824i,0.00033284-0.0002614i,-0.00078612-0.00066136i,-0.00077347-0.0013298i
0.00017133-0.00070618i,-0.00043132+0.00033343i,-0.0011932+0.00087976i,-0.0011915+0.0012642i,-0.0012201+0.0007597i,-0.0008311-1.8088e-05i,0.00065574-5.8746e-07i,0.00089689-0.00052271i,0.0013585-0.0016263i,0.0012455-0.0015685i,0.00084764-0.0014619i,0.00078048-0.0015458i,0.0013685-0.00097867i,0.0022169-0.00037209i,0.0019787-0.00042566i,0.0010922-0.00062948i,0.00033207-0.00075i,-1.6838e-05-0.00080057i,-7.0381e-05-0.00043404i,-0.00014511+0.00019245i,-7.9554e-05+0.00059185i,0.00038384+0.00064663i,0.00033743+0.00060025i
0.00066211-0.0016929i,-0.0007165-0.0016613i,-0.0018041-0.0018243i,-0.0016984-0.00086094i,-0.0019459+0.00076368i,-0.001381+0.0017234i,0.00013052+0.0011595i,0.00036747-0.00018401i,-2.4171e-05-0.0014672i,-0.00015514-0.0014333i,-0.00024309-0.00079972i,0.00037025-0.00050223i,0.0011633-4.8784e-06i,0.0012466+0.0001064i,0.00061827-0.00044595i,8.2768e-06-0.00055286i,-0.00010563+0.00052092i,-0.00022717+0.0013203i,-0.00059471+0.0011307i,-0.0004532+0.00031398i,0.00027919-0.0003207i,-0.00028161-0.00016984i,-0.00066217-8.6516e-05i
-0.0019343+0.0012563i,-0.00077581+0.0017416i,-2.7181e-05+0.0025179i,0.00062825+0.0022454i,0.0019486+0.00056474i,0.002206-0.0003041i,0.0014123-8.0762e-05i,0.00041039-0.00065028i,-0.00047482-0.0012936i,-0.00020837-0.00074567i,-0.00036156+1.9663e-05i,-0.00023919-0.00012009i,0.00033724-0.00044472i,0.0010046-0.001072i,0.0011734-0.0020705i,0.00075412-0.0024206i,0.00029516-0.0012749i,-0.00039738+2.853e-05i,-0.0009043+0.00060166i,-0.0010446+0.0010757i,-0.0010147+0.00063008i,-0.00080136-0.00016873i,-0.00023789-0.00050786i
0.0022053-0.00018491i,0.0013715-0.00027985i,0.00029203-0.0017724i,-0.0012454-0.0022382i,-0.0020515-0.00041304i,-0.001133+0.0010711i,-0.00024474+0.0014206i,0.00016635+0.0003886i,0.00025658-0.00057548i,-0.00042088-0.00070782i,-0.00092038-0.00062648i,-0.0011069+3.2474e-06i,-0.00019663-8.2092e-05i,0.00085216-0.00021398i,0.00087016-0.00034023i,0.00050249-0.00055425i,0.00038101-0.00045564i,0.00040512-0.00015092i,-0.00040909-0.00066951i,-0.00083394-0.00099201i,-3.7168e-05-0.00023147i,0.00045107-1.2768e-05i,0.0010717-1.4413e-05i
0.00067918+0.00039043i,0.00072474+0.00078941i,-3.5887e-05+0.0016497i,-0.00054881+0.0018395i,5.165e-05+0.0013313i,-0.00029314+0.00076679i,-0.0015535-0.00011641i,-0.00083506+0.0001126i,9.1885e-05+0.00078714i,-0.00018549+0.00093582i,0.00010723+0.00054089i,0.00018173+0.0001735i,0.00018776-0.00013438i,0.00031016-0.00036726i,9.1376e-05-3.4037e-05i,-0.00014695+5.8792e-05i,-0.00075235-0.00015387i,-0.00076882+0.00022483i,-0.00070527+0.00092411i,-0.00073808+0.00099095i,5.6118e-05+0.00042568i,0.00037351+0.00019898i,0.00037678-0.00048472i
-0.00028616-0.00059562i,-0.00035069-0.00075023i,-9.2421e-05-0.00033254i,0.00081741-0.0002111i,0.0010461+0.0002009i,0.00051163+0.0011599i,0.0015462+0.00041339i,0.0027928-0.00029486i,0.0022848-0.00010575i,0.0013603-0.00026011i,0.00011108-0.00015694i,-0.00032191-0.00050447i,0.0003858-0.00069581i,0.00075261-0.00020346i,0.00093887+6.6725e-05i,0.00078779-3.5379e-05i,0.00044032-8.262e-05i,-0.00051842+0.00029815i,-0.0011416+0.00067262i,-0.00028591+0.00035436i,-0.00010968+0.00033947i,-0.00052889+0.00026898i,-0.00026317+0.00016037i
-0.00044723-0.0016415i,-0.00043181-0.0015478i,-0.0010976-0.0015165i,-0.0019671-0.0013508i,-0.0010372-0.00065044i,0.00028904-1.3642e-06i,0.0012066+0.00034458i,0.0015698-0.00013092i,0.0019206-0.0014351i,0.0015982-0.0020891i,0.0013038-0.0020729i,0.00042185-0.002035i,-4.6863e-05-0.0012441i,0.00085355-0.00012488i,0.0017056+0.0005166i,0.0015055+0.00042871i,0.00079746+0.00054777i,0.00055256+0.00055692i,0.00047273+0.00026122i,0.0001698+0.00028079i,2.1922e-05+0.00044552i,-0.00020868+0.00038929i,-0.0004553+0.00025228i
0.00089274-0.0003507i,0.0003395+7.8809e-05i,0.00016546+0.00045745i,-8.1558e-05+0.00027476i,-0.00044268+0.00032096i,-0.0006409+0.00077035i,-1.9276e-05+0.0002367i,0.0008311-0.0013428i,0.0010535-0.0019651i,0.001126-0.0014901i,0.00037201-0.00089835i,-0.00043856-0.00056511i,-3.8469e-05-8.5793e-05i,0.00019314+8.2015e-05i,0.00051445-0.00024438i,0.00094946-0.00019988i,0.0011705-0.00025954i,0.00074793-0.00097094i,-0.00010718-0.00051879i,-0.00093424+0.0007504i,-0.0011979+0.00052001i,-0.00090205-0.00040978i,-0.00073673-0.00010181i
