-0.00080381-0.00058473i,8.9501e-06-0.00087987i,0.00022668-0.0015058i,-0.00025676-0.0011282i,-0.00094883+3.9391e-05i,-0.0015655+0.00018415i,-0.001702+0.00026868i,-0.0016226+0.0010769i,-0.00066674+0.00095211i,0.00062391+0.00018029i,0.00058366-0.00057694i,-7.9372e-05-0.00014422i,-0.0003121+0.00036318i,-0.00048364-2.9241e-05i,-0.00042967-0.00038396i,0.00016727+0.0004102i,0.00082594+0.00085875i,0.00049195+0.00066584i,4.912e-05+0.0009691i,-0.00013746+0.00093446i,-0.00060894+0.00011415i,-0.00076204-0.0010112i,-0.00021854-0.0014066i
0.03007-0.0073332i,0.082424-0.029601i,0.10718-0.054427i,0.06198-0.051163i,0.026407-0.019448i,0.10045+0.010993i,0.19284+0.022528i,0.16938+0.051808i,0.085571+0.081737i,0.034913+0.068178i,0.016181+0.034258i,0.012404+0.0035056i,0.013379-0.032987i,0.0030245-0.06333i,-0.022884-0.070686i,-0.045005-0.070285i,-0.04682-0.077352i,-0.03415-0.073262i,-0.013869-0.042772i,0.0059111-0.013129i,0.016003-0.0053386i,0.021896-0.0092299i,0.02517-0.015334i
-0.032039+0.0047682i,-0.082512+0.014841i,-0.12202-0.0081916i,-0.11726-0.090789i,-0.096152-0.16404i,-0.075986-0.15089i,0.014974-0.11218i,0.13531-0.14118i,0.13559-0.15905i,0.055963-0.098473i,0.0098761-0.035569i,-0.012753-0.017932i,-0.04762-0.010848i,-0.069952+0.014831i,-0.059184+0.051981i,-0.038501+0.085505i,-0.031603+0.099311i,-0.035859+0.079403i,-0.036477+0.037955i,-0.029261+0.0070773i,-0.022372-0.0013183i,-0.017719-0.0025007i,-0.016491-0.0059284i
0.033987-0.0098784i,0.075201-0.041625i,0.099584-0.092327i,0.06261-0.13809i,0.005717-0.13994i,-0.0092117-0.066238i,-0.02053+0.0063832i,-0.04288+0.0024535i,-0.033624-0.022589i,-0.00068119-0.0096542i,0.022483+0.015967i,0.021882+0.036687i,0.019232+0.061598i,0.032464+0.066414i,0.052973+0.03892i,0.074929+0.006104i,0.091302-0.0042245i,0.089842+0.012592i,0.066422+0.030609i,0.040333+0.02659i,0.02719+0.011034i,0.016742+0.0013509i,0.0053256+3.5623e-05i
-0.02743+0.012991i,-0.059836+0.049217i,-0.047781+0.09008i,0.052877+0.082736i,0.14196+0.011298i,0.0867-0.043552i,-0.032671+0.0066269i,-0.081367+0.097468i,-0.056384+0.10169i,-0.023842+0.03003i,-0.016767-0.023842i,-0.0033609-0.035936i,0.026761-0.045882i,0.029949-0.061835i,-0.0048334-0.063083i,-0.045713-0.055376i,-0.06675-0.054133i,-0.053581-0.058157i,-0.020539-0.055077i,-0.0030659-0.043112i,-0.0076738-0.027853i,-0.0132-0.011354i,-0.0097709+0.00052585i
0.028308-0.011286i,0.07573-0.045675i,0.1249-0.076807i,0.13476-0.059175i,0.11831-0.0059441i,0.099329+0.001688i,0.060243-0.0073857i,0.038254+0.050489i,0.034137+0.10351i,0.002441+0.080519i,-0.034225+0.037318i,-0.053432+0.015137i,-0.062055+0.003003i,-0.056151+0.0039432i,-0.034587+0.020426i,-0.013182+0.042122i,-0.010586+0.062838i,-0.027377+0.069633i,-0.040036+0.057229i,-0.030961+0.045244i,-0.0079403+0.037919i,0.011312+0.022511i,0.017576+0.0035044i
-0.030766+0.013154i,-0.071117+0.058998i,-0.098275+0.13272i,-0.056185+0.19364i,0.016865+0.19661i,0.036676+0.13919i,0.028007+0.034348i,0.01179-0.091111i,-0.021415-0.14187i,-0.027916-0.084304i,0.0058894-0.015641i,0.030634+0.010206i,0.029255+0.023696i,0.027124+0.023387i,0.027654+0.00094896i,0.028181-0.023014i,0.038317-0.034896i,0.051811-0.025729i,0.054212-0.0077286i,0.044995-0.005197i,0.028901-0.016582i,0.0072973-0.024886i,-0.010442-0.021049i
0.027423-0.016981i,0.058795-0.055476i,0.049477-0.094145i,-0.039452-0.068731i,-0.11157+0.0060817i,-0.070672+0.019781i,-0.031729-0.031833i,-0.067957-0.036107i,-0.068346+0.0037013i,-0.011983+0.010561i,0.021402-0.007509i,0.024774-0.020252i,0.02046-0.022618i,0.011312-0.011541i,0.00054058+0.002463i,-0.012+0.0095308i,-0.025023+0.0043046i,-0.030278-0.016345i,-0.027574-0.033618i,-0.026568-0.032091i,-0.028493-0.014041i,-0.021744+0.012589i,-0.0068342+0.031497i
-0.028781+0.020555i,-0.068488+0.062132i,-0.099559+0.10894i,-0.097218+0.09745i,-0.11546+0.02716i,-0.16353-0.00037659i,-0.12919+0.027036i,0.0054217+0.017819i,0.10001-0.034528i,0.077674-0.054129i,0.017986-0.022953i,-0.0020157+0.0050119i,0.0033352+0.00049608i,0.0074916-0.011375i,0.010887-0.015081i,0.015075-0.012839i,0.018495-0.0016614i,0.013159+0.011483i,-6.6039e-05+0.016984i,-0.0059802+0.017319i,0.0011389+0.014111i,0.014103+0.0026009i,0.0253-0.012222i
0.02588-0.020251i,0.059026-0.077218i,0.067899-0.17027i,0.012051-0.2371i,-0.026146-0.2129i,0.03728-0.12823i,0.098411-0.046844i,0.063809+0.021472i,0.0053421+0.070584i,-0.010881+0.069024i,-0.010952+0.034645i,-0.017108+0.011999i,-0.025077+0.004065i,-0.032858+0.0010781i,-0.035812+0.0040427i,-0.036188+0.0016237i,-0.036848-0.008286i,-0.026557-0.0091821i,-0.0067595+4.0331e-05i,0.0061283+0.0050653i,0.0039991+0.0022893i,-0.013322-0.0029224i,-0.034224-0.0087854i
-0.023342+0.022968i,-0.054823+0.070565i,-0.055316+0.11802i,0.013394+0.086445i,0.073121-0.032039i,0.047151-0.11335i,0.019605-0.092429i,0.043188-0.036526i,0.047395+9.1092e-05i,0.018422+0.0074898i,-0.0043762-3.2497e-05i,-0.012031+0.0062315i,-0.0028632+0.023852i,0.013596+0.030465i,0.025153+0.025806i,0.027526+0.026067i,0.020208+0.035762i,0.01029+0.038858i,0.004962+0.026364i,0.002128+0.012605i,0.0020835+0.0085083i,0.0076573+0.015757i,0.011665+0.027362i
0.025547-0.023449i,0.064991-0.074229i,0.10457-0.1365i,0.11582-0.13439i,0.12343-0.038828i,0.11682+0.054791i,0.031364+0.066797i,-0.089249+0.022381i,-0.13587-0.018308i,-0.09371-0.019896i,-0.029293-0.0085389i,0.0063949-0.010305i,0.01464-0.016346i,0.012269-0.024747i,0.0043109-0.030202i,0.006875-0.02846i,0.021084-0.02753i,0.026879-0.02178i,0.021161-0.0090911i,0.015533-0.002045i,0.015392-0.006194i,0.019952-0.020951i,0.025328-0.032828i
-0.019875+0.027118i,-0.050014+0.084395i,-0.047567+0.16809i,0.030016+0.20348i,0.10504+0.13664i,0.077836+0.042529i,0.022363+0.015236i,0.019253+0.020715i,0.026795-0.0028103i,0.017416-0.029585i,0.0082795-0.02598i,0.0015556-0.012488i,-0.0085081-0.0048122i,-0.015085+0.0038828i,-0.015331+0.012767i,-0.015724+0.018258i,-0.019049+0.018026i,-0.017794+0.0065921i,-0.011637-0.010457i,-0.0099936-0.022302i,-0.015929-0.023821i,-0.027527-0.015401i,-0.034688-0.0079698i
0.018389-0.024629i,0.047764-0.075458i,0.048175-0.12907i,-0.021227-0.10125i,-0.093664+0.011096i,-0.085213+0.068839i,-0.031819+0.017167i,0.027884-0.034512i,0.071027-0.03352i,0.056706-0.015401i,0.016494+0.0058426i,0.0040301+0.013089i,0.0054761+0.0061936i,0.0048289+0.0020122i,0.0063288-0.0030203i,0.010292-0.0076354i,0.01458-0.0062039i,0.0098078-0.00078721i,-0.0049252+0.0077899i,-0.014537+0.01879i,-0.0095524+0.030976i,0.0056522+0.043055i,0.016266+0.047207i
-0.019428+0.022295i,-0.055429+0.082684i,-0.088192+0.16519i,-0.079877+0.19831i,-0.053872+0.14154i,-0.029223+0.063964i,0.0036159+0.022248i,0.02553+0.0046106i,0.043276+0.0064836i,0.051783+0.012258i,0.033157+0.004506i,0.010699+0.00072733i,0.0037471+0.0019301i,-0.00032854+0.0020378i,-0.010517+0.00014291i,-0.02767-0.0041055i,-0.039397-0.0048421i,-0.030725-0.0021297i,-0.0079211+0.0024376i,0.014382+0.0030552i,0.027407-0.010853i,0.02711-0.03295i,0.021414-0.041043i
0.020014-0.023284i,0.048213-0.084182i,0.051319-0.17776i,-0.022131-0.22606i,-0.10072-0.16979i,-0.092505-0.077591i,-0.055405-0.0012619i,-0.052156+0.074818i,-0.057821+0.11337i,-0.043937+0.083833i,-0.021122+0.034063i,-0.0091357+0.0062907i,-0.0034949-0.0029535i,0.0048491-0.0052403i,0.012994-0.0014138i,0.018942+0.0096723i,0.020186+0.020907i,0.014553+0.020265i,0.0059311+0.0079311i,-0.0082409-0.0026001i,-0.031901-0.0010338i,-0.054154+0.010331i,-0.058528+0.015401i
-0.019405+0.027736i,-0.050694+0.078152i,-0.063896+0.13369i,-0.023755+0.10653i,0.015072-0.0065519i,-0.013373-0.070437i,-0.039855-0.051964i,-0.020762-0.045881i,-0.0093662-0.057545i,-0.0089436-0.041215i,-0.0053638-0.013605i,-0.0042798+0.00073011i,-0.0069053+0.0045469i,-0.011481+0.0012874i,-0.0089973-0.0068897i,0.00090996-0.017982i,0.0072018-0.026758i,0.0055796-0.02277i,0.0015963-0.0091429i,0.0041466+0.0055178i,0.020494+0.021296i,0.046546+0.03127i,0.055652+0.029953i
0.01773-0.025241i,0.052845-0.085107i,0.083743-0.17235i,0.079655-0.21967i,0.070074-0.18835i,0.063143-0.13038i,0.012817-0.094826i,-0.067739-0.075951i,-0.11407-0.054195i,-0.098999-0.03253i,-0.055014-0.017026i,-0.021024-0.0058392i,-0.0018993+0.0042806i,0.010025+0.011912i,0.011254+0.015229i,0.0029791+0.017472i,-0.0053753+0.020442i,-0.0052577+0.019797i,0.001208+0.012194i,0.0052552-0.0045251i,0.0047528-0.031039i,-0.0015667-0.060147i,-0.006688-0.068997i
-0.014093+0.024496i,-0.042522+0.084158i,-0.041608+0.17269i,0.03733+0.20781i,0.12044+0.13177i,0.12859+0.02585i,0.12163-0.019526i,0.1541-0.01921i,0.1647-0.024489i,0.11001-0.02606i,0.046688-0.012086i,0.012842-0.0066043i,0.0015592-0.011739i,0.00058989-0.015811i,0.0027642-0.013174i,0.0081863-0.0087373i,0.013947-0.0080934i,0.014689-0.0067376i,0.010459-0.0036538i,-0.00017523+0.0012423i,-0.018562+0.012479i,-0.03741+0.032824i,-0.042301+0.043927i
0.017085-0.023938i,0.051274-0.078337i,0.076582-0.1433i,0.059068-0.13266i,0.043531-0.013291i,0.070861+0.081172i,0.065276+0.061083i,0.00086842+0.0065949i,-0.02773-0.015804i,-0.012305-0.022541i,-0.0043248-0.024399i,-0.0005259-0.01579i,-0.0012015-0.0052002i,-0.0086975+0.0022247i,-0.015965+0.0051904i,-0.023248+0.0051318i,-0.027412+0.0039753i,-0.023676+0.0035325i,-0.015381+0.0047224i,-0.0038039+0.0068572i,0.01674+0.010462i,0.041598+0.01304i,0.050385+0.011503i
-0.017457+0.024612i,-0.054125+0.08475i,-0.09191+0.17531i,-0.091176+0.23396i,-0.064676+0.20766i,-0.051228+0.14361i,-0.030795+0.14273i,0.028863+0.18026i,0.069784+0.16459i,0.058702+0.10963i,0.039805+0.062585i,0.028075+0.031347i,0.014432+0.013177i,0.0040171+0.0075866i,0.0027329+0.0085218i,0.0097336+0.011905i,0.0184+0.014201i,0.018203+0.0093334i,0.0087673+0.0029429i,0.00038662-0.0014276i,-0.0057506-0.012188i,-0.013834-0.029896i,-0.017532-0.036762i
0.014169-0.025376i,0.044562-0.080504i,0.054644-0.15825i,-0.012662-0.18527i,-0.11325-0.11481i,-0.14836-0.021317i,-0.11463-0.028262i,-0.086992-0.096419i,-0.068896-0.10178i,-0.031358-0.067143i,-0.0081103-0.040933i,-0.0036827-0.019293i,0.0018225-0.0065445i,0.005463-0.0037503i,0.0040328-0.0085207i,-0.00068989-0.02026i,-0.0081106-0.027383i,-0.012966-0.020196i,-0.010546-0.0088262i,-0.0066739-0.0022258i,-0.0094588+0.007135i,-0.018825+0.019866i,-0.023139+0.023877i
-0.016082+0.023576i,-0.052716+0.073219i,-0.087366+0.13539i,-0.074907+0.13444i,-0.033238+0.030258i,-0.030595-0.076194i,-0.070953-0.06988i,-0.090673-0.00069373i,-0.073129+0.038925i,-0.055037+0.044284i,-0.043635+0.041714i,-0.031186+0.034513i,-0.018393+0.018222i,-0.0090156+0.0025956i,-0.0094279-0.00059881i,-0.016597+0.012752i,-0.017836+0.030833i,-0.010491+0.033381i,-0.0034977+0.019574i,-0.0016651+0.0074308i,0.0033659+0.0069165i,0.017556+0.012422i,0.02587+0.014658i
0.01654-0.022666i,0.053642-0.077073i,0.10274-0.16969i,0.10516-0.25737i,0.046623-0.26394i,0.018714-0.17368i,0.068248-0.092195i,0.1056-0.075792i,0.077242-0.072757i,0.04358-0.049967i,0.034136-0.033625i,0.020568-0.026512i,0.0077484-0.012169i,0.00499-0.0028728i,0.010679-0.0016752i,0.024515-0.005529i,0.033284-0.01216i,0.028776-0.01029i,0.020314-0.0017441i,0.016085+0.003746i,0.01574-0.00054488i,0.014641-0.016061i,0.012273-0.027949i
-0.014542+0.024889i,-0.049938+0.072091i,-0.079632+0.14187i,-0.040985+0.18801i,0.07247+0.16123i,0.13357+0.058665i,0.068261-0.011895i,-0.010795+0.0024934i,-0.026784+0.020868i,-0.034442+0.01046i,-0.048477+0.0042846i,-0.038574+0.0041447i,-0.019617-0.00040522i,-0.0093861-0.0021086i,-0.0089513-0.0059615i,-0.020125-0.012862i,-0.030249-0.014542i,-0.025175-0.013081i,-0.011791-0.013333i,-0.0041012-0.017071i,-0.0086788-0.018792i,-0.021977-0.010647i,-0.033766-0.00039176i
0.013972-0.019905i,0.055102-0.061577i,0.11671-0.11513i,0.15281-0.13809i,0.11982-0.10041i,0.045829-0.018332i,0.009649+0.058149i,0.025289+0.077519i,0.035928+0.050549i,0.034656+0.032798i,0.044991+0.025361i,0.045576+0.011585i,0.028365+0.0053768i,0.015017+0.0095398i,0.012664+0.016124i,0.018543+0.021401i,0.022061+0.020127i,0.012459+0.01373i,-0.0029377+0.0099617i,-0.011949+0.012171i,-0.011263+0.016222i,-0.00070358+0.020334i,0.011892+0.026117i
-0.012279+0.018765i,-0.052744+0.06307i,-0.11742+0.13608i,-0.15483+0.21828i,-0.11126+0.24842i,-0.033542+0.17961i,0.0025284+0.045936i,-0.0058134-0.040259i,-0.0095775-0.046429i,-0.008931-0.052344i,-0.029737-0.054097i,-0.035854-0.03305i,-0.01959-0.018992i,-0.0085157-0.013475i,-0.0023056-0.01168i,-0.0024754-0.015563i,-0.0063781-0.016149i,-0.0028118-0.0074487i,0.0064753+0.0018967i,0.011338+0.0037055i,0.010856+0.0015517i,0.0092272-0.0059392i,0.0095193-0.019748i
0.013491-0.016873i,0.051265-0.053568i,0.10595-0.104i,0.12518-0.14297i,0.073002-0.14885i,0.011934-0.12485i,-0.016984-0.078756i,-0.025615-0.030897i,-0.015252-0.0067569i,8.7788e-05+0.013365i,0.01277+0.031572i,0.016676+0.033852i,0.0084129+0.025305i,-0.0022793+0.016206i,-0.010373+0.016222i,-0.011844+0.025889i,-0.0051373+0.029911i,0.00028033+0.018689i,-0.00044792+0.0052507i,-0.00096053+9.9644e-05i,0.0026492-0.0017183i,0.0019431-0.0020729i,-0.0092055+0.00060436i
-0.015807+0.013153i,-0.058242+0.041803i,-0.14047+0.070695i,-0.22994+0.07466i,-0.26003+0.068534i,-0.17255+0.088805i,-0.016892+0.089768i,0.065302+0.041793i,0.057693+0.0044276i,0.046289-0.017061i,0.03791-0.043276i,0.016679-0.046971i,0.00682-0.02942i,0.0048793-0.017117i,0.0033003-0.013614i,0.0054858-0.017673i,0.0040515-0.019601i,8.7226e-05-0.01006i,-0.00093294-0.00052332i,-0.0023954-0.00086408i,-0.0086303-0.0050169i,-0.01042-0.0041791i,-0.00036618+0.0036465i
0.011925-0.014777i,0.054052-0.041234i,0.13164-0.075541i,0.21587-0.098613i,0.25715-0.10241i,0.19448-0.099458i,0.057584-0.061215i,-0.02048-0.0036926i,-0.029934+0.018887i,-0.036029+0.031908i,-0.035184+0.051829i,-0.017289+0.048637i,-0.0060412+0.025428i,-0.0044003+0.0071296i,-0.0089775-0.0018932i,-0.018922-0.00087639i,-0.02128+0.0040783i,-0.014324+0.0038477i,-0.008574+0.0010571i,-0.0052322+0.0061395i,0.0003811+0.020972i,0.007401+0.026067i,0.0091971+0.012668i
-0.01297+0.011774i,-0.049184+0.029168i,-0.10797+0.032983i,-0.15574-0.006281i,-0.17862-0.065711i,-0.18911-0.056038i,-0.15784+0.020413i,-0.082102+0.064192i,-0.017189+0.055251i,0.015601+0.036504i,0.033331+0.017033i,0.029723+0.00024798i,0.016724-0.0037762i,0.011248-0.0044193i,0.011785-0.0050724i,0.016786-0.0029456i,0.016522-0.0010618i,0.0083986+0.0018482i,0.00434+0.0049517i,0.0097449-0.00051878i,0.016403-0.016734i,0.013686-0.027616i,0.0047931-0.021402i
0.015097-0.011461i,0.054269-0.0221i,0.12688-0.010878i,0.20807+0.050135i,0.25743+0.11588i,0.23506+0.095065i,0.13955-0.0095925i,0.038353-0.07389i,-0.014454-0.059124i,-0.042845-0.04049i,-0.065652-0.021263i,-0.05593+0.0015928i,-0.028146+0.0082899i,-0.0082481+0.008782i,0.0027641+0.0052799i,0.0039358-0.0017376i,0.0044377-0.0033539i,0.0096523-0.0022354i,0.010557-0.0048776i,-0.0019038-0.0078382i,-0.022743-0.0027801i,-0.034913+0.0076584i,-0.029992+0.010538i
-0.012061+0.0081573i,-0.047788+0.017814i,-0.10654+0.012427i,-0.15018-0.02987i,-0.14465-0.10249i,-0.1049-0.16867i,-0.067608-0.15943i,-0.033774-0.078768i,-0.00093509-0.021508i,0.018616-0.001614i,0.02655+0.0033622i,0.023094-0.00033884i,0.01336-0.0017457i,0.0075469-0.00052301i,0.0060502+0.0023476i,0.0041821+0.0063278i,0.00010686+0.0048867i,-0.005385+0.00026775i,-0.0080024+0.00073651i,-0.0012973+0.0057499i,0.013476+0.0085107i,0.024739+0.0081061i,0.021894+0.0089524i
0.011052-0.0081025i,0.043492-0.0079417i,0.082619+0.017089i,0.077787+0.0957i,0.024811+0.21642i,0.029299+0.28533i,0.10087+0.21548i,0.10582+0.075098i,0.048257-0.010393i,0.015484-0.041816i,-0.0012348-0.055554i,-0.013673-0.044744i,-0.014441-0.021646i,-0.012875-0.0032939i,-0.0098012+0.0072103i,-0.0050163+0.0085738i,-0.0029108+0.010193i,-0.00099142+0.014716i,0.0017537+0.013894i,0.0014544+0.0044019i,-0.0051691-0.0096462i,-0.011773-0.018726i,-0.0068897-0.019955i
-0.010368+0.0037647i,-0.040645+0.0011722i,-0.08728-0.029519i,-0.090289-0.10021i,-0.010882-0.18869i,0.052196-0.21906i,0.031522-0.1386i,0.0060997-0.029285i,0.0089819+0.023073i,0.0093499+0.038743i,0.010972+0.044235i,0.015852+0.031208i,0.012709+0.011292i,0.0068643-0.0003663i,0.00017919-0.0045303i,-0.0056858-0.0041734i,-0.0063135-0.0066073i,-0.0040726-0.010784i,-0.0021779-0.0099285i,-0.00053915-0.0019431i,0.0038198+0.012373i,0.007013+0.019557i,0.00086601+0.013683i
0.0095097-0.0023887i,0.038363+0.0021528i,0.0708+0.015611i,0.040291+0.031182i,-0.096162+0.053641i,-0.22278+0.10546i,-0.20422+0.1418i,-0.098695+0.099961i,-0.025016+0.02814i,0.0046022-0.0066049i,0.017884-0.015579i,0.014463-0.013276i,0.0046425-0.0059705i,-0.0042016-0.0041915i,-0.0098386-0.0025158i,-0.0086959+0.0030693i,-0.0059035+0.0087881i,-0.0051728+0.010644i,-0.0037515+0.0078828i,0.00046565+0.0018734i,0.0032013-0.0075132i,0.0040917-0.01348i,0.005814-0.0068342i
-0.01095+0.0012725i,-0.033854-0.010991i,-0.052304-0.035783i,0.00025801-0.058903i,0.1532-0.068534i,0.26478-0.081793i,0.19994-0.099415i,0.065121-0.066163i,0.0022324-0.0025538i,-0.015143+0.020999i,-0.028593+0.023515i,-0.02138+0.02391i,-0.0027803+0.015702i,0.0093443+0.0054179i,0.012468-0.0036001i,0.0093027-0.0089565i,0.0094707-0.0088166i,0.012143-0.0056464i,0.010461-0.0027872i,0.0021988+0.00028351i,-0.0071809+0.0084773i,-0.008127+0.014693i,-0.0020729+0.0090078i
0.0082211-0.00019136i,0.033642+0.014357i,0.06662+0.039055i,0.060327+0.037818i,-0.034476-0.022822i,-0.15378-0.099133i,-0.16736-0.10258i,-0.079407-0.062312i,-0.0094241-0.0425i,0.014382-0.026579i,0.022565-0.011806i,0.015651-0.006062i,0.0031834-0.0031151i,-0.001984-0.0050566i,-0.0038882-0.0066243i,-0.0062509-0.00085503i,-0.0073052+0.0066173i,-0.0060625+0.0081905i,-0.0035336+0.0052743i,0.0013357+0.0013641i,0.0094707-0.0055813i,0.011814-0.011297i,0.0047031-0.0090865i
-0.0048643-0.0003911i,-0.025262-0.015549i,-0.053992-0.033787i,-0.053922+0.0079191i,0.026723+0.14915i,0.15081+0.2607i,0.19301+0.20651i,0.11403+0.094476i,0.025862+0.043677i,-0.0072992+0.017529i,-0.018336-0.0045311i,-0.01846-0.0075069i,-0.0099882+0.00047212i,-0.0017144+0.0089947i,0.0078637+0.0092487i,0.014454+0.00061743i,0.013822-0.0037897i,0.0083378-0.0014785i,0.0029058+0.0011198i,-0.0025477-0.00050213i,-0.013714-0.002887i,-0.021149+0.0009833i,-0.016234+0.0053057i
0.0081108+0.0072181i,0.024251+0.026652i,0.04829+0.056904i,0.058652+0.034814i,0.024742-0.096619i,-0.041765-0.22084i,-0.067781-0.18609i,-0.028709-0.080416i,0.012308-0.027467i,0.015527-0.0036191i,0.0092528+0.014624i,0.0066589+0.013197i,0.0029925+0.001762i,0.00075348-0.0060239i,-0.0037312-0.0057888i,-0.010587-0.0010405i,-0.015176-3.3008e-05i,-0.014068-0.0015729i,-0.0087056-0.0017699i,-0.0017019+0.001546i,0.0088059+0.0077707i,0.017673+0.0080925i,0.015516+0.0032155i
-0.0052641-0.006543i,-0.02084-0.029412i,-0.056444-0.072203i,-0.12364-0.071804i,-0.19553+0.047432i,-0.20397+0.19959i,-0.14095+0.21795i,-0.080865+0.12409i,-0.055614+0.045849i,-0.035032+0.0079257i,-0.017237-0.01294i,-0.0084065-0.015396i,-0.0040813-0.0073897i,-0.0033854+0.0020672i,0.00044353+0.010269i,0.0079847+0.012694i,0.010659+0.0092434i,0.0055616+0.0039756i,0.00024553+0.0015811i,-0.0020204-0.0020035i,-0.0058151-0.0096116i,-0.010442-0.013641i,-0.0096431-0.011626i
0.0057712+0.0038686i,0.016933+0.030089i,0.046751+0.074534i,0.12402+0.072817i,0.23114-0.050176i,0.27011-0.20498i,0.18395-0.22451i,0.080479-0.126i,0.041956-0.045975i,0.019201-0.018262i,-0.0019375-0.0020399i,-0.0050128+0.0065098i,0.0010548+0.0035999i,0.0044061-0.0034234i,-0.00062406-0.0074599i,-0.0093769-0.006323i,-0.010841-0.0035489i,-0.0044698+0.00090863i,0.0022553+0.0045354i,0.0027143+0.0073782i,0.0013493+0.013058i,0.0038673+0.016927i,0.0042433+0.013047i
-0.0033616-0.0052418i,-0.0097901-0.036626i,-0.027823-0.10416i,-0.089411-0.16139i,-0.1912-0.1275i,-0.25133-0.034376i,-0.19944+0.012172i,-0.10305-0.0019853i,-0.046178-0.015968i,-0.010466-0.014923i,0.01488-0.01618i,0.016632-0.013676i,0.0067816-0.0053017i,-0.0009644+0.00054914i,-0.0033544+0.0034632i,0.00060276+0.0072878i,0.005839+0.007955i,0.0069091+0.0033663i,0.0059234-0.0017146i,0.0062334-0.005859i,0.0066867-0.010934i,0.0060756-0.014532i,0.0060716-0.011867i
0.0019877+0.0085592i,0.0044224+0.041967i,0.021895+0.12089i,0.099763+0.21607i,0.24643+0.2487i,0.35153+0.19392i,0.30668+0.10423i,0.17917+0.044064i,0.085843+0.022992i,0.037793+0.012835i,0.0081377+0.0076187i,-0.0041757+0.0076309i,-0.0032156+0.0075915i,0.0012688+0.0030228i,0.0027105-0.0064379i,-0.0012553-0.014404i,-0.0050649-0.012799i,-0.0060452-0.0035914i,-0.0047078+0.0034074i,-0.0025845+0.0052613i,-0.0035081+0.0066897i,-0.0069605+0.0080492i,-0.0091409+0.0067755i
-0.0028617-0.0093503i,0.0027334-0.043833i,0.0037615-0.12269i,-0.036929-0.21891i,-0.13848-0.25904i,-0.21946-0.21257i,-0.18633-0.11685i,-0.093294-0.042932i,-0.033646-0.015711i,-0.0096547+0.00092768i,0.0065067+0.013484i,0.010697+0.010366i,0.0037595+0.0016814i,-0.0013558-0.001646i,-0.0022085+0.0017838i,-0.00098077+0.0064012i,0.00071521+0.0068434i,0.0024189+0.0035447i,0.003498-0.00020723i,0.0044534-0.0025672i,0.0061546-0.0045886i,0.0074437-0.0043792i,0.0070159+0.0013475i
-0.00043335+0.011633i,-0.0117+0.049168i,-0.032712+0.13495i,-0.04343+0.25499i,-0.020546+0.34664i,0.016613+0.35233i,0.028826+0.2631i,0.021192+0.14659i,0.013181+0.071277i,0.0015299+0.030192i,-0.013297+0.0071085i,-0.018135+4.1389e-05i,-0.011905+0.00030753i,-0.0031319-0.0004833i,0.0042255-0.0018143i,0.0079688-0.0036082i,0.0048764-0.0041617i,-0.0027453-0.0025935i,-0.0087908+0.00040762i,-0.01167+0.005171i,-0.012419+0.0089602i,-0.011107+0.0074118i,-0.0067841+0.00015219i
0.0037969-0.0088054i,0.018201-0.045559i,0.051947-0.13177i,0.083486-0.25727i,0.077834-0.36451i,0.031149-0.38487i,-0.021378-0.28188i,-0.03834-0.13704i,-0.024445-0.053611i,-0.01399-0.021221i,-0.0080453-0.0033865i,-0.00093107+0.0015889i,0.0025803-0.00063467i,0.0019439+0.00055712i,-0.00060569+0.0040702i,-0.0036605+0.0072062i,-0.0033604+0.0089565i,0.001782+0.0078891i,0.0061372+0.0049736i,0.0080419+0.0018891i,0.0089643-0.00025495i,0.006949-9.3639e-05i,0.00012349+0.0012585i
-0.0018358+0.0098598i,-0.023541+0.044463i,-0.074818+0.11276i,-0.1431+0.19486i,-0.18609+0.24064i,-0.17423+0.21803i,-0.11737+0.14056i,-0.058476+0.064159i,-0.027009+0.024284i,-0.011766+0.0032391i,-0.0040491-0.011736i,-0.0034723-0.013359i,-0.0030639-0.0069071i,-0.00071373-0.0017408i,0.0013952+0.00048773i,0.0027699+0.0014006i,0.0021731+0.001917i,-0.0011116-0.00029525i,-0.0048428-0.0040056i,-0.008377-0.0064463i,-0.010916-0.0075289i,-0.0083214-0.0060918i,-0.0012605-0.0026839i
0.0031395-0.012378i,0.030059-0.043853i,0.098085-0.10375i,0.20449-0.16774i,0.30334-0.19656i,0.31655-0.18195i,0.21917-0.14366i,0.097027-0.093396i,0.033847-0.047018i,0.016433-0.021199i,0.0096999-0.0058118i,0.0099401+0.0025315i,0.0088328+0.0027361i,0.0021579+0.0014498i,-0.0038934-0.00079359i,-0.007053-0.005035i,-0.005683-0.0040606i,-0.0010323+0.0022634i,0.0027605+0.0061085i,0.0062601+0.0057198i,0.0089373+0.0046968i,0.0080312+0.0022179i,0.0043276-0.001046i
