-0.00018709+0.00089701i,0.00019882+0.00092406i,-0.0011498+0.00017331i,-0.0017283-6.6009e-05i,-0.0018809+0.0010695i,-0.001663+0.002134i,-0.00059882+0.0024251i,0.0010057+0.0016248i,0.0023637+0.00066898i,0.0013308+0.00068881i,6.2497e-05+0.00013183i,-8.2051e-06-0.00082653i,-0.0003443-0.0010609i,-0.00044315-0.00063642i,0.00026716-4.3802e-05i,9.723e-05+0.00067055i,2.8975e-05+0.00073843i,0.00046038+0.00063294i,-9.2258e-05+0.0005386i,-0.0010525-0.00014017i,-0.001297-0.00096511i,-0.00029577-0.0014821i,0.00029891-0.0010078i
0.03515-0.0098786i,0.071719-0.074064i,0.094997-0.19622i,0.066904-0.28299i,0.013396-0.23474i,0.00017689-0.13707i,0.0062714-0.092898i,-0.0035642-0.052177i,0.0026403+0.012019i,0.028237+0.041712i,0.032764+0.032317i,0.016863+0.017887i,0.0036135+0.0037472i,-0.0080717-0.011355i,-0.016448-0.016853i,-0.011521-0.011103i,-0.0036494-0.0065969i,-0.0067224-0.0042405i,-0.012769+0.0021552i,-0.013271+0.0078511i,-0.011812+0.010779i,-0.0076818+0.011265i,-0.0028602+0.0070014i
0.015515+0.046594i,0.04037+0.11207i,0.067603+0.17611i,0.075886+0.1784i,0.059883+0.12142i,0.035012+0.07703i,0.023127+0.061739i,0.015827+0.029704i,0.0042195-0.01216i,-0.00088507-0.030591i,-0.0031406-0.031945i,-0.0046088-0.020506i,0.0031106-0.0072049i,0.013184-0.0012937i,0.015875+0.0040138i,0.0094761+0.0078733i,-0.00018673+0.0095838i,-0.0010366+0.010072i,0.005954+0.0067077i,0.01176+0.0019028i,0.011845-0.0031971i,0.0072908-0.0053525i,0.0047183-0.0016589i
-0.016055+0.0050993i,-0.027437+0.00039248i,-0.016773-0.015861i,0.010147-0.027064i,0.02203-0.019588i,0.019436+0.0036616i,0.024213+0.022094i,0.020196+0.014421i,-0.011651+0.0090168i,-0.035221+0.024436i,-0.02438+0.030219i,-0.0086653+0.019043i,-0.0064071+0.014475i,-0.005003+0.014409i,-0.0021185+0.0066354i,-0.00046861-0.00012512i,0.0027899-0.00155i,0.0043366-0.0051628i,-0.0027065-0.0085647i,-0.012511-0.0070389i,-0.014598-0.0030257i,-0.0099507+0.00069365i,-0.0041088+0.0020596i
-0.024012-0.0031164i,-0.068268-0.0039459i,-0.13617+0.012851i,-0.16702+0.025238i,-0.12606-0.0036095i,-0.085617-0.055837i,-0.079563-0.075633i,-0.047969-0.044266i,0.0046977-0.0099137i,0.034313-0.0012287i,0.038462-0.0044305i,0.027713-0.012659i,0.010848-0.014061i,-0.0016041-0.004697i,-0.0075519+0.00064175i,-0.010066-0.0038251i,-0.012717-0.0080611i,-0.012594-0.0031144i,-0.0057682+0.0055339i,0.0023044+0.0092855i,0.0069143+0.008091i,0.0072513+0.0026724i,0.0023687-0.0020263i
0.029319-0.029714i,0.078647-0.082321i,0.14703-0.13789i,0.18616-0.14476i,0.15551-0.092011i,0.1045-0.040005i,0.06205-0.01761i,0.019771-0.0031493i,0.0088776-0.0075739i,0.010259-0.033469i,-0.0082926-0.039101i,-0.018185-0.019584i,-0.011955-0.012145i,-0.0079641-0.018032i,-0.0029452-0.015592i,0.0049839-0.0037739i,0.011957+0.0074584i,0.016412+0.0067291i,0.014972-0.0039655i,0.0095563-0.0098837i,0.0045887-0.0082797i,0.0014786-0.0038457i,0.00024803-0.0004289i
0.026976+0.020018i,0.028229+0.050913i,-0.0067612+0.089691i,-0.048196+0.11636i,-0.025307+0.11235i,0.050056+0.080676i,0.10312+0.037903i,0.088461-0.0036645i,0.023994-0.011884i,-0.017891+0.012154i,-0.0097742+0.021142i,0.0056301+0.010281i,0.01035+0.0055104i,0.014053+0.0074013i,0.01246+0.0061394i,0.0087269+0.0016195i,0.0070667-0.004725i,0.0031641-0.0085175i,-0.0020086-0.0043282i,-0.0045905+0.0025076i,-0.0026518+0.0045474i,0.0013573+0.0028539i,0.0037288+0.0014204i
0.011441+0.013721i,0.02482+0.025771i,0.031969+0.01836i,0.00022564+0.0046844i,-0.061283+0.017762i,-0.089044+0.05284i,-0.068056+0.066217i,-0.031344+0.051168i,0.0044861+0.038707i,0.032612+0.029798i,0.036002+0.010744i,0.015412-0.0035346i,-0.0015753-0.00046698i,-0.0056239+0.0073425i,-0.0061375+0.010459i,-0.0089342+0.011652i,-0.013557+0.012941i,-0.013608+0.014777i,-0.0051331+0.014276i,0.0025058+0.0078067i,0.0029969+0.0019827i,-5.0329e-05+0.0019148i,-0.0015108+0.0038053i
-0.026552+0.0016111i,-0.064609-0.0044269i,-0.097434-0.037145i,-0.094955-0.092528i,-0.075323-0.11598i,-0.081719-0.065502i,-0.081618+0.012215i,-0.045692+0.036232i,-0.018272-0.0056588i,-0.029505-0.042367i,-0.039444-0.027786i,-0.020413-0.0019904i,-0.006268+0.0015208i,-0.0065777-0.0011272i,-0.0028599-0.003335i,0.0045391-0.0067241i,0.010364-0.0076223i,0.0090756-0.0098866i,-2.3376e-05-0.01217i,-0.0067468-0.0098084i,-0.0069166-0.0054382i,-0.0039561-0.0020486i,-0.0018515-0.00047206i
0.0077137-0.020976i,0.034015-0.032307i,0.09199-0.014693i,0.15649+0.014032i,0.16407-0.016586i,0.10685-0.10218i,0.030272-0.14474i,-0.027194-0.099694i,-0.053351-0.012802i,-0.04028+0.046934i,-0.010771+0.047354i,-0.0016482+0.018576i,-0.0034349-0.00093867i,0.0013924-0.0097996i,0.0039478-0.013787i,0.00057078-0.014008i,-0.0033884-0.012802i,-0.0046498-0.0088541i,-0.0036308-0.0015091i,-0.0028683+0.004205i,-0.0033461+0.0049404i,-0.0045858+0.0031371i,-0.0037083+0.00044829i
0.017887-0.00096347i,0.012643-0.009945i,-0.030231-0.0020272i,-0.066154+0.042145i,-0.021311+0.07987i,0.060615+0.053299i,0.088483-0.011747i,0.075525-0.046278i,0.080295-0.046635i,0.087757-0.051731i,0.059602-0.054944i,0.021093-0.034804i,0.0086145-0.0099227i,0.0092834+0.0014695i,0.0077922+0.006655i,0.0060434+0.010731i,0.0053416+0.015792i,0.0072777+0.017346i,0.0093015+0.0097333i,0.0069747+0.0024889i,0.005207-4.6739e-05i,0.0045875-0.0019522i,0.0021634-0.0012491i
0.023344+0.021149i,0.048963+0.022888i,0.042512+0.00064588i,-0.021111-0.016354i,-0.065305+0.029484i,-0.0074421+0.10585i,0.076367+0.11427i,0.070642+0.051596i,0.0020067-0.0024019i,-0.048611-0.011031i,-0.047114-0.00010131i,-0.019751+0.002439i,-0.0080709-0.00083358i,-0.011072+0.00072905i,-0.012022+0.0013082i,-0.0083049-0.0023502i,-0.0028841-0.0049899i,-0.0017185-0.0057818i,-0.0047742-0.002646i,-0.0074291+0.00088984i,-0.0063741+0.0021568i,-0.0024563+0.0031394i,0.001923+0.0032133i
-0.018405+0.015039i,-0.022105+0.022279i,-0.00020982-0.0032472i,0.028465-0.067215i,-0.0043673-0.09726i,-0.086337-0.039607i,-0.1014+0.053721i,-0.038075+0.10386i,0.0123+0.10339i,0.034956+0.087649i,0.045973+0.058538i,0.034003+0.023233i,0.012843+0.0055246i,0.0018423+0.0024742i,-0.0022069+0.002926i,-0.0052875+0.0045302i,-0.0091035+0.0023398i,-0.011128-0.00063138i,-0.0064504-0.00042084i,0.0011392+0.00028516i,0.004301+0.001399i,0.0042705+0.0019048i,0.0014879+0.0010323i
-0.014041-0.0068643i,-0.021529+0.0081831i,-0.0030132+0.05099i,0.038393+0.07519i,0.043754+0.022331i,-0.015987-0.067815i,-0.090418-0.10015i,-0.1022-0.076456i,-0.055476-0.067308i,-0.019734-0.077368i,-0.02021-0.061211i,-0.020767-0.025067i,-0.0078705-0.0083322i,0.0026992-0.0088051i,0.0092373-0.0074161i,0.01195-0.0040737i,0.013134+0.00014124i,0.014708+0.0022375i,0.011395+0.00017345i,0.0057633-0.0029781i,0.0022358-0.00572i,-0.00071639-0.0049467i,-0.00069937-0.0020386i
0.0025157-0.026625i,-0.019083-0.051855i,-0.06472-0.048584i,-0.071968+0.0037049i,0.0083106+0.025348i,0.083441-0.02524i,0.069025-0.062826i,0.013017-0.047891i,-0.03305-0.011588i,-0.054755+0.023513i,-0.039176+0.037797i,-0.0098613+0.023679i,0.0010232+0.0094143i,0.0005735+0.01008i,-0.0012585+0.010706i,-0.0030789+0.0064457i,-0.0024327+0.00060208i,-0.0025156-0.0039133i,-0.0031068-0.0030406i,-0.0027393+0.0003003i,-0.0021494+0.0027528i,-0.00019397+0.0017149i,0.00062807-0.0012918i
0.032315+0.012693i,0.068343-0.0071677i,0.068637-0.063177i,0.0033916-0.099849i,-0.030194-0.040866i,0.051406+0.040176i,0.15345+0.025768i,0.15895-0.022372i,0.11617-0.017208i,0.097391-0.0024372i,0.070527-0.018107i,0.023009-0.024868i,-0.0015295-0.010159i,-0.0023282-0.0034312i,-7.3653e-05-0.0039567i,0.0017554-0.0021013i,-0.0007352+0.0023277i,-0.0053916+0.0070951i,-0.0066028+0.0071928i,-0.0042471+0.0054766i,-0.00081913+0.004228i,0.0010291+0.0034673i,0.0012803+0.0035042i
0.0015174+0.027613i,0.028178+0.050047i,0.075961+0.054729i,0.10174+0.03568i,0.044508+0.035744i,-0.046726+0.085998i,-0.077886+0.12778i,-0.055455+0.10265i,-0.026863+0.032558i,-0.026349-0.022368i,-0.034342-0.025269i,-0.018326-0.0047007i,-0.0025385-0.0027617i,-0.0031758-0.0096761i,-0.0043927-0.011884i,-0.0031116-0.011198i,0.00080422-0.0092783i,0.005543-0.010184i,0.0046838-0.011112i,-0.0015353-0.0085846i,-0.0071068-0.0041984i,-0.0081125-7.4126e-06i,-0.005211+0.001508i
-0.015505+0.018589i,-0.038022+0.049197i,-0.040789+0.089088i,-0.018186+0.078105i,-0.020598+0.00048722i,-0.066187-0.051635i,-0.080511-0.021641i,-0.046837+0.018399i,-0.041484+0.035587i,-0.037011+0.06158i,0.0026901+0.05607i,0.016707+0.013954i,0.0016372-0.0036308i,-0.00033703+0.0033563i,0.0055996+0.0076241i,0.0068019+0.0076015i,0.0028042+0.0052945i,-0.0029352+0.0047897i,-0.0033774+0.0065648i,4.6031e-05+0.0069313i,0.0016355+0.0055667i,0.0003368+0.0032563i,-0.0012378+0.0019382i
-0.012098-0.021878i,-0.051174-0.056915i,-0.11096-0.063645i,-0.13159-0.020195i,-0.066847-0.0078177i,0.0060878-0.088191i,-0.0041643-0.15982i,-0.030097-0.12726i,0.0064329-0.064367i,0.042103-0.051044i,0.021315-0.042423i,-0.00016187-0.010007i,0.0053647+0.0055797i,0.0065533+0.0017654i,0.001309-0.00027757i,0.0010296-0.00060511i,0.0035275+0.00068398i,0.0064471+0.0040277i,0.0082953+0.0038681i,0.0077196-0.00040579i,0.0066138-0.0044564i,0.0059219-0.0054517i,0.0050871-0.0043595i
0.031343-0.0085095i,0.072293-0.043027i,0.10345-0.11129i,0.097956-0.15553i,0.10085-0.10676i,0.13539-0.015315i,0.14902+0.023062i,0.10384-0.0014772i,0.025771-0.032612i,-0.035923-0.027437i,-0.039566+0.00033446i,-0.0095419+0.0073739i,-0.00143-0.0010014i,-0.0093982-0.00095588i,-0.011517+0.0019862i,-0.0096593+0.0048465i,-0.0065991+0.0043014i,-0.0066401-0.001436i,-0.0099196-0.0044297i,-0.010065-0.0015808i,-0.007152+0.0032771i,-0.0033434+0.0061875i,-0.00058731+0.0047986i
0.016607+0.026685i,0.055345+0.054005i,0.094515+0.075908i,0.08314+0.082113i,0.018467+0.097581i,-0.020874+0.12708i,-0.0070829+0.12499i,0.003668+0.10101i,0.013032+0.096271i,0.04325+0.076594i,0.044233+0.023578i,0.006731-0.0031068i,-0.0084337+0.0058911i,0.0033282+0.0071175i,0.010188-0.00084103i,0.0098234-0.0050199i,0.0063075-0.0043048i,0.004706-0.0010614i,0.0068348+0.00011294i,0.0079707-0.001888i,0.0064223-0.003248i,0.0047215-0.0021276i,0.0039249-0.00074344i
-0.016394+0.018989i,-0.038201+0.061902i,-0.044366+0.1152i,-0.017972+0.12132i,-0.017528+0.068506i,-0.072376+0.030296i,-0.092592+0.035756i,-0.039369+0.024634i,0.0068281-0.023325i,0.0034368-0.051511i,-0.0068309-0.036621i,0.0017485-0.018861i,0.0051095-0.020057i,-0.0039977-0.017803i,-0.0080677-0.0088916i,-0.0076508-0.003828i,-0.0071812-0.001774i,-0.004688-0.0013572i,-0.0030968-0.0024799i,-0.0027539-0.0044705i,-0.0027925-0.0059731i,-0.0038922-0.0057815i,-0.0047005-0.0030632i
-0.015451-0.022821i,-0.065361-0.061685i,-0.14308-0.093726i,-0.19119-0.09301i,-0.15906-0.10138i,-0.092389-0.14568i,-0.075674-0.1623i,-0.094528-0.11288i,-0.099136-0.03801i,-0.070208+0.018449i,-0.020775+0.028954i,0.002479+0.0077711i,-0.0016483+0.00085322i,-0.00071196+0.0075132i,0.0037691+0.0091489i,0.0068374+0.0080496i,0.0097637+0.0059009i,0.0068058+0.0039581i,0.0011032+0.0062097i,0.00029553+0.0098547i,0.0018659+0.0092297i,0.0030908+0.0050644i,0.0022833+0.0018472i
0.019503-0.016485i,0.056948-0.051588i,0.10694-0.097857i,0.14169-0.11281i,0.1562-0.073153i,0.16395-0.017899i,0.16394+0.016123i,0.14747+0.02742i,0.12087+0.015348i,0.080478-0.0093521i,0.029439-0.0121i,0.0055974+0.0054052i,0.011237+0.0042645i,0.012033-0.010537i,0.0054815-0.015127i,0.0011525-0.012492i,-0.0021988-0.0084571i,-0.0025577-0.0055454i,-0.0019358-0.0052482i,-0.0031758-0.0049534i,-0.0049409-0.0029558i,-0.0047518-0.00033874i,-0.003031+0.00041086i
0.02687+0.015666i,0.067059+0.034405i,0.10013+0.041253i,0.081176+0.034544i,0.049265+0.045343i,0.066783+0.056307i,0.080752+0.011277i,0.036902-0.049181i,-0.013835-0.060547i,-0.02999-0.037685i,-0.02313-0.014843i,-0.015532-0.001896i,-0.01632+0.0091163i,-0.012443+0.018108i,-0.0033999+0.01814i,7.1464e-05+0.014191i,0.00072732+0.012536i,0.0020328+0.0089761i,0.0015046+0.0031975i,-0.0023933-0.00023964i,-0.0053451-0.00034501i,-0.0044995+0.0012292i,-0.00082276+0.0015386i
-0.0071588+0.026162i,-0.025075+0.077374i,-0.037654+0.14723i,-0.024904+0.18096i,-0.035856+0.1513i,-0.11214+0.13134i,-0.15481+0.16621i,-0.1029+0.17855i,-0.037038+0.13581i,-0.0026125+0.076854i,0.0085785+0.02239i,0.0012522-0.0077518i,-0.0014446-0.0091911i,0.0049111-0.005899i,0.0067516-0.0059476i,0.005113-0.0075823i,0.0018815-0.010204i,-0.0004252-0.0083246i,0.0024322-0.0031404i,0.0072289-0.0021712i,0.0081433-0.003768i,0.0045368-0.0035229i,0.001802-0.00088058i
-0.01507-0.02117i,-0.056712-0.057872i,-0.12255-0.11403i,-0.16937-0.14729i,-0.1527-0.13232i,-0.073048-0.11268i,0.012198-0.1269i,0.044978-0.13244i,0.032186-0.09962i,0.0166-0.052922i,0.013179-0.018469i,0.012701-0.006764i,0.0013886-0.010027i,-0.014746-0.0088651i,-0.020826-0.0034074i,-0.017905+0.00053428i,-0.011477+0.0033449i,-0.0061169+0.0031346i,-0.0045166+0.0015367i,-0.0028583+0.001234i,0.0010479+0.001791i,0.0047895+0.0017875i,0.0046593+0.00094461i
0.0098007-0.018948i,0.031568-0.04516i,0.062286-0.060466i,0.089548-0.044359i,0.096373-0.046266i,0.061112-0.093696i,-0.027413-0.10248i,-0.093744-0.043645i,-0.079862+0.0022054i,-0.042015+0.0057877i,-0.01497+0.0048371i,0.0057491+0.0064057i,0.018598+0.0049503i,0.025286+0.0020961i,0.023755-0.0015313i,0.018115-0.0021729i,0.01371-0.0019709i,0.0080129-0.0023913i,0.001052-0.00042593i,-0.0024087+0.0036932i,-0.0016554+0.0061505i,-0.00058319+0.0036275i,-0.00093693-0.00038697i
0.021732+0.0071365i,0.064355+0.016105i,0.11417+0.0045238i,0.12203-0.034268i,0.092877-0.033273i,0.093605+0.04493i,0.14563+0.10434i,0.17047+0.073443i,0.11835+0.023477i,0.05113+0.01072i,0.0096462+0.007913i,-0.011367+0.0050589i,-0.016019+0.0031324i,-0.014061-0.0013639i,-0.010879-0.0039553i,-0.0077959-0.0043866i,-0.0075043-0.0018284i,-0.0053926+0.00032035i,-0.00081639-0.0027019i,0.00023735-0.0075302i,-0.0023312-0.0071698i,-0.0040543-0.0020125i,-0.0011398+0.0018606i
-0.002746+0.023153i,-0.024715+0.067829i,-0.064318+0.13525i,-0.087089+0.19686i,-0.058765+0.20635i,-0.017286+0.13269i,-0.030957+0.020796i,-0.070671-0.032534i,-0.06006-0.023603i,-0.020089-0.015948i,-0.003098-0.016909i,-0.0025725-0.0087629i,-0.0026356+0.0054969i,0.00012569+0.01709i,0.0043547+0.021344i,0.0064692+0.017913i,0.0065297+0.010951i,0.0042597+0.0050144i,0.00026495+0.0032523i,-0.0017455+0.0029708i,-0.001802+0.0010262i,-0.0016399-0.00084836i,-0.0016958-0.00086024i
-0.012061-0.0033335i,-0.032063-0.029179i,-0.045643-0.078699i,-0.030898-0.13262i,-0.034991-0.15557i,-0.091514-0.1008i,-0.10091+0.013416i,-0.032132+0.074055i,0.0051553+0.053026i,-0.0043341+0.023518i,-0.0010842+0.0063392i,0.0061771-0.014601i,0.0010074-0.027359i,-0.0045865-0.0293i,-0.0055695-0.026824i,-0.0048208-0.019128i,-0.0028734-0.010492i,0.00063626-0.003959i,0.0052462-0.00059052i,0.0084487+0.00074529i,0.0067098+0.00078423i,0.0013176-0.00048366i,-0.0042045-6.0063e-05i
0.0020333-0.014494i,0.0070946-0.039684i,-0.0067469-0.059784i,-0.0516-0.038338i,-0.079026+0.012254i,-0.020579+0.013797i,0.048433-0.055192i,0.035685-0.098647i,0.0047041-0.066871i,0.0091029-0.019565i,0.01346+0.0030581i,0.0086183+0.014047i,0.0066639+0.017524i,0.0035994+0.015497i,-0.00103+0.012891i,-0.0043055+0.0085985i,-0.0052616+0.0051614i,-0.0057305+0.0020296i,-0.0087439-0.0011563i,-0.011453-0.0016966i,-0.010035-0.00054285i,-0.0044407+0.00036166i,8.2827e-05-0.00049859i
0.020621+0.0086621i,0.060578+0.01775i,0.12761+0.02941i,0.19662+0.019722i,0.22669-0.027681i,0.18076-0.069474i,0.077308-0.043322i,0.010142+0.019379i,0.0050909+0.030956i,0.0015768+0.0050775i,-0.0059081-0.0007222i,0.00081057+0.0024836i,0.0096796-0.0027455i,0.014626-0.007957i,0.016972-0.010625i,0.014643-0.010608i,0.0079216-0.0077726i,0.0033797-0.0027722i,0.0040378+0.0023688i,0.0051235+0.0040054i,0.0049324+0.0032962i,0.0035676+0.0027365i,0.0023975+0.0016609i
0.0025806+0.019443i,-0.016111+0.043377i,-0.061997+0.056991i,-0.12505+0.038977i,-0.16428+0.029529i,-0.14795+0.065099i,-0.068001+0.080612i,0.0067908+0.029095i,0.01032-0.0092011i,-0.0046718-0.0019226i,-0.0079003-0.0024841i,-0.017352-0.0070441i,-0.024971+0.0020342i,-0.025248+0.0091237i,-0.021884+0.010194i,-0.013431+0.0086351i,-0.0034723+0.0028694i,0.00059184-0.0043209i,3.1955e-05-0.0095556i,-0.00095419-0.011262i,-0.0017859-0.0089338i,-0.0023819-0.003216i,-0.00065937+0.0033374i
0.00012433+0.0014031i,-0.012935-0.0065769i,-0.019855-0.0081405i,0.0052698+0.032773i,0.055954+0.096647i,0.084006+0.091691i,0.044553+0.028103i,-0.020856+0.0081383i,-0.027264+0.020368i,0.00014082+0.0081482i,0.0096402-0.0046166i,0.010395-0.0031967i,0.011527-0.0023167i,0.012177-0.00060946i,0.013569+0.0026927i,0.011812+0.0050358i,0.0062736+0.0061984i,0.001547+0.0079382i,8.7603e-06+0.011372i,0.00095823+0.013301i,0.0026483+0.011736i,0.0035285+0.0073284i,0.0013916+0.0012126i
-0.0002143-0.0089301i,0.0052614-0.035753i,0.010525-0.079157i,0.0055759-0.14276i,-0.02688-0.21709i,-0.074988-0.22371i,-0.066464-0.13508i,-0.0017795-0.058118i,0.024453-0.038113i,0.0084662-0.021999i,0.0068706-0.0055718i,0.0097299-0.0093434i,3.9752e-05-0.014462i,-0.0084097-0.012475i,-0.012312-0.011957i,-0.01284-0.0097958i,-0.0075782-0.00318i,0.00014916-0.00027215i,0.0054067-0.0051702i,0.0055653-0.0092928i,0.0025942-0.0099005i,-0.00014481-0.0085909i,-0.0013143-0.0055763i
0.017188+0.0029861i,0.041446+0.01273i,0.056189+0.036362i,0.025934+0.086816i,-0.019716+0.16064i,0.0036196+0.19042i,0.044472+0.12532i,0.018004+0.044027i,-0.014506+0.019715i,-0.010061+0.019857i,-0.0078645+0.01427i,-0.0099639+0.014494i,-0.0013175+0.015775i,0.0055052+0.014043i,0.0069873+0.011871i,0.0064369+0.005895i,0.0014681-0.00086342i,-0.0064756-0.0028261i,-0.011582+0.00028549i,-0.011427+0.0047801i,-0.0082111+0.0069818i,-0.0022771+0.0071595i,0.0034331+0.0047573i
0.0068986+0.012162i,0.00014315+0.022301i,-0.0016843+0.029272i,0.047224+0.0039115i,0.1422-0.065054i,0.16794-0.11314i,0.10144-0.078391i,0.054177-0.007371i,0.046802+0.015327i,0.027255-0.00048283i,0.0081088-0.0058445i,0.0057603-0.0045509i,0.0042968-0.0069328i,0.0020105-0.0099374i,0.00229-0.012475i,0.0019642-0.010828i,0.0028372-0.0053063i,0.005678-0.0011629i,0.0091258-0.00034666i,0.011166-0.0020776i,0.0097985-0.0036347i,0.0049872-0.0038882i,-0.00048136-0.0021825i
-0.0021544+0.0073058i,-0.010814+0.0037432i,-0.03261-0.015645i,-0.092145-0.03663i,-0.18795-0.013376i,-0.23764+0.038516i,-0.17678+0.04644i,-0.090671-0.003409i,-0.056826-0.031295i,-0.033176-0.018692i,-0.0095898-0.016304i,-0.0069126-0.016705i,-0.0095657-0.0044055i,-0.0076952+0.0053065i,-0.0043548+0.0089338i,0.00044946+0.010297i,0.0029557+0.0060963i,0.00091536-0.00080628i,-0.004399-0.0052133i,-0.0098112-0.0047557i,-0.013036-0.00057472i,-0.011344+0.0038592i,-0.0065559+0.0053463i
-0.0014008-0.0095311i,7.279e-05-0.023244i,0.0061037-0.02126i,0.042304+0.030756i,0.12146+0.095445i,0.18287+0.085369i,0.14604+0.025903i,0.057684+0.015388i,0.019855+0.033257i,0.017712+0.026895i,0.011816+0.020114i,0.0085138+0.018119i,0.0068783+0.010241i,0.0046737+0.0033328i,0.0043433-0.0019852i,0.002369-0.0052177i,-0.0028156-0.0025828i,-0.0046353+0.003224i,-0.00043602+0.0071096i,0.0045682+0.0076896i,0.0072467+0.0054797i,0.0073629-2.7005e-05i,0.0053025-0.0056657i
0.0044626+0.00030479i,0.023747+0.0064961i,0.048439-0.0027621i,0.047106-0.073174i,-0.0063859-0.19082i,-0.068575-0.2324i,-0.058403-0.15527i,0.0063816-0.084103i,0.028528-0.065207i,0.0099033-0.040472i,0.0047762-0.015084i,0.0060311-0.011495i,-6.8963e-06-0.011711i,-0.0053351-0.0074784i,-0.0067394-0.0028046i,-0.0047011+0.0011726i,0.00076996+0.0020688i,0.003705-0.0016937i,0.0028365-0.0062713i,0.0008858-0.0089149i,-0.0012751-0.0095381i,-0.0032714-0.005172i,-0.0028049+0.0015791i
0.0069772+0.0028114i,-0.0017312+0.0064796i,-0.035374+0.022118i,-0.084536+0.082521i,-0.096957+0.19428i,-0.047472+0.25771i,-0.010187+0.1949i,-0.03168+0.10327i,-0.045428+0.062561i,-0.029778+0.034545i,-0.023935+0.0077452i,-0.022119+0.0030658i,-0.010364+0.0048097i,-0.00011244+0.0020034i,0.0043815-0.0003084i,0.0060927-0.0029929i,0.0039374-0.0050278i,-3.1338e-05-0.0038149i,-0.0019252+0.0012014i,-0.0014347+0.0064177i,0.0017455+0.0097438i,0.0058227+0.0084781i,0.0065847+0.0035463i
-0.0064195+0.0084828i,-0.0065831+0.013382i,0.020073+0.012299i,0.10327-0.023064i,0.19706-0.10376i,0.19294-0.15829i,0.11224-0.11386i,0.069068-0.03437i,0.06265-0.0057127i,0.045368-0.0078692i,0.03055-0.003962i,0.025773-0.0010392i,0.017937-0.0019447i,0.0087895-0.00074205i,0.0014674+0.00077536i,-0.0036243+0.0049567i,-0.0038222+0.0101i,-0.00081622+0.0092744i,0.0016558+0.0038498i,0.0033756-0.0010908i,0.0027225-0.004237i,-0.0019469-0.0054691i,-0.0058829-0.0036351i
-0.0016642-0.00718i,-0.0014701-0.025431i,-0.027999-0.058057i,-0.11989-0.072393i,-0.24762-0.030564i,-0.27968+0.021638i,-0.18934+0.010107i,-0.10551-0.037165i,-0.07536-0.045504i,-0.043587-0.022541i,-0.013462-0.014245i,-0.0089729-0.013557i,-0.01122-0.0067942i,-0.0071625-0.0019613i,-0.0018007-0.0017547i,0.001094-0.0043133i,-7.6871e-05-0.0074737i,-0.0027667-0.0086138i,-0.0047796-0.0070506i,-0.0075615-0.0037977i,-0.0081979+0.00052398i,-0.004708+0.004415i,0.00038072+0.0044569i
0.0049104+0.0079411i,0.013615+0.021827i,0.040182+0.066079i,0.11139+0.13089i,0.21775+0.15735i,0.25962+0.11923i,0.18841+0.074699i,0.098877+0.069337i,0.057677+0.065145i,0.03078+0.044423i,0.007473+0.034127i,0.002111+0.028417i,0.0018721+0.016736i,0.00073563+0.0064998i,0.00074745-0.00041954i,-0.001263-0.0032179i,-0.003681-0.0026207i,-0.0037701+1.9014e-05i,-0.00065215+0.0029917i,0.0037941+0.0039333i,0.0054325+0.0014062i,0.0032143-0.0031658i,0.00028248-0.0049485i
0.0010159+0.0035708i,0.0062187-0.0036617i,0.004436-0.04908i,-0.0285-0.15509i,-0.093828-0.25539i,-0.12396-0.25005i,-0.07374-0.16241i,-0.0084133-0.10323i,0.0072092-0.080799i,0.00076452-0.052145i,0.0026472-0.031992i,0.0037861-0.027097i,0.0023519-0.020876i,0.0031231-0.011974i,0.0063843-0.0040625i,0.011862+0.001849i,0.014694+0.0039043i,0.011812+0.0015056i,0.00605-0.0017733i,-0.00023649-0.0034674i,-0.0049343-0.0033927i,-0.0061805+0.00066478i,-0.0043087+0.0049321i
-0.0012912+0.0053759i,-0.014528+0.013323i,-0.044076+0.053662i,-0.066697+0.15604i,-0.053948+0.27529i,-0.03028+0.29606i,-0.038354+0.20473i,-0.061969+0.1188i,-0.056311+0.079782i,-0.03244+0.043389i,-0.023296+0.013213i,-0.018898+0.0068769i,-0.0098021+0.007765i,-0.0066002+0.0053731i,-0.0084268+0.0047195i,-0.0096425+0.0046779i,-0.009588+0.0024115i,-0.0082433+0.00098046i,-0.0065013+0.0030193i,-0.0044881+0.0061883i,-0.00088241+0.0068436i,0.0031371+0.0027659i,0.0033163-0.0020073i
0.0027615+0.00035433i,0.018655-0.010546i,0.067141-0.05025i,0.14123-0.13321i,0.19097-0.22374i,0.18017-0.23693i,0.13665-0.16105i,0.10576-0.086894i,0.080928-0.053814i,0.053807-0.027985i,0.041001-0.0056959i,0.033419-0.0014866i,0.020976-0.0021856i,0.010248-0.0011099i,0.0030262-0.00049628i,-0.0011157+0.0024932i,-0.0015249+0.0052649i,0.00039084+0.003881i,0.0030926+0.00022008i,0.0047578-0.0030385i,0.0022576-0.0052253i,-0.0019626-0.0043299i,-0.0027067-0.0012182i
