-0.0014345-0.00045127i,-0.0014167-0.00072197i,-0.0016015-0.00077822i,-0.0029272-0.00065543i,-0.0037833-0.00013139i,-0.0035744+0.0005657i,-0.0020679+0.00062798i,-0.00023187+0.0015395i,0.00088224+0.0022879i,0.0011553+0.0019092i,0.001078+0.0015024i,0.0008732+0.00094369i,0.000578+7.9544e-05i,0.00048641-0.0001375i,0.000558+0.00012403i,0.00088534+0.00024056i,0.0005068+0.00078491i,8.13e-05+0.00041988i,0.00057099-0.00060777i,0.00030811-0.00044275i,-0.00024681+0.00053825i,-0.00045747+0.0010411i,-0.00064676+0.0011198i
-0.0052606+0.00011869i,-0.015836-0.0025808i,-0.021365-0.0015052i,-0.0044452+0.013005i,0.023049+0.039476i,0.039029+0.055867i,0.053697+0.03141i,0.053743-0.0043279i,0.030181-0.0041504i,0.0082435+0.016681i,0.0012662+0.026628i,0.0026144+0.024964i,0.0069435+0.0211i,0.0081628+0.018142i,0.0022366+0.012808i,-0.0099272+0.0029207i,-0.023286-0.003908i,-0.027708-0.0040763i,-0.019733-0.0010154i,-0.0081145+0.0035687i,-0.00027362+0.0089395i,0.0070204+0.0080509i,0.012677-0.0037642i
0.0078369-0.0010909i,0.020802-0.0010628i,0.027488+0.002983i,0.009092+0.019495i,-0.023048+0.032931i,-0.055554+0.018112i,-0.08447-0.00084289i,-0.093551+0.00027227i,-0.074815+0.0037767i,-0.0439+0.0027793i,-0.01769+0.0030324i,-0.0018599-0.0020512i,0.0014289-0.0095606i,0.0008024-0.011323i,0.0036384-0.0070821i,0.011371+0.0019999i,0.020223+0.010681i,0.022063+0.012016i,0.015388+0.0057079i,0.0066268-0.00096911i,0.0011702-0.0048442i,-0.0046229-0.0058043i,-0.013132+0.00091997i
-0.0067145+0.0028456i,-0.01882+0.0082712i,-0.028121+0.015673i,-0.027787+0.022743i,-0.030476+0.036898i,-0.021718+0.054407i,0.015185+0.052332i,0.038273+0.027145i,0.017421+0.0050332i,-0.012433+0.0026201i,-0.022241+0.0069478i,-0.019068+0.011253i,-0.013559+0.014616i,-0.0091241+0.013739i,-0.0048106+0.0065257i,-0.0023648-0.0079901i,-0.0057893-0.023633i,-0.010867-0.028829i,-0.011725-0.021623i,-0.011938-0.010618i,-0.014826-0.0010222i,-0.012721+0.0089414i,-0.0002419+0.016207i
0.0076613-0.00071631i,0.016625-0.0097019i,0.016365-0.016042i,-0.0093766-0.017646i,-0.039268-0.035079i,-0.047826-0.069487i,-0.04952-0.089474i,-0.05305-0.08071i,-0.040506-0.061329i,-0.022806-0.045714i,-0.01382-0.028822i,-0.0058345-0.014077i,0.0019532-0.0088867i,0.0047575-0.0086227i,0.0024564-0.0035728i,-0.0021511+0.0076109i,-0.0051216+0.020024i,-0.0055805+0.025102i,-0.003619+0.019885i,0.00069094+0.012601i,0.0071587+0.008599i,0.01132+0.0011487i,0.007036-0.0094956i
-0.0047376+0.0071838i,-0.011769+0.020043i,-0.017656+0.025527i,-0.016077+0.014037i,-0.017317+0.0052226i,-0.023021+0.025533i,-0.007352+0.05761i,0.019766+0.051254i,0.017796+0.013573i,-0.001375-0.0083243i,-0.010913-0.0091674i,-0.015011-0.0040917i,-0.016067+0.00034032i,-0.011759+0.0020795i,-0.0030098+0.0028589i,0.0083445-0.0013143i,0.017226-0.013589i,0.018038-0.022946i,0.01245-0.021816i,0.0053943-0.019041i,-0.003504-0.021184i,-0.015173-0.01824i,-0.021454-0.0042097i
0.0033577-0.010074i,0.0061633-0.025924i,0.0058664-0.040767i,-0.00394-0.046512i,-0.0028235-0.059377i,0.024929-0.08383i,0.036511-0.10098i,0.024884-0.087618i,0.029739-0.058961i,0.036287-0.041227i,0.024248-0.027423i,0.013845-0.011913i,0.012115-0.0024384i,0.01081-0.00043236i,0.0048866-0.00094424i,-0.0056516+0.0020828i,-0.01558+0.0080075i,-0.019035+0.011389i,-0.016076+0.010161i,-0.012577+0.0093525i,-0.010219+0.015322i,-0.0020355+0.021026i,0.0089626+0.01708i
0.0022434+0.0075071i,0.00086294+0.022638i,0.0043664+0.032982i,0.017357+0.02336i,0.022051+0.008065i,-0.005117+0.021113i,-0.027318+0.049858i,-0.013674+0.046745i,0.0062589+0.019308i,0.014008+0.0011001i,0.015801-0.0068252i,0.010559-0.011294i,0.002894-0.012095i,-0.0016083-0.0084069i,-0.00091332-0.00063376i,0.0078061+0.0050165i,0.018588+0.0028076i,0.022453-0.0037156i,0.019605-0.007321i,0.018989-0.0090205i,0.023015-0.01585i,0.020322-0.026047i,0.0071643-0.029746i
-0.00014578-0.0071282i,-0.0011449-0.023788i,-0.00078302-0.042153i,-0.0021998-0.042797i,0.013613-0.02504i,0.055338-0.015987i,0.07678-0.025116i,0.065856-0.022038i,0.055844+0.00030842i,0.050846+0.0095834i,0.034578+0.0028189i,0.01497+0.00011937i,0.0058323+0.0026763i,0.0053128+0.002323i,0.0045759-0.0022346i,-0.0024333-0.0061971i,-0.012857-0.008868i,-0.018116-0.010048i,-0.016723-0.0091682i,-0.017716-0.0077638i,-0.023583-0.0046947i,-0.027325+0.0028933i,-0.022689+0.010815i
0.0036091+0.0070176i,0.0092281+0.023677i,0.018986+0.044596i,0.034945+0.047245i,0.034438+0.028659i,-0.010153+0.013644i,-0.05167+0.013013i,-0.044352+0.018133i,-0.018809+0.01703i,-0.0038366+0.015459i,0.0064883+0.012607i,0.013622+0.0047436i,0.012617-0.0017573i,0.0053011-0.0030021i,-0.0021953-3.8184e-05i,-0.0031474+0.0054837i,0.002501+0.010519i,0.0069713+0.011614i,0.007484+0.010979i,0.012644+0.012747i,0.025274+0.016296i,0.034981+0.014058i,0.034142+0.0060327i
0.0019342-0.00569i,-0.0049172-0.022638i,-0.014099-0.044468i,-0.027679-0.038578i,-0.025978+0.0042538i,0.010439+0.039967i,0.047622+0.041134i,0.043014+0.032988i,0.022338+0.041557i,0.014688+0.045199i,0.007907+0.030078i,-0.0031104+0.014603i,-0.0073711+0.008815i,-0.0024644+0.0061936i,0.0032105+0.0018787i,0.0034381-0.0049053i,3.6337e-05-0.011122i,-0.0010584-0.013971i,-1.6017e-05-0.013953i,-0.0019292-0.016181i,-0.00739-0.023403i,-0.013567-0.027615i,-0.01687-0.025137i
-0.00036058+0.011474i,0.011477+0.030371i,0.028721+0.056071i,0.04471+0.058774i,0.037342+0.025064i,-0.00065691-0.017729i,-0.034109-0.03724i,-0.035111-0.030848i,-0.026852-0.015574i,-0.022259+0.0013995i,-0.0082864+0.014555i,0.0079079+0.015641i,0.012374+0.0087301i,0.0077738+0.0021269i,0.00050086-0.002182i,-0.0041885-0.001002i,-0.0055722+0.0039967i,-0.0056075+0.0050359i,-0.0047743+0.004292i,-0.0042057+0.01142i,-0.0018176+0.025815i,0.0012455+0.036382i,0.0015303+0.037437i
-0.0079786-0.0039518i,-0.020089-0.019172i,-0.040478-0.036727i,-0.061684-0.03389i,-0.068584-0.0010855i,-0.049462+0.037609i,-0.016761+0.056456i,-0.0060397+0.050032i,-0.017045+0.03557i,-0.020931+0.02557i,-0.014832+0.013198i,-0.011651+0.00065615i,-0.0093341-0.0033992i,-0.0030038-0.00094643i,0.0040405+0.0018858i,0.0076639+0.0013394i,0.0086945-0.0024188i,0.009042-0.0046719i,0.0089593-0.0036678i,0.0095083-0.0063318i,0.013268-0.01348i,0.019918-0.018065i,0.023788-0.01955i
0.0095459+0.010204i,0.025644+0.024768i,0.04696+0.040888i,0.059109+0.038473i,0.056489+0.0086872i,0.047839-0.036592i,0.030008-0.063658i,0.007462-0.057165i,-0.004976-0.042003i,-0.012235-0.031269i,-0.013289-0.014196i,-0.0050625+0.0029732i,0.00043434+0.0077889i,0.00050565+0.0032304i,-0.00031531-0.0030207i,-0.0025534-0.0063216i,-0.0066037-0.0075817i,-0.0084952-0.009059i,-0.0086008-0.0080122i,-0.011029-0.0009557i,-0.017134+0.0066817i,-0.026362+0.0082017i,-0.032966+0.0055606i
-0.0080771-0.0058033i,-0.025941-0.018509i,-0.049326-0.035508i,-0.068416-0.045582i,-0.08425-0.03709i,-0.089346+0.0028298i,-0.067886+0.041124i,-0.037036+0.032636i,-0.024282+0.006161i,-0.019007-0.0045421i,-0.012359-0.01012i,-0.010367-0.015949i,-0.0077894-0.013016i,-0.0028113-0.0024933i,0.0002866+0.005614i,0.0020489+0.007878i,0.0049958+0.0083749i,0.0047147+0.0095661i,0.003316+0.008363i,0.0055681+0.0034548i,0.010237+0.0022025i,0.014963+0.0094817i,0.018509+0.018841i
0.0060411+0.0021215i,0.024842+0.013011i,0.044274+0.028146i,0.059107+0.039809i,0.082232+0.034979i,0.10128+0.0026333i,0.085287-0.030291i,0.051404-0.034181i,0.030579-0.031653i,0.018324-0.032233i,0.0052479-0.018574i,-0.0010018+0.00026422i,-0.00035525+0.0069644i,0.00036949+0.0035264i,0.002475-0.001411i,0.0047813-0.0053371i,0.004778-0.0098336i,0.0039534-0.014058i,0.00037361-0.012282i,-0.0056116-0.0071154i,-0.010358-0.0068932i,-0.010133-0.014722i,-0.0061537-0.025057i
-0.010553+0.0035648i,-0.028651-0.0045735i,-0.044783-0.020338i,-0.055244-0.045498i,-0.075381-0.060787i,-0.095302-0.042713i,-0.084391-0.0097697i,-0.046119-1.4091e-05i,-0.0096219-0.0047805i,0.0088022-0.0048442i,0.012875-0.0071411i,0.0082965-0.013541i,0.0019125-0.013253i,-0.0010425-0.0058944i,-0.0030237+0.0015255i,-0.0053786+0.0063951i,-0.0071522+0.0097307i,-0.0074225+0.010992i,-0.0049613+0.0093498i,0.00032469+0.0057751i,0.0015703+0.0038468i,-0.0072432+0.0082106i,-0.017843+0.01639i
0.011355+0.003233i,0.032165+0.0056007i,0.054591+0.019773i,0.068635+0.045627i,0.089541+0.066572i,0.10801+0.064767i,0.095715+0.037622i,0.061629+0.010942i,0.042205+0.0015314i,0.036702-0.0044713i,0.023035-0.0060999i,0.0092767+0.00014334i,0.0035736+0.0023962i,0.0022237-0.00039029i,0.0048186-0.0013825i,0.0090077-0.0014353i,0.012007-0.0050364i,0.012513-0.0088217i,0.0075993-0.0096269i,0.00067429-0.0084217i,-0.00055474-0.0063325i,0.0087396-0.0046446i,0.021857-0.0042566i
-0.0090845-6.9197e-05i,-0.028794-0.00081936i,-0.048069-0.0135i,-0.053654-0.042539i,-0.060964-0.073222i,-0.083074-0.085034i,-0.080913-0.061153i,-0.038529-0.022644i,-0.0034261+0.0002472i,0.0076716+0.012431i,0.013838+0.011537i,0.014284+0.0013984i,0.0071624-0.0029195i,-0.00075082-0.0028327i,-0.0058775-0.0027727i,-0.010514-0.0016291i,-0.015544+0.00065966i,-0.015946+0.0016096i,-0.010326+0.0025512i,-0.0023136+0.0038893i,0.0024138+5.2994e-05i,-0.0030914-0.01058i,-0.014573-0.018704i
0.0077858-0.0015732i,0.025814-0.0033815i,0.044471+0.009488i,0.046381+0.046116i,0.043931+0.096669i,0.061321+0.12197i,0.064331+0.089751i,0.033251+0.044151i,0.014226+0.026489i,0.014953+0.017955i,0.010494+0.0088009i,0.0039623+0.0049195i,0.0030743+0.0031508i,0.0048299+0.0025026i,0.0070277+0.0034858i,0.010462+0.0043711i,0.014256+0.0033974i,0.014422+0.0016997i,0.0093478-0.0018533i,0.0032146-0.0073287i,-0.0019643-0.0056783i,-0.0031262+0.0068111i,0.00061353+0.019912i
-0.0078384+0.00432i,-0.024655+0.0082932i,-0.040116+0.0027218i,-0.0348-0.02911i,-0.023205-0.087794i,-0.036442-0.12371i,-0.039555-0.093424i,-0.017026-0.038253i,-0.0077004-0.0015291i,-0.0097995+0.017544i,-0.0028297+0.01944i,0.0056254+0.010243i,0.00492+0.0022516i,0.00032146-0.0033704i,-0.0030313-0.0081556i,-0.0079324-0.011239i,-0.012923-0.012191i,-0.013835-0.010085i,-0.010379-0.0031041i,-0.0043727+0.0047203i,0.0045265+0.0055664i,0.015317-0.0035829i,0.020664-0.014659i
0.012449-0.0036739i,0.02791-0.010856i,0.038719-0.010262i,0.018408+0.024434i,-0.011737+0.094287i,-0.0091351+0.135i,0.0023956+0.10353i,-0.0037281+0.049648i,-0.010462+0.021431i,-0.007647+0.01076i,-0.0050144+0.0055681i,-0.0054309+0.0062761i,-0.0023012+0.0071528i,0.002889+0.0073981i,0.0045775+0.0091327i,0.0058594+0.012204i,0.0088942+0.013659i,0.0093856+0.0098232i,0.0072685+0.002094i,0.0061032-0.0044339i,0.0019548-0.0074553i,-0.0090889-0.0051295i,-0.019499+0.00053641i
-0.0066531+0.0056341i,-0.020292+0.013006i,-0.029289+0.015461i,-0.0080467-0.015493i,0.023479-0.085592i,0.02967-0.12888i,0.0187-0.099921i,0.0063684-0.044786i,-0.0077373-0.014636i,-0.017909-0.0015036i,-0.012873+0.0080156i,-0.0024748+0.0082771i,0.0015574+0.0025035i,0.0024786-0.0042411i,0.0027219-0.01033i,0.00025996-0.015196i,-0.0021583-0.017933i,-0.0030414-0.014982i,-0.0051356-0.0075765i,-0.0075267+0.00088687i,-0.0047339+0.0095362i,0.0065303+0.016703i,0.016533+0.019529i
0.0067456-0.0053157i,0.019049-0.015687i,0.020572-0.021481i,-0.013494+0.0045408i,-0.059816+0.066999i,-0.072532+0.10901i,-0.051996+0.085004i,-0.029649+0.030129i,-0.015588-0.00099062i,-0.0059734-0.0093576i,-0.0035787-0.0093622i,-0.004962-0.0032962i,-0.0032957+0.003441i,-0.00064918+0.0086771i,0.00013924+0.012395i,-0.00049364+0.015517i,-0.0010094+0.015779i,0.00062862+0.009626i,0.0040875+0.0028646i,0.0072333+5.4721e-05i,0.0078982-0.0042272i,0.004528-0.01229i,-0.00039678-0.018304i
-0.011879+0.0066807i,-0.021788+0.020705i,-0.020106+0.032337i,0.02103+0.0086077i,0.076083-0.053512i,0.092103-0.096593i,0.063903-0.076904i,0.030309-0.03538i,0.0080299-0.020251i,-0.0045059-0.015141i,-0.0051878-0.0059519i,-0.00091354-0.0014575i,0.0013497-0.0027388i,0.0035678-0.0056109i,0.0057059-0.0088696i,0.0075062-0.013099i,0.006968-0.015013i,0.0034269-0.012772i,-0.0015388-0.0092491i,-0.0068596-0.0054782i,-0.011354+0.00062371i,-0.01482+0.009655i,-0.015761+0.015979i
0.0055338-0.010512i,0.012699-0.025437i,0.0058037-0.040227i,-0.037002-0.023367i,-0.095253+0.027388i,-0.11123+0.06358i,-0.075649+0.047501i,-0.032354+0.013359i,-0.0020812-0.0025589i,0.011205-0.0082396i,0.0067587-0.0097958i,-0.00093901-0.0056275i,-0.0031966+0.00086161i,-0.003557+0.006358i,-0.0051511+0.010567i,-0.0083434+0.013241i,-0.0093642+0.011522i,-0.0057165+0.0061772i,-0.001295+0.0037811i,0.0018898+0.0048957i,0.0059219+0.0048508i,0.012214+0.0020049i,0.016983-0.0012025i
-0.003031+0.0062252i,-0.0094192+0.022024i,-0.0011686+0.038382i,0.045145+0.030318i,0.11023-0.0079317i,0.12896-0.037141i,0.091438-0.029783i,0.048031-0.014428i,0.023747-0.010525i,0.011758-0.0070404i,0.0050581-0.0016352i,0.0016181+0.00043359i,0.00086158-0.00067456i,0.0026318-0.0034828i,0.0063458-0.0060783i,0.01076-0.0074216i,0.011961-0.0066532i,0.0079091-0.0044958i,0.0028787-0.0044423i,-0.00067757-0.0057859i,-0.0054495-0.007252i,-0.011777-0.010105i,-0.015283-0.012585i
-0.00041037-0.011756i,0.0028988-0.029298i,-0.008064-0.048813i,-0.053713-0.046052i,-0.11416-0.01548i,-0.12775+0.0099445i,-0.085939+0.0080066i,-0.034242+0.0040877i,-0.00063941+0.010555i,0.013149+0.01187i,0.012217+0.00449i,0.0058739-0.00057512i,0.00044041+0.00051079i,-0.003135+0.0043358i,-0.0074066+0.0058267i,-0.012064+0.0049409i,-0.011248+0.002945i,-0.0054159+0.00027466i,-0.0017855-0.00072505i,-0.0013089+0.0013783i,-0.0012236+0.006419i,0.0003997+0.012185i,0.0015303+0.016129i
-0.0042994+0.0080333i,-0.0046266+0.027314i,0.0070266+0.054771i,0.052994+0.0654i,0.11375+0.048544i,0.12685+0.026789i,0.086545+0.01627i,0.042412+0.0079547i,0.018095+0.0016634i,0.00728+0.0031282i,0.0048472+0.0049336i,0.0043901+0.0026096i,0.0038029-0.00057669i,0.0035685-0.0031144i,0.0054576-0.0043728i,0.0099353-0.0037097i,0.0095322-0.0018854i,0.0028134-0.0010414i,-0.0015364-0.00086765i,-0.00054357-0.0013742i,0.0027226-0.0048653i,0.0072903-0.011381i,0.010842-0.015059i
1.0874e-05-0.0075192i,-0.00091712-0.024811i,-0.013806-0.052889i,-0.05655-0.06984i,-0.11148-0.060514i,-0.12088-0.042977i,-0.078766-0.025008i,-0.036447-0.0020781i,-0.013703+0.017406i,-0.00043128+0.01913i,0.0059088+0.0079433i,0.0064696-0.00033583i,0.0036276-0.0013965i,-0.00045161-0.00037259i,-0.0054306-0.00093482i,-0.0094043-0.0032992i,-0.0079976-0.0046303i,-0.0025328-0.0037079i,0.00043551-0.0026303i,-0.00016718-0.0035371i,-0.0027784-0.0011038i,-0.0082015+0.003354i,-0.013262+0.004411i
-0.0029497+0.0062455i,-0.00043631+0.025135i,0.012567+0.058441i,0.051878+0.084651i,0.097188+0.085428i,0.099811+0.068693i,0.063583+0.043125i,0.031009+0.01452i,0.0091981-0.0026973i,-0.0038406-0.0016919i,-0.0048937+0.002682i,-0.0017741+0.0011898i,0.0011795-0.0016981i,0.0034829-0.003256i,0.0063031-0.0022981i,0.0084295-0.00011759i,0.0057946+0.0011721i,0.000757+0.0003563i,-0.0019216-0.00064692i,-0.0018932-0.00031974i,0.0015033+0.00078488i,0.0085492+0.0026401i,0.014431+0.0053507i
-0.0041622-0.01132i,-0.0079197-0.029702i,-0.025291-0.063176i,-0.061647-0.090164i,-0.096072-0.09472i,-0.090794-0.081471i,-0.058526-0.053177i,-0.036408-0.017373i,-0.023208+0.0058595i,-0.011729+0.0096331i,-0.0026812+0.0066864i,0.0028493+0.0046645i,0.0037724+0.0028071i,0.0018155+0.0012107i,-0.00075919-0.001482i,-0.0025491-0.004966i,-0.00081814-0.0064606i,0.0018978-0.0052868i,0.0017603-0.0035376i,0.00083164-0.0023585i,-0.00070652-0.0023286i,-0.0036756-0.0052328i,-0.0054403-0.0088375i
-4.516e-05+0.0092367i,0.004558+0.02775i,0.019635+0.063772i,0.04966+0.095045i,0.073149+0.10285i,0.064901+0.089235i,0.041435+0.056623i,0.026118+0.016378i,0.013097-0.0090047i,0.0020466-0.012773i,-0.0014996-0.0062981i,-0.0013711-0.002511i,0.00016009-0.0017794i,0.0031153-0.0009806i,0.0049996+0.0014162i,0.0044434+0.0044037i,0.0016206+0.0036406i,-0.0012353+0.00010166i,-0.0027054-0.0023954i,-0.0027641-0.0028042i,-0.00087473-0.00047738i,0.00046047+0.0054313i,-0.0012173+0.010611i
-0.0032762-0.0080068i,-0.0085154-0.027112i,-0.023936-0.061258i,-0.047132-0.096038i,-0.058563-0.11152i,-0.046463-0.098624i,-0.031746-0.062901i,-0.02738-0.02491i,-0.017755-0.0042112i,-0.0035427+0.00059385i,0.0027879+0.0023649i,0.005309+0.0049479i,0.0059182+0.0047091i,0.0030365+0.001621i,0.00095044-0.0017963i,0.0025199-0.0033268i,0.0044153-0.0020456i,0.0040474-0.00049763i,0.0022811+7.3937e-06i,0.00095365+0.00024816i,0.00065942+0.00046198i,0.0023116-0.00081999i,0.004441-0.003349i
0.0074439+0.0074176i,0.013365+0.022948i,0.0259+0.055278i,0.040779+0.089107i,0.042662+0.10421i,0.027221+0.091428i,0.019256+0.056909i,0.024594+0.01869i,0.021285-0.0057038i,0.010726-0.011004i,0.0039665-0.0074301i,-0.00034635-0.004145i,-0.0010609-0.00034061i,0.00083473+0.0033232i,0.00068511+0.0054124i,-0.0010447+0.0053328i,-0.0022631+0.0017287i,-0.0020726-0.0021139i,-0.0013597-0.0022849i,3.7916e-05-0.00085754i,0.001662-0.0011151i,0.00016746-0.0020566i,-0.0033289-0.0021414i
-0.0089016-0.0060277i,-0.014956-0.022204i,-0.02538-0.052769i,-0.032624-0.087512i,-0.026-0.10425i,-0.008886-0.089713i,-0.006532-0.057522i,-0.01638-0.027544i,-0.011882-0.0057575i,0.00076598+0.0040699i,0.0043179+0.0067115i,0.0036368+0.0073838i,0.00416+0.0055381i,0.0034307+0.0015686i,0.0038553-0.0021219i,0.0056912-0.0018055i,0.0052331+0.0013676i,0.0032993+0.0019163i,0.00091224-0.00068371i,-0.0010765-0.0021263i,-0.0024636-0.0011495i,-0.0026184+0.0013987i,-0.001663+0.0036217i
0.002625+0.0042604i,0.0090903+0.021i,0.019317+0.053912i,0.025563+0.087827i,0.015576+0.10106i,-0.0047217+0.084612i,-0.0031129+0.054313i,0.017104+0.025636i,0.021762+0.005166i,0.012266-0.0012022i,0.0045076-0.0019204i,-3.4325e-05-0.0023817i,-0.001654-0.00066795i,-0.001439+0.0016953i,-0.0027349+0.0028568i,-0.004747+0.001477i,-0.0042349-0.0021287i,-0.0027855-0.0041175i,-0.0016853-0.0027749i,6.6334e-05+0.00030029i,0.0025586+0.0024385i,0.0051031+0.00085645i,0.0058177-0.0021865i
-0.0018204-0.0063839i,-0.0086246-0.020078i,-0.017557-0.049364i,-0.020517-0.081152i,-0.0049711-0.090257i,0.016881-0.073263i,0.011968-0.049381i,-0.0080195-0.026041i,-0.009461-0.0041537i,-0.0021618+0.0066945i,-0.0017835+0.0081076i,-0.0032835+0.0074061i,-0.0019562+0.0053455i,0.00082095+0.0025125i,0.0028695+0.00053122i,0.0030896+0.0013351i,0.0011795+0.0033116i,0.00050772+0.0024187i,0.00015763-0.00091657i,-0.00072874-0.0037302i,-0.001922-0.0048318i,-0.0048957-0.004798i,-0.0063158-0.0032653i
0.0047038+0.0015609i,0.012495+0.014611i,0.019175+0.043345i,0.015075+0.074206i,-0.008614+0.080045i,-0.029765+0.063587i,-0.017489+0.045184i,0.0069426+0.027381i,0.011893+0.0096723i,0.0043314+0.0019404i,0.0010742-0.00052589i,0.0010617-0.0030465i,-0.0011885-0.0016776i,-0.0034724+0.0010619i,-0.0043433+0.001394i,-0.003423-0.00083278i,-0.0012595-0.0041375i,-0.0010584-0.005145i,-0.0018463-0.0025166i,-0.001815+0.0011606i,-9.2324e-05+0.0046918i,0.0033995+0.0074543i,0.0052543+0.0076378i
-0.0028608-0.0051046i,-0.010837-0.016756i,-0.018986-0.042593i,-0.015398-0.066885i,0.0087627-0.066406i,0.029772-0.048675i,0.019024-0.036365i,-0.0037448-0.022979i,-0.010899-0.0038849i,-0.0069804+0.005611i,-0.0042198+0.0046288i,-0.0035115+0.0033067i,-0.0012989+0.0026652i,0.0025241+0.00058085i,0.0044924+0.00021764i,0.002277+0.0015979i,-0.0012701+0.00139i,-0.0011472-0.00029461i,0.001385-0.0017174i,0.0027098-0.0029115i,0.002872-0.0045873i,0.0020653-0.0078522i,0.0011723-0.0088398i
0.0062841+0.0035463i,0.013285+0.014281i,0.021339+0.035113i,0.013119+0.053284i,-0.018152+0.049463i,-0.04+0.032998i,-0.026634+0.026439i,-0.0021211+0.021217i,0.0049079+0.0064458i,0.00031438-0.0034218i,0.00016925-0.0052214i,0.0016121-0.0062944i,-0.00070499-0.0054541i,-0.0034415-0.0030057i,-0.0041846-0.0021264i,-0.0012569-0.0024292i,0.0023225-0.0030178i,0.0021021-0.0028634i,-0.00094412-0.0012255i,-0.0037974+0.0011944i,-0.0058955+0.0036003i,-0.0066303+0.0065116i,-0.0053215+0.0079763i
-0.0060289-0.002317i,-0.012687-0.010521i,-0.019224-0.028193i,-0.011603-0.043877i,0.016827-0.040286i,0.037991-0.024563i,0.026808-0.020954i,0.0027441-0.020381i,-0.0073126-0.0083351i,-0.0041964+4.2016e-05i,-0.0021569+5.5385e-05i,-0.0023719-0.00035466i,0.00027459-0.00025i,0.0041017-0.00023824i,0.0043302+7.9822e-05i,0.0006128-0.00065753i,-0.001794-0.0014008i,-0.0013879-0.0019716i,0.00072282-0.0018176i,0.0033257-0.001006i,0.006037-0.00068696i,0.0078636-0.0012047i,0.007468-0.0014347i
0.0012758+0.004436i,0.0079317+0.013084i,0.014816+0.028874i,0.0082192+0.038634i,-0.017413+0.027793i,-0.037623+0.010064i,-0.029198+0.010657i,-0.0064482+0.011974i,0.0051908+0.0001509i,0.0047717-0.0057892i,0.0060369-0.0043044i,0.0086712-0.0035828i,0.0048794-0.0036494i,-0.00040084-0.0043149i,-0.0011194-0.0042164i,0.0018071-0.0027972i,0.0039593-0.0014132i,0.002683-0.0010702i,0.0001963-0.0014879i,-0.0019007-0.0009343i,-0.0041355+0.00048446i,-0.0057365+0.00062413i,-0.005611+4.9957e-05i
-0.0038465+0.00080957i,-0.0091071-0.0067273i,-0.014415-0.019912i,-0.0074679-0.027647i,0.017519-0.016883i,0.036753-0.0022845i,0.028795-0.0083304i,0.0073442-0.01585i,-0.002114-0.0089617i,0.0013026-0.0023385i,0.0032273-0.00096869i,0.0018134-0.0010835i,0.0029054+0.00026891i,0.0051941+0.0015345i,0.0046968+0.00077426i,0.0019001-0.0014965i,-0.00046086-0.0035128i,9.7587e-05-0.0034405i,0.00059237-0.0023502i,0.0014767-0.0012129i,0.0035076+0.00047155i,0.0033214+0.0024536i,0.0013201+0.0040057i
0.0014365+0.0018207i,0.0068848+0.0071673i,0.013547+0.016522i,0.0095088+0.020201i,-0.011262+0.0060537i,-0.029443-0.0079382i,-0.024293+0.00056911i,-0.0043555+0.0084037i,0.0087007+0.0023085i,0.010018-0.00074323i,0.0092821+0.0013104i,0.0097695+0.0012312i,0.0078031-0.00059896i,0.003823-0.0017198i,0.0018338-0.0012689i,0.0028712+0.0016129i,0.0031158+0.0037859i,0.001431+0.0018455i,-0.00055935-0.00057443i,-0.0022231-0.0013009i,-0.0028446-0.0023762i,-0.0015634-0.00379i,0.00017357-0.0027447i
-0.0020041-0.0024288i,-0.0086716-0.0065401i,-0.014923-0.014125i,-0.011076-0.013667i,0.0075679+0.0058117i,0.023911+0.019421i,0.022434+0.0057643i,0.0095292-0.0069946i,0.00069898-0.0029658i,0.0020443+0.0036208i,0.002931+0.0052418i,0.00085377+0.0042784i,0.00092298+0.0037624i,0.0028561+0.0034255i,0.0038339+0.0018755i,0.0024968-0.0007605i,0.0003526-0.0022699i,0.00068253-0.0021874i,0.0023859-0.0011392i,0.0030107+0.00036173i,0.0019907+0.0011449i,-0.00041583+0.00075276i,-0.0017025-3.6456e-05i
0.0033487+0.0035791i,0.010139+0.00611i,0.019095+0.010599i,0.016578+0.006404i,-0.0011117-0.012902i,-0.017445-0.024382i,-0.016618-0.0096038i,-0.0032617+0.0064936i,0.0061711+0.0066808i,0.005812+0.0047095i,0.0050226+0.0060361i,0.0053995+0.0052132i,0.0037854+0.0021154i,0.0009772-0.00090934i,-0.00033513-0.0010124i,-0.00011513+0.001602i,-0.001311+0.0022772i,-0.0022177+0.0003072i,-0.0023429-0.0015085i,-0.0022534-0.002417i,-0.0012507-0.0018487i,0.00067681-1.7045e-06i,0.0022296+0.0014483i
-0.0021508+0.002936i,-0.0060755+0.0014057i,-0.012687-0.0022378i,-0.014146+0.0015476i,-0.0029102+0.019313i,0.0096757+0.028199i,0.012137+0.012914i,0.0041108-0.002764i,-0.0029619-0.0008138i,-0.0023533+0.0051514i,-0.0021849+0.0044137i,-0.0029189+0.0027689i,-0.0013536+0.0037726i,0.00035494+0.0034292i,0.00075776+0.00079027i,0.0015184-0.0021948i,0.0017417-0.0029021i,0.00097365-0.002496i,0.0015756-0.0015812i,0.0016336+0.0007154i,0.0015674+0.0016952i,0.0011543-0.00015465i,0.00063781-0.0018581i
