-0.0013126-0.00023859i,-0.00057505-0.00074679i,-0.00078122-0.0001174i,-0.0013695+0.00066698i,-0.0025615+0.0014975i,-0.003674+0.0024172i,-0.0031951+0.0023547i,-0.0015383+0.0012764i,-0.00036245+6.9871e-05i,-0.00048719+0.00028617i,9.4427e-05+0.00080049i,0.00060897+0.00033724i,0.00014992-0.00032986i,0.00045385-0.00040436i,0.00021329+9.4638e-05i,-0.00041961+0.00087359i,-0.00052723+0.00051647i,-0.00043036-0.00038114i,0.00020771-0.00074809i,0.00088438-0.00086262i,0.0018341-0.00077807i,0.0019744-0.00043916i,0.00074912-4.4799e-05i
-0.00031365-0.00013344i,-0.00057412+2.819e-05i,-0.0020536-0.00029784i,-0.0022371-0.00052273i,-0.0021471+0.00046616i,-0.0021388+0.0023422i,-0.0021919+0.0022055i,-0.0011443-0.00011342i,-5.2594e-05-0.0015043i,-0.00026691-0.0011197i,3.2719e-05-0.00018388i,-0.00011598-3.9256e-05i,-0.0001164+1.24e-05i,0.00070983+0.00028663i,0.00046239+0.00033505i,-1.8065e-06+0.00018471i,0.00030126+0.00057333i,9.2479e-05+0.00055668i,-0.00063205+0.00042983i,-0.00024047+0.00023767i,0.00011988-0.00074264i,-0.00027211-0.00070748i,0.00010586+6.584e-05i
0.00060007+1.6564e-05i,-0.00014842+0.00057786i,-2.4019e-05+0.0013185i,-0.00051835+0.0012259i,-0.0013274+0.0006356i,-0.0017443-0.00025531i,-0.0009759-0.00081172i,0.00028574-0.00089304i,0.00029394-0.00086872i,-0.00060117-0.00085924i,-0.00075317-0.00067193i,-0.00042386-0.00015693i,-0.00049167-2.352e-05i,-0.0007494-0.00044377i,-0.00026933-0.00030601i,2.8359e-05+0.0004963i,-0.00015085+0.00078267i,-5.8224e-07+0.00026546i,-1.3915e-05-9.9307e-05i,-6.8061e-05+0.00056031i,0.00031742+0.00041561i,8.7131e-05+0.00031379i,-0.00066278+0.00038121i
0.00071831-0.0012309i,2.9994e-05-0.00077188i,-0.0022604-0.00064891i,-0.0027664-0.00064375i,-0.002782+0.00095796i,-0.0024849+0.0026701i,-0.0007719+0.0024982i,-0.00034013+0.00017272i,-0.00052904-0.0013785i,-0.00044636-0.00056748i,-0.00041255+0.00069044i,-5.4381e-05+0.00035028i,-0.0003338-0.00017957i,-0.00022459+0.00045518i,8.6781e-05+0.00083013i,-0.00015905+0.00043529i,1.1803e-05+4.0248e-06i,0.0003973+0.00036411i,0.00019426+0.00093808i,-0.00043811+0.0010615i,-0.00059823+0.00066222i,-0.00059621+0.00015521i,-0.00097295-4.788e-05i
0.00012825-0.001233i,-0.001262-0.00031906i,-0.0020577+0.00069897i,-0.0027586+0.00088123i,-0.003344+0.0010305i,-0.0035454+0.0023466i,-0.0026256+0.0032937i,-0.00095116+0.0020602i,-0.00022455-0.00019589i,-0.0001173-0.00052203i,-0.00027509-9.1513e-05i,-0.00010865+0.00070007i,0.0007595+0.0012524i,0.00084307+0.0014311i,0.00014436+0.0010706i,0.00021982-9.3833e-05i,6.3601e-07-0.00096759i,-0.00010151-0.00099136i,3.5813e-05-0.00050507i,-0.00037807-0.00012922i,-0.00070134+0.00010125i,-0.00036502-0.00026148i,0.00045091-0.0001308i
-0.0011172-0.00098861i,-0.001111-0.000352i,-0.0014321-0.00035858i,-0.0020292+0.00050972i,-0.002457+0.0012746i,-0.0021845+0.00081854i,-0.0010374+0.00025678i,5.4985e-05+0.00033406i,5.8171e-06-7.5047e-05i,-0.00083016-0.00019662i,-0.0010956+0.00035744i,-0.00030991+0.00051336i,-0.00010495+7.7111e-05i,-0.00037486-0.0003618i,-0.00034082-0.0008584i,-0.00044236-0.00087669i,-0.00049525-0.00080131i,-0.00074788-0.00048716i,-0.00048735-2.9814e-06i,0.00013681+4.635e-05i,0.00022254-0.0003636i,-0.0001431-9.5885e-05i,-0.00049389+0.00054629i
-0.00059302-3.3e-05i,-0.00095357+0.00055146i,-0.00076604-3.4524e-05i,-0.00095681-0.0010905i,-0.0024518-0.00073611i,-0.0041964-0.00011342i,-0.0035391-0.00049013i,-0.0015681-0.00080472i,-0.00080361-0.00063447i,-0.00098014-0.00052576i,-0.00045237-0.00028641i,0.00046471-0.00035367i,0.00047423+0.00022049i,0.00034477+0.00087882i,-0.00010448+0.00014725i,-0.0004067-0.00078105i,-0.00012247-4.333e-05i,1.5049e-05+0.0010697i,-0.00021003+0.00089036i,9.905e-05+0.00025625i,-0.00023225+0.00031065i,-0.000911+1.6023e-05i,-0.00034893-0.00038939i
-0.0010012-0.00088293i,-0.0011522-0.001254i,-0.0012395-0.00054939i,-0.0012613+0.00098908i,-0.0022169+0.0017851i,-0.0020294+0.0009204i,-0.0010475-0.00017892i,-0.00049822-0.00097202i,-0.0017186-0.001359i,-0.0020044-0.00098638i,-0.00059333+3.4545e-05i,1.8648e-05-0.00020965i,0.00019707-0.00097647i,0.00033556-0.00092196i,0.00036344-0.00076785i,0.00029035-0.00049589i,-0.00018252-0.00049274i,-0.00050491-0.00043263i,-2.9671e-05-0.00058251i,0.00024205-0.00066487i,-0.00022079-0.00070917i,2.402e-05-0.00085995i,0.00054067+8.0345e-05i
-0.00040542-5.589e-05i,-0.0013994+0.00066536i,-0.0011523+0.0010885i,-0.00042369+0.00052651i,-0.0016763+0.00031002i,-0.003923+0.0012719i,-0.0034193+0.0016326i,-0.0017322+0.0013481i,-0.0008394+9.2622e-05i,-9.5322e-05-0.00047201i,0.00047799-0.00062011i,0.00018494-0.00056406i,-0.00034651+0.00036592i,-0.00047799+0.00026735i,-0.00040266+0.00013057i,-0.00023549+0.00034723i,0.00033031+6.1748e-05i,0.00059002-0.00033335i,0.00053974-0.00042445i,0.00040776-0.00012248i,0.00039891-0.00050364i,0.00030741+4.1974e-05i,-6.3849e-05+0.00079023i
-0.0019401-0.00082499i,-0.00070856-0.00066715i,-0.001242-0.00015321i,-0.0017238+0.00095994i,-0.0026482+0.0015196i,-0.0020885+0.0014121i,-0.0015376+0.00047051i,-0.0014828-0.0011024i,-0.001596-0.00097308i,-0.0012272-0.00014313i,-0.00038993+0.00051688i,3.2713e-05+0.0004495i,0.00020196-0.00072745i,-0.00030443-0.00096281i,-0.00099032-0.00029236i,-0.00040894-0.00037223i,0.00046395-0.00019772i,0.00053894+0.00055456i,0.00036405+0.00021538i,0.0010259+0.00016201i,0.0013386+0.00050989i,0.00064758+0.00081597i,-1.7375e-05+0.00018118i
0.00038205+0.0010984i,3.8168e-05+0.0017143i,0.00024268+0.0010271i,0.00016655+0.00031909i,-0.0010373-0.00025477i,-0.0025015+0.00023339i,-0.0016111+0.00079035i,-3.1961e-05-0.00092514i,0.00049879-0.0017493i,0.00036529-0.00091912i,0.00034427-0.00037943i,0.00066551-0.0002832i,0.00060731-0.00012387i,-5.5646e-05+0.0002789i,0.00015294-0.0002135i,0.00064813-0.00033078i,0.00021958-6.2072e-05i,-0.00038925-0.00070405i,-0.00018157-0.0010573i,0.00026948-0.00033001i,0.00022418+0.00025529i,0.00043344+0.00064722i,0.0004102+0.00092399i
0.0003862+0.00059144i,0.00024075+0.00050247i,1.5942e-05-0.00042549i,-0.0012242-0.00087088i,-0.0029564+0.00052032i,-0.0043162+0.0017245i,-0.0036169+0.0017091i,-0.0014278+0.00049428i,-0.0011725-0.00077005i,-0.0015462-0.00083239i,-0.00047908-0.00057694i,0.00019797-0.00047332i,0.00035307+0.00025958i,0.00060579+9.8555e-05i,-0.00011743-0.0004813i,-4.5342e-06-4.6887e-05i,0.00052619-9.7983e-05i,8.3345e-05+0.00062606i,-0.00015535+0.0018097i,0.00065163+0.0010769i,0.00044491+0.00024i,-0.00014915+3.0302e-06i,-8.0355e-05+0.00040358i
-0.0015705+0.00030157i,-0.0011579-0.00015001i,-0.00055436-3.6817e-06i,-0.00075135+4.2855e-05i,-0.0017538+0.00038667i,-0.0025334+0.0012332i,-0.0027214+0.00065481i,-0.0019559-0.00078698i,-0.00087115-0.000902i,-0.00077374+0.00048762i,-0.00028787+0.0012482i,-3.802e-05+0.00064149i,-0.00054942+0.00019201i,-0.00084146+0.00029431i,-2.2127e-05+0.00053237i,0.00036038+0.00027509i,0.00046029-4.8366e-05i,0.00038028-0.00041873i,-0.0002839-0.00098809i,0.0002109-0.00018664i,0.00025157+0.00023101i,-0.00018552-0.00015551i,-0.00014549+0.00015583i
0.00053835-0.0011406i,0.00075285-0.00039751i,3.8044e-05-7.1704e-05i,0.00010319+7.4648e-05i,-0.00040682+0.00041091i,-0.0018582+0.001484i,-0.0016917+0.0013554i,-0.00087419-0.00017075i,-0.0012149-0.0014376i,-0.00066871-0.0008064i,0.00011208+6.4942e-05i,0.00012572-0.00039081i,0.00034781-0.00059754i,0.00086788+3.4355e-05i,0.00091382+0.00026114i,0.0003366+1.9857e-06i,-0.00014365-0.00017096i,-0.00034523-0.00024018i,-0.00034428-9.4267e-05i,-0.00030987+0.00042977i,-0.00046789+0.00022486i,-0.00078375-0.00057125i,2.6932e-05-3.771e-05i
0.0011769+0.0015836i,-3.7095e-05+0.00086325i,-0.00086673+0.0010059i,-0.0020414+0.0013944i,-0.0025239+0.0016244i,-0.002501+0.001574i,-0.0022279+0.0014357i,-0.0014487+0.0012262i,-0.0011785+0.00049192i,-0.00047208+0.00067457i,4.5732e-05+0.0006605i,-6.2437e-05-0.00010497i,-0.00051455-0.00017997i,-0.0010738-0.00033319i,-0.00045477-0.00025469i,-0.00028595+0.0005682i,-0.00031438+0.00051428i,-0.00091635-0.00022811i,-0.00093693-0.00045457i,-4.1505e-05-0.0004929i,-6.5964e-05-0.00016856i,-0.00028433+4.6171e-05i,-0.00032516+7.6274e-06i
-0.00039026-0.00062139i,-0.00037817-0.00092383i,-7.0768e-05-0.00031234i,0.00020425-0.00069355i,-0.00063663-0.001591i,-0.0021928-0.00092881i,-0.0023639-7.2288e-05i,-0.0013624-0.00065736i,-0.00069527-0.0013291i,-0.001097-0.00065923i,-0.00082815+0.00054078i,7.5548e-05+0.00066036i,0.00087444+0.00053592i,0.0006962+0.00056813i,-0.00035441-0.00016614i,-0.0006189-0.0001663i,0.00024855+0.00042689i,0.00081349-0.00018535i,0.0005765-0.00048798i,0.00011428-0.00012717i,0.0003018-0.00013548i,-0.00040256-0.00053621i,-0.00070914-0.00054541i
-0.00061794-0.00044728i,-0.00075063-0.0002759i,-0.0013617+0.00030306i,-0.002051+0.0010608i,-0.0025631+0.0021407i,-0.0033712+0.0026707i,-0.0028908+0.0017933i,-0.00040237+0.00033459i,0.00038362-0.0011086i,5.3544e-05-0.0010084i,0.00027374+0.00032481i,7.1295e-05+0.00051895i,-0.00052139-0.00033855i,-0.00081253-0.00035148i,-7.3318e-05+0.00028255i,0.00077067+0.00080627i,0.00050082+0.0005922i,0.00010388+0.00022355i,0.00061693-0.00034474i,0.0003249-0.0005319i,5.1763e-05+3.6541e-05i,0.00027429+0.00060677i,0.00020073+0.00036053i
-0.0011283-0.00046775i,-0.00038591-0.000245i,-0.00015868+1.1351e-05i,-0.00050561-0.0010059i,-0.0016046-0.0013765i,-0.0019592-0.0003357i,-0.0020339+0.00042877i,-0.0020126+0.00070057i,-0.0024201+0.00010502i,-0.0013235-0.00055428i,-0.00010594-0.00043584i,-0.00024096-0.00047328i,-0.00073325-0.00053899i,-0.00071927-3.0339e-05i,-0.00043987+0.00038361i,-0.00039197+0.00011908i,-0.0004881+0.0005244i,-0.00055309+0.0010908i,-0.00023587+0.00068743i,8.203e-05+0.00060627i,5.2171e-05+0.00047072i,0.00046306-0.00016771i,0.00050613+0.00011758i
-0.0007637-0.0015508i,-0.00060527-0.00087186i,-0.0020798+0.00024155i,-0.0035046+0.0014439i,-0.0041654+0.0015349i,-0.0042485+0.0016164i,-0.0039161+0.0017567i,-0.002139+0.0010353i,-0.0010823+8.4437e-05i,-0.0017744+0.00052958i,-0.0012367+0.0011078i,-0.00031447+0.00081865i,0.00014312+0.00026089i,0.00022797-0.00029328i,-0.00060136-0.00080219i,-0.0012334-0.0014212i,-0.00070092-0.0011056i,0.00040223-0.00020488i,0.0007643+0.00016472i,0.00021135+0.00059957i,-0.00071883+0.00066012i,-0.0010101+0.00018333i,-0.00047157+0.00024706i
0.00014299+0.00016042i,0.00021593-0.0003836i,0.00019297-0.00084901i,-0.00015248-0.00147i,-0.00095281-0.00097513i,-0.0015804+0.00041984i,-0.0020487+0.0010086i,-0.0019398-0.00013523i,-0.0012061-0.0016267i,-0.0010512-0.0011139i,-0.00064468+0.00012477i,-0.00016238+0.00041388i,-0.00025827+0.0002807i,-0.00029736+0.00011069i,-3.6067e-07+0.00016173i,0.00018076-2.8361e-05i,0.00022133-0.00080255i,4.4645e-05-0.00030429i,-0.00028592+0.0002758i,8.6254e-05+0.00020372i,0.00028132+0.00039732i,0.00048194+0.00065589i,0.00064562+0.0012257i
-0.0010071-0.00023937i,-0.0013621-0.00052283i,-0.0024209+0.00085938i,-0.0023204+0.00215i,-0.0011986+0.0018399i,-0.00080489+0.0012405i,-0.00069274+0.0012469i,-0.00086672+0.00036451i,-0.001699-0.00073052i,-0.0014999-0.00095494i,-0.0005638-0.00050604i,0.0002012+0.00029608i,0.00045974-1.634e-05i,0.00044135-0.00038397i,-5.2757e-05-0.00032993i,-0.00024081-0.00045509i,-0.00011487+0.000492i,-0.00024029+0.00069135i,0.000498+0.00016882i,0.00085134+0.00036795i,2.0605e-05+0.00068881i,-0.0005463+0.00040382i,-0.0001259+0.00043183i
-0.00032253+0.00042403i,-0.00039611+0.0013246i,-0.00028934+0.0014332i,-0.00033643+0.00069652i,-0.0018015+0.0012888i,-0.0032195+0.0018561i,-0.0021807+0.0013469i,-0.0012464-0.00015884i,-0.0011637-0.0004843i,-0.00071379+0.0009727i,-6.3046e-05+0.00088859i,0.00025131-0.00037286i,-0.00033954-0.00068719i,-0.00048238-0.00012427i,0.00016902+0.00040316i,0.00025066+0.0011197i,0.000205+0.00047333i,0.00064222-0.0001298i,0.00030791-1.1455e-05i,1.6685e-05-8.036e-05i,0.00027082-8.0714e-05i,0.00094037-0.00026367i,0.00095136-0.0002719i
-0.0012772+0.00022163i,-0.0010635-0.00013612i,-0.0012857-4.1242e-05i,-0.0013726+0.00019454i,-0.0016526+0.00041514i,-0.0020532+0.00061692i,-0.0017161+0.0014337i,-0.0006196+0.0010512i,8.7372e-05-0.00075645i,0.00023815-0.00070361i,0.00039425+0.00031465i,0.00086549-0.00048635i,0.00045426-0.00041064i,-0.0005802+0.00010824i,-0.0013546+0.00018733i,-0.0016998+0.00027293i,-0.001147-0.00032651i,-0.00079928-0.00050497i,-0.00063216-0.00033622i,0.00051724-0.00058682i,0.00097454-0.0002443i,0.00025835+0.0002063i,-0.00034264+0.00024698i
3.4118e-05+0.00067726i,-0.00063561+0.00016843i,-0.0018564-0.00053485i,-0.00146+0.00031004i,-0.0021259+0.0023267i,-0.0028962+0.0031307i,-0.0019259+0.0026444i,-0.00077819+0.00095282i,-0.00061051-2.9838e-05i,-0.00087402+0.00068977i,-0.00089067+0.00049914i,-0.00025604-0.00066309i,0.00031229-0.00071893i,-0.00040454-0.00026477i,-0.00074708+0.00017479i,-0.0002848+0.00011574i,-0.00025332+0.00042897i,-0.00022658+0.00049457i,0.00031989-0.00050873i,0.00010783-0.00044327i,-0.00020134+0.0006219i,1.6254e-05+0.0012325i,-0.00016996+0.0013261i
0.00032167+1.9305e-05i,-0.00082718+0.00030453i,-0.00070263-5.0976e-05i,-0.0006264-0.0014492i,-0.0014459-0.002633i,-0.0018202-0.0013561i,-0.0014935-0.00010562i,-0.0011754-0.0010277i,-0.00089955-0.0015548i,2.8143e-05-0.001172i,-0.00010467-0.00076484i,-0.00035327-0.00016311i,0.00035898+0.00047132i,0.00040867+0.00015857i,0.00011594-0.00068877i,0.00043236-0.00071313i,0.00017506-0.00045659i,-3.938e-05+0.0002837i,0.000785+0.00025163i,0.001076-8.4285e-05i,0.00029111-0.00030738i,-0.00011953-0.00024881i,0.00012985+0.0002376i
-0.00081478+2.4276e-05i,-0.00088942+0.00044803i,-0.0012253+0.00086307i,-0.0018288+0.00070853i,-0.0026017+0.00067539i,-0.0039232+0.00049596i,-0.0032215-2.9999e-05i,-0.0013268-0.0010432i,-0.001127-0.0016639i,-0.0010327-0.00084437i,-0.00066766+0.00010444i,-0.00022648-8.4456e-05i,-0.00021344-0.00045291i,-0.00058821-0.0002227i,-0.0010137+4.9959e-05i,-0.00090608-0.00051876i,-0.00051551-0.00066767i,0.00014097-0.00043347i,0.00014869-0.00023154i,5.8578e-05-0.00017956i,0.00076107+7.2503e-05i,0.0010752+0.00082472i,0.00073137+0.00091732i
0.00057329+0.001457i,-0.0004939+0.00067902i,4.8843e-05-0.0008508i,0.0005618-0.0019208i,-0.00031675-0.0012522i,-0.0023811-9.133e-05i,-0.0020017+0.00059848i,-0.00018645+0.00023369i,9.1227e-07-0.0013336i,-0.00011187-0.0011112i,-0.00046242-0.00016257i,-0.00014377-0.00065386i,0.00011982-0.00080638i,-0.00062778-0.00012085i,-0.0012187+0.00025675i,-0.00090567+0.00034695i,0.00035918+0.00026839i,0.00070204+0.00052883i,0.00056306+0.00074468i,0.00034273+5.5965e-05i,-8.8143e-05-0.0006334i,-0.00013572-0.00061596i,0.0005573-9.4527e-05i
-0.00065925+0.00030052i,-0.0011956+0.00013074i,-0.0013905+0.00048496i,-0.0028055+0.00092255i,-0.0031478+0.00028972i,-0.0027319-0.00021082i,-0.0017847+0.00029583i,0.00016642+1.4537e-05i,0.0012991-0.00063799i,0.0013384-0.00041696i,0.0013593-8.7396e-05i,0.00098695+1.9806e-05i,0.00039262-0.00019082i,6.5059e-05-6.6391e-06i,0.00022798+0.0002254i,0.00010869-0.00014152i,0.00053112-0.00047333i,0.00049832+7.8453e-05i,-0.00076601+0.0007002i,-0.00048631+0.00037102i,-2.9538e-05+3.4541e-05i,-0.00017016-0.00067372i,0.00018503-0.00037729i
-0.0019889+0.00085622i,-0.0016541+0.00023697i,-0.0013093+0.00095118i,-0.0002545+0.0014184i,-0.00036068+0.0013651i,-0.0019969+0.00087703i,-0.0029328+0.00066492i,-0.0026215+0.00078024i,-0.0018323-0.00012244i,-0.0011471-0.00094936i,-0.00070971+3.0407e-05i,-2.102e-05+0.00064994i,-0.00081202-0.0001329i,-0.0012774-0.00086154i,0.00010082-0.00092154i,0.00092881-0.00093368i,0.00054203-0.00073498i,-0.00036051-0.0003939i,-0.00045718-0.00032225i,0.0001625-0.00071252i,0.00011157-0.00095109i,4.0297e-05-0.00058812i,6.9064e-05+0.00012032i
-0.0018463+0.00071599i,-0.0013788+0.00078067i,-0.0012535+0.00036457i,-0.0022509-8.1536e-05i,-0.0025434+0.00088891i,-0.0029269+0.0012072i,-0.0026717+0.0009496i,-0.0014111+0.00044626i,-0.0012453-0.00023198i,-0.0016463-0.00037764i,-0.0010897-5.39e-06i,-0.00049446+0.00064339i,-0.00012216+0.00075353i,-0.00051262+0.00066264i,-0.0010645+0.00072616i,-0.001125+1.3284e-05i,-0.00086832-0.001086i,-1.6247e-05-0.0016199i,0.00067758-0.001296i,8.3197e-05-0.00098198i,0.00013285-0.00097264i,0.00070944-0.00022041i,0.0003879+0.00091153i
0.00033601-0.00057244i,0.00080545+0.00061298i,0.00065931+0.00012623i,-0.00044494-0.00022309i,-0.0020984+0.00086238i,-0.0028238+0.0012752i,-0.0018881+0.0014235i,-0.00045236+0.0001431i,-0.00057872-0.0016691i,-0.0011528-0.0012719i,-0.00089231+0.00016859i,-0.00023278+0.00017609i,-0.00023743-0.00024495i,-0.00036234+0.00048679i,0.0002466+8.9363e-05i,-7.3367e-05+5.7825e-05i,-0.00071995+0.00079744i,-0.00083326+0.00084678i,-0.00049254+0.00090928i,-3.9008e-05+0.00082512i,3.6401e-05+1.8818e-05i,0.00032246+0.00040602i,0.00077178+0.0011526i
6.1051e-05-0.00095723i,-0.00078801-2.3659e-06i,-0.00072975-0.00025656i,-0.0011118-0.0003633i,-0.0023103+0.00027877i,-0.0030337+0.0010605i,-0.0028431+0.001978i,-0.0018232+0.0010575i,-0.0010811-0.0014358i,-0.0012004-0.0017471i,-0.00054848-0.00083144i,1.6866e-05-0.00022328i,7.801e-05-0.00034947i,0.00036348-3.7375e-05i,0.00036116+0.00033536i,-6.6803e-05+0.0010111i,-0.00028282+0.00061689i,0.00014857-0.00087942i,0.00047059-0.00098618i,-0.00037361-0.00087431i,-0.00093265-0.00094478i,-0.00039874-0.00072572i,-9.183e-05-0.00047313i
0.00055711+0.0002386i,2.9167e-05+3.2124e-05i,-0.00063437-0.00037535i,-0.0023145-0.00025634i,-0.0039991-0.00037468i,-0.004135+0.00014567i,-0.0026881+0.0010429i,-0.00093257+0.00035303i,-0.00026006-0.00035077i,-0.00054987+0.00040585i,-0.00051881+0.00097282i,0.00046351+0.00043495i,0.00069574-0.00048615i,6.2645e-05-0.001164i,-0.00037379-0.0011561i,0.00038409-0.00052259i,0.00087511-0.00037828i,0.00079991-0.00019827i,0.00057278+0.00053435i,-8.4887e-05+0.00048905i,-0.00070302-4.133e-06i,2.9951e-05-0.00030222i,0.00080502-7.2727e-05i
0.00052992-2.9988e-05i,-0.00056286-0.00028019i,-0.0012919-0.00093186i,-0.001928-0.00042762i,-0.0028895+0.00086337i,-0.0031632+0.0023348i,-0.0025846+0.0020478i,-0.0015008+0.00062219i,-0.00094029+0.0005242i,-0.00073526+0.00086659i,-0.00054755+0.00090922i,-0.00051331+0.00066624i,-0.00055937+0.00063201i,0.00040249+0.00046504i,0.00072693-0.00048426i,0.00015606-0.00084542i,0.00017303-0.00048177i,-0.00035794-0.00048992i,-0.0007585+0.00010536i,-0.00034255+0.00025382i,0.00096388-0.00017441i,0.0012495+0.00029811i,0.00093272+9.0973e-05i
1.4944e-05+0.00070531i,-0.00097891+0.000622i,-0.00087713+0.00057423i,-0.0016445+0.00041997i,-0.0028889+2.9882e-05i,-0.0035204+0.00054266i,-0.0032612+0.001337i,-0.0020016+0.0013582i,-0.00094713-1.3968e-05i,-0.0002835-0.00087995i,0.00084043-0.00054549i,0.00070339+0.00029482i,0.00031154+0.0003373i,1.6899e-05-0.00013395i,-0.00021366-6.1974e-05i,-0.00041923-0.00010261i,-0.00037673-0.00043858i,-3.0659e-05-0.00022838i,0.00057193+0.00033475i,0.00021558+0.00068166i,-0.00013739+0.0011018i,0.00024342+0.00096531i,-0.00040516+0.00080127i
0.00050935+0.00029617i,-0.0001751+0.00026576i,-0.00013713-0.00039684i,-0.00020902-0.00062038i,-0.001517-0.00048261i,-0.0025937-9.2615e-05i,-0.0022665+0.00023718i,-0.00084376+0.00023796i,-0.0008398-0.00042729i,-0.0010914-0.00070561i,0.00013336-0.00036076i,0.0005652-3.4341e-05i,-0.00026381+9.4601e-05i,-0.00014196+0.00026706i,-0.00010705+0.00027438i,1.9997e-05+0.0004996i,0.00019965+0.00068193i,0.00011372+0.00016271i,0.00079765-0.00037379i,0.00047018-0.00012703i,-7.5734e-05+0.00028308i,-0.0002564+0.00060743i,-0.00022435+0.0013969i
-0.0014241-0.0011729i,-0.0014053-0.0016202i,-0.0019813-0.00075518i,-0.0029202+8.5369e-05i,-0.003416+0.0010865i,-0.0029148+0.0015522i,-0.0022247+0.00036811i,-0.0018172-0.00081677i,-0.0017665-0.00089028i,-0.0011772-0.00057169i,4.6506e-05-4.6875e-05i,0.00028059+4.4272e-05i,-0.00029144-0.00073945i,-0.0005118-0.00078875i,-0.00048051-0.00081865i,-0.0004289-0.0007255i,-0.00028373-8.875e-05i,0.00018628+0.00025902i,5.2408e-05-0.00053361i,-1.9464e-05-0.0011795i,0.00043681-0.00083003i,0.00061258-0.00023445i,0.00061926+0.00016346i
-0.001126-0.00072552i,-0.00060736+0.00020401i,-0.00037342-0.00016897i,-0.00052841-0.00024453i,-0.0023038+0.00044521i,-0.0036461+0.00051579i,-0.0030952-0.00028212i,-0.0010801-0.00082696i,-0.00072706-0.0014496i,-0.0016595-0.0011018i,-0.0006725-0.00023295i,0.00052441+7.7063e-07i,-0.00010584+0.00034494i,-0.00033033-7.7476e-05i,-0.00022941-0.00065034i,-0.00014465-0.00031386i,0.00065816+0.000631i,0.00065381+0.0004758i,0.00021702-0.0005628i,0.00046593-0.00063961i,0.00093027-0.00025717i,0.00078622-0.00017983i,-0.0002652+0.00019201i
-0.0018459-0.0010775i,-0.0012058-0.00092931i,-0.0019105-6.5612e-05i,-0.0038379+0.0015256i,-0.0051327+0.0033136i,-0.0050936+0.0035505i,-0.0030306+0.0014664i,-0.0008234-0.0012025i,-0.00029609-0.0023185i,-4.8803e-05-0.0015173i,0.00088858-0.00035441i,0.001153-0.00026695i,0.00017232+0.00016948i,-0.00057099-3.057e-05i,-0.00037219-0.00035463i,-0.00017581+0.00012607i,9.8298e-05+0.00010789i,0.00033715+0.00051338i,0.00041194+0.00068399i,5.2768e-05+0.00066023i,0.00022047+0.0010155i,0.00054527+0.00091497i,-2.3903e-05+0.0001862i
5.146e-05-0.0014058i,-0.00011766-0.00091754i,-0.00026196-0.00038937i,-0.0012659-3.159e-05i,-0.0030055-2.0483e-05i,-0.0031482+0.00036044i,-0.0017076+0.00029516i,-0.00018796-0.0009217i,-0.00012203-0.0011382i,-0.00057723-0.00032616i,-0.00058997+0.00015399i,0.00010178-0.00038119i,-0.00031035-0.00053561i,-0.0010651-0.00076238i,-0.00068845-0.00049203i,-0.00043701+0.00063108i,-0.00029643+0.00061131i,-0.00031917+0.00032045i,-0.00048804+0.00068462i,-0.00019983+0.0010136i,-0.00035866+0.00092125i,-0.00084177+0.00061535i,-0.00059755+0.00024417i
-0.00024239-0.00091718i,0.00079716-0.0012705i,-0.00054593-0.0011622i,-0.0034753-0.00073908i,-0.0041006+0.00027906i,-0.0036184+0.0012723i,-0.0025227+0.0010251i,-0.00079899+0.00048794i,-0.00036228+0.00038584i,-0.00072672+7.4095e-06i,-0.00038097-0.00024019i,0.00024958+0.00011923i,0.00042246+0.00054839i,0.00016369+0.00014907i,-0.00040531-0.00026492i,-0.00015848-0.00017171i,-0.00017263-0.00051396i,-0.00019785-0.00092737i,-0.00051203-0.00034418i,-0.0010082+0.00087087i,-0.0014219+0.00088125i,-0.0010943+0.00030404i,-0.00012896+0.0002177i
-0.00013265+6.4758e-06i,-0.00083339-0.00025648i,-0.0019828+5.1063e-05i,-0.0021405+4.113e-05i,-0.004328-0.00065664i,-0.0050918-0.00024871i,-0.0033954+0.00087841i,-0.0018232-5.9611e-05i,-0.00059031-0.0014127i,-8.4893e-05-0.0013656i,0.00034132-0.00069377i,0.00020468+0.00016982i,0.00058772+0.0005047i,0.00065936+8.1549e-05i,0.00020241-0.00041929i,4.7361e-05-0.00022955i,0.00027281+0.00063949i,0.00069733+0.00065152i,0.00052865+0.0001727i,-9.9387e-05+0.00029011i,-0.00033111+0.00054116i,-0.0005326+0.00043502i,-0.00056397+0.00080984i
0.0013721-0.00027023i,0.0010006-4.5643e-05i,0.001461-0.00012945i,0.0010011-0.0013191i,-0.0011204-0.0016199i,-0.0029276-3.6144e-05i,-0.0032321+0.00075987i,-0.0018272+0.00010176i,-0.0009161-0.00085847i,-0.00044037-0.00091912i,-6.9341e-06-0.00012201i,-0.0003624+0.00043464i,-0.00050282+0.00060278i,-0.0002951+0.0011467i,0.00052503+0.001154i,0.00074646+5.0503e-05i,0.00036805-0.00051928i,0.00037924-0.00042612i,0.00093047-2.7532e-05i,0.00066869+0.00030684i,0.0005607+0.00079382i,0.00025945+0.0011236i,0.00021002+0.00047788i
