-0.0024069+0.0010283i,-0.0011584+0.00018665i,-0.00076104-0.0012255i,-0.00012903-0.0024824i,-0.00031742-0.0033074i,-0.00060369-0.0025158i,-0.00083497-0.00068468i,0.00046231-0.00045807i,0.002368-0.0020159i,0.002527-0.002356i,0.0019325-0.0017001i,0.0012866-0.0013665i,0.0002598-0.00040042i,-0.00022168+0.00034858i,-0.00021991+0.00023328i,-0.0011864+4.813e-06i,-0.0011585-0.00013641i,0.0001767+0.00018877i,0.00074196+0.00092751i,0.00029891+0.0010251i,0.00048371+0.00055745i,0.00087843+0.00022082i,0.00085271-0.00010192i
0.0035998+0.0014724i,0.0019485+0.0016021i,0.003305+0.00014958i,0.0091235-0.0055656i,0.018033-0.012028i,0.022135-0.010612i,0.018189-0.0049306i,0.013949-0.0029408i,0.011497-0.0054683i,0.0063446-0.0069624i,0.00082977-0.0039075i,-0.00067581-0.0002438i,0.000356+0.00096916i,0.001169+0.0013813i,0.0017981+0.0011661i,0.0024518+0.00049377i,0.0021018+0.00054191i,0.00096459+0.00044388i,-0.00019229-0.00015327i,-0.0010404-0.0008956i,-0.0014031-0.0013791i,-0.0011362-0.00094066i,-0.0005204-0.00047089i
0.0038531-0.0023875i,0.0045019-0.0043698i,0.0078039-0.0029194i,0.0070941+0.0021903i,-0.00081802+0.0015005i,-0.0059644-0.0079326i,-0.0010751-0.013245i,0.0039381-0.011465i,0.0028363-0.0087003i,-0.00076087-0.0055706i,-0.001763-0.00093415i,-0.00010101+0.0018366i,-1.9142e-05+0.0011276i,-0.0010184+0.0013758i,-0.0021333+0.0025971i,-0.0023865+0.0036487i,-0.0015189+0.0047166i,-0.00081975+0.0047156i,-0.00071217+0.0036388i,-0.0011923+0.002129i,-0.0010247+0.00159i,-0.00082742+0.00203i,-0.00038393+0.001487i
-0.001467-0.001016i,-0.0031697+0.0031391i,-0.0060938+0.007238i,-0.0071803+0.0043721i,-0.0044258-0.0036963i,-0.0028861-0.0073069i,-0.0043879-0.0063049i,-0.005542-0.0037099i,-0.0064102-0.00016633i,-0.0051482+0.002584i,-0.0021134+0.0033517i,0.0004837+0.0023475i,0.0011707+0.00060347i,0.0013108-0.00062797i,0.0023323-0.0013371i,0.0030107-0.0021759i,0.0023616-0.0030829i,0.0013743-0.0023202i,0.00091167-0.00014181i,0.00069438+0.00067552i,0.00097927+0.0008252i,0.0015771+0.001025i,0.0010113+0.00024971i
-0.00030725-0.001447i,0.0015112-0.0030437i,0.0078351-0.0023072i,0.014579+0.0068374i,0.010536+0.019932i,-0.0024198+0.02103i,-0.0095647+0.011758i,-0.0074982+0.0080186i,-0.0028901+0.0095047i,0.00022508+0.0083716i,0.00022927+0.0048843i,-0.00023598+0.0011821i,-0.00012387-0.00072244i,0.00042148+0.00054066i,0.0007302+0.0016946i,0.00078686+0.0011664i,0.002212-8.4229e-05i,0.0030978-0.00067865i,0.0022947+5.7986e-06i,0.0016738+0.00070957i,0.0016787+0.00054752i,0.00094367+0.00035107i,-0.0001315+0.00047714i
0.0039903+0.0018171i,0.0034338+0.004197i,0.0013516+0.0083818i,-0.00037107+0.0083507i,0.0039026-5.0329e-05i,0.0087207-0.0024538i,0.0054882+0.0063543i,0.0026274+0.01235i,0.0043187+0.011428i,0.0043276+0.0075934i,0.0023351+0.0034097i,0.00049071+0.0014386i,0.00069122+0.0013771i,0.0016419+2.8193e-05i,0.0013885-0.0024369i,-9.9821e-06-0.0038006i,-0.002485-0.0029019i,-0.0040088-0.0013466i,-0.003012-0.0010189i,-0.0014185-0.00069351i,-0.0010872-0.00035189i,-0.0011463+0.00037902i,-0.0006683+0.0001682i
0.0034401-7.2956e-05i,0.0033858-0.0038122i,0.010197-0.0088872i,0.025209-0.0088894i,0.034448-0.00024147i,0.027253+0.0082238i,0.014092+0.01104i,0.0099247+0.0098503i,0.012434+0.0073747i,0.011518+0.0032017i,0.0064761+0.00031335i,0.0025205+0.00070758i,0.00088303+0.00059787i,-4.0871e-05+0.00010826i,-0.00019271+0.00056607i,0.00064758+0.00052447i,0.00096212-6.0061e-05i,0.00056243-0.00019209i,0.00042655-0.00060484i,0.00077715-0.00090318i,0.000577-0.00041894i,2.4509e-05+0.00018316i,0.00018502+0.00044974i
0.0020391-0.0018263i,0.0025872-1.5619e-05i,-0.00037749+0.0079605i,-0.0098532+0.013245i,-0.016094+0.0013596i,-0.008544-0.014658i,0.0053183-0.012359i,0.013447-0.00075452i,0.014241+0.0018304i,0.0087635-0.001342i,0.0032835-0.0013157i,0.0016699+0.00088808i,0.0014407+0.0014004i,0.00077983+2.4699e-05i,-0.00066988-0.0010015i,-0.0015613+0.00047512i,-0.0010926+0.0030774i,-0.00072374+0.004553i,-0.0014982+0.0038334i,-0.0023105+0.0019446i,-0.0013362+0.0010964i,-0.00031946+0.0012392i,-0.00020015+0.00074511i
3.2438e-05+0.00034622i,-0.0018444-0.0021568i,-0.00065061-0.0077748i,0.0084518-0.013124i,0.019036-0.010286i,0.017388-0.0019402i,0.0099824+0.0010876i,0.0079286-0.0016434i,0.007221-0.0056768i,0.0023884-0.0066389i,-0.0016324-0.005047i,-0.0012637-0.0021535i,-0.00020975+0.00043026i,-0.00084492+0.0018505i,-0.00061052+0.0017966i,0.00089226-0.00025796i,0.0014889-0.00205i,0.002297-0.0027445i,0.0026786-0.002438i,0.0019639-0.00098814i,0.0014284-0.00058088i,0.0009568-0.00077041i,0.00067137-0.00020991i
0.0022158+0.00021562i,0.0073905+0.003076i,0.012053+0.012724i,0.0083851+0.029194i,-0.0074454+0.03362i,-0.017676+0.016406i,-0.011161-0.0013072i,-0.0025265-0.0067924i,-0.00028173-0.0054654i,-0.0023567-0.0027472i,-0.0037886-0.00045648i,-0.0022624+0.0015762i,-0.00041399+0.0020886i,0.00017201+0.0015896i,0.00045368+0.0015353i,0.00090083+0.001781i,0.001067+0.0019981i,0.00081161+0.0017395i,-8.6023e-05+0.0018052i,-0.00050406+0.0024632i,-9.166e-05+0.0021205i,0.00045493+0.00082283i,0.0005902-0.00036797i
-0.00030535+0.0020859i,-0.0045732+0.00045115i,-0.0082651-0.0055729i,-0.0010259-0.01823i,0.018898-0.024742i,0.026765-0.015076i,0.013202-0.0037516i,-0.0022964-0.00098167i,-0.0073222-0.00030355i,-0.0055796+0.0012577i,-0.0029899+0.0020815i,-0.00026354+0.0022797i,0.00089586+0.0024202i,0.002002+0.0019252i,0.0024181+0.00080584i,0.0009583-0.001535i,-0.0015944-0.0037534i,-0.0033491-0.0041492i,-0.0023482-0.0038004i,-0.0010409-0.0033202i,-0.0010977-0.0025976i,-0.0011675-0.00069459i,-0.00070198+0.00045139i
-0.0004702-0.00013619i,0.0081382+0.0012429i,0.022886+0.0085737i,0.034287+0.024024i,0.026919+0.035924i,0.0070656+0.028223i,-0.0066869+0.012917i,-0.0076026+0.0070309i,-0.0026416+0.0079614i,0.0012992+0.0084117i,0.0035953+0.0064686i,0.0040152+0.0032589i,0.0027857+0.0009307i,0.0017761-0.00090213i,0.0014109-0.0025272i,0.0019648-0.0012084i,0.0028647+0.002607i,0.0023322+0.0048544i,0.0016212+0.0044956i,0.0011741+0.0038663i,0.001226+0.0034001i,0.00122+0.0017651i,-2.2026e-05+0.00055435i
-0.0019978+0.0024556i,-0.007402+0.0066093i,-0.019915+0.0059429i,-0.02933-0.010267i,-0.020838-0.035106i,-0.0020964-0.039119i,0.005526-0.014609i,0.0039421+0.0091155i,0.0032916+0.013965i,0.0035806+0.0080366i,0.0031725+0.0029667i,0.0014649+0.00037363i,0.00053641-0.0017982i,2.6206e-05-0.0021636i,-0.00081063-0.001062i,-0.0016094-0.0011795i,-0.0022869-0.0016126i,-0.0019122-0.00050808i,-0.0014971-0.00014168i,-0.0016337-0.0012388i,-0.00059763-0.0011334i,0.00055941+1.5932e-05i,0.00033351+0.00097629i
0.000616-0.00065302i,0.0074482-0.0043374i,0.025985-0.0043023i,0.04614+0.0073427i,0.044811+0.025392i,0.023411+0.031693i,0.0086801+0.024569i,0.0094148+0.015925i,0.014328+0.0092483i,0.013016+0.0032764i,0.0064089-0.0015017i,0.0014987-0.0028041i,-4.3311e-05-0.002058i,-0.0017725-0.0015298i,-0.00301-0.00082645i,-2.2915e-05-0.00087821i,0.0043647-0.0020138i,0.0057926-0.0022654i,0.0043958-0.0017651i,0.0032874-0.00019131i,0.0034245+0.00064862i,0.0026614+0.00021124i,0.001901+0.00074284i
-0.0013928+0.0043772i,-0.004018+0.011492i,-0.017578+0.022721i,-0.038869+0.02692i,-0.048781+0.013968i,-0.03312-0.0049438i,-0.0036438-0.01026i,0.015069-0.0036001i,0.016142+0.00062965i,0.0094648-4.9433e-05i,0.0016768+0.00011476i,-0.0032404+0.0013724i,-0.0033432+0.0020025i,-0.0016063+0.0019911i,-0.00061211+0.0026789i,-0.0013839+0.0021234i,-0.0035649-0.00019436i,-0.005368-0.0011061i,-0.0056669-0.00054198i,-0.0051171+0.00016769i,-0.0047518-0.00015408i,-0.0028639-0.00043801i,-0.00030638+0.00023173i
0.0022036-0.0010104i,0.0055395-0.0092836i,0.02173-0.0217i,0.051943-0.025187i,0.076685-0.0096589i,0.068559+0.0090395i,0.03852+0.0079299i,0.018535-0.005548i,0.0098264-0.012695i,0.004567-0.0097932i,0.0014336-0.0025185i,-5.2294e-05+0.0023264i,-5.2406e-05+0.0027736i,0.00017641+0.0020625i,0.0018571+0.0021546i,0.0033645+0.002141i,0.0031001+0.0013137i,0.0019491+0.00072398i,0.0010448+0.0011939i,0.0014194+0.0011683i,0.0023456+0.00033627i,0.0028091-0.00059428i,0.0025623-0.00023252i
-0.00093671+0.0013176i,-9.3178e-05+0.011724i,-0.0040889+0.031212i,-0.015891+0.048766i,-0.029023+0.042321i,-0.030144+0.010929i,-0.021211-0.014469i,-0.011745-0.017625i,-0.0061444-0.0097302i,-0.0047484-0.0023262i,-0.0022357+0.0014941i,0.0016345+0.0033518i,0.0036714+0.0029993i,0.004418+0.00046614i,0.0037477-0.00181i,0.0017006-0.0014437i,-0.00037922+0.0011228i,-0.00091721+0.0038633i,-0.00055294+0.0040115i,-0.0013227+0.003035i,-0.001985+0.0029767i,-0.0022398+0.0021305i,-0.0018828+0.00048588i
-0.0057076+0.0014793i,-0.0062584-0.0053356i,-0.0032258-0.026525i,0.013592-0.058707i,0.038948-0.079913i,0.042963-0.065466i,0.017378-0.027768i,-0.0080931-0.0023939i,-0.014645+0.0041537i,-0.010466+0.0031092i,-0.0044559+0.0014043i,0.00063174-0.00055338i,0.0032077-0.002712i,0.0025328-0.0036828i,0.00051457-0.004074i,0.0011024-0.0035386i,0.0029557-0.0025805i,0.0037277-0.0028068i,0.0033334-0.0036536i,0.0032482-0.0029974i,0.0031813-0.0010657i,0.0021189+0.00012761i,0.0017352-5.5727e-06i
0.0065237+0.0025289i,0.013811+0.0082703i,0.022055+0.031592i,0.01799+0.065338i,-0.0079723+0.081926i,-0.035167+0.067061i,-0.035163+0.043685i,-0.017616+0.03261i,-0.0016174+0.02565i,0.0052759+0.016415i,0.004604+0.0075059i,0.002672+0.0018325i,0.00097276-0.00094295i,-0.0010577-0.0020594i,-0.0029725-0.001394i,-0.0040896-0.00020925i,-0.0034983-0.00019258i,-0.0021508+2.8339e-05i,-0.0010965+0.00042821i,-0.00092625+0.00068822i,0.00047006+0.0017288i,0.0012632+0.0027082i,0.0011981+0.0020759i
-0.0027001+0.00056987i,-0.012202-0.0038554i,-0.027879-0.019766i,-0.040497-0.043875i,-0.034658-0.059146i,-0.011354-0.046909i,0.011231-0.012566i,0.018996+0.01271i,0.015532+0.016374i,0.0092432+0.0093233i,0.0035799+0.0028441i,-5.2119e-05-0.00040015i,-0.0014667-0.0020248i,-0.0018613-0.00086275i,-0.0013572+0.0010042i,-0.00078948+0.00026417i,-0.0011727-0.0021778i,-0.0023739-0.0033923i,-0.0025162-0.003184i,-0.00063439-0.0034713i,0.00085805-0.0033439i,0.00041535-0.0025912i,-0.0005972-0.0015849i
0.0053337-3.0353e-05i,0.019071+0.0032718i,0.047345+0.01979i,0.080636+0.051401i,0.093471+0.082455i,0.073825+0.086252i,0.046578+0.054936i,0.035209+0.019153i,0.030445+0.0003674i,0.02091-0.0052446i,0.010135-0.004397i,0.0034283-0.00085632i,0.00052071+0.002264i,-0.00062986+0.0032491i,0.00064593+0.0037995i,0.0013821+0.0047988i,0.00048684+0.0063952i,0.00025459+0.0070875i,0.00020523+0.0064156i,-0.00072236+0.0051092i,-0.0012374+0.0035819i,-0.00011823+0.0023492i,0.00098739+0.0016094i
-0.0022214+0.0026826i,-0.014211+0.0039583i,-0.038879+0.0001121i,-0.065522-0.014292i,-0.067636-0.039466i,-0.038165-0.060861i,-0.0048004-0.060253i,0.0093177-0.042597i,0.0083964-0.023006i,0.001731-0.0099994i,-0.0028094-0.0033225i,-0.0022942+0.00060081i,-0.00022948+0.0016064i,0.0017266+0.00061092i,0.0026893-0.0010781i,0.002277-0.0038173i,0.0015301-0.004986i,0.0014868-0.0031486i,0.0017657-0.00036791i,0.0011375+0.00042087i,0.00024738+2.2143e-05i,-0.00076698+0.00011327i,-0.00084883+0.00055314i
0.001344+0.0003276i,0.015487-0.006017i,0.048674-0.012646i,0.095713-0.018997i,0.12397-0.02431i,0.1016-0.020988i,0.04404-0.014574i,0.0027618-0.013893i,-0.0080925-0.014284i,-0.0074131-0.010278i,-0.0049827-0.0042583i,-0.00094137-0.0010632i,0.0021778-0.00053537i,0.002522-0.0005362i,0.0025628-0.00075323i,0.0037944-0.00039769i,0.0045056+0.00075873i,0.0044992+0.00050323i,0.0041735+3.1277e-05i,0.0033715+0.00064467i,0.0029973+0.0014266i,0.0030927+0.001471i,0.002278+0.00065842i
-0.0015026+0.0066151i,-0.012166+0.01484i,-0.038367+0.031415i,-0.07863+0.048156i,-0.11689+0.0469i,-0.1257+0.022458i,-0.097971+0.0049171i,-0.059126+0.0074728i,-0.027702+0.01423i,-0.0081546+0.015987i,-0.00082135+0.012535i,-0.00020303+0.007578i,-0.0003332+0.002573i,-0.00031795-0.0012298i,-0.0012381-0.0030303i,-0.0032776-0.0037902i,-0.0056413-0.0051892i,-0.0063514-0.006206i,-0.0047955-0.0055981i,-0.0039209-0.0037407i,-0.0027931-0.0014733i,-0.00051711-4.8277e-05i,0.00038024+0.0011263i
0.0019534-0.0024733i,0.011033-0.013537i,0.029851-0.035654i,0.054228-0.063219i,0.07034-0.074879i,0.063933-0.048227i,0.041603-0.0017336i,0.020853+0.024215i,0.0085149+0.022157i,0.004037+0.0097069i,0.0035672+0.0011909i,0.0027497-0.0018093i,0.0024796-0.0020678i,0.0017001-0.0013234i,0.00039514-0.00021523i,0.00048215+0.00083402i,0.00049143+0.0020104i,-0.00096255+0.0034888i,-0.001901+0.0033205i,-0.00085116+0.0017156i,-0.00018732+0.00016362i,-2.8419e-06-0.0011074i,0.0001099-0.0013043i
-0.0010667+0.0079186i,-0.0017465+0.021902i,-0.0055082+0.057183i,-0.0096422+0.1113i,-0.014124+0.15364i,-0.013857+0.14605i,-0.0019505+0.098095i,0.014114+0.053699i,0.021212+0.026324i,0.017741+0.0091891i,0.010718+0.0010133i,0.0049466-0.00059431i,0.00019544-0.0011429i,-0.0028983-0.00057349i,-0.0039763+0.0022451i,-0.0035491+0.0042713i,-0.0018953+0.0047115i,-0.00064517+0.0054091i,1.4968e-05+0.0064888i,0.00017855+0.0055267i,-0.0010305+0.0032157i,-0.00091618+0.0024767i,0.00048121+0.0029456i
-0.0011175-0.0052387i,-0.0018827-0.018113i,-0.002013-0.04984i,0.0006202-0.095058i,0.012629-0.13051i,0.035126-0.12902i,0.049767-0.092509i,0.044135-0.052921i,0.024946-0.025873i,0.0055869-0.010683i,-0.0037595-0.0037482i,-0.0031251-0.0010726i,0.0002538+0.00033483i,0.0016942+0.0015911i,0.0031139+0.00098894i,0.0057064-0.00092394i,0.0083095-0.0028509i,0.0080459-0.0029602i,0.0054512-0.001741i,0.0028007-0.00043334i,0.0011057+0.00045244i,0.00057306+0.00030584i,0.0004742-0.00091927i
0.00096501+0.0032105i,0.0072147+0.017533i,0.027149+0.048987i,0.065957+0.085958i,0.097989+0.1008i,0.08721+0.078033i,0.044065+0.034284i,0.014816+0.0040569i,0.0076561-0.004467i,0.0051233-0.0038874i,0.0025084-0.002281i,0.0017702-0.00023397i,0.0019342+0.0024397i,0.0020171+0.0033412i,0.00197+0.0022897i,0.00093863+0.0001215i,-0.0006844-0.0026144i,-0.00058812-0.0038201i,0.0013312-0.0029606i,0.0027851-0.001737i,0.0020273-0.00086577i,0.0011896-0.0010575i,0.0012647-0.0014397i
-0.0045011-0.004792i,-0.013399-0.013682i,-0.040224-0.035946i,-0.087424-0.066837i,-0.13259-0.0901i,-0.14017-0.094425i,-0.10825-0.072441i,-0.065987-0.039792i,-0.032317-0.014276i,-0.011641+0.0018987i,-0.0036762+0.007747i,-0.00093166+0.0057042i,0.0027131+0.0004943i,0.0050587-0.0029435i,0.004501-0.0043582i,0.0018089-0.0044424i,-0.0015321-0.0036685i,-0.0042098-0.0038999i,-0.0053452-0.0034362i,-0.0051257-0.0019249i,-0.00351-0.001067i,-0.0024287+9.2891e-05i,-0.0028727+0.0008913i
0.0073585+0.002295i,0.018112+0.009603i,0.047134+0.023157i,0.095912+0.03175i,0.13156+0.029611i,0.11531+0.034017i,0.064694+0.04492i,0.026101+0.043418i,0.013455+0.025383i,0.010286+0.0045425i,0.0062617-0.0055398i,0.0014429-0.004664i,-0.0012724-0.0014244i,-0.0014576-0.00062616i,-0.0014159+0.0001073i,-0.0017062+0.0017394i,-0.0024188+0.0045728i,-0.0032353+0.0067242i,-0.0020157+0.0049248i,0.00027627+0.0010288i,0.0014592-0.0011961i,0.0010189-0.00042871i,0.00077597+0.00090701i
-0.0048575-0.0013627i,-0.019361-0.0021917i,-0.050514+0.0049017i,-0.098591+0.035487i,-0.13737+0.079299i,-0.12639+0.0945i,-0.074655+0.074878i,-0.028603+0.049072i,-0.006789+0.028594i,0.00044818+0.013369i,0.0010405+0.0058038i,-2.6386e-05+0.0033838i,-0.00074058+0.00056297i,-0.0016887-0.0023758i,-0.00095073-0.0026518i,0.0016801-0.00083812i,0.004529+0.00084024i,0.0048728+0.0025601i,0.0019028+0.0040946i,-0.00091182+0.005546i,-0.0012504+0.0061519i,0.00045026+0.0044749i,0.0013872+0.0023429i
0.0079868+0.004125i,0.023744+0.0022411i,0.058661-0.0090339i,0.10877-0.044495i,0.1493-0.092059i,0.14952-0.10522i,0.11932-0.073335i,0.083368-0.03724i,0.047069-0.018055i,0.01498-0.0081611i,-0.003136-0.0018423i,-0.0064892+0.0027889i,-0.0039861+0.0063347i,-0.0014368+0.0078202i,-0.00031452+0.0055729i,0.0011847+0.0015046i,0.0027547-0.0007389i,0.00406-0.001712i,0.0048831-0.0031979i,0.0035109-0.0043245i,0.002334-0.0047212i,0.0018184-0.004006i,0.0021055-0.00263i
-0.0019618-5.2258e-05i,-0.013818+0.002947i,-0.028899+0.026111i,-0.037023+0.080435i,-0.032518+0.13248i,-0.018418+0.12491i,-0.0082365+0.066134i,-0.0023934+0.021536i,0.0040106+0.0092391i,0.0091955+0.0072887i,0.010829+0.0063728i,0.010385+0.004031i,0.0085757+0.00023072i,0.0049231-0.00062938i,0.0017468-0.00062521i,0.00033633-0.0035552i,-0.00071793-0.0069779i,-0.0015573-0.0072132i,-0.0015398-0.0026595i,0.00018985+0.0019157i,0.0017816+0.0031418i,0.00068898+0.001951i,-0.00062461+0.00028888i
0.002752+2.2891e-05i,0.013178-0.0070346i,0.025046-0.039602i,0.022486-0.10782i,-0.0013418-0.17421i,-0.034368-0.1835i,-0.04906-0.13433i,-0.038815-0.079747i,-0.02261-0.042842i,-0.0096032-0.016818i,-0.0014031-0.0038105i,0.001897-0.0014279i,0.0047912-0.0018278i,0.0054056-0.0010082i,0.0028058+0.00076989i,-0.00077267+0.0020679i,-0.0034168+0.0036005i,-0.0027852+0.0026342i,-0.0021914-0.0014595i,-0.0034155-0.0038549i,-0.0045863-0.0032092i,-0.0040971-0.0013841i,-0.0025319-0.00057742i
-0.0032506+0.0054207i,-0.0092284+0.013318i,-0.008053+0.045503i,0.018363+0.099657i,0.057382+0.13584i,0.069311+0.13056i,0.040623+0.098277i,0.008546+0.065619i,0.0020341+0.038751i,0.0054101+0.011124i,0.0043096-0.0068448i,-0.00054826-0.010911i,-0.0052575-0.009861i,-0.0063748-0.0078807i,-0.0051985-0.0047169i,-0.004057-0.0019761i,-0.0028075+0.00083691i,-0.0031544+0.0041602i,-0.002768+0.0062688i,0.0011493+0.0064372i,0.0047117+0.0055945i,0.0050077+0.005104i,0.0036565+0.0045275i
0.0025612+4.0324e-05i,0.0067807-0.0070606i,-0.0072237-0.027063i,-0.060072-0.055829i,-0.126-0.064381i,-0.1425-0.040145i,-0.098228-0.0018319i,-0.047755+0.021533i,-0.02248+0.02314i,-0.01154+0.016286i,-0.0086037+0.0106i,-0.007679+0.008392i,-0.0046343+0.0057801i,-0.0029839+0.0025968i,-0.00042059+0.0022352i,0.0035117+0.0038339i,0.0069256+0.0042738i,0.0079784+0.0024837i,0.0039302-0.0011143i,-0.0011182-0.0026659i,-0.0026428-0.00070243i,-0.0011548+0.00048846i,-5.2978e-05-0.00082707i
-0.0041859+0.0028756i,-0.0010183+0.013329i,0.027506+0.039637i,0.099974+0.068177i,0.17716+0.06437i,0.18892+0.029239i,0.14373+0.0063019i,0.097851+0.0068098i,0.064399+0.0077963i,0.031293+0.0044727i,0.0067497+0.005142i,-0.0027724+0.0068539i,-0.0044551+0.00752i,-0.0033798+0.0074713i,-0.0012962+0.0040817i,-0.00094608-0.00095469i,-0.0018021-0.0037403i,-0.001765-0.0018247i,-0.00012355+0.0029331i,0.0029513+0.0034413i,0.0048171+3.5817e-07i,0.0043283-0.0020976i,0.0033586-0.0012062i
0.0054934-0.0029098i,0.003573-0.011052i,-0.015193-0.018612i,-0.06315-0.0086148i,-0.10806+0.028021i,-0.099626+0.055852i,-0.050855+0.038708i,-0.011713+0.010131i,0.0057858+0.0022016i,0.014217+0.0046457i,0.017336+0.0074571i,0.016402+0.0085168i,0.013939+0.0054704i,0.0099217+0.0015221i,0.0062614-0.00092251i,0.0043379-0.0025627i,0.0030576-0.0040784i,0.00094823-0.0052849i,-0.0025189-0.0043561i,-0.0055809-0.0029614i,-0.0067491-0.0015585i,-0.0059586+1.29e-06i,-0.0038728+0.00052544i
-0.0020336+0.0023546i,0.0013228+0.004102i,0.02961-0.0053222i,0.091085-0.047526i,0.1363-0.1146i,0.10693-0.1505i,0.039374-0.12655i,0.005565-0.087262i,0.00066536-0.06133i,-0.0011267-0.038009i,0.00017677-0.020232i,0.0030013-0.010528i,0.0034114-0.0049732i,0.0028426-0.0032634i,0.00062469-0.003172i,-0.003742-0.0019914i,-0.0066045+0.0014321i,-0.0041354+0.0053045i,0.002129+0.0058837i,0.0054829+0.0040451i,0.0041223+0.0018817i,0.0025661+0.0010509i,0.0026377+0.0012563i
-0.00074719-0.002455i,-0.0041852-0.0027558i,-0.028098+0.011868i,-0.070327+0.056073i,-0.088952+0.10393i,-0.057776+0.116i,-0.0254+0.085288i,-0.025258+0.046192i,-0.02484+0.025252i,-0.012976+0.0084556i,-0.0054412-0.0071255i,-0.0037582-0.013035i,-0.0041076-0.012001i,-0.0046282-0.0082875i,-0.0031697-0.0038747i,-0.00015132-6.7942e-05i,0.0027576+0.00052918i,0.0026356-0.0020461i,-0.0020135-0.0038379i,-0.0050861-0.0019266i,-0.0030279+0.0019281i,-0.00023702+0.0030368i,6.6598e-05+0.0016183i
-0.0029496+0.0029025i,-0.0023146+0.0054952i,0.0037523-0.0099882i,0.0060074-0.057585i,-0.022787-0.1044i,-0.066909-0.10076i,-0.074735-0.042584i,-0.052896+0.011764i,-0.035744+0.025756i,-0.026278+0.022268i,-0.01976+0.01603i,-0.01443+0.01005i,-0.0084937+0.0065378i,-0.0053904+0.0031785i,-0.0045301+0.0024615i,-0.0031501+0.0034929i,-0.0005385+0.0031044i,0.0022714+0.0015817i,0.0040462-0.00035436i,0.0055341-0.0015663i,0.0049091-0.0029294i,0.0020076-0.003146i,0.00070701-0.0016214i
0.0014446-0.0038781i,0.00499+0.0013452i,0.011315+0.040869i,0.031833+0.12196i,0.072235+0.18227i,0.10113+0.15378i,0.091796+0.08066i,0.068115+0.043155i,0.052272+0.034359i,0.034281+0.02271i,0.013317+0.013861i,0.0019247+0.010323i,-0.0019538+0.0080178i,-0.0013858+0.0073028i,0.0026935+0.0046604i,0.0060874-0.0008174i,0.0042074-0.0052322i,-0.0029332-0.0042215i,-0.0090552+0.0010754i,-0.0090498+0.0037625i,-0.0050974+0.0029925i,-0.0029195+0.0022894i,-0.0018256+0.0020464i
-0.0019114+0.00082808i,-0.0038335-0.00043713i,-0.0060879-0.02385i,-0.012781-0.068917i,-0.030904-0.082457i,-0.039336-0.035923i,-0.012312+0.010596i,0.020767+0.018497i,0.029928+0.012239i,0.026578+0.0094582i,0.02308+0.0085404i,0.018002+0.0072598i,0.012179+0.0041751i,0.0073398-3.5749e-05i,0.0031274-0.00093539i,-0.00078079+0.0012645i,-0.0020775+0.0046194i,0.0011907+0.005611i,0.006029+0.0021661i,0.0067294-0.00060363i,0.003853-0.00092849i,0.0018754-0.00063599i,0.0010354-0.00046264i
0.0028322-0.0023113i,0.0095463-0.0044109i,0.036836+0.008372i,0.096818+0.024493i,0.1584+0.0037415i,0.15247-0.053456i,0.078212-0.083835i,0.024184-0.071591i,0.012079-0.055094i,0.0054394-0.041185i,0.0013726-0.02426i,0.0025526-0.010769i,0.0045971-0.0023247i,0.006324-0.00056441i,0.0063318-0.0047383i,0.004987-0.0072118i,0.0022791-0.0056248i,-0.0004314-0.0014788i,-0.0016085+0.0033938i,-0.0013943+0.0056615i,-0.00073698+0.004351i,0.00040756+0.0021411i,0.002102+0.0018676i
0.0003422+0.0069427i,-0.010938+0.01049i,-0.048687-0.0035548i,-0.11594-0.034594i,-0.16251-0.045114i,-0.13155-0.015908i,-0.055289+0.0068933i,-0.013092-0.0016321i,-0.0089478-0.0054485i,-0.0077311-0.0022863i,-0.005165-0.0061873i,-0.004637-0.0095328i,-0.0046886-0.0096436i,-0.0059918-0.0077754i,-0.0071232-0.0026771i,-0.0046298+0.003093i,0.0016703+0.004813i,0.005825+0.00039732i,0.0054128-0.0065592i,0.0033777-0.0092602i,0.0020685-0.0066395i,0.00084854-0.0035233i,-0.0011657-0.0022518i
-9.152e-05-0.0082267i,0.0081587-0.011642i,0.033826-0.0015286i,0.067358+0.011379i,0.058368-0.0032041i,-0.0023727-0.027831i,-0.058769-0.015028i,-0.069814+0.017848i,-0.052708+0.026679i,-0.035904+0.020231i,-0.020824+0.0145i,-0.010227+0.010988i,-0.003671+0.0073185i,0.00074871+0.0025923i,0.0011775-0.0030531i,-0.00058727-0.0082104i,-0.0046175-0.009409i,-0.0088249-0.0052585i,-0.0094228+0.0017619i,-0.0059827+0.0057176i,-0.0020515+0.0046684i,-0.00064315+0.0024374i,7.3644e-05+0.0019658i
0.0019083+0.0090526i,-0.0030558+0.022848i,-0.027087+0.049797i,-0.058635+0.1009i,-0.055045+0.16002i,-0.012367+0.15407i,0.025933+0.082905i,0.032877+0.031981i,0.030048+0.022457i,0.027747+0.015521i,0.014387+0.0074837i,0.0013398+0.0061141i,-0.004802+0.0050311i,-0.0065487+0.0070475i,-0.003751+0.01089i,0.00070547+0.012463i,0.0030298+0.0091913i,0.0016573+0.0039267i,-0.00089599+0.00092352i,-0.0021723-0.0013727i,-0.0019633-0.0018835i,-0.0016315-0.00031184i,-0.00078185+0.001812i
