-0.0036478-0.0012713i,-0.0039531-5.6001e-05i,-0.0035655+0.0017509i,-0.0018627+0.0026752i,-0.001018+0.002028i,-0.00058541+0.0013455i,-0.00011102+0.0013968i,0.00063143+0.0019748i,0.00092025+0.0022889i,0.00060003+0.0015628i,0.0012391+0.00068015i,0.0012814-0.00035366i,-2.0652e-05-0.0015405i,-0.00091188-0.0014074i,-0.0011081-0.00065487i,-0.0013667-0.00058357i,-0.0012612-0.00045569i,-0.00062975+3.1568e-05i,-2.1103e-05+1.0265e-05i,-7.1872e-05+6.8681e-05i,0.00073712+0.00012993i,0.0006112-8.5715e-05i,-0.00027863-0.00019455i
-0.00026736+0.0010999i,0.00045623+0.00082114i,0.0013625+0.0014162i,0.0022306+0.0013444i,0.0023525+0.00021184i,0.0018111-0.00036638i,0.0014975-0.0013787i,0.0010856-0.0016708i,-0.00015704-0.000482i,-0.00010339+0.00013921i,0.00046667-0.00024375i,9.1247e-05-0.00034663i,-0.00052736-0.00054482i,-0.0005048-0.00096073i,-0.00023487-0.00052332i,1.7477e-05-0.00015945i,0.00020803-0.00071434i,0.00064513-0.00070304i,0.00080342-0.00039233i,-0.00016733-0.00073472i,-0.0009145-5.7896e-05i,-0.0004869+0.00059867i,0.00019465+9.1653e-05i
-0.0013419+0.00018813i,-0.0015685+0.00088137i,-0.0012767+0.0017937i,-0.00038352+0.0017916i,0.00050301+0.00081558i,0.0012214-0.0006091i,0.0014101-0.0008734i,0.00068705-0.00066348i,-2.0007e-05-0.00056728i,0.00016081+0.00010449i,0.00064264+7.4175e-05i,4.583e-05-0.00065801i,-0.00087868-0.00096443i,-0.00051607-0.00055032i,0.00021931+0.00044811i,0.000172+0.00095224i,0.00013481+0.00039693i,0.00040867-0.00032306i,1.9939e-06-0.00037217i,-0.00057573-8.253e-05i,0.00023932+0.00049689i,0.00070016+0.00047303i,-6.9434e-05+0.0003367i
0.0001889+0.00071934i,-0.0011822+0.0010657i,-0.00068374+0.0010768i,0.00029729+0.0012064i,0.00063109+0.00080168i,-0.00020751+0.00061874i,-0.00050902+7.5175e-05i,0.00052432-0.00081197i,0.0013872-0.00080098i,0.0013075+0.00034687i,0.0010608+0.00034432i,0.00041191-0.00034597i,-0.00044114-0.00017743i,-0.00022927+0.00013166i,0.00035305+0.00035755i,0.0002737+0.00018313i,-5.7855e-05+0.00010548i,-0.00023446-9.3912e-05i,-0.00022394-0.00042606i,-9.1471e-05-0.00031188i,-0.00019474-0.0002058i,0.00052553-0.00057988i,0.00045875-0.00060395i
-0.00050599+8.127e-05i,-0.00034408+0.00078911i,-0.0004715+0.0019019i,0.00037969+0.0029397i,0.0013094+0.0023911i,0.0016447+0.0010708i,0.0013158-0.00036143i,0.00064913-0.0013942i,-5.7693e-05-0.001549i,-0.00050642-0.0012181i,-0.00026385-0.00092381i,0.00022765-0.00021592i,-0.00016666+0.00019326i,-0.0010437-0.00047689i,-0.0012984-0.00052856i,-0.00079679+9.9903e-05i,-0.00049467+0.0003772i,-0.00021307-0.00014733i,0.00050853+4.5021e-05i,0.00074293+0.00040236i,0.0001392+0.00043745i,-0.00027534-0.00012467i,-0.00084911-1.2282e-05i
-0.001323-0.00030276i,-0.0010157+0.00076356i,-0.0005313+0.001866i,-0.00022775+0.0031169i,0.00084839+0.0038877i,0.0013007+0.0023407i,0.0012048-0.00011676i,0.0011474-0.0014774i,-3.2394e-06-0.0014122i,7.5222e-05-0.00013784i,6.928e-05+0.00084476i,-0.00054482+0.00028464i,-0.00018238-2.0706e-05i,-0.00014233-0.00013622i,-0.00044434-0.00018914i,-0.00065404-0.00039847i,-0.0008446-7.1959e-06i,-0.00061388+0.00015214i,-0.00062384-0.00055382i,0.00018455-0.00074348i,0.00069172+9.2422e-06i,-0.00023012+0.00055234i,2.7892e-05-0.00018502i
-0.0015112+0.00051477i,-0.00089499+0.0014664i,-0.00096458+0.0011762i,0.00027719+0.00032132i,0.0013589+0.00055647i,0.0016053-1.8272e-05i,0.0012322-0.00063921i,0.00029786-9.0682e-05i,-0.00030914+0.00053122i,-0.00024937+0.00040996i,3.3618e-05-4.5622e-05i,-0.00035896-2.4416e-05i,-0.00060614-0.00017811i,0.00025205+6.2643e-05i,0.00013318+0.00069126i,-0.00091251+0.00031812i,-0.00034513+0.00063222i,-8.6285e-05+0.00039412i,0.00011455-0.0006112i,0.00057886-0.00051101i,0.00059705-0.0001696i,0.0002098-3.9434e-05i,0.00012065+1.6302e-05i
-9.4426e-05-0.00015668i,-0.0010887-0.00065899i,-0.0012523-0.0005274i,-0.0014998+0.00080968i,-0.0014865+0.0017265i,-8.781e-05+0.00038022i,0.0010033-0.0010622i,0.00084521-0.0012862i,0.00049783-0.00081609i,0.00040617-0.00024353i,5.9906e-05-0.0001015i,-0.00067914-0.00070615i,-0.00063293-0.00084277i,-0.00044731+0.00038257i,-0.00063057+0.00055331i,-0.0011299-3.895e-05i,-0.0010024+9.1319e-05i,-0.00048065+0.00033707i,0.00047483-0.00016065i,0.0013202-0.00078536i,0.00080663-0.0005835i,0.00051809+0.00019656i,0.00077169+0.00013301i
-0.00058827-0.0016193i,-0.0016424+6.5096e-06i,-0.0022979+0.0017815i,-0.0012758+0.0029578i,0.00064963+0.0031151i,0.0019879+0.0015369i,0.0014115+0.00022667i,-0.00045702-0.00043935i,-0.0011984-0.00082845i,-0.001005-0.00014306i,-0.0011213+0.00065811i,-0.00079631+0.00019313i,-0.00035926-0.00072837i,-0.00017248-0.0012702i,-0.00040436-0.00069908i,-0.00099078+0.00056263i,-0.0002936+0.00081202i,0.00075792+0.00018447i,9.6078e-05-0.00031465i,-0.00012929-0.00022306i,0.00058304-0.00028468i,0.00071072-0.00035345i,-4.3511e-06-0.00012901i
-0.00087954+0.0020354i,0.00033907+0.0027512i,0.0021989+0.0038398i,0.0029983+0.0029297i,0.0032828+0.001306i,0.0024673-0.00031886i,0.0011296-0.0011291i,0.00059894-0.00076571i,0.00063109-0.00042488i,0.00019069-0.00079758i,-0.00066461-0.0007972i,-0.0012784-0.00067125i,-0.00075744-0.00095878i,0.00021086-0.0001893i,0.00011292+0.00062647i,-0.00022952+0.00080104i,-0.00040416+0.00040999i,-0.00094905-0.00031633i,-0.0013559-0.0008043i,-0.00088032-0.00011932i,-0.00042231+0.0003992i,-0.000588+3.6495e-05i,-0.00056295-0.00018491i
-0.00093891+0.00055099i,-0.0011306+0.0011623i,-0.0017158+0.0010394i,-0.00078955+0.0017955i,0.00075985+0.0019886i,0.0014603-0.0001744i,0.001448-0.0016941i,0.0013973-0.001335i,0.00067297-0.00036013i,0.00013646+0.00081773i,-0.00021775+0.0010646i,-0.00051055+0.00068914i,-0.00077237+0.00021629i,-0.00062395-0.00035203i,-0.00071098-8.4853e-05i,-0.00062363+0.00035636i,-0.00017974+0.00039517i,-0.00064825+0.00044654i,-0.0010358+0.00070292i,-0.00050325+0.00066323i,-0.00014665+0.00071433i,-1.4734e-05+0.00015341i,0.00016904-0.00010152i
-0.00064326-4.9483e-05i,-0.0010422+0.00030418i,-0.00047589+0.0010611i,0.00081084+0.0021446i,0.00084843+0.0020497i,0.0012453+2.431e-05i,0.001704-0.00093312i,0.0010687-0.00037713i,3.0237e-05+0.00027007i,-0.00040473+0.00060735i,0.00010514+0.00073554i,0.00011166+0.00039214i,-0.00073099-5.9689e-06i,-0.00063469-0.00050096i,-0.00020929-0.00069759i,-0.00033963-9.142e-05i,-0.00041156+0.00060316i,-0.00069537+0.00084704i,-0.00019771+0.0010077i,0.00030613+0.00093826i,9.5998e-05+0.00026254i,-0.00017269-7.7493e-05i,0.0004442-0.00040233i
-0.00031428+0.0010916i,0.00060565+0.00092686i,-5.5841e-05+0.001966i,-0.00080213+0.0031122i,0.00057639+0.0025378i,0.0015573+0.0016052i,0.0015999+0.00067347i,0.001335-3.8389e-05i,0.0007115-9.9916e-05i,-6.3635e-05-0.00021308i,0.00013556-0.00032167i,-0.0001915+0.00010111i,-0.00071422-0.00019159i,-0.00044418-0.00025735i,-0.000259+0.00029901i,4.6554e-05+0.00092769i,0.00031085+0.00093374i,0.00035087-0.00022676i,0.00060392-0.00082173i,0.00042143-0.00044999i,-0.00044896-0.00016829i,-0.00029129-0.00025296i,0.00042001-0.00017644i
-0.00053198+0.00037119i,-0.00073253+0.0021108i,-0.00038238+0.0029887i,0.0021343+0.0034494i,0.0040714+0.0031705i,0.0035918+0.0012853i,0.0019409-0.00049531i,0.00088739-0.001481i,-0.00039312-0.0012796i,-0.0010956-0.00012737i,-0.00091068+0.00035633i,-0.00058648+0.0005421i,0.0003465+0.00047544i,0.00053216-2.3073e-05i,0.00011065-0.0003791i,-0.0005212-0.0010376i,-0.00074281-0.00083185i,-0.00071755-0.00023981i,-0.00050326-0.00030629i,-0.0004132-0.00083219i,-0.00070527-0.0006898i,-0.00029353+0.00038623i,0.00021475+0.00046443i
9.5614e-05+3.9155e-05i,-0.00078804+0.0011881i,-0.0011978+0.0019468i,-0.00065821+0.0023532i,-0.00018447+0.0014427i,-0.00013417-0.00012651i,1.249e-05-0.00031721i,0.00059279-0.00030156i,0.00064565-0.00022786i,0.00016989+0.00022804i,4.4149e-05+0.00056772i,0.00028994+0.00033197i,0.00035985-0.00035283i,0.00012565-0.00012298i,-0.00036121+0.00016769i,-0.0012832-4.4303e-05i,-0.00069449-0.0005714i,0.00043277-0.00033302i,0.00032903-0.00025993i,0.00021712-0.0009095i,6.8723e-05-0.00089583i,-0.0004521-7.5588e-05i,-0.00072421+0.00059782i
-0.00037464+4.372e-05i,-0.00010297+0.00062958i,-0.0002301+0.001809i,0.00019758+0.0016671i,0.00083655+0.00066592i,0.00046972-0.00011654i,1.2611e-05-0.00040237i,-0.00027488+0.00050909i,-0.00014227+6.5235e-05i,0.00022971-0.0010972i,-0.0002293-0.00066478i,-0.00097469-0.00016872i,-0.00050282+3.285e-05i,-0.00026916+0.00035883i,-0.00039318+0.00019129i,-0.0012343+0.00052138i,-0.0015524+0.00055427i,-0.0003764+0.00057365i,6.8581e-06+0.00033837i,-1.9898e-06-0.00053964i,0.00045092-0.00028064i,0.00030678+0.000465i,-0.00029795+0.00052107i
-6.7251e-05-1.6478e-05i,-0.00042996+0.001298i,-0.00099479+0.0024602i,-0.00043985+0.0030871i,0.00024824+0.0026466i,0.00039616+0.0016109i,0.00052651+0.00045161i,9.9944e-05-0.00044176i,7.6542e-05-0.00067224i,0.00021532-0.00012477i,-0.00025761+0.0001555i,-0.0010199-0.00031965i,-0.0012774-0.00064062i,-0.00065437-0.00079441i,-0.00029045-0.00020889i,-0.00067688+0.00021157i,-0.00041792+0.00030119i,0.00017552+0.00013186i,0.00050827-4.6016e-05i,-3.1255e-05+0.00014569i,-0.00033834+0.00045882i,-0.00015432+0.0003941i,0.00033553-0.00014852i
-0.00054907+0.00084061i,-0.00022971+0.0012296i,0.00093301+0.0009125i,0.0018558+0.00032703i,0.0014909-0.00042586i,0.00059873-0.00099566i,0.00028125-0.0013993i,-0.00032674-0.0017053i,-0.0013392-0.0012964i,-0.00077219-2.4282e-05i,0.00011703+0.0002631i,0.00021584-0.0003802i,0.00010081-0.00060933i,-0.00069057-0.00020406i,-0.0014386+0.00022383i,-0.0015105+0.00033285i,-0.00089858+0.00024711i,-0.00055499-0.00014299i,-0.0010144-0.00027926i,-0.0012319+0.00048587i,-0.00048577+0.00022692i,0.00037071-0.00012911i,0.00090587-0.00015434i
-0.00019382-0.0019168i,-0.0012479-0.0013012i,-0.0021164-0.00021045i,-0.0014039+0.00099373i,0.00042069+0.001669i,0.0016571+0.0017555i,0.0018708+0.0010281i,0.0015018+0.00029209i,0.0010661+6.0697e-05i,0.0010111+0.00031536i,0.00087584+0.00021126i,-8.58e-05+6.0729e-05i,-0.00058785-3.9001e-05i,-0.00072564-0.00036865i,-0.00073062-0.00071856i,-0.0002326-0.0012023i,-0.00017916-0.00058418i,-0.00051306-0.00016216i,0.00021266-8.6592e-05i,0.00084699-0.00037483i,0.0005488-0.00067842i,0.00060631-0.00031853i,0.00048493+0.00044179i
-0.001625+0.0010963i,-0.0017154+0.0014019i,-0.0010743+0.0020263i,-0.00041981+0.0024869i,0.00026132+0.0021296i,0.00047043+0.001358i,0.00076297+0.00061065i,0.00073167+0.00025366i,-0.00025656+0.00067905i,-0.00044732+0.00030785i,-5.7665e-06-0.00021932i,-0.00014467-0.00075612i,-0.00065849-0.00091397i,-0.00056226-0.00035474i,-0.00037821-8.8557e-05i,-0.00043397-1.6299e-05i,-0.00015344+2.3401e-05i,0.00057854+0.00029412i,0.00087202+0.00038721i,0.00028805-4.9424e-05i,-0.00033873+0.00035024i,-0.00030406+0.00075675i,0.00097035+0.00033781i
0.00079398-0.00067743i,-0.00026266+0.00018836i,-0.0012547+0.0012472i,-0.0013255+0.0019812i,-0.0010158+0.001498i,2.4635e-06-0.00046953i,0.0010613-0.0009024i,0.0008483-0.00060075i,-0.00029773-0.00091883i,-0.0012631-0.00077689i,-0.0010109-0.00022831i,-6.5113e-06+0.00018366i,0.00016915-0.00061402i,-0.00015917-0.0015282i,4.1144e-06-0.0014241i,-0.00028762-0.00019791i,-0.00089044+0.00050921i,-0.00069711-0.00026228i,-0.00018082-0.00087823i,-0.0002748-0.00093587i,-8.2474e-05-0.00028063i,0.00037344-0.00012605i,8.7655e-07-6.9725e-05i
0.00085662-0.00055527i,0.00046538+2.2844e-06i,0.00040385+0.00073708i,0.00093229+0.0015954i,0.0020304+0.0012901i,0.0021009+0.00042008i,0.0016741-0.00027828i,0.00094151-0.00090382i,0.00025381-0.0008423i,-0.00011672-0.00064116i,-9.026e-05-0.0009921i,-4.4491e-05-0.0010462i,-0.00029407-0.00050619i,-0.00042844+8.2486e-05i,0.00041198-0.00011372i,0.00055278+7.6624e-05i,-0.00057537+0.00018698i,-0.00057445-0.00067132i,-0.00044079-0.00076236i,-0.00074766-0.00044995i,-0.00097991+0.00025635i,-0.00014494+0.0007834i,0.0011912+0.00033706i
0.00017771+0.00075652i,-0.00055424+0.0010791i,-0.00030594+0.0016922i,0.00042018+0.0010019i,0.0010062+0.00011187i,0.000592-0.00036054i,0.00032017-0.00054893i,0.00068643-0.00041402i,0.00016523-0.00029391i,-0.00060661-0.00014591i,-0.00096221-0.00092731i,-0.00064273-0.00094376i,-0.00021029-0.00036207i,-0.0004518-0.00056204i,-0.00080854-0.00085485i,-0.00070305-0.00079094i,-4.8734e-05-0.0011618i,0.00031676-0.00092936i,-0.00033975-0.00093378i,-0.00071172-0.00074799i,0.00013281-0.00028489i,-9.3421e-05-0.00012197i,-0.00098319-0.00042353i
0.00031591-0.00093503i,0.00072695-0.0011659i,-0.00044061-0.00048214i,-0.0013903+0.00027207i,-0.00059963+0.0009169i,0.00098891+0.0010521i,0.0011719+0.00010027i,0.00098266-0.00048067i,0.0005036-0.00074849i,0.00026609-0.00088633i,0.00044372-0.00057367i,0.0001397-0.00053409i,-8.5973e-06-0.0011705i,-0.00018778-0.0010933i,-0.00073479-8.3842e-05i,-0.00065706+0.00050215i,-0.00075892+0.00070318i,-0.0014499+0.0002368i,-0.0014126-3.0469e-05i,-0.00071742+0.00036229i,0.000979+0.0010971i,0.0010284+0.00098341i,-0.00062472-4.5095e-05i
-0.0010634-9.6993e-06i,-0.0011542+0.0011618i,-0.0013619+0.0019568i,-0.00026523+0.0023976i,0.00089401+0.0024813i,0.0008903+0.0013229i,0.00027439-0.00052611i,0.00022958-0.001603i,0.00024188-0.0010722i,9.7722e-05+0.00023457i,0.00036895+0.00043431i,0.00084958-0.00014428i,-0.00014465+0.00029468i,-0.0012761+0.00038407i,-0.0014908+0.00013876i,-0.00050678+8.326e-05i,0.00030747-0.0001805i,-1.7226e-05-0.00029529i,-0.00019932-0.00096042i,-0.00041173-0.00070698i,-0.00023928-0.00045574i,-1.3639e-05-0.00055108i,0.00027691-0.00024587i
0.00014606-0.00089347i,-0.00062442-0.0015178i,-0.0012294-0.0015669i,-0.00082616-5.4689e-05i,-1.4696e-06+0.0012534i,0.00030226+0.0022088i,-0.00013315+0.0014871i,2.8805e-05+0.00011168i,0.00043198-0.00030615i,-0.00038053-0.00015748i,-0.00087752+0.00014696i,0.0003423+0.00011899i,0.00055121-0.00047043i,0.00038547-0.00075861i,0.00039931-9.1924e-05i,0.00046299-0.0001856i,0.00055993-0.00051063i,-0.00027815-0.0008241i,-0.00079355-0.00068768i,-0.00026126-0.00018371i,2.9683e-05-0.000829i,-0.00028738-0.0008002i,4.5155e-05-0.00039647i
0.0014196-0.00014792i,0.00077779+0.00067851i,-0.00016255+0.0012392i,-0.0009247+0.0012868i,-0.00018757+0.00037772i,0.00030647+0.00013929i,0.00080608+0.00057475i,0.001565-0.00035948i,0.0010958-0.00077633i,0.00086915-0.0004894i,0.00081851+9.8411e-06i,-0.00030756+0.0007157i,-0.0013643+0.00064041i,-0.00137+0.0005632i,-0.00085014+0.00050086i,-0.00029372-5.3136e-05i,5.7346e-05-4.1151e-05i,0.00031742+0.00045097i,0.00078243+0.00025838i,0.00056193+3.8081e-05i,-0.00012083+0.00037423i,-0.00020609-7.1716e-05i,-0.00012546-0.00080342i
-5.6771e-05+0.00017597i,-0.00057412+0.00040236i,-0.00053457+0.00076175i,-0.00049704+0.00097031i,0.00034163+7.0594e-05i,0.00049572-0.00072226i,-3.8013e-05-0.00065753i,-0.00036188-0.0012715i,-0.00022729-0.00202i,-0.00023825-0.0012781i,-0.00046092+0.00038917i,-0.00033567+0.00074477i,-0.0004074-0.00016667i,-0.00097327-0.00062796i,-0.0011326-0.00036838i,-0.0013475+0.00038622i,-0.0010418+0.00060337i,-0.00012663+5.6709e-05i,0.00022917+0.00031664i,5.3844e-05+0.00027645i,0.00012538-0.00011905i,-0.00023502-0.00012882i,-0.00047705-0.00046569i
-0.00072191+0.00047232i,-0.001448+0.00064213i,-0.0018249+0.0015057i,-0.0010798+0.002921i,0.00010584+0.0031154i,0.00052271+0.0013482i,0.00060867+0.00013293i,0.0008086-0.00013462i,0.00048433-0.00063317i,-0.00030762-0.00078636i,-0.00048032-0.00090555i,0.00012083-0.00092046i,-3.0818e-05-0.00062831i,-3.1163e-05-0.00018251i,-0.00038042-0.00079003i,-0.000902-0.00085508i,-0.00080218-0.00040576i,-0.00042318-0.00081528i,-0.00043734-0.00068433i,-0.0010698-0.00020885i,-0.001274-0.00035816i,-0.00064801-0.00033586i,-0.00019853+0.00013267i
-0.00093416+0.0020396i,-0.0010206+0.0015623i,-0.00028608+0.0018491i,0.0013309+0.0024199i,0.0013412+0.0018708i,0.00022761+0.00049331i,-0.00040053+9.8284e-05i,4.4279e-05-8.767e-06i,0.00036618-0.00017922i,0.00012429-0.0001694i,0.00026967+0.0001005i,0.0004663+0.00023992i,0.00026393-2.1649e-05i,0.00014113-0.00071226i,-0.00038376-0.0011434i,-0.00064044-0.00040662i,-0.00074452+0.00032731i,-0.00088905-0.00011152i,-0.00046416-0.00027915i,-0.00013081+0.00011174i,0.00010893+0.00036953i,-0.000188+0.00055115i,-0.00020953-0.00013079i
-0.0010423-0.0001044i,-0.001108+0.00026606i,-0.00065671+0.0013422i,0.0002233+0.0015183i,0.0017611+0.0011366i,0.0025101+0.00024176i,0.0017955-0.00089761i,0.0012363-0.0019991i,0.0010658-0.0017244i,0.00071651-0.00056183i,0.00029209-0.00025923i,-0.00010684-0.00045709i,-0.00089744-0.0002491i,-0.0016072-0.00018338i,-0.0010236-0.00065635i,-5.5932e-05-0.00064732i,0.00012226+5.5401e-05i,-0.00069428+0.00025781i,-0.00070413+8.6424e-05i,0.00014106-0.00010438i,0.00074438-9.685e-05i,0.00079261-0.00017819i,0.00050699-0.0004087i
-0.001309+0.0012453i,-0.0022288+0.0012518i,-0.0021569+0.0019204i,-0.0014541+0.0032648i,0.00025127+0.0026147i,0.0021408+0.0008226i,0.0022158-0.0002234i,0.0014306-0.00082853i,0.00030514-0.0006605i,-0.00037333+0.00059537i,-0.00031231+0.00032355i,2.907e-05-0.0014459i,-0.00031407-0.002088i,-0.00060868-0.00099451i,-0.00036238-0.00012045i,-0.00064583+5.1083e-05i,-0.0011251+0.00061997i,-0.00052638+0.0008222i,-4.6255e-05+0.00058679i,-5.9854e-05+0.00065232i,-0.00015142+0.00033642i,0.00039837-0.00045786i,0.000657-0.00063616i
0.00022067+0.00027152i,-0.00016628+0.00076095i,-0.0013071+0.0012254i,-0.0016132+0.0016534i,-0.00026022+0.001253i,0.0010542+0.00033014i,0.00089439-6.7024e-05i,0.0005054-0.00067355i,0.00019584-0.0012043i,-0.00063487-0.00056659i,-0.00050038-0.0002478i,0.00010557-0.00069131i,0.00018608-0.0004033i,-0.00070455-0.0002993i,-0.0008148-0.00061807i,-0.0003126-0.000679i,8.045e-05+2.2585e-05i,0.00035791+0.0010068i,-0.0001253+0.00083907i,-0.00033007-0.00081725i,-0.0002466-0.0006569i,-0.00010528-0.00029381i,0.00044162-0.00074501i
-0.0012108-0.0012781i,-0.0014104-0.00038426i,-0.0019725+0.0019266i,-0.0012369+0.0026104i,0.00068347+0.0023475i,0.0020515+0.001759i,0.0027125-3.8103e-05i,0.0021713-0.00097612i,0.0010509-0.00055392i,0.00051346+0.0002025i,3.5382e-06+0.00038395i,-0.00017499+4.3591e-05i,-0.00033691-0.00045529i,-0.0010037-0.00013641i,-0.0013066+0.00024087i,-0.00048639-9.448e-05i,0.00019378-0.00028617i,0.00053992-0.00010852i,0.00095261+0.00067249i,2.298e-06+0.00052174i,-0.0011726-0.00022466i,-0.00048582-0.00041948i,0.00012731+8.1231e-05i
-0.00070208-0.0010729i,-0.0010915+0.0001984i,-0.00091567+0.0003866i,-0.00056202-2.5178e-05i,0.00091984-8.5716e-05i,0.0022016+0.00011769i,0.0015852-0.00023871i,0.0014801-0.0013073i,0.0011068-0.0019088i,0.00014126-0.0010654i,-6.1291e-05-5.8309e-05i,-0.00010355-0.00080138i,-0.00014959-0.0014756i,0.00056188-0.00039287i,0.0012758+0.00025699i,0.0019032-9.1894e-05i,0.0010188+0.00056324i,0.00026305+0.00093754i,0.00089861+0.00055754i,0.0010413-0.00068335i,0.00039697-0.0011507i,-5.0403e-05-0.0010962i,-0.00032375-0.0011708i
-0.00017304-0.00040826i,-0.0017159+5.7486e-05i,-0.0026619+0.00016127i,-0.0021783+0.00061931i,-7.1418e-05+0.00097833i,0.0016147+0.00097895i,0.0011427+0.00023041i,0.00038051-0.00050181i,-0.00053466-0.00030451i,-0.00067237+0.00023633i,-0.00023351+0.00020609i,-0.00026603-0.00029078i,-0.00064366-0.0002427i,-0.00051021-3.0068e-05i,-0.00063451-7.8833e-06i,-0.00078179+0.00016028i,-1.1588e-05+0.00010131i,0.00050385+8.9616e-05i,-2.5487e-05-0.00014445i,-0.00045386-7.6585e-05i,-0.0003159-0.00037079i,-0.00051087-0.00096405i,-0.0004367-0.00085035i
-0.0013124+7.1402e-05i,-0.0011617+0.0015682i,-0.0019473+0.0025691i,-0.0012001+0.0029394i,0.00054198+0.0023627i,0.0014701+0.0008206i,0.0017456+1.4675e-05i,0.0011434-0.00038223i,0.00015966-0.00070638i,0.00010725-0.00087698i,0.0004513-0.000352i,9.3623e-05+0.00013924i,5.6357e-05+0.00028879i,0.00011292+0.00043623i,-0.00065293-0.00023195i,-0.001036-0.0011932i,-0.00065816-0.0011076i,-0.00035472-0.0011205i,-0.00065774-0.00080522i,-0.00052096-0.00015597i,0.00026928-0.00019312i,0.00091051-0.00022059i,0.0006041+0.00037837i
6.9059e-05+0.00101i,0.00010091+0.0011504i,0.00046964+0.0011763i,0.00068663+0.00061454i,0.0015069+8.3196e-05i,0.0016244-0.00011598i,0.001351+4.1155e-05i,0.0010611+0.00013405i,0.00014043-0.00041147i,-1.543e-06-0.00040389i,-8.251e-05-0.00028188i,-0.00020916-0.00052431i,5.7011e-05-0.00060288i,-5.7966e-05-0.00067106i,-0.00010561-0.00054684i,-0.00027187-0.00087531i,-0.00021963-0.0014812i,-0.0002189-0.001064i,-1.2105e-05-0.00043219i,0.00013299+0.00016869i,-5.0116e-05+0.00067751i,-0.00050174+0.00097228i,-0.00083958+0.00090946i
0.00050451+0.00018665i,0.00054005-0.00055011i,0.00066963-0.00068791i,0.0011771+0.00014013i,0.0010813+0.00024117i,0.00017801-0.00033431i,7.8125e-05-0.00085513i,0.00026122-0.00064848i,0.00089516-0.00061662i,0.0013045-0.00072361i,0.0006049-9.133e-05i,2.1019e-05+0.00072707i,-1.6587e-05+0.00080112i,0.00026074+0.00058706i,-7.2174e-05+0.00057249i,-0.0006945+0.00014278i,-0.00095493-0.00043696i,-0.00033561-0.00028272i,0.00022284-0.00018076i,-0.00035845-1.7739e-05i,-0.0004187-1.8019e-05i,0.00032268-0.0008281i,0.0011719-0.00089353i
-0.00015891-0.00024696i,-0.0008943-3.4406e-06i,-0.0011137+0.00048149i,-0.00057165+0.00072147i,-0.000528+0.00020638i,-0.00050113-0.00060932i,0.00027612-0.00069429i,0.00017228-0.00013627i,-0.00040099-0.00065984i,-0.0011926-0.00092851i,-0.00089692-0.00033922i,0.00022875-0.00012029i,0.00012717-8.7129e-05i,-0.00079458-0.00045421i,-0.00085625-0.00022826i,-0.00065299+0.00022222i,-0.00079509+0.00023423i,-0.00066452+0.00085694i,-0.00045648+0.0012173i,-0.00018708+0.00025572i,0.00023271-0.00035797i,0.0002722-0.00012806i,-0.0011542-0.00034594i
-0.0012236+0.0011374i,-0.0018192+0.00069191i,-0.0026603+0.0015383i,-0.0014632+0.0029143i,0.00090821+0.0022278i,0.0025948+0.00050667i,0.0021858-0.00035529i,0.0015711-0.0010042i,0.0011872-0.0012902i,0.00077751-0.00067654i,0.00080259-0.00044333i,0.00036208-0.00077972i,-0.00061534-0.00083806i,-0.0010378-0.00079658i,-0.0010124-0.00049763i,-0.00089895+0.00024132i,-0.0003405+0.00064483i,-0.00020558+0.00054575i,0.00012482+0.0003075i,9.1392e-05-0.0003286i,-0.00049135-0.00097843i,-0.00052154-0.00075889i,7.411e-05-8.1499e-05i
-0.00037091-0.00087296i,-0.00044067-0.00049717i,-0.0010513+0.00092604i,-0.0012466+0.0020399i,-0.00032423+0.0022215i,0.00033063+0.00085375i,0.00071151-0.00070051i,0.00097389-0.001633i,0.00066264-0.0015659i,0.0010064-0.00080114i,0.0011404-0.00060782i,0.00090238-0.00034273i,0.00043643+0.00031114i,6.3619e-05+0.00037941i,0.00020515-0.00024766i,0.00014974+0.00016764i,0.00028093+0.001275i,0.00017983+0.0013557i,-0.00020667+0.00056047i,-1.4515e-05-0.00093348i,0.00039594-0.0013233i,0.00066088-0.00017663i,0.00058817-0.00046788i
-0.0018807-0.0010567i,-0.0013079+0.00049932i,-0.0019022+0.0023789i,-0.0010974+0.0025074i,0.00055869+0.0019997i,0.00079524+0.00059625i,0.00082138-0.00054819i,0.00039197-0.00035989i,-0.0006627-0.00055599i,-0.0014735+0.0001015i,-0.0015415+0.00065046i,-0.00069472+0.00032712i,0.00043393-0.00051594i,-0.00025258-0.00068431i,-0.00093833-0.0002094i,-0.00096253+7.3942e-05i,-0.0011903-0.00019327i,-0.0010217-0.00028785i,-0.00071325-0.00056506i,-0.00077034-0.0007243i,-0.00031729-0.00083748i,0.00070305-0.00078194i,0.00046048-0.00095317i
