0.0010554-0.0013115i,0.00071523-0.002506i,-0.0004447-0.0030278i,-0.0018875-0.0023724i,-0.0018653-0.001079i,-0.00090436+0.00066659i,6.2628e-06+0.00096329i,0.00069902+0.00044383i,0.00088666+0.00015723i,0.00050301-0.00049391i,0.00078621-0.00088029i,0.00084221-0.0010321i,5.339e-05-0.00011611i,-0.0004814+0.0011673i,0.00041024+0.0011688i,0.00033142+0.00024256i,-3.3657e-05+0.0006031i,0.00039786+0.0010129i,0.00050828+0.00047065i,0.00066571+4.0903e-05i,0.00094804+0.00015473i,0.0010247+0.00039799i,0.00096913+0.00012543i
-5.7847e-05-0.00018128i,0.00014673+0.00040594i,0.00073085+0.0012293i,0.0011449+0.0014953i,0.00097227+0.00094872i,0.00021347-0.00021008i,-0.00043585-0.00063246i,-8.1627e-05-0.00028127i,0.00030394-7.538e-06i,-0.00019972+0.00066256i,-0.0010169+0.00072487i,-0.00037909+0.00018069i,0.0005849+0.00043993i,0.00071389+0.000878i,0.00022809+0.00011449i,0.00025864-0.00071345i,0.00027885-0.0010319i,-0.00020986-0.00085542i,-0.00030889-0.0010095i,0.00062422-0.0010006i,0.00029221+0.00034411i,-0.00057194+0.00070284i,-0.00027169+0.00060125i
-0.00032638+0.00091046i,-0.00048229+0.0017402i,-0.00071337+0.0017016i,-7.0491e-05+0.0003909i,-3.3353e-05-0.00056848i,-0.0006865-0.00084136i,-0.0011954-0.0006826i,-0.000529-7.6806e-05i,0.00049855+0.00012727i,0.00128-0.00053643i,0.00097924-2.016e-05i,0.00017333+0.00017251i,-0.00030011-0.00062589i,-0.00073023-0.00013746i,-0.00064486+0.0010518i,-0.00013296+0.0010314i,-0.00020843+0.00037349i,-0.00052448+9.4212e-05i,0.00020012+0.00042984i,0.00025397+5.5549e-05i,-0.0005168-0.00098774i,-0.00013544-0.00061992i,8.351e-05+1.3853e-05i
0.00016469-0.00067736i,-0.00036629-0.00032404i,-0.0011957-0.00062026i,-0.0017987-0.0017303i,-0.0010959-0.0013868i,-0.00026918-0.00064048i,0.00065876-0.00050903i,0.0005264-0.00059456i,0.00047962+2.9976e-05i,0.00079726+0.0001421i,0.0011378-0.00024071i,0.0015265-0.00040189i,0.00090267-0.0012353i,0.00011083-0.0019062i,-0.00059637-0.0016804i,-0.00087149-0.00072737i,0.00020199-0.00055864i,0.0010988-0.00039098i,0.00058747+0.00047889i,0.00027439+0.0007299i,0.00065346-0.00062618i,0.00087432-0.0009576i,0.00070497-3.0228e-06i
-9.7162e-05-0.00065948i,-0.0002042+0.00027401i,-0.00050673+0.00047212i,-0.0013034+0.00028507i,-0.0019884-0.00022064i,-0.0018341-0.00076892i,-0.00075109-0.00023047i,-0.00034767+0.00065714i,-0.00096587+0.00072745i,-0.0010365+0.00033311i,-0.00047443-8.0501e-05i,-4.4918e-05-0.00035162i,2.3255e-05-0.00035288i,0.00056044-0.00037235i,0.00075463+0.00053037i,0.00048891+0.00079767i,6.2981e-05+0.00063528i,-0.00053462+0.00032934i,-0.00031103-0.00028374i,-7.3986e-06-0.0010168i,1.5354e-05-0.0013269i,0.00011193-0.0012092i,0.0002453-0.00085094i
-0.00023334+0.00036552i,-0.00070012+0.00044349i,-0.0010981+0.0002092i,-0.00095548-0.00024566i,-0.0010308-0.00037107i,-0.0012523-0.00023811i,-0.00092781-0.00014404i,-0.00011067+4.884e-05i,-0.00012307+0.00067403i,-0.00057426+0.0014106i,-0.00038779+0.00093285i,0.00077601+8.6234e-06i,0.00085572-0.00018978i,-0.00069214-0.00020449i,-0.0011127-6.6967e-05i,-0.00027397-0.00019622i,0.00038001-0.00022748i,-0.00034407+0.0005508i,-0.0010871+0.00050427i,-0.00092203-0.00011972i,-0.00052231+0.00013525i,-0.0004949+0.00037806i,-0.0004529-0.00030018i
-0.00135+0.001692i,-0.00052357+0.00092547i,7.2308e-05+0.00032752i,0.00073618+0.00038899i,0.0015003-0.00011203i,0.00046826-0.0012649i,-1.0328e-05-0.0012798i,-0.00035469-0.00075948i,-0.00033109-0.00026681i,0.0003216+0.00034887i,0.00051591+0.00022571i,0.00033836+0.00073085i,-0.00033851+0.0013552i,-0.00040232+0.0013293i,-0.00021691+0.001275i,-0.0005965+0.00043112i,-0.00060626-4.2645e-05i,-0.00049754-0.00030383i,-0.00091531-0.00023239i,-0.0012673+0.00031334i,-0.00068921+0.0009246i,0.00012102+0.00055078i,3.5099e-05+0.00052356i
-0.00015484+0.0024723i,-0.00039697+0.0031914i,-0.00034437+0.0026474i,-0.00042104+0.00092091i,-0.00036253-0.00038862i,8.6644e-05-0.00065283i,0.00026042-0.00060291i,-0.00013052-0.00025655i,-0.00036852+0.00082011i,-0.00023706+0.00077453i,-0.00019772+0.00052713i,-0.00026192+0.00053664i,4.1486e-05-0.00011916i,3.3032e-06-2.6496e-06i,-9.5813e-05+0.00051383i,-0.0003235+0.00012143i,-0.00083949+9.6184e-05i,-0.00038067+0.00055512i,1.2252e-05+0.00094246i,-0.00015658+0.00084383i,-0.00029011+0.00035726i,-0.00025152-0.00057309i,-0.00014715-0.00023998i
-0.00034066+0.0014902i,-0.00041464+0.00036685i,-0.00046358-0.0010125i,-0.00040778-0.0020708i,-0.00085603-0.0014806i,-0.00080071-0.00058465i,-0.00023656-0.00023731i,0.00031373+0.00034078i,0.00082917+2.9462e-05i,0.00061672-0.00026669i,-5.483e-05+0.00030366i,-0.00094632+0.00066853i,-0.00085504+0.00097294i,0.00022815+0.00017967i,0.0007443-3.9009e-05i,0.00043865+0.00027462i,0.0005628-0.00028807i,0.00071417-1.9166e-05i,-0.00039977-0.00011481i,-0.00021775-0.0006409i,0.00044661-0.00057046i,1.755e-06-0.00077729i,-0.00039862-0.001186i
-0.0011747+0.0013606i,-0.00076902+0.0018818i,0.00059437+0.0019369i,0.00092078+0.0011696i,0.00010804+0.0005713i,-0.00066392+2.3147e-05i,-0.00032363-0.0009552i,-0.00022971-0.00053188i,-1.065e-05+0.00045126i,0.00029308+0.0006986i,0.00015289+0.0011382i,-0.00045039+0.0011103i,-0.0010039+0.00036431i,-0.00060694+0.00025863i,-0.00025386+0.00072357i,-0.00080876+0.00050956i,-0.00092754-0.00014939i,-0.00019924-0.00059135i,7.7486e-05-0.00039363i,-0.00016155-0.00025002i,-8.7471e-05-0.0010455i,-0.00011107-0.00062098i,-0.00051746+0.00024286i
-0.00024137+0.0015544i,-0.00098974+0.0013421i,-0.0012847+0.0013091i,-0.00016017+0.00029611i,-8.6776e-05-0.00041948i,-0.00071046-0.00091628i,-0.00072914-0.0010953i,-0.00039453-0.00023958i,5.6491e-05+0.00017799i,0.00015945+0.00015853i,-7.5524e-05+0.00067981i,-0.00052658+0.0002972i,-0.00053014-0.00056549i,-0.00026342-0.00040764i,-5.7839e-05+7.0526e-05i,-0.00039223+0.0006698i,0.00018279+0.00099309i,0.00045835+0.00087712i,-0.00023211+0.00034057i,-0.0003836+0.00013246i,-0.00023825-0.00020352i,-0.0002049-0.00022673i,-0.00045264+0.00063302i
-0.00017296+0.0015094i,0.00076252+0.0016413i,0.0012778+0.00046306i,0.0017502-0.00071466i,0.0013998-0.00074302i,0.00013124-0.0011494i,-9.6959e-05-0.00076728i,-0.00048519+5.7814e-05i,-0.00042549+7.3139e-05i,0.00060356+0.00025343i,0.00061399+0.00037591i,-0.00011593-0.00037525i,-0.00013683-0.00067235i,-0.00069054-8.4751e-06i,-0.00075753+0.00056162i,-4.4253e-05+0.00026817i,5.3277e-05-2.9316e-05i,-0.00022389-0.00031822i,-0.000601-0.000855i,-0.00030777-0.00060482i,5.4402e-05+3.4714e-06i,0.0003114+0.00032069i,0.00043241+0.00035431i
-0.0010833+0.00091654i,-0.001158+0.0010137i,-0.0018237+0.0018049i,-0.0018296+0.0015575i,-0.00092218+0.00098453i,-0.00060614+0.00020914i,-0.00040589-0.00021357i,-0.00050397+0.00081019i,-0.00076895+0.00050017i,-0.00016811-0.00080398i,0.00050642-0.00075115i,0.00058176-0.00020557i,0.00025173+0.00014005i,4.1458e-07-0.00019513i,0.00040059-0.00086646i,0.00041282-0.00046527i,0.00022366+0.00035078i,0.00029513+0.00030161i,-0.00040204+1.5009e-05i,-0.0007867-0.00073982i,-7.6313e-05-0.0015845i,0.00034091-0.00050914i,0.00021588+0.00059619i
-0.0004423-0.0010872i,-0.00061756-0.00076805i,-0.0014302+1.8852e-05i,-0.0018946+0.00035671i,-0.0014772+2.4737e-05i,-9.23e-06+0.000509i,0.00061713+0.0002973i,0.00063078-0.00055693i,0.00054314-0.0011372i,4.5263e-05-0.00091604i,-0.00018523+0.00021809i,-4.5337e-05+0.0010747i,0.00020669+0.00015098i,0.00041978-0.0011193i,2.3417e-05-0.00092449i,-0.00074953-2.8742e-05i,-0.0012706+0.00042857i,-0.0008702+4.3244e-05i,0.00047248-8.5978e-05i,0.00093504-5.18e-05i,0.00017815-1.0745e-05i,-0.00020054-4.9918e-05i,0.00030874-0.00046104i
-8.2475e-05-0.00045172i,-0.00016835+0.0006141i,-0.00035632+0.0019452i,3.4871e-05+0.0012442i,0.00078833+8.0762e-05i,0.00046002-0.00086254i,-0.00060166-0.00091674i,-0.0013611-6.6872e-05i,-0.0014982-0.00022803i,-0.0008063-0.00035187i,-0.00060234+0.00013653i,-0.000621-0.00032283i,-0.0004265-0.00055977i,-8.7702e-05-0.00036353i,-0.00071876-0.00013775i,-0.00070837+0.00026337i,0.00016491+0.00097028i,0.00015666+0.00071606i,9.995e-05+0.00014546i,-0.00013121+0.00031381i,-0.0001322+0.00049129i,-0.00037931+0.00032052i,-0.00055731-0.00012653i
-0.00077188+1.2868e-05i,-0.0018081+0.0010354i,-0.0014053+0.0021595i,-0.00042211+0.0024419i,0.00035198+0.0010876i,0.00014536-0.00040478i,-0.000438-0.00086684i,2.285e-05-4.6062e-06i,0.00042783+0.00035569i,0.00020044-0.0001555i,-5.7422e-05-0.00013278i,-0.00079453+7.1585e-05i,-0.0010625+0.00035994i,-0.0010312+0.00024889i,-0.00084539-0.00061337i,-0.00050031-0.00099463i,-0.00051912-0.00074697i,-0.00031391-0.0003366i,-6.303e-06-3.4905e-05i,-0.0004717-0.00020107i,-0.0011507-0.00058554i,-0.0007238-0.00011843i,-0.00030516+0.00082497i
-0.00043633-1.2465e-05i,-0.0011426+0.00020049i,-0.0026312+0.00023286i,-0.0019632-2.9617e-05i,-0.00067265-0.00079896i,-0.0011157-0.001518i,-0.0016065-0.0018584i,-0.00079278-0.0010389i,0.00010025-0.00030853i,-4.4158e-05+0.00024793i,0.00028493+0.00094708i,0.00049184+0.00064279i,-1.9537e-05-7.9017e-05i,-0.00011934-0.0003662i,-0.00020877-0.00018439i,-0.00062053+0.00016375i,-0.00028086+0.00049798i,-0.00060037-3.9299e-05i,-0.0011325-0.00061215i,-0.0010622+0.00017103i,-0.00027302+0.00095598i,0.00039659+0.00084192i,0.00028657+0.00069146i
0.0014506-0.00014793i,0.0009587+0.00014864i,0.00087243+0.00061386i,0.00072747+0.0011236i,-0.00028056+0.0012261i,-0.0013325+0.00048389i,-0.0016737+0.00016757i,-0.00178+0.00040109i,-0.0014489+0.0011065i,-0.00092739+0.00080371i,-0.00049412-0.00028642i,-0.00031294-0.00024038i,-0.00061136-0.00058447i,-0.00037403-0.00064552i,0.00023628-5.8992e-05i,7.4227e-05+4.3314e-05i,-3.7392e-05+0.00014228i,0.00041621+0.00022044i,0.00040521-0.00031017i,0.00042266-0.00079861i,0.0003241-0.00018273i,-2.8317e-05+0.00031929i,-0.00046321+0.00084409i
0.0004681+0.0011765i,-0.00055906+0.0010523i,-0.0007529-0.0001151i,-0.00047453-0.00059439i,-0.00027559-0.00046892i,0.00052769-0.0009242i,0.0012888-0.001101i,0.0015732-0.00019406i,0.0013443+0.00082006i,0.00053256+0.0007917i,0.00034346+0.00033567i,0.00070295-0.00019251i,0.0011112-0.00021523i,0.00071439+8.3871e-05i,0.00023159+7e-05i,7.5316e-05-0.00013962i,-0.00030105-0.00024685i,-0.00085121-0.00044396i,-0.00030713-0.0002178i,0.00034281+0.00022839i,0.00036057+0.0003189i,0.00031477+0.0003779i,4.2597e-06-0.00025094i
-0.00081356-1.9735e-05i,-0.0010607+0.00083678i,-0.0012687+0.00049111i,-0.0010554+0.00027921i,-0.00018393+0.00012176i,-0.0004341+0.00038267i,-0.00063068+0.00042144i,-0.00050095+0.00048709i,-0.00083429+0.00098404i,-0.00067942+0.0011035i,-0.0003826+0.00066895i,0.0006293-0.00086764i,0.0011055-0.0020342i,0.00021737-0.00098086i,-0.00018682+2.8232e-05i,-6.5921e-05-0.00035568i,-4.4087e-05-0.00062954i,-0.00046297-0.00042356i,-0.00078539-1.4653e-05i,-0.0010435+7.79e-05i,-0.0010158-0.0001592i,-0.00062054-0.00024055i,-0.00016421+7.3959e-05i
-0.0015572-0.00040548i,-0.00085002-0.00054491i,-0.0003717+0.00020243i,-0.0003151+0.00057002i,0.00038583+0.00010576i,0.0002002-8.3947e-05i,-0.0014073+0.00023089i,-0.0013205+0.0013426i,-0.0005306+0.0012741i,0.00041435+0.00029085i,0.0005215+0.00060531i,0.0006648+0.00067731i,-5.861e-05+0.00015907i,-0.00058988-2.4612e-05i,0.00033265+0.00028898i,0.00015024-0.0001595i,-9.1218e-05-0.0013116i,-0.00020869-0.0016097i,-0.00080241-0.00081034i,-0.00035859+0.00012036i,0.00023843+0.00084264i,4.9771e-06+0.00048334i,-0.00055256+0.00026879i
-0.0010365+0.0011988i,-0.0021538+0.0022075i,-0.0022845+0.0031831i,-0.00059139+0.0017799i,-2.5275e-05-0.00018351i,6.2746e-05-0.00087341i,0.00021467-0.0011148i,-0.00027447-0.00089884i,-0.00039123-0.00023285i,-0.00020874+0.0008108i,-0.00033411+0.00098705i,-0.0001992+0.00011057i,-0.0001288-0.0001451i,0.00024747-0.00026119i,0.00032692-0.0012312i,-0.00016766-0.0016991i,-0.000646-0.00090461i,-0.0010229-0.00042171i,-0.00068546-0.00038506i,-0.00072343+0.00014265i,-0.00092007+9.9443e-05i,-0.00097604-0.00013362i,-0.00041929+9.8361e-05i
-0.0014529+0.0004633i,-0.00087467+0.00034575i,-0.00048593+0.00036138i,-0.00067605+0.00015037i,-0.00037808-0.00052329i,-0.00048781-0.0010884i,-0.00096735-0.0011982i,-0.00055363+3.6326e-05i,0.00025789+0.00060207i,0.00081595-0.00023029i,0.00072367-2.5782e-05i,0.00060245+0.00016457i,0.00090024-7.8437e-06i,0.00018274+0.00033952i,-0.00044105+0.00050827i,-6.3653e-05-0.00022788i,0.00052562-0.0006276i,0.0010656-0.00025466i,1.7998e-05+0.00060219i,-0.00035625+0.00088163i,5.6509e-05-0.00028141i,-0.00044697-0.00050976i,-0.0004213+0.00034592i
-0.0019476+0.00099777i,-0.0017029+0.0011604i,-0.0023892+0.0021312i,-0.0007958+0.00091767i,0.001226-0.0001193i,0.0017072-0.00057996i,0.00077865-0.00068905i,-0.00065671-0.00075688i,-0.00069174-0.00036002i,0.00060275+0.0006907i,0.0011936+0.00059024i,0.00070726-0.00038341i,-0.00035946-0.00081132i,-0.001488-0.00045853i,-0.0010134-0.00048388i,-0.00044124+0.00026349i,0.00013833+0.0010326i,8.6373e-06+0.00066625i,-9.9544e-06+0.00011905i,0.00054976+0.00035329i,0.00068208+0.00078821i,0.00043465+0.00019622i,-0.00011604-0.0009309i
0.00089229-0.00094022i,0.00025261+0.00017849i,6.2319e-05+0.00061196i,-0.00036536+0.00040452i,-0.0010597+3.3636e-05i,-0.0013472-5.1953e-05i,-0.00086019+3.1666e-05i,-7.7984e-05+0.00032782i,0.00068842+0.00062913i,0.00023687+0.00013447i,-0.00049053-0.00036765i,-8.3474e-05+5.8093e-05i,0.00014396+0.00022277i,0.00032502-0.00018783i,0.00091708+0.00014077i,0.00081334+0.00083723i,0.00011936+0.00070613i,-0.00028934+0.00023808i,-0.00031743-0.00021857i,-0.00024445-0.00042452i,-0.00016948-0.00067636i,8.0406e-05-0.00076334i,0.00024024-0.00029371i
0.00070447+0.0003248i,0.00085286+0.00038802i,-7.0802e-06-0.00035637i,-0.00099855-0.0012715i,-0.00095882-0.0020452i,-0.0010819-0.0024453i,-0.001531-0.001084i,-0.00078801+0.00022061i,3.0298e-05+0.00015019i,-7.4954e-05+0.00050275i,-0.00043959+0.0010467i,-0.00079682+0.001094i,-0.00082779+0.00053782i,-0.00017488+0.00034129i,0.00024002+0.00042788i,0.00031952-0.00030844i,-0.0001205-0.0011069i,-0.00040019-0.0012008i,-0.0002775-0.00052725i,7.981e-05+0.00058407i,0.00034878+0.0007906i,0.00011586+0.00073233i,0.00017411+0.0003243i
-0.001056+0.0010559i,-0.0019316+0.0017881i,-0.0010848+0.00086949i,0.00031933+0.00049801i,0.0012137-0.00041606i,0.0010898-0.0010471i,0.00052734-0.00058911i,-3.9283e-05-4.9961e-05i,-0.00038222-0.00017463i,-0.00021972-0.00062322i,0.00041262-0.00074175i,0.00051565-0.00065876i,0.00043869-0.00068035i,0.00029562-0.00016869i,0.00037118-2.6112e-05i,0.00040955-0.00082345i,-0.00052486-0.00048213i,-0.0010067-0.00069445i,-0.00071944-0.0011243i,0.0001132-0.00091839i,0.00094001-0.00067969i,0.00070673-0.0001046i,2.5605e-05-0.00033482i
0.00060049-0.00098885i,-0.00030016-0.0010518i,-0.00068494-0.00075004i,-0.00084528+0.00016312i,-0.0015539+0.00023603i,-0.0018511+0.00033495i,-0.0016032+0.0006674i,-0.00068693+0.0002412i,5.3554e-05-0.00036487i,-4.3952e-05+0.00012705i,7.385e-05+0.00029198i,-0.00041776+0.00065879i,-0.00074682+0.00037328i,-0.00029919+8.4599e-05i,0.00027978+0.00011435i,9.4961e-05-0.00021167i,0.000186-0.00027944i,-8.4183e-05-0.0002916i,-0.00079271-0.0006081i,-0.0003039+0.00055278i,-0.00017507+0.0013382i,5.4293e-05+0.00058007i,0.00031714-0.00034331i
-0.00033081+0.00087165i,-0.0017032+0.0014494i,-0.0012237+0.0018503i,-0.0013746+0.0015018i,-0.0014323+0.00053911i,-0.00048792-0.00088001i,6.1603e-05-0.00091661i,-0.00023198+0.00081795i,-0.00012651+0.0016222i,0.00048905+0.0011094i,-4.9014e-05+0.00059433i,-0.0004946+0.00022882i,0.00011938+0.00026621i,0.00043116+0.00011094i,0.00013391+3.9941e-05i,0.00040988+0.00048239i,0.0003493+0.00031176i,0.00028836-0.00031297i,0.00048234-0.00043007i,-0.00033797+0.00029845i,-0.0001622+0.00071043i,0.00065632+0.00018869i,0.00022781-3.0894e-05i
0.0017993-2.7077e-05i,0.0016979-0.0010106i,0.0010026-0.0018576i,0.00031864-0.0011056i,-0.00036686+7.8621e-05i,-0.0013402+0.00058278i,-0.0006962+0.00029671i,-1.6156e-05+0.00032961i,7.5888e-05+0.0003993i,-0.00019556+0.00017474i,-0.00072119+0.00036092i,-0.00062045+0.00032641i,0.00023998-9.636e-05i,0.00063463+3.0481e-06i,-0.00030895+0.00042804i,-0.00065177+0.00091982i,0.00011559+0.00076669i,0.00050204-0.00036335i,0.00096885-0.00059056i,0.0012818-0.00041834i,0.00069309-0.00060169i,-0.00042788-0.00066381i,-0.001249-0.00035556i
-0.00085994-0.00076994i,5.0574e-06-0.00055658i,-0.00051993+0.00040159i,-0.0009297+0.00016639i,-1.5916e-05-0.0014161i,0.0011184-0.0015192i,-1.7574e-05+0.00013126i,-0.00071228+0.00088797i,-1.7216e-05+0.00069714i,-0.0006127-6.4308e-05i,-0.00044665-0.0009068i,0.00062858-0.00099865i,0.00095511-0.00074007i,0.00037836+1.0807e-05i,0.00024951+0.00024662i,0.00060369+0.00024391i,0.00043922+0.00011072i,0.0003021-0.00015548i,-0.00029122+0.00013627i,-0.00047769+8.1304e-05i,-0.00022101-0.00017553i,-0.00055302-0.0002428i,7.2834e-05+0.00015259i
-0.0007409+0.0011776i,-0.00076118+0.00090086i,-0.00036188-0.00050245i,0.00013166-0.00046691i,0.00052489-0.00079902i,0.0004059-0.0013449i,0.0002162-0.0012298i,-7.9711e-05-0.00040736i,-0.00061458-0.00028367i,-0.00027877-0.0004233i,0.00049502+0.00026203i,0.00011236+0.00041174i,-0.00054517+0.00041952i,-0.00068066+0.0010332i,-0.00016192+0.00093497i,-3.5768e-06-0.0003726i,-0.00068109-0.00071823i,-0.00065177+1.2148e-05i,0.00018081-4.7887e-05i,0.00097009+0.00033729i,0.00092106+0.00072788i,0.0006054+0.0001949i,0.00015195-7.1136e-05i
-0.00069548+8.5647e-06i,-0.0002094+0.0010988i,-0.00044572+0.0012964i,-0.0010997+0.0012773i,-0.00036937+0.00082554i,0.00034757-0.00090134i,0.00012549-0.0015635i,0.0006509-0.00098789i,0.0011733-0.000314i,0.00017645+0.0002972i,-0.00023947+0.00023764i,-0.00013032+0.00047511i,-6.5568e-05+0.00079377i,-6.524e-05+0.00039309i,-0.00055576+0.00014861i,-0.00036268+0.00062862i,-6.8196e-05+0.00053639i,-1.4601e-05+0.00024542i,-1.1872e-05+8.8681e-05i,-0.0011395+8.7491e-05i,-0.0015132+0.00053168i,-0.00048453+0.00056946i,0.00013285-7.8077e-05i
-0.00023697-0.0014193i,-0.0012557-0.0011484i,-0.0020985-0.00085521i,-0.0026999-0.00085262i,-0.0026455-0.00074135i,-0.0021404-0.00038849i,-0.0012615-3.1908e-05i,0.00013248-0.00018966i,0.00058407-0.00053577i,0.00023341-0.00080992i,0.00041045-0.00088044i,0.00033852-0.00040365i,0.00036839+0.00014223i,0.00059162+0.00057538i,0.00042702+0.00095577i,0.00048993+0.00082728i,-8.5748e-05+0.00024247i,-0.00025281-0.00039245i,0.00029002-0.00045894i,0.00041653+0.00015045i,7.8608e-05+0.00012048i,3.5482e-05-0.00079108i,-0.00017248-0.0003558i
0.0007413-0.00054284i,0.0013138-0.00053877i,0.0022434-0.00064772i,0.0029576-0.00088758i,0.0010312-0.00054961i,-0.00053578-0.00044598i,-0.00078397-0.00072158i,-0.00065499-0.00058762i,-5.2832e-06+1.9674e-06i,0.00062994-0.00022132i,0.00028794-0.0004569i,-0.00060416-0.0005154i,-0.0002153-0.00093453i,0.00041657-0.00048615i,0.0002547-0.00016663i,0.00024871-0.0012172i,0.00046716-0.0015262i,-3.7702e-05-0.00039263i,-0.00068716+0.00013334i,-0.00096596+0.00016146i,-0.00091605+0.00031234i,-0.00042383+0.00041065i,0.00063677+0.00039156i
0.00083547+0.0012456i,-0.0010709+0.0012792i,-0.0014667+0.0012784i,-0.001239+0.00037183i,-0.00094184-0.0012562i,-0.00073398-0.0017333i,-0.00043175-0.0011283i,0.00021885-0.00052435i,0.00027518-0.00062834i,-8.5338e-05-0.00091207i,0.00015423-0.00042774i,0.00050994+0.000534i,-0.00055097+0.00067721i,-0.0010785-5.0601e-05i,-0.00065606-0.00031876i,-0.00034969-7.9015e-05i,-1.6778e-05+0.00052903i,0.00021085+0.00054727i,0.00037951+0.00062421i,-6.0314e-05+0.00063709i,0.00020062-0.00038006i,0.00035915-0.00028842i,9.4235e-06+1.8479e-07i
-0.00071543+0.0014244i,-0.0001418+0.00097382i,-0.00074297+0.00027622i,-0.0011557+0.00010514i,-0.00093919-0.00088875i,-0.00075963-0.0021056i,-0.00063722-0.0013103i,-0.00015149+0.00042614i,0.0010085+0.0010221i,0.0013955+0.00083839i,0.0013357+0.00063513i,0.00088082+0.00048178i,7.9183e-05-4.2464e-05i,-0.0011147-0.00024396i,-0.0016204+0.00033529i,-0.00022878+0.00013648i,0.00068267-0.00024582i,0.00046277-0.00045331i,4.2387e-06-0.00064699i,-0.00032705-0.00061221i,-0.00038497-0.00038355i,-0.00052455-0.00046739i,-0.0004159-0.00043762i
-0.0015785-0.001089i,-0.0009957+0.00072754i,1.807e-05+0.002569i,-0.00021153+0.0019755i,-0.00037884+0.0011301i,-0.00072424+0.00049736i,-0.00097757+8.5695e-05i,-0.0008805+0.00095619i,0.00012764+0.00089626i,0.00059608+0.00056929i,-2.4387e-05+0.00047755i,0.00030159-0.00035311i,0.00013092-0.00062502i,-0.0003674-0.00035504i,0.00024199-0.00042634i,0.00078195-0.00035074i,0.00059803-0.00099507i,0.00044353-0.0012649i,0.00013734-0.00035377i,-0.00012552+7.5672e-05i,1.1751e-05-3.9118e-06i,-0.00036023-0.00017144i,-0.0008243-0.00046642i
-0.0001112-0.00097797i,-0.00066553-0.00060245i,-0.00060771+0.000519i,0.00011467+0.00077297i,0.00023653+0.0007597i,-0.00076951+1.5376e-05i,-0.00060088-0.00085927i,0.00022853+9.8941e-05i,-0.00040015+0.0012852i,-0.00081411+0.00038943i,0.00018704+0.00010103i,0.00067193+0.000508i,0.00024215+0.00093573i,-0.00045379+0.0015175i,-0.00041435+0.00076789i,3.2011e-05-0.00054028i,0.00062713-4.8054e-05i,0.00076113+0.0004806i,-0.00012905+2.9527e-06i,-0.00015136+0.00036878i,-0.00025117+0.00069182i,-0.00032088+0.00062307i,-0.0001894+0.00017468i
9.3006e-06+0.00065704i,-0.00011595+0.0011178i,-0.00044255-6.4419e-05i,-0.00028851-0.00072589i,-0.00069542-0.00054235i,-0.00083888-0.00087255i,-0.00038+3.8302e-05i,9.9787e-07+0.0010936i,0.00088049+0.00077525i,0.0017766+0.00057562i,0.0010641+0.00062474i,0.0007059-9.1413e-05i,0.00085767-0.00066953i,8.2225e-05-0.00049079i,0.00036909-0.0004804i,0.00078821-0.00041409i,0.00039143+0.0005037i,0.00073736+0.00068831i,9.6412e-05+0.00022325i,-0.00027333-0.00019653i,0.0005466-0.00025081i,0.00046581-0.00019727i,0.00012595-0.00091209i
0.00055758-0.0005083i,-0.00056255-0.00064745i,-0.00063994+0.00046755i,-0.0011613+0.0006499i,-0.00084398-9.5887e-07i,-3.1727e-05-0.0003282i,-2.0833e-05-0.00039243i,2.065e-06+0.00039086i,0.00028191+0.00087654i,0.00045878+0.00019271i,0.00083593-7.8274e-05i,0.000527-4.794e-05i,-0.00014882-0.00010241i,-0.00020453+2.0967e-05i,0.00043509+6.3329e-05i,0.00019884+0.0001066i,-0.00023418+1.1529e-05i,-0.00033582+0.00029825i,-0.00067693+0.00016947i,3.5498e-05-8.4713e-05i,0.00026926-0.00039736i,2.9441e-05-0.0010479i,0.00030876-0.0014462i
-0.0011057-0.0002869i,-0.0014082+0.00020752i,-0.00060207-0.00031567i,-0.00047036-0.00047183i,-0.00031124-0.0014778i,7.379e-05-0.001432i,3.9538e-05-0.00044419i,0.00039144-0.00037655i,0.00061698-0.00054984i,5.393e-05-0.00051145i,-0.00023068+0.00058017i,-0.00034119+0.0012121i,-0.00015833+0.00090459i,-0.00011976+0.00031385i,-7.5738e-05+8.434e-05i,-8.319e-06+0.00056766i,-0.00070014+0.00051062i,-0.0012862+6.5343e-05i,-0.00079343-0.00035524i,-0.00045646-0.00019153i,-0.00068572+0.00028273i,-0.00087421+0.00056916i,-0.0004331+0.00095713i
-0.00082157-0.0005935i,-0.00010895+2.5118e-05i,0.0007946+0.0009496i,0.0013793+0.0010909i,0.00031222+0.00026416i,-0.00064642-0.00083711i,-0.00043195-0.00083637i,0.00017825+6.9457e-05i,0.00039864+0.00034702i,0.00026571+0.00024783i,0.00071299+0.00034548i,0.00089471+0.00049072i,0.00024197+0.00024742i,-0.00033363+0.00053142i,-0.00018149+0.0007161i,-0.00027046+0.00037961i,-0.00076414-1.2033e-05i,-0.00072612+1.3236e-05i,-0.00057289+0.00047977i,9.2334e-05+0.00019168i,0.00054926-0.00024998i,0.00028371-0.00034382i,7.4554e-05+0.00040582i
