0.00042381+0.0012098i,0.00099605-0.0014465i,0.00076509-0.0032189i,0.00025874-0.0021005i,-0.00093516+0.0002801i,-0.0022252+0.0016339i,-0.0011814+0.0021954i,0.00067315+0.0018792i,0.00026785+0.00051695i,2.2354e-05-0.0008005i,-0.00014081-0.00037372i,-0.00052906-0.00024325i,-0.00016704+9.4158e-05i,-0.0003414+0.00094824i,-0.00018155+0.0012691i,-0.00025191+0.0011243i,-0.00028539+0.00022534i,0.00028585-8.6034e-05i,-4.0424e-05+0.00012055i,-0.0011418-0.00024506i,-0.00085649-0.00056983i,3.5424e-05-0.00013069i,-0.0004209-7.8534e-05i
-0.0016331+0.0019416i,-0.0022092+0.00052637i,-0.0013425-0.00098893i,0.00018489-0.0010545i,0.00092111-0.0010261i,0.00059819+0.00013448i,0.00090134+0.0023459i,0.0026129+0.0053075i,0.0040203+0.0066625i,0.0047218+0.0052582i,0.0038451+0.0028963i,0.0017991+0.0013235i,-0.00024543+0.0020189i,-0.00062328+0.0042869i,-0.00010205+0.0044636i,0.00065063+0.0030946i,0.0016146+0.001518i,0.0012924+0.00045541i,0.00010664+0.00029747i,-0.0009298-0.00030173i,-0.0012857-0.00030967i,-0.00089181+0.00063832i,-0.00013884+0.0011055i
-0.0095858-0.00029457i,-0.0074105+0.0019456i,-0.0031133+0.0034934i,0.00060905+0.00090922i,0.00073795-0.0018822i,-0.00081238-0.0030682i,-0.0029065-0.004407i,-0.0055483-0.0057491i,-0.005828-0.0041785i,-0.0034455-0.0010406i,-0.002608-0.00063874i,-0.0014992-0.0016649i,-0.00050491-0.0015061i,-0.00090456-0.00073168i,-0.00089697-0.00025903i,-0.0011439+0.0011146i,-0.0013298+0.0016092i,-0.00084649+0.0011724i,-0.00083951+0.0017147i,-0.001054+0.0017619i,-0.00089283+0.001042i,0.00017715-0.00036999i,0.00055796-0.00090637i
0.0013099-0.00058195i,-0.001902-0.00098498i,-0.0026062-0.00070839i,-0.0010901-0.0016862i,-0.00083983-0.0023738i,-0.0005743-0.0010346i,0.0026191+0.00044839i,0.0063213+0.0010457i,0.007206+0.0017241i,0.006015+0.002068i,0.0053452+0.0017268i,0.0034805+0.0013717i,-3.3832e-05+0.00078146i,-0.0020735+0.00122i,-0.0017245+0.0017745i,-0.00055592+0.00099033i,5.4256e-05+0.00055029i,-0.00067453+0.001022i,-0.001426+0.00074133i,-0.00079167-0.00046252i,-0.00079948-0.0012609i,-0.0014898-0.0014166i,-0.0010873-0.0010322i
-0.0035503+0.0037334i,-0.0010648+0.0021234i,0.0030177-0.00086108i,0.0032331-0.0029214i,0.0017489-0.0025631i,-0.00026021-0.001165i,-0.0028818+0.00068658i,-0.005959+0.0027748i,-0.0072721+0.0042319i,-0.0052448+0.004146i,-0.0036109+0.002102i,-0.0030686-0.00076103i,-0.0020964-0.0010598i,-0.00094039-0.00084545i,-0.00099613-0.0013236i,-0.0012905-0.0010469i,-0.0010081+0.00022395i,-0.00063832+0.00094525i,0.00012397+0.00072934i,0.00077256+0.0012639i,0.00062283+0.0015115i,3.6115e-05+0.0011734i,-0.00077125+0.00079465i
-0.0037798-0.0069814i,-0.0055798-0.003169i,-0.0030666+0.00019133i,-0.00042348-0.0017029i,-0.00039096-0.0037348i,0.0007618-0.0022696i,0.0048456-0.0010094i,0.0086234-0.0018804i,0.0089487-0.0031621i,0.0066211-0.0028611i,0.0048157-0.0017074i,0.0038194-0.00061225i,0.0017203+0.00013939i,-0.00024172+0.0008424i,-0.00085063+0.00048477i,-0.00077368-0.00024581i,-0.0011154-0.00020809i,-0.001252+4.5138e-05i,-0.00097232-0.00031078i,-0.00099813-0.001206i,-0.00065572-0.001274i,-0.00043574-0.00033596i,0.00011684+0.00033938i
0.0020337+0.0026426i,0.0028198+0.0016332i,0.0037556+0.00032229i,0.0036141-0.00081061i,0.0024871-0.0012241i,0.00037104+0.0012653i,-0.0016294+0.0062526i,-0.0026345+0.01017i,-0.0034958+0.0099736i,-0.0044783+0.006392i,-0.0047086+0.0030783i,-0.0038664+0.0011103i,-0.0012191+0.00036936i,0.00091669-0.00021923i,0.00082594-0.0017527i,-4.7845e-05-0.0017003i,-0.00085566-0.0007371i,-0.00061928-0.00014388i,0.00036566+0.00034103i,0.00083871-5.157e-05i,0.00053199-0.00072349i,0.0004482-0.0011145i,0.0013609-0.0011261i
-0.0091424-0.0036779i,-0.0086012-0.0013003i,-0.0045514-3.1402e-05i,-0.00048991-0.00072353i,0.0013024-0.0010512i,0.0010437-0.0010928i,0.00071823-0.0013623i,0.0023217-0.0035069i,0.0030717-0.0051198i,0.0022842-0.0057552i,0.0021433-0.004815i,0.0017612-0.0032622i,0.00024415-0.0028554i,-0.0010258-0.0017722i,-0.00064998-0.00077092i,0.00058258-0.00066552i,0.00075457-0.00099724i,-8.1773e-06-0.0006543i,-0.00051332-0.00034483i,-0.0015682-0.00077835i,-0.0020538-0.0016592i,-0.0016058-0.0021504i,-0.0018065-0.0022776i
0.0053512-0.0021363i,0.002219-0.0032406i,0.0015287-0.0034138i,0.00060505-0.0030535i,-0.0015723-0.0023414i,-0.0037533+0.0011952i,-0.0015115+0.0076787i,0.0029282+0.012538i,0.0051886+0.012603i,0.0046679+0.0083063i,0.0016458+0.0035877i,-0.00056359+0.002085i,-0.00039603+0.0013062i,0.00079852+0.00032174i,0.00080669-0.00069189i,0.00040212-0.0014908i,0.00054106-0.001526i,0.00030047-0.00042943i,0.00013389+0.0011227i,0.00012532+0.0023798i,0.00059566+0.0018419i,0.0010978+0.00094935i,0.0006357+0.0007384i
-0.0046679+0.00038735i,-0.0028644+0.00075049i,0.0012901-0.00063986i,0.0021905-0.0030166i,0.0013864-0.0033849i,2.8574e-05-0.0014595i,-0.0020183+0.00084996i,-0.0046982+0.0011958i,-0.0046045-0.0010731i,-0.0018926-0.0031507i,0.0008989-0.0034351i,0.00080829-0.0031605i,-0.0008357-0.0019946i,-0.0011897+0.00072715i,-0.0010423+0.0019618i,-0.00015331+0.0010712i,0.0011537-0.00094751i,0.0010234-0.0016842i,0.00041276-0.0014829i,7.8355e-05-0.00077203i,-0.00014361-0.00042612i,8.2764e-05-0.00032103i,-0.00028868-0.00031522i
0.0011873-0.0062847i,0.0005783-0.0050677i,0.0011813-0.0041407i,0.0015619-0.003803i,-0.00011026-0.003333i,-0.00080148+0.00039819i,0.00089596+0.0055499i,0.0050052+0.009193i,0.0084123+0.010437i,0.0081268+0.0079783i,0.0048901+0.004324i,0.0015133+0.0025688i,0.0010271+0.0018415i,0.00049506+0.00074455i,-0.00022109-7.9609e-06i,0.00031868+0.00012004i,0.00073582-0.00033117i,0.00042601-0.00013445i,7.2959e-05+0.00046874i,0.00052285+0.00049508i,0.0014445+0.0003013i,0.0023836-0.0013353i,0.0020718-0.0028961i
0.0022944+0.0026648i,1.8836e-05+0.0022397i,0.0011491+0.0017521i,0.0029469+0.00058962i,0.0034511-0.0019804i,0.00038679-0.0010617i,-0.0049989+0.0022872i,-0.009321+0.0051455i,-0.0092938+0.0058414i,-0.0050277+0.0031875i,-0.00079686+0.00034836i,0.00044441-0.0013912i,-0.00044848+2.744e-05i,-0.00055813+0.00223i,0.0014725+0.0027467i,0.0024408+0.0018024i,0.0020963+0.00036965i,0.0017802-0.00038792i,0.00089261-0.00074951i,-0.00023929-0.00030639i,-0.00055471-0.00047279i,-0.0004918-0.00071687i,-0.001108-0.0010471i
-0.0020712-0.0030457i,-0.0012055-0.0029433i,0.0011628-0.0023775i,0.0028858-0.0014603i,0.0025681-0.000928i,-0.00035014+0.00076364i,-0.0019738+0.0026709i,0.00051778+0.0029927i,0.0038821+0.0032258i,0.0051077+0.0036412i,0.0041201+0.0038212i,0.002419+0.0038546i,0.0014023+0.0024853i,0.0011326+0.00075713i,-0.00033572+0.00047789i,-0.00093818+0.00046713i,0.00041431+0.00061368i,0.00072511+0.00072063i,8.6965e-05+0.0011405i,-7.9407e-05+0.001237i,0.00017581+0.00080715i,0.00040739+0.00029473i,0.0004549+0.00016696i
0.0059884-0.00039199i,0.0038207-0.00015126i,0.0039782-0.0013189i,0.0034553-0.0022815i,0.0004431-0.0034206i,-0.0041366-0.003387i,-0.0076005+0.00037509i,-0.0096668+0.0067879i,-0.0097365+0.010025i,-0.0072105+0.0070332i,-0.0035066+0.0025877i,-0.0019839+0.00018649i,-0.0028962+0.00051387i,-0.0037417+0.0022691i,-0.0030779+0.0023637i,-0.0011826+9.5065e-05i,0.00029281-0.00077446i,0.0010566+0.00023053i,0.00086175+0.0011632i,0.00067952+0.0010237i,0.00056442+0.00091708i,0.00021269+0.00082974i,0.00017575+0.0009308i
0.021023+0.0072711i,0.025222+0.00092919i,0.027917-0.012062i,0.016456-0.01626i,0.0014296-0.014069i,-0.0091383-0.0050326i,-0.008551+0.0023576i,-0.0038493+0.0012386i,0.00064009-0.002102i,0.00087426-0.0040907i,-0.0035546-0.0025878i,-0.0059002+0.00066248i,-0.0075775+0.0033225i,-0.010047+0.0051851i,-0.011418+0.0061869i,-0.0085928+0.0043048i,-0.0031425+0.0010734i,0.00014528+0.0010943i,0.00077217+0.003566i,0.0014032+0.0037923i,0.0025222+0.0015189i,0.0019682-0.0013931i,0.00052838-0.0030924i
-0.012639-0.0059443i,-0.012759-0.0039983i,-0.0106+0.0024229i,-0.0041497+0.0047445i,0.00043599+0.004111i,0.0024377+0.0023174i,0.0011838+0.0019873i,-0.0023598+0.0044424i,-0.005876+0.0073828i,-0.0057001+0.0081112i,-0.0013605+0.0050526i,0.0012009+0.0013552i,0.0021301-0.0004844i,0.0039718-0.0013883i,0.0057669-0.002548i,0.0044773-0.0025096i,0.001393-0.001221i,0.00026008-0.00062165i,0.00053841-0.0020185i,0.00040556-0.0020723i,-0.00060095-0.00052456i,-0.0010611+0.00021035i,0.00036197+8.0784e-05i
-0.0012889-0.00070923i,-0.0039969+0.0010912i,-0.004509+0.0044492i,-0.00038311+0.0051515i,0.0020283+0.0048332i,0.0014006+0.0037298i,-0.00061401+0.0010364i,-0.0029586-0.0040271i,-0.0054085-0.0073943i,-0.0053288-0.004506i,-0.0027893-0.00036056i,-0.00032115+0.00055152i,0.0007963-0.00012403i,0.00078911-0.00073676i,0.00091579-0.00020094i,0.00095057+0.00029667i,0.00012124+0.00020181i,-0.0012124+0.00040697i,-0.0014336+0.00040482i,-0.00056088+0.00013687i,-0.00091806+0.00036163i,-0.0013815+0.00021938i,-0.0014671+0.00014932i
-0.0072641-0.0050594i,-0.0061141-0.004652i,-0.0046486-0.001775i,-0.0021101+0.0010808i,0.0024167+0.001715i,0.0065345-8.1905e-05i,0.0078263-0.0012135i,0.0064792+0.00069234i,0.0044373+0.0033088i,0.0019273+0.0029466i,-0.00071017+0.00047402i,-0.0019276+0.00021829i,-0.00066523+7.3985e-05i,0.0018894-0.00047389i,0.003147-0.00036492i,0.0028706-0.00057798i,0.0012085-0.00036437i,0.00016068-0.0001467i,-3.5174e-05-0.0007146i,8.5415e-05-0.00096015i,-1.2957e-05-9.9637e-05i,-0.00029057+0.00037568i,-1.2351e-05+0.0008237i
-0.0046408-0.0032559i,-0.00726-0.001488i,-0.0064255+0.0013353i,-0.0023415+0.0023642i,-0.00054401+0.0023884i,-0.0015368+0.0025774i,-0.003966+0.0024759i,-0.0065571+0.00078969i,-0.0061851-0.0021362i,-0.0029807-0.0031831i,-0.000106-0.0022061i,0.0021454-0.0013254i,0.0027574-0.00098009i,0.0017109-0.0016145i,0.0012324-0.0012907i,0.00058863-0.00021079i,-0.0010997+0.00020011i,-0.0015988+0.0007492i,-0.0012585+0.0010923i,-0.0014487+0.0015296i,-0.0015945+0.0016676i,-0.00076026+0.00075994i,0.00017095+0.0001328i
-0.0012979+0.00048327i,-0.0022779-0.0012303i,-0.0013998-0.00057716i,0.0016057+0.0018362i,0.0039586+0.0027247i,0.0055218+0.0028401i,0.0064266+0.0017449i,0.0072207+0.00073647i,0.0078662+0.001557i,0.0067741+0.0011787i,0.0039624-0.00039672i,0.0018636-0.00043733i,0.0016493+0.00040146i,0.0035679+0.00051531i,0.004316+1.0266e-05i,0.0032661-0.00034518i,0.0013329-0.00050849i,-0.00038856-0.0014419i,-0.00074312-0.0015633i,-0.00036612-0.00097743i,-0.0006598-0.00129i,-0.0012053-0.0013883i,-0.00090852-0.00091677i
-0.0048121-0.0043464i,-0.004771-0.002761i,-0.0036007+0.00036617i,-0.0026733+0.0017485i,-0.00211+0.0017451i,-0.0019442+0.0018375i,-0.0032444+0.0036933i,-0.0056655+0.0059289i,-0.0057911+0.0052097i,-0.0028667+0.0027495i,0.00024918+0.0019513i,0.0012157+0.0017959i,0.00083342+0.00050663i,1.0928e-05-0.00074406i,-9.1159e-05-0.00076632i,-0.00052286+0.0001598i,-0.002116-5.113e-05i,-0.0023842+0.0002164i,-0.001824+0.0015374i,-0.0012533+0.0018532i,0.00030556+0.002038i,0.00076454+0.0020828i,1.9062e-05+0.001753i
0.003006-0.0012682i,0.0012738-0.0009208i,0.0015891-4.66e-05i,0.0018217+0.00060493i,-0.00032302+0.0020549i,-0.001558+0.0034992i,0.00078749+0.0038929i,0.0029939+0.0020278i,0.0040207+0.00081992i,0.0042141+0.0019059i,0.0029504+0.002247i,0.0014171+0.00084682i,0.00072601-0.00052008i,0.0011616-0.00019284i,0.0016766+0.00011544i,0.0016987-0.00084773i,0.0017885-0.0018061i,0.0016465-0.0020531i,0.00065804-0.001715i,6.9124e-05-0.00084725i,0.00042008-0.00079546i,0.00027892-0.00091625i,-1.0999e-05-0.0012186i
-0.0049792+0.00016547i,-0.0035238+7.1597e-05i,-0.0010861+0.0014543i,-7.6659e-05+0.001717i,0.0001686+0.0011227i,0.00032609+0.0021389i,-0.00058748+0.0046619i,-0.0024758+0.008224i,-0.0036989+0.0098111i,-0.0028561+0.0076406i,-0.001003+0.0052772i,0.00091683+0.0037163i,0.0019908+0.0027304i,0.00071589+0.0017503i,-0.00043037+0.0013227i,-0.00093635+0.0011807i,-0.0015329+0.00046839i,-0.00097435+0.001026i,0.0004258+0.0013006i,0.00143+0.00095652i,0.0014523+0.00067788i,0.0018739+0.00016725i,0.0017818-0.00076157i
-0.00094662-0.0026014i,-0.0024668-0.0012077i,-0.0033491-0.00078553i,-0.0021495-0.00029658i,-0.0015006-0.00075107i,-0.0028627-0.0010284i,-0.0034549-0.00040366i,-0.0035078-0.00015537i,-0.0030425-0.00060118i,-0.0013728+0.00043663i,-0.00088113+0.0016097i,-0.00059303+0.0012206i,0.00020046+9.8767e-05i,0.00042286-0.0016624i,0.00091163-0.0026087i,0.0011134-0.0025254i,0.001571-0.0020751i,0.0022708-0.001611i,0.0014529-0.001052i,-3.0613e-05-0.00063449i,-0.00060609-0.00036339i,-0.00078743-0.00040811i,-0.00021783-0.00068945i
-0.0028172+0.0042772i,-0.0027595+0.0041015i,-0.0004199+0.0046437i,0.0025402+0.003209i,0.0047544+0.001612i,0.0038071+0.00093159i,0.0009483+0.0022017i,-0.001189+0.0053345i,-0.002163+0.0074791i,-0.0023503+0.0056693i,-0.0016037+0.0021348i,-0.0014818+0.00094858i,-0.0018692+0.0011445i,-0.0018861+0.0015905i,-0.0010927+0.0012294i,-0.00069159+0.0013057i,-0.00043367+0.0014658i,-0.00075604+0.0013333i,-0.00030999+0.00077656i,0.00042855+0.00016238i,0.00035675-0.00014339i,0.00050775+0.00050693i,0.00022471+0.0011188i
-0.0040869-0.0050165i,-0.0043495-0.0047314i,-0.0022793-0.0030985i,0.00023058-0.0015714i,0.00096469-0.00080748i,-0.00011779-1.3853e-05i,-0.0035439-3.5302e-05i,-0.0072827-0.0014408i,-0.0084829-0.0033688i,-0.0061403-0.0031709i,-0.0034304-0.0018903i,-0.0021336-0.00088035i,-0.0013112-0.0010256i,7.6472e-05-0.0025225i,0.00113-0.0037703i,0.0012595-0.0036806i,0.00077276-0.0026471i,-0.00024522-0.0016989i,-0.00079184-0.0010185i,-0.00086951+0.00050366i,-6.0757e-05+0.00067067i,0.0003308+0.00051157i,-0.00015148+0.00095167i
-0.00032481+3.6705e-05i,-0.0023014+0.0012731i,-0.0026251+0.0016087i,-0.00099624+0.0015258i,-0.00047582+0.0022545i,0.00021232+0.0024852i,0.0017695+0.0019729i,0.002243+0.0011473i,0.0015451+0.0012456i,-0.00068796+0.0012112i,-0.0016569+0.00027015i,-0.00028852+0.00036586i,0.00099709+0.0014224i,0.0018777+0.0024542i,0.0014128+0.0033405i,0.0010205+0.0027936i,0.0011386+0.0016775i,0.00092938+0.0017913i,0.0009361+0.0018796i,0.00063292+0.0017282i,6.6049e-05+0.0018556i,0.00025825+0.0015489i,0.00033828+0.0016208i
-0.0047673-0.004452i,-0.0037641-0.004195i,-0.0027223-0.0025847i,-0.00060781-5.8318e-05i,0.00059638+0.0023818i,0.0012158+0.0030912i,8.8633e-05+0.00117i,-0.0033535-0.0013557i,-0.0057089-0.0031243i,-0.0046672-0.0043412i,-0.0021677-0.0040713i,-0.00099313-0.0033116i,-0.00061199-0.0026172i,0.0005362-0.0025712i,0.0013922-0.0025166i,0.00082471-0.0025946i,-0.00075431-0.0023705i,-0.0012965-0.0010491i,-0.0015787+3.8188e-05i,-0.0018162+0.00032727i,-0.0012181+0.0004466i,-0.0012702+0.00078103i,-0.0017722+0.00046283i
-0.0031687-0.0041527i,-0.005484-0.0014779i,-0.0055104+0.0012576i,-0.0027843+0.0026488i,-0.00090089+0.0025482i,-3.9907e-05+0.0019048i,0.0018809+1.0964e-05i,0.0034933-0.0027076i,0.0043131-0.0031968i,0.0040585-0.0015467i,0.0029382-0.00038915i,0.0030086+0.00044955i,0.0033061+0.0011624i,0.0036605+0.0016059i,0.0038138+0.0022938i,0.0027212+0.0027876i,0.00096663+0.0024527i,-0.00013458+0.0014345i,0.00027432-0.00022734i,0.00050052-0.00054008i,-0.00038094+0.00018998i,-0.00084119+0.00092195i,-0.00037987+0.00095468i
-0.0019825+0.0011252i,-0.00077063+0.0015503i,0.0017191+0.0017976i,0.0027093+0.0017107i,0.0017495+0.0011236i,0.00062912+0.0011777i,-3.7852e-05+0.002733i,-0.00091707+0.0036683i,-0.00070095+0.002224i,0.001546+0.00025777i,0.0025031-0.00066812i,0.0008196-0.0013449i,-0.00020993-0.0019582i,-0.00056243-0.0022411i,-0.001086-0.0031789i,-0.0013351-0.003294i,-0.0012065-0.0024816i,-0.00094569-0.0020059i,-0.0012295-0.0011258i,-0.0022465-0.00053403i,-0.0020118-0.00058406i,-0.00091941-0.00026434i,-0.00039697-0.00042327i
-0.0029749-0.006413i,-0.0058418-0.0041673i,-0.0065657-0.0013718i,-0.0043883+0.0011325i,-0.0032537+0.0019838i,-0.001993+0.0018078i,0.000328+0.00046813i,0.0037903-0.0023964i,0.0058719-0.0026236i,0.005299-0.0002171i,0.0039894+0.0013662i,0.0037376+0.0024451i,0.0043228+0.0035073i,0.0042582+0.0039302i,0.0039071+0.0035392i,0.003449+0.0020356i,0.0019223+0.00097287i,0.0011359+0.00052153i,0.00091704-0.00032074i,0.00022519-0.00056701i,-0.00012634-0.00012274i,-0.00042207+0.00023711i,-0.00067256-1.7202e-05i
-0.0016046+0.0038982i,-0.00077579+0.0036391i,0.0008717+0.0028188i,0.0019937+0.0010839i,0.0019419+0.00058191i,0.0015008+0.001263i,0.00045188+0.001987i,0.001591+0.0042113i,0.002985+0.0065603i,0.0029332+0.0057413i,0.0020486+0.0026249i,0.00018226+0.00099036i,-0.0020102-0.00023556i,-0.0028142-0.0016405i,-0.0027408-0.0018827i,-0.0024876-0.0012353i,-0.0020511-0.00041307i,-0.0021808-0.00063513i,-0.0016248-0.0007151i,-0.00106-0.00066691i,-0.0012409-0.00080807i,-0.00088315-0.0012622i,0.00010591-0.00054192i
-0.0019859-0.0043096i,-0.0029235-0.0053204i,-0.0021778-0.0045866i,-0.0010452-0.0023419i,-0.00025604-0.00073605i,-0.00039618+0.00062099i,-0.00075728+0.0017782i,0.00032203+0.0015799i,0.0016802+0.001328i,0.0018595+0.002441i,0.0016824+0.0036396i,0.0024174+0.0031304i,0.0032921+0.0025867i,0.0030729+0.0025524i,0.0025872+0.0029322i,0.0028442+0.0028417i,0.0022868+0.0017677i,0.001419+0.00096942i,0.0012503+0.00074344i,0.00095836+2.4764e-05i,0.00013272-0.00083577i,-0.00053253-0.00082043i,-0.0013226-0.00045046i
0.0024697-0.00084918i,0.0015337+0.00066996i,0.0010726+0.0010963i,0.0018335-0.00011361i,0.0018486-0.00031145i,-0.00013819+0.00046909i,0.00026003+0.002086i,0.0022558+0.0048187i,0.0028621+0.0075688i,0.0012494+0.0067629i,-0.00079163+0.0035233i,-0.0028242+0.00080889i,-0.0043636-0.0002221i,-0.0049987+0.00053468i,-0.0049121+0.00082759i,-0.0035554+0.0001461i,-0.0021728+0.0002823i,-0.00092811+0.00070981i,-0.00018514+0.00035381i,0.00015103-0.00045429i,0.00038834-0.00022527i,0.00061135+0.00019553i,0.00050876-1.784e-05i
-0.0015958-0.0011049i,-0.002992-0.0028897i,-0.00016495-0.0023124i,0.0019376-0.00053443i,0.0017055+0.00062981i,0.00094361+0.002342i,-0.00012802+0.0035665i,-0.0022212+0.0040472i,-0.0050466+0.0041445i,-0.004546+0.0032695i,-0.0016327+0.0022558i,0.00011297+0.0010909i,0.0016129+0.00060345i,0.0027078+0.00061443i,0.0024248+7.1314e-05i,0.0017265-0.00055298i,0.0010085-0.00051715i,0.00058106-0.00036313i,0.0005452-0.00033483i,0.00043868+0.0001674i,0.00018863-0.00025411i,0.00040892-0.00079673i,0.00069213-0.00083928i
0.0002743-0.0026843i,-0.0013-0.0010402i,-0.0018094+3.1343e-05i,-0.0006587+0.00099543i,-0.0006965+0.001623i,-0.0012757+0.0018013i,-0.00067414+0.0015408i,0.00024269+0.0027917i,-0.00012001+0.0039467i,-0.0016957+0.002974i,-0.0024227+0.0014821i,-0.0019635+0.0011987i,-0.0030053+0.0012013i,-0.004165+0.00019917i,-0.0032375-0.00027436i,-0.0019824-0.00053346i,-0.000982-0.00064506i,-0.00013665+0.00050306i,6.5932e-06+0.00037805i,0.00033125-0.00080466i,0.00083072-0.00076278i,0.00017402+2.7541e-05i,-0.00062393+0.0004439i
-0.00325+0.0011564i,-0.0029133+0.0014146i,-0.0012589+0.0023436i,0.00026737+0.0015446i,-6.6704e-05+0.0011184i,-0.0012244+0.001684i,-0.0026537+0.0025982i,-0.0046903+0.0038745i,-0.0064219+0.0032202i,-0.0046372+0.0015031i,-0.00041192+0.00051811i,0.0014925-0.0014802i,0.0019305-0.0032293i,0.0028209-0.003099i,0.0027621-0.0021716i,0.0016292-0.0019658i,0.00093215-0.0026093i,0.00081146-0.0018432i,0.00066396-0.00045269i,0.00011296+2.6451e-05i,-0.00028268-0.00044402i,-0.00041933-0.0010696i,-0.0006048-0.00019159i
0.0014689-0.0033781i,-0.00082921-0.0027997i,-0.0018054-0.0013305i,-0.00041667-0.00084032i,-0.00041109-0.0005629i,-0.001019+0.00029439i,0.0010651+0.0010142i,0.0014696-8.2746e-05i,-2.6111e-05-0.0020545i,-0.0008925-0.0025133i,-0.0017255-0.00085888i,-0.0022196+0.0015542i,-0.0025634+0.0018823i,-0.0018423+0.0020533i,-0.0011475+0.0023551i,-0.00012156+0.0012282i,0.00075654+0.00032652i,0.00027976+0.00077596i,-0.00016717+0.0012988i,-6.9175e-05+0.00090378i,-6.2054e-05+0.0006711i,-0.00023296-1.3004e-05i,-0.00031331-0.00024374i
-0.0045211+0.00099038i,-0.0040186+0.0015383i,-0.0014998+0.00012227i,-0.00026527-0.0010964i,0.00039658-0.00029392i,0.0016135+0.0019154i,0.00075324+0.0034034i,-0.0017955+0.0034398i,-0.0033084+0.0018608i,-0.0013409+0.00013453i,0.0010133-0.0011964i,0.0016189-0.0018442i,0.0026369-0.0015452i,0.0035972-0.001711i,0.0034307-0.0018281i,0.0031381-0.0015817i,0.0017405-0.0015357i,0.00054484-0.0014915i,0.00028988-0.00062538i,-0.00018425+4.7938e-05i,-0.00046734+0.00017112i,-0.00049957-0.00030894i,1.7461e-05-0.00043917i
-0.0050253-0.0071889i,-0.0071856-0.0051164i,-0.0069657-0.00094496i,-0.0033707+0.0019317i,-5.1593e-05+0.003004i,0.0015531+0.0030362i,0.0011617+0.0017954i,8.4094e-05-0.0007736i,-0.00042887-0.0032894i,-0.00055858-0.0026017i,-0.00053265+0.00048159i,9.8818e-05+0.0025909i,0.00079016+0.0033737i,0.0010061+0.0028705i,0.0013381+0.0020137i,0.0011724+0.0017647i,0.00015269+0.001169i,-0.0006393+0.00078828i,-0.00063746+0.00079387i,-0.00044711+0.00020656i,-7.364e-05-5.5455e-05i,-0.00025184-0.000274i,-0.0010583-0.00050375i
-0.0011233-0.00031248i,0.00028704-0.00012118i,0.00020909-0.0008781i,-0.0012519-0.0014154i,-0.0018607+0.00026293i,-0.00086495+0.0015338i,0.0004265+0.00028619i,0.00098726-0.00034266i,0.0010156+0.0013345i,0.0013801+0.0014032i,0.0018832+5.6916e-05i,0.0018576+0.0001035i,0.001569-0.00069158i,0.0022326-0.0010744i,0.0030311-0.0003648i,0.0024806-0.00067554i,0.0015475-0.0015167i,0.00029121-0.0024875i,-0.00052478-0.0016732i,-0.00055415-0.00043599i,-0.00043744+9.4983e-06i,-0.00023853-0.00051113i,-0.00044979-0.0013621i
-0.0049096-0.0038166i,-0.0066968-0.0019929i,-0.0036377+0.0011461i,0.0019992+0.0015999i,0.003484+0.00051082i,0.0023661+0.00048802i,0.0008025+0.00096477i,-0.0013284-0.00039243i,-0.0017181-0.0020007i,-0.00092729-0.00033523i,-0.00035371+0.0022575i,-0.00035582+0.0031182i,-0.0005558+0.0034795i,-0.00010903+0.0039072i,0.00064049+0.0030177i,0.0010343+0.0016241i,0.00090041+0.0010871i,0.00053312+0.001089i,-9.8749e-05+0.0014044i,-0.00023154+0.0010568i,7.0997e-05+0.00013318i,-0.00033924+6.8153e-05i,-0.0010573+0.00053325i
0.001186+0.0019944i,0.0014808+0.0014728i,0.0015852-3.7498e-06i,0.00091355+0.00065222i,-0.00041778+0.0018731i,-0.001084+0.0013703i,9.5899e-05+0.00067375i,0.0016069+0.0010994i,0.0022544+0.0017305i,0.0022196+0.0017623i,0.0017557-1.3004e-05i,0.00092165-0.0017036i,-9.1658e-05-0.0021612i,-0.00066543-0.0023401i,-0.0003124-0.0018327i,0.00025128-0.00094794i,0.00021044-0.00054376i,-0.00081311-0.00018239i,-0.0007427-0.00088554i,0.00026971-0.0013836i,-0.00013406-0.00052941i,-0.00038109+0.0002653i,0.00022147+6.4595e-05i
-0.0053609-0.0055718i,-0.0055337-0.004264i,-0.0021275-0.0010879i,0.001456-0.00044572i,0.0022444-0.001176i,0.00064853-0.00040381i,-0.00049513+0.00015651i,-0.0012465+0.00024923i,-0.00083729+0.00060033i,-7.3956e-05+0.0012953i,-0.00069208+0.0020489i,-0.0010299+0.0023913i,-0.0010555+0.0023525i,-0.00085997+0.002666i,-9.1304e-05+0.0028346i,-0.00017764+0.0022998i,6.6508e-05+0.0014847i,0.00064257+0.0013299i,0.00010062+0.0011628i,0.0001223+0.00059142i,0.00032675+8.0782e-05i,0.00028791-0.00063962i,-0.00019738-0.0009926i
