-0.002478-0.00050498i,-0.0008702+6.9389e-05i,-0.00040617-0.0010565i,-0.00027159-0.00092014i,0.00016562+0.0005638i,0.0010088+0.00023281i,0.0013759-0.00014266i,0.001122-0.00057579i,0.00054884-0.00062607i,-0.00017238-0.00025523i,-0.00027085+0.00012268i,7.2564e-05-0.00029674i,-0.00031568-0.0010626i,-0.0010266-0.0010434i,-0.0010436-9.8149e-05i,-0.00038858+0.00041737i,-0.00024196+0.00027798i,-0.00032875+0.00012756i,5.92e-05-0.00016598i,0.00014218-0.00079044i,0.00052344-0.0013631i,0.0005537-0.00094128i,0.00033716-0.00029609i
-1.0534e-05-0.00077921i,0.00084116-0.0013059i,0.0016392-0.0026026i,0.0022817-0.0035164i,0.0027018-0.0042627i,0.0021615-0.0029901i,0.0014971-0.0017109i,0.00066123-0.0022116i,-0.00078965-0.0021227i,-0.0014194-1.4742e-05i,-0.0003815+0.0021803i,0.00033879+0.001871i,0.00018729+0.0011737i,-0.00042022+0.0013418i,-0.00087656+0.0011519i,-0.00030452+0.0012388i,0.00017797+0.0010881i,0.0003976-0.00019319i,0.0011002-0.00067869i,0.0013641-0.0010384i,0.00076618-0.0015296i,-0.0002644-0.0011081i,-0.00065133-0.00057179i
-0.0020465+0.00092553i,-0.0012754+0.0016817i,0.00076028+0.0021344i,0.0020147+0.0023582i,0.0022213+0.0032452i,0.0027354+0.0023844i,0.0030828-0.00041107i,0.0014391-0.0026206i,-0.0010096-0.0017939i,-0.000712+0.00082458i,0.0011582+0.00097363i,0.0018946-0.00019748i,0.0013542-0.0011104i,0.00055328-0.00057571i,0.00052679+7.4499e-05i,0.00083643-4.974e-05i,0.0012098-7.2208e-07i,0.0012303+0.00067905i,-0.00029622+0.0010212i,-0.0012527+0.00038533i,0.00017058-9.9901e-05i,0.0007159+0.00030675i,-0.00042672+0.00096303i
-2.0136e-05-0.0012349i,-0.00055929-0.0023736i,-0.00093439-0.0031905i,-0.00085593-0.0033799i,-0.0010588-0.0024845i,2.4297e-05-0.00020958i,0.0012018+0.0010252i,0.00075773-1.7166e-05i,-0.00011601-0.00077768i,4.1215e-05-0.00030129i,0.0011049-0.00096844i,0.0012263-0.0017882i,0.00056213-0.0015353i,0.00074679-0.0012683i,0.0009437-0.0010454i,0.00044366-0.0010833i,-3.5844e-05-0.001034i,9.6452e-05-0.0010412i,0.00078834-0.0010637i,0.00084616-0.00078996i,1.4802e-05-0.00017556i,-2.2825e-05-4.7327e-05i,0.00037126+1.7564e-05i
0.0017577+0.00068679i,0.0020592-0.00067132i,0.0022383-0.0022923i,0.0022346-0.0029581i,0.0017123-0.0012235i,0.00063491+0.00084943i,0.00058386+0.00063772i,0.00064007-0.0010828i,0.00010639-0.0020048i,-0.00070308-0.0021806i,-0.00055999-0.0021356i,-0.00065141-0.0014341i,-0.0011439-0.00016551i,-0.00059346-0.00016093i,-0.00068962-0.00057413i,-0.00054674-0.0010347i,0.00069856-0.0011321i,0.00077464-0.00020081i,-0.00010333+0.00042017i,-0.00023449+0.0011343i,3.937e-05+0.00055551i,6.529e-05-0.00041831i,0.00052223-0.00091666i
0.00048325+0.00021868i,0.0005749-0.00096347i,0.00096889-0.0020406i,0.0015985-0.0020696i,0.00083122-0.0020442i,0.00070332-0.00059952i,0.0029423+0.0012728i,0.0036123+0.00056119i,0.0013034-0.0020116i,-0.0011005-0.0029199i,-0.0022102-0.0012951i,-0.0018139+0.00023034i,-0.0011833+0.0008075i,-0.0011022+0.00059496i,-0.00074117+0.00018906i,-0.0004112+0.00075968i,-0.00086744+0.00071833i,-0.0016784-0.00081062i,-0.0014018-0.0023937i,-0.00062043-0.0022485i,-0.00029476-0.0011703i,-0.00062014-0.00030971i,-0.0011559+0.00013223i
-0.00089662+0.0010668i,0.00018739+0.0005377i,0.0019652+0.00062237i,0.0039222-9.1004e-05i,0.0051877-0.00054858i,0.0050888+0.00016985i,0.003642+0.00042183i,0.0012279-0.001918i,-0.0014951-0.0031695i,-0.0027-0.0010112i,-0.0017038+0.0009564i,-0.00050113+0.0012451i,-0.0007694+0.0014687i,-0.0012217+0.00087416i,-0.00014055+6.4342e-05i,0.0010942+0.00076653i,0.0014864+0.0014321i,0.0016144+0.0009482i,0.00054959+0.00027039i,-0.00016507-0.00061426i,-0.00010572-0.00070004i,-0.00041747+0.00020033i,-0.00060468+0.00070595i
0.0010743-0.0025164i,-2.6932e-05-0.0019776i,-0.0013073-0.0026383i,-0.0014007-0.0032653i,-0.00066034-0.0013943i,0.00059449+0.000743i,0.0030541+0.00019521i,0.0033137-0.0033005i,0.0014298-0.004296i,0.00038516-0.00057969i,0.00070763+0.0027412i,0.00057163+0.0025861i,-0.00059775+0.0010565i,-7.6003e-06+0.00095382i,0.0013552+0.0014566i,0.0010843+0.0011454i,0.00030274+0.00061717i,-0.00023327+0.00044685i,-8.1106e-05+0.00095256i,-0.000199+0.0015607i,0.00013924+0.0009771i,0.00023832+0.00051012i,0.00039798+0.00056301i
-0.0010419+0.00077419i,0.00054483+0.0011883i,0.0015995+0.0010506i,0.0028269-0.00041583i,0.0032033-0.0015488i,0.0022685-0.0014869i,0.0016057-0.0020582i,-7.2464e-05-0.0025011i,-0.0018954-0.0014684i,-0.0011349+0.00073746i,0.001349+0.0012174i,0.0018117-3.2122e-05i,0.00019059-0.00069697i,-0.0010351-0.00063869i,-0.0012958-0.00036452i,-0.00037947-0.00083466i,0.00082916-0.0012437i,0.0017514-0.0017874i,0.002019-0.0018022i,0.001655-0.0010445i,0.0011308-0.00074712i,0.00061041-0.00077116i,0.00024107-0.00099895i
0.00044879+0.00083739i,-0.00019906+0.00030674i,0.00013913-0.00020295i,0.00095452-0.0010546i,0.000286-0.00070545i,-0.0011286-0.00044277i,-0.0016514-0.00098152i,-0.002052-0.0012728i,-0.0014093-0.0010163i,0.00014274-0.00012335i,0.0013611+9.4772e-05i,0.00066653-0.00076044i,-0.00077788-0.00094524i,-0.0010563-0.001022i,-0.00032549-0.00091436i,-0.0001122-0.00045373i,-0.0010922-0.00023326i,-0.00097169+0.00036348i,0.00034794+0.00052902i,0.0012185+0.00020635i,0.00090639-0.00078275i,0.00031639-0.0015312i,-0.00038049-0.00070135i
-0.0011912+0.0022839i,0.00091617+0.0015484i,0.0031033+0.00082887i,0.0049367-0.0014664i,0.0061302-0.0027004i,0.0044965-0.0015375i,0.0030825-8.4848e-05i,0.0021949-0.00060226i,0.00053311-0.0018411i,-5.5913e-05-0.0024577i,-0.00049505-0.0022077i,-0.0013527-0.0016481i,-0.001034-0.00057078i,-0.0008199+0.00060902i,-0.001149-8.524e-05i,-0.0018202-1.3987e-05i,-0.002431+0.0003791i,-0.0024489-0.00052515i,-0.0023089-0.0019425i,-0.0020122-0.0021012i,-0.0014513-0.0013125i,-0.0003584-0.0014908i,0.00049906-0.0014095i
-0.0008112-0.00067325i,-0.0020257-0.00019479i,-0.0014878-0.00065227i,7.0785e-06-0.0010413i,0.0009911-0.0003484i,0.0014714+0.0011861i,0.003335+0.0013524i,0.0046515+0.00012075i,0.0025246-0.0013558i,-0.00076176-0.0011086i,-0.0012958+0.00038341i,-0.00097764+0.00097506i,-0.00087014+0.00068196i,-7.6617e-05+0.00018142i,0.00039967+0.00034592i,0.0008694+0.00096583i,0.0015118+0.0016697i,0.001589+0.0020102i,0.0014025+0.0019471i,0.00088069+0.0016189i,0.000271+0.0011891i,0.00057239+0.00036004i,0.00068039+0.00045729i
-0.00070739+0.0013938i,0.00056724+0.0012952i,0.0033052+0.00076104i,0.0044159-0.0008126i,0.0033568-0.0029955i,0.003372-0.0029402i,0.0034642-0.0031456i,0.0018386-0.0052565i,-0.00059137-0.0051675i,-0.0020203-0.0020417i,-0.0015782+0.00084635i,-0.00094793+0.00052052i,-0.00079754+9.3758e-05i,-0.00091135+0.000222i,-0.00019542+0.00069862i,0.00071499+0.0019209i,0.00056724+0.0012511i,0.0002052+0.00043021i,0.00019948+0.00073812i,0.00010717+0.0010415i,0.00013327+0.00078959i,0.00030406-4.6654e-05i,0.00034938-0.00017157i
9.2464e-05-0.0012101i,-0.0012345-0.0011577i,-0.001215-0.0020408i,-0.00065573-0.0027193i,-0.00077222-0.001787i,-0.0011209+0.0005255i,-0.0001224+0.00037581i,-0.00010115-0.0022258i,-0.0012795-0.002789i,-0.0011358+3.5548e-05i,-0.00033914+0.0021874i,-0.00018795+0.002149i,-0.00010906+0.0010021i,0.00010465-0.00045261i,0.00048982-0.00077761i,0.00089704-0.00091827i,0.0011464-0.0019647i,0.0025381-0.0029309i,0.0032533-0.0034165i,0.0026969-0.0028525i,0.0022058-0.0017731i,0.0013032-0.00077809i,0.00048976-0.00023807i
-0.0014971+0.0010157i,6.0923e-05+0.00033258i,0.0014674+0.00016688i,0.0016614-0.00065298i,0.0015415-0.00050799i,0.0010122-7.1666e-05i,-0.00016919-0.000793i,-0.0029105-0.0022179i,-0.0042719-0.0014704i,-0.0022714+0.00051626i,0.00041616+0.00081691i,0.0010767-0.00013831i,9.3726e-05-0.0012937i,-0.00084684-0.0013444i,-0.0015723-0.00062214i,-0.0019451+3.3207e-05i,-0.0021326+0.00089147i,-0.00179+0.0013917i,-0.0011731+0.00069702i,-0.0011147-9.2453e-05i,-0.00053909-0.0006161i,-0.00030906-0.0006325i,-0.00057297-0.00048903i
-0.0008199-0.0016067i,-0.00087861-0.0017003i,-0.00037855-0.00019033i,0.00089267+0.00049193i,0.0027434+0.0013847i,0.0026574+0.0026558i,0.0020558+0.0024411i,0.0020056+0.00033349i,0.0012425-0.00050066i,0.00087599-0.00040858i,0.0020727-0.0011001i,0.0023615-0.0015078i,8.4364e-05-0.0010506i,-0.0015522+8.7987e-05i,-0.0014698+0.00049285i,-0.0017206-4.4768e-05i,-0.0023884-0.00039177i,-0.0019218-0.0009167i,-0.0015386-0.001946i,-0.0018375-0.0027899i,-0.0013877-0.0018108i,-0.00012484-0.00016617i,0.00030851+0.00032976i
0.00073297-0.00020388i,0.00094833-0.0011331i,0.0026482-0.0017001i,0.0032572-0.0030256i,0.0023386-0.0035718i,0.0011186-0.0018327i,0.0019157+0.00028572i,0.0024712+0.00040302i,0.0011689-0.00050443i,0.00022041-0.00087214i,-0.00047396-0.0015841i,-0.0011888-0.0013627i,-0.0011636-0.00019705i,-6.0568e-05+0.0013629i,0.00064033+0.0027897i,0.00086384+0.0029732i,0.002047+0.0033357i,0.0026501+0.0041945i,0.0019693+0.0033292i,0.00083505+0.001896i,0.00067681+0.00085013i,0.0012088-0.00010311i,7.7041e-06-0.00080716i
-0.0010808+0.00078804i,-0.0010792+0.00088363i,-0.00031577+0.0011024i,0.0016842+0.0012902i,0.0039564+0.0011685i,0.0044251+0.00089247i,0.0046088+0.0003883i,0.0043478-0.0024441i,0.0017225-0.0041281i,-0.0016543-0.0026146i,-0.0024951-0.00081098i,-0.0010951+0.00020025i,-0.00043557+0.00053077i,-0.00052976+0.0008542i,0.00010246+0.00085831i,0.00048223+0.00041815i,0.0003606-0.00075521i,0.00034563-0.0015677i,-0.00018541-0.0016329i,-0.00026331-0.0010909i,0.00055141-0.00036239i,0.00076876-0.00025795i,0.00035665-0.00046291i
0.0009161-0.00021879i,0.00069851-0.0012698i,0.00019412-0.0014972i,-6.1552e-05-0.0026045i,-0.00073783-0.0011893i,-0.0001481+0.0011003i,0.0018731-6.0657e-06i,0.0022903-0.0024133i,-0.00060643-0.0031396i,-0.0031048-0.0012001i,-0.0024194+0.00070848i,-0.0010626+0.00067384i,7.7389e-05-0.00031825i,0.00090186-0.00023873i,0.0015464-0.00019925i,0.0020822-0.00099508i,0.0020353-0.0017661i,0.0021509-0.0032552i,0.0022759-0.0042325i,0.0015115-0.002629i,0.00044604-0.0011362i,0.00020271-0.000945i,0.00047001-0.00049337i
-0.00070594-5.7235e-05i,0.00021878-0.00055368i,0.0014485+0.00040636i,0.0021864+0.00074215i,0.0029653+2.1146e-05i,0.0021256-0.00095524i,0.00078147-0.0022546i,-0.00025947-0.0038072i,-0.0024806-0.0037512i,-0.0022177-0.00057506i,-0.00018908+0.0021581i,0.0010587+0.00093949i,0.00059531-0.00019248i,-0.0005718-0.00057535i,-0.00077223-0.0012135i,-0.0016125-0.0012703i,-0.0030677-0.00019531i,-0.0037627+0.00064987i,-0.0031823+0.00080701i,-0.0020633-5.7182e-06i,-0.0011475-0.00088627i,-0.00031002-0.00087824i,0.00031809-0.00082786i
0.0018561+0.0001946i,0.0023743-0.0025049i,0.0027835-0.0046479i,0.0028417-0.0050302i,0.0025309-0.0034409i,0.0023896-0.00039073i,0.0013829+0.00064045i,-0.00036575-3.7938e-05i,2.7145e-05+0.00049023i,0.001479-0.0001145i,0.0021802-0.00084091i,0.0021072-0.00015028i,0.00092699+0.00071554i,-0.0012115+0.00074672i,-0.0022954-6.1087e-05i,-0.0015155-0.00049289i,-0.00049808-0.00061997i,0.00010936-0.0011094i,0.00089903-0.0013041i,0.0011788-0.00071325i,9.1626e-05-0.000677i,-0.00050681-0.0011052i,-0.00034415-0.0010728i
-6.9433e-05+0.0010141i,-0.00059469+0.0010346i,0.0007815+0.00042324i,0.0028602+0.00082241i,0.0027634+0.00093796i,0.0014755-7.6083e-05i,0.00068557+0.00023706i,3.1363e-05+4.0607e-05i,-0.00018786-0.0010004i,0.00072931-0.0012544i,0.00060562-0.0012501i,-7.7068e-05-0.001139i,0.00031913+0.00051762i,9.6291e-05+0.0017776i,-0.00043651+0.0024759i,-0.00038069+0.0037243i,0.0008009+0.004356i,0.0023703+0.0042163i,0.0023412+0.0029098i,0.0009659+0.0013963i,0.00015092+0.001159i,0.0002888+0.00083452i,0.0013237-0.00057925i
-0.00083185+0.0028912i,0.0011294+0.0013648i,0.0033833+0.00021549i,0.0048759-0.0013039i,0.0047676-0.0026255i,0.0045107-0.0010581i,0.0045655+7.5294e-05i,0.0038027-0.0011157i,0.0012254-0.0014858i,-0.00067049-0.0018318i,-0.0011045-0.0018964i,-0.0016487-0.0012487i,-0.0013527-0.0012262i,-0.00047781-0.00079952i,8.609e-05+6.5125e-05i,0.00069419+0.00025889i,0.0012172-0.00083878i,0.0009328-0.0024738i,0.00074302-0.002608i,0.00112-0.0015567i,0.001331-0.00089264i,0.00064-0.00074243i,0.00025384-0.00060055i
0.00041742-0.00070561i,-0.00030048-0.00061205i,-0.00038315-0.0007376i,-0.00016125-0.0019947i,0.00050554-0.0012572i,8.7859e-05+0.0011736i,0.00065413+0.0005325i,0.0020465-0.0022247i,0.00058425-0.0029632i,-0.0021615-0.0002916i,-0.0024123+0.0016029i,-0.00058186+0.0013533i,0.00067783+0.0014632i,0.0013+0.0012272i,0.0018244+0.001259i,0.0020584+0.00039685i,0.0020618-0.00093032i,0.0016597-0.0012935i,0.0011448-0.0015865i,0.00019871-0.0009466i,1.8748e-05-0.00047854i,0.00043846-0.00060684i,6.9176e-05-0.00080945i
0.0011458+0.0020505i,0.0015716+0.00057451i,0.0019816-0.00050938i,0.0031735-0.0019138i,0.0040365-0.002084i,0.0043699-0.0017618i,0.0030803-0.0024995i,0.00056394-0.0044298i,-0.0012837-0.0033885i,-0.0013071+4.9998e-05i,-0.00031127+0.0019014i,-0.00010427+0.001231i,-0.00016407-0.00011886i,-0.00026451-0.0010033i,-0.00033618-0.0017475i,-0.0010774-0.0021098i,-0.0034026-0.0015099i,-0.004578-0.00090283i,-0.0031883+5.4704e-05i,-0.0015528+0.00085288i,-0.0010525+0.00039683i,-0.00069305+4.1401e-05i,-0.00025348+0.00050081i
-0.0001536-2.1138e-06i,0.00033453+0.00021834i,0.0018319-0.00011238i,0.0033524-0.0017231i,0.0028641-0.0023446i,0.0025561-0.00070233i,0.0026553-0.00053749i,0.0012272-0.0031642i,-0.00039988-0.002971i,0.00043385+0.00033989i,0.0019692+0.0015796i,0.001627+0.001027i,-0.00017432+0.00064003i,-0.00069829+0.00049712i,-0.00091013+0.00050091i,-0.00029786-0.00011358i,0.0014775+0.00010548i,0.0020717+0.0011229i,0.0019533+0.0011264i,0.0011468-0.00021528i,0.00013847-0.00042212i,-0.00047215-0.00041187i,-0.0004047-0.00063244i
0.00049635+0.0017067i,0.0010834+0.0012794i,0.0025369-3.108e-05i,0.003782-0.0006782i,0.0019047-0.0012651i,-0.0013393-0.00080228i,-0.0020706-0.00026606i,-0.0017723+7.6088e-05i,-0.0009675-0.00017703i,0.001327-0.00065815i,0.0025161-0.0019819i,0.0012953-0.0024605i,-0.00024459-0.0011887i,-0.0012971-0.00023521i,-0.0022842+0.00045696i,-0.0017491+0.0020608i,-0.0004786+0.0033603i,0.00024563+0.0027689i,0.00072302+0.0013623i,0.00057708+0.00014237i,0.00052455-3.1172e-05i,0.00070286+0.00037317i,0.00027169-0.00028724i
-0.0020037+0.0018742i,-0.00075836+0.0019403i,0.0014276+0.0030298i,0.003941+0.00076607i,0.0043673-0.001581i,0.0024116-0.00023921i,0.0017213+0.0006938i,0.0025419-0.00028848i,0.0020997-0.0014907i,0.0010739-0.0030185i,-4.3195e-05-0.0031321i,3.5223e-05-0.0021987i,0.0003033-0.0010026i,-0.00072254-0.00025269i,-0.00046778-0.00017816i,0.0009526-0.00017445i,0.001847-0.001567i,0.0017004-0.0033656i,0.00075682-0.0037084i,0.00073485-0.0016221i,0.00073799+0.00059576i,-0.00015717+0.00054445i,-0.0004432-6.0414e-05i
-2.9225e-05-0.0019465i,-0.00015118-0.0021129i,-9.1064e-06-0.0025538i,-0.0010839-0.0020949i,-0.0017746+0.00022132i,0.00024951+0.003502i,0.0024725+0.0040931i,0.0031498+0.0015062i,0.0013295-0.00076729i,-0.0024577-0.0012187i,-0.0040798-0.00087753i,-0.0029731-0.00039013i,-0.0014679-0.00048891i,-0.00083959+0.00015004i,0.00067143+0.0015985i,0.0021882+0.00088668i,0.0015212+0.00019554i,0.00028426+0.0008944i,-0.00093108+0.0013064i,-0.0013747+0.00064701i,-0.0011241-0.00039098i,-0.00058862-0.00048195i,-0.00042685+0.00031625i
0.00063609+0.0014599i,0.0018867+0.00065702i,0.0034132-0.00032911i,0.0038938-0.0020798i,0.003881-0.0028428i,0.0027986-0.0026108i,0.0029133-0.0029868i,0.0030309-0.0049298i,0.00031394-0.0054138i,-0.001557-0.0017799i,-0.0013309+0.0015296i,-0.0013925+0.0013334i,-0.001075-0.00024676i,6.4728e-05-0.0014104i,0.00056427-0.0014561i,0.00060804-0.0020102i,-0.00018661-0.0029258i,-0.0022343-0.0021326i,-0.0026704+5.598e-05i,-0.00044532+0.00095576i,0.00071304+0.0003622i,-0.00022651+3.4877e-05i,-0.00026572-0.00050187i
0.0023628-0.001252i,0.00069775-0.0032064i,0.0007683-0.0044328i,0.00037194-0.0046209i,-0.00065677-0.0033161i,-0.00038858-0.00091419i,0.00075297-0.0011788i,-0.00016687-0.0032174i,-0.0010675-0.0019315i,0.00023946+0.0018412i,0.0017771+0.0039884i,0.0018202+0.0027045i,0.00032683+0.00083289i,-0.00042685+0.00048628i,-0.00019057+0.0008158i,-0.00075741+0.00093107i,-0.00047175+0.0011404i,0.00049406+0.0019091i,0.0010593+0.0014916i,0.0012222+0.00068734i,4.4122e-06+0.00021758i,-0.0012166-0.0003741i,-0.0015148-0.0010401i
-7.961e-05+0.0028967i,0.0014948+0.0018253i,0.0035072+0.0012236i,0.0055549-0.00060388i,0.0049966-0.0021324i,0.0015071-0.0026908i,-0.0013292-0.0021757i,-0.0024383-0.0018536i,-0.0023516-0.0015833i,0.00079841-0.00053637i,0.0036648-0.0002935i,0.0024219-0.00053437i,-3.7965e-05-0.00035356i,-0.00069904+0.0005064i,-0.0015221+0.0010411i,-0.0023735+0.0014885i,-0.0024484+0.0015518i,-0.0015409+0.00037662i,-0.00017733-0.0011238i,0.00044313-0.0016282i,3.4612e-05-0.0017973i,-8.5944e-05-0.0014773i,-0.00023721-0.00058787i
0.00093664-0.0013315i,0.00037712-0.0018645i,7.764e-05-0.0029911i,-0.00072245-0.0032721i,-0.0016675-0.0021452i,-0.0019052+0.0011985i,-0.0011919+0.0030252i,0.00016673+0.0028791i,0.0015014+0.0013477i,0.0022725-0.0017742i,0.0021925-0.0042819i,0.0010157-0.0034678i,0.0010126-0.00063075i,0.0017263+0.0013505i,0.0016929+0.0016164i,0.0023098+0.0010946i,0.0024306+0.00014885i,0.0018308-0.0010456i,0.0011502-0.0011262i,0.00052854-0.00049858i,0.00024546-0.00018222i,-0.00016524-0.00048749i,-0.00042711-0.00037279i
-0.0027045+0.00047416i,-0.00068142+0.0014438i,0.0018415+0.001781i,0.0035496+0.0010186i,0.0039824+0.0013352i,0.0043786+0.002592i,0.0060266+0.0024307i,0.0060073+0.00017077i,0.002925-0.0019126i,-0.00062082-0.0033997i,-0.0024453-0.0037655i,-0.0021704-0.0026485i,-0.00092712-0.0018444i,2.0794e-05-0.0011616i,0.00021058-0.00098375i,0.00052232-0.00032869i,0.00052494+3.2958e-05i,0.00029427-0.00057641i,-1.4487e-05-0.0004768i,-0.00049216-0.00031755i,-0.00057728-0.00043602i,-0.00056745-0.00053883i,-0.00069627-0.00037429i
-0.0011666-0.0015386i,-0.00065753-0.0013719i,-0.00059679-0.00058849i,-0.00036773-0.00092717i,0.00015727-0.0011311i,0.0022686-0.00010841i,0.0046237-0.00026389i,0.0045731-0.0023864i,0.00083743-0.0040043i,-0.0030608-0.0019394i,-0.0038323+0.0010061i,-0.0024683+0.0022652i,-0.00077094+0.0015556i,7.1999e-05-0.00054604i,0.00057459-0.0012662i,0.0017032-0.0014895i,0.0016544-0.0019274i,0.00010118-0.0015583i,-0.00012881-0.00027349i,0.00060153+0.00093681i,0.0013702+0.000764i,0.0015649+0.00012292i,0.0012074+0.00032589i
8.1986e-05+0.00042507i,0.00042462+0.00020434i,0.0017345-0.0010238i,0.0036032-0.0023235i,0.0037139-0.003025i,0.0032979-0.0032882i,0.0025429-0.0039261i,0.00053401-0.0062005i,-0.0019541-0.005478i,-0.0028776+1.5622e-05i,-0.0018656+0.0035981i,-0.00038644+0.0029392i,-0.00064657+0.0010117i,-0.0019238+3.4923e-05i,-0.0025454-0.00053704i,-0.0021505-0.0016405i,-0.00094224-0.0013151i,0.00037049-0.00030747i,0.00071688-0.00029482i,-0.00010856-0.00030148i,-0.00086842+0.00011064i,-0.00084396-0.00013222i,0.00029772-0.00057816i
-0.003785-0.00057525i,-0.002787+0.00083403i,-0.00025443+0.0026375i,0.001012+0.0035148i,0.0010389+0.0025819i,0.001318+0.0021142i,0.0009249+0.00087636i,-0.0012666-0.0018255i,-0.0031613-0.0015839i,-0.00083317+0.0018564i,0.0021726+0.0028788i,0.0027956+0.0005284i,0.0017217-8.0003e-05i,0.0012285+0.00019636i,0.00067312-0.00043467i,-0.00084393-0.00026467i,-0.001469+0.00033018i,-0.00082263-0.00027424i,0.00032506-0.001164i,0.00098226-0.0012849i,0.00088129-0.0014444i,0.00020791-0.00083245i,-0.00047039+0.00012408i
-0.0013495-0.00047972i,-0.00019171-0.00050749i,0.0018356-0.00046978i,0.0028114-0.0013754i,0.0031537-0.0018838i,0.0027972+3.1492e-05i,0.001727+0.0012014i,-0.00043763-2.1606e-05i,-0.00095486-0.0010609i,0.00085932-0.00071743i,0.0019346-0.00088813i,0.001288-0.0019988i,-0.00013655-0.0012205i,-0.0011755+0.0006886i,-0.0016147+0.0018047i,-0.0017768+0.0021732i,-0.0015653+0.0021082i,-0.00099509+0.0013445i,-0.0005252+0.000956i,4.7117e-05+0.00065186i,0.00074777+0.00062911i,0.00028736+0.00080855i,-2.4511e-05+0.00051982i
-0.0014101+0.00033045i,-0.0021382+0.00065708i,-0.0020623+0.002354i,-0.00015427+0.0021054i,0.003032+0.0012511i,0.0044771+0.0016098i,0.0050103+0.0016938i,0.0052121+0.0014903i,0.0039475+0.00058074i,0.0024297-0.0015729i,0.001139-0.003421i,0.00013698-0.0026246i,-0.00017621-0.0018971i,0.00015848-0.0018409i,0.00054395-0.00084045i,0.00059719+0.00070534i,0.00069218+0.0017257i,0.0013397+0.00077943i,0.0013841-0.0012304i,-0.00046452-0.0017339i,-0.00097923-0.0012858i,-0.00014709-0.00080211i,0.00022243-0.00011811i
-0.0022675+0.0015804i,-0.00040723+0.0023799i,0.0023044+0.0012563i,0.0044128-0.00071213i,0.0049647-0.0015941i,0.0045378-0.0016085i,0.0048413-0.0024404i,0.0050111-0.0045669i,0.0025103-0.0056035i,-0.00093269-0.0041738i,-0.0028063-0.0022739i,-0.0027245-0.00065796i,-0.0020307+0.00039959i,-0.0016148+0.00031784i,-0.00074191+0.00084152i,0.00082926+0.001828i,0.0017013+0.0017041i,0.0013665+0.001142i,0.0017414+0.0006526i,0.002045+0.00032585i,0.0015991+5.1393e-05i,0.00091682-0.00065857i,0.00039169-0.00073191i
-0.00082198+0.0012481i,-0.00067937+0.0010073i,-0.00090795-0.00033589i,-3.3666e-05-0.0018078i,0.0011125-0.0021016i,0.0023853-0.001044i,0.0034433-0.0014937i,0.003652-0.0055412i,0.0014812-0.0067478i,-0.0019664-0.0031483i,-0.0021671+0.00022173i,-0.00099801+0.0011759i,-0.00057277+0.00013378i,-0.00034398-0.0015498i,-0.00032665-0.0028381i,-0.00021704-0.0034306i,-0.00049899-0.0029112i,-0.00066336-0.0023161i,-0.0010758-0.0017921i,-0.0011951-0.0004044i,-0.00076274+0.00028656i,0.00050099+5.1121e-05i,0.0011428+0.00018808i
0.0014631+0.002126i,0.0031163+0.00070361i,0.005829-0.0013065i,0.0075937-0.0029799i,0.0060169-0.0037124i,0.0027485-0.0030517i,-0.00011427-0.0035074i,-0.0032048-0.0055051i,-0.0057791-0.0041438i,-0.0052178+0.00038891i,-0.002044+0.002666i,-6.8991e-05+0.0015008i,0.00016384+0.00060324i,1.6683e-05+0.0012081i,-0.0008005+0.0013292i,-0.0010823+0.00038351i,-0.00017527-0.00090568i,0.00028635-0.0024024i,0.0002642-0.0020837i,7.4172e-05-0.00096276i,-0.00013297-0.0019635i,0.00013134-0.0016869i,3.3905e-05-0.00024741i
-0.0016837-0.0033677i,-0.002887-0.0020959i,-0.005254-0.0016142i,-0.0052767-0.0011477i,-0.0038364-0.00066663i,-0.0023286+0.0012905i,-0.0017872+0.0022974i,-0.0029139+0.00021094i,-0.0032225-0.00027982i,-0.00091613+0.0020227i,0.002237+0.0022804i,0.0025196+0.00011355i,0.00076622-0.0013482i,-0.00041151-0.0010947i,-0.001355+4.0473e-05i,-0.0021483+1.3956e-05i,-0.0029809-9.1174e-05i,-0.00355+0.0011665i,-0.0024643+0.0013759i,-0.0011375+0.00031216i,-0.0010033+0.00024945i,-0.0010627+0.00054537i,-0.0003355+0.00029717i
0.00071541-0.00029405i,0.0011712+0.00026281i,0.0019929+0.00047255i,0.004361-0.000805i,0.0056631-0.00087739i,0.0046116+0.0021942i,0.003242+0.0047311i,0.0019996+0.0041969i,0.00094914+0.0024622i,0.0010338+0.001104i,0.0015813-0.001039i,0.00066174-0.0018168i,-0.00053796-0.00054448i,-0.00097367+0.00094387i,0.00022163+0.0018727i,0.0021522+0.0027683i,0.0019563+0.0027173i,0.0011608+0.0018971i,0.00090327+0.00051879i,0.0001927-0.00049806i,-0.00032957-0.00087553i,-4.8975e-05-0.0013631i,0.00058425-0.0013331i
