-0.002478-0.00050498i,-0.0008702+6.9389e-05i,-0.00040617-0.0010565i,-0.00027159-0.00092014i,0.00016562+0.0005638i,0.0010088+0.00023281i,0.0013759-0.00014266i,0.001122-0.00057579i,0.00054884-0.00062607i,-0.00017238-0.00025523i,-0.00027085+0.00012268i,7.2564e-05-0.00029674i,-0.00031568-0.0010626i,-0.0010266-0.0010434i,-0.0010436-9.8149e-05i,-0.00038858+0.00041737i,-0.00024196+0.00027798i,-0.00032875+0.00012756i,5.92e-05-0.00016598i,0.00014218-0.00079044i,0.00052344-0.0013631i,0.0005537-0.00094128i,0.00033716-0.00029609i
0.0012733-0.020718i,0.009321-0.066688i,0.023407-0.12765i,0.054003-0.16805i,0.11602-0.20043i,0.15099-0.23875i,0.081728-0.21651i,-0.01004-0.12662i,-0.023579-0.060157i,-0.0031852-0.043882i,-0.0040788-0.028471i,-0.0090016-0.0052219i,-0.00544+0.006771i,-0.0016662+0.010305i,3.6344e-05+0.010228i,-0.00047798+0.0048825i,-0.0025659-0.0022574i,-0.0030941-0.0055088i,-0.00014857-0.0050663i,0.0044355-0.0046503i,0.0043417-0.0032087i,0.00092532-0.0019267i,-0.0022812-0.0016647i
0.0031948+0.022052i,0.018223+0.058331i,0.054806+0.077328i,0.080023+0.010691i,0.00024302-0.08043i,-0.18867-0.038062i,-0.28114+0.089007i,-0.18171+0.12158i,-0.072994+0.068338i,-0.043204+0.045103i,-0.015425+0.048403i,0.01229+0.02803i,0.012385+3.3615e-05i,0.0045904-0.013693i,-3.6672e-05-0.016297i,-0.00050301-0.014321i,0.0021619-0.012211i,0.0020669-0.011397i,-0.0010472-0.010388i,-0.00097463-0.0064727i,0.0028411-0.0031936i,0.0048336-0.0023121i,0.0039002-0.0018456i
-0.0069658-0.024024i,-0.033705-0.067209i,-0.099458-0.11371i,-0.20461-0.10588i,-0.27797-0.03975i,-0.20171+0.018603i,-0.024972+0.045999i,0.059905+0.043693i,0.032957+0.026049i,0.005723+0.017157i,0.00482+0.0076635i,0.0018117+0.0015329i,-0.0041507+0.0071915i,-0.0029655+0.012772i,-0.00050797+0.013598i,-0.0032616+0.011364i,-0.0081695+0.0095164i,-0.011838+0.0093135i,-0.011264+0.0075486i,-0.0077446+0.0022902i,-0.0067815-0.0011788i,-0.005327+0.00024089i,-0.0016604+0.0019679i
0.014067+0.01639i,0.036687+0.053165i,0.065289+0.092002i,0.093283+0.10986i,0.15927+0.14197i,0.26717+0.18909i,0.31987+0.13544i,0.25338+0.0099224i,0.14405-0.036275i,0.083047-0.025905i,0.051106-0.030515i,0.021261-0.030502i,0.0038798-0.018155i,-0.0025806-0.0097875i,-0.0025013-0.0052692i,0.00063126-0.0021967i,0.0031988-0.00051106i,0.0059977+0.0027859i,0.0076478+0.0038341i,0.0056836+0.00015184i,0.0029186-0.0025817i,0.0014128-0.0028857i,0.00016609-0.0031974i
-0.020858-0.014103i,-0.052613-0.033514i,-0.083378-0.012971i,-0.076052+0.080704i,-0.063647+0.14082i,-0.11476+0.022744i,-0.19964-0.14232i,-0.21197-0.14581i,-0.1357-0.065754i,-0.063536-0.026028i,-0.035767-0.0054362i,-0.017483+0.011014i,0.0015841+0.011028i,0.0096731+0.0049728i,0.0073594+0.0017082i,0.0031952+0.00078988i,0.0031199+0.0027061i,0.0050005+0.0024483i,0.0037994+0.0010938i,0.00038181+0.0040733i,-6.7592e-05+0.0073132i,0.001702+0.0057227i,0.00068548+0.00070604i
0.022623+0.013755i,0.068123+0.032118i,0.13196+0.018792i,0.18315-0.088525i,0.20413-0.25206i,0.16672-0.3055i,0.064588-0.19086i,-0.010839-0.067275i,-0.02101-0.038147i,-0.029561-0.037959i,-0.039814-0.019099i,-0.029401-0.010362i,-0.019299-0.014649i,-0.016342-0.01393i,-0.012041-0.011857i,-0.0066106-0.010453i,-0.0025695-0.010069i,-9.2124e-05-0.012722i,0.0010687-0.015285i,0.0011493-0.015189i,-0.00031613-0.01168i,-0.0028274-0.0040853i,-0.0031848+0.0036854i
-0.023286-0.0084483i,-0.058854-0.023037i,-0.076318-0.025865i,-0.042655+0.020657i,-0.02571+0.14711i,-0.070126+0.32342i,-0.061266+0.41809i,0.010847+0.34972i,0.029547+0.2156i,0.020587+0.12313i,0.035576+0.066546i,0.034818+0.029906i,0.015703+0.013938i,0.0029817+0.009606i,-0.0030499+0.013325i,-0.0040587+0.016186i,-0.0048984+0.013256i,-0.0076066+0.011094i,-0.0064586+0.010462i,0.00025902+0.0091181i,0.0068179+0.0054415i,0.0070456+0.00037745i,0.0027905-0.0036893i
0.024961-0.0021256i,0.05966-0.0020172i,0.054933-0.034004i,-0.066797-0.11901i,-0.21965-0.22423i,-0.19368-0.28698i,-0.020129-0.28663i,0.071739-0.24225i,0.047143-0.16082i,0.013455-0.070641i,-0.0028833-0.017712i,-0.012151+0.00097559i,-0.011082+0.0079445i,-0.0072674+0.0074114i,-0.0046162+0.0014121i,-0.0015816-0.0030303i,-0.00035697-0.0040624i,-0.001459-0.00564i,-0.0049851-0.0065492i,-0.0095857-0.0063099i,-0.011531-0.0040246i,-0.0057317+0.0012767i,0.0046519+0.0032307i
-0.027345+0.0032626i,-0.071443+0.006097i,-0.087615+0.02977i,0.015437+0.095387i,0.22383+0.17734i,0.35162+0.17982i,0.28667+0.063409i,0.15408-0.032985i,0.089251-0.03281i,0.068581-0.031709i,0.03929-0.049104i,0.02116-0.040954i,0.019681-0.021079i,0.019053-0.0064914i,0.019551+0.0026629i,0.018887+0.0036719i,0.01641+0.001854i,0.015302+0.0049704i,0.017169+0.0076561i,0.016765+0.0032846i,0.011517-0.0039588i,0.0020796-0.0079919i,-0.0078332-0.0068161i
0.02678-0.0043109i,0.064716-0.0075154i,0.07092+0.0091097i,-0.037847+0.062392i,-0.24682+0.10903i,-0.41142+0.091823i,-0.43342+0.060064i,-0.34525+0.046353i,-0.23+0.017271i,-0.13731+0.0069935i,-0.066876+0.027951i,-0.024621+0.028433i,-0.012131+0.0079697i,-0.011738-0.0051966i,-0.015764-0.0099636i,-0.017164-0.0089963i,-0.015678-0.0069203i,-0.015977-0.0088423i,-0.016968-0.0085548i,-0.015928-0.0010718i,-0.0095925+0.007251i,-0.0007172+0.0076412i,0.0049505+0.0013113i
-0.027849+0.012987i,-0.059287+0.028708i,-0.042458+0.018665i,0.11021-0.076073i,0.33031-0.2246i,0.4061-0.2617i,0.30649-0.12849i,0.19673+0.0085253i,0.12907+0.03114i,0.059486+0.0050752i,0.0050312-0.0062908i,-0.016308-0.0074078i,-0.016661-0.0039082i,-0.0072172-0.00090942i,0.00066133-0.0017684i,0.0012199-0.0050785i,0.0015458-0.0067547i,0.0074443-0.0058973i,0.013501-0.0070466i,0.012937-0.011167i,0.0054245-0.01282i,-0.0035752-0.0066352i,-0.0073911+0.0034702i
0.02239-0.018969i,0.061938-0.03926i,0.088802-0.034549i,0.029112+0.060443i,-0.094622+0.23602i,-0.11939+0.34757i,0.00047842+0.27566i,0.080508+0.12565i,0.047001+0.068316i,0.026655+0.072301i,0.045223+0.047882i,0.041574+0.02118i,0.020114+0.014382i,0.00094987+0.012358i,-0.0082837+0.013798i,-0.0066865+0.016031i,-0.0050148+0.018708i,-0.0078906+0.021296i,-0.0095491+0.021193i,-0.0057186+0.019573i,0.0028481+0.014404i,0.0086379+0.0059889i,0.0068899-0.0020103i
-0.020131+0.019548i,-0.056665+0.041817i,-0.10116+0.0077838i,-0.13024-0.15941i,-0.14374-0.39305i,-0.15272-0.49373i,-0.13631-0.40595i,-0.079654-0.27401i,-0.020181-0.18939i,-0.005943-0.12491i,-0.019727-0.05706i,-0.0136-0.011103i,0.0068169-0.00059626i,0.015553-0.0028149i,0.012428-0.003741i,0.0055056-0.0041217i,0.0016803-0.0074092i,0.0030661-0.01527i,0.0032967-0.021987i,-0.001345-0.021099i,-0.0087882-0.013176i,-0.01088-0.0032028i,-0.0044443+0.0036547i
0.014128-0.022321i,0.045779-0.055767i,0.089609-0.037699i,0.13749+0.12438i,0.19504+0.36163i,0.21788+0.43051i,0.12742+0.28075i,-0.0091515+0.1289i,-0.049722+0.070791i,-0.014969+0.033372i,0.004742-0.0056992i,0.0015916-0.027423i,-0.007974-0.027377i,-0.011718-0.013817i,-0.0060028-0.0039985i,0.0036729-0.0016378i,0.014211+0.0019888i,0.017726+0.0076783i,0.01597+0.011612i,0.015956+0.011907i,0.017297+0.0073537i,0.015086+0.00073457i,0.0082774-0.0037992i
-0.0076719+0.028054i,-0.038983+0.069584i,-0.10328+0.085884i,-0.20588+0.012703i,-0.31132-0.099261i,-0.33275-0.087136i,-0.2151+0.048463i,-0.069529+0.11394i,-0.03964+0.071627i,-0.063397+0.041921i,-0.042212+0.041427i,-0.014143+0.027542i,-0.0076939+0.0079047i,-0.0055505-0.0038404i,-0.0060437-0.0046697i,-0.0087683+0.0004286i,-0.01505-0.00047541i,-0.024049-0.0052907i,-0.026938-0.0076494i,-0.024332-0.0071358i,-0.018778-0.0025011i,-0.010631+0.0019014i,-0.0032969+0.0024971i
0.007408-0.026364i,0.03673-0.074588i,0.12603-0.10282i,0.31056-0.068629i,0.5104-0.033998i,0.54647-0.087633i,0.39265-0.15236i,0.22803-0.11051i,0.15544-0.031214i,0.11094-0.0081744i,0.048479-0.015171i,0.00017641-0.0046232i,-0.011471+0.016798i,-0.0057671+0.022332i,-0.0015227+0.012264i,0.00046294-0.0028959i,0.0049648-0.012264i,0.014599-0.011491i,0.022621-0.0076926i,0.022632-0.0067179i,0.016241-0.0091732i,0.0075557-0.011346i,0.0022039-0.0096082i
-0.0034932+0.028385i,-0.018378+0.084619i,-0.079889+0.13325i,-0.22838+0.12457i,-0.39713+0.093797i,-0.40648+0.10135i,-0.23283+0.079258i,-0.071298-0.010621i,-0.022253-0.054107i,-0.014283-0.023642i,0.001665+0.0037204i,0.016442+0.0065673i,0.019264-0.0009012i,0.0099544-0.0048508i,0.0033879+0.0005655i,0.00070611+0.0088553i,-0.0038848+0.018248i,-0.0076705+0.025167i,-0.0098723+0.024933i,-0.011442+0.021373i,-0.011393+0.017793i,-0.0083208+0.013517i,-0.004966+0.008195i
-0.0031043-0.03154i,0.0027969-0.098008i,0.052962-0.19189i,0.15927-0.27946i,0.22519-0.3297i,0.11979-0.30367i,-0.07467-0.19855i,-0.15946-0.10691i,-0.12011-0.094603i,-0.068131-0.091641i,-0.039965-0.052396i,-0.016282-0.021174i,0.00084042-0.013059i,0.0065974-0.012684i,0.0016319-0.013385i,-0.0082156-0.012428i,-0.01266-0.014418i,-0.0089999-0.022884i,-0.0029178-0.028452i,0.0012278-0.025032i,0.0024175-0.018463i,0.00010548-0.011322i,-0.0028322-0.0051101i
0.013499+0.036425i,0.019719+0.099469i,-0.016248+0.20523i,-0.12099+0.34106i,-0.18603+0.45766i,-0.063322+0.45972i,0.1239+0.33125i,0.14453+0.19998i,0.053427+0.15198i,0.0080793+0.12389i,0.01183+0.068549i,0.0079275+0.019922i,-0.0075956+0.0040721i,-0.012698+0.0098113i,-0.0042474+0.015075i,0.0090237+0.014557i,0.021535+0.014487i,0.025435+0.016633i,0.020304+0.018666i,0.014741+0.016054i,0.010291+0.011474i,0.0076813+0.0087839i,0.0069404+0.0066101i
-0.021551-0.025973i,-0.039487-0.092113i,-0.033457-0.19914i,0.027926-0.31716i,0.084099-0.37699i,0.030657-0.29925i,-0.06134-0.12174i,-0.065754+0.013481i,-0.03672+0.042206i,-0.029569+0.019284i,-0.027787+0.002555i,-0.026396+0.0034447i,-0.02012+0.0049963i,-0.018302-0.0030116i,-0.021522-0.0052515i,-0.01999-0.00020422i,-0.019159+0.00073095i,-0.023864-0.00043217i,-0.025511-0.0034817i,-0.020055-0.0075995i,-0.013148-0.0085998i,-0.0065692-0.0059635i,-0.0013577-0.0021652i
0.019598+0.023742i,0.055767+0.090958i,0.10017+0.21181i,0.13795+0.34556i,0.16118+0.36985i,0.17412+0.17531i,0.16816-0.098667i,0.16436-0.21216i,0.19006-0.16194i,0.17475-0.085691i,0.10514-0.039478i,0.056614-0.015782i,0.039418-0.0039529i,0.034733+0.0040436i,0.033742+0.0015656i,0.027409-0.012237i,0.019659-0.023495i,0.01875-0.023698i,0.020883-0.016008i,0.017178-0.0075226i,0.010437-0.0021653i,0.0063269-0.001049i,0.0042357-0.0038448i
-0.026783-0.026097i,-0.075496-0.085161i,-0.1403-0.20667i,-0.19249-0.3629i,-0.21341-0.40933i,-0.19409-0.19729i,-0.1278+0.098656i,-0.073286+0.17923i,-0.0961+0.082642i,-0.12283+0.019611i,-0.086121+0.0245i,-0.03591+0.026883i,-0.015911+0.015321i,-0.019554+0.0076171i,-0.02508+0.0093708i,-0.021447+0.016099i,-0.013167+0.023186i,-0.0085169+0.025947i,-0.007972+0.020979i,-0.0080262+0.013956i,-0.0063803+0.008357i,-0.0035318+0.0022472i,-0.0021521-0.00086989i
0.031419+0.022325i,0.093778+0.068976i,0.1913+0.15808i,0.27182+0.25512i,0.2591+0.27523i,0.13512+0.14692i,-0.020446-0.045413i,-0.11793-0.16108i,-0.12503-0.16892i,-0.066201-0.1188i,-0.01173-0.080987i,-0.0044452-0.066789i,-0.010379-0.047611i,-0.00032538-0.032424i,0.0038732-0.027622i,-0.0054534-0.021316i,-0.014811-0.013862i,-0.016109-0.011691i,-0.0084285-0.014137i,-0.0014651-0.014712i,0.0012816-0.012096i,0.00095713-0.0080409i,-0.002349-0.0027817i
-0.030486-0.017661i,-0.1061-0.052846i,-0.24151-0.1162i,-0.38983-0.17255i,-0.4043-0.17599i,-0.1874-0.11136i,0.086674-0.027216i,0.18575+0.073269i,0.13594+0.18312i,0.076221+0.19697i,0.038601+0.12504i,0.018066+0.070809i,0.011751+0.04521i,0.0012669+0.032109i,-0.00079782+0.029947i,0.013363+0.02367i,0.027811+0.010566i,0.03072+0.0013375i,0.020205+0.0012916i,0.0094784+0.0034934i,0.0023387+0.0030653i,-0.0027861+0.0026272i,-0.001695+0.0014192i
0.036207+0.0081207i,0.11953+0.028665i,0.27558+0.072241i,0.45082+0.12396i,0.48098+0.16047i,0.25336+0.15348i,-0.046872+0.13488i,-0.15676+0.11024i,-0.097315+0.0273i,-0.049102-0.050577i,-0.051402-0.048632i,-0.047912-0.013519i,-0.029988+0.00096214i,-0.015561-0.0027184i,-0.010678-0.0074445i,-0.012788-0.0058261i,-0.016087+0.0014582i,-0.0137+0.0083096i,-0.0087135+0.0073971i,-0.0071255+0.00091951i,-0.0067135-0.0025493i,-0.0049677-0.0014889i,-0.0027256+0.0010179i
-0.039821-0.00086971i,-0.12015-0.0057016i,-0.25947-0.0016925i,-0.39844+0.017767i,-0.42197+0.013147i,-0.27624-0.03634i,-0.061709-0.09779i,0.099249-0.14378i,0.1608-0.14896i,0.13057-0.094983i,0.08644-0.026351i,0.067467-0.0077297i,0.039926-0.015999i,0.013645-0.0086529i,0.0071488-0.0046528i,0.003634-0.01339i,-0.0064353-0.02254i,-0.015052-0.025262i,-0.012621-0.016894i,-0.0029616-0.0041952i,0.0035758+0.0039702i,0.0061504+0.0077232i,0.0064478+0.0044827i
0.035527-0.0056483i,0.1165-0.021284i,0.27071-0.081052i,0.44424-0.1911i,0.5137-0.24001i,0.4254-0.12566i,0.28408+0.026848i,0.13254+0.057887i,-0.034076+0.034666i,-0.10037+0.043361i,-0.058475+0.036165i,-0.02209+0.015122i,-0.0056259+0.011539i,0.0075102+0.0054932i,0.0042948+0.0020491i,-0.0011886+0.012187i,0.0057519+0.023673i,0.018501+0.02482i,0.020703+0.013849i,0.0098025+0.0013291i,0.0011669-0.0054518i,-0.00097469-0.0067669i,-0.00024551-0.0026658i
-0.026272+0.011591i,-0.10854+0.037858i,-0.25556+0.11191i,-0.4178+0.23157i,-0.48647+0.28595i,-0.40853+0.19128i,-0.28848+0.036126i,-0.21484-0.038953i,-0.14361-0.026992i,-0.05846-0.01709i,-0.0097766-0.03122i,-0.0097498-0.032899i,-0.019166-0.012979i,-0.019664+0.0048431i,-0.016657+0.010518i,-0.010241+0.010769i,-0.0061501+0.01045i,-0.0097557+0.013925i,-0.0080435+0.015233i,0.00099535+0.0093485i,0.0085555+0.0041247i,0.012424-0.00055256i,0.0084313-0.0079871i
0.032691-0.012368i,0.10004-0.053215i,0.2006-0.15829i,0.26604-0.31928i,0.24654-0.41027i,0.16165-0.33826i,0.082616-0.18193i,0.066748-0.045963i,0.094609+0.025945i,0.087726+0.024414i,0.030603+0.0080558i,0.0021056+0.0096701i,0.011831-0.0064071i,0.014378-0.022378i,0.014859-0.018276i,0.018584-0.017468i,0.020074-0.028283i,0.020463-0.041713i,0.01152-0.041161i,-0.0039848-0.023151i,-0.013914-0.0083588i,-0.017147-0.0027225i,-0.012311+0.0032988i
-0.034323+0.017801i,-0.087251+0.08069i,-0.14679+0.23669i,-0.1464+0.47227i,-0.079069+0.62063i,0.0023158+0.54182i,0.061156+0.35456i,0.08172+0.2075i,0.059743+0.099308i,0.014894+0.039606i,-0.0040576+0.02942i,0.001752+0.023724i,-0.00053449+0.019958i,-0.0030813+0.022066i,0.00034826+0.015369i,0.00070402+0.0044407i,-0.0015873+0.0035506i,-0.00027733+0.012833i,0.0061794+0.015296i,0.011939+0.005456i,0.011602-0.0051963i,0.0051666-0.008194i,-0.00231-0.0056009i
0.022704-0.023952i,0.076318-0.089049i,0.13207-0.2405i,0.12699-0.44952i,0.056016-0.54692i,-0.014852-0.43346i,-0.026355-0.26595i,-0.010247-0.20739i,-0.036142-0.19467i,-0.061764-0.12199i,-0.032846-0.042668i,-0.0094184-0.021342i,-0.021197-0.022975i,-0.027662-0.021464i,-0.025867-0.01982i,-0.031676-0.0098117i,-0.040209+0.0028549i,-0.047534+0.0055301i,-0.044781+0.0071839i,-0.028338+0.010638i,-0.012255+0.011756i,-0.0032777+0.013536i,0.003674+0.011405i
-0.024952+0.025417i,-0.05491+0.087246i,-0.038857+0.21324i,0.086357+0.34706i,0.23746+0.35212i,0.24652+0.19176i,0.12399+0.025539i,0.027228-0.0036678i,0.030726+0.051345i,0.0698+0.05675i,0.060643+0.0092708i,0.027703-0.0076563i,0.022399+0.0072682i,0.023676+0.012277i,0.01469+0.010681i,0.012682+0.0085118i,0.022797+0.0039553i,0.036136+1.107e-05i,0.037997-0.0074833i,0.022794-0.013002i,0.0074527-0.010357i,0.0027969-0.0059344i,0.002008-0.0025077i
0.016952-0.033101i,0.027846-0.10414i,-0.032409-0.24837i,-0.22176-0.40075i,-0.40969-0.39831i,-0.39569-0.19598i,-0.23886+0.0012067i,-0.14876+0.046433i,-0.13972+0.02279i,-0.11311+0.017535i,-0.068242+0.022518i,-0.03675+0.023635i,-0.018089+0.02038i,-0.0092558+0.014249i,-0.0053889+0.014252i,0.002521+0.019548i,0.012742+0.02392i,0.015809+0.024858i,0.012246+0.024254i,0.009979+0.019665i,0.0086663+0.0097009i,0.0075841-0.0013291i,0.0044609-0.0095522i
-0.0222+0.029463i,-0.033331+0.10422i,0.017308+0.23279i,0.16978+0.33733i,0.29787+0.30872i,0.26473+0.18806i,0.17555+0.12497i,0.18096+0.099548i,0.18996+0.021618i,0.10224-0.044274i,0.021722-0.03237i,0.012835-0.011337i,0.014984-0.019611i,0.0078068-0.020487i,0.0062265-0.014876i,0.001423-0.021241i,-0.012425-0.035674i,-0.026092-0.045929i,-0.027891-0.043102i,-0.019132-0.02745i,-0.0098438-0.010062i,-0.0046708+0.00092727i,-0.0011388+0.0063588i
0.015271-0.033983i,0.015549-0.089985i,-0.059414-0.1508i,-0.227-0.12301i,-0.32608+0.0049471i,-0.21309+0.067786i,-0.057658-0.032658i,-0.066805-0.11196i,-0.11959-0.031169i,-0.063537+0.06275i,0.0098995+0.053766i,0.019401+0.01719i,0.0083099+0.0050444i,0.0018546-0.00109i,-0.0034355-0.0040622i,-0.0031609-0.0039873i,0.0030226-0.003198i,0.012934-0.0015995i,0.018788-0.0024333i,0.013103-0.0062132i,0.00016413-0.0089043i,-0.011526-0.0079516i,-0.015615-0.0038214i
-0.010516+0.034566i,0.010008+0.094908i,0.13496+0.15821i,0.36561+0.12599i,0.48918-0.014845i,0.3525-0.11347i,0.16782-0.086623i,0.13417-0.063434i,0.13202-0.092946i,0.070303-0.077964i,0.021981-0.034915i,0.0023357-0.020356i,-0.010511-0.010343i,-0.013349+0.00073252i,-0.012272+0.0032966i,-0.011288+0.011532i,-0.01157+0.031455i,-0.014195+0.050036i,-0.013091+0.049076i,-0.0054506+0.031355i,0.0070957+0.014997i,0.018802+0.0067314i,0.021256+0.0022367i
0.012043-0.038705i,-0.0017823-0.10324i,-0.073275-0.17002i,-0.19347-0.15003i,-0.24251-0.030573i,-0.20201+0.074453i,-0.20259+0.12259i,-0.2217+0.17505i,-0.14138+0.16191i,-0.04018+0.048378i,-0.01961-0.019761i,-0.019966-0.0082562i,-0.007662+0.0043034i,-0.0037528+0.0060478i,-0.0028575+0.012409i,-7.7025e-05+0.01222i,0.0039157-0.0055136i,0.0051442-0.03139i,-0.00042776-0.038605i,-0.006419-0.022666i,-0.0085162-0.003884i,-0.0098115+0.0061117i,-0.0087546+0.0070012i
-0.0066209+0.035433i,0.0090745+0.07946i,0.074384+0.076469i,0.14584-0.055586i,0.1186-0.22503i,0.061111-0.2408i,0.12441-0.16542i,0.18912-0.18759i,0.099492-0.20792i,-0.0083898-0.10831i,-0.016788-0.017006i,0.0015107+0.0010601i,0.0045196-0.00077284i,0.0065001-0.0042477i,0.0087059-0.012705i,0.015447-0.021044i,0.025197-0.020852i,0.03705-0.010993i,0.04454-0.0044i,0.03631-0.0080539i,0.019666-0.016279i,0.007352-0.020757i,0.0021775-0.016592i
0.0029172-0.02976i,-0.028051-0.076681i,-0.12444-0.082658i,-0.23748+0.028373i,-0.21852+0.18235i,-0.071878+0.22311i,0.020454+0.16987i,0.020479+0.16207i,0.0081394+0.17753i,-0.0060404+0.13431i,-0.015806+0.070055i,-0.010365+0.025753i,-0.005195+0.0039145i,-0.0011299+6.5079e-06i,0.0019121+0.0025299i,-0.0061143+0.0092408i,-0.025176+0.015946i,-0.046485+0.01895i,-0.049932+0.018468i,-0.031427+0.012501i,-0.014963+0.0082152i,-0.0061196+0.011572i,-0.0005577+0.012641i
0.003385+0.04138i,0.031347+0.095992i,0.09781+0.14143i,0.14428+0.12288i,0.070605+0.057086i,-0.069836-0.013564i,-0.1378-0.092868i,-0.1308-0.15512i,-0.077965-0.13535i,0.0013339-0.070498i,0.039636-0.038605i,0.02372-0.025799i,0.0018902-0.013307i,-0.014306-0.0082876i,-0.028087-0.0087826i,-0.030221-0.013672i,-0.01943-0.018999i,-0.0016871-0.024916i,0.0064741-0.029942i,-0.00027104-0.023075i,-0.0057731-0.0082983i,-0.0040423-0.00088645i,-0.0017814-0.0029788i
-0.0060012-0.030026i,-0.022589-0.068149i,-0.046078-0.067709i,-0.0057258+0.00070302i,0.13394+0.049482i,0.22077+0.036406i,0.16837+0.050995i,0.1194+0.088252i,0.11536+0.059524i,0.075514+0.0066774i,0.018513+0.0061706i,-0.0031483+0.022896i,-0.0013167+0.020559i,0.0043639+0.012255i,0.012991+0.012639i,0.023897+0.020835i,0.033316+0.026689i,0.039044+0.029413i,0.033967+0.029662i,0.017751+0.022186i,0.0059077+0.0097346i,0.0047737-0.00094077i,0.0031345-0.0058799i
0.0095337+0.02702i,0.050121+0.064002i,0.13948+0.060755i,0.20911-0.0098385i,0.15011-0.042397i,0.029432+0.01695i,-0.0039142+0.05058i,-0.012971-0.0081911i,-0.072688-0.066389i,-0.099696-0.060321i,-0.062105-0.037585i,-0.018903-0.024775i,-0.0026213-0.0075005i,-0.0024463+0.01003i,-0.0047642+0.013283i,-0.008092+0.0055111i,-0.017555-0.0031925i,-0.03256-0.012503i,-0.036813-0.015684i,-0.019951-0.0097447i,0.00044812-0.0066709i,0.0059661-0.0074726i,0.003365-0.004881i
-0.012761-0.033118i,-0.050963-0.082925i,-0.12862-0.1371i,-0.2028-0.18521i,-0.19911-0.24386i,-0.13089-0.25422i,-0.078507-0.16467i,-0.041722-0.043528i,-0.013499+0.033004i,0.0011072+0.057725i,0.015844+0.048942i,0.022341+0.025966i,0.018171+0.0023847i,0.011802-0.013734i,0.0092367-0.016422i,0.0079638-0.01335i,0.0049238-0.014659i,0.0085758-0.017241i,0.018234-0.012376i,0.019108-0.0053674i,0.0072212-0.00012559i,-0.0051976+0.0079073i,-0.0090239+0.015385i
0.0071611+0.027851i,0.043478+0.065402i,0.10111+0.083416i,0.12833+0.088062i,0.091119+0.15006i,0.06762+0.20883i,0.095822+0.14554i,0.095663+0.049039i,0.071476+0.030555i,0.053545+0.03606i,0.02206+0.015239i,-0.0052438-0.0068124i,-0.0073732-0.014622i,-0.0043738-0.014271i,-0.009913-0.013927i,-0.010548-0.010594i,0.00050725+0.0058239i,0.0091373+0.029412i,0.0082273+0.036166i,0.0029841+0.021442i,-0.00020744+0.0065298i,0.0039914-0.00023797i,0.010177-0.0061628i
-0.013677-0.028749i,-0.069847-0.054163i,-0.18368-0.035214i,-0.30057+0.037744i,-0.32242+0.066435i,-0.24086+0.04397i,-0.13574+0.049026i,-0.051724+0.046602i,0.00070186-0.0061178i,0.01595-0.047993i,0.01435-0.039369i,0.0091249-0.019744i,-0.0023993-0.009675i,-0.0077356-0.00029943i,-0.0029637+0.01184i,-4.2143e-05+0.020586i,-0.0023778+0.01431i,-0.0044984-0.0048993i,-0.0043914-0.021634i,-0.0034248-0.023348i,-0.0015812-0.012014i,0.0012879+0.00060442i,0.0027989+0.0069024i
0.020941+0.031977i,0.083784+0.067161i,0.22517+0.087757i,0.41254+0.074744i,0.51949+0.054164i,0.44239-0.0067883i,0.26618-0.12313i,0.13029-0.20452i,0.049883-0.1874i,0.0024805-0.10574i,-0.012719-0.03307i,-0.011946-0.0010365i,-0.015501+0.0097506i,-0.019067+0.013579i,-0.018355+0.0031715i,-0.014249-0.019401i,-0.0077752-0.04019i,0.00033419-0.050408i,0.0052355-0.046658i,0.0033535-0.031007i,-0.00065286-0.018554i,-0.003727-0.018899i,-0.0048166-0.020912i
-0.023242-0.027596i,-0.071728-0.049557i,-0.16278-0.040106i,-0.25825-0.00070643i,-0.29812+0.011571i,-0.27588+0.021405i,-0.2357+0.10089i,-0.19688+0.20083i,-0.1545+0.21926i,-0.096988+0.14821i,-0.047807+0.063138i,-0.020668+0.02414i,0.0042272+0.01304i,0.021019+0.0037022i,0.027214+0.0074729i,0.029038+0.022683i,0.026107+0.036525i,0.017971+0.043449i,0.007187+0.039516i,3.0073e-05+0.026298i,-0.00076419+0.013116i,0.0017069+0.0078219i,0.0024301+0.0075482i
0.02687+0.018672i,0.093629+0.027217i,0.22822-0.036956i,0.35575-0.18887i,0.34629-0.28446i,0.2268-0.22537i,0.14632-0.1345i,0.13078-0.14339i,0.10227-0.18096i,0.050776-0.13367i,0.027463-0.052647i,0.021724-0.015018i,0.0062086+0.0014462i,-0.010254+0.0099888i,-0.025557-0.00089805i,-0.040832-0.012672i,-0.051659-0.0086232i,-0.055513+0.0039108i,-0.045439+0.011853i,-0.022645+0.012693i,-0.0044644+0.012185i,-0.00068102+0.011277i,-0.0024112+0.0082001i
-0.019475-0.017774i,-0.088656-0.043084i,-0.22999-0.020673i,-0.39278+0.084238i,-0.42782+0.19692i,-0.27459+0.24791i,-0.052696+0.24643i,0.097057+0.23381i,0.13946+0.2097i,0.10554+0.14143i,0.05011+0.075405i,0.023921+0.037925i,0.019727-0.0029899i,0.016524-0.02741i,0.019893-0.017731i,0.03144-0.0021297i,0.045228-0.0049242i,0.055296-0.019099i,0.048703-0.021381i,0.025707-0.0093175i,0.0085057-0.00020292i,0.0023723-0.0040386i,-0.001964-0.012907i
