0.00062495+0.00062003i,0.00018372-0.00048689i,0.00017748-0.0026462i,0.00014938-0.0048044i,-0.0014138-0.0045353i,-0.0029007-0.0016309i,-0.0027236+0.001283i,-0.0008291+0.0016755i,6.9849e-05+0.00060666i,0.00044166+0.00023322i,4.5739e-06-0.00018563i,-0.0012368-0.00021619i,-0.0012624+0.00020978i,-0.00030145-5.3243e-05i,-0.00024786+0.00047109i,-0.00026426+0.001023i,0.00051816+0.00054248i,0.00056325+0.00025354i,0.00053103-0.0004213i,0.0005735-0.00062756i,0.00036358+7.9825e-05i,-0.00019935+0.00092106i,-0.00038515+0.0009113i
0.0033698-0.00055643i,0.0026824-0.0013441i,0.00048945-0.0025592i,-0.0008747-0.0037498i,-0.00050196-0.0039347i,-0.0016623-0.0034518i,-0.0030752-0.0011517i,-0.001102+0.001313i,0.0015077+0.00090398i,0.0020882-0.0005032i,0.0017071-0.00091786i,0.0013133-0.00062582i,0.00029819-0.00035177i,-0.00071828+0.00032518i,-0.00079497+0.0012668i,-0.00096888+0.0010336i,-0.0010517+0.00010959i,-0.00056122-0.00017286i,-0.0010061-0.00030392i,-0.0015782-6.6967e-05i,-0.0012704+0.00023226i,-0.0012958-0.00049637i,-0.00083156-0.0017679i
-0.0023142+0.0012916i,-0.00094075+0.0015295i,0.0016559+0.00098657i,0.0044449-0.00077701i,0.005476-0.004275i,0.0036062-0.0061146i,0.00083235-0.0041108i,0.0003804-0.0016013i,0.0010376-0.0013828i,0.0010816-0.0022111i,0.00053398-0.0023799i,-0.00010077-0.0025134i,-0.0010321-0.0019298i,-0.0013747-0.00083906i,-0.00080614-0.00064343i,-0.00030722-0.00035294i,-0.00078397+6.9543e-05i,-0.00089662-7.4801e-05i,2.4424e-05-1.6251e-06i,0.00099657+0.0011659i,0.0013599+0.0019879i,0.00084715+0.0021487i,0.0007003+0.0023735i
0.00011469-0.0031064i,-0.00050719-0.0025134i,-0.0019423-0.0026124i,-0.0019361-0.0021693i,-0.00048673-0.0026228i,0.00051319-0.0023127i,0.0012537-0.0015292i,0.0017928-0.0018453i,0.0009088-0.0025808i,-0.00076223-0.0031209i,-0.0020503-0.0027204i,-0.0015501-0.0017018i,-0.00063997-0.0010198i,-0.00012236-0.00017733i,0.00044189+0.0011896i,0.00062305+0.00093695i,0.00021855+0.00017878i,0.00020473+0.00027749i,0.00019699+0.00082845i,-0.00013491+0.00089597i,-0.00047849+0.00060954i,-0.00083148-0.00010814i,-0.0013083-0.00060343i
-0.00059629-0.00073588i,0.00020953-0.0012177i,0.00061454-0.0028222i,0.0021285-0.0051533i,0.0027346-0.0071824i,0.00047901-0.0070636i,-0.0016789-0.005703i,-0.0011526-0.0036684i,-0.0011044-0.0025574i,-0.0020742-0.001474i,-0.0020777+0.00068524i,-0.0014623+0.0017421i,-0.0012496+0.00049508i,-0.0013287-0.00053995i,-0.00058475-0.00026879i,0.00019904-0.00052682i,0.00017937-0.00082489i,-0.00014244-0.00040956i,0.00032307-0.00037441i,0.0003951+3.8276e-05i,-0.00021227+0.00065659i,0.00042267+0.00077224i,0.0017091+0.0010119i
0.00066248-0.00025422i,3.2116e-05+0.00057598i,-0.00079233+4.2273e-05i,0.0001858-0.0020842i,0.0016725-0.0032398i,0.0014129-0.0032718i,3.9232e-05-0.0030721i,-0.00029768-0.0015058i,-2.9506e-06-0.00063472i,-2.9798e-07-0.00020917i,0.00095624+0.00095836i,0.0013744+0.0005105i,0.0009576+0.00028484i,0.00023689+0.00072275i,-0.00026838+7.7967e-05i,-0.00016866-0.0010459i,0.00034518-0.0016412i,0.00074161-0.00082291i,0.0005412+0.00050359i,-0.00032316+0.00072001i,-0.00079621-7.8894e-05i,-0.0013114-0.0011275i,-0.0017043-0.0005033i
0.00015338+0.0012549i,0.00063084-0.00038952i,0.0028609-0.0013038i,0.0041006-0.0026997i,0.0038592-0.0057356i,0.0014149-0.0069466i,-0.0019575-0.0054016i,-0.0021985-0.002281i,-0.00035064-0.00036511i,0.0011866-0.00038087i,0.0022207-0.00063951i,0.0022895-0.00027713i,0.0018238+0.00016806i,0.0010097+0.00057431i,-0.00045045+0.00055524i,-0.00065221+0.00075217i,-0.00031683+0.00080321i,-0.0003281+1.8732e-05i,-0.00020815-0.00081656i,-0.00047153-0.0010119i,-0.00059756-0.0008657i,-9.9756e-05-0.00050536i,-4.7132e-05-0.00016026i
-0.0038927+0.00022537i,-0.0038312+1.4644e-05i,-0.0028436+6.8718e-06i,-0.00012598+0.00024553i,0.0030428-0.00074793i,0.0040462-0.0029417i,0.0012542-0.0038444i,-0.00078433-0.0039586i,0.00035427-0.0034672i,0.0014757-0.0026982i,0.0016643-0.0026518i,0.0020677-0.0032373i,0.0017405-0.0032739i,0.0013867-0.0022525i,0.001612-0.0013224i,0.0014937-0.00049931i,0.0012775+0.00013497i,9.521e-05+0.00063805i,-0.00080722+0.00097618i,-0.0010182+0.0014132i,-0.0010019+0.0015415i,-0.00072212+0.0016336i,-0.00019808+0.0018276i
-0.0010075+9.6315e-05i,-0.00039605+0.00077655i,0.00072798-0.00027371i,0.0016406-0.0026823i,0.0020968-0.0051637i,0.00066227-0.005978i,-0.0019245-0.0035163i,-0.0023485-0.0011043i,-0.00097173-0.0018758i,-0.0012921-0.0029309i,-0.0019546-0.0025764i,-0.0019079-0.0020632i,-0.0025267-0.0019971i,-0.0019477-0.0011379i,-9.3045e-05+0.00035557i,0.00034021+0.0011443i,-0.00028475+0.00085281i,-0.00030299-0.00044881i,-0.000234-0.00084165i,-0.00059427+0.00018682i,-0.00025947+0.00019803i,0.00048077-0.00021392i,0.00024229+5.5822e-05i
0.00049927+0.00086735i,0.0008006-8.8195e-05i,0.0018771-0.00046204i,0.0029919-0.0018446i,0.0036066-0.0051166i,0.002041-0.0065667i,-0.0012509-0.0049158i,-0.0027172-0.0024988i,-0.0024594-0.0017315i,-0.0028245-0.0019232i,-0.0033124-0.00056352i,-0.0024352+0.0004168i,-0.0015876+0.00017052i,-0.00095609-0.00021526i,-0.00012952-0.00062718i,0.00045092-0.00079681i,0.00012422-0.00072972i,-0.00036233-0.00057113i,-0.00054503-0.00029789i,-0.00040546-0.00022173i,0.00013755+0.00012705i,0.00076811+0.00066774i,0.00041197+0.0008702i
-0.00094415+0.0010978i,0.00013909+0.00083832i,0.00087979+1.3221e-05i,0.0019693-0.0012851i,0.0026635-0.0031233i,0.0017131-0.0044763i,-6.4467e-05-0.0030894i,-0.00083488-0.00087091i,-0.0010237+3.0836e-05i,-0.0010551+0.00066964i,-0.0013379+0.0015318i,-0.0012234+0.0016329i,-0.00089563+0.0013393i,-0.0013966+0.0013927i,-0.0016703+0.00041405i,-0.00097798-0.00055146i,-0.0004854-0.00059537i,-0.00041362-0.00029245i,-3.6589e-05+0.00035628i,0.00043367+0.00083653i,0.00082507+0.00052279i,0.00055887-0.00028084i,-0.00063087-0.00032628i
-0.00045239+0.0017441i,0.0012046+0.0016031i,0.0034392+0.00016232i,0.0044664-0.0030568i,0.0044801-0.0067724i,0.0025783-0.0082967i,-0.0003253-0.0056495i,-0.00048244-0.0018834i,8.4543e-05+0.00068795i,-1.6536e-05+0.0015801i,0.0011627+0.0014706i,0.0017118+0.00063034i,0.00099843-0.00055425i,0.00019507-0.00033915i,-0.00026682-6.1976e-05i,-0.00056267-0.00075496i,-0.00051022-0.001269i,-0.00042048-0.00040127i,-0.00074945+7.5926e-05i,-0.0007309-5.6528e-05i,5.3381e-05-0.00019512i,0.00069764+0.00013398i,0.00044242+0.0011716i
-0.00051254-0.0014952i,-0.0013883-0.0013331i,-0.0018918-0.0011959i,-0.00093427-0.0018974i,9.6122e-05-0.002613i,-0.0011362-0.0032506i,-0.0026755-0.0024788i,-0.0010734-0.0017279i,0.0013736-0.001315i,0.0021462-0.0012972i,0.0024169-0.0017065i,0.0028345-0.0015263i,0.0024854-0.00042855i,0.00096567+0.00056573i,-0.00032215+0.0010646i,-0.00090859+0.0011822i,-0.0013613+0.0015729i,-0.0016628+0.001208i,-0.0007393+0.00056307i,-0.00061816+0.0006006i,-0.00096429+0.00073496i,-0.00075149+0.00068668i,-0.00080161+0.00053658i
0.0010058-0.00039661i,2.5286e-05-0.0019205i,0.00092304-0.0029565i,0.0015783-0.0045034i,0.0012832-0.0070596i,0.0007957-0.0083879i,0.00024271-0.0059329i,0.00043809-0.003632i,0.0016881-0.0037996i,0.0018657-0.0048873i,0.00076337-0.0046313i,0.00018562-0.0033697i,-0.00039273-0.0021585i,-0.00056171-0.0011007i,0.00026635-0.00014217i,0.00063034+0.00019293i,0.0008208-0.00056267i,0.0014009-0.00097897i,0.0012968+8.957e-05i,0.00052208+0.00055034i,-0.00020456+0.00074432i,-0.00054986+0.0013688i,-4.1467e-05+0.0015463i
0.00059086+0.0011934i,0.0010978+0.00050738i,0.0021984-0.00092681i,0.0048759-0.003444i,0.0060711-0.0049972i,0.0028487-0.0041845i,-0.0013791-0.0025092i,-0.0031691-0.002008i,-0.0030389-0.0029243i,-0.0024609-0.0036339i,-0.0024231-0.0029856i,-0.0021036-0.0024115i,-0.0019553-0.0018919i,-0.0016504-0.00040885i,-0.00068781+0.0007643i,-0.00012286+0.0011287i,-9.3507e-05+0.0017447i,-0.00056994+0.0022978i,-0.00074289+0.0013674i,-0.00024643+0.00051963i,0.00076429+0.00075125i,0.00054234+0.0011859i,-0.00073951+0.0012512i
0.0018118-0.0037331i,0.00036108-0.0042993i,-0.00097749-0.0048547i,-0.0012216-0.0062046i,-0.00080419-0.007891i,-0.00077082-0.0073736i,-0.0019266-0.0035515i,-0.0027635-0.0004546i,-0.0033689-0.00062978i,-0.004405-0.00074214i,-0.0039226+0.00083261i,-0.0017331+0.0021381i,-0.0010351+0.0021222i,-0.00065663+0.0010452i,0.00053635-0.00034961i,0.00086611-0.0015205i,-0.00046041-0.0021439i,-0.00066608-0.0017188i,-1.6112e-05-0.00021272i,0.0001263+0.00042615i,0.00011159+0.00026429i,0.00044386+0.0006933i,0.0011803+0.00066086i
-0.0006161+0.0027591i,0.00014263+0.0018494i,0.0029198+0.00092977i,0.005534-0.0011027i,0.0069446-0.0039594i,0.0044983-0.0051034i,0.00019341-0.0030869i,-0.0015687-0.0011399i,-0.0014663-0.0001969i,-0.0010344+0.0011332i,-0.00034098+0.0012519i,-5.9778e-05+0.00031184i,-0.00062429-0.00037899i,-0.0011009-0.00020235i,-0.0013644+0.00031935i,-0.0011828+0.00030233i,-4.4195e-05+0.00027313i,0.00044972+0.0010282i,-0.0003122+0.0017298i,-0.00034556+0.00091686i,0.00014763-0.00033239i,0.00066932-0.00096562i,0.00054337-0.00028001i
0.0025189-0.00088887i,0.002826-0.0023069i,0.0038586-0.0041208i,0.0031182-0.005473i,0.0012339-0.0070513i,0.00010341-0.0064664i,-0.00022446-0.0027931i,0.00074309+0.00050113i,0.0024112+0.0016033i,0.0024934+0.00097603i,0.0022285+0.00027107i,0.0018846+9.4555e-05i,0.00070543+2.7288e-05i,0.00017445+0.00023542i,7.5808e-05+0.00023344i,-0.00016601-0.0002464i,-0.00079461-0.00090819i,-0.0014248-0.0010669i,-0.0014425-0.0017606i,-0.00084935-0.0015841i,-0.0013538-0.00090293i,-0.0020698-0.0012157i,-0.001705-0.00082i
0.0021396-0.0016545i,0.0014636-0.0029531i,0.0010703-0.0043852i,0.00092531-0.0059933i,0.0011368-0.0066819i,-0.00038771-0.0062197i,-0.002092-0.0036353i,-0.0001152-0.0014417i,0.0027534-0.0017993i,0.0036867-0.0030038i,0.0029937-0.0028829i,0.0011277-0.0023504i,-0.00027706-0.0011939i,0.00015127+0.00027885i,0.00071055+0.001053i,-0.00026735+0.001961i,-0.00050357+0.002195i,2.7339e-05+0.0014997i,1.9708e-05+0.0013067i,-0.00013784+0.00074458i,-0.00029153+0.00035133i,-0.00080703+0.00046885i,-0.00065605+0.00078827i
-0.00057585+6.9454e-05i,-0.00029908+0.00032831i,0.00085192+0.0018414i,0.0036147+0.0014229i,0.0045007-0.00036553i,0.0016034-0.0028465i,-0.00074383-0.0040167i,-6.4247e-05-0.0034282i,0.0012917-0.0042058i,0.00076459-0.0051684i,-0.00052172-0.0037667i,-0.00019053-0.0014224i,-0.00045125-0.0013639i,-0.00054492-0.0019481i,0.00054478-0.0014728i,0.00052712-0.0003297i,-0.00037901+0.00046313i,-0.0002663+0.00040563i,-0.00044897-0.00015364i,-0.0011407-3.3111e-05i,-0.00077999+7.8624e-05i,9.1671e-05-8.6017e-05i,0.0002762+0.00038028i
0.0017137+0.00065764i,0.0012225+0.00032621i,0.001604-0.0013314i,0.0030503-0.0047388i,0.0050616-0.0084292i,0.0031979-0.0081594i,-0.0023852-0.0059686i,-0.0052199-0.005084i,-0.0047277-0.0056629i,-0.0037203-0.0047617i,-0.0026073-0.0022029i,-0.0013432-0.00095743i,-0.0021559-0.00042091i,-0.0022014+0.00056711i,-0.00040165+0.0010074i,0.00099316+0.00081088i,0.0016783+0.00013961i,0.0011807-0.00048037i,0.001021+1.3023e-05i,0.00070357+0.00055848i,0.00037494+0.00014624i,0.00047531+0.00014311i,0.00020086-0.00018011i
-3.7762e-05-0.00071361i,-0.00038635-0.00058076i,-0.0012703-0.0012142i,-0.0017035-0.0018109i,-0.00094836-0.0018904i,-0.00065073-0.0023886i,-0.0011663-0.0025717i,-0.0017628-0.0020647i,-0.0028541-0.0023188i,-0.0030258-0.0019329i,-0.0014873-0.00018228i,-0.00011776+0.00031695i,8.9244e-05-0.00062997i,0.00080344-0.0010838i,0.0014258-0.001315i,0.0014315-0.0018302i,0.00054827-0.0016452i,-0.0013554-0.00020651i,-0.0016404+0.0010388i,-0.00062791+0.0010518i,0.0001119+0.00088977i,0.00084547+0.00050074i,0.00088966+0.00066653i
0.00033746+0.0010921i,-4.948e-05+0.00047629i,0.0019663-0.00032728i,0.004848-0.0023197i,0.0063237-0.0049439i,0.0041415-0.0054715i,-1.1532e-05-0.0025377i,-0.0019999+0.0014256i,-0.0018755+0.0026435i,-0.0010847+0.0020605i,-7.404e-05+0.0015307i,0.00013213+0.0012835i,-0.0005211+0.0010862i,-0.00037999+0.0018098i,-6.3647e-05+0.0017412i,0.00018941+0.00090694i,0.0007+0.00084002i,0.00053055+0.00024037i,0.0010375-0.00015935i,0.001255-0.00025858i,0.00029015-0.00015864i,-0.00017249+4.8987e-05i,-1.2347e-05-0.00036033i
0.0023824+0.00081839i,0.0011065-0.0022739i,0.001457-0.0043361i,0.0027979-0.0048338i,0.0013597-0.0048578i,-0.0022087-0.0052194i,-0.003415-0.0039093i,-0.0012563-0.0011629i,0.0018879+0.00047646i,0.0027258+0.00045224i,0.0019706-0.00098346i,0.0015833-0.0014502i,0.00094211-0.00052844i,1.4708e-05-0.0008924i,-0.00057073-0.0021485i,-0.0011107-0.0028099i,-0.0014567-0.0023694i,-0.0020905-0.00089537i,-0.0019025-0.00016727i,-0.00071267-0.00043499i,5.3512e-05-0.00098952i,0.00027468-0.00084597i,0.00015322-7.9936e-06i
0.00086455-0.00045886i,0.00030009-0.0013539i,0.00047204-0.0018362i,0.002225-0.003428i,0.0050548-0.0060537i,0.0046094-0.0076115i,0.0022276-0.0053386i,0.0031793-0.0018437i,0.0053747-0.0017205i,0.0046768-0.002948i,0.0020665-0.003154i,-5.977e-05-0.0019872i,-0.0010077-0.00062039i,-0.00089177+0.00034301i,-0.0003787+0.0022785i,-0.00027994+0.0030918i,-0.00042519+0.0014567i,0.00066827+0.00016642i,0.0017473+0.00038168i,0.0013169+0.00063039i,0.0011082+0.00049627i,0.0010938+0.00046104i,-0.0006823+0.0012777i
-0.00049345+0.0012823i,0.00029575+0.0017779i,0.0020716+0.00099922i,0.0039162-0.0007678i,0.0050558-0.0022894i,0.0026635-0.003076i,-0.00070613-0.0038141i,-0.00050119-0.0051354i,0.00052206-0.0063125i,-0.00034589-0.005881i,-0.0010824-0.003666i,-0.00065012-0.0018323i,-1.4811e-05-0.001551i,-0.00056137-0.0012959i,-0.00080951-0.001278i,-0.00089303-0.0014241i,-0.0010168-0.00042108i,-0.0015565-9.1512e-05i,-0.0021872-0.00071341i,-0.0022557-1.9492e-05i,-0.0011917+7.6435e-05i,0.00048668-0.00068391i,0.000933-0.00081137i
0.0022925-0.0016499i,0.00090519-0.0015908i,-0.00040216-0.0035844i,-0.0017761-0.0059611i,-0.0019495-0.0080152i,-0.0014799-0.0080664i,-0.002283-0.0053348i,-0.0031287-0.0039161i,-0.003814-0.0049411i,-0.0044054-0.0047393i,-0.003585-0.0024086i,-0.0015651+0.00025161i,-0.00047828+0.0014214i,-0.00052243+0.0015844i,6.6174e-05+0.0019805i,0.0018695+0.0025638i,0.0028151+0.0019903i,0.0021109+0.00071476i,0.001647+0.00075632i,0.0010239+0.0014338i,0.00062438+0.0016198i,-3.152e-05+0.0015302i,-0.0014708+0.0012486i
-0.00041792-0.00028939i,0.0012494-0.00034756i,0.002692-0.001938i,0.0048861-0.0036466i,0.0060457-0.0035938i,0.0031434-0.0024267i,-0.00072935-0.0015667i,-0.0030029-0.0006681i,-0.0040476+0.00017607i,-0.0037296+0.000826i,-0.0017082+0.00071292i,-0.00016534-0.00029177i,-0.00053909-0.00087107i,-0.001083-0.0011683i,-0.00040279-0.0020642i,-0.00035948-0.0024457i,-0.0015362-0.0017097i,-0.0019922-0.00061466i,-0.00090951+5.8616e-05i,-0.00014454+0.00030485i,-1.0635e-06+0.00045677i,0.0005647+0.00039446i,0.00015265-0.0002411i
-0.00068963+0.0026908i,0.00040839+0.0029496i,0.00051289+0.0029674i,-0.00024501+0.0012897i,0.001363-0.0034095i,0.001261-0.0081485i,-0.0015564-0.0064835i,-0.0031566-0.00060186i,-0.0016803+0.0035178i,-0.00056187+0.0035162i,-0.00045451+0.0025169i,-0.0005716+0.0017368i,-0.0011343+0.0011817i,-0.0010239+0.0016498i,-0.0004176+0.00207i,0.00093359+0.0017383i,0.0023649-5.7594e-05i,0.0021405-0.0015747i,0.0010639-0.0012389i,0.001081-0.00055305i,0.0018196-3.6463e-06i,0.0010713+0.00076787i,-0.00034833+0.0015129i
-0.0015863-0.0028138i,-0.0023175-0.002889i,-0.00080243-0.0028861i,0.0040616-0.0033517i,0.0065248-0.0031415i,0.003952-0.0016396i,0.00097334+0.00042496i,0.0016277+0.0019064i,0.0040789+0.00095478i,0.0050012+0.00017119i,0.0045137+0.00078324i,0.0032705+0.0010289i,0.0020121-0.00018733i,0.0011643-0.0018397i,0.00049646-0.002592i,-0.00055171-0.002455i,-0.0017865-0.0014894i,-0.002019-0.00048112i,-0.0023947+3.3047e-05i,-0.0017798+0.0013152i,-0.00079543+0.001514i,-0.00062524+0.00048683i,-0.00080734-0.00027263i
-0.0012406-0.00067145i,-0.00059849+0.00035909i,-0.00086831+0.00072395i,-0.00254+0.00063943i,-0.0025906-0.0015554i,-0.0021409-0.0054846i,-0.0023909-0.0051824i,-0.00035022-0.0034905i,0.0027217-0.0042532i,0.0032195-0.0053026i,0.0021413-0.0040574i,0.00067536-0.0020373i,0.00029749-0.00048336i,0.00077314+0.00016628i,0.0009815+0.0011193i,0.0014453+0.0019473i,0.00096597+0.00024371i,-0.0002067-0.0016826i,-0.00094395-0.0023565i,-0.0013993-0.0019861i,-0.00011578-0.00094591i,0.00086851+0.00016681i,0.00054833+0.00085742i
6.729e-05+0.00043778i,0.0010845-0.00011198i,0.0025972-0.0014431i,0.007918-0.0044i,0.012397-0.0068902i,0.0099883-0.0057302i,0.005383-0.0039703i,0.0035193-0.0041243i,0.0021314-0.0070623i,-0.00039505-0.0074627i,-0.0014878-0.0040532i,-0.00097036-0.0023229i,-0.00095386-0.0029839i,-0.0011829-0.0026212i,-0.0013191-0.0017975i,-0.0017749-0.00094875i,-0.0017763+0.00031726i,-0.0014663+0.0014394i,-0.0015605+0.0018932i,-0.0010894+0.00095459i,-0.00036577+0.00039371i,-0.00030976-7.5492e-05i,-0.00059885-0.00071544i
-0.00081864-0.00038977i,-0.00049192+0.00019718i,0.00016107+0.00045818i,9.2119e-05-0.00061236i,-0.0011177-0.0034736i,-0.0024947-0.0074089i,-0.002435-0.0080155i,-0.0025625-0.0062843i,-0.0039456-0.0049398i,-0.0055008-0.0034646i,-0.0047945-0.0010328i,-0.0021064+0.00040547i,-0.00042071+4.2917e-05i,0.00016166+0.00018757i,0.001202+0.0012824i,0.0017735+0.0018204i,0.00050283+0.00086473i,-0.0005139-0.00018074i,-0.0001552-0.00032836i,0.00041098-0.00031967i,0.00018769+8.5895e-06i,2.8934e-05+0.0010103i,-0.00012483+0.001506i
1.3238e-06+0.00097054i,-0.0010773+0.000754i,-0.00090272-0.0016147i,0.0027-0.0062179i,0.0083444-0.010433i,0.0088955-0.0094671i,0.0024756-0.0068832i,-0.0030906-0.0043703i,-0.0055228-0.0015318i,-0.0060712+0.0007748i,-0.0042889+0.002528i,-0.0015151+0.0014696i,-0.00047132-0.00051554i,-0.0012671-0.0014469i,-0.0016108-0.0017988i,-0.0016908-0.0013959i,-0.0012733-0.00079098i,9.6242e-05+0.00034175i,0.0014625+0.0012317i,0.0011099+0.0013948i,0.00027181+0.0012617i,-0.00041956+0.001141i,-0.0013314+0.0013299i
0.00091154+0.0019137i,0.0018141+0.0015449i,0.0036007+0.0017864i,0.0028998+0.002828i,-0.0011919+0.0013896i,-0.0070636-0.0028075i,-0.0088578-0.0035216i,-0.0055854+0.00048344i,-0.00092456+0.0038681i,0.0010862+0.005017i,0.00094976+0.0037597i,0.00047901+0.0018946i,-0.00013154+0.0014539i,-0.0002669+0.0021887i,-4.1493e-05+0.0023248i,0.0010346+0.0018972i,0.0020278+0.00030344i,0.001042-0.0012617i,-0.00073199-0.0018096i,-0.00054742-0.0010359i,0.00016344-0.00011705i,0.0009116+0.00064307i,0.0012586+0.0011802i
-0.00021317-0.00038761i,-0.0009087-0.00052155i,-0.0011802-0.0028648i,7.0324e-05-0.0077392i,0.0040262-0.011804i,0.0050949-0.0099655i,0.00097366-0.0040294i,-0.00058529+0.00020187i,0.0022185+0.0014287i,0.0045187+0.00056984i,0.0040438-0.00062699i,0.0015407-0.0010474i,-0.00057864-0.00073583i,-0.0010494-0.00086278i,-0.001452-0.00085872i,-0.0019624-0.00022601i,-0.0016313+0.00021793i,-0.0007676+0.00039723i,0.00023333+0.00020589i,0.00043292+0.00041305i,0.00050489+0.0010283i,4.2416e-05+0.00066253i,-0.0010691+1.2108e-05i
-0.0010846-0.00023207i,0.0010261+0.0017662i,0.0030319+0.0048636i,0.0052114+0.007493i,0.0038988+0.0083304i,-0.0010381+0.0060939i,-0.0026564+0.0037557i,0.0014422+0.0010106i,0.0052412-0.0021835i,0.0050959-0.004469i,0.0028263-0.0047565i,0.0015188-0.0032971i,0.0011717-0.0012161i,0.00084141+0.0001161i,0.00091397+0.00026038i,0.0011829+0.00042359i,0.00090625-6.3552e-05i,-0.00084419-0.00032589i,-0.0012015-0.00016328i,7.0747e-06-0.00061035i,0.00093605-0.0006384i,0.00050623-0.00092989i,0.00028592-0.0021424i
0.0034858+0.0033458i,0.0037714+0.0012914i,0.0045997-0.0033582i,0.0050548-0.012059i,0.0069965-0.020533i,0.0090328-0.019251i,0.0070029-0.010417i,0.0040568-0.005544i,0.0023579-0.0068571i,0.0006478-0.0078525i,-0.0016869-0.0046548i,-0.0032728-0.0015492i,-0.0029683-0.0013218i,-0.0014128-0.0011643i,-0.0010331-0.00087042i,-0.0015599-0.00069857i,-0.0015471-0.00011634i,-0.0012731+0.00025254i,-0.00048323+0.00012337i,-0.00049178+0.0003224i,-0.00085608+0.00086265i,-0.0011319+0.00042243i,-0.00084545+0.00020507i
0.0011762-7.0471e-05i,0.0014479-0.0006586i,0.005619-0.00055075i,0.010311+0.0014778i,0.010316+0.0048174i,0.0051244+0.002812i,0.0015801-0.0027044i,0.00030606-0.005212i,-0.0016807-0.0062614i,-0.0044042-0.0057075i,-0.0053552-0.0024465i,-0.0025506+0.00086569i,0.00023393+0.0012258i,0.0016384+2.5866e-05i,0.002481-0.00018365i,0.0024065+0.00034503i,0.0019088+0.0002651i,0.0013375+0.00059182i,0.00075198+0.00094692i,-0.00025813+0.00063741i,-0.0009656+0.001131i,-0.00074877+0.0019363i,-0.00049543+0.0019652i
0.0016594+0.0012164i,0.00061604+0.0012113i,-0.0021769+6.1581e-06i,-0.0048699-0.0053575i,-0.0043422-0.015652i,-0.002004-0.021188i,-0.0023753-0.015011i,-0.0037662-0.0062719i,-0.0047545-0.0017213i,-0.005138+0.00070199i,-0.0027138+0.0020136i,-0.00034079+0.00085744i,-0.00091642-0.0019898i,-0.0026301-0.0033611i,-0.0031905-0.0024193i,-0.0021682-0.00073432i,-0.00074616+0.00071296i,-0.0002014+0.00064423i,-0.00072741-9.4398e-05i,-0.0007932-0.0001389i,-0.00031156+0.00031614i,-0.0005166+0.00064453i,-0.001123+0.0013903i
0.0016338+0.00014494i,0.0017975-0.0014485i,0.0051323-0.0040181i,0.011941-0.0047569i,0.013657+0.0016177i,0.0038818+0.0065019i,-0.0058975+0.0020409i,-0.0060132-0.00078671i,-0.0027757+0.0016124i,-0.00027596+0.0033622i,0.0017237+0.0025188i,0.0018229+0.00047402i,0.00021852-0.00068882i,-0.00058716+0.00059865i,0.00048779+0.0016215i,0.0020118+0.00074192i,0.0011705-0.00076446i,0.00021898-0.00065276i,-0.00027318+0.00011007i,-0.00038836+8.5585e-05i,-0.0001653-4.4316e-05i,0.00034025+1.8488e-05i,0.00027867+0.00040459i
0.00012221+0.00027254i,-0.0012574+0.00067968i,-0.003528+0.0030609i,-0.011031+0.0031881i,-0.017309-0.0043769i,-0.015423-0.011104i,-0.010059-0.0068639i,-0.0055135+0.00040171i,-0.00054202+0.0026524i,0.0033111+0.0015267i,0.0031539-0.00061799i,0.00059211-0.0016759i,-0.002159-0.0017004i,-0.0033986-0.0010347i,-0.0035934+0.00011144i,-0.0024758+0.0010043i,-0.00040579+0.00066628i,0.00035366+0.00033916i,-0.00029137+0.00017601i,0.0001076+0.00055263i,0.00016893+0.00096833i,-0.00096136+0.00072664i,-0.00072888+0.00084996i
0.00092978+0.0011019i,0.0026666-0.00035139i,0.0091659-0.0049447i,0.019302-0.0095624i,0.026563-0.0049162i,0.020087+0.0064287i,0.0075398+0.010722i,0.0025869+0.0069499i,0.0041346+0.0023854i,0.0060279-0.0015395i,0.0044197-0.003239i,0.00095208-0.0016662i,-0.00066207+0.001473i,0.00049586+0.0032928i,0.0024646+0.0024968i,0.0026985+0.00035903i,0.0015234-0.00096739i,0.00011708-0.00058705i,-0.0014262+6.2026e-05i,-0.0017479+0.00035953i,-0.00060098-0.00011535i,5.5663e-05-0.00038284i,-0.00066763-0.00040909i
0.00081523+0.0021904i,0.00038933+0.0028677i,-0.00066743+0.0059477i,-0.0083084+0.0087121i,-0.016295+0.0020683i,-0.013687-0.0098909i,-0.0030677-0.0097388i,0.0026251-0.0026801i,0.0020967-0.0014984i,8.1854e-05-0.003533i,-0.0020743-0.003185i,-0.002334-0.0012139i,-0.0015078-0.00066035i,-0.00048157-0.00060474i,-0.00051496-0.0012259i,-0.0014375-0.0015869i,-0.0012424-0.00096562i,-0.00046727-4.4342e-05i,0.00026569+0.00028378i,0.00024964+1.9011e-06i,-0.00059463-7.8484e-05i,-0.00058546-0.00050341i,-0.00022154-0.00042748i
