0.0008115+9.9248e-05i,0.00049101+0.00020097i,-0.001713-0.00064206i,-0.0022926-0.00021171i,-0.0013989+0.0006103i,-0.00083614+0.0017278i,0.00028958+0.0020891i,0.0010446+0.0015925i,0.00088173+0.00032113i,7.94e-05-0.00074708i,-0.00085226-0.00059846i,-0.0013309-0.00019791i,-0.0014337-0.00043439i,-0.00054315-0.00054081i,0.00020087-0.0001246i,-0.00049148-0.00041198i,-0.00041564-0.00021345i,0.00016051+9.3946e-05i,-0.00022136-0.00042602i,-0.00092787-0.00073911i,-0.0013248-0.0012299i,-0.0012391-0.00042546i,-0.001091+0.000302i
-1.7213+6.9875i,0.49973+6.8342i,3.3969+5.9251i,4.495+2.7637i,3.7726-0.61226i,1.4724-2.4361i,-0.64156-1.6507i,-0.93161-0.021074i,0.06829+0.72413i,0.94641+0.48462i,0.9952-0.0018987i,0.37974-0.2151i,-0.68738+0.19859i,-1.6885+1.1225i,-1.9704+1.3071i,-1.5763+0.46511i,-1.0317-0.18925i,-0.54713-0.0089908i,-0.033064+0.34116i,0.16982+0.34342i,-0.072422+0.30893i,-0.39601+0.44732i,-0.45061+0.59607i
0.066915-0.043637i,-0.30309-0.025921i,-0.67844+0.23449i,-0.57426+0.58133i,-0.32344+0.63794i,-0.41829+0.47128i,-0.62212+0.41165i,-0.56092+0.4099i,-0.30406+0.29222i,-0.11731+0.11605i,-0.05807+0.023063i,-0.015218+0.0046839i,0.019124-0.014992i,0.012784-0.021176i,-0.0046859-0.012776i,-0.01968-0.00036517i,-0.019691+0.021401i,-0.0047575+0.035203i,0.0031212+0.033664i,0.0051168+0.020169i,-0.0055586+0.0029401i,-0.031286-0.0058039i,-0.05217-0.0027932i
-0.21528+0.044344i,-0.11291-0.0906i,-0.014829-0.34831i,-0.094797-0.48498i,-0.12473-0.45931i,0.00049323-0.4632i,0.063681-0.50991i,0.0023811-0.46838i,-0.083908-0.33773i,-0.12286-0.18862i,-0.098582-0.077976i,-0.05918-0.028142i,-0.028074-0.0076881i,-0.0019919-0.003324i,0.0027619-0.0092324i,0.00068625-0.010856i,0.006567-0.018619i,-0.0032331-0.027305i,-0.027526-0.022401i,-0.040053-0.019449i,-0.033877-0.037324i,-0.012396-0.057367i,0.014191-0.052896i
0.4026-0.075663i,0.55823-0.17298i,0.49449-0.26217i,0.24532-0.26943i,0.097986-0.22529i,0.14842-0.2983i,0.14465-0.47587i,0.035819-0.47003i,-0.011074-0.26583i,-0.0091694-0.10627i,-0.041856-0.036606i,-0.064225+0.0015449i,-0.081152+0.0021862i,-0.10732+0.0071216i,-0.09062+0.021832i,-0.054242+0.0028405i,-0.043008-0.012342i,-0.031249-0.0031147i,-0.0056331-0.00039854i,0.010664-0.0050044i,0.0037751-0.0059949i,-0.015173+0.0013158i,-0.025838+0.0076546i
-0.67353+0.22005i,-0.9483+0.54646i,-0.75356+0.79251i,-0.18367+0.68708i,0.18576+0.33193i,0.12497+0.072254i,-0.052529+0.04433i,-0.083312+0.10152i,-0.032362+0.067577i,-0.061558-0.0066494i,-0.11965-0.0093025i,-0.11618-0.004472i,-0.096677-0.022821i,-0.076738-0.020339i,-0.062017-0.013372i,-0.057866+0.0021652i,-0.036713+0.019095i,-0.01078+0.012088i,-0.00018754-0.00055931i,0.004679-0.0052924i,0.013236-0.0078334i,0.01471-0.011674i,0.0056068-0.010778i
0.36795-0.057535i,0.43519-0.16852i,0.24273-0.26492i,-0.032111-0.21725i,-0.11255-0.090341i,0.0065176-0.052925i,0.12727-0.080225i,0.12566-0.074736i,0.069861-0.033961i,0.06167-0.029i,0.075502-0.074346i,0.063486-0.096821i,0.043213-0.074712i,0.020756-0.049534i,0.0049631-0.028867i,0.010829-0.014429i,0.02018-0.011558i,0.012478-0.0062156i,-0.0026142+0.0061805i,-0.0071756+0.0079153i,-0.0081533-0.0084549i,-0.01308-0.019087i,-0.013306-0.0091731i
0.066045-0.055126i,0.36092-0.29817i,0.4852-0.57802i,0.1793-0.57925i,-0.10611-0.33687i,-0.070848-0.19701i,-0.018632-0.23323i,-0.075211-0.23834i,-0.10746-0.14813i,-0.077587-0.043207i,-0.025824+0.016711i,0.0097103+0.026926i,0.017296+0.015173i,0.011876-0.0040732i,0.0052952-0.027197i,-0.0073356-0.039139i,-0.020706-0.034331i,-0.025431-0.029288i,-0.024766-0.029395i,-0.019967-0.024893i,-0.010389-0.021523i,-0.0028054-0.020846i,0.00097111-0.015132i
0.33226+0.11415i,0.2326+0.27935i,0.062857+0.43143i,0.13128+0.34727i,0.22461+0.112i,0.10805+0.030992i,-0.02325+0.11271i,-0.044404+0.16151i,-0.02358+0.11485i,-0.018406+0.034943i,-0.030427-0.008167i,-0.025564-0.019981i,-0.018093-0.040327i,-0.023061-0.050886i,-0.01465-0.035469i,0.0025882-0.014578i,0.0071408+0.00026809i,0.00036662+0.010627i,-0.00059157+0.014611i,0.0087683+0.0080473i,0.015618-0.0023442i,0.014598-0.0085642i,0.0083704-0.012085i
-0.29721+0.10341i,-0.34536+0.23473i,-0.22438+0.2901i,-0.0020319+0.18097i,0.17934-0.024046i,0.2408-0.19161i,0.2451-0.26021i,0.23718-0.25951i,0.17658-0.21953i,0.074154-0.12942i,0.0093007-0.027052i,-0.0069219+0.022259i,0.0020782+0.020769i,0.026093+0.0026762i,0.036984-0.0078651i,0.0291-0.002048i,0.021539+0.0022322i,0.024965-0.0044539i,0.036304-0.014619i,0.041606-0.023806i,0.038915-0.029405i,0.028016-0.034166i,0.0097242-0.033498i
0.33121-0.32259i,0.40697-0.6671i,0.23386-0.79404i,-0.053215-0.45012i,-0.16024+0.011948i,-0.098709+0.1777i,-0.079824+0.13645i,-0.11676+0.095002i,-0.10122+0.096858i,-0.0046192+0.073629i,0.073516-0.0012432i,0.081559-0.044299i,0.069624-0.032973i,0.054963-0.021782i,0.037722-0.021515i,0.025702-0.018509i,0.017804-0.011564i,0.0043273-0.002504i,-0.013634+0.011774i,-0.016005+0.025321i,-0.0080851+0.02768i,-0.0036603+0.028542i,-0.0042232+0.028201i
-0.51219+0.15828i,-0.54056+0.39465i,-0.22941+0.47204i,0.068936+0.21107i,0.090289-0.061606i,0.030889-0.040048i,0.039963+0.10095i,0.060341+0.17136i,0.049778+0.14726i,-0.014546+0.090542i,-0.071661+0.075295i,-0.067727+0.064211i,-0.043869+0.038782i,-0.016286+0.028939i,0.001899+0.021078i,-0.0033354+0.013651i,-0.010857+0.011766i,-0.006256+0.010167i,0.0059708+0.0092096i,0.018356+0.0080611i,0.031122+0.0053555i,0.040643-0.001404i,0.036868-0.0097403i
0.31311+0.34567i,0.44529+0.5911i,0.43255+0.5899i,0.28567+0.28375i,0.088982-0.012205i,-0.035573-0.13623i,-0.03615-0.20351i,-0.024793-0.24692i,-0.048173-0.19544i,-0.036467-0.09586i,0.0028248-0.048211i,0.0077115-0.044551i,-0.014333-0.035222i,-0.016443-0.012273i,0.0050692+0.0057429i,0.016324+0.0044686i,0.0031771-0.00043837i,-0.014675+0.00035535i,-0.024486-0.0025472i,-0.027681-0.0035706i,-0.024225+0.0032322i,-0.021415+0.0069305i,-0.018136+0.0034998i
-0.22545-0.36541i,-0.39539-0.67392i,-0.47035-0.68974i,-0.31741-0.30391i,-0.0087614+0.022996i,0.15326+0.018019i,0.067485-0.071156i,-0.049854-0.082839i,-0.075255-0.063316i,-0.049996-0.049503i,-0.03371-0.040904i,-0.034077-0.020235i,-0.024519+0.0098248i,-0.019253+0.028506i,-0.028286+0.03471i,-0.031409+0.033654i,-0.020347+0.026035i,-0.0035219+0.020218i,0.013169+0.022915i,0.022333+0.025834i,0.017469+0.027087i,0.014003+0.031814i,0.016193+0.029168i
0.34217+0.1618i,0.36154+0.18066i,0.19951+0.14787i,0.043996+0.11785i,0.0061219+0.092589i,0.046219+0.086256i,0.11439+0.13105i,0.16579+0.16472i,0.15397+0.12473i,0.091118+0.067883i,0.0495+0.044118i,0.05479+0.019064i,0.05842-0.01765i,0.039377-0.037702i,0.012926-0.03916i,-0.0040249-0.033552i,-0.0041622-0.034471i,0.0014562-0.04134i,0.001252-0.040997i,-0.003362-0.029788i,-0.0052441-0.016758i,-0.0031818-0.012464i,0.0020542-0.012817i
0.077669+0.019814i,0.34202+0.14412i,0.5546+0.18125i,0.43834+0.031492i,0.1688-0.087282i,0.023776-0.082873i,-0.016242-0.087036i,-0.018618-0.095493i,-0.0054485-0.078164i,-0.015922-0.039872i,-0.023113+0.0051945i,-0.023047+0.022063i,-0.037126+0.020127i,-0.039951+0.016754i,-0.024967+0.0086261i,-0.012725+0.0076903i,-0.011313+0.01505i,-0.018731+0.016396i,-0.026787+0.017081i,-0.024027+0.016882i,-0.020406+0.0088378i,-0.025373+0.0049048i,-0.022018+0.0053793i
-0.074329+0.051725i,-0.27581+0.019693i,-0.4199+0.025629i,-0.28003+0.09681i,-0.043102+0.078416i,-0.01279-0.027606i,-0.13247-0.054101i,-0.20751-0.0053871i,-0.16735+0.032222i,-0.075151+0.0023035i,-0.034708-0.04696i,-0.021-0.048059i,0.0074812-0.03065i,0.030514-0.012398i,0.046262-0.0021159i,0.04503-0.015657i,0.027509-0.021392i,0.017354-0.0039983i,0.017538+0.007854i,0.017479+0.0053164i,0.017244+0.0010271i,0.018247-0.0011361i,0.013029+0.0028805i
-0.43735-0.091287i,-0.63288+0.0058231i,-0.56255+0.13916i,-0.32157+0.16023i,-0.13727+0.095421i,-0.017874+0.037907i,0.079493-0.0061353i,0.12501-0.033772i,0.10253-0.050975i,0.030332-0.044357i,-0.017243-0.012654i,-0.026771-0.0023006i,-0.032228-0.008688i,-0.02886-0.005495i,-0.022956+0.0077131i,-0.013481+0.02635i,0.0018349+0.024504i,0.0082304+0.0027181i,0.0064774-0.014109i,0.0023136-0.020287i,-0.0025349-0.022608i,-0.0066127-0.021884i,-0.0089819-0.014834i
0.43167+0.094583i,0.72454-0.10375i,0.62174-0.38716i,0.12207-0.39814i,-0.21694-0.12635i,-0.15875+0.072304i,-0.00078053+0.047595i,0.036376-0.047633i,-0.0066833-0.051723i,0.0014518+0.015396i,0.053745+0.030557i,0.071001+0.011255i,0.06471+0.0090484i,0.044793-0.0028531i,0.016809-0.015982i,0.0054435-0.023726i,-0.00042804-0.031423i,-0.0095158-0.024177i,-0.010824-0.010304i,-0.0084032-0.00048361i,-0.0073959+0.008187i,-0.0058672+0.013773i,-0.0091454+0.0097097i
-0.20924-0.30406i,-0.39402-0.3167i,-0.34309-0.18418i,-0.07316-0.15587i,0.091516-0.22856i,0.068599-0.17466i,0.0070167-0.022004i,-0.012933+0.090702i,0.017096+0.1023i,0.018027+0.032424i,-0.025285+0.003731i,-0.034998+0.017332i,-0.023046+0.008135i,-0.013387+0.0040741i,-0.00175+0.0064085i,-0.0056898+0.01383i,-0.0056119+0.032523i,0.0075039+0.034631i,0.012622+0.020388i,0.013757+0.0079023i,0.017283-0.00040285i,0.020553-0.0048112i,0.026145-0.0078822i
0.19945+0.56219i,0.39371+0.81817i,0.48593+0.70201i,0.43999+0.32514i,0.30808+0.019269i,0.1399-0.11201i,0.037545-0.11395i,0.026058-0.076983i,0.021054-0.054461i,0.0048401-0.023648i,0.011456-0.0037152i,0.015839-0.0075241i,0.0078563-0.0038743i,0.013763+0.0026355i,0.025417-0.0034199i,0.026393-0.021036i,0.014985-0.03637i,-0.0011233-0.031033i,-0.0090595-0.010206i,-0.0089441+0.0016512i,-0.0078907-0.00013312i,-0.0096766-0.0051239i,-0.012599-0.0063449i
0.018523-0.58112i,-0.12565-0.88488i,-0.26919-0.71096i,-0.18715-0.16009i,0.058286+0.16965i,0.17341+0.091657i,0.067081-0.073919i,-0.075935-0.10262i,-0.091927-0.040763i,-0.026036-0.025295i,-0.015852-0.053841i,-0.039827-0.049534i,-0.034953-0.034297i,-0.03427-0.020433i,-0.037151+0.0055555i,-0.028269+0.024491i,-0.020487+0.030055i,-0.013527+0.023247i,-0.0078122+0.013496i,-0.0015371+0.015295i,0.0074035+0.021311i,0.014622+0.025169i,0.019563+0.02908i
-0.22492+0.4446i,-0.21518+0.65267i,-0.12979+0.54621i,-0.15673+0.26228i,-0.23682+0.10454i,-0.17226+0.083981i,-0.03847+0.083007i,0.042013+0.067892i,0.038551+0.032054i,-0.009584+0.024379i,-0.006729+0.046509i,0.026244+0.03706i,0.02728+0.012609i,0.013466-0.0029188i,0.0008637-0.01347i,0.00029763-0.014908i,0.011157-0.017782i,0.015692-0.021738i,0.01222-0.021418i,0.0042424-0.021341i,-0.0027346-0.021291i,-0.007503-0.026746i,-0.017169-0.034217i
0.32763-0.19668i,0.51292-0.3229i,0.43466-0.3831i,0.1155-0.35805i,-0.11417-0.21818i,-0.11787-0.036116i,-0.0079083+0.0084941i,0.054665-0.063909i,0.034381-0.086103i,0.015315-0.04286i,0.012085-0.015346i,-0.0030003-0.00048689i,-0.0071976+0.018744i,-0.00038437+0.017057i,-0.0057052+0.0071301i,-0.015312+0.0131i,-0.016048+0.023784i,-0.010829+0.022544i,-0.005962+0.011153i,-0.0042107+0.003009i,-0.0080649+0.0031351i,-0.015434+0.011302i,-0.014542+0.018871i
-0.44118+0.052216i,-0.66138+0.16897i,-0.51341+0.22343i,-0.09857+0.072684i,0.11168-0.14936i,0.026792-0.20192i,-0.087129-0.088546i,-0.10868+0.020842i,-0.070522+0.038506i,-0.039315-0.00045502i,-0.034029-0.01655i,-0.02279-0.0041968i,-0.010522+0.0033256i,0.0025974+0.012959i,0.022942+0.0096437i,0.027957-0.011086i,0.017129-0.017731i,0.0093359-0.0049781i,0.010096+0.007899i,0.014989+0.0069659i,0.016485-0.0010196i,0.016557-0.0061068i,0.017716-0.010106i
0.27456+0.0045613i,0.34653-0.034004i,0.28652-0.029234i,0.23015+0.057546i,0.23776+0.1147i,0.2247+0.066355i,0.16655+0.019636i,0.11889+0.03547i,0.0857+0.05164i,0.055577+0.047272i,0.035033+0.022567i,0.0092512-0.010949i,-0.0090087-0.022506i,-0.0060085-0.016789i,-0.0038083-0.0096425i,-0.0093138-0.0027515i,-0.014781-0.0029935i,-0.019027-0.011182i,-0.019299-0.012061i,-0.011655-0.0026528i,0.001306+0.0049076i,0.0087507+0.0088553i,0.011146+0.017801i
0.074716-0.25158i,0.091611-0.43841i,0.0069585-0.39504i,-0.077178-0.098032i,-0.0006161+0.096688i,0.11499+0.03151i,0.099422-0.09674i,0.011941-0.14031i,-0.030226-0.093061i,-0.0054944-0.034302i,0.032251-0.01748i,0.046038-0.023669i,0.033734-0.033672i,0.0041572-0.033501i,-0.011526-0.016656i,-0.0048163-0.0050563i,0.0011491-0.0036516i,-0.0019588-0.0012429i,-0.0083798+0.0020809i,-0.013225+0.003181i,-0.012323+0.00084959i,-0.0074993-0.0063881i,-0.0053362-0.017541i
-0.012241+0.38047i,0.064185+0.56728i,0.12021+0.45559i,-0.0078575+0.16773i,-0.19385+0.067785i,-0.19498+0.13557i,-0.099909+0.15109i,-0.052043+0.11577i,-0.03551+0.06432i,-0.048191+0.021049i,-0.062331+0.025407i,-0.044488+0.040752i,-0.01743+0.039646i,0.0080793+0.029206i,0.018855+0.0097991i,0.012516+0.0020153i,0.014483+0.0076644i,0.024279+0.0068578i,0.023528+0.0028452i,0.014637+0.0050595i,0.0052746+0.0080595i,-0.0043069+0.0064184i,-0.015773+0.0032921i
0.1147-0.018421i,0.19029-5.6371e-05i,0.18571-0.015145i,0.11493-0.10963i,0.030919-0.17186i,-0.020178-0.11292i,0.022539-0.038414i,0.095326-0.047372i,0.089165-0.082951i,0.0345-0.067725i,0.0097546-0.028069i,0.011634-0.0040048i,0.0094875+0.0029799i,0.0013363+0.0021116i,-0.0036918+0.0015884i,-0.0051927-0.0019752i,-0.0075056-0.0067511i,-0.0078231-0.0046722i,0.00022068-0.0041854i,0.0074992-0.010553i,0.0051278-0.016106i,0.0025016-0.012344i,0.0093289-0.0054046i
-0.49564-0.077579i,-0.78369-0.043999i,-0.6656+0.050279i,-0.24931+0.069788i,-0.016265-0.040308i,-0.060823-0.1188i,-0.14607-0.098389i,-0.15624-0.047255i,-0.099135-0.0087953i,-0.034918-0.023872i,-0.031458-0.051965i,-0.051922-0.043288i,-0.04843-0.018518i,-0.028854+0.0078646i,-0.0053909+0.026167i,0.005438+0.028003i,0.0012444+0.023072i,-0.0037083+0.018364i,-0.005749+0.013956i,-0.0063394+0.012837i,-0.002106+0.016107i,0.0058682+0.017482i,0.010649+0.014508i
0.43005-0.087673i,0.58646-0.20527i,0.42969-0.22684i,0.18326-0.067448i,0.13269+0.078444i,0.14938+0.066765i,0.099586+0.053181i,0.05994+0.0988i,0.054255+0.1103i,0.049316+0.086595i,0.05381+0.057413i,0.062547+0.023188i,0.051279-0.0091069i,0.02025-0.031145i,-0.0080777-0.035446i,-0.014125-0.02979i,-0.0052447-0.027i,-0.0021678-0.024031i,-0.0032232-0.0166i,0.0015133-0.0091216i,0.006417-0.0070297i,0.0056964-0.0068799i,0.0014501-0.0019375i
-0.10387-0.19487i,-0.12184-0.30808i,-0.11033-0.29801i,-0.13403-0.16864i,-0.10868-0.034249i,0.022392-0.001993i,0.1046-0.080776i,0.062205-0.14015i,0.0041702-0.096801i,0.0078394-0.02898i,0.019669-0.012653i,0.0026424-0.015953i,-0.0051399-0.006936i,0.0024875+0.0024971i,0.00078088+0.008969i,-0.0088019+0.016299i,-0.013861+0.019259i,-0.014676+0.010057i,-0.017027-0.00039667i,-0.018895-0.0012026i,-0.016487+7.8222e-05i,-0.012573-0.0013136i,-0.0080556-0.0054569i
0.29429+0.45522i,0.47045+0.64631i,0.46357+0.4971i,0.27814+0.15117i,0.064765-0.027398i,-0.059088-0.0067721i,-0.1015+0.042322i,-0.098668+0.058213i,-0.075092+0.035826i,-0.064377+0.011295i,-0.048936+0.022199i,-0.014895+0.037678i,0.0071461+0.03208i,0.014668+0.014936i,0.020379-0.0040735i,0.022527-0.014919i,0.023662-0.012489i,0.024224-0.0007991i,0.021875+0.0080605i,0.017784+0.0061024i,0.010746-0.0011523i,0.0021864-0.0042561i,-0.0044912-0.0065655i
-0.35071-0.17272i,-0.47926-0.15364i,-0.34537-0.044905i,-0.084397+0.0027795i,0.042107-0.020229i,0.048073+0.0025666i,0.097184+0.041602i,0.15541+0.017405i,0.13086-0.024505i,0.064321-0.030708i,0.017794-0.023888i,-0.0064568-0.026392i,-0.016465-0.019107i,-0.0086146-0.0017641i,0.0017035+0.003357i,-0.0019628-0.0010293i,-0.013194-0.0064253i,-0.016454-0.011019i,-0.0086879-0.011311i,-0.00097945-0.009382i,0.0014178-0.0060938i,0.0039143-0.0013975i,0.0090406+0.0046255i
-0.023456+0.12205i,-0.096971+0.15472i,-0.13158+0.17652i,-0.045135+0.19099i,0.044585+0.097226i,0.020169-0.076731i,-0.069634-0.16065i,-0.10981-0.13199i,-0.081371-0.073816i,-0.037776-0.035707i,-0.010334-0.022073i,0.0015784-0.01024i,0.0012872-0.011103i,-0.0095396-0.020668i,-0.012519-0.012279i,0.00067059+0.0035028i,0.010428+0.013909i,0.0089411+0.01878i,0.0033511+0.015776i,-0.0012957+0.011962i,-0.00033222+0.01005i,0.00098563+0.0058996i,-0.0021282+0.00092424i
0.0094724-0.36664i,0.0031919-0.52868i,-0.075101-0.44126i,-0.17411-0.1769i,-0.15482+0.029568i,-0.064216+0.11132i,-0.028721+0.13347i,-0.034743+0.14891i,-0.022202+0.13402i,-0.0060341+0.083114i,-0.0031429+0.041887i,-0.0011913+0.015855i,0.0026785+0.0067573i,0.0063234+0.013265i,0.0066249+0.011019i,0.0023528-0.0012991i,0.0026019-0.01277i,0.0042813-0.018679i,0.0026424-0.011675i,0.0041454+0.00012808i,0.0064384+0.0027306i,0.0044825-0.0013117i,0.00033318+0.00058225i
0.24203+0.20681i,0.35237+0.21496i,0.2758+0.05485i,0.082645-0.10178i,0.0071451-0.10587i,0.067532-0.081029i,0.10996-0.10688i,0.086634-0.11794i,0.037146-0.0803i,0.011716-0.024342i,0.012899+0.0065014i,0.011414+0.015333i,0.0068607+0.015597i,0.0013213+0.0035133i,-0.0097755-0.0023723i,-0.015428+0.0042361i,-0.015166+0.010208i,-0.01163+0.01064i,-0.0032658+0.0048439i,0.0012466-0.0042793i,-0.0019111-0.0068588i,-0.0040003-0.0026151i,-0.0027577-0.0041599i
-0.067958+0.027455i,-0.050805+0.092395i,0.050499+0.077919i,0.11608-0.046252i,0.033104-0.10535i,-0.072415-0.033977i,-0.091781+0.02167i,-0.082966+0.008622i,-0.063702-0.015575i,-0.040936-0.036331i,-0.036164-0.039417i,-0.031838-0.027785i,-0.027423-0.014056i,-0.020212+0.0067948i,-0.0033033+0.015441i,0.0040851+0.007163i,0.0030033-0.0019328i,0.0027561-0.0086101i,-0.0019163-0.0093646i,-0.0056186-0.0014232i,-0.0017304+0.0058751i,0.0054631+0.0066676i,0.009509+0.0041243i
-0.034364+0.16971i,-0.038522+0.23242i,0.029432+0.21526i,0.13837+0.1456i,0.17473+0.05551i,0.13346+0.0027605i,0.11094+0.024718i,0.12629+0.045722i,0.10445+0.020736i,0.045718+0.0082864i,0.01815+0.017297i,0.018156+0.01595i,0.017976+0.0044622i,0.014004-0.013813i,0.0026094-0.02325i,-0.0052109-0.01391i,-0.0066116-0.0012233i,-0.0081969+0.0066608i,-0.0047689+0.0091451i,0.0013283+0.0046157i,0.001419+0.00078804i,-0.002234+0.0016691i,-0.0029539+0.0042694i
-0.19621-0.21841i,-0.32423-0.26269i,-0.34121-0.10182i,-0.22825+0.11319i,-0.088707+0.13834i,-0.020272+0.021251i,-0.019794-0.077558i,-0.036455-0.10152i,-0.024816-0.068375i,0.0098524-0.042238i,0.016985-0.042077i,0.0051756-0.039847i,0.0018301-0.03518i,-0.0010324-0.023713i,0.001284-0.0069245i,0.008322-0.0029446i,0.010375-0.0057565i,0.0076198-0.0034914i,-0.00088707-0.00046982i,-0.0077978+0.00029637i,-0.0078849-0.0015691i,-0.0053088-0.005689i,-0.0032401-0.0060328i
0.21638+0.03146i,0.31172-0.0051783i,0.22602-0.075896i,0.028688-0.099147i,-0.057657-0.047681i,-0.05073+0.0032884i,-0.079721+0.049528i,-0.099054+0.098988i,-0.072719+0.10316i,-0.049704+0.075612i,-0.035509+0.06002i,-0.01987+0.054349i,-0.0068936+0.046781i,0.0044777+0.030731i,0.0088079+0.010696i,0.0060634+0.0007675i,0.0038003-0.0008151i,0.0043785+0.00017767i,0.0081784+0.0072346i,0.010661+0.011928i,0.0054709+0.0078368i,-0.0041133+0.0024821i,-0.010419-0.00060153i
-0.034541-0.09918i,-0.067064-0.15108i,-0.10272-0.18303i,-0.12629-0.1761i,-0.10307-0.098046i,-0.01241+9.6767e-05i,0.087768+0.0031174i,0.10607-0.045499i,0.067126-0.050348i,0.047486-0.030799i,0.041713-0.033333i,0.025644-0.044908i,0.011984-0.039224i,0.0040836-0.02125i,-0.0005727-0.0079904i,-0.0023877-0.005666i,-0.0052757-0.0096635i,-0.0037255-0.01509i,0.0037718-0.023189i,0.0091341-0.024595i,0.012775-0.014661i,0.018712-0.0056108i,0.02129-0.0013282i
0.13202+0.25308i,0.23795+0.35373i,0.31805+0.26171i,0.33194+0.056678i,0.23816-0.079025i,0.073642-0.12549i,-0.053937-0.11915i,-0.095551-0.088057i,-0.083886-0.060323i,-0.07129-0.038489i,-0.060346-0.011131i,-0.043475+0.011366i,-0.032609+0.019114i,-0.023453+0.017018i,-0.015323+0.012524i,-0.012015+0.016763i,-0.0065103+0.025108i,-0.004329+0.022417i,-0.012118+0.015554i,-0.01614+0.012446i,-0.0096076+0.0079569i,-0.0048205+0.0026951i,-0.0027402-0.00083614i
-0.19444-0.154i,-0.29225-0.20379i,-0.23668-0.12761i,-0.10735+0.0096696i,-0.052401+0.092916i,-0.013611+0.13436i,0.06736+0.15171i,0.12413+0.11615i,0.11168+0.056039i,0.07642+0.022151i,0.059882+0.007163i,0.057603-0.0074127i,0.056446-0.018251i,0.047365-0.018094i,0.033522-0.012165i,0.024451-0.011526i,0.019851-0.01455i,0.016561-0.011515i,0.015001-0.0042842i,0.013068+0.00099955i,0.0095918+0.0050014i,0.0053045+0.0086501i,0.0011388+0.011457i
0.075001+0.1146i,0.10397+0.18582i,0.063906+0.23867i,0.028292+0.2454i,0.074818+0.13299i,0.10412-0.057869i,0.04786-0.1675i,-0.0086002-0.14374i,-0.018309-0.078336i,-0.021906-0.03672i,-0.032944-0.012199i,-0.039361+0.0062719i,-0.038741+0.014386i,-0.031667+0.012643i,-0.023268+0.0089163i,-0.021511+0.0058843i,-0.023956+0.0061249i,-0.022743+0.007924i,-0.019688+0.0065016i,-0.019053+0.00091183i,-0.01838-0.0053066i,-0.017776-0.0076371i,-0.01455-0.0052824i
-0.038072-0.2118i,-0.065311-0.30887i,-0.10899-0.30317i,-0.18108-0.22605i,-0.22141-0.10583i,-0.19858+0.052458i,-0.14202+0.15925i,-0.08924+0.16686i,-0.042829+0.1246i,8.6184e-05+0.073637i,0.021162+0.036606i,0.026086+0.01998i,0.025347+0.014515i,0.019572+0.013989i,0.018911+0.013364i,0.022704+0.0069046i,0.021086-0.0029832i,0.014669-0.0065127i,0.01204-0.0024019i,0.012567+0.0026767i,0.01014+0.0040925i,0.0096833+0.0011527i,0.0070462-0.0046543i
0.10471+0.1941i,0.13558+0.25214i,0.092718+0.16025i,0.052548+0.017588i,0.087542-0.039077i,0.15323-0.072935i,0.15195-0.12221i,0.08734-0.11784i,0.027686-0.074202i,-0.0073878-0.040069i,-0.02549-0.026249i,-0.035972-0.024931i,-0.03983-0.025391i,-0.036734-0.02707i,-0.032822-0.025903i,-0.029438-0.016753i,-0.023918-0.0051987i,-0.017017-0.0016402i,-0.010915-0.0086575i,-0.0061938-0.014975i,0.00026284-0.013912i,0.0047999-0.011337i,0.0048413-0.0077297i
-0.05668-0.1144i,-0.047628-0.15902i,0.036208-0.14512i,0.10825-0.11245i,0.044662-0.092173i,-0.099763-0.049555i,-0.16261+0.0051599i,-0.12799+0.012234i,-0.076155-0.0020084i,-0.030192+0.00033899i,0.0032694+0.0032268i,0.016245+0.0034662i,0.019059+0.0051565i,0.016576+0.0065993i,0.01187+0.0096107i,0.013541+0.011893i,0.021757+0.010934i,0.023582+0.0081977i,0.015366+0.011318i,0.0075191+0.016906i,0.0030898+0.015905i,0.0034153+0.012277i,0.0090153+0.0055986i
0.0017513+0.14359i,0.00032172+0.20455i,0.018878+0.19732i,0.058394+0.16102i,0.10857+0.12874i,0.17509+0.08334i,0.19786+0.024073i,0.14885-0.012587i,0.08195-0.023764i,0.025886-0.026984i,-0.0051985-0.022302i,-0.0066283-0.019966i,0.0011725-0.018679i,0.0070646-0.015556i,0.0074507-0.018809i,-0.00092517-0.021132i,-0.0097382-0.017134i,-0.0080382-0.012346i,0.00090474-0.0087204i,0.0069231-0.0063223i,0.0052396-0.0036377i,-0.0035444+0.00084944i,-0.013877+0.007556i
-0.014666-0.14713i,-0.017797-0.19447i,-0.0572-0.11959i,-0.12121+0.0067582i,-0.1383+0.028601i,-0.13841-0.03097i,-0.13125-0.051702i,-0.081045-0.029764i,-0.02504-0.010926i,0.0059873+0.0025719i,0.018674+0.010572i,0.014671+0.014543i,0.0060433+0.017566i,0.0027811+0.018345i,0.0047552+0.019316i,0.0070267+0.016595i,0.0051157+0.010477i,-0.0013124+0.0045077i,-0.0064425+7.5845e-06i,-0.0071906-0.0029606i,-0.0051547-0.0039331i,1.1129e-05-0.00057278i,0.0087553+0.0022537i
