-0.0018402+0.00021961i,-0.0017832-9.7391e-06i,-0.001406+4.574e-05i,-0.0013294-0.00079964i,-0.0013962-0.001405i,-0.0018146-0.00038763i,-0.0017917+0.0010219i,-0.0014327+0.0019646i,-0.00076539+0.0019768i,0.00039012+0.0016912i,0.0016165+0.0011101i,0.0013437+7.0901e-05i,0.00036903-0.00099253i,-3.9907e-05-0.00096902i,-0.00012044-0.00050678i,9.6153e-05-0.00029361i,0.00046475-0.000139i,0.0004882-0.0004018i,7.1128e-05-0.00044263i,-0.00010837-0.00075826i,-0.00018736-0.0011722i,-0.00011404-0.00059337i,0.00025816-0.00026785i
-0.00024643-0.0014434i,-0.00077673-0.00085645i,-0.0014095-0.00030799i,-0.00089378+2.275e-05i,0.00021907-0.00026216i,0.00065872-0.0010712i,0.00033999-0.0012574i,-0.00053805-0.00070798i,-0.0011079-0.00042951i,-0.00095104-0.00073747i,-0.0007654-0.00041412i,-0.00044047-1.5757e-05i,0.00043148-0.00042181i,0.001048-0.00030957i,0.00094794+0.00015256i,0.0010507+0.00025311i,0.00099308-0.00011995i,7.3783e-05-0.00030698i,0.00029017-0.00024149i,0.00092966-0.00096595i,0.00078297-0.0013436i,0.00047142-0.0010098i,0.00014474-0.00011553i
0.00054102-9.6433e-05i,0.00082473+4.115e-05i,-0.00069151+9.4467e-05i,-0.00086799+0.00013588i,-0.00021648+0.00076677i,0.00010752+0.00085752i,-0.00024727+0.00038893i,-0.0010157-1.0821e-05i,-0.000974-0.0001259i,-0.0014-0.0004114i,-0.00097544-0.00057531i,3.6664e-05-0.00042412i,0.00052913-7.8543e-05i,0.0013272+0.00014475i,0.0014403+9.6254e-05i,0.00067822-0.00011094i,0.00081902-0.00050504i,0.0009681-0.00053665i,0.00015021+8.8788e-05i,-0.0011783+0.00023303i,-0.0015214-0.0001818i,-0.00094635-5.543e-05i,-9.7253e-05-0.00010324i
-0.0013488+1.5622e-05i,-0.00089454+5.808e-05i,-0.0017139+0.00079695i,-0.00088523+0.0018638i,6.7353e-06+0.0024087i,-0.00064758+0.0017995i,-0.0010812-0.0003595i,-0.0010968-0.0010459i,-0.0014595-0.00022193i,-0.0015702+0.00068686i,-0.00048631+0.00060912i,0.00026193+0.00057043i,0.00055174+0.00061049i,3.2711e-05+0.00023546i,-0.00077356+4.7002e-05i,-0.00029122+5.5153e-05i,4.7723e-05+0.00039276i,6.5225e-05+0.00040183i,-0.00022687-0.00017863i,-0.00041778+0.0001449i,1.9371e-05+0.00042812i,-0.0001726+0.00034968i,-0.00043797+0.0004455i
0.0010086-0.00016155i,0.00049+0.00088762i,0.00040771-0.00036379i,0.00013133-0.0014766i,-0.0011045-0.0010197i,-0.0011574-0.00082577i,-0.00046423-0.00096078i,-0.00032173-0.0002507i,-0.0002688+0.00069325i,-0.00038048+0.0010419i,-0.00031146+0.00061701i,0.00055936+0.00015957i,0.00092522-0.00030197i,0.0013437-0.00067348i,0.0014073-0.00030544i,0.00091221+0.00034857i,0.00050142+0.00012067i,0.00023942-0.00024996i,8.9207e-05+0.00018058i,0.00040048+0.00043212i,0.00052629+0.00047099i,0.00037203+0.00055603i,0.00029286+0.00074041i
-0.0012241-0.00085954i,-0.00019153-6.8748e-05i,0.00072727+0.0016385i,0.0011159+0.0017929i,0.0011752+0.00051327i,0.0007982-0.0010546i,0.0001129-0.00153i,-0.00032016-0.00055826i,-0.00025165+0.0015905i,-0.00026605+0.0019516i,0.00011707+0.00045006i,0.0005672+4.7772e-05i,0.00036452-0.00016361i,0.00065919-0.00026632i,0.00091578+0.00064431i,0.00025548+0.00070461i,-0.00011734+6.5733e-05i,2.0634e-05-0.00019732i,0.00018351-8.0475e-05i,0.00049511+0.00055422i,-4.8854e-05+0.00053914i,6.5925e-05-3.3596e-06i,0.00062385-0.00052718i
-0.00058266+0.00015544i,-0.00047278+0.00089485i,-0.0011249+0.0014486i,-0.00067267+0.0013755i,0.0012636+0.00079666i,0.0016723-0.00023206i,0.00010496-0.0015001i,-0.00042275-0.0017382i,-0.00070571-0.00061992i,-0.00062218+0.00087541i,-0.00021397+0.0014609i,-0.00041459+0.00098338i,-4.4664e-05+0.00047675i,0.00055722+0.00016892i,0.00048555+0.00042851i,0.00072682+0.0007386i,0.00084684+0.00018495i,0.0005952-0.0010345i,6.003e-05-0.00075221i,-0.0011093-0.00045952i,-0.00097437-0.00065867i,0.00042066-0.00023155i,0.00099229+0.00030148i
-0.00073423-0.0037207i,-0.00177-0.0025555i,-0.0026166-0.0011137i,-0.0022191+0.0006605i,-0.0016361+0.0017824i,-0.0013948+0.0015077i,-0.00018423-0.00045803i,-3.1504e-05-0.00075552i,-0.0011554-0.00015188i,-0.0015144+0.00016345i,-0.00073889+0.00029054i,0.00014093+0.00019018i,0.00010485+0.00081846i,0.00073531+0.00048481i,0.0014743-0.00022067i,0.00086005-3.8554e-05i,0.00039361+5.3417e-05i,0.0011258+0.00035137i,0.00075066+0.00048317i,6.8939e-05-5.2402e-05i,0.0003562-2.3189e-05i,0.00072656+0.00053669i,0.00081131+0.00017106i
-0.000545-0.0005159i,-0.0017293-0.00040195i,-0.0014329-0.00057673i,-0.00037374-0.00028715i,-0.0010557-0.00038415i,-0.0010162-0.0012403i,2.2439e-05-0.0011941i,2.8216e-05-0.00024085i,-0.00066498+0.00047533i,-0.0012693+0.00062123i,-0.00034111+0.0006284i,0.0003631+0.00054081i,0.00034954+0.00034418i,0.00022224+0.00043641i,0.00015481+0.00055831i,0.001199+0.00021765i,0.0014106-0.0005075i,0.00086737-0.0012076i,0.00084432-0.0011297i,0.00069914-0.00018435i,0.00035022+0.00028437i,0.00032883-0.00060051i,-0.00010491-0.00087411i
-0.0012275-0.0006162i,-0.0014116-0.00024557i,-0.00053848-0.00057492i,-0.00013906-0.00024016i,-0.00061129-0.00021429i,-0.00028044-0.00084427i,0.00046376-0.00047481i,0.00063502-0.00022928i,8.5368e-05-0.00038504i,-0.00046309+0.00087862i,-0.00034444+0.0012183i,9.1586e-05+0.00043683i,0.00015849-0.00035067i,0.00071781-0.00066979i,0.0011639-0.00057526i,0.0010952-0.00014042i,0.00054612-0.00059918i,-0.00054926-0.00089964i,2.6649e-05+0.00013542i,0.00088373+0.00048834i,0.00048928+0.00049362i,0.00081155+0.00016608i,0.00066432-0.00038305i
-0.00034512+0.00012961i,-0.00073194+0.00044651i,-0.00084659+1.0305e-05i,-0.00059814-4.9607e-05i,6.8331e-05-0.00033137i,0.00039757-0.00093893i,9.382e-05-0.00071245i,-0.00027999-0.00045516i,-0.00097069-1.5152e-05i,-0.0014312+0.00047919i,-0.0012485+0.00029437i,-0.00050975+0.00028979i,-0.00025946+0.00078409i,-0.00018889+0.00065992i,0.00030922+0.00053323i,0.00059546+0.00078465i,0.00063553+0.00064076i,0.0008783+0.00034101i,0.00028841-0.00017973i,-0.00035713-0.0004339i,-0.00026919+0.0002796i,0.00028411-0.00012076i,0.00089129-0.00018506i
0.00045602-0.001409i,-0.00017432-0.00073768i,-0.0005378-7.6325e-05i,7.3633e-05+0.00048181i,-0.00047696+0.0006384i,-0.00090422-0.000873i,-0.00021139-0.001242i,0.00012559-0.0010282i,3.9003e-05-0.00083986i,-0.00038438+0.00043454i,-0.00033389+0.00049615i,0.00017415-0.00044777i,0.00030249-0.00038227i,-7.2064e-05+0.00041576i,0.00061053+0.00065977i,0.0010661+0.00062197i,0.0011529+0.00091076i,0.0014346+0.00069622i,0.00093645-3.5779e-05i,0.00075739+0.00043241i,0.00058965+0.00080188i,0.0003396+0.0012148i,0.00010374+0.00025388i
-0.00013225-0.00026598i,-0.00014091+0.00011346i,-7.4326e-05+0.00029861i,-6.9227e-05+0.00025577i,-0.00047059+0.00023026i,-0.00070793+0.0002557i,-0.00045601+0.00016146i,-0.00044569-0.00035695i,-0.00019158-0.00038231i,-0.00013293+0.00058615i,-0.00058312+0.00085188i,-0.00035056+5.1396e-05i,-0.00011888-4.819e-05i,-0.00062539-0.00048024i,-0.00015946-0.00062819i,0.00052302+0.00072283i,0.00021919+0.0010289i,-0.00018724+0.00044514i,0.00038415-1.2348e-05i,0.00098598+0.00030849i,0.00076729+0.00072416i,0.00022604+0.00033285i,0.00024567+0.00020171i
-0.00074459-0.0016669i,-0.00066081-0.001757i,-0.0015889-0.00080046i,-0.0016065+0.00023726i,-0.00070246+0.0010508i,-0.00079208+0.00109i,-0.0010933+0.00016072i,-0.0011627-0.00065305i,-0.00075505-0.00062122i,5.0971e-05+0.0004838i,0.00038604+0.00079086i,0.00082375+0.00041989i,0.00053129+0.00034819i,0.00025672-3.8825e-05i,0.00046733-0.00031939i,0.0011518+0.00012124i,0.0017098+0.00065545i,0.001322+0.00079633i,0.00026218+0.0010103i,8.6077e-05+0.0010285i,0.00041507+0.0010732i,-0.00015201+0.00068327i,-4.2856e-07-0.00021043i
0.00096399-0.0012306i,0.00067574-0.0012922i,-9.4137e-05-0.00020289i,-0.00046748+0.00053262i,-0.00047016-0.00021292i,0.00014158-0.00098956i,0.00037548-0.0010675i,-4.8833e-05-0.00068556i,-0.00065442+0.00014575i,-0.00087913+0.00019633i,-0.00018132-0.00089085i,0.00047905-0.00033475i,0.00015218+0.001001i,-0.00018375+0.0014879i,-0.00034661+0.0006474i,0.00031235+8.2898e-05i,0.0011079+0.00053697i,0.00080031+0.0005121i,0.00052543+0.00072194i,0.00051431+0.00085597i,0.00044722+0.00057748i,0.00072276-0.00015129i,0.00030469-0.00062851i
-0.00023302-0.00061428i,-0.00093317-0.00059728i,-0.00073432-0.0011877i,-0.00060733-0.0017885i,-0.00067085-0.0017642i,-0.00036258-0.00069217i,-0.0005395-0.00033141i,-0.00071876+0.00059103i,-0.00083556+0.00024i,0.00010044-0.00027131i,5.8129e-05+2.0564e-05i,-0.00058774+0.0003184i,7.5251e-05+0.0010207i,0.0004044+0.0009801i,-7.8219e-05+1.9957e-05i,0.00069216-0.00041413i,0.0009601-4.1549e-05i,-0.00012424+8.2715e-05i,-0.00014482-0.00052151i,0.00048607-0.00088275i,0.00061304-0.00060897i,5.4565e-05+0.00029919i,-0.00019726+0.00065914i
0.00035456+0.00061275i,0.00063671+0.00027744i,0.0020751+0.00016132i,0.0020418+0.00093535i,0.00041127+0.00070733i,-0.00013117-0.00040837i,-0.00017199-0.00028048i,-0.00062013+0.00042542i,-0.0007352+0.00037608i,-0.00035785+0.00063211i,-0.00014092+0.00083806i,-9.1627e-05+0.00064408i,0.00024424+0.00060573i,0.00069558+0.0010114i,9.4312e-05+0.00096119i,-0.00026024+0.00086956i,0.00041445+0.001177i,0.00048576+0.00035363i,-0.00043332-7.043e-05i,-0.0008465+0.00039181i,-0.00077902-0.00012323i,-0.00015326-0.0013719i,0.0003948-0.001436i
0.0002341-8.3562e-05i,0.00021306+0.00078402i,-4.2767e-05+0.00083792i,-0.00041064-0.0005617i,2.6797e-05-0.00090879i,-0.00033076-7.3087e-05i,-0.00031787-0.00052995i,6.3857e-05-0.0011289i,-0.00022525-0.00065125i,-0.0004144-8.5067e-05i,9.2333e-05+0.00016225i,0.0002842+0.00047185i,0.00020009+0.00016767i,0.00071013-0.00069027i,0.00067694-0.00020695i,0.00025415+0.00060248i,0.00074437+0.00076206i,0.00065935+0.00039107i,4.4639e-05-0.00023563i,-0.00037823-0.00027746i,-0.00029064-0.00026869i,-5.7602e-05-0.00063816i,0.00021497-0.00061611i
0.00019313+0.0013124i,-0.00024988+0.0015737i,0.00021218+0.00084046i,0.0017531+0.0008092i,0.0019581+0.0020683i,0.00088523+0.0015003i,-0.00040315+0.00069883i,-0.00056389+0.00092453i,6.4405e-05+0.00040263i,0.00025588+0.00048742i,0.00019963+0.00089246i,0.00063479+0.00024971i,0.00099441+0.00016966i,0.0010104+0.00055885i,0.0013613+0.00039498i,0.0018045+0.00043813i,0.0019415+0.0010179i,0.0014317+0.00031767i,0.00073567-0.00048404i,0.00032775-0.00024981i,0.00028553-8.7882e-05i,0.00033488-0.00048418i,0.00036608-0.00060196i
-1.1881e-05-0.00036301i,-0.00039684-0.00058455i,-0.0004996+1.4956e-05i,-7.2124e-05+0.0003018i,0.00039183-0.00074157i,0.00048097-0.00075746i,1.9061e-06-0.00023272i,-0.00038481-0.00030854i,-0.00066005-4.7716e-05i,-0.00079331+0.00066108i,-0.00032876+0.00096102i,0.0003433+0.001571i,0.00039304+0.0014405i,0.00049376+0.00079322i,0.00088547+0.00033612i,0.0016103+9.3314e-05i,0.0012772+0.00022434i,0.00042303-0.00017576i,0.00050103-0.00013578i,0.00089986+0.00022708i,0.00043271+0.00015198i,-3.4739e-05+0.00016285i,0.00039551+0.00038341i
0.00044226-0.00083213i,0.00019633-0.00061856i,0.00064603-0.0010352i,0.00094445-0.0015729i,0.00018233-0.0012925i,0.00011369-0.0011409i,0.00097683-0.0010609i,0.00083702-0.0006582i,0.00018947-5.4031e-05i,7.1961e-05+0.00073582i,0.00015897+0.00097721i,0.00010414+0.00072859i,-8.0814e-05+0.00055985i,-0.00018219+0.00052787i,0.00012999+0.00040272i,0.00064176+0.00033753i,0.00035335+0.00074319i,0.00024032+0.00079681i,0.00047498+0.00061456i,-0.00055882+0.00096028i,-0.0010667+0.00019381i,-0.00050338-0.00041622i,-0.00048264+0.00021416i
-0.00096788-6.2803e-05i,-0.0012061+0.0011971i,-0.0022243+0.0020448i,-0.0020573+0.0030056i,-0.0014509+0.0026545i,-0.00096458+0.0020952i,-0.00070887+0.0011312i,-0.00030796+0.00011571i,-0.00011652+0.000231i,-0.00035259+0.00045358i,-0.00013763+0.00058148i,0.00058873+0.00033436i,-0.00029433+0.00029031i,-0.00031608+0.00053775i,0.00015627+0.00054502i,-0.00013996+0.00027357i,0.00013923+0.00043135i,0.00046821+0.00063156i,0.00073972+0.00054048i,0.00034618+7.1148e-05i,-0.00065221-0.00021337i,-0.00040991-1.8645e-05i,0.0007321-0.0005746i
0.00074707+0.00039194i,0.00067966+0.00055535i,0.0010464+0.00023323i,0.0014437+0.00031306i,0.00086914-2.5506e-05i,-0.00017002-0.00065047i,-0.00057612-0.00037014i,-0.00028652-0.00065365i,-0.00045432-0.0004341i,-0.0008262+0.00015368i,-0.00030722+9.7259e-05i,0.00096555+0.00020121i,0.0011765+0.00032477i,0.00060508+0.00011728i,0.00026058-0.00029978i,-5.4071e-05-0.00019221i,0.00036539+5.39e-05i,0.0010136+0.00038945i,0.00048625+0.00025261i,-0.00035372-6.8137e-05i,-0.00032648+0.00011678i,-8.382e-05-0.00042022i,-0.00013815-0.0010995i
-0.00021463+2.5437e-05i,-0.0013458+6.6038e-05i,-0.0010864+0.00014033i,-0.0009921+0.0011365i,-0.0012743+0.0017683i,-0.0014791+0.00094894i,-0.00044269-0.00011178i,0.00034378-0.00012i,-0.00038845+2.5175e-05i,-0.00082781-1.6e-05i,-0.00026515+4.7378e-05i,0.00036908-0.00026873i,0.00045181-0.00041419i,0.00027053-0.00020092i,0.00080447+0.00042518i,0.00080691+0.00055494i,0.00031075+0.00023418i,-0.00013965-0.00046902i,-7.3037e-05-0.00022001i,-4.5018e-05+0.00022096i,-0.00027123+0.00029634i,-0.00024752+0.00028509i,-0.00083456-0.00018826i
0.00047536-0.0012331i,0.00054216-0.0011519i,0.0012126-0.00099774i,0.00082772-0.0015559i,-0.00017847-0.0022914i,-0.00061073-0.0017435i,-0.00077025-0.001047i,-0.0009249-0.00048739i,-0.00043376-2.4952e-05i,0.00021479+0.00068946i,0.00091941+0.0011745i,0.0011526+0.0014621i,-7.2447e-05+0.0010114i,-0.00040232+0.00069408i,1.9736e-05+0.00049695i,0.00028276-0.00036248i,0.00023954-0.00010353i,0.00036747+0.00015122i,0.00025945-0.00017155i,-0.00093272-0.00017091i,-0.0013041+0.00025268i,-0.00062393+0.00077859i,0.0004778+0.00053447i
-0.0010226-0.00042991i,-0.0016204+0.00030866i,-0.0013381+0.0015904i,-0.00034851+0.002465i,2.8095e-06+0.0016192i,0.00010319+0.00047907i,-0.00049524-8.9053e-05i,-0.0013468-0.00021812i,-0.0016419+0.00035826i,-0.0012975+0.00049034i,-0.00063616+0.00020236i,-0.00064264+0.00048051i,0.00035242+0.00076094i,0.00059023+0.00064485i,0.00061264-4.011e-05i,0.00039594+0.00025869i,-3.7139e-05+0.0003743i,-0.0005921-0.00011024i,-0.00089077+2.8738e-05i,-0.00086874+0.00044263i,-0.00075049-0.00021043i,1.3319e-05-0.00039833i,0.00015675-0.00056013i
-0.00020293+0.00083342i,-0.00064263+0.00039356i,-0.00019405-9.1769e-05i,-1.3048e-05-0.00021372i,-0.00035978+0.00043349i,-0.00065089+0.00088851i,-0.00073798+0.00031002i,-0.00016113+0.00015115i,-0.00010233+0.0011006i,-0.00017405+0.0015269i,4.9008e-05+0.001313i,8.5973e-05+0.00039737i,2.3438e-05-0.0003354i,0.00082665-0.00052435i,0.00091456-0.00024606i,0.00053815+0.00031523i,0.0004803+1.9074e-05i,-0.00043062-0.0012844i,-0.0012297-0.0020398i,-0.00046153-0.0013549i,0.00059075-0.00098556i,0.00054239-0.00065391i,0.00053916-0.00023748i
0.00016589+0.00087935i,0.00023015+0.001175i,-5.7071e-05+0.00053269i,-2.3056e-05-8.0189e-05i,0.00074209-0.00048572i,0.00055457-0.0011172i,-0.00085478-0.001109i,-0.00089062-0.00011055i,4.7195e-06+0.00031894i,0.00028594-0.00037386i,-3.2269e-05-0.00069138i,-6.5689e-05-0.0004106i,0.00056301-0.00015534i,0.0010448-6.2478e-05i,0.0011734-0.00068233i,0.0015119-0.00033823i,0.0012401-0.0001089i,0.00089217-0.000812i,0.0004886-0.000421i,0.00020534+0.0002851i,0.00010019+0.00039147i,-0.00070453-0.00036162i,-0.00097067-0.00052552i
1.2243e-05+8.5211e-05i,-0.00095618-0.00010206i,-0.00064588-0.00021013i,5.7691e-05-0.00070879i,0.00094809-0.001136i,0.00048099-0.0015619i,-0.00042527-0.0013698i,-0.00067276-0.0010517i,-0.00086289-0.00024264i,-0.0010238+0.00057742i,-0.00053966+0.00090864i,7.8289e-05+0.00041951i,0.00068785-0.00052733i,0.00076069-0.00047216i,0.0005526+0.00012423i,0.001282-3.7167e-05i,0.0018148+4.0794e-05i,0.00058084+4.6727e-05i,-0.0009431-7.7339e-05i,-0.00041996-0.00034008i,0.00043549-0.00013194i,0.00057452-0.00012583i,0.00062812-0.00026808i
0.00083087-0.0015933i,-0.00069776-0.0014426i,-0.0018786-0.002168i,-0.0014193-0.0016986i,-0.001415-0.00097081i,-0.0015947-0.00050301i,-0.0017704-0.00025874i,-0.0011549-0.0005076i,-0.00031232-0.0005308i,-0.00018944-2.0223e-05i,-0.00013625+0.00021128i,-1.8643e-05-0.00010415i,1.9734e-05-0.00018005i,0.00061714-4.6508e-05i,0.0012789+4.6994e-05i,0.0013828+0.00041033i,0.00044272+0.00083391i,-0.00057193+0.00068944i,9.092e-05+0.00058067i,0.00093559+0.00041245i,0.00034347+0.00046393i,-0.0003189+0.00098412i,-5.4431e-05+0.0010317i
-0.00035904+0.0016874i,-0.0011324+0.002427i,-0.0011873+0.0029976i,-0.00046527+0.002128i,0.0003712+0.00079282i,0.00073246-0.00069092i,0.00062781-0.0010274i,-0.0001397+7.6285e-05i,-0.00091461+0.00081439i,-0.0006906+0.00095984i,5.7875e-05+0.00088845i,0.00072399+0.00077083i,0.00066829+0.00048178i,0.00025806+0.00049536i,0.00032569+0.00064311i,0.00094898+0.00044901i,0.0006028-9.7254e-05i,-0.00021364+0.00027746i,0.00015381+1.5406e-05i,-6.5879e-06-0.00036639i,-0.00073626-0.00038794i,-0.0010369-0.00033427i,-0.0006851-0.000428i
-0.00027131-0.0012989i,-4.4833e-05-0.00080587i,-4.3404e-05+0.00013837i,0.00021377+0.00095846i,0.00058479+0.00082267i,0.00023907+3.0328e-05i,-0.0003103-0.00012239i,-5.2164e-05+8.1548e-05i,-0.00051836+0.00057647i,-0.00021091+0.00086486i,0.0004362+0.0010353i,0.0002921+0.00077643i,0.00028459+0.00031095i,0.00046473+0.00054908i,0.00085387+0.00070822i,0.0011101+0.00048085i,0.00069356+0.00013264i,0.00061118+0.00018198i,0.00023341+0.00069926i,-0.00049315+0.00036083i,-0.00028803-0.00049907i,0.00017279-0.0010302i,0.00062799-0.00084349i
0.00084414+0.00015898i,0.0014272-0.00017388i,0.0012184+0.00012531i,0.0001956+1.1981e-05i,-0.00030005-0.00025451i,-0.00080744-9.812e-05i,-0.001104-0.00032382i,-0.0009037-0.00080251i,-0.00047459-0.0012143i,-0.00031116-0.00064701i,-0.00047451-0.00037129i,-0.00026958+0.00010452i,-0.00087453+0.00079791i,-0.0007181+0.00024875i,-7.6136e-05-0.00022839i,0.00069769+7.7061e-05i,0.0014903+0.00021943i,0.00057767+2.8138e-05i,-0.00010923-6.6352e-06i,4.5155e-05-2.065e-05i,3.9266e-05+0.00023166i,0.00033918+0.00059703i,0.00063523+0.0008629i
0.00010852-0.0013927i,-0.00042498-0.0015085i,-0.00029895-0.0020358i,-0.00081176-0.0022786i,-0.0020368-0.0019942i,-0.0018453-0.0013026i,-0.00073139+5.0659e-05i,-0.00050976-9.4633e-05i,-0.00048695-0.0010992i,-0.00056753-0.00087849i,-0.0010148-0.00072381i,-0.0004492-0.00049627i,7.111e-05+0.00045437i,6.8444e-05+0.00072777i,0.00034803+0.00055114i,0.00041253+0.0011277i,0.00040138+0.0003283i,0.00057223-0.00035015i,0.00065592+0.00039802i,0.00059558+0.00087122i,-1.7401e-05+0.00019918i,-0.00034049+0.00011967i,-0.00012699+0.00013582i
0.001092-0.00019699i,0.00080765-0.0011009i,0.00073012-0.0011381i,0.00030652-0.00056992i,-0.00061931-0.00017052i,-0.00066684-0.0005401i,-0.00035154-0.0005226i,-0.00013198-9.3436e-05i,0.00039365-4.9774e-05i,0.00025174+0.00019594i,0.00032024+0.0004504i,0.00090669+0.00037522i,0.000802+0.00071823i,0.00031428+0.0010575i,-0.00014865+0.00047322i,8.5992e-05-0.00042379i,0.00060275-0.00072402i,0.00038773-0.0003223i,-0.00018574+3.2329e-05i,0.00016256+0.00073512i,0.00059081+0.0010258i,-0.00025711+1.6168e-05i,-0.00046609-0.00021584i
-0.0028127-0.00055889i,-0.0022577+0.00062927i,-0.0014033+0.0012706i,0.00031204+0.0013921i,0.00090569+0.0019676i,0.00058933+0.00091031i,-1.2198e-05-0.00060972i,-0.00059679-0.00019571i,-0.00064308+0.00082133i,-0.00046419+0.0011321i,-0.00025015+0.0010519i,0.00033747+0.00037694i,0.00072695+0.00032875i,0.00069456+0.00075425i,0.00028389+0.00058466i,0.0001062+0.00064707i,0.0003801+0.00020815i,0.0006209-0.00017134i,0.00048632+0.00012955i,-0.00017362+0.0004494i,-0.00013769+0.00040533i,0.00012375+0.00038828i,0.00043599+0.00063149i
0.0015045+0.0022883i,0.0017332+0.0010077i,0.0027288+0.00042512i,0.0020614+0.00012904i,0.00069509-0.0011612i,-7.5613e-05-0.002208i,-0.00014159-0.0011928i,-0.00015349+0.00047704i,-0.0002338+0.00022864i,-0.00029635-0.00019327i,-0.00045284-6.6339e-05i,0.00037438-0.00071988i,0.00064583-0.00019056i,3.3771e-05+0.00095082i,0.0003803+0.0010172i,0.00081006+0.0009227i,0.00081184+0.0013159i,0.00040665+0.00063846i,0.00018208-0.00022438i,0.000313-0.00013134i,-3.5558e-05+0.00015041i,-0.00029171+0.00074694i,-0.00025146+0.00083213i
0.00098583-0.0015047i,0.00065943-0.00072365i,0.00013878-0.0004572i,8.7729e-05-8.3714e-05i,-0.00032954-0.00030795i,-0.00099802-0.00092149i,-0.000308-0.00071415i,-2.559e-05-0.00019847i,-0.00078538+6.1292e-05i,-0.00091203+0.00022722i,0.00019392+0.00086841i,0.00024137+0.00085391i,0.00018397+9.8753e-05i,0.00056385+0.00036535i,0.00017282+0.00025298i,0.00053624+0.00022168i,0.0015745+5.3239e-05i,0.0012428-0.00031801i,-3.0863e-05-0.00046403i,-0.00086291-0.00044389i,-0.0010867+0.00017198i,-0.00070108-8.6137e-05i,-5.2271e-05-0.0005835i
-0.00063869+3.2829e-05i,0.0009785-0.00027115i,0.0013023-0.00093312i,0.0010218-0.0012562i,0.00168-0.0013339i,0.0012494-0.00094729i,-0.00034844-0.00037031i,-0.000512+0.00033665i,-0.00056084+0.00079968i,-0.00065141+0.00046347i,-1.1449e-05-1.0045e-06i,0.00012183+0.00014509i,0.00082908+0.00041539i,0.00036796+0.00088633i,-0.00064803+0.0010702i,0.00024156+0.0005812i,0.0015908-0.00027985i,0.0014596-0.00096003i,0.00070435-0.001002i,-0.00084789-0.00075667i,-0.0016443-0.00065025i,-0.0006128-0.0006832i,-0.00047621-0.0002921i
-0.0013595+0.00072475i,-0.00073716+0.0015638i,-0.00055135+0.0018268i,-4.0924e-05+0.001452i,0.00062001+0.00090315i,0.00088648+0.00077168i,0.00038698+0.00065237i,-8.5702e-05-0.00016068i,-0.00056176-0.00013085i,-0.001058+0.00041295i,-0.00051382+0.00047497i,-7.7288e-05-3.8165e-05i,0.00056677-0.00065541i,0.0010346-0.00045183i,0.001096-0.00068339i,0.00065293-0.00081021i,0.00015437-0.00043736i,0.0002996+0.00029816i,0.00072917+9.8613e-05i,0.00031975-0.00048578i,-0.00065986-0.00024553i,-0.00051118-7.7968e-05i,-4.9397e-05-9.4535e-05i
-0.00058228-0.00057093i,0.00064294-0.0003691i,0.0019175-0.00036609i,0.0019602-0.00021296i,0.0013905+1.8403e-05i,0.00055949+0.00065455i,0.00020587+0.00099837i,4.4278e-05+0.00085256i,-0.00051153+0.00039062i,-0.00026224+0.0002111i,0.00055832-0.00046563i,0.00049064-0.00049786i,0.00011974+0.00028613i,0.00014606+0.0016125i,0.00040432+0.0016602i,0.00082806+0.00036595i,0.00075137+0.00025709i,0.00018953+0.00028315i,7.1574e-05-0.00030432i,0.00043897-0.00036108i,-0.00029219-0.00020005i,-0.00081066-0.000185i,2.512e-05+9.8199e-05i
1.1216e-05-0.00065267i,-0.0010938-0.00018819i,-0.00078647-0.00069998i,-0.00047718-0.00084534i,-0.00094424-0.00066759i,-0.0011428-0.00070352i,-0.00032544-0.00086205i,2.8162e-05-0.00023879i,-0.00084751-0.00015634i,-0.00076206-0.00040916i,0.00050616-8.9979e-05i,0.00088661-3.8841e-05i,0.00072399+5.9214e-05i,0.00054208+0.00031477i,0.0001896+0.00034804i,0.00044831+0.00061536i,0.00092185+0.00048681i,0.00062306-0.00038031i,0.00052693-0.00020587i,-0.00011397+0.00044304i,-0.00035668+0.00065904i,-2.1807e-05+0.0010242i,-4.8238e-05+9.6643e-06i
0.00034543+0.00021773i,0.00034181-0.00033478i,0.00046312-0.00035591i,0.0007714+0.0004767i,0.00027532+0.00034803i,-0.00031715-0.00094569i,-0.00040346-0.00088506i,-0.00054169-0.00027039i,-0.00091313-5.4528e-05i,-0.00076746-9.0221e-05i,-0.00083306-0.00022723i,-0.00057236-0.00022484i,0.00044394-0.00030477i,0.00064109+0.00011213i,0.00072045-0.00011566i,0.00084008-7.8407e-05i,-0.00021802+0.00028344i,-0.00099707-0.00036796i,5.1489e-05-0.001196i,0.0010061-0.00023968i,-9.8505e-05+0.00049342i,-0.0004933+0.00035266i,-0.00010908+0.0002623i
