-0.0033158+0.00050816i,-0.0030508+0.00077141i,-0.0025555+0.0021421i,-0.0014311+0.0028111i,-0.0005691+0.0035521i,3.9283e-05+0.0036927i,0.0011112+0.0021632i,0.0016283+0.0010721i,0.00077105+0.0015761i,0.00058824+0.00096676i,0.001083-0.00038568i,0.0010863-0.0013601i,0.00039581-0.0018671i,-0.00085699-0.0015207i,-0.0010154-0.00043816i,-0.00058922-0.00032527i,-0.0001887-0.00061172i,0.00089653-0.00041138i,0.0010675-0.00018587i,0.0006771+8.8601e-05i,9.9358e-05+1.0598e-05i,-0.00017892-0.00019676i,0.00054333-0.00031846i
0.0014514+0.00034899i,0.0020493-0.00057674i,0.0018808-0.00095351i,0.0011499-0.0005988i,3.5948e-05+1.0998e-05i,0.00015345-0.00050604i,0.00082836-0.00066361i,0.00040655-0.00020676i,-0.00034154+0.00031365i,-0.00050811-0.00016376i,-0.00023506-0.00052205i,0.000195-0.00014507i,0.00056375+0.00018785i,0.00077743+0.00029981i,0.00047027+0.00044609i,0.00024652-4.1929e-05i,0.00016036-0.00034754i,-0.0004168+0.0001589i,-0.00014113+0.00072523i,0.00062726+0.00012125i,0.00062816-0.00077392i,2.4588e-06-0.0012041i,0.00047307-0.00027672i
-0.00031802-0.00088012i,-0.0014785+0.00033779i,-0.0026276+0.00079432i,-0.0015702+0.00032893i,-0.0011367+0.00027251i,-0.0014463+0.00094071i,-0.00039766+0.0010596i,0.00010076+0.0011967i,-0.00056379+0.00045437i,-0.00050482+0.00051894i,-0.00015362+0.001018i,0.00028627+0.00074495i,0.00085433+0.00028627i,0.0009327+0.00039557i,-2.967e-06+0.00021227i,-0.00039214-0.00071869i,-0.00042621-0.0012127i,-0.00081641-0.00023142i,-0.00076456+0.00054498i,-0.00072521+0.00018621i,-0.00097292-0.00042497i,-0.0014849-0.0005646i,-0.0013577-0.00022219i
0.00052796-0.0013979i,0.0022252-0.0014206i,0.0035109-0.00041783i,0.0024448+7.4345e-05i,0.00014881+0.00016289i,-0.00034063-0.00092875i,0.00048105-0.001105i,0.0013197-0.00061738i,0.00026299-0.00030261i,-0.0008104-0.0002925i,-0.00057474+0.00012042i,-2.8649e-05+0.00036246i,0.00037305-6.1181e-05i,-0.00029339+8.1983e-05i,-0.00065325+0.0005864i,-0.00073503+0.00086312i,0.00019868+0.0009372i,0.00089821+0.00027391i,0.0001706-0.00018106i,-0.00034936-0.00040075i,-0.00031253-0.00037075i,-8.6131e-05-0.00012813i,3.6128e-05-0.00016269i
1.2707e-05+0.0021328i,-0.0008132+0.0023558i,-0.0014491+0.0012122i,-0.001222+0.00019342i,-0.00048537-0.00034594i,0.00013711-8.3415e-05i,0.00062039+0.00010008i,0.00096781+0.00010568i,0.00075032+9.3992e-05i,-0.0003342-0.00053703i,-0.0004183-0.001172i,-7.5633e-05-0.00064382i,-0.00012989-0.00025608i,9.5262e-05-0.00011805i,0.00036525+0.00028859i,0.00054443+0.00075312i,-0.00011209+0.00050551i,-0.00010781+0.00037465i,4.9128e-05+0.00089952i,-0.00046083+0.00043402i,-0.00052477-0.00079334i,-0.00035525-0.0014749i,0.00013781-0.0010684i
0.00056493-0.00034454i,0.0013601-0.0015204i,0.0016766-0.0013181i,0.0011018+2.9304e-05i,0.00043082+0.0010887i,-0.00017398+0.00058201i,-0.00063373-0.00016495i,-0.00083809-2.0677e-05i,-0.00063625+0.0010464i,0.00027676+0.0011842i,8.9557e-05+0.00019833i,-0.00047085-0.00023221i,-0.00037334+0.00011822i,0.00016876+0.00054253i,7.0559e-05+0.00089593i,6.2452e-05+0.00057776i,0.00057683+0.0006525i,0.00034532+0.00041281i,-6.977e-05+0.00059636i,-0.00054378+0.00058598i,-6.8266e-05-1.2983e-05i,0.00055594-3.4236e-05i,0.00039615+0.00015083i
-0.00013597+0.00042001i,-0.00177+0.0017424i,-0.0023183+0.002067i,-0.0012204+0.00042548i,-0.00060424-0.0010156i,-0.00021315-0.0010615i,0.00028611-0.00028045i,0.00018469-5.887e-05i,9.302e-06-0.00017736i,-2.6694e-05+0.0003972i,-0.00048931+0.00082378i,-0.00044932+0.0010173i,-4.9078e-05+0.00059369i,0.00013089-6.9381e-05i,-5.4651e-05+7.9234e-05i,7.1056e-05+0.00038218i,0.00028458+5.521e-05i,0.00020981-0.00016526i,0.00073936-0.00016603i,0.001276+0.00043081i,0.0012108+0.00082259i,0.00032266+0.00054066i,-3.9526e-05+0.00015898i
0.0017056-0.00042993i,0.0026521-0.00052606i,0.0027034-0.0011918i,0.00091975-0.00077858i,0.0001844-0.00053928i,0.00049528-0.0012171i,0.0002972-0.00087239i,0.00016782-0.00012795i,2.7238e-05-0.00024852i,-0.00044615-0.0011643i,-0.00047614-0.0013207i,-0.00019002-1.2761e-05i,-6.8806e-06+0.00074784i,2.8767e-05+6.2777e-05i,-0.00029053-0.0001729i,-0.00029197+0.00023026i,0.00047072+0.00055638i,0.0007306+0.0006418i,0.00051708+0.001104i,0.00070329+0.0015089i,-3.2327e-05+0.00053258i,-0.0007735-0.00036346i,0.00013267-0.00041382i
-0.00078559+0.00052091i,-0.0008262+0.0017915i,-0.0014863+0.0022905i,-0.0012006+0.0015622i,-0.00033516+0.00062851i,0.00043612+0.0012256i,0.0016429+0.001311i,0.0012511+0.00011251i,0.00033223+0.0004184i,-0.00063057+0.0010655i,-0.0011721+0.0005937i,-0.00041371+0.00017766i,0.0004866-0.00028354i,0.00012891-0.00029122i,-0.0009822-0.00025853i,-0.0014529-0.00043177i,-0.00088714-0.00019632i,-9.0641e-05-0.0001872i,0.00046551-0.0002241i,1.0376e-05+0.00031818i,-4.0407e-05+0.00047042i,-0.00010703-0.00026744i,-0.00030709-0.0004335i
-0.0020791-0.00083237i,-0.0029809-0.0012152i,-0.0023376-0.0015927i,-0.00078545-0.001328i,0.00066862-0.00085166i,0.0011666-0.00031887i,0.0008136+4.697e-05i,0.00041572-6.1643e-05i,0.00018883-0.00024635i,0.00058243+2.2313e-06i,0.00051655-4.6004e-05i,0.00016632-0.00035383i,0.00024955-0.00042016i,0.00011014-0.00020254i,0.00032619-0.00011971i,0.0005398+0.00032192i,-6.5664e-05+0.00093396i,-0.00095741+0.00092306i,-0.00060805+0.00048492i,-0.00055269+7.2211e-05i,-0.0011546-3.0372e-05i,-0.0007304-0.00017001i,0.00016826+0.00019633i
0.00087453+0.001449i,0.0018592+0.0019652i,0.0020314+0.0031543i,0.00023361+0.0030708i,-0.0011837+0.0016064i,-0.00099223+0.00070099i,-0.00026509+0.00027253i,0.001043+8.9581e-05i,0.0014255+0.00022545i,0.0007866+0.00012556i,0.00075274-2.7628e-05i,0.00044437-0.00023505i,0.00055656-0.00042844i,0.0002812+0.0006064i,-0.00072257+0.00082197i,-4.3423e-05+0.0002261i,0.00037766-0.00014144i,7.9573e-05+0.00017291i,-0.00034126+0.00062164i,-0.00055021+1.9738e-05i,-0.00049253-0.00068209i,-0.00041355-0.00055269i,9.8836e-05-0.00019183i
0.00029255-0.00071986i,-0.0011615-0.0030521i,-0.0012773-0.00355i,-0.00015787-0.002841i,0.00037547-0.0028229i,-0.00047687-0.0023951i,-0.00092954-0.00010033i,-0.00092147+0.0012651i,-0.0014401+0.00065866i,-0.0016718+0.0001837i,-0.0011728+3.8177e-05i,-0.00017128-0.00011875i,6.1607e-05-3.8377e-05i,-0.00026974+0.0003385i,-0.00043947+0.00059452i,-0.00039658-0.00050145i,-0.0006227-0.00041359i,-0.00022713+0.00059994i,0.00040177+0.00063341i,0.00031899+0.00016356i,0.0001603+0.00033908i,9.2722e-05-1.7806e-05i,-8.1248e-05-0.00075594i
0.0021982+0.0020699i,0.0035491+0.0030431i,0.0041542+0.0033712i,0.0025119+0.0018058i,-0.00024327+0.00065221i,-0.001431-0.00032856i,-0.0004778-0.00059025i,0.00042071+5.7683e-05i,0.00087734+0.00048448i,0.00071063+6.8444e-05i,7.5045e-05-7.2482e-05i,-0.00026441+3.2201e-05i,7.9667e-05+0.00075122i,0.00083075+0.0011179i,0.00070197-0.00013008i,0.00025784-0.00044287i,6.968e-05-0.00034959i,-0.00034986-0.00098479i,-0.0002104-0.00064517i,-0.00074383-0.00032747i,-0.0005681-0.00031973i,0.00090019-0.00013333i,0.0015526+0.00057569i
-0.0031094-0.0015711i,-0.0042601-0.0014609i,-0.0053275-0.00099723i,-0.003828-0.00055877i,-0.0019146-0.00079315i,-0.00054418-0.00073896i,-7.4203e-05-0.00088163i,-0.00086893-0.00067901i,-0.00091447+0.00033846i,-5.2342e-05+0.00093957i,0.00036377+0.0010222i,0.00075541+0.0013021i,0.00053044+0.0015096i,2.4865e-05+0.00057023i,0.00061923+0.00027292i,0.00071221+0.00047429i,0.00025737-5.1517e-05i,0.000493-0.00016144i,0.0011376+0.00023768i,0.0010581+7.6875e-05i,0.00020642-0.00044947i,-0.00045412-0.00050687i,-0.00054348-0.00020933i
0.0034076-0.00026994i,0.0053628-0.00075842i,0.0049187-0.00086696i,0.0033312-0.00081005i,0.0022132-0.00069215i,0.0015327-0.00085339i,0.0010101-0.0011796i,-0.00040776-0.00095832i,-0.0011986-0.0001425i,-0.0007408+0.00026097i,-3.8856e-05+0.00026028i,-0.00053826+0.00065257i,-0.0013505+0.00019378i,-0.00053559+0.00012972i,5.9086e-05+0.00023566i,0.00070017-0.00040946i,0.0010357-0.00050589i,0.00038046-0.00024038i,0.00084302-0.00063293i,0.0012242-0.00071072i,0.00086719-0.00060243i,-0.00011609+0.00020123i,-0.00046104+0.00063491i
-0.0013736+0.00097439i,-0.0027011+0.00027654i,-0.0030477+0.0012379i,-0.0022753+0.0013918i,-0.0015796-0.00046693i,-0.0013598-0.0013506i,-0.00081078+1.8612e-05i,-0.00063935+0.00080498i,-0.0005374+0.00064856i,-0.00016706+0.00065093i,-0.00075702+0.00044045i,-0.0013476-4.6823e-05i,0.00026051+7.975e-05i,0.0015582+0.0011597i,0.0012034+0.0017823i,0.00011236+0.0013873i,-0.00011689+0.001192i,-8.6925e-05+0.0008198i,-0.0003344+0.0008945i,-0.00042655+0.00058103i,-0.00048205-0.00028473i,1.6219e-05-4.7735e-05i,0.00033565+8.9798e-06i
0.0010546-0.00053344i,0.0027139-0.001199i,0.0034472-0.001777i,0.0024153-0.0024277i,0.0013913-0.0018963i,0.0010282-0.00032633i,0.00052446-1.7089e-06i,0.00048777+2.9567e-06i,0.0003586-0.0001887i,-0.00054601+0.00044497i,-0.00091375+0.0012495i,-0.00086432+0.0011444i,-0.00039474+0.00088683i,-5.9522e-06+0.00030108i,6.9815e-05-0.00010049i,-0.00089261+0.00041226i,-0.0007293+0.00041225i,1.146e-05+0.0003936i,-7.2262e-05+0.00059338i,0.00039599+0.00037497i,0.00049767-0.00012277i,0.00071467-0.00036957i,0.00057183+0.00056989i
-0.0028948+0.0026964i,-0.0028552+0.0047195i,-0.0018858+0.0053674i,-0.00090652+0.0033177i,-0.0002553+0.00089874i,-0.00044629-0.00013057i,-0.00092806-0.00048199i,-0.00085561-0.00048071i,-0.0015384-0.0001678i,-0.0019317+0.00041223i,-0.0012678+0.00089353i,-0.00039387+0.00065476i,-0.00011633+0.00061354i,2.0575e-05+5.249e-05i,0.00013336-0.00028857i,0.00044256-0.00027247i,0.00041697-0.00011313i,0.00049746+0.00055622i,0.00047256+0.00028846i,-0.00025042-0.00043625i,-0.0008562-0.00091395i,-0.00095816-0.00082185i,0.00025149-0.00038435i
-0.00036944-0.002374i,-0.00048054-0.0031779i,-0.001022-0.0030755i,-0.0012186-0.0021116i,-0.00099133-0.00065482i,-5.7807e-05-0.00026498i,0.00069323-0.00020838i,0.0009998-0.00059001i,0.0011674-0.00013101i,0.00047256+0.00074119i,1.7491e-05+0.00012339i,-0.00021873+3.046e-05i,-0.00024891+0.00039627i,-1.1319e-05+0.00032917i,-0.00031681+0.00077665i,9.1506e-05+0.0009232i,0.00062247+0.00028313i,-0.00025449-0.00061617i,-0.0007834-0.00090308i,-0.00017027-0.00033997i,-0.00019879+0.00010293i,-0.00067939+0.00013589i,-0.00032091-0.00063242i
-0.0010975+0.00023635i,-0.00093869+0.0024251i,-0.00014217+0.003941i,0.00017548+0.0025118i,-0.00056426+0.00062325i,-0.001346-0.00068304i,-0.00040154-0.0011427i,3.3845e-05-0.00067197i,-0.0007197-0.0008408i,-0.0013478-0.0012423i,-0.00078214-0.00049621i,-0.00011336+0.00016491i,-0.00023953-6.7247e-05i,-0.00057243-0.0010615i,-0.00083233-0.0012812i,-5.8707e-06-0.00022237i,0.0013696+0.000306i,0.00094088+0.00027602i,9.2393e-05+4.7887e-05i,0.00017175+1.4565e-05i,0.00026169+0.00031114i,-0.00077546+0.00045416i,-0.0011248-6.7569e-06i
-0.00025389-0.00026758i,-0.00030838-0.00082813i,-0.00035757-0.0014337i,-0.00070178-0.0017241i,-0.00040847-0.0014649i,-0.00043014-0.0016509i,-0.0011404-0.0009902i,-0.0010261-0.00027002i,-0.00025287+0.00049628i,-0.00023963+0.0012533i,0.00014335+0.0016908i,0.00033216+0.0013588i,0.00022558+0.00064801i,-0.00014653+0.00043476i,-0.00075948+0.00027246i,-0.0006974+0.0002073i,-0.000196+0.00055352i,9.0698e-05+0.00018338i,-0.0002816-3.4216e-05i,-0.0005772+9.6025e-05i,-0.00042565+0.00022045i,-0.00013272+9.3643e-05i,-0.00016619+0.00020718i
-0.0012078+0.0013546i,6.3215e-05+0.0021237i,0.0016123+0.0024529i,0.0025247+0.00035594i,0.0017107-0.0021023i,0.0013041-0.0015529i,0.001048-0.00038089i,-0.00052614-2.0326e-05i,-0.0013645+0.00054804i,-0.0008114+0.00072612i,-0.00074528+0.00022651i,-0.00077846-0.00042523i,-0.00043454-0.00011072i,-0.00030978+0.00030595i,-0.00078618+0.00011267i,-0.0011155+0.00036211i,-0.00064491+0.0006694i,-2.7515e-05+0.00010377i,-0.00011716-9.2956e-05i,-0.00052512+0.0003954i,-0.0005823-0.00014146i,-9.8242e-05-0.00014878i,-1.9196e-05+0.0006596i
-0.00018357-0.00068108i,5.3245e-05-0.0015872i,0.00072773-0.0018134i,0.00031879-0.0010528i,0.0001961-0.0014672i,0.00011148-0.002205i,0.00033215-0.0022775i,0.00029115-0.0015169i,-0.00046206-0.00044023i,-0.00050258-0.00013595i,-0.00034973-0.00026542i,-0.00060784-7.3025e-06i,-0.00054077+0.00034237i,-0.00058703+2.1389e-05i,-0.0010778+3.7933e-06i,-0.0010635+0.00035642i,-0.00020267+0.0001836i,0.00050605-0.00067435i,0.00075405-0.00074662i,2.8819e-06-3.9008e-05i,-0.00043314+0.00039053i,-0.00013347+0.00038866i,0.0002596+0.00031493i
0.0011578+0.0018206i,0.0017843+0.0015598i,0.0027606+0.0014247i,0.0022016+0.00060099i,0.00047612+0.000132i,-0.00023478-6.4014e-06i,-9.6806e-05-0.00013189i,-0.00073491-0.00043086i,-0.0014346-0.00047856i,-0.00084945+0.00037054i,-0.0006561+0.00060132i,-0.0011025+0.00017686i,-0.0013227+0.00039814i,-0.001604+0.00061306i,-0.0015699-4.0318e-05i,-0.00066125+0.00030278i,-8.6809e-05+0.0009125i,-0.00015604+0.0004141i,0.00021877-0.00046196i,0.0001804-0.00099985i,-0.0002269-7.2366e-05i,-0.000251+0.00019541i,-0.00024147-0.00037711i
-0.00064523-0.0014908i,-0.001489-0.0011275i,-0.0022557-0.00053046i,-0.0022375+0.00040002i,-0.0012141+0.00031813i,-0.00037994-0.0011744i,-0.00011808-0.0016522i,-0.00015274-0.00057787i,1.1882e-05+0.00061575i,0.00069098+0.0010599i,0.00052887+0.000269i,0.00051032-0.00020924i,0.0012247+0.00038973i,0.0019033+0.00031611i,0.0014613+0.0008143i,0.0013455+0.00095089i,0.0014053+0.00055742i,1.7026e-05-0.00020204i,-0.00071253-0.00052417i,-0.00025723-0.00013871i,0.00021025-0.00012926i,0.00027051-0.0001356i,-0.00016713+0.00017809i
0.00022545-4.0747e-05i,4.7026e-05-0.00040494i,-0.00078341-0.00098352i,-0.00054624-0.0014855i,-0.00054771-0.00048759i,-0.00025388+0.00083911i,0.00062634+0.00049935i,0.00011765-0.00030022i,-0.00030126-0.00024395i,-0.00030196+4.6339e-05i,-0.0002985+0.00025891i,-0.0010462+0.00055756i,-0.0012962+0.00079492i,-0.00068305+0.00064464i,0.00014173+0.00034895i,0.00065613+0.00074236i,-1.6559e-05+0.00057286i,-0.00070416-8.0583e-05i,-6.4789e-05-0.00044284i,0.00027805-0.00058207i,-0.00018441-0.00060277i,0.00035325-6.3688e-05i,0.00057122+0.00030707i
-0.00065153-0.00086279i,-0.00098772-0.00017486i,-0.0013702+6.542e-05i,-0.0010358-0.00030968i,-0.00068265-0.00031017i,-0.00067773-0.00016971i,-0.00059052-0.00032792i,-0.00059393-0.00053471i,-0.00050672-0.00037551i,-0.00072447-0.00014114i,-0.0012021+4.9328e-05i,-0.0016607+0.00013524i,-0.00079531+8.5074e-05i,0.00067377-0.00029994i,0.001271-0.00064926i,0.0014781-0.00081893i,0.0010277-0.00018538i,0.00062495+0.0010217i,0.00051708+0.00047442i,0.00011952-0.00026724i,-0.00046222-0.0004409i,-8.228e-05-0.00071787i,0.00083291-0.0010167i
0.0002378+0.00049688i,0.00075675-0.00052216i,0.0018624-0.00059849i,0.0013078-0.00029337i,8.3214e-05-0.00016476i,-0.00030405+0.00048864i,-0.00035141+0.00039028i,-0.00028763-0.00034946i,9.0192e-05-0.00040187i,0.00016157-0.00050266i,-2.6039e-05-0.00095532i,-9.8822e-05+0.00014469i,-0.00029038+0.0010871i,-0.00021355+0.00099626i,-0.00025323+0.00070412i,-0.00049766+0.00017058i,-0.00066431+0.00040109i,-0.00070518+0.00064402i,0.00014148+0.00035805i,0.00070711+0.00031573i,0.00097234+0.00021219i,0.001029-0.00021319i,0.00094464-0.0010137i
-0.0018902-0.00086034i,-0.0030589+0.00040662i,-0.002385+0.0019161i,-0.0014321+0.00187i,-0.00065427+0.00086693i,0.00030056+3.3649e-05i,0.00039233+0.00035049i,7.9782e-05+4.146e-05i,-0.00061709-0.00062192i,-0.0017201-1.8009e-05i,-0.0022314+0.00022574i,-0.0013385-0.00060948i,-0.00050488-0.00073203i,-0.00071739-0.000318i,-0.0001483-0.00044984i,0.00037049-0.00089448i,0.00013473-0.00035139i,0.00046204+0.00020939i,0.00029827-0.00028536i,-0.00025097-0.0013737i,-0.00056299-0.0015799i,-0.00025062-0.0011152i,-6.09e-05-0.0010874i
0.00033333+0.00012855i,0.0013082-0.00079607i,0.0021128-0.0021671i,0.0012645-0.0017053i,0.00019597-0.00018871i,0.0003963+0.00017774i,0.00021507-9.2189e-05i,-0.00069126-0.00043053i,-0.00044466-0.00062927i,-0.00016923+0.00027988i,0.00019385+0.0011473i,0.00078819+0.0014612i,0.00097585+0.0014763i,0.0010989+0.00079024i,0.00044201+0.00045438i,-0.00011993+0.00093477i,-2.9757e-05+0.0004954i,9.5775e-05-0.00031221i,-0.00052188-0.00038231i,-0.0009125-0.00039098i,-3.263e-05+0.00032152i,2.209e-05+0.00097977i,4.2938e-05+0.0001228i
-0.0011849-0.00089794i,-0.0023699+2.6694e-05i,-0.0027091+0.00018058i,-0.0019848+0.00012819i,-0.0014629+0.00038898i,-0.00069254+0.0003918i,-5.3626e-05+0.00035936i,0.0002647-9.9266e-05i,0.00063592-0.00022685i,0.00039749+0.00015579i,-0.00050292+0.00030622i,-0.0010263+0.00059441i,-0.00048705+0.00036828i,0.00039552-5.6581e-05i,0.00031636-0.00083272i,0.00017309-0.00064879i,0.00048811-0.00031411i,-9.0704e-05-0.00056353i,-0.00062235-0.00038712i,-7.4149e-05-5.3433e-05i,0.00058061+9.0706e-05i,0.0010173+5.8665e-05i,0.00055904-0.00024162i
0.0021591+0.0027004i,0.0020502+0.0012745i,0.0018541-0.00043109i,7.6702e-05-0.0020587i,-0.001455-0.0025964i,-0.0021293-0.0010021i,-0.0014816+0.00066688i,-0.00072175+0.00088519i,-0.00042891+0.00036006i,-0.00037884-0.00019173i,-0.00026264-0.0014305i,0.00015622-0.0010792i,0.00079041+0.0010834i,0.0010658+0.0019746i,0.0010251+0.0010296i,0.00013614+0.00026698i,-0.00097162+0.00043595i,-0.001138+0.00017635i,-0.00060892-0.00057222i,-0.0002972-0.0010238i,-0.00081293+9.6746e-05i,-0.00054881+0.0008182i,-0.00019258+0.0002796i
-7.9172e-05+0.00059088i,0.00048198+0.00090011i,0.0013916+0.0023903i,0.0011011+0.0025845i,-0.00010251+0.0010764i,3.9011e-05+0.00045647i,0.000707+0.00036638i,0.00093893+7.6955e-05i,0.00077361+0.00042912i,0.00079973+0.00078214i,0.0008129+0.0011295i,-0.0002326+0.00097631i,-0.0018052+0.00031599i,-0.0014853-0.00035407i,-0.00010636-6.345e-05i,0.00011361+0.00058709i,-0.00014297+0.00027653i,-0.00020308-0.00028958i,-0.00018157-0.00027036i,-0.00021469-0.00034652i,0.0001369-0.00022198i,0.0002348+0.0001929i,-0.0011762+0.00056675i
-0.0011942+4.2905e-05i,-0.0010941-0.0010382i,-0.00080954-0.0010103i,-0.0012773-0.00074978i,-0.00051411-0.00052856i,0.00068612+1.1939e-05i,0.0008193+7.5111e-05i,-0.00040718-0.00019035i,-0.00077992-0.00048901i,-0.00029994-0.00066614i,5.4287e-05-0.00068606i,0.00044558-0.00050029i,0.00039103+0.00026394i,0.00013487+0.00032783i,-0.00016501+0.00029411i,-0.00043987+0.00059495i,-0.00032224+0.00052157i,-0.00025917+0.00019849i,0.0001108-0.00042907i,0.0005503-0.00042674i,0.00014248-0.00033948i,-0.00048949-0.00073964i,-6.8245e-05-0.0008691i
0.0019307-0.0015885i,0.0025474-0.00061614i,0.0030193+3.1224e-05i,0.0022443+9.1328e-05i,0.0013118-0.00030041i,0.00027233-0.0002174i,-6.7882e-05-9.4228e-05i,0.00049842+0.00013772i,0.00068778+0.00069775i,0.0007623+0.0014106i,0.00019053+0.0012992i,-0.00046983+0.0010406i,-0.00077089+0.00057695i,-0.00088464+0.00039693i,-0.00017708+0.00038907i,0.00033051+8.2234e-05i,0.00056627-0.00035349i,0.00047632-0.00038838i,-0.00035319-0.00032333i,-0.00069423-0.00010319i,0.00022832+0.00042796i,0.00034711+0.00014668i,-0.00030587-0.00047299i
-0.00073857+0.00082237i,-0.0022852+0.0001752i,-0.0022193+0.0002874i,-0.0016233+0.00030215i,-0.00077002-0.00048954i,-0.00022185-0.00075611i,0.00022298-0.00069452i,0.00018544-0.00041484i,-0.0003879+0.00022316i,-0.0011109-7.1757e-05i,-0.0017783-0.00082572i,-0.001167-0.0013906i,7.8007e-05-0.0010949i,0.00050434-2.9307e-05i,-0.00054173-3.4056e-05i,-0.00068498+0.00013864i,-0.00033738+0.00059271i,-0.00077489+0.00032174i,-0.00051059+0.00045569i,0.00016522+0.00043001i,-7.9447e-05-0.00020119i,-0.00042008+0.00030835i,-5.2129e-05+0.00050294i
0.0011746+0.00043642i,0.003012+0.00041328i,0.0039905+0.00058952i,0.0037343-0.00043914i,0.0014143-0.0013291i,-0.0009589-0.0018081i,-0.0011235-0.0014429i,-0.00078909-0.00042247i,0.00040229-4.4623e-05i,0.001625-0.00063783i,0.0013808-0.00042765i,0.00031121+0.00091702i,-0.00074578+0.00084049i,-0.00051573+0.00013718i,-0.00011617-1.2556e-05i,5.1325e-05-0.00011909i,-0.00030496+0.00048658i,-0.00078677+0.00026835i,-0.00038214-0.00011605i,0.00029415-0.00044524i,1.8042e-06-0.00071112i,-0.00035203-5.457e-05i,-0.0002212+0.00020329i
-0.00031938+0.0010398i,-0.0018031+0.00075492i,-0.0021391+0.0011744i,-0.0014494+0.0015466i,-0.00033547+0.00088654i,0.0012217+0.00062324i,0.0019005+0.00045834i,0.0014461-0.00026526i,0.00041789+1.3295e-05i,-0.00031612+0.00035888i,-0.00051884-0.00017127i,-0.00075689-0.00070053i,0.00038447-0.00099258i,0.0010969-0.00098276i,-7.2441e-05-0.00054575i,-0.00041687+2.2658e-05i,6.9887e-05+0.00044758i,0.00036427+0.00068291i,0.00033157+0.00019929i,-0.00028671+0.00046581i,-0.00041716+0.00073077i,0.00028589-0.00035769i,0.0007895-0.00096073i
-0.00058365+0.00079794i,-0.00012267+0.00034844i,0.00076137-0.00031052i,0.0021667-0.00069918i,0.0013631-0.00099152i,-0.00047266-0.0010961i,-0.00050187-0.0009421i,-7.7225e-05-0.0002955i,-0.00035466-0.00012709i,-0.00077768+0.00016663i,-0.0003535+0.0010359i,0.0007239+0.0016284i,0.00076618+0.0020061i,0.00037661+0.0020209i,0.00027825+0.0012662i,0.00055421+0.00018731i,0.00035639+0.00011288i,0.00030171+0.00013389i,0.00026162-0.0001986i,0.00030342-0.00044372i,5.2107e-05-0.00064704i,-9.1957e-05-0.00059649i,0.000283+0.0003894i
-0.00086481+0.0028946i,-0.00083528+0.0030967i,-0.00073195+0.0025277i,0.00032454+0.0012495i,0.0012386-0.00021107i,0.0014939-0.0012931i,0.0011672-0.00055501i,0.00054096+0.0010188i,0.00077011+0.001003i,0.00093754+0.00041081i,-0.00038742-2.9613e-05i,-0.0010365-0.00028861i,-0.00063686-0.00051318i,-0.00089519-0.00083949i,-0.0012541-0.00041509i,-0.0011725-0.00033438i,-0.00052957-0.00070958i,0.00016597-0.0002044i,3.1019e-05+0.0002215i,-0.00023964+0.00047333i,0.00018862+0.00047962i,0.00067214+0.00084265i,0.00074413+0.00073668i
-0.00048979+0.00045802i,0.0011698+2.4456e-05i,0.0016742+6.2274e-05i,0.00024043-0.00063513i,-0.00087377-0.0012881i,-0.00053085-0.001347i,-0.00023805-0.00044488i,-0.00029968+0.00040853i,-0.00012922+0.00043294i,0.00033949+0.00028691i,0.00066563+0.00020214i,0.00059374+0.00049136i,0.00057347+0.00098829i,-5.1464e-05+0.0012305i,-0.00091859+0.0010798i,-0.00072226+0.00036396i,-4.6335e-05-0.00010691i,0.00027948-0.00038809i,0.00017533-0.00027387i,0.00045842-0.00036713i,0.00054831+0.00017522i,-0.00021505+0.00036439i,-0.00038954-0.00033244i
0.00066714+0.0034312i,0.0011661+0.0042864i,0.0027825+0.0032486i,0.0031176+0.00023448i,0.0024151-0.0018436i,0.0011469-0.0017693i,-7.7412e-05-0.00062171i,-0.00030755+0.00023849i,-0.00040722+0.00039114i,-0.00025981+0.00025093i,-0.00059941+0.00023485i,-0.0018185-0.00016069i,-0.0019272-0.00085947i,-0.0012932-0.00017447i,-0.0014313+0.001327i,-0.0011957+0.0015726i,-0.0006107+0.00089301i,-0.00047293+0.00022137i,0.00012753+0.00061633i,0.00041942+0.00092599i,0.00017901+0.00038335i,-0.00016928+0.0001076i,-0.00018276-1.913e-05i
-0.00064864+0.00075784i,-0.0006377+3.8229e-05i,0.0002639+0.00014573i,0.0014638+0.00098855i,0.0012989-5.0504e-05i,-0.00026549-0.0018796i,-0.00083457-0.0015417i,-0.00078545-0.00043436i,-0.00032479+0.00011017i,0.00023045+0.00028059i,0.0011541+0.00017211i,0.0021046+0.00031861i,0.0024572+0.00030134i,0.0013471+0.00048458i,-0.00025133+0.00029763i,-0.00026614-0.00065354i,0.00034617-0.0010693i,0.00034817-0.00099582i,-0.00014423-0.00014038i,-0.00045665+0.00034473i,-0.00067307-0.00026874i,-0.00088318-0.00030159i,-0.00039552+2.1661e-05i
