-0.0033158+0.00050816i,-0.0030508+0.00077141i,-0.0025555+0.0021421i,-0.0014311+0.0028111i,-0.0005691+0.0035521i,3.9283e-05+0.0036927i,0.0011112+0.0021632i,0.0016283+0.0010721i,0.00077105+0.0015761i,0.00058824+0.00096676i,0.001083-0.00038568i,0.0010863-0.0013601i,0.00039581-0.0018671i,-0.00085699-0.0015207i,-0.0010154-0.00043816i,-0.00058922-0.00032527i,-0.0001887-0.00061172i,0.00089653-0.00041138i,0.0010675-0.00018587i,0.0006771+8.8601e-05i,9.9358e-05+1.0598e-05i,-0.00017892-0.00019676i,0.00054333-0.00031846i
-0.001243-0.0035711i,-0.0013006-0.0026295i,-0.0019718-0.0004479i,-0.0015733+0.0015599i,-0.0010996+0.0018299i,-0.00083009+0.00059216i,-0.0012777-0.00075683i,-0.0009751-0.0010233i,-5.7798e-05-0.00060855i,-0.00013198+0.00031927i,-0.00089221+0.0010474i,2.4492e-05+0.0009589i,0.0014455+0.00025925i,0.00068524-0.00058895i,-0.00026745-0.00074325i,0.00080813-0.00056921i,0.0014154-0.00070919i,0.0006435-0.00057312i,-0.00019034+0.00017232i,-0.00023932+0.00057986i,0.00024837-0.00033646i,0.00018592-0.00073624i,-0.00026746-0.00062766i
-0.0035386-0.0010913i,-0.0039386-0.00029481i,-0.0028134+0.00087853i,-0.0012148+0.0011738i,0.00054091+0.00073628i,0.0019073+0.00051981i,0.0019379+0.00043065i,0.001109-0.00029618i,0.00056913+0.00011662i,0.00011477+0.00077663i,0.00024641+0.00050217i,0.00048373+0.00054068i,0.00053798+0.00017693i,0.00046697-4.7653e-05i,-4.9982e-05+0.00014994i,2.0626e-05+0.00035002i,0.0008894-0.00011984i,0.00143-0.0002832i,0.00051258+0.00040815i,-0.00014619+0.00060289i,5.5325e-06-0.00012885i,1.2037e-05-0.00069839i,-0.0006078-0.00066484i
-0.0083751+0.0043398i,-0.0081297+0.0077228i,-0.0050831+0.012129i,-0.00092871+0.0098394i,0.0020446+0.0049682i,0.0026001+0.00061987i,-0.00013977-0.0015365i,-0.0024015-0.00010127i,-0.0016281+0.0021337i,0.00089424+0.0025529i,0.0017292+0.0012293i,0.0016444-9.6453e-05i,0.00045111-0.0005305i,-0.0026997-0.00075655i,-0.0044749-0.0010958i,-0.0027092-0.0016337i,-0.00062742-0.0024059i,0.00011628-0.0018841i,6.0066e-05-0.00064128i,-0.00026479+0.00013837i,-0.00086126+0.00019091i,-0.0015157-0.00016096i,-0.0014924-0.00022511i
0.001898-0.002363i,0.0021396-0.0038148i,0.0015642-0.0055281i,-0.00087496-0.0045987i,-0.0029559-0.0027013i,-0.0033946-0.00057107i,-0.0018931-0.00018906i,-0.00063007-0.0001221i,-0.00054206+6.9142e-05i,-0.00054938-0.00053186i,-0.00024133-0.00059906i,0.00014936+1.7916e-05i,0.00027849+4.4693e-05i,0.000654-0.00019464i,0.0016829-0.00010199i,0.0017853-0.00071333i,6.1212e-05-0.00041488i,-0.00043295-0.00055938i,0.00044221-0.0014432i,0.00070371-0.00051442i,-0.00015065+0.00011549i,-8.4406e-05-0.00016527i,0.0006691-4.4726e-05i
0.0025624-0.0019911i,0.0012937-0.0018313i,0.0003915-0.0026219i,-0.00031676-0.0023791i,-0.0004688-0.00092675i,-1.6075e-05+0.00084082i,0.0011556+0.0014375i,0.0013912+0.00069191i,0.00011656-9.8296e-05i,-0.0007214-0.00016941i,-0.0010338-0.00018478i,-0.0010617-0.00047403i,0.00048581+0.00017501i,0.0021806+0.0010595i,0.0016297+0.001496i,0.00043494+0.0017336i,0.0001356+0.0016714i,0.00013102+0.00060322i,0.00073782+0.00019916i,0.0011724+0.00092293i,0.00076591+0.00094898i,0.00048658+9.6262e-05i,0.00059084-0.00014687i
-0.00039061+0.002224i,-0.00025331+0.003326i,-9.4485e-05+0.0026637i,-0.0007922+0.00038804i,-0.0015106-0.0013379i,-0.0017598-0.0021549i,-0.0011069-0.0027074i,-0.00034731-0.0022751i,0.00025703-0.0015583i,0.00081288-0.00044565i,0.00057232+0.0004425i,0.00011591+0.00018146i,0.00045976-8.7932e-05i,0.00072769+3.8692e-05i,0.0002696-0.00049719i,-5.9272e-05-0.00068457i,0.00062492-0.00031583i,0.00073741-0.00012646i,0.00016448+7.941e-05i,0.00044658+1.8093e-05i,0.00016664-0.00028952i,-0.00048564+0.00012091i,-0.00050413+0.00037112i
0.0016834+0.00045012i,0.0021555-0.00082331i,0.0015841-0.0019831i,-0.00034353-0.0017506i,-0.0008313-0.00099302i,0.0007189+1.3369e-05i,0.001724+0.00010191i,0.0020705-0.00027614i,0.0016055-0.00043405i,0.00022065-0.0010994i,4.2575e-05-0.00093079i,0.0001994-0.00013335i,-0.00031604+0.00038438i,-0.00063531+0.00022951i,-0.00046905+6.968e-05i,-0.00015846-0.00031537i,-0.00011459-0.00035906i,-2.8779e-05+0.00038687i,-0.00018023+0.00089428i,-0.00043457+0.0007208i,-0.00044344+0.00061685i,-0.00010816+4.3985e-05i,0.00027957-0.00036051i
-0.00058557-0.00050813i,4.6115e-05-0.00083037i,0.00070709-0.00066373i,0.0006105+0.00034428i,0.00014509+0.0014395i,-0.00029801+0.0017614i,-0.00011781+0.0013938i,-0.00011572+0.0010081i,-0.0001915-8.4261e-06i,-0.0004449-0.00058823i,-0.0004045-0.00040474i,-0.00016024-0.00059787i,-4.6419e-06-0.00084392i,0.00073416-0.00019448i,0.0011679+0.0003711i,0.00075734+0.00080212i,7.401e-05+0.00044425i,-0.00037296-0.00054647i,-0.00082068-0.00094793i,-0.00069365-0.00065825i,-0.0001673+0.00017965i,-0.00037547+0.00067274i,-0.00028379-1.9532e-06i
0.00097448-4.0824e-05i,0.00044689+0.0011447i,-0.00065345+0.00080689i,-0.002058+0.0012155i,-0.0014863+0.0012783i,7.9001e-05+0.00077663i,0.00083501+0.00011088i,0.00078909-2.9507e-05i,0.00014186-0.00031704i,-0.00021418-0.00032484i,-0.00070077-8.0977e-05i,-0.00051395-0.00044172i,-2.7109e-05-0.00048002i,0.00042343-4.8316e-05i,0.0004042-3.5406e-05i,0.00025022-7.5517e-05i,0.00089772-0.00016174i,0.00084713-0.00033386i,-7.6155e-05-0.00023115i,-0.00028723-0.00024923i,-5.9718e-05-0.0003518i,-0.00015956-0.00027779i,-0.00038623-0.00041603i
0.00063978+0.00011879i,0.001579-0.00039758i,0.0014845-0.0011879i,0.0015538-0.0010958i,0.00071755-0.00041143i,-0.00057379-0.00051288i,-0.0011824-0.0014871i,-0.0017894-0.0016442i,-0.001556-0.00047043i,-0.0011233+0.0001313i,-0.00036283+0.00018661i,-9.4023e-05+0.00023818i,-0.000158+0.00047633i,6.1856e-05+0.00043867i,-5.5287e-05+6.0852e-05i,0.0012883+0.00035574i,0.0018711+0.00039413i,0.0007388+1.1633e-05i,0.00056609-0.00043538i,0.00068682-0.00096017i,0.00046056-0.0012639i,-2.0698e-05-0.0011451i,-0.00011551-0.0011799i
0.0017698-0.00030421i,0.0025344-0.00070959i,0.0030317-0.0011213i,0.0016472-0.00138i,-0.00028461-0.00083331i,-0.00036169+8.5406e-05i,-0.00028544+0.00068433i,0.00024227+0.0003975i,0.0014087-0.00043328i,0.00026802-0.00093289i,-0.00089926-0.00018953i,-0.00041376+0.00075346i,0.0004232+0.001016i,0.00055139+0.0013115i,0.0012518+0.0010409i,0.0010571+0.0010437i,3.3779e-05+0.00084282i,-7.5433e-06+0.00058164i,0.00013197-7.5279e-05i,0.00044501-0.00036853i,-0.00012656+0.000309i,-0.00047847+0.00050456i,-0.00060717+0.00041725i
-0.00020234-0.00024351i,-0.00099319+0.00093791i,-0.0028113+0.00053685i,-0.0027754-0.00033341i,-0.0012426-0.00072097i,0.0005536-9.0321e-05i,0.0013974+0.000552i,-1.4081e-05+0.00037989i,-0.0001035+0.00060774i,0.00053957+0.0012612i,5.8489e-05+0.0010615i,-0.00036885+0.0010411i,-2.3548e-05+0.00095612i,0.00031904+0.0003459i,0.0003062+6.4502e-05i,0.0003574-0.00038307i,0.00052416-0.00051318i,0.00075057-0.00032943i,0.0005922+0.00016464i,0.00066338+0.00092848i,0.00041917+0.00052817i,0.00018413-0.00011012i,8.8218e-05-0.00029918i
0.0025688-0.0013498i,0.0033672-0.0020036i,0.0028056-0.003573i,0.0015684-0.0026507i,-0.00023674-0.00025671i,-0.00066481+0.00028717i,-0.00045734+5.7149e-05i,-0.0011038+0.000811i,-0.0008313+0.00056466i,0.00027722-0.00031224i,0.0010298-9.4913e-05i,0.0013186+0.00041206i,0.0010837+0.00021845i,0.00027778-0.00046788i,0.00038579-0.00022895i,0.00030135+0.00045755i,-0.0014581+0.00029997i,-0.0018068-0.00025517i,-0.00055311-0.00034603i,-7.9163e-05-2.9709e-05i,0.00025659-8.4789e-05i,0.00065608-8.8213e-05i,0.00080376-0.00046288i
-3.273e-05-0.001268i,0.00018261-0.00033524i,-0.00041119+0.00023861i,-0.00084129+0.00053832i,-0.0013801+0.00064204i,-0.0009324+0.0009986i,-0.00024862+0.00075325i,-0.00053786-0.00042596i,-0.00042752-0.00033117i,-0.00010902+0.00015946i,-0.00045881-5.1083e-05i,-0.00015269-0.00068779i,0.00083882-0.0008055i,0.0011356-0.00049623i,0.0014549-0.00068406i,0.0014481-0.00056565i,0.00065999+7.0903e-05i,0.00012918-7.218e-05i,0.00031612-0.0003573i,0.00064005+0.00026879i,0.0001223-0.00012009i,0.00025803-0.0011111i,0.00032492-0.0006111i
0.001076-0.0002568i,0.0012457+0.00030768i,0.00053703+0.0002083i,-0.00022371-0.00037118i,-0.00059977-0.00044239i,-0.00061902-0.00017989i,-0.00040421+0.0003246i,0.00021337+0.00028506i,0.00064004-0.00025398i,0.00060258-0.00041288i,0.00078536-0.00012618i,0.0007061+0.00045476i,0.00065161+0.00087426i,0.000315+0.0008734i,5.5494e-07+0.00070198i,0.00051135+0.00055884i,0.00031598+0.0010094i,0.0003282+0.00034686i,0.00013437-0.00026685i,-0.00017115+0.00029158i,-1.0649e-05+0.00061871i,0.0008132+0.0010184i,0.001309+0.0011468i
0.0024981-0.00039816i,0.0032772-0.0005703i,0.0025271-0.0011513i,0.00048987-0.0015505i,-0.00066102-0.001175i,-0.00041392-0.00019876i,-0.00019497+0.00016632i,-0.00094978+0.00031114i,-0.00070923+0.00031863i,9.7565e-05+0.00059123i,6.7004e-05+0.00084961i,0.00020938+0.001007i,0.0004066+0.00078499i,0.00042777+0.00060308i,-4.0851e-05+9.5674e-05i,0.00012031-0.00051239i,0.00099597-3.6102e-05i,0.00067859+0.00077317i,-0.00078533+0.00077085i,-0.0003149+0.00039207i,0.0012401+0.00039085i,0.00083123+0.00030571i,-0.0002342-0.00040954i
-0.0027079-0.0022645i,-0.0032937-0.0026669i,-0.0027961-0.0015082i,-0.00065622-0.00018298i,0.0004305+0.00038641i,0.00053354+0.00048753i,0.00089114+0.0005984i,0.00035635+0.00065946i,-0.0008096+0.00035976i,-0.00077926+0.00094453i,0.00021409+0.00080498i,0.00038737-0.00036235i,0.00031617-0.0010152i,-3.6596e-05-0.00051177i,8.6387e-06-0.00016224i,0.00063905-9.9971e-05i,0.0010205+0.0003698i,0.00013575+0.00059123i,-0.00085822+0.00025705i,-0.0010697-0.00021056i,-0.00046941-8.6113e-05i,-0.00041561+5.8931e-05i,-0.00094482-0.00033067i
0.001449+0.001055i,0.0024782+0.0020504i,0.001758+0.00099226i,0.00022766-0.00014907i,-0.0015995-0.00071896i,-0.0019811-0.00040745i,-0.00086202+4.0908e-05i,0.0002753-0.00022546i,0.00039541-0.00022872i,-0.00020246+0.00024042i,5.4626e-06+0.0006481i,0.0008222+0.00092533i,9.6668e-05+0.00064341i,-0.0006965-1.5652e-05i,-6.0251e-05-0.00024597i,0.00063304+0.0002426i,0.00061582+0.00058891i,0.00010158-9.0859e-05i,-0.00043085-9.8209e-05i,-0.0002579+0.0005648i,-6.5001e-05+0.0009569i,-0.00021163+0.00061182i,0.00023797+0.00031383i
0.00052684-0.00010679i,0.00038002-0.0017582i,0.0004406-0.0020448i,0.00066121-0.0020965i,0.00064408-0.0011296i,0.00012868-0.00023375i,0.00028295-0.00042217i,0.00075519-2.9492e-05i,0.00033294+0.00061914i,-0.00018379-0.00013237i,-0.00046951-0.00067881i,-0.00076017-0.00036966i,-0.00065844+0.00024007i,-0.00068584+0.0011324i,-0.00068646+0.00085521i,-0.00036913-0.00022993i,-0.00037372+0.00023073i,-0.00023139+0.00083966i,0.00011409+0.0005968i,0.00069904+0.00065358i,0.00082707+0.0010122i,0.00021029+0.0010385i,-0.00015483+0.00094551i
-0.00067832+0.00073729i,-0.00037072+0.0016913i,0.00013105+0.0011458i,0.00077543+0.00023484i,0.00012156+3.7886e-05i,-0.00099742+7.3804e-05i,-0.0011485+0.00011629i,-0.00091985+0.00034604i,-0.00052323+0.00051539i,0.00023255+0.00038053i,0.00033095-0.00013369i,-0.00034363-0.00024493i,-0.0004566+0.00046186i,-0.00021599+0.00055366i,-0.00012617+0.00022068i,0.00056644+0.00038669i,0.0013271+0.00038532i,0.00090742-0.00011867i,0.00041386+0.00015904i,0.00019419+0.00056967i,0.00030527+0.00043782i,0.00042147+1.857e-05i,8.4321e-05-0.00059977i
-0.00031492+6.8142e-05i,0.0008352-0.00072444i,0.00075541-0.0012703i,-0.00025612-0.00084098i,-0.00065181-0.0009447i,-0.00052847-0.0014394i,-0.00039778-0.0011912i,-0.00094726-0.00035913i,-0.0014652+0.00076632i,-0.0015661+0.0011229i,-0.0016277+0.00072378i,-0.00094637+0.00050984i,-0.00069544+0.00054229i,-0.00025689-0.00058146i,7.5917e-05-0.00051209i,-5.4939e-05+0.0009575i,-0.00013472+0.0017588i,-0.0003408+0.0017581i,0.00022829+0.00074736i,0.00082148+0.00018132i,0.00093329+0.00032809i,0.00072486+0.00077024i,-9.3805e-05+0.00084384i
-0.0012181-0.00014805i,-0.0015356-0.00077962i,-0.0023868-0.0021483i,-0.0019642-0.0013523i,-0.00088566+0.00057371i,-0.00063294+0.0015959i,-0.00040372+0.0010491i,-0.00052406+0.00054081i,0.00013598+0.0005285i,0.0010158+0.00048885i,0.00043255+0.00017867i,0.00029801-0.00062163i,0.0011669-0.00055341i,0.00093002+0.00078145i,-0.00027316+0.001434i,-0.00042804+0.0011068i,0.00028308+0.00078684i,0.00064137+0.00070043i,-0.00023417+6.447e-05i,-0.00014498-0.00023344i,0.00015655+1.2145e-05i,-0.00037953-4.7944e-05i,-0.00010693-0.00042229i
0.0001052+0.0017522i,0.00089255+0.0020674i,0.0018289+0.0015198i,0.0019077+0.00055154i,0.0012402-0.00063594i,0.00052844-0.0015351i,0.00051082-0.0014516i,-7.176e-05-0.00076813i,-0.00024966-0.0003574i,0.00036766-0.00052764i,0.0012337-0.0001528i,0.0011735+0.00073851i,2.9507e-05+0.00097139i,-0.00055206+0.00051895i,-0.00058119+0.00076601i,-0.00054548+0.00099411i,-3.959e-05+0.00074397i,0.00011959+0.00030281i,-6.539e-05+0.0004216i,-0.000397+0.00035354i,-0.00014571+0.00026824i,-0.00034701-6.0315e-05i,-0.0008524-0.00046221i
-0.0010769+0.0015007i,-0.00074953+0.0016543i,0.00023671+0.0024781i,0.00029554+0.0018276i,0.00029172+0.00058725i,0.00070811-0.00026186i,0.0009911-0.0001755i,0.00034583+0.00086053i,-0.0004241+0.0011493i,1.0105e-05+0.00071107i,0.00056548+0.00039487i,0.00045425+0.00074218i,0.00010445+0.0011454i,-0.0012372+0.0012484i,-0.0021895+0.00021839i,-0.0012968-0.00057495i,-0.00022487-0.00039945i,0.00036203-0.00043696i,0.00093669-0.00031032i,0.0004694-0.00037989i,-0.00037234-0.00052919i,-0.00060684-0.00094783i,-0.0002261-0.00076237i
-0.00034305-0.0001574i,-0.0014714+0.0010082i,-0.0013936+0.00080455i,-0.0013791+0.00057392i,-0.0017373+0.00078422i,-0.0014631+0.00062174i,-0.00088714+0.00037362i,-0.00023833+0.00015118i,-0.00012136+0.00023355i,-8.3549e-05+0.00068803i,0.00057669+0.00038732i,0.0008287+0.00029029i,0.00046897+9.5388e-05i,8.2638e-05+1.6476e-05i,1.1715e-05+0.00071683i,-0.00014208+0.00033754i,3.3612e-05+0.00011296i,0.00051597+0.00052148i,0.00013117+0.00055151i,2.9941e-05+5.868e-05i,0.00044728-8.8118e-05i,-0.00012986+0.00019681i,-0.00061915+0.00038525i
0.0011852+0.00033448i,0.0010655+0.0002304i,0.0020113-0.00075815i,0.0011228-0.001842i,-0.00031459-0.0015676i,-0.00067571-0.0010676i,-0.00048375-0.0006072i,0.00022497+0.00062047i,0.00095631+0.00053957i,0.00080148-0.0004255i,1.8975e-05-0.00025687i,-6.1794e-05+8.3309e-05i,0.00041444+0.00027383i,-7.5126e-06+0.00049492i,-0.00011012+0.00052719i,0.00060716+0.0004782i,0.0002144+0.00036516i,-0.00057736+0.00070116i,-0.00040169+0.00010192i,-0.00016817-0.00082271i,-8.563e-05-0.00050773i,-0.00018387+0.000502i,-0.00044889+0.0013056i
0.0016123-0.00016658i,0.0012229-0.00039858i,0.00073437-0.00033808i,0.00095389+2.1656e-05i,0.00020485+0.00038524i,-0.00025339+0.00069055i,0.00018945+0.00060312i,2.2961e-06-0.00043162i,-0.00084018-0.0008612i,-0.0004876-0.00041301i,-0.00033209-0.00011846i,-0.00067227+0.00027989i,-0.00037502+0.00059979i,0.00040596+0.00040776i,0.0008506+0.00058702i,0.0011633+8.5959e-05i,0.00086687-0.00036149i,-8.5323e-05-8.0683e-05i,-0.00024993+0.00027566i,-0.00028153+0.00035429i,-8.991e-05-3.3558e-05i,0.0007846-0.00090986i,0.0010573-0.001408i
0.00020494-0.00067716i,-0.00054215+0.00024613i,-0.00067097+0.00043195i,0.00013257-0.00018619i,0.00041168-0.0010937i,-0.00048245-0.0019707i,-0.0006427-0.0012956i,-0.00013345-0.00058013i,0.00038641-7.9612e-06i,0.00073273+0.0010104i,0.00021613+0.00024352i,-0.00040823-0.0002464i,-1.187e-05+0.00051372i,0.00028485+0.00063604i,5.5445e-05+0.00037543i,0.00010459+0.00078687i,0.00013958+0.00091751i,0.00020252+0.00021592i,-0.00024139+0.00031872i,-0.00067174+0.00033714i,-0.00019146-6.6922e-05i,-0.00044196+7.5822e-05i,-0.00013349-0.00012818i
0.0018124+6.6571e-05i,0.0018498+0.00075823i,0.00070623-0.0012643i,-0.00045391-0.0012668i,-2.2356e-05+0.00020657i,0.00077783+0.00084617i,0.00089609+0.00090493i,0.00088379+0.00059152i,0.00090134+0.00039855i,3.8015e-05+0.00048357i,-0.00052849+9.7783e-05i,-9.9973e-05-0.00012706i,0.00024674+0.00020945i,0.0010155+0.00047647i,0.00090017+0.0008335i,0.00018087+0.00056044i,-2.3518e-05-0.00057891i,0.00049959-0.00067383i,0.00087999+0.00015563i,0.00032374-0.00026499i,-1.9908e-05-0.00012405i,0.00010833+0.00025433i,3.0771e-05-8.0778e-05i
-4.5492e-05-0.00055619i,-0.00073769-0.00051172i,-0.00013699+0.00035651i,0.00049469-0.00020035i,-0.00024927-0.0011751i,-0.00040808-0.00075471i,0.00026251-0.00011629i,0.0007133+7.2752e-05i,0.0010282+0.00013726i,0.000763-0.00019562i,0.00091582-0.00038202i,0.00073293-1.2815e-05i,-0.00013014+0.00045358i,-6.6136e-05+0.00051577i,0.00023713+0.0011018i,0.00017687+0.0011716i,0.00018086+0.00038647i,0.00039628+0.0005791i,7.877e-05+0.00053275i,-0.00090208+0.00027658i,-0.00091481+0.00029222i,-4.1685e-05-0.00021651i,0.00029129-0.000347i
0.00042776+0.0017646i,0.0014323+0.0018107i,0.0015766+0.0013947i,0.00085692+0.0012364i,-0.00043941+0.001084i,-0.00020403+0.00027325i,-8.5388e-05+1.8081e-05i,-0.00039398-0.00011898i,0.00045699-0.00022677i,0.0011132+6.5871e-05i,0.00083755+6.2109e-05i,-0.00016542+8.0686e-05i,-0.00063795-0.00015466i,-0.00071473-0.00017048i,-0.00028383-0.00040541i,0.00066744-0.00013416i,0.00053407+0.00016221i,6.1669e-05+0.00012239i,-0.00033172+0.00016269i,-0.00092467+0.000348i,-0.0014409+0.00073897i,-0.0005269+0.00058345i,0.001083-8.2835e-05i
-0.0011509-0.00033135i,-0.00081189+0.00020436i,-0.00078086+0.0013222i,-0.00071408+0.0012103i,8.8298e-06+0.00052732i,0.0010437+0.00013665i,0.00094336-0.00072346i,0.00015312-0.00062926i,-0.00011334-0.00030042i,0.00032164-0.00063436i,0.00072917-0.00055055i,0.00060348-7.2656e-05i,0.0002768-5.3196e-06i,0.00011023+0.00015719i,-0.00037765+8.6678e-05i,-0.00078451-0.00047491i,-0.000654-0.00057412i,-0.0003467-0.00037616i,0.00049846-0.00019522i,-7.7606e-05+0.00031709i,-0.00032356-1.5414e-05i,0.00026361-0.00054362i,0.00044789-0.00035221i
0.0013084-0.0011917i,0.00064591-0.0012261i,-9.2565e-05-0.0012008i,-0.00056125-0.00049471i,-0.0010166-0.00021367i,-0.00069595-0.00011351i,-0.00012864+0.00026238i,1.3441e-05-1.239e-05i,-0.00022062+1.2888e-05i,-0.00032348+0.00057551i,-0.00037329+0.00092668i,-0.00054853+0.00030046i,-0.0006956-0.00067252i,-4.6698e-05-0.0010213i,0.00097527-0.00067296i,0.0010623-0.00010683i,0.00061847+0.00056207i,0.00082813+0.00040927i,0.00066606-1.3553e-05i,0.00032674+0.000392i,0.00048882+0.00033641i,-0.00026787-0.00072444i,-0.00044581-0.00030492i
-0.00027786-0.0010243i,-0.00031958-0.0012004i,-0.00039171-0.0011581i,-0.00028637-0.00065189i,-0.00041818+0.00031115i,-0.0011935+0.0012649i,-0.00053369+0.00060233i,0.00039784-6.4634e-05i,0.00044042+0.00017381i,0.00049381-0.00018925i,0.00064407-6.8157e-05i,0.00098333+0.00095102i,0.00070935+0.00098787i,-0.00020491+0.0002298i,-0.0002812+3.5124e-06i,0.00029286-0.00021605i,0.00046853-0.0012845i,9.272e-06-0.0014396i,-0.00018909-0.0004134i,0.00062545+0.00012177i,0.0011987+0.00022731i,0.00057441+0.00054444i,-0.00040725+0.00048073i
-0.00029669+0.00032064i,-3.5122e-06+0.00089137i,-0.00047232-0.00020039i,-0.0016397-0.00085886i,-0.002234-0.00034665i,-0.00083946+0.00012786i,0.00042758+0.00022235i,-0.00011862-0.0003037i,-0.00088354+2.6493e-05i,-0.00078062+0.00065533i,-0.00071951+0.00042241i,-0.00082481+0.00080925i,-8.7778e-05+0.0006313i,0.00025791+0.00030667i,0.00038429+0.00037966i,0.00091845+9.6957e-05i,0.0012395-0.00056765i,0.00056977-0.00063397i,0.00058491-0.00033709i,0.00067447+0.00043358i,0.00043567+0.00061965i,0.00066967-0.00012996i,0.00076126-0.00036254i
0.00094493-0.00099701i,0.0013931-0.0012228i,0.0013229-0.0011131i,0.00043546-8.4048e-05i,0.00030138+0.00033845i,0.00069698+0.00031273i,0.00027988+0.0002263i,-0.00049156+0.00025364i,-0.00052656+0.00066572i,0.00016563+0.00057108i,0.00031953+0.00030268i,0.00022743+0.000264i,3.4325e-05-6.3674e-05i,0.0002892-0.0010237i,0.00019674-0.00082948i,0.00053194+0.00042394i,0.00049291+0.0009143i,9.4168e-05+0.00063631i,0.00039676-0.00015447i,0.00020648-0.00036651i,-0.00028833-0.00018407i,-0.0003026-0.00024437i,0.0003344-7.1134e-05i
-0.00040504+0.0013488i,-9.4088e-05+0.0010612i,0.00046709+0.001109i,5.3731e-05+0.00076564i,-0.00075992+7.1432e-05i,-0.00058517-0.00011353i,-0.00048338-0.00010024i,-0.00064473+0.00040057i,-0.00030879+0.00044509i,0.00012375+8.9822e-05i,0.00015366-0.00014434i,-0.00030742-0.00036451i,-8.6891e-05+0.00023198i,0.00058049-7.3667e-05i,0.00094404-0.00073977i,0.0012159-0.00064311i,0.00096888-0.00051533i,0.00083622-0.00019951i,0.0008423+0.00032391i,0.0002805+0.00093278i,-0.00077437+0.0006297i,-0.00072776+8.5606e-05i,9.7611e-05-0.00024916i
0.0016851+0.00028122i,0.0011426-0.00058761i,0.0010386-0.002388i,0.00041326-0.0030347i,-0.00081291-0.0016659i,-0.0011662-0.00013446i,-0.00097614+0.00053362i,-0.00053776-7.3249e-06i,1.6354e-05-0.0010593i,0.00026518-0.0013266i,7.076e-05-0.00064144i,0.00096267-0.00042131i,0.001262-0.0003119i,0.00065433-5.4389e-05i,-5.7185e-05-3.9115e-05i,-0.00039035+0.00026449i,-8.1664e-05+0.00018379i,0.00043314-0.00034722i,0.00088111-0.00062721i,0.00025077-0.0010467i,-0.00030562-0.00042374i,-0.00054191+0.00051961i,-0.00065254+0.00058132i
-0.0003524+0.0023489i,8.0469e-05+0.0014001i,0.00082048+0.00069336i,0.0012123-3.54e-05i,0.00023815-0.00074383i,-0.00084204-0.00093366i,-0.00050703-0.00030166i,-0.00068567+0.00011657i,-0.0006758-0.00022848i,-0.0004717-0.00075657i,-0.00043068-0.00095993i,1.1632e-05-0.00054481i,0.00013555+0.000323i,-0.00025566+0.0006159i,-7.1113e-05+0.00070433i,0.00025821+0.00033409i,-0.00021067-0.00015505i,0.00024759-0.00035513i,0.00035745-0.00028243i,-6.6725e-05-0.00035055i,-2.1837e-05-0.00048305i,-0.00013021-0.00049868i,0.00048639-0.00065966i
0.0016311+0.0013531i,0.0024322+0.0014273i,0.0022675+0.00024107i,-6.8725e-05+0.00032823i,-0.0012745+1.0411e-05i,-0.0013928-0.00063454i,-0.001287-9.9468e-05i,-0.00041066+1.7388e-05i,6.4281e-05-0.00041434i,-0.00019872-0.00035725i,-0.00091797-0.00042245i,-0.0010388-0.00012905i,-5.4397e-05+0.00049447i,0.00033731+0.00063797i,0.0005347+0.0005566i,0.00075562+0.00053996i,0.00054544+0.00048372i,0.00038839-0.0001182i,0.00056612-0.00018071i,0.00083642-0.00014492i,0.00093044-0.0005325i,0.00064682-0.0007624i,7.8179e-05-0.00021778i
-0.00067896-8.0865e-05i,-0.00022338+0.00026941i,0.00043551-0.00047336i,0.0010684-0.00029293i,0.00092266-0.00030245i,0.00045195-6.087e-06i,0.00070823+0.00030498i,0.00095031-0.00050655i,0.00039776-0.00091119i,-0.00029151-0.0005576i,-0.00030797-0.00035624i,-0.00040237-5.2636e-05i,-0.00015468+0.0001254i,0.00042916-8.9939e-05i,0.00059531+4.9558e-05i,0.00093372+0.00014002i,0.00065066-0.00011432i,0.0002904+1.6459e-05i,-5.2803e-05+0.00031797i,8.3899e-05+0.00041362i,0.0004856+0.00062093i,0.00061535+6.3786e-05i,0.00023283-0.00016384i
0.0010502+0.0014859i,0.00055745+0.0014406i,-0.00061769+0.00034431i,-0.0016052+0.00025463i,-0.0018842+0.00029539i,-0.0013465-3.1247e-05i,-0.00041886-4.4476e-05i,0.00028627+0.00013178i,0.00042007+0.00038941i,-6.6902e-06-0.00014907i,-0.00051506-0.00052001i,-0.00048966-0.00043433i,-0.0003143-0.00020516i,-0.0005426+0.00047406i,-0.0004687+0.00080826i,-0.00048526-3.5755e-05i,-0.00034772-0.0005099i,0.00031028+0.00066417i,-0.00057697+0.00080382i,-0.00058416+0.00034504i,-0.00038653+0.00029445i,-0.00036412-0.00012429i,0.00037249-6.9462e-05i
