0.0016234-0.00022919i,0.00025007-0.0012518i,-0.0010921-0.0027374i,-0.0018575-0.0036563i,-0.0032816-0.0033956i,-0.0038618-0.001035i,-0.0022843+0.00052039i,-0.00026825+0.0010675i,0.00082339+0.0015769i,0.00084637+0.00099523i,0.00028525-0.00010836i,0.0002633-0.00037273i,0.00037814-0.00025817i,0.00067334-5.4092e-05i,0.00092884+0.00027091i,0.0012593+0.0004221i,0.00078674-0.00015567i,0.00045875-0.00081278i,0.00068516-0.00098042i,0.00028366-0.00057973i,-0.00012852-2.3869e-05i,-0.00045546-0.00038379i,-0.00089779-0.0010274i
0.001937-0.0030289i,0.004512+0.0070715i,0.0019842+0.038746i,0.0035124+0.07772i,0.03361+0.080547i,0.083632+0.056674i,0.12195+0.036153i,0.11834+0.034902i,0.083188+0.033436i,0.04274+0.015831i,0.0013732+0.017404i,-0.020414+0.038725i,-0.019281+0.042774i,-0.014718+0.031158i,-0.014483+0.01805i,-0.020212-0.001552i,-0.026486-0.024551i,-0.029153-0.033948i,-0.023313-0.024247i,-0.013102-0.01415i,-0.015208-0.013008i,-0.023885-0.0092532i,-0.021449-0.001963i
-0.0032788+0.0024775i,-0.00803-0.0076315i,-0.010214-0.031795i,-0.025311-0.045598i,-0.064327-0.0071471i,-0.086505+0.047877i,-0.061175+0.066319i,-0.011102+0.039932i,0.018787-0.00084286i,0.020813-0.01252i,0.025048-0.0055014i,0.03396-0.0057272i,0.029377-0.0086951i,0.014136-0.0041571i,-0.00012738+0.013316i,-0.0058477+0.036431i,-0.007558+0.044813i,-0.0082803+0.030434i,-0.0086847+0.0078932i,-0.013342-0.00031308i,-0.011435+0.01001i,0.00053869+0.017916i,0.0061761+0.0089058i
0.0047697+0.0041349i,0.0010169+0.011246i,-0.014643+0.030368i,-0.030842+0.043434i,-0.021602+0.033432i,0.0045928+0.039287i,0.018665+0.05944i,0.0057501+0.057212i,-0.010118+0.045328i,-0.0034072+0.028284i,0.0068831+0.0039437i,0.007813-0.010556i,0.013584-0.011066i,0.022407-0.012411i,0.028256-0.017708i,0.031539-0.014412i,0.032895-0.0012776i,0.02825+0.0090855i,0.015392+0.0091836i,0.0077009+0.0051495i,0.012493-0.0010017i,0.016014-0.010274i,0.010099-0.013773i
-0.0048906-0.0054764i,-0.0073858-0.0087711i,-0.001301-0.020944i,0.0044208-0.033541i,-0.0065909-0.045602i,-0.027706-0.086113i,-0.052234-0.11439i,-0.057074-0.080249i,-0.041491-0.029905i,-0.028348-0.0063452i,-0.016273+0.0019053i,-0.0052151+0.0040556i,-0.0045832-0.0026529i,-0.0073985-0.011501i,-0.0090023-0.021547i,-0.01462-0.032359i,-0.014467-0.035789i,-0.0045603-0.027793i,0.0046324-0.012822i,0.007643-0.0054103i,-0.001078-0.0099258i,-0.016362-0.0085977i,-0.018735+0.0025776i
0.003153+0.0031455i,0.0032321+0.0089908i,-0.00026431+0.024616i,0.0085345+0.038846i,0.043046+0.040038i,0.082515+0.048795i,0.10346+0.050014i,0.087216+0.022384i,0.04574-0.0088429i,0.006003-0.018209i,-0.01967-0.010696i,-0.031564+0.0012834i,-0.034235+0.017854i,-0.02682+0.033063i,-0.010746+0.037739i,-0.0022147+0.028053i,-0.012002+0.011784i,-0.024458+0.0035254i,-0.022602+0.0041324i,-0.01441+0.0081421i,-0.0082824+0.016913i,0.00047225+0.023765i,0.0091547+0.021074i
-0.0054553-0.0029453i,-0.0065754-0.0091284i,-0.0032856-0.0214i,-0.005177-0.023802i,-0.0072094-0.0093451i,0.014552-0.015696i,0.036819-0.050762i,0.029506-0.077244i,0.010895-0.063424i,0.0036829-0.027584i,-0.00086507+0.00080325i,0.0043491+0.019161i,0.02303+0.021121i,0.034335+0.011779i,0.033897+0.0046645i,0.03399+0.0036635i,0.036932+0.0076366i,0.032282+0.0086583i,0.018213+0.0061464i,0.011204+0.0061091i,0.018845+0.002671i,0.025967-0.0092885i,0.019607-0.020498i
0.0029242+0.0075025i,0.0013286+0.01314i,-0.010897+0.026842i,-0.030553+0.040221i,-0.059634+0.04724i,-0.10493+0.06793i,-0.13947+0.089666i,-0.12843+0.096339i,-0.068631+0.084066i,-0.0060834+0.050744i,0.023245+0.014726i,0.028015-0.010189i,0.020583-0.028954i,0.0011128-0.040394i,-0.019141-0.037126i,-0.02503-0.030081i,-0.018439-0.029602i,-0.0092127-0.029095i,-0.0031114-0.024813i,-0.0036301-0.024175i,-0.012192-0.026842i,-0.022816-0.024231i,-0.027457-0.01558i
-0.0010153-0.0066736i,-0.0010369-0.015646i,0.0020248-0.035682i,-0.0063514-0.055612i,-0.020803-0.065169i,-0.0093007-0.070571i,0.027806-0.062644i,0.052249-0.043549i,0.038101-0.028422i,0.0069798-0.016243i,-0.0077347-0.0065897i,-0.010673-0.0025636i,-0.017575+0.0032074i,-0.022485+0.012641i,-0.025268+0.020891i,-0.032878+0.03144i,-0.04027+0.041922i,-0.037306+0.04104i,-0.027043+0.027927i,-0.021079+0.015863i,-0.023421+0.016876i,-0.022411+0.028353i,-0.010976+0.037622i
0.0024937+0.0049184i,-0.0084158+0.013402i,-0.026817+0.024583i,-0.039192+0.026864i,-0.036881+0.0079083i,-0.026965-0.0145i,-0.025704-0.035545i,-0.043114-0.049132i,-0.065378-0.035807i,-0.059261-0.0076126i,-0.030107+0.0052259i,-0.012643+0.0032852i,-0.0041428+0.004086i,0.010602+0.0060278i,0.027766+0.0050001i,0.041879+0.0042044i,0.051679+0.0071942i,0.04966+0.010192i,0.034793+0.011874i,0.022194+0.016799i,0.025887+0.020636i,0.037416+0.015348i,0.043666+0.004754i
0.0016598-0.00060076i,0.009704-0.0081994i,0.023817-0.013976i,0.03643-0.00081718i,0.057563+0.037818i,0.090971+0.072592i,0.096354+0.09471i,0.070725+0.10504i,0.059863+0.080561i,0.048473+0.029345i,0.014418-0.0012851i,-0.0094267-0.0011432i,-0.013587+0.0029215i,-0.011065+0.00034656i,-0.0050366-0.010179i,-0.00062142-0.031176i,-9.7095e-05-0.053915i,0.00070241-0.057779i,0.0028309-0.037559i,0.0083632-0.019338i,0.01234-0.021406i,0.0073691-0.035199i,-0.0051156-0.045346i
-0.008096+0.011351i,-0.020097+0.019968i,-0.03952+0.038176i,-0.051854+0.055865i,-0.059557+0.061808i,-0.062205+0.065153i,-0.039611+0.051223i,-0.0041303+0.0060102i,0.0051455-0.023361i,-0.0039232-0.0096307i,0.00042125+0.011425i,0.0094738+0.01607i,0.012557+0.015311i,0.011689+0.019146i,0.0025476+0.024532i,-0.013062+0.030289i,-0.027955+0.033452i,-0.032202+0.0263i,-0.022246+0.010688i,-0.01514-0.0021097i,-0.021885-0.003131i,-0.032685+0.0066816i,-0.037076+0.018244i
0.0037779-0.0024885i,0.017409-0.0035846i,0.033583-0.0012839i,0.029349+0.011901i,0.0070627+0.03758i,-0.0085259+0.035905i,-0.021404+0.0057089i,-0.03714+0.003792i,-0.031467+0.033074i,-0.0014946+0.043468i,0.015149+0.023373i,0.014179+0.0081123i,0.017245+0.0033677i,0.021508-0.0035017i,0.023113-0.0037814i,0.02935+0.0037715i,0.034552+0.014012i,0.027506+0.018988i,0.011561+0.013142i,0.00011013+0.0081463i,1.2639e-06+0.013015i,0.0087926+0.022665i,0.020416+0.029105i
-0.010585+0.0032086i,-0.024709+0.0010037i,-0.039619-0.0028951i,-0.032247-0.02213i,-0.0089154-0.0718i,0.0061204-0.11801i,0.01411-0.11982i,0.025154-0.089618i,0.027411-0.067643i,0.0087552-0.057191i,-0.0067675-0.034796i,-0.003428-0.012286i,0.0017015-0.0079703i,-0.0011246-0.014974i,-0.0044532-0.024664i,-0.0046519-0.034289i,0.0012371-0.041347i,0.00545-0.037021i,0.0033424-0.018218i,0.0041251-0.0042662i,0.0099991-0.0084119i,0.014056-0.020534i,0.013559-0.027374i
0.0072032+0.0014343i,0.022972+0.0034468i,0.04262+0.0014555i,0.043876-0.0037553i,0.03173+0.0045564i,0.028138+0.029388i,0.027511+0.048955i,0.01302+0.039338i,-0.011899+0.015934i,-0.02233+0.0055699i,-0.014997+0.0014682i,-0.011804-0.0015101i,-0.017312+0.0032207i,-0.020184+0.0085943i,-0.019966+0.0074299i,-0.021957+0.0030912i,-0.025739-0.0015027i,-0.020584-0.0048777i,-0.0063471-0.0058408i,0.0014235-0.0055213i,-0.0021218-0.0052206i,-0.010501-0.0076231i,-0.017147-0.010531i
-0.010253-0.0026659i,-0.02692-0.013815i,-0.043112-0.023326i,-0.035659-0.018635i,0.0013898-0.0025396i,0.048036+0.012986i,0.066983+0.0049303i,0.050345-0.010972i,0.038142-0.0028435i,0.035205+0.0083525i,0.022617+0.0081637i,0.014422+0.0082764i,0.015984+0.0064153i,0.014596+0.0058868i,0.010573+0.011258i,0.0068186+0.01684i,0.0023318+0.023357i,-0.002221+0.023514i,-0.0061229+0.011282i,-0.0086867+0.0036073i,-0.0071555+0.0091684i,-0.0022534+0.018729i,0.0010413+0.020836i
0.00817+0.0058291i,0.017168+0.020026i,0.018877+0.031348i,-0.010359+0.029825i,-0.064171+0.026399i,-0.11005+0.019399i,-0.13214+0.0070099i,-0.12457+0.0021361i,-0.094244+0.0064748i,-0.058437+0.0088271i,-0.027995+0.0052521i,-0.009298-0.010781i,-0.0053576-0.027782i,-0.0075199-0.027212i,-0.0093536-0.016035i,-0.0078376-0.0051642i,-0.0013107+0.0020752i,0.0020227+0.0076809i,-0.0010749+0.011892i,-0.0011391+0.012785i,0.0058877+0.0093977i,0.014474+0.0043673i,0.017642+0.0034244i
-0.009299-0.0063i,-0.022039-0.023039i,-0.044418-0.031613i,-0.060819-0.011151i,-0.056399+0.022894i,-0.029467+0.044746i,0.0092419+0.058391i,0.038209+0.065809i,0.03369+0.050275i,0.0086007+0.025659i,-0.0089594+0.012569i,-0.018302+0.017477i,-0.020042+0.029576i,-0.013163+0.031641i,-0.0042113+0.027793i,0.0012996+0.021333i,0.0023703+0.0067584i,0.0047056-0.0071037i,0.0094863-0.011008i,0.011165-0.012424i,0.0031617-0.017777i,-0.0099076-0.02125i,-0.012272-0.017698i
2.6247e-05+0.0075412i,0.0043042+0.031134i,0.0077632+0.053751i,0.0099241+0.046087i,0.016439+0.0075141i,0.031965-0.038516i,0.044165-0.075035i,0.033293-0.092079i,0.0081191-0.079159i,-0.0019703-0.045989i,0.005829-0.016423i,0.01636+0.00082789i,0.02397+0.010144i,0.030798+0.0095252i,0.035091-0.0026885i,0.032082-0.011806i,0.023128-0.0092533i,0.0095774-0.0064788i,-0.0038056-0.0063314i,-0.01096-0.0020504i,-0.014063+0.0077914i,-0.015351+0.016214i,-0.015275+0.01384i
-0.0010158-0.015528i,-0.0017007-0.037111i,-0.0041028-0.052678i,-0.0066807-0.034246i,-0.0049326+0.0013509i,-0.0053797+0.030398i,-0.025067+0.051103i,-0.038524+0.064605i,-0.012248+0.062353i,0.018005+0.035234i,0.013448+0.0047647i,-0.0070538-0.0081103i,-0.020014-0.0090402i,-0.023639-0.0068636i,-0.020626-0.006862i,-0.014229-0.010576i,-0.0054671-0.010368i,0.0031636-0.00083079i,0.0078094+0.0095529i,0.012923+0.015025i,0.024313+0.015047i,0.033473+0.0092214i,0.026827+0.0036686i
-0.0032087+0.0074431i,-0.0097524+0.032318i,-0.0094956+0.057759i,0.0086451+0.06156i,0.023887+0.051322i,0.025969+0.051462i,0.044718+0.050005i,0.067711+0.021393i,0.04683-0.011787i,0.0033805-0.011021i,-0.011605+0.012243i,-0.0012334+0.024505i,0.0084868+0.019535i,0.0084517+0.013602i,0.0050087+0.014037i,0.0028168+0.012694i,-0.0022377+0.0049209i,-0.0056719-0.0046822i,-0.0048648-0.01311i,-0.0034195-0.020791i,-0.0050252-0.027396i,-0.007032-0.028503i,-0.004007-0.018369i
0.0021824-0.010767i,0.016538-0.033875i,0.026296-0.061565i,0.012128-0.066629i,-0.013543-0.041688i,-0.004215-0.023189i,0.0097374-0.04195i,-0.019-0.045493i,-0.041007-0.001821i,-0.020534+0.02649i,0.0076803+0.012903i,0.019976-0.0074376i,0.021798-0.019677i,0.014993-0.027666i,0.0021859-0.026883i,-0.0054128-0.018637i,-0.0065103-0.0086686i,-0.010185-0.00099484i,-0.017086+0.0032121i,-0.024717+0.0067258i,-0.031452+0.01391i,-0.03138+0.022197i,-0.019165+0.019898i
-0.009478+0.0035256i,-0.032252+0.019343i,-0.059409+0.036094i,-0.05877+0.039472i,-0.029941+0.019398i,-0.022289-0.015562i,-0.035818-0.019983i,-0.019441-0.00255i,0.015248-0.016427i,0.01888-0.043263i,-0.0037255-0.038956i,-0.018165-0.012247i,-0.015701+0.0071913i,-0.0086741+0.011516i,-0.0069542+0.010269i,-0.007433+0.011306i,-0.0009583+0.010146i,0.012276+0.0065781i,0.021311+0.0071168i,0.025369+0.011697i,0.030643+0.014968i,0.033136+0.013735i,0.025305+0.0066097i
0.010573-0.0065192i,0.032589-0.018301i,0.050692-0.037387i,0.030945-0.049418i,-0.011522-0.027898i,-0.016394+0.023191i,0.0049715+0.0443i,-0.0063899+0.023865i,-0.039584+0.010557i,-0.045341+0.021919i,-0.021009+0.029905i,-0.00016618+0.020439i,0.0045838+0.010973i,0.0076208+0.0076407i,0.014759+0.0011283i,0.016875-0.004807i,0.012408-0.0066933i,0.0060127-0.011398i,0.0040572-0.015769i,0.0086797-0.019239i,0.01222-0.028758i,0.0098097-0.03708i,0.0030922-0.030682i
-0.013326+0.0024316i,-0.044311+0.0045496i,-0.085206+0.015441i,-0.088974+0.03767i,-0.033617+0.042236i,0.018826+0.0098732i,0.034482-0.022035i,0.04306-0.020096i,0.055902+0.0081601i,0.059937+0.016132i,0.038347-0.0051972i,0.007909-0.021172i,-0.010682-0.018774i,-0.019262-0.0060664i,-0.018675+0.0025006i,-0.015489+0.00086401i,-0.019069-0.0020929i,-0.023257+0.00083095i,-0.022352+0.0047381i,-0.023313+0.0061388i,-0.029402+0.0082643i,-0.03537+0.010231i,-0.029119+0.011784i
0.0062397+0.0022469i,0.033188+0.012222i,0.069209+0.023893i,0.070839+0.012094i,0.010181-0.017481i,-0.062558-0.023839i,-0.091174-0.017808i,-0.079438-0.028469i,-0.063822-0.053324i,-0.062642-0.056602i,-0.053878-0.025832i,-0.031697+8.4959e-05i,-0.01295+0.0055217i,-0.0014551+0.0072303i,0.0042498+0.011602i,0.0065986+0.016248i,0.0080435+0.01764i,0.0067355+0.013995i,0.0039491+0.0084216i,0.0016747+0.0093097i,0.0038624+0.020168i,0.0095294+0.031168i,0.013227+0.027936i
-0.0050851-0.012385i,-0.031609-0.027325i,-0.070505-0.042697i,-0.088003-0.020689i,-0.057886+0.033024i,0.00097177+0.075765i,0.044344+0.10112i,0.045979+0.11272i,0.026351+0.10662i,0.016362+0.081986i,0.020686+0.049197i,0.020915+0.025334i,0.014372+0.012165i,0.0077232-0.0013469i,0.0038124-0.010854i,0.0072323-0.01212i,0.013119-0.01067i,0.014007-0.010399i,0.0077476-0.011327i,0.0020677-0.013367i,0.0063323-0.017319i,0.015374-0.022525i,0.015109-0.025672i
0.0097691+0.010481i,0.026368+0.034239i,0.057974+0.063473i,0.084752+0.056007i,0.084275+0.0069546i,0.078157-0.052908i,0.077359-0.10202i,0.071742-0.11581i,0.068043-0.098918i,0.056202-0.073748i,0.025164-0.046984i,0.0023674-0.017659i,-0.0013061+0.0029065i,-0.000591+0.010471i,-0.00037338+0.0092836i,-0.0052224+0.0038178i,-0.0099176+0.0015576i,-0.0093981+0.0041679i,-0.0053337+0.0080551i,-0.00096024+0.007961i,-0.0037965-0.001299i,-0.013762-0.01131i,-0.020062-0.011343i
-0.0020219-0.0079876i,-0.010794-0.040963i,-0.032066-0.088505i,-0.065932-0.096758i,-0.086511-0.043433i,-0.10191+0.01373i,-0.13452+0.039841i,-0.15732+0.047973i,-0.14395+0.046192i,-0.10308+0.040748i,-0.05729+0.036457i,-0.023428+0.027409i,-0.0027539+0.015677i,0.0099181+0.0045543i,0.01245-0.00094617i,0.0093591+0.0017426i,0.0084665+0.0050841i,0.0077984+0.0051819i,0.008076+0.0035747i,0.010893+0.0024888i,0.0075595+0.0074695i,-0.00042793+0.01916i,-0.0011159+0.02755i
-0.00019214+0.011715i,-0.0043276+0.04128i,-0.002109+0.087143i,0.017748+0.10337i,0.040336+0.075981i,0.05623+0.072047i,0.097398+0.094209i,0.13726+0.083739i,0.11714+0.058473i,0.074723+0.041607i,0.049856+0.018008i,0.032568-0.0039721i,0.015074-0.013744i,0.0010584-0.014293i,-0.0011817-0.010295i,0.00568-0.011124i,0.0086131-0.016301i,0.0056946-0.016991i,-0.00060265-0.013543i,-0.0074811-0.0053448i,-0.0042764+0.0060874i,0.009692+0.011742i,0.020965+0.0090741i
0.0077262-0.0084149i,0.019801-0.041007i,0.02677-0.09393i,0.0023268-0.12413i,-0.029755-0.11044i,-0.020808-0.107i,-0.0078142-0.1519i,-0.032609-0.18052i,-0.045397-0.14639i,-0.032206-0.093547i,-0.020817-0.053892i,-0.015538-0.028854i,-0.011521-0.010854i,-0.004719+0.0015597i,-0.0021866+0.0021431i,-0.0069766-0.0021574i,-0.0086648-0.0030765i,-0.005319-0.00068441i,-0.0018197+0.0040607i,0.0024133+0.0061498i,0.008917-0.00024685i,0.010415-0.015905i,0.0049439-0.029109i
-0.0076932+0.0090376i,-0.03472+0.032571i,-0.067386+0.081867i,-0.064116+0.12103i,-0.035787+0.10212i,-0.048716+0.063372i,-0.093406+0.084602i,-0.093338+0.13391i,-0.048744+0.12438i,-0.018635+0.076914i,-0.0080499+0.047382i,0.0003166+0.03182i,0.0071531+0.01522i,0.0075406+0.002502i,0.0036829+0.0018417i,0.0011272+0.0080596i,-0.0019496+0.011167i,-0.0026221+0.0097433i,0.0023482+0.0019725i,0.0049504-0.011591i,-0.0034501-0.022357i,-0.019866-0.022219i,-0.03212-0.014242i
0.011421-0.0024636i,0.042401-0.016312i,0.083531-0.046705i,0.085598-0.069744i,0.052477-0.034056i,0.074675+0.030518i,0.15242+0.037214i,0.17718-0.006334i,0.13131-0.031067i,0.078124-0.028089i,0.039714-0.025143i,0.014526-0.020385i,-0.0024313-0.012484i,-0.013112-0.0059754i,-0.011869-0.0029586i,-0.0058939-0.005737i,-0.00252-0.0095326i,-0.002712-0.010658i,-0.0080698-0.0093603i,-0.014836-0.0034852i,-0.018114+0.0087296i,-0.014057+0.025367i,-0.0038715+0.035976i
-0.014916-0.001071i,-0.051901+0.0024348i,-0.10763+0.021198i,-0.12226+0.053127i,-0.066617+0.044802i,-0.029797-0.036615i,-0.075078-0.11105i,-0.12111-0.10086i,-0.11052-0.049992i,-0.074209-0.022484i,-0.04773-0.013479i,-0.035468-0.003668i,-0.021322+0.0068916i,-0.0059894+0.010343i,-0.0032406+0.0081472i,-0.0078308+0.0060886i,-0.0094498+0.00075753i,-0.0087335-0.0044843i,-0.0074655-0.0018349i,-0.0031397+0.0079884i,0.0098122+0.015607i,0.026522+0.012555i,0.036528+0.0021836i
0.012327+0.0052433i,0.047753+0.015695i,0.10508+0.015432i,0.12328-0.017633i,0.041945-0.042693i,-0.073392+0.021873i,-0.092259+0.13231i,-0.032033+0.15604i,0.0091502+0.10187i,0.016393+0.055333i,0.017062+0.035267i,0.020325+0.02336i,0.019792+0.0074659i,0.013529-0.0051428i,0.013567-0.0057262i,0.018234+0.0024713i,0.017226+0.012162i,0.013502+0.016176i,0.011331+0.012201i,0.0098937+0.0034341i,0.0080998-0.0098008i,-0.00051663-0.024681i,-0.012121-0.032673i
-0.010338-0.010844i,-0.041892-0.034044i,-0.096019-0.05984i,-0.12892-0.04121i,-0.068213+0.01832i,0.074898+0.035049i,0.16433-0.029996i,0.12953-0.089728i,0.053339-0.0821i,0.010345-0.045703i,0.0025519-0.022176i,0.002984-0.014409i,-0.0011604-0.0051829i,-0.0015702+0.0049577i,0.0006688+0.0029789i,-7.7694e-05-0.0047186i,0.001485-0.004122i,0.0058483+0.0012565i,0.0072264+0.0012026i,0.0032288-0.0030936i,-0.0072376-0.0018933i,-0.0206+0.0073123i,-0.028251+0.016313i
0.0012193+0.016058i,0.022408+0.048194i,0.062759+0.096058i,0.1087+0.096695i,0.104+0.0096952i,0.012036-0.10133i,-0.099653-0.12596i,-0.13067-0.061901i,-0.083967-0.0045367i,-0.039563+0.014379i,-0.027382+0.021827i,-0.017954+0.028572i,-0.00031496+0.025815i,0.0093996+0.015746i,0.0089795+0.013334i,0.0053988+0.013851i,-0.00081039+0.0060943i,-0.0085833-0.0016934i,-0.013126-0.00056409i,-0.010192+0.0062187i,0.00030933+0.01448i,0.013687+0.022765i,0.021568+0.026575i
-0.0046493-0.014298i,-0.015132-0.050779i,-0.043751-0.10795i,-0.10245-0.11746i,-0.15337-0.013127i,-0.12076+0.14838i,-0.020185+0.21946i,0.048658+0.16136i,0.044638+0.070077i,0.021265+0.016278i,0.01643-0.0017276i,0.016717-0.0078459i,0.0089966-0.012665i,-0.00029107-0.012465i,-0.00056291-0.01303i,0.0059378-0.01716i,0.0097719-0.018416i,0.006779-0.013229i,0.0021664-0.0035727i,0.0035173+0.0019761i,0.0088916-0.0014839i,0.016097-0.011603i,0.022115-0.01973i
-0.005017+0.013239i,-0.0128+0.051916i,-0.020637+0.1205i,0.012051+0.17093i,0.099749+0.12868i,0.16678-0.00052373i,0.15433-0.10498i,0.093949-0.11146i,0.036816-0.056527i,0.0095526-0.014443i,0.00093696-0.011212i,-0.0096537-0.018157i,-0.015047-0.012106i,-0.012621-0.0046361i,-0.015989-0.0024634i,-0.019443-0.00088821i,-0.01078-0.0016144i,0.0043681-0.0053473i,0.012271-0.010298i,0.0080059-0.014208i,-0.002217-0.016267i,-0.012913-0.020048i,-0.018441-0.024205i
0.0028789-0.012817i,0.022483-0.043614i,0.053387-0.10643i,0.039492-0.18266i,-0.065983-0.21436i,-0.18822-0.15984i,-0.22504-0.065425i,-0.17192-0.0036371i,-0.079984+0.012479i,-0.012077+0.0074953i,0.0080982+0.007227i,0.0097433+0.01327i,0.012234+0.0099449i,0.013158+0.0026492i,0.014764+0.0041675i,0.014841+0.0086298i,0.0082938+0.011043i,0.0010745+0.0080164i,-0.0040235+0.00077642i,-0.0075925-0.0021861i,-0.0096146+0.001431i,-0.014358+0.01092i,-0.020269+0.017461i
-0.012129+0.0088347i,-0.041243+0.029869i,-0.096314+0.076496i,-0.11856+0.15352i,-0.039531+0.225i,0.088545+0.23554i,0.15115+0.18214i,0.11985+0.11058i,0.048049+0.052244i,-0.0043676+0.019356i,-0.012954+0.0067495i,-0.0025598-0.00063452i,0.0011892-0.0042854i,0.00050534-0.0050757i,-0.0012455-0.01052i,-0.0061013-0.01702i,-0.013217-0.01432i,-0.017985-0.0035031i,-0.014194+0.0072987i,-0.0058263+0.012048i,0.003879+0.010327i,0.014842+0.012473i,0.020897+0.019845i
0.01198-0.0034507i,0.045735-0.011457i,0.11624-0.031249i,0.18055-0.081153i,0.17581-0.15549i,0.12043-0.21663i,0.059528-0.2278i,0.016757-0.1765i,0.0058515-0.093158i,0.01088-0.030681i,0.0024961-0.0072014i,-0.011934+0.0056477i,-0.012743+0.015895i,-0.0087814+0.018074i,-0.0083607+0.020837i,-0.0075565+0.021717i,-0.0045466+0.013268i,-6.0357e-05+0.003431i,0.0012868+0.00029395i,-0.001179+0.0021893i,-0.0029856+0.0013255i,0.0014913-0.0080975i,0.011255-0.01818i
-0.010951-0.00092527i,-0.04738-0.0087579i,-0.1286-0.018937i,-0.22558+0.00016891i,-0.27957+0.069069i,-0.27749+0.15079i,-0.2207+0.18158i,-0.1297+0.13254i,-0.060892+0.047228i,-0.030886-0.011076i,-0.014956-0.018348i,0.0010202-0.0066647i,0.0084608-0.0027069i,0.01085-0.0015168i,0.018443-0.0023841i,0.026712-0.0027565i,0.027337-0.0022986i,0.01958-0.0049476i,0.0080366-0.0067006i,0.0015177-0.0029889i,-0.00179+0.0021347i,-0.011134+0.0011143i,-0.022037-0.0075546i
0.0095653+0.010649i,0.037513+0.029658i,0.098351+0.068609i,0.17064+0.096126i,0.21369+0.084947i,0.2293+0.054433i,0.21755+0.031931i,0.16501+0.025218i,0.090221+0.034188i,0.033067+0.043578i,0.010783+0.032414i,0.0032538+0.0095626i,-0.004372-0.004867i,-0.011275-0.00966i,-0.016839-0.010493i,-0.018249-0.0077274i,-0.012352-0.00018009i,-0.0046253+0.0065459i,0.0010061+0.0059368i,0.0040404-0.0015949i,0.00471-0.0066715i,0.0035659+0.0011674i,-0.0011441+0.016115i
-0.0063094-0.010219i,-0.025876-0.039773i,-0.065585-0.099911i,-0.11668-0.16937i,-0.1515-0.21719i,-0.15906-0.23003i,-0.14944-0.20257i,-0.12234-0.13411i,-0.062991-0.0635i,-0.0071735-0.029772i,0.0068163-0.015836i,0.0050982+0.0006873i,0.0086475+0.010671i,0.0089766+0.013824i,0.0063097+0.017955i,0.0023525+0.020092i,-0.0018653+0.01784i,-0.00088258+0.012594i,0.001512+0.0074115i,-0.00029258+0.0053994i,-0.0024269+0.004372i,0.0039136+0.0026219i,0.016033+0.0030396i
0.0055909+0.009721i,0.00981+0.040947i,0.017102+0.10838i,0.025174+0.19357i,0.033886+0.25505i,0.039658+0.25929i,0.027119+0.21253i,-0.00062888+0.14154i,-0.035549+0.072261i,-0.054639+0.031238i,-0.041501+0.014038i,-0.019286+0.0019474i,-0.0050434-0.0076605i,0.0042633-0.014118i,0.0092423-0.021327i,0.011455-0.024822i,0.010429-0.023781i,0.0043724-0.02142i,-0.00026331-0.012728i,0.0030264+0.00020522i,0.0091819+0.0066563i,0.0091703+0.001334i,0.005745-0.01033i
-0.0015396-0.0085363i,0.0065779-0.038721i,0.027454-0.093858i,0.066094-0.15126i,0.11082-0.17545i,0.14087-0.15672i,0.14611-0.13017i,0.11855-0.10818i,0.077344-0.065303i,0.054205-0.017768i,0.03986-0.00087894i,0.016702-0.0012335i,-0.0029187+0.0043487i,-0.011116+0.009505i,-0.014128+0.0081685i,-0.011707+0.0017296i,-0.00685-0.0060295i,-0.0037479-0.0076694i,-0.0023451-0.0056233i,-0.0017565-0.008054i,-0.0032205-0.011555i,-0.0071096-0.010647i,-0.012728-0.0068371i
-0.0011482+0.0061587i,-0.021191+0.028702i,-0.067159+0.065427i,-0.14087+0.097047i,-0.21119+0.099391i,-0.23843+0.075053i,-0.20215+0.049641i,-0.12086+0.024306i,-0.048567-0.0090815i,-0.017055-0.034648i,-0.010238-0.033356i,-0.0034423-0.016899i,0.0059148-0.0047356i,0.014343+0.0040933i,0.019594+0.011404i,0.017698+0.016176i,0.012272+0.017774i,0.0097193+0.013026i,0.0063145+0.0039048i,-0.0011288-0.0015591i,-0.0089424+0.00037485i,-0.011564+0.0055308i,-0.008362+0.0092253i
0.0063342-0.0097806i,0.027248-0.022809i,0.074241-0.03729i,0.13165-0.036446i,0.15961-0.0093823i,0.14811+0.040543i,0.11657+0.079505i,0.077725+0.092939i,0.042276+0.089021i,0.013698+0.072032i,-0.002267+0.050574i,-0.0048169+0.028167i,-0.0049919+0.0078373i,-0.010212-0.0055765i,-0.012483-0.011711i,-0.0082493-0.011194i,-0.0039914-0.0071213i,-0.0048848-0.0035136i,-0.0065765-0.0014521i,-0.0033287+0.0012696i,0.0023226+0.0047491i,0.0064378+0.0065201i,0.0080021+0.0069706i
