0.0016234-0.00022919i,0.00025007-0.0012518i,-0.0010921-0.0027374i,-0.0018575-0.0036563i,-0.0032816-0.0033956i,-0.0038618-0.001035i,-0.0022843+0.00052039i,-0.00026825+0.0010675i,0.00082339+0.0015769i,0.00084637+0.00099523i,0.00028525-0.00010836i,0.0002633-0.00037273i,0.00037814-0.00025817i,0.00067334-5.4092e-05i,0.00092884+0.00027091i,0.0012593+0.0004221i,0.00078674-0.00015567i,0.00045875-0.00081278i,0.00068516-0.00098042i,0.00028366-0.00057973i,-0.00012852-2.3869e-05i,-0.00045546-0.00038379i,-0.00089779-0.0010274i
0.0024145-0.001477i,0.0019718-0.0013542i,0.0014904-0.0037251i,0.00019091-0.004788i,-0.0016515-0.004685i,-0.0027055-0.0029262i,-0.0014739-0.0010454i,0.00030016-0.00083093i,0.0014953-0.0012904i,0.0018759-0.0018296i,0.0011627-0.0020132i,1.9743e-05-0.0015802i,-0.00061501-0.00070113i,-0.00061299-0.00024159i,-0.00065502-0.00052922i,-0.00094579-0.00057729i,-0.0015229+0.00024338i,-0.0014009+0.0006581i,-0.00076497-0.00025041i,-0.00026508-0.0004999i,3.7341e-05+0.00015188i,-9.0555e-05+0.00050599i,-8.5987e-05+0.00060377i
0.0012919+0.00086418i,0.0023801+0.00116i,0.0024557+0.00094976i,0.0016327-0.00049112i,0.0010189-0.0022043i,0.00030595-0.0017856i,-0.00059122-0.000131i,-9.4917e-05+0.0005652i,0.00072008-0.00047517i,0.00089753-0.0015494i,0.0012991-0.0013176i,0.0010222-0.0007581i,0.0006453+0.00018487i,0.00028988+0.0009847i,0.00016154+0.0014135i,0.00072174+0.0010958i,0.00060198+0.00078455i,-0.00040856+0.00030785i,-0.0011369-0.00056754i,-0.00088236-0.00052256i,-0.00020951-0.00067613i,0.00021824-0.00068032i,-0.00018822+0.00072372i
-0.0017083+0.00035845i,-0.00069481-0.00039142i,0.00074276-0.0020761i,0.00056395-0.0037651i,-0.0012848-0.0046569i,-0.0022026-0.0034887i,-0.0021267-0.0011965i,-0.0012742-0.0009023i,-0.00022011-0.0025211i,-0.00057568-0.0038793i,-0.00081089-0.0035773i,-0.00096828-0.0021801i,-0.00086972-0.0012771i,-0.00055522-0.00036239i,-9.8252e-05+0.00025318i,0.00070909+0.00061489i,0.00096842+0.0012667i,0.00093685+0.00058718i,0.00072986-0.00015229i,0.00042019+0.00036037i,0.00035277+0.00087672i,-2.9815e-05+0.00015012i,-0.00036673-0.00075909i
-0.00073079-0.0010444i,-0.00038874-0.00048517i,-0.0005014-0.0013217i,-0.00032772-0.0040637i,-0.0012474-0.0045653i,-0.0021747-0.0023535i,-0.0009683-0.0010345i,-0.00066242-0.00052567i,-0.0023514-0.0007411i,-0.0032572-0.0014151i,-0.0032891-0.0010593i,-0.0033433-0.00098381i,-0.0020306-0.0016762i,-0.00054671-0.0017036i,0.00034255-0.00057296i,0.0013983+3.3976e-06i,0.0013065+8.0967e-05i,0.0010953+0.00072065i,0.0010567+0.00051671i,5.2982e-05-1.3404e-05i,-0.00099177-8.9638e-05i,-0.00075771-0.00063705i,-3.7623e-05-0.00065495i
0.00081309+0.0013755i,0.00061082-0.00019617i,0.00075427-0.0012764i,0.0011349-0.0019465i,0.00060327-0.0030879i,-0.0010526-0.0027442i,-0.0010957-0.0016993i,-0.00027078-0.00080136i,5.687e-06+4.018e-05i,3.6489e-05+0.0013003i,-0.00029048+0.0013607i,-0.00083823+0.00026659i,-0.0012367-0.00040309i,-0.0015051-0.0010493i,-0.00095588-0.00151i,-0.00054985-0.0009888i,0.00027229-0.00037631i,0.0013643-0.00032073i,0.0014342-0.00040767i,0.00076665+0.0003067i,0.00034434+0.0007352i,-0.00038626+6.5725e-05i,-0.00096471-0.00078619i
0.00054607-0.0007818i,0.00010438-0.00081092i,4.7906e-05-0.0021625i,0.00029206-0.0039515i,0.00023723-0.0044489i,-0.00070412-0.0019813i,-0.001724+0.0001097i,-0.0010737-0.00033693i,-4.6556e-05-0.00051684i,-0.0002232+0.00038887i,-2.2027e-05+0.0011212i,-6.4133e-05+0.00035252i,-0.00075237+0.00018807i,-0.00082249+0.00075662i,-0.00026798+0.00034112i,-0.00016485+0.00057436i,-0.00028238+0.00022826i,-0.00047605-0.00073634i,-0.00065457-0.00046972i,-0.00033632-2.4563e-05i,-0.00023798-0.00033315i,-0.00081888-0.00014932i,-0.00038283+0.00038853i
0.0015137+4.5346e-05i,0.00058678-8.9866e-05i,0.00036568-0.0020113i,0.0014947-0.0039307i,0.0019914-0.0033996i,0.00015012-0.0015433i,-0.00053199-0.00022392i,0.00032203-0.0001939i,0.0017363-0.00040145i,0.0030228-0.00056493i,0.0023303-0.000327i,0.00087345-0.00023417i,0.0005959-9.2455e-05i,0.00014132+1.4319e-05i,-0.00025616-0.00050832i,-0.00036073+1.6427e-06i,-0.0010325+0.0007149i,-0.00079823+0.0005421i,-0.00037201+0.00015736i,-0.00025877+0.00030724i,9.0077e-05+0.00055751i,-5.6109e-05+0.00056711i,-0.00015052+0.00063193i
-7.5511e-05-0.0010417i,-0.00026465-0.00072947i,-0.00050114-0.001389i,-0.0011361-0.0034661i,-0.0026732-0.0037405i,-0.0030122-0.0016042i,-0.0028763+0.00058377i,-0.0022516+0.00054557i,-0.00020208-0.0010368i,0.001036-0.0011058i,0.0010478-0.00086437i,0.00093685-0.00097713i,0.00062942-0.0008738i,0.00012816-0.00027878i,-0.00036795+0.00093748i,-0.000609+0.0013616i,-0.00026315+0.0018845i,-6.585e-05+0.0023304i,0.0010363+0.0016208i,0.0016619+0.00082095i,0.0011422+0.00066541i,0.00074477+0.00072856i,0.00086727+0.00011957i
0.00017904-0.001079i,0.00034443-0.0019506i,0.0010093-0.0031298i,0.0011529-0.0030445i,-7.4259e-05-0.0026466i,-0.00083005-0.0020433i,-0.00071991-0.00031439i,-0.0010027+0.00041561i,-0.0011006-0.00083877i,-0.00071185-0.0025262i,-0.00022645-0.0035909i,-0.00017131-0.002549i,-0.00064609-0.00045663i,-0.00022398+0.0001764i,0.00045659+0.00039717i,0.0004772+0.0010097i,0.0007254+0.00035599i,0.0011123+0.00068842i,0.00080654+0.00185i,-8.7556e-05+0.0012127i,0.00023684+0.0004941i,0.00027426+0.00036173i,-0.00027998+0.00018832i
0.00020678+0.00016016i,7.6412e-05-0.0013121i,-0.00054316-0.0031764i,-0.00041781-0.0035517i,-0.00022232-0.0026536i,-0.00081875-0.0018686i,-0.00056994-0.00071363i,0.00011643-0.00018793i,-0.00052748-0.00068285i,-0.0015269-0.0015612i,-0.0019472-0.0017381i,-0.0014994-0.0015895i,-0.0010199-0.00091654i,-0.00028708+8.5036e-05i,-0.00047043+0.00010578i,-0.00035333-0.00030325i,0.00073629-0.00019415i,0.00090994-0.00035299i,0.00073896-0.0013988i,0.00065236-0.001589i,0.00068979-0.00065699i,0.00062155-0.00065628i,0.00040963-0.0011088i
-7.3952e-05-0.00050921i,0.00057811-0.00065331i,0.00096975-0.00054808i,0.00062693-0.0015699i,-0.00033151-0.0025914i,-0.0012931-0.0020315i,-0.00061795-0.00023888i,0.00038771+0.0003739i,0.00018751-0.00022775i,-0.00074868+0.00050013i,-0.0015209+0.0010895i,-0.0014746+0.0009357i,-0.00078736+0.0005311i,-0.00028704-0.00010862i,0.0001479-0.0001377i,-0.00015189+0.00039103i,-0.00036809+0.00035802i,0.00023523+3.8748e-05i,0.00024903-0.00064499i,-0.00035798-0.00070556i,-0.00056776-0.0001797i,-0.00032863+5.8196e-05i,6.802e-05+0.00031677i
0.00020972-0.001683i,-0.00067444-0.0023889i,-0.001393-0.0041591i,-0.0011331-0.0053468i,-0.00097971-0.0048647i,-0.00091079-0.0033818i,-0.00061936-0.0020067i,-0.00092874-0.0006046i,-0.00051137+0.00066024i,-0.0002593+0.001847i,-0.00045673+0.0027781i,-0.00062134+0.0024852i,-0.00080812+0.0013129i,-0.00099249+0.00086398i,-0.001382+0.0011112i,-0.0014216+0.00072596i,-0.0010663+0.00040871i,-0.00058739+0.00055097i,-0.00073114+0.0001242i,-0.00070987-0.00077468i,-0.00019465-0.00052468i,7.1869e-05+5.8791e-05i,6.7187e-05+0.00011047i
-4.9261e-05+0.0022617i,0.00074555+0.00090989i,0.0022749+0.00084709i,0.0028321+0.00022198i,0.00135-0.0019488i,-0.00063325-0.0017774i,-0.00183+2.3814e-05i,-0.0015242+0.00021414i,0.00045095-0.00057958i,0.0021165-0.00051071i,0.0026197-0.00013436i,0.0023073+0.00064797i,0.0011554+0.0011859i,-0.00016246+0.0012634i,-0.00039156+0.0013287i,-0.00018767+0.00082248i,-0.00068737+0.00068167i,-0.0010042+0.0003088i,-0.00095297+0.00048393i,-0.00024747+0.00018256i,0.00015039-0.00029337i,-0.00027017-0.00060109i,-0.00050908-0.00019765i
4.6406e-06-0.0010368i,0.00054348-0.00035852i,0.00072273-0.00087125i,0.00051552-0.0027532i,-0.0010507-0.002921i,-0.0030241-0.0015462i,-0.0035646-0.00048604i,-0.001346+0.00030024i,0.001374-0.00092016i,0.0023211-0.0019925i,0.0023683-0.0015849i,0.0013994-0.0016124i,0.00026385-0.0013152i,-0.00056267-0.00045716i,-0.00058801+0.00058317i,-0.00032833+0.00064206i,-0.00030997+0.00065492i,-7.1575e-05+0.0011153i,0.00073105+0.0011645i,0.00081781+0.0010215i,0.00057846+0.00051241i,-0.00017589+1.1751e-05i,-0.00073293-6.6817e-05i
-0.0011975+0.00066959i,0.00030523+0.00083899i,0.00075612-0.00069313i,2.3256e-05-0.0027784i,-0.00044896-0.0038844i,-0.0012484-0.0029273i,-0.0011744-0.00038864i,-9.4798e-05+0.0011569i,0.00017758+3.5683e-05i,0.00020886-0.0020235i,0.00024099-0.0029625i,0.00046447-0.0032686i,0.00073415-0.0023474i,0.00066833-0.00045839i,0.00029739+0.00034386i,-0.00012552+0.00021627i,0.00029732+0.00066917i,0.0010449+0.00079697i,0.00141+0.00010269i,0.0012657+0.0002946i,0.0013025+0.0010556i,0.0007308+0.00068622i,-0.00023482-0.00033752i
0.0010358-0.0012526i,0.0013051-0.0012017i,0.00077889-0.002268i,-4.4955e-05-0.0038198i,-0.00073741-0.0040345i,-0.0012125-0.0014969i,-0.00028446+0.00071028i,0.00068329+0.00084364i,0.00010384+8.1986e-05i,-0.0012181-0.0006159i,-0.0021884-0.0014546i,-0.0015813-0.0018181i,-0.0012679-0.00086234i,-0.0012829-6.6563e-06i,-0.00085921+0.00050138i,-0.00080405+0.00087844i,-4.1192e-05+0.00080921i,0.00060564+0.00087784i,0.00038285+0.00073362i,0.00026464-0.00011032i,0.0006376-0.00036786i,0.00021293-0.00036639i,-0.00079709-0.0011281i
-0.003117+0.001226i,-0.0020435+0.0010603i,-0.0011617+0.00034558i,0.00030926-0.0011324i,0.00069705-0.0021595i,7.1494e-05-0.0021429i,-0.00033873-0.0015529i,-0.00035766-0.00043075i,-0.00047561+0.00050307i,-0.0015476+0.0011523i,-0.0020208+0.0015306i,-0.001245+0.0015173i,-0.00045832+0.00088405i,-0.00018263+0.00022718i,-7.4292e-05-0.0005076i,2.8916e-05-0.00042275i,0.00035215+0.00078603i,0.0006994+0.00017606i,0.00026058-0.0014367i,-0.00023018-0.00070168i,3.1617e-05+0.00035548i,-0.00042176+0.0002114i,-0.00030671-0.00034259i
0.00028227-4.8182e-05i,0.00039531+2.1101e-05i,0.00056407-0.0010467i,7.8184e-06-0.0028056i,-0.00092202-0.0038025i,-0.0014598-0.0028706i,-0.00082347-0.0014884i,0.00073179-0.0012401i,0.00031811-0.0012239i,-0.00023183+0.00053719i,-0.00015726+0.0016691i,-0.00096947+0.00099168i,-0.0010598+0.00014023i,-0.00057734-0.00018322i,-0.0006155+0.00031525i,-0.00079713+0.00065308i,-0.00066045+0.00068725i,-0.00067741+0.00096571i,-0.00084881+0.00070165i,-0.00064321+0.00054386i,-0.00043326+0.00092033i,-5.7933e-05+0.00058542i,0.00024768-2.7485e-07i
0.0030864+0.00076051i,0.0023617+0.00037446i,0.0030929-0.00064625i,0.0026656-0.0034125i,0.00078672-0.0051116i,-0.0015167-0.0031166i,-0.0028378-0.00075302i,-0.00215-0.00042514i,-0.00022379-0.00022871i,0.0012293-0.00011038i,0.0014299-0.00027216i,0.00091187+0.00031416i,0.00037753+0.00085612i,-0.00066834+0.00032274i,-0.0012194+0.00010384i,-0.0007967+3.0399e-05i,-0.00021695-2.5613e-06i,-0.00021014+0.00032356i,-0.00049649+0.00014817i,-0.00064322-0.00033031i,-0.00047824-0.0010982i,-0.00050869-0.0014303i,-0.00034374-0.00072591i
0.0019972+0.00051279i,0.0028008-0.00046843i,0.0034015-0.0020155i,0.0024364-0.0044309i,0.00079145-0.0060053i,-0.001668-0.0036343i,-0.0033735-0.00063199i,-0.002894-0.00051549i,-0.0010435-0.0014996i,0.00077841-0.0013385i,0.0013482-0.0010966i,0.0013792-0.0012398i,0.00050014-0.0011462i,-0.00056994+5.0357e-05i,-0.00067982+0.0012019i,-0.00024462+0.00069034i,-0.00024033+0.0002119i,-0.00025631+0.00022541i,9.983e-05+0.00012615i,0.00047602+0.00015032i,0.00025956-0.00015817i,-0.00061968-0.0010786i,-0.00068121-0.0012521i
3.2881e-05+5.2131e-05i,0.00046743+0.00010454i,0.00036322-0.0011342i,5.8384e-05-0.0030887i,-0.00029737-0.0031704i,-0.0012595-0.0013142i,-0.0019881+0.00082466i,-0.0015573+0.0010889i,-0.00095536+0.00048933i,-0.0005153-0.00043235i,-0.00024335-0.0015475i,-0.00051275-0.0015567i,-0.00010923-0.0008861i,0.00082821-0.00095364i,0.00086492-0.0010655i,0.00026698-0.0010077i,-0.00054797-0.001314i,-0.00045487-0.00072549i,5.4656e-05-0.00014921i,0.00038423-0.00024936i,0.0004754-0.0003842i,0.00027057-0.0004671i,-0.00013072-0.00043471i
-0.0012274+0.002047i,-0.00065818+0.0016815i,0.00017469+0.00083584i,0.0011812-0.0011123i,0.0016357-0.0020984i,0.00084449-0.0013655i,0.00044755+0.0003186i,0.00069102+0.0014595i,0.00023807-0.00020694i,-0.00047912-0.0013471i,-0.0015927-0.00099658i,-0.001654-0.0010751i,-0.00062844-0.00072646i,-2.8662e-05-0.0002233i,0.00040604+0.00012402i,0.000316+0.00033649i,0.00031211+1.3121e-05i,0.00033176-8.8353e-05i,-3.1332e-05-0.0001226i,0.00016486-0.00075925i,0.00028249-0.00044087i,-1.9552e-05-7.7077e-05i,-0.0001911-0.00010645i
0.00028807-0.0010212i,-0.00058754-0.00064365i,-0.0010648-0.0012338i,-0.0017898-0.0026528i,-0.001915-0.0037319i,-0.00084293-0.0030826i,0.0003161-0.00095709i,0.0014413+0.00011613i,0.0012942-0.00029741i,-0.00062276-0.00079498i,-0.0020501-0.0011309i,-0.0022867-0.0005314i,-0.0021365+0.00057453i,-0.001271+0.00099231i,-0.0011004+0.00046351i,-0.0015941+0.00048067i,-0.0014335+0.0010446i,-0.0008692+0.00091564i,0.00011888+0.00021334i,0.00057577-0.00028438i,-0.00015456-0.0001579i,-0.000185+0.00012851i,0.00083572+0.0002439i
2.0889e-05-0.00098373i,0.00018644-0.0013062i,0.00058042-0.0021458i,0.0016254-0.0026221i,0.0017324-0.0037256i,0.00044675-0.0037525i,0.00067175-0.002803i,0.0026627-0.0026317i,0.0020723-0.0017313i,0.0001649-9.3576e-05i,-0.00064727+0.00092125i,-0.0012872+0.0012931i,-0.00089423+0.00084207i,-0.00055577+0.0006502i,-0.0011315+0.0005553i,-9.8324e-05+0.0007782i,0.00076792+0.00099919i,0.00060088+0.00034985i,0.00031091-0.00038433i,-0.00048992-0.00072906i,-0.00028247-0.00079645i,-7.9674e-06-0.00049105i,-9.8362e-05-0.00046106i
0.0010573+0.0010712i,0.00077474-6.1684e-05i,0.00030301-0.0018393i,0.00014471-0.0034364i,-0.00060042-0.003769i,-0.0021253-0.0033811i,-0.0028133-0.0032053i,-0.0020021-0.0032789i,-0.0014279-0.0027508i,-0.00080841-0.00095148i,0.00031317-0.00039606i,0.00092778-0.00056569i,0.00035752+4.4195e-05i,-0.00010264+0.00036531i,-0.00026336+0.00070904i,-0.00018342+0.0007856i,0.0006064+0.00018089i,0.00087785+5.7304e-05i,0.00036871-9.9048e-05i,-6.8595e-05-0.00012843i,-0.00025625+2.9613e-05i,-9.9379e-05-0.0004032i,0.00016453-0.0011664i
-0.00018722-0.00046674i,0.00027347-0.00076288i,0.0013692-0.0023482i,0.00099134-0.0037063i,-0.00053889-0.0041536i,-0.0026646-0.0027681i,-0.0034452-0.00075692i,-0.0026148-0.00077954i,-0.0014746-0.0016397i,0.00029064-0.0023146i,0.0015074-0.0020664i,0.000812-0.0012311i,0.00052518-0.00091983i,0.00071338-0.0007428i,0.00015718-0.00037705i,0.00038706-0.00063864i,0.00069639-0.00094631i,0.00049698-0.0007029i,-0.00017261-0.00040031i,-0.00051616-0.0010916i,0.0002151-0.0011361i,-9.2289e-05-0.00065568i,-0.00063772-0.00097721i
-0.0011995-0.00044963i,-0.00036604-0.0013816i,-0.00016105-0.0023695i,-0.0011441-0.0027394i,-0.0025011-0.0020702i,-0.0028471-0.00063189i,-0.0025629+0.0011435i,-0.002454+0.0026812i,-0.0027371+0.0021036i,-0.0017321+0.00011729i,-0.00063422-0.0010135i,-0.00037326-0.0010189i,-0.00019705-0.0014728i,0.00012486-0.00091467i,0.00048673+0.00016548i,0.0003816+0.00030706i,-0.00025765-0.00042176i,-0.0002097-0.00029948i,-0.00041942+0.00058711i,-0.0010012+0.0011239i,-0.00085337+0.0010061i,-0.00073337+0.00058023i,-0.00082998+0.00079687i
0.00073564-0.001997i,0.0010336-0.00089906i,0.0029761-0.00073394i,0.0034423-0.002474i,0.0020077-0.0039456i,-0.0002104-0.0025226i,-0.0014182+0.00083263i,-0.00053382+0.0030287i,0.00033867+0.0027064i,-1.9467e-05+0.00073887i,-0.0015837-0.00044548i,-0.0024528-0.000682i,-0.002154-0.00099973i,-0.0017214-0.0010325i,-0.0014563-0.0010293i,-0.00085884-0.00095118i,-0.00013817-0.00016275i,6.6447e-05+0.00070371i,-0.00020927+0.00084181i,-0.00061076+0.00068038i,-0.00017301+0.0002871i,0.00061374+0.00038457i,0.00011291+0.0003137i
0.00090521-0.0015583i,-0.00046158-0.0015097i,-0.00026448-0.0026675i,0.00037795-0.0046957i,0.00031135-0.0049437i,-0.00013739-0.0029867i,0.00067394-0.0005988i,0.0030325+0.00094751i,0.0031973+0.0011518i,0.0016246+0.0010679i,0.00018346+0.0010023i,-0.0017933+0.00107i,-0.0023002+0.0010268i,-0.00081286+0.00059107i,-0.00037183+9.8975e-05i,-0.00072513+0.00050948i,-0.00027943+0.0010002i,0.00073195+0.0011854i,0.0010354+0.0013645i,0.00068158+0.001318i,0.00028769+0.00085514i,0.0003753+0.00093924i,0.00069271+0.0011763i
-0.001469+0.0017221i,-0.0012538+0.0014519i,-0.00015494+0.0011781i,0.00053079-0.0003892i,-0.00037183-0.0029529i,-0.0009176-0.0033972i,9.0045e-05-0.0023807i,0.002497-0.0017223i,0.0031504-0.0017055i,0.0024342-0.0011975i,0.0022873+0.00014424i,0.0016418+0.00042544i,0.00092475+0.00057598i,-0.00024961+0.00099378i,-0.00066361+0.001234i,2.7555e-05+0.0013743i,0.00049719+0.0011915i,0.00023355+0.0008381i,9.4089e-05-0.00024372i,0.00018708-0.0011572i,0.00043098-0.00083726i,0.00032462+0.00039183i,-0.0001712+0.0004211i
-0.00083205-0.00087915i,-0.00054543-0.00112i,-0.0010122-0.0018993i,-0.0013889-0.0030403i,-0.0010084-0.0033937i,-0.00079637-0.0023314i,-0.0014435-0.0018108i,-0.00070144-0.0028142i,0.00057889-0.0035209i,0.001042-0.0030901i,0.0015657-0.0012097i,0.0018543+0.0002131i,0.0009574+0.00073306i,-3.6839e-05+0.00096029i,-0.00021866+0.00047856i,-8.2871e-05+0.00073491i,-6.617e-05+0.0013484i,-0.00010869+0.00087634i,0.00016711-2.6983e-05i,-0.00015932-3.0795e-05i,-0.00087236-4.67e-05i,-0.00049124-0.00010242i,0.00019919+0.00018315i
-0.00027392-0.0006254i,-0.00047744-0.00014149i,5.3408e-05-0.0010166i,0.00095227-0.0018471i,-0.00090632-0.0021126i,-0.0030811-0.0011846i,-0.002732-0.00013533i,-0.0023632-0.0011094i,-0.002298-0.0024652i,-0.0017346-0.0021228i,-0.00064231-0.0011282i,-0.00011112-0.00086626i,-0.00067228-0.00043207i,-0.00097787-1.2306e-05i,-0.0011891+6.1203e-06i,-0.00083338-0.00018921i,-0.00027417-1.838e-05i,-0.00025014-0.00030993i,-0.00057387+0.00023089i,-0.00062319+0.0013323i,-0.00049177+0.0014408i,-0.00030144+0.00058693i,0.00013359+0.00024756i
0.0012653-0.0024663i,0.0009585-0.0017933i,0.0010101-0.0044188i,-0.00012867-0.0070008i,-0.0012492-0.0073563i,-0.0016883-0.0042914i,-0.0019984-0.00051369i,-0.0020972-0.00013368i,-0.0020758-0.001406i,-0.0019817-0.0018772i,-0.001665-0.0023053i,-0.0011897-0.0015632i,-0.00093016+9.8892e-05i,-0.00082174+0.00042446i,-0.00099043-7.7907e-05i,-0.0011208-0.00034876i,-0.0012097+0.00068894i,-0.001387+0.0012016i,-0.0011048+0.00084849i,-0.00051227+0.00029202i,0.0003175+0.0005805i,0.00014633+0.0005135i,0.00015894-0.00062165i
-0.00021505+0.00078712i,0.00010331+0.00040561i,0.001037+0.00065109i,0.0020053-0.00029638i,0.0014052-0.0013052i,-0.00085074-0.00047145i,-0.0021348+0.0018617i,-0.0019056+0.0037643i,-0.001228+0.0038529i,-0.001225+0.0024618i,-0.0018419+0.00085698i,-0.0022962-0.00086264i,-0.0018079-0.0011473i,-0.0014558+0.00054216i,-0.0016249+0.0015438i,-0.0011343+0.00089655i,-0.00041112+0.00073489i,0.00060422+0.00092219i,0.0018837+0.00032531i,0.0021496-0.00037039i,0.00070842-0.0005357i,-0.00059133+1.495e-05i,-0.00050915+0.00058657i
-0.00017297-0.0011683i,0.00075591-0.0012865i,0.00097056-0.0026618i,0.00043939-0.0047077i,-0.00054371-0.0058456i,-0.0005072-0.0034564i,0.00081316+0.00072236i,0.0020302+0.0029056i,0.0025343+0.0021168i,0.001579+0.00125i,-4.5409e-05+0.0012541i,-0.0014496+0.00057789i,-0.0019673+0.00031283i,-0.0013249+0.00035693i,-0.00044243+0.00030135i,-0.00010227+0.00074683i,9.5121e-05+0.0009888i,0.00060587+0.00066381i,0.00048887+0.00020307i,-0.00015755-0.0003224i,-4.7132e-05-1.9538e-05i,0.00062424+0.00061628i,0.00079754+0.00082119i
0.00057183-0.0032845i,0.00033301-0.0026473i,0.00013018-0.0024882i,-0.00050483-0.0026848i,-0.00056648-0.0029068i,-0.00060314-0.0024163i,0.00087277-0.0015367i,0.0029197-0.00090215i,0.003083-0.0012501i,0.0025064-0.00075614i,0.0011411+0.00035987i,-7.766e-06+0.00054985i,-6.6719e-05+0.00025591i,-0.00070178+0.00064172i,-0.00085379+0.00079226i,-0.00026828+0.00041247i,7.2464e-05-0.00010088i,0.00074552-0.00013736i,0.00070623-0.00024864i,0.00034804-0.00078411i,0.00013962-0.00070012i,-3.1118e-06-0.0002414i,-0.00012327+0.00013514i
0.0013618+0.0026542i,0.0012683+0.00082892i,0.0014802-0.001697i,0.0014312-0.0045424i,0.0011314-0.0054968i,-0.0006507-0.00434i,-0.0013615-0.003512i,0.0004858-0.0050394i,0.0013431-0.0063097i,0.0010836-0.005488i,0.0013826-0.004157i,0.00076753-0.0017381i,-4.8154e-05-0.00027999i,-0.00054367-0.00034057i,-0.00071093-0.00089931i,0.00036391-0.00095517i,0.0011579-0.00031876i,0.0011014-0.00027633i,0.00084193-0.0003391i,0.00057091-0.00013884i,0.00061861+0.0002764i,0.00082033+0.00011723i,0.00033385+0.00060338i
-0.00076217+0.0019344i,0.00097122+0.00037559i,0.0015386-0.00018226i,0.0012189-0.0018336i,0.0002376-0.0037053i,-0.0020803-0.0035322i,-0.0038537-0.0023552i,-0.0033139-0.0031164i,-0.0030073-0.0048791i,-0.0025878-0.0044876i,-0.001295-0.0033488i,-0.00044272-0.0026773i,0.00015069-0.00059744i,-0.00015243+0.00061559i,-0.00055262-0.00027926i,-0.00074739-0.00073384i,-0.000793-2.5043e-05i,-0.00082434+0.00087736i,-0.00091703+0.0013367i,-0.00015706+0.0012649i,0.00038531+0.00052962i,2.4808e-05+0.00033316i,-0.00063968+0.0002193i
-0.0015674-0.000642i,-0.0003394-0.00087116i,0.00013809-0.0011092i,5.4227e-05-0.0028928i,-0.00028707-0.0035536i,-0.0013168-0.0023461i,-0.0024673-8.5909e-05i,-0.0029167+0.0012554i,-0.0033592+0.0010699i,-0.003674+0.00019098i,-0.0029835+0.00062876i,-0.0014615+0.00030362i,-0.00052019-0.00060669i,-0.00016126-0.00049645i,4.5052e-05-0.00035101i,-0.00062259+0.00013731i,-0.00030876+0.00021388i,0.00063101+0.00013914i,0.00034211+0.00040064i,0.00047758-0.00033626i,0.0008433-0.00096776i,-4.9517e-05-0.00025515i,-0.00068803+0.0011735i
-0.00055931-0.00044049i,-0.00078757-0.00088363i,-0.0014952-0.00093325i,-0.0016-0.0016703i,-0.0013742-0.0019909i,-0.0010329-0.00056894i,-0.00071913+0.0018888i,-0.0015012+0.0039542i,-0.0026584+0.0041807i,-0.0034982+0.0025174i,-0.0027122+0.001193i,-0.0016388+0.0013091i,-0.00093168+0.0014288i,-0.000262+0.00091281i,-6.469e-05+0.00048615i,-0.00087556+0.00042015i,-0.00076729+0.00088594i,0.00063617+0.00088712i,0.0012412+0.000948i,0.00076157+0.00046468i,0.00045753-0.00094262i,0.00035005-0.00082795i,-0.00011691-0.00079295i
0.0018557-0.0010347i,0.0019376-0.0014215i,0.0020592-0.0026978i,0.001512-0.0043357i,0.00057912-0.00479i,-0.00027973-0.0029777i,0.00082963+0.0005739i,0.0024534+0.0029045i,0.0028375+0.002854i,0.0024268+0.0019426i,0.0018299+0.0009001i,0.00034938+0.00064591i,-0.0008813+6.08e-05i,-0.00091701-0.00058969i,-0.00038311-0.00041107i,-5.7254e-05+4.8803e-05i,-3.4117e-05-0.00034483i,-0.00017007-0.0008525i,-0.00043083-0.00095959i,-0.00033325-0.00057195i,-9.4643e-06+4.0197e-05i,-0.00026121-9.9412e-05i,-4.1512e-05-0.00061886i
0.0004152+0.00038052i,0.0016437-0.00071338i,0.00036659-0.0017284i,-0.00083028-0.004335i,-0.00057314-0.0061908i,0.00010184-0.004444i,0.0013419-0.0023514i,0.0029381-0.0018899i,0.0046658-0.0014777i,0.0050125-0.00057628i,0.0038586+0.00032377i,0.0017719+0.00091023i,-0.00019353+7.3231e-05i,-0.00091154-8.0634e-05i,-0.00082607+0.00051591i,4.0504e-05+0.0006986i,0.00023623+0.0013817i,-0.00021769+0.0012721i,-0.00010414+0.00054543i,-2.6609e-05-0.00015631i,-0.00022673-0.0003736i,0.00038042-0.00023385i,0.0013065+8.1032e-05i
0.00062168-0.00022908i,0.0008212-0.00035488i,0.0014399-0.0016035i,0.0011915-0.003036i,-0.00055586-0.004211i,-0.0019856-0.0034401i,-0.0015072-0.0020173i,0.00033489-0.0029805i,0.0018294-0.0051905i,0.0023134-0.0050743i,0.0023262-0.0028883i,0.0013107-0.0012382i,-0.0004492-0.00037057i,-0.0011319+0.00052762i,-0.00062251+0.00083197i,-0.00061025+0.00082629i,-0.00075716+0.00091551i,0.00013932+0.00047526i,0.00045125-0.00047845i,-0.00026385-0.00074241i,-0.00059638-0.00089217i,-0.00060969-0.0012468i,-0.00043607-0.00063616i
