-0.0021372-0.00091746i,-0.0031802-0.00022316i,-0.0031393+0.00061103i,-0.0025399+0.00037663i,-0.0020103-0.00041573i,-0.0018307+9.3093e-05i,-0.0011579+0.0013791i,-4.0917e-05+0.0012829i,0.00050021+0.0010651i,0.0005726+0.0014458i,0.00078221+0.0013788i,0.00044989+0.00086796i,0.00032841+5.5858e-05i,0.00092841+0.00023695i,0.0012106-0.00034029i,0.00073741-0.00097603i,0.00069315-0.00035545i,0.00071112+0.00030988i,0.00027946-6.0196e-05i,0.00019569+0.00014914i,0.00016066+0.00032932i,1.1369e-05+0.000251i,-6.4626e-05+2.8669e-05i
0.0013052+0.0003549i,0.0015707-0.00013893i,0.0018202-0.00083043i,0.00077305-0.0016267i,-0.00023018-0.0015351i,-0.0002961-0.0018278i,-0.0003954-0.0025062i,8.1994e-05-0.0023428i,0.00083642-0.002632i,0.00014891-0.0027186i,-0.00058895-0.0012359i,-0.00078059-0.00011976i,-0.0011305-0.00038918i,-0.0011277+9.2107e-05i,-0.0007555+0.0010908i,-7.9379e-05+0.0010408i,-6.7729e-05+0.0007916i,-0.00050152+0.0011046i,6.3163e-05+0.0012223i,0.00023772+0.00097885i,0.00013523+0.00059997i,0.00053015+0.0010451i,5.6261e-05+0.00074323i
0.001789-0.001704i,0.0021407-0.0021152i,0.0016023-0.0036706i,7.8607e-05-0.0027234i,-0.00081428-0.001202i,4.9078e-08+0.0001367i,0.00072505+0.00081561i,0.0003296+0.00040212i,3.7735e-05-0.0002878i,-0.001066-0.00052033i,-0.0016298-0.0005656i,-0.00091783-0.00011916i,-0.0010516+0.00085741i,-0.00084066+0.0010397i,-0.00012153+0.00069901i,-0.0001082+0.00018502i,-0.00034599-0.00039078i,-0.00024543-0.00021267i,-0.00024319+0.00045172i,-0.00014518+0.00045484i,8.3374e-05-0.00072577i,0.00095287-0.0016847i,0.0011017-0.0014789i
-0.0020877+0.00015551i,-0.0014456-7.024e-05i,-0.0019578+0.0015754i,-0.0029185+0.0027501i,-0.0015681+0.0018559i,0.00073028+0.00084968i,0.0016317+0.0004325i,0.00096393+5.3239e-05i,5.4968e-06-0.00012915i,-0.00043347-0.00010883i,-0.00022937-0.0006002i,-7.715e-05-0.00058899i,-1.9657e-05-0.00046879i,0.00043459-0.00031687i,0.000609-0.00014398i,-0.00027378-0.00042772i,-0.00091625-0.00033418i,-0.00061298+0.00036631i,-0.0007123+0.00066569i,-0.00072413+0.00079808i,-0.0010494+0.0007708i,-0.0012284+0.0011557i,-0.00093043+0.0014316i
0.00027145-0.0011033i,7.1242e-05-0.00093895i,-0.00017004+0.00016911i,-8.7666e-06+0.00081822i,3.1921e-05+0.0010941i,3.1683e-05-5.574e-06i,-6.2401e-05-0.001538i,-0.0006353-0.0014924i,-0.0012172-0.00060082i,-0.0012188+0.00017841i,-0.0010313+0.00080732i,-0.00091865+0.00062869i,-0.00010923+0.00026396i,-5.2395e-05-7.6681e-05i,-0.00059266-4.8921e-05i,-0.0013451-0.00018033i,-0.0013511-0.000816i,-5.3825e-05-0.00077714i,0.00087191+0.00015359i,0.00079056+0.00016238i,0.0007068-0.00047725i,0.0010371-0.00012421i,0.0015097-5.0729e-05i
0.00028012+0.0013433i,-0.00041218+0.001376i,0.00098922+0.0021444i,0.0014385+0.0011757i,0.00094113-0.00076819i,0.00015305-0.00035718i,-0.00014528+5.6875e-05i,0.00028719-0.00024186i,0.00026493+0.00010553i,-0.00013105+0.00011723i,-0.00028554-0.00021778i,-7.156e-05-0.00055952i,0.00018113-0.00027784i,0.00035602-0.00038525i,-7.2784e-05-0.0010553i,-0.00028296-0.0011679i,-3.8877e-05-0.00093838i,-0.00020548-0.00085758i,-6.9748e-05-0.00027406i,-0.0005778+0.00030226i,-0.0012205+3.5266e-05i,-0.00081916-0.00050028i,-0.00069728-0.00088149i
0.00026529-0.003919i,0.00060643-0.0040014i,-0.0013972-0.0024727i,-0.002657+0.00086644i,-0.0019403+0.0023934i,-0.0013658+0.0014658i,-0.00080963-7.4195e-06i,3.6583e-06-0.0010072i,2.9148e-05-0.0011891i,-0.00016626-0.00017815i,-0.00023246+0.0010947i,0.00010963+0.0013265i,0.0001745+0.0012164i,0.00024718+0.0010265i,0.00030824+0.00060385i,0.00024161+0.00079367i,0.0004932+0.00064019i,0.00041568+0.00030818i,0.00071661+0.00010796i,0.0010304+0.00080299i,0.00080877+0.0018735i,0.00023721+0.0013735i,0.00028113+0.00061541i
-0.0012448-0.0012694i,-0.0010941-0.00087169i,-0.0016409-0.0008085i,-0.001745-0.00052179i,-0.001074+0.00051143i,9.0708e-05+0.0011325i,0.00045336+0.00030743i,8.2184e-06-0.00034261i,-5.8219e-05-0.00079216i,-0.00024553-0.00051986i,-0.00046438-1.9104e-06i,-2.4945e-05-0.0003208i,0.00067844-0.00025724i,0.00040197-3.3393e-05i,-0.00031856-0.00060151i,0.00022437-0.00058658i,0.00032238-0.00014391i,-0.00068744-0.00028039i,-0.0005521-0.00033189i,0.00060559-0.00017219i,0.00062167-0.00037391i,0.0003541-0.0011419i,0.00037434-0.0011524i
-0.00016404+0.00057419i,3.2126e-05+0.0014467i,-0.00029288+0.0019525i,-7.6116e-05+0.0018819i,0.00021047+0.0015799i,0.00015756+0.0013387i,5.6518e-05+0.0010699i,-0.00041693+0.00024267i,9.1965e-05-0.00065459i,0.00016306-0.00073661i,-0.00044606-9.4843e-06i,0.00019611+0.00019581i,2.1668e-05+7.3317e-06i,-0.00066181-0.00021101i,-0.00048292-0.00072458i,-0.00013859-0.00039034i,-0.00021733-0.00083558i,-8.9082e-05-0.0010588i,1.8555e-06-0.00016032i,-0.00015313+8.446e-05i,-0.00054626+0.00015964i,-0.00066347+0.00030411i,-0.00017348+0.00059423i
-0.0005702-0.0022796i,-0.00037183-0.0020927i,-0.00048455-0.0025144i,-0.0015186-0.0013873i,-0.0018098+0.00037518i,-0.0013486+0.0010233i,-0.00067718+0.00036358i,-0.00011362-5.0207e-05i,-0.00065697-0.00044905i,-0.00089881-0.00012625i,-0.00028017+0.00040178i,0.0003198+0.00053194i,0.00016929+0.00042298i,0.0001686+0.00024809i,0.0009312+0.00056869i,0.0010192+0.00020948i,0.0011301+2.6328e-05i,0.00065756+0.00025648i,0.00090726+0.0007017i,0.0013234+0.0010616i,0.00083595+0.00045496i,0.0008014+0.00026092i,0.0010248+0.00066219i
0.00035359+0.0037926i,2.8657e-05+0.0031193i,0.0010986+0.0022557i,0.0024883+0.0014682i,0.0024736+0.0012739i,0.0015173+0.00025663i,-6.7794e-05-0.00019967i,-0.00064144-1.0818e-05i,-0.00023245-0.0002952i,9.143e-05-0.00054066i,0.00042596-0.00041965i,0.00074591-0.00018147i,-0.00010474-0.00055226i,-0.00040426-0.0013794i,0.00020087-0.0010608i,0.00044592-4.1006e-05i,0.00023332-0.00032409i,-0.00047913-0.0010226i,-0.00011102-0.00097022i,-0.00047335-0.0011141i,-0.0014831-0.0017961i,-0.0012057-0.0012934i,-0.0011456-0.00046i
0.00078561+0.00044996i,0.00069459-0.0012005i,0.00065834-0.001803i,0.00096367-0.0008986i,0.0014849+0.00034917i,0.00072339+0.00098758i,0.00011516+0.00061217i,0.00040708-0.00053976i,0.00018474-0.0010577i,-0.00086257-0.00043831i,-0.0011419+0.00018479i,-0.00095365+0.00020815i,-0.00074407+0.00040854i,-0.000233+0.00055799i,1.0318e-05-0.00020012i,-0.00045095-4.3806e-05i,-0.00074274+0.00084484i,9.2707e-05+0.0008584i,0.00028562+0.00070232i,-0.00044949+0.00022028i,-0.00014744+0.00027814i,-0.00058146+0.001035i,-0.00047505+0.00097942i
0.0010229-0.0038171i,0.00071266-0.0033895i,-0.0011464-0.0037958i,-0.0036237-0.0021548i,-0.0040574+0.00048283i,-0.0019661+0.00081774i,-0.00080683-0.00096189i,-0.0013154-0.0013195i,-0.0013432-0.00066158i,-0.0013583-0.00022744i,-0.0013549+0.00081128i,-0.00053219+0.0012137i,0.00011711+0.00048877i,-4.2953e-05-0.00026383i,-7.4553e-05-0.00065541i,-8.8565e-05-0.00052582i,-9.3311e-05+0.00019666i,0.00041057+0.00070119i,0.00072863+0.00040454i,0.00091032-8.553e-05i,0.001185-0.00082027i,0.0011456-0.0017446i,0.00079278-0.0015523i
0.0019465+0.00059951i,0.0015097+1.7514e-05i,0.0013465+0.00014629i,0.0013409+0.0004492i,0.002058+0.00044371i,0.0021473+0.0004549i,0.0014068-0.00011863i,0.0010608-0.0013968i,0.0010614-0.0014592i,0.00026801-0.00083905i,-0.00034061-0.00092481i,-0.00055825-0.00091794i,-0.000715-0.0012582i,1.5997e-05-0.00082821i,-2.4566e-05+0.00029459i,-0.00045583+0.00018507i,-0.0001849+0.0005201i,0.00059302+0.0010786i,0.00021962+0.00077809i,-0.0010544+0.00054749i,-0.0018548-0.00023393i,-0.0024444-0.0010702i,-0.0017794-0.00028105i
-0.003716-0.00041714i,-0.0025117+0.00056002i,-0.0025667+0.0016232i,-0.0017978+0.0023764i,-0.00076113+0.0025666i,-9.8834e-05+0.001433i,0.00011985+0.00042164i,-0.00016476-6.8862e-06i,-0.00077192-0.00028491i,-0.0013447+2.5985e-05i,-0.00087018+0.00086475i,-0.00020969+0.0014371i,0.00019516-1.7917e-06i,0.00072282-0.00061384i,0.00082066-5.4682e-05i,0.00053957-0.0001213i,0.00022373-0.00066112i,5.3523e-05-0.00052265i,0.00033182+0.00017388i,0.00045878+0.0001104i,0.00076935+0.00011775i,0.0007835+0.00079843i,0.00045652+0.0007718i
-0.00089213+0.0011088i,-0.0013657+0.00089894i,-0.0013142+0.0015224i,0.00059592+0.0016968i,0.001686+0.0016222i,0.0013943+0.00095873i,0.0010969+0.00020874i,-8.9068e-05-0.00069317i,-0.0011912-0.0010838i,-0.00053364-0.00052621i,0.00032915-2.4373e-05i,-0.00033749-0.00044739i,-0.00015797-0.00058788i,-0.00028926+0.00011684i,-0.00067745+0.00026037i,-0.00032797-0.00039438i,0.00017194-0.00094125i,0.00034475-0.00091691i,-0.00013656-0.00068205i,-0.00034812-0.00059292i,-0.00047178-0.00075379i,-0.0010308-0.00074986i,-0.0011056-0.00024142i
-0.0020486-0.0005112i,-0.0021893+0.00017263i,-0.0021817-1.7868e-07i,-0.0020598+0.0011069i,-0.00088319+0.0016539i,0.00047524+0.0013723i,0.000651+0.00084684i,0.000191+0.0002757i,0.00014293+0.00093496i,-0.00053029+0.00089948i,-0.0004021+0.0008622i,0.00051852+0.00078128i,0.0010401-0.0002089i,0.00097935-0.00042688i,-0.00024339-0.00035937i,-0.00055576-0.00014874i,1.1532e-05-0.00045062i,0.00015268-0.00028555i,0.00024453+0.0012527i,0.00049117+0.0015708i,0.00033485+0.0012981i,0.00073652+0.00070488i,8.6418e-05-0.00011758i
-0.0028884+9.8768e-05i,-0.0027479+0.00071677i,-0.0018783+0.0014607i,-0.00068644+0.0015449i,0.00038001+0.0019409i,0.0013143+0.0011319i,0.0014947-0.00021694i,0.00022612+2.7527e-05i,-0.0010673+0.00041278i,-0.00054253+0.00027336i,0.00048532+0.00032413i,0.00081348-0.00020845i,0.00094479-0.00076566i,0.0007197-0.00055275i,-0.00036854-0.0001107i,-0.0010426-0.00025236i,-0.00068511-0.00068362i,-0.00034368-0.00035732i,9.1327e-05-0.00015909i,0.00088995+3.8319e-05i,0.0015617-0.00038578i,0.0017546-0.0007125i,0.0011439-0.00014556i
-0.0021976-0.00058253i,-0.0016983-2.1655e-05i,-0.0025139+0.00016839i,-0.0016276+0.00094773i,-0.00055328+0.0018488i,-0.00046952+0.0017501i,-1.1179e-06+0.0010263i,0.0011886+0.00037841i,0.00034472-0.00025344i,-0.00087192-0.00044579i,1.6982e-05+0.00017069i,0.00097053+0.00044392i,0.0005645-0.00054571i,0.00020864-0.0014238i,-0.0001632-0.00084632i,0.0002908-0.00070896i,0.00038801-0.00076898i,0.00042708-0.00035845i,0.00042994-3.8167e-05i,-0.00070324+0.00058918i,-0.0011463+0.00057333i,-0.00075277-0.00053954i,-0.00073712-9.8114e-05i
-0.0005934-0.00048262i,-0.00085722+0.00026301i,-0.0010389+0.0017041i,-0.00089792+0.0013423i,0.0001851+0.00025508i,0.00045763+6.1818e-05i,0.00012927+0.00037061i,-0.00016761+0.00024353i,-0.0002994-0.00048739i,-0.00094015-0.00057273i,-0.00084331+0.00052481i,0.00029579+0.00069125i,0.00052342+4.7155e-05i,-0.00019857-0.00064707i,-0.00081838-0.00060201i,-0.00062475+0.00011305i,-0.00050283-0.00010112i,2.131e-06-0.00015948i,0.00078435+0.00033953i,0.00092353+0.00065636i,0.00055517+0.001006i,0.00020752+0.0012547i,0.00029138+0.0018263i
0.0011069+0.00092863i,0.00079975+0.0010087i,0.0013795+0.00046537i,0.0017779+5.5323e-05i,0.0018745-0.0008234i,0.0014691-0.0010736i,0.00049903-0.0010243i,0.00015707-0.0008026i,0.00022709-0.00032233i,-0.00041955-0.00067946i,-0.00062524-0.00095681i,-0.00048757-0.00065938i,-0.0007291-0.00093371i,-0.00071634-0.0012007i,-0.00066022-0.0016092i,-0.00031143-0.0013208i,-1.4701e-05-0.00020095i,-0.000256-0.00021998i,-0.00016057-0.00069172i,-0.00022897-4.0469e-06i,-5.8866e-05+0.00061123i,0.00023611-4.3636e-06i,0.00032898-0.00091633i
0.0002522-0.0010435i,-0.00027121-0.0015961i,-0.00094254-0.0013888i,-0.00116-0.00079422i,-0.0010213+0.00021999i,-0.0010319+0.00075738i,-0.00115+0.00047162i,-0.00064945+0.00082946i,-0.00019246+0.0012408i,-0.00017994+0.00062716i,9.4162e-06+1.8804e-05i,-0.0002943-0.00012579i,-0.00032868-0.00065992i,0.0010762-0.0012383i,0.00074131-0.0015221i,-0.00038257-0.0013468i,-0.00088075-0.00020917i,-0.00046577+0.00051315i,6.2002e-05+0.00061624i,0.00021833+0.00097266i,0.00012219+0.0010035i,-0.0010874+0.00045465i,-0.0017654+0.00063335i
-0.0016961-0.00096446i,-0.0018271-0.00030115i,-0.0010942+0.00055378i,-0.0011843+0.0020008i,-0.0010375+0.0027335i,0.00042308+0.0023723i,0.0015499+0.0012055i,0.0012383+0.00014737i,6.3885e-05-7.3905e-05i,-0.00036927+0.00019476i,-4.9933e-05+0.0010062i,0.00023701+0.0013525i,0.00042587+0.00082606i,-7.9563e-05+0.00076622i,-0.00025564+0.00048737i,0.00024411-0.00023381i,0.00020495-0.00058175i,-0.00029851-0.00016007i,-0.0003881+0.00060135i,0.00071364+0.00085395i,0.0013606+0.00081872i,0.0012484+0.0014888i,0.0011124+0.0018857i
-9.3461e-05+0.0017025i,0.00049051+0.0024441i,0.0010515+0.0017986i,0.0014483+0.00068355i,0.0018639+0.00023019i,0.0011914-3.9099e-05i,0.00020238-0.00044515i,0.00010447-0.00048336i,0.00060698-0.00027752i,0.0010515-0.00052456i,0.00042117-0.00059601i,0.00043386-0.00053684i,0.00096475-0.00038767i,0.00058431-0.00035311i,0.00028549-0.00098465i,0.00013803-0.00095798i,0.00015728-0.00046417i,0.00052231-0.00028241i,-9.7796e-05+0.00042938i,-0.00015699+0.00064784i,-0.00018826-8.7559e-05i,-0.00086153-0.00041202i,-0.00089147+4.7047e-05i
0.00059429+0.0016744i,9.6607e-05+0.0017574i,0.0010429+0.0024664i,0.0023012+0.001751i,0.0019175+0.00052056i,0.00084076-0.00030178i,-0.00057504-0.0014534i,-0.0010144-0.0013114i,-0.00045194-0.00068893i,0.00033441-0.00048228i,0.0010402-0.00057787i,0.00060445-0.001048i,-0.00056773-0.0015256i,-0.00121-0.0019758i,-0.0010229-0.001496i,-0.00063934-0.0007082i,-0.00028677-0.00086453i,0.0002422-0.00040878i,0.00072672+0.00030076i,0.0015281+0.0008052i,0.0012042+0.0012309i,-9.3293e-05+0.00083691i,-0.00017406+0.00083654i
0.00022756-0.00036385i,0.00018072-0.00034756i,0.0019213+0.00054578i,0.0020844+0.0005434i,0.0011811+0.00070523i,0.00098966+0.00018208i,0.00077711-0.00079586i,-7.0701e-05-0.00069494i,-0.00067729-0.00030242i,-0.00025885-0.0006265i,7.799e-06-0.0001842i,-0.00043911+0.00034803i,-0.00066286+0.00014332i,-0.00014221+0.00017986i,0.00058719+0.00034896i,0.0010241+0.00021907i,0.00034419+2.9614e-05i,-0.00044777+0.00024039i,-0.00091268-0.00016392i,0.00019875-0.00088749i,0.0014481-0.001225i,0.00094077-0.0010001i,0.00058098-0.00082574i
-0.0016487-0.0017861i,-0.0013635-0.0018393i,-0.0019763-0.0013771i,-0.0020163-0.00035504i,-0.0016394+0.00082401i,-0.00095286+0.00085595i,-0.00019934-0.00038074i,0.00050403-0.00048807i,6.4521e-06+8.6105e-05i,-0.00031836+0.00029504i,-9.9335e-05+0.00078414i,-0.00017844+0.00055911i,-6.2723e-05-0.00027919i,-0.00011785-0.00040425i,-0.00043132-0.00044102i,0.00010963-0.00070525i,0.00051437-0.00066179i,0.0005188-0.00050862i,0.00055745-0.0002333i,0.00017731-9.4515e-05i,-2.3753e-05+0.00051374i,-0.00036459+0.00067348i,-0.00067984+0.00055996i
-0.0015757-0.00070037i,-0.00031389-0.00011699i,-0.00081324+0.0007211i,-0.0010626+0.0014714i,-0.00020866+0.0022542i,0.00035234+0.0020394i,0.00015788+0.00084729i,0.00035936-0.00082733i,-0.00011522-0.0013785i,-0.00079403-9.8595e-05i,-0.00036271+0.00077036i,0.00052294+0.00012915i,0.00014977-0.00051962i,-0.00077114-0.00088988i,-0.00037505-0.00075177i,-0.00014232-0.00060495i,-0.00077498-0.00071874i,-0.0010034-0.00037207i,-0.00042387-5.4116e-05i,3.908e-05-0.00031968i,0.00064162-0.00018485i,0.00074392+0.000148i,-3.5086e-05-0.0001562i
0.002105+0.00062396i,0.0014431+0.00051014i,0.0019928+0.00024554i,0.001709+0.00014576i,0.0010759+0.00073248i,0.0011863+0.00094478i,0.00034987+0.00087839i,0.00048586+0.0009756i,0.00076087+0.0018446i,0.00025933+0.0012809i,-0.00011832+0.0001313i,-0.00049668-0.00022946i,-0.00087693-1.2429e-05i,-0.00098323+0.00046421i,-0.00020653+0.00032975i,-0.00068673-4.8516e-06i,-0.0010175-0.0004646i,-6.0843e-06-0.00059244i,0.00037678-0.00017088i,0.00031312+1.733e-05i,-0.00055622-0.00060148i,-0.0012906-0.0011681i,-0.00048419-0.00086032i
0.00020928-0.00029322i,0.00050239-0.00036288i,0.00081047-3.0313e-05i,0.00045212+0.00016208i,-0.00032968+0.00074746i,-0.00084603+0.00051646i,-0.00058706-0.0001194i,-0.00018173-0.00076404i,0.00033866-0.0015239i,-0.00035515-0.0010037i,-0.0010488-2.9941e-05i,-0.00088768+0.00056015i,-0.00034094+0.00037529i,-0.00024955+0.00016282i,-0.0010063+0.00030924i,-0.0013807+0.00034069i,-0.0010098-3.5151e-05i,-0.00039344+0.00039542i,-0.00017322+0.0010138i,-1.7198e-05+0.0013267i,-0.0002146+0.0011255i,-0.0009764+0.00092806i,-0.00053348+0.0012227i
0.00080132+0.0027194i,0.00078604+0.0024458i,0.0010675+0.0020237i,0.001848+0.00082551i,0.0012577+5.371e-05i,0.00017681+0.0001687i,0.0005357+8.2576e-05i,0.00085867-0.00042433i,-0.00034058-0.0010486i,-0.00061658-0.00096109i,-6.7097e-06-0.00052909i,0.00017439-0.00053657i,0.00012737-0.00084676i,-0.00024237-0.00063578i,-0.00014423+0.00021791i,0.00020266+8.0875e-06i,0.00032771-0.00054303i,0.00051153-0.00024465i,0.00055689+2.2278e-05i,0.00093129-0.00073171i,0.001481-0.00099149i,0.0012184-0.00099798i,0.00054737-0.00069962i
-0.0038939-0.00054643i,-0.0032621+0.00037021i,-0.0029012+0.0012645i,-0.0015567+0.0033106i,0.00033335+0.0039562i,0.0010336+0.0020018i,0.00071439-0.00071404i,0.00011493-0.00076798i,-0.00060185+0.0010807i,-0.00087793+0.0011791i,0.00018155+0.00073005i,0.0014571+0.00062065i,0.0013156-0.00037158i,0.00050179-0.0010421i,-0.0003899-0.0009943i,-4.4318e-05-0.00080868i,3.7355e-05-0.00038511i,-0.0006687-0.00013821i,-0.00071992-6.0173e-05i,-0.00049474+0.00040928i,1.6364e-05+0.00012552i,0.00083663-0.00060575i,0.0010356-0.00068632i
0.0027691-0.0021813i,0.0020033-0.0025606i,0.00091594-0.0043619i,3.7503e-05-0.0039228i,-0.00084755-0.0012433i,-0.00073576+0.00057566i,-0.00045591+0.00049709i,-0.00075881-0.00032125i,-0.00079713-0.00024451i,-0.0013133-0.00040978i,-0.0013917-0.00054978i,-0.00056534+0.00039185i,-0.00030712+0.00072714i,-0.00021452+0.00066293i,0.00015895+0.0007327i,0.00066951+0.00013208i,-0.00016326+0.00012358i,-0.00057572+0.00038028i,0.00043668+0.0002108i,0.000785+0.00073597i,0.00073399+0.0014445i,0.00045034+0.00072512i,-4.9267e-05+0.00029845i
-0.0015742+0.00096046i,-0.0010608+0.0017301i,-0.00059101+0.0024955i,-0.0001947+0.0021728i,0.00077944+0.0011932i,0.00064134+0.00018131i,0.00018167-0.00052139i,-0.00010057-0.00064987i,-0.0010068-0.00082655i,-0.00074289-0.0010685i,-0.00023909-0.00090315i,0.0001201-0.00097361i,6.3552e-05-0.00026717i,-0.00012655+0.00067283i,-0.00010416+0.00028889i,-0.00021551+0.00034162i,-7.7118e-05+0.00054638i,0.00065414-1.002e-05i,0.00059406+0.00010421i,-0.00029343+0.00013038i,-0.00043325+6.1498e-05i,-0.00050728-0.00013176i,-0.00041382-0.0001002i
-0.00014171-0.00052653i,0.0001406+0.00052374i,1.8911e-05+0.00042424i,-0.00072544+0.00036768i,-0.00063171+0.0007084i,-0.00060379+0.00087711i,-0.00047872+0.0010269i,-0.0001685+0.00090554i,-0.00017362+0.00015055i,-0.00023526-0.00091529i,0.00010403-0.0005022i,-3.1207e-05+0.00012029i,-0.00013505+0.0001015i,-0.000175+0.00045234i,-0.00069197+0.00025398i,-0.00047221-0.00011194i,5.4158e-05-0.00015528i,0.00048764-1.9291e-05i,0.00045567+7.7061e-05i,1.5208e-05-9.4393e-05i,-0.0004414+0.00015481i,-0.00084942+0.00029029i,-0.00054131+0.00016628i
-0.00093764+0.0013236i,-0.00054088+0.001195i,-0.00021519+0.0016862i,0.00084982+0.002076i,0.0017489+0.0018905i,0.0013508+0.0012094i,0.00056723+0.00013133i,8.4109e-05+0.00038053i,-0.0004352+0.00045665i,-0.00044127-0.00039827i,0.00012567-0.00016917i,0.00030218+1.221e-05i,0.00076983-0.00025665i,0.00032432-0.00049455i,-0.00061619-0.00034354i,-0.00055579-0.00067864i,0.00048505-0.00079648i,0.00087805-0.00018784i,0.0010941+0.00072686i,0.0018564+0.001371i,0.0014179+0.0010782i,0.00075195+0.00084574i,0.00040553+0.0008307i
0.00025928+0.0010631i,-0.00033762+0.0023265i,-0.0010049+0.0027882i,-0.00063202+0.0023161i,0.00014246+0.0016599i,0.0003861+0.0011895i,0.00028592+0.00096602i,0.00036365+0.00047075i,9.464e-05-0.00011791i,0.00068698-0.00059038i,0.00099272-0.00075241i,0.00012029-0.00097676i,7.1482e-05-0.00095648i,0.00058829-0.00019929i,0.00073371+0.00034465i,3.7829e-05+0.00012131i,-0.00036808+0.00037499i,0.00028796-0.00017167i,0.00068057-0.0003819i,0.00025088+0.00067427i,0.00039135+0.00056676i,0.00069984+9.4039e-06i,0.00010219+0.00071089i
-0.0011466+0.00079107i,-0.00048274+0.00027985i,-0.00040271+0.00065691i,-0.00022205+0.00081763i,0.00032709+0.00032821i,-0.00058891-9.9307e-05i,-0.0012606+0.00041182i,-0.00057307+0.00034443i,-0.00074307+0.00018564i,-0.00072065+0.0005997i,-0.00050074+0.00091555i,-0.00035019+0.00043177i,-0.00017023-0.0007258i,-6.6872e-06-0.00051397i,0.00055507-0.00053678i,0.00090562-0.0010657i,1.4294e-05-0.00054621i,-0.00024653-0.00079573i,4.2282e-05-0.00046992i,0.00034399-0.00010692i,0.00079419-3.3036e-05i,0.00053791+0.00043404i,0.00049683+0.00059693i
0.0014466+0.0029592i,0.00095357+0.0026643i,0.0021988+0.0010667i,0.0030775+0.00051228i,0.0017894+0.00090193i,-6.1187e-05+0.00028733i,-0.00063795+3.3884e-05i,-0.0010427+0.00049885i,-0.00041415+0.00033824i,0.00064197-0.00046602i,0.00088348-0.00035761i,0.00047594+0.00018581i,-0.00018764-0.0003143i,-0.0010127-0.00048682i,-0.00089884-0.00064967i,-0.00058416-0.00046541i,-0.00076547+0.00041175i,-0.0004051+0.00085772i,-9.4478e-05+0.00089961i,-0.00018718+0.00088001i,7.0739e-05+7.7011e-05i,0.00061048-0.00043837i,0.00074504-0.00010113i
4.7831e-05+0.0004251i,0.00062595+0.0013385i,0.0010872+0.00089745i,0.0010932+5.8593e-05i,-0.00026709-5.7731e-05i,-0.00086492+0.0007204i,-0.00024855-0.00019983i,0.00015185-0.00031403i,6.1541e-05+0.00042226i,-4.0837e-05-0.00035967i,-0.00024689-0.00067569i,2.4993e-05-0.00084621i,0.00027557-0.00078322i,0.00046123-0.0001184i,0.00094281-0.00031782i,0.00085921-0.0010937i,0.00070515-0.0010101i,0.00016386-0.0010177i,8.8538e-05-0.00086479i,0.00077088-0.00061496i,-0.00028106+0.0002916i,-0.0013484+0.00077467i,-0.00096574-0.00014508i
-0.00072104-0.0007149i,-0.0019739-0.00085593i,-0.0019814-0.00084349i,-0.001466+0.0002734i,0.00019122+0.0010677i,0.0019331+0.00091705i,0.00054948-0.00021019i,-0.0011256-0.00060794i,-0.0014411-0.00074329i,-0.0017107-0.00096181i,-0.0012145-0.00053616i,-0.00033651-0.0003098i,-0.00030798-0.00055944i,-0.00038646-0.00099853i,0.00013168-0.00071806i,0.0011403-0.00033208i,0.0011583-5.8159e-05i,0.00059267-0.0005994i,0.00054268-0.00047838i,0.00079382-1.2661e-05i,0.00094351-0.00040787i,0.00036221-0.00043041i,-8.5315e-05-0.00018204i
0.0012277-0.0029285i,0.00026599-0.0028073i,0.00034406-0.0019262i,-0.00079268-0.00091206i,-0.0013773-0.00013448i,-0.0012834+0.00032764i,9.9814e-05+0.00020409i,0.0010641+9.7099e-05i,0.00038523-0.00056666i,-0.00048915-0.00092919i,-0.00041312-0.00079995i,-0.00062935-0.00023784i,-0.00089775+0.00025029i,-0.00064772-0.00069896i,-0.00080168-0.00085356i,-0.00097477-0.00015844i,-0.00051071+0.00022001i,-9.4501e-05+0.00056329i,-0.00036158+0.00075944i,-0.0010622+0.00072391i,-0.001216+0.0013312i,-8.5778e-05+0.0015389i,0.00048497+0.00087262i
0.0010215-0.0018988i,0.0014024-0.002169i,0.00023478-0.0024234i,-0.00062085-0.0029164i,-0.00039924-0.001556i,-0.0004357+0.00018181i,-0.00037537+0.00047046i,-8.3259e-05+9.9261e-05i,-0.00073976-0.0006038i,-0.0010897-0.0011239i,-0.00087465-0.0006592i,-0.00044901-0.00031346i,0.00015415-0.00049277i,-0.00050906-0.00057454i,-0.00071685-0.00084629i,-3.5206e-05-0.00048083i,0.00046215+0.00041799i,0.0008093+0.00042709i,0.00013968+8.3419e-05i,-7.4291e-05-0.0001489i,0.00030493+3.3944e-05i,0.00036097+0.00027885i,0.00017812+0.00025714i
