-0.00015186+0.00022867i,0.0015567-0.00063041i,0.00091026-0.0020645i,0.00033215-0.0020604i,-0.00082622-0.00093774i,-0.001838-0.00013046i,-0.0009245+0.00091527i,0.00081705+0.0020315i,0.0017271+0.0023054i,0.0020291+0.0014385i,0.0018459-3.4095e-05i,0.00085417-0.00018981i,4.1407e-05-0.00010248i,0.00017091+0.00011421i,-2.5013e-05+0.00087635i,-0.0011007+0.00092816i,-0.00083815+0.00095816i,-6.0397e-05+0.00098123i,-0.00021651+0.00056521i,-0.0004882+0.00064261i,5.94e-05+0.00053582i,0.00087791+2.7925e-05i,0.00074827+6.9904e-05i
0.00045906-0.00043496i,-0.00029111-0.00026531i,-0.0018265+0.00047699i,-0.0018487+0.0010946i,-0.00036588+0.0011641i,0.00036079+0.00026739i,-0.00019882-0.00057502i,-0.00041638-0.00014268i,-0.00032291+0.00045457i,6.2794e-05+0.00035391i,0.00061828+4.0081e-05i,0.0009736-0.00038488i,0.00071963-0.00082923i,0.0006365-0.0004587i,0.00050073+0.00021432i,0.00018663+0.00015888i,0.00060419-4.7692e-05i,0.00071666-0.00043774i,0.00090141-0.00025728i,0.00078123-0.00010886i,0.0002228-0.00042202i,3.2002e-05+0.00038864i,-0.00026565+0.0010171i
0.00099058+0.002865i,0.00099945+0.00095659i,0.0020878-0.00039853i,0.0036596-0.0021016i,0.0032638-0.0034602i,0.0013457-0.0033131i,-6.1061e-05-0.0013874i,-0.00010214+0.0012536i,0.00056816+0.0021949i,0.00077375+0.0012968i,0.00065979+0.00036406i,0.00055517-0.00039929i,1.4007e-05-0.00058461i,2.8992e-05-0.00071983i,0.00031987-8.8946e-05i,0.0004918+0.0011695i,0.00092821+0.0012462i,6.8937e-05+0.00053031i,-0.00083519-0.00039943i,-0.00041774-0.00049265i,-3.386e-05+8.6387e-05i,0.00036885+0.00043078i,0.0008532+0.00062547i
-0.0018058+0.0026489i,-0.0014117+0.0018878i,-0.00058161+0.0017415i,0.00067406+0.0013718i,0.0017454-0.0011543i,0.00073036-0.0035031i,-0.0008513-0.002794i,-0.00089214+0.00031627i,7.271e-05+0.0021248i,0.00099048+0.0013023i,0.0010828+0.00059717i,0.00059582+0.00061331i,-0.00031287+0.00013073i,-0.00055602-0.00026277i,5.081e-05+0.00020141i,1.9965e-05+0.00044822i,0.00028343+0.00080915i,0.00057825+0.0013955i,0.00039168+0.00072179i,0.00023205-0.00062531i,-0.00030156-0.00068115i,-0.00087254+0.00016294i,-0.00055868+7.3449e-05i
-0.00075148+0.00010124i,-0.00013132+0.0002579i,-0.00028315+0.00012791i,-0.00099978-0.0011949i,0.00020451-0.003005i,0.0011197-0.0039753i,0.00056775-0.0020677i,0.00018904+0.00045104i,4.7742e-06+0.00087144i,-0.00015032+0.00043948i,-4.571e-05+0.00033705i,-5.4273e-06+0.00063606i,0.00055203+0.00041842i,0.00072136+0.00022619i,0.00018839+0.00039007i,0.00058839+0.00077866i,0.00095097+0.00065636i,0.00039891-0.0003461i,0.00038936-0.00056604i,0.00030956-0.00035804i,-2.5052e-05+0.00068598i,-0.00017859+0.0010504i,3.3596e-05+0.00039206i
0.0027095-0.00098149i,0.0015222-0.00097607i,0.00060141-0.00016368i,0.00032068-0.00014939i,0.00047885-0.0016945i,0.0010103-0.0027042i,1.9772e-05-0.0019148i,-0.00094752-0.00054788i,-0.00027045+0.00066487i,0.00063607+0.00076574i,0.00014525+0.00024992i,-5.9576e-05+0.00013641i,0.00070223+0.00037145i,0.0006136+0.00073186i,-0.00011898+0.00090021i,-0.00015683-0.00013252i,0.00011022-0.00073621i,0.00010346-0.00037754i,-0.00012924+9.7353e-05i,-0.00050754+0.00027685i,-0.00058459-0.00014326i,-9.4878e-05-0.00013321i,-2.1406e-05-0.00026602i
-0.0005531-0.0013603i,-0.0015981-0.00044283i,-0.0016348+0.00021397i,-0.001021+0.00012111i,-0.0001528-0.00074915i,7.6498e-05-0.0013114i,-0.00022361-0.00034906i,-0.00045373+0.001176i,0.0002417+0.0021686i,0.0012253+0.0019652i,0.0008635+0.00091122i,-0.00032393+0.00035707i,-0.00078844+0.00087563i,-0.00041175+0.00079781i,-0.00013379+0.00071499i,9.1023e-05+0.00082101i,0.00021385-0.00010493i,0.00040813-0.0010677i,0.0007419-0.00074548i,6.2998e-05-0.00051912i,-0.00072405-0.00042312i,-0.00061185+0.00012096i,-0.00036738+0.00071207i
0.0010532-0.0002757i,0.0013066+0.00024531i,0.0012791+0.00020524i,0.00037891-0.00086399i,-4.7881e-05-0.0023339i,0.00071195-0.0027002i,0.00048981-0.00070865i,-0.00012601+0.0015721i,-0.00025033+0.0026964i,9.465e-05+0.0026737i,0.00053252+0.0020142i,0.00049333+0.00072316i,-0.00018684+0.00016726i,-0.00040516+0.00034844i,-0.0002961+0.00091781i,2.0966e-06+0.001796i,0.00031463+0.0012644i,0.00022552+0.00021577i,0.00037255+0.00054705i,-3.0736e-05+0.00081241i,-0.00060672+0.00033024i,-0.00017046-0.00016562i,-5.6217e-05-0.00050849i
-0.002394-0.00068423i,-0.0011056+0.00032142i,-0.00026642+0.0012389i,-0.00026587+0.0012627i,0.00085011-0.00035717i,0.0017791-0.001567i,0.00069901-0.0014849i,-0.00099359-0.00066112i,-0.0011661+0.00089613i,0.00015952+0.0012438i,0.0010224-0.00017575i,0.0014079-0.00063683i,0.0012085-0.00012453i,0.00092444+0.00016395i,0.0005547-8.8517e-05i,-9.7959e-05-0.00023647i,-0.00057175+0.00047682i,-0.001504+0.00047697i,-0.0017285+6.9499e-05i,-0.00091421+0.00065594i,0.00051174+0.0011234i,0.00068023+0.00018182i,-0.00028434-0.00058839i
-0.00025337+0.0015282i,-0.00084774+0.0020968i,0.00032877+0.0025508i,0.0012921+0.0020736i,0.0010622-0.00077278i,0.00098769-0.0033073i,-4.4693e-06-0.0028326i,-0.00082113-0.00040066i,-4.6931e-05+0.001247i,0.0014671+0.0011139i,0.0019886-0.00011462i,0.0014053-0.00053833i,0.00064876+0.00050083i,0.00018614+0.00083484i,-0.00037263+0.0004134i,0.00027492+0.00034987i,0.0011776-7.5035e-06i,0.00053017-0.00010417i,0.00013697-7.5631e-05i,-8.1548e-05-0.00039959i,0.00034243-0.00049415i,0.0010077-8.1885e-05i,0.00017504-0.00010738i
0.00054842-0.00010063i,0.00064043-0.00010183i,0.00057471-0.00063093i,0.0013401-0.0015758i,0.0022356-0.0029922i,0.00070123-0.0030583i,-0.00098377-0.0017369i,-0.00047003+0.0006285i,0.00056769+0.0020097i,0.0011248+0.001448i,0.00074344+0.00045811i,0.00079544+0.00059157i,0.00094479+0.0014784i,-1.6326e-05+0.0012276i,0.00050008+0.00053561i,0.001099+0.00025822i,0.00086101+0.00028995i,0.0013131+1.4705e-05i,0.00053812-0.00031469i,-0.0014197-0.00036787i,-0.0018247-0.0003597i,-0.00078762-0.00064546i,-4.9389e-06-0.00063103i
-0.00061189-0.0021761i,0.00020044-0.00079049i,-0.0014448+0.0012788i,-0.0027406+0.00072477i,-0.0014791-0.00055951i,-0.00033279-0.0018045i,-0.00058874-0.0013392i,-0.00057215+0.0011142i,0.00094571+0.0023294i,0.0013835+0.0018299i,0.00070848+0.00073708i,0.00060972+0.00027086i,0.0011578+0.00074001i,0.0016282+0.00084202i,0.0018183+0.00076116i,0.0011698+0.0010464i,-7.2817e-05+0.00051754i,-0.00056751-0.00017038i,-0.00063216+0.00014996i,-0.00097261+0.00040801i,-0.00070022+0.00044082i,-0.00039722+0.00031613i,-0.00056152+0.00035345i
0.0012082-9.4876e-05i,-0.00035373-0.00030707i,-0.00070395-0.0013089i,0.00067493-0.0019368i,0.0013004-0.0026568i,0.00076596-0.0030049i,-0.00061906-0.0018978i,-0.0020486+0.00012293i,-0.0012422+0.0015075i,4.7163e-05+0.0014287i,-0.00023038+0.00035144i,-7.8431e-05-0.00030179i,-0.00015616+0.00024088i,-0.0005296+0.0003922i,-0.00056124+0.00025939i,-0.00020995+0.00067854i,0.00045334+0.0005737i,0.00095771-5.4644e-05i,0.00099087-0.00091588i,0.00047543-0.00066408i,-6.3729e-05-8.5792e-05i,-0.00098175-0.0002977i,-0.0012309-0.00026875i
0.0010876+0.00070346i,0.00043809-0.00016054i,0.00047394-0.0011554i,0.00095651-0.0016149i,0.0011934-0.0026446i,0.00021069-0.0031082i,-0.0014905-0.0020111i,-0.0016614-0.0003068i,-0.00087237+0.00085438i,0.00056492+0.00087613i,0.001057+0.00034134i,0.00022731+0.00033929i,-1.4484e-05+0.00080056i,-0.00012715+0.00088121i,0.00044593+0.00094678i,0.0016802+0.00082847i,0.0016777+0.00051529i,0.00067482+0.0002525i,-0.00011487+0.00033056i,-0.00027761+0.00027829i,-0.00041643+0.00018511i,-0.00076446+0.00010723i,-0.00029949+7.0217e-05i
0.00097092+0.00088011i,0.0012855+0.00031472i,0.001699-0.00064466i,0.0021962-0.0018245i,0.0025941-0.0023211i,0.0013149-0.0022422i,-0.00056803-0.00073241i,-0.00054297+0.0013956i,0.00029758+0.0024584i,0.0010925+0.0023582i,0.0015153+0.0015672i,0.00067866+0.00066833i,0.00020877+0.00093133i,0.00074263+0.00085785i,0.0013424+0.00070557i,0.0009814+0.00065764i,0.00014814+0.00010498i,0.00030762-0.0010465i,0.00034857-0.00099583i,-0.00018508+0.00024619i,2.7005e-05+0.00083855i,0.00032985+0.0010273i,0.00055614+0.00025487i
-0.0016322-0.00014774i,-0.0012679+0.00055492i,-0.00061337+0.0015448i,-0.00077401+0.0017582i,-0.0001576+0.00058366i,0.001327-0.00098805i,0.00090733-0.00017876i,-0.00029078+0.0021995i,0.00026847+0.0026507i,0.0021794+0.001921i,0.0025118+0.00086216i,0.0013448-0.00020581i,0.00015533-0.00033526i,-0.00028964-0.00078896i,-0.00037982-0.0009684i,-0.0004813-0.00099634i,-0.00037317-0.00096453i,0.00048114-0.00081966i,0.00097881-0.00014833i,0.00071033-0.00012583i,0.00018106-0.00061824i,0.00038133-0.00074088i,0.00049911-0.00057567i
-0.00014063+0.00065429i,0.00050847+0.00014522i,0.0017193+0.00082007i,0.0013267+7.0836e-05i,0.0010676-0.0019244i,0.0013882-0.0020904i,0.00011637-0.0014488i,-0.00092921+0.00041009i,-0.00015632+0.0018148i,0.00061703+0.0014497i,0.0012006+0.00042831i,0.00090905+9.7283e-06i,0.0003485+0.00018881i,0.00072567-5.598e-05i,0.00054901-3.5533e-05i,5.598e-06+5.1531e-05i,-1.619e-05-0.00018189i,-0.00030254+0.00022722i,-0.00040676+0.00041747i,-7.5148e-05-0.00027477i,-0.00051741-0.00077934i,-0.00033309-0.00014744i,0.00058409+7.4467e-05i
0.00046295+0.00069151i,-0.00056952+0.00021456i,-6.0578e-05-0.0011222i,0.0010328-0.0023425i,0.0020506-0.0028138i,0.00094259-0.0031517i,-0.0013074-0.0025257i,-0.0015743+5.1194e-05i,-0.00069261+0.0014035i,-1.6562e-05+0.0012834i,0.00048039+0.00090725i,0.00062198-0.00027886i,0.00015086-0.0006193i,-0.00032138-0.00039657i,0.00010836+0.0004311i,0.00045755+0.0011189i,0.00057695+0.00035354i,0.00081195-0.00082652i,3.7144e-06-0.00083391i,-0.00042214+0.00028959i,-0.00092096+0.00058737i,-0.00089941+0.00056535i,-9.2356e-05+0.00050834i
0.0026175-0.00039458i,5.3567e-05+0.00010557i,-0.00064105-0.0006481i,-0.0004197-0.0017273i,-0.00044801-0.0028121i,-0.00013436-0.0032237i,-0.00012277-0.00087279i,-2.0949e-05+0.0018601i,0.0004657+0.001585i,0.00060578+0.00058929i,0.00014479+0.00013789i,-0.00016848+5.2508e-05i,-0.00049888+0.00024008i,-0.00055201-0.0004258i,-0.00032078-0.001075i,0.00020386-0.00041266i,0.00019713+0.00010049i,-0.0010566-0.00015241i,-0.0017619-0.00060855i,-0.0012573-0.00083162i,-0.00085996-0.00064239i,-0.0007739-0.00062935i,5.1464e-05-0.00071882i
-0.0023494-0.00017208i,-0.0014144+0.00026069i,-0.00048452+0.00075359i,0.0011943+0.00034696i,0.002407-0.00050586i,0.0026576-0.0010286i,0.001484-0.00035937i,0.0002665+0.00097057i,0.00017035+0.001702i,0.00049261+0.00092356i,0.00041498+0.00042272i,0.0001853+0.00036276i,0.00021557+0.00056387i,4.7337e-05+0.00036661i,0.00012061-1.447e-05i,0.00012234-0.0002546i,0.00057564-0.00052093i,0.0007925-0.00070521i,-8.2598e-05-0.00031889i,-0.00030241+0.0009538i,0.00014422+0.0015199i,-8.2372e-05+0.0014554i,-0.00023963+0.0013535i
0.00058929-0.0022797i,0.00057311-0.0014838i,-0.00062005-0.00039565i,-0.0012011+0.00020875i,-0.0013549-0.0010518i,-0.00043874-0.0026519i,-0.00060038-0.0019337i,-0.0015607-0.00022503i,-0.001019+0.00069792i,-0.00041152+0.00079027i,0.00058425+0.00048277i,0.0008588-0.0001307i,0.00012225-0.00064805i,0.00050141-0.00054721i,0.0010764+0.00041445i,0.00029682+0.00026188i,0.00051879-0.00037088i,0.00057641-0.00015572i,8.5335e-05+0.00020396i,-0.00038747+0.00036241i,-0.001029+0.00026582i,-0.00045216+0.00037461i,0.00029016+8.4147e-05i
0.00086522-0.001806i,0.00014048-0.0020549i,-0.0011912-0.003315i,-0.0010493-0.0031025i,-8.8282e-05-0.0014378i,0.00064379-0.00141i,0.00028586-0.0019152i,-0.0007274-0.000447i,-0.00097485+0.00090527i,-0.00027823+0.0012504i,0.00063552+0.0010595i,0.0002698+0.00074249i,-0.00039146+0.00057968i,0.00014965+0.00047933i,0.00090565+0.0009667i,0.00065854+0.0012163i,1.9388e-05+0.00060697i,-0.00020327-0.00029664i,4.7575e-05-0.00076345i,-9.7327e-05-0.0007717i,-2.4956e-05-0.00086838i,0.00055794-0.00030816i,0.00039436-9.4855e-05i
-0.0012179-7.6451e-05i,-0.00042919-0.00029562i,0.00046351+0.00060335i,0.00099969+0.001236i,0.0013828+0.00060583i,0.0011942+6.7693e-05i,5.8619e-05+0.0010654i,-0.00018198+0.0027431i,0.00056409+0.0028087i,0.00087041+0.0012379i,0.00088795-0.00014916i,2.6404e-05-0.00085064i,-0.00083546-9.6156e-05i,-0.00071604+0.00066187i,0.00026451+0.00044622i,0.00065813+5.3847e-05i,0.00032796-8.5549e-05i,8.5828e-05-0.00018829i,-8.6302e-05-0.00034649i,-0.00069109-0.00044756i,-0.00084527-0.0001924i,-0.00027928-0.00026393i,-0.00015706-0.00028555i
-0.0011663-0.0011278i,-0.0024252-0.00014547i,-0.0033446+0.00061543i,-0.002267-0.00011813i,-0.00062425-0.00060223i,0.00049858-0.0010732i,0.00044697-0.0005595i,-0.00011409+0.001253i,-3.586e-06+0.0019385i,0.00047818+0.0015824i,0.0011174+0.0010101i,0.00051969+0.00025986i,-0.00054115-0.00023064i,4.79e-05-0.00044957i,0.00063363-0.00015379i,0.00050071+0.00070631i,-0.00035062+0.0014932i,-0.0012199+0.0011944i,-0.0010894+0.00047125i,-0.00070843+6.2892e-05i,-0.00044789-8.3762e-05i,-0.000377+0.00031616i,0.00028153+0.00053751i
-0.00013849+0.0017452i,0.0012039+0.0015146i,0.0020652+0.0011343i,0.0023062-0.00056613i,0.0031596-0.0029441i,0.0030525-0.0045705i,0.00092306-0.0036345i,-0.00023509-0.0012426i,0.00060574+0.00023332i,0.00082371+0.00023197i,0.0001337-0.0001223i,-0.00045509-0.00040372i,-0.00052604-0.0001528i,0.00012742+0.00056314i,6.773e-05+0.00073245i,-0.00039043+0.00087315i,-0.00010447+0.00066143i,2.3405e-05-0.00021863i,0.00014686-0.0011447i,0.0002708-0.00080982i,0.00014221+4.6336e-06i,-0.00024114+0.00033484i,-0.00079641+0.00032955i
-0.00062119+7.7622e-05i,-4.2839e-05+0.00022119i,0.00039604-0.00044806i,0.0009838-0.0013413i,0.0015841-0.0018993i,0.0010867-0.0023122i,-0.00038838-0.0015727i,-0.0017713+0.00015991i,-0.0015528+0.0013468i,-0.00070114+0.0019555i,-4.9885e-05+0.0014122i,0.00069449+0.00097375i,0.00079372+0.0007939i,0.00066226+0.00023503i,0.00090996-0.00031322i,0.001448-0.00075742i,0.0010843-0.00064917i,0.00030501-4.0151e-05i,0.00014597+0.00075678i,0.00021835+0.00084812i,9.633e-05+0.00066997i,0.00026584+0.00057979i,0.00030503+0.00044233i
-0.0018113+0.00058072i,-0.0017907+0.0020647i,-0.0012684+0.0035742i,-0.00020253+0.0026254i,0.0012343+0.00021679i,0.0016668-0.0012544i,0.00037054-0.00085045i,-0.0011398+0.00099423i,-0.00083107+0.0021476i,0.00045546+0.0013738i,0.0011533+0.00032804i,0.00089764-0.00028608i,0.00049157-0.00047535i,0.00073179-0.00031195i,0.00095686-5.9527e-05i,0.00086252+0.00038469i,0.0002068+0.0001601i,0.00053696-0.00072361i,0.0008774-0.0011726i,0.00049706-0.0006242i,0.00060605-1.5559e-05i,0.00057404-0.00022062i,0.00044762-0.0011436i
-0.00094857-0.0017386i,-0.0022054-0.001591i,-0.0029763-0.00067984i,-0.0013875-0.00034332i,0.00049292-0.0011532i,0.0012958-0.0022834i,0.00095574-0.0016388i,0.00031843+0.00071264i,0.00014472+0.0022333i,0.0005268+0.0017682i,0.0012865+0.00092721i,0.0014313+0.0002247i,0.0010422-0.00021445i,0.00080817-0.00020179i,0.0009763-7.5188e-05i,0.00068945+0.0002739i,2.3461e-05+0.00036417i,-0.00061486+0.00016378i,-0.00094111-0.00012042i,-0.00061993-0.00063707i,0.00048143-0.00030686i,0.0010002+4.6245e-07i,0.00028792+0.00045137i
-0.00025616-0.0022142i,-0.00040637-0.0017236i,0.00024049-0.0017351i,0.00037726-0.0024642i,0.0011685-0.0033226i,0.0017805-0.0030061i,0.00037748-0.0010421i,1.5393e-05+0.0010376i,0.00074815+0.0019521i,0.00095645+0.0019608i,0.00056654+0.0013001i,0.00029193+0.00072943i,0.00072011+0.0011797i,0.00070667+0.001064i,0.0008721+0.00054457i,0.00099873+0.0002782i,0.00080078+1.5229e-05i,0.00052912-9.5747e-05i,0.0001045+0.00029771i,0.00013942+0.00045033i,0.00015445+0.0011475i,-0.00015967+0.0014095i,0.00012659+0.00058906i
0.0020135+0.0025667i,0.0020051+0.0022304i,0.0017368+0.0016598i,0.0021433-6.9987e-05i,0.0027874-0.0032009i,0.0022634-0.0044379i,-5.1787e-05-0.002976i,-0.0013289-0.00054674i,0.0004322+0.0012955i,0.0021733+0.0018525i,0.0015722+0.00086079i,0.00039948+4.1515e-05i,3.6238e-05+0.00014985i,0.00038095+0.00090867i,0.00049066+0.0011677i,0.00017104+0.00083433i,0.00048783+0.00083295i,0.00022881+0.0001923i,-0.00065217+0.00032428i,-0.00062024+0.001079i,-0.00041242+0.0011182i,-0.00060697+0.00093023i,-0.00084144+0.00049475i
0.0011992-0.0012263i,0.00057162-0.0017112i,0.00045027-0.0016983i,0.001079-0.0026275i,0.00058084-0.0037632i,-0.00077571-0.0034114i,-0.00053694-0.00073884i,9.0366e-06+0.0017653i,0.00034748+0.0020123i,0.00039462+0.00088269i,3.6271e-05+0.00050253i,-0.00048462+0.00059536i,-0.00021826+0.00025233i,-5.1095e-06-0.00019564i,0.00010818+4.4555e-06i,0.00036362+0.00015606i,0.00015457-0.00028908i,0.00026713-0.00051968i,0.00050301-0.00060057i,5.0102e-05-0.00063115i,-0.00069711+0.00014245i,-0.00049976+0.0011761i,-5.2959e-05+0.00084303i
-0.00031143+0.00063905i,0.00019487-5.9884e-05i,0.00078919-0.00057902i,0.0023591-0.00092732i,0.0022913-0.0016927i,0.00048986-0.0030634i,-0.0014025-0.002939i,-0.0021331-0.00041604i,-0.0012154+0.0012853i,0.00017543+0.001474i,0.00083576+0.00084814i,0.00035907+0.0010951i,0.00024294+0.0014971i,6.5563e-05+0.0013539i,-7.4776e-05+0.00098208i,-0.0004923+0.00043681i,2.0751e-05-0.00020453i,0.00087343+6.9582e-05i,0.00031388+0.00058182i,-0.00012204-9.5756e-05i,-0.00030555-0.00035217i,-0.00065192+0.000118i,-0.00027757+0.00019646i
-0.00149+0.00054436i,-0.00049034-0.00094596i,0.0012487-0.00066993i,0.0016402-0.00048871i,0.0015283-0.0019921i,0.0019508-0.0027175i,0.00058882-0.0017059i,-0.00060116+0.0008757i,0.00033052+0.0021217i,0.0014001+0.0012184i,0.0014671+0.00057948i,0.00074885+0.00010716i,0.00018594+0.00068295i,-0.00051292+0.0004024i,-0.00032567-0.0005044i,0.00036807-0.00036231i,0.00080661-0.00078619i,0.00077286-0.00016906i,0.00045414+0.00066845i,-0.00018102+0.00057586i,-0.00085661+0.00035864i,-0.00073639-0.00030882i,-7.2438e-05-0.00031058i
-0.0010903-0.00076496i,-0.00041919-0.00015222i,-0.00094202+0.00035025i,-0.0013868+0.00024745i,-0.00043346-0.00054881i,0.00040693-0.00085269i,-0.00067468-4.4699e-05i,-0.0010458+0.00096793i,6.4431e-05+0.0011454i,0.00090923+0.00024302i,0.0007406-0.00023363i,0.00039233+4.6957e-05i,0.00015927+0.0004936i,3.0552e-07+0.00059426i,0.00032171+0.00014448i,0.00033864-0.00015039i,0.00053386-0.0010003i,0.00096387-0.0015424i,2.6877e-05-0.00042047i,-0.00072312-0.00021349i,0.00016315-0.00048685i,6.1872e-05+0.00075706i,-0.00044801+0.0012376i
0.00038679-0.0016194i,4.3033e-05-0.0012674i,-0.00014611-0.0024789i,-8.5069e-05-0.0034814i,0.00071452-0.003742i,0.0010205-0.0028509i,-0.00016564-0.0012672i,-0.00027335-0.00038798i,0.00086701+0.0010471i,0.0012168+0.0015048i,0.001264+0.00058428i,0.0011649+0.00079043i,0.00038025+0.0010855i,0.00068728+0.00042553i,0.0014149-9.7809e-05i,0.00056038-0.00011084i,0.00018495+0.00038454i,0.00054672+0.00043178i,-0.0004026+1.7728e-05i,-0.00076444+0.00034976i,-0.00035693+0.00027796i,-0.00056428+0.00028946i,-0.0011237-7.7037e-05i
-0.001548+0.00078434i,-0.00098374+0.00015969i,-0.0007272+0.00052125i,-0.00044268-0.00039459i,0.00020088-0.00168i,0.00063548-0.0022007i,0.00011217-0.001215i,0.00032311+0.0015871i,0.00049392+0.003122i,0.0002929+0.002493i,0.00030787+0.0010604i,3.0198e-05+2.8601e-05i,-1.1704e-05-0.00017186i,0.00012306-0.00037973i,0.00041893-0.00065633i,0.00072975-0.0014671i,-0.00016263-0.0014887i,-0.00094158-0.0006454i,-0.00033308+0.00015513i,0.00020909+0.00063304i,0.00058516+0.00039662i,0.00087994+0.00030347i,0.00057279-7.9681e-05i
-0.0010666+0.001158i,-0.00033833+0.0015592i,0.00035263+0.0015603i,0.0018895+0.00041192i,0.0031752-0.0014118i,0.00229-0.0032422i,-0.00036439-0.0030123i,-0.0021059-0.0011384i,-0.00071286+0.00050119i,0.0011355+0.00071705i,0.0014632+0.00033206i,0.0012173+0.00026043i,0.00082295+0.00071287i,0.00085671+0.001031i,0.0010054+0.00068453i,0.00095004+4.2512e-05i,0.00084336-0.00010482i,0.0010007+5.614e-05i,0.0011067-0.00014128i,0.0010201-2.6378e-05i,0.00087231+0.00017032i,0.00083201-3.0303e-06i,0.00043863+0.00028995i
0.00059241+0.0005364i,0.00086979-0.00020056i,0.00078592-0.0014293i,0.0017814-0.0017335i,0.0026072-0.0022122i,0.0028808-0.0030996i,0.0019524-0.0027203i,0.00038616-0.00092438i,0.0008498+0.0011916i,0.0014095+0.0016782i,0.00097853+0.0010149i,0.00097279+0.00069509i,0.00067962+0.00049221i,8.6672e-06-0.00013609i,0.00024741+9.0664e-06i,0.0002888+0.00010948i,-4.1828e-05-5.327e-05i,0.00014366-0.00042836i,0.00027278-0.00068148i,-8.2033e-05-0.00038145i,2.1124e-05-0.00020982i,-1.75e-05+0.0004107i,-0.00011241-0.00016729i
0.00098978-0.0005815i,9.7418e-05-0.001346i,-0.00075754-0.0014177i,-0.00086778-0.00043981i,-0.00022175-0.00076573i,-8.2599e-05-0.0010279i,-0.0010748-0.0010917i,-0.0013289-0.00031083i,-0.0011655+0.0009357i,-0.00080725+0.0012643i,-0.00026639+0.00097819i,0.00035195+0.00021702i,0.0010077-8.9443e-05i,0.0008116+0.00031209i,0.00072216+0.00022034i,0.001242-0.00018582i,0.0013-0.00096704i,0.00062914-0.0013787i,7.717e-05-0.00081751i,-0.00033041-0.00017763i,-0.00039574+0.00046118i,-0.00031391+0.00064545i,0.00021708+0.00078434i
0.00062647-0.001865i,-0.0007297-0.0013979i,-0.0017076-0.0013674i,-0.0023683-0.0022716i,-0.0018267-0.0030784i,-0.0012118-0.0024255i,-0.00073451-0.00032868i,-0.00065884+0.001852i,-0.00033445+0.0027074i,0.00041244+0.0019056i,0.0008468+0.00037404i,0.0010504-0.00035128i,0.0011582-0.00021989i,0.0014051-0.00032035i,0.0011873-0.00067849i,0.0001285+0.00033792i,-0.00046887+0.0011031i,-0.0002851+0.00017001i,0.00025041-0.00033407i,-0.00017756+0.00033479i,-0.00086414+0.00077576i,-0.00060259+0.00073751i,-7.7227e-05+0.00092564i
0.0011756-0.00066947i,0.0013813-0.00066349i,0.0010633-0.0010872i,0.00052769-0.0022175i,-0.00022954-0.003678i,-0.00057706-0.0044533i,-0.001099-0.002302i,-0.00035226+0.0014139i,0.0013394+0.0027114i,0.001631+0.002088i,0.0014105+0.0012812i,0.001679+0.00060744i,0.0011784+0.00032791i,0.00061495+0.00051327i,0.00028956+0.00077167i,-0.00027534+0.00033884i,0.00041422-0.00018464i,0.0010247-7.7401e-05i,0.001023+5.6538e-05i,0.00071828-0.00017332i,0.00077804+3.2273e-06i,0.00044792+0.00032219i,-0.00051541+0.00051867i
0.0020015-0.0024221i,0.0014815-0.0019875i,0.0012427-0.0037435i,0.00076375-0.0042578i,-8.7352e-05-0.0029727i,-0.00014454-0.0022866i,-4.3189e-05-0.0014879i,-2.4072e-05+0.00020344i,0.00083529+0.00075993i,0.0013187+0.00016546i,0.00089791+4.2889e-05i,0.00077735+0.00084627i,0.0008448+0.0015147i,0.00092595+0.00095326i,0.0014377+0.0004698i,0.0017326+0.0001803i,0.0013342+0.00070959i,5.1803e-05+0.00062887i,-0.00022192+0.00022836i,0.00036015+0.00070994i,0.00030775+0.0012366i,-4.0437e-05+0.0012625i,-0.00024015+0.0012383i
-0.00098222-0.0010024i,-0.00080247-0.0013837i,-0.0011418-0.001023i,-0.00095223-0.00068741i,0.00047979-0.0012655i,0.0013223-0.0015408i,0.00026036-0.00053847i,-0.00018918+0.00054147i,0.0010384+0.0017831i,0.0015869+0.0020372i,0.0015216+0.00042201i,0.001456-0.00017529i,0.00013062+0.0012788i,-0.00051296+0.0017103i,-0.00050828+0.0011952i,-0.00021199+0.00021692i,0.00046449-0.00093347i,0.00042909-0.0011546i,0.00039815-0.00047021i,-1.1166e-05+0.00042873i,-0.00043646+0.00066689i,7.3443e-05+0.00064474i,0.00020758+4.7917e-05i
-0.00024544+0.00081992i,0.00019275+8.098e-05i,0.00175-0.0003131i,0.0016241-0.00071328i,0.0008777-0.0017492i,0.00067518-0.0029197i,-0.00085111-0.0016318i,-0.0017769+0.000119i,-0.0014007+0.0013114i,-0.00013845+0.00075258i,0.0011159+0.00012407i,0.0014672+0.0011281i,0.00098115+0.001816i,0.00045632+0.001236i,-0.00015707+0.00096075i,-4.5975e-05+0.00050931i,-0.00023185+0.00062298i,-0.00045286+0.00077673i,-0.00079715-0.00022353i,-0.00081254-0.0010058i,-0.00094312-0.00052285i,-0.0012397+6.8327e-05i,-8.6764e-05-0.00021617i
