-0.00018133+0.00036553i,-0.0003411-0.0010189i,-0.00049884-0.0011777i,-0.00058785-0.00072439i,-0.001711-0.00041588i,-0.0019063-6.9333e-05i,-0.00023461+0.00058607i,0.00083038+0.00071007i,0.00066913+0.00028987i,0.00054497+8.1659e-05i,0.00043988-0.00030024i,3.3323e-05-0.00039423i,-0.00036807+3.3974e-05i,-0.00040752-0.00028216i,-0.0002024-0.00021072i,-0.00038602+3.2087e-05i,-0.0002103+7.6407e-05i,0.00022598-0.00018288i,0.00045905-0.00012324i,0.00078307+0.00050441i,0.00058127+0.0005437i,5.7192e-05+0.00031577i,-0.00040085+0.00048142i
0.0005428+0.0014274i,0.0013001+0.0023859i,0.0018136+0.0024002i,0.0016774+0.0012684i,0.00050389+0.00091273i,4.2927e-05+0.00046716i,0.00026694+0.00040028i,0.00019142+0.00056931i,-0.00040226+0.00040605i,-0.00072012-0.00022396i,-0.0008229-0.00069469i,-0.00052709-0.00062369i,-0.00069045-0.00031933i,-0.0013463-0.0011025i,-0.0015089-0.0014114i,-0.00078245-0.00076654i,-0.00041738-0.00010427i,-5.315e-05+0.00021989i,5.3799e-05+0.00030252i,-0.0001374+0.00014785i,0.0001042-0.00053815i,0.00028895-0.00035408i,-0.00032249-0.00045905i
-0.0014852+2.663e-05i,-0.0013166+0.00051992i,-0.00062285+0.0013832i,-8.5708e-07+0.0013593i,-0.00020038+0.00048108i,-0.00059547+0.0001356i,-0.001093+0.00053333i,-0.0014587+0.00026143i,-0.00094976+0.00039716i,-0.00044674+0.00088967i,-0.00032724-0.00011027i,0.00040535-0.001544i,0.00075561-0.0013334i,0.00055805-0.00016527i,0.00029336-0.00018983i,0.00058338-0.0011262i,9.3077e-05-0.0011838i,5.0557e-05-0.00055535i,0.00046461-0.000141i,0.00031683+0.00018337i,0.00031137+0.00033793i,0.00022435+5.37e-05i,-0.00021908+0.00043684i
0.00033419-0.00090723i,-0.00033025-0.0012647i,-1.951e-05-0.00072487i,1.4274e-05-0.00059358i,-0.00024107-0.00083339i,-0.00028897-0.00064087i,0.00031663-4.6744e-05i,0.00099477+0.00085556i,0.00083964+0.00056969i,0.0002637+0.00029392i,-0.00048066+0.00036303i,-0.0011139+6.2835e-05i,-0.0007774-0.00029509i,-3.1477e-05-0.00048329i,-0.00018893-0.00068151i,-9.5164e-05+2.7442e-05i,5.5199e-05+0.00099034i,-0.00016177+0.00055365i,-0.00031878+8.6642e-05i,-6.6883e-05+0.00011046i,0.00042847-2.2531e-05i,0.00050005-0.00032608i,-0.00025077-0.00026355i
0.00016806+0.001212i,-0.00028683+0.00065466i,0.00095414+0.00036238i,0.0016483+0.0011251i,0.00053554+0.00079905i,-0.0016019-0.00052901i,-0.0017969-0.00037712i,-0.0003889-2.8399e-06i,0.00018244+0.00037636i,0.00022491+3.098e-05i,-0.00036889-0.00073648i,-0.00081406-0.00081202i,-0.00065751-0.00028308i,3.3022e-05-0.00017906i,0.000249-0.00011761i,0.00013016-0.00026372i,0.00033408-0.00059878i,-0.00032852-0.00051191i,-0.00047031-0.00043481i,-0.0003294-0.00058238i,-0.00054833-0.00058839i,-0.00017039-0.00015649i,0.00026886-0.00042045i
-0.00072851-0.0015286i,8.5176e-05-0.00088016i,5.0579e-05+6.6739e-06i,-0.00071312-9.7226e-05i,-0.00042287-5.0754e-05i,-6.9391e-05-0.00014177i,-0.00052553-0.00036119i,-0.00039711-0.00020546i,-0.00052369+0.00014832i,-0.00051854+0.00039642i,-0.00019885+0.00078249i,-0.0005195+0.00071283i,-0.00072555+0.00049055i,-0.00050416-0.00057625i,-3.2568e-05-0.00067725i,-5.489e-05+7.9365e-05i,0.00041126+0.00012082i,0.00066327-0.00037739i,0.0004574-0.00073554i,3.5447e-05-0.0004706i,-0.00041959-0.00016708i,-0.00028583+0.00019199i,-0.00060967+0.00037435i
0.001442-0.0017888i,0.0014871-0.00084744i,0.0017722-0.00028425i,0.0010345-0.00044274i,-0.00053263-0.0010526i,-0.0013461-0.0011232i,-0.00092054-0.00081509i,-2.9811e-05-8.073e-05i,0.00034626+0.00025178i,2.4703e-06-0.00059812i,-0.00036264-0.0003759i,-0.0014373-5.6619e-05i,-0.0015599-2.9862e-05i,6.0284e-05+0.00035121i,0.0002252+0.00017677i,-0.0001448-0.00013282i,0.00066021+0.00043845i,0.00055788+0.00036115i,0.00023271+0.00044979i,0.00026794+0.00089236i,0.00017175+0.00049511i,9.908e-05-0.00045307i,6.6016e-05-0.00084886i
0.0018412-0.00060079i,0.0020984-0.0015981i,0.001458-0.00139i,0.00028285-0.00052745i,-0.00010194-0.00048178i,0.00051252-0.00049869i,0.0004558+7.6137e-05i,0.00041867-0.00028442i,-0.00030011-0.00091759i,-0.00059817-0.00043071i,-0.00040477+0.00045966i,-0.00049133+0.00059395i,-0.00023927+0.00027317i,-0.00064313-1.0651e-05i,-0.00053688+0.00010382i,0.0009361+0.00010503i,0.001109+0.00079744i,-0.00018891+0.0006564i,-0.00046953-0.00036661i,-0.0004679-0.00086574i,-0.0003038-0.00097175i,7.6228e-05-0.00085099i,0.00031101-0.00050403i
-0.00025687-0.0015496i,0.0001513-0.0012847i,-0.00075907-0.00022993i,-0.00035921+0.00035987i,-0.00015037+0.00051294i,0.00016077+0.00044739i,0.00033914+5.8394e-06i,0.00056123-0.0003818i,0.00062218-6.6252e-06i,0.00062199+0.00037235i,0.00078708+0.00039071i,0.00063435+0.00018302i,0.00033081-7.6115e-05i,0.00037154-0.00016982i,0.00089116-0.00043909i,0.0011007-0.00018449i,0.0014442+6.7573e-05i,0.00069679-0.00050974i,-0.00098587-0.00066163i,-0.0008765+0.0002698i,0.00018835+0.00059432i,0.00074292-0.00021543i,0.00044447-0.00054965i
0.0029872+0.0013976i,0.003628+0.0016165i,0.0032082+0.00077157i,0.0021461+2.7044e-05i,0.00074077-0.00087243i,-0.00034788-0.00051857i,-0.00021281+0.00027986i,0.00010303-0.0002352i,-0.00027347-0.00052605i,-0.00047368-2.3094e-05i,-0.00024173+0.00061189i,-0.00041681+0.00060929i,-0.0009153-0.00029045i,-0.00070731-0.0010328i,0.00019498-0.00059252i,0.00032657+6.9099e-05i,-2.2987e-05+0.00013287i,0.00021256-0.000155i,0.00019101-1.5565e-05i,-0.00032943-0.00017897i,-0.00036972-0.00060015i,0.00047752-0.00066919i,0.00066027-0.00077256i
0.00021956-0.00060565i,-0.00068708-0.00061195i,-0.0010397-0.00056286i,-0.00066633-0.00083475i,-0.00046345-0.00054081i,-0.00028978-0.00050211i,4.4871e-05-0.00070105i,0.00021742-0.0010763i,-0.00025403-0.00059032i,-0.00036138+0.00044581i,-0.00031021+0.00092204i,-0.00014977+0.001289i,0.00032839+0.00075786i,0.00025395-0.00016812i,0.00019423-0.00026464i,0.00014961+6.5211e-05i,-3.7511e-06-0.00029867i,7.8937e-05-9.4063e-05i,0.00041741+0.00073961i,4.2366e-05+0.00058043i,-0.00043986+7.2614e-05i,-8.7561e-05+0.0004663i,0.00020757+0.00039977i
0.0010464-0.00020746i,0.0012771-0.0006749i,-0.00019494-0.00081518i,0.00012696-7.6445e-05i,0.0010953-0.00034043i,0.00014721-0.0010789i,-0.00025983-0.00041542i,0.00011056+0.0002227i,-0.00065296+7.1179e-05i,-0.0012878-0.00026299i,-0.0010758+0.00015488i,-0.00070833+0.00040469i,-0.00035784-0.00018823i,-4.9761e-05-0.00060669i,0.001282-0.0010398i,0.0015304-0.00052908i,0.00058459+0.00022016i,8.4884e-05+0.00014307i,0.00024951+7.4088e-05i,0.00037717+0.00049904i,0.00056846+0.00031928i,0.0010602+0.00055057i,0.00050537+0.001074i
-0.0019818+0.0016081i,-0.00098881+0.001565i,0.0001783+0.0021709i,0.00089972+0.0019126i,0.0016988+0.0011034i,0.0013063-0.00069992i,0.00054466-0.0017826i,0.00033809-0.00045127i,-0.00040778+0.00047521i,-0.00057944+0.00028715i,-0.00070251+0.00045597i,-0.00089533+8.9577e-05i,-0.00083196-0.00039274i,-0.00032409-0.00101i,9.2734e-07-0.0012185i,-0.00014502-0.00081789i,5.4915e-05-0.00063097i,0.00024383-0.00059184i,-5.1113e-05-0.00019948i,0.00010923+0.0001886i,-0.0003934+0.00011151i,-0.00017642+6.9894e-05i,0.00045754+5.4594e-05i
0.0014915+6.5608e-05i,0.0013393-0.00015865i,0.0012656-5.1533e-06i,0.0009879+0.0002425i,0.00044158+0.00015949i,-0.00068556-0.00010909i,-0.0013564-0.00023847i,-0.0013668+0.00022339i,-0.00046327+0.00038716i,0.00071044+0.00018002i,0.00016516+7.7772e-05i,-0.00048866-0.00068237i,-0.00069122-0.00047188i,-0.0010812+0.00027763i,-0.00050894+0.00010738i,8.2523e-05-0.00016905i,-2.7553e-06+0.00014172i,-0.00039482-0.0001704i,-0.00013683+0.00059484i,-0.00023517+0.00074574i,-0.00076839-0.00047192i,-0.000293-0.00033628i,0.00078425-0.00016438i
0.00049591-0.00040572i,0.00053489+0.00084255i,0.00055663+0.00080214i,0.00056687-0.00017908i,-0.00045546-0.00026344i,-0.00091412-0.0010481i,-3.8879e-05-0.0011977i,0.00077994-0.00065643i,4.4491e-05-4.2566e-05i,-0.00050952+6.3992e-05i,-0.00044793-0.00068855i,-0.00023591-0.00080573i,-0.00030354+0.00017924i,-0.00063521+0.00055521i,-0.00041921+0.00035383i,-4.9774e-05+0.00051946i,-9.9581e-05-5.3447e-05i,0.00012696-0.00064499i,0.00083313-0.0006559i,0.00064112-0.00068301i,-0.00010753-0.00043226i,-0.00023242+5.8364e-05i,0.00067015+0.00013978i
0.0013943-0.00082633i,0.00052023-0.0011777i,-0.00066944-0.0016599i,-0.00081546-0.002178i,-0.00034089-0.0011847i,-0.00066308+0.00054313i,0.00012424+0.00078262i,0.0010759+0.00072971i,-0.00040914+0.00028003i,-0.0013424-0.00041193i,-0.00045253-0.00053783i,-6.383e-05-0.0003826i,1.7208e-05-0.00025383i,-0.00013276+0.0002351i,-0.00042364-1.6748e-05i,0.00044896-0.00054536i,0.00087467-0.00032718i,0.00027078-0.00038974i,-0.00058445-0.00024112i,-0.00083859-0.00029959i,-0.00018397-0.00061569i,0.00071284+0.00020408i,-0.00012119+0.00066095i
0.00093138-0.00099322i,0.00098969-0.00080377i,0.00085688-0.00023908i,0.00045976-0.00026759i,0.00021598-0.00065335i,-0.00034376-0.00066544i,-0.00024515-7.4027e-05i,0.00025067-0.00048309i,-8.9541e-05-0.0011355i,0.00019565-0.00086602i,0.00059519-0.00048379i,-0.00011762-7.497e-05i,-0.000691+0.00031653i,-0.00013281+0.00036709i,0.00042657+0.00072806i,-0.00033777+0.00099251i,-0.00037883+0.00064758i,0.00034411+0.00018865i,0.00038945+0.00027531i,-0.00011498+0.00028609i,-0.00074428-0.00017716i,-0.00084347-0.00042666i,-0.00032472-0.00060376i
0.00054307+0.0017762i,0.0011463+0.00091173i,0.00095587-2.7541e-05i,0.00012458-0.00073858i,-0.00053567-0.0013373i,-0.00054954-0.0014302i,-0.00087489-0.00036089i,-0.0010119+0.00083908i,-0.00041458+0.00084402i,-0.00040609+0.00047298i,-0.00053118-5.0861e-07i,-0.00040709+0.0001034i,-0.00032733+0.00021563i,-4.2594e-05-0.00054556i,5.2212e-05-0.00077246i,-0.00036948-0.00080875i,-0.00082836-0.00043685i,-0.00043351+8.4414e-05i,-8.8429e-05+0.0001281i,5.8009e-05+3.2256e-05i,0.00039996+0.00018869i,0.0010922+0.00016686i,0.0011591+0.00012435i
-0.0011623+0.00021825i,7.9361e-07-0.00018204i,0.0021958+0.00070181i,0.002966+0.00048166i,0.0016737-0.00042105i,0.00073834-0.000407i,0.00055807-0.00048041i,0.00037884-0.00033031i,0.00053237-0.000165i,0.00013886-0.00046263i,-0.00022176-4.0373e-05i,-0.00055949+0.00012971i,-0.0010504-0.00064782i,-0.00050289-0.00084593i,0.00051114-0.00031256i,0.00084169+0.00032122i,0.00042972+0.00089433i,-0.0003671+0.00074315i,-0.00054843+0.00055758i,-0.00021896-0.00011446i,-4.2191e-05-0.00052155i,-0.00012437-0.00038413i,-0.00049485+0.0003948i
0.001646+0.0010955i,0.0024843+0.00034856i,0.0019641+0.00027404i,0.00089998-0.00034941i,-5.108e-05-0.00034674i,-0.00011461-0.00055643i,5.8615e-05-0.00022084i,0.00018251-0.00049026i,0.00025458-6.2281e-05i,3.5123e-05-0.00019606i,-0.00077297-0.00083436i,-0.00076201-0.00096406i,0.00049693-0.001239i,0.00056696-0.0015188i,-0.000114-0.0014194i,-1.1255e-05-0.00089116i,0.00015745-0.00054211i,-6.4045e-05-2.0907e-05i,-0.00039513+9.0306e-05i,-0.00061798-0.00018022i,8.7695e-05+6.9891e-05i,0.00056966+0.00086674i,0.0004887+0.0012557i
-0.00040421-0.0027832i,-0.00050499-0.0020946i,-0.0011998-0.00042523i,-0.0016527+0.00054341i,-0.00052765+0.00018629i,0.0008506-0.0003554i,0.00090421+0.00028176i,2.2126e-05+0.0011597i,-0.00055767+0.0011986i,-0.00097742+0.0010171i,-0.00072926+0.00047839i,-0.00014602-7.2039e-06i,-0.00018942+0.0001417i,-0.00051399+0.00032725i,0.00026422+0.00050989i,0.00050063-5.8858e-05i,0.00028572-0.00080049i,0.00062618-0.00036306i,0.0007427-0.00041694i,0.00046609+4.0545e-05i,-0.000114+0.00080706i,-0.00015467+0.00021744i,0.00031948-0.00079662i
0.0032648+0.00069836i,0.0023054-0.00015546i,0.0016858-0.00087497i,0.0013861-0.00097746i,0.0010779-0.00094213i,9.4821e-05-0.0006819i,-0.00013752+0.00021599i,0.00035761+0.00083276i,0.00035023+0.00086144i,-0.00022025+0.00057342i,-0.00082001+0.0003322i,-0.00061172+4.0093e-05i,-3.7851e-06-0.00017886i,5.0583e-05+0.00072531i,-0.00034481+0.00077676i,-0.000159-0.0002205i,0.00050463-0.0011667i,0.00035008-0.0016956i,0.00064889-0.0010427i,0.00047631-9.577e-05i,-1.3371e-05+0.00016728i,-0.00022189-0.0004261i,-0.00065054+5.7018e-05i
-0.0018684+0.00042609i,-0.0018729+0.00045864i,-0.0010293+0.00081179i,0.00031764+0.0010952i,0.00036525+0.00086974i,0.00032731+0.00010897i,0.001002-0.0006849i,0.00117-0.00051116i,0.00092848-0.00023003i,0.00066513-9.1569e-05i,-0.00011517+0.00015464i,-0.00024856-5.1836e-05i,-0.00040121-0.00048888i,-0.00062205-0.0011054i,-0.00015026-0.0015714i,0.000944-0.00021105i,0.00063853+0.00060619i,-0.0010175-0.00017876i,-0.0015954-0.00078919i,-0.0010462-0.00051162i,-0.00015802+0.00022012i,0.00044331+0.00021322i,0.001078-7.276e-05i
0.0028942+0.00050959i,0.0028527-0.00037844i,0.0033373-0.0013316i,0.0010018-0.001673i,-0.0013644-0.0024266i,-0.00163-0.0017331i,-0.0010766-0.0004937i,-0.00081517-0.00025276i,-0.00064507-0.00086712i,-0.00042163-0.00058508i,-0.00075594+0.00034228i,-0.0017336+0.00011984i,-0.0018221+0.00022462i,-0.0014548+0.00083179i,-0.00091614+0.00044613i,3.8287e-05-0.0004004i,-2.3731e-05-0.00044893i,-0.00078424-0.0002296i,-0.00077113-0.00021582i,-0.00034126-0.00052492i,0.00035522-0.00081055i,0.0010506-0.00016037i,0.0012552-0.00031652i
0.0016568+0.0011575i,0.002681+0.00057106i,0.0025019+0.00036807i,0.0014281-0.00024272i,0.0013698-0.00085688i,0.00097968+0.00011696i,-0.00012016+0.0011723i,6.0185e-05+0.00030064i,3.2825e-05-4.9939e-05i,-0.0010147-4.1094e-05i,-0.00088216+4.0044e-05i,-0.00042538+0.00042716i,-0.00081883+0.00026878i,-0.00045215+0.0001689i,0.00029624-0.00029545i,0.00025977-0.00063314i,0.00039468-0.00075929i,-9.0811e-05-0.0002732i,-0.00040818+0.00083785i,0.00048334+0.00094527i,0.00084949+0.00057478i,0.00026436+0.00061026i,-0.00032164+0.00094186i
0.0013885+0.00011125i,0.0021529+0.00019225i,0.0023799+9.0219e-05i,0.0011624-0.00017103i,7.0336e-05-0.00040212i,-0.00059486+0.00033858i,6.7412e-05+0.00083123i,0.0007869+0.00048263i,0.00036956+0.00039834i,-0.00035178+0.00051387i,-0.0005333-3.8e-05i,-0.00089877-0.00040724i,-0.00072919-7.0184e-05i,-0.00017532+0.00025142i,-6.3657e-05-0.00014608i,0.00027405+0.00019332i,0.00073485+0.00082522i,0.00069454+0.0001913i,-0.00020887-0.00056398i,-0.00025727-0.00027866i,0.00036482-0.00015738i,0.0002064-0.0007157i,-9.4057e-06-0.0009892i
0.00085653+0.00015969i,0.0011687+0.0011903i,0.0013261+0.0033359i,0.0011497+0.0033633i,0.00037439+0.0018664i,-2.7643e-05+8.0376e-05i,-5.383e-05-0.00025626i,0.00015746-4.1392e-05i,9.226e-05+8.1604e-05i,0.00064893-9.3307e-05i,0.0009761+0.00014642i,0.00019247-0.00022224i,-0.00099646-0.00067763i,-0.0010989-4.0441e-05i,4.424e-06-0.00030552i,0.00025129-0.00098851i,8.7273e-05-0.00063228i,-0.00076476+0.00035885i,-0.0013997+0.00082412i,-0.00063497+0.00039297i,0.00043458-0.00010448i,0.00084182+0.00029718i,0.0006088+0.00061623i
0.00014048-0.00033649i,-0.00027464-0.00056147i,-0.00073458-0.00078306i,-0.00050052-0.00090598i,-0.00024925-0.00095785i,-0.0007622-0.00017319i,-0.00089176+0.00085252i,-0.0004935+0.00084203i,-0.00032879+0.00090433i,-0.0012947+0.0010151i,-0.0021597-0.00011678i,-0.0015298-0.0011862i,-0.00016323-0.0011924i,0.00066001-0.00036891i,0.00043397-0.00013414i,6.6222e-05-4.8488e-05i,6.4098e-05+0.00050885i,-7.4379e-05+0.00039i,0.00015705-5.9962e-05i,0.0010458-0.00037118i,0.00089198+0.00073812i,0.0002489+0.0010363i,-0.00015807-0.0002723i
0.00046141+0.0010804i,-0.00015016-0.00016822i,0.00025116-0.00058228i,0.00094635-0.0012438i,0.0010469-0.0021239i,0.00061147-0.0013563i,0.00078509+0.00014357i,0.00086641+0.0003328i,0.00011534+0.00012582i,-0.00074499-0.00098365i,-0.0012071-0.0017575i,-0.00084209-0.0010927i,-9.3106e-05-0.00082848i,0.00043008-0.00083753i,-0.00034476+3.1804e-05i,-0.0011397+0.00088177i,-0.00088218+0.00076215i,-0.00010011+2.0983e-05i,0.00037428-0.00038106i,0.00060349-0.00038578i,0.00061028-0.00069291i,0.00039109-0.0012004i,0.00045977-0.0009961i
0.0015167+0.0010472i,0.002974+0.0020211i,0.0029407+0.0020116i,0.0013958+0.0005254i,0.00037848+5.1356e-05i,-0.00044854+0.00062915i,-0.0013851+0.00081434i,-0.00071412+0.0006922i,-8.7988e-05+0.00056713i,0.00014022+0.00027851i,0.00031861-0.00057021i,0.0004723-0.00079254i,0.00079163-0.00021958i,0.00036954+0.00064498i,-0.00069174+0.0004652i,-0.0006143-0.00040177i,-0.00032537-0.00063066i,-7.9055e-05-0.00027323i,0.00048231+0.00010812i,0.00050621+0.00031736i,-0.00013023+0.0011075i,-0.00071238+0.0015101i,-0.0011474+0.00027228i
-0.00092431-0.0014877i,-0.0013858+0.0005247i,-0.0017152+0.001113i,-0.00072859+0.0011444i,0.00055944+0.0010398i,0.00099702+0.00052311i,0.0014231-0.00026161i,0.001494-0.0010473i,0.00050841-0.00060648i,-0.00077098+0.00035489i,-0.0011137+0.00065652i,-0.00029794+0.00048486i,9.7102e-05-0.00031823i,-0.00048461-0.00031777i,-0.0010809+0.0003453i,-0.00037637+0.0004387i,0.00061592+0.00019282i,0.001407-0.00018546i,0.0010889+2.4576e-05i,0.00026626+0.00042546i,0.00017443+0.00045631i,-9.794e-05+5.6209e-05i,-0.00030598-0.00052085i
0.00089688+0.0014636i,0.0022684+0.00086267i,0.0022928+0.0012255i,0.00091653-0.00032729i,-5.6365e-05-0.0018708i,-0.00099252-0.0021053i,-0.0013516-0.0015674i,-0.0008558-0.0011556i,-0.00015502-0.00059031i,2.6888e-05+9.7855e-05i,-2.437e-05-0.00011522i,9.8989e-05-0.00015205i,-0.00047611-0.00035263i,-0.0010547-0.0016755i,-0.00049304-0.0022809i,-0.00023982-0.0012881i,-0.00047451-0.0007456i,-0.00027119-0.00075828i,-0.00030317-0.00028846i,0.0002098-5.2924e-06i,0.0010833+7.7057e-06i,0.0015814-0.00030065i,0.00081549-0.00048082i
-0.00077109-0.0013284i,0.00019316+0.00018617i,0.00031884+0.00058181i,-0.00026901+0.00043027i,-0.00062422+0.00043027i,-0.00073676+0.00017481i,0.00019505+0.00024956i,0.00084613+0.00028418i,0.00048479+0.00034576i,-1.0055e-05+0.00062887i,-0.00024673+0.00036055i,1.9562e-05+0.00064961i,-0.00011815+0.00092739i,-1.568e-05+0.00023691i,0.00061038+0.0010011i,-1.512e-05+0.0016395i,-0.00066914+0.0012047i,-0.00054877+0.00074961i,-0.00050557-4.0748e-05i,-0.00065489-0.00029331i,-1.2957e-05+0.00037555i,0.00081078+0.00060259i,0.00091467+0.00052116i
-0.00086617-0.0001425i,-9.4543e-05+0.001186i,-0.0005904+0.0020062i,-0.0011026+0.001677i,9.6587e-05+0.0012686i,0.00047868+9.3856e-05i,0.0002181-0.00093955i,-6.4238e-05-0.0009057i,-5.7434e-05-0.00070072i,-0.00053025-0.00045542i,-0.0008606+0.00016878i,-0.00019687+0.00033035i,0.00048578+0.00016002i,0.00066027-0.0004576i,0.00052942-0.0003592i,-2.2234e-05+0.00056171i,0.00030555+0.0011178i,0.0006484+0.00091315i,-0.0001661+0.00095322i,-0.00043608+0.00088535i,-0.00072959+0.00026892i,-0.00064257-0.00031569i,-0.00010824+3.2116e-05i
0.00050203-0.0019856i,0.00033504-0.0024926i,-1.0091e-05-0.0014532i,-0.00017764-0.00057188i,0.00065941-0.00029945i,0.0012332+3.5139e-05i,0.0015546+0.00038261i,0.00094865+0.00017636i,-5.3639e-05-0.00039433i,-7.0753e-05-0.0011846i,-3.7596e-05-0.00072387i,-0.00033897-0.00010248i,-0.00076791-7.7708e-05i,-0.00062116+7.9034e-05i,3.9573e-05+9.5593e-06i,9.9895e-05-0.00015038i,-0.00021189-0.00070686i,-8.7658e-05-0.00099045i,0.00054404-0.00044969i,0.0011134-0.00054614i,0.00069341-0.00062203i,0.00016121-0.00053998i,0.00037697-0.00016566i
0.0023344+0.00031727i,0.0028717+0.0005491i,0.0036396+0.00047651i,0.0028961-0.00030329i,0.0015834-0.00080116i,0.00054477-0.00019731i,-0.00048115+0.00048272i,-0.0005963+0.00022892i,0.00014368+0.00028329i,0.00037464+0.00018982i,-0.00037652+9.1566e-05i,-0.0012367-0.00016026i,-0.0011688-0.00025433i,-0.00086875-0.00049624i,-0.00054324-0.00092147i,-0.00044116-0.00049163i,-0.00045489+9.8018e-05i,-0.00026492+0.00010149i,0.00022401+2.5472e-05i,0.00012486+9.4508e-05i,-0.00037745+4.2763e-05i,-0.00038238+6.5599e-06i,-8.9714e-05-0.00036344i
-0.0011723+3.836e-05i,-0.0014759-0.0002409i,9.6439e-05+0.00071618i,0.00072504+0.00077006i,6.9756e-05+0.00027069i,0.00031474+8.1987e-05i,0.0011959+0.00038577i,0.0011921+0.00011887i,0.00048651-0.00081752i,-0.00020226-0.00096541i,-0.00038333-0.00036598i,-0.00023181-0.00031308i,0.00025861+5.5464e-05i,-8.4282e-05+0.00077299i,-0.00016692+0.00046395i,0.00053238-4.077e-05i,0.00032979-8.846e-05i,-0.00073596-8.4471e-05i,-0.0010252-0.00019474i,-0.000271-0.00058685i,0.00063239+0.00026012i,0.00059178+0.0014002i,0.00041057+0.00086601i
0.0013639-0.00073415i,0.0015936+0.00049468i,0.001089+0.0006078i,0.0002021-0.00098927i,-0.0007493-0.0017121i,-0.0016464-0.00037989i,-0.001958+0.00026364i,-0.00058332-0.000255i,0.00022231-0.00043199i,0.00016896+0.00023736i,0.00016968-5.0808e-05i,-0.00051645-0.00058202i,-0.001194-5.1654e-05i,-0.0010109-4.2182e-05i,-0.0008318-0.00057422i,-0.00087211-0.0011332i,-0.00068095-0.00082524i,-0.00088515-0.00090592i,-0.00073807-0.00092001i,-0.00022272-0.00014365i,0.00043652-1.1966e-05i,0.00067304-0.00034664i,0.00032423-7.3196e-05i
0.0010856+0.00020576i,1.6084e-05-0.0006405i,-0.001027-0.0007016i,-0.0012046-0.00041151i,-0.0011575-6.0558e-05i,-0.00029799-0.00011627i,0.00060966-0.00042625i,0.000578-0.00040476i,0.00029474-0.00015071i,-0.00028943+6.5717e-05i,-0.00037024+1.5223e-05i,-0.00062018-0.00015717i,-0.00067582+0.00029122i,6.734e-05+0.0012435i,0.00015564+0.0017084i,-0.00020206+0.00094274i,-0.00033835-0.00033043i,0.00018291-0.00082116i,0.00028939-0.00093463i,2.7678e-05-0.00062204i,0.00020831+0.00032775i,8.3908e-05+7.626e-05i,-0.00013737-0.0003867i
0.00017077-0.0011491i,0.00091355-0.0017396i,0.0011012-0.0013041i,0.0011004-0.0011092i,0.00052652-0.00088395i,-0.00018576-0.00084888i,-0.00057236-0.00085796i,-0.00061712-0.00024888i,-0.00038006+0.00046759i,-0.00037289+0.00055764i,-0.00064964+0.0006549i,-0.0004857+0.00073567i,-0.00045457+5.9746e-05i,-0.00079101-0.0011055i,-0.00015788-0.0013316i,0.00083449-0.00070303i,0.00094927-8.0657e-06i,-0.00032524+0.00013181i,-0.00076663-1.6266e-05i,-0.00048214-0.00028107i,4.7918e-05-0.00061042i,0.00068379-0.00034173i,0.00026517-0.00061771i
-9.3549e-05+0.00059293i,-0.00027531+0.0010731i,0.00047641+0.0023269i,0.0010468+0.0016846i,0.00049811+0.0005387i,7.0906e-05-0.00028348i,-0.00027878-0.00031763i,-0.00067928+0.00019695i,-0.00032768+0.00039229i,0.0002155+0.00058041i,1.8246e-05+5.9114e-05i,-0.00038342-0.00057269i,-0.00037237-0.00036941i,0.00022762+0.00022662i,-0.00010226+0.00055643i,-0.0007542+7.6389e-05i,-0.00069949-0.00019471i,-7.3641e-06-0.00019308i,0.00018885-0.00026618i,-0.0005132-0.0004409i,-0.00026251-0.00011044i,0.00052632+0.00025528i,0.00031987+0.00056932i
-0.0013345+0.00087654i,0.0002386+0.00047176i,0.0012032+3.1352e-05i,0.00059278+0.0002874i,0.00023819+0.00033171i,0.00017636+0.00026392i,-0.00059641+0.00041095i,-0.00052835+0.00015924i,-6.0107e-05+0.00012246i,-0.00051901-0.00024393i,-0.00064755-0.00060978i,-0.00048383-0.00016987i,-0.00081047+0.00012255i,-0.00097319-0.00019032i,-0.00037336-0.00063701i,-0.00021705-0.0008622i,-0.00050465-0.0005892i,8.6857e-05-0.00012517i,-0.00014348+0.00063787i,-0.0011206+0.00086851i,-0.00093291+0.00090769i,-0.00010496+0.00067805i,-4.3488e-05-0.00072356i
0.002459-0.0027787i,0.00096006-0.0014824i,-1.5756e-05-0.0010968i,-0.00057035-0.0018232i,-0.000703-0.0018951i,-0.00044539-0.001183i,-0.0002365-0.0005804i,0.00041114-0.00058587i,0.00042364-0.00063001i,-0.00058182+0.0001166i,-0.0011981+0.00085233i,-0.0011827+0.00093502i,-0.00050406+0.00033044i,0.00065319-0.00022833i,-0.00015384+0.00038655i,-0.00049441+0.00084844i,0.00025491+0.00082639i,0.00025825+0.00065695i,0.00097975+0.00022526i,0.00068539-0.00017287i,0.00022679+0.00015264i,0.00086189+0.00029641i,0.00093595+0.00022191i
