-0.00018133+0.00036553i,-0.0003411-0.0010189i,-0.00049884-0.0011777i,-0.00058785-0.00072439i,-0.001711-0.00041588i,-0.0019063-6.9333e-05i,-0.00023461+0.00058607i,0.00083038+0.00071007i,0.00066913+0.00028987i,0.00054497+8.1659e-05i,0.00043988-0.00030024i,3.3323e-05-0.00039423i,-0.00036807+3.3974e-05i,-0.00040752-0.00028216i,-0.0002024-0.00021072i,-0.00038602+3.2087e-05i,-0.0002103+7.6407e-05i,0.00022598-0.00018288i,0.00045905-0.00012324i,0.00078307+0.00050441i,0.00058127+0.0005437i,5.7192e-05+0.00031577i,-0.00040085+0.00048142i
-0.44742+0.14913i,-0.2392+0.39433i,0.043565+0.35775i,-0.039945+0.11816i,-0.27387+0.039613i,-0.25369+0.066908i,-0.10561+0.0094548i,-0.03469-0.049226i,-0.030898-0.04196i,-0.0367+0.0078128i,-0.017275+0.04437i,-0.0031999+0.049453i,-0.00024861+0.054215i,0.014745+0.040455i,0.017231+0.0068246i,0.0017496-0.006541i,-0.0043148-0.00098209i,0.0052245-0.00010855i,0.01185-0.0098203i,0.004525-0.015927i,0.001099-0.011375i,0.011506-0.010463i,0.017994-0.015648i
0.38662-0.18698i,0.18276-0.19139i,-0.096069-0.080192i,-0.20018-0.048119i,-0.19035-0.11325i,-0.14456-0.12016i,-0.091795-0.063368i,-0.095797+0.0068402i,-0.082672+0.069532i,-0.038115+0.052575i,-0.047549+0.00030682i,-0.075672-0.013995i,-0.078997-0.012115i,-0.06463-0.0030649i,-0.037077+0.0026203i,-0.019549-0.008351i,-0.01365-0.012044i,-0.0018269-0.002763i,0.013637+0.0052106i,0.019701+0.0037971i,0.011529+0.0012119i,0.0014475+0.0079833i,-2.8899e-05+0.010578i
-0.19194+0.3021i,-0.18028+0.1061i,-0.17312-0.091704i,-0.032999-0.039992i,0.19909+0.027223i,0.24892-0.0069803i,0.13967+0.0041401i,0.082854+0.020858i,0.046432-0.023528i,0.0034513-0.046958i,0.0062616-0.035887i,0.02923-0.042888i,0.02783-0.058696i,0.0079244-0.045116i,0.00087751-0.009579i,0.012657+0.0067137i,0.013462-0.00020384i,-0.0062209+0.0013629i,-0.019695+0.014582i,-0.013165+0.015366i,-0.0052136+0.0014854i,-0.010722-0.0070265i,-0.017064+0.00072546i
-0.04771-0.46938i,0.046044-0.28554i,0.25987-0.064264i,0.30119-0.053903i,0.13882-0.070722i,-0.0040777-0.006896i,-0.026993+0.0152i,-0.00069218-0.03638i,-0.0058028-0.078897i,-0.026367-0.040768i,0.0003546+0.018635i,0.040785+0.029976i,0.056561+0.024227i,0.056119+0.010689i,0.035527-0.0065143i,0.015553-0.0022603i,0.0093612+0.0058621i,-0.0014744+0.0010766i,-0.017359-0.0040728i,-0.019673+0.00048755i,-0.0037752+0.010316i,0.014725+0.011788i,0.021013+0.0052704i
0.40314+0.41165i,0.41111+0.34679i,0.21052+0.25339i,0.011122+0.23566i,-0.063706+0.22746i,-0.041289+0.14373i,-0.023496+0.031402i,-0.034854-0.00092282i,-0.0070152+0.024468i,0.027819+0.01415i,-0.00021857-0.0063455i,-0.037725+0.012902i,-0.040462+0.03671i,-0.027328+0.034701i,-0.015148+0.016569i,-0.012583+0.0052722i,-0.0043608+0.0033471i,0.011402-0.0096725i,0.012063-0.028059i,-0.0008534-0.026574i,-0.0094159-0.011791i,-0.0094863-0.0036035i,-0.0071228-0.005158i
-0.68197-0.040883i,-0.79108-0.009113i,-0.72194-0.061076i,-0.56362-0.063715i,-0.33165-0.0090543i,-0.10704+0.0032439i,0.012768+0.016608i,0.059376+0.05218i,0.075908+0.045461i,0.049648-0.0054607i,0.0037821-0.033619i,-0.025087-0.030282i,-0.038189-0.025604i,-0.040875-0.012012i,-0.026333+0.0048709i,-0.013211+0.0043914i,-0.011211+0.00049988i,0.00040944+0.0045399i,0.021395+0.0039264i,0.029565-0.0055421i,0.020558-0.012096i,0.007563-0.009894i,-0.0023233-0.0035799i
0.53597-0.34729i,0.44471-0.43069i,0.27312-0.32978i,0.16708-0.28114i,0.042692-0.31845i,-0.082255-0.23704i,-0.10706-0.083249i,-0.07497-0.021591i,-0.075056-0.018061i,-0.073375+0.0096786i,-0.025998+0.024993i,0.023331-0.0045861i,0.040365-0.035541i,0.036625-0.039564i,0.025327-0.027446i,0.016855-0.016028i,0.0058027-0.008496i,-0.0073694+0.0088827i,-0.0054222+0.030532i,0.002113+0.035487i,0.0020596+0.030504i,0.00072393+0.02985i,0.0033191+0.027875i
0.0051215+0.55939i,0.36878+0.58241i,0.57561+0.38408i,0.48066+0.22591i,0.32581+0.19994i,0.20603+0.15482i,0.064365+0.054395i,-0.050425-0.00124i,-0.081368-0.0030806i,-0.056072+0.0089521i,-0.0255+0.020531i,-0.0078244+0.029709i,0.0059956+0.032304i,0.011698+0.017469i,0.0036266+0.002507i,0.00087318+0.0055864i,0.009772+0.0073976i,0.0073982-0.0033184i,-0.013322-0.0089012i,-0.023276-0.0060444i,-0.01535-0.0082929i,-0.0067176-0.015888i,-0.0013597-0.020677i
-0.39693-0.52021i,-0.67297-0.37632i,-0.65039-0.089861i,-0.36617+0.083364i,-0.091946+0.11785i,0.047323+0.075402i,0.071564+0.0082919i,0.053315-0.022957i,0.053829-0.039826i,0.042932-0.067484i,0.003835-0.06817i,-0.025656-0.037701i,-0.034358-0.0059415i,-0.022696+0.013354i,-0.0047746+0.0090301i,-0.0059483-0.0035748i,-0.014084-0.0069879i,-0.01306-0.010275i,-0.0078319-0.017386i,-0.0024831-0.017151i,0.0038645-0.0062039i,0.010088+0.0036522i,0.01255+0.0038927i
0.34231+0.28073i,0.18432+0.046621i,-0.17066-0.14328i,-0.36145-0.12457i,-0.33312-0.076033i,-0.23873-0.081341i,-0.11231-0.069043i,-8.2388e-05-0.076506i,0.02817-0.086478i,0.017316-0.059469i,0.017082-0.033784i,0.020105-0.031298i,0.015257-0.033511i,0.0066802-0.020083i,0.010903-0.00097572i,0.020126+0.0011843i,0.01452-0.0073257i,0.0068973-0.0093582i,0.0097872-0.0068056i,0.0082616-0.0022636i,-0.003082+0.0070727i,-0.013555+0.019291i,-0.018497+0.02872i
-0.25204+0.062095i,0.12709+0.17105i,0.44975+0.067632i,0.30344-0.092892i,0.013614-0.07128i,-0.047327+0.031503i,0.00087945+0.057618i,0.026134+0.054647i,0.037307+0.046966i,0.025699+0.037311i,0.0095238+0.039696i,0.0096885+0.036503i,0.009388+0.017461i,-0.0071876-0.0028631i,-0.027645-0.0005608i,-0.022647+0.019467i,0.0067137+0.029723i,0.029681+0.025777i,0.033197+0.01904i,0.026535+0.0093848i,0.017455-0.0047661i,0.0073391-0.016029i,-0.0014476-0.021289i
0.4093-0.32982i,0.22862-0.28453i,0.1163-0.065272i,0.22674-0.024862i,0.29956-0.14433i,0.21112-0.14771i,0.097778-0.036228i,0.038716+0.053082i,0.018638+0.076246i,0.013346+0.046996i,0.001833+0.015646i,-0.0055305+0.010578i,0.0011967+0.013554i,0.013282+0.0043235i,0.015843-0.014557i,-0.00072674-0.018365i,-0.016337-0.0010354i,-0.020347+0.017307i,-0.019856+0.026679i,-0.015126+0.026715i,-0.0097776+0.019112i,-0.0048073+0.011041i,0.0033436-0.00032258i
-0.42375+0.48019i,-0.51029+0.40448i,-0.55657+0.22963i,-0.41097+0.20335i,-0.14569+0.1937i,-0.028136+0.089429i,-0.047964+0.011363i,-0.072309-0.016728i,-0.079886-0.028365i,-0.063658-0.029083i,-0.035681-0.04026i,-0.026904-0.049498i,-0.020492-0.037305i,0.0020798-0.017571i,0.024709-0.008362i,0.025595-0.013854i,0.0042347-0.020067i,-0.019522-0.019101i,-0.028949-0.018856i,-0.021214-0.019009i,-0.0055784-0.016041i,0.0023559-0.010723i,0.0029967+0.00032753i
-0.024356-0.52361i,0.0024317-0.47344i,0.070405-0.34803i,-0.018024-0.19505i,-0.14953+0.030791i,-0.11818+0.14213i,-0.046154+0.066859i,-0.025691-0.016406i,-0.0076062-0.059651i,-1.374e-05-0.069678i,0.0031523-0.047966i,0.01082-0.035983i,0.0055115-0.027001i,-0.0057571-0.0085146i,-0.010724+0.0071237i,-0.0068057+0.013353i,0.00060493+0.0079982i,0.0048562-0.0034302i,0.0044749-0.014969i,0.0024222-0.0139i,0.0087036+0.0019949i,0.016663+0.014109i,0.013333+0.016236i
0.59199+0.40237i,0.73213+0.22138i,0.59189+0.0089749i,0.32163-0.11972i,0.099129-0.19943i,-0.011262-0.17387i,0.0019542-0.070084i,0.065936-0.022618i,0.088503-0.024717i,0.069098-0.0061511i,0.062291+0.034708i,0.076021+0.052713i,0.067606+0.042911i,0.036504+0.034431i,0.015929+0.030981i,0.0089451+0.025566i,0.00591+0.015455i,0.0052773+0.00042132i,0.003503-0.0092231i,-0.0081849-0.0074962i,-0.027517+0.0013374i,-0.038742+0.0087285i,-0.036308+0.0076658i
-0.69446-0.017882i,-0.72499+0.28091i,-0.50038+0.43939i,-0.2359+0.27748i,-0.10097+0.010348i,-0.069161-0.10516i,-0.049875-0.07868i,-0.026697-0.014308i,0.0053146+0.03119i,0.017473+0.024897i,-0.019431+0.012478i,-0.043742+0.030738i,-0.033471+0.028177i,-0.027997+0.0037035i,-0.027985-0.0059364i,-0.022699-0.0036404i,-0.0099116+0.0019311i,0.0092133+0.0046144i,0.026602-0.00014677i,0.034997-0.011956i,0.030665-0.023826i,0.021246-0.027926i,0.012864-0.027356i
0.42731-0.29782i,0.17457-0.38573i,-0.062261-0.29184i,-0.0087751-0.14992i,0.16247-0.058556i,0.20359-0.032091i,0.11195-0.028841i,0.015936+0.0020486i,-0.013815+0.031487i,-0.00878+0.0042294i,-0.025792-0.04604i,-0.057609-0.055845i,-0.060212-0.032837i,-0.036447-0.021007i,-0.020072-0.025909i,-0.017431-0.028298i,-0.014963-0.01927i,-0.0068332-0.0012054i,0.0031133+0.012475i,0.009638+0.012793i,0.008944+0.010289i,0.003358+0.012734i,0.0030698+0.012752i
-0.18492+0.42017i,0.13219+0.14137i,0.26926-0.25831i,0.12861-0.26394i,0.048589-0.0090139i,0.093265+0.10361i,0.097225+0.068867i,0.062897+0.011243i,0.0068532-0.033552i,-0.023889-0.017046i,0.014989+0.00043724i,0.04083-0.026249i,0.030934-0.029021i,0.029525-0.0052469i,0.031849+0.011029i,0.033427+0.015052i,0.028501+0.0060251i,0.0094293-0.0045022i,-0.0085729-0.0023077i,-0.01176+0.0069075i,-0.0074632+0.0067289i,-0.0083246-0.0027987i,-0.011723-0.005497i
0.011125-0.46895i,-0.079202-0.13689i,-0.01643+0.25369i,0.0078789+0.30573i,-0.14375+0.20476i,-0.21672+0.16525i,-0.11827+0.10195i,-0.035309+0.018496i,0.0024888-0.014072i,0.022898-0.015906i,0.020309-0.0025066i,0.018753+0.0093586i,0.017206+0.0020358i,0.011579-0.00797i,0.0078141-0.008709i,0.0034251+0.0014473i,0.0017741+0.014489i,0.00271+0.021221i,0.0018885+0.021748i,-0.00034539+0.022312i,0.00023761+0.026375i,0.0034833+0.026299i,0.0030457+0.015041i
0.31581+0.59719i,0.27094+0.56197i,0.097998+0.46623i,0.057373+0.27691i,0.068441-0.018852i,-0.0058892-0.17229i,-0.041128-0.11841i,-0.0022338-0.035731i,0.041459-0.0014348i,0.048658-0.0029706i,0.026626+0.0069517i,0.02616+0.031404i,0.028575+0.035101i,0.01301+0.029908i,0.0037756+0.018122i,-0.0051513+0.0013407i,-0.011542-0.0048895i,-0.0099784-0.012937i,-0.018014-0.023122i,-0.033559-0.023554i,-0.04498-0.021982i,-0.045371-0.020538i,-0.031864-0.018155i
-0.58787-0.41965i,-0.51144-0.45376i,-0.32746-0.52927i,-0.24852-0.51086i,-0.15189-0.35156i,-0.017225-0.19505i,0.023012-0.062167i,0.024426+0.031998i,0.022363+0.038014i,-0.0066643+0.016995i,-0.02521+0.010948i,-0.025711+0.008468i,-0.021126+0.007308i,-0.018795+0.0067739i,-0.016443+0.0099768i,-0.0043044+0.0081226i,0.0069234-0.0044738i,0.0089068-0.013782i,0.0080969-0.016633i,0.011664-0.020538i,0.020077-0.02684i,0.029463-0.028761i,0.033795-0.021378i
0.62327-0.11462i,0.45694-0.31103i,0.22661-0.34475i,0.16888-0.22045i,0.20255-0.081659i,0.19384-0.036517i,0.090958-0.060195i,-0.033187-0.049016i,-0.067603-0.0022121i,-0.033098-0.0080259i,-0.035116-0.050987i,-0.076707-0.060505i,-0.086514-0.041398i,-0.054987-0.029791i,-0.018587-0.023018i,-0.00031342-0.013319i,-0.003497+0.0020971i,-0.0094412+0.024582i,-0.0052428+0.035859i,0.00035983+0.030098i,-0.00071889+0.025779i,-0.0055432+0.027219i,-0.0083972+0.020059i
-0.40145+0.61532i,-0.034982+0.78199i,0.31362+0.69368i,0.37806+0.50433i,0.28246+0.37309i,0.17327+0.28465i,0.092888+0.16839i,0.045389+0.053513i,0.02089-0.014776i,0.013776-0.015777i,0.032253+0.017659i,0.059833+0.029173i,0.061471+0.022413i,0.04708+0.018341i,0.032546+0.016102i,0.024724+0.01977i,0.026354+0.017887i,0.024351-0.0015417i,0.0086943-0.022247i,-0.0096266-0.024481i,-0.016174-0.015787i,-0.013239-0.010421i,-0.010541-0.0034642i
0.25599-0.65092i,0.042855-0.46133i,-0.1107-0.093411i,-0.18273+0.061912i,-0.29542+0.029351i,-0.35306-0.021065i,-0.27188-0.060037i,-0.15042-0.070953i,-0.058425-0.048449i,-0.010757-0.023135i,0.011539-0.010419i,0.033137-0.013201i,0.042483-0.023192i,0.030649-0.02232i,0.011044-0.0085925i,-0.0010205+0.0052895i,-0.0040775+0.0034455i,-0.0047959-0.010012i,-0.0029785-0.016653i,-0.00034062-0.010631i,0.004952+0.0011439i,0.014757+0.0059797i,0.021475+0.0024471i
0.048141+0.52738i,-0.015983+0.17794i,-0.23809-0.16578i,-0.31242-0.1673i,-0.13816-0.069153i,0.075206-0.076056i,0.18152-0.098721i,0.16932-0.083224i,0.1115-0.038038i,0.079826-0.017707i,0.044749-0.042974i,-0.0095614-0.049447i,-0.046053-0.025883i,-0.050744-0.0010545i,-0.032158+0.0076635i,-0.02384-0.0063301i,-0.036885-0.012712i,-0.045456+0.00203i,-0.038249+0.01605i,-0.027648+0.013443i,-0.029254+0.0026591i,-0.030617-0.0005913i,-0.015056-0.0030893i
-0.43776-0.50147i,-0.27463-0.29906i,0.054203-0.24209i,0.15326-0.41031i,0.046296-0.4921i,-0.047302-0.35661i,-0.067259-0.10949i,-0.0044412+0.060788i,0.041856+0.050587i,-0.010546+0.0080721i,-0.04628+0.043914i,-0.020669+0.079344i,0.00041806+0.074466i,-0.00011422+0.057304i,-0.0064057+0.047821i,-0.0017496+0.044278i,0.018827+0.034759i,0.041696+0.019725i,0.053124+0.0031863i,0.051221-0.0092326i,0.043628-0.011483i,0.033726-0.0001507i,0.018176+0.015644i
0.83053+0.23408i,0.7995+0.050615i,0.58812-0.0052366i,0.45173+0.066779i,0.39636+0.12641i,0.34417+0.14099i,0.24076+0.091214i,0.092256+0.0228i,-0.00063739+0.0024763i,0.0018334-0.0075078i,0.020462-0.034058i,0.017585-0.052116i,0.021512-0.052835i,0.027777-0.051129i,0.020335-0.042661i,0.011427-0.029387i,0.0048119-0.02297i,-0.0014294-0.018236i,-0.0056505-0.0076968i,-0.00982+0.0062779i,-0.010338+0.013753i,-0.010509+0.0058396i,-0.014675-0.00606i
-0.69293+0.15702i,-0.56741+0.27997i,-0.36155+0.31736i,-0.1998+0.33934i,-0.078851+0.30148i,-0.095202+0.16121i,-0.18479+0.065835i,-0.17358+0.066997i,-0.07545+0.048975i,-0.011167-0.00099173i,-0.004182-0.025958i,-0.0072363-0.031404i,-0.010922-0.043765i,-0.020565-0.051292i,-0.018029-0.04453i,-0.0055817-0.03704i,-0.009849-0.028275i,-0.030796-0.016645i,-0.044278-0.0055382i,-0.03553+0.0011806i,-0.019895+0.0010584i,-0.01239-0.00095561i,-0.0042517-0.0016405i
0.50095-0.52011i,0.17118-0.4211i,-0.096866-0.12781i,-0.093584+0.015191i,0.0049169-0.0012709i,0.073036-0.046909i,0.049812-0.094227i,-0.02585-0.08023i,-0.019364-0.02076i,0.022508-0.012799i,0.01529-0.010137i,0.0064182+0.021978i,0.0049817+0.044649i,-0.008197+0.045171i,-0.031562+0.018946i,-0.055846+0.001083i,-0.048756+0.015361i,-0.016648+0.032883i,0.0033918+0.034135i,0.0024612+0.027868i,-0.00076768+0.028431i,0.0098454+0.025025i,0.02054+0.0099099i
-0.089998+0.61336i,0.15083+0.26889i,0.1552-0.18144i,-0.11059-0.27847i,-0.35682-0.13479i,-0.39012-0.018858i,-0.20385+0.0046107i,-0.0039391-0.069666i,0.028121-0.11361i,0.0034554-0.048282i,0.024362-0.012039i,0.023318-0.031844i,-0.00088399-0.027599i,-0.0058256-0.0018611i,0.01372+0.02469i,0.042977+0.019275i,0.044035-0.023552i,0.01938-0.055979i,0.00040904-0.061965i,-0.005266-0.055548i,-0.0010148-0.048243i,0.0099274-0.040651i,0.016396-0.032428i
-0.1861-0.6811i,-0.25055-0.46971i,-0.12098-0.22452i,0.045757-0.16718i,0.20556-0.15574i,0.38615-0.10511i,0.44901-0.033008i,0.35399+0.040351i,0.21573+0.041815i,0.082542-0.0093306i,-0.0153-0.030172i,-0.050897-0.01347i,-0.036992-0.00065898i,-0.0046618+0.0010285i,0.028985+0.015479i,0.050578+0.035914i,0.046367+0.04425i,0.03118+0.036043i,0.02743+0.021513i,0.032239+0.0060161i,0.025669-0.0078184i,0.0050857-0.0092859i,-0.0068555-0.0034324i
0.67263+0.67059i,0.64012+0.4542i,0.38353+0.28124i,0.21351+0.091397i,-0.029897-0.27692i,-0.4683-0.4958i,-0.70631-0.36267i,-0.55948-0.15062i,-0.32283-0.049262i,-0.19129+0.00064534i,-0.10745+0.04999i,-0.026003+0.05456i,0.016926+0.010223i,0.026645-0.029845i,0.036677-0.063098i,0.03424-0.087556i,0.02347-0.068767i,0.030677-0.026075i,0.042274-0.014968i,0.037295-0.024676i,0.032177-0.014939i,0.038229+0.0014661i,0.03553-6.1106e-05i
-0.74356-0.22774i,-0.56623-0.13411i,-0.2671+0.0061728i,0.041483+0.19526i,0.50018+0.24261i,0.83776-0.043884i,0.70643-0.34875i,0.34446-0.32927i,0.13272-0.16415i,0.063864-0.07468i,0.026509-0.019921i,0.03722+0.020909i,0.059597+0.01089i,0.033201-0.0074199i,-0.0085858+0.020337i,-0.010835+0.071205i,0.018461+0.072227i,0.031051+0.025337i,0.019602+0.010032i,0.021313+0.033872i,0.034781+0.038427i,0.031572+0.01685i,0.021414+0.0068123i
-0.50087+6.3997i,0.9682+6.0997i,3.1688+5.2449i,3.9669+2.1968i,3.02-0.82461i,0.72946-2.127i,-1.1614-1.2273i,-1.4446+0.21235i,-0.43349+0.81847i,0.72215+0.28983i,0.98169-0.62812i,0.48548-1.2739i,-0.39118-1.8396i,-1.3698-2.3662i,-1.7071-2.3227i,-1.1673-1.3846i,-0.45816-0.39105i,-0.33615+0.046457i,-0.64673+0.28826i,-0.61211+0.53687i,-0.11099+0.59375i,0.37936+0.31062i,0.44463-0.14519i
-0.74716+0.54344i,-0.42432+0.49413i,-0.14139+0.25263i,-0.17433+0.17317i,-0.30728+0.29085i,-0.29919+0.38178i,-0.13547+0.29523i,-0.0092572+0.092183i,-0.01178-0.034641i,-0.025416-0.016092i,0.015803+0.010451i,0.035933-0.014086i,0.0051082-0.023573i,-0.013618-0.0045785i,-0.00093923-0.0057148i,0.0065008-0.036333i,-0.00093255-0.053645i,-0.010758-0.042358i,-0.024791-0.030967i,-0.045956-0.027396i,-0.054737-0.020498i,-0.047253-0.012165i,-0.04313+0.0021546i
0.20757-0.74612i,0.11434-0.57797i,0.10319-0.32609i,0.072956-0.29955i,-0.10348-0.39125i,-0.30452-0.34109i,-0.35036-0.14907i,-0.22095-0.021886i,-0.069894+0.014129i,0.01887+0.017922i,0.059593-0.0021319i,0.06168-0.016709i,0.053636-0.0090304i,0.048485+0.0047006i,0.045073+0.0096759i,0.048454-0.0011287i,0.038663-0.018622i,0.019431-0.02291i,0.017943-0.016532i,0.027709-0.0066108i,0.030091+0.0005868i,0.022033+0.0074987i,0.010454+0.013448i
0.077239+0.79163i,0.099875+0.63381i,0.059166+0.37912i,0.11826+0.23589i,0.24118+0.23268i,0.35726+0.40264i,0.46833+0.49698i,0.4151+0.33975i,0.21983+0.14566i,0.10015+0.020046i,0.041332-0.075597i,-0.021532-0.090914i,-0.038913-0.03589i,-0.0016003+0.020852i,0.055366+0.050436i,0.077303+0.039609i,0.04753+0.019714i,0.010561+0.016223i,-0.0058368+0.0087248i,-0.0081829-0.012275i,-0.014142-0.033997i,-0.02438-0.043504i,-0.028171-0.040107i
-0.52266-0.57886i,-0.45607-0.18546i,-0.18227+0.14357i,0.042414+0.15693i,0.21212-0.0031804i,0.30187-0.25937i,0.1617-0.42607i,-0.036891-0.2969i,-0.073271-0.082093i,-0.057889-0.0068066i,-0.085082+0.011894i,-0.078614+0.048004i,-0.011469+0.061718i,0.050951+0.027538i,0.060906-0.009264i,0.044786-0.012343i,0.034988-0.005602i,0.037258-0.008056i,0.040991-0.015335i,0.028196-0.015428i,0.014393-0.0064632i,0.01267-0.0037829i,0.011465-0.0092605i
0.7151+0.23297i,0.53658-0.074175i,0.20845-0.2816i,0.0091797-0.26711i,-0.15221-0.19342i,-0.34427-0.10647i,-0.39982-0.0035269i,-0.2967+0.028379i,-0.18155+0.0062063i,-0.091275-0.0025259i,-0.030491-0.015907i,-0.023786-0.033006i,-0.035824-0.021092i,-0.022344+0.017437i,0.021092+0.043121i,0.052054+0.026978i,0.035811-0.0012113i,0.007953-0.01135i,0.0047082-0.017183i,0.0089518-0.019761i,0.0063686-0.011801i,0.0071186+0.00087014i,0.01366+0.0063776i
-0.82138+0.11425i,-0.57052+0.24328i,-0.25289+0.20386i,-0.14981+0.19286i,-0.042091+0.29636i,0.18583+0.2722i,0.33868+0.075426i,0.31317-0.084711i,0.19969-0.12627i,0.096216-0.1019i,0.033647-0.068697i,-0.0014446-0.040855i,-0.013256-0.011171i,0.007984-0.0019301i,0.029452-0.023282i,0.022559-0.037774i,0.0099392-0.02664i,0.0025299-0.0052539i,-0.0048766+0.011855i,-0.0058661+0.012599i,-0.0023204+0.0067858i,0.0029135+0.0056851i,0.0046272+0.0051414i
0.80249-0.37374i,0.65153-0.31302i,0.43533-0.15541i,0.28703-0.14814i,0.14958-0.22606i,0.084892-0.21301i,0.10003-0.11062i,0.12543-0.019126i,0.11915+0.0034213i,0.066423+0.0031814i,0.021312+0.023454i,0.018929+0.034937i,0.029015+0.014723i,0.015539-0.017676i,-0.014874-0.027812i,-0.028979-0.014129i,-0.020995-0.0064952i,-0.0068998-0.012589i,0.00021358-0.012978i,0.0040077-0.00050818i,0.0095274+0.011536i,0.007921+0.015326i,0.0021414+0.020689i
-0.40779+0.55224i,-0.25101+0.38879i,-0.11138+0.15691i,-0.003159+0.039668i,0.10369-0.075985i,0.12322-0.13008i,0.1021-0.03316i,0.11845+0.046343i,0.1164+0.020941i,0.083422-0.018381i,0.060401-0.029257i,0.040403-0.033486i,0.014412-0.042717i,-0.0065948-0.051357i,-0.011988-0.053473i,-0.0070846-0.049128i,-0.0060091-0.037516i,-0.015797-0.025453i,-0.032557-0.014596i,-0.039525-0.0033704i,-0.033675+0.0025073i,-0.025899+0.0085369i,-0.012694+0.019075i
-0.086039-0.76207i,-0.30815-0.436i,-0.334-0.024489i,-0.19404+0.10194i,-0.070407+0.06345i,-0.0045716+0.027682i,-0.0089278-0.0042412i,-0.060374+0.022309i,-0.046892+0.076534i,-0.011317+0.051215i,-0.029232+0.0084008i,-0.035783+0.01346i,-0.00044689+0.018204i,0.026922-0.0061902i,0.012574-0.033058i,-0.016036-0.029333i,-0.012749-0.0053432i,0.010955+0.0048834i,0.020433-0.00092212i,0.016254-0.0011355i,0.013895+0.0088654i,0.014962+0.0098759i,0.010274+0.00022767i
0.28487+0.70511i,0.32212+0.43479i,0.23575+0.1217i,0.19687+0.051402i,0.25412+0.088476i,0.22953+0.086393i,0.080883+0.061213i,-0.04643+0.044742i,-0.083426+0.050807i,-0.046851+0.047756i,-0.012056+0.0099211i,-0.011814-0.022133i,-0.0080073-0.030235i,0.0058138-0.03899i,0.013208-0.047877i,0.0059074-0.049068i,-0.01133-0.041918i,-0.023147-0.03399i,-0.029515-0.032439i,-0.036123-0.030846i,-0.039099-0.024111i,-0.033989-0.0028181i,-0.014383+0.02766i
-0.52048-0.50537i,-0.43574-0.34544i,-0.24303-0.16992i,-0.16329-0.014128i,-0.10184+0.15666i,0.062098+0.16975i,0.164+0.024484i,0.11464-0.059202i,0.056176-0.030406i,0.050984+0.00049913i,0.041764+0.0059229i,0.022767+0.018126i,0.012863+0.022711i,0.0055887+0.0066615i,-0.0083414-0.01927i,-0.026793-0.026474i,-0.028506-0.00013117i,-0.0066284+0.031121i,0.015479+0.039512i,0.021854+0.03142i,0.0207+0.022319i,0.026488+0.011452i,0.03105-0.0063601i
0.75364+0.25111i,0.62158+0.21442i,0.38917+0.18161i,0.22317+0.077011i,0.036968-0.049648i,-0.11083-0.077246i,-0.12662-0.078948i,-0.098069-0.10169i,-0.088291-0.084838i,-0.068529-0.032321i,-0.029925-0.0029445i,0.0078224-0.0066512i,0.03317-0.014476i,0.045688-0.019463i,0.042444-0.026573i,0.030563-0.034352i,0.020711-0.037005i,0.015419-0.033783i,0.009534-0.028778i,-0.0023849-0.022432i,-0.018027-0.015522i,-0.037131-0.0017509i,-0.044584+0.020586i
-0.58833+0.047472i,-0.31474+0.033412i,-0.044749-0.0089667i,-0.014088-0.0013501i,-0.059144+0.030816i,-0.059032+0.056154i,-0.032691+0.060979i,0.011921+0.040293i,0.05205+0.0067049i,0.052654-0.011249i,0.022614-0.0033597i,-0.0071787+0.011878i,-0.020586+0.0091092i,-0.021458-0.0090967i,-0.013788-0.025869i,-0.0092219-0.041805i,-0.021703-0.046017i,-0.038931-0.023166i,-0.038773+0.0087369i,-0.025876+0.024559i,-0.013616+0.030149i,0.0014543+0.0348i,0.016774+0.028952i
0.33008-0.34097i,-0.018532-0.2274i,-0.27143-0.058813i,-0.23301-0.046905i,-0.1311-0.12673i,-0.069824-0.13644i,0.002204-0.082505i,0.046161-0.03537i,0.048602+0.00042638i,0.024423+0.0086597i,-0.011817+0.017876i,-0.01054+0.04773i,0.026893+0.054313i,0.050747+0.029949i,0.045008+0.0072872i,0.029207+0.010619i,0.025272+0.026593i,0.029283+0.027689i,0.024183+0.017559i,0.016632+0.011775i,0.012839+0.0063049i,0.0061161-0.0080312i,-0.0053746-0.023076i
-0.17888+0.60124i,0.060273+0.45391i,0.21921+0.17692i,0.25271+0.049879i,0.3072+0.032787i,0.2819-0.046425i,0.11774-0.1246i,-0.0031183-0.10213i,-0.023038-0.037874i,-0.0053079-0.0038048i,0.0012519-0.011186i,-0.014156-0.021611i,-0.022123-0.015862i,-0.017975-0.010499i,-0.0066699-0.0022853i,0.015992-0.0063423i,0.021267-0.032381i,-0.00021374-0.045253i,-0.022558-0.034104i,-0.033666-0.020418i,-0.03601-0.010352i,-0.029271+0.0012475i,-0.01248+0.010228i
