-0.0002571+0.00061091i,1.9826e-06-0.00092973i,-0.0019132-0.0010991i,-0.0026388+0.00052813i,-0.0015166+0.0017528i,2.2343e-06+0.0014579i,0.0011631+0.0014396i,0.0018343+0.0012741i,0.0022805+0.00019251i,0.0017707-5.1568e-05i,8.5927e-05-0.00016442i,-0.00050736-0.0001255i,-0.00023512-0.00012933i,0.00040726-0.0010712i,0.00055889-0.0010658i,-0.00016409-0.00033653i,-0.00014793-0.0001144i,0.00013402+6.2498e-05i,-5.0331e-05-0.00024809i,-0.00034354-0.00067137i,-0.00039289+0.0002153i,-0.00069081+0.00086836i,-0.00074677+0.00030198i
-0.00027907-0.0020633i,-0.00076943-0.0020502i,-0.0014387-0.0020189i,-0.001275-0.00059766i,-0.00015497+0.0014212i,0.0017964+0.0015527i,0.0021943+0.00015827i,0.00055312-0.0019593i,-0.00010914-0.0022927i,0.00047358-0.001011i,0.00024655-0.000527i,-4.1936e-06+0.00027423i,6.9853e-05-4.7793e-05i,0.00047817-0.00063026i,0.00062073+6.1782e-05i,-0.0005398+0.00033458i,-0.0013431+7.4659e-05i,-0.0010604-0.0002207i,-0.00021732-0.00030992i,-0.0003466-0.00017263i,-4.5783e-05-0.0003116i,0.00041488+0.00031781i,-4.9889e-05+0.00079632i
0.0038096+9.1616e-06i,0.0037864-0.00096647i,0.0015086-0.00057805i,0.00042136+0.00051213i,0.00051321+0.00032377i,0.00091841-0.00013422i,0.0010798-0.00056411i,0.00071793-0.0009946i,1.8243e-05-0.00050763i,-0.00042935-0.00047675i,-0.00041224-0.00061594i,-0.0003674-0.00083016i,-0.00048421-0.0012571i,-0.0010018-0.00098643i,-0.0011472-0.00045823i,-0.00043879-6.1595e-05i,-0.00018705+0.00026757i,-0.00040428+7.2583e-05i,-0.00018017+0.00026512i,-0.00065348+0.00011037i,-0.0010844-0.00049946i,-0.00045583-0.00040041i,-5.4753e-05-0.00074537i
0.0043951+0.0019802i,0.0037194+0.00087891i,0.0016315-0.00036601i,-6.8991e-05-0.00089867i,-0.0015395-0.00095367i,-0.0011735+4.0029e-05i,0.00036686+0.00073303i,0.00079344-2.4125e-05i,0.0010588-0.0010752i,0.00046278-0.00086694i,-0.00052351-0.0005076i,-0.00071606-0.00047525i,-0.00056928-0.00020658i,-0.00077814+0.00029108i,-0.0011744-0.00022082i,-0.00084326-0.0009682i,-0.00033881-0.0013219i,0.00032129-0.000935i,0.00044958+1.4649e-05i,-0.00032204-5.3716e-05i,0.00025209-0.000529i,0.00074023-0.00020541i,0.00025805-0.00041618i
9.5873e-05-0.0019286i,-0.00014318-0.0011642i,-0.0012087+5.0334e-05i,-0.001623+0.0015253i,-0.00078171+0.0017856i,-0.00014536+0.00069074i,0.00072623-0.00021663i,0.0014394+0.00018761i,0.00060057+0.00030932i,0.00030059+0.00020647i,1.0298e-05+0.00067074i,-0.00074971+0.0010787i,-1.6288e-05+0.0009859i,0.00064347+0.00060662i,7.0082e-05+0.00046123i,0.00025037+0.00030073i,0.00049885+0.00014245i,0.00050172+0.00012698i,0.00080038+0.00041293i,0.0012021+0.00053906i,0.00075855+0.00065493i,-9.2311e-05+0.00056814i,-0.00053509+0.00055415i
0.0040894-0.00070746i,0.0032305-0.0020224i,-0.00014579-0.0017555i,-0.0016708+0.00051253i,-0.0015377+0.00086676i,-0.00035536-4.5738e-05i,0.00066447-0.00065508i,0.000145-0.00091496i,-0.00053269-0.00096491i,-0.00041777-0.0004098i,-3.9849e-05+0.00030019i,3.6882e-05+0.00051977i,-0.00082478+0.00059552i,-0.00024903+0.000992i,0.00039512+0.00082083i,-0.00065617+0.00050121i,-0.0001714-0.00025024i,0.0006148-0.00079091i,3.4415e-05+0.00029198i,-0.00067489+0.0009166i,-0.0008328+0.00056376i,-0.0015585+6.5593e-05i,-0.0015147-0.00026186i
0.0021515-0.00019457i,0.0020935-0.0014214i,0.00082546-0.0011227i,-0.00052331+0.00057794i,-0.00025637+0.00086948i,0.00059287+0.00019764i,0.00045851-0.00015111i,0.00011884-0.0005068i,0.00078069-0.00059814i,0.00088507-0.00053078i,0.00013232-0.00099546i,-7.5879e-05-0.0014243i,-0.00082389-0.00072773i,-0.0011927+0.00017144i,-0.0003239+0.00026418i,-0.00019033+0.00012652i,-0.00046243-5.6663e-05i,-0.00035965-0.00041539i,0.00034627-0.00037984i,0.00070268-0.00027081i,9.6579e-05+6.452e-05i,-0.000136+0.00024106i,-0.00022388+0.00054858i
0.0039302+0.00085362i,0.00337+8.9675e-05i,0.0010529-0.00058885i,-0.00012653-0.00021719i,7.5101e-05+0.00012376i,0.0001635+0.00079536i,0.00033246+0.00057925i,0.00072983+1.0862e-05i,0.00075453+0.00022593i,-0.00014827-0.00050759i,-0.00096252-0.0009046i,-0.0016288-0.00044155i,-0.0014561+0.00019475i,-0.0010078+0.00077036i,-0.000819+0.00060921i,-0.00096654+0.00014575i,-0.00082073-0.00018819i,4.9611e-05+2.4344e-05i,0.00011168+0.0002814i,4.5694e-05-0.000121i,-0.00027189-0.00043514i,-0.00037417-0.0008253i,-0.00014792-0.00091649i
0.0010995-0.0010554i,0.00019151-0.0019381i,-0.0010674-0.0016637i,-0.0022892+0.0004498i,-0.0019324+0.0013089i,0.0002714+0.00045829i,0.0010183-0.00097724i,0.00049154-0.0015688i,0.00014564-0.0012096i,-0.00011056-0.00085251i,0.00078917-0.00086221i,0.0010968-0.00055154i,0.00045857-0.00032945i,-0.00016938+0.0005778i,-0.00098727+0.00078537i,-0.0011781+0.00036776i,-0.00029196-9.4405e-05i,0.00043783-0.00054814i,-0.00026037-0.00055026i,-0.0012565+4.3949e-05i,-0.0011139+0.00021541i,-0.00054312+0.0001864i,-0.00056878+2.3843e-05i
0.0027775-0.0018312i,0.0027686-0.0023982i,0.00044547-0.0023777i,-0.001178-0.00059202i,-0.00045253+0.0011983i,0.00090985+0.0017026i,0.00099262+7.877e-05i,0.00032605-0.0010353i,-5.1437e-05-0.00059995i,-0.00014003+5.5428e-05i,0.00013257+0.00039795i,-0.0001751+0.00040284i,-0.00022388+0.00067441i,-0.00025204+0.00074186i,-0.00040942+0.00097238i,-0.00048141+0.0012863i,-0.0004299+0.00050098i,0.00037863-0.00018759i,0.00057214+1.31e-05i,-4.5403e-05-0.00019452i,-0.00022805-0.00013213i,-0.00016037+0.0010283i,-0.00012832+0.0015853i
0.00043761-0.0017892i,0.00084169-0.0018809i,0.00021347-0.0012572i,-0.00055557+0.00059064i,0.00015225+0.0016589i,0.00099283+0.00035232i,0.001066-0.00072383i,0.00046467-0.00098948i,-0.00030152-0.0010405i,-0.00086545-0.00075804i,-0.00082323-0.00078083i,-0.00063695-0.00057368i,-3.6993e-05+0.00015998i,0.00048406-0.00011887i,0.000658-0.00047713i,0.00025936+0.00015038i,0.00013325+0.00036243i,0.00013097+0.00018617i,-0.00051114+0.00021227i,-8.3163e-05+0.00017572i,0.0012422-0.00015042i,0.0011686-0.00019875i,0.00029743-4.9576e-05i
0.0030532-0.00048284i,0.0026392-0.00059943i,0.0019146-8.1511e-05i,0.00052975-0.00086886i,0.00062302-0.001913i,0.001579-0.0013543i,0.0018031-0.00053145i,0.0013528-0.00065468i,0.00042889-0.0010325i,0.00024634-0.0015074i,0.00075805-0.00096222i,0.00081824-0.00039501i,-0.00023817-0.00030505i,-0.0015443-0.00014839i,-0.0020549+0.00016232i,-0.0012831-0.00020478i,-0.00021153-0.00038452i,-7.638e-06-0.00015859i,0.00020309+0.00028108i,0.00032742+0.00045335i,0.00025672-0.00066976i,3.1878e-05-0.00052729i,-0.00044308+0.00059425i
0.0030915-0.0011794i,0.0021359-0.0021945i,-0.00027822-0.0017003i,-0.0020976-0.00040839i,-0.0021674+0.00048407i,-7.6967e-05+0.00043159i,0.0018852+0.00016556i,0.0015032-2.2514e-05i,0.0006646+0.00012257i,0.00016259+0.00043837i,3.3677e-05+6.367e-05i,-0.00014144+0.00047629i,-0.0009906+0.00037797i,-0.00094477+0.00034065i,-0.00060779+0.00072295i,-0.00062206+0.00031736i,-0.00038443+6.0446e-05i,-0.00055277-0.00062021i,-0.00065276-0.0011906i,5.4447e-06-0.0011211i,0.00014299-0.00073724i,3.3241e-05-0.00058363i,-0.0003732-0.0007755i
0.0019836-0.00026623i,0.00034982-0.0007096i,-0.0013032-0.00039083i,-0.0011149+0.0011171i,0.00036013+0.0025962i,0.0016076+0.0017406i,0.0016377-0.00050939i,0.0011375-0.0014886i,0.00046889-0.0010752i,-0.00055089-0.00074371i,-0.00089338-0.00054677i,-0.00083058-0.00041312i,-0.00034492-0.0002315i,5.9819e-05+0.00018482i,-0.00036518+0.00021364i,-0.00074436+1.4218e-05i,-0.0013535+0.00040358i,-0.0010843+0.00076333i,0.00030105+0.00052702i,0.00061811-0.00024758i,0.00093097+1.9083e-05i,0.0006932+0.00078977i,8.9043e-05+0.00023906i
0.0021891-0.00046916i,0.0015039-0.00095734i,0.00027368-0.0011629i,-0.00063559-0.00040773i,-0.00086101+0.00018338i,-7.1443e-05+0.00020319i,0.00032868+0.00018066i,0.00034137+0.00026301i,0.0001541-5.3037e-05i,0.00013965-0.00089546i,0.00050262-0.001332i,0.00039407-0.00060167i,-0.00019112+8.687e-05i,-0.00051078+5.203e-05i,-0.00062394-0.00042769i,-0.00045383+0.00010552i,-0.00022591+0.0012824i,-0.0010623+0.0012339i,-0.0014521+0.00081544i,-0.00089992+0.00025997i,0.0001342-0.00026709i,0.00098827+0.00022553i,0.00056402+0.00047291i
0.001866-0.002146i,0.001248-0.0011084i,-0.00034121-0.0011196i,-0.00030519-0.0011896i,0.00017201-0.0001697i,0.00029925-0.00024368i,0.0010082-0.0011436i,0.00097871-0.0012113i,0.00056273-0.0018081i,0.00045069-0.0014228i,-0.00048914-0.00087659i,-0.00068931-0.0011007i,-2.2697e-05-0.00070885i,0.00052592-0.00034334i,0.00069349+0.00028026i,-0.00044533+0.0011399i,-0.0011434+0.00060966i,-8.1728e-05-0.00025228i,0.0012291-6.3013e-05i,0.0011029+4.4877e-05i,0.0006992+0.0003348i,0.00062408+0.00067805i,0.00059426+0.00073808i
0.0023642+0.0022793i,0.00237+0.0010173i,0.0009258+0.0012793i,0.0012238+0.0017422i,0.0014745+0.0010904i,0.00093128+0.00017143i,0.0016114-0.000621i,0.0018718-0.00064675i,0.0010343+0.00046301i,0.00035074+0.0011764i,-0.00021037+0.00088065i,-0.00022648+3.2213e-05i,-0.00054547-0.00065673i,-0.0008792-0.00082834i,-0.00019369-0.00074657i,0.00045338+0.00040439i,0.00050939+0.0010191i,0.00046892+0.00015117i,0.00026459-0.00065902i,0.00015439-0.00072617i,0.00019421-0.00029588i,3.6237e-05+0.00041375i,-0.00016889+0.00030768i
0.00086525-0.0025244i,0.00048456-0.0012873i,-0.0011865-0.00025262i,-0.0013782+0.00078807i,-0.0007623+0.0011144i,0.00025325+0.00094462i,0.00076916+0.00040352i,0.00031105-0.00019546i,-0.00065556-0.00048109i,-0.0017068-0.00054901i,-0.0014613-0.0001465i,-0.00031081+0.00011998i,-0.00020094+0.00014139i,-0.00016439+0.00021828i,0.00029065+0.00056738i,-0.00071221+0.0011736i,-0.00072126+0.0012848i,-8.075e-05+0.0006996i,-0.00010948-0.00025375i,6.964e-05-0.00046949i,0.00023081+4.7179e-06i,0.00041523+0.00025468i,-6.993e-05+0.00035787i
0.0026398-0.0023949i,0.0016215-0.0026655i,0.0009712-0.0015472i,-0.00021125+0.0002385i,-0.0013209+0.0016552i,-0.00065781+0.0020752i,0.00066194+0.0010618i,0.0010703-0.00059468i,0.00092697-0.0015674i,0.00040282-0.00086265i,-0.00017876-0.0003515i,-0.00090885-0.00037196i,-0.0010731+0.00023459i,-0.00075216+0.0014827i,-0.00072613+0.0014402i,-0.00078652+0.00090053i,-0.00051944+0.00052471i,3.0441e-05-8.9086e-05i,0.00062594+2.1787e-06i,0.00053482-8.3635e-05i,-0.00057412-0.00035887i,-0.0009655-0.00022232i,-0.00056192-0.00020037i
0.0036516+0.00097382i,0.0037165-0.00039817i,0.0017544-0.00059179i,0.00079964-0.00023142i,0.0014638-6.6154e-05i,0.0019024-0.00045583i,0.0012266-0.00073102i,0.00022891-0.00046651i,-0.00019508-0.000465i,0.00022158-0.00063667i,0.00091098-0.0009611i,0.00092662-0.00080711i,5.4211e-05-0.00042443i,-0.00064671-0.00025134i,-0.0007163-0.00060112i,-0.0010655-0.0013007i,-0.00058566-0.00081922i,-0.00026809+0.00023789i,-0.00067867+0.00072013i,-0.00065938+0.0004345i,-8.6056e-07-0.00024347i,8.5402e-05-0.00016647i,-1.3364e-05+0.00020619i
0.0017854+0.0026174i,0.0032151+0.0014749i,0.0017616+0.0016496i,0.00015777+0.002121i,0.00089403+0.0017416i,0.00099296+0.00050167i,0.00038066-0.00019407i,0.00034445-0.00056344i,0.00051668-0.00077491i,-5.6727e-05-0.00028306i,-0.00027292-0.00048732i,0.00024157-0.00043902i,-0.00029077-0.00020053i,-0.00071534-0.0011886i,-0.00093346-0.0016225i,-0.0010906-0.00093802i,-0.0007791-7.778e-05i,-0.00025493+9.6639e-05i,-0.00019822-0.00044269i,0.0001033+3.1951e-05i,0.00067603+0.00043382i,0.00056024+0.00016928i,0.00041454+0.00067158i
0.0029524-0.0023025i,0.00151-0.0026392i,0.00010933-0.0025159i,-0.0011227-0.0010321i,-0.00085317+0.00081993i,0.00062973+0.0005724i,0.0012573-0.00028856i,0.00037208-0.0003999i,-0.00013401-0.000521i,0.00034206-0.0006504i,0.00048594-0.00039213i,0.00039302-0.00060632i,0.00050033-0.00065069i,0.00066312+4.5233e-06i,0.00053109+0.00064286i,6.8047e-05+0.00019747i,-0.00015611-0.00027944i,-6.1319e-05-0.00027217i,0.00011279+0.00010689i,0.00046263+0.00036874i,5.998e-05+0.00013152i,-0.00041788-0.00014828i,4.1816e-05-0.00041957i
0.0033596+0.0010293i,0.0022759-0.00012953i,0.00083254+0.00091439i,0.00020097+0.0016921i,0.00025791+0.0012216i,7.9457e-05+0.00026926i,0.00044546-0.00086911i,0.00088946-0.0006089i,0.0010002-5.8864e-05i,0.00011132+0.00036544i,-0.00045036+0.00074093i,-0.00019754+0.00032476i,-0.00036962+0.00058899i,-0.00095259+0.00094944i,-0.0012305+0.00033064i,-0.0013336-4.7756e-05i,-0.0010148-0.00034623i,3.6587e-05-1.1241e-05i,0.00088147+0.00068174i,0.00070194+0.00093373i,-9.799e-05+0.0007239i,-0.00052537+0.00050767i,-0.00054676+0.00019794i
0.00063225-0.00057425i,0.00010965-0.0007264i,-0.0015352+0.00041465i,-0.0025256+0.0012633i,-0.0011251+0.0014255i,0.00065148+0.00063564i,0.001283-0.00037735i,0.0015132-0.00043437i,0.0010874-0.00047753i,0.00041475-0.00026015i,0.00021399-3.2306e-05i,-0.00055068+4.1572e-05i,-0.00052072-0.00025244i,-4.5146e-05-0.00083702i,-0.00030265-0.0010429i,-0.00093087-0.0002873i,-0.00091959+5.6405e-05i,-0.00010421-0.00024597i,0.00040214+1.9651e-05i,0.00022476+4.8379e-05i,0.00031028-4.2175e-05i,-8.604e-05+0.0002786i,-0.0004324+0.00010702i
0.0031456+0.00028334i,0.0021608-0.00060587i,0.0015136-9.8853e-05i,0.00092809+0.00064071i,0.00034154+0.00036963i,-0.00043174-0.00032085i,-0.00039703-0.00079506i,0.00049135-0.0011763i,0.0010368-0.0010431i,0.00097312-0.00045754i,0.0010194+0.00036019i,0.00070153+0.00078098i,3.3413e-05-0.00047284i,-0.00055704-0.00081244i,-0.00047114-0.00035196i,0.00034782+0.00026831i,0.00086909+0.00080628i,0.0011767+0.00082039i,0.00077548+0.00043866i,-0.00050306+0.00019495i,-0.0010275+0.00040974i,-0.00023863+0.00034373i,0.0003802+0.00027335i
0.0035871-0.0005612i,0.0034777-0.00030783i,0.0023779-0.00042454i,0.0004705-0.00058943i,-0.00050199-0.00095385i,8.3026e-05-0.00053309i,0.00096723+0.00011331i,0.0013385+0.00010249i,0.0017879-0.00031396i,0.00077281-0.0014144i,-0.00074512-0.0016927i,-0.00097074-0.00077989i,-0.0008045-0.00013112i,-0.00085293+0.00021536i,-0.0011489+0.00013286i,-0.00044899+2.5766e-05i,0.00086429-0.00043506i,0.0011806-0.00054813i,0.00014806-8.9848e-06i,-0.00038818+0.00036927i,0.00013821-0.00024477i,0.00014394-0.00088777i,0.00020031-0.00090656i
0.0032726-0.0029356i,0.0013721-0.0034946i,-0.0013757-0.0027734i,-0.0019248-0.00084308i,-0.0012344+0.0013126i,-0.0009814+0.0013465i,0.0001136-3.4895e-05i,0.00099678-0.0013322i,0.0015708-0.0019047i,0.0014273-0.00080171i,0.00016126-0.00063036i,-0.00066487-0.00082899i,-0.00060386-0.00039555i,2.7692e-05-0.00020329i,-0.00019667+0.00030366i,-0.00091322+0.00064619i,-0.00062233+0.0010538i,-6.0946e-05+0.00077774i,9.1439e-05+0.00018743i,0.0004345+0.00025716i,0.00074126-2.221e-05i,-0.00014881+0.0003009i,-0.0011101+0.00038532i
0.0015794+0.00016778i,0.0017291+6.3954e-05i,0.00042844-0.000559i,-0.00045639+6.422e-05i,-5.8734e-05+0.0008851i,0.00073326+0.00079183i,0.00082582+4.2765e-05i,0.0012677-0.00032945i,0.00074794-0.00054031i,0.00015191-0.0004456i,4.71e-05+0.00043379i,0.00010075+0.00039111i,0.00011096-0.0007101i,-0.00024937-0.00096268i,1.4294e-05-0.0005211i,0.00060317+0.00034184i,1.9734e-05+0.00046584i,-0.00035569-0.00023735i,0.00041222-0.00056936i,0.00077102-1.9822e-05i,0.0001647+0.00051113i,-0.00028311+0.00068261i,-0.00045229+0.00042154i
0.00090741-0.0014293i,0.0011417-0.0018516i,0.00097525-0.0003503i,-0.00024482+0.0011631i,-0.00051345+0.00034684i,0.0004307-0.0012732i,0.0011749-0.0008841i,0.0010807-0.0004749i,0.00051139-0.0010832i,9.7204e-05-0.00093506i,-0.00032909-0.00043733i,-0.00066127-0.00011523i,-1.9748e-05+0.000112i,0.0001519-6.0591e-05i,-8.119e-05-0.00039125i,0.00046737-0.00081189i,0.00044768-0.00032181i,-0.00049057+0.00010899i,-0.00063022-0.00028308i,-0.00032056-0.00064241i,6.1811e-05-0.00064254i,0.0011598+8.3653e-06i,0.0010084+0.00027293i
0.0019413-0.00093023i,0.001832+0.00049394i,5.6552e-05+0.0004633i,-0.0010605+0.00047141i,-0.00090135+0.00059657i,0.00056684+0.00011061i,0.0013592-0.00055245i,0.00089696-0.0012864i,0.00019984-0.0011859i,-0.00020093-0.00061069i,-0.00019826+8.4648e-05i,1.1912e-05+4.5889e-05i,4.9434e-05-0.00062135i,0.00010399-0.00047399i,-0.00033351+0.00033088i,-0.00029088+0.0011621i,-0.00022359+0.00082776i,-5.1607e-05+0.0003786i,0.00015321-0.0002892i,0.00014497-0.00078337i,9.0988e-05-0.00050239i,-6.2096e-05+0.00025856i,4.9877e-05+0.00062238i
0.0016717-0.0014615i,0.0015619-0.001335i,0.00048103-0.00064564i,-0.00050214-0.00041362i,-0.00044709+0.00010075i,0.0004625+7.9872e-05i,0.0018055-0.00035956i,0.0016893-0.00021762i,0.00067518-0.00015902i,0.00043204-4.166e-05i,-0.00023837+0.00025336i,-0.00085248+0.00016653i,-0.00052314-0.00041262i,-0.00028587+0.00021571i,-0.0010514+0.00023651i,-0.001067+7.7092e-05i,0.00029918+7.1698e-05i,0.00097903+0.00028975i,0.00071965+0.00069593i,1.4434e-05+0.00069329i,-0.00056833+0.00079541i,-0.00030037+0.00099365i,-1.7565e-05+0.0012424i
0.0028207+0.00032007i,0.0036502+0.0002334i,0.0012642-5.7803e-05i,-0.0003415+0.0015658i,-0.00031934+0.0029159i,0.00051391+0.0014126i,0.0010677-0.00091815i,0.0009829-0.0015205i,0.00061821-0.00061449i,0.00044569+0.00049922i,0.00074014+0.00089891i,0.00081017+0.00063394i,0.00047324+3.1116e-05i,6.8368e-05-0.00046082i,0.00030278-5.6051e-05i,-0.00032902+0.0001555i,-0.00080356-0.00081154i,-0.00030935-0.00088613i,-0.00012639+0.00022722i,0.00022336+0.00040679i,0.00055032-6.7342e-05i,0.0001345+8.5241e-05i,0.00035658+0.0010562i
0.0019691-0.00081835i,0.0011511-0.00040552i,-0.00083547-0.0010693i,-0.0014009-0.00067269i,-0.00096046+0.00018759i,0.00071442+0.00015072i,0.0018676-0.00092386i,0.0014369-0.00094773i,0.00048631-0.00063005i,0.00053973-0.00089783i,0.00026384-8.8807e-05i,-0.0005916+0.00020357i,-0.0012468-0.00034013i,-0.0011535-0.00067609i,-0.00055619-7.8467e-06i,0.00025205+0.00037762i,0.0010584+0.00079926i,0.0011024+0.0016124i,0.00038256+0.00093451i,-2.1067e-05-3.468e-05i,0.00069978-0.00029566i,0.00096181-0.00068747i,0.00040978-0.00099128i
0.0020696+0.00075414i,0.0021581+0.00099241i,0.00050062+0.00026181i,-0.00020587+0.0002338i,0.00015334+0.00019821i,0.0010485-0.00014817i,0.0012989-0.00019419i,0.0015957-0.00039021i,0.0015509-0.00026813i,0.00093002-0.00025881i,0.0006119-0.0005055i,-0.0001212-0.0005952i,-0.00056354-0.00059487i,0.00016115-0.0005203i,0.00026731+9.765e-05i,-6.243e-05+0.00047788i,0.0001809+0.00033541i,0.00017142+0.00033312i,7.8172e-05-7.1091e-06i,9.4597e-05+0.00023052i,-1.7808e-05+0.00061314i,8.9942e-05-0.00015953i,0.00016163-0.00034581i
0.0014322-0.000838i,0.0015611-0.00072851i,-0.00021866-0.00051355i,-0.0012549+0.00046202i,-0.00028411+0.00096522i,0.00091552-0.0001744i,0.0011187-0.00097316i,0.00085985-0.0012882i,0.00045937-0.00171i,-0.00062263-0.0011112i,-0.00070268-0.00019162i,0.00082939-4.2503e-05i,0.00074607-0.00036609i,-0.00026161-0.00079392i,-0.00082278-0.0003878i,-0.00065261+0.00022202i,-0.00016132+0.00022294i,0.00019092+8.288e-05i,-8.5453e-05+0.00019742i,-0.00052409+0.00040058i,-0.00023768+0.00020825i,-0.00021214+0.00052811i,-0.00038726+0.00045976i
0.0028198-0.000968i,0.0020149-0.00021798i,0.00021084-0.00070451i,-0.00054054-0.0004182i,-0.0005115+0.00061827i,-7.8764e-05+0.0007578i,0.001037-0.00046328i,0.0010845-0.0014791i,0.00044866-0.0010672i,0.00093543-0.0012925i,0.0010298-0.0011021i,0.00041811+0.0001252i,0.00014114+0.00052346i,-4.1425e-05+0.00032037i,-0.00020714+2.883e-05i,-0.00078684-0.00042747i,-0.0010436-0.0004868i,-0.00054234+3.0525e-05i,-0.00030857+0.00071443i,-0.00065636+0.00064758i,-0.00080309+0.00016638i,-0.00073913+0.00016529i,-0.00060661+0.00025639i
0.0052317+0.0006721i,0.0046535+0.00039116i,0.0024073-0.00066428i,-0.00013772-0.0011225i,-0.00094121-0.0013491i,-0.00025217-0.0015036i,0.001003-0.0011593i,0.0010146-0.0011696i,0.00018962-0.0011239i,1.063e-05-0.00047917i,-0.00034286+0.00018922i,-0.00072486-0.00036187i,-0.00038873-0.00086336i,-3.5818e-05+3.414e-05i,-0.00039763+0.00075461i,-0.00031312+0.00053767i,-0.00017809-3.0722e-05i,-0.00045819-0.0001185i,-0.00024663-0.00072509i,0.00050947-0.001342i,0.00057914-0.00043937i,6.0843e-05+0.00041273i,-0.00091025+8.5253e-05i
0.0021477+0.0011268i,0.0025178+0.0013059i,0.0013019+0.00061033i,0.00048276+0.0009995i,0.0014433+0.0014567i,0.0019043-0.00014749i,0.00078464-0.0012342i,0.00098546-0.0011979i,0.00070901-1.1083e-05i,-0.00017898+0.00029285i,-0.00013403-0.00089632i,-0.00036746-0.00097447i,-0.00063899-0.00081486i,-0.00040473-0.00068521i,-0.00038974-0.00052807i,-0.00036116+0.00019675i,-8.034e-05+0.00015519i,-0.000255-0.00018852i,-0.00070346-0.00041296i,-0.00047332-0.00012248i,-0.00065928+0.00050046i,-0.00011158+0.00028474i,0.00025858-0.00042055i
0.0017008-0.0028063i,0.00070294-0.0023652i,-0.0018649-0.00093026i,-0.0022413+0.0010181i,-0.00030889+0.0017505i,0.0013668+0.0012294i,0.0018123+0.00011526i,0.0012455-0.0010497i,0.00027917-0.0018781i,7.9082e-05-0.0013175i,0.00077017-0.00018185i,0.00087931+6.8859e-05i,0.0008378-0.0005605i,0.00061035-0.00036452i,2.1753e-07+5.0615e-05i,-0.00048195-0.00037638i,-0.00046425-6.5729e-05i,9.0778e-05+0.00058474i,9.4316e-05+0.00016719i,-5.9654e-06-0.00040443i,-0.00062963-9.9437e-05i,-0.00098474-0.00011874i,-0.00045996-0.00091959i
0.0025438-0.0001627i,0.0022443-0.00105i,0.00081258-0.0011028i,7.5936e-05+0.00043909i,-0.00010079+0.0015915i,8.7096e-05+0.0011133i,0.0012123-0.00073729i,0.0020605-0.0017767i,0.0012361-0.001258i,0.00046744-0.00055251i,7.9048e-05-0.00016684i,0.00021563-0.00013421i,4.9405e-05+0.00033419i,-0.00095659+0.00058583i,-0.0012899+0.00074957i,-0.0013628+0.00081168i,-0.0011004+0.00025851i,-0.00022546-0.000172i,0.0001482-6.1591e-05i,0.00047204+4.627e-05i,0.00081769+1.1628e-05i,-7.4732e-05+0.00023486i,6.3024e-05+0.00017793i
0.0013368-0.0018116i,0.0010132-0.0016878i,0.00015823-0.0008906i,-0.0010614+0.00042555i,-0.0010556+0.00086246i,1.6228e-05+0.00037133i,0.0012868+0.00026056i,0.0019176-1.2695e-05i,0.001144-0.00027041i,0.00012013-0.00029102i,0.00023381+0.00031419i,0.00068147+0.00054316i,7.7196e-05-3.6583e-05i,-0.00013334+0.00011732i,-0.0003339+0.00061739i,-0.00085298+0.00034922i,-0.00063848-0.00015364i,0.00016051-0.00020166i,0.0003255+0.0001026i,-0.00040656+0.00040867i,-0.0011491+0.00034501i,-0.0011208+0.00051425i,-0.0008601+0.00033725i
0.0025899-0.00046109i,0.0019502-0.00071571i,-0.00046517-0.00117i,-0.0021467-0.00089244i,-0.0020803-0.00012159i,-0.00052143+0.00060646i,0.0010193+0.000399i,0.0012912-0.00056161i,0.00084383-0.00071547i,-0.00015521-0.00074182i,-0.00085636-0.00036892i,-0.00064268+0.00021611i,-3.7901e-06+0.00033174i,0.00045887+0.0008701i,0.00023226+0.00037124i,-3.4138e-06-0.00044351i,-0.0005537-0.00010494i,-0.00079545+0.00064013i,9.3441e-05+0.00040899i,0.00019422-0.00013029i,-0.00035183-0.0003417i,-0.00076466-5.8225e-05i,-0.0006424-0.00011921i
0.0027706-0.00088667i,0.0011752-0.0018887i,-0.00038034-0.0020803i,-0.00066783-0.0010106i,-0.00057856+0.00029039i,-0.0005782+0.00071252i,0.00030616+0.00041302i,0.00093257-0.00078445i,0.00072725-0.0015128i,6.4509e-05-0.001387i,-0.0003244-0.0010304i,-0.00094095-0.00066444i,-0.0013776-9.518e-05i,-0.00098999-0.0005244i,-0.00084976-0.00068664i,-0.000941+0.000322i,-0.00089305+0.00090088i,-0.00055666+0.00050262i,-0.00024679+3.8518e-05i,6.2794e-05-6.9407e-05i,0.00052984-0.00035532i,0.00070839-0.00041194i,0.00036769+0.00013133i
0.002404-0.0033572i,0.0024265-0.0036752i,-0.0012343-0.0026497i,-0.0028678-0.00011977i,-0.0017048+0.0015475i,8.752e-05+0.0018414i,0.0019161+0.00076178i,0.0020869-0.00087637i,0.00096809-0.0016992i,0.00028608-0.0012311i,0.00055937+2.9994e-05i,0.00088853+0.0011282i,0.00095171+0.0017578i,0.00069255+0.0017758i,0.0002035+0.00080964i,0.00013275+0.00031804i,3.2359e-05+0.00027378i,-0.00032486-0.00055339i,0.00011729-0.00060913i,0.00023243-0.00037029i,-0.00046505-1.7933e-05i,-8.8722e-05+0.00050916i,0.00051258+5.61e-05i
