-0.00015202+0.00051268i,0.0011526-0.0010508i,0.0021839-0.0021286i,0.0021993-0.0019763i,-0.00013155-0.0015671i,-0.0015417-0.00071185i,-0.0022038-0.00025083i,-0.0026715+1.4775e-05i,-0.0015681+0.00016088i,-0.00061215+5.4864e-05i,7.7671e-05-0.00068245i,0.00094527-0.00071414i,0.00094707-0.0007638i,0.00051365-0.0010268i,0.00033738-0.00068377i,0.00010784-0.0010731i,-0.00097663-0.0019333i,-0.00076313-0.0018475i,-2.0345e-05-0.00088809i,9.0104e-05+8.1779e-05i,5.7964e-05+0.00053981i,-0.00032168-5.3203e-05i,-0.00041464-0.00061453i
0.0010047+0.0015312i,0.0026365+0.0038586i,0.0035511+0.0058159i,0.0010396+0.0061649i,-0.0018054+0.0038215i,-0.0022778+0.0010116i,-0.0015541+0.00068308i,-0.00048095+0.0011141i,1.3682e-05+0.00048933i,-7.441e-05-2.8376e-05i,0.00025488+1.9838e-05i,0.0011285-2.1208e-05i,0.0016041-0.0006228i,0.001372-0.0018237i,0.001084-0.0024417i,0.00051662-0.0017261i,0.0004896-0.00023222i,0.00050573+0.00057117i,0.00099278-0.00016741i,0.0010161-0.00029391i,-0.00024402+3.5321e-06i,-0.00058631-0.00032339i,-2.3721e-05-0.0001591i
-0.00041567-0.00074915i,0.0017449-0.00067197i,0.0045058+0.0010762i,0.0061993+0.0047165i,0.0042309+0.0063i,0.001845+0.0046782i,0.0019139+0.0021742i,0.0016086-0.00021259i,0.00029635-0.00092737i,-0.00071731-0.0011179i,-0.0013248-0.0018477i,-0.00098312-0.0011121i,-0.00052747-0.00011746i,-0.00066563-4.6282e-05i,-0.00049768-0.00090608i,-0.00015364-0.0015615i,-0.00010422-0.0010955i,-0.00027457-0.00044486i,-0.00050251-8.8278e-05i,-0.0001161+8.1225e-06i,0.00027444-7.0702e-06i,0.00025776+0.00021582i,-1.8956e-05+0.00023026i
0.0018286-0.00040436i,0.0029943-0.0015524i,0.0055249-0.0031057i,0.0072477-0.0036921i,0.0063841-0.0022151i,0.0042696-0.00092988i,0.0019657-0.0011139i,-0.00059078-0.0018478i,-0.0019335-0.0020285i,-0.0017995-0.0012709i,-0.00095513-0.00073189i,-7.8443e-05-0.00050377i,0.00038666+2.6259e-05i,0.0001782+0.00038373i,-0.00036177+0.00036168i,-0.00080472+0.0007748i,-0.00086213+0.00065704i,3.7374e-05-0.00024549i,0.00080969-0.001127i,0.00037786-0.0011863i,-0.00069618-0.00046846i,-0.0011951-0.00012503i,-0.000832-0.00030476i
-0.0020388-0.0018731i,-0.002896-0.0014782i,-0.002195-0.0042064i,0.00016003-0.0060344i,0.0028063-0.0052554i,0.0034821-0.0038497i,0.0021503-0.0031366i,-0.00024024-0.0028185i,-0.0024438-0.00089495i,-0.0027607+0.0012043i,-0.0015556+0.0017244i,-0.00044514+0.0021563i,-0.00024815+0.0023431i,9.701e-05+0.0022592i,0.00051684+0.0024971i,0.00069746+0.0018182i,0.00038542+0.00080831i,-0.00086483+0.0003448i,-0.0014333-0.00020558i,-0.001405-0.00058997i,-0.0016279+3.9051e-05i,-0.00055312+0.0006819i,0.00030523+0.0014658i
-0.00046986-0.00082232i,-0.0011041-0.00014815i,-0.0034518-0.000908i,-0.0055129-0.0036908i,-0.0051488-0.0063761i,-0.003001-0.0056056i,-0.0016351-0.0029069i,-0.0019902-0.00046882i,-0.0010402+0.0011848i,0.00051333+0.0023152i,0.00028023+0.0017038i,0.00043037+0.00047317i,0.0016784-7.0077e-05i,0.0021336+0.00016647i,0.002003+0.00037963i,0.0018102-6.6501e-06i,0.0020668-5.6341e-05i,0.0013053+0.0004578i,0.0006195+0.00048193i,4.0052e-05-0.0001451i,-0.00035884-0.00025873i,-0.00052929+0.00065095i,-0.00055039+0.0012244i
-0.0003895+0.0015907i,-0.00087762+0.0027554i,-0.0012078+0.0064225i,-0.0018767+0.0089085i,-0.0031384+0.0059395i,-0.0037428+0.0011684i,-0.0029586+0.00055128i,-0.0012753+0.0014412i,0.00059147+0.00070591i,0.0019177-0.00049629i,0.0022311-0.0002728i,0.001533+0.00022186i,0.0010657+0.00035551i,0.0010439+0.00014771i,0.0017901-0.00048895i,0.0024907-0.00049191i,0.001851-0.0004172i,0.00032755+0.00051341i,-0.00055643+0.0016266i,-0.00064554+0.0014816i,-0.00052721+0.00064546i,9.7423e-05+0.00025118i,0.00055111+0.00093508i
0.0019099-0.00044726i,0.0032119+0.00047238i,0.0055317+0.0028993i,0.0055225+0.0058307i,0.0015926+0.0065454i,-0.0018722+0.0053555i,-0.0016676+0.0038988i,-0.00013465+0.0018173i,0.00010837-0.0002234i,-0.00062037-0.0010642i,-0.0010075-0.0007577i,-0.00051597-0.00094981i,-0.00011464-0.0017401i,0.00045578-0.001619i,0.00067589-0.0010917i,0.00015235-0.00052676i,0.0005086-0.0002697i,0.00048414-0.00012065i,0.00094222-2.2622e-05i,0.00087054+0.00052694i,-0.00067377+0.00066803i,-0.0010914+0.00040901i,-0.00061288-0.00025459i
0.0014791+0.0010103i,0.0038744-0.0010374i,0.0095224-0.002982i,0.014144-0.0018954i,0.012806+0.00085496i,0.0072232+0.0011625i,0.0031454-0.00019525i,0.0013414-0.0010944i,0.000438-0.0014382i,-0.00064314-0.00094241i,-0.0010422-0.00071853i,-0.00056113+3.2294e-06i,-0.00057426+0.00081168i,-0.0011711+0.00053508i,-0.0012244+0.00030384i,-0.00095544+0.00062594i,-2.7451e-05+0.0008411i,0.00073873+0.00053464i,0.00019194+0.00050581i,-0.00011066+0.0010096i,0.00027363+1.4813e-05i,-0.00017103-0.00055308i,-0.00096296-0.00042801i
0.0010068-0.0022925i,3.7733e-05-0.0032806i,0.00024242-0.0065925i,0.0030592-0.0086781i,0.0060134-0.0064698i,0.0049679-0.0036989i,0.0022247-0.002768i,0.0014204-0.0021049i,0.00057516-0.0010349i,-0.0010919+0.00057193i,-0.0014069+0.0010087i,-0.0014715+0.0010194i,-0.00088059+0.0010976i,-0.00041478+0.00081119i,-0.00077425+0.00039758i,-0.00042182+0.00068573i,0.00032547+0.0012254i,-3.5807e-06+0.0013485i,-0.00050605+0.00095245i,0.00011464+0.00059682i,9.1163e-05+0.00043188i,-0.0011397+0.00041574i,-0.00098314+0.00065589i
-0.00056894-0.00023118i,-0.0017114+0.00046619i,-0.0045097-0.0015714i,-0.0056683-0.0056832i,-0.0039182-0.0084625i,-0.0013694-0.0072499i,-0.00045454-0.0048224i,-0.0014468-0.0029468i,-0.0015778-0.00030948i,-0.00051701+0.0010865i,-0.00017511+0.00057901i,5.587e-06+0.0004538i,0.00056508+0.0003721i,0.0012269+0.00036063i,0.0010657+0.00042001i,0.0010693+0.00017141i,0.001073-1.2806e-05i,2.1204e-05-1.1113e-05i,-0.00033859-0.00021657i,-8.0318e-05-0.00070946i,0.00018509-0.00094095i,0.00030075-0.00037746i,9.0122e-05+0.00079817i
0.0014992-0.00088549i,-0.00024257+0.00098193i,-0.0038074+0.003999i,-0.0081855+0.0044025i,-0.0097565+0.0011463i,-0.0079453-0.0012031i,-0.0055131-0.00063021i,-0.0034448+8.1401e-05i,-0.00071861+6.6973e-05i,0.00071363-0.00051917i,0.00075478-0.00054827i,0.0011553+0.00033803i,0.0020133+0.0012224i,0.0018644+0.00060012i,0.0013847-0.00090444i,0.0011338-0.00019333i,0.00061009+9.2137e-05i,0.00072176-0.00050093i,0.00058059+0.00021148i,0.00014365+0.00017078i,0.00019846+0.00021533i,0.00072736+1.5101e-05i,0.0014428-0.00021341i
0.00177+0.0013645i,0.0043113+0.0032368i,0.0060421+0.0077811i,0.0052288+0.011802i,0.0011147+0.01047i,-0.0023085+0.0055177i,-0.0026856+0.0028713i,-0.0017411+0.0021371i,-0.00064227+0.0012553i,0.00016334-0.00015341i,0.00066403-0.00040712i,0.00098797-0.00045751i,0.00047973-0.0010929i,-1.7133e-05-0.0010753i,0.00079824-0.00046889i,0.0013733-0.00014052i,0.0011692+0.00023212i,0.00082099+0.00060321i,2.3039e-05+0.00088075i,-0.00018905+0.0012129i,-9.4609e-06+0.0010015i,0.00021233-0.00014266i,0.00089353-0.00074863i
0.001519-0.00063593i,0.0040589-0.00092174i,0.0092769+6.8406e-05i,0.013063+0.0040493i,0.010749+0.0065691i,0.0056143+0.0055486i,0.0034886+0.0028369i,0.0025608+0.00028815i,0.00042086-0.0013474i,-0.0015286-0.0009001i,-0.0012132+0.00074277i,-3.2646e-05+0.00068245i,-0.00038743-0.00072475i,-0.00073278-0.00059521i,-0.00050571-0.00032187i,-0.00040251-0.00095125i,0.00029571-0.00043073i,0.0010069+0.00045619i,0.0010873+0.00072529i,0.00078241+0.00058357i,9.1509e-05+0.00015296i,-0.0014167-9.6404e-05i,-0.0020851-0.00017882i
-0.0002296+8.0513e-05i,0.00096974-0.0017494i,0.0043639-0.005007i,0.0098696-0.0092206i,0.012724-0.0087285i,0.0091657-0.005164i,0.0047462-0.0034805i,0.0015331-0.0026925i,-0.0016075-0.0011633i,-0.002527-0.00040832i,-0.001651-0.00024144i,-0.00058611+9.4657e-05i,-0.00011991+0.00029223i,-0.00023137+0.0010101i,-0.00023592+0.0015373i,0.0006967+0.00052i,0.0014575-1.3815e-05i,0.0010664+0.0002401i,0.00016281+0.00017944i,-0.0005955+8.0682e-05i,-0.0010072+0.00039312i,-0.0011079+0.00073959i,-0.0012663+0.00079916i
-0.00024669+4.6656e-05i,-0.0013106-0.0018502i,-0.004178-0.0069206i,-0.0064385-0.011244i,-0.0049315-0.012285i,-0.001877-0.0090237i,-0.0011293-0.0054575i,-0.0019061-0.0030149i,-0.0023576-0.00048334i,-0.0015403+0.00060207i,0.00010859+0.0011423i,0.00045884+0.0012641i,0.0002844+0.001317i,0.00078659+0.0014153i,0.0006748+0.00060609i,0.00015316-0.00020451i,0.00042286-0.00057614i,0.00069119-0.0012377i,0.00094033-0.0009526i,0.00057065-0.00079328i,-7.1699e-05-0.00055804i,-0.0002978+0.00060534i,-0.00067917+0.0012143i
0.0027737+0.001194i,0.00062526+0.0019746i,-0.0040258+0.0010305i,-0.010373-0.0014825i,-0.013404-0.0049936i,-0.010264-0.0056986i,-0.0057943-0.0030592i,-0.0029564-0.00035539i,-0.00041147+0.00062368i,0.00065459+0.00045049i,0.0004043+0.00021158i,0.00060176+0.00049481i,0.0013263+0.00072528i,0.0022154+0.00064087i,0.0024543+0.00054155i,0.0019409+0.0001444i,0.00070964+0.00040588i,-0.00060911+0.00039875i,-0.00095106+0.00021904i,-0.00019005-0.00048674i,0.00078161-0.0011245i,0.001317-0.00031691i,0.0012382-0.00016803i
0.00077497+0.00022384i,0.0026505+0.0042276i,0.0034874+0.010858i,0.00092758+0.015744i,-0.0033788+0.01369i,-0.0047956+0.0074912i,-0.0034346+0.003467i,-0.0014122+0.0023415i,0.00070676+0.00064786i,0.0013759-0.0016217i,0.00098157-0.0022285i,0.00067671-0.0011751i,0.0006142-0.00042347i,0.00088714-0.00022184i,0.001257+0.00063531i,0.001229+0.00087563i,0.0012608+0.00046886i,0.0015772+0.00046877i,0.001344+0.00038055i,0.001277+0.00062634i,0.001108+0.0010215i,0.00016991+0.00021436i,-0.00027644-0.00093666i
-0.00015642-0.0010482i,0.0042804+4.231e-05i,0.01011+0.0034237i,0.013381+0.0082314i,0.011163+0.011567i,0.0056428+0.0091999i,0.0027488+0.0045863i,0.0019249+0.0010449i,0.00077049-0.001868i,-0.00086453-0.0020731i,-0.0015705-0.00056507i,-0.0011503+0.00017383i,-0.00053841-0.00045642i,0.0005072-0.0013082i,0.0011396-0.0012963i,0.0015518-0.00081404i,0.0017128-0.00028155i,0.0017097+0.00050646i,0.00094786+0.00092886i,-1.4586e-06+0.0012907i,-0.00064647+0.0008742i,-0.00072799-0.0010345i,-0.00084116-0.00098781i
0.00077575-0.0019359i,0.0016232-0.0038376i,0.0064986-0.0071461i,0.013867-0.0097145i,0.016322-0.0083309i,0.011996-0.0034123i,0.0063904-0.001528i,0.0024199-0.002724i,-0.00016184-0.0023215i,-0.0016292-0.00076416i,-0.0022877+0.00031662i,-0.0012354+0.00066335i,-0.00044649+0.00022799i,0.00011098-0.00040352i,0.00072516-0.00077643i,0.0011249-0.00099489i,0.00068705-0.0011262i,0.00064862-0.0011476i,0.0010155-0.0010876i,0.00055367-0.00065432i,0.00014239+0.00085116i,-0.00070326+0.0017669i,-0.0013012+0.001141i
0.00030951-0.00083995i,-0.00016562-0.0035327i,-0.0010394-0.0088913i,-0.0017966-0.015674i,-8.5758e-05-0.017181i,0.0020564-0.011681i,0.0017119-0.006331i,-0.00037183-0.0036431i,-0.002177-0.0007873i,-0.0019017+0.0016341i,-0.00093053+0.0017577i,-7.7521e-05+0.0010228i,0.0004297+0.00083309i,0.0001079+0.00043213i,0.00027587+0.00023361i,0.00029631-0.00010357i,-0.00044109+0.00051812i,-0.0011498+0.001279i,-0.0016937+0.00076319i,-0.0012001+7.1344e-05i,-0.00041417-0.00013816i,-0.00034151+0.0011022i,-0.0010499+0.0022372i
-0.0010945-0.0010652i,-0.0027945+0.0007384i,-0.0089442+0.0017894i,-0.016247-0.00034656i,-0.016476-0.0045967i,-0.010078-0.0071012i,-0.0046925-0.0054612i,-0.0032072-0.0020781i,-0.0027346+0.00069278i,-0.00089645+0.0012773i,0.0015072+0.0010581i,0.0017653+0.0010171i,0.0013792+0.0012601i,0.0012307+0.0014862i,0.00027365+0.00084592i,-0.00060098+0.00024082i,-0.0010482+0.00059985i,-0.00059607+0.00094479i,0.00030865+0.00074502i,0.0006685+0.0010058i,0.0005333+0.0016549i,0.00092782+0.00095121i,0.0012175-5.0853e-05i
0.0017438+0.00071927i,0.0020663+0.0038922i,0.001091+0.0094293i,-0.003359+0.014367i,-0.0088266+0.013i,-0.0093908+0.0076725i,-0.0055011+0.0042788i,-0.0021735+0.0031376i,-8.4828e-05+0.0021003i,0.00124+0.0004543i,0.0011437-0.00036495i,0.0012679-2.4303e-05i,0.0016777-8.2912e-05i,0.0015192+0.00063763i,0.0015061+0.0018355i,0.0019199+0.0020205i,0.0017436+0.0017367i,0.0012715+0.0019769i,0.0005465+0.0011683i,-0.00042254-0.00010696i,-0.0010232-0.00098913i,-0.00014409-0.0014285i,0.00072882-0.0010252i
0.0013464-0.0003321i,0.0045277+0.0016544i,0.0092774+0.0066834i,0.012955+0.012544i,0.010965+0.015002i,0.0043695+0.011486i,0.00046018+0.0060881i,0.00059973+0.0030273i,0.00087292-2.6284e-05i,0.00012307-0.0028632i,-0.00035863-0.0032007i,2.6238e-05-0.0024805i,0.0011756-0.0018155i,0.001823-0.00056586i,0.002306-1.4277e-05i,0.0032397+0.00027466i,0.0025472+0.00090177i,0.0013347+0.0010742i,0.00043047+0.00036394i,0.00021664+0.00011885i,-0.00043108+0.0002202i,-0.0014422-0.00016263i,-0.0014458-0.00059253i
0.00045768-0.001126i,0.0038329-0.0020468i,0.011048-0.0038139i,0.017525-0.0047249i,0.017993-0.0022587i,0.012707+0.00076436i,0.0072374+0.0003825i,0.0039554-0.0014473i,0.00094876-0.0020211i,-0.0011789-0.0018819i,-0.0014346-0.001389i,-0.00081842-0.00073239i,-0.00035237-0.00060907i,0.00042289-0.00092855i,0.0023093-0.0011657i,0.0034709-0.001756i,0.0019759-0.0016074i,0.00067626-0.00079979i,0.00050651-9.5221e-05i,-0.00018913-0.00055202i,-0.00068159-0.00048407i,-0.0011384+0.00060198i,-0.0016103+0.0014475i
0.00084684+0.00056949i,0.0012024-0.0031426i,0.002567-0.011488i,0.0037137-0.019687i,0.0056497-0.019867i,0.0066231-0.012786i,0.0047514-0.0060238i,0.0023431-0.0040846i,-0.00073248-0.003305i,-0.0027498-0.0013921i,-0.0019848+2.0864e-05i,-0.00069563+0.00037012i,-0.00047463+0.00066136i,-0.0005163+0.00030245i,-0.00057735-0.00044271i,-0.00058513-0.001506i,-0.00045753-0.0019624i,-6.6032e-06-0.00092131i,0.00010518+9.0216e-06i,-0.00034536+9.7009e-05i,-0.00019085-1.7082e-05i,-0.0003238+0.00090296i,-0.00058129+0.0017184i
-0.0022956+0.00057433i,-0.0042356+0.0002922i,-0.0091982-0.0016908i,-0.015072-0.0052143i,-0.01502-0.0089193i,-0.0082397-0.0098157i,-0.0032819-0.0074637i,-0.0031497-0.0038701i,-0.0032162-0.00014358i,-0.0018593+0.0019287i,-0.00027008+0.0014647i,0.00028116+0.001585i,0.00014504+0.0015925i,0.0004252+0.00053201i,-0.00011663-0.00010469i,-0.0014766+0.00041404i,-0.0014238+7.3679e-05i,-0.00052506-0.0001226i,-0.00063643+0.00035834i,-0.0011235+0.00042583i,-0.00059069+8.8888e-05i,0.00049077-0.00027076i,0.0012225-9.9801e-05i
0.00024505+0.0014863i,-0.00088949+0.0048118i,-0.0050267+0.0090165i,-0.011569+0.013167i,-0.015183+0.012361i,-0.012513+0.0053416i,-0.007839+0.00041934i,-0.0042104+6.2806e-05i,-0.0015617+0.00075168i,8.8499e-05+0.001231i,0.0010475+0.001556i,0.0017547+0.0016792i,0.0016497+0.0021063i,0.00033145+0.0027151i,-0.00044722+0.0025979i,-0.00046665+0.0019933i,-0.00020714+0.0012813i,-0.00027013+0.00063309i,-0.00023402+0.00021722i,0.00017536+0.00042709i,0.00034672+0.00057927i,-0.00056878-9.6352e-05i,-0.00071412-0.0006574i
0.00068599+0.0012637i,0.0027409+0.0040308i,0.0069817+0.011474i,0.011082+0.019236i,0.0091162+0.020218i,0.0023004+0.013608i,-0.00066537+0.0064571i,0.00039764+0.0030838i,0.0006306+0.0015309i,0.00027473+0.00038862i,0.00077147+8.4614e-05i,0.0019712+0.00053821i,0.0021193+0.0010882i,0.002138+0.0011322i,0.0032645+0.0011247i,0.0040264+0.0015381i,0.003421+0.0012767i,0.0015733+9.2874e-05i,0.00049753-0.00042603i,-0.00014055-0.00037363i,-0.0013182-0.00050447i,-0.0020151-0.00021953i,-0.0019782-0.00046816i
0.0016515+0.0010389i,0.0069353+0.00079473i,0.015709-0.00021962i,0.024543-0.00061636i,0.02492+0.0007897i,0.016558+0.0026722i,0.0077996+0.0024709i,0.0035663+4.9505e-05i,0.0019384-0.0018181i,0.0010621-0.001631i,0.00064077-0.0011119i,0.0009396-0.0012858i,0.0008783-0.0019788i,0.00059215-0.0017365i,0.0016432-0.0010693i,0.0029595-0.0011839i,0.0033157-0.0014648i,0.0022153-0.0013727i,0.0012422-0.0012706i,0.00055383-0.0009253i,-0.00041386-0.00067567i,-0.00039923-0.00029163i,-0.0010042+1.124e-05i
0.0015332+0.00044627i,0.0030833-0.0034827i,0.0064578-0.011527i,0.0092801-0.019681i,0.010555-0.021717i,0.0099676-0.015205i,0.0059032-0.0068679i,0.0013908-0.0032129i,-0.0012752-0.0019006i,-0.0017116-0.00066996i,-0.0014635-0.00014368i,-0.0019804-0.00054168i,-0.0015899-0.0010913i,-0.00024769-0.0011607i,0.00088993-0.0016392i,0.0010637-0.001497i,0.00016852-0.00085935i,-0.00045511-0.00052764i,-0.00026332-2.8183e-05i,-0.00043285+1.0314e-05i,-0.0011681+0.00024619i,-0.0013792+0.0010006i,-0.00037337+0.0012116i
-0.0027837-5.5034e-05i,-0.0045502-0.0011716i,-0.0092919-0.0065015i,-0.013813-0.012507i,-0.013593-0.014761i,-0.0084698-0.012323i,-0.0036051-0.0080135i,-0.0026572-0.0048081i,-0.0027234-0.001941i,-0.0011151+0.00018425i,3.1642e-05-0.00010183i,0.00010977-0.00046628i,-0.00042719-0.00026971i,-0.0012275-0.00020953i,-0.0015361-0.00060821i,-0.0015571-0.00097327i,-0.0013088-0.00042306i,-0.00058827-0.00037518i,-1.5355e-05-0.0010157i,-5.7044e-06-0.00073384i,0.00019946+3.6413e-05i,0.00072756+0.0003377i,0.00057528+0.00049534i
0.00047032+0.0010705i,-0.0031622+0.0041979i,-0.0089251+0.0077959i,-0.015817+0.010615i,-0.019475+0.0090836i,-0.016246+0.0032903i,-0.0097237-0.00081751i,-0.0048064-0.0002651i,-0.0018786+0.001509i,2.3262e-05+0.0013904i,-0.00035494+0.00065678i,-0.00052973+0.0010603i,0.0008493+0.002612i,0.00087241+0.0033946i,0.00030757+0.0025739i,0.00044196+0.0018077i,0.00034281+0.0023862i,0.00035012+0.0023986i,0.00034087+0.0020084i,7.1272e-05+0.001367i,0.00023354+9.3519e-05i,0.00078861-0.00075721i,0.0008653-0.00084425i
0.0020448+0.0024238i,0.0053335+0.0062115i,0.0071434+0.013129i,0.0082172+0.021341i,0.0066496+0.023064i,0.0013071+0.016104i,-0.0020863+0.007682i,-0.0015266+0.0036684i,0.00017346+0.0017048i,0.00077549+0.00040249i,0.00081733-1.5032e-06i,0.0017177-1.2384e-05i,0.0025807+0.00092007i,0.0025192+0.0015969i,0.0015504+0.001906i,0.00073234+0.0021014i,0.00075044+0.0015059i,0.00076618+0.00036308i,0.00065704+5.8477e-05i,0.00056312-0.00035382i,0.00014342+8.2022e-06i,-0.00053443+0.00069202i,-0.00074404+0.000378i
0.001598-0.00074078i,0.0068241+0.0017878i,0.014989+0.0052279i,0.023654+0.0067841i,0.025017+0.0069885i,0.016958+0.0061484i,0.007291+0.0034557i,0.0022702+0.00078581i,0.00069015-0.00068512i,-1.9171e-05-0.0012264i,9.2867e-05-0.00054868i,0.0017497-0.00034837i,0.0027476-0.0010872i,0.0023914-0.0019706i,0.0024812-0.0017662i,0.002908-0.0009411i,0.0023736+1.0135e-05i,0.0015214-3.9229e-05i,0.0006574-0.0004342i,-0.0005058-0.0004614i,-0.00085793-0.00089258i,-0.00058951-0.00028898i,-0.00072044+0.00038768i
0.00062837+0.00017664i,0.0039704-0.003312i,0.010118-0.011058i,0.015832-0.020443i,0.017659-0.023708i,0.014227-0.017422i,0.0081203-0.0082266i,0.003091-0.0042816i,0.00025157-0.0026238i,-0.00040897-0.00030055i,-0.00010871+0.00030475i,0.00011718-0.0010072i,-0.00020231-0.0018352i,-0.00056469-0.0018707i,-0.00028701-0.0019958i,-3.4291e-06-0.0015949i,0.0001731-0.0015194i,0.00084086-0.0012348i,-0.00031007-0.00044688i,-0.0014373+0.00035294i,-0.00054001+0.001187i,-8.9341e-05+0.0012525i,-0.0003442+0.001172i
-0.00092828-0.00058878i,-0.0024521-0.0030958i,-0.0069379-0.010132i,-0.012385-0.018467i,-0.013857-0.021488i,-0.0092599-0.017123i,-0.0040388-0.0094734i,-0.0024765-0.0042104i,-0.0020382-0.00073119i,-0.0010367+0.00094386i,-0.00085952+0.00093424i,-0.0015908+0.00078943i,-0.0019013-0.00017783i,-0.0015318-0.0015434i,-0.00055932-0.0017769i,-0.00012443-0.00090458i,-0.00025406-1.2582e-05i,-0.00023277+0.00045444i,-0.00019529+0.00066726i,-0.00021177+0.00078553i,-0.0003838+0.00092062i,7.9559e-05+0.00012116i,0.00032017+1.3179e-05i
0.00048953-0.0009526i,-0.0034955-0.00024946i,-0.011352+0.0013053i,-0.020482+0.0043645i,-0.02504+0.0054401i,-0.019857+0.0031063i,-0.010215+0.00053912i,-0.004733-0.00012147i,-0.002804+0.00059265i,-0.0015166+0.0007213i,-0.0014534+2.6952e-05i,-0.0021861+0.00056305i,-0.0019452+0.0015521i,-0.0011688+0.0011964i,-0.00070135+0.0011239i,-0.00065573+0.00082646i,-0.0011224+0.00041546i,-0.0012684+0.00078308i,-0.00036762-0.00022165i,0.00020687-0.00091385i,-0.00013809-0.000567i,-0.00078709-0.0001294i,-0.0010067-0.00011732i
0.0011459+0.0011428i,0.0005684+0.0052079i,5.7928e-05+0.014888i,-0.00075342+0.025732i,-0.0021183+0.028654i,-0.0030531+0.020717i,-0.0025554+0.010538i,-0.00092302+0.0050485i,0.0012267+0.0025914i,0.0015088+0.0010379i,-1.3988e-05+0.001116i,-0.00019066+0.0023162i,0.0010994+0.0027379i,0.0014993+0.0022571i,0.0018463+0.0019813i,0.0020971+0.0020406i,0.00090738+0.0012073i,0.0006487+0.00012723i,0.0018862-0.00027695i,0.0017801+5.7773e-05i,0.00029199-0.00024494i,-0.00094264-0.00071069i,-0.0015878-0.00017077i
0.0013412+0.00043781i,0.0049283+0.0032077i,0.014467+0.0080659i,0.026206+0.012567i,0.029587+0.013125i,0.021643+0.0097094i,0.010777+0.0051697i,0.0053979+0.0012925i,0.0028246-0.0011149i,0.00092207-0.0013313i,0.0012288+8.6561e-05i,0.0022485+0.00067028i,0.0022312+0.00071934i,0.0020626+0.00062263i,0.0017432-0.0003369i,0.0019389-0.0005337i,0.0011336-0.00034219i,0.00037611+3.1668e-05i,-5.5503e-05+5.0925e-05i,0.00010554+0.00034609i,0.00047298+0.00080593i,0.00039761+0.001506i,0.00024327+0.0016515i
0.0018688+0.00035125i,0.0056131-0.0019567i,0.01274-0.0083921i,0.020661-0.017548i,0.022953-0.021646i,0.017095-0.016485i,0.0093809-0.0089406i,0.0051865-0.0046644i,0.0021082-0.0021707i,0.00087177-0.00066457i,0.0023986-8.3635e-05i,0.0027661-0.00093192i,0.0023886-0.0020932i,0.0029799-0.0017934i,0.0035192-0.00043081i,0.003198+0.00048456i,0.0022589+0.00032733i,0.0012284-0.0001649i,0.00028068+6.9422e-05i,-0.00020009-3.9685e-05i,0.00013123-0.00024167i,0.00033657+0.00033333i,0.00039157+0.0010115i
0.0019535-0.00018449i,0.0028573-0.0044645i,-0.00025205-0.012552i,-0.0069577-0.023314i,-0.011733-0.028596i,-0.0098716-0.023678i,-0.0044855-0.013379i,-0.0023135-0.0064206i,-0.003255-0.003066i,-0.0021952-0.0017505i,0.00048313-0.0011218i,0.00011554-0.00097362i,-0.0013868-0.0012833i,-0.00093313-0.0014059i,-0.00011965-0.00062808i,0.0008451-0.00043727i,0.00071075-0.0015853i,0.00014229-0.0016356i,4.8555e-06-0.00097931i,0.00014515-0.00118i,0.00010263-0.0017635i,3.8701e-05-0.001471i,0.00015096-0.0001664i
-0.00079471+0.0009604i,-0.0035996+0.00021634i,-0.012091+2.1421e-06i,-0.022527+0.002145i,-0.027716+0.0046484i,-0.023427+0.0031613i,-0.013384+0.00034648i,-0.0064364+0.00048179i,-0.0031264+0.0014225i,-0.00046344+0.00097947i,0.00029364+3.2297e-05i,-0.00044965+0.00027479i,-0.00083861+5.7454e-05i,-0.00062656-0.0010099i,-0.00038574-0.00093632i,-2.8128e-05-0.00059661i,0.00036767-8.8847e-05i,-0.00014747+0.00013517i,0.00022727+0.00041697i,0.00053782+0.0008507i,-0.00046396+0.00092783i,-0.0010811+0.00025599i,-0.00054195-0.00021357i
-0.0012325+0.0018885i,-0.0026001+0.0055142i,-0.0051875+0.01524i,-0.005873+0.027196i,-0.0050058+0.030795i,-0.002647+0.022807i,-0.0014913+0.011137i,-0.0017373+0.0048621i,-0.00088891+0.0025116i,-0.00020177+0.0010826i,-0.00037723+0.0010209i,-0.00075527+0.0019542i,-0.00080691+0.0019699i,-0.00075101+0.0013668i,-0.00085045+0.00091019i,-0.00090665+0.00059126i,-0.0010266+0.00049591i,-0.0012127+0.00091047i,-0.00096506+0.00058187i,-0.00084891-0.00023007i,-0.0011901-0.00013978i,-0.0016029+0.00036592i,-0.0014149+0.00034166i
0.00084107-0.00037158i,0.0041654+0.0023023i,0.012684+0.0081237i,0.022556+0.014329i,0.026888+0.015768i,0.022125+0.011744i,0.012689+0.0062268i,0.0067794+0.0023052i,0.0037442+0.00071398i,0.0012055+0.00044972i,-0.00044863+0.0013022i,-0.00036832+0.0017742i,0.0010246+0.0014671i,0.0015079+0.00099781i,0.0022283+0.0012909i,0.0029791+0.0015346i,0.0019656+0.001046i,0.00088305+0.00055362i,4.0392e-05+0.00083249i,-0.00047237+0.0009356i,-0.00056722+0.00086394i,-8.0183e-05+0.0012083i,0.00020208+0.0012434i
