0.0011222-0.0012963i,0.001521-0.0025409i,0.00010372-0.0035882i,-0.0016717-0.0033633i,-0.0026551-0.0021989i,-0.0029065-0.00036831i,-0.0023401+0.00065659i,-0.0013629+0.00046251i,-4.9785e-05+0.00056457i,0.0013454+0.00011992i,0.0015569-0.00070769i,0.00047832-0.00029906i,0.00010321+0.00014656i,7.3655e-05-0.00016386i,-0.0003743+0.00017306i,-0.00078194+0.00050184i,-0.00052779-0.00042831i,-8.8831e-06-0.001147i,0.00060647-0.00061931i,0.00093409-0.00012573i,1.9401e-05-0.00038519i,-0.00050653-0.0015633i,-0.00027337-0.0014601i
0.00016053-0.0011472i,0.0010494+0.00027061i,0.0028988+0.0024674i,0.0031514+0.0028886i,0.0019368+0.0016627i,0.0015589+0.00059312i,0.0025873+0.00037017i,0.0028699+0.00043158i,0.0021759+0.00057336i,0.00179+0.0013471i,0.0018792+0.0017633i,0.001337+0.0010148i,0.0011323+0.0005512i,0.00048795-0.00025914i,-0.00010229-0.001097i,6.44e-05-0.00028918i,-0.00021265+0.00028002i,-0.00075032-0.00055837i,-0.00076033-0.0010245i,0.00019435-0.00099458i,4.0902e-05-0.00036664i,-0.00051222+0.0004971i,-0.00067263+0.00054056i
0.00026514-0.001094i,0.0014357-0.0012413i,0.0010974-0.00091577i,-8.5978e-05+0.00061501i,-0.0011972+0.0014732i,-0.00050244+0.0013496i,0.0014227-0.00094268i,0.0021737-0.0027409i,0.0019905-0.0015504i,0.0025009-0.0010673i,0.0015458-0.0014947i,4.4556e-05-0.00048332i,-0.00049976+0.00011419i,-0.00070716-0.00045299i,-0.00090743-0.00014168i,-0.0005079+5.5614e-05i,0.00020891-1.5644e-05i,0.00011222-0.0004418i,-0.00021674-0.00056804i,-0.00071845-0.00025889i,-0.0012513+0.00028379i,-0.0012711+0.00094125i,-0.00078214+0.0009078i
-0.0018744-0.0010519i,-0.0011733-0.00058406i,-0.0016203-0.0010349i,-0.0010922-0.00053952i,-0.00025175+0.00097999i,0.00037362+0.00027418i,0.00060217-0.0020861i,-0.00046618-0.0035366i,-0.0011047-0.0035598i,-0.00082248-0.0032796i,-0.00058078-0.002798i,-0.0001735-0.00092817i,-0.00060948-0.00046113i,-6.8096e-05-0.00036918i,0.00070317+0.0014523i,5.7749e-05+0.0017428i,-0.00066053+0.00081261i,-0.001327+0.00093072i,-0.0016338+0.00063995i,-0.0015659-0.00023352i,-0.0014339-0.0011239i,-0.00082073-0.0014201i,-0.00012834-0.00089025i
-0.0017556+0.00066051i,-0.0011604-6.0113e-05i,-0.0018863+0.00024418i,-0.00077808+0.00046239i,0.00076987+0.00084447i,0.00064713+0.00067345i,0.00030976-0.00052239i,-0.00037692-0.00094419i,-0.001577-0.00066613i,-0.0020568-0.00077128i,-0.0020558+3.2748e-05i,-0.0011391+0.00069176i,0.00014436-5.8339e-05i,0.00047897-0.00024217i,0.00063981+0.00025715i,0.00076464-0.00020316i,0.00016385-0.00031847i,-0.00043417-0.0002234i,-0.00053498-0.00057618i,-0.00020394-0.00042156i,0.00025188-0.00012004i,0.00042195-2.2438e-05i,0.0003372-0.00082817i
-0.00054383+0.0013349i,-0.00080877+0.0027169i,-3.651e-05+0.0037515i,0.00093872+0.0032309i,0.0011659+0.00047987i,0.0011033-0.00062277i,0.00071588+0.00020293i,0.0001451-3.4659e-05i,1.4296e-05+0.00075378i,0.00010793+0.0022153i,0.00046469+0.0018054i,0.00059299+0.0005315i,0.00030186-0.0003162i,0.001059-0.00079373i,0.0020202-0.00044242i,0.0014282+0.00028599i,0.00051854+0.00061845i,0.00031068+0.0010407i,0.00074678+0.0010766i,0.00126+0.00059445i,0.00083136+0.00011779i,-0.00064597-0.00077567i,-0.00067858-0.00065615i
-0.00028624+0.0011785i,0.00059498+0.0021331i,0.0014084+0.0031757i,0.0014898+0.0039636i,0.00095648+0.0035075i,0.00076889+0.0015687i,0.0015491-1.0279e-05i,0.00162-0.00022174i,0.00071668+0.0010901i,0.00086311+0.0020066i,0.0018798+0.0014261i,0.0016284+5.0733e-05i,0.00070545+0.00028229i,0.00034359+0.00079089i,-0.00041653-4.8523e-05i,-0.00046558-0.00036297i,-0.00027127-0.0008188i,-0.00031575-0.00097758i,0.00016824-0.00042772i,0.00068664-0.00044416i,0.00042412-0.0002449i,-0.00013347+0.0003362i,0.00028536+0.00045765i
-0.0018102-0.000517i,-0.00069142-0.0013996i,-0.0002812-0.00023208i,-9.7661e-05+0.00084271i,0.00070624+0.0012884i,0.0018187+0.0011522i,0.0025819-0.00046295i,0.0025425-0.0014626i,0.0015511-0.0010129i,0.001177-0.0012863i,0.00086983-0.0014787i,0.00039626-0.00065539i,0.00052343-0.00057629i,0.0012916-0.00069051i,0.0010231-0.00058565i,0.00067477-0.00031191i,0.00093183-0.00018667i,0.00072154+0.00058863i,0.00044758+0.001156i,0.00016591-9.7416e-05i,-0.00052905-1.1544e-06i,-0.00013208+0.00059131i,0.0011251+0.00064346i
-0.0012328-0.0010173i,-0.00097423-0.0018743i,0.0013229-0.00086902i,0.0032672-0.00021712i,0.0022034+0.00035054i,0.00055791-0.00054555i,0.00077327-0.0025184i,0.00095044-0.0029512i,0.00012512-0.0025481i,-0.00032293-0.0023622i,0.00015888-0.0022117i,0.00047342-0.0013697i,0.0007611+0.00021608i,0.00040638+0.0014151i,-0.00023724+0.00219i,-0.00099911+0.0019331i,-0.0019749+0.0014237i,-0.0017656+0.00059973i,-0.00070445+0.00032645i,-3.0796e-05+0.00030547i,-7.6545e-05+0.00064847i,0.00014051+0.00089096i,0.00032988+0.0008459i
-0.00052533+0.001554i,-0.0009228+0.00092077i,0.00025697-0.00098117i,0.0018927-0.0021937i,0.0026312-0.0014112i,0.0026751-0.00041375i,0.0012843-0.000802i,-0.001032-0.0017794i,-0.0021646-0.00172i,-0.0014476-0.00073818i,0.00020265-0.0006228i,0.00090066-0.00019494i,0.00099991-0.00027375i,0.0013744-0.0005829i,0.0019919-0.0005465i,0.0015967+0.00019705i,0.00090282+0.00084657i,0.0008146+0.00066645i,0.0007604+0.00072616i,9.9939e-06+0.0012002i,-0.00025251+0.00061264i,0.00054468-0.00018679i,0.00054383-0.0010126i
-0.0010574+0.0020967i,0.00016854+0.0024021i,0.00018+0.0016403i,-8.7446e-05+6.9934e-05i,-5.744e-05-0.00075685i,0.00036518-0.0006008i,0.00026006+0.00016226i,4.6032e-05+0.00035602i,-0.00073454+0.00048603i,-0.0016194+0.0010787i,-0.00076454+0.00093489i,0.00034879-0.00018444i,0.00062362+6.4239e-05i,0.00063513+0.00082506i,0.0003326-0.0001651i,-1.2644e-06-0.00058114i,-2.9379e-05-0.00017339i,0.00025039-6.0351e-05i,0.00034572+0.00012933i,0.00057354+0.00047162i,0.00080922+0.00029671i,0.00021146-0.00040475i,-0.00020168-0.00038786i
0.00073051+0.00060614i,0.0021892+0.0019301i,0.0024039+0.0025353i,0.0018587+0.0017444i,0.00076785+0.00098437i,0.00068535-0.00037544i,0.0010283-0.00067929i,0.00076989+0.00053016i,0.00053125+0.0018287i,0.00029051+0.0020086i,0.00035253+0.0014443i,0.00033678+0.001024i,0.00059656+0.0012895i,0.00076481+0.00042942i,0.0015172-0.00085244i,0.0019708-0.00090341i,0.00072688-0.0010227i,-0.00018355-0.00075222i,-0.00039169-4.1222e-05i,0.00015953-1.5271e-05i,0.00076695-0.00015559i,0.00036971-0.00045215i,3.8746e-05-0.00065922i
0.00059686-0.0020305i,0.0023773-0.0019177i,0.0022213-0.00080958i,0.00094837-0.0002378i,0.00076326-7.2994e-05i,0.00068227-0.00029561i,0.0011049-0.0018129i,0.0017132-0.0024602i,0.0023123-0.001731i,0.0025176-0.00075018i,0.0017671-0.00072243i,0.0012505-0.00062981i,0.0015227-0.00033046i,0.0012582-2.3779e-05i,4.2759e-05+0.0012303i,-0.0010837+0.001318i,-0.0016865+8.497e-05i,-0.0014048-0.00063493i,-0.0012287-0.00066941i,-0.001226-0.00053081i,-0.0006992-0.001189i,-0.00067133-0.00084714i,-0.000637+0.00076114i
0.00098055-0.0004683i,0.0020674-0.00090273i,0.003746-0.00097036i,0.0045248-0.00027293i,0.0034838+0.0008895i,0.0017932+0.00022738i,0.00047481-0.0013796i,0.0001735-0.0030691i,0.00079766-0.0036186i,0.00049915-0.0024408i,-0.00032445-0.0018908i,-0.0011066-0.0015468i,-0.0011655-0.0013343i,-0.0011302-0.0011391i,-0.0014416-0.00075154i,-0.00072817-0.00050986i,-0.00026072-0.00076249i,-0.00040149-0.00054209i,-0.0007683+0.00036677i,-0.0011584+0.00057104i,-0.0015449+0.00027372i,-0.00092765-9.2361e-05i,0.00021836+0.00016214i
-0.0018717+0.00051723i,-0.0018252-0.0006631i,0.00057337-0.0017865i,0.0020673-0.0015933i,0.0018071-0.0010162i,0.00093024-0.00083269i,-0.00077592-0.0014533i,-0.0016363-0.0024783i,-0.0019895-0.0025469i,-0.0018721-0.0016079i,-0.0011563-0.00062058i,-0.00016107-0.00032381i,0.0011081-0.00010745i,0.00077334+0.00073395i,0.00047414+0.0014146i,0.00084899+0.0016544i,0.00017977+0.0017099i,0.00023579+0.0014807i,0.0004516+0.0013275i,-9.0528e-05+0.0015837i,-0.00050891+0.0014722i,-0.00079104+0.00061689i,-8.3436e-05+0.00079688i
-0.0020334+0.00056338i,-0.002152+0.0012934i,-0.0016025+0.0014676i,-0.0002563+0.00019157i,0.0011919-0.00067717i,0.00059542-0.00020276i,-4.3434e-05+0.00025161i,-0.0003661+1.3195e-06i,-0.0010005+0.00024093i,-0.00056766+0.0011826i,-0.00037163+0.0013921i,-0.00065668+0.00083743i,-0.00085642+0.00035162i,-9.9293e-05-0.00025408i,0.0014319-0.00095863i,0.0018606-0.0011073i,0.0014724-0.001063i,0.0012166-0.00066649i,0.0010297-3.4407e-05i,0.00084892+0.00029466i,0.0010997+0.00021487i,0.00018525-0.0005699i,-0.0010347-0.00096097i
0.0014313+0.00066657i,0.0019769+0.0016455i,0.0012608+0.00041076i,-0.00028616-0.0011202i,-0.00099723-0.0013109i,-0.00010776-0.00048475i,0.00090725+0.00071856i,0.0014022+0.00084222i,0.0010572+0.00088748i,0.0008813+0.00088801i,0.0019443+9.9749e-05i,0.0012816+0.00031335i,0.0010484+0.0013521i,0.00093322+0.0012674i,-0.00071303+0.0013884i,-0.00034336+0.0014167i,0.00053482+0.00073123i,0.00086485+7.814e-05i,0.0010098+0.00042971i,0.00096665-3.4351e-06i,0.0011726-0.00059236i,0.00055553-0.00070407i,9.5192e-05-0.00065321i
-0.00010303-0.0015243i,0.0024334-0.0022916i,0.001698-0.00054933i,-0.00040516+0.0010104i,-0.0015125+0.00068749i,-0.00038061+0.00014803i,0.0011628-0.0011011i,0.0016162-0.0017364i,0.0021503-0.00065562i,0.0029584+0.00047744i,0.0027274+0.00017776i,0.00067559+0.00051182i,-0.00038575+0.00056059i,-0.00019238-0.00040117i,-0.00076867-0.00094136i,-0.0015421-0.00066823i,-0.001369-0.00060635i,-0.0012898-0.00054581i,-0.00067822-0.00019971i,-0.0001443-0.0004781i,-0.00051199-0.0012883i,-0.00056356-0.0016601i,-0.00087213-0.0012259i
0.0008008-0.0018931i,0.0019098-0.0024549i,0.0020212-0.0011524i,-0.00015068+0.0013885i,-0.0012141+0.0021401i,-0.0004177+0.00073069i,0.0011539-0.0012759i,0.0024174-0.0027388i,0.0021921-0.0024471i,0.001639-0.0020513i,0.00031585-0.0020449i,-0.0001268-0.0023089i,0.00082295-0.0017781i,0.00085439-0.00046791i,0.00083362+0.00074422i,0.0011048+0.0015599i,0.00010423+0.0013197i,-0.000788+0.00034936i,-0.001062+0.00017217i,-0.0015716-0.0002574i,-0.0011846-0.00082207i,-0.00079442-0.00031088i,-0.00088378+0.0005081i
-0.0023048-0.0028185i,-0.0010998-0.0031992i,-0.00022056-0.0026416i,0.00052866-0.00016345i,0.0017863+0.0020626i,0.0011812+0.0014066i,0.00046464-0.0013369i,0.00025798-0.0024063i,-0.00053153-0.0025557i,-0.0015835-0.0022485i,-0.0019599-0.0016376i,-0.0016337-0.0011506i,-0.0012772-0.00097265i,-0.0016508-0.0008644i,-0.0015504+6.9524e-05i,-0.0012587+4.7877e-05i,-0.0012224-0.00021725i,0.00011997+0.00053707i,0.00012767+0.00098795i,-0.0010941+0.00090121i,-0.0016472+0.00096102i,-0.0013787+0.0011056i,-0.0010589+0.0011525i
-0.0024484+0.00028186i,-0.0035397-0.00032225i,-0.0025498-0.00064495i,0.00020544-0.00075573i,0.0016512-0.0012736i,0.0015342-0.0010031i,0.00014818-0.00046445i,-0.0018167-0.00087511i,-0.0025033-0.0014619i,-0.002512+5.7235e-05i,-0.0023299+0.0017312i,-0.001673+0.0015321i,-0.00077853+0.00076654i,0.00053581+0.0010849i,0.0019181+0.0012853i,0.0023338+0.0014057i,0.0018217+0.001629i,0.0011219+0.0012081i,0.00066192+0.00082622i,0.00053539+0.0010938i,0.00069837+0.00095366i,0.00034395+0.00085821i,-4.8437e-07+0.00056061i
0.0014341+0.0013674i,0.001942+0.0034084i,0.002243+0.0034203i,0.0016658+0.0010266i,0.00056694-0.00024189i,0.00035204+0.00024837i,0.0010935+0.0013477i,4.5925e-05+0.00061517i,-0.0016789+0.00054179i,-0.00078866+0.0025003i,0.0010562+0.0029889i,0.0017385+0.0023883i,0.0010557+0.0023309i,0.0004848+0.0010253i,0.00027628-0.0011004i,-4.3774e-06-0.0017776i,0.00020685-0.0011271i,0.0006201-0.00060414i,0.00059923-0.00027337i,0.00073178+0.0008028i,0.0013683+0.00046934i,0.0015091-0.00059803i,0.00054972-0.00054659i
0.001552-0.0023734i,0.0039358-0.00094258i,0.0024169-0.0014523i,-0.00055665-0.0016822i,-0.0019368-0.0010061i,-0.0011422-0.00069627i,0.0012107-0.00096537i,0.0023111-0.00064461i,0.0021929-0.00043318i,0.002588-0.00020372i,0.003295-0.00064029i,0.00279-0.00077847i,0.0018997-1.701e-05i,0.0014935+0.0002213i,0.0011247-9.9582e-05i,0.00029041-0.00027938i,-6.2161e-05-0.00051177i,0.00019971-0.00052763i,9.6974e-05-0.00072792i,-0.00022992-0.0013173i,-0.00070703-0.0017652i,-0.00070079-0.0015523i,-0.00081152-0.00097877i
-5.5781e-05-0.00051671i,0.0014122-0.0011944i,0.0028217+0.0003797i,0.0024184+0.0023242i,0.00044016+0.0022264i,-5.1227e-05-0.00034424i,0.0012517-0.0023946i,0.0026385-0.0029341i,0.0032804-0.0032i,0.0028302-0.0031186i,0.002006-0.0030264i,0.0015389-0.0030187i,0.0015279-0.002647i,0.00036834-0.0016619i,-0.00094108-0.00056486i,-0.0001803-0.0002024i,-0.00032514-0.00058452i,-0.00157-0.00041142i,-0.00098729+0.00044923i,-0.00012862+0.000309i,-0.0003686-0.00038952i,-0.0007285-0.00064865i,-0.0010288-0.00063232i
-0.0016324-0.00115i,-0.00084957-0.0035023i,0.002047-0.0034899i,0.0031725-0.00030486i,0.0025997+0.0025446i,0.0013956+0.0023882i,0.00093612-0.00011889i,0.00027397-0.0026854i,-0.00048255-0.0035658i,-0.00111-0.0029743i,-0.0022112-0.0031204i,-0.0025493-0.0030408i,-0.0013869-0.0020564i,0.00017-0.0016847i,0.0010825-0.00047341i,0.00096884+0.00083901i,-0.00036713+0.00096495i,-0.0010898+0.0012719i,-0.00057328+0.0014358i,-0.00051798+0.00078897i,-0.00044802+0.00039701i,-0.00068907+0.00038427i,-0.0012148+0.00025089i
-0.001937+0.0012568i,-0.0024664+0.00021134i,-0.00067146+0.00081657i,0.001594+0.0017878i,0.0022558+0.0016739i,0.0024345+0.0012392i,0.0017568+0.00024892i,-0.00014467-0.0014329i,-0.0017273-0.0018187i,-0.0022164-0.00053778i,-0.0022927+0.00096864i,-0.0017854+0.0013775i,-0.001607+0.0018352i,-0.0011186+0.0026807i,0.00025717+0.0020679i,0.00083174+0.0012785i,0.00078157+0.0019409i,0.0005643+0.0022664i,0.00038899+0.0012552i,0.00044652+0.00022026i,-6.4203e-05-0.00022312i,-0.00081912+0.00035354i,-0.00051227+0.00061789i
-0.00070327+0.0016204i,-0.00025658+0.0027383i,0.0011369+0.0025917i,0.0017224+0.00080428i,0.0015371-0.00058524i,0.0011315-0.00086717i,0.00082857-0.0011205i,0.00026325-0.001411i,-0.0005157-0.00021009i,-0.00018043+0.0025992i,-1.8473e-06+0.0038694i,-0.00085572+0.0028926i,-0.00092732+0.0029059i,0.00079954+0.0023083i,0.0015311+8.9717e-05i,0.00052749-0.0004536i,0.00026141+2.8758e-05i,0.0013401-1.2023e-05i,0.0014552-0.00028257i,0.00029615-0.000448i,-0.00026997-0.00015782i,-0.00017759+0.00040737i,-7.5045e-05+0.00039823i
0.00077288+0.0014666i,0.0031137+0.0028161i,0.0030887+0.002868i,0.0026761+0.0018336i,0.0028559+0.00035949i,0.0023993-0.0011678i,0.0017765-0.0010299i,0.0016768-0.00017227i,0.00156+0.0009838i,0.002031+0.0022419i,0.0027814+0.0021045i,0.0028755+0.0019476i,0.0021904+0.0017913i,0.0010904+0.00044444i,0.000417-0.00042258i,0.00055036-8.2145e-05i,0.00098805-0.0012915i,0.00074518-0.0019562i,0.00016951-0.0011722i,-0.00010072-0.00067733i,-0.00041511-0.00046366i,-4.1647e-05-0.00082963i,0.000545-0.0012985i
0.001405-0.0013776i,0.0029203-0.0010164i,0.0031841-0.00022423i,0.0010966-0.0014229i,-0.00093575-0.0021468i,-0.00061237-0.0015738i,0.0011825-0.0012465i,0.0028773-0.0014186i,0.0039418-0.001141i,0.0041288-0.0022159i,0.0036732-0.0036039i,0.0033813-0.0031739i,0.0034903-0.0025669i,0.0020105-0.0026185i,-0.00016435-0.0016546i,-0.00024727-0.00078902i,2.9127e-05-0.00034943i,-0.00084126+4.8457e-05i,-0.00056453-0.00014975i,-8.1549e-05-0.00017033i,0.00021034-0.00034995i,-4.5769e-05-0.00062411i,-0.00063725-0.00099779i
-0.0014464-0.0024427i,0.00033586-0.0042116i,0.0017629-0.0025084i,0.0016736+0.00059169i,-0.00048016+0.0021487i,-0.0018111+0.0017847i,-0.0014903+0.00036523i,-0.00037815-0.002387i,8.812e-05-0.003888i,-0.00062826-0.0036165i,-0.0013318-0.0033674i,-0.0011914-0.0026146i,-0.00094216-0.0017042i,-0.0010109-0.0013025i,-0.0010674-0.00022772i,-0.0010454+0.00050816i,-0.0009983-9.0863e-05i,-0.00049131-7.7951e-05i,0.00063199+0.00047297i,0.0011768+0.00028754i,0.00087355-0.00025155i,-0.00044793-0.00027509i,-0.0011088+0.00031184i
-0.0025599-0.00067377i,-0.0047083-0.00075499i,-0.0045796-0.0003992i,-0.0034702+0.00031845i,-0.0014912+0.0019736i,0.00085799+0.0021349i,0.00082576+0.00033036i,-0.0008966-0.0016501i,-0.0020742-0.0018032i,-0.0028571-0.00078102i,-0.0035045-0.000106i,-0.0033886-8.2291e-05i,-0.0025254-0.00064115i,-0.00093755+0.00023506i,0.00035312+0.0015466i,0.00016197+0.00079752i,9.7123e-05-0.00027729i,0.00044023+0.00031723i,0.00035098+0.0010081i,-8.3544e-05+0.0009066i,-0.00036832+0.00072007i,-0.00030944+0.00060149i,-0.00036921+0.00082888i
-0.0012187+0.0038708i,-0.00097934+0.0043289i,-0.00020751+0.0025683i,0.0014943+0.0025866i,0.0025749+0.0021546i,0.0027845+0.0013132i,0.00096143+0.0014342i,-0.0012237+0.00080423i,-0.0015436+0.00083739i,-0.0010157+0.0022624i,-0.00061098+0.0029548i,-0.0009058+0.0031266i,-0.00055752+0.0036051i,0.0011319+0.0038308i,0.0013993+0.002272i,0.00063955+0.00030603i,0.00088841-4.8407e-05i,0.00078394+0.00024154i,0.00057382+0.00070816i,0.00027637+0.00077437i,-0.00016539+0.0001089i,-5.971e-05-0.00041981i,0.00025133-0.0011049i
0.0027036+0.0016124i,0.0028375+0.0025623i,0.0027945+0.00013914i,0.0024955-0.0014269i,0.0020322-0.0019607i,0.0017246-0.0028912i,0.00097874-0.0022525i,0.00055466+2.9737e-07i,0.0010708+0.0019697i,0.0019413+0.0031936i,0.0026152+0.0025701i,0.0022876+0.0011299i,0.0017768+0.00031939i,0.0024298-0.00032631i,0.0025376-0.00085651i,0.001269-0.00016209i,0.00016901-2.0484e-05i,-0.00047431-0.00089917i,-0.00071968-0.00068759i,-0.00051724-0.00025916i,-0.00055916-6.3511e-05i,4.075e-05+6.2973e-05i,0.00042567-0.00045879i
0.0023823-0.0021079i,0.0040157-0.00073971i,0.0039958-0.00013779i,0.0030609-0.00073688i,0.00062283-0.0011012i,-0.00071533-0.0021214i,0.00050008-0.0026795i,0.0021842-0.0016821i,0.0032658-0.00055781i,0.0035958-0.00078174i,0.0029824-0.0018823i,0.0012787-0.0015955i,0.0014249-0.00083043i,0.0017909-0.001109i,-8.648e-05-0.00085837i,-0.0004409+5.7632e-05i,9.7471e-06+6.8585e-05i,0.00021427+5.2338e-05i,0.00089709+8.453e-05i,0.0015464-0.00016597i,0.0010799-0.00079073i,0.00023475-0.0012402i,0.00010194-0.00084507i
0.0012646-0.004591i,0.0031306-0.0042404i,0.0019592-0.0042536i,-0.00073186-0.0033363i,-0.0032064-0.00030506i,-0.0036344+0.00017679i,-0.0021887-0.0011793i,-0.00058548-0.0022816i,0.00082658-0.0032562i,0.00041963-0.0038501i,-0.00086137-0.0042523i,-0.0003584-0.0039043i,1.6683e-06-0.0028957i,-0.00090293-0.0022147i,-0.00039917-0.0013951i,0.00070612-0.0010531i,-0.0001343-0.0010406i,-0.0011961-0.00026884i,-0.00061695+0.00031571i,-2.4522e-05-0.00025926i,0.00020313-0.00056406i,0.00046757+0.00018529i,0.00025274+0.00063256i
-0.0048796-0.0020506i,-0.0038085-0.0031627i,-0.0016166-0.0016576i,-0.00042683+0.00061713i,-0.00011123+0.0019834i,0.00027531+0.002482i,-8.1941e-05+0.0011175i,-0.00072786-0.0014118i,-0.0012385-0.0030455i,-0.0018817-0.0026432i,-0.0024786-0.0011865i,-0.0024227+0.00035247i,-0.0014842+0.00091557i,-0.00064963+0.0012795i,-0.00058236+0.0014381i,-0.00087126+0.00055301i,-0.00074027-0.00018442i,-0.00080581-0.00016277i,-0.00057472-0.00028411i,-0.00055291-0.00082998i,-0.00051639-0.00083889i,-0.00072713-0.00016908i,-0.00041723+9.1387e-05i
-0.0014795+0.00186i,-0.0022261-0.0001586i,-0.00047289-0.0015609i,0.00034442-0.00079554i,6.6767e-05+0.00063167i,0.0011279+0.001563i,0.0017271+0.0018383i,-0.00020381+0.00034905i,-0.0020832-0.0003752i,-0.0023077+0.00080361i,-0.0019131+0.0012441i,-0.0014382+0.00073278i,-0.0012816+0.0003462i,-0.00030578+0.00093842i,0.00082961+0.00088462i,0.0012161+0.00014208i,0.00033522+0.00035277i,-0.00027606+0.00023252i,-0.0003746+0.00059965i,-0.00068924+0.00064238i,-0.0010689+0.00050347i,-0.00071232+0.00035639i,0.00023053-0.00016798i
0.00078881+0.0038044i,-0.00090002+0.0038066i,2.1942e-05+0.0014834i,0.0027721+0.00035886i,0.0035536+0.00052223i,0.0028389+0.00087708i,0.0025545+0.00044385i,0.0015814+0.00051919i,0.00025528+0.0012662i,0.0008877+0.0023017i,0.0021251+0.0033471i,0.0023189+0.0026258i,0.0020607+0.0017117i,0.0017905+0.0014876i,0.0011177+0.001016i,0.0005433+0.00053888i,0.00049867+0.00026084i,-0.00031525+0.00020872i,-0.0010249+5.4879e-05i,-0.00038952+0.00047245i,-0.00084336+0.00043124i,-0.0012419-0.00030864i,-0.00051877-0.00067247i
0.0046797-0.0011045i,0.0045894+0.00085413i,0.0032203+0.00026246i,0.0012287-0.00022081i,-0.00039095-0.0020734i,2.291e-05-0.003889i,0.0014458-0.0041778i,0.0022514-0.003144i,0.0024295-0.001019i,0.0036217-0.00032025i,0.0039884-0.0010433i,0.0021145-0.00086583i,0.00065067-0.00030698i,0.0010922-0.0012578i,0.002031-0.00078574i,0.0023177+0.00034594i,0.0018462+0.00032127i,0.00074996+0.00090132i,0.00070223+0.0013203i,0.0017157+0.00057929i,0.0023203+7.6438e-05i,0.0015624+0.00070864i,-0.00011845+0.00078845i
0.0015594-0.0036205i,0.0044863-0.0016961i,0.0038125-0.00092209i,0.0018045-0.0010242i,-0.0007588-0.00033938i,-0.0020387-0.00033347i,-0.00095474-0.0020953i,0.00061585-0.0035695i,0.0014758-0.003731i,0.0018247-0.0034173i,0.0018385-0.0031418i,0.00077403-0.0026462i,0.00025188-0.001282i,0.00058043-0.00051257i,-7.9737e-05-0.00081878i,-0.0008842-0.0012686i,-0.0010428-0.0014093i,-0.00033913-0.0012285i,0.0008487-0.0012309i,0.00056185-0.0016428i,3.8388e-05-0.001399i,9.8416e-05-0.0010311i,-0.00052516-0.0012292i
-0.0025968-0.0054484i,2.674e-05-0.0046083i,0.00023878-0.0021478i,-0.0012554-0.00087529i,-0.0022811+0.00060743i,-0.0029561+0.0024093i,-0.0029055+0.001676i,-0.0017205-0.0010689i,-0.0006697-0.0033022i,-0.00155-0.0034925i,-0.0028512-0.0021917i,-0.0019963-0.000629i,-0.0014483+9.9051e-05i,-0.0016074+0.00023055i,-0.00073828-0.00069635i,0.00023823-0.00090298i,0.0001638+0.00023681i,-0.00041372+0.00018712i,-0.0011115-0.00062134i,-0.0016446-0.00059957i,-0.0013004+3.2448e-05i,-0.00035526+0.00047256i,-0.00010692+0.00046067i
-0.0067187+0.00060001i,-0.00397-0.0014296i,0.00066273+0.00037845i,0.0026717+0.0020532i,0.0032806+0.0024801i,0.0023616+0.0033843i,0.0010906+0.0031358i,-0.00062476+0.0016719i,-0.0018522+0.00036558i,-0.0016101+0.00065606i,-0.00077835+0.0010945i,0.00089462+0.00093731i,0.0012469+0.00093048i,0.00062052+0.0013341i,-0.00035412+0.0015718i,-0.0012038+0.0016117i,-0.0011772+0.00044146i,-0.00064191-0.0007449i,-0.0012073-0.00023083i,-0.0021433+0.00085189i,-0.001654+0.00088524i,-0.00061808+0.00025207i,0.0003409-0.00034509i
-0.0016896+0.0050256i,-0.0032085+0.0034371i,-4.8912e-05+0.0016619i,0.0034314+0.0014228i,0.0047249+0.0007998i,0.0058798-4.5136e-05i,0.0055286+0.00045128i,0.0028309+0.00033316i,0.00047715+0.00068558i,0.00066695+0.0021159i,0.001646+0.0025792i,0.0011625+0.0011333i,3.7623e-05-0.00035926i,0.0001644-0.00024503i,0.00091368+0.00015695i,0.0014891+0.00014166i,0.0022795+0.0006173i,0.0024079+0.0012738i,0.0023953+0.0015472i,0.0014985+0.0019904i,0.00084022+0.0020164i,0.00073497+0.0011862i,7.0542e-05+0.00013168i
0.0045648+0.0043419i,0.0030279+0.0035386i,0.0030677+0.0013912i,0.0034396-0.00044466i,0.0024048-0.0016258i,0.0028141-0.0037043i,0.0046691-0.004939i,0.0041757-0.0032991i,0.0026921-0.0011631i,0.0028259+0.00026276i,0.0025574-0.00021719i,0.0010716-0.00070927i,0.00024827-0.00018299i,0.00085463+0.0005988i,0.00096345+0.0014593i,0.00086386+0.0015583i,0.00026613-0.00021135i,-0.00066812-0.0015413i,0.00070821-0.00098747i,0.0020996-0.00024704i,0.0010961+0.00057668i,-0.00010042+0.00047723i,-0.00042482+0.00085729i
