0.0011222-0.0012963i,0.001521-0.0025409i,0.00010372-0.0035882i,-0.0016717-0.0033633i,-0.0026551-0.0021989i,-0.0029065-0.00036831i,-0.0023401+0.00065659i,-0.0013629+0.00046251i,-4.9785e-05+0.00056457i,0.0013454+0.00011992i,0.0015569-0.00070769i,0.00047832-0.00029906i,0.00010321+0.00014656i,7.3655e-05-0.00016386i,-0.0003743+0.00017306i,-0.00078194+0.00050184i,-0.00052779-0.00042831i,-8.8831e-06-0.001147i,0.00060647-0.00061931i,0.00093409-0.00012573i,1.9401e-05-0.00038519i,-0.00050653-0.0015633i,-0.00027337-0.0014601i
0.0055813-0.0029823i,0.0059311-0.00056025i,0.0022899-0.00079626i,-6.9034e-05-0.0023083i,-0.0028292-0.0023898i,-0.0054677-0.0027441i,-0.0040593-0.0037395i,-0.00096594-0.0035094i,0.00098233-0.002461i,0.0013956-0.0027691i,4.3347e-05-0.003413i,-0.00149-0.002221i,-0.0017242-5.7065e-06i,-0.0010785+0.00030143i,-0.00049229-0.00083916i,-0.00023042-0.0016189i,-0.00036607-0.0017736i,-0.00086806-0.000812i,-0.00031205-0.00060927i,0.0006681-0.0017248i,0.00088517-0.0016727i,0.00089462-0.00083754i,0.00043926-0.00039327i
-0.00080363-0.0079075i,0.0022469-0.004651i,2.0445e-05+0.00025602i,-0.0023872+0.0024582i,-0.0025482+0.0037732i,-0.0027452+0.0048524i,-0.0030738+0.0021147i,-0.0018921-0.0016024i,-0.00043087-0.0022158i,-0.0012186-0.0014689i,-0.0020889-0.0011471i,-0.00069384+0.00020766i,0.0014386+0.0021864i,0.0015931+0.0023375i,0.00090133+0.0016388i,-0.00014151+0.0010308i,-0.00097922+0.0012633i,-0.0015087+0.0021148i,-0.0019995+0.00090101i,-0.0020684-0.0012048i,-0.0018006-0.0017723i,-0.0010453-0.0013999i,-0.00048511-5.1238e-05i
-0.005839-0.0035611i,-0.0019691-0.00497i,0.001353-0.00051015i,0.0015523+0.0037892i,0.0011808+0.0048795i,0.0019023+0.0053121i,0.00065212+0.0053747i,-0.001867+0.0028982i,-0.00222+0.00065726i,-0.0022919+0.00083529i,-0.0023592+0.0013044i,-0.00059455+0.00057452i,0.00079817-0.00016784i,0.0014177-0.00044937i,0.00071397-0.00034414i,-0.0011661-0.00010717i,-0.00052508+0.00012847i,0.0011254+0.00030883i,0.00057972+7.2974e-05i,-0.00038662+7.6854e-05i,-0.00078419+0.00069934i,-0.00079268+0.00055601i,-0.00024872+0.00021783i
-0.0049458+0.0048758i,-0.0035783+0.0019781i,0.0023094-0.00027431i,0.0055095+1.4449e-05i,0.005901-0.00058284i,0.0071712-0.00085353i,0.0067945+9.3477e-05i,0.0040893+0.00099392i,0.0020792+0.0014357i,0.0016593+0.0021604i,0.0016659+0.0018018i,0.0018593+8.5026e-05i,0.0017013-0.0014828i,0.0014885-0.0018196i,0.0017696-0.00093325i,0.0026167-0.00024542i,0.0024428-0.00016322i,0.0007139-0.0003238i,-0.00061086+0.00065098i,-0.0008626+0.0011942i,-0.00089387+0.00083081i,-0.0013734+0.0005489i,-0.0015413+0.0001756i
0.0027715+0.0063159i,-0.00031422+0.0044535i,0.0014903-0.0015408i,0.0047889-0.0045934i,0.0036693-0.0056787i,0.0028057-0.0064576i,0.0041842-0.0055396i,0.0039507-0.0040729i,0.0025004-0.0022376i,0.0023389-0.0011657i,0.0022767-0.0014777i,0.00028125-0.0019374i,-0.0014084-0.0026134i,-0.0013139-0.0025015i,-0.00070335-0.002183i,-9.9704e-05-0.0023278i,-0.00057556-0.002285i,-0.00067335-0.0017138i,0.00032632-0.0012528i,0.0017163-0.00095566i,0.001894-0.0007608i,0.00065251-0.00021935i,0.0003207-0.00018839i
0.0091774+0.0023193i,0.005741+0.0047247i,0.00073626+0.0016278i,-0.0014298-0.003704i,-0.0024278-0.0060814i,-0.0036766-0.0062396i,-0.0029848-0.0063375i,-0.0013623-0.0055009i,0.00026123-0.0039403i,0.0013479-0.0030819i,0.0018362-0.0029543i,0.0011341-0.0023214i,-0.00022375-0.0009158i,-0.00014917+0.00090095i,0.00062248+0.0018418i,0.0015916+0.0017664i,0.00061805+0.0011114i,-0.0016279+0.00051587i,-0.0018953+0.00031947i,-0.0002695-0.0010354i,0.0010664-0.0019511i,0.00086604-0.00085588i,0.0007253-7.0757e-05i
0.0071453-0.0077089i,0.0084123-0.0034451i,0.0040857+0.0012985i,-0.00079096+0.0017973i,-0.0038905+0.002483i,-0.0067344+0.0028297i,-0.0066514+0.0016127i,-0.003673-0.00027045i,-0.0012623-0.0011817i,-0.0016564-0.0017066i,-0.0033455-0.0021858i,-0.0024915-0.00081128i,-0.00050331+0.0020703i,-0.00028288+0.0023853i,-0.00098107+0.00025555i,-0.0014633-0.00065914i,-0.0011664-0.00031408i,-0.00012319+0.00024482i,0.00020607-0.00043826i,-0.00016775-0.0011112i,-0.00010863-0.0012435i,0.00018351-0.0015089i,0.00013738-0.0018665i
-0.0052037-0.0088125i,0.0009968-0.0073958i,0.0044729-0.00033999i,0.0032246+0.0053827i,0.0021099+0.0066294i,0.0013233+0.0076387i,0.00015314+0.0070017i,-0.00017505+0.0038861i,-0.0012438+0.0013991i,-0.0022041+0.00029499i,-0.0022703+0.00052954i,-0.00073019+0.0016836i,0.0012158+0.0012995i,0.0019898+0.00012777i,0.0023469+0.00016394i,0.0024737+0.0006085i,0.0022562+0.0013649i,0.0013407+0.002152i,0.00024035+0.0016453i,-0.00018641+0.00055177i,-0.00050327+0.00038431i,-0.00091187+0.00047992i,-0.00045993-0.00032169i
-0.010022+0.0015063i,-0.0069259-0.0036279i,0.0020635-0.0039402i,0.0063051+0.00091444i,0.0068194+0.0038106i,0.0079165+0.0044364i,0.0080456+0.0030194i,0.0056117+0.00092568i,0.0026176+0.00087561i,0.00038+0.0025374i,-0.00012212+0.0039035i,0.00064518+0.0029919i,0.0010742+0.00016031i,0.00057484-0.00077371i,-0.00050644-0.0003525i,-0.00089181-0.00057955i,-0.00073712-0.00087592i,-0.00038728-0.0011952i,1.7123e-06+0.000111i,-0.00016547+0.00077799i,-0.00054724+0.00017269i,-0.00066198-0.00022691i,-0.00020287-0.00041671i
-0.0065683+0.0078147i,-0.0089014+0.0031404i,-0.0052663-0.003455i,-9.4339e-05-0.0050277i,0.0025422-0.0051953i,0.0057718-0.0059388i,0.00768-0.0056606i,0.0051018-0.0047949i,0.0020885-0.0029901i,0.0027342-0.00083304i,0.0038228+5.0045e-05i,0.002708-0.00060176i,0.00052402-0.0011689i,-0.00070873-0.0016727i,0.00043286-0.0020395i,0.0016764-0.0019321i,0.0013544-0.00098229i,0.00050803+0.00038856i,0.00029657+0.001005i,0.0012408+0.00074813i,0.0013737+0.00079643i,0.00068421+0.001716i,0.001352+0.0022481i
0.0055303+0.008339i,0.00087211+0.010409i,-0.0046947+0.0039878i,-0.0048717-0.0025461i,-0.0030369-0.0044758i,-0.0023521-0.0069885i,-0.001974-0.0083785i,-0.0015926-0.0066261i,-0.00088019-0.0036384i,0.00025131-0.0021236i,0.0012616-0.0025068i,-4.7347e-05-0.0021014i,-0.0010643-0.00030985i,-0.0011962+0.00052229i,-0.0016867+0.00046068i,-0.002526+0.00021558i,-0.0025437-0.00023654i,-0.0017766-0.00078786i,-0.001326-0.001068i,-0.00057504-0.0010539i,0.00014335-0.00081523i,0.00046468-0.00056745i,0.0009657-0.00076903i
0.015154-0.0026145i,0.014225+0.0042464i,0.004215+0.0088918i,-0.0039962+0.0054574i,-0.0071405+0.0010894i,-0.0089118+0.00053585i,-0.0087143+0.00059073i,-0.0058862+3.5563e-06i,-0.0030957-0.00038925i,-0.0021393-0.001497i,-0.0019876-0.0033511i,-0.0015835-0.0029633i,-0.00047961-0.00051827i,0.00034648+0.00049832i,0.00087784-0.00044871i,0.0010173-0.00054228i,0.00083007-0.0004964i,0.00025907-0.00046253i,-0.00014929-0.00030378i,-0.00040789-0.00045538i,-0.00032274-0.0014573i,-2.8214e-05-0.0021013i,-0.00054765-0.0014771i
0.00318-0.016028i,0.010897-0.011553i,0.012336-0.000277i,0.0063034+0.00631i,0.00042505+0.0074913i,-0.0025815+0.0083914i,-0.0023321+0.0075285i,-0.001414+0.004732i,-0.0013561+0.0022455i,-0.001626+0.0013365i,-0.0025424+0.0010281i,-0.0024827+0.0013877i,-0.00024966+0.0011274i,0.0013712+0.00074073i,0.00056832+0.0015695i,-0.00050607+0.0017824i,-0.00022199+0.00096812i,0.00015036+0.00055319i,-0.00022127+0.00011155i,-0.0010778+0.000164i,-0.0014202+0.00065137i,-0.002043+0.00036289i,-0.0020065-0.00043739i
-0.013833-0.012268i,-0.0057966-0.016481i,0.0040679-0.013573i,0.0060317-0.0032868i,0.0051106+0.0046619i,0.007015+0.0070189i,0.0085147+0.0060863i,0.0072629+0.0038037i,0.0046363+0.0025034i,0.0025651+0.0020377i,0.0011713+0.002423i,-4.16e-05+0.0012536i,-0.00042282-0.00077689i,-1.4924e-05-0.0012663i,0.0010409-0.0012734i,0.0015446-0.0013247i,0.00071632-0.00082372i,-0.0001577-8.2881e-05i,-0.00025272-0.00034258i,-0.00022917-0.00064506i,-0.00079765+0.00044293i,-0.00085547+0.0021783i,-0.00081776+0.0028358i
-0.016306+0.0046701i,-0.018604-0.0026293i,-0.0099454-0.010432i,0.0016751-0.0093874i,0.0063909-0.0050615i,0.0085478-0.0039573i,0.0098836-0.0047883i,0.0074659-0.0051529i,0.0048878-0.0042038i,0.0045164-0.0017589i,0.0042282+0.00026476i,0.0029344+0.00044751i,0.0007571-0.00025576i,-0.00055327-5.0372e-05i,-0.00027825+0.0004596i,-0.00019262+0.00070243i,-0.00059077+0.0012053i,-0.00083396+0.0014298i,-0.00030858+0.00068825i,0.001086+0.00022965i,0.0019888+0.00029204i,0.0022491+0.000807i,0.0013811+0.00070388i
-0.00093697+0.018824i,-0.0094393+0.018337i,-0.012736+0.0075002i,-0.0081899-0.0024217i,-0.0032659-0.0050079i,-0.00078152-0.0078283i,-0.00096499-0.011505i,-0.0017896-0.010775i,-0.0010761-0.0068547i,-2.0067e-05-0.0042339i,0.000641-0.002905i,0.00093419-0.0021525i,0.00016016-0.0013818i,-0.00082695-0.00092533i,-2.9977e-05-0.0009195i,0.0010106-0.0014955i,0.0007582-0.0012671i,0.00033329-0.00035812i,0.0010251-0.00060737i,0.00063834-0.0011618i,0.00029765-0.001451i,0.00066782-0.0015188i,0.00028589-0.0011832i
0.017193+0.0082696i,0.012946+0.018044i,0.0011567+0.019318i,-0.0047903+0.010595i,-0.0061646+0.0012335i,-0.0084125-0.0028989i,-0.0095984-0.0032531i,-0.0078945-0.0024946i,-0.0052128-0.0021837i,-0.003144-0.0021106i,-0.0020372-0.0019646i,-0.001509-0.0014456i,-0.00054147+0.00014865i,0.00019993+0.00095124i,9.5341e-05+0.00053842i,-5.3685e-05+0.0011809i,0.00074154+0.0018427i,0.0013931+0.00061609i,0.00084548-0.00060078i,-8.0263e-05-0.0011029i,-0.00080456-0.0017603i,-0.0015198-0.0023996i,-0.0018235-0.0014281i
0.016899-0.01371i,0.02565-0.0057292i,0.021864+0.006142i,0.0091408+0.011012i,-0.00095672+0.01044i,-0.0059964+0.010108i,-0.0055998+0.0093572i,-0.0033032+0.0070857i,-0.0021099+0.0049793i,-0.0014318+0.0030253i,-0.0017352+0.0014394i,-0.0022846+0.0016079i,-0.0011361+0.00078638i,0.00032193-0.00023017i,0.00038913-0.00071564i,-0.00039771-0.0016467i,-0.0011003-0.0019584i,-0.0015349-0.0011162i,-0.0017738-0.00055973i,-0.0021256-0.00037254i,-0.0025685+0.00043215i,-0.002219+0.0015328i,-0.0011936+0.0014407i
-0.009519-0.021054i,0.00093038-0.023881i,0.012722-0.01474i,0.014031-0.001501i,0.0095302+0.0060669i,0.0076539+0.0093892i,0.0084337+0.0094608i,0.0074791+0.006572i,0.0045422+0.0035345i,0.0026418+0.0028089i,0.0025452+0.0028513i,0.0025929+0.0018851i,0.0020215+0.00035714i,0.0011937-0.00018219i,0.0010559-9.9812e-06i,0.0011947+0.00010729i,7.8997e-05-9.7232e-05i,-0.0014029-0.00030001i,-0.0019793-0.00013447i,-0.0014069+0.00037515i,-0.00026509+0.0010356i,0.00051875+0.001531i,0.001158+0.0011127i
-0.022866-0.0035309i,-0.022111-0.014212i,-0.0086741-0.021259i,0.0041676-0.016758i,0.0092662-0.007666i,0.011681-0.0035691i,0.012727-0.0045403i,0.012095-0.0057207i,0.0086763-0.0048827i,0.0051069-0.0020778i,0.0039323-0.00062965i,0.0027816-0.00052897i,0.0011598-0.00014439i,0.00014844+0.0002507i,-0.00058069+0.00073084i,-0.0011448+0.00083773i,-0.0012638+0.00031514i,-0.0012837+0.00025945i,-0.00083651+0.0015037i,-0.00056293+0.0022965i,0.0004731+0.00099835i,0.0023996-7.2745e-05i,0.001686-0.00066067i
-0.011298+0.019745i,-0.022178+0.016114i,-0.02451+0.0014445i,-0.013494-0.0078839i,-0.0022497-0.0094002i,0.0027144-0.011228i,0.0026222-0.013232i,0.0010734-0.01259i,0.0002104-0.0091096i,0.00050721-0.0054279i,0.0011445-0.0038201i,0.0010219-0.0034313i,0.0004607-0.0017779i,0.00094072+0.00075337i,0.002145+0.0021341i,0.0025021+0.0022958i,0.0021422+0.0025054i,0.0024073+0.0023101i,0.0035892+0.00089463i,0.0032146-0.00040022i,0.001311-0.0013232i,-4.3659e-05-0.0030055i,0.00011352-0.0031422i
0.012694+0.01952i,0.0051883+0.028713i,-0.0089342+0.025533i,-0.015257+0.012834i,-0.012903+0.0012295i,-0.0099275-0.0051443i,-0.0090683-0.0073791i,-0.0087132-0.0065961i,-0.0076183-0.004722i,-0.0055614-0.0030551i,-0.0034724-0.0024169i,-0.0019312-0.0014241i,-0.0003792+0.00095244i,3.3703e-05+0.0014893i,-0.0005245-2.4078e-05i,5.5597e-05-0.00042937i,0.001031-0.00022664i,0.0015227-0.0006563i,0.0016343-0.0017197i,0.00091852-0.0017007i,-0.00049651-0.001002i,-0.0013752-0.0001589i,-0.0010231+0.0011032i
0.026334-0.0060651i,0.031639+0.004368i,0.025202+0.01638i,0.010547+0.01702i,-0.0027748+0.010395i,-0.010076+0.0075628i,-0.010613+0.008905i,-0.007399+0.0078128i,-0.0041311+0.0050854i,-0.0023759+0.0036111i,-0.0016998+0.0023207i,-0.0010366+0.0009365i,0.00020634-0.00046107i,0.00064632-0.0017193i,0.00092871-0.0021542i,0.0012445-0.0019123i,0.00057313-0.0025959i,-0.00085188-0.0032628i,-0.001821-0.0035301i,-0.0018329-0.0037398i,-0.0019425-0.0018573i,-0.00080613+0.00099891i,0.00088981+0.0017154i
0.005514-0.029085i,0.018596-0.029929i,0.028271-0.017581i,0.021306-0.0023442i,0.0092193+0.0065205i,0.0043902+0.011425i,0.0050467+0.012214i,0.00566+0.0083845i,0.0047902+0.0044548i,0.0037588+0.0029407i,0.0022553+0.0029943i,0.00091269+0.0026488i,0.00078348+0.0012706i,-0.00039136+0.00023418i,-0.0024912-0.0006745i,-0.0032251-0.0013455i,-0.0033464-0.0010652i,-0.0035986-0.00056784i,-0.0038249+0.00084168i,-0.0036106+0.0024385i,-0.0020797+0.0023619i,0.00054081+0.0023135i,0.0012002+0.0011676i
-0.025354-0.017805i,-0.020479-0.031682i,-0.0049523-0.035608i,0.0060649-0.023798i,0.010086-0.0073947i,0.012548+0.001289i,0.014416+0.0010507i,0.011853-0.0019715i,0.0067658-0.0032727i,0.0041083-0.0030463i,0.00392-0.0021804i,0.0026338-0.0012133i,0.00075426-0.0010325i,-0.00024229-0.00039417i,-0.00042538+0.00027654i,-0.00042232+0.00039188i,-0.0016693+0.0010913i,-0.0028711+0.0024276i,-0.0026095+0.0034214i,-0.0013214+0.0028851i,0.00048516+0.0014267i,0.0012178-0.00072325i,-0.00014035-0.0023046i
-0.024326+0.016112i,-0.035634+0.0095226i,-0.033153-0.0060193i,-0.018906-0.013988i,-0.0049832-0.01291i,0.0032663-0.011106i,0.0051512-0.011029i,0.0033283-0.011206i,0.0015088-0.0088804i,1.391e-05-0.0059685i,-0.0012372-0.004752i,-0.0011728-0.0028715i,-0.0010193-0.0002908i,-0.001296+0.0016428i,-0.0010616+0.0022943i,-0.00015002+0.0023806i,0.0010807+0.0027088i,0.0019557+0.002695i,0.0025416+0.0024806i,0.0023828+0.00123i,0.0011578-0.00038664i,-0.00022125-0.001036i,-0.0013628-0.00034784i
0.0074036+0.029768i,-0.0022606+0.038233i,-0.014577+0.028989i,-0.017552+0.011086i,-0.012871-0.0021654i,-0.0089043-0.0084505i,-0.0082087-0.0087692i,-0.0079805-0.006928i,-0.0062674-0.0046817i,-0.0038146-0.0021928i,-0.0030586-0.0014245i,-0.0032876-0.0013845i,-0.0021306-0.00089476i,0.00010934-0.00042147i,0.0019407-0.00019358i,0.0029534-0.00079209i,0.0035254-0.0013938i,0.0030435-0.0016677i,0.0018702-0.0023909i,0.00093487-0.0031626i,0.00028923-0.0026181i,-0.00086487-0.0010519i,-0.001346+0.00093111i
0.033597+0.0063619i,0.038726+0.019182i,0.02675+0.028585i,0.008811+0.024254i,-0.0040278+0.012766i,-0.0097433+0.0054714i,-0.0095308+0.0045063i,-0.0061161+0.0055657i,-0.0026206+0.0053167i,-0.00081387+0.0031586i,-0.00089401+0.001291i,-0.0015508+0.00082591i,-0.00095619+0.00065125i,-0.00098131+0.00011651i,-0.0019717+0.00030557i,-0.0017355-5.106e-05i,-0.0003957-0.0015762i,0.00066095-0.0033073i,0.0006032-0.0036874i,-0.00046685-0.0021515i,-0.0012228-0.00050626i,1.3829e-05+0.00074845i,0.0020261+0.0019252i
0.02248-0.03108i,0.036121-0.031005i,0.040437-0.016216i,0.029028-0.0012061i,0.011694+0.0073113i,0.0020626+0.011413i,0.0023391+0.010898i,0.0048353+0.0072582i,0.0046871+0.0036804i,0.0038555+0.0020202i,0.003124+0.0014771i,0.0018824+0.0015486i,0.0011331+0.00044372i,0.0008921-0.0011028i,0.0011204-0.0015791i,0.00027523-0.0025195i,-0.0024227-0.0029872i,-0.0042921-0.0018139i,-0.0050051-0.00094214i,-0.0047729-0.00023018i,-0.0025348+0.00056549i,0.00014413+0.00044023i,0.00080411-0.0015908i
-0.020012-0.031358i,-0.015532-0.044985i,0.0006133-0.043637i,0.011261-0.026625i,0.011265-0.0078954i,0.0095576+0.00147i,0.0098396+0.001632i,0.0093517-0.0016465i,0.0067126-0.0039159i,0.0044157-0.0038885i,0.0033411-0.0031212i,0.0027691-0.0021929i,0.0017308-0.00076385i,-0.00048305+0.00045836i,-0.0019919+0.0012937i,-0.003163+0.002354i,-0.003319+0.0023786i,-0.002377+0.0018456i,-0.00086232+0.0019935i,0.00063744+0.0022369i,0.0010765+0.0018167i,0.00057632-3.7779e-05i,-0.00053367-0.0014662i
-0.040503+0.0059839i,-0.049707-0.00080975i,-0.041342-0.012665i,-0.021159-0.0164i,-0.0037174-0.011569i,0.0057434-0.0069117i,0.0075805-0.0073766i,0.0046912-0.0090883i,0.0012553-0.0069693i,-0.000129-0.0033484i,0.00049106-0.0021831i,0.0011026-0.0027633i,0.00096999-0.002613i,0.00059544-0.0015956i,0.0006249-0.00038101i,0.00061025+0.00068272i,0.00079499+0.0019644i,0.00167+0.0027634i,0.0018946+0.002001i,0.0012564+0.00061876i,0.00018811-0.00023674i,-0.00069473+0.00032045i,-0.0016008+0.0010256i
-0.0071739+0.036023i,-0.018635+0.045428i,-0.026578+0.035256i,-0.023273+0.016043i,-0.013233+0.0016087i,-0.0065775-0.0044137i,-0.0049324-0.00481i,-0.0050644-0.0040465i,-0.0048933-0.0021626i,-0.003406-0.00043904i,-0.0024492-0.00084301i,-0.0023276-0.0017311i,-0.0013869-0.0012457i,0.000212+0.00062179i,0.0014047+0.0024103i,0.0014899+0.0023024i,0.0021123+0.00041402i,0.0029519-0.001263i,0.0026084-0.0022107i,0.0017654-0.003032i,0.0012155-0.0022492i,0.0014276-0.00089233i,0.0013797+0.00012869i
0.03198+0.022827i,0.036988+0.037947i,0.024619+0.043274i,0.0074771+0.032838i,-0.002444+0.014946i,-0.0045684+0.0031181i,-0.0043626+2.482e-05i,-0.0044416+0.0016825i,-0.0028611+0.0035867i,-0.00098749+0.0036736i,-0.00043464+0.0028193i,-0.00078765+0.0014971i,-0.00094545+0.00108i,-0.00083855+0.00024182i,0.00055256-0.0013202i,0.0011935-0.0032506i,0.00046135-0.0035877i,-0.00024297-0.0030968i,-0.00042652-0.0023906i,-0.00064423-0.0010044i,-0.00081825+0.00012595i,4.7933e-05+0.00026135i,0.0015153+0.00036879i
0.03752-0.021285i,0.052251-0.022833i,0.051549-0.012568i,0.034717-0.00073017i,0.013979+0.0040779i,0.0023385+0.00506i,0.0017179+0.0064329i,0.0042913+0.0055696i,0.0047341+0.002642i,0.0030746+0.0010734i,0.0019099+5.1508e-05i,0.00090897+0.00036355i,8.0573e-05+0.0017277i,0.00066552+0.0026231i,0.0013361+0.0026193i,0.00035856+0.0014162i,-0.0010174-0.00015193i,-0.0024202-0.0010996i,-0.0029291-0.00069325i,-0.0020425-4.8371e-05i,-0.001107-0.00045723i,-0.00097695-0.0012308i,-0.00060478-0.0020449i
-0.006498-0.044457i,-0.0017463-0.058228i,0.0081106-0.052576i,0.011928-0.032278i,0.0083502-0.010481i,0.0052212+0.001204i,0.0051774+0.0021273i,0.0060197-0.00070158i,0.0051721-0.002859i,0.0032444-0.002506i,0.0019103-0.0011464i,0.00107-0.00027192i,0.00059005-0.00059253i,0.00014927-0.0015756i,-0.00047047-0.0026946i,-0.0016584-0.0025713i,-0.0021859-0.00044473i,-0.0012218+0.0018114i,-0.00033472+0.0029006i,0.00064265+0.0020416i,0.00043914+0.001175i,-0.001045+0.0015271i,-0.0020616+0.00059805i
-0.044819-0.013525i,-0.058137-0.02059i,-0.050745-0.024983i,-0.029101-0.020101i,-0.0096893-0.0091217i,0.00071106-0.0025693i,0.0040731-0.0037769i,0.0038298-0.0062318i,0.00089549-0.0050047i,-0.00092691-0.0019135i,-0.00017435-0.0005289i,0.0010793-0.00057228i,0.0026015-0.00061204i,0.0030832-3.4582e-05i,0.0021168+0.0013099i,0.0013381+0.0028268i,0.00074456+0.0033538i,0.00015267+0.00193i,0.00090587+0.00046309i,0.0012211-7.7655e-05i,0.00042803+0.00038541i,0.00015225+0.001369i,-0.00025341+0.0018139i
-0.030214+0.035384i,-0.03977+0.048584i,-0.039129+0.043719i,-0.027323+0.026017i,-0.01123+0.010099i,-0.0012347+0.0017249i,-0.00032603-0.0015271i,-0.0030202-0.0027827i,-0.0041526-0.001934i,-0.0016361-0.00053072i,0.0012811-0.00040882i,0.0008739-0.0013841i,-0.0010196-0.0022645i,-0.0015248-0.001578i,-0.0012723-0.00030015i,0.00042512-0.00047348i,0.0022385-0.0010586i,0.0023152-0.0011065i,0.0025076-0.0010305i,0.0023639-0.00093722i,0.0019633-0.00078967i,0.002277-0.00021329i,0.0026723+0.00060221i
0.024285+0.0421i,0.033901+0.055014i,0.031482+0.052732i,0.019596+0.034529i,0.0084407+0.01262i,0.0022866+0.00046926i,0.00023384-0.0016208i,-0.00058524-8.0801e-05i,-0.00051377+0.0010415i,0.00049571+0.00085581i,0.00031917-0.0002094i,-0.00059932-0.0013102i,-0.00028019-0.0014029i,0.00044898-0.00039389i,0.0016119+0.0011615i,0.0024317+0.0013934i,0.0014489-1.7517e-05i,-0.00077546-0.0011387i,-0.0017538-0.0019921i,-0.0014618-0.0025005i,-0.0007201-0.002269i,0.00060152-0.0026158i,0.0013153-0.0027018i
0.047866-0.0025379i,0.065103-0.0072335i,0.063583-0.0067369i,0.042006-0.0036404i,0.016914-0.0029319i,0.0018121-0.0038554i,-0.00090625-0.0018168i,0.0010573+0.00064521i,0.0014477-0.00013649i,0.00082674-0.00082345i,1.9614e-05-0.0003134i,-0.00086342+0.0002607i,-0.0021122+0.0004927i,-0.0026831-1.0963e-05i,-0.0022145-0.00074719i,-0.0020436-0.0017426i,-0.0016536-0.0022831i,-0.0012079-0.0018243i,-0.00083865-0.0014231i,-0.00088777-0.0013187i,-0.0017882-0.001506i,-0.0020671-0.002244i,-0.00165-0.0024431i
0.017142-0.048119i,0.01778-0.066842i,0.016821-0.064905i,0.011174-0.041702i,0.0016769-0.016579i,-0.0023863-0.0034504i,-0.00033255-0.0009088i,0.0024082-0.0018197i,0.0018439-0.0023836i,-0.00069452-0.0011689i,-0.0019308+1.7425e-05i,-0.00067981+0.00080037i,0.0013769+0.0021055i,0.0025537+0.0022636i,0.003044+0.0016978i,0.0014794+0.0020533i,-0.00067979+0.002045i,-0.0009596+0.0021184i,-0.0013053+0.0027837i,-0.002165+0.0031722i,-0.0022025+0.0022704i,-0.0020844+0.0012551i,-0.0022216+0.0011374i
-0.037152-0.034334i,-0.055025-0.03877i,-0.056549-0.034418i,-0.040805-0.02063i,-0.019968-0.0028981i,-0.0068167+0.0066426i,-0.001852+0.0058234i,-0.0003696+0.0012408i,-0.0010897-8.5866e-05i,-0.00081933+0.00090455i,0.00084963+0.0015313i,0.0015753+0.00099644i,0.0011772+0.00026265i,-0.00012014+0.0004021i,-0.0027576+0.00089358i,-0.0038464+0.0014882i,-0.0020741+0.0019064i,0.00064965+0.001191i,0.0020808+0.00066575i,0.0012876+0.00097381i,4.7815e-07+0.0024596i,-0.00047501+0.0037948i,-0.00032717+0.0033376i
-0.045941+0.015861i,-0.056349+0.035956i,-0.052763+0.04345i,-0.033298+0.03342i,-0.010957+0.018913i,0.0029892+0.0097779i,0.0061833+0.0041419i,0.0030721-0.00025822i,0.0011853-0.00063707i,0.0011009+0.00053435i,0.0013214+0.0011506i,0.0022675+0.00071936i,0.0026142-0.00061413i,0.002712-0.00082989i,0.0038188+9.8849e-05i,0.0043756+0.0010891i,0.0038432+0.0009366i,0.0030894+0.0011351i,0.0024087+0.0017012i,0.0021349+0.0016407i,0.0019655+0.0015494i,0.0025002+0.00088729i,0.0028324-7.5437e-05i
-0.0027815+0.048846i,0.013619+0.066238i,0.024462+0.065896i,0.023487+0.044677i,0.018979+0.018993i,0.014865+0.0021948i,0.01065-0.0028004i,0.0061967-0.0019765i,0.0033891-0.0014612i,0.0025213-0.0017969i,0.0023675-0.0021879i,0.00059388-0.0027236i,-0.0015965-0.0022456i,-0.0015747-0.00095628i,-0.00077231-2.8725e-05i,0.00010599+6.2618e-06i,0.00047302-0.0022782i,0.00041137-0.0048782i,0.00079124-0.0054751i,0.00077456-0.0050657i,0.00075328-0.0032105i,0.00085016-0.0020826i,0.00089225-0.0024082i
0.045721+0.023176i,0.071355+0.013002i,0.078491+0.0011193i,0.055981-0.0084689i,0.024885-0.01541i,0.0050382-0.016474i,-0.00091494-0.01257i,0.00027194-0.0084935i,0.00125-0.0057813i,-9.5412e-05-0.0045052i,-0.0012065-0.0041667i,-0.00196-0.0033252i,-0.0014509-0.002356i,0.00056807-0.0015883i,0.0021066-0.0020461i,0.0015237-0.0028502i,0.00016234-0.002295i,-0.00037935-0.001321i,-0.0008437-0.00096974i,-0.0010839-0.00092573i,-0.00077322-0.0016333i,-0.0012209-0.0028592i,-0.0016632-0.0033447i
0.03701-0.0277i,0.037231-0.056328i,0.028515-0.068476i,0.01195-0.053087i,-0.0045727-0.02824i,-0.012499-0.01205i,-0.011559-0.0050901i,-0.006711-0.0038306i,-0.0037053-0.0030042i,-0.0030003-0.0010244i,-0.0033889+0.00043368i,-0.0033004+0.001051i,-0.0030273+0.0021847i,-0.0033329+0.0024689i,-0.0038905+0.0014576i,-0.0044085+0.00091791i,-0.0039762+0.00082149i,-0.0043774+0.00037026i,-0.0051689+0.00027765i,-0.0041449+0.00053206i,-0.0034167+0.00039027i,-0.0039953+0.00067471i,-0.0039683+0.00099372i
