-0.0012751-0.00046687i,-0.0010442-0.00036998i,-0.00012667-0.0001882i,0.00054692-0.0003189i,0.00057215-0.00018071i,0.00083663+0.00063345i,-0.00037369-0.00011319i,-0.0025013-0.00014371i,-0.0023389+0.0020973i,-0.00054902+0.0029335i,0.00038327+0.001991i,0.0007408+0.00054897i,0.00073366-0.00031616i,0.00032676-0.00094098i,0.00015727-0.0011067i,-8.001e-05-0.00018897i,-0.00045984+0.00026006i,-0.00024354+0.00020647i,0.00031963-0.00042259i,0.00037956-0.00092706i,0.00013006-0.00049286i,-2.9108e-05-0.00011134i,-4.5012e-05+0.00015847i
-0.0012537-0.0017919i,-0.0018436-0.0019203i,-0.0019668-0.001938i,-0.0014819-0.0013163i,-0.00053654-0.00077577i,0.00070574-0.0011204i,0.00082531-0.0018906i,-0.00051875-0.0013907i,-0.00072055-0.00018221i,0.00048931+0.0006761i,0.00082353+0.0011939i,0.0012082+0.00054692i,0.00085338-0.00043375i,-3.346e-05-0.00048877i,0.00023446+0.00019137i,0.00037727+0.00043915i,0.00024062+0.00038239i,-0.00013101+0.00062024i,-0.00039845+0.00036985i,-0.0005311+0.00063099i,-0.00080596+0.00043172i,8.5531e-05-0.00026598i,0.00099239+0.00047739i
0.0010357-0.00041292i,-0.00010035+0.00044893i,-0.00056134+9.5512e-05i,0.00030265-0.00054696i,0.0017764-0.00011355i,0.0019718-0.00051364i,0.00142-0.0015564i,0.00031693-0.00041019i,-0.00022625+0.0012099i,0.00065312+0.0008823i,0.0009518+0.00034294i,0.00085502+0.00042282i,0.00051167+7.3015e-05i,0.00016125-9.3654e-06i,6.2512e-05+0.00081706i,0.00021581+0.0008046i,0.00033488+0.00039262i,-0.00039846-0.00024921i,-0.0010867-0.00091019i,-0.0010189-0.0010726i,-0.00064716-0.00038913i,-0.00032555+0.00013929i,-0.00091244+0.00058393i
0.0012735-0.00050455i,0.0020268-0.0010611i,0.0022032-0.00038179i,0.0012763-0.00028865i,0.002407-0.00094584i,0.0034829-0.0016582i,0.0018109-0.0024772i,-0.00046175-0.00071843i,-0.00055493+0.0019057i,-0.00024588+0.0021299i,-0.0011288+0.0013481i,-0.00080837+0.0011245i,-0.00036755+0.0011275i,-0.00050834+0.00062425i,-0.00030152+7.7138e-05i,-0.00055117-0.00059888i,-0.0008673-0.00063512i,-0.00095734-7.0192e-05i,-0.00068986+0.00028434i,-0.00023097+0.0001436i,0.000264+0.00038311i,-0.00020348+0.00048052i,-0.00091349-0.00052886i
-0.00040383+0.00071328i,0.0003804+0.00074703i,0.00014282+0.00043574i,0.00094368+0.00073124i,0.0031075+0.0010078i,0.0042494-0.0001046i,0.0024356-0.001229i,-0.00072421-0.00066612i,-0.0018173+0.0013259i,-0.00064847+0.002401i,0.00071956+0.0017016i,0.00017794+0.0007754i,-0.00029895-1.4552e-05i,0.00031382+0.00034564i,0.0006844+0.00066685i,-0.0003591+0.00053097i,-0.0017782+6.5626e-05i,-0.0014693-0.00078637i,-0.00047792-0.0007442i,-0.00071048-0.00035081i,-0.00079483-0.00044307i,-0.00048755-0.00053532i,0.00036295-0.00011531i
0.00087634+0.00061396i,0.0013075+0.00127i,0.0010376+0.00031553i,0.0004503-0.00019701i,0.0016356-0.00063899i,0.0020419-0.0023376i,0.00020003-0.0031381i,-0.0011925-0.0019122i,-0.0012954+0.00013179i,-0.00065406+0.0011235i,-0.00036403+0.00094112i,-0.00019598+0.00017634i,0.0001396-0.00050864i,0.00064501-0.00010569i,0.00026558+0.00028958i,-0.00073475-0.00017232i,-0.00038432+9.0656e-05i,0.00033108+7.6591e-05i,0.00059564-0.00026912i,0.00031965+0.00022183i,-0.00025228+3.0804e-05i,0.00043703-0.00030685i,0.00063239-0.00026745i
0.0021938-0.00073205i,0.0025374-0.0010565i,0.0024798-0.0027363i,0.0016074-0.0039478i,0.0018371-0.0035946i,0.0022374-0.0023431i,0.00050752-0.001646i,-0.00079291-0.0004201i,-0.00036648+0.00092017i,5.1559e-05+0.0014236i,5.7657e-05+0.001272i,-5.0284e-05+0.00063371i,-0.00013565+9.2307e-05i,-0.00017253-0.00013695i,-0.00011975+3.3144e-05i,4.7128e-06-0.00012861i,-0.00025462-0.00010168i,-0.00023254-1.8471e-05i,0.00015072-6.2948e-05i,0.0001123-0.00024727i,0.00010582+0.00014319i,0.00038584+0.00016726i,0.000358+0.00010266i
0.0010134+0.00050654i,0.00052043+0.00084044i,0.00096615+0.00075117i,0.001564-0.00023865i,0.0014766-0.0017605i,0.00099711-0.0029991i,-3.8761e-05-0.0018051i,-0.00055049+0.00040632i,-0.00081595+0.0017358i,-0.0004978+0.0016717i,0.00018099+0.00081496i,-6.5725e-05+0.00011185i,-0.00032916-0.00015759i,-4.2329e-05+0.00045011i,-0.00012146+0.00062787i,2.8376e-05+0.00062245i,0.00040184+0.00028873i,0.00031296-0.00014639i,0.0003007-0.00043756i,-7.2818e-05-0.00012363i,-0.00067526+0.00024145i,-0.0005445-4.8521e-05i,-0.00010911+9.9537e-05i
-1.7827e-05+9.8222e-05i,6.5722e-05+0.00076417i,0.0006255+0.0010662i,0.0018814+0.0013366i,0.0024608+0.00023234i,0.002789-0.0019248i,0.0018273-0.0025373i,-8.3126e-05-0.00063057i,-0.00016325+0.0016782i,0.00082566+0.002435i,0.00059688+0.0022382i,0.00013394+0.0014422i,0.00069173+0.0005639i,0.00055172+0.00035219i,-0.00042253+0.00035615i,-0.00077744+0.00027424i,-0.0009029+0.0001532i,-0.00077043+9.7019e-06i,-0.00093508-0.00051811i,-0.00095191-0.0012168i,-0.00050491-0.0008185i,-0.00023293-0.00034788i,-6.2861e-05+0.00021305i
-4.247e-05+7.3165e-05i,-0.0008981-0.00030964i,-0.00091329+0.00023851i,0.00036725-0.00050072i,0.0019979-0.0011959i,0.0021868-0.0019214i,0.00096298-0.0018333i,-4.8984e-05-2.9626e-05i,-0.00028337+0.0015608i,-0.00061427+0.0012428i,-0.00020988+0.00057687i,0.00068181+0.00038858i,0.0010284-8.3265e-05i,0.00073005-0.00094475i,0.00049591-0.00059481i,-0.00019494-0.00053993i,-0.00044763-0.0013006i,-0.00097891-0.0013087i,-0.00086793-0.0010822i,0.00038328-0.00091882i,0.00045423-0.00063367i,2.3429e-06-0.00016429i,0.0004831+5.9412e-05i
0.0013309-0.00015355i,0.00098812-0.00061869i,0.00075665-0.000581i,0.001003-2.3414e-05i,0.0015509+0.00044988i,0.0017551-0.00023484i,0.00060956-0.0015453i,-0.0011093-0.0011372i,-0.001402+0.00077914i,-0.00066746+0.0013136i,-0.00078245+0.0012154i,-0.00089831+0.001196i,-0.00023074+0.00071614i,0.00063825+0.00031017i,0.00035959+0.0003407i,0.00010514-0.00010305i,-0.00027813-0.00044063i,-0.00063779-0.00059383i,-0.00058978-0.00058474i,-0.00076909+8.3389e-05i,-0.00072866+0.00062114i,-0.0003477+0.0010544i,0.00060771+0.0013636i
-3.5923e-05-0.00032037i,0.0010341-0.00039767i,0.00099016-0.00066779i,0.00086309-0.0011692i,0.0013305-0.0015526i,0.0010481-0.0025773i,0.0010298-0.0025417i,0.00053897-0.0016641i,0.00022623-0.00059173i,0.00061989-0.00028101i,0.00047476-0.00023961i,8.6297e-05-0.00038995i,0.00032913-0.00057509i,0.00049103+7.5538e-05i,-2.8079e-05+0.00084125i,-9.6524e-05+0.00036458i,0.00011158-0.00052972i,3.3596e-05-0.00036131i,-0.00079963+0.00050368i,-0.0010259+0.00042088i,-0.00061056+0.0001241i,-0.00023503+0.00017615i,-5.9042e-05-0.00045951i
0.0015031+0.00052106i,0.0017033+0.00077627i,0.0022577+0.00094503i,0.0029436+0.00036282i,0.0029951-0.00044157i,0.0025653-0.0012656i,0.0012238-0.0017405i,-0.00055131-0.00034064i,-0.00082162+0.0018373i,-0.00025243+0.0016155i,0.00034954+0.00032931i,0.0006423-0.00027843i,0.00036613-0.00052717i,6.9553e-05-0.0011302i,0.00019249-0.0014499i,4.6179e-05-0.0010494i,0.00010522-0.00097378i,0.00051012-0.00094975i,0.00039774-0.00059344i,8.74e-05-0.00024026i,-0.00012931+8.0417e-05i,-0.00035498+4.8109e-05i,-0.00016642-0.00060365i
-0.0014001+0.0020879i,-0.00082728+0.0027303i,0.0010356+0.0024288i,0.0017814+0.0012734i,0.0024668-0.00062027i,0.0033962-0.0021337i,0.00085446-0.0020307i,-0.0025874-3.3882e-05i,-0.0025207+0.0021473i,-0.00090689+0.0024943i,0.00050648+0.0018406i,0.00088113+0.0013501i,0.0002247+0.00040139i,-0.0004577-0.00063147i,-0.00053872-0.00097185i,-0.00072839-0.00083267i,-0.00061634-0.0010925i,-0.0012654-0.0016096i,-0.0017322-0.0012006i,-0.0012117-5.3073e-05i,-0.00051933+0.00071831i,-0.00026084+0.00082577i,-0.00083206+0.00095599i
-0.0010491+0.0016319i,-0.00062692+0.0018094i,0.0003803+0.0013249i,0.0014773+0.0010448i,0.0020146+0.00069634i,0.0016222-0.0018648i,0.00049616-0.0037023i,-0.00074169-0.0021141i,-0.00080333+0.00080861i,-0.00055154+0.002163i,-0.001248+0.001487i,-0.0013861+7.4256e-05i,-0.00093336-0.00054074i,-0.00054527-0.00084518i,-8.3928e-05-0.00013804i,0.00070143+0.00051138i,0.00035791-0.00010406i,-0.00039953-0.00044477i,-0.0014304-0.00078578i,-0.0013183-0.0011699i,5.5686e-05-0.0006043i,0.0005312-0.00010623i,0.00077344-0.00067263i
-0.0012087-0.0002386i,-0.0015389+0.00073349i,-0.001704+0.00087595i,-0.00082432+0.00097356i,0.00056468+0.00097754i,0.0019879+0.00086404i,0.0012639-0.00056045i,-0.0001867-0.0010875i,-0.00091781+8.6674e-05i,-0.0014669-0.00016993i,-0.0011038-0.0012644i,-0.0001308-0.0013579i,-0.0001681-0.00025349i,-0.00048145+6.5855e-05i,-0.00065404-0.00031621i,8.8773e-05+2.9986e-05i,0.00076307-2.8527e-05i,8.2477e-05-0.00028248i,-0.00081029-0.00043042i,-0.00097793-0.00062073i,-2.6249e-05-0.00080717i,0.00046103-0.0004604i,0.00022587-3.3513e-05i
0.0010523-0.0028923i,0.00044023-0.0029987i,-0.00021796-0.0033905i,-6.1533e-05-0.0024158i,0.0016253-0.00098221i,0.0025403-0.00090289i,0.001302-0.0013874i,-3.2356e-07-0.00058364i,0.00037563+0.00094211i,0.00088578+0.0012505i,0.0010423+0.0009008i,0.0011469+0.0013215i,0.000923+0.00064851i,0.00066888-8.6766e-05i,0.00027135-0.00010673i,-0.00010375-0.00045112i,-0.00040393-0.00029439i,-0.00051426-0.00053476i,-0.00031568-0.00074966i,-0.00055881+7.3049e-05i,-0.00041191+8.9435e-06i,-0.00030003-0.00031646i,-0.00015027+0.00031609i
-0.00087835+0.00050113i,-0.00082643+0.0011423i,-0.00089709+0.0018123i,-0.00042691+0.00086155i,0.0014285-0.0018418i,0.0023917-0.0034565i,0.00042028-0.0032178i,-0.00063961-0.0010624i,-9.898e-05+0.0010606i,0.0008511+0.0021437i,0.0011115+0.0021419i,0.00099177+0.0010441i,0.00081563+0.00020967i,0.00026272+0.00039237i,4.6053e-05+0.0001847i,-3.5012e-05-3.1038e-05i,0.00021683+1.6074e-05i,-0.00022091-0.00048781i,-0.00090335-0.00052386i,-0.0002098-0.00032767i,0.00093551-0.00029076i,0.0013996-0.00032607i,0.0010806-0.00063965i
0.00019501+0.0017482i,0.0018494+0.0015201i,0.0036262+0.00044283i,0.0035875-0.00065986i,0.0034696-0.0017468i,0.0025504-0.0022579i,0.00062425-0.0020492i,-0.00046266-0.0003249i,-0.00075361+0.0019321i,-0.00053666+0.0027525i,-0.00020841+0.0022887i,-8.9465e-05+0.001077i,-0.00051784+0.00089461i,-0.0011609+0.00075689i,-0.00077884+0.00042747i,-0.00025619+0.00021328i,-0.00063242+0.00029207i,-0.00081803+0.00046891i,-4.0757e-05+0.00032629i,0.00075107+0.00040098i,0.0010685+0.00090488i,0.0010601+0.0016637i,0.00041538+0.0012283i
3.7036e-05+0.0019675i,0.00017662+0.0014432i,0.00078152+0.0013582i,0.001386+0.00087674i,0.0026004+9.7457e-05i,0.0025047-0.001427i,0.00052774-0.0018262i,-0.0014473-0.00032013i,-0.001497+0.0015232i,-0.00089294+0.0019842i,-0.0013771+0.00094436i,-0.0020056-0.00067845i,-0.0011783-0.0014524i,-0.000149-0.0011433i,0.00027914-0.00038116i,0.00035154+0.0003275i,-8.2497e-05+3.1179e-05i,-0.00080099-0.00056372i,-0.00080012-0.00094545i,-0.00069934-0.00089717i,-8.4396e-05-0.00060214i,0.00097058+2.9732e-07i,0.00051189+0.00051871i
0.0017306+0.00093813i,0.0022976+0.0014332i,0.0026256+0.0018855i,0.0037198+0.001287i,0.0037233+0.00035056i,0.0025573-0.0014123i,0.000529-0.0033596i,-0.0017387-0.0020497i,-0.0013589+0.00062874i,0.0002983+0.0013989i,0.000879+0.0012557i,0.00048979+0.00070791i,0.00016499-0.00032348i,0.00041018-0.00037014i,0.00051287+0.00014331i,-7.6038e-05+0.00040452i,-0.00066585+0.00050869i,-0.00049719+0.00027257i,-0.00096011+0.00012137i,-0.00099864+0.00030512i,6.7542e-05+0.00055387i,0.00063082+2.4431e-05i,0.00098919-0.00040056i
-0.0017854-0.00060267i,-0.0021778-0.00010909i,-0.0020345+0.0015725i,-0.00088585+0.0013107i,0.00085144+0.0004574i,0.0019914-0.00093172i,0.0010098-0.0024683i,-0.00077577-0.0015762i,-0.00098481+0.00056295i,0.0004278+0.0012502i,0.0010116+0.0011954i,0.00071174+0.0012782i,0.0010419+0.0010653i,0.00079368+0.0001943i,-9.3485e-05-0.0010521i,-0.0003526-0.00092501i,8.829e-05-0.00010249i,-0.00049914-0.0010588i,-0.00066271-0.001352i,0.00016584+5.704e-05i,0.00060586+0.00090491i,0.00079745+0.0011905i,0.0010051+0.0011778i
0.00058044-0.00082761i,0.00027767+0.00023696i,0.0011293+0.00040814i,0.0022186-0.000219i,0.0032667-0.00078215i,0.0036491-0.0011322i,0.0024673-0.0013782i,0.00061109-0.00044237i,-2.498e-05+0.0015179i,-4.3439e-05+0.0028705i,-0.00079532+0.0031502i,-0.0014645+0.0023098i,-0.00069508+0.001026i,-0.00043438+0.00038398i,-0.00075377-0.00016872i,-0.00050199-0.00020842i,-6.6902e-05-9.4802e-05i,-5.0159e-05+0.0001074i,-0.00067752+0.00035875i,-0.00072576+0.00042505i,-0.00069036+0.00061883i,9.234e-05+0.00013787i,0.0006562-0.00017944i
0.00031424+0.00052528i,0.0010145+0.00057525i,0.0011787+0.00048806i,0.0012499+0.00056682i,0.002169-0.00038375i,0.0023228-0.002123i,0.00091807-0.0022627i,-0.0004723-0.00036013i,-0.0010339+0.0012239i,-0.0013995+0.0010817i,-0.0011591+0.00097701i,-0.0005301+0.0012933i,0.00011724+0.0015171i,0.00059147+0.00074127i,0.00039537+0.00010711i,7.4487e-05+3.9093e-05i,-0.00039059-0.00021943i,-0.00020387-0.00016905i,0.0001986-7.304e-05i,0.00023503+0.00034562i,-0.00024893+0.00076119i,-0.00071332+0.00021412i,-0.00052807+9.8657e-05i
-4.7017e-05+0.00037929i,0.00090095+0.00091762i,0.00094377+0.00052277i,0.00076325-0.00078975i,0.0013147-0.001258i,0.002209-0.0010846i,0.0015661-0.0011371i,-4.6276e-05-0.00090281i,-0.00082047-0.00023805i,-0.0005617-0.00015735i,0.00023769+9.6893e-05i,-0.00032299+0.00010953i,-0.0010108-0.0003918i,-0.00034272+0.00010126i,0.0008626+0.00033279i,0.0012941+0.00040359i,0.0010039+0.0002248i,0.00011612-0.00040548i,-0.00075969-0.00021157i,-0.0010979+0.000466i,-0.00079978+0.00023274i,-0.00026541-0.00031073i,-0.00022217-0.0006856i
-0.0013352-0.00029928i,-0.0011393+0.00035298i,-0.0012916-4.9624e-05i,-0.00039732-0.0002034i,0.0020688-0.00055439i,0.0032733-0.0020846i,0.0021822-0.0029879i,-0.0001685-0.0019701i,-0.0010462-0.00016649i,-0.00028623+0.0012931i,0.00017154+0.0016042i,0.00069125+0.00038722i,0.0012211-0.00080775i,0.00079495-0.00013865i,0.0003185+0.0011733i,0.00030716+0.0011177i,0.00038623+0.00032757i,0.00063335-0.00021646i,0.0007089-0.00037685i,0.00042375-0.00066842i,0.00030163-0.00048765i,-0.00014383+0.00011401i,-0.00048619-0.00038078i
0.00081771-0.00023178i,0.00072589-0.00076291i,0.00072866-0.00087031i,0.00099759-0.0014161i,0.0015641-0.0016038i,0.0027742-0.0015327i,0.00187-0.0017295i,-0.00049414-0.0011722i,-0.00091069+0.00088212i,-0.00026121+0.0019818i,3.0016e-05+0.001577i,0.00022183+0.0011659i,0.00081856+0.0010127i,0.00077842+0.0011594i,0.0003397+0.0014314i,0.00029321+0.0010703i,0.00018764-0.0007388i,8.9223e-05-0.0015856i,-0.00010381-0.00045105i,-0.00034408+2.2767e-05i,-8.2251e-05-0.00056912i,-4.4806e-05-0.00021799i,-0.00034868+0.0005235i
0.0003019-0.0011952i,0.00033849-0.0017091i,-0.00045897-0.0012136i,-0.00084423-0.00065796i,9.2643e-05-0.00060589i,0.0007371-0.0014166i,0.00039344-0.0016941i,-0.0014097-0.00036747i,-0.0013306+0.0014161i,-0.00029843+0.0016906i,-0.00062337+0.0015578i,-0.00058535+0.0013367i,-0.00034929+0.00049887i,-0.00037197-0.00019624i,0.00046934+1.8347e-05i,0.001112+0.00039473i,0.00094076-0.00018602i,-0.00032849-0.0010101i,-0.0011723-0.0013202i,-0.00036922-0.0012893i,0.00052036-0.0011297i,0.00054805-0.00061655i,-0.00037067+0.00016155i
-0.00061936-0.00037278i,0.00078265+1.2477e-05i,0.0020439+0.00062491i,0.0013677+6.9191e-05i,0.0016113-0.001638i,0.0023648-0.0029467i,0.0014868-0.0034114i,-0.00073866-0.001029i,-0.0012134+0.0018203i,-0.0003648+0.001436i,-0.00054001+7.4503e-05i,-0.0006341+3.7254e-05i,-0.00029582-0.00025678i,0.00024393-0.0012401i,0.0013886-0.00067837i,0.0015591+2.7694e-06i,0.00057046-0.00049534i,5.6767e-05-0.00098003i,0.00039948-0.0014381i,5.2287e-05-0.00068397i,-0.00053759-0.00018094i,-0.00037113-0.000525i,-1.4675e-05-0.00034824i
0.00049155+0.0016073i,0.00049084+0.00077386i,0.0014587-0.00080033i,0.0015846-0.0010679i,0.0020781-0.00056458i,0.0021202-0.00091911i,0.00025392-0.0013908i,-0.0010847-0.00073331i,-0.000517+0.0006789i,0.00034411+0.0011723i,0.00023569+0.0010293i,0.00029289+0.00077771i,0.0001882+0.00060342i,-2.1774e-06+0.00079872i,-0.00014059+0.00086212i,-2.291e-05+0.00025821i,0.00030594+0.00011533i,0.00033574+0.00013948i,0.00018173+8.1435e-05i,4.5082e-06-0.00033838i,-0.00012666-0.0008196i,0.0003106-7.1873e-05i,0.00066353+0.00062182i
0.00059493-0.00042541i,0.0010804+8.8199e-05i,0.00033538+0.0005555i,-0.00014827-0.00055338i,0.00049572-0.0023319i,0.0018161-0.0032i,0.0015828-0.0025366i,0.00028139-0.0005809i,-0.00029217+0.0017114i,-0.00035332+0.0018589i,0.0001005+0.0012887i,0.0007711+0.0012582i,0.00027032+0.0013833i,-0.00015604+0.00027138i,0.00013801-0.00033959i,-0.00014699-8.6826e-05i,-0.00044912-0.00043957i,-0.00082916-0.00093692i,-0.00088388-0.0012911i,-0.00067968-0.0013558i,-0.0006721-0.00077815i,-0.00056931+5.8497e-05i,-0.00037182+0.00012616i
-0.00092144+0.0012095i,-0.0008446+0.0013074i,0.00074041+0.0013053i,0.0016245+0.0011431i,0.0019208+0.00047317i,0.0021673-0.00058803i,0.0011143-0.0015819i,-0.00029869-0.00064116i,-0.0011897+0.0012981i,-0.0010597+0.001525i,-0.00043721+0.0007514i,0.00016631-0.00010237i,0.00055612-0.0005956i,0.00058376-0.0003436i,2.7145e-05+0.0004709i,-0.00013815+0.00055254i,3.0606e-05+1.0441e-06i,-7.4008e-06-0.00058629i,-0.00028811-0.0012323i,-0.00097406-0.001562i,-0.00058673-0.00067337i,-0.00025713+0.00014235i,-0.00052138-0.00030891i
-0.0012899-0.0017183i,-0.0016074-0.00066302i,-0.0022677-0.00059524i,-0.0032733-0.00019534i,-0.0016267-1.8263e-05i,0.0010378+0.00015846i,0.0010737-0.00066529i,-0.00030967-0.0011128i,-0.0017515+0.0006461i,-0.00204+0.0014505i,-0.00097815+0.00040809i,-0.0003367-0.00015168i,0.00027839-0.00048301i,0.00032206-0.00068548i,0.00022232-0.00059821i,0.00071715-0.00026172i,0.00099597+0.00015366i,0.00071315-0.00038948i,4.3788e-05-0.00066738i,-0.00061006-6.3966e-05i,-6.2181e-05-0.00010094i,0.00076-0.0008041i,0.00049778-0.00075283i
0.001051+0.00094869i,0.0012575+0.0011517i,0.0010624-0.00015384i,0.0020787-0.0014735i,0.0036443-0.0016982i,0.0030115-0.0018006i,0.00045003-0.0020345i,-0.0013011-0.0010676i,-0.00083526+0.00062268i,0.00034172+0.00097954i,0.00060498+0.00051827i,0.00031243+0.00065329i,0.00028573+0.00084796i,0.00016378+0.00086547i,0.00030465+0.0004927i,0.00026758+0.00028008i,-0.00015567-0.00011675i,3.9655e-05-0.00052914i,-0.00021861-0.00062086i,-0.00013001-0.00037712i,5.1318e-05+0.00060818i,-0.00091738+0.00045219i,-0.001021+0.00019283i
0.0013625+8.9145e-05i,0.00035363-0.00035255i,0.00062277-0.0010484i,0.001119-0.0018663i,0.0011259-0.001681i,0.00096005-0.0022162i,0.00018288-0.0030153i,-0.00075952-0.0015557i,-0.0001487+0.00081861i,0.00056161+0.0011083i,0.00079623+0.00036188i,0.00055247+0.00012406i,0.00053238+0.00036329i,0.00010701+0.00088764i,2.7758e-05+0.0011817i,0.00022291+0.0012217i,0.00010866+0.00028698i,0.00045996-0.0010732i,0.00021394-0.00090283i,-0.00052755+4.4563e-05i,-1.9956e-05-0.00029539i,0.00053578+0.00022441i,-5.2289e-05+0.00098907i
0.0011652+3.1724e-05i,0.0019737-0.00043024i,0.0017128-0.00094483i,0.0012677-0.0012252i,0.0013975-0.0004i,0.0019702-0.00052049i,0.0015612-0.00060564i,-0.00013334-0.00017786i,-0.00052337+0.00094604i,-0.00027087+0.0021885i,9.5807e-05+0.0017786i,0.00056823+0.0007521i,0.00037408+0.00090563i,-4.6755e-05+0.0010056i,-0.00036757+0.00038933i,0.00020583-4.9487e-05i,0.00090159+8.199e-05i,0.00073397+0.00055478i,0.00014194+0.00020119i,-0.00019705-0.00085196i,2.2418e-05-0.0011644i,0.00026319-0.00016017i,0.00018744+0.00035955i
0.00011181+0.0013386i,-0.00022457+0.0011113i,0.0010352+0.00052057i,0.0022454+0.00055415i,0.0025119-1.9298e-05i,0.00226-0.0019003i,0.00094739-0.0023406i,-0.0011959-0.00038019i,-0.0014074+0.00084711i,-0.00056743+0.0015501i,-0.00061622+0.0011473i,-0.00037859+5.5017e-05i,-0.00014709+0.00052079i,0.00018934+0.0007679i,0.00040317+0.00048036i,3.3125e-05+0.00072319i,0.00019983+0.00086336i,0.00026351+0.00059311i,-0.00038884-7.7554e-06i,-0.0002828+0.00016576i,0.00052258+0.00076339i,0.00063898+0.00040598i,-0.00037067-0.00022166i
-0.00045424-0.00036631i,0.00039953+0.00064623i,-0.00036749+0.00099595i,0.00025115+0.00084556i,0.0020577+0.0003655i,0.0032303-0.0016146i,0.0024114-0.0033383i,-0.00047521-0.0023086i,-0.001391-0.00017041i,-0.00062766+0.001007i,-0.00085197+0.00060345i,-0.00057948-0.00010719i,0.00020629+3.6892e-05i,0.00048292-1.7405e-05i,0.00038325-0.00057605i,0.00040258-0.00064737i,6.5674e-05-0.00050446i,-8.1525e-05-0.00070421i,7.1703e-06-0.00052879i,0.00022645-3.3411e-05i,0.00023798+0.00069211i,3.4154e-05+0.00038147i,0.00067184-0.00012911i
0.0012561+0.00032313i,0.0011604+0.00079502i,0.00070149-0.00023422i,0.0012256-0.00043107i,0.0017212-0.00024626i,0.0015715-0.0011132i,0.00073233-0.00098636i,-0.00013035+2.9585e-05i,0.0004226+0.0012209i,0.0013626+0.00080284i,0.0011363-0.00028926i,-6.0333e-05-0.00062255i,-0.0014425+0.00069513i,-0.0013702+0.0017318i,-0.00083878+0.0011029i,-0.0011167+0.00043788i,-0.00044152-0.00054993i,0.00014207-0.00059146i,7.4324e-05+0.00035086i,0.00020707+0.0003395i,-0.00015182+0.00056883i,-0.00057674+0.00057766i,-0.00053345-0.00021286i
0.00027928-0.0014915i,0.00066428-0.0014941i,0.00033153-0.00032191i,-1.7058e-05-4.3406e-05i,0.00054281-0.00071082i,0.00058676-0.0014058i,-0.00028349-0.001452i,-0.00092311-0.00061283i,-0.0013162+0.0010647i,-0.00082317+0.00212i,0.00037559+0.0020575i,0.00030959+0.0013846i,-0.00017261+0.00028043i,-0.00016889-0.00026829i,0.0001757+0.00020007i,0.00038761+0.00017412i,-0.00048287+0.0003518i,-0.00079354+0.00016691i,-0.00056033-0.00042155i,-0.0010601-0.00032119i,-0.00093086-0.00034951i,0.00023426-0.00022059i,0.00078759-0.00021321i
-0.00011628-0.00056111i,-0.00041103-0.00055875i,-7.5896e-05-0.0002362i,0.0011078+0.00066516i,0.0014306+0.0002759i,0.0021191-0.0013519i,0.0019885-0.0015885i,0.00021495-0.00035577i,-0.00070076+0.00072098i,-6.7848e-05+0.0012266i,5.6273e-05+0.0015112i,-0.00020662+0.00083227i,0.00034379-0.00036378i,0.0010449-0.00056645i,0.00068779-0.00040632i,0.00049989-0.00028272i,0.00067882-0.00064053i,6.0794e-05-0.0016548i,-0.00036934-0.0017246i,-0.00018617-0.0011145i,0.00059772-0.00070241i,0.00069281-0.00020456i,-0.00045999+0.00013914i
-0.0013263-0.00085849i,-0.00032517-0.00083479i,0.00065341+0.0011477i,0.00082224+0.00237i,0.0020177+0.001463i,0.0028088-0.00098191i,0.0016333-0.0023541i,-8.373e-05-0.00070113i,-0.00079108+0.00099195i,-0.00035285+0.0013423i,-0.00025276+0.00089869i,-0.00018668+0.00014599i,0.00013484-0.00056779i,0.00053357-0.00072039i,0.00083433-0.00031433i,0.0006832-4.2961e-05i,0.00010747-0.00039072i,-0.00073761-0.00072662i,-0.0010529-0.00045271i,-0.00040522-0.00027626i,-0.0001717-0.00044291i,-0.00057574+6.1009e-05i,-0.00091177+0.00041793i
-0.00060033+0.00082082i,-0.00053589+0.00052149i,-0.00044984+0.0005306i,-8.028e-05-0.0008925i,0.0012296-0.0019465i,0.0027529-0.0013606i,0.0018757-0.00192i,-0.00043192-0.0019773i,-0.0013948+1.07e-05i,-0.0009962+0.0014371i,0.00026027+0.00084676i,0.00065521-0.00035331i,0.00038613-0.00058344i,0.00031711-0.00020395i,-0.00026495-9.9254e-06i,1.847e-05+4.8779e-05i,0.00063507-0.00062147i,0.0004732-0.0017676i,0.00036155-0.0013179i,-0.00010114-0.00021249i,-0.00049383+0.00035323i,-0.00029435+0.00078885i,-4.0241e-05+0.00083687i
-0.00077792+0.00042967i,-0.00065798+0.00081521i,-0.00068924+0.0014611i,-0.0002473+0.0023052i,0.0011007+0.0021807i,0.0021675+0.0011904i,0.0017489-0.00024957i,0.00055107-0.00097827i,-0.00018683-0.00018633i,-0.00010321+0.0011502i,6.6344e-06+0.0011544i,0.00014486+0.00042416i,-0.0002784+0.00012006i,-0.00099965+0.00033091i,-0.00059682+0.00017845i,-0.00050634-7.3811e-05i,9.7292e-05-0.00020057i,0.00052696+1.8107e-05i,-0.00011483+0.00014707i,-0.00053592+0.00085709i,-0.00024747+0.0012527i,0.0004502+0.00066194i,0.00051004+0.00051154i
