-0.0015292+0.00077732i,-0.00056682+2.4655e-05i,-0.0011538-0.00062578i,-0.0012654-0.00049309i,-0.0010752+0.00028204i,-0.00023609+0.00042994i,0.00046503+0.0016052i,0.00097719+0.0021046i,0.0019592+0.0014984i,0.0021807+0.00049183i,0.001555-0.00041359i,0.00046089-0.00020486i,0.00026773-0.00028296i,0.00010122-0.001281i,3.9959e-05-0.0012967i,-0.00017563-0.00053747i,-0.00022368+0.00014045i,-7.674e-05+0.00034672i,-0.00013414+0.00060566i,-0.00010181+0.0006932i,-0.00011066-0.00027871i,-0.00032787-0.00065374i,-5.7883e-05-0.00044717i
-0.00073979+0.00036609i,0.00055618+0.00010272i,0.0011685+0.00072714i,0.0011357+0.00082538i,0.00015269+0.0010951i,-0.00079291+0.0013881i,0.0001556+0.00047795i,0.0012043-0.00073196i,0.0012836-0.00055104i,0.00034953+0.0001292i,-0.00013668+0.00013811i,0.00065513+0.00014108i,0.00091421-6.5411e-06i,0.00066986-0.00024891i,0.00034455+0.00047082i,-0.0004688+0.00096341i,-0.00076529+0.00058609i,-0.00056097+0.00033344i,-0.00093441-0.00026289i,-0.0014197-0.00054755i,-0.0011374+0.00016043i,-0.00034642+0.0004097i,-0.00033587+0.00011442i
-0.0012888-0.001095i,-0.0017043+0.00044885i,-0.0022627+0.0010799i,-0.0018862+0.0011898i,-0.0011801+0.0016593i,-3.8341e-06+0.0010807i,0.00096343+0.00011034i,0.0014761-0.00011935i,0.0012219+0.00019918i,0.00090292+0.00057374i,0.0012531+0.0003738i,0.0014195-6.5811e-05i,0.0012276-0.00038318i,0.00095598-0.00059313i,0.00027308-0.00048764i,-0.00016756-0.00050641i,5.8474e-05-0.00054679i,-0.00038051-0.00030156i,-0.00052887-0.00015202i,-0.00022847+2.8636e-05i,-8.2005e-05+0.00014001i,0.0002334-0.00027755i,0.00019168-0.00023785i
0.0014907+0.0013992i,0.0020039+0.00043514i,0.0022707+7.8348e-05i,0.0015332+0.00017379i,0.00037227+0.00031259i,-0.0002666-0.00027865i,-0.00051738+0.00023833i,-0.00059633+0.0010137i,0.00018789+0.00060919i,0.00086073-0.00025874i,0.00061341-0.00024464i,6.8025e-05+6.4595e-05i,-0.00043253+0.00014609i,0.00012207+0.00047142i,0.00086257+0.00092911i,0.00071026+0.0006744i,0.00050275+9.0205e-06i,-0.00016996-0.00058288i,-0.00032484-0.00032979i,0.00059987+0.0003077i,0.00089131+0.00040747i,0.00020854+0.00012308i,-0.00013334+0.00015718i
0.00014077-0.00075585i,0.00020733-0.00046701i,-0.00065273+0.00043067i,-0.0017154+0.00013111i,-0.0025081+0.00018145i,-0.0016453+0.00097042i,-0.00026965+0.00092384i,5.6705e-05+0.00064856i,-0.00025695+0.0011888i,-9.8702e-05+0.0010077i,0.00037382-0.00023944i,0.00057282-0.00056603i,-0.00043876+6.6085e-05i,-2.0872e-05+0.00045546i,0.00096783+0.00044305i,0.00092348-6.7696e-05i,0.0012514-0.00032483i,0.0013307-0.00017114i,0.00088471+6.9364e-05i,7.4347e-06-0.00019674i,-0.00036162+0.00021439i,-0.00020898+0.00012686i,-0.00014625+4.4459e-05i
-0.0025531+0.00088426i,-0.0018978+0.00089549i,-0.0006619+0.0017009i,-0.00046255+0.0024021i,0.00055111+0.0024951i,0.0013684+0.0020633i,0.00039518+0.0012233i,0.00013926+0.00087683i,0.00077908+0.0012485i,0.0012236+0.0006319i,0.0013478-0.00042472i,0.0015467+0.000133i,0.0012371+0.0007329i,0.00040188-0.00042256i,0.00029241-0.00084982i,0.00021569-0.00012799i,1.2173e-05+0.00012665i,-0.00022437-5.254e-05i,0.00025683-2.2324e-05i,0.00031507+0.00014338i,-6.5907e-05+2.6219e-08i,-0.00014658+0.0002775i,0.00013315+0.00033429i
9.5331e-05-0.00084442i,0.00099446-0.0015598i,0.00084936-0.0018015i,-0.00083129-0.0015072i,-0.0016099-0.0010294i,-0.00073213-6.0327e-05i,0.00060458+0.0011938i,0.0012607+0.00076569i,0.0011691+0.00023754i,0.00056926-0.0003667i,-2.4903e-05-0.0015479i,-0.00020477-0.0013253i,-0.00015897-1.6989e-05i,-0.00012616+0.00083072i,-6.6332e-05+0.00069809i,0.00053259+0.00032996i,0.0011444-7.63e-05i,0.00061898-0.00057384i,0.00017327-0.00024122i,-0.0001783+0.00060978i,-0.00065186+0.00051742i,-0.00029508-0.00065267i,0.00029644-0.0014475i
0.00051222+0.00089657i,-0.00011247+0.00058647i,0.0002608-7.3401e-06i,6.2334e-05-0.000661i,-0.00066375-0.0012033i,-0.0011823-0.00085755i,-0.0012071+0.00051405i,-0.00032801+0.00084987i,0.00032532+0.0011408i,0.00044261+0.0011657i,0.00040548+0.00012634i,0.00021596-0.00085416i,0.00025129-0.00086299i,0.00058278-0.00036147i,0.00057932+5.5243e-05i,-4.5279e-05-0.0004127i,-0.00041488-0.00047763i,-0.00076945-1.1396e-05i,-2.6971e-05-0.00059568i,0.00031527-0.00050955i,0.00049907-0.00019945i,0.00049896-0.001002i,-0.00041985-0.0013514i
0.0022701-0.0024363i,0.0022397-0.0024254i,0.00094667-0.0024933i,-0.00079913-0.002339i,-0.0020355-0.0013472i,-0.0022901+0.00021259i,-0.00089412+0.0014283i,0.0006152+0.0015938i,0.00098132+0.0011801i,0.00020022+0.00025527i,-0.00046371-0.00044068i,-0.00035149+0.00039734i,0.00011843+0.0015204i,0.00046755+0.0014174i,0.00041688+0.00029026i,0.00019395-0.00018553i,-0.00027362+0.00061904i,-1.8801e-05+0.00028005i,-6.6762e-05-0.00070825i,-0.00094265-0.00040518i,-0.00091022+0.00050339i,4.5295e-05+0.0010338i,0.00042303+0.00059873i
-0.0018721-0.00075249i,-0.0019378+0.00032368i,-0.00067912+0.00056827i,-0.00058582+3.9392e-05i,-0.00084973-0.00065846i,0.00031431-0.0010213i,0.00065702-0.0012073i,0.00029432-0.001197i,0.00032234-0.00016502i,0.00085818+0.00049333i,0.0007806+0.0010923i,0.00089258+0.00090223i,0.001609-0.00040353i,0.0017956-0.00061007i,0.0012444-0.00024185i,0.00046355-0.00059815i,-1.1157e-05-0.0007142i,-0.00019883-0.00039681i,0.00029351+7.0092e-05i,4.1515e-05+0.00057584i,-0.00053531+0.00038967i,-0.0002342-4.4878e-06i,0.00059612-0.00029862i
6.209e-05-0.00014302i,-0.00018325+0.00017634i,0.0003541+0.00045233i,-0.00010778+0.00024566i,-0.00034396+6.8338e-05i,-0.00012937+0.00045879i,6.7496e-05+0.0010041i,0.00047709+0.0011277i,0.00084579+0.00054214i,0.0015077-0.00021054i,0.00091261-0.00032006i,0.00031415-0.00017614i,0.00020164+0.00037399i,-0.0004216+0.00075881i,-6.0965e-05+0.00041379i,0.00010188+0.00031902i,-0.00037609+0.00019883i,-0.0001259-0.00068186i,-2.7672e-05-0.00053884i,-0.00074768-0.00032812i,-0.00089633-0.00044296i,-0.00012893-0.00018794i,-0.00033064-7.8904e-05i
0.00036912-0.00079714i,0.00017283-0.000614i,-2.2829e-05-0.00061668i,0.00041174-0.00068271i,-0.00058551-0.00011677i,-0.00088846+0.00096175i,0.0010386+0.0010777i,0.0018204+0.00093227i,0.00078464+0.00074451i,-0.00026983-0.00021497i,-0.00015521+0.00012696i,-4.839e-05+0.00087212i,-0.00012764+0.00070324i,-0.00010677+0.00051732i,-0.0002362+0.00058463i,0.00012126+0.00054017i,0.00072605+0.0003584i,0.0012194+0.00065764i,0.00079367+0.00067385i,0.00021045+0.00045073i,0.00057659+0.00030345i,0.00079031+0.0010186i,-0.00016235+0.0012644i
0.0015672+0.0032027i,0.0021792+0.0030233i,0.002584+0.0033683i,0.0017359+0.0021071i,0.00074573-2.3783e-05i,-0.00047313-0.0013618i,-0.0011662-0.00042747i,-0.00072677+3.9454e-05i,-0.00029066+8.0838e-05i,0.00060486+0.00028016i,0.0012241-1.6083e-05i,0.0011191-0.00052406i,0.00012496-0.00049603i,-0.0010291+8.2763e-05i,-0.001169+0.0011754i,-0.00080167+0.00082245i,-0.00033189-0.00042185i,0.00025382-0.001118i,0.00072921-0.0013052i,0.00078462-0.00088317i,0.00049039+0.00022806i,-0.00029388+0.0009014i,-0.00060153+0.00078909i
-0.00056199+0.00041067i,-0.00082921+0.00016193i,-0.0010307-0.00098351i,-0.00045715-0.0011639i,-7.469e-05-0.00050011i,0.00022772+9.8268e-05i,-0.00044689+0.00033614i,-0.0015528+4.5642e-05i,-0.00080131-0.00011144i,0.00026458-0.00034231i,0.00026521-6.3082e-05i,0.00073216+0.00052065i,0.00087184+0.00021301i,0.00016828+8.0644e-06i,0.00024715-0.00034673i,0.00030764-0.0007296i,-8.8786e-05-0.00039207i,-0.00020546-0.00041171i,0.00012709-0.00074098i,0.0001937-0.00040653i,6.2465e-05+0.00013545i,-0.00013036+0.00026902i,-0.00032774-5.5952e-06i
-0.0036127-0.0026268i,-0.0033429-0.00035529i,-0.0043485+0.001179i,-0.0046681+0.0015851i,-0.0031124+0.0017344i,-0.00085599+0.0015911i,0.00076982+0.0013559i,0.00080968+0.0005544i,0.00030326-6.3167e-05i,0.00040185-0.00012403i,0.001122+0.00020852i,0.0013263+0.00062516i,0.00076817+0.00070407i,0.0010229+0.000419i,0.0012262-6.6435e-05i,0.00037821-0.00052211i,-0.00053441-0.00090862i,-0.0003186-0.00044986i,-0.00015962-0.00057719i,-0.00033932-0.00068175i,-0.00047778-0.00018727i,-0.00033278-0.00035687i,0.00010167+0.00017875i
-0.00029367-0.00035523i,-0.00046026-0.00053139i,-0.00058227-0.00086637i,-0.0013039-0.001011i,-0.0017268-0.00066754i,-0.00041964-6.0219e-05i,0.0011763+0.00060459i,0.0012876-0.00021476i,0.0012767-0.00094726i,0.0011905-0.00078401i,0.00013548-0.00030806i,8.6975e-05+2.7217e-05i,0.00046623-0.0001883i,0.0003701+4.8947e-05i,0.00025491+0.00093862i,-0.00032418+0.00066464i,-0.00048561-0.00048967i,-0.00063137-0.00048926i,-0.00046505+5.5607e-06i,-0.00023751+0.00086838i,-0.00032892+0.00098953i,-3.5508e-05+2.1628e-05i,7.8499e-05-3.6485e-05i
0.0011505-0.0024098i,-0.00048958-0.0025167i,-0.0016697-0.0025042i,-0.0028247-0.0023566i,-0.0035803-0.00086953i,-0.0033005+0.001156i,-0.0016274+0.0018188i,-0.00015828+0.0012632i,0.00025715+0.0011193i,0.00012637+0.0002603i,-0.0003193-0.00043689i,-0.00021205+0.0014121i,0.00058189+0.0025157i,0.00056209+0.0011426i,0.00038575+0.00018724i,-0.00012505+0.00044597i,-0.0005802+0.00089126i,-0.00050197+0.0012338i,0.00036353+0.0004845i,0.00087986-0.00076508i,0.00024186-0.00090538i,-0.00020914-0.00018898i,8.3791e-05+0.00030088i
0.0013186-0.0022849i,0.0002675-0.0027618i,-0.00077889-0.002472i,-0.0013355-0.0016316i,-0.0017211-0.00083967i,-0.0016951-8.17e-05i,-0.0016204+0.00064689i,-0.0012062+0.00043947i,-0.00085499+0.0001511i,-0.00042922-0.00034949i,3.8263e-05-0.0001805i,5.7272e-05+0.00039061i,0.00020396+0.00045067i,0.00023112+0.00045939i,0.00033295+0.00012635i,0.00043644-0.0001469i,0.00032973-0.00030092i,0.00026733+2.306e-05i,0.00033537+0.00070997i,0.00069194+0.00079169i,0.00033115+0.00022451i,-0.00027723-5.7249e-05i,-0.00043894+0.00038211i
-0.00054744+7.796e-05i,-0.00090129+0.0012049i,-0.0015998+0.00073993i,-0.0018936-0.00039549i,-0.0022621+9.7399e-05i,-0.0021712+0.00074053i,0.00012753-0.00011648i,0.0011978+2.5521e-05i,0.00084885+0.00073329i,0.0011753+0.00074888i,0.001363+0.00045646i,0.0011876+2.2126e-05i,0.000619-0.0003437i,5.3544e-05-0.00021588i,0.0001871-0.00014549i,0.00074924-0.00095245i,0.00069013-0.00092567i,-4.1536e-05+0.00020825i,-0.00039593+0.00097759i,1.5127e-05+0.00052771i,0.00046214-0.00044357i,-3.6993e-05-0.00020238i,-0.00092429+0.00014439i
-0.00017605+0.00074413i,0.00085292+0.00084314i,0.0014183+0.00091645i,0.0012121-0.00013116i,0.0010795-0.0013973i,0.0011224-0.0014603i,0.00072821-0.00048763i,0.00049632+0.00018853i,0.00051298-0.00044057i,0.00075208-0.00022868i,0.00088957-2.0203e-05i,0.00065974-0.00018185i,-8.444e-05+0.00045536i,-0.00020096+0.00076283i,-0.00012656-6.5499e-05i,0.00011413-0.00099035i,4.2219e-05-0.00048441i,3.5986e-05+0.00035935i,0.00040557+0.00059924i,0.00061342+0.00022988i,0.00031492+0.00010905i,-0.00070257-3.0107e-05i,-0.0015105-0.00030631i
-0.00043099+0.00057499i,-0.0002199+0.00086269i,0.00051274+0.00040444i,8.168e-05-0.00065234i,-0.001743-0.000179i,-0.0020534+0.00081739i,-0.00062507+0.00095775i,3.8412e-05+0.00073993i,0.00065193+0.00052744i,0.0017869-0.000319i,0.0012318-0.00045454i,-0.00040313+0.00014625i,0.00027756+0.00036623i,0.00087183+0.00034996i,4.2296e-05+0.00029388i,5.9911e-05-0.00053004i,0.00095366-0.00085987i,0.00085981-0.00083237i,0.00023407-0.0014865i,0.00038278-0.0012377i,0.0006711-0.00012597i,0.00056531+0.000384i,0.00036322+0.00018513i
-0.0010789+0.00090997i,-0.0015265+0.00088968i,-0.00079857+0.00075245i,-2.9074e-05+0.00087269i,-0.00040261+0.00091452i,-0.00089003+0.00019863i,-0.0001769+1.0017e-05i,0.00096488-8.0144e-05i,0.0015574-0.00031457i,0.0016016-0.00036437i,0.00072404+7.6647e-05i,-0.00010439+0.00097753i,0.0002754+0.00097355i,0.00063075+0.00055337i,0.00016002+7.7794e-05i,0.00048373-0.00016758i,0.0015349-9.6026e-05i,0.0014095+0.00047628i,0.00083264+0.00051527i,0.00052951-0.00029309i,0.00012625+2.5389e-05i,-0.0002009+0.00081605i,-0.00016465+0.00071674i
0.00060194-0.001405i,0.00014469-0.0014497i,-8.6965e-05-0.001366i,-0.0014739-0.00057982i,-0.0017048+3.0595e-05i,-0.00087299+0.00023151i,-0.00020397+0.00092661i,0.00046942+0.0010788i,0.00038081+0.00086539i,0.00020702+0.00059996i,0.00029312+0.00043802i,0.00086889+0.00058925i,0.00078615+0.00057156i,0.0003617-0.00019418i,0.00099325-0.00064195i,0.00091052-0.00073897i,0.00027267-0.00061968i,0.0001119+2.9076e-05i,-0.00035932+0.00072116i,-0.00087957+0.00073416i,-0.00096288+0.00013894i,-0.00072885-7.0325e-05i,-0.0004266+0.00069741i
-0.00079128-0.0008038i,-0.00059074+0.00072098i,-0.0017798+0.00050954i,-0.0022033+5.5236e-06i,-0.0016289+0.00041824i,-0.0011705+0.001554i,-0.00028711+0.0019676i,-0.00010722+0.0011578i,0.00085572+6.071e-05i,0.0026113-0.00031565i,0.0023518+7.2251e-05i,0.0012538+0.00047782i,0.00015333+0.000462i,-0.00055737-0.00036575i,2.9204e-05-0.00088142i,0.00054511-0.00050411i,-0.00056344-0.00038021i,-0.00090316+0.00033135i,0.00020548+0.0011948i,-4.6673e-05+0.0012509i,-5.9078e-05+0.00062269i,0.00048741+0.00034153i,8.3172e-05+0.00098577i
0.00059216-0.00087507i,-0.00033645-0.0013325i,0.0001533-0.0012087i,-0.0012385-0.0014066i,-0.0022434-0.001013i,-0.0013563+0.00085064i,-0.00061768+0.0019128i,-0.00048366+0.0019506i,0.00036417+0.00051832i,0.0012506-0.00065903i,0.0014076-0.0011013i,0.0011719-0.00093502i,0.0014199+4.2221e-05i,0.001189+0.00053419i,0.0010825-0.00032191i,0.0011656-0.00077023i,0.00057185-0.00010529i,-8.1176e-05+0.00053266i,-0.0003301+0.00020734i,-0.00063887-0.00071806i,-0.00086714-0.00059459i,-0.00070685-0.00035279i,0.00032752-0.00027891i
-0.00044231+0.00038581i,-0.0013447-9.0028e-05i,-0.0014296-0.0001253i,-0.0012331-0.0004452i,-0.0013058-0.00095557i,-0.00090693+0.00016614i,-1.6658e-05+0.00078264i,0.0007239+0.00089511i,0.00085767+0.0011894i,0.00086218+0.00058607i,0.00058031+0.0001346i,-8.2428e-05+0.00035002i,-0.00087153+0.0010941i,-0.0004179+0.0010104i,0.0009188+0.00076976i,0.00073254+0.00086138i,3.3143e-05+0.00061038i,-0.00011606+0.000283i,0.0003285-4.7529e-05i,0.00057116-0.00030553i,-1.7904e-05-6.4926e-05i,-0.00054356+9.3034e-05i,-0.00033558+0.00011654i
0.00036315-0.00058272i,0.00022199-0.0016871i,0.00099958-0.0024215i,0.00075512-0.0027442i,-0.00089818-0.0026916i,-0.0011762-0.0022832i,-0.0002052-0.0010376i,-0.00016292-0.00053869i,-9.9803e-05-0.0006199i,0.0006711-0.00033952i,0.00069189+0.00022988i,0.00031954+0.00096013i,0.00037982+0.0012455i,0.00041173+0.00057394i,0.00029655-5.7428e-05i,4.7499e-05+0.00010782i,-3.1916e-05+0.00015178i,0.00028156+0.00047012i,0.00026302+0.00076756i,0.00028697+0.00079413i,0.00070309+0.00092705i,0.00059566+0.00084076i,-0.00063519+0.0006947i
0.0020462-0.0010396i,0.0013898-0.0025391i,-0.00024865-0.0036623i,-0.0018353-0.0031856i,-0.0026316-0.0017678i,-0.0026067-0.00041103i,-0.0012908+0.00089421i,0.00066463+0.0017677i,0.0019739+0.0012684i,0.0015267-0.00048731i,0.00040852-0.0010422i,9.4995e-07+1.2918e-05i,-2.884e-05+0.00077003i,-0.00020548+0.00047628i,0.0006212-0.00018259i,0.00050458+2.2782e-05i,0.00043956-0.00016228i,0.00077783-0.00053041i,-0.00033208-0.00044244i,-0.0002661-0.00019463i,-5.4999e-05-0.00011926i,-0.00049676-0.00057223i,-0.00049966-0.00085682i
0.0010327-0.0023564i,-0.0006074-0.0028022i,-0.0012665-0.0026265i,-0.0017964-0.001809i,-0.0017411-0.00081713i,-0.0002715+0.00067603i,0.0010428+0.0022581i,0.0011929+0.0018548i,0.0011306+0.00053454i,0.0012851+8.0326e-05i,0.00089303-0.00011093i,0.00052853-0.00041162i,0.001056+1.3239e-05i,0.0012044+0.00050577i,0.00068144+0.00045537i,0.00026812+0.00074533i,0.00070331+0.00024865i,0.00082284-0.00044929i,0.00066796-0.00024669i,0.00062611+2.4869e-05i,0.0005889+0.00059928i,-4.7119e-05+0.0011298i,-0.0002628+0.0014026i
-0.0010908+0.00098787i,-0.00059406+0.00039822i,0.00013233-0.00034642i,0.00077084-0.0016942i,0.00013956-0.0017801i,-0.0012262-0.0012712i,-0.0014237-0.00083122i,-0.0014884+0.00075207i,-0.00088988+0.0017038i,-2.9145e-05+0.00049572i,4.1003e-05-0.00061032i,-0.00051246-0.0001702i,-0.00091375+0.00016806i,-0.00091515-6.6552e-05i,-0.00069378-0.00047642i,-0.0003672-0.00097396i,8.0179e-05-0.00080196i,0.00056872-3.5301e-05i,0.00027985+0.00033538i,-3.4814e-05-3.4292e-05i,-0.00041742-4.7317e-05i,-0.001114+7.8433e-05i,-0.00062011+0.00016769i
-6.4786e-05-0.00025102i,-0.00055001+0.001468i,-0.0013052+0.001717i,-0.0008929+0.0004614i,-0.0006341+0.00017758i,0.00014817+0.0011194i,0.00088985+0.0013454i,0.00090267+0.00049612i,0.0007658+1.3076e-05i,0.00068845+0.00015019i,0.00013987+0.00032066i,-0.00019035+0.00038159i,-3.2747e-05+0.00039614i,0.00028294+0.00066401i,-0.0001046+0.00021053i,-0.00021008-0.00076168i,-5.5399e-05-0.00080927i,-0.00037791-0.00037424i,-0.00025638-0.00059083i,-0.00019444-0.00060771i,-0.00039745+7.9686e-05i,-0.00046425+0.00071899i,-0.00012664+0.00030601i
0.00098432-0.000411i,0.000527-0.00010605i,-6.873e-05-0.00053032i,-2.2138e-05-0.0019437i,-0.00035701-0.0019706i,-0.00054534-0.0013117i,0.0003307-0.00031241i,0.00078297+0.0001583i,0.00034321+0.00031441i,0.00034153+0.00041568i,0.00088444+0.00041031i,0.0011194+0.00064258i,0.00091084+0.00054767i,0.00098554+0.00026161i,0.0011468-0.00046268i,0.00074582-0.0013376i,-0.00013847-0.0009781i,-0.00031655-0.00013182i,0.00011479+0.00081349i,8.2324e-05+0.00097016i,-0.00020403+0.00066092i,0.00010004-7.7212e-05i,-3.5153e-05-0.0002016i
-0.00082321-0.00036069i,8.6726e-05+0.00027972i,-0.00040006+0.001338i,-0.0013975+0.00094926i,-0.0019397+0.00066599i,-0.0015179+0.001167i,-0.0010098+0.0016045i,-0.00044855+0.0012745i,0.00015889+0.0008104i,0.00053957+0.00047783i,-0.00013149-4.0439e-05i,-0.00058299+0.00018697i,0.00030391-5.9035e-05i,0.0012732+9.3888e-05i,0.00093859+0.00021653i,0.00024255+0.00044127i,0.00022116+0.00031014i,-0.00011855-7.8611e-05i,-0.00022007-0.00028477i,0.00023403-0.00023316i,0.00032868-8.6514e-06i,-0.00014192+0.00014296i,-0.00027093+0.00013075i
0.0015935+0.00080627i,0.0015903-0.00017228i,0.001671-0.00022728i,0.0010708+0.0002804i,4.6314e-05+0.00077392i,-0.0006365+0.00059991i,-0.00091015+0.00019177i,-0.00064147-0.00010361i,-0.00013849-5.6748e-05i,0.00060762-3.3112e-05i,-9.1762e-05-9.3112e-05i,-0.0013995+0.00041417i,-0.00059509+0.0013878i,0.00057203+0.0013686i,0.00068019+0.00042647i,0.00056616+8.0738e-05i,-3.704e-05+0.00031454i,-0.00060913+0.0004026i,-0.00085221+0.00035773i,-0.00085468+0.00027032i,-0.00056587-0.00014499i,5.1923e-05-0.00012981i,0.00049121-0.00022131i
-0.001692-0.00067361i,-0.0015986-0.00073193i,-0.0011951-0.00247i,-0.0024299-0.0028203i,-0.0034207-0.0015067i,-0.001496+0.00027768i,0.00029185+0.00098817i,0.00088022+0.00093628i,0.00088343+0.0015511i,-1.2777e-05+0.00099292i,0.00010726-0.00023878i,0.0011537+0.00019062i,0.0013525+0.0006658i,0.0010835+0.00056127i,0.00088024+6.5387e-05i,0.0015227-0.00027815i,0.0021848-0.00018424i,0.0013748-0.00010806i,0.00059542+0.00043858i,0.00036754+0.00045685i,-0.00024722-0.00049497i,-5.1753e-06-0.0005055i,0.00044756-0.00018518i
0.0031029+0.0013631i,0.0034354+0.0012724i,0.0037636-0.00033853i,0.0027532-0.0018352i,0.0004432-0.0020302i,-0.0012212-0.0006757i,-0.0019631+0.00098543i,-0.0014395+0.0015531i,0.00016382+0.00088292i,0.00098344+9.7342e-05i,3.7859e-05-0.00018939i,-0.00074818+0.00012084i,-0.00051745+0.00024089i,3.0531e-05+0.00082043i,4.5913e-06+0.00095586i,0.00057698+0.00077027i,0.00061265-2.134e-05i,-0.00025273-0.00038664i,-0.00069688+9.331e-05i,-0.00026352-0.00017014i,6.5021e-05-0.00042335i,-0.00077597-0.0003685i,-0.0004507-0.00020383i
0.0022815-0.00049063i,0.0011954-0.00082613i,-1.3317e-06-0.002358i,-0.00087114-0.0042633i,-0.0015109-0.0045411i,-0.0015407-0.0019117i,-0.00085678+0.00080723i,-0.00031313+0.0014579i,0.00069991+0.00085031i,0.0013302-0.00022552i,0.0010436-0.00090942i,0.00028777-0.0001602i,0.00045858+0.00038851i,0.0014642-0.0001483i,0.0016072-0.00078956i,0.0013261-0.00054057i,0.00081351-0.00035466i,0.00019712+5.5307e-05i,-0.00021975+0.00088665i,-0.00057097+0.00032834i,-0.0008097-0.00058547i,-0.00060335-0.00089606i,0.00035806+3.0227e-05i
0.00089552+0.0012642i,0.00086845+0.00087929i,0.0015808-0.00022151i,0.0014734-0.00075799i,4.0274e-05-9.6496e-06i,-0.0007141+0.0015748i,-0.00018878+0.0018023i,0.00083611+0.00030418i,0.00087725-0.0005216i,0.00058032-0.00024926i,0.00033112+7.9457e-05i,-0.00072629+0.00017072i,-0.00062433+0.00023901i,0.00032963+0.0010855i,0.00029838+0.0011591i,0.00043606+0.0002624i,0.00055577-0.00022952i,0.0010248-0.00015786i,0.00087929+0.00023069i,7.3121e-05+0.0005443i,-0.00062994+0.00032613i,-0.0012813-0.00040277i,-0.0014855-0.00063857i
-0.0010253+0.00057007i,-0.00013471-2.2572e-05i,0.00015361-0.00061754i,0.00037814-0.0012068i,0.0014209-0.00097219i,0.0015332+0.00043681i,0.0013057+0.0013477i,0.00085844+0.00027522i,0.00017718-0.00013277i,0.00088361-4.1323e-05i,0.0010103-0.00017846i,-0.00030511-0.00018602i,-0.00060986+0.00048067i,-0.00032445+0.00078745i,-3.6909e-05+0.00038422i,9.5518e-05+0.0006881i,-9.4039e-05+0.00038964i,0.00020901-0.00048002i,0.00046036-0.00076315i,0.0003247-0.0013334i,-1.4683e-05-0.000175i,-0.0004774+0.0010578i,-0.00075675+0.00027372i
0.00056642+6.2692e-05i,-4.8457e-05+0.00025623i,-0.00035503-0.00042178i,0.0003776-0.00095567i,0.00070704-0.00046682i,-0.00019654+0.0001164i,-0.00063732+0.00024785i,-0.00012508+0.00053271i,0.00069164+0.00076837i,0.0012893-0.00019019i,0.0012939-0.00086511i,0.0010115+0.00044679i,0.00045859+0.0011146i,5.9443e-05+0.0010112i,-1.6978e-05+0.00062963i,0.00083885-0.00033247i,0.0011192-2.5389e-05i,0.00018608+0.0007673i,0.00047157+0.00042239i,0.00027838+8.2815e-05i,-0.00031573-0.00026496i,-0.00013403-0.00080472i,0.00043901-0.00037055i
0.0019038+0.0015837i,0.0017293-6.5272e-05i,0.001231-0.00086158i,0.00090378-0.0014839i,-0.00070984-0.0020326i,-0.002278-0.0016847i,-0.001805-0.00028896i,-0.00073478+0.00031962i,0.00020248+0.00033707i,0.00011753-0.00023431i,0.00012387-0.00026907i,-0.00044085+0.00034702i,-0.00096016+0.0004393i,-0.00041771+0.00026545i,-0.00014554+0.000516i,1.5356e-05+0.00050967i,-0.00044686-4.4199e-05i,-0.00015434-0.00015797i,0.00069582+0.00038492i,0.00077184+0.00054767i,0.00076777+0.00019274i,0.00069412-0.00059538i,0.0003107-0.00079183i
-0.0016295+0.00086336i,-0.001445+0.00095194i,-0.001865+0.0014201i,-0.0017411+0.001039i,-0.0012654+0.00039548i,-0.0004813+0.00017296i,-0.00064386+0.00055702i,-0.0011584+0.0006243i,-0.00075614+3.8948e-07i,-0.00039039-0.00074852i,-5.6672e-05-0.00059799i,-8.1784e-05+0.00048188i,-0.00017994+0.00054457i,0.00021782+7.5775e-05i,0.00045612+2.8438e-05i,0.00080349+0.00013003i,0.00050535+0.00031817i,-0.00017243+0.00041911i,-7.3523e-06+0.00049664i,-9.4682e-05+0.00042777i,1.7335e-05+0.00049681i,-0.00029218-2.9301e-05i,-0.00030553-0.00035349i
-0.001256-0.0015178i,-0.0016422-0.0002642i,-0.0016254+0.00063645i,-0.00034573+0.0011067i,-2.002e-05+0.0014661i,9.3696e-05+0.0017826i,0.00075199+0.0011461i,0.0010339-5.9562e-05i,0.0007106-0.00037205i,0.00067935-0.0005676i,0.0013474-0.00059848i,0.0016159-0.00059331i,0.0010976-0.00069448i,0.00087852-0.00077545i,0.0014297-0.00035305i,0.001747+0.00024035i,0.0011955+0.00026474i,0.00034116-0.00010265i,0.00035215-0.00086127i,0.00084873-0.00083978i,0.00064387-0.00096163i,0.00027481-0.0009531i,0.00046217-0.00062094i
