-0.0036869+0.00072671i,-0.0019063+0.0010737i,-0.0014619+0.0018827i,-0.00059866+0.003683i,-0.00028806+0.0048501i,0.00050949+0.0035505i,0.0012705+0.0025949i,0.00058597+0.002371i,-1.9095e-05+0.0013385i,-0.00063038+0.00069996i,-0.00043186+0.00022264i,0.00058772-0.00084741i,0.00097962-0.0014595i,0.00041542-0.001424i,9.259e-05-0.0014384i,0.00012061-0.0010671i,-0.00060188-0.0011289i,-0.0011513-0.00092285i,-0.00041181-0.00061276i,-6.3298e-06-0.00038267i,-0.00021954+3.5624e-05i,-0.00050208+7.541e-05i,-0.00042988+0.00080017i
-0.0037813-0.03438i,-0.021242-0.061112i,-0.10789-0.067965i,-0.30763-0.011026i,-0.51332+0.086813i,-0.53475+0.13721i,-0.39686+0.092706i,-0.25804+0.012464i,-0.14808-0.032467i,-0.060626-0.027413i,-0.011803-0.0070473i,0.014679-0.0091664i,0.020233-0.028219i,0.0080074-0.034878i,-0.0037949-0.02625i,-0.015758-0.016772i,-0.033997-0.010327i,-0.056313-0.0048457i,-0.068098+0.001615i,-0.057976+0.0071968i,-0.03866+0.007546i,-0.020086+0.0020008i,-0.0035291-0.0049833i
0.0084408+0.026716i,0.024706+0.061146i,0.093136+0.063729i,0.22327-0.021333i,0.33506-0.14263i,0.3801-0.17039i,0.4025-0.078827i,0.40362+0.030766i,0.33687+0.065537i,0.2011+0.033307i,0.067502+0.01365i,0.0048531+0.028702i,-0.0030621+0.032477i,-0.0060905+0.020873i,-0.0072364+0.017075i,0.00088489+0.017634i,0.015605+0.016587i,0.031462+0.015645i,0.03628+0.01222i,0.029507+0.0042331i,0.019208-0.0028805i,0.0098666-0.0048749i,0.0033906-0.0036692i
0.00092938-0.032701i,-0.0048758-0.064041i,-0.051708-0.043615i,-0.146+0.11692i,-0.19878+0.34066i,-0.16284+0.38951i,-0.14623+0.20022i,-0.21088-0.0092151i,-0.25211-0.075326i,-0.18085-0.048241i,-0.06632-0.028488i,-0.017272-0.036861i,-0.024789-0.026009i,-0.01938+0.00051558i,0.002264+0.0088425i,0.014821+0.0062162i,0.012647+0.0097951i,0.0066158+0.021619i,0.008908+0.030572i,0.011388+0.027478i,0.0092151+0.015722i,0.0035127+0.0017329i,-0.0044543-0.0067131i
0.0037493+0.022863i,0.01126+0.039496i,0.055058-0.0072168i,0.13459-0.1805i,0.14774-0.3951i,0.032196-0.44151i,-0.065944-0.27252i,-0.0078562-0.094809i,0.080362-0.036563i,0.063386-0.021973i,0.019513+0.0074298i,0.023569+0.027963i,0.03971+0.019829i,0.035217+0.00016514i,0.014753-0.015404i,-0.004652-0.022557i,-0.0082374-0.026723i,-0.0014678-0.038535i,0.0024055-0.048159i,0.0017551-0.042371i,0.00023248-0.02424i,0.00044214-0.0021398i,0.0035513+0.011992i
-0.005445-0.030184i,-0.020838-0.060962i,-0.063508-0.044959i,-0.098973+0.077914i,-0.033374+0.23323i,0.10338+0.25352i,0.14367+0.14688i,0.049743+0.085725i,-0.026059+0.093304i,-0.0098198+0.066428i,-0.0034915+7.5722e-05i,-0.035756-0.028266i,-0.039599-0.010408i,-0.018619+0.0021917i,-0.0075521+0.0026215i,-0.0060485+0.002382i,-0.0085495+0.0067377i,-0.012821+0.018248i,-0.013641+0.023394i,-0.010841+0.015411i,-0.011692+0.0031813i,-0.015379-0.0063387i,-0.017227-0.009276i
-0.0063218+0.028936i,-0.011087+0.065424i,-0.021547+0.055285i,-0.071983-0.055604i,-0.19697-0.17649i,-0.28205-0.14906i,-0.18974-0.038075i,-0.023865-0.046094i,0.033383-0.12094i,0.0012106-0.10251i,-0.0011421-0.026165i,0.025813+0.0088009i,0.025451-0.0034526i,-0.00019222-0.011305i,-0.017644+0.0023448i,-0.017938+0.019053i,-0.01155+0.022566i,-0.0074822+0.016012i,-0.0087203+0.011806i,-0.0060732+0.010938i,0.0065324+0.010271i,0.020152+0.0067759i,0.027128+0.00010695i
0.0020433-0.025482i,0.004927-0.043166i,0.012272+0.00092964i,0.055968+0.14029i,0.15326+0.24279i,0.1778+0.15417i,0.019602-0.00012483i,-0.1557+0.00092123i,-0.16204+0.066301i,-0.0899+0.045668i,-0.056769+0.018527i,-0.034696+0.02772i,-0.0063952+0.02979i,0.014802+0.020844i,0.028298+0.0064297i,0.027775-0.010463i,0.018648-0.018796i,0.014593-0.016081i,0.017767-0.0064536i,0.018186+0.0025698i,0.0088913+0.0035931i,-0.0071518+0.00064271i,-0.021443+0.00028246i
0.010264+0.022924i,0.019169+0.05129i,0.037012+0.043113i,0.027929-0.021944i,-0.031689-0.049155i,-0.030164+0.048084i,0.11958+0.13748i,0.23922+0.09162i,0.19099+0.026414i,0.10091+0.030495i,0.066114+0.015966i,0.038656-0.026755i,0.0079433-0.034747i,-0.00247-0.023576i,-0.0039811-0.014549i,-0.00094372-0.0030151i,0.0055052+0.0053006i,0.0076699+0.0062779i,0.0039096+0.0016182i,-0.00074739-0.0062389i,0.00070432-0.013045i,0.0067517-0.014008i,0.012327-0.008082i
-0.0016936-0.026034i,0.0061816-0.069702i,0.028152-0.10233i,0.078993-0.10713i,0.14657-0.12743i,0.13494-0.16795i,0.014118-0.1438i,-0.06638-0.062184i,-0.04972-0.021937i,-0.024357-0.027115i,-0.020485-0.021882i,-0.01472-0.0093254i,-0.0078935-0.0051484i,-0.0034178-0.0048737i,-0.0028349-0.0051132i,-0.0092266-0.0027689i,-0.019694+0.0021862i,-0.026791+0.0059251i,-0.024753+0.0031705i,-0.020239-0.0020322i,-0.020245-0.0021797i,-0.02028+0.0018723i,-0.017811+0.0019349i
0.0016578+0.025825i,-0.0077916+0.049035i,-0.039547+0.040987i,-0.11339+0.0011415i,-0.2032-0.0084499i,-0.2177-0.014747i,-0.15859-0.10857i,-0.12999-0.20356i,-0.10536-0.17513i,-0.045102-0.10159i,-0.021481-0.050579i,-0.025672+0.0029433i,-0.014018+0.033226i,-0.0078132+0.030616i,-0.0075551+0.021501i,0.0024395+0.012814i,0.020418+0.0059854i,0.03743+0.0035867i,0.041079+0.0041128i,0.034675+0.0022744i,0.025698-0.0030654i,0.015485-0.0077415i,0.0086079-0.0052944i
-0.010499-0.033556i,-0.025159-0.061725i,-0.058201-0.063183i,-0.090104-0.021696i,-0.088757+0.014868i,-0.065229+0.052237i,-0.055956+0.17115i,-0.045389+0.28361i,-0.045595+0.25018i,-0.058565+0.1528i,-0.032299+0.082357i,-0.0019755+0.024627i,-0.0026787-0.0043557i,-0.0005486-0.0054199i,0.0095458-0.0078549i,0.0052625-0.011795i,-0.013512-0.007257i,-0.026949+0.0032163i,-0.025617+0.014048i,-0.018002+0.022558i,-0.0087921+0.024332i,-0.0013067+0.01883i,-0.0001808+0.011565i
0.00024766+0.030438i,0.0015661+0.080297i,0.020985+0.13658i,0.076017+0.18539i,0.1324+0.23284i,0.13547+0.23916i,0.12245+0.16394i,0.14105+0.060957i,0.14505-0.021979i,0.092695-0.057557i,0.040272-0.032822i,0.033691-0.0066425i,0.037338-0.011535i,0.025719-0.021299i,0.003491-0.021059i,-0.017047-0.017086i,-0.022298-0.019114i,-0.021942-0.027402i,-0.020751-0.030278i,-0.010307-0.024832i,-0.0002022-0.019931i,-0.0017607-0.01831i,-0.0075515-0.016226i
0.0013937-0.025946i,0.006998-0.057419i,0.013698-0.078754i,0.0038068-0.098077i,-0.01857-0.1658i,-0.015826-0.26833i,0.0037084-0.33483i,-0.0086601-0.32673i,-0.024443-0.22658i,0.00058444-0.10427i,0.0089232-0.049545i,-0.02194-0.029594i,-0.035301-0.0042161i,-0.023563+0.01012i,-0.0076239+0.016354i,0.0092869+0.024739i,0.019767+0.032168i,0.027687+0.036492i,0.030367+0.031358i,0.015983+0.018353i,-0.00092894+0.011364i,0.00071764+0.012729i,0.011068+0.010982i
0.0076426+0.027425i,0.022217+0.054685i,0.06428+0.044039i,0.13997-0.015632i,0.20455-0.037032i,0.18446+0.038852i,0.1027+0.12385i,0.035124+0.12693i,-0.010199+0.079294i,-0.041929+0.0423i,-0.030974+0.028112i,0.0088648+0.017448i,0.029654+0.0065761i,0.02757+0.00088726i,0.014789-0.0038608i,0.0033892-0.0043611i,0.0020093-0.00026163i,0.0026206+0.0050542i,0.0051815+0.0085419i,0.012544+0.0018703i,0.013459-0.011116i,0.0024426-0.016053i,-0.0077749-0.0081922i
-0.0027418-0.038986i,-0.015384-0.082006i,-0.081699-0.10853i,-0.2386-0.07188i,-0.41176-0.00091785i,-0.4591+0.050827i,-0.40836+0.09333i,-0.35708+0.14389i,-0.26856+0.15132i,-0.13385+0.091575i,-0.045756+0.028724i,-0.021143+0.0078929i,-0.013313+0.0010514i,-0.0088509-0.0054786i,0.0018079-0.0010401i,0.013093+0.00076757i,0.014364-0.0067651i,0.01039-0.017497i,0.00084664-0.019688i,-0.009543-0.0047485i,-0.0089437+0.007381i,-0.0042276+0.005204i,-0.0055769+0.0017761i
0.00079959+0.026474i,-0.00054568+0.052798i,0.025805+0.060547i,0.1197+0.027749i,0.25923-0.029729i,0.36749-0.095238i,0.44-0.17281i,0.48321-0.22425i,0.41874-0.20203i,0.23925-0.1245i,0.076814-0.046582i,0.0011652-0.004935i,-0.018733+0.010565i,-0.018265+0.012433i,-0.019675+0.00051282i,-0.024744-0.009167i,-0.029931-0.0072769i,-0.034431+0.0012027i,-0.030523+0.0033399i,-0.017733-0.0080397i,-0.0097204-0.018467i,-0.0080657-0.019867i,-0.0064256-0.018569i
0.0030861-0.040748i,-0.019318-0.065055i,-0.074228-0.037252i,-0.16191+0.083976i,-0.23827+0.21941i,-0.26328+0.26736i,-0.29576+0.24762i,-0.35487+0.22567i,-0.33292+0.18554i,-0.20477+0.10632i,-0.078343+0.029155i,-0.02184-0.016217i,-0.016594-0.027694i,-0.014158-0.011239i,-0.0011711+0.0098184i,0.0043827+0.019275i,-0.00023549+0.02563i,0.00029215+0.030288i,0.011523+0.028003i,0.022508+0.020572i,0.025837+0.011958i,0.022244+0.0054867i,0.015095+0.0024788i
0.0022372+0.033834i,0.013406+0.072565i,0.078492+0.065265i,0.20543-0.052145i,0.27874-0.21492i,0.18751-0.29365i,0.074439-0.26946i,0.092131-0.26729i,0.1156-0.28098i,0.056707-0.1902i,0.018673-0.048713i,0.035764+0.028601i,0.051193+0.042856i,0.04717+0.026189i,0.031515-0.0059398i,0.020727-0.031797i,0.024389-0.039604i,0.032922-0.034781i,0.031364-0.021441i,0.014697-0.0053881i,-0.0053106+0.0063388i,-0.015801+0.016596i,-0.01426+0.023401i
-0.00026964-0.022882i,-0.0025162-0.053629i,-0.050222-0.053583i,-0.15895+0.017989i,-0.22256+0.12621i,-0.14004+0.20441i,-0.042798+0.23331i,-0.067507+0.28073i,-0.089809+0.30692i,-0.023504+0.20196i,0.010557+0.043732i,-0.014676-0.032672i,-0.019716-0.045921i,-0.01227-0.050892i,-0.016755-0.030261i,-0.026802+0.006625i,-0.032776+0.030617i,-0.033802+0.0397i,-0.031705+0.035678i,-0.021134+0.024707i,-0.0051127+0.011435i,0.0040534-0.004852i,0.0024789-0.014793i
0.0032572+0.031883i,0.020399+0.063114i,0.072038+0.059681i,0.13144-0.011749i,0.11175-0.090658i,0.039838-0.12612i,0.056354-0.15386i,0.13532-0.24317i,0.11724-0.30883i,0.017423-0.22234i,-0.020416-0.068927i,0.00185+0.012728i,0.008417+0.035716i,0.0016891+0.044308i,0.0031188+0.029107i,0.010754-0.0013069i,0.01364-0.031396i,0.0050755-0.053893i,-0.0074611-0.057543i,-0.01088-0.046627i,-0.01084-0.031461i,-0.014276-0.017199i,-0.014361-0.0092314i
-0.0028672-0.035343i,-0.010181-0.083733i,-0.057317-0.11815i,-0.11999-0.085432i,-0.099671-0.016122i,-0.050084+0.02887i,-0.12268+0.081016i,-0.20914+0.20355i,-0.1294+0.27705i,-0.0088769+0.18168i,0.0064228+0.058875i,-0.0050656+0.014802i,0.0068547-0.0072114i,0.010636-0.01804i,-0.00012932-0.00084125i,-0.013734+0.029652i,-0.013755+0.063682i,0.0031853+0.087092i,0.022374+0.079115i,0.025809+0.044342i,0.016952+0.01276i,0.015272-0.0013802i,0.0188-0.0057579i
-0.0054906+0.024683i,-0.0080225+0.069565i,0.030088+0.12386i,0.12771+0.16016i,0.20628+0.1629i,0.2298+0.089968i,0.28301-0.049412i,0.3149-0.18583i,0.2002-0.22478i,0.054417-0.12342i,0.0076777-0.033193i,-0.0094848-0.024976i,-0.034361-0.011429i,-0.023568+0.0067662i,0.013894-0.0032852i,0.044749-0.021642i,0.052394-0.038542i,0.038804-0.046196i,0.02035-0.036564i,0.012464-0.022857i,0.011296-0.018732i,-4.2619e-06-0.017992i,-0.016976-0.0075533i
0.0084939-0.021839i,-0.0010126-0.079545i,-0.05813-0.15709i,-0.16917-0.23114i,-0.24712-0.2731i,-0.26003-0.19152i,-0.28735-0.023024i,-0.31531+0.097176i,-0.24002+0.12472i,-0.099467+0.068044i,-0.0089894+0.0015051i,0.024715-0.021098i,0.038628-0.033277i,0.026726-0.045955i,-0.0063027-0.042536i,-0.048829-0.031591i,-0.082405-0.014775i,-0.083818-0.001327i,-0.062223+0.0040985i,-0.038231+0.020919i,-0.014658+0.038656i,0.0036043+0.034124i,0.0086475+0.017615i
-0.017105+0.033152i,-0.022791+0.10692i,0.0063156+0.23288i,0.071628+0.37661i,0.079959+0.46013i,0.048911+0.37413i,0.047029+0.14408i,0.044098-0.053817i,0.0051964-0.1223i,-0.052005-0.090521i,-0.082518-0.010626i,-0.082799+0.060066i,-0.075854+0.089496i,-0.061192+0.090155i,-0.025268+0.081062i,0.031773+0.062707i,0.076778+0.035187i,0.089167+0.018965i,0.081094+0.010479i,0.060033-0.011241i,0.029275-0.028893i,0.0055853-0.028514i,0.0013956-0.023429i
0.01043-0.028809i,0.027156-0.087622i,0.00062113-0.20637i,-0.11544-0.35888i,-0.23856-0.43576i,-0.26614-0.32977i,-0.19167-0.093939i,-0.11557+0.084378i,-0.080681+0.13797i,-0.018533+0.11199i,0.045815+0.035295i,0.062494-0.032992i,0.061186-0.05037i,0.054541-0.045719i,0.018878-0.053077i,-0.044126-0.059361i,-0.09468-0.035894i,-0.10953-0.0016749i,-0.093636+0.021007i,-0.06378+0.02831i,-0.043522+0.022326i,-0.033191+0.021599i,-0.020607+0.026454i
-0.011143+0.02386i,-0.012724+0.078314i,0.043324+0.17784i,0.21774+0.29493i,0.42913+0.33282i,0.48999+0.22915i,0.39561+0.073119i,0.33087-0.056089i,0.26728-0.16794i,0.10773-0.16949i,0.0013152-0.053928i,0.008308+0.0081715i,0.010135-0.012266i,-0.0027108-0.027824i,0.010062-0.015224i,0.048903+0.011442i,0.094291+0.016318i,0.11155-0.0066925i,0.089966-0.025582i,0.050594-0.025313i,0.021652-0.019377i,0.0055771-0.022021i,-0.01141-0.019031i
0.0066418-0.036996i,0.028214-0.10452i,0.018094-0.2498i,-0.095653-0.43941i,-0.28852-0.53641i,-0.44499-0.46105i,-0.5064-0.29693i,-0.47918-0.132i,-0.32432-0.0090358i,-0.10763-0.011611i,-0.021854-0.077893i,-0.035038-0.061083i,-0.0050816-0.016916i,0.034295-0.021095i,0.029898-0.033101i,-0.0079703-0.035757i,-0.048788-0.029107i,-0.065504-0.021345i,-0.065097-0.019727i,-0.048866-0.014493i,-0.018768-0.010184i,0.0066867-0.014286i,0.018557-0.0256i
-0.017536+0.013289i,-0.067102+0.066816i,-0.1053+0.18184i,-0.033343+0.33447i,0.16238+0.39515i,0.37516+0.3089i,0.44659+0.17835i,0.36537+0.091581i,0.23026+0.038671i,0.091054+0.039528i,0.026833+0.071895i,0.024684+0.055667i,0.006235+0.038196i,-0.017825+0.052586i,-0.032736+0.060151i,-0.030416+0.067388i,-0.010159+0.078351i,0.013023+0.090864i,0.047819+0.092133i,0.073391+0.060134i,0.065078+0.024047i,0.0417+0.013184i,0.022039+0.015393i
0.016622-0.026319i,0.046294-0.061336i,0.051994-0.091619i,-0.030237-0.047403i,-0.17016+0.13244i,-0.23539+0.31082i,-0.15848+0.32518i,-0.054231+0.25928i,0.002235+0.21333i,0.042113+0.13775i,0.036382+0.04187i,9.4457e-05+0.0063631i,-0.014932+0.015899i,-0.010665+0.03293i,0.023347+0.030184i,0.055904-0.015893i,0.047169-0.059823i,0.021242-0.068772i,-0.0087204-0.057529i,-0.03525-0.03666i,-0.044665-0.01519i,-0.038413-0.0028863i,-0.023535+0.00016228i
-0.012268+0.030119i,-0.054442+0.065999i,-0.10324+0.11873i,-0.094937+0.13422i,-0.018525+0.018925i,0.0092781-0.1777i,-0.060709-0.31853i,-0.15091-0.35884i,-0.20726-0.28949i,-0.18871-0.13973i,-0.097857-0.021277i,-0.031152+0.0070447i,-0.021676-0.0097453i,-0.024347-0.045631i,-0.042944-0.056036i,-0.061836+0.0010039i,-0.048101+0.058349i,-0.022487+0.067796i,-0.001135+0.055036i,0.01629+0.039367i,0.018346+0.017891i,0.0014795+0.0012796i,-0.012883+0.0014455i
0.019159-0.023719i,0.069532-0.042265i,0.15372-0.070562i,0.20072-0.10154i,0.15094-0.083495i,0.088647-0.00045348i,0.085715+0.056629i,0.075995+0.020287i,0.028096-0.024852i,-0.0025307-0.025674i,-0.009313-0.02728i,-0.0090366-0.030468i,0.0091785-0.027314i,0.040182-0.020726i,0.055055-0.023535i,0.031959-0.053568i,-0.012906-0.075328i,-0.041718-0.067093i,-0.043534-0.049036i,-0.030114-0.031551i,-0.016824-0.023878i,-0.013378-0.023285i,-0.012069-0.011528i
-0.019295+0.0090505i,-0.060418-0.0040128i,-0.13788-0.083059i,-0.25702-0.22393i,-0.3884-0.31159i,-0.4561-0.21522i,-0.38572+0.019129i,-0.24003+0.15889i,-0.16722+0.095723i,-0.1708-0.0001708i,-0.13395-0.0082087i,-0.061406+0.0076444i,-0.033961+0.015537i,-0.043465+0.030687i,-0.033318+0.038271i,0.0060509+0.027854i,0.038219+0.006667i,0.041225-0.00020802i,0.029866+0.013612i,0.021777+0.018192i,0.01809+0.010333i,0.012027+0.00011982i,-0.0030769-0.0066156i
0.039331-0.013745i,0.082695-0.025775i,0.1268-0.0047699i,0.15531+0.040284i,0.16792+0.0061231i,0.13243-0.12767i,0.032151-0.21376i,0.014074-0.18976i,0.12722-0.17057i,0.18222-0.181i,0.12832-0.1309i,0.076164-0.053456i,0.060319-0.024595i,0.045225-0.026202i,0.013319-0.01861i,-0.01436+0.005923i,-0.016317+0.032699i,0.0021211+0.030183i,0.013667-0.0042518i,0.0046197-0.026897i,-0.0022706-0.024514i,0.0025047-0.022974i,0.0034837-0.030438i
-0.027821+0.0081168i,-0.052218+0.008047i,-0.010771-0.0080308i,0.15634-0.013933i,0.38493+0.050611i,0.47806+0.11207i,0.3689+0.073198i,0.1983+0.043467i,0.10567+0.064553i,0.07724+0.056175i,0.043825+0.039366i,0.016268+0.031995i,0.0052972+0.010109i,0.00056604-0.015848i,-0.0012838-0.030167i,-0.010566-0.024429i,-0.013712-0.0038395i,0.0037574+0.0094226i,0.02187+0.0088901i,0.022604+0.009498i,0.013951+0.016137i,0.015241+0.01891i,0.024121+0.0074908i
0.0027221-0.0030098i,-0.011708+0.039152i,-0.11314+0.16251i,-0.28505+0.3632i,-0.3915+0.48082i,-0.32802+0.38641i,-0.19894+0.20752i,-0.11559+0.09813i,-0.049704+0.058343i,0.00058596+0.054447i,0.016113+0.049322i,0.020642+0.033305i,0.039401+0.027079i,0.061577+0.013834i,0.057736-0.018501i,0.030416-0.044917i,0.0023711-0.044499i,-0.020249-0.00917i,-0.028496+0.036997i,-0.01778+0.042586i,-0.007625+0.017019i,-0.0041875-0.00046575i,-0.0029277-0.0066032i
-0.0021626-0.0024327i,0.0048415-0.035069i,0.088352-0.1055i,0.24272-0.23391i,0.32267-0.3162i,0.27329-0.21799i,0.21831-0.068359i,0.14272-0.0078328i,0.024108+0.058896i,-0.018029+0.10327i,-0.023152+0.063379i,-0.049547+0.052435i,-0.039063+0.085008i,-0.012352+0.095213i,0.011687+0.095382i,0.044689+0.081425i,0.047757+0.061241i,0.035869+0.052476i,0.042353+0.030858i,0.040156+0.0024894i,0.010579-0.0026633i,-0.022085+0.019226i,-0.026166+0.042896i
0.0055477+0.022352i,-0.0061175+0.046464i,-0.14688+0.080162i,-0.4777+0.20665i,-0.77332+0.42367i,-0.71885+0.47729i,-0.45559+0.22332i,-0.35375-0.092191i,-0.37646-0.21117i,-0.31693-0.13463i,-0.19095-0.030432i,-0.10525-0.011917i,-0.083488-0.028716i,-0.0612-0.035475i,-0.032381-0.039132i,-0.020935-0.024365i,-0.0043568-0.020051i,0.0096103-0.044691i,0.0075763-0.052433i,0.0085934-0.042396i,0.0049424-0.046999i,-0.021265-0.052942i,-0.041399-0.031463i
-0.022172-0.020711i,0.010181-0.030568i,0.17199-0.065977i,0.46918-0.22053i,0.62283-0.47647i,0.42001-0.49187i,0.20203-0.091295i,0.27524+0.20921i,0.32184+0.091188i,0.1601-0.060156i,0.050207-0.049092i,0.052371-0.033463i,0.056702-0.040622i,0.055888-0.033074i,0.033155-0.021089i,-0.0142+0.0076602i,-0.031656+0.057814i,-0.010064+0.098909i,0.017834+0.10137i,0.02796+0.053653i,0.014827-0.0060762i,0.0081377-0.03563i,0.015347-0.045791i
0.0032098-0.030943i,0.0052831-0.085993i,-0.055474-0.22172i,-0.20421-0.34531i,-0.26439-0.32443i,-0.16684-0.23894i,-0.10765-0.24724i,-0.10625-0.22592i,-0.031469-0.10241i,0.037831-0.041934i,0.03125-0.042593i,0.020505-0.029979i,-0.0074193-0.010849i,-0.044492+0.024716i,-0.033494+0.037362i,-0.01049+0.016473i,-0.016559+0.018961i,-0.048712+0.041376i,-0.066826+0.065329i,-0.030298+0.086802i,0.019872+0.078958i,0.026147+0.049554i,0.0014504+0.035393i
0.056896+0.02092i,0.075684+0.052215i,0.15585+0.14079i,0.31887+0.21423i,0.42868+0.10651i,0.21665-0.10583i,-0.27532-0.018304i,-0.60916+0.36793i,-0.57777+0.55352i,-0.36889+0.38902i,-0.1955+0.16755i,-0.14025+0.086884i,-0.10845+0.10236i,-0.063546+0.098645i,-0.037202+0.085405i,-0.01583+0.064805i,-0.020134+0.002236i,-0.036886-0.054627i,-0.040595-0.072791i,-0.052796-0.06817i,-0.073693-0.066149i,-0.092506-0.06848i,-0.094383-0.055238i
-0.062762+0.025685i,-0.052876+0.10419i,-0.07084+0.21903i,-0.13067+0.42892i,-0.12095+0.71644i,0.089039+0.74176i,0.26897+0.18062i,0.043716-0.54519i,-0.34037-0.813i,-0.41017-0.60442i,-0.20107-0.31553i,-0.0053574-0.24204i,0.0088986-0.28311i,-0.0814-0.28283i,-0.19608-0.24069i,-0.29464-0.13362i,-0.26597+0.0022429i,-0.12712+0.077207i,-0.0083574+0.076976i,0.055653+0.050756i,0.11027+0.01771i,0.13457-0.040863i,0.086578-0.075247i
-0.093061-0.20076i,-0.2948-0.22295i,-0.63539-0.14472i,-1.084+0.022572i,-1.5121+0.2789i,-1.4328+0.56844i,-0.68359+0.60113i,0.14143+0.26726i,0.52443-0.11779i,0.45259-0.26442i,0.21676-0.14715i,0.15054+0.041858i,0.22622+0.06254i,0.24874-0.014264i,0.24328-0.10309i,0.20848-0.21608i,0.095919-0.24477i,-0.028677-0.16975i,-0.10323-0.092676i,-0.12604-0.039849i,-0.11395+0.026082i,-0.066153+0.094867i,-0.0031118+0.10445i
0.39625+8.0596i,3.4193+6.7574i,7.4635+5.3279i,8.8144+1.5425i,7.3546-2.6823i,3.9036-4.7016i,0.67579-3.1541i,-0.46948-0.6943i,-0.0061475+0.49634i,0.74828+0.29301i,0.65139-0.48934i,-0.19405-0.9272i,-1.0375-0.86927i,-1.5178-0.48646i,-1.4018+0.020035i,-0.87+0.33397i,-0.3645+0.25098i,-0.043974-0.089086i,0.12792-0.36129i,0.16955-0.40265i,0.18064-0.357i,0.14682-0.29921i,0.087329-0.14438i
-0.0035976-0.066379i,-0.053151-0.13395i,-0.09376-0.14055i,-0.050677-0.051507i,0.09303+0.16497i,0.22869+0.32518i,0.16831+0.13314i,-0.12938-0.13066i,-0.28775-0.097513i,-0.10111+0.018679i,0.070802+0.043939i,0.09538+0.040187i,0.098628+0.016686i,0.10871-0.035241i,0.093319-0.088244i,0.054519-0.087967i,0.038341-0.023034i,0.070749+0.044691i,0.11433+0.03767i,0.10757-0.032863i,0.056524-0.067259i,0.015612-0.053653i,0.00062289-0.034903i
-0.028762+0.037424i,-0.035989+0.044534i,-0.1313-0.035911i,-0.43206-0.18331i,-0.74933-0.14106i,-0.66505+0.11788i,-0.20165+0.31738i,0.20951+0.37761i,0.37873+0.38116i,0.34644+0.27242i,0.1937+0.1202i,0.09729+0.071968i,0.080103+0.045784i,0.04933+0.0086837i,0.027285-0.034339i,0.0016029-0.10182i,-0.050086-0.13028i,-0.094574-0.097486i,-0.10311-0.061125i,-0.084881-0.039143i,-0.072291+0.0017065i,-0.048856+0.064821i,-0.0051484+0.091385i
-0.029765-0.018025i,-0.064275-0.027002i,-0.044839-0.089607i,0.070208-0.26276i,0.24756-0.51129i,0.33345-0.57135i,0.25386-0.2818i,0.11352+0.15037i,0.016811+0.40029i,0.038522+0.32009i,0.094291+0.10327i,0.068045+0.00086856i,0.018312-0.032758i,-0.054699-0.093293i,-0.12696-0.12292i,-0.13575-0.11642i,-0.091446-0.1289i,-0.029289-0.16556i,-0.006755-0.1668i,-0.032872-0.087918i,-0.035769+0.014762i,-0.007875+0.047244i,-0.0014908+0.010886i
0.039752-0.0006007i,0.026722-0.033535i,-0.065818-0.057932i,-0.22185-0.008425i,-0.25346+0.1466i,-0.064939+0.22074i,0.098494+0.048343i,0.03974-0.14288i,-0.041769-0.12136i,0.010654-0.02426i,0.064806-0.0033719i,0.037939-0.018224i,-0.0062465+0.0012409i,-0.016856+0.044599i,-0.016822+0.077663i,-0.012262+0.098338i,0.016837+0.10403i,0.057533+0.084183i,0.078477+0.036928i,0.065978-0.0038883i,0.049372-0.0087683i,0.051879-0.0036772i,0.045825-0.0078065i
-0.010838+0.0047706i,-0.069773+0.037963i,-0.16556+0.18744i,-0.18058+0.44784i,-0.063441+0.57376i,0.026484+0.42787i,-0.055719+0.25412i,-0.1002+0.22916i,0.017248+0.20475i,0.071037+0.13895i,0.024763+0.12572i,-0.0043936+0.13033i,-0.0031483+0.12297i,0.011574+0.1155i,0.020464+0.10459i,0.014158+0.098232i,-0.025101+0.092232i,-0.09236+0.085458i,-0.1219+0.077768i,-0.0852+0.055477i,-0.036208+0.036095i,-0.0080098+0.050536i,0.013071+0.070792i
0.0033659+0.041139i,0.059732+0.095971i,0.17206+0.17091i,0.2863+0.22648i,0.30687+0.24233i,0.26121+0.19979i,0.32853+0.10381i,0.43826+0.0024099i,0.37395-0.021986i,0.21085+0.03673i,0.10645+0.090667i,0.075222+0.098315i,0.071821+0.059006i,0.055134+0.01027i,0.022234-0.0083263i,-0.0067907-0.010667i,-0.029075-0.025875i,-0.038418-0.053755i,-0.037493-0.065776i,-0.041723-0.043873i,-0.033389-0.0076728i,-0.0020932+0.001437i,0.023888-0.02269i
-0.026473-0.033582i,-0.065109-0.064329i,-0.10882-0.13909i,-0.18219-0.25771i,-0.28523-0.34726i,-0.27258-0.27618i,-0.057415-0.11528i,0.19045-0.071825i,0.26991-0.13941i,0.16678-0.15876i,0.045175-0.097695i,0.012552-0.054993i,0.0046528-0.058467i,-0.0053745-0.034733i,0.023492+0.0040316i,0.062203+0.0078529i,0.086571-0.0024394i,0.10506-0.012902i,0.10297-0.018849i,0.069927-0.011412i,0.034336+0.001623i,0.02786+0.0093021i,0.036996+0.0062946i
