-0.0036869+0.00072671i,-0.0019063+0.0010737i,-0.0014619+0.0018827i,-0.00059866+0.003683i,-0.00028806+0.0048501i,0.00050949+0.0035505i,0.0012705+0.0025949i,0.00058597+0.002371i,-1.9095e-05+0.0013385i,-0.00063038+0.00069996i,-0.00043186+0.00022264i,0.00058772-0.00084741i,0.00097962-0.0014595i,0.00041542-0.001424i,9.259e-05-0.0014384i,0.00012061-0.0010671i,-0.00060188-0.0011289i,-0.0011513-0.00092285i,-0.00041181-0.00061276i,-6.3298e-06-0.00038267i,-0.00021954+3.5624e-05i,-0.00050208+7.541e-05i,-0.00042988+0.00080017i
0.011113+0.042597i,0.056926+0.069108i,0.12585+0.026261i,0.17062-0.13288i,0.15316-0.26743i,0.052591-0.18578i,-0.057763+0.070532i,-0.04136+0.23423i,0.051243+0.16608i,0.071169+0.019478i,0.039431-0.030952i,0.032114-0.015705i,0.01557-2.0978e-05i,-0.018619+0.021682i,-0.028196+0.031996i,-0.03057+0.024769i,-0.052626+0.026241i,-0.081623+0.036794i,-0.093696+0.04175i,-0.071457+0.029962i,-0.036804+0.0087079i,-0.019175+0.0024148i,-0.018468+0.010296i
0.023758-0.033489i,0.023602-0.068843i,0.02317-0.037326i,0.060833+0.088606i,0.12001+0.17148i,0.13606+0.081493i,0.097205-0.082345i,0.020578-0.13636i,-0.043764-0.039552i,-0.012602+0.075092i,0.037107+0.066554i,0.0050281+0.017259i,-0.020104+0.020477i,-0.010232+0.022587i,-0.01593+0.02491i,-0.017817+0.040143i,-0.021357+0.040933i,-0.033747+0.024486i,-0.029844-0.0049089i,-0.024062-0.024326i,-0.028997-0.018218i,-0.026712-0.0051706i,-0.012213-0.0046546i
-0.0076865-0.00052805i,0.011578+0.0020042i,0.12647-0.038939i,0.31733-0.17636i,0.38592-0.31231i,0.24249-0.30136i,0.073583-0.17018i,0.0027874-0.029807i,-0.0068857+0.082037i,-6.7727e-05+0.13381i,-0.018997+0.10659i,-0.055385+0.058434i,-0.06212+0.020414i,-0.038965-0.007889i,-0.0021563-0.017301i,0.046857-0.015503i,0.10428-0.011345i,0.15092-0.0023188i,0.15156+0.0072988i,0.10314+0.010976i,0.049123+0.012344i,0.022999+0.016313i,0.022487+0.01804i
-0.014817-0.0013078i,-0.079401+0.0063341i,-0.20347+0.085133i,-0.2602+0.2517i,-0.099913+0.32237i,0.073079+0.21325i,0.022225+0.16244i,-0.020626+0.23948i,0.062995+0.19526i,0.065931+0.058492i,0.024674+0.019574i,0.027569+0.017549i,0.016081+0.014958i,0.012628+0.029892i,0.022751+0.020676i,0.014262-0.0060011i,-0.00085524-0.03507i,-0.028533-0.056851i,-0.060192-0.045992i,-0.06163-0.014028i,-0.035732+0.0077598i,-0.015006+0.0093877i,-0.012665+0.0026334i
0.018767+0.040047i,0.095015+0.1162i,0.28977+0.22084i,0.52328+0.25592i,0.56861+0.17532i,0.4295+0.030411i,0.31936-0.13605i,0.24296-0.25469i,0.13707-0.22382i,0.083354-0.11867i,0.068447-0.071412i,0.037044-0.049038i,0.021869-0.024815i,0.0084074-0.020565i,-0.014764-0.012683i,-0.025066-0.00030229i,-0.042486-0.0047643i,-0.071731-0.012703i,-0.071126-0.01107i,-0.032108-0.006573i,0.003413-0.0038965i,0.01121+0.00041506i,0.0050099+0.0093736i
0.016995-0.047244i,-0.021234-0.17999i,-0.23117-0.44042i,-0.68371-0.63878i,-1.0314-0.48677i,-0.86541-0.13209i,-0.45422-0.039569i,-0.29819-0.14406i,-0.27232-0.10034i,-0.15577-0.024092i,-0.085603-0.032548i,-0.074373-0.027328i,-0.054782-0.023859i,-0.045999-0.025019i,-0.031537-0.017785i,-0.010641-0.026764i,0.015113-0.025912i,0.055462-0.0053977i,0.075313+0.0094696i,0.051806+0.010148i,0.0093821+0.0056326i,-0.01469+0.009492i,-0.0071567+0.014118i
-0.022202+0.025582i,-0.059125+0.11349i,-0.087737+0.30696i,-0.070304+0.52037i,-0.056415+0.57952i,-0.071178+0.54014i,-0.023317+0.60268i,0.088382+0.62021i,0.096931+0.41831i,-0.002878+0.22127i,-0.032565+0.15475i,0.0069132+0.10353i,0.020482+0.060082i,0.025804+0.046254i,0.033785+0.023266i,0.025336-0.0069723i,0.017976-0.027849i,0.02477-0.039332i,0.028741-0.040961i,0.018914-0.031681i,0.012925-0.011839i,0.019489-0.0012229i,0.020047-0.011708i
0.026115-0.010962i,0.090203-0.092848i,0.23991-0.28056i,0.46363-0.55861i,0.62487-0.77064i,0.54253-0.7829i,0.30909-0.60652i,0.17623-0.34088i,0.15762-0.11286i,0.15043+0.0031748i,0.12988+0.011284i,0.093057-0.015068i,0.064513-0.028574i,0.038536-0.041041i,0.0027098-0.028122i,-0.01008+0.0051899i,-0.016161+0.010288i,-0.040944-0.011633i,-0.051245-0.029553i,-0.029879-0.032008i,-0.0052955-0.030191i,0.0010433-0.021113i,-0.002464-0.0035745i
-0.028067+0.0266i,-0.074308+0.095741i,-0.10198+0.25298i,-0.0056896+0.401i,0.1726+0.33247i,0.18142+0.092792i,-0.014747-0.0573i,-0.1091-0.050494i,-0.022104-0.018206i,0.039009-0.039112i,-0.0004334-0.056484i,-0.051217-0.033553i,-0.064059-0.012131i,-0.058113-0.0051953i,-0.037352+0.0043613i,-0.013906+0.0065473i,-0.0079358+0.0049236i,-0.010644+0.016369i,-0.015656+0.022526i,-0.027579+0.012095i,-0.034987+0.0098109i,-0.02311+0.019811i,0.00088568+0.020454i
0.021841-0.010651i,0.076641-0.050156i,0.12547-0.11958i,0.080391-0.12698i,-0.032828+0.066609i,-0.0093885+0.32071i,0.16502+0.35427i,0.21798+0.19677i,0.11391+0.053706i,0.024873+0.0071249i,-0.00037642+0.017501i,0.0081112+0.029266i,0.010015+0.034909i,0.0091143+0.045389i,0.014238+0.031611i,0.0064947+0.0041815i,0.0044113-0.00041155i,0.025648+0.0044189i,0.036653+0.0061025i,0.022978+0.010059i,0.011489+0.015307i,0.014033+0.011321i,0.014633-3.9229e-05i
-0.035999+0.019833i,-0.14081+0.08713i,-0.35362+0.2642i,-0.58876+0.51842i,-0.66073+0.61987i,-0.50208+0.455i,-0.2682+0.22095i,-0.091948+0.088696i,-0.0007846+0.023077i,0.0038574-0.012373i,-0.00037532-0.013643i,0.019652-0.026287i,0.022304-0.050317i,0.0060823-0.044353i,-0.011252-0.0091289i,-0.013671+0.029348i,0.00053492+0.039125i,0.0080738+0.023097i,0.013525+0.010983i,0.024998+0.0092543i,0.025784+0.005722i,0.010777-0.0012077i,-0.0046712-0.0011497i
0.039237+0.0036069i,0.18231+0.0042869i,0.48321-0.048161i,0.81488-0.22216i,0.85559-0.43785i,0.53656-0.52198i,0.19123-0.42567i,0.0097271-0.26948i,-0.073409-0.094974i,-0.059055+0.054347i,-0.011472+0.070721i,-0.027722+0.032315i,-0.048924+0.024148i,-0.032791+0.014706i,-0.0068183+0.011012i,0.016849+0.012824i,0.017121+0.0045597i,-0.0046927-0.0033072i,-0.023356-0.0097434i,-0.026276-0.012971i,-0.01998-0.011809i,-0.015224-0.0048209i,-0.009339+0.0026207i
-0.024556-0.023916i,-0.10212-0.097936i,-0.23607-0.2834i,-0.36601-0.52789i,-0.34581-0.63288i,-0.21537-0.46974i,-0.17647-0.20346i,-0.2141+0.016415i,-0.16969+0.14491i,-0.055355+0.11798i,-0.0026183+0.027346i,-0.0056029+0.0073199i,0.0060839+0.031376i,0.01929+0.026643i,0.017933-0.0092869i,0.0075366-0.036243i,0.0029094-0.03612i,0.0027766-0.022919i,-0.0081338-0.006164i,-0.020807+0.0073389i,-0.020793+0.016465i,-0.0069667+0.02123i,0.0068412+0.015515i
0.031157+0.012886i,0.082648+0.046986i,0.13887+0.14297i,0.14987+0.30117i,0.09859+0.44699i,0.073254+0.49562i,0.14004+0.43637i,0.21647+0.25716i,0.18534+0.014437i,0.05312-0.10322i,-0.022027-0.071524i,0.0076722-0.052423i,0.024962-0.069928i,0.0094638-0.048903i,0.0020192-0.011616i,0.0087849-2.1707e-05i,0.023093-0.01148i,0.033762-0.026686i,0.038679-0.026916i,0.032748-0.013789i,0.020668-0.0008486i,0.012833+0.0038234i,0.0044222+0.002844i
-0.038041-0.017506i,-0.10066-0.065081i,-0.20058-0.12681i,-0.27255-0.12874i,-0.23071-0.055115i,-0.091941-0.057719i,0.029537-0.19823i,0.070342-0.28505i,0.068281-0.21183i,0.063868-0.085116i,0.049244-0.0030912i,0.014286+0.021409i,-0.021068+0.017934i,-0.026407+0.018907i,-0.0031586+0.023618i,0.013595+0.015542i,0.012368+0.0069827i,0.0081286+0.0049646i,0.0092037-0.0085607i,0.012998-0.024397i,0.0098251-0.02608i,0.0021559-0.017375i,0.0021244-0.0079581i
0.019805+0.021272i,0.044525+0.093302i,0.086296+0.22437i,0.14993+0.31804i,0.1813+0.23881i,0.11293+0.055926i,-0.0089603-0.013811i,-0.063629+0.050932i,-0.022819+0.11907i,0.034142+0.11247i,0.037116+0.06823i,0.018944+0.071724i,0.039088+0.089794i,0.051281+0.052194i,0.019627+0.0023223i,-0.008803-0.0099026i,-0.014151-0.0069709i,-0.01201-0.0045544i,-0.014039+0.0026975i,-0.014564+0.0064015i,-0.0075637+0.0049428i,-0.0025157+0.0034213i,-0.0018916-0.00031273i
-0.024051-0.025377i,-0.050455-0.080196i,-0.0606-0.19428i,-0.041098-0.32648i,0.010856-0.33747i,0.061126-0.15315i,0.058958+0.090814i,-0.0020333+0.24063i,-0.064251+0.25678i,-0.06641+0.17035i,-0.032284+0.059243i,-0.0010627-0.019576i,0.018125-0.063246i,0.0060989-0.075137i,-0.021485-0.056189i,-0.035969-0.036607i,-0.049424-0.028386i,-0.06133-0.011721i,-0.046662+0.014351i,-0.017734+0.027978i,-0.0015892+0.023825i,0.0066031+0.017932i,0.012951+0.018298i
0.017709+0.034055i,0.014982+0.12066i,-0.029255+0.28467i,-0.11104+0.45805i,-0.17145+0.48391i,-0.16559+0.34032i,-0.10841+0.17051i,-0.01059+0.040832i,0.061305-0.065681i,0.03075-0.11028i,-0.019496-0.078241i,-0.040369-0.050906i,-0.078906-0.036142i,-0.087697+0.0031694i,-0.046566+0.029699i,-0.016749+0.037992i,0.00066416+0.053309i,0.029092+0.054737i,0.04696+0.023487i,0.03208-0.0094507i,0.0061678-0.014715i,-0.0043557-0.0074581i,-0.00030809-0.0083585i
0.0082204-0.015634i,0.056924-0.063532i,0.19105-0.12516i,0.33765-0.17224i,0.33299-0.15891i,0.19255-0.1251i,0.12365-0.15379i,0.13822-0.23021i,0.10257-0.23028i,0.048397-0.11287i,0.035312-0.0073099i,0.032895+0.030518i,0.029058+0.047395i,0.030697+0.055952i,0.037563+0.049416i,0.055526+0.03231i,0.07612-0.0010886i,0.066492-0.046214i,0.019816-0.06919i,-0.02007-0.055026i,-0.026987-0.025801i,-0.022208-0.0050174i,-0.024443+0.0043898i
0.010595+0.023912i,0.0073744+0.034695i,-0.024961+0.001509i,-0.070849-0.092472i,-0.069222-0.18362i,-0.011452-0.18816i,0.030594-0.10998i,0.024506+0.006025i,0.038211+0.10344i,0.07601+0.10652i,0.06819+0.038863i,0.035463-0.0095374i,0.033749-0.028336i,0.037756-0.03843i,0.020607-0.033041i,-0.0030577-0.029298i,-0.033973-0.032224i,-0.06268-0.01484i,-0.061571+0.021911i,-0.033345+0.040876i,-0.005782+0.028248i,0.0088303+0.0092588i,0.014795+0.0035092i
-0.0022119-0.027145i,0.015263-0.078805i,0.060824-0.13918i,0.10028-0.171i,0.076581-0.13643i,-0.023281-0.024058i,-0.1458+0.1158i,-0.22202+0.18834i,-0.23433+0.16582i,-0.18617+0.09592i,-0.11188+0.038745i,-0.061331+0.014375i,-0.041573+0.0024185i,-0.034262-0.0090007i,-0.032015-0.0073862i,-0.031863+0.017668i,-0.019494+0.052796i,0.007611+0.06822i,0.031833+0.052924i,0.035835+0.031503i,0.024794+0.02104i,0.014634+0.012594i,0.012058+4.3317e-05i
-0.0062015+0.026905i,-0.0506+0.046395i,-0.15567+0.059631i,-0.25784+0.086064i,-0.22864+0.11791i,-0.085641+0.078068i,0.0076241-0.013896i,0.010666-0.039053i,-0.0032602-0.018025i,-0.009181-0.0098524i,0.00013981+0.0042284i,0.013287+0.021782i,0.006747+0.039359i,-0.0022919+0.052838i,0.011798+0.041335i,0.041668+0.011162i,0.067998-0.023047i,0.069821-0.050475i,0.042967-0.055464i,0.016591-0.039664i,0.0081625-0.018355i,0.0079417-0.0023632i,0.0045446+0.0045267i
0.0037686-0.02443i,0.01493-0.030932i,0.049174+0.0060793i,0.095443+0.06143i,0.11046+0.049433i,0.11987-0.053571i,0.17828-0.19919i,0.23092-0.31393i,0.21825-0.30661i,0.15396-0.19602i,0.071781-0.090911i,0.021109-0.035i,0.019825-0.016464i,0.031042-0.018389i,0.02375-0.032889i,-0.0020903-0.056849i,-0.03496-0.072384i,-0.051492-0.06529i,-0.040156-0.045417i,-0.025207-0.030144i,-0.023052-0.022017i,-0.023357-0.013578i,-0.01852-0.0024143i
-0.012144+0.030959i,-0.041411+0.050706i,-0.095531+0.03072i,-0.14493-0.030152i,-0.12742-0.052856i,-0.058139+0.013057i,-0.01511+0.11722i,-0.0062836+0.17358i,0.01251+0.15342i,0.030935+0.0939i,0.020634+0.038167i,0.0029851+0.0022244i,-0.010271-0.028521i,-0.032493-0.047233i,-0.052945-0.027784i,-0.057759+0.016698i,-0.052317+0.057233i,-0.041174+0.075028i,-0.02518+0.062195i,-0.0080699+0.038193i,0.0040565+0.025793i,0.0060643+0.020516i,0.0045127+0.01302i
0.01301-0.011712i,0.046705+0.00040157i,0.11284+0.070856i,0.18959+0.14989i,0.19439+0.15226i,0.075624+0.13887i,-0.071404+0.21425i,-0.11184+0.30616i,-0.08191+0.28857i,-0.059869+0.18195i,-0.032188+0.08309i,-0.0082481+0.030838i,-0.005745+0.020637i,-0.008529+0.030498i,0.0030689+0.040817i,0.031646+0.042828i,0.060005+0.031192i,0.068411+0.017312i,0.054415+0.010436i,0.036972+0.0018635i,0.02773-0.008381i,0.023779-0.01026i,0.019168-0.0080585i
-0.010545+0.020297i,-0.0096528+0.02707i,0.0049441+0.0013703i,0.022173-0.032299i,0.021593-0.01669i,0.0018979+0.0048188i,-0.0026569-0.030915i,0.0013987-0.066092i,-0.01103-0.047253i,-0.011097-0.0099188i,0.0060327+0.0097697i,0.014521+0.01237i,0.017455+0.014745i,0.028565+0.018423i,0.035323+0.0050075i,0.025398-0.023112i,0.0063332-0.049518i,-0.0081148-0.063453i,-0.01633-0.057122i,-0.029306-0.034307i,-0.038678-0.011282i,-0.029071-0.0012807i,-0.012846-0.00064351i
0.019628-0.025852i,0.04304-0.02737i,0.06886+0.015821i,0.082667+0.08855i,0.067757+0.10318i,0.057734+0.010556i,0.079532-0.13923i,0.08824-0.25276i,0.058666-0.25954i,0.023096-0.17256i,0.0042869-0.084939i,-0.0034041-0.045202i,-0.0051133-0.030656i,-0.0035341-0.023604i,-0.0082166-0.021134i,-0.020097-0.014503i,-0.029332-0.00044464i,-0.033259+0.0107i,-0.029992+0.014594i,-0.017643+0.020284i,-0.0054054+0.026798i,-0.0030463+0.024836i,-0.0052344+0.015118i
-0.01257+0.014765i,-0.024787-0.013005i,-0.027457-0.12066i,-0.048078-0.27069i,-0.098794-0.30733i,-0.12788-0.16145i,-0.10302+0.043975i,-0.067424+0.14873i,-0.036869+0.13375i,-0.016843+0.084046i,-0.014442+0.046984i,-0.017629+0.020893i,-0.027521+0.0021809i,-0.039537-0.0024327i,-0.039434+0.0096434i,-0.025939+0.024474i,-0.0056981+0.032272i,0.01349+0.033544i,0.022795+0.023336i,0.025397+0.0001612i,0.02563-0.020015i,0.019254-0.019768i,0.0099887-0.0067695i
0.019545-0.0138i,0.0083133-0.019253i,-0.049291+0.0012355i,-0.11733+0.035997i,-0.096391+0.025267i,0.014139-0.031582i,0.098714-0.05511i,0.12572-0.013479i,0.11349+0.032803i,0.07282+0.025074i,0.037049+0.0011993i,0.020216+0.010202i,0.017239+0.030532i,0.01779+0.035312i,0.021303+0.028055i,0.029403+0.020274i,0.035357+0.011748i,0.034844-0.0026799i,0.021824-0.012053i,-0.001018-0.0099852i,-0.016111-0.0067071i,-0.01387-0.0066128i,-0.001581-0.0068499i
-0.02886+0.013223i,-0.035866+0.018386i,0.0063405+0.0036224i,0.10544-0.03353i,0.18273-0.06993i,0.14263-0.10938i,0.004508-0.16077i,-0.12055-0.17054i,-0.1505-0.10642i,-0.098019-0.038849i,-0.044124-0.013735i,-0.014922-0.013325i,0.01025-0.022534i,0.02421-0.03176i,0.019643-0.036116i,0.01375-0.041023i,0.0069789-0.048244i,-0.0067105-0.047677i,-0.012675-0.028999i,-0.0052502+0.00059463i,0.0029313+0.020993i,0.0026611+0.021153i,-0.0038997+0.011032i
0.020473-0.003511i,0.016473+0.0062754i,-0.036496+0.053458i,-0.10265+0.1381i,-0.091648+0.21997i,-0.0067749+0.26445i,0.071767+0.26497i,0.10241+0.22086i,0.091861+0.14158i,0.071292+0.078168i,0.050702+0.038523i,0.017326+0.0066939i,-0.013822-0.0066188i,-0.022025-0.0057262i,-0.019537-0.0019686i,-0.025758-0.00021281i,-0.040425+0.0019565i,-0.048764+0.010543i,-0.036267+0.015433i,-0.011521+0.0073354i,0.0024019+0.0010393i,0.0040868+0.0048596i,0.0033034+0.011053i
-0.016415+0.0096524i,-0.01322+0.025689i,0.037575+0.054608i,0.098078+0.080374i,0.062964+0.081827i,-0.040514+0.061563i,-0.084111+0.033308i,-0.041611-0.002487i,0.015635-0.028681i,0.023617-0.029373i,0.0074835-0.0093101i,0.010919+0.0093642i,0.017028+0.015704i,0.0090087+0.020314i,0.0024877+0.02756i,0.009307+0.03956i,0.025277+0.05154i,0.04082+0.051376i,0.038582+0.034498i,0.015645+0.011601i,-0.0012149-0.0016889i,0.00071556-0.0051524i,0.0089569-0.0063305i
0.024774+0.0028087i,0.034508-0.0037324i,-0.00044313-0.022858i,-0.084125-0.057323i,-0.15344-0.090602i,-0.18119-0.097084i,-0.17855-0.048357i,-0.13629+0.026664i,-0.087342+0.061086i,-0.06341+0.045535i,-0.044502+0.020991i,-0.020334+0.0070979i,-0.0071765-0.0020137i,-0.0037344+0.0013322i,0.0061034+0.0032475i,0.020748-0.013111i,0.033394-0.037454i,0.036848-0.056663i,0.026491-0.056032i,0.011563-0.037765i,-0.00015758-0.022954i,-0.0071345-0.014555i,-0.0080581-0.0098731i
-0.014864+0.00070891i,-0.011608+0.0021447i,0.045618+0.01051i,0.13442+0.0079692i,0.18332-0.026649i,0.21484-0.076983i,0.23844-0.10898i,0.18702-0.10168i,0.094837-0.061057i,0.035976-0.027154i,0.0053004-0.015525i,-0.015438-0.0067098i,-0.016536-0.0021083i,-0.0090362-0.017438i,-0.016212-0.035302i,-0.038993-0.038878i,-0.065513-0.03096i,-0.079236-0.019132i,-0.067442-0.0097152i,-0.039938-0.0014295i,-0.018097+0.007088i,-0.0080116+0.014116i,-0.0052237+0.014515i
0.020924+0.01101i,0.039022-0.011544i,0.036661-0.070745i,0.031215-0.13873i,0.064962-0.13485i,0.087495-0.035498i,0.080848+0.05947i,0.079214+0.060671i,0.065038+0.012694i,0.052039-0.004324i,0.052735-0.0031913i,0.042567-0.014722i,0.015386-0.02184i,-0.010396-0.010804i,-0.019602+0.014514i,-0.0093798+0.042507i,0.008522+0.062829i,0.020113+0.071486i,0.021312+0.061302i,0.016975+0.036126i,0.016549+0.016248i,0.018315+0.0066652i,0.013117+0.0036628i
-0.026542-0.010544i,-0.047072-0.0031048i,-0.050659+0.035705i,-0.035494+0.098997i,-0.03505+0.13914i,-0.052864+0.11525i,-0.076724+0.052597i,-0.075315-0.0007741i,-0.047193-0.026426i,-0.024869-0.022451i,-0.0068342-0.011296i,-0.0012965-0.0070054i,-0.00011218+0.0061984i,0.021244+0.023661i,0.046897+0.020185i,0.058644-0.0033776i,0.062867-0.030651i,0.059625-0.050581i,0.041737-0.04813i,0.014505-0.027532i,-0.0055972-0.012292i,-0.010772-0.0084986i,-0.00416-0.0067331i
0.019486+0.019341i,0.033437+0.014734i,0.022994-0.014684i,-0.011094-0.05512i,-0.043826-0.079666i,-0.085185-0.098274i,-0.13645-0.10314i,-0.16012-0.040729i,-0.11723+0.056002i,-0.056165+0.083211i,-0.03527+0.059894i,-0.02201+0.046138i,-0.00095855+0.027599i,0.0021327+0.00047307i,-0.015523-0.015608i,-0.037637-0.017243i,-0.053687-0.014797i,-0.059303-0.016227i,-0.046554-0.014221i,-0.021196-0.0046313i,-0.0054089+0.0039436i,-0.003854+0.0055815i,-0.0050302-0.00099594i
-0.017416-0.018655i,-0.047709-0.012114i,-0.083206+0.02255i,-0.10765+0.064439i,-0.081581+0.065177i,0.042112+0.019778i,0.19254-0.026963i,0.23937-0.047651i,0.17856-0.048344i,0.10421-0.038669i,0.053435-0.03245i,0.019896-0.027612i,-0.0013714-0.019798i,-0.019893-0.0051497i,-0.022788+0.017738i,-0.0060167+0.037089i,0.0096826+0.04999i,0.014111+0.057115i,0.012291+0.045797i,0.010669+0.01721i,0.010394-0.0028511i,0.0076163-0.0022937i,-0.0014053+0.0064358i
0.015524+0.022311i,0.040363+0.032063i,0.072242+0.019402i,0.099707-0.016148i,0.093105-0.039935i,0.032501-0.010419i,-0.043817+0.036733i,-0.088129+0.030599i,-0.097427-0.01237i,-0.080982-0.028231i,-0.048754-0.016797i,-0.028353-0.0074981i,-0.018724+0.0003213i,-0.003157+0.0029005i,0.01496-0.0070504i,0.028526-0.026081i,0.035181-0.041445i,0.036519-0.041386i,0.028886-0.025911i,0.0099937-0.0072314i,-0.002537+0.0044574i,0.0015715+0.0082139i,0.012027+0.011467i
-0.019191-0.021159i,-0.030017-0.024241i,-0.036751-0.0032766i,-0.026381+0.032583i,-0.016324+0.068062i,-0.049892+0.12914i,-0.090374+0.22661i,-0.052465+0.27016i,0.018092+0.21438i,0.037153+0.12904i,0.028877+0.071217i,0.03019+0.038071i,0.031791+0.014406i,0.024464-0.0017753i,0.005532-0.011446i,-0.019185-0.014668i,-0.036272-0.018763i,-0.041823-0.026269i,-0.033281-0.02529i,-0.014661-0.011871i,-0.0028986-0.0004095i,-0.00046776+0.00025927i,0.0037868-0.0072391i
0.010799+0.018598i,0.03187+0.033524i,0.071953+0.033467i,0.11204+0.019077i,0.11477-0.01712i,0.093381-0.10457i,0.079167-0.2187i,0.068402-0.24645i,0.055442-0.17544i,0.03355-0.10202i,0.0070536-0.058819i,-0.0075885-0.037367i,-0.012095-0.029807i,-0.012381-0.018703i,-0.0075668-2.0264e-05i,-0.001934+0.019315i,0.0018423+0.034736i,0.0030205+0.041475i,0.00076094+0.029645i,-0.0027091+0.005693i,-0.0044058-0.0076251i,-0.0065649-0.0058975i,-0.01358-0.0027376i
0.0010898-0.027344i,-0.013608-0.050808i,-0.047871-0.062687i,-0.085881-0.045948i,-0.088698-0.0084057i,-0.051791+0.00079037i,-0.027151-0.020312i,-0.055588-0.017212i,-0.084313+0.012602i,-0.061454+0.031337i,-0.024886+0.027238i,-0.012303+0.020572i,-0.014895+0.022873i,-0.014815+0.021224i,-0.0044156+0.011413i,0.011954-2.9954e-05i,0.027855-0.0094445i,0.039578-0.013865i,0.036632-0.0093274i,0.019708-0.0028317i,0.0057347-0.0017571i,0.0030214-0.0010925i,0.0032631+0.0054249i
-0.0045565+0.019916i,0.0015741+0.039258i,0.020712+0.039768i,0.038109+0.015465i,0.041015+0.004384i,0.078375+0.053531i,0.15828+0.11515i,0.1924+0.10605i,0.14543+0.06181i,0.088762+0.039663i,0.065169+0.020739i,0.050253-0.0005632i,0.036677-0.0091673i,0.023641-0.0088156i,0.004763-0.0084615i,-0.011052-0.011385i,-0.022177-0.016684i,-0.030708-0.021534i,-0.027104-0.019831i,-0.013634-0.0081999i,-0.0017635+0.0031818i,0.0047341+0.0034148i,0.010689-0.0029163i
0.005941-0.017547i,0.00096184-0.045132i,-0.024135-0.071719i,-0.04952-0.090138i,-0.049127-0.10754i,-0.078061-0.11892i,-0.12848-0.10434i,-0.11208-0.082579i,-0.059559-0.073809i,-0.039878-0.056325i,-0.038308-0.026149i,-0.033858-0.0077859i,-0.029998-0.0028744i,-0.021679+0.0018124i,-0.00972+0.010774i,-0.0020878+0.021021i,0.00075353+0.027425i,-0.0040957+0.030903i,-0.011856+0.02856i,-0.011651+0.01871i,-0.0071959+0.0094725i,-0.0067603+0.0067886i,-0.0096763+0.0050354i
-0.0096278+0.022427i,-0.01393+0.05062i,0.0046371+0.079518i,0.042413+0.089007i,0.058319+0.069078i,0.042014+0.044395i,-0.0094339+0.02649i,-0.065741+0.03i,-0.063119+0.048234i,-0.03342+0.038832i,-0.026331+0.018384i,-0.019034+0.01814i,-0.0025274+0.022586i,0.0089156+0.016143i,0.014304+0.003209i,0.018014-0.0070711i,0.022356-0.013668i,0.028917-0.017196i,0.03069-0.012961i,0.021306-0.0055419i,0.0082214+0.0019247i,0.0019391+0.0099522i,0.00078059+0.0158i
0.017898-0.015517i,0.025707-0.036593i,0.014299-0.047889i,-0.0065548-0.02926i,0.0057824+0.010367i,0.036127+0.021818i,0.056086+0.0087874i,0.062823+0.018357i,0.055372+0.031547i,0.044545+0.01945i,0.029756-0.00082358i,0.015451-0.014582i,0.0070719-0.021619i,-0.0040173-0.01981i,-0.01447-0.01025i,-0.017546-0.0023807i,-0.018368-0.0019358i,-0.01872-0.009504i,-0.012945-0.020373i,-0.0035095-0.022437i,0.0034208-0.016973i,0.0070484-0.015435i,0.0086501-0.014763i
-0.017266+0.01494i,-0.031221+0.042329i,-0.028434+0.072748i,-0.027029+0.088578i,-0.063191+0.091553i,-0.076611+0.096479i,-0.034137+0.090105i,0.0049181+0.047474i,0.012065-0.0022631i,0.0081706-0.014621i,0.010341-0.0044004i,0.0082917+0.0020566i,-0.0021083+0.0052242i,-0.0062023+0.010735i,0.0022502+0.01464i,0.011904+0.013344i,0.013804+0.013468i,0.0049417+0.017437i,-0.0080802+0.019333i,-0.013371+0.014179i,-0.011558+0.0041373i,-0.010583-0.0034008i,-0.0097366-0.0069061i
0.02412-0.0079793i,0.04822-0.030473i,0.055904-0.059415i,0.042474-0.086304i,0.028194-0.10683i,-0.014181-0.10866i,-0.062028-0.071724i,-0.071047-0.025513i,-0.064555+0.0048121i,-0.053469+0.023326i,-0.028331+0.023285i,-0.0054003+0.01084i,0.0082826+0.0017678i,0.016486-0.0062371i,0.013121-0.017998i,0.0029055-0.026526i,-0.0019414-0.026596i,0.0032259-0.017278i,0.011096-0.0046587i,0.011474+0.0030597i,0.0057076+0.0086006i,0.0034434+0.015116i,0.0044025+0.016955i
-0.020626+0.011265i,-0.037918+0.023219i,-0.034017+0.038678i,0.0025838+0.035088i,0.048072+0.0064737i,0.087063-0.021674i,0.099542-0.021671i,0.090033+0.0089881i,0.087012+0.031492i,0.073644+0.021537i,0.038761+0.005985i,0.012246+0.0004063i,-0.0014099-0.0083217i,-0.013162-0.012071i,-0.018512-0.0027525i,-0.017306+0.0079675i,-0.01342+0.010559i,-0.0087689+0.0011456i,-0.0053206-0.01249i,-0.0036539-0.0149i,9.4585e-05-0.0066598i,0.0074266-0.00061893i,0.011565-0.00023879i
