-0.0021191-0.00024098i,-0.0029399-0.00062462i,-0.0043191-0.00087015i,-0.0029338-0.001029i,-0.0012626-2.1024e-05i,-0.00045131+0.0011717i,-0.00085232+0.00076158i,-0.00077462+0.00048405i,-3.6462e-05-1.3898e-05i,0.00049369-0.0010579i,0.00046501-0.00089441i,-0.00013175-0.00046873i,-0.00027347-0.00089046i,-0.00050618-0.00059062i,-0.00075153-7.6925e-05i,-2.4615e-05-0.00043746i,0.00057486-0.00047393i,0.00093432-0.00026733i,0.00075358-0.00033624i,0.00013591-0.0002347i,-0.00023657+3.2565e-05i,-0.00023018-0.00018975i,-0.0004252-0.00046818i
-0.40108-0.41765i,-0.62488-0.42218i,-0.55116-0.23079i,-0.32719-0.10599i,-0.20361-0.096844i,-0.12155-0.011353i,-0.044478+0.1441i,0.018273+0.23519i,0.073464+0.17872i,0.048246+0.045317i,-0.0087419-0.017886i,-0.025133-0.037011i,-0.042319-0.043857i,-0.039243-0.016779i,-0.0024921-0.0078732i,0.01923-0.022011i,0.026655-0.022169i,0.030124-0.01143i,0.024574-0.001617i,0.017817+0.00032219i,0.013205-0.0053828i,0.0081375-0.01346i,-0.0016187-0.017158i
0.62648+0.44205i,0.97751+0.49524i,0.88966+0.34995i,0.4603+0.20659i,0.11811+0.15858i,-0.015562+0.11331i,-0.018835+0.027309i,0.00031215-0.062592i,-0.021532-0.067803i,-0.019357+0.0026197i,0.015406+0.035616i,0.028978+0.028116i,0.021626+0.014885i,-0.0061578+0.0033514i,-0.032375+0.007991i,-0.03242+0.010731i,-0.033465-0.00093973i,-0.044505-0.010225i,-0.046569-0.0086287i,-0.039143+0.00023448i,-0.0329+0.010219i,-0.027604+0.018842i,-0.014812+0.023751i
-0.60476-0.37141i,-0.91031-0.30234i,-0.72874-0.05466i,-0.21445-0.022183i,0.072989-0.20214i,0.0024294-0.23598i,-0.14079-0.10743i,-0.16622+0.010349i,-0.076475+0.026841i,-0.015414-0.048075i,-0.038034-0.089903i,-0.060277-0.075944i,-0.065803-0.052499i,-0.053663-0.018315i,-0.018647+0.0037877i,0.0078332+0.01052i,0.025397+0.023261i,0.042185+0.032074i,0.050469+0.025754i,0.045375+0.0081512i,0.031304-0.0087943i,0.018652-0.01594i,0.0098262-0.017274i
0.46747+0.56806i,0.62562+0.65151i,0.4414+0.46031i,0.11813+0.27091i,-0.057237+0.20909i,-0.073239+0.14301i,-0.01331+0.088386i,0.052489+0.059791i,0.036415+0.040757i,0.0095019+0.06932i,0.040512+0.09139i,0.070353+0.078424i,0.083482+0.047139i,0.07179-0.001137i,0.033706-0.023914i,0.008838-0.016594i,-0.0053258-0.014799i,-0.019544-0.018421i,-0.028549-0.016643i,-0.031147-0.0055333i,-0.025187+0.0075684i,-0.013678+0.011314i,-0.0058502+0.012493i
-0.44566-0.5442i,-0.6726-0.74611i,-0.63259-0.59358i,-0.31213-0.21571i,0.037016+0.0039874i,0.16483-0.021798i,0.088064-0.10299i,-0.018495-0.10909i,-0.045161-0.066475i,-0.028665-0.058002i,-0.038657-0.074112i,-0.05003-0.059935i,-0.034022-0.025382i,-0.015078+0.0021028i,-0.0060752+0.015192i,-0.0050519+0.016609i,-0.0020876+0.015371i,0.0061258+0.017539i,0.014688+0.018918i,0.018563+0.011566i,0.015374+0.001505i,0.010448-0.00077857i,0.0095814+0.00018516i
0.34768+0.43789i,0.52148+0.47745i,0.41347+0.23412i,0.070585+0.00067837i,-0.16058-0.024182i,-0.15284+0.033646i,-0.091265+0.086826i,-0.067179+0.11375i,-0.058421+0.099801i,-0.049383+0.094353i,-0.013543+0.10195i,0.015483+0.08037i,0.011818+0.049442i,0.011336+0.028571i,0.013538+0.010715i,0.0024703-0.00053225i,-0.01364-0.0033583i,-0.027147-0.0012722i,-0.029286+0.0032703i,-0.022117+0.0079702i,-0.014866+0.012161i,-0.0095732+0.014174i,-0.0080192+0.013473i
-0.15597-0.35817i,-0.1108-0.43787i,0.017815-0.29876i,0.075994-0.080294i,0.081569+0.052416i,0.12028+0.05538i,0.1401-0.038095i,0.11292-0.11363i,0.078461-0.12723i,0.044133-0.11289i,0.0031416-0.094521i,-0.036586-0.07041i,-0.056704-0.028716i,-0.051246+0.0087574i,-0.034529+0.014815i,-0.018128+0.0037835i,-0.00073232-0.0023681i,0.013725-0.0028443i,0.016562-0.0025057i,0.011654-0.003691i,0.0067286-0.005606i,0.0052586-0.0062057i,0.0087485-0.0087653i
-0.021059+0.29928i,-0.037344+0.47241i,0.031033+0.39335i,0.089479+0.069151i,0.0047337-0.15577i,-0.11874-0.13242i,-0.16272-0.039907i,-0.14334+0.016643i,-0.085393+0.032707i,-0.036302+0.0075387i,-0.018681-0.0079362i,-0.00034329-0.010274i,0.0067028-0.026174i,0.00075772-0.030052i,0.0038961-0.018433i,0.0063075-0.0085459i,0.0013009-0.0017923i,-0.0049968+0.00086411i,-0.0081763+0.0034769i,-0.0071904+0.0063563i,-0.0089392+0.0040891i,-0.015841+0.0020498i,-0.021852+0.0023589i
-0.06279-0.12439i,-0.08248-0.0977i,-0.1328+0.013857i,-0.14796+0.10944i,-0.07515+0.11734i,0.023529+0.07363i,0.11877+0.024184i,0.17135-0.022845i,0.14939-0.042156i,0.087036-0.027459i,0.032176-0.010409i,0.01047-0.0055043i,0.012036-0.01527i,0.0085683-0.029697i,0.0014748-0.029524i,0.0050373-0.021094i,0.01133-0.019934i,0.011219-0.022015i,0.0067467-0.021624i,0.00078388-0.016969i,0.0016931-0.0096474i,0.00933-0.0049028i,0.016367-0.001071i
-0.20284-0.074231i,-0.39446-0.093025i,-0.38566-0.061093i,-0.16463-0.023426i,-0.023704-0.034275i,-0.048453-0.061501i,-0.10262-0.070005i,-0.13261-0.051767i,-0.11515-0.004355i,-0.043518+0.013397i,0.016717-0.0089381i,0.037034-0.020285i,0.032941-0.021348i,0.01488-0.013773i,0.0036585+0.0024787i,-0.00065838+0.012593i,-0.0076996+0.020603i,-0.012091+0.027194i,-0.012759+0.023243i,-0.011903+0.010881i,-0.013629+0.0011419i,-0.016515-0.0011558i,-0.015137+0.0017168i
0.25539-0.094605i,0.33436-0.22035i,0.20473-0.2799i,0.012252-0.19586i,-0.018848-0.0613i,0.058644+0.035611i,0.10616+0.11868i,0.11916+0.15207i,0.080053+0.11431i,0.015086+0.082845i,-0.018035+0.079076i,-0.021157+0.078411i,0.00036747+0.07104i,0.021322+0.049539i,0.022284+0.029747i,0.021553+0.016556i,0.022787-0.0015872i,0.018847-0.013871i,0.011527-0.011896i,0.0059704-0.0053501i,0.0076719-0.0009161i,0.014157-0.00087851i,0.015529-0.0035389i
-0.14161-0.1497i,-0.1611-0.20393i,-0.051205-0.17518i,0.044097-0.096173i,0.034576-0.044592i,0.023865-0.040345i,0.04268-0.078356i,0.020065-0.10702i,-0.010184-0.078496i,0.0070004-0.039968i,0.032048-0.03937i,0.023334-0.04446i,0.0024443-0.025696i,-0.0052896-0.0090902i,-0.011023-0.0098269i,-0.020956-0.010752i,-0.022529-0.00039028i,-0.014273+0.012148i,-0.0025922+0.013997i,0.0035619+0.0047897i,-0.0027059-0.004471i,-0.012189-0.0044389i,-0.012817-0.001144i
0.40843+0.12371i,0.6091+0.12006i,0.56465+0.018216i,0.36176-0.10625i,0.19195-0.13584i,0.058941-0.071029i,-0.050203+0.026751i,-0.075843+0.084017i,-0.04796+0.058758i,-0.047034+0.015788i,-0.064737+0.017052i,-0.064641+0.029176i,-0.048487+0.023703i,-0.029572+0.013192i,-0.016037+0.011379i,-0.0067648+0.018913i,0.0022216+0.019013i,0.0082437+0.0081863i,0.010537+0.0012312i,0.014013+0.0030103i,0.01732+0.0044525i,0.016511+0.0013824i,0.0093094-0.0043828i
-0.32992+0.0809i,-0.44696+0.21349i,-0.35745+0.32454i,-0.18609+0.29343i,-0.10183+0.16522i,-0.059684+0.072239i,0.006929+0.015357i,0.058298-0.031987i,0.059493-0.048218i,0.04539-0.038657i,0.039378-0.042129i,0.024295-0.057026i,0.0015041-0.053216i,-0.0072526-0.039698i,-0.0046503-0.039056i,-0.0038855-0.039031i,-0.0038281-0.025963i,-0.0040602-0.0089305i,-0.0036809-0.00053612i,-0.0031052-0.0022232i,-0.005706-0.0055997i,-0.008131-0.0025407i,-0.0031394+0.0067134i
0.30731+0.073959i,0.35641+0.080154i,0.25189+0.098195i,0.19531+0.11747i,0.19605+0.070046i,0.086052-0.020286i,-0.064105-0.048458i,-0.11881-0.022257i,-0.08814-0.0010236i,-0.047878+0.005141i,-0.026836+0.017169i,-0.004181+0.027797i,0.011251+0.015273i,0.0068287+0.0062052i,0.0031197+0.01573i,0.003226+0.01932i,-0.0033988+0.014103i,-0.01223+0.0088282i,-0.017633+0.010598i,-0.014117+0.017443i,-0.0017797+0.017005i,0.0073404+0.0088236i,0.0090111+0.00056334i
-0.43368+0.068607i,-0.59396+0.098404i,-0.54776+0.072519i,-0.39886+0.058106i,-0.22899+0.087304i,-0.03195+0.10267i,0.097832+0.084028i,0.11136+0.060523i,0.072233+0.048185i,0.043847+0.038597i,0.033976+0.012948i,0.022098-0.011444i,0.019169-0.0057574i,0.030552+0.0032664i,0.03208-0.0060614i,0.019146-0.020541i,0.0053327-0.025958i,0.00012757-0.016756i,0.00069612-0.0068151i,-0.001579-0.0037899i,-0.0046049-0.00034974i,-0.0034828+0.00266i,0.00034415+0.0069127i
0.29733-0.20954i,0.3523-0.36899i,0.23691-0.34935i,0.11904-0.15622i,0.097697-0.041198i,0.078466-0.071246i,0.025097-0.11117i,-0.018131-0.098797i,-0.036392-0.051722i,-0.028556-0.0060835i,-0.008905+0.019834i,0.0077635+0.030484i,0.013714+0.01959i,0.0030187+0.008616i,-0.0065253+0.016101i,-0.0031937+0.024947i,-2.4023e-05+0.024302i,-0.0016065+0.01499i,-0.0042276+0.0033872i,-0.0062802-0.0011466i,-0.0057009-0.00049836i,-0.0037275-0.00030516i,-0.0053565-0.0035047i
-0.26734+0.18332i,-0.2293+0.21397i,-0.10381+0.049918i,-0.10233-0.12014i,-0.13588-0.064622i,-0.063736+0.089676i,0.0077056+0.14575i,0.018587+0.11938i,0.0066872+0.06316i,-0.019637+0.012807i,-0.041-0.011804i,-0.051256-0.018059i,-0.046403+0.0037472i,-0.02051+0.02614i,-0.00060107+0.017993i,0.0033593+4.7489e-05i,0.0082603-0.012778i,0.013801-0.01563i,0.015244-0.0099183i,0.011443-0.005909i,0.0026952-0.0027276i,-0.0039502+0.001854i,-0.007221+0.0068284i
0.20602-0.27598i,0.22772-0.29534i,0.17591-0.13677i,0.11225-0.0035456i,0.042245-0.0032639i,-0.026087-0.034202i,-0.036239-0.046237i,-0.0043065-0.062284i,0.0092683-0.067355i,0.006515-0.042203i,0.014472-0.0073278i,0.027126+0.0066633i,0.019786-0.0081157i,-0.0013804-0.020869i,-0.0083996-0.011696i,0.0012473+0.0035095i,0.0072093+0.012249i,0.0043999+0.011983i,0.0023236+0.0068346i,0.0042758+0.0010913i,0.0033325-0.0040364i,0.00028206-0.0029933i,0.00081903-0.0012979i
-0.1412+0.32342i,-0.095378+0.47106i,0.036239+0.39208i,0.10649+0.1758i,0.048063+0.070278i,-0.048127+0.090247i,-0.10434+0.10017i,-0.10886+0.079092i,-0.074013+0.033152i,-0.04985-0.020024i,-0.048507-0.040158i,-0.045935-0.034003i,-0.038717-0.013914i,-0.025225+0.0063035i,-0.015703+0.006503i,-0.017049-0.0027415i,-0.016465-0.0082036i,-0.011483-0.0062165i,-0.0080276+0.0015703i,-0.0067657+0.006154i,-0.0041509+0.0039712i,-0.0008063-0.0018827i,-0.00015747-0.0049006i
-0.020645-0.37908i,-0.18175-0.42326i,-0.29437-0.22156i,-0.22434-0.02784i,-0.10768-0.03841i,-0.053005-0.1008i,0.0073091-0.0938i,0.061667-0.067992i,0.075402-0.028111i,0.074807+0.010917i,0.07161+0.026863i,0.068944+0.023622i,0.055628-0.0037734i,0.024944-0.023533i,0.0079556-0.01325i,0.014514+0.004342i,0.015729+0.014692i,0.0039588+0.017323i,-0.0046709+0.012898i,-0.0027443+0.0057687i,0.0027743-0.00085844i,0.0041965-0.0052369i,0.0035926-0.0057825i
0.078599+0.24737i,0.10627+0.23895i,0.0858+0.12918i,0.068655+0.066501i,0.065759+0.041436i,0.033071-0.037613i,-0.035277-0.089204i,-0.070826-0.057416i,-0.050878-0.019455i,-0.023901-0.020858i,-0.025451-0.032306i,-0.04125-0.021692i,-0.0407+0.003773i,-0.025484+0.017436i,-0.016618+0.010853i,-0.020489-0.0028128i,-0.024163-0.012644i,-0.020277-0.015186i,-0.018258-0.010555i,-0.018776-0.0028786i,-0.015269+0.0016592i,-0.010283+0.00046176i,-0.0073722-0.0022003i
-0.074775-0.35265i,-0.1754-0.51553i,-0.26515-0.49165i,-0.27423-0.33501i,-0.16831-0.1996i,-0.015393-0.11604i,0.087503-0.059703i,0.10839-0.022989i,0.082391+0.010292i,0.059129+0.03598i,0.046354+0.041751i,0.038676+0.032276i,0.035578+0.01084i,0.025998-0.0079158i,0.017389-0.0076617i,0.020162+0.003828i,0.025327+0.010958i,0.02414+0.0061367i,0.020405-0.0023652i,0.017373-0.0041911i,0.013395-0.00055013i,0.010369+0.006212i,0.006966+0.01128i
0.34201+0.28681i,0.54417+0.29061i,0.53228+0.16865i,0.35208+0.086354i,0.21972+0.060203i,0.15193+0.018077i,0.067759-0.008941i,-0.0033826-0.0068251i,-0.041884-0.0047665i,-0.055669-0.006355i,-0.052413-0.014854i,-0.052086-0.019648i,-0.042804-0.0067314i,-0.020295-0.0011493i,-0.013045-0.010357i,-0.021545-0.017002i,-0.025074-0.019582i,-0.018538-0.021882i,-0.012643-0.02037i,-0.011743-0.014686i,-0.01078-0.0084561i,-0.0062312-0.003593i,0.0019353-0.003074i
-0.22383-0.071857i,-0.22316-0.060475i,-0.092244-0.083012i,-0.0024972-0.14805i,-0.005968-0.10163i,0.018641+0.056413i,0.078948+0.12035i,0.082963+0.072773i,0.044344+0.033208i,0.020738+0.032135i,0.022997+0.031756i,0.034823+0.012319i,0.031214-0.010865i,0.016207-0.014766i,0.010948-0.0031892i,0.018291+0.01035i,0.026866+0.019137i,0.028544+0.020373i,0.026917+0.016172i,0.02508+0.0096343i,0.019227+0.003795i,0.010046+0.0016348i,0.0012174+0.0016611i
0.24063+0.24929i,0.35808+0.38393i,0.3446+0.4027i,0.25924+0.32217i,0.1842+0.21255i,0.085575+0.096978i,-0.013668+0.039157i,-0.042011+0.029842i,-0.037035+0.0022302i,-0.040851-0.021775i,-0.035724-0.023256i,-0.027247-0.019323i,-0.021064-0.0083272i,-0.0076047+0.0022809i,0.0021127+0.00055709i,-0.0054686-0.0083416i,-0.018279-0.010574i,-0.017473-0.0050007i,-0.010791+0.00017355i,-0.0098096+0.00054095i,-0.011513-0.001991i,-0.010562-0.0019157i,-0.0026317-0.0005012i
-0.47195-0.0076206i,-0.63778+0.083022i,-0.48075+0.15011i,-0.20355+0.10467i,-0.12011+0.060402i,-0.12878+0.097453i,-0.071381+0.095828i,-0.017921+0.033612i,0.0048677-0.010335i,0.014035-0.024555i,0.014028-0.01277i,0.024635+0.0074689i,0.027351+0.011205i,0.013721+0.011037i,0.0068288+0.014655i,0.011504+0.015785i,0.018938+0.017537i,0.0204+0.019411i,0.01599+0.01607i,0.011518+0.011136i,0.0076076+0.0081092i,0.0025537+0.006207i,-0.0052833+0.0052794i
0.16915-0.12165i,0.11412-0.16513i,-0.076027-0.079988i,-0.17431+0.073857i,-0.10413+0.080224i,-0.059342-0.042501i,-0.083007-0.07026i,-0.061547-0.0098669i,-0.01282+0.0088574i,-0.0034292-0.0063623i,-0.014209-0.0089993i,-0.017243-0.00086946i,-0.0087275+0.0052993i,0.0013046+0.0047526i,0.00068027-7.1593e-05i,-0.011597-0.0061558i,-0.026465-0.010195i,-0.032241-0.0077095i,-0.028126-0.0020404i,-0.02191+0.001313i,-0.014116+0.0025324i,-0.0048431+0.0035508i,0.0058726+0.0057562i
-0.32228-0.086725i,-0.46251-0.11244i,-0.39151-0.086452i,-0.22975-0.04276i,-0.15354-0.014657i,-0.095201+0.0037628i,-0.011381-0.014889i,0.024495-0.050509i,0.027223-0.043277i,0.032683-0.025639i,0.021344-0.018472i,0.0081037-0.00093727i,0.0040247+0.0070976i,-0.0058027+0.0026026i,-0.011282+0.004475i,-0.00097648+0.010456i,0.014241+0.011969i,0.01676+0.0098308i,0.011207+0.0075005i,0.0090916+0.0034861i,0.0061329-0.0024821i,-0.00064061-0.0079212i,-0.0089483-0.012922i
0.37227-0.27898i,0.46188-0.49106i,0.26317-0.55233i,-0.002196-0.41887i,-0.0367-0.27243i,0.031686-0.21359i,0.013647-0.13897i,-0.012395-0.022886i,0.0028474+0.040163i,0.017065+0.041384i,0.014321+0.01809i,-0.0049982-0.0074311i,-0.016126-0.015425i,-0.0090208-0.014886i,-0.0013191-0.014201i,-0.003994-0.01365i,-0.014239-0.013908i,-0.018297-0.010899i,-0.011733-0.005621i,-0.0053618-0.0023294i,-0.003507+0.00032366i,-0.0012078+0.0040752i,0.004812+0.0085199i
-0.07087+0.16351i,-0.037474+0.22705i,0.067419+0.1951i,0.12833+0.096652i,0.094223+0.048972i,0.07597+0.079361i,0.10226+0.059986i,0.076468-0.011465i,0.022134-0.025428i,0.011222-0.0075359i,0.012015-0.0072019i,0.003869-0.0028886i,4.6124e-05+0.0055764i,-0.0020678+0.0032092i,-0.00083099-0.0012162i,0.0074319-0.0011752i,0.019769-0.00012779i,0.022895-0.0036997i,0.016-0.0091399i,0.0099751-0.011282i,0.006715-0.013058i,0.0033222-0.01737i,-0.0031032-0.021556i
0.32453-0.085729i,0.49938-0.18332i,0.46905-0.30339i,0.28822-0.35507i,0.16971-0.27073i,0.10303-0.14912i,0.015367-0.046735i,-0.030627+0.039271i,-0.02782+0.068375i,-0.017669+0.059364i,0.00013032+0.039731i,0.010168+0.0066034i,0.0059382-0.012202i,0.0061583-0.0091648i,0.0049985-0.0057978i,-0.0055707-0.0075225i,-0.020056-0.0088563i,-0.028735-0.0051714i,-0.026472+0.0026515i,-0.018324+0.0078007i,-0.0085361+0.0097218i,0.00020403+0.013865i,0.0083612+0.019932i
-0.1919+0.37055i,-0.2596+0.60948i,-0.16998+0.68918i,0.0066016+0.57381i,0.064985+0.40253i,0.035997+0.28369i,0.052606+0.17417i,0.056588+0.045102i,0.0055774-0.02402i,-0.02778-0.020345i,-0.023486-0.0039089i,-0.0076221+0.0089535i,0.0055621+0.015006i,0.008075+0.013685i,0.0052331+0.01161i,0.0067322+0.011328i,0.015629+0.013052i,0.022003+0.0096062i,0.016045+0.0043271i,0.0078045+0.0037313i,0.0047541+0.00075559i,0.0030492-0.0073292i,-8.3688e-05-0.013962i
0.042302-0.1138i,0.11313-0.17462i,0.18783-0.21722i,0.18615-0.22505i,0.10445-0.18956i,0.0070123-0.14724i,-0.068568-0.089911i,-0.08021-0.016312i,-0.04368+0.014295i,-0.023477+0.01287i,-0.011542+0.012009i,0.00066222-0.00074674i,0.00051787-0.010613i,-0.00094992-0.0063927i,-0.0018612-0.00093878i,-0.0048357+0.00069469i,-0.0090183-0.0022617i,-0.010484-0.001508i,-0.0064751+0.0031936i,-0.0046439+0.0057591i,-0.0037408+0.011271i,-6.2776e-05+0.019717i,0.0039133+0.02473i
-0.28434+0.17296i,-0.5164+0.31751i,-0.5929+0.47282i,-0.43348+0.54557i,-0.22911+0.44054i,-0.11138+0.27008i,-0.027567+0.14401i,0.023646+0.033635i,0.015961-0.038258i,-0.0052073-0.047901i,-0.015174-0.025062i,-0.01428+0.0045703i,-0.0068491+0.018801i,-0.0020344+0.017163i,0.0033503+0.0096197i,0.0091181+0.0023704i,0.01523-0.0016656i,0.021192-0.0081921i,0.019377-0.015574i,0.012316-0.015694i,0.0060548-0.013338i,-0.00026355-0.017289i,-0.0059737-0.021276i
0.055982-0.29981i,0.16338-0.46863i,0.24052-0.52031i,0.17769-0.44939i,0.069677-0.3396i,0.010627-0.26528i,-0.039727-0.19356i,-0.054136-0.083553i,-0.010699-0.011682i,0.014455-0.0066095i,0.00577-0.011115i,-0.00073728-0.01069i,-0.0054361-0.01115i,-0.010339-0.010706i,-0.011172-0.010159i,-0.010357-0.0079129i,-0.014528-0.0054742i,-0.023828-0.0014845i,-0.024892+0.0017737i,-0.016601-0.001147i,-0.011407-0.00094283i,-0.0087756+0.0086856i,-0.0049301+0.017127i
-0.092491+0.039361i,-0.29018+0.06109i,-0.49387+0.12358i,-0.50048+0.20444i,-0.31515+0.2261i,-0.11587+0.19643i,0.0056245+0.14608i,0.046707+0.069478i,0.033739+0.011662i,0.017966-0.0047046i,0.0091749-0.0052823i,-0.00051908+0.0022084i,-0.003105+0.0096158i,-0.00017031+0.012195i,0.0038402+0.011667i,0.0052418+0.0079229i,0.0075444+0.0092266i,0.014286+0.015298i,0.015993+0.015001i,0.010358+0.0081603i,0.0051416-0.00070056i,0.0016083-0.01152i,-0.00070341-0.020526i
0.21454-0.20214i,0.45954-0.31786i,0.60391-0.37647i,0.49756-0.38916i,0.2861-0.34722i,0.1438-0.26252i,0.060847-0.18206i,0.013287-0.086894i,0.012963-0.0039815i,0.018744+0.017429i,0.008336+0.0045856i,-0.00032353-0.0089421i,-0.0044634-0.015797i,-0.0081258-0.015794i,-0.0092801-0.01149i,-0.0063542-0.0041693i,-0.0035153-0.00024345i,-0.0053622-0.0012669i,-0.0056845-6.6353e-05i,-0.002205+0.0019955i,0.00052659+0.0037617i,0.0037316+0.0086164i,0.0083935+0.013414i
-0.008637+0.15548i,-0.14867+0.20347i,-0.33858+0.16215i,-0.37312+0.12345i,-0.2361+0.16331i,-0.10267+0.20171i,-0.026804+0.17857i,0.0024545+0.10081i,-0.010375+0.034381i,-0.014478+0.017427i,-0.0011034+0.014197i,0.0053277+0.0072038i,0.0052922+0.0015269i,0.0036922+0.0020701i,0.0041384+0.0093686i,0.0068509+0.0099194i,0.0076225+0.0021296i,0.0082546-0.0044369i,0.009254-0.004293i,0.0098059+0.000158i,0.010621-0.00038901i,0.007753-0.0082465i,0.0013402-0.015646i
0.13785-0.027907i,0.35261+0.0019269i,0.57577+0.021283i,0.588-0.048049i,0.37492-0.14282i,0.17028-0.16998i,0.069277-0.14373i,0.018645-0.083973i,-0.0010919-0.023672i,-0.0067876-0.0021679i,-0.01269-0.0061051i,-0.01164-0.0092312i,-0.003704-0.010944i,0.00050206-0.017201i,-0.002754-0.020975i,-0.0066656-0.014381i,-0.010063-0.0058097i,-0.015139-0.005066i,-0.016885-0.0077924i,-0.012975-0.0069348i,-0.0075337-0.00075763i,-0.0023941+0.011588i,0.0030487+0.021129i
-0.12035+0.16935i,-0.30906+0.19234i,-0.4715+0.12369i,-0.43448+0.096787i,-0.27268+0.14184i,-0.15955+0.17484i,-0.099217+0.16527i,-0.051192+0.099659i,-0.032709+0.022316i,-0.024849-0.0054265i,-0.0016218-0.0031445i,0.015312-0.0014778i,0.016366-0.00065062i,0.011021+0.0031708i,0.0042312+0.0077305i,0.0010818+0.0081903i,0.0029935+0.0075298i,0.0077263+0.011206i,0.008798+0.013302i,0.003901+0.010287i,-0.0010837+0.0056508i,-0.0043472-0.00072567i,-0.0069991-0.0049554i
-0.010195-0.061391i,0.10455-0.0044972i,0.27941+0.11871i,0.33861+0.14265i,0.25345+0.01243i,0.14928-0.11447i,0.083957-0.13204i,0.050261-0.075695i,0.036345-0.025769i,0.020595-0.013996i,-0.00041566-0.010644i,-0.010224-0.00039113i,-0.0057579+0.0067385i,0.0021448+0.0012828i,0.0034824-0.010645i,-0.001165-0.013416i,-0.0024905-0.008078i,0.0022866-0.005108i,0.0044404-0.0060496i,-0.00085314-0.0075713i,-0.0049091-0.0034185i,-0.0024371+0.0056188i,0.0028884+0.011898i
-0.10719+0.056453i,-0.26541-0.011249i,-0.4051-0.11884i,-0.39714-0.11113i,-0.27046+0.01207i,-0.14698+0.096809i,-0.086363+0.096266i,-0.053139+0.053205i,-0.02451+0.0098904i,-0.0025479-0.0036793i,0.016615+0.0016938i,0.023245+0.0039399i,0.014907+0.0062872i,0.0064784+0.01429i,0.0035264+0.018687i,0.0022363+0.013532i,-9.0937e-06+0.0050843i,-0.0024936+0.0029568i,-0.0031376+0.0054476i,-0.001893+0.0061267i,-0.0031259+0.0011444i,-0.0084634-0.0088579i,-0.012951-0.015371i
-0.0042191-0.14573i,0.071734-0.12225i,0.15738+0.03637i,0.17259+0.12199i,0.15137+0.026628i,0.12802-0.075202i,0.099151-0.088613i,0.06656-0.05026i,0.043704-0.0063436i,0.02726+0.0083292i,0.0038828+0.0050695i,-0.017518+0.0070641i,-0.022732+0.010835i,-0.013254+0.0084092i,-0.001242-0.0014983i,0.0026179-0.0090674i,-0.0021315-0.0079197i,-0.0079563-0.0036322i,-0.0072804-0.0021052i,-0.0017643-0.0031988i,0.0025505-0.0029075i,0.0049998+0.0018281i,0.0058898+0.0068944i
0.046136+0.04144i,0.017452-0.036722i,-0.063859-0.2051i,-0.12875-0.25841i,-0.13195-0.10099i,-0.10265+0.047965i,-0.081107+0.067935i,-0.062523+0.037488i,-0.038997+0.014458i,-0.016869+0.010478i,0.0030279+0.013279i,0.015417+0.005345i,0.011004-0.0043146i,-0.0018292-0.00089532i,-0.0076893+0.0090668i,-0.0036386+0.011218i,-0.00036839+0.0061091i,-0.002449+0.0034335i,-0.0037744+0.0054865i,-0.0018087+0.0053471i,-1.419e-05+0.00010236i,-0.00074721-0.0075431i,-0.0043651-0.013056i
-0.0077114-0.11746i,0.0093842-0.083318i,0.035974+0.064152i,0.058793+0.1349i,0.070271+0.048435i,0.069766-0.028934i,0.072476-0.029535i,0.059753-0.006706i,0.028226+0.012896i,0.0042828+0.019377i,-0.014907+0.01145i,-0.028788+0.0051593i,-0.027423+0.0024739i,-0.017462-0.0040124i,-0.0060349-0.0089476i,0.002671-0.0081872i,0.0079667-0.0078345i,0.010166-0.0096831i,0.0082102-0.009998i,0.005702-0.0080059i,0.006558-0.0029603i,0.0112+0.0048263i,0.015308+0.010882i
0.12359+0.12183i,0.1896+0.1011i,0.19247-0.06146i,0.12581-0.16541i,0.025789-0.08253i,-0.043368+0.015759i,-0.061008+0.029021i,-0.051519+0.0090291i,-0.035785-0.0060938i,-0.023999-0.0077758i,-0.0077917-0.0022856i,0.012252-0.0044373i,0.018821-0.013016i,0.0093757-0.013086i,-0.0026474-0.0035703i,-0.0059188+0.0044643i,-0.0023036+0.0045164i,-0.00087081-0.0016501i,-0.0051028-0.0042216i,-0.0086944-0.0012078i,-0.0087465-0.00012838i,-0.0077982-0.0040013i,-0.0063001-0.0099911i
-0.12188-0.078651i,-0.20889-0.038421i,-0.21538+0.10101i,-0.12481+0.1682i,-0.026805+0.072506i,0.019541-0.020512i,0.038394-0.017752i,0.041528+0.0027903i,0.022235+0.0036161i,0.0014704-0.00083422i,-0.012294-0.004766i,-0.021009-0.0017298i,-0.015416+0.0023404i,-0.0020152-0.001707i,0.0050483-0.0067032i,0.0044971-0.0044663i,0.0049683+0.0038702i,0.0076529+0.0093245i,0.0082565+0.0078761i,0.0069553+0.0050913i,0.0051369+0.0059092i,0.0051405+0.011649i,0.0073802+0.016655i
