-0.0022766+0.00016143i,-0.00077395+0.00027899i,-0.00027883-1.8638e-05i,-0.00026748-6.2984e-05i,-9.7151e-05+0.00099764i,0.00069882+0.0015318i,0.00097195+0.00078105i,0.00034528+0.00028514i,-0.00050816+5.9001e-05i,-0.00013206-4.0638e-05i,0.00079509-0.0002377i,0.00052652-0.00086424i,-0.00078217-0.0010432i,-0.0014246-0.00091409i,-0.0010143-0.00096546i,-0.00052037-0.0005038i,-0.0012315+0.00036938i,-0.0016226+0.00048582i,-0.00072216+0.00016237i,-0.00048972+6.045e-05i,-0.00075468-0.00016408i,-0.00040702-0.00034041i,0.00024938+0.0006581i
0.006355-0.0018785i,0.098545-0.14791i,0.16481-0.43155i,0.059855-0.57515i,-0.10635-0.41912i,-0.14472-0.19988i,-0.097515-0.08714i,-0.04768-0.016369i,-0.011985+0.021393i,-0.0031391+0.017517i,0.0090619+0.0052751i,0.02965-0.015163i,0.026273-0.024666i,0.016-0.0097248i,0.016095-0.0025514i,0.015992-0.0093598i,0.014319-0.0083589i,0.016467+0.0065158i,0.024762+0.016886i,0.030158+0.0056123i,0.018842-0.010961i,-0.0021843-0.011839i,-0.014594-0.0014954i
0.035195-0.042739i,-0.079518+0.053845i,-0.23015+0.27833i,-0.19615+0.39712i,-0.012658+0.2664i,0.063699+0.11024i,0.040306+0.089543i,0.035882+0.081656i,0.026801+0.032754i,0.0097273-0.00043342i,0.0022123-0.016075i,-0.0088642-0.012839i,-0.011604+0.0069113i,-0.0059327+0.010029i,-0.0090115-0.0093258i,-0.031177-0.029341i,-0.060235-0.033538i,-0.066902-0.032525i,-0.050009-0.030437i,-0.030771-0.016495i,-0.020196+0.0016724i,-0.015973+0.013232i,-0.010152+0.015619i
0.036832+0.077484i,0.24366+0.047952i,0.48904-0.10396i,0.51336-0.22366i,0.33318-0.20319i,0.17703-0.19479i,0.04536-0.24326i,-0.066516-0.19722i,-0.063825-0.084736i,-0.014989-0.029838i,-0.0064302-0.0036614i,-0.0072795+0.025012i,-0.0014151+0.031315i,-0.0034289+0.025274i,-0.0076749+0.028575i,-0.0022909+0.036443i,0.0049146+0.031466i,0.0011495+0.011729i,-0.010678-0.002056i,-0.013808+0.0033653i,0.0031164+0.0080156i,0.022499-0.0076016i,0.022345-0.023675i
-0.059471-0.093677i,-0.27585-0.099295i,-0.55253+0.0074562i,-0.62407+0.15569i,-0.45281+0.24597i,-0.2604+0.28661i,-0.10576+0.28533i,0.004898+0.19807i,0.015022+0.093196i,-0.0047616+0.056097i,0.0028012+0.037111i,0.0030061+0.0050702i,-0.0094185-0.012454i,-0.0097842-0.010034i,0.01067+0.00063269i,0.041625-0.0022876i,0.063914-0.015989i,0.069373-0.011831i,0.063365+0.0038571i,0.049795+0.008108i,0.03009+0.0026096i,0.01171-0.0022166i,0.00064622-0.0048267i
0.033068+0.12056i,0.23162+0.15597i,0.48024+0.078863i,0.52769-0.078255i,0.3683-0.20233i,0.23269-0.2224i,0.17303-0.17005i,0.11979-0.094008i,0.072281-0.039583i,0.024375-0.024203i,-0.011771-0.015324i,-0.017602-0.0071438i,-0.013746-0.0073619i,-0.011601-0.0099688i,-0.018406-0.018885i,-0.038228-0.01828i,-0.047502-0.0025744i,-0.036062+0.0031688i,-0.024055-0.0023952i,-0.023969-0.0030078i,-0.026542+0.005929i,-0.02439+0.017339i,-0.019662+0.020798i
-0.031709-0.15358i,-0.21539-0.2734i,-0.43317-0.2838i,-0.43444-0.16713i,-0.25768-0.073019i,-0.18734-0.071339i,-0.23183-0.075569i,-0.20888-0.045091i,-0.11351-0.025508i,-0.031384-0.03134i,0.0066906-0.031549i,0.024967-0.013955i,0.037891+0.0011679i,0.026748+0.0096512i,0.0070218+0.027051i,0.0052575+0.048481i,0.005575+0.060086i,-0.011914+0.05814i,-0.029097+0.046685i,-0.025695+0.029529i,-0.0096231+0.011118i,0.0080079-0.0020679i,0.023101-0.0071259i
0.083259+0.18207i,0.25998+0.30628i,0.42198+0.34855i,0.38948+0.31616i,0.27201+0.30374i,0.28283+0.28546i,0.30874+0.1841i,0.20198+0.083335i,0.083572+0.063164i,0.048357+0.053674i,0.027883+0.010783i,-0.013069-0.01328i,-0.035594-0.0048457i,-0.021944+0.00069599i,0.004644-0.0099284i,0.020692-0.029426i,0.028191-0.041014i,0.041398-0.036837i,0.053297-0.033386i,0.048451-0.035504i,0.031989-0.034754i,0.013406-0.029134i,-0.0032349-0.021184i
-0.013668-0.16715i,-0.13762-0.30182i,-0.28642-0.37953i,-0.33231-0.3676i,-0.32089-0.30392i,-0.32582-0.19284i,-0.25118-0.043386i,-0.097338+0.0275i,-0.01512+0.010859i,-0.015907+0.015516i,-0.0077857+0.04206i,0.0077083+0.041765i,0.0064263+0.024842i,-0.0013537+0.0063516i,-0.018205-0.0066376i,-0.036544-0.004647i,-0.044117-0.0067977i,-0.049018-0.019647i,-0.045026-0.021403i,-0.029161-0.0081122i,-0.017513+0.0087343i,-0.015074+0.023124i,-0.015717+0.029404i
0.028585+0.18734i,0.14437+0.34021i,0.27168+0.40142i,0.29497+0.30519i,0.22615+0.13597i,0.10778+0.0046368i,-0.028792-0.048977i,-0.094571-0.02709i,-0.071478-0.0046134i,-0.037314-0.020307i,-0.01724-0.034132i,0.003568-0.043185i,0.013769-0.045073i,0.016732-0.021666i,0.026052+0.0055663i,0.031311+0.016938i,0.021538+0.030532i,0.0049731+0.050335i,-0.0044855+0.061088i,-0.0026661+0.056484i,0.0054813+0.033611i,0.011607+0.00080603i,0.015464-0.02156i
-0.048854-0.20636i,-0.16072-0.34498i,-0.24205-0.35796i,-0.16998-0.22072i,-0.00055925-0.10353i,0.12221-0.12331i,0.12835-0.16424i,0.074321-0.11839i,0.049542-0.048027i,0.040402-0.025941i,0.0068088-0.013745i,-0.015408+0.022508i,-0.0056463+0.045532i,0.003696+0.036759i,0.0017269+0.011396i,-0.0013045-0.012436i,0.0067523-0.027621i,0.02488-0.036954i,0.032653-0.040311i,0.026739-0.034764i,0.015787-0.025627i,0.00073677-0.018086i,-0.012149-0.0088489i
0.0318+0.17606i,0.11851+0.28521i,0.15575+0.28494i,0.051975+0.19057i,-0.067447+0.1592i,-0.039237+0.2248i,0.076611+0.22306i,0.10468+0.11751i,0.047704+0.049495i,0.021383+0.043907i,0.03073+0.025967i,0.027543-0.00056875i,0.010735-0.006539i,-0.0050957+6.0949e-05i,-0.011583+0.013304i,-0.0093394+0.021245i,-0.014768+0.01162i,-0.027765-0.0070661i,-0.035088-0.017903i,-0.030706-0.012128i,-0.01009+0.0025965i,0.015644+0.013945i,0.023874+0.018481i
-0.010068-0.17958i,-0.070001-0.31309i,-0.11657-0.34672i,-0.075563-0.26618i,-0.025764-0.18968i,-0.093115-0.12859i,-0.1849-0.027272i,-0.15796+0.044819i,-0.084552+0.037487i,-0.045077+0.012964i,-0.029092+0.00239i,-0.031978-0.0050997i,-0.036414-0.0090362i,-0.025315-0.014743i,-0.0084263-0.019393i,0.0053631-0.012311i,0.016506+0.006877i,0.023746+0.029751i,0.023383+0.038009i,0.011858+0.028713i,-0.0079388+0.016343i,-0.018496+0.0042002i,-0.012865-0.009807i
0.060261+0.21585i,0.1616+0.34454i,0.23177+0.35138i,0.20167+0.23907i,0.13054+0.11702i,0.088112-0.0014877i,0.046027-0.10145i,0.0052183-0.10309i,0.0037073-0.057068i,0.0061164-0.032354i,0.0038476-0.011283i,0.017137+0.001422i,0.024589+0.0028534i,0.01736+0.008703i,0.0064155+0.015002i,0.0012397+0.015481i,0.0086204+0.008743i,0.020465-0.001749i,0.025261-0.0077638i,0.017722-0.0075344i,0.004271+3.1728e-06i,-0.0062262+0.012187i,-0.01165+0.018504i
-0.032756-0.1797i,-0.12751-0.29211i,-0.21205-0.29374i,-0.20542-0.17632i,-0.1153-0.070376i,0.011398-0.041002i,0.10275-0.045328i,0.1057-0.045971i,0.064503-0.018891i,0.040493+0.002793i,0.023655-0.0035676i,0.0083409-0.0098636i,0.0062175-0.0070085i,0.010988-0.00039673i,0.014648+0.0023329i,0.0091419+0.0021253i,-0.0082658+0.0048407i,-0.02745+0.0046449i,-0.031591+0.0011876i,-0.013108-0.0063189i,0.0093589-0.023481i,0.015773-0.035841i,0.012705-0.027721i
0.037647+0.16798i,0.11305+0.28128i,0.17961+0.27928i,0.16144+0.14749i,0.071286+0.062959i,-0.010568+0.11967i,-0.03555+0.19853i,-0.029181+0.1914i,-0.026792+0.12003i,-0.025355+0.054019i,-0.019427+0.016339i,-0.01603+0.0044726i,-0.018694+0.0048876i,-0.026111+7.97e-05i,-0.03191-0.0041068i,-0.033015+0.0008956i,-0.028301+0.01141i,-0.019794+0.020341i,-0.014603+0.022335i,-0.012854+0.01968i,-0.012169+0.017187i,-0.012377+0.010935i,-0.012909+0.00080142i
-0.038389-0.21385i,-0.12179-0.35389i,-0.18214-0.36136i,-0.12895-0.22204i,-0.021712-0.12701i,-0.01542-0.14551i,-0.091994-0.15631i,-0.10947-0.11592i,-0.063481-0.069779i,-0.026834-0.033122i,-0.010357-0.0064202i,-0.0016023+0.0052611i,0.0067035+0.0066293i,0.015946+0.0028393i,0.021441-0.0036771i,0.020457-0.013889i,0.015788-0.026064i,0.015565-0.033905i,0.018576-0.031886i,0.021763-0.0176i,0.02735-0.0014191i,0.030978+0.0042889i,0.027262+0.0042656i
0.058412+0.19454i,0.14505+0.32896i,0.18397+0.37046i,0.1068+0.29985i,-0.0036458+0.20439i,-0.03364+0.10701i,0.00095771+0.00014128i,0.022462-0.054052i,0.019642-0.044197i,0.019296-0.023582i,0.020519-0.01544i,0.016326-0.015671i,0.0082013-0.014333i,0.0045222-0.0071534i,0.0066356-0.0032024i,0.0064108-0.0052229i,0.0011119-0.0068513i,-0.0063074-0.0054818i,-0.0087521-0.0041439i,-0.010313-0.0068754i,-0.018204-0.009548i,-0.021749-0.0075957i,-0.014461-0.006217i
-0.030636-0.16417i,-0.084161-0.30581i,-0.13218-0.39898i,-0.13685-0.36814i,-0.070895-0.24341i,0.053244-0.10436i,0.13991+0.0059836i,0.13611+0.065617i,0.091439+0.067049i,0.041714+0.036696i,0.0022474+0.017407i,-0.010635+0.019931i,-0.0051031+0.026391i,0.00012476+0.029808i,0.0037045+0.032587i,0.013386+0.034977i,0.026689+0.034356i,0.030195+0.032577i,0.021748+0.034095i,0.012449+0.036451i,0.0085038+0.034498i,0.0059386+0.028839i,0.0025494+0.02587i
0.038841+0.20899i,0.098588+0.37517i,0.15948+0.44004i,0.18603+0.31544i,0.13252+0.11431i,-0.0080338+0.020038i,-0.12406+0.036121i,-0.13846+0.048421i,-0.094292+0.030127i,-0.044362+0.013845i,-0.0077451+0.0031678i,0.0067254-0.0068584i,0.0035102-0.012172i,-0.0066543-0.012098i,-0.013006-0.0096314i,-0.014451-0.0096293i,-0.015984-0.012595i,-0.014095-0.015347i,-0.010058-0.017478i,-0.0056711-0.018493i,0.00018809-0.021754i,0.0012185-0.026137i,-0.0042788-0.024881i
-0.03038-0.19728i,-0.080199-0.35437i,-0.1023-0.39437i,-0.059893-0.23061i,0.029355-0.015171i,0.088713+0.037824i,0.06029-0.042901i,0.0018738-0.082107i,-0.013775-0.046924i,0.0028294-0.021117i,0.0015848-0.01939i,-0.015743-0.0089372i,-0.017868+0.0050724i,-0.007265+0.0044966i,-0.0050004+3.5989e-05i,-0.011335+0.0047651i,-0.01557+0.0141i,-0.015062+0.016828i,-0.012539+0.0076779i,-0.012138-0.0025541i,-0.013044-0.0014368i,-0.01075+0.0025178i,-0.0083403-0.001721i
0.039807+0.16175i,0.051734+0.28715i,0.0040094+0.34675i,-0.084426+0.26693i,-0.14341+0.11414i,-0.1098+0.014106i,-0.0026451-0.014322i,0.072416-0.026059i,0.067155-0.030077i,0.030458-0.0065531i,0.018906+0.012505i,0.023224-0.00018777i,0.014692-0.01715i,0.0031946-0.0163i,0.0067626-0.0095383i,0.016936-0.0083228i,0.021708-0.0089755i,0.020564-0.0066814i,0.018542-0.0029424i,0.017825-0.0013214i,0.016696-0.00036396i,0.018039+0.00072176i,0.022953-0.00070584i
0.00018924-0.18204i,0.020575-0.3425i,0.062843-0.45296i,0.071502-0.42368i,0.032108-0.27569i,-0.0095654-0.088165i,-0.020759+0.058745i,-0.013414+0.10424i,-0.014381+0.076085i,-0.016552+0.038057i,-0.014156+0.01473i,-0.014673+0.0087573i,-0.0095738+0.013161i,0.00037379+0.014724i,5.6167e-05+0.0085301i,-0.010812+0.0028383i,-0.019212+0.0026488i,-0.019532+0.0048544i,-0.012257+0.0073743i,-0.0035069+0.0053647i,-0.0025431-0.0041855i,-0.0082891-0.0095835i,-0.010852-0.0020948i
0.016166+0.18923i,0.015283+0.34888i,0.00011659+0.43823i,0.033191+0.37415i,0.098324+0.19737i,0.070628+0.019785i,-0.045438-0.055855i,-0.098539-0.027864i,-0.058137-0.002497i,-0.023261-0.010486i,-0.01205-0.0061358i,0.008494+0.0059847i,0.020582+0.0005218i,0.011004-0.0095358i,0.001247-0.00595i,0.0021566+0.0021972i,0.0049775+0.0042833i,0.0031527+0.0020935i,-0.0013281+0.0026359i,-0.0017193+0.0064788i,0.0040381+0.0087971i,0.0069509+0.0081142i,0.0015498+0.0079497i
-0.021036-0.1432i,-0.009991-0.25453i,0.024455-0.29461i,0.014695-0.19412i,-0.024157-0.02888i,0.012173+0.045645i,0.075624-0.010926i,0.063332-0.070636i,0.025013-0.05563i,0.018064-0.027232i,0.0067855-0.022092i,-0.017915-0.014786i,-0.026114+0.0041007i,-0.010629+0.016714i,0.0078097+0.0094263i,0.014674-0.0084518i,0.010025-0.019578i,0.0019113-0.017609i,-0.0026302-0.0080217i,-0.0021055+0.0021286i,0.0051159+0.005222i,0.010524-0.0021327i,0.007903-0.011537i
0.00021273+0.14135i,-0.053767+0.23814i,-0.14822+0.2584i,-0.19477+0.1581i,-0.16181+0.030165i,-0.099545-0.0087035i,-0.028202+0.025208i,0.025859+0.042898i,0.03312+0.033966i,0.023702+0.020011i,0.019746+0.005819i,0.016614+0.00089017i,0.015273-0.00081228i,0.010431-0.0042182i,0.00074818+0.0010566i,-0.0045301+0.015125i,0.00049858+0.022567i,0.0089436+0.015523i,0.010525+0.0034871i,0.0022831-0.00048151i,-0.011023+0.0068039i,-0.016678+0.015221i,-0.010908+0.015i
0.022367-0.15379i,0.093909-0.2735i,0.20221-0.32903i,0.2584-0.27814i,0.20861-0.18126i,0.089808-0.075925i,-0.010703+0.020013i,-0.037744+0.055653i,-0.028047+0.038753i,-0.017012+0.02425i,-0.0045408+0.012868i,-0.0045984-0.0062354i,-0.01665-0.0088462i,-0.020567+0.0045079i,-0.01117+0.014181i,0.0014058+0.013439i,0.0051102+0.0070481i,0.0015656+0.0021199i,-0.0025762-0.0020175i,-0.0046524-0.0062599i,-0.0014058-0.0089134i,0.0046818-0.0082856i,0.0068785-0.004387i
0.021856+0.12859i,-0.018052+0.21678i,-0.10634+0.26342i,-0.1317+0.24709i,-0.047521+0.15981i,0.021964+0.0041071i,0.0037246-0.11207i,-0.028801-0.10494i,-0.020926-0.053082i,-0.0095994-0.020874i,-0.005947+0.0051043i,0.0040883+0.018409i,0.0099653+0.01256i,0.0083034-0.0023416i,-0.001136-0.017532i,-0.017564-0.021315i,-0.026299-0.010472i,-0.019132+0.0050838i,-0.0038315+0.011337i,0.0063892+0.0025583i,0.0038941-0.010412i,-0.0062947-0.015509i,-0.014347-0.012595i
0.008185-0.099543i,0.068544-0.15921i,0.13942-0.17852i,0.099394-0.12753i,-0.014693-0.014447i,-0.028038+0.086118i,0.039998+0.086488i,0.059045+0.036011i,0.032282+0.011553i,0.011481-0.00052409i,-0.0013711-0.01141i,-0.0040716-0.012849i,-0.0040374-0.013355i,-0.0091943-0.0098956i,-0.0076571+0.0012149i,0.0038836+0.011141i,0.014945+0.010055i,0.016399-0.00040348i,0.01017-0.0058523i,0.0073514-4.5682e-05i,0.011488+0.0094841i,0.016172+0.012688i,0.01681+0.0077703i
-0.021251+0.10527i,-0.099479+0.16725i,-0.17926+0.15079i,-0.15299+0.040148i,-0.050521-0.07462i,0.0036282-0.087868i,0.0064341-0.013966i,0.0069195+0.037616i,0.0059239+0.035008i,0.0039969+0.015058i,0.00017864+0.0011208i,-0.0040857+0.003209i,0.0028231+0.0094449i,0.017101+0.0055828i,0.024993-0.0052603i,0.018375-0.015245i,0.0034211-0.016061i,-0.0086675-0.0073243i,-0.013143+0.0049688i,-0.0086932+0.0126i,-0.0015026+0.0078835i,0.0013787-0.0039186i,0.0012979-0.0093861i
0.0090317-0.099357i,0.068276-0.152i,0.15643-0.12758i,0.18244-0.029051i,0.10117+0.048471i,-0.02652+0.058862i,-0.097303+0.029534i,-0.087725-0.0056367i,-0.053645-0.014827i,-0.017314-0.00037044i,0.01233+0.0035086i,0.015137-0.00034831i,0.0063582+0.0036167i,-0.0020354+0.0067543i,-0.012766+0.010896i,-0.016927+0.01881i,-0.012185+0.02306i,-0.0036981+0.018784i,0.0016771+0.0090031i,-0.0019525+0.0012025i,-0.008908+0.00047179i,-0.010215+0.0067945i,-0.0050164+0.013129i
0.01157+0.07115i,-0.04964+0.090097i,-0.16605+0.075142i,-0.21138+0.070437i,-0.10661+0.069236i,0.039274+0.017672i,0.086915-0.038831i,0.060779-0.034539i,0.036508-0.013968i,0.010538-0.011691i,-0.010386-0.0060296i,-0.010995-0.0033093i,-0.0079249-0.0015729i,-0.0012961+0.010084i,0.013415+0.015944i,0.024546+0.0059554i,0.023597-0.01117i,0.012297-0.019814i,0.0015977-0.01765i,-0.00040496-0.012106i,0.0048289-0.0049011i,0.0096049-0.0024007i,0.0074826-0.0058468i
0.033798-0.064688i,0.12332-0.091744i,0.20971-0.11698i,0.15654-0.16175i,-0.0055594-0.18102i,-0.096863-0.11518i,-0.061726-0.024278i,-0.0020052+0.016926i,0.014842+0.018307i,0.0067859+0.01258i,-0.0028151+0.009854i,-0.0063981+0.0096034i,-0.0086207+0.0036149i,-0.013642-0.0076388i,-0.019861-0.014632i,-0.024577-0.011295i,-0.02264-0.0020407i,-0.013637+0.005117i,-0.0026639+0.0071321i,0.0032707+0.0040397i,0.0020172-0.0016515i,-0.0040292-0.003722i,-0.010154+0.00069501i
-0.014849+0.072921i,-0.065377+0.10824i,-0.093845+0.098704i,-0.0078507+0.06219i,0.12569+0.04857i,0.14625+0.050793i,0.047681+0.048013i,-0.039752+0.044149i,-0.041634+0.035899i,-0.0035901+0.0064317i,0.010728-0.022413i,0.0069248-0.022789i,0.0062951-0.0099846i,0.0042033+0.0017279i,0.0021049+0.014045i,0.0060827+0.020848i,0.011945+0.019411i,0.01578+0.013659i,0.014237+0.0082244i,0.0075502+0.0078582i,0.001915+0.0098472i,0.0017097+0.0082489i,0.0037703+0.0033637i
-0.0051596-0.053987i,0.032202-0.050026i,0.083117+0.023391i,0.090836+0.10773i,0.045159+0.090443i,-0.0094318-0.01446i,-0.024363-0.093632i,-0.0099796-0.09894i,-0.008681-0.058653i,-0.014644-0.00722i,-0.0085069+0.018083i,-0.0053346+0.012975i,-0.0047692+0.0039802i,0.0048524-0.0074858i,0.010844-0.022733i,0.0049229-0.029238i,-0.0035509-0.025178i,-0.0082415-0.017182i,-0.0098856-0.0097673i,-0.0082025-0.0064768i,-0.0029958-0.0074426i,0.00058002-0.011114i,-0.0018038-0.014586i
-0.014412+0.025391i,-0.092325-0.0036826i,-0.22085-0.057131i,-0.30411-0.047102i,-0.26152+0.040242i,-0.1116+0.10212i,0.025052+0.084705i,0.0629+0.036912i,0.042441+0.008833i,0.025693+0.0012894i,0.022586+0.00071306i,0.021958+0.0018419i,0.015328+0.0041271i,0.003513+0.010205i,-0.0055366+0.018768i,-0.0078304+0.023759i,-0.0059357+0.023253i,-0.0032958+0.018797i,-0.00073537+0.011084i,0.0012176+0.005379i,-0.00088109+0.0033919i,-0.0025297+0.0045723i,0.0016699+0.0064982i
0.036874-0.038614i,0.11779-0.049015i,0.21112-0.06757i,0.22578-0.13856i,0.15812-0.21283i,0.080218-0.1672i,0.033021-0.040698i,0.017264+0.034719i,0.0077753+0.032606i,-0.0134+0.0066021i,-0.030482-0.0021989i,-0.027668-0.0014746i,-0.014738-0.0034296i,-0.00033884-0.0021475i,0.012761-0.0010227i,0.01828-0.0016605i,0.015695-0.00064364i,0.011476+0.00082482i,0.0096613-0.0005034i,0.010056-0.004225i,0.010383-0.0064816i,0.0091934-0.005393i,0.0081343-0.0017774i
0.0029408+0.047246i,-0.018197+0.058906i,-0.031879+0.04131i,0.0063344+0.047566i,0.050487+0.097578i,0.0098139+0.10613i,-0.075315+0.067633i,-0.096158+0.038645i,-0.050999+0.024827i,-0.00088466+0.014436i,0.019271+0.0056768i,0.015066+0.0057992i,0.0049485+0.0089023i,-0.0077108+0.0052697i,-0.019346-0.0010232i,-0.023711-0.0072006i,-0.026219-0.011006i,-0.027119-0.0098672i,-0.021835-0.00051839i,-0.012488+0.011571i,-0.0042791+0.014497i,-0.0020924+0.007677i,-0.0064316+0.00066207i
0.009388-0.012083i,0.040158+0.03514i,0.064844+0.11994i,0.045504+0.17386i,0.0050356+0.13672i,0.0036666+0.036087i,0.033208-0.058236i,0.033718-0.085655i,0.012234-0.058555i,-0.003257-0.032425i,-0.0087919-0.022478i,-0.0087991-0.019599i,-0.0059676-0.014012i,0.0032052-0.0049567i,0.01391+0.0025014i,0.019524+0.0062426i,0.019178+0.0039773i,0.012741-0.00034468i,0.0063313-0.002401i,0.0044192-0.0017186i,0.0066424+0.00084896i,0.0085747+0.0011768i,0.0061381+0.00089411i
-0.021795-0.0062808i,-0.088438-0.058146i,-0.18099-0.13552i,-0.22742-0.17253i,-0.19421-0.15239i,-0.12631-0.094927i,-0.059832-0.021232i,-0.010094+0.023576i,0.0064641+0.03096i,0.0040803+0.026283i,0.0028818+0.022202i,0.0042021+0.018793i,0.0030468+0.01405i,-0.00082153+0.0066539i,-0.0021955-0.00025234i,0.0033867-0.00067686i,0.015245-0.0012122i,0.021712-0.0077911i,0.013114-0.012613i,-0.003779-0.010736i,-0.016015-0.0040446i,-0.013855+0.0027517i,-0.0025845+0.0024622i
0.025459-0.026741i,0.073148-0.021127i,0.14068-0.0012671i,0.19031-0.014305i,0.19408-0.057576i,0.15916-0.058464i,0.10082-0.01691i,0.048183+0.01446i,0.025419+0.010655i,0.019019-0.0068387i,0.010612-0.015741i,0.00327-0.013319i,0.0030948-0.0059304i,0.0031474+0.0011774i,-0.0014048+0.0088303i,-0.0091018+0.01511i,-0.014829+0.019833i,-0.010148+0.021531i,0.0022996+0.014583i,0.011398+0.0038191i,0.012894-0.0037635i,0.0063451-0.0058159i,-0.0045682-0.0031038i
0.002296+0.010745i,-0.0057993-0.0099632i,-0.017741-0.032657i,-0.016168+0.017421i,0.0065259+0.11302i,0.010179+0.11783i,-0.034626+0.029481i,-0.075755-0.029311i,-0.070174-0.016309i,-0.040107+0.0082947i,-0.018343+0.011334i,-0.012747+0.007255i,-0.011848+0.0044086i,-0.0094475-0.0016031i,-0.0092633-0.010066i,-0.010928-0.011701i,-0.012291-0.001888i,-0.011039+0.010402i,-0.0061047+0.01335i,-0.0004905+0.004535i,1.6708e-05-0.007704i,-0.0048986-0.012358i,-0.0052698-0.007526i
0.010439+0.031629i,0.033877+0.096179i,0.038675+0.14488i,-0.016948+0.11684i,-0.08924+0.053132i,-0.076209+0.029268i,0.018173+0.035883i,0.083435+0.026836i,0.070797+0.0049743i,0.032488-0.001216i,0.016577+0.002134i,0.015754-0.001071i,0.012746-0.0052205i,0.010207-0.0034933i,0.011187-0.0030368i,0.010953-0.0087956i,0.005729-0.01705i,-0.0020513-0.020437i,-0.0056749-0.0092865i,-0.0027891+0.0096866i,0.0050061+0.020351i,0.014122+0.015242i,0.016257+0.0011038i
-0.01848-0.0060096i,-0.049687-0.052017i,-0.075763-0.12074i,-0.068388-0.16829i,-0.057793-0.16222i,-0.070643-0.10347i,-0.071124-0.037681i,-0.050413-0.0101i,-0.028573-0.012472i,-0.014639-0.018579i,-0.009796-0.016047i,-0.0059496-0.0067474i,-0.0016186-0.0015653i,0.0014748-0.0010552i,0.0047807-0.0002846i,0.0072603+0.00022984i,0.0042445-0.0012288i,-0.004821-0.004258i,-0.011559-0.0055613i,-0.0098993-0.0040543i,-0.0035774-0.0030686i,-0.00065188-0.0030868i,-0.0014431+0.0020896i
0.016696-0.0023441i,0.032235+0.018287i,0.057878+0.071325i,0.12738+0.1047i,0.20846+0.059879i,0.18404-0.009302i,0.063952-0.0030604i,-0.0052678+0.053353i,0.0037643+0.068818i,0.015945+0.041784i,0.010838+0.02058i,0.0036742+0.014868i,0.00026115+0.01309i,-0.0014705+0.015727i,-0.0019852+0.022859i,0.001746+0.025908i,0.010473+0.021631i,0.017964+0.011218i,0.014101-0.0010648i,0.00075903-0.0077763i,-0.011772-0.0041707i,-0.01438+0.0059453i,-0.0083471+0.010099i
0.0082068-0.033281i,0.0071742-0.088194i,-0.01951-0.12029i,-0.084006-0.052429i,-0.13351+0.064252i,-0.099369+0.076359i,-0.034338-0.026166i,-0.013704-0.096407i,-0.018699-0.076289i,-0.01054-0.032487i,-0.00014477-0.015738i,-0.002807-0.013802i,-0.0069785-0.0091047i,-0.0088142-0.0074483i,-0.010115-0.0096896i,-0.0084341-0.010193i,-0.0057985-0.010221i,-0.00076865-0.0098084i,0.007346-0.0085202i,0.014048-0.0062298i,0.015889-0.0058752i,0.011301-0.01107i,0.0031157-0.014162i
0.014381+0.032182i,0.034025+0.084873i,0.035767+0.099862i,-0.0026225+0.039303i,-0.027096-0.011814i,0.0098485+0.012889i,0.0513+0.051575i,0.037337+0.05591i,0.0036572+0.043185i,-0.011993+0.024187i,-0.015141+0.010444i,-0.010768+0.0049891i,-0.0051323+0.00071778i,-0.0029067-0.0011525i,-0.0058246-0.0015998i,-0.011433+0.0031208i,-0.012296+0.013408i,-0.0073266+0.022047i,0.0014092+0.022972i,0.0082521+0.013143i,0.0075979+0.001409i,0.0016784-0.0032544i,-0.0023461-0.0019759i
-0.024981-0.011792i,-0.028091-0.034809i,0.010324-0.072367i,0.069536-0.12982i,0.053625-0.18159i,-0.033869-0.15732i,-0.059447-0.063768i,-0.0052178-0.013461i,0.029075-0.023132i,0.025325-0.024111i,0.019816-0.01157i,0.016631-0.0038691i,0.01241-0.00036345i,0.011444-0.0027639i,0.014686-0.0074729i,0.01717-0.0087913i,0.014312-0.007691i,0.0065869-0.0045005i,-0.0025798+0.0033351i,-0.0093769+0.012279i,-0.0082658+0.016613i,0.0001188+0.0156i,0.0075353+0.01142i
-0.0015496+0.026424i,-0.019894+0.068711i,-0.04631+0.13886i,-0.014854+0.2213i,0.078513+0.24817i,0.11164+0.17551i,0.034527+0.071671i,-0.044658+0.031181i,-0.047077+0.03398i,-0.017131+0.026024i,-0.006471+0.011144i,-0.0088385+0.0032685i,-0.0073565+0.0014556i,-0.004513+0.0042208i,-0.004713+0.0078304i,-0.0073152+0.0035729i,-0.013545-0.0049107i,-0.01916-0.008977i,-0.018938-0.0084342i,-0.014054-0.006978i,-0.0076853-0.0065207i,-0.005367-0.0078556i,-0.0074171-0.0095349i
0.004733-0.043807i,0.0046992-0.11355i,-0.027215-0.15737i,-0.090668-0.12431i,-0.1209-0.076034i,-0.07206-0.081559i,-0.0052748-0.098684i,0.025898-0.074987i,0.022123-0.033001i,0.005322-0.0039713i,0.0026547+0.0075519i,0.0072693+0.0060803i,0.0041138+0.002823i,-3.8714e-06+0.0012573i,0.00040773+0.0017436i,0.0044365+0.0062206i,0.010033+0.0088243i,0.0099366+0.0024643i,0.0048942-0.0072213i,0.0013634-0.013262i,-0.0014151-0.013146i,-0.0036605-0.0063848i,-0.0035434+0.0012198i
