-0.0044794+0.0011429i,-0.0046159+0.00095508i,-0.0040143+0.0020204i,-0.0022772+0.0027464i,0.00011136+0.0029129i,0.0018924+0.0025993i,0.0019097+0.0018141i,0.0011199+0.0011687i,0.00010602+0.0010882i,0.00035407+0.0011548i,0.0010061+0.00042904i,0.00062471-0.00048673i,3.3815e-05-0.0013045i,-0.00070122-0.00090582i,-0.0012728-0.00037656i,-0.00099107+0.00016714i,-0.00099857+0.0001955i,-0.0011389-0.00027209i,-0.001063-0.00011739i,-0.00038836+4.5251e-05i,-0.00012421-0.00027135i,-0.00033403-0.00055723i,-6.8707e-05-0.00042471i
0.0021369+0.0035494i,0.0022789+0.0052839i,0.0024821+0.0043284i,0.0014172+0.0016391i,-0.00078788+3.9138e-05i,-0.0023371+0.00094963i,-0.001847+0.0020615i,-0.00051979+0.0018607i,0.00022215+0.0012939i,0.00037888+0.00020798i,0.00043749-0.00048331i,0.00014312+0.00033394i,-0.00021537+0.0012957i,0.00047874+0.0014831i,0.0007482+0.00077375i,0.0003846+0.00037799i,0.00077066+0.00051858i,0.00015076-0.00025567i,-0.00075569-0.0010892i,-0.00017084-0.00071675i,0.00037816+7.6344e-05i,-0.00070861+0.00021131i,-0.00059515-0.0001049i
-0.0016693-0.0022654i,-0.0017332-0.0038449i,-0.0024716-0.0040788i,-0.0029771-0.0018434i,-0.0028931+0.0011281i,-0.0017415+0.0024226i,-0.001213+0.0021218i,-0.0010126+0.00062792i,-0.0002739-0.00025747i,0.00010676-0.00036911i,0.00041949-0.00064787i,0.00032254-0.00054399i,2.3501e-05-0.00028536i,-0.00011454-0.0002853i,-0.00077371-0.00066636i,-0.0013564-0.00087219i,-0.00038426-0.00037225i,0.00010618+0.00025985i,0.00018573+0.00050876i,-0.00016592+0.00043357i,-0.00079072-0.00020725i,-0.00096172-0.00084653i,-0.000826-0.0012042i
-2.5214e-05-0.0017392i,0.00076833-0.0016671i,0.0012205-0.0014277i,-5.3071e-07-0.00093907i,-0.0010445+6.7337e-05i,-0.00097638+0.0015386i,-0.00067839+0.0023922i,-0.0010307+0.001917i,-0.00082606+0.00033472i,-0.00053773-7.7114e-05i,-0.00048531+0.00017151i,3.369e-05-0.00062415i,0.0011819-0.0014391i,0.0015778-0.0012648i,0.0010995-0.00054968i,0.00063902+0.00014526i,0.00025872+0.00077253i,-6.3033e-05+0.00040679i,-0.00044631-0.00089014i,-0.00060648-0.0012191i,-0.00010027-0.00090821i,0.00061447-0.00019001i,0.001062+0.0012635i
-0.0009225+0.0012083i,-0.0014615+0.00154i,-0.0022217+0.0019551i,-0.0014872+0.00088267i,-0.0010771-0.00023851i,-0.0016115+0.0001269i,-0.0015246+0.00040719i,-0.00084841+0.00024759i,-0.000723+8.4173e-05i,-0.00036233-0.00013508i,0.00020154-0.00032537i,0.00058448-0.00027336i,0.00054362+0.00020945i,0.00010338+0.0011001i,0.00081743+0.0014724i,0.001411+0.00065032i,0.00092034-0.00047011i,0.00054491-0.00087959i,0.00021459-0.00030832i,0.00022169+0.00016444i,0.00027932+0.00011465i,-5.7918e-05-0.00010799i,0.00013362-9.8091e-06i
0.0018534-0.0011994i,0.0014724-0.0013834i,0.0013366-0.0016947i,0.0010346-0.0007678i,-0.00060542+0.00087935i,-0.0008161+0.0018665i,-0.00021913+0.0018439i,0.00034567+0.0015656i,0.00041022+0.0012014i,-8.8027e-05+0.00053117i,-0.00047314+0.00058798i,-0.00028388+0.00086085i,8.4284e-05+0.00090746i,0.0001414+5.0038e-05i,0.00013128-0.00013508i,0.00033954+0.00021372i,0.00019081+0.00021336i,-0.00026822+0.00015703i,-0.0010678+0.00048268i,-0.0015015+0.00089185i,-0.0015037+0.000493i,-0.00099142-0.00018647i,-0.00033001-0.00026294i
0.00089857+0.001715i,0.0025491+0.0024215i,0.0026543+0.0032672i,0.00076841+0.0027598i,-0.00031215+0.0016745i,-0.00070089+0.0015412i,-0.00039887+0.00084039i,-0.00035145+0.00019111i,-0.00027609+0.00018112i,0.00053317+0.00069928i,0.0013412+0.00059057i,0.0013681-0.00073316i,0.00067072-0.0013982i,-7.4291e-05-0.00055634i,-0.00056692+0.0010063i,-0.0004502+0.0008473i,-3.8441e-05-0.00027824i,0.00010871-0.00029343i,-9.5467e-05+0.00029106i,-0.00066098+0.00017348i,-6.6346e-05+0.00029922i,0.0010312+0.0011552i,0.0010009+0.00089411i
-0.00074998+0.00010986i,-0.002476-0.00056367i,-0.0043567-0.0013526i,-0.0035226-0.00097299i,-0.0015871-0.00047629i,-0.0020303-0.00037505i,-0.0027534+3.0228e-05i,-0.0011766+0.00027087i,0.00056088+0.00012152i,0.00082534+6.7617e-05i,0.00046622-0.00021926i,0.00046062-0.00047172i,0.00054828+0.00022348i,0.00040989+0.00079785i,3.4567e-05+0.00034959i,-0.0002572-0.00026566i,-7.2759e-05-0.00038476i,0.00061491-0.00019431i,0.00071708+0.00019072i,-0.00019301+0.00018086i,-0.00044651-4.744e-05i,-0.00065595+0.00054841i,-0.0011543+0.0011324i
0.00054335-0.00013351i,0.0027041+0.0005543i,0.0043497-3.7872e-05i,0.0026209-0.0001311i,0.00048164+0.0019584i,-0.0001029+0.003211i,-0.00076891+0.0021476i,-0.0010976+0.00060961i,-0.00095119+7.3267e-05i,0.00015412-0.00022227i,0.001292-0.00097915i,0.00013179-0.0010912i,-0.00072973-0.00030135i,-1.619e-05+0.00016663i,0.0007275+0.00036829i,0.00089856-0.00022815i,0.00031642-0.00075744i,3.8789e-05-0.00032685i,-0.00039837+5.2083e-05i,-0.00099472+0.00044548i,-0.0010764+0.00048127i,-0.0002305+0.00057204i,0.00029253+0.00023799i
0.00019781-0.00039816i,-0.00075615-0.00012518i,-0.0014123-0.00032274i,-0.0020325+0.00010441i,-0.0026279+0.00018733i,-0.0028685+0.00049126i,-0.0027535+0.0011221i,-0.0011134+0.00056044i,0.00039496+0.00032942i,0.00026534+0.00023574i,0.00013173-1.8471e-05i,0.00026156-1.5067e-05i,4.2149e-05+0.00022192i,0.00046233+0.00040388i,0.00096034+0.00063135i,0.00037611+0.00073073i,0.00048023+0.00019309i,0.00082473-0.0001981i,0.00037534-0.00042075i,0.00019393-0.00029003i,0.00021908-0.00024471i,0.00069875-0.00036212i,0.0014632-7.6311e-06i
0.0027107+0.0013428i,0.0031238+0.0011874i,0.0019497-0.0011737i,0.00042704-0.0021055i,-0.00044451-0.0011051i,-0.00087655-0.00060811i,-0.0014879+0.00012777i,-0.0011521+0.00084444i,-0.00010879+0.00049452i,0.00017357-4.9257e-05i,-0.00088025-0.0002777i,-0.0012849+0.00025988i,-0.00016623+0.0010453i,0.0007648+0.0016345i,0.00080839+0.0019653i,0.00024979+0.001475i,0.00018021+0.00070796i,-6.3143e-05+0.00053296i,-0.00085545+0.00020285i,-0.0010946+0.00033949i,-0.00032511+0.00089211i,9.3904e-05+0.0014456i,0.00043995+0.0015202i
-0.0009076-0.0011329i,0.00085521-0.00093598i,0.0018743-0.0003736i,0.00092038+0.00087394i,-0.0010479+0.0028236i,-0.0017249+0.0036058i,-0.00040461+0.0023555i,0.00022834+0.00047626i,-0.00057554+0.0002072i,-0.00069081+0.00068738i,0.00035969+0.00053298i,0.0012363+0.00064735i,0.0011362-0.00033323i,0.00039689-0.0016312i,0.00032792-0.0010524i,0.00048785-0.00043165i,0.00074416-8.4052e-05i,0.00013629+0.00077766i,-0.00091675+0.0010668i,-0.000541+0.00076994i,8.0059e-05+0.0003258i,6.5791e-05-0.00060145i,-0.00020201-0.00077634i
0.00082724+0.0020138i,0.0014874+0.0025174i,0.00030428+0.0027993i,-0.0016103+0.0026014i,-0.0024675+0.00089775i,-0.0015003+0.00014025i,-0.00015323+0.00093818i,0.00069236+0.00098065i,0.00082761-2.5537e-06i,0.00072714-0.00038871i,0.00079644-0.00036748i,0.0001997+0.00049529i,-0.00019748+0.00075112i,0.00052934+6.3193e-05i,0.00072681+0.00057007i,-0.00027364+0.00077278i,-0.00053749-0.00020503i,0.00035109-6.6029e-05i,0.00027389+0.00045211i,-0.00036055+0.00058655i,-0.0002214+0.00038607i,2.7788e-05+8.4136e-05i,-0.00012713+2.2304e-07i
0.00011319+0.00016923i,0.00087743-0.0015383i,0.0018876-0.0032923i,0.0023479-0.0038697i,0.0013109-0.0018701i,-0.00027655+0.00039704i,-0.0014877+0.00053014i,-0.0014615+0.00028491i,-0.0010601+9.6043e-05i,-0.001042-0.00029334i,-0.00049308-0.00056804i,0.00031347-7.1322e-05i,0.00047184+0.00045763i,0.00017422+0.00042279i,0.00024113+0.00045721i,0.00035256+0.00046645i,0.00056811+0.00018575i,0.00068916+8.0331e-05i,0.00067158-0.00030009i,0.00048238-0.00024193i,-7.9738e-05+0.00032409i,-0.00036117-0.00015016i,0.0002006-0.00079256i
0.0013003+0.0022563i,0.0027375+0.0027301i,0.0026339+0.0035491i,0.00099312+0.0035951i,-0.0012653+0.0028086i,-0.0021838+0.0021503i,-0.0012469+0.0016436i,7.8481e-05+0.00095377i,-1.1172e-05+0.00023451i,-9.0626e-05+0.00020454i,0.00025876+0.00089289i,7.4303e-05+0.0010207i,0.00022602+0.00051291i,0.00016258+0.00058577i,-4.7131e-05+0.00055484i,-0.00047617+5.346e-05i,-0.00023769-0.00033673i,-0.00019057-0.00036182i,-0.0010971+0.00019941i,-0.00092425+0.00094711i,-0.00018801+0.00098463i,9.1229e-05-5.2794e-05i,0.00033519-0.00057115i
-0.00068816-0.00013988i,-0.0023941-0.00085515i,-0.0044028-0.0012015i,-0.0037815-0.00087271i,-0.0011036-0.00015827i,-0.00066807+0.00072811i,-0.00088019+0.00065805i,-0.00036622+0.0006004i,-0.00026317+0.00039606i,-0.00037402-0.00016507i,-0.00041063+2.0687e-05i,-0.00020066+0.00066415i,-0.00060988+0.0012628i,-0.001066+0.0012538i,-0.00070547+0.00012855i,0.0005831-0.00038111i,0.00031859-0.00010906i,-0.00058212-9.9493e-05i,-0.00084707+0.00012577i,-0.00081243+0.00023352i,-0.00063756-0.00013817i,-0.00033531-0.00053082i,-0.00014698-0.00062332i
0.0010799-0.00034211i,0.0017646-0.00099277i,0.0032003-0.0030868i,0.0030022-0.0040341i,0.00057162-0.0018772i,-0.0012916+0.00013595i,-0.0015109+0.00037189i,-0.00067685+0.0010359i,-0.00018951+0.00073951i,0.00031874-0.00041188i,0.00030861-0.00062i,-0.00096629-0.00070954i,-0.0015053-0.000388i,-0.00061737-0.00027127i,-0.00015819-0.00068727i,-0.00016467-0.00045582i,0.00027829+0.00016306i,0.00062643+0.00011358i,0.00029928-0.0001687i,0.00047289-0.0003764i,0.00048862-0.00074397i,0.00023246-0.00042395i,9.4603e-05+0.00010721i
-0.0035419+0.0018257i,-0.0020228+0.0031095i,-0.00082254+0.0052174i,-7.3689e-05+0.0050574i,-0.0010606+0.0024495i,-0.00072852+0.00090714i,8.7193e-05+0.0002069i,0.0006795-8.3695e-05i,0.0011917+0.00049052i,0.00095217+0.00029558i,0.00079074-0.00070005i,0.00047413-0.0010009i,-0.00013569-0.00097902i,-0.00083842-0.0010346i,-0.0014374-0.0011317i,-0.00042415-0.00064873i,0.0006578+0.00023974i,0.0011384+0.00095244i,0.0012098+0.0010588i,0.00070385+0.00061375i,0.00067198+0.00028435i,0.00034924+0.00014246i,-0.00038265-0.00033808i
-0.00061916+0.00018808i,-0.0014299+0.00015815i,-0.0019894-0.0002043i,-0.0019691-0.00015287i,-0.00098024+0.00030006i,-0.00017925+0.00093597i,0.00024668+0.0012313i,-0.00018028+0.0010919i,-0.00013055+0.00023691i,-4.3747e-05-0.00084137i,-0.0001382-0.0011554i,-2.4759e-05-0.00081302i,-0.00026305-0.00010416i,-0.00059894+0.00037196i,-0.00034533+0.00063618i,-0.00046028+0.0010085i,-0.00086123+0.0014257i,-0.00030896+0.00082214i,0.00010281+0.00040007i,-2.2209e-05+0.00020579i,-0.00064274-0.0004164i,-0.00065919-0.00010258i,-0.00028035-8.8226e-06i
0.0022079+0.00069493i,0.0040043-0.00012906i,0.0053732-0.0020782i,0.0035153-0.0026527i,-0.00076204-0.0019292i,-0.0023687-3.8785e-05i,-0.00045504+0.0007762i,0.00053449+0.00055714i,0.00030187+0.00024501i,0.00035838-0.00036918i,0.00022632-0.0005612i,0.00018217-0.00032363i,0.00044437+0.00021325i,0.0004144+0.00020817i,0.00039092-5.8942e-05i,3.7961e-05-0.00010588i,6.5022e-05+0.00014436i,-0.0002496+0.00010272i,-0.00078712-0.00067867i,-0.00020649-2.7317e-05i,0.00027177+0.00082063i,-0.00012088+0.00036988i,-8.0153e-05+0.00019953i
-0.0015913-0.00052422i,-0.0037503-5.6264e-05i,-0.0049657+0.00095265i,-0.0036728+0.0013429i,-0.0017774+0.00051077i,-0.0011401+0.00015033i,-0.0007249+0.00058246i,0.00024178+0.00069195i,0.00080524-0.00013903i,0.00083953-0.00023016i,0.00080068+0.0001202i,0.001241+0.00027962i,0.0010126+0.00053936i,0.00051227+0.00036279i,0.00092268+0.00088274i,0.0015741+0.00048411i,0.0010707-0.00011145i,-0.00020286+0.0004288i,-0.00017545-8.4032e-05i,0.00025249-0.00096251i,0.00015711-0.00041236i,0.00030402+0.0010043i,0.00029613+0.001223i
0.0026677-0.00028304i,0.0055697-0.0022817i,0.0053113-0.0027191i,0.0020794-0.0013634i,-0.00074111+0.00078374i,-0.0012515+0.0016744i,-0.00047811+0.0015133i,-0.00043858+0.0011056i,-0.00054112+0.00047193i,5.9508e-05+0.00016995i,0.00057187-0.00062472i,0.00013136-0.00079684i,-0.00047635+0.00072199i,-0.00077288+0.0011726i,-0.00043896+0.00035085i,-0.00041244+8.3536e-05i,-0.0012084+0.00014238i,-0.0016319+0.00010064i,-0.00059788+0.00027291i,0.00013713+4.5597e-05i,1.5504e-05-0.00038328i,0.00015045-0.00013043i,2.8786e-05-2.6729e-05i
-0.0010612+0.00078003i,0.00033213+0.0030411i,0.00096982+0.0045965i,0.00060543+0.0025576i,-2.7097e-06+6.9368e-05i,-0.0014727+0.00042293i,-0.0023624+0.00083885i,-0.0011662+0.00087001i,-6.3571e-05+0.00069306i,0.0001847-0.00044663i,-0.00026366-0.0013133i,-0.00078464-0.00074197i,-0.00024412+5.4157e-05i,-2.1289e-05+0.00027651i,-0.0014759-0.00030955i,-0.0016177-5.3525e-05i,-0.0012527+0.00031805i,-0.0012582+0.00013629i,-0.00032614-0.0001437i,-0.00029751+0.00037598i,-0.00077733+0.0010302i,-0.00087337+0.0014157i,-0.00084363+0.00074801i
-0.001645-0.0010241i,-0.0029972-0.0026367i,-0.0038813-0.0040132i,-0.002498-0.0022811i,-0.001006+0.00052515i,-0.00063163+0.00089331i,-0.000542+0.00054818i,-0.00066683+0.0013413i,-0.00052869+0.0012126i,-0.00045702+0.00052575i,-0.000434+0.00069041i,0.00050102+5.7115e-05i,0.00051661+0.00026528i,-0.00038553+0.0010117i,-0.00038479+0.0010842i,-0.00053449+0.00059303i,-0.00063264-0.0002896i,-7.9964e-05-0.0010218i,0.0005241-0.0011363i,0.00022233-0.00098879i,3.9299e-05-0.00015494i,8.0471e-06+0.00036197i,0.00013043+0.00018978i
-0.0010486-0.0014695i,-0.00037768-0.00061633i,7.2852e-05+0.0016683i,-0.0014757+0.0033623i,-0.0018627+0.0034008i,-0.00019582+0.0026317i,0.00035362+0.001673i,0.00078131+0.001178i,0.00047787+0.0012605i,-0.00045235+0.0012494i,-0.00047489+0.00090579i,-8.1992e-05+0.0001758i,-4.061e-05-0.00085382i,-0.00022793-0.001358i,-1.5365e-06-0.0012024i,-0.00019079-0.00080511i,-0.00035119-0.00061562i,6.3529e-05-0.00021388i,-1.2055e-05-8.1652e-05i,4.6606e-05-0.00064482i,-0.00018771-0.00087631i,8.9262e-05-0.00031754i,8.712e-05+0.00026255i
-0.0014576+0.00048823i,-0.0027054+0.001609i,-0.0026356+0.0011907i,-0.0015375-0.00040284i,-0.0010455-0.00094385i,-0.0020392+0.00078124i,-0.0017633+0.0017863i,-0.0010181+0.0010427i,-0.00060676+0.00044994i,0.00044152+0.00046202i,0.0006288-1.7828e-05i,0.00070754-0.0003438i,0.00062559+0.00036784i,0.00014271+0.00071811i,-0.00018996-1.0925e-05i,7.3871e-05-0.00028614i,0.00052459+0.00011328i,0.00027-8.2985e-05i,-0.00014357+0.00015817i,-0.00039685+0.00064201i,0.00017945+0.00022941i,-4.0058e-05+0.00028772i,-4.3612e-05-3.3302e-05i
0.00065332-0.0012066i,0.002841-0.0040108i,0.0047697-0.0054448i,0.0035822-0.0032164i,0.0013022-0.00066327i,-3.0226e-05-0.00043252i,-0.0010458-0.00097758i,-0.0006641-0.00041716i,0.000388-0.00063464i,0.00047779-0.00096156i,0.000245-0.00050146i,0.00046518-6.2023e-05i,0.00071803+0.00061807i,0.00048541+0.0007414i,-0.00025142+0.00043644i,-0.00055091+0.00016406i,-0.00012109+3.5377e-05i,-0.00021099-5.6902e-05i,2.3476e-06-0.00010168i,0.00046683+0.00039485i,0.0002493+0.00089356i,0.00052317+0.00045627i,0.0011179-0.00016273i
0.0016754+0.0022039i,0.00063085+0.004554i,-0.00055018+0.0055057i,-0.0017248+0.0044893i,-0.003019+0.003437i,-0.0019033+0.0035638i,-0.00071866+0.0028838i,-6.5382e-05+0.0013028i,4.6491e-05+0.00062205i,-0.00019425+0.0002899i,-0.0001608-0.0004318i,0.0004554-0.0010049i,0.00097615-0.00048207i,0.0017809+6.5109e-05i,0.0017762-5.2585e-07i,0.00049307-0.00020225i,0.00028564+2.5882e-05i,0.00065993+0.00068237i,-2.9884e-05+0.00093378i,-0.00033514+0.0015375i,-7.4916e-05+0.0010908i,-5.2919e-06-0.00025347i,0.00062337-0.00012615i
-0.0055773-0.0024871i,-0.0052883-0.0031984i,-0.0051236-0.0022115i,-0.0030127-0.00072226i,-0.0010147+0.00012815i,-0.00078491+0.00074827i,-0.0015625+0.0012021i,-0.0021072+0.0011499i,-0.0015351+0.00048432i,-0.00032492-0.0001588i,0.00081969-0.00016906i,0.0011911+0.0002313i,0.00021382+0.0004519i,-0.0013549-0.0004065i,-0.0015895-0.0010916i,-0.00075752-0.0010723i,-0.00055151-0.001187i,-0.00041295-0.0005016i,0.00025647+4.4821e-05i,0.00033038-0.00026356i,1.0947e-05-0.00039956i,-5.0545e-05+0.00020467i,-0.00026828+0.00074807i
-0.0018672+0.001102i,0.0002281+0.0017387i,0.0025797+0.0015654i,0.0032072+0.00099372i,0.001161+0.00063956i,0.00034814-3.0742e-05i,0.00072261-0.00081437i,0.00071191-0.00082346i,0.00046672-0.00061442i,0.00062638-0.00012016i,0.00033932+0.00035546i,-0.00051483+0.00066841i,-0.0012419-0.00032361i,-0.0017114-0.0010765i,-0.0021427-0.00046358i,-0.0018191+1.7083e-05i,-0.00054737-0.00055941i,0.00068497-0.00052314i,0.0016561+5.8826e-05i,0.00086342+0.00026104i,4.6699e-05+0.00018467i,-0.00040606+0.00011937i,-0.00098018-0.00018917i
-0.0016675-0.0020084i,-0.0037756-0.0011463i,-0.0054947+0.0010974i,-0.0058889+0.0030351i,-0.0052143+0.0043354i,-0.0035558+0.0051997i,-0.0018794+0.0040029i,-0.000585+0.0011459i,-0.00032271-0.0012155i,-0.00054471-0.0012504i,3.5645e-05-0.00077228i,0.001466-0.00034572i,0.0016973-0.00035478i,0.0010884-0.0014673i,0.0012034-0.0012542i,0.00085663-0.00016881i,1.9608e-05-0.00010073i,-0.00043776-0.0004079i,-0.00036447-0.00055989i,-0.00061195-0.00059265i,-0.00052939-0.00019267i,-0.00064697+0.00019009i,-0.00017052+5.1568e-05i
0.0030625-0.001204i,0.0037899-0.0030269i,0.001759-0.0042978i,-0.00049248-0.0053692i,-0.0015297-0.0038634i,-0.0023053-0.00086204i,-0.0017066+0.00029587i,-0.0011459+0.00075004i,-0.00093297+0.00010021i,-0.00056002-0.0011771i,-0.00042871-0.00091095i,-6.5784e-05+0.00046219i,0.00011765+0.00093697i,0.00066598+0.00032956i,0.001727-8.1018e-05i,0.0010838+1.2355e-05i,0.00016756+0.00082526i,-0.00036452+0.0014938i,-0.0010327+0.00096196i,-0.00090887+0.00024814i,-0.0002275-4.389e-06i,0.00050893+0.00034312i,0.0012726+0.00031873i
-0.00034255+0.0036161i,0.00037417+0.0043168i,0.0017523+0.0036405i,0.0026428+0.0021453i,0.0020486+0.00095028i,0.0009417+0.00023238i,0.00026154+0.00024101i,0.00030309+0.00039007i,0.00011478+0.00072989i,-5.3664e-05+0.00055561i,0.00029438+0.00031323i,0.00015263+0.00023107i,-0.00083981-0.00029258i,-0.0013173-0.00034883i,-0.00014514+0.00021465i,1.6208e-05+0.00048234i,-0.0010287+0.0004732i,-0.0010037-3.2532e-06i,-0.00011479+5.8895e-05i,0.00067526+0.0001288i,0.00069717-0.00067931i,-0.0004939-0.0011072i,-0.00075098-0.00058703i
0.00042716-0.002566i,-0.000207-0.0038588i,-0.00090046-0.002687i,-0.0021477+0.00049359i,-0.002663+0.0022281i,-0.0024531+0.0031486i,-0.0014104+0.0027576i,0.00027649+0.0016087i,0.00094731+0.0010648i,0.00092872+0.0013297i,0.00083105+0.00083509i,0.00086254+0.00024404i,0.00090177+0.00033989i,0.00029098+0.00014266i,-0.00020639+7.3444e-05i,-0.00038607+0.0004318i,-0.00097548+0.00044855i,-0.0010985+1.4732e-05i,-0.00085134-0.00021522i,-0.0010115-0.00018158i,-0.00023767+8.4913e-05i,0.00059593+5.5359e-05i,0.00077758-6.1005e-05i
-0.00045158+0.0025397i,3.1199e-05+0.0026827i,6.9874e-05+0.0019375i,-7.4073e-05-0.00046531i,-0.00020995-0.0013362i,-0.00079768-0.0004201i,-0.0015389-0.00035495i,-0.0012725-0.00051044i,-0.00075188-0.00074672i,-0.00018686-0.0011713i,-0.00046834-0.0016647i,-0.0011353-0.001455i,-0.0012464-0.00075882i,-0.00093414+7.2067e-05i,-0.00054713+0.00024309i,-0.00023107+0.0004264i,0.00056969+0.0010263i,0.00050641+0.00030438i,0.0002427-0.00038083i,0.00045883-0.00017443i,-0.00029106+6.2308e-05i,-0.0011342-0.00012881i,-0.00083432-0.00098861i
-0.0011818-0.0029286i,-0.0013831-0.0043014i,-0.0020693-0.0037188i,-0.0020012-0.0023104i,-0.0012963-0.00077345i,-0.0015409+0.0009765i,-0.0017252+0.0013225i,-0.0016439+0.00024095i,-0.0014056-0.0011883i,-0.0013224-0.00088547i,-0.00076521-3.7012e-06i,-0.00068328-0.00024096i,-0.00055421-0.00095662i,0.0002132-0.0012874i,0.00043305-0.00089401i,-0.00036315-0.00065801i,-0.00073621-0.00028094i,-0.00090718+0.0006011i,-0.00089701+0.0008051i,-0.00042909+0.00037123i,-0.00051946+0.00040778i,-0.00038844+7.1594e-05i,-0.00038693-0.00048061i
0.0016027+0.00098998i,0.0022291+0.001962i,0.00074184+0.0024731i,-0.00068244+0.0026109i,-0.00061685+0.0029802i,0.00030777+0.0021663i,0.00093678+0.001684i,0.0010579+0.0014205i,0.0010507+0.00068209i,0.00076186+0.00042395i,0.00059139+0.00043295i,0.00033809+0.0004797i,0.00018275+0.001619i,0.00089702+0.0024195i,0.001234+0.0015072i,0.00042439+0.00086377i,-0.00061227+0.00058645i,-0.00055129-0.00033929i,-0.00017482-0.00045379i,0.00016016-0.00042425i,0.00042424-9.4493e-05i,0.00023866+0.00018742i,0.0001244-0.00020618i
-0.002089+0.0020371i,-0.003887+0.0032692i,-0.0036572+0.0027953i,-0.0017682+0.001985i,-0.0012602+0.0016218i,-0.0016478+0.0010817i,-0.0014695+0.0010806i,-0.0013225+0.00052923i,-0.00079357+0.00051461i,-0.00017177+0.00056165i,-0.00044204-0.00026834i,-0.00031433-0.00044094i,0.00020538+0.00039181i,-0.0002669+0.00061174i,-0.00081807+0.00015243i,-0.00083716+0.00013161i,-0.00036905+0.00037941i,9.3666e-05+0.00049003i,0.00024476+0.0002115i,-2.2163e-05+5.1075e-05i,-0.00034917-0.0005602i,-0.00041657-0.00094575i,0.00013058-0.00029821i
0.0021672-0.00073289i,0.0048484-0.0020764i,0.0041711-0.002204i,0.0012324-0.0026547i,-0.00013027-0.0029047i,-0.00082806-0.0016272i,-0.0018337-0.0017115i,-0.0017401-0.0013815i,-0.00015173-0.00088683i,0.00075105-0.001121i,0.00066337-0.00055931i,0.00058246-0.00079655i,0.0010786-0.0007592i,0.0010199-0.00021552i,0.00018977+0.00042773i,4.3665e-05+0.00059418i,-5.5567e-05+0.00040416i,-0.00011807+0.00069729i,0.00045436+0.00097649i,0.00069646+0.0010859i,0.00049817+0.00022061i,0.00095633+3.0061e-05i,0.00071305+0.0014594i
0.0014958+0.0027226i,0.0014132+0.002734i,0.0024085+0.0019245i,0.0021759+0.0010586i,0.00076724+0.0012503i,-0.00033955+0.0017572i,-0.00091607+0.002479i,-0.0012173+0.0024247i,-0.0012498+0.0012712i,-0.00084133-0.00039405i,0.00014135-0.00051707i,0.0004423+0.00065638i,0.00062326+0.0013891i,0.0010327+0.0017148i,0.0007359+0.0015986i,0.00028823+0.0012624i,-7.5229e-05+0.00040303i,-0.00011679+0.00028493i,0.00052788+0.00025195i,0.00069147-0.00033918i,1.2413e-05-5.8008e-05i,-0.00071226+0.00042144i,-0.00056891+0.00048439i
0.0019733-0.0027826i,0.00012323-0.0043379i,-0.0008294-0.0036774i,-0.0014923-0.0010922i,-0.0027535+0.00042626i,-0.0033668+0.0012002i,-0.0018005+0.0026421i,2.1047e-05+0.0027044i,0.00028613+0.0013107i,0.00022651+0.00014572i,0.0002098+3.7899e-05i,-0.00031496+8.332e-05i,-0.00067256-0.0003758i,-0.00074464-0.00035558i,-0.00013458-0.00018866i,0.0001386+0.00010972i,0.00032519+5.7907e-06i,9.3075e-05+0.00024256i,-0.00041016+0.00095646i,0.00024328+0.00078025i,0.00018119-0.00010429i,-0.00053798-0.0002199i,-8.7557e-05+0.00019754i
-0.0011211+0.0043964i,-0.00039852+0.0052613i,0.00075271+0.0029404i,0.00032761-0.00038294i,-0.0010805-0.00084976i,-0.0010202+8.0022e-06i,-2.079e-05+0.00020219i,0.00035464+0.00032312i,0.0014367+9.1515e-05i,0.0016955-0.00018945i,0.00014679-0.00021255i,-0.00014342-0.00046103i,0.00026162-0.00062962i,-4.4351e-05-0.00019271i,0.00041511-0.00023863i,0.00043218-0.00060169i,-0.0004154-0.00062237i,5.0396e-06-0.00012451i,0.00061034+0.00017255i,-0.00011802-7.3453e-07i,-0.00066297+0.00014656i,-0.00095203+0.00063682i,-0.0011543+0.00044282i
-0.0014258-0.0040559i,-0.0018125-0.0057393i,-0.0019025-0.0045624i,-0.0012885-0.00070179i,-0.00078416+0.0019447i,-0.00096699+0.0026143i,-0.00059117+0.0025941i,0.00020398+0.0012969i,-0.00015453+0.00011222i,-0.00013053+0.0001226i,2.8906e-05+0.0008815i,-0.00011542+0.00070484i,-0.00079847+0.00030963i,-0.0012508-0.00014376i,-0.0010057-0.00041963i,9.9093e-05+6.9177e-05i,0.00021576-6.4776e-05i,-0.00072335-0.00022256i,-0.0014083-1.8303e-06i,-0.00078895+0.00014861i,-0.00021927+0.00090764i,-0.00032557+0.0007421i,6.3027e-05+9.8754e-06i
