0.00069136-0.0013317i,-0.0004588-0.0022068i,-0.0013136-0.0026924i,-0.0014383-0.0019795i,-0.0016821-0.00098989i,-0.0019362+3.3697e-05i,-0.0016404+0.0005515i,-0.0011256+0.00082532i,4.4639e-05+0.00023891i,0.00053352-0.00036204i,0.0010362-0.0001336i,0.0013863+3.1808e-05i,0.0013956+0.00023204i,0.0010308+0.00051787i,6.8135e-05+0.00031474i,-0.00064691+0.00031251i,-0.0010305-0.0003383i,-0.0005218-0.00060191i,0.00060687-0.00015873i,0.0004502-0.00032577i,0.00013246-0.00041261i,0.00013906+0.00031216i,-0.00021176+0.00095575i
-0.0023571-0.0002068i,-0.0027928-1.9143e-06i,-0.0021749+0.0013327i,-0.00080673+0.002067i,4.5251e-05+0.00085912i,-0.00011691-0.0010371i,-0.0012988-0.0012339i,-0.0018204-0.00037173i,-0.0010215+0.00049985i,-0.00036976+0.00069255i,0.00030942+0.00018462i,0.00048276+0.0006344i,0.00039327+0.00079712i,-0.00035088+0.0012192i,-0.0010095+0.00067634i,-0.00022153-0.00025333i,0.00034002+0.00036676i,0.00052968+0.00058671i,-0.00017489+0.00043763i,-0.00010851-0.00010891i,0.00063589-0.00020588i,0.001324+0.00031918i,0.0011252+0.00098927i
-0.00044216+0.00043395i,-0.00072724-0.00015524i,-0.00074923-0.00035057i,-0.00063721+0.0003461i,0.00021266-0.00038415i,0.00097694-0.0017909i,8.1906e-05-0.0016875i,-3.3417e-05-0.00083007i,0.00062241+9.7046e-05i,0.00049013+0.00025773i,8.5138e-05-0.00022655i,0.00013027-0.00018637i,0.00062311+0.00078795i,0.001075+0.00079923i,0.00050194-0.00046682i,-0.00021716-0.0011331i,-0.00031804-0.00082471i,-1.2029e-05-0.00024923i,-0.0001247-0.00025968i,-3.1702e-06-0.00022488i,-0.00016184-9.2331e-05i,-0.00020054-0.00057219i,-0.00022342-0.00036333i
-0.0014987+0.0015308i,-0.0012115+0.00084259i,-0.00063589+7.2288e-05i,-0.00079432-0.00020299i,-0.00063582-0.001529i,0.00029055-0.0028727i,0.00020685-0.0026237i,2.7552e-05-0.0012138i,0.00051853-0.00016285i,0.00080841+0.00026917i,0.00083847-1.4365e-05i,0.00054822-0.00099226i,0.00032261-0.00082666i,-0.00024247-0.00010415i,-0.00043498-0.00035225i,0.00039099-0.00084074i,0.00084964-0.00055181i,0.0011443-0.000674i,0.0013806-0.00058926i,0.00064317-0.00014622i,0.00052192-0.00032967i,0.00086776+6.5362e-05i,0.00088209+0.00062001i
-0.00075068-0.0019719i,-0.00067972-0.0019542i,-0.0017102-0.00079774i,-0.00223+0.0012767i,-0.0006274+0.0015617i,0.00044894+0.00042221i,-4.2336e-05-0.00086053i,-0.0008809-0.00091928i,-0.0006694-0.00028403i,-0.00015121+0.00054431i,5.9863e-05+0.00066489i,0.00050817+0.00011123i,0.00076181-5.4989e-05i,0.00063986+0.00017471i,0.00018417+0.00077863i,-0.00017761+0.00088273i,0.000123+0.00048756i,0.00083332+0.00013346i,0.00076187-0.00022854i,0.00020792-0.0001801i,0.00042445+0.00038141i,0.0012718+0.0009952i,0.00093628+0.00029669i
0.0023714+0.0018021i,0.0010356+0.00045076i,0.0016184-0.00098269i,0.0013619-0.0021106i,0.00045571-0.0025597i,-0.00031616-0.0025539i,-0.0010022-0.0016073i,-0.00062365-0.00011083i,0.00072222+0.00087351i,0.00044785-6.5648e-05i,-0.00037372-0.0015445i,-0.00071067-0.0015942i,-0.00090231-0.0017781i,-0.00015113-0.0018713i,0.0002621-0.0012661i,0.00016062-0.0010635i,-2.9659e-05-0.00095898i,-0.00019934-0.00067781i,-0.00054667-0.00017511i,-0.00094189-3.3118e-05i,-0.00047172+0.00014207i,-4.1217e-05+0.00025829i,0.00028708+0.00047025i
-5.0365e-05-0.0031262i,-0.0013473-0.0037423i,-0.0016795-0.0035269i,-0.0015733-0.0016502i,-0.0010811-0.00099971i,-0.00040081-0.0019684i,-8.248e-05-0.0025166i,-0.00029789-0.0018176i,-0.00042092-0.0008406i,-0.00012999-0.00021358i,-0.00024048+0.00063449i,-0.00030673+0.00085109i,0.00031152+0.00039005i,0.00020187+0.00039795i,-0.00036895+0.0011666i,-0.00020717+0.0009376i,-0.0002029+0.00082265i,-4.6351e-05+0.0011506i,0.00066822+0.00077144i,0.00062697+0.0003314i,-0.0006266+0.00015438i,-0.0012157-2.401e-05i,-0.0006744-0.00025244i
-0.00047037+0.00033654i,-0.00069706-0.00018165i,-0.0012628-0.00045858i,-0.00083838+0.00010342i,-0.00072659+0.00036847i,-0.0014557-0.00034337i,-0.001783-0.00093745i,-0.0011208-0.00024282i,-0.00038943+0.00050279i,-0.000485+0.00034667i,-0.00033666-3.0516e-05i,-0.00034151+0.00024126i,-0.00016585+0.00024972i,-3.588e-05+0.00033262i,-3.5312e-05+0.0012588i,-6.199e-05+0.0014795i,-0.00054061+0.0011942i,-0.00031388+0.00040259i,-0.00032165-0.00039779i,-0.00036284-0.00073696i,0.0002545-2.2879e-05i,0.00027855+0.00062591i,0.00040407+0.00058664i
0.00080907+0.0010296i,0.00043315-0.00017319i,0.0001667-0.001395i,-0.00017743-0.0020683i,-0.00017319-0.0019906i,0.000489-0.00082298i,0.0012037-0.00078491i,0.001572-0.00056885i,0.0011683-0.00058251i,0.00015169-0.00093193i,-0.00066116+6.5039e-06i,-0.0011196+0.00020238i,-0.00094225-0.00032653i,-0.00034404-0.00034769i,-0.00024675-0.00066148i,-0.00018979-0.00019951i,0.00021376+0.0004607i,0.00025656-2.7587e-06i,6.0306e-05-0.0006496i,-0.00035443-0.00053285i,-0.00062756+0.00027378i,1.6584e-06+0.00022623i,0.00064309+0.00049083i
0.00066458+0.00015316i,-0.0002029-3.1203e-05i,-0.00044879+0.00062842i,-0.00017743+0.00040612i,-0.00056621-0.0010449i,-0.00035271-0.0022877i,9.0259e-05-0.0034214i,0.00028478-0.0024245i,0.00091069-0.00052072i,0.00088542-8.7605e-05i,0.00057988-0.00025684i,0.0011766+8.4637e-05i,0.0011854-0.00016793i,0.00022827-0.00080773i,-0.00043636-0.00065996i,-0.00097304-0.00022646i,-0.00077101+3.9167e-05i,0.00037619+7.2579e-05i,0.00057025+0.00058865i,-0.00021456+0.001158i,-0.00012939+0.0012697i,-0.00022487+0.0014853i,-0.00056221+0.0012876i
-0.00054612-0.00087101i,-0.00077587-0.0011707i,-0.0016843+4.3569e-05i,-0.00062437+0.00099456i,0.0010887-0.00043616i,0.0010704-0.0020929i,7.4191e-05-0.0013385i,-0.00051122+0.00037223i,-0.00015301+0.0012246i,0.00067134+0.00027748i,0.0010226-0.00033229i,0.0014638+0.00022411i,0.0014627+0.00037951i,0.0012455-0.00035662i,0.0013704-0.00093095i,0.00069066-0.00089695i,0.00080788-0.00067983i,0.00078149-0.00047607i,0.00014937-0.00019339i,0.00039606+0.0001908i,0.00038739+0.00066143i,0.00035091+0.00057999i,0.00090102+0.00047202i
-0.0018656+0.00021052i,-0.0011868-0.00076283i,-0.00054506+0.00011667i,-0.00031171+0.0020799i,0.00041106+0.0022652i,0.00095914+0.00082723i,0.00044148-0.00057276i,9.2356e-05-0.00096269i,0.00024644-0.0005257i,0.00035033+5.6834e-05i,0.00048796-0.00040662i,0.001031-0.0010136i,0.00082319-0.00065336i,0.00042125+0.00024296i,0.00067484+0.00059039i,0.00053532+0.0002433i,0.00038763+0.00036321i,0.00063792+0.00071951i,0.00018333+0.00028541i,-0.0001707-0.00058805i,-8.8738e-05-0.00026642i,1.87e-05-0.00027193i,0.00037238-0.00076448i
0.0015295+0.00074886i,0.00084276+0.00038472i,0.001558+0.00026405i,0.00094906-0.00077409i,1.9541e-05-0.002067i,-0.00025545-0.0022669i,-0.00012824-0.0014485i,-3.7306e-05-0.00054405i,0.00047918-5.5708e-05i,0.00058556+0.00034823i,0.00025127+0.00017398i,-0.00023035-0.00042499i,-0.00081471-0.00045165i,-0.0011225+0.00016784i,-0.00070113+9.6305e-05i,3.453e-05+0.00046661i,0.00055367+0.000624i,0.00082391+0.00021738i,0.0010877+0.00038006i,0.0003413+1.0069e-05i,-0.00037799-0.00042143i,-0.00068873+0.00014615i,-0.0012319-0.00018081i
-0.0019261+0.00036127i,-0.0015712-0.00074643i,-0.0009324-0.0006343i,-0.00069139-0.00063814i,9.1288e-05-0.0010407i,0.00021094-0.0012669i,-0.00030639-0.0014928i,-0.0008234-0.001232i,-0.0010148-0.00012076i,-0.00076668+0.00022514i,-0.00011104-0.00023013i,-0.00014151-0.00045785i,-0.00040675-0.00040842i,0.00027638-0.00081285i,0.00090862-0.00019147i,0.00060747+0.00076278i,0.00072199+0.00077376i,0.00069809-0.00022218i,0.00053778-0.00044682i,0.00034438-0.00011282i,0.0004627-9.9232e-05i,0.00042779+0.00058093i,0.000372+0.00066433i
-0.0019757-0.00036725i,-0.0025109+0.00034998i,-0.0024286+0.0010537i,-0.00084745+0.0014554i,0.0011233+8.5091e-06i,0.0011336-0.0018331i,-0.0004848-0.0015283i,-0.001255-0.0008515i,-0.00064482-0.00045365i,-0.00030279-0.00054711i,-0.0002852-0.0010664i,1.3965e-05-0.00084536i,4.7104e-05-0.00026124i,-0.00013316-0.00039706i,0.00046248-0.00034471i,0.0010158+0.00063788i,0.00036137+0.0014832i,-3.338e-05+0.00063216i,0.00014039-0.00028132i,-0.00024399-0.00050438i,0.0005138-0.00094637i,0.0011282-0.00044562i,0.00076225+0.00017889i
0.00072539-0.0014598i,0.00088771-0.0014167i,0.00037499-0.00099072i,-2.8045e-05-0.0013997i,0.00019972-0.0019183i,0.00030233-0.0015733i,-7.5298e-05-0.0007756i,-0.00021366-0.00015153i,-3.9261e-05-0.00013397i,-7.9137e-05-0.00067765i,-0.00045642-0.00048906i,-0.00019113-0.00020443i,0.00044445-5.2025e-05i,0.00072353-0.00022414i,0.00055547-0.00019291i,-0.00030783+7.4407e-05i,-0.0009184+0.00016826i,-0.0010197+0.00074564i,-0.00059927+0.00055907i,0.00026746-0.0002795i,0.00021898-0.00035583i,-0.00064252+2.0319e-05i,-0.000325-7.3745e-05i
-0.00024055-0.001278i,0.00024701-0.0015758i,0.00019014-0.0015489i,-1.5216e-05-0.00039383i,0.00066785-0.00033285i,0.00043753-0.0008087i,-0.00057167-0.00012801i,-0.00016917+0.00035166i,0.00019217+0.0007041i,-1.4776e-05+0.0011032i,-0.00053335+0.001117i,-0.00050189+0.00026799i,0.00011987+0.00039364i,-0.00018636+0.00097381i,-0.00041793+4.3047e-05i,-0.00046213-0.00045411i,0.00033543+4.3137e-05i,0.0018961+0.00051169i,0.0017208+0.00050058i,0.0010436+0.00016023i,0.00089222-3.4767e-06i,0.00053948-1.0922e-05i,0.00025989+0.00039926i
-0.0017989-0.00076783i,-0.002248+0.00071774i,-0.0019213+0.001181i,-0.00093864+0.0010634i,-0.00015531+0.00014057i,0.00012848-0.0015061i,-0.0010915-0.0021232i,-0.0011596-0.0015027i,-0.00032523-3.1397e-05i,4.866e-05+0.00075323i,0.00081258+0.00024454i,0.0012917-0.00052265i,0.0011679-0.001021i,0.00067687-0.00027277i,-0.00020332+3.6765e-05i,-0.0010163-0.00033666i,-0.00083407+0.00014629i,-0.00022995+0.00047185i,-0.00014282+0.00014574i,-3.8028e-05-0.00034205i,0.00019058-0.00024366i,0.00036547+0.00058709i,0.00022268+0.00098623i
0.0021598+6.6686e-05i,0.0017215-0.001439i,0.00051979-0.0024315i,-0.00085062-0.0024596i,-0.00081363-0.0026358i,-0.00088434-0.0035506i,-0.001198-0.0035682i,-0.00081245-0.0023424i,-0.00022378-0.0013998i,0.00035106-0.00039932i,9.6837e-06+0.00012214i,-0.00013227-5.3576e-05i,0.00073129+3.3385e-05i,0.00056943-3.9761e-05i,0.00012672+5.1266e-05i,0.00010309+0.000525i,3.2247e-05+0.00065624i,0.00019491+0.00086216i,0.00018786+0.0010005i,-0.00025365+0.00021797i,-0.00027025-5.2862e-05i,-0.00064116-0.00014215i,-0.00059219-6.1495e-05i
-0.00050071-0.00097972i,-0.00038638-0.0001341i,-3.1629e-05+0.00087243i,0.00092803+0.0014357i,0.0025639+0.0009005i,0.0020625-0.00019424i,0.00053728-0.00055953i,-0.00023583-0.00019089i,5.9762e-05+0.00087158i,0.00086481+0.00058169i,0.0010272-0.00067325i,0.00071671-0.00076245i,0.00040179-0.00016812i,0.00029988+0.0001617i,0.00014726+0.00019109i,-0.00025751-6.1404e-05i,-0.00065174-0.00031848i,5.6734e-05+1.2904e-05i,0.00085304+0.00080794i,0.00092403+0.00098613i,0.00073413+0.00084267i,0.00022536+0.00084591i,-0.0003214+0.00029056i
-8.7672e-05-0.0023325i,-0.0012058-0.0019031i,-0.0017956-0.0012595i,-0.0018031-0.00052152i,-0.0016353-0.00026672i,-0.00095608-0.00057736i,-0.00068469-0.0010824i,-0.00099877-0.00113i,-0.00064026-0.00065282i,-0.00034486-0.0002643i,1.2831e-05-0.0002588i,0.00066681-0.00046569i,0.00020967-7.2438e-05i,4.8193e-05+3.238e-05i,0.0007433-0.00064236i,0.00093841-0.00063831i,0.00079031-0.00073395i,0.00080563-0.0011457i,0.00063854-0.0006041i,-2.2224e-05-0.00039308i,-0.00013192-0.0012658i,-0.00032053-0.00059641i,-0.00080182+0.00015174i
-0.00025954-0.0014256i,-0.00083651-0.0021676i,-0.0010285-0.0021049i,-0.0013502-0.0009324i,-0.0011263-0.0010483i,-0.00039424-0.0019632i,-0.00038997-0.0012931i,-0.00037295-0.0010708i,-0.00056455-0.0014739i,-0.00081231-0.00083833i,-0.00027113+2.5462e-05i,0.00012282+0.00015605i,0.00012314+0.00034444i,9.7497e-05+0.00043601i,-0.00043581+0.00053207i,-0.00084874+0.00049423i,-0.00072788+0.00029018i,-0.00012274+0.00025719i,0.00019633+0.00060046i,0.00022145+0.00062898i,-0.00019018-0.00017703i,-0.00044934-0.00071404i,0.00015932-0.00034037i
-0.000202-0.0018413i,-0.00089082-0.0018656i,-0.00032273-0.0012172i,0.0007718-4.8502e-05i,0.0014381+0.00032827i,0.0011965-0.00047027i,0.00035472-0.001084i,-0.00065895-0.00029603i,-0.0008385+0.00048994i,-0.00058726-1.2672e-07i,-0.00011915-0.00027234i,0.00041046+1.878e-05i,0.00057583+0.00036397i,-0.0004494+0.00038081i,-0.00094123+0.00036071i,-0.00048804+3.1832e-05i,-0.00019847-0.0007686i,0.00022395-0.0013093i,0.00035363-0.0004454i,0.00035312-4.5345e-05i,-0.0002682-0.00055928i,-0.00075588+0.00010925i,-0.00033841+0.00045632i
0.0006514-0.00036289i,-0.00087631-0.0014778i,-0.0019128-0.0012933i,-0.0012025-0.00077014i,-0.00051391-0.00089579i,-0.00035381-0.0019176i,-0.00018534-0.0016782i,-0.00020154-0.00089239i,0.00039841-0.00011035i,0.00048895+0.00080885i,0.00017298+0.001046i,-0.00012499+0.00061822i,-0.00044912+0.00076487i,-0.0001395+0.0008464i,0.0002983+0.00056585i,0.00014751+0.00083811i,-9.7355e-05+0.00028322i,6.0166e-05+8.7571e-05i,-0.00050283+0.00055163i,-0.0012934+0.00059904i,-0.0010057-7.5213e-05i,-0.00038458+0.00010283i,0.00024732+0.00021161i
-0.0005997+0.00012913i,-0.00023322-0.00018178i,-0.00013902-0.00035337i,0.00049586-0.00052327i,-0.00022213-0.0011279i,-0.00087607-0.0019762i,-0.00033483-0.0022447i,-0.00041827-0.00091678i,-0.00053874-1.7837e-05i,0.00025557+0.00055849i,0.00078272-5.3181e-06i,0.00024287-0.00085479i,2.0449e-05-0.00066823i,-0.0004003-0.00062124i,-0.00079783-0.0001014i,-5.5667e-05-0.00022092i,0.00042223-0.00038324i,2.2552e-05-0.0001782i,-0.00019477-0.00050514i,-0.00089428-0.00057363i,-0.0011954-0.00036832i,-0.00074022-0.00077131i,0.00014986-0.00048427i
-0.00097169+0.00045696i,-0.0013294+6.9037e-05i,-0.0016391-0.00026449i,0.00020699-0.00030118i,0.0010942-0.00038967i,-0.00044097-0.0010507i,-0.00070006-0.0014476i,-0.000733-0.00093346i,-0.00085403-0.00031309i,0.0001064+0.00025362i,0.0014109+0.00040514i,0.0014931-0.00046507i,0.0011055-0.00031669i,5.6838e-05+0.00067154i,-0.00052773+0.00048951i,0.00024365+0.00018933i,0.00089755-0.00043844i,0.00049954-0.00056967i,0.00033847+0.00049891i,0.00040787+0.0011618i,9.8065e-05+0.00044187i,-0.00067999-0.00057087i,-0.00099381-0.00018745i
0.0019537-0.00093837i,0.0011816-0.0018287i,0.00070217-0.00082869i,0.00032808-0.0003308i,0.00016898-0.0010175i,-0.00018282-0.0018067i,-0.00056027-0.0018814i,-0.00063624-0.00092353i,-5.6265e-05-0.00024194i,-7.6562e-05-0.00054234i,-0.00041878+1.9191e-05i,-0.0002493+0.00073103i,-3.6843e-05+0.00015657i,-0.00032783-0.00089801i,-0.00051451-0.00052505i,0.00031725-7.6557e-06i,0.00036486+7.9512e-05i,-0.00063461+0.0009492i,-0.0006551+0.00055086i,-0.0006346-0.00061337i,-8.3851e-05-0.000644i,0.00052238-0.00028299i,0.00022827-0.00025508i
-0.00077246-0.0020869i,-0.001495-0.0016386i,-0.0016288-0.0010174i,-0.00088075-0.00071973i,0.0003639-0.00058902i,0.00074945-0.00041776i,3.0889e-06-0.00086038i,-0.00084551-0.00088936i,-0.00081706-0.00059676i,-0.00051703-0.00017206i,0.00031469-0.00015585i,0.0010914+5.5337e-05i,7.7442e-05+0.0008545i,-0.00095226+0.00014565i,-0.00054029-0.00036411i,-0.00021181+0.00023531i,-0.00028121+0.00025866i,-0.00016712-0.00015079i,0.00052589+8.3082e-05i,0.0011858+0.00027794i,0.00071116+0.0001157i,0.00024813+5.8398e-05i,0.00038321+0.00021676i
0.0015549-0.0012402i,0.00049354-0.0011718i,-0.00040355-0.0016265i,-0.00065959-0.0026558i,-0.00063731-0.0023234i,-0.00082946-0.0026517i,-0.0011344-0.002329i,-0.00071893-0.00049314i,-1.3462e-05+0.00090735i,0.00016774+0.00095481i,-0.00028057-5.5909e-05i,-0.00051842-0.00085543i,3.9555e-05-0.00032616i,0.000453+7.7668e-05i,0.0004751+0.00013356i,0.00071861+0.00042712i,0.00066268+0.00023312i,0.00016227+7.07e-05i,0.00015431-9.0107e-05i,0.00055432+0.00022318i,0.00038576+0.00098902i,-7.2e-05+0.0015792i,-0.00068608+0.0011528i
-0.00018858-0.0016104i,0.0006939-0.00046002i,-0.00017717+0.00039006i,-0.00016101+0.00090069i,0.00029887+0.00046326i,0.00060608-0.00071282i,0.00067637-0.0011215i,3.1389e-05-0.00065506i,-0.0001151-0.00020396i,0.00053177-4.8467e-05i,0.00076791+0.00027987i,0.00048378-0.00011332i,0.00021221+0.00016139i,-0.00027497+0.00088159i,-4.9805e-05+0.00055685i,0.00030165-0.00012661i,-0.00023579-0.00099619i,-0.0003007-0.00058493i,0.00036065+0.00032484i,9.6955e-05+0.00056959i,-0.0006497+0.00046481i,-0.00025454+0.00086388i,0.00076442+0.00048336i
-0.00083738-0.0027675i,-0.0019585-0.0032022i,-0.0035255-0.003522i,-0.0038752-0.0018929i,-0.0027455+0.00042989i,-0.00045218+0.00061935i,0.00085735-0.00023922i,0.00011101-0.00023542i,-0.0012518-9.2861e-05i,-0.0014924+0.00024347i,-0.00052075+0.00050622i,0.00055407+0.00080135i,0.00093422+0.00036227i,0.00031963+6.276e-05i,3.611e-05+0.00074119i,0.00014806+0.00059447i,0.00074871+7.8735e-05i,0.0011245-7.8146e-05i,0.0010047-6.7371e-05i,0.00083413-0.00012501i,-8.8875e-05+1.6504e-05i,-0.00075423+0.00086995i,-0.00063599+0.0012714i
-0.00063393-0.00013229i,-0.00068812-0.00014542i,-0.0007815+0.00064674i,0.00050105+0.00037705i,0.0014145-0.00052027i,0.00085152-0.00076519i,0.00056536-0.0011055i,0.00070135-0.00092718i,0.00084737-0.00018141i,0.00079369+2.0914e-05i,0.00083572+0.00018291i,0.00048598-9.757e-05i,-0.00013986-3.9726e-05i,0.00032185+0.00058592i,0.00075581+0.0009699i,0.0002909+0.00051573i,-0.0001847-1.4086e-05i,-0.00015521-0.00016758i,-1.4356e-05+0.00019123i,-0.0002738+0.00019462i,-0.00087364-0.00023513i,-0.00051052+0.0001393i,0.00033138+0.00061404i
-0.00092945-0.0032699i,-0.001618-0.0031156i,-0.0018611-0.0029866i,-0.00029771-0.0017984i,0.00077614-0.00033273i,0.0008365-0.00072828i,0.0003805-0.0014107i,-1.0859e-05-0.0014501i,9.0308e-05-0.00095756i,-0.00025731+0.00042279i,-0.00093205+0.0014901i,-0.00072863+0.0013083i,-0.00014164+0.0012605i,3.0434e-05+0.00085038i,-0.00028642+0.00014511i,-0.000481+0.00039542i,-0.00084307+0.00064596i,-0.00078947-0.00024854i,-0.00061783-0.0010832i,-0.00027933-0.00043351i,-6.7934e-05+0.0004179i,-1.3406e-06+0.00039923i,0.00016381-0.0003691i
-0.0020111+7.5506e-07i,-0.0015294-9.5073e-05i,-0.0014213+0.00014485i,-0.001607+0.0006771i,-0.00158-0.00024762i,-0.00073594-0.0015764i,-0.00011674-0.0014543i,-0.00035004-0.00054427i,-0.00035455+4.3204e-07i,0.0002536-0.00013883i,0.0010667+9.4929e-05i,0.0011875-3.9044e-06i,0.00045587+0.00010327i,-3.1507e-05+0.00040378i,-0.00026451+0.00026398i,-0.00048821-0.00015111i,-0.00037223-0.00037728i,-0.00050732-0.00020996i,-0.0002807+7.5828e-05i,8.8295e-05+0.00015228i,0.00051801-0.00019177i,0.00049677-0.00038816i,-0.00013018-0.00029077i
-0.000432+0.00041142i,-0.00082255-0.00048444i,-0.00080243+1.3456e-05i,-0.00071408+0.00083899i,-0.00044497+0.00013234i,-0.00048611-0.0010858i,-0.0009685-0.001368i,-0.00072683-0.0006813i,0.00027554+0.00021539i,0.00068322+0.00025336i,0.00054621+0.00040455i,0.00022716+0.00070784i,0.00055925+0.00013716i,0.0012264-0.00057541i,0.00067634-0.00022439i,0.00023751+0.00039497i,0.00045031+0.00019124i,0.0008919-0.00045706i,0.00095098-0.001464i,0.00046883-0.0016146i,0.00022236-7.7171e-05i,0.00044642+0.00017772i,0.0010667-0.00033199i
-0.00041758-0.0030191i,-0.0017519-0.0029423i,-0.0019139-0.0025065i,-0.0015708-0.0014457i,-0.00070277-0.00051239i,0.00095716-0.00070264i,0.00099525-0.0008708i,-0.00043438-0.0009847i,-0.00051096-0.00060487i,-0.00055745+6.0001e-05i,-0.00029497-0.00072042i,0.00063886-0.00092883i,0.0004464+8.1962e-05i,-4.8436e-05+0.00036368i,-0.00034071+0.0001668i,-0.00030383+5.5615e-05i,-0.00019215-0.00010634i,-8.5747e-05+0.00012449i,0.00012664+0.00021977i,0.00058929+0.00012252i,0.00058062-9.3054e-05i,0.00039727-3.0694e-05i,8.6546e-05+0.00050913i
-0.00063244-0.00076383i,-0.00024426-0.00027223i,-0.00053113-0.00045194i,-0.00061172-0.00039882i,-0.0001329-0.00052972i,0.00027071-0.0009737i,-0.00035205-0.0014475i,-0.00058389-0.00074932i,-0.00067854-0.00016023i,-0.00056963-0.00024626i,-4.4553e-07+1.1105e-05i,-0.00021969+0.00067267i,-0.00060754+0.00048942i,-0.00075623-0.00012466i,-0.0002979+0.00054451i,0.00042373+0.00087779i,1.4493e-05+0.0005602i,-0.00039433+0.00051533i,-0.00069324+0.00045261i,-0.0014372+4.0103e-05i,-0.0011226-0.00023063i,-0.00021099-4.0643e-05i,-9.546e-05+0.00029059i
-0.0028383-0.0030492i,-0.0029899-0.0023336i,-0.0034132-0.00047548i,-0.0021475+0.0002039i,-0.00066877-0.00051326i,0.00036817-0.0014379i,0.00042634-0.0015162i,6.5262e-05-0.0014815i,0.00019509-0.0012654i,0.00065954-0.0004425i,0.0011924-0.00027431i,0.0015234+0.0002129i,0.0014708+0.00079086i,0.001216+0.00067263i,0.00084136+0.00082813i,0.00039612+0.0010899i,0.00023576+0.0013799i,0.00041089+0.0002558i,0.00046199-0.00050122i,3.2947e-06+7.8166e-05i,-0.000457+2.4443e-05i,-0.00062164+0.00051175i,-0.00067563+0.0010764i
-0.0017742-0.00027478i,-0.0015827-8.9557e-06i,-0.0017965-0.00013115i,-0.0016288-0.00035425i,-0.00024493-0.00044663i,0.0012206-0.0014616i,-0.00022636-0.0013994i,-0.00092789-0.000396i,0.00050561+0.00017354i,0.00086144+0.0006713i,0.00033849+0.00035664i,0.00045284-5.1701e-05i,0.00021141+0.00020976i,-6.6394e-05+0.00027175i,0.00070257-3.239e-05i,0.00097513-8.7443e-05i,0.00059804-0.00017768i,0.00071036-0.00020088i,0.0010384-0.00032347i,0.0010139-0.00041907i,0.00082767+0.00064845i,0.00030733+0.001136i,-3.6609e-05+0.00022181i
-0.0024909+0.00026157i,-0.0025359+0.00060644i,-0.0014328+0.0016961i,-0.00027089+0.0018641i,0.00045377+0.0002748i,0.00094625-0.0013493i,0.00099335-0.0007957i,0.00095703+0.0003488i,0.00020795+0.00011402i,-0.0003854+0.00013997i,0.00040937+0.00042372i,0.0010576+0.00054187i,0.00076634+8.7879e-05i,9.4844e-05-1.2606e-05i,-0.0006278-8.7657e-05i,-0.00039549-0.00070247i,0.00026021-0.00068689i,0.00070936-0.00036411i,0.00032229-0.0006389i,0.00033014-0.00036806i,0.00062201+0.00052836i,0.00060794+0.00063453i,0.00053558+0.00097371i
-0.00010451+0.00067934i,-0.0015827-0.00071853i,-0.00082612-0.0014752i,0.0013643-0.0021492i,0.0020571-0.0020424i,0.0011087-0.0021265i,0.00084419-0.0018365i,0.00065373-0.00095509i,0.00066303+0.00018184i,0.00066004+0.00044258i,0.00022703-0.00019322i,-8.1373e-05-7.882e-05i,-0.0004074+0.00011199i,-0.00051153-0.00047413i,-0.00063165-0.00057444i,-0.00030667-0.0005068i,0.00019742-0.00038723i,0.00084486-0.00033099i,0.00056845-1.8441e-05i,-0.00077569-0.00010124i,-0.00088884-0.0003836i,-0.00019813-0.000314i,-3.0069e-05-0.00048546i
0.0010517+0.00099355i,0.0007878-0.00072625i,-0.00025826-0.0018313i,-0.00041784-0.0017672i,0.00029758-0.0013107i,0.0010366-0.0015862i,-9.7082e-05-0.001472i,-0.00059601-0.00062806i,0.00043344+0.00082713i,0.00052835+0.001053i,2.4706e-05+0.00079545i,1.829e-05+0.0007114i,-6.9944e-05+0.00064105i,0.0003185+0.00037535i,0.0011865-0.00058342i,0.0010639-0.00049296i,0.00019066+0.00011602i,-1.3146e-05+0.00024419i,3.056e-05+0.00030242i,-0.00019741-0.00055977i,0.00025649-0.0012499i,0.00031541-0.00093269i,-0.00021433-0.0004989i
-5.4389e-05-0.0010298i,0.00036603-0.00083379i,0.00049611-3.1224e-05i,-0.00016758-0.00066357i,-2.3397e-05-0.0012804i,6.5509e-05-0.0010315i,-0.0005809-0.00030059i,-0.000421+0.00039856i,7.9554e-06+4.7009e-05i,0.00020544+0.00015436i,0.00071789+0.00038143i,0.0007066+0.00053077i,0.00012603+0.00047876i,0.00024433+0.00019856i,0.00019772+0.00019734i,-4.1539e-05+0.00048765i,0.00037328+0.0001459i,0.00070676-9.9201e-05i,0.00049844+0.00033708i,0.00032006+0.00078377i,-8.315e-05+0.0011922i,-0.00032109+0.00077239i,-0.00048426-0.00026994i
