-0.0040511+0.00050719i,-0.0052067+0.00066533i,-0.0042025+0.0037523i,-0.0017366+0.0045486i,-2.339e-06+0.003823i,0.0003372+0.0025569i,-0.00056355+0.0019788i,-0.00025875+0.0021985i,0.00088723+0.0019479i,0.0016317+0.0021994i,0.0017534+0.0019464i,0.0010388+0.0003567i,0.0007506-0.00085663i,0.00048055-0.00066988i,0.00013708+2.351e-05i,5.6501e-05+0.00065145i,0.00022555+0.00082936i,0.00021809+0.00089924i,-9.3879e-06+0.0011391i,0.00018829+0.0012356i,0.00038706+0.00020809i,9.3241e-05-0.00084701i,2.9294e-05-0.0012388i
0.0055471+0.0057222i,0.0057002+0.0031347i,0.0073194-0.0052267i,0.011197-0.016288i,0.015714-0.016457i,0.010321+0.0003192i,-0.006356+0.012822i,-0.021833+0.011324i,-0.026711+0.00463i,-0.021677+0.0015211i,-0.012337+0.0028961i,-0.0054059+0.0036038i,-0.0027135+0.0034129i,-0.0025714+0.0040646i,-0.0030001+0.0031251i,-0.0019443+0.0017727i,-0.0010403+0.0010895i,-0.00073911+0.00031668i,-0.00050828-0.00044077i,-0.00069075-0.00086987i,-0.0014668-0.00064447i,-0.0016782-0.00091272i,-0.0016716-0.00064579i
-0.0019731+0.0019605i,0.00074668+0.0029961i,0.0052147+0.0067845i,0.0084946+0.019154i,0.0055586+0.032271i,0.002797+0.022902i,0.0090803+0.0001845i,0.019427-0.011624i,0.023421-0.0092313i,0.019045-0.0021194i,0.011082-0.00028042i,0.0058641-0.0030389i,0.0039617-0.0040309i,0.0027867-0.0029877i,0.0018749-0.0017172i,-9.4756e-05-0.0012404i,-0.0017544-0.0014289i,-0.0017848-0.0011829i,-0.001166-5.5798e-05i,0.0013323+0.00045792i,0.0035038+0.00023218i,0.002756-0.0012555i,0.00093254-0.0022027i
0.0012076+0.00013048i,-0.00069196+0.0029468i,-0.0094679+0.0038249i,-0.01994-0.0064805i,-0.017712-0.027518i,0.0024815-0.030888i,0.019694-0.012126i,0.020374+0.0092584i,0.015028+0.017765i,0.01081+0.012072i,0.006173+0.0045027i,0.0019024+0.0019981i,0.00094131+0.0013667i,0.003701+7.6944e-05i,0.0053571-0.00081224i,0.0044754-0.00048469i,0.0038694+0.00060344i,0.0038863+0.001247i,0.0040663+0.00063891i,0.0029452-0.00037727i,0.0010492-0.00034449i,0.00039986-5.9602e-05i,0.00064141+0.00078305i
-0.00018323+0.00091944i,-0.00082901-0.0036698i,0.0059512-0.013253i,0.021966-0.01613i,0.031919-0.0025818i,0.01641+0.0051921i,-0.012122-0.0064761i,-0.029905-0.021554i,-0.03052-0.02716i,-0.021739-0.024948i,-0.013689-0.01844i,-0.010053-0.0098802i,-0.0081229-0.0036053i,-0.0052372-0.0011186i,-0.0030325-0.00014178i,-0.0021339+0.0019541i,-0.0016219+0.0026763i,-0.0012455+0.0018016i,-0.0019221+0.0011128i,-0.0025757-0.00027524i,-0.001551-0.0013945i,-0.00044802-0.0012059i,-4.1176e-05-9.1722e-05i
0.0038165+0.0045276i,0.0078802+0.0091489i,0.0067716+0.021776i,-0.010835+0.035657i,-0.03622+0.029305i,-0.040421+0.0089418i,-0.017844-0.004912i,0.0084554-0.0083984i,0.01819-0.0035126i,0.011929+0.0016986i,0.0040712+0.0038809i,0.001534+0.005786i,0.00065759+0.0055159i,-0.0023143+0.0027524i,-0.0049491-0.00048437i,-0.0042549-0.0011587i,-0.0026778-0.00081736i,-0.0021826-0.00075023i,-0.0019838+0.00028009i,-0.0016269+0.00089109i,-0.0001315+0.001848i,0.0011575+0.0026193i,0.0016412+0.00098277i
-0.0013217+0.0031556i,-0.0082626+0.0017513i,-0.016046-0.014567i,-0.013224-0.041312i,0.0051691-0.047548i,0.017198-0.020244i,0.0070332+0.019006i,-0.0087941+0.044542i,-0.012951+0.047897i,-0.0084192+0.036397i,-0.0042504+0.022279i,-0.0017839+0.011509i,0.0012686+0.0048903i,0.0033272+0.002221i,0.0025343+0.0020432i,0.0010308+0.0017918i,0.00029683+0.0015157i,0.00063617+0.0018458i,0.0010703+0.0015226i,0.00051298+0.0011424i,-0.00035109+0.00085642i,-0.00073417+0.0012813i,-0.00064105+0.0016609i
0.00056292-0.0031348i,0.011038-0.0037699i,0.028351+0.0074515i,0.045086+0.033464i,0.04259+0.053742i,0.020209+0.041954i,-0.0014148+0.0047084i,-0.0091099-0.025429i,-0.0060685-0.034193i,0.00039026-0.026795i,0.0061879-0.015659i,0.0092138-0.009199i,0.0085831-0.0052417i,0.0055668-0.0013846i,0.0034936+0.00047143i,0.0030493+0.00078264i,0.0022243+0.00078898i,0.0020451-5.7212e-05i,0.002551-0.0012031i,0.0027972-0.002146i,0.0023212-0.0023842i,0.00057867-0.0024337i,-0.001586-0.002159i
0.00051459+0.0069275i,-0.0061523+0.012299i,-0.02752+0.015179i,-0.059893+0.0011237i,-0.070026-0.02664i,-0.034794-0.039628i,0.015347-0.028583i,0.042379-0.012956i,0.041211-0.0050255i,0.025439-0.0040392i,0.010625-0.0032287i,0.001627-0.0014294i,-0.0029569-0.0019823i,-0.0032036-0.0047356i,-0.0010845-0.0064913i,0.0003998-0.0052491i,0.0015853-0.0029221i,0.0016482-0.0014614i,0.00040212-0.0015411i,0.00014565-0.0011865i,0.00024525-0.00018611i,0.0002247+2.4146e-06i,0.0016404-8.4516e-06i
-0.0022785-0.0030735i,0.00092873-0.016296i,0.018186-0.038387i,0.050121-0.051094i,0.069498-0.038246i,0.04556-0.013038i,-0.0033556+0.0054005i,-0.039654+0.01773i,-0.048881+0.022273i,-0.039163+0.016964i,-0.026515+0.0086451i,-0.016308+0.0044022i,-0.0069252+0.0035288i,-0.0016126+0.001826i,-0.00055316-0.001131i,-0.00023073-0.0024203i,-0.00037578-0.0012515i,-0.002154+0.00026501i,-0.0031533+0.00095426i,-0.0024328+0.00063758i,-0.0021953-0.00086103i,-0.0018725-0.00069659i,-0.00083948+0.001328i
0.0048529+0.0039847i,0.011603+0.017896i,0.010395+0.05128i,-0.010124+0.089882i,-0.038127+0.093896i,-0.04217+0.051606i,-0.022874-0.0059089i,-0.0049546-0.044941i,0.0033509-0.046533i,0.0061618-0.025956i,0.0051663-0.0099028i,0.0014469-0.0024725i,-0.0019465+0.001404i,-0.0040511+0.0029415i,-0.0060466+0.0046722i,-0.0057816+0.0066151i,-0.0028652+0.0054252i,-0.0004351+0.004132i,0.00031527+0.0046004i,-0.00019181+0.0045388i,-0.00047146+0.003589i,-0.00095725+0.0017254i,-0.0012404-0.0013331i
-0.0017033+0.0015757i,-0.016505-0.0060302i,-0.038863-0.039239i,-0.048262-0.087695i,-0.027989-0.10413i,0.0033301-0.064819i,0.026017-0.0034356i,0.039119+0.038359i,0.043618+0.041178i,0.034826+0.0224i,0.019242+0.010533i,0.010608+0.0062239i,0.008421+0.00046188i,0.0054466-0.0032156i,0.0015834-0.0015949i,-0.0010725+0.00047689i,-0.0020534+0.0010923i,-0.0025378+0.0018931i,-0.0021485+0.0022154i,-0.0011572+0.0020804i,-0.0011354+0.0015127i,-0.0011363+0.0004317i,2.4208e-05+0.00094231i
0.0037933-0.006092i,0.025746-0.0093091i,0.070473+0.0047942i,0.11213+0.039833i,0.10765+0.063654i,0.054306+0.052559i,-0.010151+0.028749i,-0.047803+0.011856i,-0.052654+0.0024587i,-0.038886-0.0023607i,-0.02307-0.0046303i,-0.012548-0.0032438i,-0.0057072+0.00044039i,0.0011203+0.0024373i,0.0069518+0.00076478i,0.0082206-0.0019109i,0.0054956-0.0023436i,0.0031386-0.0023233i,0.002523-0.0036065i,0.0022993-0.0038426i,0.002096-0.0032188i,0.0011749-0.0018635i,-0.00092851+0.0010192i
-0.0027665+0.0099574i,-0.021859+0.026299i,-0.073337+0.041536i,-0.1366+0.03949i,-0.15121+0.018756i,-0.092454-0.0063165i,-0.011648-0.027565i,0.031521-0.039759i,0.033076-0.036433i,0.018826-0.021217i,0.011795-0.0094703i,0.0099496-0.0076272i,0.0036848-0.0084322i,-0.0023841-0.0073233i,-0.0046667-0.0050574i,-0.0047857-0.001609i,-0.0025811+0.0009776i,-0.00044092+0.00117i,0.00039612+0.0014219i,0.0010577+0.00184i,0.0022262+0.00077445i,0.0024809-0.0011786i,0.0021797-0.0033417i
-0.0032677-0.0053178i,0.0040999-0.035118i,0.040249-0.084498i,0.094669-0.12308i,0.11633-0.11177i,0.081265-0.055719i,0.035807+0.0086486i,0.019539+0.050174i,0.017646+0.057624i,0.015201+0.043343i,0.0080628+0.027261i,0.0011974+0.018371i,0.0011569+0.011434i,0.0015464+0.0031942i,-0.001627-0.002192i,-0.002923-0.0039407i,-0.0028948-0.0038362i,-0.0024708-0.0014447i,-0.0017948+0.0008946i,-0.0027105+0.0016892i,-0.0026668+0.0011295i,-0.00070791+0.00063726i,0.0017731+0.00097569i
0.014496+0.0084347i,0.027192+0.041867i,0.030351+0.10975i,0.012814+0.17546i,-0.0079055+0.17345i,-0.016957+0.0956i,-0.032512+0.0026639i,-0.056026-0.046379i,-0.055368-0.045343i,-0.033044-0.029463i,-0.019097-0.021935i,-0.018135-0.016234i,-0.016332-0.0065392i,-0.010111+0.001177i,-0.0023607+0.0057123i,0.0033767+0.0069084i,0.0046811+0.0047708i,0.00372+0.0021598i,0.0036634-0.0004596i,0.003197-0.0018664i,0.00067556-0.0011914i,-0.002701-0.00011967i,-0.0044266+0.00061013i
-0.010307-0.00013534i,-0.042198-0.025267i,-0.091063-0.088184i,-0.12684-0.15716i,-0.11492-0.16652i,-0.062488-0.11267i,-0.0038785-0.054658i,0.035179-0.027451i,0.0369-0.024274i,0.017993-0.019979i,0.010972-0.0067543i,0.016678+0.0021262i,0.016724+0.0013412i,0.0093622-0.0013436i,0.0032037-0.002527i,-0.00057574-0.0020415i,-0.0019988-0.0005396i,-0.0014675+0.0011805i,-0.0017272+0.0029221i,-0.0016067+0.0039074i,-0.00032396+0.0038609i,0.0010226+0.0024295i,0.0019648+0.00067937i
0.012658-0.0047737i,0.058783-0.003933i,0.14146+0.01539i,0.20946+0.043474i,0.19685+0.047715i,0.10727+0.03833i,0.014092+0.049391i,-0.030237+0.069121i,-0.028891+0.068066i,-0.017108+0.045452i,-0.014819+0.025466i,-0.014045+0.018126i,-0.0067523+0.013259i,0.0010385+0.0059646i,0.0026902-0.00074674i,0.0019036-0.0036301i,0.002159-0.0029695i,0.0016375-0.0013986i,-0.0011157-0.0023028i,-0.0037051-0.0042194i,-0.0039199-0.0034205i,-0.0018698+0.0004046i,-0.00085685+0.0037121i
-0.010484+0.016208i,-0.052439+0.043999i,-0.13812+0.079935i,-0.2136+0.10796i,-0.20731+0.11191i,-0.12398+0.073553i,-0.042197+0.0085201i,-0.0072746-0.03395i,-0.0006654-0.035956i,0.0050606-0.020807i,0.011026-0.019012i,0.0071872-0.026226i,-0.0018634-0.023469i,-0.0065239-0.012548i,-0.0072824-0.0024675i,-0.0055516+0.0031894i,-0.0020857+0.0037049i,-0.00019116+0.0017391i,0.0014547+0.00051086i,0.0036671-0.0008423i,0.0040449-0.0019434i,0.0012171-0.0034181i,-0.0014192-0.0058346i
0.0042473-0.017208i,0.025116-0.066442i,0.07632-0.15135i,0.11655-0.21915i,0.10441-0.20963i,0.072303-0.12259i,0.070135-0.030679i,0.083059+0.00015024i,0.070794-0.0069766i,0.039055-0.010772i,0.017645-0.0008907i,0.011616+0.010999i,0.0083849+0.012039i,0.0045618+0.0068088i,0.0024544+0.0031069i,0.0010814+0.0015046i,0.00036501-1.4062e-05i,0.0014582-0.0011008i,0.00094722+9.7334e-05i,-0.0016906+0.0027693i,-0.0019049+0.0036337i,0.0012766+0.0022554i,0.0039203+0.0019536i
0.014265+0.022323i,0.027183+0.079744i,0.034659+0.17983i,0.048752+0.24801i,0.070458+0.2155i,0.056798+0.11527i,-0.0045517+0.033898i,-0.055446+0.013811i,-0.056219+0.015512i,-0.036539+0.0077174i,-0.030828+0.0012884i,-0.029163+0.0042715i,-0.018576+0.009602i,-0.006609+0.010422i,0.00087729+0.0077927i,0.0030029+0.0042946i,0.0017913+0.0031457i,-0.00035357+0.0046099i,-0.0019394+0.0037054i,-0.0020395+0.00033219i,-0.0024907-0.0017738i,-0.002876-0.0003552i,-0.003098+0.0022501i
-0.023045-0.012042i,-0.067112-0.056456i,-0.13093-0.13792i,-0.186-0.18182i,-0.19396-0.13883i,-0.13949-0.081775i,-0.065487-0.063743i,-0.025727-0.060514i,-0.019787-0.037996i,-0.013481-0.0063281i,0.0035358+0.0038048i,0.016027-0.0062804i,0.015375-0.014069i,0.0086679-0.013186i,0.0021417-0.010445i,-0.001482-0.0073964i,-0.0018071-0.0050044i,-0.0013895-0.0041125i,2.0275e-05-0.0016811i,0.0028231+0.0012794i,0.0039304+0.001069i,0.0023597-0.0011274i,0.0013776-0.0027402i
0.03308-0.002961i,0.097623+0.0099721i,0.19277+0.041494i,0.24463+0.040502i,0.19909-0.014105i,0.10151-0.030459i,0.036349+0.018477i,0.027582+0.061076i,0.034904+0.051932i,0.025956+0.022025i,0.010908+0.012599i,0.0045222+0.015355i,0.0047459+0.010308i,0.0043474+0.0042156i,0.0026523+0.0028844i,0.0017228+0.001234i,0.0022068-0.00068003i,0.0043881-0.0013363i,0.004409-0.0026035i,-0.00034945-0.003171i,-0.0041077-0.0011481i,-0.0020952+0.0018551i,0.0009594+0.004362i
-0.025037+0.024323i,-0.094332+0.048118i,-0.19053+0.066535i,-0.21691+0.095046i,-0.13378+0.13882i,-0.047254+0.12893i,-0.031276+0.066278i,-0.041395+0.020817i,-0.030152+0.0050976i,-0.0086519-0.0066664i,-0.0060855-0.017292i,-0.016663-0.015051i,-0.020651-0.0042477i,-0.017187+0.0025359i,-0.012594+0.0046112i,-0.0082152+0.0041649i,-0.0055215+0.0023112i,-0.0055427+0.0016828i,-0.0056397+0.0008645i,-0.003019-0.000494i,-0.00034838-0.00061189i,-0.00042247-0.00074781i,-0.0011604-0.00182i
0.019498-0.028783i,0.071458-0.086685i,0.14079-0.15421i,0.1386-0.18136i,0.044633-0.16017i,-0.0063259-0.10664i,0.029246-0.070344i,0.050001-0.070027i,0.02471-0.05833i,-0.0016386-0.027783i,-0.0029408-0.0089312i,0.007208-0.0044304i,0.009644-0.0030483i,0.0072429-0.003424i,0.0057766-0.0044052i,0.0049537-0.003151i,0.0055971-0.001728i,0.0059898-0.0021342i,0.0041299-0.0018513i,0.0028187+0.0011187i,0.0035435+0.0031071i,0.0038284-0.00015116i,0.0038699-0.0030105i
0.0033402+0.036851i,-0.0080737+0.11901i,-0.03778+0.21527i,-0.035617+0.21849i,0.029333+0.11854i,0.066678+0.02505i,0.037418+0.012926i,0.013488+0.041694i,0.010154+0.042736i,0.004221+0.024418i,-0.0015828+0.018479i,0.00021741+0.01955i,0.005784+0.014138i,0.0066771+0.0074419i,0.0041399+0.0059755i,0.0026322+0.0068302i,0.0016454+0.0079668i,0.0021214+0.010879i,0.0042995+0.010837i,0.0049663+0.0057596i,0.0016938+0.0018615i,-0.002223+0.0032153i,-0.004327+0.005791i
-0.026399-0.038973i,-0.055438-0.125i,-0.072159-0.22506i,-0.062013-0.2119i,-0.055098-0.078622i,-0.066565+0.016613i,-0.077248+0.0060098i,-0.076141-0.022315i,-0.052522-0.013934i,-0.017893+0.0010272i,-0.0032973-0.0012813i,-0.0085124-0.008995i,-0.012176-0.0097568i,-0.0096775-0.0067013i,-0.0065432-0.0054602i,-0.0044989-0.0064507i,-0.0057501-0.0087594i,-0.0097973-0.0091171i,-0.010923-0.0061598i,-0.0079407-0.0024016i,-0.0044953+0.00042009i,-0.0020901+0.00024628i,-6.3585e-05-0.0017982i
0.041742+0.018534i,0.10825+0.080533i,0.17475+0.16385i,0.1539+0.17021i,0.058227+0.070523i,0.0081763-0.015004i,0.033319-0.026168i,0.065551-0.019848i,0.055752-0.023703i,0.026326-0.02228i,0.016067-0.014855i,0.016488-0.010454i,0.011659-0.0076764i,0.0071881-0.0038339i,0.0064189-0.0010389i,0.0054647-0.00044337i,0.0055568-0.00033164i,0.0077129-0.002762i,0.0075074-0.0078485i,0.0041597-0.0075034i,0.0028155-0.0029885i,0.005451-0.0015884i,0.0070838-0.0011717i
-0.041644+0.016415i,-0.14011+0.0014181i,-0.26049-0.053505i,-0.25946-0.10143i,-0.11348-0.083513i,0.00027559-0.020382i,0.0054778+0.038985i,-0.019893+0.068282i,-0.023006+0.059146i,-0.016832+0.033205i,-0.015104+0.020607i,-0.010157+0.018953i,-0.0021924+0.014526i,0.0014381+0.0080734i,0.00041398+0.0032208i,-0.0033846+0.0013878i,-0.0063513+0.0035463i,-0.0061365+0.0078744i,-0.0029432+0.011493i,0.00039451+0.010092i,-0.00039862+0.0045668i,-0.0037332+0.0010397i,-0.0069986-0.00029896i
0.044128-0.035854i,0.1523-0.071071i,0.29472-0.076897i,0.31928-0.027097i,0.17333+0.033845i,0.024091+0.028228i,-0.033946-0.036942i,-0.048171-0.075314i,-0.041576-0.058301i,-0.024061-0.030136i,-0.016961-0.018725i,-0.016532-0.011657i,-0.012132-0.0036882i,-0.0073609-0.0024901i,-0.0059563-0.0044529i,-0.0032607-0.0037472i,0.0017223-0.0037382i,0.0022702-0.007399i,-0.0017569-0.010169i,-0.0049335-0.0092872i,-0.005319-0.0074631i,-0.003986-0.0063875i,-0.00089207-0.004711i
-0.019182+0.048158i,-0.087104+0.13418i,-0.20743+0.22909i,-0.26871+0.22735i,-0.1804+0.11936i,-0.044301+0.033983i,0.046709+0.026389i,0.091441+0.036015i,0.088957+0.02758i,0.058825+0.01537i,0.036036+0.010304i,0.025071+0.0075025i,0.015428+0.0027052i,0.0061786+0.00038778i,0.0015143+0.0025463i,0.0003531+0.0063242i,-0.00010457+0.0090091i,0.0024374+0.010237i,0.007259+0.0094504i,0.0094224+0.0053298i,0.0082874+0.0042995i,0.0066509+0.0075862i,0.0059076+0.011021i
-0.015892-0.06194i,-0.011439-0.19365i,0.047515-0.36387i,0.11732-0.41185i,0.11297-0.28177i,0.049957-0.10887i,-0.025304-9.8879e-05i,-0.070796+0.039662i,-0.06906+0.036619i,-0.050466+0.022166i,-0.035163+0.017174i,-0.017167+0.014387i,-0.0014972+0.0092304i,0.0046293+0.0096376i,0.0049447+0.011486i,0.0029095+0.0050016i,-0.0030797-0.0032328i,-0.0097778-0.0043165i,-0.013151+0.00028585i,-0.01091+0.005342i,-0.0050755+0.0058851i,-0.0021386+0.0022391i,-0.0033916-0.0026186i
0.04525+0.06139i,0.10013+0.19261i,0.13+0.36466i,0.1038+0.42373i,0.04994+0.29667i,0.013786+0.099617i,0.017885-0.050523i,0.026567-0.11662i,0.016751-0.1072i,0.010906-0.068847i,0.009378-0.0466i,-0.0028055-0.034519i,-0.014741-0.020519i,-0.014108-0.012503i,-0.0057744-0.01059i,0.0020643-0.008246i,0.0074403-0.0063408i,0.01111-0.0096117i,0.011294-0.014391i,0.0085228-0.014663i,0.0060263-0.01152i,0.0040784-0.0084854i,0.00398-0.0056566i
-0.048497-0.017029i,-0.15869-0.086964i,-0.2913-0.20431i,-0.33625-0.25246i,-0.25754-0.15068i,-0.12774-0.0083268i,-0.024222+0.074547i,0.028014+0.10167i,0.039885+0.093898i,0.034891+0.067194i,0.024815+0.038588i,0.012611+0.01677i,0.0062278+0.0038405i,0.0083371-0.0039i,0.006047-0.0079855i,-0.002589-0.0043538i,-0.0053446+0.0027508i,-0.001815+0.00936i,0.0023469+0.014137i,0.0021925+0.014064i,-0.0013235+0.011433i,-0.004103+0.0094683i,-0.0064362+0.0082757i
0.080266-0.022492i,0.23957-0.029951i,0.42532-0.0040222i,0.47141+0.0071495i,0.33797-0.043557i,0.14073-0.080727i,-0.024621-0.064397i,-0.10769-0.032015i,-0.1054-0.013901i,-0.07633-0.014805i,-0.054454-0.0091661i,-0.027465+0.010983i,-0.0032946+0.022587i,-0.0025458+0.019765i,-0.010061+0.012289i,-0.0088442+0.004426i,-0.005243+0.00017616i,-0.0065977-0.0017074i,-0.010305-0.0026614i,-0.012004-0.0046034i,-0.011132-0.0064721i,-0.0075752-0.0052589i,-0.001345-0.0039916i
-0.075114+0.042249i,-0.21841+0.10029i,-0.37727+0.16091i,-0.3832+0.18352i,-0.21008+0.14821i,-0.023028+0.062261i,0.078096-0.01714i,0.11194-0.055794i,0.098735-0.063307i,0.062981-0.0446i,0.034877-0.020276i,0.018517-0.011913i,0.0071841-0.016445i,0.0024105-0.01913i,0.0039914-0.012707i,0.0073629-0.002957i,0.0083582+0.001582i,0.0089981+0.0025426i,0.012381+0.0029789i,0.015318+0.0013029i,0.015026-0.0016827i,0.011272-0.002454i,0.0082794+0.0017149i
0.017933-0.057169i,0.08591-0.17048i,0.1684-0.30697i,0.14259-0.32291i,-0.018758-0.18534i,-0.14035-0.013787i,-0.12102+0.094777i,-0.055984+0.12507i,-0.018695+0.10747i,-0.0046003+0.07636i,0.0028455+0.044786i,0.0063518+0.015185i,0.0048183+0.003405i,0.0060206+0.01223i,0.0084304+0.017727i,0.0046097+0.009761i,-0.0012555+0.001422i,-0.006431-0.00098989i,-0.01081-0.00039401i,-0.011844+0.0031721i,-0.0095064+0.0061892i,-0.0048365+0.0033102i,-0.0037004-0.0027856i
0.03296+0.095116i,0.032335+0.26356i,0.015566+0.42476i,0.032976+0.38987i,0.099566+0.18077i,0.12851-0.0046629i,0.065919-0.09476i,-0.02156-0.11524i,-0.05852-0.087535i,-0.041231-0.05529i,-0.020061-0.040191i,-0.020406-0.020495i,-0.024502-0.0014948i,-0.024582-0.00050334i,-0.020879-0.0076237i,-0.012328-0.010596i,-0.0050917-0.0096385i,-0.0010392-0.011137i,0.0019181-0.014445i,0.0032101-0.015734i,0.0024098-0.013182i,0.0011022-0.0079711i,0.0019448-0.0040784i
-0.022157-0.081781i,-0.058789-0.23329i,-0.10015-0.37365i,-0.088494-0.32781i,0.0051208-0.1217i,0.10834+0.028348i,0.15002+0.049356i,0.14131+0.022904i,0.10548-0.0039198i,0.05256-0.016803i,0.0123-0.0089341i,0.0046848+0.00065658i,0.018169-0.0011811i,0.02993-0.0080483i,0.026089-0.0074169i,0.015241+0.00078317i,0.0089963+0.0068317i,0.0070985+0.011623i,0.008318+0.018911i,0.010891+0.021686i,0.010729+0.015803i,0.0047357+0.0086306i,-0.0032345+0.0071885i
0.059405+0.01595i,0.16717+0.081146i,0.26504+0.1776i,0.20003+0.18642i,-0.031815+0.064351i,-0.21612-0.044667i,-0.23709-0.041572i,-0.16983+0.020922i,-0.092061+0.056913i,-0.040996+0.049951i,-0.018276+0.031314i,-0.0059818+0.018614i,-0.0043025+0.01131i,-0.013266+0.01249i,-0.017289+0.01406i,-0.012444+0.0098131i,-0.0069935+0.0065577i,-0.0062219+0.0044328i,-0.0087669-0.00037451i,-0.013087-0.0031743i,-0.015621+0.00068407i,-0.010143+0.0055318i,0.0013211+0.0024748i
-0.11775+0.014306i,-0.29717-0.0053472i,-0.44936-0.06744i,-0.38491-0.11584i,-0.15091-0.10697i,0.010085-0.070664i,0.039624-0.05333i,0.018622-0.066518i,-0.014078-0.057853i,-0.017824-0.013418i,0.006344+0.011606i,0.013822+0.0038984i,0.0044213-0.009999i,-0.00075296-0.020896i,0.00074844-0.022999i,0.0026373-0.017071i,0.0026505-0.011191i,0.0045586-0.0097224i,0.0086744-0.010795i,0.010971-0.011039i,0.0098455-0.010764i,0.0062257-0.0078793i,0.003926-0.00042855i
0.098862+0.002152i,0.25383-0.0011836i,0.41634-0.0030178i,0.43178+0.033479i,0.30116+0.12833i,0.17811+0.20917i,0.11459+0.20133i,0.088383+0.1347i,0.07899+0.052858i,0.047834-0.014135i,0.0054061-0.030875i,-0.01204-0.01119i,-0.006405+0.014831i,0.0072168+0.031034i,0.012721+0.028761i,0.0068551+0.016791i,0.00081355+0.0074639i,-0.0037937+0.0038861i,-0.0077689+0.0049084i,-0.0076075+0.0087706i,-0.00098129+0.0085083i,0.0038442+0.00016368i,-0.0025438-0.0091855i
-0.007279+0.066795i,-0.079944+0.16773i,-0.21998+0.25498i,-0.32664+0.21518i,-0.31136+0.052963i,-0.21331-0.10533i,-0.1212-0.15191i,-0.079715-0.090564i,-0.044067-0.012753i,-0.0034153+0.0086612i,0.0062977-0.0076814i,-0.0022349-0.014769i,-0.0086634-0.015333i,-0.017445-0.016958i,-0.021867-0.012414i,-0.017277-0.0047317i,-0.0097805-0.0012022i,-0.0045064-0.001825i,-0.00082145-0.0047307i,-0.0020827-0.00866i,-0.0097178-0.0078153i,-0.011907-0.0020265i,-0.0040795+0.0041437i
0.01662-0.1367i,0.072303-0.3339i,0.16221-0.4981i,0.21146-0.47897i,0.18079-0.3244i,0.11685-0.16794i,0.07221-0.07207i,0.050485-0.049476i,-0.0016218-0.050252i,-0.050475-0.0099688i,-0.039181+0.033751i,-0.0050263+0.032449i,0.01423+0.010869i,0.021249-0.0037711i,0.020123-0.0090882i,0.012824-0.0075147i,0.0061726-0.0017051i,0.0070255+0.00521i,0.01299+0.0080984i,0.015966+0.0055788i,0.011484+0.00090544i,0.0042868+0.00078241i,3.2693e-05+0.00465i
-0.037364+0.087001i,-0.069243+0.2383i,-0.070415+0.41081i,0.0021033+0.47036i,0.094309+0.38788i,0.093772+0.26339i,0.021015+0.15973i,-0.012281+0.093988i,0.01789+0.046336i,0.041103-0.0070765i,0.025418-0.033485i,-3.1962e-05-0.023147i,-0.015139-0.0041762i,-0.016517+0.0095566i,-0.0083524+0.01215i,-0.0014168+0.0050194i,-0.00057202-0.0033617i,-0.0058544-0.0057988i,-0.011818-0.0011761i,-0.011321+0.0068841i,-0.0026596+0.011866i,0.0076237+0.0076598i,0.011686-0.0031582i
-0.07156-0.010623i,-0.16688-0.0798i,-0.26671-0.21186i,-0.32125-0.29499i,-0.30548-0.25294i,-0.18989-0.17257i,-0.055453-0.12563i,-0.017049-0.08058i,-0.021342-0.0065979i,0.0096026+0.037857i,0.031386+0.021462i,0.022163-0.00034754i,0.014118-0.0079822i,0.010331-0.013253i,0.0058616-0.012661i,0.0038878-0.0068224i,0.0045389-0.0017614i,0.0052566-0.0029509i,0.0016231-0.0077531i,-0.0037303-0.011329i,-0.0080135-0.011104i,-0.0099634-0.0069781i,-0.0096287-0.0011925i
0.15044+0.062444i,0.34257+0.15737i,0.48768+0.22854i,0.42952+0.16484i,0.21491+0.014408i,0.019261-0.055212i,-0.046162-0.015981i,-0.017131+0.011678i,-0.0068282-0.021422i,-0.046443-0.035958i,-0.064103-0.0046213i,-0.041138+0.020346i,-0.016162+0.022271i,-0.0046799+0.015157i,-0.0024535+0.0083032i,-0.0035778+0.0061593i,-0.0063237+0.00945i,-0.0040661+0.014097i,0.0042376+0.013434i,0.0088511+0.0071656i,0.0080138+0.00036808i,0.0035185-0.0014539i,-0.00056301+0.00055192i
-0.062485-0.068036i,-0.18579-0.14562i,-0.30255-0.15005i,-0.25091+0.019884i,-0.037908+0.24749i,0.11235+0.29163i,0.079356+0.16556i,0.0062545+0.06909i,0.0067415+0.03556i,0.028538+0.0062769i,0.025049-0.011665i,0.013817-0.014423i,0.0049952-0.013431i,-0.00095958-0.0075961i,-0.0030808+0.00023195i,-0.0020631+0.0030547i,0.00071061-0.0016492i,7.0632e-07-0.0070579i,-0.0053874-0.0061232i,-0.0071399-0.00042618i,-0.0028667+0.0060191i,0.0025728+0.0091781i,0.0065176+0.0096328i
