-0.0040511+0.00050719i,-0.0052067+0.00066533i,-0.0042025+0.0037523i,-0.0017366+0.0045486i,-2.339e-06+0.003823i,0.0003372+0.0025569i,-0.00056355+0.0019788i,-0.00025875+0.0021985i,0.00088723+0.0019479i,0.0016317+0.0021994i,0.0017534+0.0019464i,0.0010388+0.0003567i,0.0007506-0.00085663i,0.00048055-0.00066988i,0.00013708+2.351e-05i,5.6501e-05+0.00065145i,0.00022555+0.00082936i,0.00021809+0.00089924i,-9.3879e-06+0.0011391i,0.00018829+0.0012356i,0.00038706+0.00020809i,9.3241e-05-0.00084701i,2.9294e-05-0.0012388i
-0.00062055+0.00090543i,-7.7341e-05+0.00030836i,0.00075909+0.00093087i,0.0014354+0.0011794i,0.0013575+0.00064206i,0.0011577-0.00025377i,0.00076754-0.00062462i,0.00012161+0.00030915i,-0.0004525+0.00060782i,-0.00035665-0.00032516i,0.00012941-0.0011549i,0.00050031-0.00053705i,0.00041057+0.00050089i,-0.0001444+0.00074208i,-0.00062736+0.00069241i,-0.00056576+5.6183e-05i,0.00016265-0.00039011i,0.00076236-0.0002024i,0.0008624+0.00018324i,0.00063349-0.00030038i,0.00055348-0.00026466i,2.2653e-05+6.9122e-06i,-0.0004461-1.7031e-05i
0.002131-0.00083592i,0.0018758-0.0011247i,0.00098797-0.0017379i,0.0001007-0.00078652i,-0.00054239-0.00019994i,-0.0013369+0.00047339i,-0.0017401+0.00080188i,-0.0010821-0.0001828i,-0.00071204-0.00093731i,-0.00034704-0.00026283i,-0.00061439+0.00051791i,-0.00056329+0.0012636i,-0.00034881+0.0010237i,7.129e-05+0.00030491i,-0.00017613+6.5925e-05i,-0.00039539+7.2938e-05i,0.00020384+0.00023678i,0.00018473+1.1604e-05i,3.5456e-05-0.00022601i,6.4015e-05-2.9213e-05i,4.7689e-05+0.00022179i,7.5311e-05-0.00019755i,7.7591e-05-5.0752e-05i
0.0013839-0.0012362i,0.00076305-0.001691i,-0.00055103-0.001599i,-0.0010128-0.00085355i,-0.0014213-0.00082249i,-0.0014338-0.00089366i,-0.0013115-0.00047159i,-0.00075155-0.00011022i,-5.2176e-05+6.7072e-05i,-0.00039662-7.9869e-05i,-0.00034725-0.0001622i,0.0002003+0.00062061i,1.606e-06+0.0011643i,0.00010513+0.00073827i,0.00085969+0.00034786i,0.00086691+0.00053098i,0.00050931+0.00011973i,-0.00022189-0.0001042i,-0.0010557+7.5845e-05i,-0.001027-0.00041206i,-3.2793e-05-0.00098099i,0.0006685-0.0008132i,0.00028008-0.000577i
0.001676+0.00081852i,0.0006652+0.0020498i,0.00059179+0.00122i,-0.00018332+0.00051354i,-0.00097775+0.00067135i,-0.0010074+0.00047819i,-0.0007701+0.00051603i,-1.7362e-05+0.0005933i,0.00052367+0.00020383i,0.00015903+2.5037e-05i,9.822e-05-0.00013635i,0.00031906+0.00019116i,0.00029292+0.00061808i,-0.00030347+0.00070559i,-0.00066909+0.00034061i,-5.2352e-05+7.4682e-05i,0.0006153-0.00010284i,0.0011119-0.00026901i,0.0014835-0.00045442i,0.00098912-0.00089742i,0.00049064-0.00088201i,0.00031698-0.00052598i,0.0005529-5.1544e-05i
0.0023622-0.0007194i,0.0018808-0.0014828i,0.00047667-0.0022795i,-0.0003948-0.0018899i,-7.339e-05-0.00055838i,-0.00044152+0.00068002i,-0.0010072+0.0006868i,-0.0012141+2.1815e-05i,-0.00091044-0.00028461i,-0.00089785-0.00033601i,-0.0005018-0.00034529i,0.00057913+1.4174e-05i,0.00095414-2.6366e-05i,0.0012014-0.00034601i,0.0011396-0.00055034i,0.00077718-0.00013247i,0.00037312-0.00013491i,0.00039469-0.0008848i,0.00040337-0.00048315i,-0.0003327-0.00025662i,-0.00086401-0.0004736i,-0.00051837+0.00015453i,-0.00076131+0.00070885i
0.00084255-0.0015707i,-0.00013342-0.0004652i,-0.00024373-4.4471e-05i,-0.00053755-0.00024462i,-0.00069533+3.7345e-05i,-0.00056339-7.9195e-05i,-0.00073203-0.000111i,-0.0012567-0.00016722i,-0.00080298-0.00065438i,-0.0002974-0.00024925i,-0.00046698+0.00028769i,0.00013092-2.5577e-06i,0.00086351-4.6472e-05i,0.00089071+0.00020643i,0.00053841+0.00025601i,0.00047991+0.00014705i,5.5423e-05-0.00030721i,-0.00027744-6.6536e-05i,-0.00028361+0.00053465i,-0.00037883-0.00015471i,0.00018018-2.4267e-05i,0.0005368+0.00071617i,0.00010365+0.00031927i
-0.0016059-3.5266e-05i,-0.0009006-0.00013646i,-0.00091671+0.00010181i,-0.00058706+0.0005207i,0.00041365+0.00054247i,0.00060858+8.9997e-05i,-0.00010184+0.00036861i,-0.00041732+0.00065646i,-0.00025152+0.0011466i,-0.00011815+0.00053736i,0.00023567+0.00056898i,-0.00011908+0.0017189i,9.7617e-05+0.001235i,0.00048066+6.3328e-05i,0.0002407+8.4385e-05i,-8.7023e-05+0.00030642i,-0.00036878-0.00044289i,4.5401e-05-0.00039803i,0.00017126-8.0452e-05i,-6.2259e-05+0.00021298i,-0.00074278+0.0002098i,-0.00038782+0.00012628i,0.00074543+8.9046e-05i
0.00098985-0.00016416i,0.0013704-0.00093941i,0.0011232-0.00074825i,0.00086745+4.7e-05i,0.00013164+0.00019113i,-0.00073854+0.00011704i,-0.00081887-0.00037526i,-0.00059571-0.00040079i,2.8247e-05-0.00012995i,0.0010368-3.4799e-05i,0.0014292+0.00035983i,0.00022559+0.00074796i,-0.00021939-0.00017505i,-3.1822e-05-0.00013704i,-0.0002204+5.5833e-05i,0.00036336-0.00019602i,0.00034508+0.00030143i,0.00031242+0.00032417i,0.00062135+0.00060236i,0.00061591+0.0014478i,-0.0003892+0.0012195i,-0.0011825+0.00039545i,-0.00057274+2.9695e-05i
-0.0017506-0.001149i,-0.00039718-0.0015057i,-0.0004567-0.00082306i,-0.00094158+0.0012974i,-0.0011881+0.0022761i,-0.00032445+0.0013074i,0.0007213-3.6643e-05i,0.00050858-0.00010407i,-0.00019964+0.00064371i,-0.00072156+0.0010743i,-0.00019557+0.0010485i,0.00010845+0.00080748i,-0.00051567+0.00052993i,-0.00081282+0.0001349i,-0.00016305+0.00027793i,0.00049193+0.00027815i,0.0007798-0.00019788i,0.00023988-0.00020909i,0.00039144+0.00018974i,0.00056893+0.00025754i,0.00010365-1.3152e-05i,2.3117e-05-0.00020975i,0.00045536-0.00059409i
0.0019266-0.00061859i,0.0018263-0.00087658i,0.0015622-0.0013589i,0.00033696-0.00027142i,-0.00034358+0.00019919i,0.00048932-0.00016442i,0.00071012+8.3742e-05i,0.00052427-2.2881e-05i,0.0005222-0.00013862i,0.00018735-0.0006752i,-0.00011538-0.00058502i,-9.2222e-06+0.00014803i,-0.00011543+0.00031726i,-0.00054232+0.00050684i,9.706e-05+0.00046353i,-0.00024416-7.1592e-05i,2.4164e-06+8.9233e-05i,0.0010182+0.00063174i,0.0012002+0.00025437i,0.00083875-0.00077453i,0.00029101-0.00058554i,-0.00069687-0.00045725i,-0.00051281-0.00084199i
0.0019503-0.00076698i,0.0019657-0.00051108i,0.0014616-0.000947i,0.0006848-0.00041676i,0.0003547+0.00021613i,0.00091402+0.00047294i,0.00055895+0.0005437i,-0.00028002+0.00021594i,-0.0005353-0.00039301i,-0.00018975-0.0008359i,0.00038063-0.00042533i,0.0001306+0.00026675i,-0.00029562+0.00058649i,-0.0004074+0.0007112i,4.4627e-05+0.00062391i,0.00034798+0.00020518i,0.000287-0.00013265i,6.376e-05+0.00027119i,0.00036543+0.00064958i,0.00020761+0.0001133i,0.00019104+0.00026389i,-0.00033486+0.00058072i,-0.00066913-0.00016993i
0.0011515-0.00034237i,0.0014946-0.00034777i,0.0021965-0.0011959i,0.0013315-0.0019716i,-0.00011921-0.0018541i,-0.00037216-0.00095847i,-1.7021e-05-0.00076634i,-0.00055434-0.00026292i,-0.00083028+1.7951e-05i,-0.00057048-0.00059522i,-0.00069622-0.00083208i,-0.00028562-0.00071855i,-0.00019524-0.00016749i,-0.00042577+0.00037308i,-8.1785e-05+0.00034385i,-0.00010217-0.00029912i,-0.00020712-0.00099016i,0.00036444-0.00045625i,0.0010366+6.597e-06i,0.00029715-0.00029441i,0.00011047+0.00012713i,0.00041973+0.00057031i,0.00020918+0.00073367i
-0.0016225+0.0022189i,-0.0011009+0.0024311i,-1.2235e-05+0.0021219i,3.2575e-05+0.0018191i,0.00015053+0.0013107i,-0.000136-2.9723e-05i,-0.00088012+0.00010006i,-0.0001057+0.00097391i,0.0005818+0.001168i,0.00021015+0.00061489i,0.00027624+1.9856e-05i,0.00036747-0.0001421i,0.0002987-0.00041678i,0.00034376-0.00077536i,0.00015879-0.00054077i,0.0004227+2.6771e-05i,0.00059367+0.00034422i,0.00014946+0.00085615i,-2.3244e-05+0.0010876i,0.00039681+0.0005918i,0.00041274-0.00011646i,-0.0002952-0.0002378i,-0.00018561-0.00032988i
0.0016144-0.00053961i,0.00096829-0.00052441i,0.00079394-0.00049795i,0.00075374-0.0011297i,-0.00020717-0.0011011i,-0.00094494-0.00037604i,-0.00043573+2.4378e-05i,0.0002824+0.00054359i,0.00055249+0.00067105i,0.00059102+0.00052585i,0.00065813+0.00070889i,0.00044692+0.00010234i,0.00060239-0.00060962i,0.00040302-0.00064965i,-0.00019208-0.00015595i,-7.0684e-05+0.00063849i,-7.1851e-05+9.3812e-05i,-0.00023765-0.00058645i,-0.00017215-1.8087e-05i,-0.00040832+0.00030639i,-0.00048265-0.00049985i,0.00052526-0.00091706i,0.00066287-0.00017955i
0.0015445+0.0010912i,0.0011063-0.00041597i,0.0010467-0.0008951i,0.00066989-0.00084184i,-2.1615e-05-0.00042286i,-0.00079078+0.00028227i,-0.00075726+8.1904e-05i,-0.00046779-0.00030572i,-0.0001355-0.00027407i,-4.4341e-05-0.00023417i,-0.00026379-0.00067628i,0.00020903-0.0011933i,0.00020344-0.00060336i,0.00040746+6.4646e-05i,6.8332e-05-0.00040495i,-0.00049342-0.00046194i,-8.099e-05-8.8794e-05i,0.00048853-0.00016044i,3.9931e-05-4.343e-05i,0.0003119+0.00012225i,0.00084787+1.1513e-05i,-0.00013354+5.908e-05i,-0.00038972-0.00018787i
-0.0016868-0.00096711i,-0.0011077+0.0002566i,-0.00070354+0.0013849i,-0.00024108+0.0014476i,0.00024122+0.00097625i,5.0465e-05+0.00034685i,-4.755e-05+0.00039384i,-0.0001554+0.00024004i,-0.00043614-5.5412e-05i,-0.00013699+0.00048783i,0.00086487+0.0010238i,0.0007649+0.00032955i,-0.00010362-0.00033892i,5.0144e-06-4.6596e-05i,-9.2756e-05-8.3981e-05i,-0.00093218-0.00022812i,-0.0011513-9.5685e-05i,4.354e-05+8.7595e-05i,0.00083052-6.9757e-06i,0.00029129-0.00041707i,-5.8765e-05-0.00050272i,0.00025043-4.0716e-05i,9.3729e-05+0.00042858i
0.002032-0.0014916i,0.0019041-0.0013414i,0.0015303-0.0009929i,0.0010567-0.00119i,-1.759e-05-0.0015218i,-0.00050642-0.00053431i,-0.0012166-0.00028757i,-0.0020617-0.00055985i,-0.0018726+0.00033844i,-0.00055915+0.00034473i,-6.2971e-05-0.00047372i,0.00071756-0.00031397i,0.00097159+0.00029535i,0.00026807+0.00012657i,-0.0001518-0.00036021i,-0.00040637-0.00039799i,-0.00055855+0.00010285i,-0.00012999+0.00053162i,0.00039118+0.0010574i,-1.0084e-05+0.001188i,-0.00050767+0.00045628i,-0.0006966+0.00040152i,-0.00052316+0.00044833i
-0.00030233-0.0011669i,0.00032812-0.00046897i,-0.00043627+0.00039741i,-0.0010021+0.00049214i,-0.00012418+0.00039706i,-0.00031054+7.9096e-07i,-0.00092524+8.5991e-06i,-0.0011737-0.00011855i,-0.0010465-0.0011105i,-0.00069556-0.00047601i,-9.1292e-06+0.00031473i,0.00052335+0.00022636i,0.00030949+0.00034573i,0.00034979-0.00027033i,0.00043054-0.0012457i,-0.00029674-0.0012142i,-0.00055999-0.00042061i,8.9895e-05-0.00041746i,0.00040896-0.0006487i,0.00014139-3.5891e-05i,0.00039106+0.00049324i,0.00076473+0.00045925i,0.0008492+6.079e-05i
0.0013512-0.00053334i,0.00096608-0.0021104i,0.00048038-0.002412i,0.00029794-0.0012199i,-0.00034771-0.00036246i,-0.00058951-0.00013027i,-0.0004228-0.00044963i,-0.00011227-0.00030343i,5.1959e-05+0.00034338i,-6.7023e-05+0.00047247i,0.00029862+0.00049942i,0.00047827+0.0003047i,0.00018713+0.00029507i,-0.00033448+0.0010139i,-0.00066288+0.00052652i,-0.00037239-0.00069416i,0.00024861-0.0009034i,0.00070337-0.00054332i,0.00098914+5.3908e-05i,0.00063043+0.00037942i,-0.00024942+0.00074796i,7.6753e-06+0.00076495i,-0.00034768+0.00069107i
0.0010186+9.3045e-05i,0.00060588+7.5901e-05i,0.00026031+0.00038089i,8.655e-05+0.00050288i,0.00086223+8.9201e-05i,0.00047995-0.00016059i,-0.001303+0.00012797i,-0.0012444+0.00032926i,-0.00011345+0.00049796i,-0.00015776+9.2565e-05i,-2.7962e-05-0.00043242i,4.1653e-05-0.00012001i,0.00026064+0.00060734i,-0.00016381+0.00076757i,0.00028423+0.0004131i,0.00069022+0.00032927i,0.00045269+0.00021281i,0.001044-2.2925e-05i,0.00078946-0.00047873i,3.8886e-05-0.00057598i,-0.00066506-0.00078356i,-0.0009901-0.00096758i,9.0508e-05-0.0004175i
0.0030543-0.0028779i,0.0024776-0.0038351i,-0.00019989-0.0038685i,-0.001178-0.0021297i,-0.0013724-2.6304e-06i,-0.00047278+0.0013665i,5.0874e-05+0.001156i,-0.00035348+0.00014591i,-0.00044845-0.00062762i,-0.00063609-0.00061966i,-0.0006287+8.9401e-05i,-4.4527e-05+0.00039599i,-8.2708e-05+0.00042739i,-0.00080978+0.00062601i,-0.00016692+0.00095212i,0.00055584+0.00097915i,0.0001382+3.0966e-05i,-0.00061249-0.00030776i,-0.0009884+0.00025405i,-0.00085083-5.9767e-05i,0.00045229-0.00019985i,0.00082218+0.00047154i,-2.0335e-05+0.00081291i
0.00044968-0.00031334i,0.00010387-0.001419i,-0.0013354-0.00081787i,-0.0020424+0.0003365i,-0.0015702+0.0011909i,-0.0010261+0.00068167i,-9.7878e-05+0.00022971i,0.00051849+0.0012936i,0.00036897+0.0015883i,0.00051191+0.00078894i,0.00024515+0.00064879i,0.00024235+0.00040899i,0.00034476+0.00021826i,-0.00022413+0.00044824i,-0.00011171+0.00084386i,-3.9694e-06+0.00080751i,-0.00087108+0.00059057i,-0.0013214+3.6338e-05i,-0.0009825-0.00022472i,5.1216e-05-0.00024058i,0.00042659-0.00080058i,0.00027089-0.0014259i,0.00059546-0.00063153i
-0.0011697+0.0012909i,-0.00141+0.0010867i,-0.0012512+0.00082825i,0.0005885+0.00053476i,0.0017564+0.00082288i,0.0013297+0.00048204i,0.00014216+0.00045647i,-0.00042225+0.00073692i,-0.0007948+0.00013465i,-0.0011391-0.00032198i,-0.0007586-0.00031126i,-0.0007941+5.3358e-05i,-0.00093098+0.00020705i,3.7235e-05-9.6028e-05i,0.0008741-0.00019431i,0.00039581-0.00029168i,-0.00014313-0.00023152i,0.00060225+0.00018704i,0.00061833-2.8377e-05i,7.619e-05-0.00056913i,-3.8206e-05-0.00078319i,-0.00049331-0.00015495i,-0.00030244+0.00056085i
-0.00043786+0.002795i,0.00012431+0.0036579i,6.1327e-05+0.0025271i,0.00049652+0.0011333i,0.00064435+0.0011166i,0.00083544-0.00022062i,6.2835e-05-0.00049625i,-0.0005951-0.00034508i,-0.0004985-4.51e-05i,-7.6226e-05+0.00036559i,-1.0429e-05+0.00023857i,-0.00019181+0.00034519i,0.00021792+0.0004072i,0.00056-0.00024188i,0.00016428-0.00058824i,4.4987e-05-7.2366e-05i,0.00038364-4.0979e-05i,0.00041893-0.00066144i,-3.2276e-06-0.00028609i,-0.00011358+0.00023737i,0.0004343-0.00012858i,0.00012606+2.5953e-05i,-6.34e-05+9.0917e-05i
0.00045366-0.00092804i,0.00094585-0.00084669i,-0.00078901-0.0017435i,-0.0016779-0.0011455i,-0.0016351+7.5813e-05i,-0.0011482-0.00027785i,-0.00053415-0.00085895i,-0.00017479-0.00043661i,-0.00089227-0.00043997i,-0.0014235+0.00013312i,-0.00089934+0.0013961i,-0.00035509+0.0016131i,-0.00051139+0.00054542i,-0.00049124-0.00015338i,-0.00018799+0.00050456i,-0.00043915+0.00085584i,-0.0010191+0.00044375i,-0.001333+0.00028222i,-0.00047111-0.00022128i,0.00078469-0.00021814i,0.0006773+6.7728e-05i,-0.00020199+7.4717e-05i,-0.00073915+0.00029071i
0.00084283-0.0015906i,0.00039019-0.0011602i,-0.00032114-0.0015358i,-0.0009304-0.0018966i,-0.00018321-0.00083587i,0.00051487+0.00064412i,0.00056987+0.0011992i,0.00055268+0.00074809i,0.00029285-1.5838e-05i,0.00026797+0.00048397i,0.00011087+0.0012573i,-0.00084234+0.00096521i,-0.00079724+0.00066984i,-0.00074948+0.00013157i,-0.00097306-0.00030993i,-0.00056557-0.00024726i,0.00023809+0.00033348i,0.00026648+0.00064556i,0.00025237+0.00035095i,0.00053867+3.9946e-05i,-0.00034907-0.00033359i,-0.0008111-0.00020394i,-0.00033888+0.00025824i
0.00091833+0.00086539i,0.0022507+0.00084425i,0.0032578+0.00028788i,0.0017544-0.000212i,-0.00021315-0.00018526i,-0.00076562-0.00013201i,-0.00058638+9.2242e-05i,-0.0005151+0.00027698i,0.00019928-2.0149e-05i,-1.9624e-05-0.00045288i,-0.00057889+0.00016455i,-0.00017699+0.00074402i,-8.4616e-05+0.00077709i,-0.0001893+5.6353e-05i,0.00010623-0.00083018i,-0.00017259-0.00030872i,0.00042118+9.0089e-05i,0.0012681-0.00024356i,0.00096735-0.00043037i,0.00043964-0.00050488i,0.00062063-0.00038112i,0.00074346+0.0002079i,0.00019947+0.00041824i
0.0018147+0.00086928i,0.0012798+0.0011857i,0.00026808+0.00042945i,-0.00013725-0.00039627i,-0.00027107-4.3848e-05i,-0.0011383+0.0004545i,-0.00086073-0.00012145i,0.00029859-0.00034108i,0.00041683-0.0002083i,0.00051589-0.00015251i,0.00080612-2.2127e-05i,0.00085926+0.00049834i,0.0014514+0.00057431i,0.0011428-0.00034528i,-0.00013943-0.00044144i,-0.00041479+0.00046353i,8.6333e-06+0.00065838i,-0.00055408+0.00046882i,-0.00054595+0.00055051i,0.00026106+0.00081062i,0.00030025+0.0010841i,-1.7855e-05+0.00066663i,-0.00074643-0.0001518i
-0.00086316-4.7151e-05i,-0.00061042-0.00039579i,0.00010437+0.00042297i,0.0010015+0.0023743i,0.0017967+0.0026153i,0.001622+0.0010723i,0.00036736-0.00015049i,-0.00039884-0.00062942i,-0.00067191-0.00063722i,-0.00064524-0.00042443i,-0.0001746-0.00018037i,0.00081166-0.00033961i,0.0014338+0.00018672i,0.00053107+0.00054253i,-0.00030459+0.00048539i,0.00010207+0.00034469i,0.00043704+0.00050814i,0.00019936+0.00098848i,-0.00023787+9.1042e-05i,-0.00037618-0.00065173i,-3.1785e-05+9.0833e-05i,0.00037728+0.00059764i,0.00011385+0.00022042i
-0.0011353-0.000321i,-0.00081583-0.00022364i,-0.00083463+0.00019947i,-0.0013751+0.00050678i,-0.0011176+0.00014602i,-0.00061188-0.00012747i,-5.6143e-05-0.00020746i,0.0010701-0.00015395i,0.00084961+0.00075002i,0.00026926+0.00068249i,8.8251e-06-0.00013476i,-0.00030116-0.00033301i,-4.8231e-05-0.00057019i,0.00037041-0.00046817i,0.00030246+3.5779e-05i,0.00057591+0.00018784i,0.00049898+0.0002208i,0.000187+4.2147e-05i,0.00023376+0.00019309i,0.0009796+0.00036612i,0.00066199+0.0010372i,1.0098e-05+0.0012367i,-3.4557e-06+0.00047962i
-1.9453e-05-0.00059905i,-0.00087029-0.0014345i,-0.0012544-0.0015264i,-0.00057456+2.2602e-05i,0.00023411+0.0013234i,-0.00028361+0.0015348i,-0.00086294+0.0008611i,-0.0011165+0.00075763i,-0.0014663+0.00067981i,-0.0012222+0.0004804i,-0.00090622+0.00075282i,-0.00042001+0.00096227i,-9.5017e-05+0.0011426i,-0.00015637+0.00064939i,5.2603e-05-0.00020423i,0.00073399-0.00042307i,0.0010008+0.00019643i,0.00050924+0.0011509i,0.00074195+0.00054217i,0.00050973-0.0003727i,-0.0003483-9.66e-05i,-0.0002986-7.5341e-05i,5.512e-05-0.0005635i
-8.7403e-05-0.00027385i,-0.0003207+0.00019456i,-5.2912e-06+0.0011429i,0.00015036+0.0012741i,0.00015224+0.0010981i,0.00041454+0.0011137i,0.00050734+0.00098932i,0.00041524+0.0003507i,0.0004546+0.00028783i,7.6438e-05+0.00039005i,0.00036377+0.00015102i,0.00057574+0.0007063i,7.451e-05+0.00065505i,0.00014227+0.00031476i,-6.6699e-05+0.00039744i,0.00017406+8.7776e-05i,0.00058308-0.00029729i,0.00070703+6.5076e-05i,0.00022235+0.00032633i,-0.00058803+0.00027066i,-0.0004443+0.0002417i,-0.00022928+0.00014884i,0.00010207+0.00052964i
-0.00082479+0.00028722i,-0.00021042+0.00033723i,-0.00061243+0.00069646i,-0.00048982-9.1373e-05i,-0.00063709-0.0011426i,-0.00025288-0.0011325i,0.00026186-0.00073579i,0.00022629-0.000981i,0.00058044-1.9605e-05i,0.00088081+0.00065183i,0.00034434+0.00093353i,-0.00090977+0.0010502i,-0.00070257+0.00035007i,0.00041823+0.00022778i,0.00067014+0.00094803i,0.00052974+0.00052134i,0.00031031-0.00051058i,-7.143e-06-0.00012122i,-0.0002227+8.6709e-05i,0.00053157-0.00041113i,0.000907-0.00049711i,0.0004047-0.00026656i,0.00053394+4.9474e-05i
0.00077726-0.00067342i,0.0003963-0.00025969i,-0.0005989-0.00063314i,-0.00089856-0.00099366i,-0.00068253+0.00013911i,-8.1524e-05+0.0004615i,0.00018086+0.00035324i,0.00084282+0.00052157i,0.00072958-3.3742e-05i,-0.0004637+1.4206e-05i,-0.00077107+0.00060431i,-0.0001509-1.0517e-05i,0.00031926-0.00014591i,-7.2758e-05+0.00038207i,-0.00059693+0.0003373i,-0.00034542+0.00049639i,-0.00023514+0.00082198i,-0.00019817+0.00065332i,-0.00017613+1.7847e-05i,-0.00058561-0.00032304i,-5.4443e-05+0.00077057i,0.00029482+0.0016579i,-0.00027607+0.00088355i
0.0014642+0.0016339i,0.0012734+0.00058606i,0.0022467-0.00083602i,0.0018981-0.0013346i,0.00018537-0.0014605i,-0.000481-0.00049343i,0.00013411+0.00021684i,0.00069018-0.00074506i,0.0012599-0.00074278i,0.00084592+0.00014024i,-0.00074228-0.00021983i,-0.0016093-0.0010971i,-0.0010336-0.00092675i,-0.00043441-7.9594e-05i,-0.00068746+0.00015925i,-6.3046e-05-0.00016324i,0.00069661-0.00059654i,-7.2438e-05-0.00052398i,-0.0006796+6.5636e-05i,-3.0931e-05+0.00037447i,-0.00036029+9.5462e-05i,-0.00010898+1.6421e-05i,0.00061751+7.9371e-05i
0.0006721-0.00057015i,0.00015491-0.0012172i,-0.00043514-0.00016853i,-0.00030425+0.00061827i,6.5456e-05+0.00052631i,0.00012957-4.813e-05i,0.00015819-0.00036351i,0.0010609-7.0556e-05i,0.0011329+0.00074272i,0.00083216+0.00028704i,0.00068791-0.00034322i,9.1534e-05+0.00029209i,2.6607e-05+0.00052681i,0.00035558+0.0001352i,-0.00021123-3.1441e-05i,-0.00023574+0.00084348i,0.00031449+0.00091434i,0.00022987+0.00011221i,-7.227e-05+1.2003e-05i,-0.00010396-0.00048825i,-0.000134-0.00039421i,-0.00013898+9.5243e-05i,-0.00035126+0.00040298i
-0.00089609-0.00049382i,4.0895e-05+0.00021422i,-0.00019078+0.00077701i,-0.00020386+0.0010361i,0.00061096+0.0011693i,0.00025913+0.00055611i,-0.0010265-0.00050201i,-0.00091595-0.00037514i,2.9101e-05+0.00043638i,-1.7028e-06+0.00011871i,-0.00042892-0.00022625i,-0.00011704+0.00048931i,0.00022357+0.0007145i,-0.00039267-0.00016857i,-0.00078836-0.0004187i,-0.00071285+0.00025973i,-0.00034636+0.00049027i,-6.063e-05+0.00027039i,1.4732e-05-0.00021827i,-0.00018514-0.00067349i,-0.00065449-0.00073823i,-0.00060602-0.00028832i,-0.00043221+0.0003751i
-0.000602-0.00017781i,-0.00016867+0.00082684i,0.00024678+0.00080987i,0.00057327+0.00054778i,-1.7554e-05+0.00024557i,-0.00011895+0.00022618i,0.00016764-0.00019441i,0.00011147-0.00028132i,0.000221+1.288e-05i,-0.00031816+8.2145e-05i,-0.00062258+0.00032958i,3.2713e-05+0.00030395i,0.00059056-0.00034256i,0.00065684-0.00067323i,0.00033395-0.00043914i,0.00023448+0.00012942i,0.00043865+0.00037423i,0.00020434-5.8381e-06i,-4.4151e-05-0.00026169i,-0.00021131-0.0004476i,-0.00042609-0.00058156i,0.00039911-0.00016933i,0.00082071+3.9114e-05i
0.00086883+0.0014221i,0.00026106+0.00064457i,0.00087466-0.00029685i,0.0012807-0.00061795i,-7.0763e-05-0.00022838i,-0.0011916-0.0001219i,-0.0011694-0.00049833i,-0.00018906-0.00091626i,0.00028767-0.00062895i,-0.00027439+0.00027926i,-0.00098261+0.0010115i,-0.0008692+0.0011752i,0.00027561+0.0010764i,0.00069785+0.00076725i,0.00034186+2.698e-05i,0.00043029+0.00019633i,3.1146e-06+0.00067682i,-0.00071569+0.00042497i,-0.00088298+0.00020496i,-0.0012849-0.00016984i,-0.0015409-0.00083253i,-0.0014799-0.0011928i,-0.0010625-0.00083272i
-0.0007231-0.0017165i,3.5092e-05-0.00097591i,-0.0008191-0.00022369i,-0.0019163-2.5911e-05i,-0.0016428+0.00021611i,-0.00060789+0.00055948i,-0.00042077+1.1284e-06i,-0.00096132-0.00038007i,-0.0005021+0.00010137i,-4.411e-05+0.00059996i,6.8956e-05+0.0001995i,0.0010992-0.00040624i,0.0012661-0.00078175i,0.00055952-0.00084152i,0.00029681-0.00021722i,-0.00034014-0.00026116i,-0.00073567-0.00018443i,-0.00055373+0.00031416i,-0.00053582+0.00069212i,-0.00055339+0.00057926i,-0.00021494+0.00041094i,6.6162e-05+4.8374e-05i,0.00024254-0.00011791i
-0.00041522+7.4393e-05i,0.00021421+0.00081943i,0.00017992+0.0014647i,0.00043408+0.0012923i,0.00099166+0.0014968i,0.0008233+0.0013763i,0.00029178+0.00078643i,0.00080652+0.00034395i,0.00096993-2.5162e-05i,-8.8229e-05-1.5505e-06i,-0.00086384+0.00043882i,4.516e-05+1.6747e-05i,0.00032418-6.1124e-05i,-0.00018801+0.00042416i,-0.00043879+0.00061541i,-0.00042884+0.00065791i,-0.0002491+0.00044849i,-0.00046782+0.00070863i,-0.00057222+5.7305e-05i,4.5612e-05-0.0012105i,0.00026497-0.001164i,0.00035459-0.00088245i,0.00016876-0.00093221i
0.0011438+0.00044785i,0.0009073+3.0812e-06i,0.00052351-0.00022369i,0.00039585-9.135e-05i,0.00063121-0.00018391i,0.0011801-0.00075302i,0.0012258-0.00081206i,0.0010153-0.00056901i,0.00070552+0.0003771i,-0.00013406+0.001017i,-0.00077956+0.0010059i,-0.00043614+0.00042463i,0.0001009-0.00014347i,0.00023709-0.00083962i,0.00014449-0.00075067i,-0.00013319-0.0003431i,-0.00012329-0.0005648i,0.00012026-0.0010366i,0.00040813-0.00079293i,0.00014176-0.00010139i,-0.00017268+0.00058235i,-0.00038089+0.00073295i,-0.00024892-3.5252e-06i
