0.00064594+0.00061753i,-0.00013755-0.00052429i,-0.00031142-0.0013559i,-0.0014161-0.0013328i,-0.0025774-0.00030076i,-0.00241+0.00068085i,-0.00092699+0.001164i,0.00066647+0.0013565i,0.0014331+0.0017728i,0.00068332+0.0016945i,0.00015231+0.0010608i,0.000171+0.00016295i,0.00038501-0.00054345i,0.00055026-0.00073811i,0.00085373-0.0010102i,0.00058191-0.0009343i,0.00056437+0.00015775i,0.00057051+0.00023954i,3.4308e-05-0.00014385i,0.00015405+0.00039781i,0.00050945+0.00042584i,0.00064708-0.0004683i,0.0011538-0.00033643i
-1.0481e-05-0.0011403i,-0.00056132-0.0011278i,-0.00047194-0.0004195i,-0.0010579-0.00035069i,-0.001305-0.00059669i,-0.0011311-9.6944e-05i,-0.0010087+0.00038239i,-0.00050423+0.00051769i,0.00034656+0.00034793i,0.00062729+0.00030889i,0.00087671+0.00018322i,0.0012586-2.404e-05i,0.0013674+0.00061862i,0.00070636+0.00046831i,0.00026662+7.6048e-05i,0.00039249+0.00013289i,0.00049547-0.00029964i,0.00026848-0.00031568i,0.00015624+0.00013655i,5.7749e-05+0.00020368i,-5.9655e-05-0.00026805i,0.00057899-0.00068777i,0.00080159-0.00024427i
-0.0010681-0.00042132i,0.00015791-0.00077589i,-0.00049637-0.00089787i,-0.0011886-0.00065421i,-0.00011685-0.0013799i,0.00013002-0.0014041i,0.00037024-0.00085311i,0.00036788-0.00015879i,-0.00041495+2.9194e-06i,-0.0005817-1.1461e-05i,-0.00018753+0.00039953i,-0.0003912+0.00065405i,-0.0008782+0.00031419i,-0.00037165+0.00055598i,-0.00044181+0.00049293i,-0.00073426-0.00021072i,-0.00070382-0.00034082i,-0.00022692-0.00051577i,0.00090563-0.0010297i,0.00083865-0.00027916i,3.0541e-05+0.00054836i,-0.00014594+8.797e-05i,-0.00011194+0.00016792i
-0.00029235+0.0011512i,-0.00059258+0.0016836i,-0.00034231+0.0015507i,-0.00082594+0.00075183i,-0.00092357-0.00054902i,-0.00029572-0.00033344i,-0.00026377+0.0008742i,-0.00028686+0.00094709i,-0.0006622+0.00074499i,-0.00072012+0.00070301i,0.00022865-0.00029696i,0.00038561-0.0013051i,0.00059242-0.0010779i,0.0010826-0.00029545i,0.00058106+0.00034071i,0.0001214+0.00072892i,0.00037121+9.2204e-05i,0.00026039-0.00056152i,-3.52e-05-0.00043101i,-0.00020917-0.00035593i,-0.00045092+0.00026826i,-0.00078726+0.00081057i,-0.00067059+0.00031643i
0.00014298+0.00032772i,0.00040438-0.00030903i,-0.00017721-0.0005369i,-0.00097619-0.00026787i,-0.00064256-0.00023498i,-0.00050135-0.00081517i,4.2797e-05-0.00076565i,0.00036875+7.2434e-05i,-0.00033708+0.00011597i,-0.00012838-0.00025224i,0.0004342-0.00036155i,7.126e-05-5.6244e-06i,-0.00029861-0.00013052i,0.00025443+0.00017563i,0.00010094+0.00037545i,-0.00016507-0.0003128i,0.00027444-0.00033697i,7.2747e-06+0.00032108i,-0.00030605+0.00040429i,-0.00023623-0.00037536i,-0.0001667-0.00079149i,0.00031217-0.00051387i,0.0009516-0.00094187i
0.00022642-0.001921i,-0.00015155-0.0017485i,-0.0005449-0.0021641i,-0.0013037-0.0020871i,-0.0019416-0.0011915i,-0.00089369+0.00013294i,0.00022303+0.0016639i,0.00056454+0.0013585i,0.00087763+0.00039859i,0.00086856+0.00073483i,-4.3779e-05+0.0011164i,-0.00014694+0.0010066i,0.00018668+0.00068186i,0.00025465+0.00071799i,0.00098314+0.00060578i,0.0015285+0.00045187i,0.00077738+0.0004919i,-1.2114e-06-8.2011e-05i,-0.00020653-0.00058068i,-2.785e-05-0.00049512i,-0.00010092-0.00060169i,-0.00039484-0.00024196i,-0.00095057+0.00034283i
0.0020959-0.0019394i,0.0020537-0.0017401i,0.00095027-0.0026222i,-0.00017128-0.0037503i,-0.00020697-0.0029295i,-0.00084296-0.0017645i,-0.00081797-0.0013031i,0.00014544-0.00020271i,0.00058452-0.00014551i,0.0005398-0.0009171i,-4.9706e-05-0.00028879i,-0.00063308+0.00088109i,-0.0002852+0.00051188i,0.00071118+0.00028264i,0.0010648+0.00084056i,0.00098858+0.00057081i,0.0012482+0.00010141i,0.00097123-0.00029276i,-0.00029223-0.00043183i,0.00011186-0.00058608i,0.0012493+0.00015568i,0.0010212+0.0011165i,0.0002313+0.00049872i
-0.0026511-0.0010848i,-0.0021086-0.0016689i,-0.0015776-0.0017023i,-0.00083226-0.00023503i,-0.00076128+0.00034408i,2.4993e-05+0.00093348i,0.00033425+0.0015565i,0.00060215+0.00044506i,0.00075256+0.00014699i,3.3983e-05+0.0011815i,0.00030991+0.0015383i,0.00097804+0.00065203i,0.0012783+0.00018249i,0.0015304+0.00041104i,0.0012133-0.00015747i,0.00072544-0.00043207i,0.00055313-0.00015122i,0.00038581-0.0002193i,0.00018725-0.00067497i,0.00032665-0.00081795i,-1.7954e-06-0.00039957i,-0.00011798+0.00029227i,0.00021979+0.00064287i
0.00084693+0.0019778i,0.00087263+0.00182i,0.00025243+0.0008781i,0.00042146-0.001182i,-0.00021576-0.0018042i,-0.001272-0.001111i,-0.0015835-0.00010269i,-0.0012854+0.00079243i,-0.00076364+0.001483i,-0.00051746+0.0016057i,-0.00077601+0.00071641i,-0.00017872-0.00037851i,0.00029451-0.00043182i,0.00011431+0.00031288i,0.00013773+0.00069668i,4.4095e-05-0.00031239i,-0.00037379-0.0010342i,-8.5975e-05-0.00073096i,0.00061753-0.00028882i,0.00023702-0.00012425i,-5.8438e-05-0.00032455i,6.6801e-05-0.00043571i,0.00026169+3.5446e-06i
3.5957e-05-0.00027679i,-0.00018635+2.9897e-06i,-0.00063246-0.00029802i,-0.00023229-0.00012031i,0.00021104-0.00027891i,-0.0002374+4.3485e-05i,-8.9646e-05+0.00030648i,0.00089271+0.00037241i,0.001397+0.00073896i,0.00089879+0.00027776i,0.00061385+0.00012553i,0.0006105+0.00039986i,0.00061966-7.9065e-06i,0.0013169+2.5772e-05i,0.0018304+0.00055001i,0.0012046+0.0001759i,0.00033347-0.0004916i,0.00022143-0.0010957i,0.0003997-0.0012194i,0.00032476-0.00051907i,3.0547e-06+0.00034648i,0.00019156+0.00039471i,0.00048297+0.00035031i
-0.0004189-0.0030791i,-0.00012225-0.002563i,-0.00096154-0.0024457i,-0.0023425-0.0018633i,-0.0027292-0.0011559i,-0.0015455-0.00045914i,-6.0959e-05-1.327e-05i,0.00020537+0.00028087i,0.00016856+0.00039724i,1.3012e-05+0.00085238i,-0.000616+0.0012037i,-0.00069514+0.00090931i,-0.00040675+0.00064878i,0.00039925+0.00053326i,0.001192+0.0008642i,0.00069889+0.00051242i,2.8955e-05+4.0333e-05i,-0.0002073-0.00070397i,1.0675e-05-0.00045044i,-0.00037532+0.00010968i,-0.00046328+0.00015734i,-0.00011459+0.00052164i,-3.221e-05+0.00025478i
0.00033849-0.00027212i,0.00045821-0.00055841i,0.00061585-0.00015286i,-4.6093e-05-0.00012825i,-0.0005566-0.00070196i,-0.00032259-0.00039472i,-0.00055538+0.00038988i,-0.00026833+0.00066591i,-0.00013941+0.00073273i,-0.00042595+0.00041537i,-0.0003695+0.00041113i,5.4533e-06+0.00068186i,0.00084047+0.00060383i,0.00010645+0.00079921i,-0.0008007+0.00043412i,-5.6734e-05-0.00014127i,0.00076693-0.00022767i,0.0010917-0.00035505i,0.0003823+1.1046e-05i,-0.00058203+0.00032038i,-0.00074169-7.2376e-05i,-0.0002788-0.00034905i,0.00010535+0.00033087i
-0.0004747-0.0004126i,8.2448e-05-0.00065763i,-0.00029434+0.0011342i,0.00027615+0.0011783i,0.00051855+0.00036382i,0.0010793-0.00028486i,0.0023146-0.00048976i,0.0027342-0.00022312i,0.0017188+0.00050527i,0.0011336+0.0015674i,0.0010503+0.001681i,0.00066151+0.00054277i,0.00044243-0.0001624i,0.00023231+0.00066678i,0.00031816+0.00093294i,0.00081495-0.00018841i,0.00024955-0.00066516i,-0.00034081-0.0006759i,-0.00048971-0.00083795i,4.6769e-05-0.00099918i,0.00048952-0.00058598i,-0.00016826-0.000394i,-0.0004255-0.00040481i
0.0010777+0.00078056i,0.0015296+0.00046496i,0.0013277-0.00075337i,0.0001574-0.001335i,0.0001532-0.0016125i,0.00012532-0.00076451i,-0.0004833+6.8766e-05i,-0.00048885+0.00061454i,1.568e-05+0.00085417i,-0.00023611+0.00078168i,-0.00063593+0.00048707i,0.00025552+8.6776e-05i,0.00079021+0.00029767i,0.001246+0.0003559i,0.0013045+3.2359e-05i,0.00072692-6.7164e-05i,0.00011161+0.00018577i,7.4152e-05-0.00038287i,0.00027496-0.0014174i,0.00039834-0.0015763i,0.00056541-0.00049636i,0.00079659+5.5654e-05i,0.00031381-0.00033658i
0.00079194+0.0014167i,0.00083362+0.00050202i,0.00061087-0.00095778i,-0.00010055-0.0011918i,-0.0012519-0.00095078i,-0.0015116-0.0010378i,-0.00042501-0.0008338i,0.0011108-0.00081362i,0.001325-0.00068754i,0.00033827-0.00071834i,-0.0002951-0.0003901i,-0.00022409+0.0001769i,-0.00041693+0.00049242i,0.0001781+0.00054613i,0.000356+0.00030016i,-6.006e-05+0.00012467i,0.00053266+0.00059551i,0.00086702+0.001056i,0.00050506+0.0012575i,-0.00075382+0.00064999i,-0.00069681-0.00031783i,0.00052352-0.00052885i,0.00090914-0.00018838i
0.00011333+0.00065131i,-0.00027192+4.935e-05i,-0.00023696+0.00036105i,0.00027985+0.00088285i,0.00045929+0.00024763i,3.7364e-05-7.4999e-05i,-0.00064177+0.00068921i,0.00011275+0.0016832i,0.00067573+0.0015331i,0.00068104+0.0010718i,0.0010391+0.00096956i,0.00088634+0.0009985i,0.00020949+0.00055193i,-0.00048871-0.00019748i,-0.00080609-8.776e-05i,-0.00024918+0.00014802i,-5.7784e-05-0.00097266i,0.00034048-0.0013413i,0.00048495-0.00088718i,-0.00028432-0.0011614i,-0.0003217-0.00068549i,-0.00029554+0.00033554i,-0.00058125+0.001172i
0.0029426+0.00024145i,0.0021377-0.00046742i,0.0020025-0.0013164i,0.0016097-0.0014866i,0.0008055-0.0015887i,1.8951e-05-0.0011693i,-0.0005848-0.00026981i,-0.00033796+9.3186e-05i,-0.0001799-7.5237e-05i,-0.00040391-0.00012493i,-0.00020676+0.00011397i,-0.00039263+0.00081643i,-0.00021496+0.0014061i,2.5595e-05+0.0012862i,0.0003144+0.00096478i,-8.1042e-05+0.00044915i,0.00038056-0.00021844i,0.0012271-0.00017759i,0.0012937-0.00015414i,0.00036782-5.6291e-05i,-0.00042678-0.00015779i,0.00015454-0.00026131i,0.00039195-0.00045344i
-1.7727e-06+0.0010788i,-0.00067238+0.00073103i,0.0002355+0.00058716i,0.0015091+0.00026798i,0.0013385+0.0004656i,0.00046577+0.00067727i,0.00033722-6.4142e-05i,0.00090826+0.00017839i,0.0007368+0.0011413i,0.00040798+0.00087109i,0.00043953+0.00091144i,0.00036275+0.00057505i,0.0001951+0.00040737i,5.0954e-05-0.00035247i,-0.00023432-0.00096885i,-0.00087992-0.0011447i,-0.00042499-0.0013554i,0.00039868-0.00082446i,-0.0006775-8.4689e-05i,-0.0013766-0.00045159i,-0.0001345-0.00078707i,0.00077686+3.2405e-05i,0.00047733+0.00040381i
0.00045416+0.00064418i,0.0017098+0.00053105i,0.0013713+0.00015951i,0.00010562-0.00076575i,-0.00098952-0.0013979i,-0.0020701-0.00099062i,-0.0021583+0.00012553i,-0.0010777+0.00016053i,-0.00086944+0.0003857i,-0.00086333+0.0011176i,-0.00013214+0.00080586i,0.00016065+0.00026012i,-0.00032992+0.00053416i,-0.00021866+6.8009e-05i,7.8505e-05-0.00095732i,2.8614e-05-0.00076604i,0.00027132-0.00016671i,3.3087e-05-0.00025575i,-0.00065901-8.8207e-05i,-0.00098425-0.00027766i,-0.00025328-0.0005307i,0.00039539-0.00025954i,0.00030339-0.00048582i
0.0018012+4.7955e-05i,0.0015884+0.00052582i,0.0027288-0.00048802i,0.0017084-0.00080439i,0.00037077-0.00069755i,0.00023046-0.00086782i,0.00030995-0.00075209i,0.00092932-0.00042785i,0.0013452+0.00016173i,0.00069343+0.00066657i,-0.00038838+0.00051222i,-0.0012196-2.8229e-06i,-0.0014824-0.0003773i,-0.0013442-0.00085318i,-0.00063465-0.00059085i,-0.00052286+0.00031301i,-0.0002685-0.00019502i,0.00020586-0.00026726i,0.00014122+0.00039493i,0.00011129+0.00015544i,-7.1481e-05-0.00044256i,-0.00067114-0.00028513i,-0.00018858-0.00023401i
-0.0024463+0.00011729i,-0.0024344-0.0003333i,-0.0024497-0.00056577i,-0.001881+0.00021195i,-0.00010048+0.00020483i,0.0010519-0.00023751i,0.00083588-3.4007e-05i,0.00077587+0.0005937i,0.0007817+0.00078287i,0.00087538+0.0012326i,0.00032457+0.0016078i,-1.6689e-05+0.00098502i,0.00046124+0.0010398i,0.00085349+0.0014187i,0.0009181+0.0008093i,0.0012735+0.00026907i,0.00066508+0.00012336i,-0.00055035+0.00020765i,0.0003824+0.00019833i,0.0015139+0.00041566i,0.00086263+0.0010782i,-0.00043473+0.0004959i,0.00015176-0.00012236i
0.0027169+0.0017074i,0.0011872+0.0014436i,0.0015884-0.00088239i,0.001361-0.0016672i,-0.00030108-0.0017653i,-0.0011834-0.0013439i,-0.0015573-0.0002329i,-0.00038343+0.0003526i,0.0011258+0.00045802i,0.0009035+0.00012492i,0.00027507+0.00017092i,0.00031844+0.00039116i,0.00010653+0.00016001i,-0.00013609+0.00040341i,-0.00019793+0.00017134i,-0.00054374-0.00031764i,-9.7327e-05-0.00057694i,0.00041785-0.0008167i,0.00051526-0.00062959i,-9.0604e-05-0.00039047i,-0.00078745-0.00055314i,-0.00081867-0.00070844i,-0.00019472-0.00019616i
0.0011874+0.003908i,-0.00044915+0.0039241i,0.00016804+0.00039502i,0.00082574-0.0008157i,0.00033783-0.0013054i,-0.00081699-0.0014773i,-0.00097297-0.00049835i,0.0001136+0.00023807i,0.0012388+0.00053201i,0.00090019-0.00032023i,-0.00045738-0.0013411i,-0.00061593-0.0009134i,-0.00065621-1.1374e-05i,-0.00047432+0.00066007i,-0.00018513+0.0010177i,-0.0010937-0.00012037i,-0.00033852-0.00090236i,0.0002626-0.00033008i,0.00013278-1.6832e-06i,6.7242e-05+0.00041873i,0.00035626+3.651e-05i,0.00074043-0.00071147i,0.00025518-0.00090382i
0.00018698+0.00051579i,0.00099373+0.00077551i,0.0022495+0.0012676i,0.0012975-0.00029916i,-0.00028996-0.0015884i,-0.00091851-0.00088428i,-0.00076383+0.00013624i,-0.00027653+0.00046662i,-1.3729e-05+0.00035404i,0.00028994+0.00047404i,-0.00021285+0.00074163i,-7.8299e-05+0.00026854i,0.00063619+0.00041039i,0.00049405+0.00074381i,0.00062727+0.00060179i,0.00012351+8.8107e-05i,-0.00062477-0.00028285i,-0.00045933-0.00037878i,-4.6206e-05-0.00052314i,-0.00015222-0.00064749i,0.00018301-0.00059901i,6.3495e-05-0.00019884i,-0.00016651-0.00036822i
4.384e-05+0.0014468i,0.00051947+0.002198i,0.0014274+0.0019874i,0.0022194+0.00024254i,0.0012628-0.0005234i,1.3151e-05-0.00022629i,-0.00025839+0.00017856i,0.00033762+0.00057648i,0.001274+0.00095335i,0.0020282+0.00088856i,0.0018208+0.00037743i,0.0009951-0.00029927i,0.00067364-0.00038884i,0.0007779-0.00053539i,0.0004758-0.00061895i,-0.0002217-0.00056811i,-0.00056621-0.00035757i,-0.00026259-1.8638e-05i,-0.00023125-0.00039276i,0.00036996-0.00090031i,0.00059493-0.00053888i,0.00020379-0.00042251i,-9.455e-06-0.00078489i
0.00046618-0.0002106i,-0.00039418-0.0014817i,-0.00031323-0.0012431i,0.00019042-0.00088927i,-6.3569e-06-0.00040513i,-0.00024939+6.0931e-05i,-0.0003304-0.00018617i,0.00019849+9.9505e-05i,4.0126e-05+0.00067073i,-0.00096474+0.00041084i,-0.00096055+0.00012505i,0.00013674+0.00030804i,0.00053091+0.00046711i,0.00053728+0.0001144i,0.00086081-0.00099665i,0.00060561-0.00114i,0.00012094+0.00011711i,0.00018656+9.7584e-05i,0.00022725-0.00033584i,-9.7714e-05+0.00019504i,-0.00023611+0.00051048i,-0.00017775-2.375e-05i,-0.00058927-7.2472e-05i
0.0013028-0.0002873i,0.0017081-0.00070452i,0.00057579-0.00056058i,-0.0006353-0.00075303i,-0.0015986-0.00090469i,-0.0018746-0.0005118i,-0.0010558+0.0002893i,-0.00035017-0.00022004i,-0.00030821-0.00054981i,-0.00022845+0.00061387i,-0.00034124+0.0012474i,-0.0011465+0.00063883i,-0.00053346+0.00035763i,0.00099959+0.00062459i,0.0019968+8.9018e-05i,0.0016286-0.00014192i,-0.00016228+0.0002257i,-0.00091243-0.00022297i,-0.00048965-0.00071756i,-0.00064522-0.00058849i,-0.00077942-0.00078416i,-0.00047734-0.00025301i,-0.00014353+0.0011344i
0.00010899-0.00088832i,-0.00050844-0.0014394i,-0.0011875-0.0011952i,-0.00036306-0.00047203i,5.479e-05+0.00041227i,-0.00065991+0.0006075i,-0.00070665+0.00078476i,-0.00028578+0.00075567i,-0.00056773+0.0001403i,-0.0010802-0.00020079i,-0.0010652+0.00022406i,-0.00066796+0.0010123i,0.00029512+0.0014698i,0.001022+0.0012968i,0.0013169+0.00050971i,0.0021241+0.00023372i,0.0023908+0.00021553i,0.00094917+6.8821e-05i,0.00010359-0.00047841i,-0.00014137-0.00061662i,-0.00062441+0.00023212i,-0.00046526+0.00053059i,-0.00031213+8.9341e-07i
-0.00061947+0.00015067i,-0.0012889+0.00099884i,-0.00029909+0.00068272i,6.8661e-05-0.00057467i,-0.00095344-0.0006125i,-0.0014363-0.00042982i,-0.00068244-0.0010414i,-0.00017824-0.00040046i,8.2881e-05+2.0493e-05i,0.00048966+0.00035133i,0.00014895+0.0010701i,-0.00011218+0.0016372i,0.00019135+0.0010122i,0.0011874-0.00014837i,0.0014552-9.5731e-05i,0.00069767-0.000397i,0.00067055-0.0012528i,0.00079313-0.001199i,0.00034117-0.0012407i,-4.0405e-05-0.00069066i,0.00028634+0.00010633i,0.0006249+0.00046724i,0.00042162+0.0011774i
0.00063859+0.00016189i,0.00095838-0.00033999i,-6.3709e-05-0.00044216i,-0.00016821-0.00046995i,0.00016759-0.00045161i,-0.00020671-1.9119e-05i,-5.4052e-05+0.00060626i,0.00066217+0.00063666i,0.00056998+0.001011i,-0.00026478+0.0014849i,-0.00060874+0.00096639i,-0.00066078+0.00067901i,-0.0004931+0.00036179i,0.00015819-0.00017809i,0.00091959-0.00027098i,0.00061318-0.00012657i,-0.00020426-0.00024366i,-0.00051973-0.00034988i,-0.00034046-0.00042627i,-0.00012382-0.00034796i,-0.0001414-1.0341e-05i,-0.00016527+0.00042566i,5.5183e-05+0.00018322i
0.0012159-0.0016039i,0.00057109-0.0028174i,8.6962e-05-0.0031068i,-0.00035749-0.0024077i,-1.8246e-06-0.0016306i,9.3768e-05-0.00058213i,-0.0003635+0.00010808i,-0.00022318+0.00099462i,0.00041315+0.0009491i,0.00037007+0.00069478i,-0.00046533+0.0005465i,-0.00031624+0.00076681i,0.00012935+0.0012285i,0.00024953+0.0010479i,0.00031568+0.00080911i,-0.00027875+0.00026869i,-0.00036077-0.00019271i,-0.00025151-1.8901e-05i,-0.00014573-0.0001801i,-0.00054511-0.00040268i,-0.0015959-0.0004489i,-0.0015263-0.00063942i,-0.00022128-0.00055596i
-3.0542e-05+0.0011613i,0.00028075+0.0021317i,0.00050442+0.0019817i,0.00029327+0.00027715i,0.00086557-0.00046074i,0.00047674-0.00022302i,-1.0193e-05+4.4469e-06i,0.00052181+0.00031105i,2.7223e-06+0.00080846i,-0.00077578+0.00019023i,-0.00042078+7.5411e-05i,0.0004058+0.00035741i,0.001201+0.00042661i,0.0014595+0.00036263i,0.00092048+0.00016414i,0.00079377+0.00064561i,0.00036829+0.00043841i,-0.00035692-0.00048329i,-0.00077519-0.0012665i,-0.00057472-0.00081458i,-0.00011254+2.0034e-06i,0.00028757+0.00020229i,0.0003932+0.00012539i
0.00064306-0.0011307i,0.00068035-0.00093116i,0.0012458-0.00081976i,0.00054072-0.0012563i,-0.00050941-0.0016568i,-0.00087716-0.00073956i,-0.00024331+0.00033548i,0.00022198+0.00023234i,-0.00033013+0.00011615i,-0.00079008-4.0019e-05i,-0.00096859-0.00019013i,-0.0011427+0.00012368i,-0.00072945+0.00064657i,-0.00031302+0.00059889i,-0.00020004-0.00038089i,-4.4347e-05-0.00060724i,-0.00018227+3.703e-05i,-2.6126e-05-0.00089617i,7.1665e-05-0.0014615i,-0.00023452-0.00048545i,-0.00059717+0.00027622i,-0.00080841-0.00019519i,-0.0008053-0.00063036i
0.0005079+0.00090478i,0.00043504-0.00041284i,-1.3041e-05-0.00024291i,-6.0419e-05-0.00020441i,0.00045717-0.00092724i,-8.5165e-05-0.001585i,-0.00066571-0.0011124i,-0.00072516-0.00074505i,-0.00033226-0.00087524i,-0.00060846-0.00050737i,-0.00071621+5.8141e-05i,-0.0001236+9.7666e-05i,0.00032718+0.00035687i,0.00065934+0.00018284i,0.00084529+0.00027117i,0.00067771+0.00052686i,0.00060556+0.0001015i,0.00051584-0.00013655i,0.00058988-8.8131e-05i,0.00023472-0.00053612i,-0.00020435-0.0013713i,-0.00038141-0.0010399i,-0.00040011-0.00086081i
-0.00093137-0.00054548i,-0.0015145-0.00029974i,-0.0015435+0.0002423i,-0.0014162+8.6104e-06i,-0.0014674-0.00066509i,-0.0012261-0.00029325i,-0.00041847+0.00081564i,0.00020836+0.0013591i,-0.00027657+0.0011514i,-0.00016366+0.00033857i,0.00036067-0.00043689i,0.0001767+7.7853e-05i,0.00024772+0.00093122i,0.00045479+0.00052324i,0.00027206-0.00041705i,0.00046066-0.00064516i,0.00023197-0.00055904i,8.7442e-05-0.00056633i,4.4956e-05-0.00048602i,-0.00065461+0.00024512i,-0.0014726+0.0010491i,-0.0011465+0.00050053i,-0.00067352-0.00014958i
0.00065395-0.00084403i,0.0008-0.00060592i,0.0006331-0.00044711i,-0.00043807-0.00058978i,-0.0012467-0.00061562i,-0.00068167-0.00075279i,-0.00027804-2.8942e-05i,-0.00012111+0.00042718i,-0.00063929-2.9823e-06i,-0.0011554-0.00015154i,-0.00011693-0.00059653i,0.00034307-0.00059618i,-0.00063517+0.00024018i,-0.00068316+0.00063579i,-0.00028849+0.00094767i,-8.4743e-05+0.00072216i,5.2659e-05-0.00014687i,0.00020388-0.00068529i,0.00095147-0.00097704i,0.0010035-0.00049325i,0.0003116-0.00018345i,0.00014044-0.00031928i,0.00080754-7.3833e-05i
-0.00065447+7.965e-05i,-0.00049793+0.00068173i,-0.0016829+0.00048139i,-0.0017219+6.3894e-05i,6.3627e-05-0.00025311i,0.0011674-0.00022096i,0.0004357-0.00033395i,-0.00052949+0.00019855i,-0.00067521+0.0016451i,-0.00064333+0.0020111i,-0.00073524+0.00079152i,-4.3884e-05+0.00031902i,0.0010067+0.0008672i,0.001387+0.00031022i,0.0014704+0.00016378i,0.0014508-3.3554e-05i,0.0008147-0.00035274i,0.00017888-8.7352e-05i,0.00053756-0.00024248i,0.0010502-0.00023616i,0.00031597+0.00039655i,-0.00010176+2.5809e-06i,-7.8768e-05-0.0004915i
-0.001222-0.00021674i,-0.001653+0.00054476i,-0.0013921-7.97e-06i,-0.00079302+7.4473e-05i,-0.00040216+0.00038056i,-0.00034692-0.00073097i,-0.00041668-0.001191i,-0.00017811+0.00028488i,0.00018907+0.0012228i,0.00019487+0.00033104i,3.5649e-05+0.00010986i,0.00031332+0.0010331i,0.00098408+0.0011506i,0.00066977+0.00064559i,-0.00017689+0.00032397i,-0.00025994+0.00040012i,-7.0413e-05-0.00013057i,-0.0004789-0.00087764i,-0.00063704-0.00064461i,-0.00061618-0.00056965i,-0.00021594-5.1929e-05i,-0.00050554+0.00045192i,-0.00084489-5.445e-05i
0.0009621-0.0004466i,0.0011503-0.0010275i,0.00026061-0.0009479i,-0.00043462-0.00046057i,-0.00042358-0.00083382i,-0.00053781-0.00070328i,-0.0011628+0.00023758i,-0.00057011+0.0005941i,0.00046436+0.00091703i,0.00017038+0.00095626i,-0.00025294+0.00058754i,0.00066272+0.0009438i,0.0012324+0.0011434i,0.00048753+0.00076836i,0.00025789+0.00044632i,0.00023633-4.4183e-05i,0.00012678-0.0006546i,-3.1515e-05-0.00073682i,-0.00045328-0.00058936i,-0.00034426-0.00022749i,7.9883e-05-0.00017224i,0.00032825-5.3036e-05i,0.00019035+0.00014511i
0.00087177+0.00010753i,0.00069786+0.00016363i,0.00069236-0.00026321i,0.00041487-0.00043538i,-0.0011192-0.0004757i,-0.001576-0.00046491i,-0.00025391-0.00033569i,0.00050588-0.00016648i,0.00050784-0.00024979i,0.00032004-0.00026671i,-0.00082489-0.00010885i,-0.0011033-2.9627e-05i,0.0005562+0.00079768i,0.0011255+0.00084335i,0.0010793+0.00027372i,0.00087215-0.00025056i,0.0010089+8.912e-05i,0.00073968+0.00055243i,-4.3686e-05+0.00027089i,-0.00023777-0.00064844i,-6.1936e-05-0.0010472i,0.00042375-0.00087894i,0.0011056-0.00056095i
0.00043095-8.7051e-05i,0.00038772+5.8949e-05i,0.00060307-0.00052775i,4.1274e-05-0.0011543i,-0.00043147-0.0018552i,-0.00079882-0.0018372i,-0.00020143-0.00093866i,0.00035217-0.00021243i,0.0004147+0.00086424i,0.00039179+0.0015928i,-0.000144+0.00117i,0.0001849+0.00024565i,0.00069435+0.00010051i,0.0014255+0.00053378i,0.0011316+0.000347i,-7.1688e-05-2.2493e-05i,-0.00015676-0.00052511i,0.00033682-0.00065686i,0.00014107-0.0007157i,-0.00034096-0.00076173i,5.9581e-05-0.00020659i,0.00025034+0.00057737i,-6.3542e-05+0.00036207i
-0.00023148+0.0023725i,-0.00085125+0.0022714i,0.00025461+0.0019209i,0.0012924+0.0016765i,0.00099229+0.00082763i,0.00093762-0.00044556i,0.00011262-0.00076844i,-0.00051958-0.00013146i,-0.00045447+0.00034229i,-1.9643e-05+0.00031673i,0.00051495+0.00018019i,0.00022553+0.00033139i,-0.00032946-0.00019011i,-9.0133e-05-0.00044769i,0.00036124-7.2478e-05i,-0.00010632-0.00026867i,-0.0011469-0.00033065i,-0.0012235-7.0355e-05i,-0.00034466-0.00029841i,0.00032602-0.0003999i,0.00080567-0.00017661i,0.0007524+0.00074688i,0.00061965+0.00073202i
-0.00074721-0.0011502i,0.00011016-0.0007767i,0.00013797-0.0011608i,-0.00055405-0.00089121i,-0.00080097-5.5829e-05i,-0.00038671+0.000544i,-0.00039332+0.0010155i,-0.00069966+0.0008367i,-0.00094124+0.00053391i,-0.0012272+0.00021571i,-0.0011343+0.00052647i,-0.00049015+0.00088904i,0.00024012+0.00021346i,0.00078942+0.00018409i,0.00023068+0.00061843i,-0.00065226-0.00024888i,-0.00019424-0.00045935i,0.00031366-0.00011291i,0.00034784+1.0228e-05i,0.0004086-0.00026077i,2.8167e-05-8.6103e-05i,-0.0004087+0.00054739i,-0.00032634+0.00018531i
0.0012636-0.0015914i,0.00028828-0.00072504i,0.0008235-0.0015395i,0.00069243-0.0020454i,0.00015649-0.0011106i,-0.00029727-0.00063576i,-0.00031134-0.00043862i,0.00063795+1.1021e-05i,0.00088225-8.2035e-05i,0.00089694-0.0010667i,0.0004077-0.0011446i,4.0649e-05-0.00021007i,-0.00012295+0.00070631i,8.5061e-05+0.0015778i,0.00024042+0.0011518i,0.00084059-0.00059432i,0.0012237-0.00075091i,0.00087608-0.00040493i,0.00079148-0.00067041i,-5.8341e-05-0.00029449i,-0.00024687+5.9706e-05i,0.00020161+0.00045599i,0.00015197-0.00021624i
