-0.002402+0.0011997i,-0.0016002+0.00032854i,-0.0014519+0.00095806i,-0.00098598+0.00090415i,-0.00094428+0.0013739i,-0.00033956+0.0016513i,-0.00019024+0.0022341i,-0.00023192+0.0024737i,0.00030415+0.001805i,0.0010752+0.00046234i,0.0016033-0.00043322i,0.0017996-0.0014675i,0.0011391-0.0016728i,1.3031e-05-0.0018003i,0.00030769-0.0016782i,0.0006087-0.00030246i,0.00057695+0.00010272i,0.00027855+0.00032221i,-0.00048462+0.00036774i,-0.00050071-0.00048907i,8.4984e-05+0.00044421i,0.00011788+0.0015944i,0.00031766+0.0011541i
0.36439-0.88567i,0.18334-1.0385i,-0.13493-0.70038i,-0.26266-0.18865i,-0.19718+0.10321i,-0.089406+0.15872i,0.011242+0.094963i,0.053134+0.0002357i,0.03149-0.031517i,0.018168-0.0073096i,0.028908+0.0098898i,0.037505+0.017977i,0.041678+0.028842i,0.038514+0.032585i,0.02733+0.022603i,0.011446+0.0047695i,-0.0035643-0.0040455i,-0.0068437+0.0011964i,0.00068059+0.006169i,0.0052929+0.0051979i,-0.00061691+0.0042427i,-0.011499+0.0038376i,-0.018599+0.0048631i
0.43558+0.87662i,0.55553+0.93766i,0.4405+0.60438i,0.22214+0.16065i,0.054959-0.14562i,-0.06039-0.24104i,-0.12175-0.17061i,-0.12633-0.088903i,-0.11548-0.04207i,-0.082821+0.011673i,-0.030031+0.037553i,-0.0092616+0.03158i,-0.013094+0.031723i,-0.013258+0.026881i,-0.013254+0.014897i,-0.011254+0.0058806i,-0.0052382-0.0042594i,0.0014388-0.013683i,0.0053197-0.017973i,0.0029822-0.015684i,0.0030707-0.012359i,0.009121-0.014086i,0.0087318-0.011569i
-0.82337-0.36198i,-0.81307-0.21047i,-0.40273-0.041206i,-0.073159-0.087224i,-0.046164-0.1453i,-0.055481-0.050746i,0.0096399+0.039448i,0.047039+0.068129i,0.049229+0.06613i,0.022964+0.027515i,-0.025339-0.0022431i,-0.050844-0.00684i,-0.055086-0.012255i,-0.053767-0.012065i,-0.042853-0.0034602i,-0.024867+0.0055124i,-0.0046687+0.0091243i,0.010867+0.0034131i,0.014403-0.0048013i,0.010117-0.0063841i,0.0093168-0.00055547i,0.015119+0.0063868i,0.019191+0.0056591i
0.71942-0.57556i,0.58475-0.84633i,0.2259-0.74389i,0.10859-0.34358i,0.23935-0.042752i,0.29175+0.050995i,0.2385+0.06098i,0.18727+0.026178i,0.12043-0.015659i,0.055503-0.027289i,0.028034-0.026415i,0.022877-0.028534i,0.022446-0.03013i,0.01584-0.026053i,0.0097564-0.020316i,0.0054846-0.017496i,-0.0048554-0.009882i,-0.011297+0.0043317i,-0.0035656+0.013643i,0.0093268+0.0097819i,0.0090794+0.0003214i,-0.005765-0.0024736i,-0.015867+0.0028301i
-0.21048+0.92538i,-0.0057703+0.96192i,0.13095+0.64746i,0.05886+0.37882i,-0.02278+0.25771i,-0.048977+0.10771i,-0.10102-0.021341i,-0.12477-0.049399i,-0.10343-0.040282i,-0.070084-0.004659i,-0.017255+0.0296i,0.02808+0.028766i,0.047119+0.019908i,0.051465+0.0087032i,0.039717-0.00032207i,0.022653+0.0010288i,0.01191-0.0011813i,0.0046354-0.0050027i,0.0003586-0.0020228i,0.0021689+0.0034641i,0.0096789+0.0070521i,0.015386+0.0024086i,0.008306-0.0061411i
-0.26133-0.67669i,-0.34643-0.41276i,-0.26703-0.0032051i,-0.20888+0.1071i,-0.29911+0.068714i,-0.33251+0.10285i,-0.22324+0.12852i,-0.12972+0.12219i,-0.065238+0.10197i,-0.026905+0.041214i,-0.037273+0.0057018i,-0.042811+0.019517i,-0.031482+0.032848i,-0.02059+0.036734i,-0.0077036+0.031064i,-0.00042967+0.019344i,0.0053742+0.011337i,0.011969+0.0021915i,0.0078692-0.0043379i,-0.0020132+0.002294i,-0.0057456+0.017095i,0.0027996+0.026834i,0.015688+0.019229i
0.73091+0.080385i,0.59343-0.26658i,0.20587-0.47537i,0.046659-0.37084i,0.1438-0.23138i,0.2077-0.13711i,0.18371-0.037153i,0.13908-0.011679i,0.075907-0.026132i,0.038628-0.023048i,0.029857-0.028629i,0.017357-0.038769i,-0.0017332-0.038913i,-0.019123-0.022324i,-0.017326-0.0012021i,-0.0039333-0.0012239i,-0.00020507-0.0086688i,-0.0016045-0.0089437i,-5.042e-05-0.0082937i,0.00048826-0.0090495i,-0.0049961-0.009959i,-0.015097-0.0057805i,-0.020592+0.0088637i
-0.77312+0.21719i,-0.55041+0.2841i,-0.12571+0.14418i,0.044598-0.051801i,0.035228-0.12824i,0.02765-0.14718i,0.0071226-0.15551i,-0.0054828-0.14851i,-0.020183-0.12653i,-0.038399-0.057295i,-0.012762+0.0080566i,0.024683+0.018206i,0.036792+0.0039865i,0.023979-0.011569i,-0.0010207-0.010573i,-0.0073936+0.0079096i,-0.0013057+0.015804i,0.00064076+0.014361i,0.0042126+0.012269i,0.0080174+0.0055742i,0.0064375+0.00014376i,0.00055771-0.0026029i,-0.0085667-0.0054486i
0.49361-0.46866i,0.44343-0.26419i,0.3218+0.092683i,0.23896+0.20715i,0.094435+0.13959i,-0.069827+0.098291i,-0.1323+0.079737i,-0.10008+0.087202i,-0.020387+0.076795i,0.010291+0.021306i,-0.024858+0.0083981i,-0.042235+0.047547i,-0.024699+0.067824i,-0.0037468+0.050136i,0.0049795+0.018778i,-0.0023815+0.0029323i,-0.0089556+0.0059697i,-0.010114+0.0099162i,-0.015138+0.013279i,-0.017848+0.017948i,-0.012983+0.014864i,-0.0062077+0.0049538i,-0.00074478-0.0097087i
0.15615+0.72963i,0.13013+0.50613i,-0.035637+0.15381i,-0.094324+0.11249i,0.046256+0.21008i,0.14936+0.17183i,0.11679+0.10191i,0.071819+0.073459i,0.055587+0.052681i,0.047759+0.021952i,0.027335-0.0082694i,-0.0018092-0.013559i,-0.014332-0.0050002i,-0.0047795+0.0014817i,0.011429+0.0019175i,0.016271-0.010118i,0.0096198-0.023749i,0.0010717-0.029592i,-0.0070218-0.027902i,-0.0079588-0.019093i,0.002119-0.012522i,0.0097561-0.013736i,0.0090813-0.010863i
-0.65951-0.69479i,-0.71694-0.66928i,-0.55605-0.45555i,-0.43876-0.27329i,-0.41529-0.17576i,-0.29526-0.10828i,-0.11315-0.091308i,-0.0409-0.096231i,-0.048109-0.06417i,-0.035044-0.016786i,-0.0012871-0.0098208i,0.010845-0.033912i,0.0031906-0.041982i,-0.0084128-0.024371i,-0.017512+0.0020098i,-0.01208+0.019998i,0.0026473+0.019651i,0.011164+0.0050773i,0.013845-0.013818i,0.011559-0.020068i,0.0073028-0.0062229i,0.0082756+0.012147i,0.0097957+0.022846i
0.90864+0.067857i,0.95708+0.10742i,0.74044+0.11206i,0.45904-0.010902i,0.20158-0.13922i,0.017143-0.1366i,-0.057903-0.072514i,-0.069377-0.024089i,-0.057387+0.015869i,-0.031976+0.035201i,-0.015396+0.033287i,-0.00732+0.026121i,-0.0038516+0.021642i,-0.0078563+0.015939i,-0.014585+0.011899i,-0.015006+0.017483i,-0.0057018+0.023211i,0.0017817+0.018159i,0.00093112+0.010101i,-0.0061053+0.0035978i,-0.015153-0.0020587i,-0.021035-0.003564i,-0.021354-0.0039609i
-0.63121+0.71013i,-0.40033+0.75311i,-0.048507+0.49299i,0.16355+0.22762i,0.29713+0.085458i,0.32948-0.0014459i,0.21033-0.03407i,0.09499-0.011802i,0.041943-0.0061687i,-0.0078993-0.0076818i,-0.030052+0.014943i,-0.015705+0.030277i,0.0037532+0.025041i,0.020796+0.0088283i,0.026765-0.013826i,0.012711-0.026266i,-0.0029961-0.01906i,-0.0035747-0.0080469i,0.00065008-0.0048827i,0.0028603-0.0044833i,0.0093818-0.0085348i,0.016128-0.019669i,0.010154-0.027697i
-0.037562-0.91987i,-0.3734-0.90195i,-0.57426-0.54485i,-0.44237-0.19132i,-0.22477-0.036037i,-0.11645-0.012552i,-0.05349-0.0021301i,-0.013206-0.0044684i,-0.0073769-0.028736i,-0.0056558-0.053573i,-0.0099178-0.064776i,-0.023372-0.055942i,-0.029986-0.03688i,-0.020277-0.018485i,-8.9799e-05-0.011936i,0.0041148-0.021641i,-0.0096752-0.023069i,-0.014696-0.0076599i,-0.0031533+0.0023312i,0.008774+0.0022639i,0.012834+0.0094887i,0.016489+0.023299i,0.023552+0.028729i
0.56702+0.68195i,0.6476+0.46608i,0.4517+0.14603i,0.18978+0.094992i,0.056026+0.20913i,0.015595+0.22199i,-0.019744+0.12288i,-0.044019+0.041365i,-0.029106+0.014704i,0.014341+0.0047337i,0.047933-0.0081552i,0.06167-0.02539i,0.051498-0.035963i,0.024334-0.018607i,0.013377+0.014408i,0.026161+0.027473i,0.029981+0.015436i,0.013629-0.00048973i,-0.0016346-0.0028716i,-0.0039335+0.00084308i,-0.0035436+0.00090851i,-0.0084482+0.004366i,-0.010702+0.0092483i
-0.7217-0.17015i,-0.41755+0.09138i,0.064756+0.20737i,0.12839+0.067714i,-0.071145-0.013245i,-0.090267+0.017997i,-0.0083916-0.0053807i,0.0087597-0.031753i,0.013245-0.022891i,0.010465-0.0013251i,0.011644+0.034958i,0.03822+0.052402i,0.057547+0.039974i,0.04907+0.019261i,0.018791+0.012725i,0.00043953+0.026846i,0.0083074+0.028682i,0.012929+0.010255i,0.0035497-0.00088806i,-0.0043555+0.0013998i,-0.0031553+0.0033775i,-0.0021843-0.0016338i,-0.0065623-0.0069671i
0.55482-0.26903i,0.20305-0.26365i,-0.17619-0.11068i,-0.20799-0.066094i,-0.13577-0.19164i,-0.15781-0.24154i,-0.15051-0.13612i,-0.09461-0.032376i,-0.042193+0.02816i,-0.0042+0.04653i,-0.022256+0.038173i,-0.065723+0.055967i,-0.07326+0.072589i,-0.056279+0.051616i,-0.042901+0.013198i,-0.045722-0.013298i,-0.046424-0.013666i,-0.029228-0.0037829i,-0.015574-0.0011536i,-0.013839-0.00032621i,-0.015303+0.0014746i,-0.014921+0.0019533i,-0.0094726+0.0031169i
-0.5338+0.75558i,-0.45133+0.60862i,-0.28985+0.25323i,-0.081246+0.11345i,0.17345+0.11245i,0.2714+0.040162i,0.16787-0.046316i,0.047537-0.060848i,-0.0063725-0.024418i,-0.017409+0.0018592i,-0.024285-0.0089543i,-0.037936-0.017694i,-0.033578-0.0083395i,-0.017521+0.00085625i,-0.0017634+0.0048815i,0.0098115-0.00068231i,0.0080594-0.0064201i,0.0028758-0.0043665i,6.7317e-05-0.0070873i,-0.0011195-0.015902i,0.0043215-0.02116i,0.0087564-0.019475i,0.0058837-0.010988i
0.049386-0.84215i,0.13704-0.73465i,0.26492-0.47176i,0.21283-0.31407i,0.070156-0.17226i,0.063453-0.051755i,0.10182-0.042188i,0.075942-0.063854i,0.0264-0.069074i,-0.0052447-0.065841i,0.0081211-0.067407i,0.0268-0.089651i,0.021194-0.089687i,0.021678-0.060497i,0.026065-0.033486i,0.024591-0.015959i,0.0161-0.0093173i,0.0011204-0.0058173i,-0.0021397-0.00017667i,0.0053413+0.0024913i,0.0089801+0.0039219i,0.0073673+0.0075913i,0.001569+0.013649i
0.56951+0.58056i,0.56063+0.4867i,0.34632+0.33102i,0.14269+0.25586i,0.00077807+0.19453i,-0.098014+0.12972i,-0.11219+0.076154i,-0.083908+0.042421i,-0.053215+0.041272i,-0.014648+0.045107i,0.010526+0.031626i,0.013181+0.0051435i,-0.0001488-0.021362i,-0.012732-0.027067i,-0.0096268-0.019007i,-0.0031155-0.018287i,-0.0034165-0.02013i,-0.0041025-0.015231i,-0.0023707-0.0061358i,0.00037468+0.0038702i,0.0016904+0.0063775i,-0.0037553-0.002659i,-0.011501-0.013465i
-1.1091-0.0047089i,-1.1472+0.30217i,-0.79505+0.49366i,-0.4034+0.43531i,-0.16181+0.30774i,-0.024385+0.2066i,0.044891+0.11087i,0.055294+0.050708i,0.052063+0.029009i,0.035249+0.016912i,0.010827+0.041728i,0.025056+0.084472i,0.053576+0.085571i,0.047496+0.059675i,0.019446+0.04171i,0.0017321+0.039445i,0.0066923+0.037913i,0.016813+0.024122i,0.013314+0.0086095i,0.0052762+0.00015273i,0.0053243-0.0024029i,0.010785-0.0053804i,0.012365-0.01323i
0.62974-0.47193i,0.43158-0.61844i,0.10779-0.60448i,-0.065708-0.53146i,-0.10116-0.45742i,-0.065735-0.3307i,0.0003636-0.17624i,0.026877-0.088295i,0.0015065-0.048019i,-0.0013555-0.014728i,0.023981-0.01356i,0.027397-0.023208i,0.021455-0.011202i,0.022719+0.0010809i,0.019041-0.00044792i,0.0061248-0.01078i,-0.0077452-0.017215i,-0.013204-0.016044i,-0.012132-0.014962i,-0.012221-0.015327i,-0.013259-0.013212i,-0.008288-0.004506i,0.0028574+0.0077636i
-0.18151+0.67556i,0.094812+0.4098i,0.2845-0.031139i,0.24794-0.13266i,0.19695+0.042603i,0.19112+0.15119i,0.14239+0.12701i,0.073323+0.064033i,0.0086137+0.024963i,-0.023459+0.021254i,-0.02989+0.0044852i,-0.048974-0.020976i,-0.056532-0.025829i,-0.041798-0.025238i,-0.01762-0.025284i,0.0084252-0.033177i,0.01391-0.039103i,0.0047367-0.023857i,-0.00049866-0.0067677i,0.0012692+0.00028335i,0.011933+0.00049959i,0.020057-0.0057811i,0.016542-0.0090911i
-0.29519-0.66107i,-0.37413-0.24336i,-0.18535+0.29248i,0.059052+0.39344i,0.10583+0.24553i,0.036368+0.15847i,-0.031095+0.10777i,-0.050308+0.087594i,-0.003306+0.062623i,0.0052481+0.0038606i,-0.035163-0.00056715i,-0.042172+0.036759i,-0.021926+0.050307i,0.00077216+0.039777i,0.014768+0.022082i,0.015741+0.019027i,0.015012+0.023657i,0.0098136+0.022577i,0.0058547+0.021492i,0.0092347+0.017142i,0.0080939+0.014214i,-0.0011196+0.017079i,-0.01128+0.015914i
0.49019+0.51708i,0.34926+0.49134i,0.076416+0.41026i,-0.046599+0.27584i,-0.11389+0.050656i,-0.21794-0.10151i,-0.21708-0.10487i,-0.13378-0.072413i,-0.071077-0.04598i,-0.020779-0.011224i,0.035418+0.0011543i,0.071638-0.023246i,0.059309-0.042292i,0.030712-0.026849i,0.019882-0.0048879i,0.01834+0.0048005i,0.014296+0.0064287i,0.007278+0.0028831i,0.006064-0.0019491i,0.0071759-0.0058158i,0.0021141-0.010785i,-0.0033052-0.018105i,-0.0063591-0.022717i
-0.86619-0.13435i,-0.77385-0.21891i,-0.52633-0.32648i,-0.4264-0.22085i,-0.37008+0.033943i,-0.2587+0.13335i,-0.17389+0.087248i,-0.10577+0.05771i,-0.036928+0.051034i,-0.0029827+0.038413i,0.00041632+0.030605i,-0.00034879+0.02398i,-0.003443+0.0038163i,-0.020252-0.0099985i,-0.02917+0.0036993i,-0.01508+0.021838i,0.00048357+0.024634i,0.0038156+0.021224i,-0.0012604+0.021107i,-0.0036712+0.022016i,0.003624+0.0168i,0.015464+0.0045725i,0.02164-0.0067957i
0.66541-0.46022i,0.53192-0.5726i,0.27128-0.56038i,0.10161-0.52618i,0.04411-0.47522i,0.08322-0.37143i,0.11583-0.26075i,0.064985-0.15776i,0.019355-0.058971i,0.013679-0.023216i,-0.012286-0.02443i,-0.048647+0.0060482i,-0.050268+0.047577i,-0.024916+0.060572i,0.0017292+0.047973i,0.0069756+0.027119i,-0.0034842+0.012837i,-0.0086627+0.0040559i,-0.010787-0.00064844i,-0.014417-0.0018627i,-0.021565-0.0023369i,-0.025817+0.0050398i,-0.015064+0.012087i
-0.090443+0.812i,0.19851+0.83399i,0.45152+0.58715i,0.46836+0.27122i,0.32225+0.06461i,0.13753+0.063303i,0.028325+0.14565i,0.0038927+0.13153i,-0.028096+0.061332i,-0.052472+0.051874i,-0.020992+0.063164i,0.018784+0.037646i,0.038024+0.0074215i,0.047634-0.010264i,0.03885-0.014786i,0.023747-0.0064335i,0.014613-0.0037575i,0.0061286-0.011596i,-0.0027474-0.019342i,-0.0052069-0.020013i,0.0031525-0.023585i,0.0067261-0.027482i,0.0016849-0.019319i
-0.23966-0.72498i,-0.35824-0.46219i,-0.27109+0.016555i,-0.024039+0.28619i,0.18251+0.31741i,0.23179+0.21204i,0.13477+0.042981i,0.016131-0.031964i,-0.010592-0.024293i,-0.0011449-0.045295i,-0.035944-0.062347i,-0.068601-0.039201i,-0.055169-0.020262i,-0.040165-0.027926i,-0.052149-0.029162i,-0.057271-0.009555i,-0.04016+0.011016i,-0.017654+0.023927i,-0.0023644+0.025384i,0.0051797+0.016679i,0.010495+0.010741i,0.010223+0.005832i,0.0011728+0.00024478i
0.38789+0.3742i,0.13755+0.18031i,-0.22425+0.00055503i,-0.30478+0.034125i,-0.15462+0.085129i,-0.033471-0.0020544i,0.013415-0.11576i,0.015147-0.15644i,-0.002124-0.10791i,0.015322-0.046636i,0.037231-0.045123i,0.017462-0.050162i,-0.015014-0.013625i,-0.027795+0.034127i,-0.028055+0.045882i,-0.036679+0.016036i,-0.046205-0.0096687i,-0.034724-0.013296i,-0.012409-0.014755i,-0.0057752-0.020617i,-0.010067-0.023732i,-0.005688-0.022986i,0.0034442-0.019056i
-0.59423+0.015815i,-0.35765+0.018326i,-0.099519-0.1068i,-0.17294-0.12998i,-0.34185+0.011536i,-0.32842+0.040797i,-0.23271-0.050621i,-0.14019-0.058371i,-0.052311-0.019038i,-0.0092411+0.0097581i,0.020733+0.037273i,0.054418+0.030019i,0.057195+0.01117i,0.040326+0.012703i,0.014711+0.018648i,-0.0095049+0.028402i,-0.014551+0.029383i,-0.0089036+0.015171i,-0.00060419+0.0052484i,0.0066592+0.010875i,0.0062139+0.022767i,0.0011665+0.028038i,-0.0061507+0.027394i
0.74422-0.34876i,0.73723-0.43287i,0.51794-0.43814i,0.2095-0.36082i,-0.012242-0.1218i,0.032934+0.22433i,0.21189+0.37418i,0.25232+0.25075i,0.17051+0.11094i,0.11779+0.04618i,0.091392-0.0084611i,0.042215-0.048338i,-0.0036419-0.053756i,-0.012702-0.045573i,0.013135-0.04325i,0.035191-0.046728i,0.023334-0.032376i,0.0025143+0.0059274i,-0.0013752+0.029665i,-0.0047685+0.020105i,-0.02139+0.0061405i,-0.028134+0.012408i,-0.017183+0.025064i
-0.15349+0.69219i,-0.051196+0.73208i,0.062973+0.55394i,0.20138+0.24999i,0.36739-0.11447i,0.42327-0.29725i,0.36889-0.16348i,0.30254-0.00078787i,0.20383-0.0065897i,0.074732-0.052066i,0.011709-0.053976i,0.014941-0.042263i,0.03194-0.034027i,0.048861-0.046671i,0.050423-0.077595i,0.038609-0.089199i,0.034577-0.068706i,0.042896-0.045864i,0.046277-0.031664i,0.035405-0.01937i,0.017564-0.0098248i,-0.0019987+0.0018518i,-0.0133+0.0071099i
-0.069652-0.49533i,-0.12157-0.26428i,-0.10577+0.082457i,-0.041023+0.28043i,0.0086551+0.50916i,0.029312+0.82461i,0.01972+0.85751i,-0.036167+0.56566i,-0.076571+0.30876i,-0.038304+0.14631i,-0.021737+0.024868i,-0.034319+0.0062175i,0.0021332+0.026198i,0.033219-0.0039903i,0.01313-0.046723i,-0.021064-0.053766i,-0.037313-0.038556i,-0.038851-0.030152i,-0.043093-0.022556i,-0.036951-0.0055246i,-0.013597-0.00031093i,-0.00017669-0.017299i,-0.0040037-0.038679i
0.41263+0.36863i,0.36089+0.074366i,0.18274-0.21145i,0.23409-0.28613i,0.48986-0.47642i,0.49771-0.86954i,0.13769-1.011i,-0.18723-0.72436i,-0.23398-0.33285i,-0.15122-0.12213i,-0.091097-0.03472i,-0.017564+0.029457i,0.058607+0.034393i,0.062113+0.033311i,0.061032+0.081986i,0.10208+0.097127i,0.10041+0.058619i,0.055175+0.031729i,0.043314+0.027519i,0.066129+0.018676i,0.072029+0.0073428i,0.055786+0.0060093i,0.04172+0.0012737i
-1.5586+6.6279i,0.38988+6.4325i,3.0653+5.4632i,3.9761+2.411i,3.246-0.47279i,1.4219-1.9303i,-0.307-1.4528i,-0.95511-0.19233i,-0.33986+0.56505i,0.65639+0.17372i,0.8288-0.7191i,0.29521-1.2969i,-0.51044-1.7755i,-1.3995-2.286i,-1.7044-2.2551i,-1.1625-1.3278i,-0.4414-0.35566i,-0.29766+0.047144i,-0.60822+0.25914i,-0.59256+0.50924i,-0.093827+0.58772i,0.40397+0.31025i,0.45587-0.15133i
0.5003-0.13319i,0.49828-0.11619i,0.35153-0.038576i,0.16263-0.047254i,-0.017689-0.23655i,-0.12774-0.51049i,-0.19318-0.61125i,-0.23046-0.42161i,-0.18168-0.15223i,-0.14016+0.0059615i,-0.13359+0.09717i,-0.078259+0.11988i,-0.028916+0.059075i,-0.029823+0.012001i,-0.017511+0.013051i,0.011524+0.02243i,0.021065+0.024026i,0.01187+0.014899i,-0.0036123-0.0049349i,-0.023871-0.011382i,-0.039079+0.0015368i,-0.039088+0.0085037i,-0.037948+0.0097386i
-0.30416+0.2416i,-0.17228+0.17249i,-0.039701+0.069883i,-0.13076-0.030537i,-0.48727-0.16638i,-0.89165-0.212i,-0.94289-0.053393i,-0.57871+0.080922i,-0.2284+0.051458i,-0.09038+0.067787i,0.0047739+0.13257i,0.077288+0.097088i,0.057584+0.027709i,0.020722+0.034307i,0.033549+0.068886i,0.055482+0.062433i,0.042896+0.027267i,0.014681+0.0037916i,0.0058371-0.0089702i,0.010442-0.029281i,0.0078222-0.036237i,0.00069278-0.013474i,-0.0055339+0.015809i
-0.21504-0.41843i,-0.36863-0.17064i,-0.35244+0.080791i,-0.24763+0.037997i,-0.2105-0.10189i,-0.12744-0.1139i,0.058799-0.096129i,0.14953-0.098449i,0.10856-0.076162i,0.037889-0.055837i,-0.016986-0.03694i,-0.036037-0.012941i,-0.01981+0.0012706i,0.011713+0.0034992i,0.029594-0.00022916i,0.018666+0.0078648i,0.0084362+0.018971i,0.012214+0.01163i,0.0092017-0.0025661i,-0.0028662-0.0076428i,-0.012293-0.0050232i,-0.013199+0.0033481i,-0.0038365+0.011889i
0.041395+0.40022i,0.013315+0.38455i,0.043617+0.24283i,0.15874+0.023541i,0.22875-0.24447i,0.093837-0.42082i,-0.12824-0.32409i,-0.13739-0.082938i,-0.0099977+0.017075i,0.020116+0.011281i,0.0023339+0.033475i,0.018389+0.042459i,0.031244+0.0099451i,0.023061-0.022856i,0.011322-0.028942i,0.0052316-0.017238i,0.0015808-0.0042473i,0.0032405+0.00090035i,0.0035488-0.0040874i,0.00096154-0.0057312i,0.0047686-0.0048629i,0.0021348-0.012613i,-0.0060605-0.014001i
-0.30945-0.18569i,-0.3431-0.25214i,-0.31927-0.25548i,-0.26481-0.14251i,-0.19379-0.011998i,-0.1616+0.027753i,-0.16328+0.039216i,-0.12778+0.080636i,-0.059897+0.099161i,-0.010443+0.0675i,0.0029166+0.030649i,-0.0061378+0.023344i,-0.0054153+0.040803i,0.023125+0.044537i,0.048452+0.01129i,0.043825-0.015377i,0.032086-0.014324i,0.022659-0.012026i,0.0037439-0.010287i,-0.0084546-0.0010237i,-0.0033103+0.0024367i,0.0038103-0.001639i,0.011616-0.0016036i
0.17241+0.0023879i,0.086541+0.044168i,0.028811+0.08219i,0.055698+0.096916i,0.087518+0.085839i,0.041398+0.02101i,-0.061403-0.063578i,-0.1266-0.072563i,-0.10172-0.0317i,-0.043796-0.027174i,-0.017802-0.043316i,-0.010672-0.047052i,0.0019968-0.04743i,0.013933-0.055673i,0.0058844-0.059401i,-0.014037-0.040615i,-0.016343-0.011614i,0.004829+0.0021153i,0.025177-0.0043031i,0.02355-0.01052i,0.016014-0.0027231i,0.01842+0.000606i,0.021256-0.004776i
-0.0021746+0.061555i,0.19048+0.026684i,0.34121-0.0050669i,0.29356+0.0051825i,0.18161+0.064607i,0.16924+0.08436i,0.17654+0.022732i,0.12171-0.030507i,0.052962-0.029227i,0.017155+0.0088912i,0.019109+0.029038i,0.01645+0.0079944i,-0.0042143-0.016711i,-0.0068269-0.030125i,0.01044-0.039464i,0.020828-0.040438i,0.014426-0.027938i,0.001127-0.012743i,-0.0083318-0.0046759i,-0.0077206+0.00041722i,-0.00043801+0.00029355i,0.0040815-0.002895i,0.0034734-0.0029803i
-0.036668-0.13635i,-0.054583-0.10889i,-0.077717-0.088234i,-0.15759-0.091954i,-0.24658-0.072967i,-0.19849-0.036825i,-0.036569-0.02646i,0.049777-0.052942i,0.027971-0.0676i,0.0022402-0.051865i,0.0011859-0.031859i,-0.00037841-0.014169i,-0.0013391-0.00054186i,-0.0024426-0.0028915i,-0.016321-0.019181i,-0.033983-0.024231i,-0.024163-0.008225i,0.012191+0.0055189i,0.037017+0.0083852i,0.033145+0.01575i,0.018322+0.027096i,0.01473+0.02627i,0.018505+0.010305i
-0.015839+0.084464i,-0.10237+0.18977i,-0.093052+0.29982i,0.046149+0.25651i,0.14358+0.095184i,0.09261+0.0050073i,-0.0014323+0.017319i,-0.017826+0.034826i,0.0072792+0.012401i,-0.0052926+0.0015016i,-0.015513+0.027758i,0.010622+0.028417i,0.027941-0.012881i,0.026372-0.046994i,0.022516-0.056539i,0.018467-0.056656i,0.0067305-0.051216i,-0.009015-0.032152i,-0.012429-0.010508i,-0.0015695-0.0023265i,0.007836-0.0029918i,0.0014849-0.0051506i,-0.012998-0.0020582i
0.059636+0.026802i,0.060785-0.058818i,-0.068175-0.093491i,-0.17675-0.071605i,-0.16889-0.11195i,-0.14063-0.13029i,-0.093978-0.040922i,-0.0019939+0.025232i,0.049965+0.011421i,0.032385-0.011218i,0.002307-0.014051i,-0.012896-0.0090798i,-0.014516+0.0032161i,-0.0028221+0.0085195i,0.0058065-0.0096984i,-0.00022945-0.025854i,-0.00043007-0.021124i,0.0091383-0.0060116i,0.017717+0.0076295i,0.020212+0.011455i,0.013684+0.011845i,0.0072196+0.015336i,0.0077582+0.011334i
-0.17-0.21263i,-0.31611-0.1797i,-0.30046-0.095114i,-0.11921-0.018517i,0.039683+0.0096945i,0.05955-0.0041657i,0.031039+0.00079567i,0.03951+0.014198i,0.052092+0.0034204i,0.041912-0.022153i,0.018984-0.030606i,0.0069526-0.013038i,0.0122+0.0023959i,0.014847+0.0019491i,0.0091866-0.0073426i,0.0014561-0.013393i,-0.00052194-0.007517i,0.0055556-0.0035145i,0.0059712-0.0095534i,0.00082061-0.011824i,0.0046508-0.011493i,0.010555-0.013646i,0.010384-0.010762i
0.29673+0.048273i,0.34336-0.01631i,0.28203-0.040816i,0.21089-0.0092421i,0.19367+0.049626i,0.193+0.063869i,0.14428+0.019949i,0.078211+0.0082488i,0.046846+0.032043i,0.031385+0.032453i,0.013585+0.0090635i,-0.0074598-0.017718i,-0.02103-0.023323i,-0.0068038-0.017005i,0.014049-0.027684i,0.018824-0.044519i,0.014242-0.048387i,-0.0022398-0.036348i,-0.01739-0.0094491i,-0.012637+0.011602i,-0.0063906+0.013672i,-0.0089031+0.012198i,-0.0094672+0.010303i
-0.26001+0.042067i,-0.075497-0.02087i,0.08916-0.21367i,0.0027423-0.29229i,-0.14681-0.17691i,-0.14234-0.047149i,-0.0755+0.012714i,-0.050532+0.04245i,-0.036875+0.051816i,-0.00026071+0.033459i,0.01951+0.0029771i,0.0016241+0.0018242i,-0.015923+0.020845i,-0.023684+0.020062i,-0.033256+0.0054434i,-0.045507-7.5926e-05i,-0.044363+0.013719i,-0.014552+0.026757i,0.014478+0.014972i,0.018911-0.00060212i,0.016332-0.0043148i,0.017046-0.0060813i,0.017149-0.0055069i
