-0.0038847+0.00019336i,-0.0032615-0.0013553i,-0.0041773+0.00030783i,-0.0034129+0.0018454i,-0.0012269+0.0023895i,1.868e-05+0.0030316i,-0.0010322+0.0032202i,-0.002061+0.0023228i,-0.0010871+0.0014266i,0.0004638+0.00061494i,0.00068107+0.00020151i,0.00042226+5.5198e-05i,0.00078261+0.00032241i,0.00037785+3.6537e-06i,-0.00013296-0.00021829i,0.00011345-3.4387e-05i,0.00073781-0.00015795i,0.00080408-2.71e-05i,0.00022645-5.1168e-05i,0.00013525-7.4745e-05i,-0.00023076+0.00021595i,-0.00063516+0.00049351i,-0.0003176+9.3056e-05i
0.0012864-0.00085955i,0.011425-0.0071062i,0.027285-0.0203i,0.04076-0.032208i,0.048714-0.019969i,0.055363+0.0071939i,0.060013+0.016768i,0.062408+0.010278i,0.058909+0.00096854i,0.035602-0.0030656i,0.0092265-0.0017438i,0.0033835+0.00016601i,0.0043427-0.0034907i,-0.0023446-0.0077515i,-0.010646-0.0054425i,-0.014917-0.0016538i,-0.016996+0.00088098i,-0.016735+0.0069849i,-0.010041+0.016422i,0.0030765+0.020563i,0.011174+0.012234i,0.0050013-0.0017439i,-0.0045773-0.0053602i
0.001325+0.0012747i,0.0014062+0.013629i,0.0066994+0.031932i,0.012289+0.045532i,0.0073142+0.048218i,0.0091385+0.052289i,0.030065+0.067809i,0.046261+0.080594i,0.052427+0.074727i,0.047971+0.045415i,0.027867+0.010969i,0.0072977-0.0030806i,0.0019639-0.001813i,0.005295-0.0020287i,0.0077551-0.004948i,0.010491-0.0066671i,0.015112-0.0098915i,0.01596-0.017025i,0.0059329-0.023472i,-0.011158-0.021704i,-0.018142-0.0083498i,-0.0064314+0.0044464i,0.0082438+0.0052326i
-0.0053369-0.00086336i,-0.014886-0.0054628i,-0.03283-0.0094752i,-0.04158-0.0088242i,-0.025252-0.0059637i,-0.0028807+0.0069209i,0.00041597+0.031525i,-0.004965+0.042674i,-0.0097937+0.039897i,-0.0097574+0.035406i,-0.0024756+0.024964i,0.0022158+0.011307i,-6.0012e-05+0.0023378i,-0.0041843-0.00042752i,-0.0058709+0.0019716i,-0.0060424+0.0084181i,-0.005497+0.016828i,-0.002365+0.025409i,0.0076894+0.027982i,0.020104+0.018006i,0.018206+0.001494i,0.0016989-0.0046257i,-0.0091063+0.0012435i
0.0057359-0.0005268i,0.015481-0.0077359i,0.028951-0.020615i,0.036788-0.028206i,0.03837-0.011247i,0.033031+0.020498i,0.03091+0.041058i,0.0424+0.046003i,0.047297+0.034843i,0.031269+0.011959i,0.0071726-0.0058581i,-0.0057582-0.0099019i,-0.0039492-0.0074912i,0.00068233-0.0060788i,-0.0006532-0.0070798i,-0.0034865-0.0096818i,-0.0034221-0.01553i,-0.0063087-0.023159i,-0.017187-0.023434i,-0.025562-0.011359i,-0.019822+0.0027807i,-0.0046609+0.0042705i,0.0053272-0.0033463i
-0.0019039+0.0041893i,-0.0013125+0.015222i,0.0038741+0.033027i,0.012128+0.044378i,0.0090867+0.042794i,0.0014276+0.043407i,-0.0023742+0.063538i,-0.012106+0.088412i,-0.015918+0.089401i,-0.0046166+0.063454i,0.012554+0.029471i,0.019253+0.0067999i,0.011922+0.0017528i,0.0038398+0.0039755i,0.0029101+0.0037538i,0.0056947+0.0056842i,0.011148+0.014347i,0.022481+0.020822i,0.033249+0.015311i,0.03322-0.00045492i,0.019175-0.012532i,0.0015336-0.0086658i,-0.0044118+0.0030632i
-0.0040586+0.00091437i,-0.014944-0.0027799i,-0.029913-0.0047905i,-0.035852-0.0038799i,-0.022996+0.0022671i,-0.0044252+0.016777i,-0.005517+0.029874i,-0.021167+0.026164i,-0.02512+0.011835i,-0.020574+0.002613i,-0.020645+0.0038156i,-0.02158+0.0060807i,-0.017469+0.0010273i,-0.010768-0.0050475i,-0.007357-0.0041179i,-0.010279-0.0031973i,-0.019179-0.0062154i,-0.029757-0.006416i,-0.034621+0.0014372i,-0.028539+0.014153i,-0.012401+0.018824i,0.00015376+0.0086944i,0.00070693-0.0027366i
0.0034089-0.0025076i,0.011894-0.0094879i,0.023845-0.023297i,0.027962-0.028818i,0.020103-0.0099935i,0.0091599+0.024966i,0.0058322+0.050532i,0.0071153+0.056981i,0.0093267+0.054949i,0.014492+0.03789i,0.017839+0.0050345i,0.016825-0.016549i,0.012446-0.014551i,0.0073232-0.0043402i,0.0041259-0.0012742i,0.0064254-0.0013551i,0.017542-0.0012983i,0.030934-0.0055449i,0.035014-0.014768i,0.024425-0.024362i,0.0053455-0.02399i,-0.0055623-0.011561i,-0.0032438-0.00016668i
-0.0013668+0.0050179i,0.0012942+0.016685i,0.0067787+0.034367i,0.014246+0.043725i,0.013003+0.037297i,-0.0063276+0.033834i,-0.029839+0.046752i,-0.043887+0.050898i,-0.054237+0.035279i,-0.044922+0.022549i,-0.017305+0.021614i,-0.0011119+0.022701i,-0.0016355+0.017698i,-0.0056358+0.0098954i,-0.0042883+0.0056332i,-0.0054674+0.007074i,-0.0138+0.014211i,-0.023065+0.023665i,-0.024222+0.031474i,-0.010435+0.033911i,0.0066181+0.024547i,0.011352+0.0088597i,0.0050661-0.00019751i
0.00019549-0.0037845i,-0.010068-0.0065947i,-0.02782-0.010517i,-0.038741-0.0057086i,-0.027952+0.0068415i,-0.014578+0.01678i,-0.019513+0.020478i,-0.021056+0.015675i,-0.0077133+0.00091013i,0.0024148-0.010992i,0.00037272-0.01983i,-0.0077877-0.028273i,-0.0094449-0.025889i,-0.0038088-0.016139i,-0.00061251-0.00893i,0.0013478-0.0091574i,0.0063994-0.016518i,0.012135-0.028162i,0.011086-0.036946i,-0.0016394-0.034021i,-0.014616-0.019548i,-0.014576-0.0046648i,-0.0057054+0.0013257i
-0.001343-0.00040835i,0.0077186-0.0075277i,0.021478-0.019271i,0.025411-0.028413i,0.010285-0.014241i,-0.0053598+0.016593i,-0.01367+0.035447i,-0.024793+0.042587i,-0.026547+0.04035i,-0.014042+0.029672i,0.0088775+0.023081i,0.025779+0.016752i,0.020999+0.0094403i,0.0086994+0.0057857i,0.0033994+0.0032701i,0.0015145+0.0052541i,-0.00058344+0.017206i,0.00051251+0.033662i,0.0076705+0.042659i,0.018013+0.034108i,0.023659+0.01321i,0.017149-0.0027982i,0.0061742-0.0066801i
0.0025847+0.0032472i,0.0039083+0.013334i,0.010535+0.031114i,0.01849+0.039576i,0.013107+0.027271i,-0.010614+0.019309i,-0.033843+0.022858i,-0.046711+0.010468i,-0.041628-0.010074i,-0.022808-0.017067i,-0.017064-0.013189i,-0.022778-0.0092958i,-0.020855-0.0085372i,-0.013606-0.0064507i,-0.0073816-0.002768i,-0.0043616-0.0045386i,-0.0078678-0.015288i,-0.0146-0.027706i,-0.021121-0.032023i,-0.024631-0.021601i,-0.022071-0.002262i,-0.012369+0.0094893i,-0.0022652+0.0080106i
-0.0079056-0.0022514i,-0.01772-0.0047524i,-0.037576-0.0060334i,-0.047994+0.0017838i,-0.030769+0.014967i,-0.014167+0.017818i,-0.017637+0.013864i,-0.012818+0.006462i,0.00083908+0.00308i,0.010568+0.0087119i,0.021873+0.0054547i,0.031789-0.0072066i,0.027944-0.012802i,0.015263-0.01004i,0.0058297-0.0049717i,0.004651+0.001536i,0.01184+0.01066i,0.022622+0.021094i,0.031203+0.02421i,0.031632+0.013579i,0.021846-0.004207i,0.0077363-0.013157i,-0.0009845-0.010365i
0.0021922+0.00077745i,0.010643-0.0057961i,0.023386-0.020764i,0.024709-0.033358i,0.0051836-0.021772i,-0.016903+0.0055532i,-0.029426+0.02153i,-0.031771+0.022778i,-0.026502+0.014495i,-0.019617+0.0055716i,-0.015962+0.0082954i,-0.013961+0.016594i,-0.010045+0.015611i,-0.005777+0.0088694i,-0.0030388+0.004108i,-0.0053446-0.0010335i,-0.01531-0.0064993i,-0.0299-0.01112i,-0.038088-0.010011i,-0.032914+0.00053859i,-0.017185+0.011626i,-0.0015685+0.012613i,0.0053423+0.0065982i
-0.0019882+0.0040295i,-8.1087e-05+0.01526i,0.0086346+0.035122i,0.021594+0.043773i,0.017782+0.024494i,-0.0062378+0.0048893i,-0.026465+0.00039223i,-0.030888-0.006599i,-0.017388-0.01188i,0.0047557-0.006564i,0.018937-0.0099564i,0.019482-0.023027i,0.011432-0.024878i,0.0020961-0.015905i,-0.001565-0.0067955i,0.00342-0.0023746i,0.01499-0.0015338i,0.029228-0.0013989i,0.037508-0.0034588i,0.030473-0.0098765i,0.011402-0.015195i,-0.0038536-0.011747i,-0.0066713-0.0042317i
-0.0029109-0.0018082i,-0.013302-0.0054957i,-0.033016-0.0070615i,-0.045833+0.0016816i,-0.033293+0.013857i,-0.01499+0.015669i,-0.012564+0.010129i,-0.0090001+0.006316i,0.0012813+0.0044417i,-0.0011293+0.0089241i,-0.0033377+0.02355i,0.0063207+0.031645i,0.012768+0.022745i,0.011173+0.0086166i,0.0060575+0.0019468i,-0.0015094+0.0028231i,-0.014388+0.0060209i,-0.029823+0.011124i,-0.037074+0.018096i,-0.027211+0.022004i,-0.0077501+0.01854i,0.0050918+0.0096195i,0.0071014+0.0022125i
0.0016697-0.0015481i,0.010692-0.0094079i,0.023635-0.025884i,0.023153-0.03952i,0.001005-0.027734i,-0.022095-0.0021981i,-0.033218+0.0099389i,-0.035862+0.010731i,-0.02289+0.012898i,-0.0021547+0.0058259i,0.00066637-0.012838i,-0.0071364-0.02123i,-0.0084105-0.015749i,-0.006145-0.0065317i,-0.00342-0.0013276i,0.0019167-0.0035181i,0.011264-0.01216i,0.022416-0.023476i,0.025452-0.030753i,0.015125-0.028399i,-0.00077583-0.018539i,-0.0091864-0.0079402i,-0.0071004-0.00080105i
0.00033546+0.0035011i,0.001972+0.015891i,0.011797+0.035468i,0.026232+0.042004i,0.025221+0.020695i,0.0015993-0.0047375i,-0.020235-0.012647i,-0.020045-0.017535i,-0.01486-0.016443i,-0.0094265+0.0047192i,0.009078+0.0247i,0.027763+0.024285i,0.026898+0.011982i,0.013996+0.00091611i,0.004477-0.0025729i,0.00011641+0.0036516i,-0.0056461+0.015208i,-0.011879+0.028489i,-0.012924+0.037415i,-0.0063858+0.033145i,0.0040339+0.018767i,0.0077783+0.0055074i,0.0048013-0.0010176i
-0.0034513-0.0036763i,-0.014537-0.0076555i,-0.03643-0.0094416i,-0.049333-0.00039182i,-0.034733+0.012732i,-0.013198+0.016024i,-0.0095054+0.011745i,-0.0056242+0.012745i,0.0059233+0.013721i,0.0016006+0.0039547i,-0.018455-0.0047916i,-0.028407-0.00061455i,-0.018019+0.0062454i,-0.0038253+0.0076263i,0.00083672+0.0048541i,0.00037107-0.0017341i,0.00041407-0.015186i,0.00022785-0.032797i,-0.0013141-0.041736i,-0.0067182-0.034041i,-0.012915-0.016888i,-0.013082-0.0036642i,-0.007584+0.0015905i
0.0042304+0.0039801i,0.013195-0.003837i,0.028836-0.020726i,0.02979-0.039363i,0.0050342-0.036875i,-0.022769-0.016866i,-0.034436-0.0074712i,-0.041105-0.0057092i,-0.038331+0.0062054i,-0.013724+0.016605i,0.018721+0.0098057i,0.031535-0.0039606i,0.020148-0.0092266i,0.0036908-0.0072989i,-0.0029065-0.0042996i,0.00038141+0.0012659i,0.0075227+0.013457i,0.015629+0.028563i,0.020151+0.035639i,0.01992+0.02786i,0.016626+0.010095i,0.01024-0.0023556i,0.0044005-0.004104i
-0.0019793+0.0027966i,-0.0011079+0.014639i,0.0059809+0.035402i,0.020657+0.045422i,0.026624+0.025629i,0.013747-0.0065913i,-0.0015406-0.021812i,-0.0016296-0.026449i,-0.0012797-0.02862i,-0.01517-0.015228i,-0.026951+0.010821i,-0.022912+0.029988i,-0.0083959+0.028142i,0.0017844+0.012903i,0.0031915+0.003695i,-0.0011017-0.000623i,-0.011272-0.010147i,-0.023568-0.021627i,-0.03096-0.027337i,-0.029128-0.020746i,-0.020794-0.0065102i,-0.011488+0.0027745i,-0.0035218+0.0041961i
-0.0041333+0.0022196i,-0.014834-0.0030702i,-0.033135-0.0064596i,-0.047831+0.001375i,-0.038975+0.015672i,-0.016717+0.019954i,-0.01186+0.011526i,-0.017274+0.011548i,-0.0086289+0.020687i,0.007561+0.011331i,0.012669-0.014287i,0.0059196-0.027314i,-0.0030484-0.019191i,-0.0056999-0.0058594i,-0.0049428+0.00037147i,-0.00050258+0.0016942i,0.012252+0.0038946i,0.0292+0.007909i,0.039586+0.010231i,0.035394+0.005547i,0.02136-0.0049433i,0.0081717-0.010125i,0.0011058-0.006493i
0.0031578-0.0028188i,0.012607-0.0096082i,0.027-0.02544i,0.029367-0.043573i,0.0075491-0.046802i,-0.021899-0.031419i,-0.032977-0.024023i,-0.034179-0.03235i,-0.038794-0.027691i,-0.033989-0.0018894i,-0.014281+0.026117i,0.0056169+0.035058i,0.01072+0.022086i,0.0059229+0.0077494i,0.0031282+0.0021154i,-0.00069097+0.0011824i,-0.011939+0.002095i,-0.027298+0.0039997i,-0.03673+0.0058112i,-0.032448+0.0077441i,-0.018791+0.010077i,-0.0069524+0.0093571i,-0.001306+0.0052348i
0.0015949+0.0056402i,0.0025743+0.016346i,0.0092595+0.035863i,0.023845+0.048086i,0.036554+0.030212i,0.02961-0.0050497i,0.013799-0.021763i,0.013084-0.021698i,0.018172-0.01997i,0.010096-0.022529i,-0.0097832-0.027922i,-0.025184-0.021952i,-0.023391-0.0070747i,-0.013448+0.00077077i,-0.0077042+0.002155i,-0.0028141+0.0007747i,0.0081141-0.0054315i,0.022379-0.013916i,0.031587-0.018717i,0.027437-0.019626i,0.012754-0.018857i,0.0013257-0.01516i,-0.00073626-0.0086729i
-0.005256-0.0041446i,-0.015176-0.0085641i,-0.036523-0.014066i,-0.056563-0.0091668i,-0.053172+0.011858i,-0.027426+0.023563i,-0.014363+0.010799i,-0.019815+0.00053555i,-0.023123+0.0052577i,-0.01227+0.01308i,0.011887+0.015845i,0.023348+0.0079887i,0.012335-0.0018877i,0.0011532-0.003926i,-0.0010022-0.003081i,-0.0030438+2.0855e-05i,-0.0073745+0.0097712i,-0.012808+0.021873i,-0.017379+0.02974i,-0.015408+0.028441i,-0.0055299+0.019523i,0.0030462+0.011416i,0.0036571+0.0065443i
0.00054914-0.0010894i,0.010454-0.0077637i,0.0283-0.020561i,0.037642-0.041445i,0.01787-0.053951i,-0.011781-0.046221i,-0.016911-0.039116i,-0.0076161-0.044795i,-0.0053778-0.045053i,-0.012744-0.032656i,-0.02618-0.013738i,-0.029483+0.0029569i,-0.017887+0.0078739i,-0.0078975+0.005686i,-0.0044174+0.0043395i,-0.0020815+0.00032954i,0.0011544-0.0096478i,0.0049649-0.022433i,0.0079352-0.031781i,0.0063722-0.030158i,-0.0014946-0.021569i,-0.0066794-0.01423i,-0.0047645-0.0080862i
0.0028868+0.0034024i,0.0023542+0.014931i,0.0049844+0.037164i,0.018915+0.05558i,0.040193+0.042617i,0.042105+0.0061262i,0.027732-0.014094i,0.020956-0.013199i,0.019611-0.0070028i,0.020013-0.0032204i,0.02434-0.0092601i,0.018462-0.018067i,0.0016666-0.015385i,-0.007438-0.0087965i,-0.0073019-0.0062947i,-0.005239-0.0021887i,-0.001798+0.0078732i,0.002791+0.02221i,0.0070837+0.031953i,0.0096831+0.028321i,0.011711+0.015056i,0.011868+0.0047318i,0.0077666+0.0021733i
-0.0029754-0.0042088i,-0.013465-0.0092243i,-0.035511-0.017969i,-0.059272-0.017173i,-0.060227+0.0045608i,-0.035544+0.020541i,-0.013486+0.0071598i,-0.0060174-0.012002i,-0.0065815-0.016429i,-0.011814-0.0078931i,-0.016383+0.0097748i,-0.010598+0.018023i,-0.0016126+0.0073136i,0.00060718-0.00026574i,0.0016544+0.001543i,0.0009477-0.00025577i,-0.0044118-0.0076241i,-0.011059-0.017291i,-0.015556-0.024088i,-0.016253-0.021392i,-0.014786-0.011307i,-0.01255-0.0026209i,-0.0087345+0.00059632i
0.0022331+0.0021237i,0.011583-0.0020739i,0.033821-0.015084i,0.049739-0.039314i,0.03104-0.057528i,0.0025819-0.053948i,0.0017183-0.041807i,0.015416-0.035441i,0.020645-0.027553i,0.020161-0.020674i,0.0138-0.026325i,0.0014863-0.02775i,-0.0052354-0.016092i,-0.007636-0.0074825i,-0.0099224-0.0046318i,-0.007538-0.0017939i,0.0012345+0.0041083i,0.013721+0.012967i,0.022241+0.018992i,0.022717+0.015912i,0.018292+0.0049641i,0.012906-0.0034226i,0.0081697-0.0034244i
0.00069263+0.0034333i,0.00049747+0.013421i,0.0021085+0.037189i,0.01365+0.060985i,0.034197+0.054836i,0.044871+0.02344i,0.038876+0.0010814i,0.032702-0.0026212i,0.024845-0.0029453i,0.0098024+0.0042159i,0.0071843+0.018497i,0.011435+0.015723i,0.0067907-0.0013364i,0.0027423-0.0092428i,0.0041588-0.0077001i,0.0029055-0.0065027i,-0.0052694-0.0057809i,-0.017815-0.0051529i,-0.026122-0.0055771i,-0.024324-0.0035142i,-0.015374+0.0018101i,-0.0067143+0.0053313i,-0.0023055+0.0048372i
-0.0062148-0.0024558i,-0.015098-0.0090739i,-0.036013-0.019249i,-0.060768-0.021768i,-0.063979-0.0049348i,-0.042407+0.012531i,-0.016177+0.0085319i,0.0016251-0.0025266i,0.011265-0.004758i,0.010756-0.010532i,-0.0028167-0.018446i,-0.010282-0.015257i,-0.004101-0.008262i,-0.001751-0.0039455i,-0.0049287+0.0011438i,-0.0035685+0.0036603i,0.0044394+0.0023641i,0.015581+0.0010531i,0.02404+0.00043963i,0.023958-0.0025351i,0.016613-0.0070194i,0.0081096-0.008376i,0.0037207-0.0056511i
0.0002433-0.0033014i,0.010625-0.0073428i,0.03342-0.017793i,0.052822-0.03652i,0.046277-0.05243i,0.023668-0.053507i,0.017725-0.038847i,0.026604-0.022718i,0.024219-0.010301i,0.01793+0.0045183i,0.024757+0.011196i,0.025851+0.0034916i,0.012704-0.0050209i,0.0036327-0.0091743i,0.0015547-0.01216i,-0.0006963-0.011806i,-0.006524-0.0059784i,-0.014904+0.0031137i,-0.021161+0.010524i,-0.019695+0.013021i,-0.010206+0.012111i,-0.0016408+0.0088087i,0.00034857+0.0041929i
-0.00037554+0.0005703i,-0.0028475+0.010289i,-0.0056486+0.03417i,-0.00035807+0.062014i,0.016465+0.06631i,0.034375+0.045574i,0.037889+0.024276i,0.032834+0.018267i,0.026973+0.015855i,0.010054+0.0059994i,-0.011531+0.0027722i,-0.013965+0.0054353i,-0.0025882+0.00064042i,0.0031184-0.001186i,0.0039673+0.0050886i,0.0051298+0.0078577i,0.0072148+0.0019053i,0.011355-0.0076778i,0.015549-0.015594i,0.013937-0.01833i,0.0074148-0.015202i,0.0015083-0.0095093i,0.00017525-0.0040497i
-0.0010354+0.0015941i,-0.0087102-0.0060902i,-0.025983-0.019878i,-0.048632-0.031447i,-0.060493-0.026326i,-0.049962-0.0051877i,-0.020467+0.0064142i,0.0014556+0.0048177i,0.0047541+0.0081883i,0.012114+0.010233i,0.024309-0.0026937i,0.022716-0.013346i,0.012572-0.01056i,0.0035193-0.0073492i,-0.0036778-0.0082403i,-0.0082762-0.0077779i,-0.010498-0.0020767i,-0.011902+0.0097584i,-0.011045+0.021241i,-0.0055574+0.023318i,0.0017155+0.016843i,0.0042407+0.0091651i,0.0017063+0.004462i
0.0014776-0.0015128i,0.011861-0.0026879i,0.03368-0.0099816i,0.057787-0.024001i,0.063861-0.038189i,0.046005-0.043296i,0.029359-0.026454i,0.031046-0.0014186i,0.02835+0.0059241i,0.0080439+0.0078294i,-0.0056868+0.019633i,-0.0010657+0.022581i,0.0058765+0.010342i,0.0085095+0.00082099i,0.011111-0.00044195i,0.012741-0.001214i,0.011217-0.007189i,0.0061722-0.015828i,-0.00013417-0.023001i,-0.004017-0.023287i,-0.0058328-0.015833i,-0.0047098-0.0087434i,-0.0011374-0.0050053i
-0.0020428+0.0040384i,-0.004315+0.013443i,-0.0087344+0.035216i,-0.010196+0.060969i,-0.00029552+0.073389i,0.019542+0.061371i,0.026691+0.03857i,0.014592+0.030927i,0.0062096+0.033196i,0.010258+0.017253i,0.0088567-0.0083148i,0.0029637-0.014709i,0.0034343-0.0069185i,0.0011293-0.0026155i,-0.0045123+0.00013198i,-0.0070776+0.0045336i,-0.0061067+0.0096433i,-0.00092766+0.01599i,0.0073764+0.021768i,0.013359+0.020733i,0.014288+0.012147i,0.011231+0.00561i,0.0067183+0.0040973i
-0.0022489-0.0028689i,-0.0083867-0.010238i,-0.022203-0.026927i,-0.040489-0.044429i,-0.053785-0.045757i,-0.050295-0.02434i,-0.026429-0.00034483i,-0.0018834+0.0061624i,0.0008339+0.00174i,-0.0040562+0.010393i,0.0065351+0.024652i,0.016873+0.020836i,0.014565+0.0075642i,0.010471-0.0011375i,0.0086242-0.0064833i,0.0067792-0.010379i,0.0019705-0.014766i,-0.0072069-0.017088i,-0.016694-0.016249i,-0.019211-0.011944i,-0.015757-0.0051821i,-0.011386-0.0016664i,-0.0070321-0.0020031i
-0.0020592-0.00041346i,0.0076388-0.001355i,0.028718-0.0016295i,0.056687-0.0049056i,0.071903-0.014848i,0.06161-0.022792i,0.037088-0.013645i,0.016802+0.012577i,0.011436+0.028888i,0.0059494+0.015509i,-0.010418-0.00012156i,-0.014837+0.0023288i,-0.0050914+0.0074033i,-0.00032282+0.0073223i,-0.00074082+0.0074102i,0.0017398+0.0089705i,0.0072991+0.011392i,0.014083+0.012035i,0.021848+0.0093458i,0.024287+0.0047196i,0.019166-0.0011088i,0.012506-0.0038112i,0.0073877-0.00161i
0.00059047+0.0040432i,-0.003332+0.01218i,-0.011585+0.029816i,-0.022053+0.052888i,-0.021594+0.067553i,-0.0076102+0.066459i,0.0071281+0.049881i,0.0037834+0.024532i,-0.015695+0.01107i,-0.012496+0.013336i,0.011766+0.0088099i,0.017166-0.001571i,0.007859-0.0040064i,0.0030798-0.0043127i,-2.9506e-05-0.0055893i,-0.0045405-0.0064943i,-0.011425-0.0084378i,-0.019192-0.0060956i,-0.022146+0.0015026i,-0.019357+0.0074905i,-0.013582+0.0094352i,-0.0082486+0.0078861i,-0.0043839+0.0047895i
-0.0022924-0.0016105i,-0.0078503-0.0083711i,-0.017438-0.025401i,-0.028413-0.047303i,-0.03587-0.057005i,-0.037301-0.045209i,-0.032065-0.013444i,-0.011351+0.017547i,0.0085819+0.01649i,0.0015107+0.0041732i,-0.013095+0.012343i,-0.0082803+0.019955i,0.0032723+0.013751i,0.0071454+0.0084525i,0.0068414+0.006396i,0.0087531+0.0034407i,0.015324+0.00011849i,0.019828-0.0051877i,0.019659-0.011322i,0.01552-0.013588i,0.0087483-0.012789i,0.0048752-0.010154i,0.0029248-0.0057416i
0.0023452+0.00083809i,0.01095-0.00036001i,0.032318+0.0012126i,0.057205+0.0048664i,0.069442+0.0063065i,0.066745+0.0041264i,0.044049-0.0040705i,-0.0005473-0.0020697i,-0.0277+0.016188i,-0.014017+0.017034i,-0.00011655-0.0031554i,-0.0048813-0.008048i,-0.0084936+0.0019086i,-0.0072533+0.0035845i,-0.0055628+0.00045809i,-0.0054583+0.001694i,-0.0098778+0.006768i,-0.013625+0.012749i,-0.011053+0.017549i,-0.0061802+0.018115i,-0.00090486+0.014677i,0.0024927+0.01112i,0.0022972+0.0068112i
-3.71e-05+0.003682i,-0.0033081+0.011229i,-0.015087+0.026329i,-0.030434+0.042937i,-0.039356+0.049736i,-0.038352+0.052826i,-0.019239+0.055215i,0.0065424+0.031633i,0.0076666-0.0068307i,-0.0054912-0.010371i,-0.0030862+0.0096696i,0.0051977+0.010845i,0.0047108+0.00075885i,0.0032491-0.002154i,0.0027764+0.0002224i,0.0031033+5.7117e-05i,0.0060192-0.0073246i,0.0065293-0.015684i,0.0035691-0.017731i,-0.00033392-0.015518i,-0.0047066-0.012865i,-0.005895-0.01007i,-0.0028062-0.0055746i
0.0026656-0.0023308i,-0.0005965-0.0094108i,-0.0076752-0.028642i,-0.013039-0.050849i,-0.0087438-0.060368i,-0.0082955-0.059084i,-0.027061-0.040378i,-0.040721+0.0018194i,-0.021988+0.031362i,-0.0026242+0.019205i,-0.0097078+0.00062007i,-0.01531+0.0045882i,-0.0069912+0.011986i,-0.0020656+0.0096756i,-0.0032451+0.0038506i,-0.0033988+0.0033437i,-0.00045448+0.0099135i,0.0023031+0.016333i,0.0049294+0.017744i,0.007456+0.014469i,0.0088595+0.0088434i,0.0086665+0.0045623i,0.0050276+0.0024449i
0.0012587-0.0025762i,0.0085651-0.001417i,0.025638+0.0022336i,0.044395+0.011844i,0.050178+0.028446i,0.051872+0.040739i,0.053304+0.02514i,0.028165-0.0156i,-0.015872-0.033524i,-0.025168-0.013776i,-0.0042045-0.0012611i,-0.0011379-0.006206i,-0.011815-0.0060078i,-0.010854-0.001227i,-0.0019432+0.0023732i,0.0022904+0.0015759i,-0.0010471-0.0048309i,-0.0067477-0.01012i,-0.010116-0.010518i,-0.0106-0.0072574i,-0.009819-0.0033914i,-0.0089579-0.00043773i,-0.0054986+0.0010444i
0.0018359+0.0036174i,-0.0021194+0.0085145i,-0.01193+0.019561i,-0.027566+0.027625i,-0.044587+0.019396i,-0.06169+0.01527i,-0.061742+0.03809i,-0.024616+0.055428i,0.017838+0.030563i,0.017962+2.3558e-05i,-0.00079906-0.00017104i,5.6777e-05+0.0046586i,0.0065106-0.0010138i,0.001765-0.0040459i,-0.0060978-0.0011883i,-0.0071684+0.0034197i,0.00084218+0.0065472i,0.0099746+0.007939i,0.013888+0.0085977i,0.013115+0.0053421i,0.011061+4.56e-06i,0.008561-0.0027624i,0.0047748-0.0017742i
0.0016851-0.0040848i,-0.0010344-0.010734i,-0.0056333-0.027147i,-0.004737-0.043073i,0.012271-0.047318i,0.030363-0.05211i,0.014193-0.066397i,-0.034678-0.057413i,-0.056514-0.017217i,-0.03259+0.0051824i,-0.012462-0.0019532i,-0.013976-0.0018027i,-0.014326+0.0091546i,-0.0070381+0.0098452i,0.00071978+0.0022766i,0.002401-0.0024057i,-0.0041583-0.0018587i,-0.011355-0.00016849i,-0.013866+6.1067e-05i,-0.012203+0.0019492i,-0.0085069+0.0049141i,-0.005451+0.0053769i,-0.0028696+0.0034292i
-0.0017583+0.0022973i,0.0056036+0.0041506i,0.019571+0.009359i,0.031035+0.01911i,0.02488+0.038414i,0.016561+0.063339i,0.035931+0.068733i,0.061298+0.025902i,0.049282-0.026974i,0.017639-0.031632i,0.0057597-0.013204i,0.0049732-0.012935i,-0.0024282-0.019136i,-0.0091988-0.01246i,-0.010652+0.0012917i,-0.0063926+0.0073746i,0.001755+0.0030329i,0.0087484-0.0022088i,0.012092-0.0033563i,0.011354-0.0037835i,0.0079997-0.0055905i,0.0041178-0.0057151i,0.0017243-0.0038596i
-0.00048998+0.0024508i,-0.0051339+0.0070007i,-0.01439+0.015918i,-0.024171+0.019245i,-0.031873+0.00035499i,-0.048013-0.027086i,-0.07702-0.021164i,-0.078335+0.02177i,-0.036942+0.048242i,-0.0034848+0.032062i,-0.00055388+0.011072i,0.00071132+0.0084238i,0.0084956+0.0077776i,0.0093667-0.0013307i,0.0028167-0.011507i,-0.0042056-0.011921i,-0.0073535-0.0028427i,-0.0081922+0.0056837i,-0.0095799+0.0096595i,-0.0086533+0.010625i,-0.0037162+0.0091324i,0.00023803+0.006567i,0.0011818+0.003936i
