-0.0027327-0.00055102i,-0.002688+9.9379e-05i,-0.0031355+0.0011838i,-0.0041568+0.0013988i,-0.0049945+0.0021417i,-0.0031152+0.0025066i,-0.0010278+0.0020353i,-0.00095953+0.0023649i,-0.00038617+0.0027667i,0.00035388+0.0023147i,1.9906e-05+0.00091369i,-0.00033616-6.8623e-06i,-0.00044905-0.0002877i,-6.2178e-05-0.00049637i,-0.00056299-0.00064672i,-0.0010619-0.0010688i,-6.9679e-05-0.00059341i,0.00018382+0.00053215i,-0.00010408+0.00028524i,-8.4531e-05-0.00038452i,0.00038358+3.7339e-05i,0.00098316-0.00012734i,0.00085851+0.00010549i
0.0096677-0.020785i,0.030736-0.038408i,0.16835-0.10393i,0.43655-0.33602i,0.54764-0.60317i,0.34826-0.55031i,0.14021-0.22374i,0.059152-0.027271i,-0.055897-0.02145i,-0.12939-0.0033805i,-0.06234+0.023941i,0.041112+0.01254i,0.10945-0.021481i,0.098267-0.069472i,-0.0069916-0.10257i,-0.12782-0.086476i,-0.18757-0.027367i,-0.16858+0.018943i,-0.10847+0.026994i,-0.052016+0.027386i,-0.0080491+0.036185i,0.027599+0.041249i,0.049675+0.029289i
-0.0039648+0.017768i,0.0084277+0.034869i,-0.026891+0.043449i,-0.18637+0.11985i,-0.32608+0.2642i,-0.2989+0.30073i,-0.21618+0.19044i,-0.13294+0.076945i,0.0067813+0.0061966i,0.088229-0.054565i,0.048012-0.057459i,-0.013938-0.0061362i,-0.053522+0.05563i,-0.044911+0.10715i,0.018125+0.097949i,0.065134+0.036487i,0.06026-0.011375i,0.034059-0.028314i,0.011289-0.027954i,-0.0057253-0.015032i,-0.021214+0.0025877i,-0.038143+0.016543i,-0.042676+0.025171i
0.012111-0.02132i,-0.0030096-0.090984i,-0.041058-0.23171i,-0.056254-0.44554i,-0.055732-0.57827i,-0.050166-0.4382i,0.028214-0.2268i,0.075396-0.15779i,0.0026373-0.12071i,-0.049867-0.064081i,-0.045557-0.03866i,-0.036497-0.017159i,-0.014052-0.0051691i,5.9489e-05-0.031059i,0.0043178-0.054044i,0.024997-0.059435i,0.053951-0.073341i,0.06523-0.079933i,0.054514-0.062292i,0.034486-0.042343i,0.015224-0.033706i,0.010565-0.031557i,0.014984-0.02426i
-0.023446+0.0070845i,-0.022346+0.041138i,-0.025021+0.1052i,-0.1005+0.22405i,-0.1697+0.35305i,-0.051761+0.31071i,0.079248+0.14402i,0.040043+0.078453i,-0.036186+0.12408i,-0.031232+0.15369i,0.011969+0.091456i,0.0098155-0.031293i,-0.037962-0.10692i,-0.064658-0.080819i,-0.055938+0.016707i,-0.01426+0.11101i,0.050845+0.14437i,0.096986+0.1188i,0.099387+0.066572i,0.071766+0.017599i,0.045959-0.013988i,0.02298-0.034617i,-0.01934-0.046463i
0.016385-0.0058215i,0.010009-0.03074i,-0.013952-0.070232i,0.030074-0.094872i,0.10493-0.11003i,0.010974-0.090066i,-0.1423-0.0020554i,-0.13367+0.034518i,-0.042929-0.027458i,-0.022125-0.069398i,-0.028447-0.015334i,0.034293+0.072206i,0.12529+0.083073i,0.1406+0.017366i,0.067816-0.053616i,-0.03668-0.066038i,-0.11399-0.0057558i,-0.1338+0.056654i,-0.10141+0.063422i,-0.055997+0.041619i,-0.032491+0.038359i,-0.0076588+0.053609i,0.032024+0.041397i
-0.00074459+0.0079509i,0.054762+0.043433i,0.2315+0.12088i,0.42656+0.15189i,0.42098+0.085153i,0.23172-0.022522i,0.043226-0.12073i,-0.07558-0.12431i,-0.11371-0.036321i,-0.08636+0.019904i,-0.080242+0.0088159i,-0.13424+0.0048134i,-0.18571+0.058959i,-0.15791+0.11381i,-0.062008+0.081341i,-0.00984-0.037495i,-0.054995-0.14521i,-0.11442-0.15061i,-0.10905-0.075397i,-0.057461-0.014643i,-0.022312-0.0065094i,-0.024769-0.0085374i,-0.024563+0.0075191i
-0.0067035-0.0064266i,-0.098606-0.086285i,-0.34463-0.27702i,-0.68073-0.42529i,-0.80953-0.30495i,-0.535+0.013404i,-0.09153+0.19538i,0.14749+0.11848i,0.13236+0.010683i,0.090544+0.011636i,0.10809+0.0045301i,0.11004-0.052016i,0.086243-0.097134i,0.049625-0.093568i,0.025483-0.013633i,0.089558+0.078032i,0.20209+0.077968i,0.23398-0.0017987i,0.15305-0.06103i,0.056611-0.038778i,0.03458+0.0073209i,0.044934+0.0062162i,0.027976-0.0033134i
-0.000696-0.0012804i,0.045286+0.069374i,0.2017+0.22796i,0.469+0.36337i,0.66851+0.3357i,0.57389+0.1823i,0.25167+0.10266i,0.0022553+0.12796i,-0.094559+0.069019i,-0.18324-0.031317i,-0.2174-2.84e-06i,-0.11919+0.058712i,-0.016595+0.028706i,1.8337e-05-0.035593i,-0.055745-0.073053i,-0.12932-0.035604i,-0.13891+0.046779i,-0.082821+0.087778i,-0.027155+0.057659i,-0.022677+6.9808e-05i,-0.050668-0.010358i,-0.047179+0.0187i,-0.027934+0.024112i
0.0073046-0.018885i,-0.069341-0.1144i,-0.38588-0.26177i,-0.89514-0.2689i,-1.159-0.10676i,-0.91157-0.04527i,-0.53123-0.17524i,-0.34128-0.1955i,-0.14596-0.013661i,0.1012+0.040155i,0.14313-0.058193i,0.048369-0.075265i,0.01674-0.038329i,0.025951-0.025788i,0.036655-0.039579i,0.0020953-0.081551i,-0.078311-0.087261i,-0.10868-0.034109i,-0.058275+0.015512i,0.0095422+0.016704i,0.0284-0.010731i,0.0067769-0.017151i,0.00032907-0.0026283i
0.0034321-0.005437i,0.088833+0.085668i,0.40406+0.20722i,0.89653+0.092389i,1.1062-0.25573i,0.81807-0.38097i,0.4819-0.17955i,0.3431-0.10233i,0.15304-0.17882i,-0.033099-0.087787i,-0.044854+0.038282i,-0.03207+0.046205i,-0.058217+0.052145i,-0.044153+0.076477i,0.010582+0.082733i,0.096475+0.068839i,0.17321+0.032846i,0.17905-0.0038101i,0.11398-0.013794i,0.045059+0.0044955i,0.026671+0.014623i,0.029568-0.00085697i,0.014095-0.0124i
0.013043+0.022532i,0.075018-0.089861i,0.13859-0.40469i,0.0713-0.64431i,-0.077739-0.42528i,-0.12485+0.0057223i,-0.13919+0.2407i,-0.20729+0.35127i,-0.18504+0.3801i,-0.12275+0.27083i,-0.11899+0.1777i,-0.080652+0.14913i,-0.012865+0.088844i,-0.0025093+0.013621i,-0.043486-0.015457i,-0.099999+0.01605i,-0.13976+0.076667i,-0.12395+0.12378i,-0.053931+0.12588i,-0.003233+0.092134i,-0.0046234+0.077949i,0.0043849+0.084751i,0.025265+0.061274i
-0.091729-0.019756i,-0.26637-0.0015384i,-0.55688+0.035151i,-0.90565-0.080318i,-1.1432-0.23108i,-0.98549-0.12876i,-0.46023-0.059482i,-0.1254-0.28384i,-0.17895-0.3842i,-0.2003-0.24465i,-0.11429-0.17392i,-0.083092-0.15761i,-0.047365-0.11669i,0.0087632-0.10284i,0.041369-0.096215i,0.067909-0.1083i,0.083436-0.16686i,0.060177-0.21228i,0.015438-0.18904i,-0.011221-0.12441i,-0.019912-0.078705i,-0.027025-0.061359i,-0.028101-0.051947i
0.023728-0.017533i,0.14595-0.10101i,0.45242-0.26688i,0.85985-0.34954i,1.1079-0.22601i,0.96789-0.055973i,0.66446+0.034495i,0.47689+0.011141i,0.2873-0.088558i,0.07839-0.066723i,0.026105+0.032399i,0.063176+0.011892i,0.043301-0.058163i,0.0033335-0.061679i,0.0024824-0.0020526i,0.072652+0.065643i,0.14732+0.084106i,0.13295+0.059231i,0.066971+0.025321i,0.0052612+0.01348i,-0.038731+0.036672i,-0.05311+0.06426i,-0.057479+0.074376i
0.11874-0.03403i,0.05161-0.061289i,-0.34786+0.030449i,-0.83094+0.37883i,-0.96576+0.66816i,-0.81235+0.62709i,-0.69971+0.46655i,-0.6326+0.44328i,-0.44063+0.4274i,-0.25324+0.28745i,-0.18374+0.16527i,-0.14216+0.12382i,-0.096428+0.12626i,-0.05461+0.14404i,-0.057329+0.10388i,-0.14889+0.051316i,-0.20525+0.052219i,-0.15634+0.052836i,-0.078965+0.033739i,-0.01277+0.0031964i,0.037643-0.029245i,0.069091-0.051675i,0.073106-0.079444i
-2.209+7.0512i,0.77597+7.573i,4.664+7.6857i,6.869+4.5803i,6.8959+0.45642i,4.457-2.7899i,0.96537-2.9429i,-0.92635-0.95717i,-0.64643+0.83035i,0.49826+1.1822i,0.82706+0.36181i,0.26267-0.39036i,-0.50442-0.60923i,-1.1512-0.25304i,-1.151+0.40883i,-0.60358+0.75086i,-0.075177+0.63195i,0.17518+0.22072i,0.073199-0.21178i,-0.16755-0.34278i,-0.21462-0.28914i,-0.094727-0.24176i,0.060442-0.19988i
0.065582-0.1336i,-0.021895-0.35948i,-0.39534-0.67748i,-0.71462-0.79424i,-0.53111-0.71064i,-0.1427-0.58618i,0.11683-0.35135i,0.31431-0.10882i,0.32776-0.0525i,0.1884-0.0019276i,0.17156+0.076173i,0.19242+0.049712i,0.11959+0.059901i,0.050558+0.14079i,-0.021858+0.17024i,-0.12099+0.19452i,-0.16492+0.24359i,-0.14437+0.23837i,-0.10252+0.1546i,-0.059533+0.057337i,-0.0068848+0.017249i,0.053103+0.01743i,0.084316+0.018591i
-0.047466+0.051335i,-0.13013+0.23642i,-0.3316+0.60689i,-0.63176+0.9543i,-0.80468+0.94204i,-0.59939+0.62115i,-0.25155+0.33598i,-0.014554+0.22195i,0.13396+0.13389i,0.15094+0.026637i,0.096778-0.021304i,0.047307-0.037932i,-0.020843-0.019302i,-0.028261+0.056752i,0.061544+0.10338i,0.1507+0.086101i,0.1916+0.033703i,0.17983-0.021942i,0.11269-0.031549i,0.040899-0.011789i,0.0073028-0.014557i,0.00074801-0.029858i,0.019111-0.031257i
-0.047814-0.021582i,-0.083275-0.1275i,-0.12296-0.21417i,-0.14804-0.10646i,-0.080976+0.12177i,0.0093935+0.096503i,-0.028152-0.16502i,-0.12279-0.22813i,-0.058611-0.033914i,0.10728+0.084667i,0.16332+0.052312i,0.11103-0.011191i,0.027101-0.051639i,-0.02688-0.040824i,-0.013632+0.0057483i,0.040916+0.0332i,0.087613+0.015706i,0.087514-0.0081758i,0.054226+0.003318i,0.030732+0.023957i,0.025318+0.01945i,0.020499-0.0038196i,0.010179-0.014054i
-0.04838+0.05205i,-0.090801+0.21748i,-0.049123+0.47519i,0.21093+0.58475i,0.54003+0.35147i,0.60066+0.051623i,0.45423-0.00085525i,0.35669+0.049594i,0.23525+0.0046232i,0.080567-0.0063031i,0.04622+0.046981i,0.065932+0.07119i,0.05626+0.093071i,0.049179+0.089065i,0.03198+0.017398i,-0.027616-0.066093i,-0.10571-0.10235i,-0.14109-0.10107i,-0.12286-0.090957i,-0.082509-0.073877i,-0.04602-0.051651i,-0.03479-0.02656i,-0.029456+0.0014433i
0.073933+0.0087062i,0.22459+0.018319i,0.46244+0.018928i,0.62805+0.012498i,0.48879+0.00046036i,0.1627+0.010735i,-0.036599+0.10478i,-0.0039025+0.18968i,0.11118+0.15226i,0.13353+0.064561i,0.082178+0.015911i,0.028864+0.015189i,-0.00057689+0.034389i,-0.013774+0.054781i,-0.020344+0.084672i,-0.0060641+0.11887i,0.017213+0.13168i,0.02988+0.11411i,0.029403+0.088462i,0.03817+0.069693i,0.069381+0.033564i,0.087334-0.012236i,0.087452-0.0275i
-0.024339-0.033568i,-0.097083-0.055215i,-0.26128-0.049797i,-0.47127+0.0021732i,-0.55271+0.062759i,-0.44715+0.04279i,-0.29357-0.099625i,-0.21946-0.1839i,-0.14134-0.091468i,0.00040631-0.013846i,0.090945-0.030894i,0.11098-0.055877i,0.11406-0.060433i,0.11651-0.054033i,0.11559-0.05781i,0.097489-0.06979i,0.065261-0.069692i,0.019844-0.056309i,-0.018512-0.031215i,-0.024344-0.013293i,-0.023864-0.016145i,-0.036156-0.021792i,-0.041979-0.020219i
-0.0042915+0.01545i,-0.051831+0.039823i,-0.17862+0.14529i,-0.26119+0.36637i,-0.10704+0.46705i,0.14431+0.26384i,0.17313+0.056638i,0.11102+0.045304i,0.11209+0.0068989i,0.066897-0.073545i,0.016526-0.065181i,-0.0027842-0.035115i,-0.038256-0.026089i,-0.049682-0.02064i,-0.022635-0.031585i,-0.0064117-0.053939i,-0.0091559-0.059314i,-0.003727-0.037652i,0.013115-0.018566i,0.01928-0.01882i,0.0063764-0.017161i,-0.01055-0.014979i,-0.021036-0.026901i
-0.021855+0.016547i,0.0099838+0.1435i,0.22137+0.39048i,0.62899+0.50338i,0.80771+0.28582i,0.49167+0.07568i,0.17852+0.17223i,0.20921+0.27202i,0.2735+0.15658i,0.15813+0.036519i,0.015356+0.023556i,-0.02711+0.037257i,-0.014269+0.028612i,-0.026981+0.023536i,-0.058247+0.047573i,-0.070528+0.075833i,-0.068452+0.086091i,-0.052539+0.079687i,-0.02809+0.057497i,-0.014935+0.032717i,-0.0093978+0.017535i,-0.0034754+0.014808i,0.0034144+0.026972i
0.053777-0.01699i,0.19962-0.19124i,0.35761-0.64126i,0.22783-1.0899i,-0.11698-0.94753i,-0.19438-0.3767i,-0.023609-0.1062i,-0.010316-0.1086i,-0.071506-0.0045757i,-0.0026791+0.075025i,0.052606+0.028293i,0.037723+0.0046795i,0.030836+0.023968i,0.042123+0.025094i,0.052712-0.0037313i,0.053111-0.035856i,0.049248-0.056688i,0.037762-0.075207i,0.010064-0.075249i,-0.018892-0.045686i,-0.030495-0.0091175i,-0.029231+0.013636i,-0.025381+0.01765i
-0.06-0.020877i,-0.31454+0.00895i,-0.78825+0.21616i,-1.0788+0.55813i,-0.79361+0.61201i,-0.28281+0.23188i,-0.078952-0.1463i,-0.08341-0.25383i,-0.071242-0.2289i,-0.030435-0.17815i,0.021776-0.12112i,0.029296-0.072942i,-0.0031297-0.022457i,-0.023256+0.010582i,-0.029991+0.021218i,-0.019705+0.029707i,0.0040864+0.031241i,0.018799+0.032956i,0.020393+0.041307i,0.022514+0.043027i,0.027294+0.032695i,0.027796+0.015599i,0.026646+0.0069272i
0.041226+0.068033i,0.26696+0.26014i,0.77513+0.55218i,1.2901+0.67129i,1.2452+0.44426i,0.67002+0.14117i,0.21434+0.067444i,0.12711+0.050016i,0.10146-0.054173i,-0.0088741-0.070855i,-0.058187-0.010001i,-0.027353-0.0096588i,-0.0036206-0.039416i,-0.0019004-0.035636i,-0.016669-0.012381i,-0.037308+0.0079088i,-0.046122+0.019714i,-0.043503+0.022239i,-0.028938+0.01818i,-0.004692+0.0030303i,0.0090845-0.019364i,0.0023076-0.019524i,-0.004167+0.0044374i
-0.01621-0.089618i,-0.11182-0.33823i,-0.35022-0.74751i,-0.61378-0.9741i,-0.61308-0.71566i,-0.33512-0.24948i,-0.085066+0.0079423i,0.0049873+0.11648i,0.050291+0.18509i,0.074579+0.15598i,0.056017+0.083213i,0.035746+0.026161i,0.012787-0.011724i,-0.0069931-0.02349i,-0.002363-0.032049i,0.00012734-0.046953i,-0.015253-0.049933i,-0.028858-0.040125i,-0.027809-0.034134i,-0.014047-0.037801i,0.00093531-0.04042i,0.0088747-0.039835i,0.011021-0.045192i
-0.026941+0.087619i,-0.090524+0.28737i,-0.20935+0.58272i,-0.3493+0.72795i,-0.3751+0.53993i,-0.24322+0.21073i,-0.12059-0.031862i,-0.12889-0.11443i,-0.14633-0.045623i,-0.063435+0.013603i,0.001398+0.009038i,0.0023846+0.029013i,0.0017748+0.048971i,0.0029041+0.043785i,0.0093459+0.038206i,0.01139+0.028091i,-0.0032488+0.031686i,-0.0060795+0.048114i,0.00058139+0.044938i,-0.0071357+0.030036i,-0.012751+0.024199i,-0.00045144+0.019699i,0.010645+0.01135i
0.066069-0.058964i,0.20594-0.19775i,0.43096-0.39943i,0.60653-0.50734i,0.54923-0.42537i,0.30502-0.26562i,0.062533-0.14316i,-0.042188-0.083566i,-0.02087-0.087219i,-0.0018795-0.083929i,-0.0065002-0.03461i,0.0044649+0.0063114i,0.023728+0.01744i,0.035937+0.015395i,0.034956+0.012265i,0.036674+0.019353i,0.056888+0.01651i,0.073943-0.0068054i,0.061039-0.020185i,0.031132-0.0054533i,0.0126+0.010203i,0.0042429+0.0024739i,-0.0081417-0.0045102i
-0.074117+0.028679i,-0.21361+0.13028i,-0.36859+0.32618i,-0.35512+0.49235i,-0.15929+0.47351i,-0.02688+0.34005i,0.029599+0.3013i,0.14309+0.28435i,0.19069+0.15679i,0.10808+0.048345i,0.045296+0.0093412i,0.022466-0.027052i,-0.0038706-0.029147i,-0.010643-0.0046925i,-0.0089963+0.0032136i,0.002655-0.0025358i,0.017215-0.024319i,0.0051461-0.050714i,-0.015069-0.049405i,-0.013461-0.027826i,-0.0095931-0.016013i,-0.022329-0.013127i,-0.023791-0.0058263i
0.074433+0.0065636i,0.2018-0.022341i,0.32516-0.083109i,0.27842-0.098289i,0.10227-0.010089i,0.056308+0.0744i,0.1105+0.056007i,0.074001+0.066277i,0.032624+0.15564i,0.068665+0.15029i,0.068597+0.061569i,0.018014+0.028915i,-0.0080072+0.033109i,-0.0076057+0.024859i,-0.0042998+0.0075387i,-0.022412-0.011474i,-0.059735-0.011206i,-0.079276+0.011567i,-0.063948+0.022928i,-0.038487+0.0097486i,-0.023584+0.0011756i,-0.011721+0.016264i,0.0021594+0.028126i
-0.073641-0.028152i,-0.23576-0.059136i,-0.48376-0.081148i,-0.6139-0.081998i,-0.47195-0.11821i,-0.28032-0.21062i,-0.25168-0.2656i,-0.24765-0.22728i,-0.15872-0.1758i,-0.083573-0.14949i,-0.058122-0.097715i,-0.02783-0.042464i,-0.0081121-0.033304i,-0.020561-0.040566i,-0.037449-0.029675i,-0.046109-0.00070843i,-0.041432+0.035714i,-0.01883+0.06003i,0.00089122+0.059505i,0.0060289+0.040645i,0.0091581+0.021848i,0.017042+0.0068558i,0.018686-0.00486i
0.06198+0.049522i,0.2029+0.1541i,0.45544+0.30396i,0.6665+0.36305i,0.5998+0.2637i,0.3487+0.15913i,0.21004+0.11643i,0.18978+0.0098319i,0.10748-0.10095i,-0.0056129-0.06583i,-0.023133+0.0045332i,0.0034514-0.004225i,0.0040129-0.017859i,0.00067218+0.0037029i,0.0062291+0.030139i,0.029926+0.044212i,0.064508+0.038203i,0.077386+0.018801i,0.060698+0.010693i,0.041214+0.013957i,0.033142+0.0037752i,0.019839-0.014282i,0.0035271-0.016461i
-0.028902-0.058976i,-0.081947-0.1784i,-0.14234-0.34024i,-0.14443-0.41913i,-0.046061-0.33188i,0.089457-0.20031i,0.19014-0.1255i,0.22642-0.040097i,0.20508+0.052442i,0.17411+0.070387i,0.13838+0.037682i,0.097724+0.017828i,0.075462+0.0086959i,0.068153-0.0031988i,0.067039-0.018454i,0.063684-0.039893i,0.043862-0.065225i,0.018624-0.074662i,0.0066171-0.062852i,0.0045013-0.047543i,0.0014177-0.033199i,-0.0031737-0.022254i,-0.0095351-0.015493i
0.0015611+0.068576i,-0.017419+0.18848i,-0.092992+0.33455i,-0.22932+0.39495i,-0.33594+0.30401i,-0.35301+0.15786i,-0.35297+0.099323i,-0.31619+0.11587i,-0.18852+0.092118i,-0.080152+0.016961i,-0.051639-0.012682i,-0.045086+0.01429i,-0.039357+0.031778i,-0.040037+0.020805i,-0.039346-0.0020602i,-0.045596-0.024055i,-0.059539-0.033348i,-0.060612-0.035907i,-0.043782-0.035762i,-0.028135-0.023697i,-0.021051-0.002276i,-0.012544+0.012868i,0.0018134+0.012273i
0.026772-0.058012i,0.082609-0.1437i,0.18605-0.223i,0.29872-0.21676i,0.33027-0.11675i,0.24992+0.014465i,0.14327+0.073885i,0.048733+0.0088175i,-0.037053-0.06451i,-0.066927-0.052963i,-0.041991-0.021745i,-0.022285-0.020969i,-0.024332-0.0094004i,-0.019203+0.024567i,-0.0088894+0.04451i,-0.0080256+0.045818i,-0.0099218+0.047407i,-0.011682+0.048312i,-0.014456+0.03879i,-0.010379+0.022572i,-0.0025051+0.0072232i,-0.0012264+0.0016851i,0.00065163+0.0034305i
-0.026878+0.041321i,-0.071567+0.084942i,-0.12556+0.10097i,-0.14849+0.065398i,-0.093116+0.0065922i,0.018726-0.091515i,0.097908-0.19862i,0.1094-0.18587i,0.0883-0.078971i,0.064713-0.011354i,0.040694-0.017369i,0.013136-0.041096i,0.00038295-0.041983i,0.0063172-0.034552i,0.0083568-0.032067i,0.0023666-0.019767i,0.0056328+0.003857i,0.01683+0.023698i,0.015741+0.032815i,0.0011245+0.026661i,-0.0094636+0.012666i,-0.01252+0.0055313i,-0.016134+0.0073896i
0.030138-0.02882i,0.059655-0.051762i,0.052295-0.017266i,-0.010921+0.090387i,-0.10039+0.16885i,-0.15417+0.18158i,-0.14534+0.18008i,-0.087728+0.18232i,-0.011497+0.16229i,0.02638+0.10793i,0.022381+0.06942i,0.026253+0.06637i,0.044081+0.050923i,0.03609+0.012166i,-0.0020808-0.0068005i,-0.026676+0.0088824i,-0.024321+0.019318i,-0.015656+0.0077829i,-0.0085539-0.0042998i,-0.0018308-0.0036926i,0.0075695+0.0057987i,0.017197+0.0084229i,0.018598+0.0040503i
-0.040129+0.014688i,-0.084333+0.030982i,-0.097375+0.01151i,-0.055819-0.05796i,0.0056862-0.11325i,0.036525-0.10527i,0.014558-0.038051i,-0.02918+0.020417i,-0.050714+0.018668i,-0.037155-0.0021719i,-0.0098612-0.0090466i,0.0081115-0.01967i,-0.0016942-0.03707i,-0.019846-0.024933i,0.0013857+0.01369i,0.044805+0.024814i,0.052969+0.0078451i,0.028177-0.004936i,0.0069736-0.011414i,0.0046017-0.015492i,0.011587-0.021307i,0.013481-0.027635i,0.012027-0.028348i
0.040311-0.0061867i,0.077378-0.025049i,0.086113-0.041941i,0.068398-0.047546i,0.06393-0.066376i,0.054911-0.10304i,0.036664-0.12564i,0.056621-0.118i,0.091509-0.10459i,0.069729-0.08542i,0.011827-0.053896i,-0.039102-0.021686i,-0.067248+0.021117i,-0.045966+0.05386i,0.0042017+0.028081i,0.02499-0.036683i,0.018661-0.072631i,0.015815-0.060704i,0.015192-0.02745i,0.010722-0.0023326i,-0.00051226+0.0025912i,-0.016159+0.00057818i,-0.021342+0.002722i
-0.046109+0.0033094i,-0.094158+0.039408i,-0.10775+0.12349i,-0.043605+0.21857i,0.060959+0.25083i,0.14081+0.19736i,0.17032+0.10805i,0.15102+0.028336i,0.10033-0.0022611i,0.058807+0.0094941i,0.045056+0.028775i,0.053739+0.049197i,0.08141+0.052056i,0.086847+0.018574i,0.028645-0.016253i,-0.046006-0.0053659i,-0.071428+0.021722i,-0.052494+0.022864i,-0.025435+0.01239i,-0.0089605+0.0085254i,-0.0025411+0.011738i,-0.00037416+0.016543i,-0.00029357+0.016225i
0.043619+0.01618i,0.098626+0.018261i,0.12848-0.0038564i,0.080745-0.042961i,-0.015106-0.068103i,-0.092483-0.060177i,-0.13097-0.01137i,-0.13041+0.075021i,-0.085007+0.11793i,-0.023446+0.083473i,0.02284+0.03542i,0.051972-0.0095956i,0.04708-0.057258i,0.0040536-0.067841i,-0.030326-0.018194i,-0.018415+0.050703i,0.0096048+0.083308i,0.012234+0.070651i,0.00068972+0.036321i,-0.0048833+0.0065611i,-0.0010283-0.0039711i,0.0071914-0.0059299i,0.0083933-0.0076819i
-0.035196-0.025222i,-0.09433-0.043791i,-0.15533-0.040264i,-0.18403-0.016877i,-0.19155+0.0082068i,-0.18741+0.045488i,-0.14689+0.059845i,-0.081441-0.0051734i,-0.054216-0.08306i,-0.057735-0.090839i,-0.046865-0.072448i,-0.051597-0.074045i,-0.082926-0.053825i,-0.07297-0.001815i,-0.0076632+0.020982i,0.046116-0.012462i,0.054214-0.049683i,0.039092-0.04875i,0.022111-0.029845i,0.010285-0.017485i,0.0032901-0.012527i,-0.0032259-0.005246i,-0.0022184+0.0042645i
0.030055+0.040372i,0.10014+0.086096i,0.19684+0.12315i,0.26869+0.12235i,0.2834+0.076785i,0.25734-0.010341i,0.20736-0.090966i,0.12698-0.10327i,0.047756-0.05266i,0.0034059-0.00089509i,-0.026378+0.0234i,-0.048965+0.051202i,-0.040741+0.077806i,-0.0086367+0.059409i,0.012156+0.0010653i,-2.7411e-05-0.049577i,-0.019796-0.066771i,-0.016826-0.057934i,-0.0067963-0.034139i,-0.0042785-0.010542i,-0.0030573-0.0015968i,0.0012772-0.001857i,0.0067578-0.0028139i
-0.016302-0.052991i,-0.051869-0.11897i,-0.095682-0.18199i,-0.11481-0.19441i,-0.098461-0.1559i,-0.061823-0.099094i,-0.02536-0.029725i,0.027431+0.049932i,0.087181+0.083734i,0.10076+0.057685i,0.087455+0.040009i,0.10285+0.045312i,0.12375+0.031338i,0.089765+0.0040404i,0.015973+0.0020679i,-0.030458+0.028711i,-0.039332+0.045876i,-0.038305+0.040133i,-0.030062+0.02934i,-0.017884+0.020963i,-0.0069599+0.0125i,-0.0015171-0.0025763i,-0.0072049-0.013246i
-0.00093261+0.047532i,-0.0033626+0.11156i,-0.021843+0.17485i,-0.045882+0.20268i,-0.032077+0.18619i,-0.0049553+0.14094i,-0.018951+0.083277i,-0.067302+0.030731i,-0.0912+0.0068638i,-0.062231-0.0055269i,-0.020478-0.044332i,-0.010985-0.097084i,-0.023287-0.11565i,-0.025061-0.077711i,-0.011489-0.013969i,0.0021927+0.032045i,0.0073177+0.055821i,0.0052636+0.059401i,0.0047345+0.03918i,0.0077135+0.014436i,0.0052525+0.0035744i,-0.0010812+0.0065837i,-0.0040434+0.01042i
0.011385-0.041896i,0.03217-0.10688i,0.070781-0.16694i,0.11442-0.17766i,0.11394-0.13985i,0.070816-0.089432i,0.024479-0.060998i,0.0055275-0.044848i,0.014532-0.024412i,0.014576-0.0065361i,-0.023269+0.01656i,-0.074984+0.046729i,-0.097251+0.062782i,-0.069619+0.052188i,-0.014445+0.023394i,0.027211-0.0072223i,0.047965-0.029849i,0.055352-0.03645i,0.042283-0.031642i,0.021017-0.023297i,0.011251-0.013469i,0.010429-0.0040541i,0.013649+0.0011795i
-0.035485+0.037792i,-0.08394+0.092119i,-0.1584+0.14161i,-0.21153+0.15869i,-0.18188+0.14578i,-0.096869+0.10415i,-0.0066306+0.055752i,0.057308+0.014733i,0.074537-0.023176i,0.056266-0.028181i,0.045982+0.0081529i,0.063863+0.047347i,0.074477+0.059252i,0.056123+0.040093i,0.029713+0.0018734i,0.0084913-0.034918i,-0.0085173-0.057463i,-0.019317-0.060238i,-0.019803-0.036883i,-0.010549-0.008169i,-0.0034605-0.00088201i,-0.0076295-0.00822i,-0.013524-0.0095204i
0.042135-0.016079i,0.087538-0.028677i,0.13068-0.0069498i,0.12914+0.030408i,0.064486+0.0056256i,-0.01222-0.049982i,-0.072432-0.032775i,-0.088308+0.048509i,-0.054614+0.09154i,-0.023703+0.060365i,-0.0032+0.0044055i,0.014195-0.040232i,0.02184-0.053449i,0.015122-0.037551i,-0.012915-0.018522i,-0.045633+0.0036414i,-0.06173+0.031828i,-0.056696+0.044235i,-0.035203+0.033114i,-0.016566+0.018353i,-0.0092797+0.012138i,-0.0056711+0.012757i,-0.0051994+0.011952i
-0.041749+0.012935i,-0.084537+0.017859i,-0.11313-0.0058304i,-0.097547-0.059221i,-0.04617-0.0805i,-0.022774-0.039532i,-0.0077202+0.006471i,0.019804-0.0046183i,0.010871-0.034601i,-0.010859-0.030454i,-0.010508-0.013323i,-0.0080314-0.013072i,-0.015441-0.025406i,-0.018051-0.023026i,-0.0096988+0.006126i,0.0070407+0.036831i,0.025532+0.048115i,0.028306+0.044265i,0.017317+0.027388i,0.0091578+0.0085809i,0.011464+0.0016003i,0.021532-0.0021568i,0.026504-0.0066882i
