0.0020752+0.00049486i,0.0013963-0.0002917i,0.00012239-0.0010118i,-0.0010262-0.00015124i,-0.001879+0.0015938i,-0.0021762+0.0022303i,-0.0020213+0.0016446i,-0.00030298+0.0016816i,0.00070241+0.0015901i,0.00040068+0.00038239i,0.00085159-0.0010907i,0.00085903-0.0011318i,-0.00042124-0.00026285i,-0.00056168-8.0078e-05i,-0.00035654-0.00032988i,-6.5676e-05-0.00010578i,0.00042508+0.00023945i,0.00038555+0.0011013i,-4.5118e-05+0.0010737i,-0.00033608+0.00014982i,-0.00022999-1.6223e-06i,0.00025173+0.00013433i,0.00084895-0.00024592i
0.0019012+0.0022549i,0.0024268+0.0014042i,0.0030096-6.5919e-05i,0.0030799-0.0010663i,0.0023168-0.0016464i,0.00094636-0.0015405i,0.00020201-0.00039068i,-0.00066488-0.00037811i,-0.0012944-0.00036931i,-0.00029062+9.8372e-05i,0.00070873+0.00010758i,0.00061332+0.00027637i,0.00024706+0.00046486i,-2.8198e-06+0.00060714i,-0.00054792+0.00048315i,-0.00086979+0.00035492i,-0.00063483+0.00034979i,-1.2623e-05+0.00033337i,0.00068431+0.00056973i,0.00069155+0.00061685i,0.00023477+0.00095629i,0.00014912+0.0013306i,0.00053304+0.0010283i
0.00099464-5.8334e-05i,-0.00019247+0.00011754i,-0.00052993+0.0010567i,-0.001551+0.00071455i,-0.0019353+0.00023797i,-0.00091501+0.00041649i,-0.00073813-8.3086e-05i,-0.0010163-0.00043564i,-0.00077293+0.00011338i,-0.0008171+0.000434i,-0.00075152-4.5035e-05i,-4.7401e-05+1.13e-05i,0.00088002+0.00033907i,0.0012944-3.071e-05i,0.000527-0.00045375i,3.2939e-05+0.00022539i,-5.9721e-05+0.00054403i,-0.00047745+0.00034221i,-0.00031601+0.00010596i,0.0004047-0.00016921i,-0.00019125-0.00010688i,-0.0011964+0.00058028i,-0.00063182+0.0011839i
-0.00077513-0.0012295i,-0.0010002-0.0022066i,-0.00064543-0.0021416i,-0.0007662-0.0010361i,-0.0013583-0.00040658i,-0.00091432-0.00054751i,-0.00024939-0.00081308i,-0.00035395-0.00050284i,-0.00044338-0.00018071i,0.00010716-0.00064213i,0.00046647-0.0006054i,5.4546e-05+0.00023043i,-0.00066635+0.00044522i,-0.00037103+0.00042334i,0.00027109-4.5078e-05i,0.00015728-0.00062296i,0.00038263-0.00017142i,0.00055272-2.9839e-05i,0.00016583-0.00046943i,-5.4786e-06-0.00071911i,-4.3509e-05-0.00040156i,-0.00029217+0.00024689i,-0.00030168+0.00070543i
-0.0012394+5.6313e-05i,-0.0017887+0.00091999i,-0.0024275+0.0028903i,-0.00097883+0.0037634i,0.0016017+0.0027796i,0.0015484+0.00021646i,0.00060114-0.00094256i,6.5849e-05+2.5745e-05i,-0.00071066+0.00085001i,-0.00055665+0.00087414i,0.00018666+0.0002314i,0.00053765-0.00013211i,-7.6481e-05-4.1481e-05i,-0.00062104-0.00064151i,-0.0008875-0.0007556i,-0.00063387-0.00084708i,0.00030672-0.00075205i,0.00036952+0.00043293i,-1.108e-05+0.00058833i,0.00017749-0.00028484i,-8.4365e-05-0.00074403i,-0.0003241-0.00078214i,-0.00020959-0.00024363i
0.0018793+0.00055022i,0.0028389-0.00044855i,0.0035128-0.00091242i,0.0028114-0.00080109i,0.0015982-0.00040378i,0.0008369-0.00079302i,0.00015092-0.00081438i,0.00012223-0.00050973i,0.00057056-3.6087e-05i,2.0831e-05+0.0002923i,-0.0011772-3.8534e-05i,-0.0015299-1.8811e-05i,-0.0012761-9.4545e-05i,-0.0010159-0.00040807i,-0.00051963-0.00026281i,2.2114e-05-0.00063706i,0.00068488-0.00092162i,0.00028221-0.00042292i,-0.00027141+0.00014917i,0.00038021+0.00023518i,0.00023728+2.6668e-05i,-0.00013359+0.00020053i,0.00014836+0.00036892i
-0.00093581+0.00059277i,-1.7912e-05+0.0018562i,0.00072189+0.0034098i,0.00040921+0.0025877i,-0.0001772-0.00037945i,-0.00048119-0.0019924i,-0.00028099-0.0016303i,0.00047296-0.0012133i,0.00050987-0.0012072i,0.00023985-0.00036514i,0.00051645+0.00067302i,0.00034473+0.00080424i,-0.00010419+0.00032824i,0.00018153+0.00034596i,0.00022199+0.00020851i,7.3336e-05-0.00036177i,-1.5652e-05-0.00020945i,-0.00015386+0.00048375i,0.00017538+0.00029299i,0.00020592-2.9756e-05i,-0.0004049-0.00023649i,-0.00062316-0.00050824i,-0.00068784-0.00032136i
0.00049896+0.00073666i,6.4884e-05-0.00056254i,0.00037267-0.0011607i,0.00029873-0.00056518i,0.00085296+0.00054726i,0.00076152+0.00047297i,-9.9683e-05-8.2674e-07i,8.6146e-05-0.00034266i,-0.00043437-0.00014671i,-0.0003211+0.00060986i,4.3146e-05+0.00093855i,-0.00086277+0.0012906i,-0.0010431+0.0011069i,-0.0012403+0.00032776i,-0.00052566-0.00021157i,0.00086745-5.9089e-05i,0.00070446+0.00047039i,7.5263e-06+0.00034852i,0.00025686-0.00022233i,-9.752e-05-0.00040022i,-0.00049325-0.00054413i,-0.00029581-0.00027872i,-0.00012877+0.00022943i
2.8343e-05-0.00058917i,0.00028915-0.00022608i,-0.00073243+0.00012297i,-0.0024206+0.0012323i,-0.0024848+0.0019996i,-0.00088004+0.0017024i,-0.00019144+0.0005615i,-0.0003126-0.00019426i,-0.00071058-0.00031369i,-0.00094181-0.00030949i,-0.00016697-0.00046089i,0.00048092-0.00042673i,-0.00014473+0.0002615i,-0.00053705+7.1757e-05i,-0.00015452-6.3919e-05i,8.4763e-05+0.00059035i,0.00048139-0.00026706i,0.00096255-0.0011015i,0.00067089-0.00028654i,0.00014379+0.00034883i,-0.00047685+0.00061075i,-0.00052642+0.00060988i,0.00037388-6.005e-05i
-0.0013511+4.7043e-05i,-0.0016409+6.8575e-05i,-0.0012845-0.00017061i,0.00046639-0.00067485i,0.0019315-0.001497i,0.0013017-0.0020511i,-5.8559e-05-0.0013239i,6.8449e-05+0.00030061i,0.00040073+0.0013512i,-0.00048125+0.001403i,-0.0010795+0.00031615i,-0.00071666-0.00096599i,5.4551e-05-0.0012106i,-0.00046853-0.00066087i,-0.00071105-0.000444i,0.00050055-0.00044302i,0.0012441-0.00061431i,0.00024436-0.00057696i,-0.00030778-0.0001223i,0.00042017-1.1711e-05i,0.00064441-0.00029672i,0.00086928-0.00026322i,0.001299+0.000161i
0.00079394+7.9018e-05i,0.0010977-4.5638e-05i,0.0015785+0.001121i,0.0010722+0.0018006i,2.9319e-05+0.0015036i,-0.00043939+0.0015847i,-0.000351+0.0016648i,-0.00024226+0.0010347i,-0.00066358+0.00018955i,-0.00076967-3.6524e-05i,-0.00057257+0.0001501i,-9.1417e-05+0.00023754i,-1.5472e-05+0.00061755i,-0.00071987+0.00080589i,-0.00077054+1.4124e-05i,-0.00020418+1.4262e-05i,0.00035576+0.00035326i,0.00029587+0.00058685i,0.00022609+0.00076108i,0.00024795+0.00067144i,0.00040722+0.00012915i,0.00036126-0.00019207i,-5.5242e-05-0.00029995i
0.0030914-0.0031315i,0.0020006-0.0044507i,0.00022815-0.0055418i,-0.0021925-0.0061004i,-0.0029756-0.0044015i,-0.0022302-0.0012042i,-0.0012321+0.00029997i,-0.00022057+6.1997e-05i,0.00043873+5.3033e-05i,0.00029729+0.0004007i,0.00035295+0.00040647i,0.00031971+0.00012885i,-0.00015814-0.00018381i,-0.00070999+0.00027757i,-0.00045715+0.00082818i,0.00037941+0.00085933i,0.00015436+0.00034984i,-0.00028554+0.00022281i,-0.00019128+0.00029198i,0.00029943-0.00024151i,0.00043796-0.00049913i,-0.00020816+0.00022783i,-0.00069216+3.4627e-05i
0.00011848-0.00087239i,0.00059014-0.0012295i,-0.00031961-0.00011412i,0.00024844+0.0010564i,0.0015664+0.0013192i,0.0016607+0.0007692i,0.00017221-0.00043223i,-0.00073866+9.4743e-05i,-0.00051913+0.00090266i,4.3824e-05+0.00097969i,0.00026375+0.0010015i,-0.0005135+0.00034017i,-0.0010889-0.00060444i,-0.001038-0.00047671i,-0.00060035-0.00066354i,-8.9456e-05-0.00069919i,9.1223e-06+0.00020163i,-0.00028772+0.00051392i,7.0214e-05-0.00029011i,0.00053927-0.0008077i,-0.00063147-0.00010424i,-0.00079131+3.7265e-05i,-0.00020648+2.4739e-05i
-0.002633+0.0010235i,-0.0036693+0.001529i,-0.0037792+0.0029128i,-0.0029806+0.0039993i,-0.00093536+0.0029813i,0.00045679+0.00034384i,0.00021102-0.001306i,-0.00045037-0.0013467i,-0.00059392-0.00094191i,-1.3817e-05+5.9256e-05i,0.00042419+0.00086229i,0.0004464+0.00029956i,-0.00022885-0.00023224i,-0.00013961-0.00047108i,0.0010013-0.00044349i,0.00075736+0.00012654i,0.00039426+0.00065292i,0.00045725+0.00057152i,0.00020165+0.00049588i,6.3501e-05+0.00018816i,-0.00034136+6.9652e-05i,-8.0719e-05-0.00029297i,0.00095505-0.00028731i
-0.0015752-0.00031622i,-0.00066722-0.0011325i,1.0106e-05-0.0010423i,0.00089131-0.00029083i,0.0017596-0.00037168i,0.0023929-0.00067872i,0.0024729-0.00083307i,0.0014366-0.00094393i,0.00066939-0.00062899i,0.00063118-0.00023913i,0.00064125+0.00037861i,0.00010855-0.00013837i,-0.00068667-0.00076745i,-0.00089462-0.00033025i,-0.0010169-9.554e-05i,-0.00011918-1.8265e-05i,0.00043065+6.1936e-05i,0.0005287-0.00040893i,0.00043281-0.00060282i,-4.3286e-05-0.00067186i,-0.00017778-0.0009801i,0.00036151+3.1168e-05i,0.00051993+0.0007468i
-0.00081755-3.7633e-05i,-0.00068606-0.00064345i,-0.0013857-2.058e-05i,-0.0018193+0.0017791i,-0.001263+0.0021452i,-0.00076122+0.00064571i,-0.00059645-0.00028955i,-0.00079828-0.00031418i,-0.00055421-5.1639e-05i,-2.6361e-05-0.00028694i,0.00010662-0.00046274i,-0.0005241-0.00023035i,-0.00078045-5.6629e-05i,-0.00023948-0.00020239i,7.1549e-05-0.00057992i,0.00049997-0.00029309i,0.00040498+0.00035649i,-0.00021333+0.00029223i,-0.00012136+0.00015554i,0.00010889+0.0004762i,0.00053829+0.00059425i,0.00075027+0.00092122i,0.00015679+0.00054221i
-0.00053688-0.0011514i,-0.00034005-0.0014591i,-0.00059909-0.0024041i,-0.00059326-0.0020836i,-0.00012691-0.00082584i,0.00067651-8.1515e-05i,0.0010542+1.1629e-07i,0.00081129-0.00025409i,0.00065785-0.00014415i,0.00029046+9.5646e-05i,-0.00085401-0.00034547i,-0.0010013+0.00012348i,-0.00030371+0.00078036i,3.2134e-05+7.335e-06i,9.549e-05-0.00051149i,-0.0001637-0.00029456i,-3.7098e-05-0.0006728i,6.7446e-05-0.00056913i,-0.00045123+0.00033001i,-0.00086128+0.00042615i,-0.00025138+0.00026401i,0.00047174+8.5689e-05i,0.00016845-0.00017764i
0.00012715-0.00041666i,0.00043004-0.00049741i,-0.00016091+0.00066545i,-0.00028209+0.00081954i,-0.00066527+0.00051205i,-0.00058336+8.3909e-05i,-0.00062352+0.00014466i,-0.0010082+0.00054756i,-0.0011502+0.00071984i,-0.0012267+0.00014555i,-0.0010744-8.738e-05i,-0.0010436+0.0003007i,-0.00080841-0.00014702i,-0.0013266+9.0097e-05i,-0.0012027+0.00026769i,-0.00092208-0.000169i,-0.00042068-0.0002632i,0.00067393-0.00043571i,0.00046587-4.6507e-05i,3.8305e-05+9.4551e-06i,0.0007208-0.00016129i,0.0013358-0.00064075i,0.0015826-0.00052226i
-0.0010201-0.0039742i,-0.0017581-0.0031841i,-0.0036508-0.003003i,-0.0042388-0.00058762i,-0.0027718+0.0026102i,-0.00067618+0.0028078i,0.0001948+0.00088992i,-0.00039028+6.3866e-05i,-0.00055179+0.00015335i,0.00018162+0.0013042i,0.00053186+0.0027595i,6.6314e-05+0.0018428i,-0.0006342+0.00059197i,-1.3981e-05+0.00035128i,0.00099233-0.00032566i,0.0013124-0.00056877i,0.00040195+0.00053806i,-0.00016493+0.0005785i,0.00021364-0.0004266i,2.9925e-05-0.00034292i,-0.00026059-0.00025037i,2.5381e-06+0.00014743i,-7.3999e-05+0.00062452i
-0.0010452+0.0014808i,0.00031756+0.0015627i,0.0017225+0.0025921i,0.0027621+0.001801i,0.0021972+0.00061549i,0.00066259+0.0010346i,0.00025024+0.00083546i,0.0004499+0.00051994i,0.00026307+0.0013266i,-0.00018197+0.00107i,0.00036698+0.00087059i,0.00077808+0.00096486i,-0.00012856+0.00057435i,-0.00046878-6.7726e-05i,0.00033096-0.00040509i,0.00013478-0.0001593i,0.00017844-0.0001978i,0.00087918-0.00058366i,0.00094698-0.00035772i,0.00063983-6.9687e-05i,-0.00046858-0.00047104i,-0.00033761-5.6314e-05i,-1.3946e-05+0.00030126i
0.00011834-0.00065841i,-6.6654e-05-0.00067826i,-0.0021013-0.0014279i,-0.0021451-0.0021277i,-0.00049742-0.0022152i,-7.1312e-05-0.001801i,-0.0003871-0.0019311i,0.00016053-0.0018843i,0.00043278-0.00053351i,0.00053041-6.1228e-05i,0.00075125+9.5713e-05i,-0.00010353-1.7305e-05i,-0.00023139-0.00015914i,0.00081645+0.00010042i,0.0010466+0.00039744i,0.00095352+0.0005018i,0.00097538+0.00046371i,0.00043999-0.00023061i,-0.00022029-0.00045531i,-0.00067209-0.00020817i,-0.00033747-0.00041655i,-0.00014259-0.00024401i,5.4966e-06+0.00036571i
0.0025867-0.0051549i,0.0024723-0.0050118i,0.001667-0.0048048i,-0.00047019-0.0023902i,-0.0022434+0.00033191i,-0.0016233+0.0015941i,-0.00017848+0.0010401i,0.00037592-3.9389e-05i,0.0010098-0.00023514i,0.0013187-0.00061571i,0.00093185-0.00071501i,-2.0374e-05-0.00012331i,-1.798e-05+7.4125e-06i,0.00017735-0.00026581i,-0.00012421-0.00045777i,3.8175e-05+1.1688e-05i,0.00015881+0.00053519i,-6.5778e-06+0.00038794i,-0.00062167-9.0695e-05i,-0.00041524+0.00015366i,-0.00012994+0.00064116i,-0.00036292+0.00090407i,0.00012304+0.00079302i
-0.00058819+0.00020303i,-0.00068261+0.0013891i,-0.00078705+0.0013098i,-0.0010288+0.00092696i,-0.0012765+0.000679i,-0.0014706+0.00015158i,-0.00078021-0.00045422i,-3.7477e-05+0.00023468i,-0.0007742+0.00039241i,-0.00080697-0.00075912i,0.00015701-0.001104i,0.00013469-0.00069164i,-4.1233e-05+0.00067045i,0.00032252+0.00072194i,0.0001978+0.00021525i,-0.00040371+0.00042383i,-0.00021791+0.00048252i,8.3313e-05+0.0010841i,-0.00025817+0.00070411i,-0.0011546-0.00019422i,-0.0015795-0.00038014i,-0.00059937-0.00053253i,-0.00038081-0.00073496i
-0.0033704+0.0027988i,-0.0027293+0.0012498i,-0.0014856+0.00011909i,0.00095569-0.00050578i,0.0019815-0.00071265i,0.001737-0.00082452i,0.0013253-0.00023872i,0.00042117+0.00041456i,-0.00072551+0.00087746i,-0.00090594+0.00033549i,-0.00080335-0.00052892i,-0.00037332-0.00045073i,3.1046e-05-0.00085296i,-0.0004535-0.0012131i,-0.00087285-0.00067627i,-0.0011925+0.00043459i,-0.0009328+0.00098683i,-0.00036908+0.00035488i,0.00017516+0.0002841i,0.00062305+0.00025431i,0.00061105-0.00079993i,7.9857e-05-0.00040221i,-0.00022022+0.00019402i
0.0031279+0.00011145i,0.0030048-0.00025849i,0.0024534-6.2157e-06i,0.0018366+0.00044784i,0.0013889-0.00029157i,-0.00012305+0.00055092i,-0.00080142+0.00083254i,-1.9518e-05+0.00083894i,2.1382e-05+0.00071064i,-0.0005382+0.00091987i,-0.00086822+0.00196i,-0.0013697+0.0024005i,-0.0015059+0.0013425i,-0.00102+0.00024777i,-0.00042875+7.9579e-06i,0.00031391-0.00026253i,0.0001085-0.00035913i,-0.0003782+0.00033413i,-0.00048596+9.9462e-05i,-8.539e-05-0.00046766i,0.00026921-0.00029266i,0.00027741-0.00011038i,0.00022469+9.6217e-05i
0.0016685+0.00027178i,0.0021965-0.00097097i,0.0021265-0.0014836i,0.00034983-0.0016678i,-0.00083693-0.00083206i,-0.0011058+3.7329e-05i,-0.0010329+0.00020412i,-0.00097406+1.1949e-05i,-0.00091549+0.00055878i,-0.0002375+0.00088242i,0.00011939+0.00054353i,-0.00023212+0.00012109i,-0.00080794-0.00011787i,-0.00082984+0.00035736i,-0.00055296+0.00010693i,-0.00011253-0.00064309i,0.0010359-0.00011992i,0.00055887+0.0011274i,7.3479e-05+0.0010571i,0.00020258+0.00042286i,-0.00050326+6.7085e-05i,8.4081e-05+6.1638e-05i,0.00078814-8.4785e-05i
0.0015198-0.00075932i,0.00072991-0.0006419i,0.00039465-0.0013511i,0.00027146-0.0020499i,0.00056413-0.0017425i,0.00037221-0.0015248i,-0.00010642-0.0010936i,-4.7724e-05-0.00056142i,0.00029245-0.00029863i,0.00031192+0.00034913i,-0.0003295+0.00036948i,-0.0010002+0.0005232i,-0.0014461+0.00021128i,-0.0013754+0.00017467i,-0.00039406+0.00034326i,0.00044976+0.00028407i,0.00028657+0.00038721i,0.0002205-6.5382e-05i,0.00028961-0.00025593i,0.00024126+9.7846e-05i,-1.6106e-05+6.6376e-05i,-1.2363e-07+0.00079727i,-0.0001356+0.00055712i
-0.0007618-0.0016654i,-0.00099838-0.0017437i,-0.0013561-0.00028693i,-0.0023895+0.00089956i,-0.0018065+0.002036i,-0.00083889+0.0021421i,-0.00084643+0.00050215i,-0.00074091+0.00056169i,-0.00066513+0.0010041i,0.00044322+6.2117e-05i,0.0015332-0.00035363i,0.00093417-0.0002163i,0.00073891+0.00048444i,-4.439e-05+0.0013505i,-0.0004173+0.0010026i,-0.00019354+0.00043781i,-0.0006948+0.00020145i,-0.00078184-0.00019535i,-0.00025054-0.00075561i,-0.00078355-0.0005723i,-0.0010227-0.00010651i,-0.0009161-0.0001162i,-0.00056985+0.00028064i
