0.0020752+0.00049486i,0.0013963-0.0002917i,0.00012239-0.0010118i,-0.0010262-0.00015124i,-0.001879+0.0015938i,-0.0021762+0.0022303i,-0.0020213+0.0016446i,-0.00030298+0.0016816i,0.00070241+0.0015901i,0.00040068+0.00038239i,0.00085159-0.0010907i,0.00085903-0.0011318i,-0.00042124-0.00026285i,-0.00056168-8.0078e-05i,-0.00035654-0.00032988i,-6.5676e-05-0.00010578i,0.00042508+0.00023945i,0.00038555+0.0011013i,-4.5118e-05+0.0010737i,-0.00033608+0.00014982i,-0.00022999-1.6223e-06i,0.00025173+0.00013433i,0.00084895-0.00024592i
-0.028994-0.066893i,-0.039693-0.1154i,-0.039885-0.16264i,-0.057775-0.18585i,-0.092024-0.16399i,-0.10542-0.08748i,-0.07623-0.0080312i,-0.013683+0.010934i,0.031755-0.016735i,0.036829-0.037755i,0.021733-0.034884i,0.0094757-0.020674i,0.0092401-0.0067619i,0.012754-0.00012107i,0.010606-0.0047113i,-1.1979e-05-0.0095019i,-0.014112+0.00025386i,-0.018716+0.016799i,-0.011427+0.020183i,-0.0061312+0.010243i,-0.0070001+0.0016025i,-0.0071419-0.0030061i,-0.0071087-0.0065015i
0.033371+0.13498i,0.04604+0.25237i,0.052924+0.31394i,0.10246+0.29123i,0.16204+0.22615i,0.16094+0.12925i,0.10047+0.035661i,0.025756+0.017126i,-0.0080219+0.045313i,-0.0060428+0.049587i,-0.0013928+0.038917i,0.0042353+0.033515i,0.012015+0.021456i,0.012493+0.007491i,0.0092753+0.0027866i,0.0082346+0.0023567i,0.010013-0.00077146i,0.011609-0.0081404i,0.0076178-0.014467i,0.0044061-0.013451i,0.0047762-0.010912i,0.0043539-0.0075506i,0.0051752-0.0014785i
0.018561-0.13202i,0.034346-0.21904i,0.010496-0.231i,-0.091308-0.13272i,-0.18017-0.0076726i,-0.17063+0.054975i,-0.10809+0.05192i,-0.053615+0.0091015i,-0.036065-0.039785i,-0.042985-0.047369i,-0.030899-0.027554i,-0.0051811-0.023701i,0.0046813-0.031i,-0.00025293-0.030356i,-0.008632-0.021973i,-0.010162-0.010727i,-0.0047941+1.0211e-05i,-0.0019479+0.0070259i,-0.0016986+0.010205i,-0.0033813+0.010908i,-0.0062044+0.010961i,-0.0077021+0.0099453i,-0.0093481+0.0074658i
0.072535+0.074738i,0.12798+0.11973i,0.17323+0.08196i,0.2212-0.068978i,0.26082-0.20472i,0.22288-0.21258i,0.13523-0.13012i,0.080522-0.039822i,0.065243+0.014176i,0.058506+0.023612i,0.039076+0.011968i,0.011298+0.0061439i,-0.01366+0.0095468i,-0.026526+0.016987i,-0.021348+0.020345i,-0.0095097+0.014819i,-0.0024709+0.0032889i,-0.0001145-0.0087463i,-0.0011723-0.013587i,-0.002529-0.010291i,-0.00044317-0.0055157i,0.0046058-0.0030061i,0.0090394-0.0031246i
-0.10824-0.18764i,-0.21567-0.32756i,-0.26232-0.29974i,-0.23682-0.057425i,-0.19476+0.14621i,-0.15071+0.16959i,-0.10138+0.10729i,-0.061193+0.040165i,-0.052191+0.004998i,-0.048986+0.01522i,-0.028147+0.021547i,-0.014045+0.0035337i,-0.0080049-0.0060485i,0.0035113-0.0033652i,0.010199-0.0018388i,0.0064495-0.0030164i,-0.0025968-0.0013224i,-0.0081254+0.01013i,-0.0035415+0.021729i,0.0040535+0.021509i,0.0055721+0.013448i,0.00095073+0.0063411i,-0.0033198+0.0037266i
0.029021+0.21266i,0.065685+0.36753i,0.05698+0.35208i,-0.01371+0.1189i,-0.0842-0.098548i,-0.066514-0.14903i,0.0036312-0.11835i,0.028456-0.077451i,0.033807-0.044505i,0.037678-0.050034i,0.012983-0.051374i,-0.0059509-0.01292i,0.0017257+0.021306i,0.010502+0.026115i,0.010915+0.017339i,0.0097115+0.0095824i,0.01099+0.0048134i,0.010494-0.0057343i,0.0023997-0.017204i,-0.0048922-0.016524i,-0.0044893-0.0098789i,-0.001581-0.0073802i,0.00043352-0.0077825i
-0.099781-0.092848i,-0.17348-0.1547i,-0.13461-0.13153i,0.041595+0.00094789i,0.17321+0.12779i,0.12738+0.15583i,0.018646+0.12391i,-0.031139+0.079146i,-0.043623+0.05067i,-0.029759+0.05325i,-0.0031255+0.044969i,0.0024307+0.013926i,-0.0035498-0.015163i,-0.0047206-0.033577i,-0.0023064-0.036707i,-0.00046247-0.029519i,-0.0022243-0.016904i,0.0010374-0.00042562i,0.012265+0.0079162i,0.018996+0.0017127i,0.012538-0.0063619i,0.0013737-0.0040418i,-0.0037242+0.0025878i
0.24134+0.17501i,0.4565+0.29159i,0.48249+0.2692i,0.24174+0.12277i,0.013232+0.027924i,-0.012094-0.0050081i,0.02763-0.051242i,0.022801-0.057666i,0.020482-0.038805i,0.0024046-0.046303i,-0.025342-0.029239i,-0.010457+0.0075259i,0.013878+0.017964i,0.0081569+0.018718i,-0.0068517+0.025041i,-0.0097793+0.02623i,-0.0029126+0.015954i,8.1983e-05+0.0003078i,-0.0045317-0.0059417i,-0.0059723+0.00039697i,0.0007653+0.005554i,0.0081169+0.003872i,0.010009-6.3617e-05i
-0.12744-0.26375i,-0.28609-0.472i,-0.38287-0.53039i,-0.31085-0.41344i,-0.16326-0.28865i,-0.079887-0.15909i,-0.041761-0.011964i,-0.0063877+0.051954i,0.0024693+0.052778i,0.013361+0.061215i,0.034146+0.049148i,0.020934+0.01424i,-0.009335-0.0023878i,-0.019223-0.0040497i,-0.013541-0.0078868i,-0.012581-0.01106i,-0.016728-0.005172i,-0.014645+0.0060441i,-0.0060063+0.0096439i,-0.0046475+0.0037875i,-0.010996+0.0020225i,-0.010347+0.0090798i,-0.0053193+0.011357i
0.12242+0.097742i,0.24872+0.16i,0.31037+0.19298i,0.25175+0.21929i,0.17592+0.21524i,0.1256+0.092166i,0.051669-0.043405i,0.0069739-0.068209i,0.0078346-0.063392i,-0.0089693-0.07012i,-0.02351-0.050008i,-0.0024872-0.030434i,0.020368-0.030629i,0.024659-0.024594i,0.024578-0.0039566i,0.030699+0.012417i,0.032604+0.0089085i,0.020959-0.0042889i,0.0061976-0.0091901i,0.0037186-0.0058122i,0.010736-0.0062947i,0.011085-0.012166i,0.0047597-0.012451i
-0.30145-0.079582i,-0.57989-0.056059i,-0.6764+0.065892i,-0.50624+0.16311i,-0.32362+0.13256i,-0.2428+0.08881i,-0.13542+0.083784i,-0.04324+0.05068i,-0.015045+0.043892i,0.024915+0.059064i,0.046539+0.027318i,0.0094366+0.0010157i,-0.024027+0.012308i,-0.024626+0.016475i,-0.018292-0.0022312i,-0.017712-0.016775i,-0.01596-0.011712i,-0.0085343+0.00028366i,-0.0030381+0.0069447i,-0.0036071+0.010401i,-0.0049459+0.014148i,-0.0033705+0.01479i,-0.0012184+0.011906i
0.19387+0.21677i,0.45784+0.30248i,0.67808+0.15697i,0.67509-0.14452i,0.4906-0.28143i,0.28775-0.20815i,0.1209-0.11523i,0.014083-0.057886i,-0.030117-0.038104i,-0.062822-0.034i,-0.076442-0.011239i,-0.054072+0.0018574i,-0.034586-0.008549i,-0.030247-0.011854i,-0.019728+0.00027697i,-0.0022525+0.0033142i,0.0045562-0.0058357i,0.00073029-0.0099849i,0.0013279-0.0075697i,0.0058072-0.0097409i,0.004349-0.017664i,-0.0042998-0.019587i,-0.0084-0.01311i
-0.081267-0.079789i,-0.1728-0.066505i,-0.25047+0.022943i,-0.28058+0.13434i,-0.23792+0.21701i,-0.14227+0.22806i,-0.036666+0.16127i,0.029663+0.079598i,0.055018+0.035814i,0.064596+0.0075372i,0.047569-0.0091836i,0.024103+0.0096725i,0.028428+0.038748i,0.038994+0.041434i,0.025914+0.025346i,-0.00062508+0.017846i,-0.012378+0.020576i,-0.007042+0.020053i,-0.00052991+0.018539i,0.0033948+0.018051i,0.0049092+0.016164i,0.0076834+0.013433i,0.0091334+0.0075081i
0.221+0.029916i,0.35588-0.12671i,0.23973-0.35772i,-0.084601-0.41726i,-0.2344-0.29086i,-0.11317-0.16927i,-0.0055454-0.10126i,0.0011115-0.039658i,-0.0019462-0.0049082i,-0.0074333+0.006615i,-0.0068415+0.0224i,0.0059139+0.018111i,0.0016892-0.0026568i,-0.0071405-0.010729i,0.001246-0.0068642i,0.014674-0.0044575i,0.01886-0.0058111i,0.015921-0.0081471i,0.0088719-0.017071i,-0.0042512-0.024693i,-0.015097-0.018156i,-0.015901-0.0072755i,-0.010211-0.0011808i
-0.15776-0.18278i,-0.32322-0.16466i,-0.2983+0.10968i,0.0054769+0.39932i,0.25353+0.3746i,0.21009+0.16135i,0.066696+0.025883i,-0.00069204-0.019034i,-0.026841-0.021262i,-0.026268+0.0031781i,-0.0049088+0.0077508i,0.0087065-0.0070757i,0.022952-0.022111i,0.025482-0.036374i,0.010583-0.037638i,0.0015454-0.02299i,-4.2268e-05-0.010116i,-0.0024884-0.0048395i,-0.0025296+0.0018399i,0.0045115+0.0096651i,0.011854+0.0099872i,0.012338+0.0052126i,0.0079127+0.00033486i
-0.015412+0.13798i,-0.0077913+0.21266i,-0.011244+0.1803i,0.014151+0.10111i,0.052617+0.057344i,0.047787-0.0031653i,0.016546-0.050096i,-0.004064-0.040421i,-0.011533-0.020262i,-0.017985-0.014472i,-0.011353-0.0099739i,-0.003898-0.0093267i,-0.021008-0.0079963i,-0.039105+0.0057033i,-0.037326+0.016532i,-0.027549+0.011108i,-0.01895+0.0014989i,-0.011584-0.0021357i,-0.0091475-0.00012489i,-0.010079+0.0047697i,-0.0084573+0.0071872i,-0.0067659+0.0078463i,-0.0036171+0.0094052i
-0.055576-0.10373i,-0.0040147-0.11953i,0.16952-0.16765i,0.24063-0.38133i,0.050867-0.54399i,-0.16401-0.36797i,-0.16683-0.098824i,-0.07516+0.0061861i,-0.016675+0.026755i,0.016566+0.023424i,0.004286+0.0040169i,-0.021824-0.0011943i,-0.018455-0.0042378i,-0.0073067-0.0069159i,0.0020132+0.00067506i,0.0094992+0.0056525i,0.0063014+0.0063257i,-0.004045+0.012521i,-0.0040016+0.018079i,0.0059358+0.011496i,0.0097548+0.0024517i,0.0065135+0.00094085i,-0.0011643+0.00024172i
0.054543+0.19775i,0.095644+0.26261i,0.011644+0.17576i,-0.15522+0.10017i,-0.165+0.16248i,-0.014763+0.17886i,0.054309+0.092355i,0.040785+0.046399i,0.044049+0.031044i,0.035049+0.0026059i,0.023187-0.0098563i,0.019721-0.0078506i,0.010011+0.0060659i,0.010827+0.021856i,0.019034+0.022071i,0.020648+0.018536i,0.02076+0.01489i,0.022721+0.0023527i,0.020613-0.012058i,0.014336-0.014499i,0.0093149-0.010204i,0.0059104-0.007719i,0.0058732-0.0041398i
0.013508-0.22374i,-0.040722-0.40335i,-0.2001-0.39207i,-0.40994-0.074781i,-0.46582+0.26195i,-0.30065+0.32064i,-0.11104+0.1855i,-0.041746+0.057856i,-0.038194+0.008636i,-0.03252+0.016505i,-0.023568+0.0346i,-0.015589+0.041722i,-0.0043624+0.034285i,-0.0015252+0.0059396i,-0.0079508-0.022863i,-0.01468-0.03371i,-0.016036-0.02788i,-0.0095556-0.011738i,-0.00071484+0.0020569i,0.003158+0.0063781i,0.0015654+0.005566i,-0.001273+0.0043828i,-0.0045675+0.004167i
-0.011515+0.24973i,-0.0013396+0.46522i,0.10998+0.5929i,0.38781+0.48293i,0.60406+0.17098i,0.50098-0.084784i,0.25184-0.12223i,0.11369-0.081449i,0.049943-0.080608i,0.0051717-0.079031i,-0.009792-0.067276i,-0.01229-0.057674i,-0.0092781-0.044561i,-0.0074828-0.027033i,-0.011057-0.0067652i,-0.0066772+0.0058421i,0.00043173+0.0050368i,-0.0010737-0.0012642i,-0.0066257-0.0069194i,-0.010839-0.011822i,-0.012505-0.013983i,-0.011333-0.012901i,-0.0053907-0.012025i
0.036572-0.22984i,0.026486-0.35603i,0.050378-0.35002i,0.13958-0.25111i,0.17032-0.15857i,0.076466-0.084718i,0.001781-0.020353i,0.0035473+0.024145i,0.023303+0.052279i,0.038101+0.058609i,0.036028+0.045848i,0.023941+0.035736i,0.016812+0.026655i,0.011457+0.022038i,0.0092248+0.023682i,0.0032992+0.019845i,-0.0077284+0.016699i,-0.01091+0.017349i,-0.0068661+0.016758i,0.0014084+0.017366i,0.011295+0.017718i,0.015719+0.014373i,0.012142+0.0092548i
0.027908+0.14694i,0.16196+0.21826i,0.26568+0.053696i,0.085346-0.29711i,-0.25027-0.44826i,-0.31975-0.28179i,-0.16612-0.12152i,-0.092917-0.072561i,-0.088795-0.030284i,-0.070328-0.0082672i,-0.05338-0.0038972i,-0.033427+0.0051237i,-0.0216+0.0059796i,-0.017441+0.0047879i,-0.0010246+0.0062878i,0.013631+0.0041258i,0.017777-0.0031617i,0.015883-0.011099i,0.0089872-0.014481i,-0.0020455-0.012575i,-0.012396-0.0066674i,-0.014349-0.0014929i,-0.011432+0.0022009i
0.0047773-0.27235i,-0.15986-0.45954i,-0.41897-0.41977i,-0.51105-0.12356i,-0.31638+0.11i,-0.093779+0.098736i,-0.018296+0.0043955i,0.0053179-0.057208i,0.013076-0.081969i,0.0050156-0.053518i,0.016398-0.018379i,0.030095-0.017711i,0.033764-0.023079i,0.031274-0.029428i,0.012502-0.036551i,-0.0063945-0.024963i,-0.0065439-0.0064102i,0.0025106+0.0022405i,0.012005+0.0055308i,0.020704+0.0028674i,0.019191-0.0041156i,0.010325-0.0050828i,0.0066965-0.00068348i
-0.15049+0.16486i,-0.18561+0.29505i,-0.1191+0.38188i,0.0080824+0.47923i,0.11966+0.54633i,0.17+0.42467i,0.10512+0.21823i,0.010868+0.14084i,0.0030395+0.12249i,0.019581+0.064829i,0.0076819+0.022991i,-0.0036276+0.012601i,-0.0079937+0.010896i,-0.011251+0.015022i,-0.010851+0.018685i,-0.0046991+0.014901i,-0.0017456+0.0081575i,-0.0048008+0.0033771i,-0.0088816+0.0025193i,-0.011561+0.0066059i,-0.0081465+0.010347i,-0.0044549+0.007501i,-0.006154+0.0020539i
0.098395+0.0069759i,0.14524+0.084421i,0.1968+0.18721i,0.25212+0.084292i,0.18765-0.20401i,-0.0089708-0.31875i,-0.10893-0.18088i,-0.087555-0.048369i,-0.069722+0.017587i,-0.045115+0.05191i,-0.027225+0.030031i,-0.03747+0.003877i,-0.03665-0.0058024i,-0.026144-0.0098765i,-0.0090101+0.0049374i,0.012359+0.012904i,0.011567+0.0045455i,-0.00365+0.002716i,-0.011438+0.0042345i,-0.012679+0.0014764i,-0.010801+4.1605e-06i,-0.0050991-0.00036113i,-0.00044813-0.0059308i
-0.085666+0.1249i,-0.0019356+0.12915i,0.16341-0.051376i,0.24851-0.26287i,0.22677-0.25598i,0.19518-0.099862i,0.16378-0.01292i,0.13489-0.0041887i,0.11123-0.03206i,0.058772-0.056735i,0.021244-0.028582i,0.029814+0.0027104i,0.031613+0.0046754i,0.020904+0.00084504i,0.014462-0.0098427i,0.0032424-0.019351i,-0.002578-0.016732i,0.0056271-0.010801i,0.016813-0.0087677i,0.021004-0.0095314i,0.015224-0.012506i,0.0042694-0.010096i,-7.2249e-05+0.0027861i
0.25385-0.10963i,0.35485-0.2777i,0.22649-0.3667i,-0.12431-0.23086i,-0.40383+0.0149i,-0.39425+0.13065i,-0.22257+0.073779i,-0.078747-0.010459i,-0.0024769-0.026093i,0.031615-0.0035801i,0.034963+0.0091112i,0.018112+0.0024914i,-0.0052023-0.0095133i,-0.019764-0.016655i,-0.022967-0.023312i,-0.02064-0.024333i,-0.013717-0.015187i,-0.0059041-0.00023827i,0.00059412+0.013343i,0.005644+0.01661i,0.0057847+0.012054i,0.0018802+0.0082432i,-0.0013676+0.0069663i
-0.22952+0.01117i,-0.45228+0.080314i,-0.57017+0.15691i,-0.38988+0.15713i,-0.05263+0.04897i,0.12858-0.053589i,0.10665-0.048584i,0.021932-0.011134i,-0.033805-0.0010839i,-0.03219-0.0053737i,-0.01324-0.027918i,-0.018565-0.03238i,-0.016872-0.0032834i,-0.0098698+0.015695i,-0.017295+0.024441i,-0.017101+0.034897i,-0.004572+0.033491i,0.00085824+0.016686i,-0.0028666-0.006348i,-0.010191-0.01991i,-0.012777-0.015441i,-0.0038638-0.0053375i,0.007969-0.0049188i
0.2244+0.00078228i,0.34294-0.041702i,0.35257-0.042167i,0.30097+0.017857i,0.24043+0.063618i,0.14046+0.046322i,0.02615+0.025449i,-0.02622+0.037248i,-0.028639+0.027285i,-0.039196+0.0029818i,-0.044679+0.0063403i,-0.027809+0.014318i,-0.010636+0.010079i,-0.00012134+0.014838i,0.013806+0.025476i,0.018799+0.022686i,0.0071396+0.011604i,-0.0043564+0.0093105i,-0.0035038+0.016507i,0.0050644+0.020547i,0.0097259+0.015987i,0.0029481+0.011029i,-0.0076919+0.010446i
-0.15867-0.025662i,-0.16859+0.11156i,-0.064748+0.27652i,-0.046752+0.30115i,-0.18087+0.21762i,-0.20601+0.16484i,-0.040841+0.087924i,0.069583-0.016318i,0.06043-0.0385i,0.031595-0.016076i,0.0015115+0.0066842i,-0.00096335+0.031315i,0.021753+0.018864i,0.026355-0.011445i,0.019216-0.022044i,0.016185-0.0208i,0.017676-0.01813i,0.018165-0.017148i,0.0096271-0.012156i,-0.0010297-0.00078077i,-0.0021622+0.0086701i,0.0038098+0.007867i,0.0012755-0.0018642i
0.088648-0.01035i,0.11799-0.16417i,0.037836-0.35742i,-0.027009-0.39559i,0.050658-0.30358i,0.13007-0.24066i,0.1014-0.1794i,0.062071-0.1035i,0.032736-0.044048i,0.014238+0.016355i,0.02749+0.027103i,0.0157-0.008708i,-0.018789-0.013093i,-0.027947-0.0041756i,-0.022625-0.012024i,-0.02249-0.019293i,-0.025209-0.010752i,-0.018961+0.006478i,-8.2152e-06+0.0099787i,0.015729-0.0031068i,0.014218-0.01593i,0.001966-0.013753i,-0.0042994+0.0010824i
-0.19226-0.10582i,-0.26412-0.072975i,-0.11501+0.050075i,0.19729+0.17955i,0.36107+0.23613i,0.23817+0.18415i,-0.02705+0.061887i,-0.21966+0.0011563i,-0.20437+0.018099i,-0.08518+0.005758i,-0.0304-0.013679i,-0.017802+0.01246i,0.00599+0.034671i,0.018888+0.026182i,0.018312+0.016751i,0.021073+0.016261i,0.023142+0.011971i,0.014117+0.00029485i,0.00049026-0.0084094i,-0.0056045-0.0062351i,0.0007283+0.0014578i,0.012547+0.002822i,0.017467-6.8654e-05i
0.080101+0.28043i,0.15133+0.41061i,0.061468+0.34269i,-0.20706+0.063306i,-0.4143-0.20696i,-0.37926-0.24587i,-0.17499-0.10788i,0.0021871+0.015747i,0.044914+0.041182i,0.0017992+0.004911i,-0.03419-0.009845i,-0.013638-0.0095166i,0.021893-0.038475i,0.026947-0.055091i,0.016346-0.037934i,0.0072585-0.014613i,0.0091999-0.0036491i,0.013196-0.0042721i,0.0074808-0.00053656i,0.00042084+0.0052684i,-0.0073558+0.004982i,-0.014463+0.0036235i,-0.012828-0.0031467i
0.017523-0.16486i,0.047416-0.30345i,0.060796-0.44691i,-0.014166-0.46691i,-0.10891-0.30222i,-0.14965-0.085964i,-0.14209+0.06427i,-0.052508+0.12532i,0.034999+0.1145i,0.037675+0.108i,0.032626+0.11147i,0.038242+0.064417i,0.0064467+0.0042504i,-0.034601-0.010909i,-0.053388+0.0012913i,-0.053458+0.010255i,-0.040859+0.0067095i,-0.023739-0.0014914i,-0.0052923-0.0071767i,0.010342-0.014962i,0.012879-0.019639i,0.0031867-0.0085202i,-0.0074522+0.013822i
0.051267+0.21383i,0.16593+0.30222i,0.25174+0.33267i,0.28074+0.46093i,0.32872+0.63362i,0.40175+0.58752i,0.39493+0.36027i,0.31636+0.16066i,0.23307+0.013794i,0.1519-0.039949i,0.10603-0.02328i,0.06273-0.024267i,-0.012203-0.013977i,-0.052246+0.016544i,-0.03098+0.02678i,0.0077777+0.0055081i,0.012307-0.017897i,-0.012828-0.010408i,-0.022276+0.016163i,-0.0077571+0.032171i,0.011799+0.02954i,0.018596+0.013262i,0.0079592+7.4512e-05i
0.03179-0.18583i,-0.13631-0.18954i,-0.36722-0.050762i,-0.43198+0.061065i,-0.29355-0.0398i,-0.09938-0.26451i,0.033668-0.4762i,-0.03797-0.55486i,-0.18196-0.38027i,-0.1249-0.18446i,-0.04312-0.17648i,-0.076614-0.15166i,-0.046774-0.037723i,0.048588+0.018364i,0.088933+0.01582i,0.068379+0.020259i,0.038882+0.035388i,0.027164+0.038102i,0.017743+0.021418i,-0.0012351+0.0015301i,-0.01797-0.0059988i,-0.0162-0.0037525i,-0.00073976-0.0085043i
-0.012741+0.078315i,0.10838+0.076608i,0.29485-0.11308i,0.37452-0.47802i,0.25317-0.74187i,-0.052296-0.68835i,-0.37327-0.33186i,-0.41094+0.08294i,-0.21872+0.22346i,-0.1308+0.11678i,-0.16625+0.074857i,-0.12112+0.1051i,-0.033432+0.035021i,-0.019089-0.060694i,-0.021996-0.076734i,-0.0065373-0.053526i,0.00059642-0.027371i,0.0057427-0.0049929i,0.015038+0.0046311i,0.013688+0.0012237i,-0.0012521-0.003207i,-0.018003+0.0027181i,-0.027635+0.009257i
0.092127-0.20915i,0.061126-0.25896i,-0.015615-0.032853i,-0.068011+0.4041i,-0.098698+0.71888i,-0.10408+0.73897i,-0.010998+0.57811i,0.14922+0.37521i,0.19862+0.19902i,0.11334+0.14296i,0.070014+0.161i,0.073102+0.11202i,0.003397+0.037907i,-0.089834+0.022701i,-0.12452+0.014871i,-0.10945-0.014312i,-0.071652-0.03057i,-0.036598-0.030882i,-0.0069087-0.025532i,0.020641-0.013976i,0.037497+0.0015807i,0.038695+0.011142i,0.023073+0.016613i
-1.8401+8.7645i,-0.44987+8.9142i,3.5395+7.466i,5.5598+3.0634i,4.6735-0.96622i,1.952-2.6516i,-0.044314-1.7696i,-0.22131-0.45628i,0.56685+0.1756i,1.337-0.011505i,1.1867-0.61127i,0.42816-0.85921i,-0.25524-0.85144i,-0.86266-0.88516i,-1.0338-0.67119i,-0.37909-0.037454i,0.41956+0.32193i,0.49729+0.21615i,0.16091+0.17041i,-0.00060737+0.15022i,-0.14521+0.04468i,-0.27485+0.1026i,-0.13646+0.20249i
0.21084-0.24184i,0.16661-0.27331i,0.1394-0.23409i,0.24908-0.34982i,0.32317-0.56215i,0.19474-0.51043i,0.05741-0.24101i,0.017228-0.12934i,-0.063226-0.16681i,-0.12065-0.13265i,-0.086011-0.064862i,-0.050468-0.033606i,-0.029683-0.0016087i,0.0017131+0.030974i,0.020307+0.044429i,0.018283+0.036583i,0.0098177+0.010051i,-0.0016413-0.0063759i,-0.0092056-0.0019546i,-0.0081317+0.0016837i,-0.011269-0.0087235i,-0.02268-0.021801i,-0.027879-0.023172i
-0.2475-0.14553i,-0.36271-0.00032284i,-0.26759+0.33048i,-0.082706+0.61832i,-0.054071+0.71719i,-0.15516+0.69962i,-0.21091+0.64195i,-0.10995+0.56452i,0.053474+0.39462i,0.066622+0.18976i,0.012645+0.13236i,0.040889+0.12258i,0.044151+0.042701i,-0.021164+0.0020297i,-0.056522+0.023953i,-0.038322+0.027863i,-0.014283-0.00026538i,-0.0046849-0.023222i,0.0027376-0.019104i,0.0070913-0.00014626i,0.001159+0.020825i,-0.0094232+0.031895i,-0.020113+0.033652i
0.19723-0.028714i,0.15197-0.20019i,-0.14307-0.29411i,-0.50172-0.11508i,-0.6384+0.13099i,-0.50974+0.17465i,-0.28824+0.090775i,-0.16231+0.017661i,-0.13267+0.039202i,-0.087413+0.1037i,-0.033627+0.089292i,-0.028055+0.052921i,-0.032239+0.066368i,-0.013132+0.080376i,0.0059627+0.069157i,0.0061377+0.052638i,0.00043108+0.039748i,0.0073086+0.014583i,0.0085536-0.019055i,-0.0099953-0.029704i,-0.028626-0.018348i,-0.031888-0.0033095i,-0.018918+0.010927i
-0.22169-0.13346i,-0.28151-0.11895i,-0.035666-0.0752i,0.39688-0.18815i,0.5981-0.33307i,0.50009-0.21554i,0.42893-0.00030766i,0.43184-0.027087i,0.3084-0.17051i,0.12657-0.17348i,0.027395-0.097196i,-0.0062072-0.043487i,0.0034042-0.0065637i,0.03209+0.005397i,0.038046-0.0076312i,0.025033-0.018289i,0.011359-0.012i,0.0018162+0.0012451i,-0.0029283+0.0051572i,0.0023492+0.004308i,0.015469-0.00072695i,0.015454-0.012241i,0.0047597-0.012727i
0.091896+0.31363i,0.18976+0.50703i,0.27098+0.59626i,0.26503+0.52789i,0.13726+0.39616i,-0.033042+0.30464i,-0.097705+0.23975i,-0.061604+0.16392i,-0.041038+0.078997i,-0.05751+0.036272i,-0.057798+0.045289i,-0.035693+0.049806i,-0.025111+0.028069i,-0.031636+0.0076058i,-0.02926+0.0096109i,-0.0064406+0.016926i,0.010527+0.0048816i,0.0056511-0.0074184i,-0.0047717-0.00051404i,-0.0092542+0.0092538i,-0.015422+0.010899i,-0.028267+0.0061041i,-0.038886-0.0053295i
-0.074809-0.31922i,-0.17842-0.47197i,-0.34756-0.4655i,-0.6269-0.2558i,-0.85176+0.070206i,-0.76147+0.32611i,-0.44473+0.37808i,-0.19794+0.2826i,-0.076174+0.1904i,-0.013753+0.13833i,0.015681+0.10468i,0.028956+0.07353i,0.026587+0.051438i,0.012265+0.04556i,-0.003422+0.045743i,-0.014874+0.044631i,-0.014195+0.031771i,-0.0071809+0.0055131i,-0.013425-0.01794i,-0.028602-0.021037i,-0.033019-0.0073199i,-0.02378+0.0037913i,-0.010566+0.0059061i
-0.041598+0.22436i,-0.024363+0.24628i,0.029976+0.063561i,0.09626-0.24587i,0.10127-0.48181i,0.0032929-0.47212i,-0.094392-0.24867i,-0.068263-0.065935i,-0.022312-0.039014i,-0.040437-0.058891i,-0.061499-0.062687i,-0.060564-0.043884i,-0.032258-0.015684i,-0.0063855-0.0067354i,-0.02048+0.00086258i,-0.042816+0.022212i,-0.038473+0.033642i,-0.018044+0.027527i,-0.0036447+0.01662i,0.00019256+0.0079768i,-0.00052835-0.0049769i,-0.0072069-0.021049i,-0.012626-0.024298i
0.09178-0.17458i,0.044604-0.11217i,-0.012258+0.16736i,0.068448+0.35865i,0.16008+0.24613i,0.084734+0.045911i,-0.0010137-0.048999i,0.0040365-0.078148i,0.0064476-0.091356i,-0.018595-0.096113i,-0.050148-0.09742i,-0.07098-0.07792i,-0.055306-0.049583i,-0.026338-0.046512i,-0.017364-0.049694i,-0.015461-0.035634i,-0.006141-0.022158i,-0.00031293-0.01448i,0.0041861-0.0028461i,0.012464+0.0064816i,0.012324+0.0052732i,0.003422-0.0076068i,-0.0099783-0.025493i
-0.15056+0.24902i,-0.12675+0.29512i,-0.12774+0.17022i,-0.32304+0.09961i,-0.48307+0.19632i,-0.31374+0.21931i,-0.047263+0.1213i,0.062815+0.073253i,0.080978+0.045838i,0.05678-0.011651i,0.021429-0.046826i,-0.0013818-0.053381i,-0.018366-0.02186i,-2.1199e-05+0.019759i,0.026619+0.019071i,0.020074+0.002612i,0.0011801-0.00016513i,-0.009978+0.0011647i,-0.016692+0.00060583i,-0.018684-0.0019818i,-0.0091109-0.011382i,6.4191e-05-0.028303i,-0.00314-0.040111i
0.21362-0.19952i,0.25015-0.32915i,0.22406-0.34485i,0.2419-0.29321i,0.26351-0.28919i,0.1961-0.25662i,0.099556-0.11167i,0.044388+0.0025805i,0.0060657+0.024687i,0.0053558+0.032643i,0.044177+0.021537i,0.061829-0.0033552i,0.061824-0.0013519i,0.059179+0.010694i,0.036715+0.011992i,0.0032406+0.0062291i,-0.014207+0.0017516i,-0.0074807+0.0035824i,0.004782+0.009026i,0.0072763+0.010959i,0.0033708+0.0060477i,0.0015999-0.001031i,0.010591-0.0052825i
