-0.0013886-0.00038945i,-0.0010596-0.000961i,-0.00042585-0.00073584i,-0.0012208-0.00090359i,-0.0028626-0.001865i,-0.0030489-0.0010163i,-0.0014838+0.00037985i,-0.00082923+0.0006981i,-0.00035387+0.0004287i,-0.0002335+0.00026325i,-0.00049941-3.831e-05i,-0.00010251-0.00017784i,0.00012658-0.00047526i,4.4454e-05-0.00092328i,-0.00037767+4.8443e-05i,-0.00055372+0.00067663i,-0.00068274+0.00046976i,-0.00075527+0.00095299i,-0.00080896+0.0010057i,-0.00037707+0.00035307i,0.00044279-0.00061697i,0.00082533-0.00062527i,0.00060426+0.00018954i
-0.051062-0.018005i,-0.095731-0.047897i,-0.10891-0.074448i,-0.07974-0.064707i,-0.051496-0.032149i,-0.036692-0.0078906i,-0.009065+0.01514i,0.020044+0.028033i,0.034527+0.019047i,0.032969-0.0019829i,0.019125-0.015028i,0.0060743-0.010175i,0.00076277-0.00065363i,-0.0013826+0.003009i,-0.0033676+0.0041854i,-0.0038111+0.005652i,-0.0017756+0.0054264i,0.0014816+0.0017466i,0.003109-0.0026603i,0.0033703-0.0052463i,0.0040819-0.0072232i,0.0046379-0.0079333i,0.0032163-0.0049834i
0.031735+0.040585i,0.047782+0.086595i,0.041706+0.10525i,0.029065+0.06779i,0.037295+0.024881i,0.043863+0.0115i,0.01857-0.00050695i,-0.010745-0.0059831i,-0.018737+0.0019422i,-0.0087196+0.0054519i,0.0039576+0.0022489i,0.0081776-0.0039789i,0.0071739-0.0080121i,0.0067988-0.0082912i,0.0059258-0.0079602i,0.0045815-0.0066404i,0.0035095-0.0046777i,0.0018628-0.0022788i,-0.0001998-0.00026038i,-0.0026899-0.00022061i,-0.0058915-0.001255i,-0.0072544-0.0013783i,-0.0045556-0.0019959i
-0.0020677-0.05094i,0.012481-0.092477i,0.033562-0.099499i,0.040229-0.057662i,0.025847-0.024128i,0.0042855-0.018728i,-0.010264-0.016038i,-0.017196-0.018683i,-0.023259-0.015496i,-0.025117+0.0032628i,-0.018743+0.017866i,-0.011795+0.018072i,-0.0087805+0.01329i,-0.0059709+0.0096541i,-0.00241+0.0076939i,-0.00011901+0.0055831i,0.00088877+0.0044046i,0.0011186+0.0042607i,0.00067482+0.0035058i,0.00067891+0.003579i,0.0017843+0.0057337i,0.0014123+0.0075154i,-0.00098181+0.0070849i
-0.02428+0.040531i,-0.057789+0.065367i,-0.079452+0.060094i,-0.074471+0.027831i,-0.06649+0.016013i,-0.045562+0.021668i,0.00050262+0.018799i,0.030367+0.0086005i,0.030662-0.0052068i,0.020353-0.015688i,0.0084866-0.017005i,0.0027993-0.0081614i,0.0015893+0.0011278i,-0.0013199+0.0041558i,-0.003287+0.0045844i,-0.0026203+0.0038761i,-0.001354+0.0016434i,-8.3368e-05-0.00095748i,0.00088024-0.0023682i,0.001694-0.0029799i,0.0035022-0.0043119i,0.0047223-0.0053905i,0.0041089-0.0033457i
0.03953-0.014836i,0.078016-0.016102i,0.083953-0.0025664i,0.051042+0.014912i,0.036406+0.018194i,0.037972+0.0091188i,0.012381+0.0029154i,-0.013671+0.012711i,-0.0099114+0.021261i,0.0019302+0.011442i,0.0040356-0.0023999i,0.00086588-0.0088781i,-0.001179-0.0079042i,-0.00032493-0.005196i,-7.1215e-05-0.0055433i,-0.0015732-0.0063887i,-0.002814-0.0046052i,-0.0026496-0.0030773i,-0.0019863-0.0027139i,-0.0024214-0.0011155i,-0.0044904-0.00044984i,-0.0050909-0.0023255i,-0.0023804-0.0035471i
-0.03822-0.0079946i,-0.066369-0.026472i,-0.053528-0.044303i,-0.00036217-0.050795i,0.029067-0.05274i,0.012678-0.041307i,-0.0085764-0.014602i,-0.013604-0.0020411i,-0.016541+0.0012315i,-0.015283+0.012626i,-0.0052897+0.020756i,0.0016966+0.017233i,0.0030443+0.0083983i,0.0034789+0.0023578i,0.0030385+0.00067155i,0.0021006+0.00092853i,0.0020363+0.0015398i,0.0023303+0.0015387i,0.0020871+0.0019826i,0.0015538+0.0027851i,0.0012817+0.0046378i,0.00068302+0.0066573i,-0.0013102+0.0054246i
0.027914+0.026137i,0.042013+0.053694i,0.025214+0.054836i,-0.021485+0.03004i,-0.053368+0.025286i,-0.038759+0.027359i,0.0020925+0.00577i,0.021757-0.01554i,0.017265-0.022937i,0.0068711-0.023308i,-0.0012047-0.018665i,-0.0023471-0.01193i,-0.0014734-0.005056i,-0.0031387+0.00096039i,-0.0039622+0.0040601i,-0.0031114+0.0045388i,-0.0025352+0.0038282i,-0.00151+0.00225i,1.8751e-05-0.00031319i,0.0016322-0.0022534i,0.0034471-0.0032386i,0.0050456-0.0030638i,0.0039971-0.00090687i
-0.008605-0.035446i,-0.0081269-0.062919i,-0.00052996-0.046829i,0.014282+0.0073688i,0.033454+0.029357i,0.032087+0.010943i,0.0090869+0.0040509i,0.0026592+0.013948i,0.010768+0.014949i,0.012036+0.0046663i,0.0043024-0.0035789i,-0.0048399-0.0047188i,-0.0064356-0.0025648i,-0.003657-0.0016331i,-0.0037415-0.0013248i,-0.0058646-0.0001798i,-0.0061978+0.00096291i,-0.0043766+0.0017993i,-0.0013789+0.0016554i,0.00016008-0.00047532i,-0.0011269-0.0030439i,-0.0025506-0.0053153i,-0.001279-0.007062i
-0.01046+0.033649i,-0.022934+0.054665i,-0.015745+0.03156i,0.0062984-0.032932i,0.0065096-0.07192i,-0.0038119-0.049i,-0.0015193-0.010435i,-0.004136+0.0013411i,-0.011338+0.007145i,-0.0073533+0.016945i,0.0042484+0.017749i,0.0083139+0.010706i,0.0038158+0.0038965i,0.00034777-0.00010047i,0.0014649-0.0016098i,0.0035663-0.0011009i,0.004791-1.2275e-06i,0.0047381+0.00029977i,0.0031321-0.00046204i,0.001127-0.00017657i,-0.00048002+0.0017587i,-0.0021851+0.0031847i,-0.0035913+0.0023879i
0.024333-0.019626i,0.043926-0.032765i,0.025452-0.025078i,-0.025562+0.0077774i,-0.045962+0.039315i,-0.025447+0.037575i,-0.0040527+0.004981i,-0.0009203-0.019341i,-0.005032-0.024609i,-0.0096668-0.020144i,-0.013629-0.011695i,-0.010956-0.0053336i,-0.006925-0.0005667i,-0.0046411+0.0042435i,-0.001885+0.0065648i,-0.00033078+0.0048068i,0.0010974+0.0016106i,0.0019249-0.00054908i,0.0006414-0.0012178i,0.0011812-0.00080201i,0.0031289-0.00090505i,0.0042292-0.00036376i,0.0036395+0.0024981i
-0.030197+0.0028936i,-0.052092+0.0061283i,-0.03372+0.018897i,0.0246+0.033884i,0.055535+0.027211i,0.034079+0.0047735i,0.0042669+0.0022109i,0.0027622+0.010242i,0.014088+0.004093i,0.012596-0.0068853i,0.0024815-0.006568i,-0.0026582+0.0024445i,-0.001037+0.0075021i,0.00047295+0.0055727i,-0.0018169+0.0036481i,-0.0043584+0.0042372i,-0.0044757+0.0052654i,-0.0021164+0.0046444i,0.00076127+0.00095391i,0.0006181-0.0028492i,-0.001961-0.0047628i,-0.0020117-0.0053472i,1.2963e-05-0.0050632i
0.028881+0.015582i,0.04968+0.0213i,0.046994-0.0034664i,0.011488-0.054652i,-0.02134-0.076087i,-0.020803-0.046365i,-0.0041631-0.0135i,-0.0028111+0.0011321i,-0.0056846+0.013771i,0.0040534+0.019793i,0.013992+0.011978i,0.012694+0.00099236i,0.0059675-0.003368i,0.0010471-0.0037815i,0.00059052-0.0039086i,0.0024777-0.0037093i,0.003966-0.0037393i,0.0030362-0.0023673i,0.00047553+0.00054058i,-0.0013132+0.0026407i,-0.0039187+0.0039051i,-0.0060802+0.0035658i,-0.0061637+0.0020606i
-0.013813-0.022981i,-0.028094-0.040968i,-0.046641-0.027429i,-0.055263+0.022659i,-0.034557+0.058706i,-0.0048437+0.043275i,0.0037178+0.010789i,-0.002314-0.0040485i,-0.013175-0.0081645i,-0.019593-0.0059039i,-0.016718-0.0013138i,-0.011078-0.0014944i,-0.0064201-0.00064785i,-0.0018118+0.0030684i,0.0012392+0.0031271i,0.0015594+0.00032406i,0.0010465-0.0015451i,0.00043469-0.0022977i,0.00047463-0.00079215i,0.0026288+0.001271i,0.0048352+0.0019569i,0.0048837+0.0025597i,0.0047463+0.0039034i
-0.0033212+0.028136i,0.0037864+0.052702i,0.035206+0.059838i,0.077865+0.030623i,0.078853-0.007071i,0.032551-0.010431i,0.0018259+0.0081844i,0.0048988+0.0091034i,0.0095584-0.0050948i,0.0042598-0.0123i,-0.00031803-0.006397i,0.0027353+0.0021875i,0.0061324+0.0030826i,0.0039213+0.0013663i,-0.00023666+0.0036133i,-0.0029695+0.0064264i,-0.0029353+0.007328i,-0.0011745+0.0053004i,9.237e-06+0.00069518i,-0.00077432-0.0030319i,-0.00057231-0.0048106i,0.0014776-0.005549i,0.0024131-0.0061862i
0.016083-0.018i,0.028887-0.043015i,0.01274-0.07212i,-0.036251-0.078466i,-0.059362-0.050777i,-0.033191-0.022133i,-0.0064057-0.010628i,0.00031255+0.00039612i,0.0092232+0.013521i,0.020009+0.011386i,0.017039-0.0029531i,0.0056465-0.0099991i,-0.0026106-0.0072779i,-0.006369-0.0035808i,-0.0062814-0.0027501i,-0.0036472-0.0028387i,-0.0017259-0.0025637i,-0.00043372-0.0015716i,0.00012974+0.00027627i,-0.00051929+0.002849i,-0.0015325+0.0041125i,-0.0030848+0.0030163i,-0.0034013+0.0012846i
-0.025106+0.0082133i,-0.050591+0.023924i,-0.05991+0.056396i,-0.032799+0.084927i,0.0035457+0.068201i,0.019632+0.024773i,0.016843-0.0027884i,0.004476-0.008865i,-0.0085359-0.0038948i,-0.012705+0.0041219i,-0.010727+0.0080486i,-0.010151+0.0056601i,-0.0085347+0.0031014i,-0.0040179+0.0015783i,-0.00079645-0.00058032i,-0.0014518-0.002521i,-0.0026055-0.0029505i,-0.0031908-0.00086168i,-0.00095248+0.00032358i,0.0037173-0.0011053i,0.0062696-0.0023064i,0.0058291-0.001142i,0.003352+0.0012019i
0.022913+0.0077556i,0.053771+0.011904i,0.083896-0.0086818i,0.083699-0.047535i,0.049202-0.052043i,0.011812-0.020047i,-0.0022661+0.0049568i,-0.0014892+0.0026557i,-0.0045751-0.011395i,-0.0097355-0.014209i,-0.0055026-0.0053659i,0.0041391+0.00061919i,0.0070909-0.00067343i,0.0041881-0.001011i,0.0018846+0.0029948i,0.0018693+0.0074606i,0.0033846+0.0080084i,0.0035762+0.0047334i,0.0013852+0.00043813i,-0.0012933-0.003029i,-0.0023667-0.0060134i,-0.00057039-0.0071368i,0.00086963-0.0055561i
-0.015285-0.018806i,-0.036178-0.042889i,-0.068511-0.04825i,-0.086816-0.021999i,-0.066389+0.0032643i,-0.028507+0.007418i,-0.0089018+0.0026132i,0.00043494+0.0040132i,0.014022+0.0034716i,0.018971-0.0044099i,0.0099653-0.00916i,-0.0011304-0.0057277i,-0.0050878+0.0004763i,-0.0035866+0.0034085i,-0.0023807+0.0023122i,-0.0027259+0.00039298i,-0.0025481+0.00023866i,-0.00073899+0.00050855i,-0.00043239+0.00093967i,-0.0016907+0.0023904i,-0.0023702+0.0032i,-0.002717+0.0025285i,-0.0020795+0.0011755i
-0.00025168+0.024219i,0.0052816+0.057679i,0.023887+0.085079i,0.047121+0.07776i,0.047858+0.039873i,0.025858-0.0019231i,0.0089036-0.020582i,0.0016605-0.015112i,-0.0045601+0.0015011i,-0.0054619+0.014011i,-0.0030063+0.014724i,-0.0032057+0.01222i,-0.0031725+0.010331i,-0.0022145+0.0049386i,-0.0020931-0.00025257i,-0.0027038-0.0019777i,-0.0032837-0.0016756i,-0.0023151-0.00019016i,5.8756e-05+0.0004109i,0.0020096-0.0015343i,0.0022055-0.0022501i,0.0009228+0.00043065i,0.0002752+0.0025237i
0.010984-0.01782i,0.02874-0.047162i,0.035988-0.078826i,0.018347-0.087498i,-0.0046605-0.056456i,-0.0084935-0.0060181i,-0.0017462+0.018343i,-0.0035954+0.013194i,-0.012753+0.0038992i,-0.015471+0.0011221i,-0.0067757-0.00098503i,0.0021527-0.0068516i,0.002531-0.0096721i,0.00025912-0.0055855i,0.0014101-0.00015077i,0.0040408+0.0035675i,0.0057926+0.003605i,0.0049475+0.00056013i,0.001208-0.0010132i,-0.0011021-0.0012201i,-0.0011552-0.0013867i,-0.00065674-0.0017494i,-0.00022073-0.0010387i
-0.018815+0.009042i,-0.04976+0.019967i,-0.077048+0.035854i,-0.070309+0.046695i,-0.030843+0.037097i,-0.001663+0.015538i,0.0025477+0.0073077i,0.0059282+0.0040904i,0.012957-0.005896i,0.012049-0.014507i,0.0034893-0.013001i,-0.002704-0.0047016i,-0.0024353+0.0014125i,-0.0001169+0.0024194i,0.00049351+0.0021397i,-0.00043321+0.0017637i,-0.0010561+0.0010952i,-0.00040575+0.00045475i,0.00016589+0.0010859i,0.00029269+0.0036153i,0.00041101+0.004655i,0.00061853+0.0027697i,0.0017248-0.0001619i
0.019664+0.0058398i,0.051831+0.015804i,0.085313+0.021213i,0.086886+0.0086431i,0.04699-0.012416i,0.0080601-0.025671i,-0.0051218-0.029749i,-0.0071644-0.020621i,-0.0024053-0.0015161i,0.0060197+0.0099132i,0.0075986+0.0087519i,0.0051546+0.0064369i,0.0034115+0.0048977i,0.00033826+0.0012333i,-0.0035985-0.0015782i,-0.0058282-0.001679i,-0.0056537+0.00027972i,-0.0024969+0.0025118i,0.0019171+0.001682i,0.0038912-0.001404i,0.0032487-0.0026658i,0.0018166-0.0015595i,0.0012254-0.0012152i
-0.014536-0.014179i,-0.031135-0.039082i,-0.05257-0.061338i,-0.058713-0.05209i,-0.035357-0.011187i,-0.0046748+0.020745i,0.010337+0.026096i,0.008317+0.019118i,-0.0036224+0.013797i,-0.01076+0.010634i,-0.0075828+0.0039319i,-0.0049549-0.0049776i,-0.0065401-0.0062123i,-0.0048472-0.0022501i,-0.00051044+0.00018414i,0.0025244+0.00055785i,0.0033098-0.0009467i,0.001833-0.0020103i,-0.00030283-0.0023776i,-0.00088632-0.0034091i,0.00028693-0.0038554i,0.00023766-0.0028531i,-0.00064492+2.0149e-05i
0.0010031+0.018503i,-5.7532e-05+0.049174i,0.00074239+0.075963i,0.007693+0.06632i,0.014267+0.024767i,0.014453-0.0027454i,0.011412-0.0019963i,0.0090556-0.0015581i,0.0040251-0.013093i,-0.0031201-0.018212i,-0.005461-0.010003i,-0.0027774-0.0010235i,-0.00083418+0.0019233i,-0.00098633+0.0012353i,-0.0015074+0.00035782i,-0.0021073+0.0006474i,-0.0018793+0.0011132i,-0.0012542+0.00066153i,-0.0011834+0.0016055i,-0.00093485+0.0028209i,0.00087536+0.0021718i,0.0025605-0.00029385i,0.0017399-0.0022254i
0.011289-0.014723i,0.030435-0.036394i,0.04661-0.05758i,0.035042-0.056286i,0.0031831-0.033679i,-0.023645-0.019165i,-0.032747-0.018077i,-0.024914-0.013705i,-0.0055992-0.0040399i,0.0097046-0.00010177i,0.010203-0.00039319i,0.0057675+0.001374i,0.0030038+0.001973i,-0.00083524+0.00099872i,-0.005059+0.0017115i,-0.0065055+0.0040598i,-0.0040145+0.0054955i,0.00037991+0.0042521i,0.0029129+0.00090898i,0.0022218-0.00070075i,-0.0003268-0.00039847i,-0.0019292-0.00025234i,-0.0013078-0.0014843i
-0.016303+0.0050447i,-0.043169+0.010562i,-0.06599+0.015829i,-0.054068+0.020931i,-0.012281+0.02665i,0.021736+0.027475i,0.029962+0.019223i,0.021369+0.012081i,0.0078725+0.012913i,0.00017526+0.014913i,-0.0023834+0.0090992i,-0.0057269+0.0017573i,-0.006545+0.0012336i,-0.0028338+0.0024117i,0.0015242+0.0013258i,0.0032697-0.00071286i,0.0016347-0.0020339i,-0.00011277-0.0020695i,-0.00098576-0.0022677i,-0.001992-0.0029697i,-0.0028073-0.0019141i,-0.0015104+0.0012548i,-0.00041077+0.0034974i
0.015145+0.0056617i,0.038041+0.018149i,0.056788+0.027973i,0.048977+0.015851i,0.022867-0.010886i,0.0068732-0.020515i,0.0075843-0.010728i,0.0059208-0.0075322i,-0.0051476-0.012059i,-0.012657-0.0094557i,-0.0082393-0.0033267i,0.00022179-0.0012061i,0.0035015-0.00075534i,0.002172-0.00037081i,0.00085475-4.7812e-05i,0.00068167+0.00037276i,0.00060207+0.0011431i,-3.1573e-05+0.0017234i,-0.00068726+0.0025652i,-0.00035886+0.0036086i,0.0012107+0.0018234i,0.0031494-0.00091728i,0.0029994-0.0018825i
-0.0072942-0.009857i,-0.017087-0.033478i,-0.025305-0.054843i,-0.028789-0.04558i,-0.033708-0.011568i,-0.038679+0.0081785i,-0.038629+0.0070359i,-0.028197+0.0047901i,-0.0083967-0.00055814i,0.0047805-0.0073709i,0.0056163-0.0071019i,0.0043358-0.0030961i,0.002537-0.0012428i,-0.00076755+0.00088249i,-0.0031839+0.0042095i,-0.0030316+0.0061312i,-0.00025953+0.0054836i,0.0025367+0.0026479i,0.0038457+0.00029874i,0.0039585-0.0011796i,0.0019119-0.0015723i,-0.00031658-0.00096068i,-0.00098224-0.0020462i
-0.00080845+0.014521i,-0.0049539+0.037913i,-0.0094639+0.056703i,0.0031086+0.048446i,0.032475+0.021983i,0.047538+0.0035757i,0.03987-0.0024274i,0.025037-0.00057497i,0.014552+0.0075134i,0.0097501+0.011275i,0.0038711+0.0066387i,-0.0027354+0.0033631i,-0.0043052+0.0033645i,-0.001766+0.00079116i,-0.0003775-0.0032697i,-0.0011537-0.0054574i,-0.0016587-0.0044516i,-0.00095155-0.0012114i,-0.00039457-0.00044366i,-0.00069485-0.0014723i,-0.00061544-0.00065018i,0.00033403+0.0020519i,0.0011563+0.0037971i
0.0060276-0.010111i,0.023097-0.024471i,0.037641-0.036216i,0.024157-0.035968i,-0.0070227-0.027323i,-0.016449-0.017618i,-0.0052339-0.011264i,-0.0025063-0.0083554i,-0.011342-0.0034472i,-0.015149+0.0020637i,-0.0084686+0.0010672i,-0.0021106-0.0040404i,-0.00040085-0.0054962i,-0.00089995-0.0029332i,-0.0024673-0.00039858i,-0.0025437+0.00079631i,-0.0018113+0.00075044i,-0.0011571+0.0017526i,-0.00013486+0.0028507i,0.00082525+0.002621i,0.0011608+0.00052013i,0.0012263-0.0021153i,0.0010962-0.001627i
-0.013464+0.0047607i,-0.032518+0.0077104i,-0.050491+0.0076306i,-0.04449+0.014307i,-0.023172+0.027913i,-0.016767+0.03245i,-0.019688+0.027019i,-0.013412+0.016151i,-0.0032546+7.2745e-05i,-0.00029231-0.010087i,-0.0005975-0.0072376i,0.00067462-0.0023823i,0.00057919-0.00019778i,-0.00045908+0.0020273i,-0.00086197+0.0047777i,0.00039422+0.0053834i,0.0019532+0.0032877i,0.0022987+0.00049652i,0.0022333-0.0017297i,0.001804-0.002905i,0.0001182-0.0030315i,-0.0018311-0.002875i,-0.0033905-0.0029351i
0.011288+0.0051098i,0.028291+0.014274i,0.043982+0.021508i,0.046731+0.0082535i,0.040953-0.018719i,0.034703-0.031337i,0.026203-0.02737i,0.017811-0.017133i,0.015365-0.0055269i,0.01376+0.00037358i,0.0070381+0.0017623i,0.001291+0.0039824i,-0.00023345+0.0042433i,-0.001363+0.0013169i,-0.0028755-0.0021889i,-0.0038075-0.0029415i,-0.00295-0.0014359i,-0.0013335-0.00041046i,-0.000833-0.0012865i,-0.0011233-0.0021978i,-0.00059568-8.139e-05i,0.00074803+0.0023897i,0.0011133+0.0026129i
-0.007643-0.010192i,-0.014882-0.026355i,-0.021833-0.040805i,-0.028364-0.034049i,-0.033082-0.012198i,-0.025677-0.00020498i,-0.011012-0.00055936i,-0.0069894-0.00025712i,-0.010031+0.0063348i,-0.0088718+0.010717i,-0.005904+0.0058359i,-0.0060958-0.0002908i,-0.0071243-0.0013745i,-0.0049718+0.00032659i,-0.0023686+0.0018215i,-0.0012345+0.0020247i,-0.00066877+0.0020585i,-0.00025937+0.0029163i,7.9272e-05+0.0019985i,0.00033158-0.00010903i,0.0012013-0.00081514i,0.0020792-0.0014333i,0.0025034-0.00086564i
-0.0017246+0.0099206i,-0.0061413+0.028012i,-0.010487+0.045626i,-0.0028983+0.048618i,0.0096345+0.044751i,0.0094172+0.040598i,0.00066921+0.03252i,-0.0045067+0.017591i,-0.0077267+0.00034758i,-0.0093283-0.0067939i,-0.0044359-0.0048484i,0.001723-0.0023701i,0.0030368-0.0014927i,0.0029494-0.00013105i,0.0030221+0.0014801i,0.0018721+0.0014653i,4.8373e-05+0.0016577i,-0.0016774+0.0017071i,-0.0016484+0.00056574i,2.3912e-05-0.00025827i,-2.504e-05-0.00067708i,-0.0024845-0.0011525i,-0.0034036-0.0014948i
0.0045283-0.0066424i,0.018118-0.016555i,0.031831-0.027608i,0.028737-0.039007i,0.014167-0.0499i,0.0044147-0.050737i,0.0018455-0.038449i,0.0034384-0.023622i,0.0077995-0.015124i,0.0095447-0.010842i,0.0072755-0.0057685i,0.0050087-0.0015532i,0.0026921+0.0003381i,-0.0011306+0.0010977i,-0.0043467+0.00074203i,-0.0047075+0.00036748i,-0.0033138+0.0008555i,-0.0010424+0.00095005i,0.00037108-0.00036202i,-0.00013965-0.00052626i,-0.00044193+0.00086364i,0.00074616+0.0019506i,0.0014208+0.0019983i
-0.0085637+0.0033766i,-0.024189+0.0046519i,-0.040736+0.0035709i,-0.04318+0.010332i,-0.031304+0.021974i,-0.014227+0.019792i,-0.0011781+0.0095855i,0.0023852+0.0075515i,0.002297+0.012226i,0.0030635+0.013606i,0.00028463+0.0085667i,-0.0041202+0.0049739i,-0.004869+0.0049474i,-0.0028537+0.0040806i,-0.001095+0.0020376i,0.00035986+0.00060199i,0.0014677+0.00085155i,0.0020777+0.00087209i,0.002537-5.1811e-05i,0.0020195-0.0011612i,0.0020255-0.0018185i,0.003025-0.0024134i,0.0033792-0.0018754i
0.0072727+0.00037346i,0.019728+0.010439i,0.032343+0.022697i,0.03877+0.023396i,0.038553+0.017186i,0.030002+0.01921i,0.017401+0.023146i,0.0043921+0.016336i,-0.0090155+0.0061607i,-0.014555+0.0022641i,-0.0087968-0.00026829i,-0.0029716-0.0039637i,-0.001265-0.0040417i,0.00015857-0.0026592i,0.00093105-0.0025321i,0.00047731-0.002242i,0.00015108-0.001012i,0.0003555+0.0007898i,0.00086601+0.0013327i,0.00055789+0.00033102i,-0.00040129-0.00022343i,-0.001913+0.00044484i,-0.0022513+0.0011429i
-0.0061783-0.0041408i,-0.0099691-0.018445i,-0.011728-0.035741i,-0.017318-0.042372i,-0.027876-0.038195i,-0.02965-0.031599i,-0.021392-0.025336i,-0.012096-0.020109i,-0.0043148-0.017069i,-0.0005834-0.014345i,-0.00076209-0.0095761i,-0.0018911-0.0057181i,-0.0033531-0.0036112i,-0.0034515-0.00034249i,-0.003329+0.002794i,-0.0035766+0.0037766i,-0.0033886+0.0033955i,-0.0018257+0.002182i,0.0005733+0.0010221i,0.0011981+0.0010002i,0.00012402+0.0014664i,-0.0012548+0.0019166i,-0.0015127+0.0015042i
-0.00077519+0.0058895i,-0.0052007+0.018052i,-0.014875+0.03212i,-0.015915+0.038435i,-0.0052242+0.034821i,0.0051488+0.021922i,0.010194+0.0072258i,0.012351+0.001994i,0.014839+0.0038468i,0.013813+0.0041824i,0.0084413+0.0038922i,0.0036419+0.0054528i,0.0015135+0.0061769i,0.00085369+0.0043639i,-0.00024276+0.0018618i,-0.001387-0.00070643i,-0.00098311-0.002022i,0.00037157-0.0021488i,0.0009004-0.0024571i,0.00072383-0.0023185i,0.0014325-0.0016487i,0.0020378-0.00065536i,0.0019956-0.00020997i
0.0029955-0.0061136i,0.014209-0.01346i,0.029908-0.018887i,0.038068-0.020713i,0.035146-0.017644i,0.029734-0.0066196i,0.021251+0.0064042i,0.0071468+0.012014i,-0.0045915+0.012353i,-0.0065266+0.011475i,-0.0038763+0.0060839i,-0.0028079-0.00014361i,-0.0020987-0.0019912i,-0.0021207-0.0021482i,-0.0023354-0.0022571i,-0.001516-0.0024144i,-0.00031166-0.0020937i,0.0003761-0.00052927i,-9.1844e-05+0.00016051i,-0.0006283-0.00064878i,-0.00068023-0.0013401i,-0.00053517-0.00086725i,-0.00044353+0.00051628i
-0.0048441+3.2385e-06i,-0.01777-0.00090302i,-0.034968-0.0074561i,-0.045675-0.012476i,-0.046715-0.0095514i,-0.039093-0.0055285i,-0.027635-0.0053357i,-0.018829-0.0078744i,-0.014388-0.011179i,-0.010773-0.010869i,-0.006706-0.0053863i,-0.0040315-0.0010162i,-0.0031048+0.00067523i,-0.0018812+0.0025571i,0.00014141+0.003711i,0.0012551+0.0044543i,0.00080734+0.0038626i,0.00070403+0.0031804i,0.00106+0.0022194i,0.00097847+0.00080893i,0.00064304+0.00072359i,0.00029595+0.0011309i,-0.00036038+0.0013256i
0.0053219+0.00085362i,0.012785+0.0093847i,0.020668+0.023472i,0.024285+0.030854i,0.023192+0.024414i,0.017896+0.010595i,0.011846-0.00082524i,0.011198-0.006001i,0.013433-0.0078248i,0.012193-0.0080797i,0.0088766-0.0056135i,0.0071623-0.00048962i,0.00562+0.0028695i,0.0028316+0.0012824i,-0.00030289-0.00097154i,-0.0017606-0.00049726i,-0.0023599+0.00061358i,-0.0022758+0.00076166i,-0.001198-0.00065575i,-8.829e-05-0.001753i,0.0008334-0.0011912i,0.0015507-0.0002324i,0.0016922-6.6125e-05i
-0.015588-0.01345i,-0.020744-0.021332i,-0.02438-0.029135i,-0.015076-0.030314i,-0.0037648-0.019229i,0.011174-0.0056886i,0.019185-4.6494e-06i,0.011388+0.0046035i,0.00075814+0.011662i,-0.0010477+0.015708i,0.00097805+0.010213i,9.7848e-05+0.0011685i,-0.001314-0.0027458i,-0.0014534-0.0041439i,-0.002505-0.0041355i,-0.0036539-0.0024029i,-0.0030205-0.0011391i,-0.0010955+0.00054759i,0.00053633+0.0010525i,0.00082505-0.00088014i,0.00041725-0.0020951i,0.00060964-0.0019222i,0.00053191-0.00097584i
0.00078429+0.005066i,-0.0054741+0.014335i,-0.016817+0.02267i,-0.026298+0.025563i,-0.026795+0.024493i,-0.023172+0.021225i,-0.01957+0.014175i,-0.017831+0.006375i,-0.018973+0.0024546i,-0.017091+0.0020021i,-0.010344+0.0021125i,-0.0055149+0.0022138i,-0.0037724+0.0022613i,-0.00066306+0.0012259i,0.0021103+0.00073792i,0.0027715+0.0010745i,0.0024654+0.0009113i,0.0016209+0.0002885i,0.0014597+0.00025376i,0.0010583-0.00010345i,-0.00042589+0.00042629i,-0.0010894+0.00089674i,-0.00015636+6.6447e-05i
0.0035184-0.004148i,0.013535-0.0068646i,0.028374-0.0064748i,0.035285-0.0030532i,0.027855-0.0033564i,0.014669-0.0073047i,0.004549-0.011367i,0.001446-0.015555i,0.003174-0.018735i,0.0026744-0.017134i,0.0010534-0.01087i,0.00086816-0.0057612i,0.0011784-0.0023311i,0.00042685-0.00028411i,-0.0019062+0.00022099i,-0.0028114+0.0013664i,-0.0018154+0.0019038i,-0.00073982+0.0011955i,0.00085318+0.00037133i,0.0017904-0.00065412i,0.0021062-0.00051766i,0.0018902+0.00052057i,0.00057977+0.00045374i
-0.0049934+0.0011955i,-0.012695-0.0027877i,-0.021486-0.013514i,-0.022916-0.025183i,-0.014382-0.025888i,-0.0010605-0.016875i,0.01066-0.0058444i,0.01612+0.0040021i,0.016705+0.0088876i,0.014448+0.0077155i,0.0082994+0.0043102i,0.00141+0.0024223i,-0.0025903+0.0023527i,-0.0029778+0.002391i,-0.0022247+0.0017808i,-0.0025624+0.00076446i,-0.0029699-0.00056306i,-0.0029456-0.00061644i,-0.0029582-4.5356e-05i,-0.002171-0.001037i,-0.0011363-0.0015411i,-0.00041534-0.00079767i,0.0002734-0.00037682i
