-0.00055251+7.2048e-05i,-0.00024883-8.8436e-06i,-0.00017925-0.00056639i,-0.00037372-0.0018814i,-0.00013042-0.0022803i,-0.00066838-0.00057397i,-0.0013873+0.0010361i,-0.00059836+0.0022387i,0.0013735+0.0016156i,0.0022047+0.00012512i,0.0011364-0.00029046i,0.00056804+0.00027285i,0.00054368+0.00056839i,0.00017784-0.00012481i,3.3118e-06-0.00083244i,-0.00049012-0.000439i,-0.00063887+7.6089e-05i,-0.0006064-0.00081354i,-0.0010323-0.00067736i,-0.00071541+0.00057682i,-0.00013437+0.00047118i,1.2766e-05-0.0002256i,2.8922e-05-0.00042331i
0.0012959+0.00034493i,0.00036563+0.0007782i,0.00033167-0.00067964i,1.6315e-06-0.0033722i,-0.00066904-0.0039418i,-0.0015071-0.0015621i,-0.0017066+0.0012708i,-0.00042471+0.0017596i,0.00076694+0.00072179i,0.00090319-0.00073622i,0.00089248-0.0014111i,0.00024883-0.0010177i,-0.00054212-0.00052765i,-0.00044265+5.5823e-05i,-9.9223e-05+0.00043176i,0.00019712+8.2917e-05i,0.00057465-0.00061384i,0.00057911-0.0004232i,0.00023869-6.6197e-05i,0.00016006+0.0001579i,0.00074161+2.7533e-05i,0.00091877+0.00013229i,3.3479e-05+0.00079006i
2.7376e-05+0.0009293i,-0.0007425+0.0012296i,0.00017034+0.00094018i,0.00035358-0.00099393i,-0.0002777-0.0024213i,-0.00081513-0.0017506i,-0.00079621+0.00021871i,-4.0759e-05+0.0010595i,0.0011439+0.00055889i,0.0021258-0.00074285i,0.0021133-0.0007932i,0.00086728-0.00029312i,-0.00018741+3.2801e-05i,-8.7017e-05+0.00024794i,0.00078508+0.00027501i,0.001125+0.00041724i,0.00024044+0.00045149i,-0.00083105+0.00027725i,-0.00096385+0.00019043i,-0.00018634+0.00033127i,-0.00013372+0.00063289i,-0.00041586+0.00039239i,-0.00061885-3.4172e-05i
-0.0015613-0.00019353i,-0.0013598-0.0011738i,-0.0012549-0.0010314i,-0.00060135-0.00012632i,-0.00027209-0.00013214i,-9.9604e-05-0.00016316i,-3.8217e-05+0.0012376i,0.00051681+0.0017911i,0.0015142+0.00098937i,0.0011226+0.00013347i,0.00092109+0.000308i,0.0011713+0.00089038i,0.00061067+0.00018146i,0.00041986-0.00080906i,0.00063538-0.00066815i,0.00056793-0.0008988i,-0.00034558-0.00082655i,-0.0012015-1.2227e-05i,-0.00058586+0.00016901i,-7.7488e-06-0.00036238i,0.00017991-0.00044673i,-9.9468e-05-9.5505e-05i,-0.00041614+0.00039787i
0.00071885-0.00065259i,0.0015016-0.00029198i,0.00010611-0.00010495i,-0.0011939-0.001373i,-0.0019072-0.0018604i,-0.0022195-0.00084897i,-0.00093702+0.00032675i,6.6741e-05+0.00063156i,0.00088851-0.00017101i,0.0012348-0.00031391i,0.00073816+0.00062758i,0.00064817+0.0010717i,0.001173+0.00077425i,0.0011821+0.00024385i,0.00087436+0.00013166i,0.00011128+9.6959e-05i,-0.00046122-0.00059767i,-0.0004007-0.00096532i,-0.00011072-0.00010591i,-0.0001502+0.00049116i,-0.00073594+0.00043049i,-0.00085192+0.00038025i,-0.00036758+0.00021985i
-0.00035191+0.00024112i,-0.00077042+0.00011072i,-9.7432e-05-5.4558e-05i,0.0012846-0.0005977i,0.0011383-0.0013617i,4.9642e-05-0.0026546i,-0.00033685-0.0024013i,0.00081825-0.00078589i,0.0019822-0.00054838i,0.0025904-0.0010831i,0.0020067-0.00016047i,0.00031502+0.0011953i,-2.8906e-05+0.00082594i,0.0001779+0.00012292i,0.00029162-0.00080687i,0.00057784-0.0011346i,2.8982e-06-0.00075787i,-0.00066921-0.00057423i,-0.0012838+2.9447e-05i,-0.0011604+0.00034513i,-0.0009976+0.00024916i,-0.0012648-0.00024701i,-0.00089744-1.8742e-05i
-0.00045616-0.00015543i,-0.001079+0.00047306i,-0.00092451+0.00053702i,-0.00057981-9.8835e-05i,-0.00094288+0.00061549i,-0.00060166+0.00094517i,0.00011432+0.00078014i,0.00041469+0.00083491i,0.0013211+0.00090673i,0.0015761+0.00079461i,0.00058121+0.00088671i,-0.00016956+0.00086324i,-0.00056218+0.00034944i,-0.00066078-0.00026535i,-0.00019824-0.00042068i,0.00027936-0.00070214i,0.00065325-0.00071681i,0.00073174-0.00057921i,0.00038115-0.00041407i,0.00035063-0.00013319i,0.00037443-0.00046697i,-9.0158e-05-0.00038265i,-0.00069642+0.00016791i
0.00075376-0.00090241i,0.0012176-0.0010496i,0.00081162-0.0019386i,6.9831e-05-0.0015964i,-0.0010094-0.0005757i,-0.0012168+0.00048752i,-9.4505e-05+0.0012219i,0.0011627+0.0014341i,0.0019294+0.00092654i,0.0014783-2.6843e-05i,0.00041505-0.00024198i,-0.00025873-0.00043415i,2.1433e-05-0.00079597i,0.00067941-0.00047933i,0.00062468-0.00033796i,0.00072016-0.00072752i,-0.000239-0.00097995i,-0.00040567-0.0010276i,0.00016366-0.00062215i,-7.4031e-05-0.00015015i,-0.00015557+0.00017769i,-0.00039995+0.00085064i,-0.00042327+0.00093472i
-0.00025636+5.8936e-06i,-0.00069388-0.00029757i,-0.0012297+0.00010631i,-0.00084234+0.0003473i,0.00033547+0.00030641i,0.00073751+0.00067959i,0.00063673+0.0011378i,0.0014181+0.0012775i,0.0022429+0.00088489i,0.0018015+8.5904e-05i,0.00025647-0.00020365i,-0.00058757+1.2086e-05i,-0.00051469-0.0003511i,-0.00075954-0.0011492i,-0.0009552-0.0011838i,-0.00061785-0.00066654i,-0.00074992-0.00083545i,-0.00047646-0.0002094i,-4.8582e-05+0.00058464i,-0.00042259-0.00011334i,-0.00057046-0.00051355i,-0.00030133+9.1246e-05i,-0.00036985+0.0009186i
-0.00080809-0.00018287i,-0.00048208-0.0010805i,-0.00045371-0.00092411i,-0.00052987-6.5901e-05i,-0.0015137+7.0165e-05i,-0.0012322+0.00048623i,0.0002516+0.0011262i,0.0017602+0.0012517i,0.0019438+0.001287i,0.00057127+0.00091264i,-0.00058064+0.00015834i,-0.0005534-0.00057481i,0.00017171-0.00057795i,0.00045022-0.00036284i,0.00053608-0.00052399i,0.00022706+0.00013122i,-0.00046127+0.00056216i,-0.00034473+0.00012742i,0.00024823+0.00053299i,0.0001043+0.00069665i,-0.00029618+0.00058418i,0.00010212+0.00087315i,0.00011536+0.00046409i
0.0011656-0.00024247i,0.00070678-1.5309e-05i,0.00014971-0.00055635i,-0.00042725-0.0013355i,-1.3761e-05-0.0022657i,0.00036392-0.0023081i,0.00031823-0.00086161i,0.00065003+0.00064519i,0.0013942+0.00085525i,0.0009238+0.00024852i,-4.8015e-05-0.00052857i,-4.136e-05-0.00098474i,0.00032052-0.00049917i,0.00039545+1.3106e-05i,0.00058298-0.0003067i,0.0011967-0.00070869i,0.0011123-0.00035366i,0.0011953+0.00031293i,0.0012518+0.00053039i,0.00035299+6.7026e-05i,0.00025978+2.3196e-05i,0.00081553+8.6865e-05i,0.00065577-0.00027511i
-0.00081558+0.00010005i,-0.00073675-0.00085175i,1.7262e-05-0.00066982i,0.00046105-0.00043409i,-0.00049379-0.00051716i,-0.00097088-0.00095957i,-0.00012261-0.00047545i,0.001577+0.00043156i,0.0021612+0.00047764i,0.0016484-0.00022045i,0.0011853-0.0011405i,0.00026046-0.00084019i,-0.00017507-0.00033362i,-0.00026763-0.00040857i,0.00014452-0.00029464i,0.00019143-0.00023188i,6.127e-05-0.00027918i,-0.00040141-0.00040112i,-0.00096433-0.00042998i,-0.0010049+2.6582e-05i,-0.00097009+0.00014378i,-0.00013975-0.00012017i,0.0010911+0.00051259i
-0.0015575-0.0010789i,-9.9225e-05-0.00077873i,0.00027819+5.9772e-05i,-0.00026797-0.0010147i,-0.0010336-0.0026573i,-0.0015916-0.0023436i,-0.00017816-0.00092755i,0.0017798+0.00041513i,0.0021259+0.00073277i,0.0019405+0.00040268i,0.0014295+0.00041672i,0.0007258+0.00067079i,-8.4783e-05+0.00017982i,-0.00084388-0.00039958i,-0.00090919-7.3019e-05i,-3.7553e-05+2.5998e-05i,0.00055636-0.00021735i,-0.00046708-0.0004498i,-0.00084847-0.00052907i,-4.7621e-05-0.00044465i,-8.101e-05-0.0003145i,-0.00058248+0.0002977i,-0.00063452+0.00033229i
0.00023236+0.00059726i,0.00080166+0.00062848i,0.0015719-0.00057616i,0.0017488-0.0015909i,0.00036286-0.0018593i,-0.00099426-0.00081845i,-0.0014438-0.00027431i,-6.3969e-05-0.00013279i,0.0018495+0.00036508i,0.0018817-0.00035411i,0.0013414-0.00061036i,0.00066274+0.00010971i,7.07e-05-0.00041562i,-0.00044929-0.0011741i,-6.1314e-05-0.00056923i,0.00036987-0.00023171i,-0.00030078-0.00065139i,-0.00084035-0.00038672i,-0.00086508+0.00053626i,-0.00084845+0.0011381i,-0.00034259+0.00105i,-0.00026912+0.00069412i,-0.0003225+0.00027629i
9.926e-05-0.00068159i,-0.000452-0.00048343i,-0.00022601-0.00070489i,-0.0011018-0.0016877i,-0.0023389-0.0015174i,-0.0019655-0.00025233i,-5.2405e-05+0.00036991i,0.0014508+0.0014651i,0.0022699+0.001229i,0.0019739-8.3126e-05i,0.0013153-0.00045832i,0.0011365-0.0001534i,0.00055109-1.0716e-05i,-0.0002021-0.00044787i,-0.00018839-0.00062152i,9.0177e-05-0.00027283i,0.00025803-0.00041654i,4.8755e-05-0.00070618i,-0.00031429-0.00024669i,-0.00064003-0.00014603i,-0.0003465-0.00036945i,0.00040566+9.5887e-05i,5.7995e-05+0.00032066i
0.0014961-0.00030241i,0.001233-0.00054606i,0.00099244-0.00087449i,0.00062723-0.0020041i,0.00010964-0.003598i,-0.00041525-0.0023819i,4.978e-05-0.00046526i,0.0017586-0.00023045i,0.0024691-0.00080182i,0.0021186-0.0017069i,0.0013824-0.00044923i,0.00097916+0.0013463i,0.00023157+0.00012804i,-6.7262e-05-0.00085147i,0.00064166-0.00062278i,0.0010758-0.00090173i,0.0012511-0.00085148i,0.00097745-0.00015631i,0.00017098-2.2909e-06i,-0.00036194-0.00023715i,-0.00093144-0.00034657i,-0.001363+0.00030289i,-0.00074935+0.0010321i
0.00020174+0.00067806i,0.00040891+0.00096061i,0.0001622+0.00046439i,-0.00032393-0.0011352i,-0.0007014-0.0015617i,-0.00071709-0.00090002i,-6.4341e-05+8.5513e-05i,0.0016741+0.00078484i,0.0024789+0.00021193i,0.0021067-0.00029364i,0.001606-0.00015962i,0.00086101+0.00038694i,0.00024426+0.00051959i,-0.00010669-0.00033739i,-9.5004e-05-0.00047808i,3.282e-05+0.00012835i,0.00015358-0.00066546i,0.00023448-0.0011123i,-0.00035417-0.00045351i,-0.00052625-0.00044192i,-0.00060705-0.00025375i,-0.00090907+0.00028598i,-0.00031297+7.8377e-05i
0.00029195-0.0011423i,0.00099945+9.8885e-05i,0.00017342-0.00085147i,-0.0013841-0.0014989i,-0.0027552-0.0013779i,-0.0026167+8.8762e-05i,-0.0011076+0.001472i,0.00067199+0.0015012i,0.0014149+0.00019897i,0.00060013-0.0010513i,-0.00035998-0.00083289i,-0.0007076-4.2512e-05i,-0.00023766-8.4322e-06i,0.00048611-0.00058096i,0.00028165-0.0013815i,-0.00057633-0.0013141i,-0.00051932-0.00014524i,-0.00021085+0.00069027i,-0.00043989+0.00035394i,-0.00033441+0.00026362i,8.7803e-05+0.00018995i,0.00036294+0.00012061i,0.00022783+0.0002125i
0.00013447+0.0016762i,0.00035407+0.0016514i,6.3411e-05+0.00059978i,0.00034043-0.0010014i,0.00011097-0.0021229i,-0.0010723-0.0025332i,-0.00057016-0.00084658i,0.00075186+0.00097447i,0.0010266+0.0010233i,0.00096989+0.00025798i,0.00066307-0.00027225i,-0.00010938-0.00015244i,-0.0006378+0.0001083i,-0.00011773+2.2818e-05i,-1.1016e-05-6.792e-05i,1.7516e-05-0.00029878i,0.00073961-0.00083311i,0.00093583-0.0008255i,-4.5123e-06-0.00046914i,-0.00029651-0.00039546i,-0.00064028-0.0006972i,-0.00043955-0.00087743i,0.00022203-0.00053212i
0.00041062-0.00043366i,-0.00035833-0.00029084i,0.00011892-0.00054779i,0.00041186-0.0011338i,-0.00025982-0.0019262i,-0.0006948-0.0017814i,-0.00049406-0.00024027i,0.0010519+0.00077168i,0.0018956+0.00030083i,0.0011299-0.00043343i,0.00033085-0.00066687i,0.00022092-0.00060394i,0.00024642-0.00073259i,-6.4811e-05-0.00033707i,-0.00074995-0.00031742i,-0.00032642-0.00074898i,2.5835e-05-0.00078639i,0.00033148-0.00050922i,0.00036036-2.233e-05i,0.00049389+0.00047758i,0.00077073+0.0002928i,9.5458e-05+5.1331e-05i,6.7599e-05+8.874e-05i
-0.00026217+8.6855e-05i,-0.00057767-0.00044769i,6.4572e-05-0.00044873i,0.00094126-0.00058169i,0.00049109-0.0012428i,-0.00049822-0.0014372i,-0.00025391-0.00028419i,0.0014138+0.0014989i,0.0023614+0.0017772i,0.0013117+0.00095948i,2.0131e-05-0.00034009i,-0.00051644-0.0010014i,-0.00077777-0.00081821i,-0.000482+0.00043386i,-0.0001042+0.0008199i,-6.9852e-05+0.00035441i,8.0123e-05+0.00021127i,0.00049936-3.7529e-05i,0.00061271+0.00041569i,-0.00029615+0.00077522i,-0.00088519+0.00051093i,-0.0011594+0.00071053i,-0.00063607+0.00046162i
0.00015447-0.00012427i,-5.2717e-06+0.00018944i,-9.5382e-05-0.00028461i,-0.00063167-0.0016957i,-0.0012738-0.0026448i,-0.0012714-0.0026674i,-0.00080008-0.0015064i,0.00029689-2.7141e-06i,0.00080319+0.00044783i,0.00047033-0.00072351i,-0.00027545-0.0013476i,-0.00057595-0.00038708i,4.4499e-05+0.00015986i,0.00017149-0.00016356i,-0.0002247-0.00021827i,-0.00029998-0.00066317i,0.00024557-0.00051352i,0.00031331-0.00025313i,-0.00032562-0.00020383i,-0.0003206+0.00035767i,-0.00042722+0.00062836i,-0.00038218+0.00043219i,-0.00052549+0.0007988i
-0.0014229+0.00021309i,-0.00095408-0.00090137i,-0.00014174-0.00071404i,0.00047964-0.00052777i,0.0010288-0.00099611i,0.0011307-0.0016331i,0.00089725-0.0010107i,0.00039777-0.00071107i,0.0010882-0.0011647i,0.0015596-0.00070132i,0.00064608-0.0003463i,0.00010339-0.00096657i,0.00019773-0.0006359i,0.00024715+0.00047743i,0.00028444+0.00078531i,0.00022629+0.00025013i,-0.0006902-0.00016535i,-0.0014321+9.0339e-05i,-0.00069402-8.1305e-05i,-1.2716e-05-0.00064634i,-0.00041223-0.00079703i,-0.00027374-0.00091901i,-0.0006744-0.00037082i
0.00049434-0.00039559i,0.00096744-0.00095572i,-0.00022384-0.00098918i,-0.00046157-0.00059273i,-0.00033433-0.00098131i,-0.00044667-0.00053784i,-0.00065163+0.00098991i,-0.00033616+0.0016923i,0.0011474+0.00096308i,0.0018233-0.00017144i,0.00088276-0.00076232i,0.00034-0.00059691i,0.00071221-8.4006e-05i,0.0005468-0.00010776i,-0.00024422-1.7722e-05i,-0.00064534+0.0001902i,-0.0011479-0.00058412i,-0.00088498-0.0010343i,-0.00059509-0.00036406i,-0.00035792-0.00014373i,-0.00034457-0.00016398i,-0.00031873+6.3613e-05i,-0.00028892+0.00026709i
0.0013217-0.0024839i,0.00091472-0.00050843i,-0.00014448-0.00065757i,-0.0012335-0.0013128i,-0.0018724-0.0017743i,-0.0010275-0.0014686i,0.00052637+5.7343e-05i,0.0019204+0.0014113i,0.0018875+0.00073151i,0.00090486-0.00098881i,-0.00026081-0.0012194i,-0.00086052+8.4686e-05i,-0.00040593+0.00094612i,0.00042878+0.0010546i,0.0012063-3.9922e-05i,0.0010363-0.00093937i,0.00025357-0.00051268i,-0.00053632+4.9182e-05i,-0.00071722+0.00066641i,-0.00080052+0.00088886i,-0.00091899+0.00041553i,-0.00046019-0.00052545i,-0.00026409-0.00055049i
-0.0010573+0.0018892i,-0.00049311+0.00076301i,0.00097538-0.00018836i,0.0019092-0.0017122i,0.00086576-0.002408i,-0.00035812-0.0014191i,0.00024443-0.00078606i,0.0012084-0.00062237i,0.001952-0.00073423i,0.0021933-0.00086345i,0.0011224-0.00064484i,5.0674e-05-0.00016691i,-5.7971e-05+6.7184e-05i,4.7932e-05-0.00026892i,-0.00045014-0.00077426i,-0.00037784-0.00071638i,-0.00042422-0.00020459i,-0.00071114-0.00011105i,-0.00019096-0.00085301i,7.7268e-05-0.00083049i,1.8785e-06-0.00031006i,-0.00035433-3.2109e-05i,-0.00049451+0.00071958i
-0.00061617-0.0003734i,-0.00082312-0.00020469i,-0.00096687-0.00092227i,-0.0017485-0.0015304i,-0.0026231-0.0013957i,-0.0015753-0.00086852i,-1.2996e-05+0.00057185i,0.0011636+0.0013352i,0.002176+0.00067237i,0.0021947+0.00015221i,0.0012027-0.0001122i,0.00049923+6.212e-05i,0.00046945+0.00019247i,0.00064838-9.1846e-05i,0.0005112-0.00082004i,1.8163e-05-0.0014779i,0.00020412-0.00074461i,0.00071894+4.3858e-05i,0.00044234+0.00029065i,9.5231e-05-6.1368e-05i,-0.0004169-0.0011382i,-0.0005588-0.0010748i,-0.00055732-0.00010804i
0.0018857+0.00051268i,0.0013635+0.00019407i,0.00076011-0.0010858i,0.00055138-0.0019312i,0.00048705-0.0019325i,-5.3491e-05-0.0016857i,0.00026017-0.00081181i,0.001273+0.0012303i,0.0018031+0.0018335i,0.0016465+0.00068132i,0.00095472+0.00041823i,0.00026212+0.00036796i,-0.00018601-8.7325e-05i,3.4499e-05+0.00035543i,0.00077394+0.0004178i,4.7515e-05+0.00010523i,-0.0017801-0.00035751i,-0.0020797-0.00041479i,-0.0010423-4.2021e-05i,-0.00039916+0.0008143i,-0.00010719+0.0013428i,0.00034376+0.0002397i,0.00088124-0.00074622i
-0.00094525-0.0010335i,-0.00017491-0.0012825i,-0.0007494-0.001762i,-0.0010396-0.0019594i,-0.00082418-0.0020031i,-8.0805e-05-0.0014708i,-0.00014091-0.00050385i,-0.00017368-8.0397e-05i,0.00066028+0.00027822i,0.00088224-9.9512e-05i,0.00024068-0.00077794i,0.00010429-0.00041559i,6.3607e-05-6.0132e-05i,-0.00031297-0.00026956i,0.0002504-0.00024469i,0.00052553+0.00017949i,0.00051709+0.00045384i,0.00029194+5.9398e-06i,-0.00044601-0.00051567i,-0.00052546-0.0005795i,-5.3528e-05-0.00050076i,-0.00011762-0.00069852i,0.00010497-0.00028484i
1.9689e-05-9.4599e-06i,0.00010894-0.00032921i,7.3559e-06-0.00069524i,-0.00043556-0.00044517i,-0.0011847-0.00043907i,-0.0019699-0.00048978i,-0.0015581+0.00060579i,0.00021384+0.0021307i,0.0015421+0.0022585i,0.0015844+0.0012425i,0.00058306-0.00020146i,5.1092e-05+3.6418e-05i,0.00057355+0.00059198i,0.00053809-0.00064461i,0.00058137-0.0018439i,0.00096914-0.0017424i,0.00022966-0.0009764i,-0.00059006-8.9433e-05i,-0.00062439+0.00042603i,-0.00040784+0.00076537i,-5.7904e-05+0.00074094i,-0.0001493+0.00043749i,-0.00012515+0.0002488i
1.341e-05+0.00057195i,0.00014787+0.00040328i,-7.5296e-06+0.0004182i,-0.00039837-0.000968i,-0.00093641-0.0019887i,-0.0011062-0.0019486i,-0.00034017-0.00077669i,0.00093389+0.00066071i,0.0013606+0.00064188i,0.0010807+0.00038309i,0.00060527+0.00082506i,9.7964e-05+0.0009482i,-0.00080236+0.00019519i,-0.0011831-8.4363e-05i,-0.00093435+0.00018233i,-0.00054125+7.8806e-05i,-0.00074197-0.00030692i,-0.0010073-0.00052058i,-3.5759e-05-0.00021845i,0.00050399+0.00048792i,-7.1529e-05+0.0011248i,-0.00017374+0.00077614i,1.295e-05+8.0824e-05i
-0.00095914-0.00060135i,0.00061265-0.00066959i,0.00024612+0.00055028i,3.3212e-05+0.00098191i,0.00031372+0.00079151i,0.00050287-0.00010813i,0.00023941+0.0002303i,0.00058913+0.0014888i,0.0015664+0.00077354i,0.0016357-0.00023202i,0.00097991-0.00019191i,0.00028287+0.00015544i,-0.00054347+0.00020604i,-0.00060879-0.00067232i,5.8642e-07-0.00067818i,3.0427e-05-0.00016764i,-0.00028169-0.00021797i,1.2957e-05-0.00018422i,0.00026155+0.000262i,0.00043226+0.00051957i,4.5971e-05+0.00066977i,-0.00033485+0.00063666i,-0.00027398+0.00051971i
0.00052375+0.0010847i,-0.00016164+0.0016736i,0.00025127+0.0011386i,-0.00016657-0.0014723i,-0.001032-0.002548i,-0.0014663-0.0014394i,-0.00092257+0.00019873i,0.00033375+0.00067115i,0.0018972+6.1242e-05i,0.0024531-0.00021045i,0.001746-0.00020066i,0.0008739+1.0205e-06i,0.00036644+0.0008874i,0.00025641+0.0017571i,0.00034931+0.00028837i,0.00050719-0.0011035i,0.00052447-0.00094401i,2.6926e-05-0.00030415i,-0.0013242+0.00055042i,-0.0010334+0.00018973i,0.00010311-0.00069498i,0.00021717-0.00031352i,0.00014978+0.00028689i
-4.3847e-05-0.00099775i,-0.0003464+0.00027257i,0.00022306+0.00020594i,0.00078464-0.0010378i,-0.00029261-0.0023278i,-0.00065008-0.0016766i,0.00082037+5.6309e-05i,0.0021578+0.0014882i,0.0024236+0.0011813i,0.0015093-0.00049273i,0.00028168-0.0010192i,-0.00038186+1.631e-05i,-0.00093481+2.7951e-05i,-0.0013171-0.00068105i,-0.00096398-0.00032866i,-0.00034638-0.0007974i,-0.00060155-0.001274i,-0.00098757-0.00066273i,-0.0007417+0.0006733i,-0.00081089+0.00047575i,-0.0011022-0.00074565i,-0.00083541-0.00032076i,3.9107e-05+0.00075741i
-0.0010459-0.0013709i,-0.00098228-0.001205i,-0.0012175-0.0010132i,-0.0017549-0.00075625i,-0.0017135-0.0003064i,-0.00098775-0.0002161i,-0.0001922-0.00022043i,0.00039513+0.0009699i,0.00094349+0.0014374i,0.00096271-0.00026043i,-2.9876e-06-0.00086951i,-8.1314e-05-0.00024271i,6.9828e-05-0.00022122i,0.00023758-0.00012609i,0.00022561-0.00038379i,-2.2815e-05-0.00043421i,0.00037633-0.00054992i,0.00071021-0.0011517i,0.00042269-0.0011073i,-0.00042888-0.0004136i,-0.00063205-0.00010035i,-0.00057881-0.00021185i,-0.00094077-0.00040107i
0.00025007-0.00054296i,0.00055785-0.00038741i,0.0004443-0.00057042i,0.00021355-0.0011343i,-0.00063547-0.0013994i,7.4258e-05-0.00010956i,0.00076215+0.00058839i,0.00071325+0.00084806i,0.0010191+0.00084315i,0.0012955+1.4125e-05i,0.00078484-0.0003873i,9.9457e-05+0.00011413i,0.00021528+5.0611e-05i,-0.00031112-0.00028265i,-0.0013148-5.3936e-05i,-0.00069279-0.00085257i,0.0003254-0.0011171i,3.105e-05-0.00025862i,-0.0001082+0.00014927i,0.0002433+0.00027833i,-6.2129e-05+0.00017659i,-0.00016911+0.00016216i,6.2078e-05+0.0002176i
-0.0017557-0.0015914i,-0.00060587-0.0014508i,-0.00066425-0.00050271i,-0.00034481+0.00035159i,0.00040346+0.00032162i,0.0014612+2.81e-05i,0.0010597+0.00090186i,0.00046152+0.0011175i,0.001072+0.00060354i,0.0014911+0.00084581i,0.00052479+0.00018036i,-0.0007927-0.00099323i,-0.00026387-0.0014399i,0.00096292-0.0010485i,0.00072366-0.00063319i,0.00017124-0.00059862i,0.00064984-0.00051946i,0.0010043-0.0006588i,0.0011451-0.00048702i,0.0007621-0.00025254i,0.00016387-0.00021873i,0.00011691-7.4883e-05i,-0.00068297+5.754e-05i
-0.00038019-0.001207i,4.5148e-05-0.0011753i,8.8509e-05-0.0013998i,5.9932e-05-0.0020391i,0.00018617-0.0017426i,-0.0001342-0.00095035i,-3.7671e-05+3.3394e-05i,0.0004552+0.0011894i,0.00063668+0.0022304i,0.00062339+0.0020236i,0.00052442+0.000717i,0.00014752-4.313e-05i,-9.5181e-05+0.00010112i,-0.00047544+9.5507e-05i,-0.00062803-0.00014384i,-0.00060844-0.00036799i,-0.00046825-0.0008273i,-0.00047684-0.00050758i,-5.6869e-05-0.00036854i,0.00013663-0.00058619i,-0.000111+4.5995e-05i,3.9897e-05+0.00010914i,-6.6409e-05-0.00031358i
-0.001727-0.00016621i,-0.00053763-0.00026094i,9.2009e-05+0.00035154i,-0.00010922+0.0003534i,-0.00048222-0.00049043i,-0.00082839-0.001003i,-0.00095471-0.00037397i,-0.00011754+0.00052895i,0.0012322+0.001285i,0.0017929+0.00068987i,0.0014017+0.00011243i,0.00074711+0.00077182i,0.00033243-0.00035795i,-0.00015697-0.0011919i,-0.0005098-0.00099634i,-0.00031709-0.0014321i,-0.00035403-0.0010256i,-0.0002761-0.00047213i,-0.00030242-0.0004345i,-0.00011815-0.00067506i,-0.00016979-0.00019944i,-0.00085105+0.00014919i,-0.00048817-0.00018048i
0.00030023+0.001668i,0.00029525-0.0002308i,0.00012709-0.00027087i,0.00056703-0.00083603i,0.0010997-0.0022197i,0.00049067-0.0017462i,0.00034349-0.00014913i,0.00024981+0.00051048i,0.00037132+0.00033141i,0.0015913+0.0002581i,0.001617+0.00020407i,0.0009848+0.00030471i,0.00073972+0.00060465i,0.00050141+0.00083063i,0.00022617+0.00095541i,0.00029874+0.00047485i,0.00039926+0.00015575i,-0.0002065-0.00019214i,-0.00077828+0.00019398i,-0.00068317+0.00063513i,-9.5356e-05-0.00042711i,-4.6901e-05-0.0007738i,-0.00042977+9.5279e-05i
-0.00077956-0.00046604i,-0.00031015-0.0001952i,0.00011299+0.00057704i,-0.00052709+0.0010312i,-0.0016405+0.00079708i,-0.00095939+0.00038818i,0.00037253+0.00063422i,0.00039822+0.0019663i,0.00083324+0.0022517i,0.0014239+0.0015094i,0.00074828+0.0004853i,0.0001193-9.4609e-05i,-0.00044347-0.00042111i,-0.00089984-0.00077868i,-7.0906e-05-0.00060768i,0.00051895-0.00018961i,-8.1794e-05-0.00064978i,-0.00099111-0.00054245i,-0.00092604-8.4302e-05i,-0.00049048+0.00042754i,-0.00018929+0.00064651i,-2.5666e-05-5.6882e-05i,-0.00069602-1.8839e-05i
0.00044928-0.00093965i,0.0013394-0.00077948i,0.00043007-0.0016344i,-0.00018186-0.0026305i,-0.0005751-0.00257i,-0.00072615-0.00074079i,0.00014611+0.00033254i,0.0010933-0.00019386i,0.001757-0.00055102i,0.0010418-0.00031838i,-0.00070195+4.6509e-05i,-0.0010999+7.9591e-05i,-0.00046827-0.00035154i,0.00031035-0.0002143i,0.00068511+0.00042924i,3.6931e-05-0.00030185i,-0.00011566-0.00067758i,0.00029529+0.00016999i,0.00050512-0.0001896i,-4.8133e-05-0.00019019i,-8.202e-05+0.00011823i,0.00041687+0.00010604i,0.00037867+0.00073738i
0.0014096+0.00052753i,0.00038835+1.2258e-05i,0.00058991-0.00052116i,0.00069592-0.0009048i,-0.00047289-0.001216i,-0.001504-0.0014344i,-0.0013357-0.00047015i,0.00013814+0.0010331i,0.0023532+0.0013909i,0.0024972+0.0006214i,-0.00010459-0.00031231i,-0.0012205-0.00088179i,1.5389e-05-0.00094808i,0.0007056-0.00027331i,0.00051664-0.00074237i,0.00037426-0.00097384i,0.00030432-0.00025737i,-0.00016138-0.00052554i,-0.00099304-0.00096945i,-0.00040044-0.00076177i,0.00064409-0.00046785i,0.0007481-0.00049883i,-0.00011285-0.00043789i
